Orthogroup	Prbd	Syac
OG0000239	Prbd.g_00717	Syac.g_01852
OG0000240	Prbd.g_00716	Syac.g_01851
OG0000241	Prbd.g_00712	Syac.g_00970
OG0000242	Prbd.g_00710	Syac.g_01839
OG0000243	Prbd.g_00699	Syac.g_01821
OG0000244	Prbd.g_00696	Syac.g_01814
OG0000245	Prbd.g_00694	Syac.g_01811
OG0000246	Prbd.g_00690	Syac.g_01807
OG0000247	Prbd.g_00680	Syac.g_01795
OG0000248	Prbd.g_00678	Syac.g_01792
OG0000249	Prbd.g_00676	Syac.g_01790
OG0000250	Prbd.g_00671	Syac.g_01782
OG0000251	Prbd.g_00653	Syac.g_01757
OG0000252	Prbd.g_00650	Syac.g_01753
OG0000253	Prbd.g_00649	Syac.g_01752
OG0000254	Prbd.g_00633	Syac.g_00939
OG0000255	Prbd.g_00627	Syac.g_00947
OG0000256	Prbd.g_00617	Syac.g_00963
OG0000257	Prbd.g_00614	Syac.g_00969
OG0000258	Prbd.g_00601	Syac.g_00988
OG0000259	Prbd.g_00584	Syac.g_01425
OG0000260	Prbd.g_00581	Syac.g_01422
OG0000261	Prbd.g_00579	Syac.g_01418
OG0000262	Prbd.g_00575	Syac.g_01413
OG0000263	Prbd.g_00563	Syac.g_01497
OG0000264	Prbd.g_00553	Syac.g_00915
OG0000265	Prbd.g_00007	Syac.g_00673
OG0000266	Prbd.g_00017	Syac.g_01271
OG0000267	Prbd.g_00028	Syac.g_01131
OG0000268	Prbd.g_00029	Syac.g_01132
OG0000269	Prbd.g_00097	Syac.g_01346
OG0000270	Prbd.g_00100	Syac.g_01343
OG0000271	Prbd.g_00108	Syac.g_01335
OG0000272	Prbd.g_00109	Syac.g_01334
OG0000273	Prbd.g_00132	Syac.g_00854
OG0000274	Prbd.g_00133	Syac.g_00853
OG0000275	Prbd.g_00136	Syac.g_00848
OG0000276	Prbd.g_00141	Syac.g_00840
OG0000277	Prbd.g_00142	Syac.g_00839
OG0000278	Prbd.g_00145	Syac.g_00836
OG0000279	Prbd.g_00152	Syac.g_00828
OG0000280	Prbd.g_00153	Syac.g_00814
OG0000281	Prbd.g_00158	Syac.g_02158
OG0000282	Prbd.g_00208	Syac.g_01392
OG0000283	Prbd.g_00241	Syac.g_01142
OG0000284	Prbd.g_00246	Syac.g_01148
OG0000285	Prbd.g_00251	Syac.g_01160
OG0000286	Prbd.g_00263	Syac.g_01181
OG0000287	Prbd.g_00280	Syac.g_01692, Syac.g_01209
OG0000288	Prbd.g_00313	Syac.g_01240
OG0000289	Prbd.g_00324	Syac.g_01254
OG0000290	Prbd.g_00337	Syac.g_00881
OG0000291	Prbd.g_00339	Syac.g_00883
OG0000292	Prbd.g_00389	Syac.g_02487
OG0000293	Prbd.g_00459	Syac.g_00754
OG0000294	Prbd.g_00460	Syac.g_00755
OG0000295	Prbd.g_00480	Syac.g_00796
OG0000296	Prbd.g_00482	Syac.g_00798
OG0000297	Prbd.g_00490	Syac.g_01475
OG0000298	Prbd.g_00491	Syac.g_01476
OG0000299	Prbd.g_00508	Syac.g_01503
OG0000300	Prbd.g_00511	Syac.g_01510
OG0000301	Prbd.g_00512	Syac.g_01511
OG0000302	Prbd.g_00514	Syac.g_01512
OG0000303	Prbd.g_00521	Syac.g_01520
OG0000304	Prbd.g_00525	Syac.g_01526
OG0000305	Prbd.g_01772	Syac.g_00886
OG0000306	Prbd.g_01769	Syac.g_00810
OG0000307	Prbd.g_01755	Syac.g_01924
OG0000308	Prbd.g_01754	Syac.g_01926
OG0000309	Prbd.g_01750	Syac.g_01931
OG0000310	Prbd.g_01704	Syac.g_01607
OG0000311	Prbd.g_01702	Syac.g_01611
OG0000312	Prbd.g_01699	Syac.g_01619
OG0000313	Prbd.g_01685	Syac.g_01638
OG0000314	Prbd.g_01662	Syac.g_01665
OG0000315	Prbd.g_01652	Syac.g_01675
OG0000316	Prbd.g_01632	Syac.g_00601
OG0000317	Prbd.g_01527	Syac.g_00552
OG0000318	Prbd.g_01524	Syac.g_00543
OG0000319	Prbd.g_01511	Syac.g_00525
OG0000320	Prbd.g_01509	Syac.g_00523
OG0000321	Prbd.g_01508	Syac.g_00522
OG0000322	Prbd.g_01507	Syac.g_00521
OG0000323	Prbd.g_01498	Syac.g_00506
OG0000324	Prbd.g_01471	Syac.g_00648
OG0000325	Prbd.g_01462	Syac.g_02190
OG0000326	Prbd.g_01456	Syac.g_02183
OG0000327	Prbd.g_01432	Syac.g_02137
OG0000328	Prbd.g_01431	Syac.g_02136
OG0000329	Prbd.g_01414	Syac.g_02119
OG0000330	Prbd.g_01413	Syac.g_02118
OG0000331	Prbd.g_01412	Syac.g_02117
OG0000332	Prbd.g_01398	Syac.g_02103
OG0000333	Prbd.g_01396	Syac.g_02100
OG0000334	Prbd.g_01388	Syac.g_02090
OG0000335	Prbd.g_01383	Syac.g_02085
OG0000336	Prbd.g_01379	Syac.g_02081
OG0000337	Prbd.g_01363	Syac.g_00199
OG0000338	Prbd.g_01362	Syac.g_00196
OG0000339	Prbd.g_01358	Syac.g_00190
OG0000340	Prbd.g_01350	Syac.g_00178
OG0000341	Prbd.g_01348	Syac.g_00176
OG0000342	Prbd.g_01347	Syac.g_00175
OG0000343	Prbd.g_01346	Syac.g_00174
OG0000344	Prbd.g_01343	Syac.g_00170
OG0000345	Prbd.g_01338	Syac.g_00160
OG0000346	Prbd.g_01334	Syac.g_00155
OG0000347	Prbd.g_01317	Syac.g_00129
OG0000348	Prbd.g_01307	Syac.g_00070, Syac.g_00074
OG0000349	Prbd.g_01290	Syac.g_00050
OG0000350	Prbd.g_01272	Syac.g_02176
OG0000351	Prbd.g_01255	Syac.g_02468
OG0000352	Prbd.g_01254	Syac.g_02469
OG0000353	Prbd.g_01238	Syac.g_02493
OG0000355	Prbd.g_01236	Syac.g_00001
OG0000356	Prbd.g_01235	Syac.g_00002
OG0000357	Prbd.g_01234	Syac.g_00003
OG0000358	Prbd.g_01230	Syac.g_00007
OG0000359	Prbd.g_01229	Syac.g_00009
OG0000360	Prbd.g_01228	Syac.g_00010
OG0000361	Prbd.g_01227	Syac.g_00011
OG0000362	Prbd.g_01225	Syac.g_00013
OG0000363	Prbd.g_01223	Syac.g_00015
OG0000364	Prbd.g_01222	Syac.g_00016
OG0000365	Prbd.g_01217	Syac.g_00023
OG0000366	Prbd.g_01216	Syac.g_00024
OG0000367	Prbd.g_01215	Syac.g_00025
OG0000368	Prbd.g_01213	Syac.g_00027
OG0000369	Prbd.g_01212	Syac.g_00028
OG0000370	Prbd.g_01211	Syac.g_00029
OG0000371	Prbd.g_01205	Syac.g_00036
OG0000372	Prbd.g_01202	Syac.g_00041
OG0000373	Prbd.g_01201	Syac.g_00042
OG0000374	Prbd.g_01200	Syac.g_00043
OG0000375	Prbd.g_01198	Syac.g_00046
OG0000376	Prbd.g_01196	Syac.g_00048
OG0000377	Prbd.g_01192	Syac.g_02346
OG0000378	Prbd.g_01190	Syac.g_02338
OG0000379	Prbd.g_01187	Syac.g_02335
OG0000380	Prbd.g_01178	Syac.g_00452
OG0000381	Prbd.g_01174	Syac.g_00449
OG0000382	Prbd.g_01163	Syac.g_00434
OG0000383	Prbd.g_01161	Syac.g_00432
OG0000384	Prbd.g_01160	Syac.g_00431
OG0000385	Prbd.g_01159	Syac.g_00430
OG0000386	Prbd.g_01158	Syac.g_00429
OG0000387	Prbd.g_01145	Syac.g_00404
OG0000388	Prbd.g_01142	Syac.g_00401
OG0000389	Prbd.g_01138	Syac.g_00397
OG0000390	Prbd.g_01131	Syac.g_00379
OG0000391	Prbd.g_01127	Syac.g_00374
OG0000392	Prbd.g_01123	Syac.g_00369
OG0000393	Prbd.g_01121	Syac.g_00366
OG0000394	Prbd.g_01120	Syac.g_00365
OG0000395	Prbd.g_01119	Syac.g_00364
OG0000396	Prbd.g_01116	Syac.g_00361
OG0000397	Prbd.g_01114	Syac.g_00359
OG0000398	Prbd.g_01112	Syac.g_00354
OG0000399	Prbd.g_01111	Syac.g_00353
OG0000400	Prbd.g_01110	Syac.g_00352
OG0000401	Prbd.g_01109	Syac.g_00351
OG0000402	Prbd.g_01107	Syac.g_00348
OG0000403	Prbd.g_01106	Syac.g_00347
OG0000404	Prbd.g_01105	Syac.g_00345
OG0000405	Prbd.g_01100	Syac.g_00332
OG0000406	Prbd.g_01093	Syac.g_00328
OG0000407	Prbd.g_01092	Syac.g_00327
OG0000408	Prbd.g_01090	Syac.g_00325
OG0000409	Prbd.g_01088	Syac.g_00323
OG0000410	Prbd.g_01087	Syac.g_00322
OG0000411	Prbd.g_01086	Syac.g_00321
OG0000412	Prbd.g_01085	Syac.g_00320
OG0000413	Prbd.g_01084	Syac.g_00318
OG0000414	Prbd.g_01083	Syac.g_00317
OG0000415	Prbd.g_01082	Syac.g_00316
OG0000416	Prbd.g_01081	Syac.g_00315
OG0000417	Prbd.g_01080	Syac.g_00314
OG0000418	Prbd.g_01075	Syac.g_00309
OG0000419	Prbd.g_01073	Syac.g_00307
OG0000420	Prbd.g_01072	Syac.g_00305
OG0000421	Prbd.g_01067	Syac.g_00300
OG0000422	Prbd.g_01066	Syac.g_00299
OG0000423	Prbd.g_01065	Syac.g_00298
OG0000424	Prbd.g_01064	Syac.g_00297
OG0000425	Prbd.g_01063	Syac.g_00296
OG0000426	Prbd.g_01062	Syac.g_00295
OG0000427	Prbd.g_01061	Syac.g_00294
OG0000428	Prbd.g_01059	Syac.g_02257
OG0000429	Prbd.g_01058	Syac.g_02259
OG0000430	Prbd.g_01057	Syac.g_02260
OG0000431	Prbd.g_01055	Syac.g_02264
OG0000432	Prbd.g_01052	Syac.g_02270
OG0000433	Prbd.g_01051	Syac.g_02272
OG0000434	Prbd.g_01050	Syac.g_02273
OG0000435	Prbd.g_01049	Syac.g_02277
OG0000436	Prbd.g_01044	Syac.g_02282
OG0000437	Prbd.g_01043	Syac.g_02283
OG0000438	Prbd.g_01042	Syac.g_02284
OG0000439	Prbd.g_01040	Syac.g_02286
OG0000440	Prbd.g_01039	Syac.g_02287
OG0000441	Prbd.g_01036	Syac.g_02294
OG0000442	Prbd.g_01035	Syac.g_02295
OG0000443	Prbd.g_01034	Syac.g_02296
OG0000444	Prbd.g_01029	Syac.g_02303
OG0000445	Prbd.g_01028	Syac.g_02304
OG0000446	Prbd.g_01027	Syac.g_02305
OG0000447	Prbd.g_01026	Syac.g_02308
OG0000448	Prbd.g_01025	Syac.g_02309
OG0000449	Prbd.g_01024	Syac.g_02310
OG0000450	Prbd.g_01023	Syac.g_02313
OG0000451	Prbd.g_01022	Syac.g_02314
OG0000452	Prbd.g_01019	Syac.g_02318
OG0000453	Prbd.g_01018	Syac.g_02319
OG0000454	Prbd.g_01017	Syac.g_02320
OG0000455	Prbd.g_01016	Syac.g_02321
OG0000456	Prbd.g_01015	Syac.g_02322
OG0000457	Prbd.g_01013	Syac.g_02324
OG0000458	Prbd.g_01012	Syac.g_02325
OG0000459	Prbd.g_01011	Syac.g_02326
OG0000460	Prbd.g_01004	Syac.g_01970
OG0000461	Prbd.g_00997	Syac.g_02198
OG0000462	Prbd.g_00995	Syac.g_02201
OG0000463	Prbd.g_00994	Syac.g_02202
OG0000464	Prbd.g_00993	Syac.g_02203
OG0000465	Prbd.g_00992	Syac.g_02204
OG0000466	Prbd.g_00989	Syac.g_02208
OG0000467	Prbd.g_00988	Syac.g_02210
OG0000468	Prbd.g_00986	Syac.g_02216
OG0000469	Prbd.g_00977	Syac.g_02230
OG0000470	Prbd.g_00975	Syac.g_02232
OG0000471	Prbd.g_00974	Syac.g_02233
OG0000472	Prbd.g_00973	Syac.g_02235
OG0000473	Prbd.g_00971	Syac.g_02237
OG0000474	Prbd.g_00970	Syac.g_02238
OG0000475	Prbd.g_00969	Syac.g_02239
OG0000476	Prbd.g_00968	Syac.g_02241
OG0000477	Prbd.g_00964	Syac.g_02247
OG0000478	Prbd.g_00963	Syac.g_02248
OG0000479	Prbd.g_00962	Syac.g_02249
OG0000480	Prbd.g_00957	Syac.g_00293
OG0000481	Prbd.g_00955	Syac.g_00291
OG0000482	Prbd.g_00954	Syac.g_00290
OG0000483	Prbd.g_00951	Syac.g_00286
OG0000484	Prbd.g_00950	Syac.g_00285
OG0000485	Prbd.g_00949	Syac.g_00284
OG0000486	Prbd.g_00948	Syac.g_00283
OG0000487	Prbd.g_00944	Syac.g_00276
OG0000488	Prbd.g_00941	Syac.g_00272
OG0000489	Prbd.g_00936	Syac.g_00260
OG0000490	Prbd.g_00931	Syac.g_00249
OG0000491	Prbd.g_00930	Syac.g_00248
OG0000492	Prbd.g_00928	Syac.g_00246
OG0000493	Prbd.g_00927	Syac.g_00245
OG0000494	Prbd.g_00926	Syac.g_00244
OG0000495	Prbd.g_00925	Syac.g_00243
OG0000496	Prbd.g_00924	Syac.g_00242
OG0000497	Prbd.g_00923	Syac.g_00241
OG0000498	Prbd.g_00922	Syac.g_00240
OG0000499	Prbd.g_00921	Syac.g_00239
OG0000500	Prbd.g_00920	Syac.g_00238
OG0000501	Prbd.g_00918	Syac.g_00235
OG0000502	Prbd.g_00915	Syac.g_00223
OG0000503	Prbd.g_00905	Syac.g_02020
OG0000504	Prbd.g_00904	Syac.g_02018
OG0000505	Prbd.g_00903	Syac.g_02017
OG0000506	Prbd.g_00901	Syac.g_02015
OG0000507	Prbd.g_00898	Syac.g_02009
OG0000508	Prbd.g_00894	Syac.g_02005
OG0000509	Prbd.g_00892	Syac.g_02003
OG0000510	Prbd.g_00891	Syac.g_02002
OG0000511	Prbd.g_00890	Syac.g_02001
OG0000512	Prbd.g_00888	Syac.g_01999
OG0000513	Prbd.g_00881	Syac.g_01984
OG0000514	Prbd.g_00811	Syac.g_01977
OG0000515	Prbd.g_00810	Syac.g_01976
OG0000516	Prbd.g_00809	Syac.g_00697
OG0000517	Prbd.g_00807	Syac.g_00691
OG0000518	Prbd.g_00796	Syac.g_00707
OG0000519	Prbd.g_00795	Syac.g_00708
OG0000520	Prbd.g_00794	Syac.g_00709
OG0000521	Prbd.g_00789	Syac.g_01721
OG0000522	Prbd.g_00787	Syac.g_01719
OG0000523	Prbd.g_00786	Syac.g_01718
OG0000524	Prbd.g_00781	Syac.g_01716
OG0000525	Prbd.g_00778	Syac.g_01709
OG0000526	Prbd.g_00777	Syac.g_01706
OG0000527	Prbd.g_00769	Syac.g_01702
OG0000528	Prbd.g_00764	Syac.g_01911
OG0000529	Prbd.g_00761	Syac.g_01903
OG0000530	Prbd.g_00758	Syac.g_01900
OG0000531	Prbd.g_00757	Syac.g_01899
OG0000532	Prbd.g_00755	Syac.g_01896
OG0000533	Prbd.g_00754	Syac.g_01895
OG0000534	Prbd.g_00753	Syac.g_01894
OG0000535	Prbd.g_00752	Syac.g_01893
OG0000536	Prbd.g_00751	Syac.g_01892
OG0000537	Prbd.g_00750	Syac.g_01891
OG0000538	Prbd.g_00742	Syac.g_01880
OG0000539	Prbd.g_00741	Syac.g_01879
OG0000540	Prbd.g_00740	Syac.g_01878
OG0000541	Prbd.g_00739	Syac.g_01877
OG0000542	Prbd.g_00737	Syac.g_01874
OG0000543	Prbd.g_00735	Syac.g_01872
OG0000544	Prbd.g_00734	Syac.g_01871
OG0000545	Prbd.g_00732	Syac.g_01869
OG0000546	Prbd.g_00729	Syac.g_01867
OG0000547	Prbd.g_00727	Syac.g_01865
OG0000548	Prbd.g_00726	Syac.g_01864
OG0000549	Prbd.g_00724	Syac.g_01858
OG0000550	Prbd.g_00719	Syac.g_01854
OG0000551	Prbd.g_00715	Syac.g_01849
OG0000552	Prbd.g_00714	Syac.g_01848
OG0000553	Prbd.g_00713	Syac.g_01846
OG0000554	Prbd.g_00708	Syac.g_01835
OG0000555	Prbd.g_00700	Syac.g_01822
OG0000556	Prbd.g_00698	Syac.g_01817
OG0000557	Prbd.g_00697	Syac.g_01815
OG0000558	Prbd.g_00695	Syac.g_01813
OG0000559	Prbd.g_00691	Syac.g_01808
OG0000560	Prbd.g_00688	Syac.g_01805
OG0000561	Prbd.g_00687	Syac.g_01804
OG0000562	Prbd.g_00686	Syac.g_01803
OG0000563	Prbd.g_00685	Syac.g_01802
