Orthogroup	Prbd	Prbh
OG0000131	Prbd.g_01095	Prbh.g_00637
OG0000132	Prbd.g_01076	Prbh.g_00618
OG0000133	Prbd.g_00917	Prbh.g_00457
OG0000134	Prbd.g_00882	Prbh.g_00413
OG0000135	Prbd.g_00855	Prbh.g_01825
OG0000136	Prbd.g_01722, Prbd.g_00801	Prbh.g_00391
OG0000137	Prbd.g_00767	Prbh.g_00356
OG0000138	Prbd.g_00747	Prbh.g_00336
OG0000139	Prbd.g_00705	Prbh.g_00292
OG0000140	Prbd.g_00704	Prbh.g_00291
OG0000141	Prbd.g_00637	Prbh.g_00222
OG0000142	Prbd.g_00609	Prbh.g_01218
OG0000143	Prbd.g_00605	Prbh.g_01215
OG0000144	Prbd.g_00592	Prbh.g_01201
OG0000145	Prbd.g_00062	Prbh.g_01880
OG0000146	Prbd.g_00067	Prbh.g_01077
OG0000147	Prbd.g_00068	Prbh.g_01076
OG0000148	Prbd.g_00118	Prbh.g_00970
OG0000149	Prbd.g_00149	Prbh.g_01002
OG0000150	Prbd.g_00157	Prbh.g_01012
OG0000151	Prbd.g_00216	Prbh.g_00888
OG0000152	Prbd.g_00264	Prbh.g_01086
OG0000153	Prbd.g_00283	Prbh.g_01104
OG0000154	Prbd.g_00314	Prbh.g_01121
OG0000155	Prbd.g_00488	Prbh.g_01261
OG0000156	Prbd.g_01812	Prbh.g_01362
OG0000157	Prbd.g_01811	Prbh.g_01363
OG0000158	Prbd.g_01736	Prbh.g_01599
OG0000159	Prbd.g_01735	Prbh.g_00039
OG0000160	Prbd.g_01688	Prbh.g_00100
OG0000161	Prbd.g_01682	Prbh.g_01288, Prbh.g_00106
OG0000162	Prbd.g_01676	Prbh.g_00112
OG0000163	Prbd.g_01642	Prbh.g_00151
OG0000164	Prbd.g_01501	Prbh.g_01758
OG0000165	Prbd.g_01494	Prbh.g_01750
OG0000166	Prbd.g_01427	Prbh.g_01681
OG0000167	Prbd.g_01361	Prbh.g_01609
OG0000168	Prbd.g_01351	Prbh.g_01598
OG0000169	Prbd.g_01341	Prbh.g_01588
OG0000170	Prbd.g_01339	Prbh.g_01585
OG0000171	Prbd.g_01319	Prbh.g_01565
OG0000172	Prbd.g_01310	Prbh.g_01558
OG0000173	Prbd.g_01295	Prbh.g_01543
OG0000174	Prbd.g_01268	Prbh.g_01512
OG0000175	Prbd.g_01258	Prbh.g_01500
OG0000176	Prbd.g_01233	Prbh.g_01472
OG0000177	Prbd.g_01232	Prbh.g_01471
OG0000178	Prbd.g_01231	Prbh.g_01470
OG0000179	Prbd.g_01221	Prbh.g_00764
OG0000180	Prbd.g_01220	Prbh.g_00763
OG0000181	Prbd.g_01219	Prbh.g_00762
OG0000182	Prbd.g_01218	Prbh.g_00761
OG0000183	Prbd.g_01214	Prbh.g_00757
OG0000184	Prbd.g_01191	Prbh.g_00734
OG0000185	Prbd.g_01188	Prbh.g_00731
OG0000186	Prbd.g_01180	Prbh.g_00719
OG0000187	Prbd.g_01179	Prbh.g_00718
OG0000188	Prbd.g_01162	Prbh.g_00701
OG0000189	Prbd.g_01148	Prbh.g_00687
OG0000190	Prbd.g_01147	Prbh.g_00686
OG0000191	Prbd.g_01126	Prbh.g_00664
OG0000192	Prbd.g_01122	Prbh.g_00659
OG0000193	Prbd.g_01094	Prbh.g_00636
OG0000194	Prbd.g_01091	Prbh.g_00633
OG0000195	Prbd.g_01089	Prbh.g_00631
OG0000196	Prbd.g_01079	Prbh.g_00621
OG0000197	Prbd.g_01078	Prbh.g_00620
OG0000198	Prbd.g_01077	Prbh.g_00619
OG0000199	Prbd.g_01070	Prbh.g_00612
OG0000200	Prbd.g_01056	Prbh.g_00599
OG0000201	Prbd.g_01048	Prbh.g_00590
OG0000202	Prbd.g_01047	Prbh.g_00589
OG0000203	Prbd.g_01046	Prbh.g_00588
OG0000204	Prbd.g_01045	Prbh.g_00587
OG0000205	Prbd.g_01038	Prbh.g_00580
OG0000206	Prbd.g_01033	Prbh.g_00575
OG0000207	Prbd.g_01031	Prbh.g_00573
OG0000208	Prbd.g_01030	Prbh.g_00572
OG0000209	Prbd.g_01021	Prbh.g_00563
OG0000210	Prbd.g_01020	Prbh.g_00562
OG0000211	Prbd.g_01006	Prbh.g_00547
OG0000212	Prbd.g_00999	Prbh.g_00539
OG0000213	Prbd.g_00982	Prbh.g_00521
OG0000214	Prbd.g_00972	Prbh.g_00512
OG0000215	Prbd.g_00947	Prbh.g_00485
OG0000216	Prbd.g_00945	Prbh.g_00484
OG0000217	Prbd.g_00942	Prbh.g_00481
OG0000218	Prbd.g_00940	Prbh.g_00479
OG0000219	Prbd.g_00939	Prbh.g_00478
OG0000220	Prbd.g_00938	Prbh.g_00477
OG0000221	Prbd.g_00937	Prbh.g_00476
OG0000222	Prbd.g_00929	Prbh.g_00469
OG0000223	Prbd.g_00916	Prbh.g_00456
OG0000224	Prbd.g_00914	Prbh.g_00454
OG0000225	Prbd.g_00893	Prbh.g_00426
OG0000226	Prbd.g_00889	Prbh.g_00422
OG0000227	Prbd.g_00887	Prbh.g_00420
OG0000228	Prbd.g_00884	Prbh.g_00416
OG0000229	Prbd.g_00806	Prbh.g_00396
OG0000230	Prbd.g_00804	Prbh.g_00394
OG0000231	Prbd.g_00793	Prbh.g_00383
OG0000232	Prbd.g_00784	Prbh.g_00370
OG0000233	Prbd.g_00779	Prbh.g_00365
OG0000234	Prbd.g_00766	Prbh.g_00355
OG0000235	Prbd.g_00763	Prbh.g_00352
OG0000236	Prbd.g_00749	Prbh.g_00338
OG0000237	Prbd.g_00736	Prbh.g_00324
OG0000238	Prbd.g_00730	Prbh.g_00318
OG0000239	Prbd.g_00717	Prbh.g_00305
OG0000240	Prbd.g_00716	Prbh.g_00304
OG0000241	Prbd.g_00712	Prbh.g_00299
OG0000242	Prbd.g_00710	Prbh.g_00297
OG0000243	Prbd.g_00699	Prbh.g_00287
OG0000244	Prbd.g_00696	Prbh.g_00284
OG0000245	Prbd.g_00694	Prbh.g_00282
OG0000246	Prbd.g_00690	Prbh.g_00278
OG0000247	Prbd.g_00680	Prbh.g_00267
OG0000248	Prbd.g_00678	Prbh.g_00264
OG0000249	Prbd.g_00676	Prbh.g_00262
OG0000250	Prbd.g_00671	Prbh.g_00257
OG0000251	Prbd.g_00653	Prbh.g_00239
OG0000252	Prbd.g_00650	Prbh.g_00236
OG0000253	Prbd.g_00649	Prbh.g_00235
OG0000254	Prbd.g_00633	Prbh.g_00218
OG0000255	Prbd.g_00627	Prbh.g_00212
OG0000256	Prbd.g_00617	Prbh.g_01455
OG0000257	Prbd.g_00614	Prbh.g_01223
OG0000258	Prbd.g_00601	Prbh.g_01210
OG0000259	Prbd.g_00584	Prbh.g_01193
OG0000260	Prbd.g_00581	Prbh.g_01190
OG0000261	Prbd.g_00579	Prbh.g_01187
OG0000262	Prbd.g_00575	Prbh.g_01182
OG0000263	Prbd.g_00563	Prbh.g_00915
OG0000264	Prbd.g_00553	Prbh.g_00926
OG0000265	Prbd.g_00007	Prbh.g_00945
OG0000266	Prbd.g_00017	Prbh.g_01163
OG0000267	Prbd.g_00028	Prbh.g_01150
OG0000268	Prbd.g_00029	Prbh.g_01149
OG0000269	Prbd.g_00097	Prbh.g_00948
OG0000270	Prbd.g_00100	Prbh.g_00951
OG0000271	Prbd.g_00108	Prbh.g_00959
OG0000272	Prbd.g_00109	Prbh.g_00960
OG0000273	Prbd.g_00132	Prbh.g_00983
OG0000274	Prbd.g_00133	Prbh.g_00984
OG0000275	Prbd.g_00136	Prbh.g_00987
OG0000276	Prbd.g_00141	Prbh.g_00993
OG0000277	Prbd.g_00142	Prbh.g_00994
OG0000278	Prbd.g_00145	Prbh.g_00997
OG0000279	Prbd.g_00152	Prbh.g_01005
OG0000280	Prbd.g_00153	Prbh.g_01006
OG0000281	Prbd.g_00158	Prbh.g_01013
OG0000282	Prbd.g_00208	Prbh.g_00880
OG0000283	Prbd.g_00241	Prbh.g_01059
OG0000284	Prbd.g_00246	Prbh.g_01064
OG0000285	Prbd.g_00251	Prbh.g_01069
OG0000286	Prbd.g_00263	Prbh.g_01085
OG0000287	Prbd.g_00280	Prbh.g_01342
OG0000288	Prbd.g_00313	Prbh.g_01120
OG0000289	Prbd.g_00324	Prbh.g_01135
OG0000290	Prbd.g_00337	Prbh.g_01034
OG0000291	Prbd.g_00339	Prbh.g_01032
OG0000292	Prbd.g_00389	Prbh.g_01328
OG0000293	Prbd.g_00459	Prbh.g_01293
OG0000294	Prbd.g_00460	Prbh.g_01292
OG0000295	Prbd.g_00480	Prbh.g_01268
OG0000296	Prbd.g_00482	Prbh.g_01266
OG0000297	Prbd.g_00490	Prbh.g_01257
OG0000298	Prbd.g_00491	Prbh.g_01256
OG0000299	Prbd.g_00508	Prbh.g_01237
OG0000300	Prbd.g_00511	Prbh.g_01234
OG0000301	Prbd.g_00512	Prbh.g_01233
OG0000302	Prbd.g_00514	Prbh.g_01231
OG0000303	Prbd.g_00521	Prbh.g_01225
OG0000304	Prbd.g_00525	Prbh.g_01450
OG0000305	Prbd.g_01772	Prbh.g_01326
OG0000306	Prbd.g_01769	Prbh.g_01017
OG0000307	Prbd.g_01755	Prbh.g_00019
OG0000308	Prbd.g_01754	Prbh.g_00020
OG0000309	Prbd.g_01750	Prbh.g_00024
OG0000310	Prbd.g_01704	Prbh.g_00082
OG0000311	Prbd.g_01702	Prbh.g_00084
OG0000312	Prbd.g_01699	Prbh.g_00087
OG0000313	Prbd.g_01685	Prbh.g_00103
OG0000314	Prbd.g_01662	Prbh.g_00126
OG0000315	Prbd.g_01652	Prbh.g_00136
OG0000316	Prbd.g_01632	Prbh.g_00162
OG0000317	Prbd.g_01527	Prbh.g_01785
OG0000318	Prbd.g_01524	Prbh.g_01781
OG0000319	Prbd.g_01511	Prbh.g_01768
OG0000320	Prbd.g_01509	Prbh.g_01766
OG0000321	Prbd.g_01508	Prbh.g_01765
OG0000322	Prbd.g_01507	Prbh.g_01764
OG0000323	Prbd.g_01498	Prbh.g_01755
OG0000324	Prbd.g_01471	Prbh.g_01727
OG0000325	Prbd.g_01462	Prbh.g_01717
OG0000326	Prbd.g_01456	Prbh.g_01710
OG0000327	Prbd.g_01432	Prbh.g_01686
OG0000328	Prbd.g_01431	Prbh.g_01685
OG0000329	Prbd.g_01414	Prbh.g_01668
OG0000330	Prbd.g_01413	Prbh.g_01667
OG0000331	Prbd.g_01412	Prbh.g_01666
OG0000332	Prbd.g_01398	Prbh.g_01652
OG0000333	Prbd.g_01396	Prbh.g_01650
OG0000334	Prbd.g_01388	Prbh.g_01641
OG0000335	Prbd.g_01383	Prbh.g_01636
OG0000336	Prbd.g_01379	Prbh.g_01632
OG0000337	Prbd.g_01363	Prbh.g_01613
OG0000338	Prbd.g_01362	Prbh.g_01612
OG0000339	Prbd.g_01358	Prbh.g_01606
OG0000340	Prbd.g_01350	Prbh.g_01597
OG0000341	Prbd.g_01348	Prbh.g_01595
OG0000342	Prbd.g_01347	Prbh.g_01594
OG0000343	Prbd.g_01346	Prbh.g_01593
OG0000344	Prbd.g_01343	Prbh.g_01590
OG0000345	Prbd.g_01338	Prbh.g_01584
OG0000346	Prbd.g_01334	Prbh.g_01580
OG0000347	Prbd.g_01317	Prbh.g_01563
OG0000348	Prbd.g_01307	Prbh.g_01555
OG0000349	Prbd.g_01290	Prbh.g_01537
OG0000350	Prbd.g_01272	Prbh.g_01516
OG0000351	Prbd.g_01255	Prbh.g_01497
OG0000352	Prbd.g_01254	Prbh.g_01496
OG0000353	Prbd.g_01238	Prbh.g_01477
OG0000355	Prbd.g_01236	Prbh.g_01475
OG0000356	Prbd.g_01235	Prbh.g_01474
OG0000357	Prbd.g_01234	Prbh.g_01473
OG0000358	Prbd.g_01230	Prbh.g_01469
OG0000359	Prbd.g_01229	Prbh.g_01468
OG0000360	Prbd.g_01228	Prbh.g_01467
OG0000361	Prbd.g_01227	Prbh.g_01466
OG0000362	Prbd.g_01225	Prbh.g_01952
OG0000363	Prbd.g_01223	Prbh.g_00766
OG0000364	Prbd.g_01222	Prbh.g_00765
OG0000365	Prbd.g_01217	Prbh.g_00760
OG0000366	Prbd.g_01216	Prbh.g_00759
OG0000367	Prbd.g_01215	Prbh.g_00758
OG0000368	Prbd.g_01213	Prbh.g_00756
OG0000369	Prbd.g_01212	Prbh.g_00755
OG0000370	Prbd.g_01211	Prbh.g_00754
OG0000371	Prbd.g_01205	Prbh.g_00748
OG0000372	Prbd.g_01202	Prbh.g_00746
OG0000373	Prbd.g_01201	Prbh.g_00745
OG0000374	Prbd.g_01200	Prbh.g_00744
OG0000375	Prbd.g_01198	Prbh.g_00743
OG0000376	Prbd.g_01196	Prbh.g_00741
OG0000377	Prbd.g_01192	Prbh.g_00737
OG0000378	Prbd.g_01190	Prbh.g_00733
OG0000379	Prbd.g_01187	Prbh.g_00730
OG0000380	Prbd.g_01178	Prbh.g_00717
OG0000381	Prbd.g_01174	Prbh.g_00712
OG0000382	Prbd.g_01163	Prbh.g_00702
OG0000383	Prbd.g_01161	Prbh.g_00700
OG0000384	Prbd.g_01160	Prbh.g_00699
OG0000385	Prbd.g_01159	Prbh.g_00698
OG0000386	Prbd.g_01158	Prbh.g_00697
OG0000387	Prbd.g_01145	Prbh.g_00684
OG0000388	Prbd.g_01142	Prbh.g_00680
OG0000389	Prbd.g_01138	Prbh.g_00677
OG0000390	Prbd.g_01131	Prbh.g_00668
OG0000391	Prbd.g_01127	Prbh.g_00665
OG0000392	Prbd.g_01123	Prbh.g_00661
OG0000393	Prbd.g_01121	Prbh.g_00658
OG0000394	Prbd.g_01120	Prbh.g_00657
OG0000395	Prbd.g_01119	Prbh.g_00656
OG0000396	Prbd.g_01116	Prbh.g_00654
OG0000397	Prbd.g_01114	Prbh.g_00652
OG0000398	Prbd.g_01112	Prbh.g_00649
OG0000399	Prbd.g_01111	Prbh.g_00648
OG0000400	Prbd.g_01110	Prbh.g_00647
OG0000401	Prbd.g_01109	Prbh.g_00646
OG0000402	Prbd.g_01107	Prbh.g_01144
OG0000403	Prbd.g_01106	Prbh.g_00644
OG0000404	Prbd.g_01105	Prbh.g_00643
OG0000405	Prbd.g_01100	Prbh.g_00639
OG0000406	Prbd.g_01093	Prbh.g_00635
OG0000407	Prbd.g_01092	Prbh.g_00634
OG0000408	Prbd.g_01090	Prbh.g_00632
OG0000409	Prbd.g_01088	Prbh.g_00630
OG0000410	Prbd.g_01087	Prbh.g_00629
OG0000411	Prbd.g_01086	Prbh.g_00628
OG0000412	Prbd.g_01085	Prbh.g_00627
OG0000413	Prbd.g_01084	Prbh.g_00626
OG0000414	Prbd.g_01083	Prbh.g_00625
OG0000415	Prbd.g_01082	Prbh.g_00624
OG0000416	Prbd.g_01081	Prbh.g_00623
OG0000417	Prbd.g_01080	Prbh.g_00622
OG0000418	Prbd.g_01075	Prbh.g_00617
OG0000419	Prbd.g_01073	Prbh.g_00615
OG0000420	Prbd.g_01072	Prbh.g_00614
OG0000421	Prbd.g_01067	Prbh.g_00610
OG0000422	Prbd.g_01066	Prbh.g_00609
OG0000423	Prbd.g_01065	Prbh.g_00608
OG0000424	Prbd.g_01064	Prbh.g_00607
OG0000425	Prbd.g_01063	Prbh.g_00606
OG0000426	Prbd.g_01062	Prbh.g_00605
OG0000427	Prbd.g_01061	Prbh.g_00604
OG0000428	Prbd.g_01059	Prbh.g_00602
OG0000429	Prbd.g_01058	Prbh.g_00601
OG0000430	Prbd.g_01057	Prbh.g_00600
OG0000431	Prbd.g_01055	Prbh.g_00598
OG0000432	Prbd.g_01052	Prbh.g_00594
OG0000433	Prbd.g_01051	Prbh.g_00593
OG0000434	Prbd.g_01050	Prbh.g_00592
OG0000435	Prbd.g_01049	Prbh.g_00591
OG0000436	Prbd.g_01044	Prbh.g_00586
OG0000437	Prbd.g_01043	Prbh.g_00585
OG0000438	Prbd.g_01042	Prbh.g_00584
OG0000439	Prbd.g_01040	Prbh.g_00582
OG0000440	Prbd.g_01039	Prbh.g_00581
OG0000441	Prbd.g_01036	Prbh.g_00578
OG0000442	Prbd.g_01035	Prbh.g_00577
OG0000443	Prbd.g_01034	Prbh.g_00576
OG0000444	Prbd.g_01029	Prbh.g_00571
OG0000445	Prbd.g_01028	Prbh.g_00570
OG0000446	Prbd.g_01027	Prbh.g_00569
OG0000447	Prbd.g_01026	Prbh.g_00568
OG0000448	Prbd.g_01025	Prbh.g_00567
OG0000449	Prbd.g_01024	Prbh.g_00566
OG0000450	Prbd.g_01023	Prbh.g_00565
OG0000451	Prbd.g_01022	Prbh.g_00564
OG0000452	Prbd.g_01019	Prbh.g_00561
OG0000453	Prbd.g_01018	Prbh.g_00560
OG0000454	Prbd.g_01017	Prbh.g_00559
OG0000455	Prbd.g_01016	Prbh.g_00558
OG0000456	Prbd.g_01015	Prbh.g_00557
OG0000457	Prbd.g_01013	Prbh.g_00555
OG0000458	Prbd.g_01012	Prbh.g_00554
OG0000459	Prbd.g_01011	Prbh.g_00553
OG0000460	Prbd.g_01004	Prbh.g_00545
OG0000461	Prbd.g_00997	Prbh.g_00537
OG0000462	Prbd.g_00995	Prbh.g_00535
OG0000463	Prbd.g_00994	Prbh.g_00534
OG0000464	Prbd.g_00993	Prbh.g_00533
OG0000465	Prbd.g_00992	Prbh.g_00532
OG0000466	Prbd.g_00989	Prbh.g_00529
OG0000467	Prbd.g_00988	Prbh.g_00528
OG0000468	Prbd.g_00986	Prbh.g_00525
OG0000469	Prbd.g_00977	Prbh.g_00517
OG0000470	Prbd.g_00975	Prbh.g_00515
OG0000471	Prbd.g_00974	Prbh.g_00514
OG0000472	Prbd.g_00973	Prbh.g_00513
OG0000473	Prbd.g_00971	Prbh.g_00511
OG0000474	Prbd.g_00970	Prbh.g_00510
OG0000475	Prbd.g_00969	Prbh.g_00509
OG0000476	Prbd.g_00968	Prbh.g_00507
OG0000477	Prbd.g_00964	Prbh.g_00504
OG0000478	Prbd.g_00963	Prbh.g_00503
OG0000479	Prbd.g_00962	Prbh.g_00502
OG0000480	Prbd.g_00957	Prbh.g_00497
OG0000481	Prbd.g_00955	Prbh.g_00494
OG0000482	Prbd.g_00954	Prbh.g_00493
OG0000483	Prbd.g_00951	Prbh.g_00490
OG0000484	Prbd.g_00950	Prbh.g_00489
OG0000485	Prbd.g_00949	Prbh.g_00487
OG0000486	Prbd.g_00948	Prbh.g_00486
OG0000487	Prbd.g_00944	Prbh.g_00483
OG0000488	Prbd.g_00941	Prbh.g_00480
OG0000489	Prbd.g_00936	Prbh.g_00475
OG0000490	Prbd.g_00931	Prbh.g_00471
OG0000491	Prbd.g_00930	Prbh.g_00470
OG0000492	Prbd.g_00928	Prbh.g_00468
OG0000493	Prbd.g_00927	Prbh.g_00467
OG0000494	Prbd.g_00926	Prbh.g_00466
OG0000495	Prbd.g_00925	Prbh.g_00465
OG0000496	Prbd.g_00924	Prbh.g_00464
OG0000497	Prbd.g_00923	Prbh.g_00463
OG0000498	Prbd.g_00922	Prbh.g_00462
OG0000499	Prbd.g_00921	Prbh.g_00461
OG0000500	Prbd.g_00920	Prbh.g_00460
OG0000501	Prbd.g_00918	Prbh.g_00458
OG0000502	Prbd.g_00915	Prbh.g_00455
OG0000503	Prbd.g_00905	Prbh.g_00439
OG0000504	Prbd.g_00904	Prbh.g_00437
OG0000505	Prbd.g_00903	Prbh.g_00436
OG0000506	Prbd.g_00901	Prbh.g_00435
OG0000507	Prbd.g_00898	Prbh.g_00431
OG0000508	Prbd.g_00894	Prbh.g_00427
OG0000509	Prbd.g_00892	Prbh.g_00425
OG0000510	Prbd.g_00891	Prbh.g_00424
OG0000511	Prbd.g_00890	Prbh.g_00423
OG0000512	Prbd.g_00888	Prbh.g_00421
OG0000513	Prbd.g_00881	Prbh.g_00412
OG0000514	Prbd.g_00811	Prbh.g_00401
OG0000515	Prbd.g_00810	Prbh.g_00400
OG0000516	Prbd.g_00809	Prbh.g_00399
OG0000517	Prbd.g_00807	Prbh.g_00397
OG0000518	Prbd.g_00796	Prbh.g_00386
OG0000519	Prbd.g_00795	Prbh.g_00385
OG0000520	Prbd.g_00794	Prbh.g_00384
OG0000521	Prbd.g_00789	Prbh.g_00374
OG0000522	Prbd.g_00787	Prbh.g_00372
OG0000523	Prbd.g_00786	Prbh.g_00371
OG0000524	Prbd.g_00781	Prbh.g_00367
OG0000525	Prbd.g_00778	Prbh.g_00363
OG0000526	Prbd.g_00777	Prbh.g_00361
OG0000527	Prbd.g_00769	Prbh.g_00358
OG0000528	Prbd.g_00764	Prbh.g_00353
OG0000529	Prbd.g_00761	Prbh.g_00350
OG0000530	Prbd.g_00758	Prbh.g_00347
OG0000531	Prbd.g_00757	Prbh.g_00346
OG0000532	Prbd.g_00755	Prbh.g_00344
OG0000533	Prbd.g_00754	Prbh.g_00343
OG0000534	Prbd.g_00753	Prbh.g_00342
OG0000535	Prbd.g_00752	Prbh.g_00341
OG0000536	Prbd.g_00751	Prbh.g_00340
