Orthogroup	Prbd	Pran
OG0000039	Prbd.g_00558	Pran.g_01492
OG0000040	Prbd.g_01550	Pran.g_00923
OG0000040	Prbd.g_00448	Pran.g_00079
OG0000041	Prbd.g_01478	Pran.g_01016
OG0000042	Prbd.g_01328	Pran.g_01167
OG0000043	Prbd.g_00174	Pran.g_00179
OG0000045	Prbd.g_00867	Pran.g_01823
OG0000047	Prbd.g_00909	Pran.g_01864
OG0000048	Prbd.g_00439	Pran.g_01772
OG0000048	Prbd.g_00864	Pran.g_01820
OG0000049	Prbd.g_00854	Pran.g_01811
OG0000049	Prbd.g_01894	Pran.g_00526
OG0000050	Prbd.g_01928	Pran.g_00946
OG0000050	Prbd.g_00375	Pran.g_00149
OG0000051	Prbd.g_01544	Pran.g_00944
OG0000053	Prbd.g_01669	Pran.g_00713
OG0000054	Prbd.g_00638	Pran.g_01572
OG0000055	Prbd.g_00083	Pran.g_01362
OG0000057	Prbd.g_00546	Pran.g_01480
OG0000058	Prbd.g_01733	Pran.g_00807
OG0000059	Prbd.g_01439	Pran.g_01056
OG0000060	Prbd.g_00824	Pran.g_01399
OG0000061	Prbd.g_00468	Pran.g_00060
OG0000062	Prbd.g_01610	Pran.g_00655
OG0000063	Prbd.g_01204	Pran.g_00391
OG0000065	Prbd.g_01137	Pran.g_00326
OG0000066	Prbd.g_00703	Pran.g_01639
OG0000067	Prbd.g_00102	Pran.g_01343
OG0000068	Prbd.g_01764	Pran.g_00841
OG0000069	Prbd.g_01575	Pran.g_00614
OG0000070	Prbd.g_00792	Pran.g_01727
OG0000071	Prbd.g_01801	Pran.g_00938, Pran.g_00876
OG0000072	Prbd.g_01069	Pran.g_00261
OG0000073	Prbd.g_00743	Pran.g_01679
OG0000074	Prbd.g_00562	Pran.g_01496
OG0000075	Prbd.g_01359	Pran.g_01137
OG0000076	Prbd.g_01335	Pran.g_01160
OG0000077	Prbd.g_01166	Pran.g_00354
OG0000078	Prbd.g_01000	Pran.g_00194
OG0000079	Prbd.g_00987	Pran.g_01940
OG0000081	Prbd.g_00711	Pran.g_01647
OG0000082	Prbd.g_00658	Pran.g_01593
OG0000083	Prbd.g_01855	Pran.g_00895
OG0000083	Prbd.g_00031	Pran.g_00576
OG0000084	Prbd.g_01693	Pran.g_00737
OG0000085	Prbd.g_01532	Pran.g_00963
OG0000086	Prbd.g_01156	Pran.g_00344
OG0000087	Prbd.g_01104, Prbd.g_01103	Pran.g_00295
OG0000088	Prbd.g_01074	Pran.g_00266
OG0000089	Prbd.g_00883	Pran.g_01839
OG0000090	Prbd.g_00709	Pran.g_01645
OG0000091	Prbd.g_00602	Pran.g_01536
OG0000092	Prbd.g_00211	Pran.g_00434
OG0000093	Prbd.g_00232	Pran.g_00455
OG0000094	Prbd.g_00321	Pran.g_00549
OG0000095	Prbd.g_00340	Pran.g_00903, Pran.g_00568
OG0000096	Prbd.g_01840	Pran.g_00603
OG0000096	Prbd.g_00409	Pran.g_00114
OG0000097	Prbd.g_00509	Pran.g_00019
OG0000098	Prbd.g_01782	Pran.g_00855
OG0000099	Prbd.g_01734	Pran.g_00806
OG0000100	Prbd.g_01614	Pran.g_00659
OG0000101	Prbd.g_01391	Pran.g_01105
OG0000102	Prbd.g_01330	Pran.g_01165
OG0000103	Prbd.g_01250	Pran.g_01244
OG0000104	Prbd.g_01241	Pran.g_01253
OG0000105	Prbd.g_00965	Pran.g_01920
OG0000106	Prbd.g_00868	Pran.g_01824
OG0000107	Prbd.g_00852	Pran.g_01808
OG0000108	Prbd.g_00762	Pran.g_01698
OG0000109	Prbd.g_00748	Pran.g_01684
OG0000110	Prbd.g_00668	Pran.g_01603
OG0000111	Prbd.g_00545	Pran.g_01479
OG0000112	Prbd.g_00066	Pran.g_01378
OG0000113	Prbd.g_00124	Pran.g_01321
OG0000114	Prbd.g_00206	Pran.g_00429
OG0000115	Prbd.g_00401	Pran.g_00123
OG0000116	Prbd.g_00458	Pran.g_00070
OG0000117	Prbd.g_01895	Pran.g_01466
OG0000118	Prbd.g_01789	Pran.g_00864
OG0000119	Prbd.g_01768	Pran.g_00845
OG0000120	Prbd.g_01737	Pran.g_00752
OG0000121	Prbd.g_01687	Pran.g_00731
OG0000122	Prbd.g_01649	Pran.g_00693
OG0000123	Prbd.g_01384	Pran.g_01112
OG0000124	Prbd.g_01318	Pran.g_01176
OG0000125	Prbd.g_01281	Pran.g_01212
OG0000126	Prbd.g_01242	Pran.g_01252
OG0000128	Prbd.g_01226	Pran.g_01268
OG0000129	Prbd.g_01194	Pran.g_00381
OG0000130	Prbd.g_01175	Pran.g_00363
OG0000131	Prbd.g_01095	Pran.g_00288
OG0000132	Prbd.g_01076	Pran.g_00268
OG0000133	Prbd.g_00917	Pran.g_01872
OG0000134	Prbd.g_00882	Pran.g_01838
OG0000135	Prbd.g_00855	Pran.g_01812
OG0000136	Prbd.g_01722, Prbd.g_00801	Pran.g_01739
OG0000137	Prbd.g_00767	Pran.g_01703
OG0000138	Prbd.g_00747	Pran.g_01683
OG0000139	Prbd.g_00705	Pran.g_01641
OG0000140	Prbd.g_00704	Pran.g_01640
OG0000141	Prbd.g_00637	Pran.g_01571
OG0000142	Prbd.g_00609	Pran.g_01543
OG0000143	Prbd.g_00605	Pran.g_01539
OG0000144	Prbd.g_00592	Pran.g_01526
OG0000145	Prbd.g_00062	Pran.g_01400
OG0000146	Prbd.g_00067	Pran.g_01377
OG0000147	Prbd.g_00068	Pran.g_01376
OG0000148	Prbd.g_00118	Pran.g_01327
OG0000149	Prbd.g_00149	Pran.g_01297
OG0000150	Prbd.g_00157	Pran.g_01289
OG0000151	Prbd.g_00216	Pran.g_00439
OG0000152	Prbd.g_00264	Pran.g_00487
OG0000153	Prbd.g_00283	Pran.g_00506
OG0000154	Prbd.g_00314	Pran.g_00542
OG0000155	Prbd.g_00488	Pran.g_00040
OG0000156	Prbd.g_01812	Pran.g_00887
OG0000157	Prbd.g_01811	Pran.g_00886
OG0000158	Prbd.g_01736	Pran.g_00822
OG0000159	Prbd.g_01735	Pran.g_00808
OG0000160	Prbd.g_01688	Pran.g_00732
OG0000161	Prbd.g_01682	Pran.g_00726
OG0000162	Prbd.g_01676	Pran.g_00720
OG0000163	Prbd.g_01642	Pran.g_00686
OG0000164	Prbd.g_01501	Pran.g_00994
OG0000165	Prbd.g_01494	Pran.g_01001
OG0000166	Prbd.g_01427	Pran.g_01069, Pran.g_01068
OG0000167	Prbd.g_01361	Pran.g_01135
OG0000168	Prbd.g_01351	Pran.g_01144
OG0000169	Prbd.g_01341	Pran.g_01154
OG0000170	Prbd.g_01339	Pran.g_01156
OG0000171	Prbd.g_01319	Pran.g_01175
OG0000172	Prbd.g_01310	Pran.g_01184
OG0000173	Prbd.g_01295	Pran.g_01199
OG0000174	Prbd.g_01268	Pran.g_01226
OG0000175	Prbd.g_01258	Pran.g_01236
OG0000176	Prbd.g_01233	Pran.g_01261
OG0000177	Prbd.g_01232	Pran.g_01262
OG0000178	Prbd.g_01231	Pran.g_01263
OG0000179	Prbd.g_01221	Pran.g_00408
OG0000180	Prbd.g_01220	Pran.g_00407
OG0000181	Prbd.g_01219	Pran.g_00406
OG0000182	Prbd.g_01218	Pran.g_00405
OG0000183	Prbd.g_01214	Pran.g_00401
OG0000184	Prbd.g_01191	Pran.g_00379
OG0000185	Prbd.g_01188	Pran.g_00376
OG0000186	Prbd.g_01180	Pran.g_00368
OG0000187	Prbd.g_01179	Pran.g_00367
OG0000188	Prbd.g_01162	Pran.g_00350
OG0000189	Prbd.g_01148	Pran.g_00337
OG0000190	Prbd.g_01147	Pran.g_00336
OG0000191	Prbd.g_01126	Pran.g_00316
OG0000192	Prbd.g_01122	Pran.g_00312
OG0000193	Prbd.g_01094	Pran.g_00287
OG0000194	Prbd.g_01091	Pran.g_00283
OG0000195	Prbd.g_01089	Pran.g_00281
OG0000196	Prbd.g_01079	Pran.g_00271
OG0000197	Prbd.g_01078	Pran.g_00270
OG0000198	Prbd.g_01077	Pran.g_00269
OG0000199	Prbd.g_01070	Pran.g_00262
OG0000200	Prbd.g_01056	Pran.g_00248
OG0000201	Prbd.g_01048	Pran.g_00240
OG0000202	Prbd.g_01047	Pran.g_00239
OG0000203	Prbd.g_01046	Pran.g_00238
OG0000204	Prbd.g_01045	Pran.g_00237
OG0000205	Prbd.g_01038	Pran.g_00230
OG0000206	Prbd.g_01033	Pran.g_00225
OG0000207	Prbd.g_01031	Pran.g_00223
OG0000208	Prbd.g_01030	Pran.g_00222
OG0000209	Prbd.g_01021	Pran.g_00213
OG0000210	Prbd.g_01020	Pran.g_00212
OG0000211	Prbd.g_01006	Pran.g_00199
OG0000212	Prbd.g_00999	Pran.g_00193
OG0000213	Prbd.g_00982	Pran.g_01935
OG0000214	Prbd.g_00972	Pran.g_01926
OG0000215	Prbd.g_00947	Pran.g_01902
OG0000216	Prbd.g_00945	Pran.g_01900
OG0000217	Prbd.g_00942	Pran.g_01897
OG0000218	Prbd.g_00940	Pran.g_01895
OG0000219	Prbd.g_00939	Pran.g_01894
OG0000220	Prbd.g_00938	Pran.g_01893
OG0000221	Prbd.g_00937	Pran.g_01892
OG0000222	Prbd.g_00929	Pran.g_01884
OG0000223	Prbd.g_00916	Pran.g_01871
OG0000224	Prbd.g_00914	Pran.g_01869
OG0000225	Prbd.g_00893	Pran.g_01849
OG0000226	Prbd.g_00889	Pran.g_01845
OG0000227	Prbd.g_00887	Pran.g_01843
OG0000228	Prbd.g_00884	Pran.g_01840
OG0000229	Prbd.g_00806	Pran.g_01744
OG0000230	Prbd.g_00804	Pran.g_01742
OG0000231	Prbd.g_00793	Pran.g_01728
OG0000232	Prbd.g_00784	Pran.g_01720
OG0000233	Prbd.g_00779	Pran.g_01715
OG0000234	Prbd.g_00766	Pran.g_01702
OG0000235	Prbd.g_00763	Pran.g_01699
OG0000236	Prbd.g_00749	Pran.g_01685
OG0000237	Prbd.g_00736	Pran.g_01672
OG0000238	Prbd.g_00730	Pran.g_01666
OG0000239	Prbd.g_00717	Pran.g_01653
OG0000240	Prbd.g_00716	Pran.g_01652
OG0000241	Prbd.g_00712	Pran.g_01648
OG0000242	Prbd.g_00710	Pran.g_01646
OG0000243	Prbd.g_00699	Pran.g_01635
OG0000244	Prbd.g_00696	Pran.g_01632
OG0000245	Prbd.g_00694	Pran.g_01630
OG0000246	Prbd.g_00690	Pran.g_01626
OG0000247	Prbd.g_00680	Pran.g_01616
OG0000248	Prbd.g_00678	Pran.g_01613
OG0000249	Prbd.g_00676	Pran.g_01611
OG0000250	Prbd.g_00671	Pran.g_01606
OG0000251	Prbd.g_00653	Pran.g_01587
OG0000252	Prbd.g_00650	Pran.g_01584
OG0000253	Prbd.g_00649	Pran.g_01583
OG0000254	Prbd.g_00633	Pran.g_01567
OG0000255	Prbd.g_00627	Pran.g_01561
OG0000256	Prbd.g_00617	Pran.g_01551
OG0000257	Prbd.g_00614	Pran.g_01548
OG0000258	Prbd.g_00601	Pran.g_01535
OG0000259	Prbd.g_00584	Pran.g_01518
OG0000260	Prbd.g_00581	Pran.g_01515
OG0000261	Prbd.g_00579	Pran.g_01513
OG0000262	Prbd.g_00575	Pran.g_01509
OG0000263	Prbd.g_00563	Pran.g_01497
OG0000264	Prbd.g_00553	Pran.g_01487
OG0000265	Prbd.g_00007	Pran.g_01460
OG0000266	Prbd.g_00017	Pran.g_01450
OG0000267	Prbd.g_00028	Pran.g_01439
OG0000268	Prbd.g_00029	Pran.g_01438
OG0000269	Prbd.g_00097	Pran.g_01348
OG0000270	Prbd.g_00100	Pran.g_01345
OG0000271	Prbd.g_00108	Pran.g_01337
OG0000272	Prbd.g_00109	Pran.g_01336
OG0000273	Prbd.g_00132	Pran.g_01313
OG0000274	Prbd.g_00133	Pran.g_01312
OG0000275	Prbd.g_00136	Pran.g_01310
OG0000276	Prbd.g_00141	Pran.g_01305
OG0000277	Prbd.g_00142	Pran.g_01304
OG0000278	Prbd.g_00145	Pran.g_01301
OG0000279	Prbd.g_00152	Pran.g_01294
OG0000280	Prbd.g_00153	Pran.g_01293
OG0000281	Prbd.g_00158	Pran.g_01287
OG0000282	Prbd.g_00208	Pran.g_00431
OG0000283	Prbd.g_00241	Pran.g_00464
OG0000284	Prbd.g_00246	Pran.g_00469
OG0000285	Prbd.g_00251	Pran.g_00474
OG0000286	Prbd.g_00263	Pran.g_00486
OG0000287	Prbd.g_00280	Pran.g_00503
OG0000288	Prbd.g_00313	Pran.g_00541
OG0000289	Prbd.g_00324	Pran.g_00552
OG0000290	Prbd.g_00337	Pran.g_00565
OG0000291	Prbd.g_00339	Pran.g_00567
OG0000292	Prbd.g_00389	Pran.g_00135
OG0000293	Prbd.g_00459	Pran.g_00069
OG0000294	Prbd.g_00460	Pran.g_00068
OG0000295	Prbd.g_00480	Pran.g_00048
OG0000296	Prbd.g_00482	Pran.g_00046
OG0000297	Prbd.g_00490	Pran.g_00038
OG0000298	Prbd.g_00491	Pran.g_00037
OG0000299	Prbd.g_00508	Pran.g_00020
OG0000300	Prbd.g_00511	Pran.g_00017
OG0000301	Prbd.g_00512	Pran.g_00016
OG0000302	Prbd.g_00514	Pran.g_00014
OG0000303	Prbd.g_00521	Pran.g_00007
OG0000304	Prbd.g_00525	Pran.g_00003
OG0000305	Prbd.g_01772	Pran.g_00848
OG0000306	Prbd.g_01769	Pran.g_00846
OG0000307	Prbd.g_01755	Pran.g_00832
OG0000308	Prbd.g_01754	Pran.g_00831
OG0000309	Prbd.g_01750	Pran.g_00827
OG0000310	Prbd.g_01704	Pran.g_00748
OG0000311	Prbd.g_01702	Pran.g_00746
OG0000312	Prbd.g_01699	Pran.g_00743
OG0000313	Prbd.g_01685	Pran.g_00729
OG0000314	Prbd.g_01662	Pran.g_00706
OG0000315	Prbd.g_01652	Pran.g_00696
OG0000316	Prbd.g_01632	Pran.g_00676
OG0000317	Prbd.g_01527	Pran.g_00968
OG0000318	Prbd.g_01524	Pran.g_00971
OG0000319	Prbd.g_01511	Pran.g_00984
OG0000320	Prbd.g_01509	Pran.g_00986
OG0000321	Prbd.g_01508	Pran.g_00987
OG0000322	Prbd.g_01507	Pran.g_00988
OG0000323	Prbd.g_01498	Pran.g_00997
OG0000324	Prbd.g_01471	Pran.g_01023
OG0000325	Prbd.g_01462	Pran.g_01033
OG0000326	Prbd.g_01456	Pran.g_01039
OG0000327	Prbd.g_01432	Pran.g_01063
OG0000328	Prbd.g_01431	Pran.g_01064
OG0000329	Prbd.g_01414	Pran.g_01082
OG0000330	Prbd.g_01413	Pran.g_01083
OG0000331	Prbd.g_01412	Pran.g_01084
OG0000332	Prbd.g_01398	Pran.g_01098
OG0000333	Prbd.g_01396	Pran.g_01100
OG0000334	Prbd.g_01388	Pran.g_01108
OG0000335	Prbd.g_01383	Pran.g_01113
OG0000336	Prbd.g_01379	Pran.g_01117
OG0000337	Prbd.g_01363	Pran.g_01133
OG0000338	Prbd.g_01362	Pran.g_01134
OG0000339	Prbd.g_01358	Pran.g_01138
OG0000340	Prbd.g_01350	Pran.g_01145
OG0000341	Prbd.g_01348	Pran.g_01147
OG0000342	Prbd.g_01347	Pran.g_01148
OG0000343	Prbd.g_01346	Pran.g_01149
OG0000344	Prbd.g_01343	Pran.g_01152
OG0000345	Prbd.g_01338	Pran.g_01157
OG0000346	Prbd.g_01334	Pran.g_01161
OG0000347	Prbd.g_01317	Pran.g_01177
OG0000348	Prbd.g_01307	Pran.g_01187
OG0000349	Prbd.g_01290	Pran.g_01203
OG0000350	Prbd.g_01272	Pran.g_01222
OG0000351	Prbd.g_01255	Pran.g_01239
OG0000352	Prbd.g_01254	Pran.g_01240
OG0000353	Prbd.g_01238	Pran.g_01256
OG0000355	Prbd.g_01236	Pran.g_01258
OG0000356	Prbd.g_01235	Pran.g_01259
OG0000357	Prbd.g_01234	Pran.g_01260
OG0000358	Prbd.g_01230	Pran.g_01264
OG0000359	Prbd.g_01229	Pran.g_01265
OG0000360	Prbd.g_01228	Pran.g_01266
OG0000361	Prbd.g_01227	Pran.g_01267
OG0000362	Prbd.g_01225	Pran.g_01269
OG0000363	Prbd.g_01223	Pran.g_00410
OG0000364	Prbd.g_01222	Pran.g_00409
OG0000365	Prbd.g_01217	Pran.g_00404
OG0000366	Prbd.g_01216	Pran.g_00403
OG0000367	Prbd.g_01215	Pran.g_00402
OG0000368	Prbd.g_01213	Pran.g_00400
OG0000369	Prbd.g_01212	Pran.g_00399
OG0000370	Prbd.g_01211	Pran.g_00398
OG0000371	Prbd.g_01205	Pran.g_00392
OG0000372	Prbd.g_01202	Pran.g_00389
OG0000373	Prbd.g_01201	Pran.g_00388
OG0000374	Prbd.g_01200	Pran.g_00387
OG0000375	Prbd.g_01198	Pran.g_00385
OG0000376	Prbd.g_01196	Pran.g_00383
OG0000377	Prbd.g_01192	Pran.g_00380
OG0000378	Prbd.g_01190	Pran.g_00378
OG0000379	Prbd.g_01187	Pran.g_00375
OG0000380	Prbd.g_01178	Pran.g_00366
OG0000381	Prbd.g_01174	Pran.g_00362
OG0000382	Prbd.g_01163	Pran.g_00351
OG0000383	Prbd.g_01161	Pran.g_00349
OG0000384	Prbd.g_01160	Pran.g_00348
OG0000385	Prbd.g_01159	Pran.g_00347
OG0000386	Prbd.g_01158	Pran.g_00346
OG0000387	Prbd.g_01145	Pran.g_00334
OG0000388	Prbd.g_01142	Pran.g_00331
OG0000389	Prbd.g_01138	Pran.g_00327
OG0000390	Prbd.g_01131	Pran.g_00320
OG0000391	Prbd.g_01127	Pran.g_00317
OG0000392	Prbd.g_01123	Pran.g_00313
OG0000393	Prbd.g_01121	Pran.g_00311
OG0000394	Prbd.g_01120	Pran.g_00310
OG0000395	Prbd.g_01119	Pran.g_00309
OG0000396	Prbd.g_01116	Pran.g_00307
OG0000397	Prbd.g_01114	Pran.g_00305
OG0000398	Prbd.g_01112	Pran.g_00303
OG0000399	Prbd.g_01111	Pran.g_00302
OG0000400	Prbd.g_01110	Pran.g_00301
OG0000401	Prbd.g_01109	Pran.g_00300
OG0000402	Prbd.g_01107	Pran.g_00298
OG0000403	Prbd.g_01106	Pran.g_00297
OG0000404	Prbd.g_01105	Pran.g_00296
OG0000405	Prbd.g_01100	Pran.g_00292
OG0000406	Prbd.g_01093	Pran.g_00286
OG0000407	Prbd.g_01092	Pran.g_00285
OG0000408	Prbd.g_01090	Pran.g_00282
OG0000409	Prbd.g_01088	Pran.g_00280
OG0000410	Prbd.g_01087	Pran.g_00279
OG0000411	Prbd.g_01086	Pran.g_00278
OG0000412	Prbd.g_01085	Pran.g_00277
OG0000413	Prbd.g_01084	Pran.g_00276
OG0000414	Prbd.g_01083	Pran.g_00275
OG0000415	Prbd.g_01082	Pran.g_00274
OG0000416	Prbd.g_01081	Pran.g_00273
OG0000417	Prbd.g_01080	Pran.g_00272
OG0000418	Prbd.g_01075	Pran.g_00267
OG0000419	Prbd.g_01073	Pran.g_00265
OG0000420	Prbd.g_01072	Pran.g_00264
OG0000421	Prbd.g_01067	Pran.g_00259
OG0000422	Prbd.g_01066	Pran.g_00258
OG0000423	Prbd.g_01065	Pran.g_00257
OG0000424	Prbd.g_01064	Pran.g_00256
OG0000425	Prbd.g_01063	Pran.g_00255
OG0000426	Prbd.g_01062	Pran.g_00254
OG0000427	Prbd.g_01061	Pran.g_00253
OG0000428	Prbd.g_01059	Pran.g_00251
OG0000429	Prbd.g_01058	Pran.g_00250
OG0000430	Prbd.g_01057	Pran.g_00249
OG0000431	Prbd.g_01055	Pran.g_00247
OG0000432	Prbd.g_01052	Pran.g_00244
OG0000433	Prbd.g_01051	Pran.g_00243
OG0000434	Prbd.g_01050	Pran.g_00242
OG0000435	Prbd.g_01049	Pran.g_00241
OG0000436	Prbd.g_01044	Pran.g_00236
OG0000437	Prbd.g_01043	Pran.g_00235
OG0000438	Prbd.g_01042	Pran.g_00234
OG0000439	Prbd.g_01040	Pran.g_00232
OG0000440	Prbd.g_01039	Pran.g_00231
OG0000441	Prbd.g_01036	Pran.g_00228
OG0000442	Prbd.g_01035	Pran.g_00227
OG0000443	Prbd.g_01034	Pran.g_00226
OG0000444	Prbd.g_01029	Pran.g_00221
OG0000445	Prbd.g_01028	Pran.g_00220
OG0000446	Prbd.g_01027	Pran.g_00219
OG0000447	Prbd.g_01026	Pran.g_00218
OG0000448	Prbd.g_01025	Pran.g_00217
OG0000449	Prbd.g_01024	Pran.g_00216
OG0000450	Prbd.g_01023	Pran.g_00215
OG0000451	Prbd.g_01022	Pran.g_00214
OG0000452	Prbd.g_01019	Pran.g_00211
OG0000453	Prbd.g_01018	Pran.g_00210
OG0000454	Prbd.g_01017	Pran.g_00209
OG0000455	Prbd.g_01016	Pran.g_00208
OG0000456	Prbd.g_01015	Pran.g_00207
OG0000457	Prbd.g_01013	Pran.g_00206
OG0000458	Prbd.g_01012	Pran.g_00205
OG0000459	Prbd.g_01011	Pran.g_00204
OG0000460	Prbd.g_01004	Pran.g_00197
OG0000461	Prbd.g_00997	Pran.g_01950
OG0000462	Prbd.g_00995	Pran.g_01948
OG0000463	Prbd.g_00994	Pran.g_01947
OG0000464	Prbd.g_00993	Pran.g_01946
OG0000465	Prbd.g_00992	Pran.g_01945
OG0000466	Prbd.g_00989	Pran.g_01942
OG0000467	Prbd.g_00988	Pran.g_01941
OG0000468	Prbd.g_00986	Pran.g_01939
OG0000469	Prbd.g_00977	Pran.g_01931
OG0000470	Prbd.g_00975	Pran.g_01929
OG0000471	Prbd.g_00974	Pran.g_01928
OG0000472	Prbd.g_00973	Pran.g_01927
OG0000473	Prbd.g_00971	Pran.g_01925
OG0000474	Prbd.g_00970	Pran.g_01924
OG0000475	Prbd.g_00969	Pran.g_01923
OG0000476	Prbd.g_00968	Pran.g_01922
OG0000477	Prbd.g_00964	Pran.g_01919
OG0000478	Prbd.g_00963	Pran.g_01918
OG0000479	Prbd.g_00962	Pran.g_01917
OG0000480	Prbd.g_00957	Pran.g_01912
OG0000481	Prbd.g_00955	Pran.g_01910
OG0000482	Prbd.g_00954	Pran.g_01909
OG0000483	Prbd.g_00951	Pran.g_01906
OG0000484	Prbd.g_00950	Pran.g_01905
OG0000485	Prbd.g_00949	Pran.g_01904
OG0000486	Prbd.g_00948	Pran.g_01903
OG0000487	Prbd.g_00944	Pran.g_01899
OG0000488	Prbd.g_00941	Pran.g_01896
OG0000489	Prbd.g_00936	Pran.g_01891
OG0000490	Prbd.g_00931	Pran.g_01886
OG0000491	Prbd.g_00930	Pran.g_01885
OG0000492	Prbd.g_00928	Pran.g_01883
OG0000493	Prbd.g_00927	Pran.g_01882
OG0000494	Prbd.g_00926	Pran.g_01881
OG0000495	Prbd.g_00925	Pran.g_01880
OG0000496	Prbd.g_00924	Pran.g_01879
OG0000497	Prbd.g_00923	Pran.g_01878
OG0000498	Prbd.g_00922	Pran.g_01877
OG0000499	Prbd.g_00921	Pran.g_01876
OG0000500	Prbd.g_00920	Pran.g_01875
OG0000501	Prbd.g_00918	Pran.g_01873
OG0000502	Prbd.g_00915	Pran.g_01870
OG0000503	Prbd.g_00905	Pran.g_01860
OG0000504	Prbd.g_00904	Pran.g_01859
OG0000505	Prbd.g_00903	Pran.g_01858
OG0000506	Prbd.g_00901	Pran.g_01857
OG0000507	Prbd.g_00898	Pran.g_01854
OG0000508	Prbd.g_00894	Pran.g_01850
OG0000509	Prbd.g_00892	Pran.g_01848
OG0000510	Prbd.g_00891	Pran.g_01847
OG0000511	Prbd.g_00890	Pran.g_01846
OG0000512	Prbd.g_00888	Pran.g_01844
OG0000513	Prbd.g_00881	Pran.g_01837
OG0000514	Prbd.g_00811	Pran.g_01749
OG0000515	Prbd.g_00810	Pran.g_01748
OG0000516	Prbd.g_00809	Pran.g_01747
OG0000517	Prbd.g_00807	Pran.g_01745
OG0000518	Prbd.g_00796	Pran.g_01734
OG0000519	Prbd.g_00795	Pran.g_01733
OG0000520	Prbd.g_00794	Pran.g_01729
OG0000521	Prbd.g_00789	Pran.g_01724
OG0000522	Prbd.g_00787	Pran.g_01723
OG0000523	Prbd.g_00786	Pran.g_01722
OG0000524	Prbd.g_00781	Pran.g_01717
OG0000525	Prbd.g_00778	Pran.g_01714
OG0000526	Prbd.g_00777	Pran.g_01713
OG0000527	Prbd.g_00769	Pran.g_01705
OG0000528	Prbd.g_00764	Pran.g_01700
OG0000529	Prbd.g_00761	Pran.g_01697
OG0000530	Prbd.g_00758	Pran.g_01694
OG0000531	Prbd.g_00757	Pran.g_01693
OG0000532	Prbd.g_00755	Pran.g_01691
OG0000533	Prbd.g_00754	Pran.g_01690
OG0000534	Prbd.g_00753	Pran.g_01689
OG0000535	Prbd.g_00752	Pran.g_01688
OG0000536	Prbd.g_00751	Pran.g_01687
OG0000537	Prbd.g_00750	Pran.g_01686
OG0000538	Prbd.g_00742	Pran.g_01678
OG0000539	Prbd.g_00741	Pran.g_01677
OG0000540	Prbd.g_00740	Pran.g_01676
OG0000541	Prbd.g_00739	Pran.g_01675
OG0000542	Prbd.g_00737	Pran.g_01673
OG0000543	Prbd.g_00735	Pran.g_01671
OG0000544	Prbd.g_00734	Pran.g_01670
