Orthogroup	Prao	Praz
OG0000097	Prao.g_01378	Praz.g_00632
OG0000098	Prao.g_00421	Praz.g_00642
OG0000099	Prao.g_00431	Praz.g_00651
OG0000100	Prao.g_00434	Praz.g_00654
OG0000101	Prao.g_00491	Praz.g_00817
OG0000102	Prao.g_00516	Praz.g_00791
OG0000103	Prao.g_00582	Praz.g_01852
OG0000104	Prao.g_00586	Praz.g_01848
OG0000105	Prao.g_00605	Praz.g_01829
OG0000106	Prao.g_01859	Praz.g_01796
OG0000107	Prao.g_01858	Praz.g_01795
OG0000108	Prao.g_01162	Praz.g_01785
OG0000109	Prao.g_01171	Praz.g_01776
OG0000110	Prao.g_01187	Praz.g_01760
OG0000111	Prao.g_00090	Praz.g_01679
OG0000112	Prao.g_00091	Praz.g_01678
OG0000113	Prao.g_00670	Praz.g_01585
OG0000114	Prao.g_00739	Praz.g_01514
OG0000115	Prao.g_00902	Praz.g_01350
OG0000116	Prao.g_00906	Praz.g_01346
OG0000117	Prao.g_00971	Praz.g_00063
OG0000118	Prao.g_01025	Praz.g_00114
OG0000119	Prao.g_01119	Praz.g_00022
OG0000120	Prao.g_01083	Praz.g_00748
OG0000121	Prao.g_01064	Praz.g_00729
OG0000122	Prao.g_01045	Praz.g_00710
OG0000123	Prao.g_01032	Praz.g_00697
OG0000124	Prao.g_00014	Praz.g_01936
OG0000125	Prao.g_01264	Praz.g_01168
OG0000126	Prao.g_01239	Praz.g_01139
OG0000127	Prao.g_01384	Praz.g_01054
OG0000128	Prao.g_01398	Praz.g_01040
OG0000129	Prao.g_01433	Praz.g_01004
OG0000130	Prao.g_01550	Praz.g_00879
OG0000131	Prao.g_01588	Praz.g_00841
OG0000132	Prao.g_01591	Praz.g_00838
OG0000133	Prao.g_01646	Praz.g_00304
OG0000134	Prao.g_01682	Praz.g_00268
OG0000135	Prao.g_01684	Praz.g_00266
OG0000136	Prao.g_01728	Praz.g_00221
OG0000137	Prao.g_01760	Praz.g_00188
OG0000138	Prao.g_01796	Praz.g_00152
OG0000139	Prao.g_01823	Praz.g_00125
OG0000140	Prao.g_01842	Praz.g_00366
OG0000141	Prao.g_01843	Praz.g_00367
OG0000142	Prao.g_01845	Praz.g_00369
OG0000143	Prao.g_01846	Praz.g_00370
OG0000144	Prao.g_01848	Praz.g_00372
OG0000145	Prao.g_01849	Praz.g_00373
OG0000146	Prao.g_01850	Praz.g_00374
OG0000147	Prao.g_00157	Praz.g_00375
OG0000148	Prao.g_00159	Praz.g_00377
OG0000149	Prao.g_00161	Praz.g_00379
OG0000150	Prao.g_00162	Praz.g_00380
OG0000151	Prao.g_00163	Praz.g_00381
OG0000152	Prao.g_00164	Praz.g_00382
OG0000153	Prao.g_00165	Praz.g_00383
OG0000154	Prao.g_00166	Praz.g_00384
OG0000155	Prao.g_00167	Praz.g_00385
OG0000156	Prao.g_00168	Praz.g_00386
OG0000157	Prao.g_00169	Praz.g_00387
OG0000158	Prao.g_00171	Praz.g_00389
OG0000159	Prao.g_00172	Praz.g_00390
OG0000160	Prao.g_00173	Praz.g_00391
OG0000161	Prao.g_00174	Praz.g_00392
OG0000162	Prao.g_00175	Praz.g_00393
OG0000163	Prao.g_00176	Praz.g_00394
OG0000164	Prao.g_00178	Praz.g_00397
OG0000165	Prao.g_00181	Praz.g_00400
OG0000166	Prao.g_00182	Praz.g_00401
OG0000167	Prao.g_00183	Praz.g_00402
OG0000168	Prao.g_00186	Praz.g_00406
OG0000169	Prao.g_00188	Praz.g_00408
OG0000170	Prao.g_00189	Praz.g_00409
OG0000171	Prao.g_00190	Praz.g_00410
OG0000172	Prao.g_00191	Praz.g_00411
OG0000173	Prao.g_00192	Praz.g_00412
OG0000174	Prao.g_00193	Praz.g_00413
OG0000175	Prao.g_00194	Praz.g_00414
OG0000176	Prao.g_00196	Praz.g_00416
OG0000177	Prao.g_00197	Praz.g_00417
OG0000178	Prao.g_00198	Praz.g_00418
OG0000179	Prao.g_00203	Praz.g_00424
OG0000180	Prao.g_00204	Praz.g_00425
OG0000181	Prao.g_00205	Praz.g_00426
OG0000182	Prao.g_00208	Praz.g_00429
OG0000183	Prao.g_00209	Praz.g_00430
OG0000184	Prao.g_00212	Praz.g_00433
OG0000185	Prao.g_00216	Praz.g_00437
OG0000186	Prao.g_00217	Praz.g_00438
OG0000187	Prao.g_00218	Praz.g_00439
OG0000188	Prao.g_00219	Praz.g_00440
OG0000189	Prao.g_00220	Praz.g_00441
OG0000190	Prao.g_00221	Praz.g_00442
OG0000191	Prao.g_00222	Praz.g_00443
OG0000192	Prao.g_00223	Praz.g_00444
OG0000193	Prao.g_00224	Praz.g_00445
OG0000194	Prao.g_00225	Praz.g_00446
OG0000195	Prao.g_00227	Praz.g_00448
OG0000196	Prao.g_00228	Praz.g_00449
OG0000197	Prao.g_00229	Praz.g_00450
OG0000198	Prao.g_00230	Praz.g_00451
OG0000199	Prao.g_00233	Praz.g_00454
OG0000200	Prao.g_00234	Praz.g_00455
OG0000201	Prao.g_00235	Praz.g_00456
OG0000202	Prao.g_00236	Praz.g_00457
OG0000203	Prao.g_00237	Praz.g_00458
OG0000204	Prao.g_00238	Praz.g_00459
OG0000205	Prao.g_00239	Praz.g_00460
OG0000206	Prao.g_00240	Praz.g_00461
OG0000207	Prao.g_00241	Praz.g_00462
OG0000208	Prao.g_00242	Praz.g_00463
OG0000209	Prao.g_00243	Praz.g_00464
OG0000210	Prao.g_00244	Praz.g_00466
OG0000211	Prao.g_00245	Praz.g_00467
OG0000212	Prao.g_00246	Praz.g_00468
OG0000213	Prao.g_00247	Praz.g_00469
OG0000214	Prao.g_00249	Praz.g_00471
OG0000215	Prao.g_00250	Praz.g_00472
OG0000216	Prao.g_00252	Praz.g_00474
OG0000217	Prao.g_00254	Praz.g_00475
OG0000218	Prao.g_00255	Praz.g_00476
OG0000219	Prao.g_00256	Praz.g_00477
OG0000220	Prao.g_00259	Praz.g_00480
OG0000221	Prao.g_00261	Praz.g_00482
OG0000222	Prao.g_00262	Praz.g_00483
OG0000223	Prao.g_00263	Praz.g_00484
OG0000224	Prao.g_00266	Praz.g_00487
OG0000225	Prao.g_00268	Praz.g_00489
OG0000226	Prao.g_00269	Praz.g_00490
OG0000227	Prao.g_00270	Praz.g_00491
OG0000228	Prao.g_00271	Praz.g_00492
OG0000229	Prao.g_00272	Praz.g_00493
OG0000230	Prao.g_00273	Praz.g_00494
OG0000231	Prao.g_00274	Praz.g_00496
OG0000232	Prao.g_00275	Praz.g_00497
OG0000233	Prao.g_00278	Praz.g_00500
OG0000234	Prao.g_00280	Praz.g_00502
OG0000235	Prao.g_00283	Praz.g_00505
OG0000236	Prao.g_00284	Praz.g_00506
OG0000237	Prao.g_00285	Praz.g_00507
OG0000238	Prao.g_00286	Praz.g_00508
OG0000239	Prao.g_00287	Praz.g_00509
OG0000240	Prao.g_00289	Praz.g_00511
OG0000241	Prao.g_00290	Praz.g_00512
OG0000242	Prao.g_00291	Praz.g_00513
OG0000243	Prao.g_00292	Praz.g_00514
OG0000244	Prao.g_00293	Praz.g_00515
OG0000245	Prao.g_00294	Praz.g_00516
OG0000246	Prao.g_00296	Praz.g_00518
OG0000247	Prao.g_00297	Praz.g_00519
OG0000248	Prao.g_00298	Praz.g_00520
OG0000249	Prao.g_00299	Praz.g_00521
OG0000250	Prao.g_00300	Praz.g_00522
OG0000251	Prao.g_00301	Praz.g_00523
OG0000252	Prao.g_00302	Praz.g_00524
OG0000253	Prao.g_00303	Praz.g_00525
OG0000254	Prao.g_00305	Praz.g_00527
OG0000255	Prao.g_00306	Praz.g_00528
OG0000256	Prao.g_00309	Praz.g_00531
OG0000257	Prao.g_00311	Praz.g_00533
OG0000258	Prao.g_00312	Praz.g_00534
OG0000259	Prao.g_00313	Praz.g_00535
OG0000260	Prao.g_00314	Praz.g_00536
OG0000261	Prao.g_00315	Praz.g_00537
OG0000262	Prao.g_00316	Praz.g_00538
OG0000263	Prao.g_00317	Praz.g_00539
OG0000264	Prao.g_00319	Praz.g_00541
OG0000265	Prao.g_00320	Praz.g_00542
OG0000266	Prao.g_00321	Praz.g_00543
OG0000267	Prao.g_00323	Praz.g_00545
OG0000268	Prao.g_00324	Praz.g_00546
OG0000269	Prao.g_00325	Praz.g_00547
OG0000270	Prao.g_00326	Praz.g_00548
OG0000271	Prao.g_00327	Praz.g_00549
OG0000272	Prao.g_00328	Praz.g_00550
OG0000273	Prao.g_00329	Praz.g_00551
OG0000274	Prao.g_00330	Praz.g_00552
OG0000275	Prao.g_00331	Praz.g_00553
OG0000276	Prao.g_00332	Praz.g_00554
OG0000277	Prao.g_00333	Praz.g_00555
OG0000278	Prao.g_00334	Praz.g_00556
OG0000279	Prao.g_00335	Praz.g_00557
OG0000280	Prao.g_00336	Praz.g_00558
OG0000281	Prao.g_00338	Praz.g_00560
OG0000282	Prao.g_00339	Praz.g_00561
OG0000283	Prao.g_00342	Praz.g_00564
OG0000284	Prao.g_00343	Praz.g_00565
OG0000285	Prao.g_00344	Praz.g_00566
OG0000286	Prao.g_00346	Praz.g_00568
OG0000287	Prao.g_00347	Praz.g_00569
OG0000288	Prao.g_00348	Praz.g_00570
OG0000289	Prao.g_00349	Praz.g_00571
OG0000290	Prao.g_00350	Praz.g_00572
OG0000291	Prao.g_00351	Praz.g_00573
OG0000292	Prao.g_00352	Praz.g_00574
OG0000293	Prao.g_00353	Praz.g_00575
OG0000294	Prao.g_00354	Praz.g_00576
OG0000295	Prao.g_00355	Praz.g_00577
OG0000296	Prao.g_00356	Praz.g_00578
OG0000297	Prao.g_00357	Praz.g_00579
OG0000298	Prao.g_00358	Praz.g_00580
OG0000299	Prao.g_00359	Praz.g_00581
OG0000300	Prao.g_00360	Praz.g_00582
OG0000301	Prao.g_00361	Praz.g_00583
OG0000302	Prao.g_00362	Praz.g_00584
OG0000303	Prao.g_00363	Praz.g_00585
OG0000304	Prao.g_00364	Praz.g_00586
OG0000305	Prao.g_00365	Praz.g_00587
OG0000306	Prao.g_00366	Praz.g_00588
OG0000307	Prao.g_00367	Praz.g_00589
OG0000308	Prao.g_00368	Praz.g_00590
OG0000309	Prao.g_00369	Praz.g_00591
OG0000310	Prao.g_00370	Praz.g_00592
OG0000311	Prao.g_00371	Praz.g_00593
OG0000312	Prao.g_00373	Praz.g_00595
OG0000313	Prao.g_00374	Praz.g_00596
OG0000314	Prao.g_00377	Praz.g_00599
OG0000315	Prao.g_00378	Praz.g_00600
OG0000316	Prao.g_00380	Praz.g_00602
OG0000317	Prao.g_00382	Praz.g_00604
OG0000318	Prao.g_00383	Praz.g_00605
OG0000319	Prao.g_00384	Praz.g_00606
OG0000320	Prao.g_00385	Praz.g_00607
OG0000321	Prao.g_00388	Praz.g_00610
OG0000322	Prao.g_00391	Praz.g_00613
OG0000323	Prao.g_00392	Praz.g_00614
OG0000324	Prao.g_00395	Praz.g_00617
OG0000325	Prao.g_00397	Praz.g_00618
OG0000326	Prao.g_00398	Praz.g_00619
OG0000327	Prao.g_00400	Praz.g_00621
OG0000328	Prao.g_00401	Praz.g_00622
OG0000329	Prao.g_00402	Praz.g_00623
OG0000330	Prao.g_00403	Praz.g_00624
OG0000331	Prao.g_00404	Praz.g_00625
OG0000332	Prao.g_00405	Praz.g_00626
OG0000333	Prao.g_00406	Praz.g_00627
OG0000334	Prao.g_00407	Praz.g_00628
OG0000335	Prao.g_00408	Praz.g_00629
OG0000336	Prao.g_00409	Praz.g_00630
OG0000337	Prao.g_00412	Praz.g_00633
OG0000338	Prao.g_00413	Praz.g_00634
OG0000339	Prao.g_00414	Praz.g_00635
OG0000340	Prao.g_00415	Praz.g_00636
OG0000341	Prao.g_00419	Praz.g_00640
OG0000342	Prao.g_00420	Praz.g_00641
OG0000343	Prao.g_00422	Praz.g_00643
OG0000344	Prao.g_00423	Praz.g_00644
OG0000345	Prao.g_00424	Praz.g_00645
OG0000346	Prao.g_00425	Praz.g_00646
OG0000347	Prao.g_00426	Praz.g_00647
OG0000348	Prao.g_00427	Praz.g_00648
OG0000349	Prao.g_00428	Praz.g_00649
OG0000350	Prao.g_00429	Praz.g_00650
OG0000351	Prao.g_00432	Praz.g_00652
OG0000352	Prao.g_00435	Praz.g_00655
OG0000353	Prao.g_00436	Praz.g_00656
OG0000354	Prao.g_00437	Praz.g_00657
OG0000355	Prao.g_00438	Praz.g_00658
OG0000356	Prao.g_00439	Praz.g_00659
OG0000357	Prao.g_00440	Praz.g_00660
OG0000358	Prao.g_00441	Praz.g_00661
OG0000359	Prao.g_00442	Praz.g_00662
OG0000360	Prao.g_00444	Praz.g_00665
OG0000361	Prao.g_00445	Praz.g_00666
OG0000362	Prao.g_00446	Praz.g_00667
OG0000363	Prao.g_00447	Praz.g_00668
OG0000364	Prao.g_00448	Praz.g_00669
OG0000365	Prao.g_00449	Praz.g_00670
OG0000366	Prao.g_00450	Praz.g_00671
OG0000367	Prao.g_00451	Praz.g_00672
OG0000368	Prao.g_00452	Praz.g_00673
OG0000369	Prao.g_00453	Praz.g_00674
OG0000370	Prao.g_00454	Praz.g_00675
OG0000371	Prao.g_00455	Praz.g_00676
OG0000372	Prao.g_00457	Praz.g_00678
OG0000373	Prao.g_00459	Praz.g_00680
OG0000374	Prao.g_00460	Praz.g_00681
OG0000375	Prao.g_00461	Praz.g_00682
OG0000376	Prao.g_00463	Praz.g_00684
OG0000377	Prao.g_00464	Praz.g_00685
OG0000378	Prao.g_00465	Praz.g_00686
OG0000379	Prao.g_00470	Praz.g_01931
OG0000380	Prao.g_00471	Praz.g_01932
OG0000381	Prao.g_00472	Praz.g_01933
OG0000382	Prao.g_00474	Praz.g_01935
OG0000383	Prao.g_00476	Praz.g_00343
OG0000384	Prao.g_00477	Praz.g_00344
OG0000385	Prao.g_00479	Praz.g_00347
OG0000386	Prao.g_00480	Praz.g_00348
OG0000387	Prao.g_00481	Praz.g_00349
OG0000388	Prao.g_00482	Praz.g_00350
OG0000389	Prao.g_00483	Praz.g_00351
OG0000390	Prao.g_00484	Praz.g_00352
OG0000391	Prao.g_00485	Praz.g_00353
OG0000392	Prao.g_00486	Praz.g_00354
OG0000393	Prao.g_00489	Praz.g_00819
OG0000394	Prao.g_00490	Praz.g_00818
OG0000395	Prao.g_00492	Praz.g_00816
OG0000396	Prao.g_00493	Praz.g_00815
OG0000397	Prao.g_00506	Praz.g_00803
OG0000398	Prao.g_00513	Praz.g_00795
OG0000399	Prao.g_00514	Praz.g_00794
OG0000400	Prao.g_00518	Praz.g_00788
OG0000401	Prao.g_00535	Praz.g_01897
OG0000402	Prao.g_00536	Praz.g_01896
OG0000403	Prao.g_00537	Praz.g_01895
OG0000404	Prao.g_00539	Praz.g_01893
OG0000405	Prao.g_00540	Praz.g_01892
OG0000406	Prao.g_00542	Praz.g_01890
OG0000407	Prao.g_00543	Praz.g_01889
OG0000408	Prao.g_00544	Praz.g_01888
OG0000409	Prao.g_00545	Praz.g_01887
OG0000410	Prao.g_00546	Praz.g_01886
OG0000411	Prao.g_00547	Praz.g_01885
OG0000412	Prao.g_00548	Praz.g_01884
OG0000413	Prao.g_00549	Praz.g_01883
OG0000414	Prao.g_00550	Praz.g_01882
OG0000415	Prao.g_00551	Praz.g_01881
OG0000416	Prao.g_00552	Praz.g_01880
OG0000417	Prao.g_00553	Praz.g_01879
OG0000418	Prao.g_00554	Praz.g_01878
OG0000419	Prao.g_00555	Praz.g_01877
OG0000420	Prao.g_00556	Praz.g_01876
OG0000421	Prao.g_00557	Praz.g_01875
OG0000422	Prao.g_00559	Praz.g_01873
OG0000423	Prao.g_00560	Praz.g_01872
OG0000424	Prao.g_00564	Praz.g_01870
OG0000425	Prao.g_00567	Praz.g_01867
OG0000426	Prao.g_00568	Praz.g_01866
OG0000427	Prao.g_00569	Praz.g_01865
OG0000428	Prao.g_00570	Praz.g_01864
OG0000429	Prao.g_00571	Praz.g_01863
OG0000430	Prao.g_00577	Praz.g_01857
OG0000431	Prao.g_00579	Praz.g_01855
OG0000432	Prao.g_00580	Praz.g_01854
OG0000433	Prao.g_00583	Praz.g_01851
OG0000434	Prao.g_00584	Praz.g_01850
OG0000435	Prao.g_00585	Praz.g_01849
OG0000436	Prao.g_00587	Praz.g_01847
OG0000437	Prao.g_00589	Praz.g_01845
OG0000438	Prao.g_00590	Praz.g_01844
OG0000439	Prao.g_00591	Praz.g_01843
OG0000440	Prao.g_00593	Praz.g_01841
OG0000441	Prao.g_00594	Praz.g_01840
OG0000442	Prao.g_00595	Praz.g_01839
OG0000443	Prao.g_00596	Praz.g_01838
OG0000444	Prao.g_00597	Praz.g_01837
OG0000445	Prao.g_00598	Praz.g_01836
OG0000446	Prao.g_00599	Praz.g_01835
OG0000447	Prao.g_00600	Praz.g_01834
OG0000448	Prao.g_00601	Praz.g_01833
OG0000449	Prao.g_00606	Praz.g_01828
OG0000450	Prao.g_00607	Praz.g_01827
OG0000451	Prao.g_00608	Praz.g_01826
OG0000452	Prao.g_00609	Praz.g_01825
OG0000453	Prao.g_00611	Praz.g_01823
OG0000454	Prao.g_00612	Praz.g_01822
OG0000455	Prao.g_00613	Praz.g_01821
OG0000456	Prao.g_00614	Praz.g_01820
OG0000457	Prao.g_00616	Praz.g_01818
OG0000458	Prao.g_00618	Praz.g_01816
OG0000459	Prao.g_00619	Praz.g_01815
OG0000460	Prao.g_00621	Praz.g_01813
OG0000461	Prao.g_00622	Praz.g_01812
OG0000462	Prao.g_00623	Praz.g_01811
OG0000463	Prao.g_00624	Praz.g_01810
OG0000464	Prao.g_00629	Praz.g_01805
OG0000465	Prao.g_00631	Praz.g_01803
OG0000466	Prao.g_00632	Praz.g_01802
OG0000467	Prao.g_00633	Praz.g_01801
OG0000468	Prao.g_00634	Praz.g_01800
OG0000469	Prao.g_00635	Praz.g_01799
OG0000470	Prao.g_01861	Praz.g_01798
OG0000471	Prao.g_01860	Praz.g_01797
OG0000472	Prao.g_01857	Praz.g_01794
OG0000473	Prao.g_01856	Praz.g_01793
OG0000474	Prao.g_01855	Praz.g_01792
OG0000475	Prao.g_01854	Praz.g_01791
OG0000476	Prao.g_01853	Praz.g_01790
OG0000477	Prao.g_01159	Praz.g_01788
OG0000478	Prao.g_01160	Praz.g_01787
OG0000479	Prao.g_01161	Praz.g_01786
OG0000480	Prao.g_01163	Praz.g_01784
OG0000481	Prao.g_01164	Praz.g_01783
OG0000482	Prao.g_01165	Praz.g_01782
OG0000483	Prao.g_01166	Praz.g_01781
OG0000484	Prao.g_01167	Praz.g_01780
OG0000485	Prao.g_01168	Praz.g_01779
OG0000486	Prao.g_01169	Praz.g_01778
OG0000487	Prao.g_01170	Praz.g_01777
OG0000488	Prao.g_01172	Praz.g_01775
OG0000489	Prao.g_01173	Praz.g_01774
OG0000490	Prao.g_01174	Praz.g_01773
OG0000491	Prao.g_01175	Praz.g_01772
OG0000492	Prao.g_01176	Praz.g_01771
OG0000493	Prao.g_01177	Praz.g_01770
OG0000494	Prao.g_01179	Praz.g_01768
OG0000495	Prao.g_01180	Praz.g_01767
OG0000496	Prao.g_01181	Praz.g_01766
OG0000497	Prao.g_01182	Praz.g_01765
OG0000498	Prao.g_01183	Praz.g_01764
OG0000499	Prao.g_01185	Praz.g_01762
OG0000500	Prao.g_01186	Praz.g_01761
OG0000501	Prao.g_01862	Praz.g_01759
OG0000502	Prao.g_01863	Praz.g_01758
OG0000503	Prao.g_01864	Praz.g_01757
OG0000504	Prao.g_01865	Praz.g_01756
OG0000505	Prao.g_01866	Praz.g_01755
OG0000506	Prao.g_01867	Praz.g_01754
OG0000507	Prao.g_01868	Praz.g_01753
OG0000508	Prao.g_01870	Praz.g_01751
OG0000509	Prao.g_00018	Praz.g_01750
OG0000510	Prao.g_00019	Praz.g_01749
OG0000511	Prao.g_00020	Praz.g_01748
OG0000512	Prao.g_00021	Praz.g_01747
OG0000513	Prao.g_00022	Praz.g_01746
OG0000514	Prao.g_00023	Praz.g_01745
OG0000515	Prao.g_00025	Praz.g_01743
OG0000516	Prao.g_00026	Praz.g_01742
OG0000517	Prao.g_00027	Praz.g_01741
OG0000518	Prao.g_00029	Praz.g_01739
OG0000519	Prao.g_00030	Praz.g_01738
OG0000520	Prao.g_00031	Praz.g_01737
OG0000521	Prao.g_00032	Praz.g_01736
OG0000522	Prao.g_00033	Praz.g_01735
OG0000523	Prao.g_00034	Praz.g_01734
OG0000524	Prao.g_00035	Praz.g_01733
OG0000525	Prao.g_00037	Praz.g_01731
OG0000526	Prao.g_00038	Praz.g_01730
OG0000527	Prao.g_00039	Praz.g_01729
OG0000528	Prao.g_00040	Praz.g_01728
OG0000529	Prao.g_00041	Praz.g_01727
OG0000530	Prao.g_00042	Praz.g_01726
OG0000531	Prao.g_00043	Praz.g_01725
OG0000532	Prao.g_00044	Praz.g_01724
OG0000533	Prao.g_00045	Praz.g_01723
OG0000534	Prao.g_00046	Praz.g_01722
OG0000535	Prao.g_00047	Praz.g_01721
OG0000536	Prao.g_00048	Praz.g_01720
OG0000537	Prao.g_00049	Praz.g_01719
OG0000538	Prao.g_00050	Praz.g_01718
OG0000539	Prao.g_00051	Praz.g_01717
OG0000540	Prao.g_00052	Praz.g_01716
OG0000541	Prao.g_00053	Praz.g_01715
OG0000542	Prao.g_00054	Praz.g_01714
OG0000543	Prao.g_00055	Praz.g_01713
OG0000544	Prao.g_00056	Praz.g_01712
OG0000545	Prao.g_00060	Praz.g_01709
OG0000546	Prao.g_00061	Praz.g_01708
OG0000547	Prao.g_00063	Praz.g_01706
OG0000548	Prao.g_00064	Praz.g_01705
OG0000549	Prao.g_00065	Praz.g_01704
OG0000550	Prao.g_00066	Praz.g_01703
OG0000551	Prao.g_00067	Praz.g_01702
OG0000552	Prao.g_00068	Praz.g_01701
OG0000553	Prao.g_00069	Praz.g_01700
OG0000554	Prao.g_00070	Praz.g_01699
OG0000555	Prao.g_00071	Praz.g_01698
OG0000556	Prao.g_00072	Praz.g_01697
OG0000557	Prao.g_00073	Praz.g_01696
OG0000558	Prao.g_00074	Praz.g_01695
OG0000559	Prao.g_00075	Praz.g_01694
OG0000560	Prao.g_00077	Praz.g_01692
OG0000561	Prao.g_00078	Praz.g_01691
OG0000562	Prao.g_00079	Praz.g_01690
OG0000563	Prao.g_00080	Praz.g_01689
OG0000564	Prao.g_00081	Praz.g_01688
OG0000565	Prao.g_00082	Praz.g_01687
OG0000566	Prao.g_00083	Praz.g_01686
OG0000567	Prao.g_00084	Praz.g_01685
OG0000568	Prao.g_00085	Praz.g_01684
OG0000569	Prao.g_00086	Praz.g_01683
OG0000570	Prao.g_00087	Praz.g_01682
