Orthogroup	Prbh	Prai
OG0000034	Prbh.g_00096, Prbh.g_00099	Prai.g_01463
OG0000035	Prbh.g_00376	Prai.g_01579
OG0000036	Prbh.g_01819	Prai.g_01248
OG0000036	Prbh.g_00202	Prai.g_01125
OG0000038	Prbh.g_00064	Prai.g_01444
OG0000039	Prbh.g_01336	Prai.g_01573
OG0000041	Prbh.g_01460	Prai.g_00652
OG0000042	Prbh.g_01809	Prai.g_01892
OG0000043	Prbh.g_00825	Prai.g_01059
OG0000045	Prbh.g_01855	Prai.g_00613
OG0000046	Prbh.g_00190	Prai.g_00885
OG0000047	Prbh.g_01283	Prai.g_01171
OG0000048	Prbh.g_00727	Prai.g_00154
OG0000049	Prbh.g_00030	Prai.g_01859
OG0000050	Prbh.g_00616	Prai.g_00177
OG0000051	Prbh.g_00833	Prai.g_00373
OG0000053	Prbh.g_00945	Prai.g_00748
OG0000054	Prbh.g_01408	Prai.g_01631
OG0000055	Prbh.g_01581	Prai.g_01838
OG0000056	Prbh.g_00749	Prai.g_00031
OG0000057	Prbh.g_00625	Prai.g_00168, Prai.g_01288
OG0000058	Prbh.g_00821	Prai.g_00383
OG0000059	Prbh.g_01856	Prai.g_00567
OG0000060	Prbh.g_01160	Prai.g_00761
OG0000061	Prbh.g_01897	Prai.g_00909
OG0000062	Prbh.g_00976	Prai.g_00825
OG0000065	Prbh.g_00543	Prai.g_00248
OG0000066	Prbh.g_00356	Prai.g_00505
OG0000067	Prbh.g_00936	Prai.g_00727
OG0000068	Prbh.g_00775	Prai.g_00431, Prai.g_01258
OG0000070	Prbh.g_01031	Prai.g_00918
OG0000071	Prbh.g_01255	Prai.g_01273
OG0000072	Prbh.g_01373	Prai.g_01335
OG0000074	Prbh.g_00031	Prai.g_01443
OG0000075	Prbh.g_01644	Prai.g_01782
OG0000077	Prbh.g_01953	Prai.g_00011
OG0000078	Prbh.g_00457	Prai.g_00335
OG0000079	Prbh.g_01825	Prai.g_00393
OG0000080	Prbh.g_01182	Prai.g_00698
OG0000081	Prbh.g_00926	Prai.g_00720
OG0000082	Prbh.g_00960	Prai.g_00841, Prai.g_00840
OG0000083	Prbh.g_01304	Prai.g_01064
OG0000084	Prbh.g_01086	Prai.g_00989
OG0000085	Prbh.g_01328	Prai.g_01107
OG0000086	Prbh.g_01868	Prai.g_01143
OG0000087	Prbh.g_01904	Prai.g_01613
OG0000090	Prbh.g_00032	Prai.g_01393
OG0000091	Prbh.g_00107	Prai.g_01471
OG0000092	Prbh.g_01860	Prai.g_01270
OG0000093	Prbh.g_01695	Prai.g_00743
OG0000094	Prbh.g_01648	Prai.g_01779
OG0000095	Prbh.g_01609	Prai.g_01812
OG0000096	Prbh.g_01536	Prai.g_01884
OG0000097	Prbh.g_01516	Prai.g_01901
OG0000098	Prbh.g_01473	Prai.g_00003
OG0000099	Prbh.g_00757	Prai.g_00023
OG0000100	Prbh.g_01826	Prai.g_00443
OG0000101	Prbh.g_00731	Prai.g_00056
OG0000102	Prbh.g_00668	Prai.g_00113
OG0000103	Prbh.g_00659	Prai.g_00121
OG0000104	Prbh.g_00642	Prai.g_00139
OG0000105	Prbh.g_00612	Prai.g_00181
OG0000106	Prbh.g_00599	Prai.g_00195
OG0000107	Prbh.g_00590	Prai.g_00203
OG0000108	Prbh.g_00580	Prai.g_00213
OG0000109	Prbh.g_00540	Prai.g_00250
OG0000110	Prbh.g_00528	Prai.g_00264
OG0000111	Prbh.g_00505	Prai.g_00287, Prai.g_00286
OG0000112	Prbh.g_00494	Prai.g_00430
OG0000113	Prbh.g_00481	Prai.g_00310
OG0000114	Prbh.g_00454	Prai.g_00338
OG0000115	Prbh.g_00357	Prai.g_00504
OG0000116	Prbh.g_00355	Prai.g_00506
OG0000117	Prbh.g_00351	Prai.g_00510
OG0000118	Prbh.g_00330	Prai.g_00529
OG0000119	Prbh.g_00297	Prai.g_00560
OG0000120	Prbh.g_00296	Prai.g_00561
OG0000121	Prbh.g_00287	Prai.g_00571
OG0000122	Prbh.g_00278	Prai.g_00580
OG0000123	Prbh.g_00245	Prai.g_00612
OG0000124	Prbh.g_01202	Prai.g_00680
OG0000125	Prbh.g_01201	Prai.g_00681
OG0000126	Prbh.g_01200	Prai.g_00682
OG0000127	Prbh.g_00921	Prai.g_00715
OG0000128	Prbh.g_00947	Prai.g_00750
OG0000129	Prbh.g_01149	Prai.g_00770
OG0000130	Prbh.g_01048	Prai.g_00862
OG0000131	Prbh.g_00951	Prai.g_00850
OG0000132	Prbh.g_00987	Prai.g_00813
OG0000133	Prbh.g_00895	Prai.g_01030
OG0000134	Prbh.g_01181	Prai.g_01021
OG0000135	Prbh.g_01090	Prai.g_00985
OG0000136	Prbh.g_01034	Prai.g_00921
OG0000137	Prbh.g_01865	Prai.g_01146
OG0000138	Prbh.g_01289	Prai.g_01167
OG0000139	Prbh.g_01276	Prai.g_01177
OG0000140	Prbh.g_01450	Prai.g_01230
OG0000141	Prbh.g_01397	Prai.g_01238
OG0000142	Prbh.g_01385	Prai.g_01347
OG0000143	Prbh.g_00009	Prai.g_01370
OG0000144	Prbh.g_00084	Prai.g_01450
OG0000145	Prbh.g_00100	Prai.g_01464
OG0000146	Prbh.g_00136	Prai.g_01499
OG0000147	Prbh.g_00183	Prai.g_01539, Prai.g_00415
OG0000148	Prbh.g_00184	Prai.g_01540
OG0000149	Prbh.g_01785	Prai.g_01636
OG0000150	Prbh.g_01745	Prai.g_01674
OG0000151	Prbh.g_01742	Prai.g_01677
OG0000152	Prbh.g_01723	Prai.g_01696
OG0000153	Prbh.g_01686	Prai.g_01735
OG0000154	Prbh.g_01650	Prai.g_01777
OG0000155	Prbh.g_01631	Prai.g_01795
OG0000156	Prbh.g_01597	Prai.g_01823
OG0000157	Prbh.g_01563	Prai.g_01855
OG0000158	Prbh.g_01497	Prai.g_01918
OG0000160	Prbh.g_01475	Prai.g_00001
OG0000161	Prbh.g_01474	Prai.g_00002
OG0000162	Prbh.g_01472	Prai.g_00004
OG0000163	Prbh.g_01471	Prai.g_00005
OG0000164	Prbh.g_01470	Prai.g_00006
OG0000165	Prbh.g_01469	Prai.g_00007
OG0000166	Prbh.g_01468	Prai.g_00008
OG0000167	Prbh.g_01467	Prai.g_00009
OG0000168	Prbh.g_01466	Prai.g_00010
OG0000169	Prbh.g_01952	Prai.g_00012
OG0000170	Prbh.g_00766	Prai.g_00014
OG0000171	Prbh.g_00765	Prai.g_00015
OG0000172	Prbh.g_00764	Prai.g_00016
OG0000173	Prbh.g_00763	Prai.g_00017
OG0000174	Prbh.g_00762	Prai.g_00018
OG0000175	Prbh.g_00761	Prai.g_00019
OG0000176	Prbh.g_00760	Prai.g_00020
OG0000177	Prbh.g_00759	Prai.g_00021
OG0000178	Prbh.g_00758	Prai.g_00022
OG0000179	Prbh.g_00756	Prai.g_00024
OG0000180	Prbh.g_00755	Prai.g_00025
OG0000181	Prbh.g_00754	Prai.g_00026
OG0000182	Prbh.g_00753	Prai.g_00027
OG0000183	Prbh.g_00752	Prai.g_00028
OG0000184	Prbh.g_00751	Prai.g_00029
OG0000185	Prbh.g_00748	Prai.g_00032
OG0000186	Prbh.g_00746	Prai.g_00035
OG0000187	Prbh.g_00745	Prai.g_00036
OG0000188	Prbh.g_00744	Prai.g_00037
OG0000189	Prbh.g_00743	Prai.g_00047
OG0000190	Prbh.g_00741	Prai.g_00049
OG0000191	Prbh.g_00739	Prai.g_00050
OG0000192	Prbh.g_00738	Prai.g_00051
OG0000193	Prbh.g_00737	Prai.g_00052
OG0000194	Prbh.g_00734	Prai.g_00053
OG0000195	Prbh.g_00733	Prai.g_00054
OG0000196	Prbh.g_00732	Prai.g_00055
OG0000197	Prbh.g_00730	Prai.g_00057
OG0000198	Prbh.g_00729	Prai.g_00058
OG0000199	Prbh.g_00728	Prai.g_00059
OG0000200	Prbh.g_00719	Prai.g_00064
OG0000201	Prbh.g_00718	Prai.g_00065
OG0000202	Prbh.g_00717	Prai.g_00066
OG0000203	Prbh.g_00713	Prai.g_00069
OG0000204	Prbh.g_00712	Prai.g_00070
OG0000205	Prbh.g_00709	Prai.g_00073
OG0000206	Prbh.g_00707	Prai.g_00075
OG0000207	Prbh.g_00705	Prai.g_00077
OG0000208	Prbh.g_00704	Prai.g_00078
OG0000209	Prbh.g_01878	Prai.g_00079
OG0000210	Prbh.g_00703	Prai.g_00080
OG0000211	Prbh.g_00702	Prai.g_00081
OG0000212	Prbh.g_00701	Prai.g_00082
OG0000213	Prbh.g_00700	Prai.g_00083
OG0000214	Prbh.g_00699	Prai.g_00084
OG0000215	Prbh.g_00698	Prai.g_00085
OG0000216	Prbh.g_00697	Prai.g_00086
OG0000217	Prbh.g_00695	Prai.g_00088
OG0000218	Prbh.g_00694	Prai.g_00089
OG0000219	Prbh.g_00693	Prai.g_00090
OG0000220	Prbh.g_00692	Prai.g_00091
OG0000221	Prbh.g_00689	Prai.g_00094
OG0000222	Prbh.g_00688	Prai.g_00095
OG0000223	Prbh.g_00687	Prai.g_00096
OG0000224	Prbh.g_00686	Prai.g_00097
OG0000225	Prbh.g_00685	Prai.g_00098
OG0000226	Prbh.g_00684	Prai.g_00099
OG0000227	Prbh.g_00682	Prai.g_00100
OG0000228	Prbh.g_00681	Prai.g_00101
OG0000229	Prbh.g_00680	Prai.g_00102
OG0000230	Prbh.g_00679	Prai.g_00103
OG0000231	Prbh.g_00678	Prai.g_00104
OG0000232	Prbh.g_00677	Prai.g_00106
OG0000233	Prbh.g_00676	Prai.g_00107
OG0000234	Prbh.g_00675	Prai.g_00108
OG0000235	Prbh.g_00674	Prai.g_00109
OG0000236	Prbh.g_00671	Prai.g_00110
OG0000237	Prbh.g_00670	Prai.g_00111
OG0000238	Prbh.g_00669	Prai.g_00112
OG0000239	Prbh.g_00667	Prai.g_00114
OG0000240	Prbh.g_00666	Prai.g_00115
OG0000241	Prbh.g_00665	Prai.g_00116
OG0000242	Prbh.g_00664	Prai.g_00117
OG0000243	Prbh.g_00661	Prai.g_00120
OG0000244	Prbh.g_00658	Prai.g_00122
OG0000245	Prbh.g_00657	Prai.g_00123
OG0000246	Prbh.g_00656	Prai.g_00124
OG0000247	Prbh.g_00654	Prai.g_00127
OG0000248	Prbh.g_00652	Prai.g_00129
OG0000249	Prbh.g_00650	Prai.g_00130
OG0000250	Prbh.g_00649	Prai.g_00131
OG0000251	Prbh.g_00648	Prai.g_00132
OG0000252	Prbh.g_00647	Prai.g_00133
OG0000253	Prbh.g_00646	Prai.g_00134
OG0000254	Prbh.g_01144	Prai.g_00136
OG0000255	Prbh.g_00644	Prai.g_00137
OG0000256	Prbh.g_00641	Prai.g_00140
OG0000257	Prbh.g_00639	Prai.g_00142
OG0000258	Prbh.g_00637	Prai.g_00156
OG0000259	Prbh.g_00636	Prai.g_00157
OG0000260	Prbh.g_00635	Prai.g_00158
OG0000261	Prbh.g_00634	Prai.g_00159
OG0000262	Prbh.g_00633	Prai.g_00160
OG0000263	Prbh.g_00631	Prai.g_00162
OG0000264	Prbh.g_00630	Prai.g_00163
OG0000265	Prbh.g_00629	Prai.g_00164
OG0000266	Prbh.g_00628	Prai.g_00165
OG0000267	Prbh.g_00627	Prai.g_00166
OG0000268	Prbh.g_00626	Prai.g_00167
OG0000269	Prbh.g_00624	Prai.g_00169
OG0000270	Prbh.g_00623	Prai.g_00170
OG0000271	Prbh.g_00622	Prai.g_00171
OG0000272	Prbh.g_00621	Prai.g_00172
OG0000273	Prbh.g_00620	Prai.g_00173
OG0000274	Prbh.g_00619	Prai.g_00174
OG0000275	Prbh.g_00618	Prai.g_00175
OG0000276	Prbh.g_00617	Prai.g_00176
OG0000277	Prbh.g_00615	Prai.g_00178
OG0000278	Prbh.g_00614	Prai.g_00179
OG0000279	Prbh.g_00613	Prai.g_00180
OG0000280	Prbh.g_00611	Prai.g_00182
OG0000281	Prbh.g_00610	Prai.g_00184
OG0000282	Prbh.g_00609	Prai.g_00185
OG0000283	Prbh.g_00608	Prai.g_00186
OG0000284	Prbh.g_00607	Prai.g_00187
OG0000285	Prbh.g_00606	Prai.g_00188
OG0000286	Prbh.g_00605	Prai.g_00189
OG0000287	Prbh.g_00604	Prai.g_00190
OG0000288	Prbh.g_00602	Prai.g_00192
OG0000289	Prbh.g_00601	Prai.g_00193
OG0000290	Prbh.g_00600	Prai.g_00194
OG0000291	Prbh.g_00598	Prai.g_00196
OG0000292	Prbh.g_00596	Prai.g_00197
OG0000293	Prbh.g_00595	Prai.g_00198
OG0000294	Prbh.g_00594	Prai.g_00199
OG0000295	Prbh.g_00593	Prai.g_00200
OG0000296	Prbh.g_00592	Prai.g_00201
OG0000297	Prbh.g_00591	Prai.g_00202
OG0000298	Prbh.g_00589	Prai.g_00204
OG0000299	Prbh.g_00588	Prai.g_00205
OG0000300	Prbh.g_00587	Prai.g_00206
OG0000301	Prbh.g_00586	Prai.g_00207
OG0000302	Prbh.g_00585	Prai.g_00208
OG0000303	Prbh.g_00584	Prai.g_00209
OG0000304	Prbh.g_00582	Prai.g_00211
OG0000305	Prbh.g_00581	Prai.g_00212
OG0000306	Prbh.g_00578	Prai.g_00215
OG0000307	Prbh.g_00577	Prai.g_00216
OG0000308	Prbh.g_00576	Prai.g_00217
OG0000309	Prbh.g_00575	Prai.g_00218
OG0000310	Prbh.g_00574	Prai.g_00219
OG0000311	Prbh.g_00573	Prai.g_00220
OG0000312	Prbh.g_00572	Prai.g_00221
OG0000313	Prbh.g_00571	Prai.g_00222
OG0000314	Prbh.g_00570	Prai.g_00223
OG0000315	Prbh.g_00569	Prai.g_00224
OG0000316	Prbh.g_00568	Prai.g_00225
OG0000317	Prbh.g_00567	Prai.g_00226
OG0000318	Prbh.g_00566	Prai.g_00227
OG0000319	Prbh.g_00565	Prai.g_00228
OG0000320	Prbh.g_00564	Prai.g_00229
OG0000321	Prbh.g_00563	Prai.g_00230
OG0000322	Prbh.g_00562	Prai.g_00231
OG0000323	Prbh.g_00561	Prai.g_00232
OG0000324	Prbh.g_00560	Prai.g_00233
OG0000325	Prbh.g_00559	Prai.g_00234
OG0000326	Prbh.g_00558	Prai.g_00235
OG0000327	Prbh.g_00557	Prai.g_00236
OG0000328	Prbh.g_00555	Prai.g_00237
OG0000329	Prbh.g_00554	Prai.g_00238
OG0000330	Prbh.g_00553	Prai.g_00239
OG0000331	Prbh.g_00551	Prai.g_00240
OG0000332	Prbh.g_00550	Prai.g_00241
OG0000333	Prbh.g_00549	Prai.g_00242
OG0000334	Prbh.g_00548	Prai.g_00243
OG0000335	Prbh.g_00547	Prai.g_00244
OG0000336	Prbh.g_00545	Prai.g_00246
OG0000337	Prbh.g_00544	Prai.g_00247
OG0000338	Prbh.g_00539	Prai.g_00251
OG0000339	Prbh.g_00537	Prai.g_00255
OG0000340	Prbh.g_00535	Prai.g_00257
OG0000341	Prbh.g_00534	Prai.g_00258
OG0000342	Prbh.g_00533	Prai.g_00259
OG0000343	Prbh.g_00532	Prai.g_00260
OG0000344	Prbh.g_00529	Prai.g_00263
OG0000345	Prbh.g_00525	Prai.g_00266
OG0000346	Prbh.g_00524	Prai.g_00267
OG0000347	Prbh.g_00521	Prai.g_00270
OG0000348	Prbh.g_00520	Prai.g_00272
OG0000349	Prbh.g_00519	Prai.g_00273
OG0000350	Prbh.g_00517	Prai.g_00275
OG0000351	Prbh.g_00516	Prai.g_00276
OG0000352	Prbh.g_00515	Prai.g_00277
OG0000353	Prbh.g_00514	Prai.g_00278
OG0000354	Prbh.g_00513	Prai.g_00279
OG0000355	Prbh.g_00512	Prai.g_00280
OG0000356	Prbh.g_00511	Prai.g_00281
OG0000357	Prbh.g_00510	Prai.g_00282
OG0000358	Prbh.g_00509	Prai.g_00283
OG0000359	Prbh.g_00507	Prai.g_00284
OG0000360	Prbh.g_00504	Prai.g_00288
OG0000361	Prbh.g_00503	Prai.g_00289
OG0000362	Prbh.g_00502	Prai.g_00290
OG0000363	Prbh.g_00501	Prai.g_00291
OG0000364	Prbh.g_00497	Prai.g_00295
OG0000365	Prbh.g_00496	Prai.g_00296
OG0000366	Prbh.g_00493	Prai.g_00298
OG0000367	Prbh.g_00492	Prai.g_00299
OG0000368	Prbh.g_00491	Prai.g_00300
OG0000369	Prbh.g_00490	Prai.g_00301
OG0000370	Prbh.g_00489	Prai.g_00302
OG0000371	Prbh.g_00487	Prai.g_00303
OG0000372	Prbh.g_00486	Prai.g_00304
OG0000373	Prbh.g_00485	Prai.g_00305
OG0000374	Prbh.g_00484	Prai.g_00307
OG0000375	Prbh.g_00483	Prai.g_00308
OG0000376	Prbh.g_00480	Prai.g_00311
OG0000377	Prbh.g_00479	Prai.g_00312
OG0000378	Prbh.g_00478	Prai.g_00313
OG0000379	Prbh.g_00477	Prai.g_00314
OG0000380	Prbh.g_00476	Prai.g_00315
OG0000381	Prbh.g_00475	Prai.g_00316
OG0000382	Prbh.g_00474	Prai.g_00317
OG0000383	Prbh.g_00473	Prai.g_00318
OG0000384	Prbh.g_00471	Prai.g_00321
OG0000385	Prbh.g_00470	Prai.g_00322
OG0000386	Prbh.g_00469	Prai.g_00323
OG0000387	Prbh.g_00468	Prai.g_00324
OG0000388	Prbh.g_00467	Prai.g_00325
OG0000389	Prbh.g_00466	Prai.g_00326
OG0000390	Prbh.g_00465	Prai.g_00327
OG0000391	Prbh.g_00464	Prai.g_00328
OG0000392	Prbh.g_00463	Prai.g_00329
OG0000393	Prbh.g_00462	Prai.g_00330
OG0000394	Prbh.g_00461	Prai.g_00331
OG0000395	Prbh.g_00460	Prai.g_00332
OG0000396	Prbh.g_00458	Prai.g_00334
OG0000397	Prbh.g_00456	Prai.g_00336
OG0000398	Prbh.g_00455	Prai.g_00337
OG0000399	Prbh.g_00452	Prai.g_00340
OG0000400	Prbh.g_00446	Prai.g_00341
OG0000401	Prbh.g_00445	Prai.g_00342
OG0000402	Prbh.g_00439	Prai.g_00347
OG0000403	Prbh.g_00437	Prai.g_00348
OG0000404	Prbh.g_00436	Prai.g_00349
OG0000405	Prbh.g_00435	Prai.g_00351
OG0000406	Prbh.g_00431	Prai.g_00354
OG0000407	Prbh.g_00430	Prai.g_00355
OG0000408	Prbh.g_00427	Prai.g_00357
OG0000409	Prbh.g_00426	Prai.g_00358
OG0000410	Prbh.g_00425	Prai.g_00359
OG0000411	Prbh.g_00424	Prai.g_00360
OG0000412	Prbh.g_00423	Prai.g_00361
OG0000413	Prbh.g_00422	Prai.g_00362
OG0000414	Prbh.g_00421	Prai.g_00363
OG0000415	Prbh.g_00420	Prai.g_00364
OG0000416	Prbh.g_00416	Prai.g_00367
OG0000417	Prbh.g_00415	Prai.g_00368
OG0000418	Prbh.g_00413	Prai.g_00369
OG0000419	Prbh.g_00412	Prai.g_00370
OG0000420	Prbh.g_01008	Prai.g_00372
OG0000421	Prbh.g_01327	Prai.g_00384
OG0000422	Prbh.g_01877	Prai.g_00390
OG0000423	Prbh.g_01320	Prai.g_00392
OG0000424	Prbh.g_01718	Prai.g_00397
OG0000425	Prbh.g_00401	Prai.g_00462
OG0000426	Prbh.g_00400	Prai.g_00463
OG0000427	Prbh.g_00399	Prai.g_00464
OG0000428	Prbh.g_00397	Prai.g_00466
OG0000429	Prbh.g_00396	Prai.g_00467
OG0000430	Prbh.g_00394	Prai.g_00469
OG0000431	Prbh.g_00393	Prai.g_00470
OG0000432	Prbh.g_00392	Prai.g_00471
OG0000433	Prbh.g_00391	Prai.g_00472
OG0000434	Prbh.g_00390	Prai.g_00473
OG0000435	Prbh.g_00389	Prai.g_00474
OG0000436	Prbh.g_00388	Prai.g_00475
OG0000437	Prbh.g_00387	Prai.g_00476
OG0000438	Prbh.g_00386	Prai.g_00477
OG0000439	Prbh.g_00385	Prai.g_00478
OG0000440	Prbh.g_00384	Prai.g_00479
OG0000441	Prbh.g_00383	Prai.g_00480
OG0000442	Prbh.g_00382	Prai.g_00481
OG0000443	Prbh.g_00381	Prai.g_00482
OG0000444	Prbh.g_00380	Prai.g_00483
OG0000445	Prbh.g_00374	Prai.g_00484
OG0000446	Prbh.g_00372	Prai.g_00486
OG0000447	Prbh.g_00371	Prai.g_00487
OG0000448	Prbh.g_00370	Prai.g_00489
OG0000449	Prbh.g_00367	Prai.g_00492
OG0000450	Prbh.g_00366	Prai.g_00493
OG0000451	Prbh.g_00365	Prai.g_00494
OG0000452	Prbh.g_00363	Prai.g_00495
OG0000453	Prbh.g_00361	Prai.g_00496
OG0000454	Prbh.g_00360	Prai.g_00501
OG0000455	Prbh.g_00358	Prai.g_00503
OG0000456	Prbh.g_00354	Prai.g_00507
OG0000457	Prbh.g_00353	Prai.g_00508
OG0000458	Prbh.g_00352	Prai.g_00509
OG0000459	Prbh.g_00350	Prai.g_00511
OG0000460	Prbh.g_00348	Prai.g_00513
OG0000461	Prbh.g_00347	Prai.g_00514
OG0000462	Prbh.g_00346	Prai.g_00515
OG0000463	Prbh.g_00344	Prai.g_00517
OG0000464	Prbh.g_00343	Prai.g_00518
OG0000465	Prbh.g_00342	Prai.g_00519
OG0000466	Prbh.g_00341	Prai.g_00520
OG0000467	Prbh.g_00340	Prai.g_00521
OG0000468	Prbh.g_00339	Prai.g_00522
OG0000469	Prbh.g_00338	Prai.g_00523
OG0000470	Prbh.g_00337	Prai.g_00524
OG0000471	Prbh.g_00336	Prai.g_00525
OG0000472	Prbh.g_00329	Prai.g_00530
OG0000473	Prbh.g_00328	Prai.g_00531
OG0000474	Prbh.g_00327	Prai.g_00532
OG0000475	Prbh.g_00326	Prai.g_00533
OG0000476	Prbh.g_00325	Prai.g_00535
OG0000477	Prbh.g_00324	Prai.g_00536
OG0000478	Prbh.g_00323	Prai.g_00537
OG0000479	Prbh.g_00322	Prai.g_00538
OG0000480	Prbh.g_00320	Prai.g_00540
OG0000481	Prbh.g_00318	Prai.g_00542
OG0000482	Prbh.g_00317	Prai.g_00543
OG0000483	Prbh.g_00315	Prai.g_00544
OG0000484	Prbh.g_00314	Prai.g_00545
OG0000485	Prbh.g_00313	Prai.g_00546
OG0000486	Prbh.g_00311	Prai.g_00547
OG0000487	Prbh.g_00306	Prai.g_00552
OG0000488	Prbh.g_00305	Prai.g_00553
OG0000489	Prbh.g_00304	Prai.g_00554
OG0000490	Prbh.g_00303	Prai.g_00555
OG0000491	Prbh.g_00302	Prai.g_00556
OG0000492	Prbh.g_00301	Prai.g_00557
OG0000493	Prbh.g_00299	Prai.g_00558
OG0000494	Prbh.g_00298	Prai.g_00559
OG0000495	Prbh.g_00295	Prai.g_00562
OG0000496	Prbh.g_00294	Prai.g_00563
OG0000497	Prbh.g_00293	Prai.g_00564
OG0000498	Prbh.g_00292	Prai.g_00565
OG0000499	Prbh.g_00291	Prai.g_00566
OG0000500	Prbh.g_00290	Prai.g_00568
OG0000501	Prbh.g_00289	Prai.g_00569
OG0000502	Prbh.g_00288	Prai.g_00570
OG0000503	Prbh.g_00286	Prai.g_00572
OG0000504	Prbh.g_00285	Prai.g_00573
OG0000505	Prbh.g_00284	Prai.g_00574
OG0000506	Prbh.g_00283	Prai.g_00575
OG0000507	Prbh.g_00282	Prai.g_00576
OG0000508	Prbh.g_00281	Prai.g_00577
OG0000509	Prbh.g_00280	Prai.g_00578
OG0000510	Prbh.g_00279	Prai.g_00579
OG0000511	Prbh.g_00277	Prai.g_00581
OG0000512	Prbh.g_00276	Prai.g_00582
OG0000513	Prbh.g_00275	Prai.g_00583
OG0000514	Prbh.g_00274	Prai.g_00584
OG0000515	Prbh.g_00273	Prai.g_00585
OG0000516	Prbh.g_00272	Prai.g_00586
OG0000517	Prbh.g_00270	Prai.g_00588
OG0000518	Prbh.g_00269	Prai.g_00589
OG0000519	Prbh.g_00267	Prai.g_00590
OG0000520	Prbh.g_00265	Prai.g_00592
OG0000521	Prbh.g_00264	Prai.g_00593
OG0000522	Prbh.g_00263	Prai.g_00594
OG0000523	Prbh.g_00262	Prai.g_00595
OG0000524	Prbh.g_00261	Prai.g_00596
OG0000525	Prbh.g_00260	Prai.g_00597
OG0000526	Prbh.g_00259	Prai.g_00598
OG0000527	Prbh.g_00258	Prai.g_00599
OG0000528	Prbh.g_00257	Prai.g_00600
OG0000529	Prbh.g_00256	Prai.g_00601
OG0000530	Prbh.g_00255	Prai.g_00602
OG0000531	Prbh.g_00254	Prai.g_00603
OG0000532	Prbh.g_00253	Prai.g_00604
OG0000533	Prbh.g_00251	Prai.g_00606
OG0000534	Prbh.g_00250	Prai.g_00607
OG0000535	Prbh.g_00249	Prai.g_00608
OG0000536	Prbh.g_00248	Prai.g_00609
OG0000537	Prbh.g_00247	Prai.g_00610
OG0000538	Prbh.g_00246	Prai.g_00611
OG0000539	Prbh.g_00244	Prai.g_00614
OG0000540	Prbh.g_00243	Prai.g_00615
OG0000541	Prbh.g_00242	Prai.g_00616
OG0000542	Prbh.g_00239	Prai.g_00619
OG0000543	Prbh.g_00238	Prai.g_00620
OG0000544	Prbh.g_00237	Prai.g_00621
OG0000545	Prbh.g_00236	Prai.g_00622
OG0000546	Prbh.g_00235	Prai.g_00623
OG0000547	Prbh.g_00234	Prai.g_00624
OG0000548	Prbh.g_00233	Prai.g_00625
OG0000549	Prbh.g_00231	Prai.g_00627
OG0000550	Prbh.g_00230	Prai.g_00628
OG0000551	Prbh.g_00229	Prai.g_00629
OG0000552	Prbh.g_00228	Prai.g_00630
OG0000553	Prbh.g_00227	Prai.g_00631
OG0000554	Prbh.g_00226	Prai.g_00632
OG0000555	Prbh.g_00224	Prai.g_00633
OG0000556	Prbh.g_00223	Prai.g_00634
OG0000557	Prbh.g_00222	Prai.g_00635
OG0000558	Prbh.g_00221	Prai.g_00636
