Orthogroup	Prbh	Prah
OG0000072	Prbh.g_01373	Prah.g_01364
OG0000074	Prbh.g_00031	Prah.g_02192
OG0000075	Prbh.g_01644	Prah.g_01995
OG0000076	Prbh.g_00138	Prah.g_00358
OG0000077	Prbh.g_01953	Prah.g_00013
OG0000078	Prbh.g_00457	Prah.g_02187
OG0000079	Prbh.g_01825	Prah.g_02538
OG0000080	Prbh.g_01182	Prah.g_00445
OG0000081	Prbh.g_00926	Prah.g_00974
OG0000082	Prbh.g_00960	Prah.g_00660
OG0000083	Prbh.g_01304	Prah.g_01190
OG0000084	Prbh.g_01086	Prah.g_00796
OG0000085	Prbh.g_01328	Prah.g_02597
OG0000086	Prbh.g_01868	Prah.g_02524
OG0000090	Prbh.g_00032	Prah.g_02191
OG0000091	Prbh.g_00107	Prah.g_00398
OG0000092	Prbh.g_01860	Prah.g_01609
OG0000093	Prbh.g_01695	Prah.g_02043
OG0000094	Prbh.g_01648	Prah.g_01999
OG0000095	Prbh.g_01609	Prah.g_02230
OG0000096	Prbh.g_01536	Prah.g_00052
OG0000097	Prbh.g_01516	Prah.g_02533
OG0000098	Prbh.g_01473	Prah.g_00004
OG0000099	Prbh.g_00757	Prah.g_00029
OG0000101	Prbh.g_00731	Prah.g_02458
OG0000102	Prbh.g_00668	Prah.g_00194
OG0000103	Prbh.g_00659	Prah.g_00176, Prah.g_00180
OG0000104	Prbh.g_00642	Prah.g_02268
OG0000105	Prbh.g_00612	Prah.g_02308
OG0000106	Prbh.g_00599	Prah.g_02324
OG0000107	Prbh.g_00590	Prah.g_02352
OG0000108	Prbh.g_00580	Prah.g_02362
OG0000109	Prbh.g_00540	Prah.g_01773
OG0000110	Prbh.g_00528	Prah.g_02089
OG0000111	Prbh.g_00505	Prah.g_02126
OG0000112	Prbh.g_00494	Prah.g_02139
OG0000113	Prbh.g_00481	Prah.g_02155
OG0000114	Prbh.g_00454	Prah.g_02207
OG0000115	Prbh.g_00357	Prah.g_00311
OG0000116	Prbh.g_00355	Prah.g_00313, Prah.g_00314
OG0000117	Prbh.g_00351	Prah.g_01566
OG0000118	Prbh.g_00330	Prah.g_01544
OG0000119	Prbh.g_00297	Prah.g_00108, Prah.g_01503
OG0000120	Prbh.g_00296	Prah.g_01501
OG0000121	Prbh.g_00287	Prah.g_01476
OG0000122	Prbh.g_00278	Prah.g_01465
OG0000123	Prbh.g_00245	Prah.g_01428
OG0000124	Prbh.g_01202	Prah.g_00474
OG0000125	Prbh.g_01201	Prah.g_00473
OG0000126	Prbh.g_01200	Prah.g_00472
OG0000127	Prbh.g_00921	Prah.g_01758
OG0000128	Prbh.g_00947	Prah.g_00885
OG0000129	Prbh.g_01149	Prah.g_00752
OG0000130	Prbh.g_01048	Prah.g_01231, Prah.g_01233
OG0000131	Prbh.g_00951	Prah.g_01823, Prah.g_00669
OG0000132	Prbh.g_00987	Prah.g_00605
OG0000133	Prbh.g_00895	Prah.g_00699
OG0000134	Prbh.g_01181	Prah.g_00692
OG0000135	Prbh.g_01090	Prah.g_00805
OG0000136	Prbh.g_01034	Prah.g_00912
OG0000137	Prbh.g_01865	Prah.g_02526
OG0000138	Prbh.g_01289	Prah.g_01328
OG0000139	Prbh.g_01276	Prah.g_01315
OG0000140	Prbh.g_01450	Prah.g_01237, Prah.g_01238
OG0000141	Prbh.g_01397	Prah.g_00905
OG0000142	Prbh.g_01385	Prah.g_01378
OG0000143	Prbh.g_00009	Prah.g_01576
OG0000144	Prbh.g_00084	Prah.g_00424
OG0000145	Prbh.g_00100	Prah.g_00407
OG0000146	Prbh.g_00136	Prah.g_00361
OG0000147	Prbh.g_00183	Prah.g_01653
OG0000148	Prbh.g_00184	Prah.g_01654
OG0000149	Prbh.g_01785	Prah.g_01672
OG0000150	Prbh.g_01745	Prah.g_01725
OG0000151	Prbh.g_01742	Prah.g_01728
OG0000152	Prbh.g_01723	Prah.g_01762
OG0000153	Prbh.g_01686	Prah.g_02038
OG0000154	Prbh.g_01650	Prah.g_02001
OG0000155	Prbh.g_01631	Prah.g_01981
OG0000156	Prbh.g_01597	Prah.g_02244
OG0000157	Prbh.g_01563	Prah.g_00089
OG0000158	Prbh.g_01497	Prah.g_02578
OG0000160	Prbh.g_01475	Prah.g_00002
OG0000161	Prbh.g_01474	Prah.g_00003
OG0000162	Prbh.g_01472	Prah.g_00005
OG0000163	Prbh.g_01471	Prah.g_00006
OG0000164	Prbh.g_01470	Prah.g_00007
OG0000165	Prbh.g_01469	Prah.g_00008
OG0000166	Prbh.g_01468	Prah.g_00010
OG0000167	Prbh.g_01467	Prah.g_00011
OG0000168	Prbh.g_01466	Prah.g_00012
OG0000169	Prbh.g_01952	Prah.g_00014
OG0000170	Prbh.g_00766	Prah.g_00016
OG0000171	Prbh.g_00765	Prah.g_00017
OG0000172	Prbh.g_00764	Prah.g_00022
OG0000173	Prbh.g_00763	Prah.g_00023
OG0000174	Prbh.g_00762	Prah.g_00024
OG0000175	Prbh.g_00761	Prah.g_00025
OG0000176	Prbh.g_00760	Prah.g_00026
OG0000177	Prbh.g_00759	Prah.g_00027
OG0000178	Prbh.g_00758	Prah.g_00028
OG0000179	Prbh.g_00756	Prah.g_00030
OG0000180	Prbh.g_00755	Prah.g_00031
OG0000181	Prbh.g_00754	Prah.g_00032
OG0000182	Prbh.g_00753	Prah.g_00033
OG0000183	Prbh.g_00752	Prah.g_00034
OG0000184	Prbh.g_00751	Prah.g_00036
OG0000185	Prbh.g_00748	Prah.g_00041
OG0000186	Prbh.g_00746	Prah.g_00046
OG0000187	Prbh.g_00745	Prah.g_00047
OG0000188	Prbh.g_00744	Prah.g_00048
OG0000189	Prbh.g_00743	Prah.g_00049
OG0000190	Prbh.g_00741	Prah.g_00051
OG0000191	Prbh.g_00739	Prah.g_02488
OG0000192	Prbh.g_00738	Prah.g_02486
OG0000193	Prbh.g_00737	Prah.g_02485
OG0000194	Prbh.g_00734	Prah.g_02478
OG0000195	Prbh.g_00733	Prah.g_02471
OG0000196	Prbh.g_00732	Prah.g_02466
OG0000197	Prbh.g_00730	Prah.g_02457
OG0000198	Prbh.g_00729	Prah.g_02454
OG0000199	Prbh.g_00728	Prah.g_02453
OG0000200	Prbh.g_00719	Prah.g_01830
OG0000201	Prbh.g_00718	Prah.g_01833
OG0000202	Prbh.g_00717	Prah.g_01834
OG0000203	Prbh.g_00713	Prah.g_01838
OG0000204	Prbh.g_00712	Prah.g_01839
OG0000205	Prbh.g_00709	Prah.g_01843
OG0000206	Prbh.g_00707	Prah.g_01845
OG0000207	Prbh.g_00705	Prah.g_01849
OG0000208	Prbh.g_00704	Prah.g_01850
OG0000209	Prbh.g_01878	Prah.g_01211
OG0000210	Prbh.g_00703	Prah.g_01851
OG0000211	Prbh.g_00702	Prah.g_01859
OG0000212	Prbh.g_00701	Prah.g_01860
OG0000213	Prbh.g_00700	Prah.g_01861
OG0000214	Prbh.g_00699	Prah.g_01862
OG0000215	Prbh.g_00698	Prah.g_01863
OG0000216	Prbh.g_00697	Prah.g_01864
OG0000217	Prbh.g_00695	Prah.g_01866
OG0000218	Prbh.g_00694	Prah.g_01867
OG0000219	Prbh.g_00693	Prah.g_01873
OG0000220	Prbh.g_00692	Prah.g_01877
OG0000221	Prbh.g_00689	Prah.g_01882
OG0000222	Prbh.g_00688	Prah.g_01883
OG0000223	Prbh.g_00687	Prah.g_01884
OG0000224	Prbh.g_00686	Prah.g_01886
OG0000225	Prbh.g_00685	Prah.g_01887
OG0000226	Prbh.g_00684	Prah.g_01888
OG0000227	Prbh.g_00682	Prah.g_01890
OG0000228	Prbh.g_00681	Prah.g_01891
OG0000229	Prbh.g_00680	Prah.g_01892
OG0000230	Prbh.g_00679	Prah.g_01893
OG0000231	Prbh.g_00678	Prah.g_01894
OG0000232	Prbh.g_00677	Prah.g_01896
OG0000233	Prbh.g_00676	Prah.g_01897
OG0000234	Prbh.g_00675	Prah.g_01898
OG0000235	Prbh.g_00674	Prah.g_01901
OG0000236	Prbh.g_00671	Prah.g_01906
OG0000237	Prbh.g_00670	Prah.g_01908
OG0000238	Prbh.g_00669	Prah.g_00195
OG0000239	Prbh.g_00667	Prah.g_00193
OG0000240	Prbh.g_00666	Prah.g_00191
OG0000241	Prbh.g_00665	Prah.g_00189
OG0000242	Prbh.g_00664	Prah.g_00188
OG0000243	Prbh.g_00661	Prah.g_00183
OG0000244	Prbh.g_00658	Prah.g_00175
OG0000245	Prbh.g_00657	Prah.g_00174
OG0000246	Prbh.g_00656	Prah.g_00173
OG0000247	Prbh.g_00654	Prah.g_02252
OG0000248	Prbh.g_00652	Prah.g_02254
OG0000249	Prbh.g_00650	Prah.g_02257
OG0000250	Prbh.g_00649	Prah.g_02259
OG0000251	Prbh.g_00648	Prah.g_02260
OG0000252	Prbh.g_00647	Prah.g_02261
OG0000253	Prbh.g_00646	Prah.g_02262
OG0000254	Prbh.g_01144	Prah.g_02264
OG0000255	Prbh.g_00644	Prah.g_02265
OG0000256	Prbh.g_00641	Prah.g_02269
OG0000257	Prbh.g_00639	Prah.g_02280
OG0000258	Prbh.g_00637	Prah.g_02282
OG0000259	Prbh.g_00636	Prah.g_02283
OG0000260	Prbh.g_00635	Prah.g_02284
OG0000261	Prbh.g_00634	Prah.g_02285
OG0000262	Prbh.g_00633	Prah.g_02286
OG0000263	Prbh.g_00631	Prah.g_02288
OG0000264	Prbh.g_00630	Prah.g_02289
OG0000265	Prbh.g_00629	Prah.g_02290
OG0000266	Prbh.g_00628	Prah.g_02291
OG0000267	Prbh.g_00627	Prah.g_02292
OG0000268	Prbh.g_00626	Prah.g_02294
OG0000269	Prbh.g_00624	Prah.g_02296
OG0000270	Prbh.g_00623	Prah.g_02297
OG0000271	Prbh.g_00622	Prah.g_02298
OG0000272	Prbh.g_00621	Prah.g_02299
OG0000273	Prbh.g_00620	Prah.g_02300
OG0000274	Prbh.g_00619	Prah.g_02301
OG0000275	Prbh.g_00618	Prah.g_02302
OG0000276	Prbh.g_00617	Prah.g_02303
OG0000277	Prbh.g_00615	Prah.g_02305
OG0000278	Prbh.g_00614	Prah.g_02306
OG0000279	Prbh.g_00613	Prah.g_02307
OG0000280	Prbh.g_00611	Prah.g_02309
OG0000281	Prbh.g_00610	Prah.g_02310
OG0000282	Prbh.g_00609	Prah.g_02311
OG0000283	Prbh.g_00608	Prah.g_02312
OG0000284	Prbh.g_00607	Prah.g_02313
OG0000285	Prbh.g_00606	Prah.g_02314
OG0000286	Prbh.g_00605	Prah.g_02315
OG0000287	Prbh.g_00604	Prah.g_02316
OG0000288	Prbh.g_00602	Prah.g_00709
OG0000289	Prbh.g_00601	Prah.g_02321
OG0000290	Prbh.g_00600	Prah.g_02323
OG0000291	Prbh.g_00598	Prah.g_02334
OG0000292	Prbh.g_00596	Prah.g_02336
OG0000293	Prbh.g_00595	Prah.g_02339
OG0000294	Prbh.g_00594	Prah.g_02341
OG0000295	Prbh.g_00593	Prah.g_02344
OG0000296	Prbh.g_00592	Prah.g_02345
OG0000297	Prbh.g_00591	Prah.g_02350
OG0000298	Prbh.g_00589	Prah.g_02353
OG0000299	Prbh.g_00588	Prah.g_02354
OG0000300	Prbh.g_00587	Prah.g_02355
OG0000301	Prbh.g_00586	Prah.g_02356
OG0000302	Prbh.g_00585	Prah.g_02357
OG0000303	Prbh.g_00584	Prah.g_02358
OG0000304	Prbh.g_00582	Prah.g_02360
OG0000305	Prbh.g_00581	Prah.g_02361
OG0000306	Prbh.g_00578	Prah.g_02364
OG0000307	Prbh.g_00577	Prah.g_02365
OG0000308	Prbh.g_00576	Prah.g_02370
OG0000309	Prbh.g_00575	Prah.g_02371
OG0000310	Prbh.g_00574	Prah.g_02372
OG0000311	Prbh.g_00573	Prah.g_02420
OG0000312	Prbh.g_00572	Prah.g_02419
OG0000313	Prbh.g_00571	Prah.g_02418
OG0000314	Prbh.g_00570	Prah.g_02417
OG0000315	Prbh.g_00569	Prah.g_02415
OG0000316	Prbh.g_00568	Prah.g_02411
OG0000317	Prbh.g_00567	Prah.g_02410
OG0000318	Prbh.g_00566	Prah.g_02409
OG0000319	Prbh.g_00565	Prah.g_02403
OG0000320	Prbh.g_00564	Prah.g_02402
OG0000321	Prbh.g_00563	Prah.g_02400
OG0000322	Prbh.g_00562	Prah.g_02399
OG0000323	Prbh.g_00561	Prah.g_02398
OG0000324	Prbh.g_00560	Prah.g_02397
OG0000325	Prbh.g_00559	Prah.g_02396
OG0000326	Prbh.g_00558	Prah.g_02395
OG0000327	Prbh.g_00557	Prah.g_02394
OG0000328	Prbh.g_00555	Prah.g_02392
OG0000329	Prbh.g_00554	Prah.g_02391
OG0000330	Prbh.g_00553	Prah.g_02390
OG0000331	Prbh.g_00551	Prah.g_01786
OG0000332	Prbh.g_00550	Prah.g_01411
OG0000333	Prbh.g_00549	Prah.g_01412
OG0000334	Prbh.g_00548	Prah.g_01413
OG0000335	Prbh.g_00547	Prah.g_01782
OG0000336	Prbh.g_00545	Prah.g_01781
OG0000337	Prbh.g_00544	Prah.g_01779
OG0000338	Prbh.g_00539	Prah.g_01772
OG0000339	Prbh.g_00537	Prah.g_02074
OG0000340	Prbh.g_00535	Prah.g_02078
OG0000341	Prbh.g_00534	Prah.g_02079
OG0000342	Prbh.g_00533	Prah.g_02080
OG0000343	Prbh.g_00532	Prah.g_02082
OG0000344	Prbh.g_00529	Prah.g_02087
OG0000345	Prbh.g_00525	Prah.g_02098
OG0000346	Prbh.g_00524	Prah.g_02099
OG0000347	Prbh.g_00521	Prah.g_02101
OG0000348	Prbh.g_00520	Prah.g_02103
OG0000349	Prbh.g_00519	Prah.g_02105
OG0000350	Prbh.g_00517	Prah.g_02111
OG0000351	Prbh.g_00516	Prah.g_01785
OG0000352	Prbh.g_00515	Prah.g_02114
OG0000353	Prbh.g_00514	Prah.g_02115
OG0000354	Prbh.g_00513	Prah.g_02117
OG0000355	Prbh.g_00512	Prah.g_02118
OG0000356	Prbh.g_00511	Prah.g_02119
OG0000357	Prbh.g_00510	Prah.g_02120
OG0000358	Prbh.g_00509	Prah.g_02121
OG0000359	Prbh.g_00507	Prah.g_02123
OG0000360	Prbh.g_00504	Prah.g_02128
OG0000361	Prbh.g_00503	Prah.g_02129
OG0000362	Prbh.g_00502	Prah.g_02130
OG0000363	Prbh.g_00501	Prah.g_02132
OG0000364	Prbh.g_00497	Prah.g_02137
OG0000365	Prbh.g_00496	Prah.g_02138
OG0000366	Prbh.g_00493	Prah.g_02140
OG0000367	Prbh.g_00492	Prah.g_02142
OG0000368	Prbh.g_00491	Prah.g_02143
OG0000369	Prbh.g_00490	Prah.g_02144
OG0000370	Prbh.g_00489	Prah.g_02145
OG0000371	Prbh.g_00487	Prah.g_02146
OG0000372	Prbh.g_00486	Prah.g_02147
OG0000373	Prbh.g_00485	Prah.g_02148
OG0000374	Prbh.g_00484	Prah.g_02151
OG0000375	Prbh.g_00483	Prah.g_02152
OG0000376	Prbh.g_00480	Prah.g_02156
OG0000377	Prbh.g_00479	Prah.g_02157
OG0000378	Prbh.g_00478	Prah.g_02158
OG0000379	Prbh.g_00477	Prah.g_02159
OG0000380	Prbh.g_00476	Prah.g_02166
OG0000381	Prbh.g_00475	Prah.g_02167
OG0000382	Prbh.g_00474	Prah.g_02168
OG0000383	Prbh.g_00473	Prah.g_02170
OG0000384	Prbh.g_00471	Prah.g_02172
OG0000385	Prbh.g_00470	Prah.g_02173
OG0000386	Prbh.g_00469	Prah.g_02174
OG0000387	Prbh.g_00468	Prah.g_02175
OG0000388	Prbh.g_00467	Prah.g_02176
OG0000389	Prbh.g_00466	Prah.g_02177
OG0000390	Prbh.g_00465	Prah.g_02178
OG0000391	Prbh.g_00464	Prah.g_02179
OG0000392	Prbh.g_00463	Prah.g_02180
OG0000393	Prbh.g_00462	Prah.g_02181
OG0000394	Prbh.g_00461	Prah.g_02182
OG0000395	Prbh.g_00460	Prah.g_02183
OG0000396	Prbh.g_00458	Prah.g_02186
OG0000397	Prbh.g_00456	Prah.g_02197
OG0000398	Prbh.g_00455	Prah.g_02199
OG0000399	Prbh.g_00452	Prah.g_01956
OG0000400	Prbh.g_00446	Prah.g_01949
OG0000401	Prbh.g_00445	Prah.g_01948
OG0000402	Prbh.g_00439	Prah.g_01940
OG0000403	Prbh.g_00437	Prah.g_01938
OG0000404	Prbh.g_00436	Prah.g_01937
OG0000405	Prbh.g_00435	Prah.g_01935
OG0000406	Prbh.g_00431	Prah.g_01930
OG0000407	Prbh.g_00430	Prah.g_01929
OG0000408	Prbh.g_00427	Prah.g_01922
OG0000409	Prbh.g_00426	Prah.g_01921
OG0000410	Prbh.g_00425	Prah.g_01920
OG0000411	Prbh.g_00424	Prah.g_01919
OG0000412	Prbh.g_00423	Prah.g_01918
OG0000413	Prbh.g_00422	Prah.g_01917
OG0000414	Prbh.g_00421	Prah.g_01916
OG0000415	Prbh.g_00420	Prah.g_01915
OG0000416	Prbh.g_00416	Prah.g_00204
OG0000417	Prbh.g_00415	Prah.g_00205
OG0000418	Prbh.g_00413	Prah.g_00208
OG0000419	Prbh.g_00412	Prah.g_00209
OG0000420	Prbh.g_01008	Prah.g_00579
OG0000421	Prbh.g_01327	Prah.g_01837
OG0000422	Prbh.g_01877	Prah.g_01661
OG0000423	Prbh.g_01320	Prah.g_01181
OG0000424	Prbh.g_01718	Prah.g_02072
OG0000425	Prbh.g_00401	Prah.g_00218
OG0000426	Prbh.g_00400	Prah.g_00219
OG0000427	Prbh.g_00399	Prah.g_00221
OG0000428	Prbh.g_00397	Prah.g_00229
OG0000429	Prbh.g_00396	Prah.g_00230
OG0000430	Prbh.g_00394	Prah.g_00232
OG0000431	Prbh.g_00393	Prah.g_00233
OG0000432	Prbh.g_00392	Prah.g_00234
OG0000433	Prbh.g_00391	Prah.g_00235
OG0000434	Prbh.g_00390	Prah.g_00237
OG0000435	Prbh.g_00389	Prah.g_00238
OG0000436	Prbh.g_00388	Prah.g_00239
OG0000437	Prbh.g_00387	Prah.g_00240
OG0000438	Prbh.g_00386	Prah.g_00241
OG0000439	Prbh.g_00385	Prah.g_00242
OG0000440	Prbh.g_00384	Prah.g_00247
OG0000441	Prbh.g_00383	Prah.g_00251
OG0000442	Prbh.g_00382	Prah.g_00252
OG0000443	Prbh.g_00381	Prah.g_00253
OG0000444	Prbh.g_00380	Prah.g_00254
OG0000445	Prbh.g_00374	Prah.g_00255
OG0000446	Prbh.g_00372	Prah.g_00257
OG0000447	Prbh.g_00371	Prah.g_00258
OG0000448	Prbh.g_00370	Prah.g_00261
OG0000449	Prbh.g_00367	Prah.g_00290
OG0000450	Prbh.g_00366	Prah.g_00291
OG0000451	Prbh.g_00365	Prah.g_00294
OG0000452	Prbh.g_00363	Prah.g_00304
OG0000453	Prbh.g_00361	Prah.g_00306
OG0000454	Prbh.g_00360	Prah.g_00308
OG0000455	Prbh.g_00358	Prah.g_00310
OG0000456	Prbh.g_00354	Prah.g_01575
OG0000457	Prbh.g_00353	Prah.g_01572
OG0000458	Prbh.g_00352	Prah.g_01567
OG0000459	Prbh.g_00350	Prah.g_01565
OG0000460	Prbh.g_00348	Prah.g_01563
OG0000461	Prbh.g_00347	Prah.g_01562
OG0000462	Prbh.g_00346	Prah.g_01561
OG0000463	Prbh.g_00344	Prah.g_01558
OG0000464	Prbh.g_00343	Prah.g_01556
OG0000465	Prbh.g_00342	Prah.g_01555
OG0000466	Prbh.g_00341	Prah.g_01554
OG0000467	Prbh.g_00340	Prah.g_01553
OG0000468	Prbh.g_00339	Prah.g_01552
OG0000469	Prbh.g_00338	Prah.g_01551
OG0000470	Prbh.g_00337	Prah.g_01550
OG0000471	Prbh.g_00336	Prah.g_01549
OG0000472	Prbh.g_00329	Prah.g_01541
OG0000473	Prbh.g_00328	Prah.g_01540
OG0000474	Prbh.g_00327	Prah.g_01539
OG0000475	Prbh.g_00326	Prah.g_01538
OG0000476	Prbh.g_00325	Prah.g_01535
OG0000477	Prbh.g_00324	Prah.g_01534
OG0000478	Prbh.g_00323	Prah.g_01533
OG0000479	Prbh.g_00322	Prah.g_01532
OG0000480	Prbh.g_00320	Prah.g_01530
OG0000481	Prbh.g_00318	Prah.g_01529
OG0000482	Prbh.g_00317	Prah.g_01528
OG0000483	Prbh.g_00315	Prah.g_01526
OG0000484	Prbh.g_00314	Prah.g_01525
OG0000485	Prbh.g_00313	Prah.g_01524
OG0000486	Prbh.g_00311	Prah.g_01519
OG0000487	Prbh.g_00306	Prah.g_01514
OG0000488	Prbh.g_00305	Prah.g_01513
OG0000489	Prbh.g_00304	Prah.g_01512
OG0000490	Prbh.g_00303	Prah.g_01510
OG0000491	Prbh.g_00302	Prah.g_01509
OG0000492	Prbh.g_00301	Prah.g_01505
OG0000493	Prbh.g_00299	Prah.g_01094
OG0000494	Prbh.g_00298	Prah.g_01035
OG0000495	Prbh.g_00295	Prah.g_01500
OG0000496	Prbh.g_00294	Prah.g_01498
OG0000497	Prbh.g_00293	Prah.g_01496
OG0000498	Prbh.g_00292	Prah.g_01495
OG0000499	Prbh.g_00291	Prah.g_01489
OG0000500	Prbh.g_00290	Prah.g_01484
OG0000501	Prbh.g_00289	Prah.g_01482
OG0000502	Prbh.g_00288	Prah.g_01480
OG0000503	Prbh.g_00286	Prah.g_01474
OG0000504	Prbh.g_00285	Prah.g_01473
OG0000505	Prbh.g_00284	Prah.g_01472
OG0000506	Prbh.g_00283	Prah.g_01470
OG0000507	Prbh.g_00282	Prah.g_01469
OG0000508	Prbh.g_00281	Prah.g_01468
OG0000509	Prbh.g_00280	Prah.g_01467
OG0000510	Prbh.g_00279	Prah.g_01466
OG0000511	Prbh.g_00277	Prah.g_01464
OG0000512	Prbh.g_00276	Prah.g_01463
OG0000513	Prbh.g_00275	Prah.g_01462
OG0000514	Prbh.g_00274	Prah.g_01461
OG0000515	Prbh.g_00273	Prah.g_01460
OG0000516	Prbh.g_00272	Prah.g_01459
OG0000517	Prbh.g_00270	Prah.g_01458
OG0000518	Prbh.g_00269	Prah.g_01457
OG0000519	Prbh.g_00267	Prah.g_01454
OG0000520	Prbh.g_00265	Prah.g_01452
OG0000521	Prbh.g_00264	Prah.g_01451
OG0000522	Prbh.g_00263	Prah.g_01450
OG0000523	Prbh.g_00262	Prah.g_01449
OG0000524	Prbh.g_00261	Prah.g_01448
OG0000525	Prbh.g_00260	Prah.g_01446
OG0000526	Prbh.g_00259	Prah.g_01445
OG0000527	Prbh.g_00258	Prah.g_01444
OG0000528	Prbh.g_00257	Prah.g_01443
OG0000529	Prbh.g_00256	Prah.g_01441
OG0000530	Prbh.g_00255	Prah.g_01440
OG0000531	Prbh.g_00254	Prah.g_01439
OG0000532	Prbh.g_00253	Prah.g_01438
OG0000533	Prbh.g_00251	Prah.g_01434
OG0000534	Prbh.g_00250	Prah.g_01433
OG0000535	Prbh.g_00249	Prah.g_01432
OG0000536	Prbh.g_00248	Prah.g_01431
OG0000537	Prbh.g_00247	Prah.g_01430
OG0000538	Prbh.g_00246	Prah.g_01429
OG0000539	Prbh.g_00244	Prah.g_01425
OG0000540	Prbh.g_00243	Prah.g_01424
OG0000541	Prbh.g_00242	Prah.g_01423
OG0000542	Prbh.g_00239	Prah.g_01417
OG0000543	Prbh.g_00238	Prah.g_01416
OG0000544	Prbh.g_00237	Prah.g_01415
OG0000545	Prbh.g_00236	Prah.g_01414
OG0000546	Prbh.g_00235	Prah.g_01408
OG0000547	Prbh.g_00234	Prah.g_01407
OG0000548	Prbh.g_00233	Prah.g_01406
OG0000549	Prbh.g_00231	Prah.g_01404
OG0000550	Prbh.g_00230	Prah.g_01403
OG0000551	Prbh.g_00229	Prah.g_01402
OG0000552	Prbh.g_00228	Prah.g_01401
OG0000553	Prbh.g_00227	Prah.g_01400
OG0000554	Prbh.g_00226	Prah.g_01399
OG0000555	Prbh.g_00224	Prah.g_01396
OG0000556	Prbh.g_00223	Prah.g_01394
OG0000557	Prbh.g_00222	Prah.g_01393
OG0000558	Prbh.g_00221	Prah.g_01392
OG0000559	Prbh.g_00220	Prah.g_01391
OG0000560	Prbh.g_00219	Prah.g_01390
OG0000561	Prbh.g_00218	Prah.g_01389
OG0000562	Prbh.g_00217	Prah.g_01388
OG0000563	Prbh.g_00216	Prah.g_01387
OG0000564	Prbh.g_00215	Prah.g_01385
