Orthogroup	Prbh	Prar
OG0000054	Prbh.g_01408	Prar.g_01150
OG0000055	Prbh.g_01581	Prar.g_00592, Prar.g_00653
OG0000056	Prbh.g_00749	Prar.g_00007
OG0000057	Prbh.g_00625	Prar.g_00170, Prar.g_01569
OG0000058	Prbh.g_00821	Prar.g_00431
OG0000059	Prbh.g_01856	Prar.g_01369
OG0000062	Prbh.g_00976	Prar.g_01706
OG0000065	Prbh.g_00543	Prar.g_00090
OG0000066	Prbh.g_00356	Prar.g_00525
OG0000067	Prbh.g_00936	Prar.g_01528
OG0000068	Prbh.g_00775	Prar.g_01628, Prar.g_01562, Prar.g_01558, Prar.g_01004
OG0000070	Prbh.g_01031	Prar.g_01904
OG0000071	Prbh.g_01255	Prar.g_01003
OG0000072	Prbh.g_01373	Prar.g_00955
OG0000074	Prbh.g_00031	Prar.g_00880
OG0000075	Prbh.g_01644	Prar.g_01027
OG0000077	Prbh.g_01953	Prar.g_00027
OG0000078	Prbh.g_00457	Prar.g_00265
OG0000079	Prbh.g_01825	Prar.g_00444
OG0000080	Prbh.g_01182	Prar.g_01499
OG0000081	Prbh.g_00926	Prar.g_01521
OG0000082	Prbh.g_00960	Prar.g_01691
OG0000083	Prbh.g_01304	Prar.g_01755
OG0000084	Prbh.g_01086	Prar.g_01833
OG0000085	Prbh.g_01328	Prar.g_01953
OG0000086	Prbh.g_01868	Prar.g_01296
OG0000087	Prbh.g_01904	Prar.g_00712
OG0000090	Prbh.g_00032	Prar.g_00872
OG0000091	Prbh.g_00107	Prar.g_00839
OG0000092	Prbh.g_01860	Prar.g_01166
OG0000093	Prbh.g_01695	Prar.g_01090
OG0000094	Prbh.g_01648	Prar.g_01030
OG0000095	Prbh.g_01609	Prar.g_00627
OG0000096	Prbh.g_01536	Prar.g_00696
OG0000098	Prbh.g_01473	Prar.g_00035
OG0000099	Prbh.g_00757	Prar.g_00015
OG0000101	Prbh.g_00731	Prar.g_00570
OG0000102	Prbh.g_00668	Prar.g_00215
OG0000103	Prbh.g_00659	Prar.g_00207
OG0000104	Prbh.g_00642	Prar.g_00189
OG0000105	Prbh.g_00612	Prar.g_00157
OG0000106	Prbh.g_00599	Prar.g_00143
OG0000107	Prbh.g_00590	Prar.g_00135
OG0000108	Prbh.g_00580	Prar.g_00125
OG0000109	Prbh.g_00540	Prar.g_00088
OG0000110	Prbh.g_00528	Prar.g_00076
OG0000111	Prbh.g_00505	Prar.g_00313
OG0000112	Prbh.g_00494	Prar.g_00303
OG0000113	Prbh.g_00481	Prar.g_00290
OG0000114	Prbh.g_00454	Prar.g_00262
OG0000115	Prbh.g_00357	Prar.g_00524
OG0000116	Prbh.g_00355	Prar.g_00526
OG0000117	Prbh.g_00351	Prar.g_00530
OG0000118	Prbh.g_00330	Prar.g_01330
OG0000119	Prbh.g_00297	Prar.g_01362
OG0000120	Prbh.g_00296	Prar.g_01363
OG0000121	Prbh.g_00287	Prar.g_01373
OG0000122	Prbh.g_00278	Prar.g_01382
OG0000123	Prbh.g_00245	Prar.g_01413
OG0000124	Prbh.g_01202	Prar.g_01481
OG0000125	Prbh.g_01201	Prar.g_01482
OG0000126	Prbh.g_01200	Prar.g_01483
OG0000127	Prbh.g_00921	Prar.g_01516
OG0000128	Prbh.g_00947	Prar.g_01601
OG0000129	Prbh.g_01149	Prar.g_01621
OG0000130	Prbh.g_01048	Prar.g_01668
OG0000131	Prbh.g_00951	Prar.g_01682
OG0000132	Prbh.g_00987	Prar.g_01717
OG0000133	Prbh.g_00895	Prar.g_01792
OG0000134	Prbh.g_01181	Prar.g_01801
OG0000135	Prbh.g_01090	Prar.g_01837
OG0000136	Prbh.g_01034	Prar.g_01901
OG0000137	Prbh.g_01865	Prar.g_01293
OG0000139	Prbh.g_01276	Prar.g_01257
OG0000140	Prbh.g_01450	Prar.g_01206
OG0000141	Prbh.g_01397	Prar.g_00376
OG0000142	Prbh.g_01385	Prar.g_00943
OG0000143	Prbh.g_00009	Prar.g_00911
OG0000144	Prbh.g_00084	Prar.g_00352
OG0000145	Prbh.g_00100	Prar.g_00338
OG0000146	Prbh.g_00136	Prar.g_00810
OG0000147	Prbh.g_00183	Prar.g_00770
OG0000148	Prbh.g_00184	Prar.g_00769
OG0000149	Prbh.g_01785	Prar.g_01145
OG0000150	Prbh.g_01745	Prar.g_01959
OG0000151	Prbh.g_01742	Prar.g_01956, Prar.g_00595
OG0000152	Prbh.g_01723	Prar.g_01119
OG0000153	Prbh.g_01686	Prar.g_01068
OG0000154	Prbh.g_01650	Prar.g_01032
OG0000155	Prbh.g_01631	Prar.g_01015
OG0000156	Prbh.g_01597	Prar.g_00638
OG0000157	Prbh.g_01563	Prar.g_00669
OG0000158	Prbh.g_01497	Prar.g_00055
OG0000160	Prbh.g_01475	Prar.g_00037
OG0000161	Prbh.g_01474	Prar.g_00036
OG0000162	Prbh.g_01472	Prar.g_00034
OG0000163	Prbh.g_01471	Prar.g_00033
OG0000164	Prbh.g_01470	Prar.g_00032
OG0000165	Prbh.g_01469	Prar.g_00031
OG0000166	Prbh.g_01468	Prar.g_00030
OG0000167	Prbh.g_01467	Prar.g_00029
OG0000168	Prbh.g_01466	Prar.g_00028
OG0000169	Prbh.g_01952	Prar.g_00026
OG0000170	Prbh.g_00766	Prar.g_00024
OG0000171	Prbh.g_00765	Prar.g_00023
OG0000172	Prbh.g_00764	Prar.g_00022
OG0000173	Prbh.g_00763	Prar.g_00021
OG0000174	Prbh.g_00762	Prar.g_00020
OG0000175	Prbh.g_00761	Prar.g_00019
OG0000176	Prbh.g_00760	Prar.g_00018
OG0000177	Prbh.g_00759	Prar.g_00017
OG0000178	Prbh.g_00758	Prar.g_00016
OG0000179	Prbh.g_00756	Prar.g_00014
OG0000180	Prbh.g_00755	Prar.g_00013
OG0000181	Prbh.g_00754	Prar.g_00012
OG0000182	Prbh.g_00753	Prar.g_00011
OG0000183	Prbh.g_00752	Prar.g_00010
OG0000184	Prbh.g_00751	Prar.g_00009
OG0000185	Prbh.g_00748	Prar.g_00006
OG0000186	Prbh.g_00746	Prar.g_00002
OG0000187	Prbh.g_00745	Prar.g_00001
OG0000188	Prbh.g_00744	Prar.g_00594
OG0000189	Prbh.g_00743	Prar.g_00580
OG0000190	Prbh.g_00741	Prar.g_00578
OG0000191	Prbh.g_00739	Prar.g_00577
OG0000192	Prbh.g_00738	Prar.g_00576
OG0000193	Prbh.g_00737	Prar.g_00574
OG0000194	Prbh.g_00734	Prar.g_00573
OG0000195	Prbh.g_00733	Prar.g_00572
OG0000196	Prbh.g_00732	Prar.g_00571
OG0000197	Prbh.g_00730	Prar.g_00569
OG0000198	Prbh.g_00729	Prar.g_00568
OG0000199	Prbh.g_00728	Prar.g_00567
OG0000200	Prbh.g_00719	Prar.g_00554
OG0000201	Prbh.g_00718	Prar.g_00553
OG0000202	Prbh.g_00717	Prar.g_00552
OG0000203	Prbh.g_00713	Prar.g_00549
OG0000204	Prbh.g_00712	Prar.g_00548
OG0000205	Prbh.g_00709	Prar.g_00255
OG0000206	Prbh.g_00707	Prar.g_00253
OG0000207	Prbh.g_00705	Prar.g_00251
OG0000208	Prbh.g_00704	Prar.g_00250
OG0000209	Prbh.g_01878	Prar.g_00249
OG0000210	Prbh.g_00703	Prar.g_00248
OG0000211	Prbh.g_00702	Prar.g_00247
OG0000212	Prbh.g_00701	Prar.g_00246
OG0000213	Prbh.g_00700	Prar.g_00245
OG0000214	Prbh.g_00699	Prar.g_00244
OG0000215	Prbh.g_00698	Prar.g_00243
OG0000216	Prbh.g_00697	Prar.g_00242
OG0000217	Prbh.g_00695	Prar.g_00240
OG0000218	Prbh.g_00694	Prar.g_00239
OG0000219	Prbh.g_00693	Prar.g_00238
OG0000220	Prbh.g_00692	Prar.g_00237
OG0000221	Prbh.g_00689	Prar.g_00234
OG0000222	Prbh.g_00688	Prar.g_00233
OG0000223	Prbh.g_00687	Prar.g_00232
OG0000224	Prbh.g_00686	Prar.g_00231
OG0000225	Prbh.g_00685	Prar.g_00230
OG0000226	Prbh.g_00684	Prar.g_00229
OG0000227	Prbh.g_00682	Prar.g_00228
OG0000228	Prbh.g_00681	Prar.g_00227
OG0000229	Prbh.g_00680	Prar.g_00226
OG0000230	Prbh.g_00679	Prar.g_00225
OG0000231	Prbh.g_00678	Prar.g_00224
OG0000232	Prbh.g_00677	Prar.g_00222
OG0000233	Prbh.g_00676	Prar.g_00221
OG0000234	Prbh.g_00675	Prar.g_00220
OG0000235	Prbh.g_00674	Prar.g_00219
OG0000236	Prbh.g_00671	Prar.g_00218
OG0000237	Prbh.g_00670	Prar.g_00217
OG0000238	Prbh.g_00669	Prar.g_00216
OG0000239	Prbh.g_00667	Prar.g_00214
OG0000240	Prbh.g_00666	Prar.g_00213
OG0000241	Prbh.g_00665	Prar.g_00212
OG0000242	Prbh.g_00664	Prar.g_00211
OG0000243	Prbh.g_00661	Prar.g_00208
OG0000244	Prbh.g_00658	Prar.g_00206
OG0000245	Prbh.g_00657	Prar.g_00205
OG0000246	Prbh.g_00656	Prar.g_00204
OG0000247	Prbh.g_00654	Prar.g_00201
OG0000248	Prbh.g_00652	Prar.g_00199
OG0000249	Prbh.g_00650	Prar.g_00198
OG0000250	Prbh.g_00649	Prar.g_00197
OG0000251	Prbh.g_00648	Prar.g_00196
OG0000252	Prbh.g_00647	Prar.g_00195
OG0000253	Prbh.g_00646	Prar.g_00194
OG0000254	Prbh.g_01144	Prar.g_00192
OG0000255	Prbh.g_00644	Prar.g_00191
OG0000256	Prbh.g_00641	Prar.g_00188
OG0000257	Prbh.g_00639	Prar.g_00186
OG0000258	Prbh.g_00637	Prar.g_00182
OG0000259	Prbh.g_00636	Prar.g_00181
OG0000260	Prbh.g_00635	Prar.g_00180
OG0000261	Prbh.g_00634	Prar.g_00179
OG0000262	Prbh.g_00633	Prar.g_00178
OG0000263	Prbh.g_00631	Prar.g_00176
OG0000264	Prbh.g_00630	Prar.g_00175
OG0000265	Prbh.g_00629	Prar.g_00174
OG0000266	Prbh.g_00628	Prar.g_00173
OG0000267	Prbh.g_00627	Prar.g_00172
OG0000268	Prbh.g_00626	Prar.g_00171
OG0000269	Prbh.g_00624	Prar.g_00169
OG0000270	Prbh.g_00623	Prar.g_00168
OG0000271	Prbh.g_00622	Prar.g_00167
OG0000272	Prbh.g_00621	Prar.g_00166
OG0000273	Prbh.g_00620	Prar.g_00165
OG0000274	Prbh.g_00619	Prar.g_00164
OG0000275	Prbh.g_00618	Prar.g_00163
OG0000276	Prbh.g_00617	Prar.g_00162
OG0000277	Prbh.g_00615	Prar.g_00160
OG0000278	Prbh.g_00614	Prar.g_00159
OG0000279	Prbh.g_00613	Prar.g_00158
OG0000280	Prbh.g_00611	Prar.g_00156
OG0000281	Prbh.g_00610	Prar.g_00154
OG0000282	Prbh.g_00609	Prar.g_00153
OG0000283	Prbh.g_00608	Prar.g_00152
OG0000284	Prbh.g_00607	Prar.g_00151
OG0000285	Prbh.g_00606	Prar.g_00150
OG0000286	Prbh.g_00605	Prar.g_00149
OG0000287	Prbh.g_00604	Prar.g_00148
OG0000288	Prbh.g_00602	Prar.g_00146
OG0000289	Prbh.g_00601	Prar.g_00145
OG0000290	Prbh.g_00600	Prar.g_00144
OG0000291	Prbh.g_00598	Prar.g_00142
OG0000292	Prbh.g_00596	Prar.g_00141
OG0000293	Prbh.g_00595	Prar.g_00140
OG0000294	Prbh.g_00594	Prar.g_00139
OG0000295	Prbh.g_00593	Prar.g_00138
OG0000296	Prbh.g_00592	Prar.g_00137
OG0000297	Prbh.g_00591	Prar.g_00136
OG0000298	Prbh.g_00589	Prar.g_00134
OG0000299	Prbh.g_00588	Prar.g_00133
OG0000300	Prbh.g_00587	Prar.g_00132
OG0000301	Prbh.g_00586	Prar.g_00131
OG0000302	Prbh.g_00585	Prar.g_00130
OG0000303	Prbh.g_00584	Prar.g_00129
OG0000304	Prbh.g_00582	Prar.g_00127
OG0000305	Prbh.g_00581	Prar.g_00126
OG0000306	Prbh.g_00578	Prar.g_00123
OG0000307	Prbh.g_00577	Prar.g_00122
OG0000308	Prbh.g_00576	Prar.g_00121
OG0000309	Prbh.g_00575	Prar.g_00120
OG0000310	Prbh.g_00574	Prar.g_00119
OG0000311	Prbh.g_00573	Prar.g_00118
OG0000312	Prbh.g_00572	Prar.g_00117
OG0000313	Prbh.g_00571	Prar.g_00116
OG0000314	Prbh.g_00570	Prar.g_00115
OG0000315	Prbh.g_00569	Prar.g_00114
OG0000316	Prbh.g_00568	Prar.g_00113
OG0000317	Prbh.g_00567	Prar.g_00112
OG0000318	Prbh.g_00566	Prar.g_00111
OG0000319	Prbh.g_00565	Prar.g_00110
OG0000320	Prbh.g_00564	Prar.g_00109
OG0000321	Prbh.g_00563	Prar.g_00108
OG0000322	Prbh.g_00562	Prar.g_00107
OG0000323	Prbh.g_00561	Prar.g_00106
OG0000324	Prbh.g_00560	Prar.g_00105
OG0000325	Prbh.g_00559	Prar.g_00104
OG0000326	Prbh.g_00558	Prar.g_00103
OG0000327	Prbh.g_00557	Prar.g_00102
OG0000328	Prbh.g_00555	Prar.g_00101
OG0000329	Prbh.g_00554	Prar.g_00100
OG0000330	Prbh.g_00553	Prar.g_00099
OG0000331	Prbh.g_00551	Prar.g_00098
OG0000332	Prbh.g_00550	Prar.g_00097
OG0000333	Prbh.g_00549	Prar.g_00096
OG0000334	Prbh.g_00548	Prar.g_00095
OG0000335	Prbh.g_00547	Prar.g_00094
OG0000336	Prbh.g_00545	Prar.g_00092
OG0000337	Prbh.g_00544	Prar.g_00091
OG0000338	Prbh.g_00539	Prar.g_00087
OG0000339	Prbh.g_00537	Prar.g_00085
OG0000340	Prbh.g_00535	Prar.g_00083
OG0000341	Prbh.g_00534	Prar.g_00082
OG0000342	Prbh.g_00533	Prar.g_00081
OG0000343	Prbh.g_00532	Prar.g_00080
OG0000344	Prbh.g_00529	Prar.g_00077
OG0000345	Prbh.g_00525	Prar.g_00334
OG0000346	Prbh.g_00524	Prar.g_00333
OG0000347	Prbh.g_00521	Prar.g_00330
OG0000348	Prbh.g_00520	Prar.g_00328
OG0000349	Prbh.g_00519	Prar.g_00327
OG0000350	Prbh.g_00517	Prar.g_00325
OG0000351	Prbh.g_00516	Prar.g_00324
OG0000352	Prbh.g_00515	Prar.g_00323
OG0000353	Prbh.g_00514	Prar.g_00322
OG0000354	Prbh.g_00513	Prar.g_00321
OG0000355	Prbh.g_00512	Prar.g_00320
OG0000356	Prbh.g_00511	Prar.g_00319
OG0000357	Prbh.g_00510	Prar.g_00318
OG0000358	Prbh.g_00509	Prar.g_00317
OG0000359	Prbh.g_00507	Prar.g_00316
OG0000360	Prbh.g_00504	Prar.g_00312
OG0000361	Prbh.g_00503	Prar.g_00311
OG0000362	Prbh.g_00502	Prar.g_00310
OG0000363	Prbh.g_00501	Prar.g_00309
OG0000364	Prbh.g_00497	Prar.g_00305
OG0000365	Prbh.g_00496	Prar.g_00304
OG0000366	Prbh.g_00493	Prar.g_00302
OG0000367	Prbh.g_00492	Prar.g_00301
OG0000368	Prbh.g_00491	Prar.g_00300
OG0000369	Prbh.g_00490	Prar.g_00299
OG0000370	Prbh.g_00489	Prar.g_00298
OG0000371	Prbh.g_00487	Prar.g_00297
OG0000372	Prbh.g_00486	Prar.g_00296
OG0000373	Prbh.g_00485	Prar.g_00295
OG0000374	Prbh.g_00484	Prar.g_00293
OG0000375	Prbh.g_00483	Prar.g_00292
OG0000376	Prbh.g_00480	Prar.g_00289
OG0000377	Prbh.g_00479	Prar.g_00288
OG0000378	Prbh.g_00478	Prar.g_00287
OG0000379	Prbh.g_00477	Prar.g_00286
OG0000380	Prbh.g_00476	Prar.g_00285
OG0000381	Prbh.g_00475	Prar.g_00284
OG0000382	Prbh.g_00474	Prar.g_00283
OG0000383	Prbh.g_00473	Prar.g_00282
OG0000384	Prbh.g_00471	Prar.g_00279
OG0000385	Prbh.g_00470	Prar.g_00278
OG0000386	Prbh.g_00469	Prar.g_00277
OG0000387	Prbh.g_00468	Prar.g_00276
OG0000388	Prbh.g_00467	Prar.g_00275
OG0000389	Prbh.g_00466	Prar.g_00274
OG0000390	Prbh.g_00465	Prar.g_00273
OG0000391	Prbh.g_00464	Prar.g_00272
OG0000392	Prbh.g_00463	Prar.g_00271
OG0000393	Prbh.g_00462	Prar.g_00270
OG0000394	Prbh.g_00461	Prar.g_00269
OG0000395	Prbh.g_00460	Prar.g_00268
OG0000396	Prbh.g_00458	Prar.g_00266
OG0000397	Prbh.g_00456	Prar.g_00264
OG0000398	Prbh.g_00455	Prar.g_00263
OG0000399	Prbh.g_00452	Prar.g_00260
OG0000400	Prbh.g_00446	Prar.g_00259
OG0000401	Prbh.g_00445	Prar.g_00258
OG0000402	Prbh.g_00439	Prar.g_00394
OG0000403	Prbh.g_00437	Prar.g_00395
OG0000404	Prbh.g_00436	Prar.g_00396
OG0000405	Prbh.g_00435	Prar.g_00398
OG0000406	Prbh.g_00431	Prar.g_00401
OG0000407	Prbh.g_00430	Prar.g_00402
OG0000408	Prbh.g_00427	Prar.g_00405
OG0000409	Prbh.g_00426	Prar.g_00406
OG0000410	Prbh.g_00425	Prar.g_00407
OG0000411	Prbh.g_00424	Prar.g_00408
OG0000412	Prbh.g_00423	Prar.g_00409
OG0000413	Prbh.g_00422	Prar.g_00410
OG0000414	Prbh.g_00421	Prar.g_00411
OG0000415	Prbh.g_00420	Prar.g_00412
OG0000416	Prbh.g_00416	Prar.g_00415
OG0000417	Prbh.g_00415	Prar.g_00416
OG0000418	Prbh.g_00413	Prar.g_00417
OG0000419	Prbh.g_00412	Prar.g_00418
OG0000420	Prbh.g_01008	Prar.g_00419
OG0000421	Prbh.g_01327	Prar.g_00432
OG0000422	Prbh.g_01877	Prar.g_00440
OG0000423	Prbh.g_01320	Prar.g_00441
OG0000424	Prbh.g_01718	Prar.g_00446
OG0000425	Prbh.g_00401	Prar.g_00479
OG0000426	Prbh.g_00400	Prar.g_00480
OG0000427	Prbh.g_00399	Prar.g_00481
OG0000428	Prbh.g_00397	Prar.g_00483
OG0000429	Prbh.g_00396	Prar.g_00484
OG0000430	Prbh.g_00394	Prar.g_00486
OG0000431	Prbh.g_00393	Prar.g_00487
OG0000432	Prbh.g_00392	Prar.g_00488
OG0000433	Prbh.g_00391	Prar.g_00489
OG0000434	Prbh.g_00390	Prar.g_00490
OG0000435	Prbh.g_00389	Prar.g_00491
OG0000436	Prbh.g_00388	Prar.g_00492
OG0000437	Prbh.g_00387	Prar.g_00493
OG0000438	Prbh.g_00386	Prar.g_00494
OG0000439	Prbh.g_00385	Prar.g_00495
OG0000440	Prbh.g_00384	Prar.g_00496
OG0000441	Prbh.g_00383	Prar.g_00497
OG0000442	Prbh.g_00382	Prar.g_00498
OG0000443	Prbh.g_00381	Prar.g_00499
OG0000444	Prbh.g_00380	Prar.g_00500
OG0000445	Prbh.g_00374	Prar.g_00501
OG0000446	Prbh.g_00372	Prar.g_00503
OG0000447	Prbh.g_00371	Prar.g_00504
OG0000448	Prbh.g_00370	Prar.g_00506
OG0000449	Prbh.g_00367	Prar.g_00510
OG0000450	Prbh.g_00366	Prar.g_00511
OG0000451	Prbh.g_00365	Prar.g_00512
OG0000452	Prbh.g_00363	Prar.g_00513
OG0000453	Prbh.g_00361	Prar.g_00514
OG0000454	Prbh.g_00360	Prar.g_00521
OG0000455	Prbh.g_00358	Prar.g_00523
OG0000456	Prbh.g_00354	Prar.g_00527
OG0000457	Prbh.g_00353	Prar.g_00528
OG0000458	Prbh.g_00352	Prar.g_00529
OG0000459	Prbh.g_00350	Prar.g_00531
OG0000460	Prbh.g_00348	Prar.g_00533
OG0000461	Prbh.g_00347	Prar.g_00534
OG0000462	Prbh.g_00346	Prar.g_00535
OG0000463	Prbh.g_00344	Prar.g_00537
OG0000464	Prbh.g_00343	Prar.g_00538
OG0000465	Prbh.g_00342	Prar.g_00539
OG0000466	Prbh.g_00341	Prar.g_00540
OG0000467	Prbh.g_00340	Prar.g_00541
OG0000468	Prbh.g_00339	Prar.g_00542
OG0000469	Prbh.g_00338	Prar.g_00543
OG0000470	Prbh.g_00337	Prar.g_00544
OG0000471	Prbh.g_00336	Prar.g_00545
OG0000472	Prbh.g_00329	Prar.g_01331
OG0000473	Prbh.g_00328	Prar.g_01332
OG0000474	Prbh.g_00327	Prar.g_01333
OG0000475	Prbh.g_00326	Prar.g_01334
OG0000476	Prbh.g_00325	Prar.g_01336
OG0000477	Prbh.g_00324	Prar.g_01337
OG0000478	Prbh.g_00323	Prar.g_01338
OG0000479	Prbh.g_00322	Prar.g_01339
OG0000480	Prbh.g_00320	Prar.g_01341
OG0000481	Prbh.g_00318	Prar.g_01343
OG0000482	Prbh.g_00317	Prar.g_01344
OG0000483	Prbh.g_00315	Prar.g_01345
OG0000484	Prbh.g_00314	Prar.g_01346
OG0000485	Prbh.g_00313	Prar.g_01347
OG0000486	Prbh.g_00311	Prar.g_01348
OG0000487	Prbh.g_00306	Prar.g_01353
OG0000488	Prbh.g_00305	Prar.g_01355
OG0000489	Prbh.g_00304	Prar.g_01356
OG0000490	Prbh.g_00303	Prar.g_01357
OG0000491	Prbh.g_00302	Prar.g_01358
OG0000492	Prbh.g_00301	Prar.g_01359
OG0000493	Prbh.g_00299	Prar.g_01360
OG0000494	Prbh.g_00298	Prar.g_01361
OG0000495	Prbh.g_00295	Prar.g_01364
OG0000496	Prbh.g_00294	Prar.g_01365
OG0000497	Prbh.g_00293	Prar.g_01366
OG0000498	Prbh.g_00292	Prar.g_01367
OG0000499	Prbh.g_00291	Prar.g_01368
OG0000500	Prbh.g_00290	Prar.g_01370
OG0000501	Prbh.g_00289	Prar.g_01371
OG0000502	Prbh.g_00288	Prar.g_01372
OG0000503	Prbh.g_00286	Prar.g_01374
OG0000504	Prbh.g_00285	Prar.g_01375
OG0000505	Prbh.g_00284	Prar.g_01376
OG0000506	Prbh.g_00283	Prar.g_01377
OG0000507	Prbh.g_00282	Prar.g_01378
OG0000508	Prbh.g_00281	Prar.g_01379
OG0000509	Prbh.g_00280	Prar.g_01380
OG0000510	Prbh.g_00279	Prar.g_01381
OG0000511	Prbh.g_00277	Prar.g_01383
OG0000512	Prbh.g_00276	Prar.g_01384
OG0000513	Prbh.g_00275	Prar.g_01385
OG0000514	Prbh.g_00274	Prar.g_01386
OG0000515	Prbh.g_00273	Prar.g_01387
OG0000516	Prbh.g_00272	Prar.g_01388
OG0000517	Prbh.g_00270	Prar.g_01390
OG0000518	Prbh.g_00269	Prar.g_01391
OG0000519	Prbh.g_00267	Prar.g_01392
OG0000520	Prbh.g_00265	Prar.g_01393
OG0000521	Prbh.g_00264	Prar.g_01394
OG0000522	Prbh.g_00263	Prar.g_01395
OG0000523	Prbh.g_00262	Prar.g_01396
OG0000524	Prbh.g_00261	Prar.g_01397
OG0000525	Prbh.g_00260	Prar.g_01398
OG0000526	Prbh.g_00259	Prar.g_01399
OG0000527	Prbh.g_00258	Prar.g_01400
OG0000528	Prbh.g_00257	Prar.g_01401
OG0000529	Prbh.g_00256	Prar.g_01402
OG0000530	Prbh.g_00255	Prar.g_01403
OG0000531	Prbh.g_00254	Prar.g_01404
OG0000532	Prbh.g_00253	Prar.g_01405
OG0000533	Prbh.g_00251	Prar.g_01407
OG0000534	Prbh.g_00250	Prar.g_01408
OG0000535	Prbh.g_00249	Prar.g_01409
OG0000536	Prbh.g_00248	Prar.g_01410
OG0000537	Prbh.g_00247	Prar.g_01411
OG0000538	Prbh.g_00246	Prar.g_01412
OG0000539	Prbh.g_00244	Prar.g_01415
OG0000540	Prbh.g_00243	Prar.g_01416
OG0000541	Prbh.g_00242	Prar.g_01417
OG0000542	Prbh.g_00239	Prar.g_01420
OG0000543	Prbh.g_00238	Prar.g_01422
OG0000544	Prbh.g_00237	Prar.g_01423
OG0000545	Prbh.g_00236	Prar.g_01424
OG0000546	Prbh.g_00235	Prar.g_01425
OG0000547	Prbh.g_00234	Prar.g_01426
OG0000548	Prbh.g_00233	Prar.g_01427
OG0000549	Prbh.g_00231	Prar.g_01429
OG0000550	Prbh.g_00230	Prar.g_01430
OG0000551	Prbh.g_00229	Prar.g_01431
OG0000552	Prbh.g_00228	Prar.g_01432
OG0000553	Prbh.g_00227	Prar.g_01433
OG0000554	Prbh.g_00226	Prar.g_01434
OG0000555	Prbh.g_00224	Prar.g_01435
OG0000556	Prbh.g_00223	Prar.g_01436
OG0000557	Prbh.g_00222	Prar.g_01437
OG0000558	Prbh.g_00221	Prar.g_01438
OG0000559	Prbh.g_00220	Prar.g_01439
OG0000560	Prbh.g_00219	Prar.g_01440
OG0000561	Prbh.g_00218	Prar.g_01441
OG0000562	Prbh.g_00217	Prar.g_01442
