Orthogroup	Prap	Praw
OG0000257	Prap.g_01032	Praw.g_01293
OG0000258	Prap.g_01026	Praw.g_01290
OG0000259	Prap.g_01025	Praw.g_01289
OG0000260	Prap.g_01024	Praw.g_01288
OG0000261	Prap.g_01023	Praw.g_01287
OG0000262	Prap.g_01022	Praw.g_01286
OG0000263	Prap.g_01020	Praw.g_01284
OG0000264	Prap.g_01019	Praw.g_01283
OG0000265	Prap.g_01018	Praw.g_01282
OG0000266	Prap.g_01017	Praw.g_01281
OG0000267	Prap.g_01016	Praw.g_01280
OG0000268	Prap.g_01014	Praw.g_01279
OG0000269	Prap.g_01012	Praw.g_01277
OG0000270	Prap.g_01011	Praw.g_01276
OG0000271	Prap.g_01010	Praw.g_01275
OG0000272	Prap.g_01009	Praw.g_01274
OG0000273	Prap.g_01008	Praw.g_01273
OG0000274	Prap.g_01007	Praw.g_01272
OG0000275	Prap.g_01006	Praw.g_01271
OG0000276	Prap.g_01005	Praw.g_01270
OG0000277	Prap.g_01003	Praw.g_01268
OG0000278	Prap.g_01002	Praw.g_01267
OG0000279	Prap.g_01001	Praw.g_01266
OG0000280	Prap.g_00999	Praw.g_01264
OG0000281	Prap.g_00997	Praw.g_01262
OG0000282	Prap.g_00996	Praw.g_01261
OG0000283	Prap.g_00995	Praw.g_01260
OG0000284	Prap.g_00994	Praw.g_01259
OG0000285	Prap.g_00993	Praw.g_01258
OG0000286	Prap.g_00992	Praw.g_01257
OG0000287	Prap.g_00991	Praw.g_01256
OG0000288	Prap.g_00989	Praw.g_01254
OG0000289	Prap.g_00988	Praw.g_01253
OG0000290	Prap.g_00987	Praw.g_01252
OG0000291	Prap.g_00985	Praw.g_01250
OG0000292	Prap.g_00983	Praw.g_01249
OG0000293	Prap.g_00982	Praw.g_01248
OG0000294	Prap.g_00981	Praw.g_01247
OG0000295	Prap.g_00980	Praw.g_01246
OG0000296	Prap.g_00979	Praw.g_01245
OG0000297	Prap.g_00978	Praw.g_01244
OG0000298	Prap.g_00976	Praw.g_01242
OG0000299	Prap.g_00975	Praw.g_01241
OG0000300	Prap.g_00974	Praw.g_01240
OG0000301	Prap.g_00973	Praw.g_01239
OG0000302	Prap.g_00972	Praw.g_01238
OG0000303	Prap.g_00971	Praw.g_01237
OG0000304	Prap.g_00969	Praw.g_01235
OG0000305	Prap.g_00968	Praw.g_01234
OG0000306	Prap.g_00965	Praw.g_01231
OG0000307	Prap.g_00964	Praw.g_01230
OG0000308	Prap.g_00963	Praw.g_01229
OG0000309	Prap.g_00962	Praw.g_01228
OG0000310	Prap.g_00961	Praw.g_01227
OG0000311	Prap.g_00959	Praw.g_01226
OG0000312	Prap.g_00958	Praw.g_01225
OG0000313	Prap.g_00957	Praw.g_01224
OG0000314	Prap.g_00956	Praw.g_01223
OG0000315	Prap.g_00955	Praw.g_01222
OG0000316	Prap.g_00954	Praw.g_01221
OG0000317	Prap.g_00953	Praw.g_01220
OG0000318	Prap.g_00952	Praw.g_01219
OG0000319	Prap.g_00951	Praw.g_01218
OG0000320	Prap.g_00950	Praw.g_01217
OG0000321	Prap.g_00949	Praw.g_01216
OG0000322	Prap.g_00948	Praw.g_01215
OG0000323	Prap.g_00947	Praw.g_01214
OG0000324	Prap.g_00946	Praw.g_01213
OG0000325	Prap.g_00945	Praw.g_01212
OG0000326	Prap.g_00944	Praw.g_01211
OG0000327	Prap.g_00943	Praw.g_01210
OG0000328	Prap.g_01487	Praw.g_01209
OG0000329	Prap.g_01486	Praw.g_01208
OG0000330	Prap.g_01485	Praw.g_01207
OG0000331	Prap.g_01483	Praw.g_01206
OG0000332	Prap.g_01482	Praw.g_01205
OG0000333	Prap.g_01481	Praw.g_01204
OG0000334	Prap.g_01480	Praw.g_01203
OG0000335	Prap.g_01479	Praw.g_01202
OG0000336	Prap.g_01477	Praw.g_01200
OG0000337	Prap.g_01476	Praw.g_01199
OG0000338	Prap.g_01471	Praw.g_01195
OG0000339	Prap.g_01469	Praw.g_00891
OG0000340	Prap.g_01467	Praw.g_00889
OG0000341	Prap.g_01466	Praw.g_00888
OG0000342	Prap.g_01465	Praw.g_00887
OG0000343	Prap.g_01464	Praw.g_00886
OG0000344	Prap.g_01461	Praw.g_00883
OG0000345	Prap.g_01457	Praw.g_00880
OG0000346	Prap.g_01456	Praw.g_00879
OG0000347	Prap.g_01453	Praw.g_00876
OG0000348	Prap.g_01452	Praw.g_00875
OG0000349	Prap.g_01451	Praw.g_00874
OG0000350	Prap.g_01449	Praw.g_00872
OG0000351	Prap.g_01448	Praw.g_00871
OG0000352	Prap.g_01447	Praw.g_00870
OG0000353	Prap.g_01446	Praw.g_00869
OG0000354	Prap.g_01444	Praw.g_00868
OG0000355	Prap.g_01443	Praw.g_00867
OG0000356	Prap.g_01442	Praw.g_00866
OG0000357	Prap.g_01441	Praw.g_00865
OG0000358	Prap.g_01440	Praw.g_00864
OG0000359	Prap.g_01438	Praw.g_00863
OG0000360	Prap.g_01435	Praw.g_00859
OG0000361	Prap.g_01434	Praw.g_00858
OG0000362	Prap.g_01433	Praw.g_00857
OG0000363	Prap.g_01432	Praw.g_00856
OG0000364	Prap.g_01428	Praw.g_00852
OG0000365	Prap.g_01427	Praw.g_00851
OG0000366	Prap.g_01424	Praw.g_00849
OG0000367	Prap.g_01423	Praw.g_00848
OG0000368	Prap.g_01422	Praw.g_00847
OG0000369	Prap.g_01421	Praw.g_00846
OG0000370	Prap.g_01420	Praw.g_00845
OG0000371	Prap.g_01418	Praw.g_00844
OG0000372	Prap.g_01417	Praw.g_00843
OG0000373	Prap.g_01416	Praw.g_00842
OG0000374	Prap.g_01415	Praw.g_00840
OG0000375	Prap.g_01414	Praw.g_00839
OG0000376	Prap.g_01411	Praw.g_00836
OG0000377	Prap.g_01410	Praw.g_00835
OG0000378	Prap.g_01409	Praw.g_00834
OG0000379	Prap.g_01408	Praw.g_00833
OG0000380	Prap.g_01407	Praw.g_00832
OG0000381	Prap.g_01406	Praw.g_00831
OG0000382	Prap.g_01405	Praw.g_00830
OG0000383	Prap.g_01404	Praw.g_00829
OG0000384	Prap.g_01402	Praw.g_00826
OG0000385	Prap.g_01401	Praw.g_00825
OG0000386	Prap.g_01400	Praw.g_00824
OG0000387	Prap.g_01399	Praw.g_00823
OG0000388	Prap.g_01398	Praw.g_00822
OG0000389	Prap.g_01397	Praw.g_00821
OG0000390	Prap.g_01396	Praw.g_00820
OG0000391	Prap.g_01395	Praw.g_00819
OG0000392	Prap.g_01394	Praw.g_00818
OG0000393	Prap.g_01393	Praw.g_00817
OG0000394	Prap.g_01392	Praw.g_00816
OG0000395	Prap.g_01391	Praw.g_00815
OG0000396	Prap.g_01390	Praw.g_00813
OG0000397	Prap.g_01388	Praw.g_00811
OG0000398	Prap.g_01387	Praw.g_00810
OG0000399	Prap.g_01385	Praw.g_00807
OG0000400	Prap.g_01379	Praw.g_00806
OG0000401	Prap.g_01378	Praw.g_00805
OG0000402	Prap.g_01372	Praw.g_00796
OG0000403	Prap.g_01370	Praw.g_00795
OG0000404	Prap.g_01369	Praw.g_00794
OG0000405	Prap.g_01368	Praw.g_00792
OG0000406	Prap.g_01365	Praw.g_00790
OG0000407	Prap.g_01364	Praw.g_00789
OG0000408	Prap.g_01361	Praw.g_00787
OG0000409	Prap.g_01360	Praw.g_00786
OG0000410	Prap.g_01359	Praw.g_00785
OG0000411	Prap.g_01358	Praw.g_00784
OG0000412	Prap.g_01357	Praw.g_00783
OG0000413	Prap.g_01356	Praw.g_00782
OG0000414	Prap.g_01355	Praw.g_00781
OG0000415	Prap.g_01354	Praw.g_00780
OG0000416	Prap.g_01350	Praw.g_00777
OG0000417	Prap.g_01349	Praw.g_00776
OG0000418	Prap.g_01347	Praw.g_00775
OG0000419	Prap.g_01346	Praw.g_00774
OG0000420	Prap.g_00728	Praw.g_00773
OG0000421	Prap.g_00500	Praw.g_00761
OG0000422	Prap.g_01827	Praw.g_00754
OG0000423	Prap.g_00495	Praw.g_00753
OG0000424	Prap.g_01714	Praw.g_00748
OG0000425	Prap.g_01335	Praw.g_00716
OG0000426	Prap.g_01334	Praw.g_00715
OG0000427	Prap.g_01333	Praw.g_00714
OG0000428	Prap.g_01331	Praw.g_00712
OG0000429	Prap.g_01330	Praw.g_00711
OG0000430	Prap.g_01328	Praw.g_00709
OG0000431	Prap.g_01327	Praw.g_00708
OG0000432	Prap.g_01326	Praw.g_00707
OG0000433	Prap.g_01325	Praw.g_00706
OG0000434	Prap.g_01324	Praw.g_00705
OG0000435	Prap.g_01323	Praw.g_00704
OG0000436	Prap.g_01322	Praw.g_00703
OG0000437	Prap.g_01321	Praw.g_00702
OG0000438	Prap.g_01320	Praw.g_00701
OG0000439	Prap.g_01319	Praw.g_00700
OG0000440	Prap.g_01318	Praw.g_00699
OG0000441	Prap.g_01317	Praw.g_00698
OG0000442	Prap.g_01316	Praw.g_00697
OG0000443	Prap.g_01315	Praw.g_00696
OG0000444	Prap.g_01314	Praw.g_00695
OG0000445	Prap.g_01310	Praw.g_00694
OG0000446	Prap.g_01308	Praw.g_00692
OG0000447	Prap.g_01307	Praw.g_00691
OG0000448	Prap.g_01306	Praw.g_00689
OG0000449	Prap.g_01302	Praw.g_00686
OG0000450	Prap.g_01301	Praw.g_00685
OG0000451	Prap.g_01300	Praw.g_00684
OG0000452	Prap.g_01298	Praw.g_00683
OG0000453	Prap.g_01297	Praw.g_00682
OG0000454	Prap.g_01296	Praw.g_00676
OG0000455	Prap.g_01294	Praw.g_00674
OG0000456	Prap.g_01290	Praw.g_00670
OG0000457	Prap.g_01289	Praw.g_00669
OG0000458	Prap.g_01288	Praw.g_00668
OG0000459	Prap.g_01286	Praw.g_00666
OG0000460	Prap.g_01284	Praw.g_00665
OG0000461	Prap.g_01283	Praw.g_00664
OG0000462	Prap.g_01282	Praw.g_00663
OG0000463	Prap.g_01280	Praw.g_00661
OG0000464	Prap.g_01279	Praw.g_00660
OG0000465	Prap.g_01278	Praw.g_00659
OG0000466	Prap.g_01277	Praw.g_00658
OG0000467	Prap.g_01276	Praw.g_00657
OG0000468	Prap.g_01275	Praw.g_00656
OG0000469	Prap.g_01274	Praw.g_00655
OG0000470	Prap.g_01273	Praw.g_00654
OG0000471	Prap.g_01272	Praw.g_00653
OG0000472	Prap.g_01266	Praw.g_00648
OG0000473	Prap.g_01265	Praw.g_00647
OG0000474	Prap.g_01264	Praw.g_00646
OG0000475	Prap.g_01263	Praw.g_00645
OG0000476	Prap.g_01262	Praw.g_00643
OG0000477	Prap.g_01261	Praw.g_00642
OG0000478	Prap.g_01260	Praw.g_00641
OG0000479	Prap.g_01259	Praw.g_00640
OG0000480	Prap.g_01257	Praw.g_00638
OG0000481	Prap.g_01255	Praw.g_00636
OG0000482	Prap.g_01254	Praw.g_00635
OG0000483	Prap.g_01252	Praw.g_00633
OG0000484	Prap.g_01251	Praw.g_00632
OG0000485	Prap.g_01250	Praw.g_00631
OG0000486	Prap.g_01249	Praw.g_00630
OG0000487	Prap.g_01245	Praw.g_00625
OG0000488	Prap.g_01244	Praw.g_00623
OG0000489	Prap.g_01243	Praw.g_00622
OG0000490	Prap.g_01242	Praw.g_00621
OG0000491	Prap.g_01241	Praw.g_00620
OG0000492	Prap.g_01240	Praw.g_00619
OG0000493	Prap.g_01239	Praw.g_00618
OG0000494	Prap.g_01238	Praw.g_00617
OG0000495	Prap.g_01235	Praw.g_00614
OG0000496	Prap.g_01234	Praw.g_00613
OG0000497	Prap.g_01233	Praw.g_00612
OG0000498	Prap.g_01232	Praw.g_00611
OG0000499	Prap.g_01231	Praw.g_00610
OG0000500	Prap.g_01229	Praw.g_00608
OG0000501	Prap.g_01228	Praw.g_00607
OG0000502	Prap.g_01227	Praw.g_00606
OG0000503	Prap.g_01225	Praw.g_00604
OG0000504	Prap.g_01224	Praw.g_00603
OG0000505	Prap.g_01223	Praw.g_00602
OG0000506	Prap.g_01222	Praw.g_00601
OG0000507	Prap.g_01221	Praw.g_00600
OG0000508	Prap.g_01220	Praw.g_00599
OG0000509	Prap.g_01219	Praw.g_00598
OG0000510	Prap.g_01218	Praw.g_00597
OG0000511	Prap.g_01216	Praw.g_00595
OG0000512	Prap.g_01215	Praw.g_00594
OG0000513	Prap.g_01214	Praw.g_00593
OG0000514	Prap.g_01213	Praw.g_00592
OG0000515	Prap.g_01212	Praw.g_00591
OG0000516	Prap.g_01211	Praw.g_00590
OG0000517	Prap.g_01210	Praw.g_00588
OG0000518	Prap.g_01209	Praw.g_00587
OG0000519	Prap.g_01207	Praw.g_00586
OG0000520	Prap.g_01205	Praw.g_00585
OG0000521	Prap.g_01204	Praw.g_00584
OG0000522	Prap.g_01203	Praw.g_00583
OG0000523	Prap.g_01202	Praw.g_00582
OG0000524	Prap.g_01201	Praw.g_00581
OG0000525	Prap.g_01200	Praw.g_00580
OG0000526	Prap.g_01199	Praw.g_00579
OG0000527	Prap.g_01198	Praw.g_00578
OG0000528	Prap.g_01197	Praw.g_00577
OG0000529	Prap.g_01196	Praw.g_00576
OG0000530	Prap.g_01195	Praw.g_00575
OG0000531	Prap.g_01194	Praw.g_01922
OG0000532	Prap.g_01193	Praw.g_01923
OG0000533	Prap.g_01191	Praw.g_01925
OG0000534	Prap.g_01190	Praw.g_01926
OG0000535	Prap.g_01189	Praw.g_01927
OG0000536	Prap.g_01188	Praw.g_01928
OG0000537	Prap.g_01187	Praw.g_01929
OG0000538	Prap.g_01186	Praw.g_01930
OG0000539	Prap.g_01182	Praw.g_01933
OG0000540	Prap.g_01181	Praw.g_01934
OG0000541	Prap.g_01180	Praw.g_01935
OG0000542	Prap.g_01177	Praw.g_01937
OG0000543	Prap.g_01176	Praw.g_01938
OG0000544	Prap.g_01175	Praw.g_01939
OG0000545	Prap.g_01174	Praw.g_01940
OG0000546	Prap.g_01173	Praw.g_01941
OG0000547	Prap.g_01172	Praw.g_01942
OG0000548	Prap.g_01171	Praw.g_01943
OG0000549	Prap.g_01169	Praw.g_01945
OG0000550	Prap.g_01168	Praw.g_01946
OG0000551	Prap.g_01167	Praw.g_01947
OG0000552	Prap.g_01166	Praw.g_01948
OG0000553	Prap.g_01165	Praw.g_01949
OG0000554	Prap.g_01164	Praw.g_00140
OG0000555	Prap.g_01162	Praw.g_00141
OG0000556	Prap.g_01161	Praw.g_00142
OG0000557	Prap.g_01160	Praw.g_00143
OG0000558	Prap.g_01159	Praw.g_00144
OG0000559	Prap.g_01158	Praw.g_00145
OG0000560	Prap.g_01157	Praw.g_00146
OG0000561	Prap.g_01156	Praw.g_00147
OG0000562	Prap.g_01155	Praw.g_00148
OG0000563	Prap.g_01154	Praw.g_00149
OG0000564	Prap.g_01153	Praw.g_00150
OG0000565	Prap.g_01152	Praw.g_00151
OG0000566	Prap.g_01151	Praw.g_00152
OG0000567	Prap.g_01150	Praw.g_00153
OG0000568	Prap.g_01149	Praw.g_00154
OG0000569	Prap.g_01147	Praw.g_00157
OG0000570	Prap.g_01146	Praw.g_00158
OG0000571	Prap.g_01144	Praw.g_00160
OG0000572	Prap.g_01142	Praw.g_00161
OG0000573	Prap.g_01141	Praw.g_00162
OG0000574	Prap.g_01140	Praw.g_00163
OG0000575	Prap.g_01138	Praw.g_00164
OG0000576	Prap.g_01137	Praw.g_00165
OG0000577	Prap.g_00397	Praw.g_00166
OG0000578	Prap.g_00396	Praw.g_00167
OG0000579	Prap.g_00395	Praw.g_00168
OG0000580	Prap.g_00394	Praw.g_00169
OG0000581	Prap.g_00393	Praw.g_01888
OG0000582	Prap.g_00392	Praw.g_01887
OG0000583	Prap.g_00391	Praw.g_01886
OG0000584	Prap.g_00389	Praw.g_01884
OG0000585	Prap.g_00388	Praw.g_01883
OG0000586	Prap.g_00386	Praw.g_01882
OG0000587	Prap.g_00385	Praw.g_01881
OG0000588	Prap.g_00384	Praw.g_01880
OG0000589	Prap.g_00383	Praw.g_01879
OG0000590	Prap.g_00382	Praw.g_01878
OG0000591	Prap.g_00381	Praw.g_01877
