Orthogroup	Prap	Prbm
OG0000194	Prap.g_00906	Prbm.g_00055
OG0000195	Prap.g_00905	Prbm.g_00056
OG0000196	Prap.g_00904	Prbm.g_00057
OG0000197	Prap.g_00902	Prbm.g_00059
OG0000198	Prap.g_00901	Prbm.g_00060
OG0000199	Prap.g_00899	Prbm.g_00061
OG0000200	Prap.g_00887	Prbm.g_00121
OG0000201	Prap.g_00886	Prbm.g_00122
OG0000202	Prap.g_00885	Prbm.g_00123
OG0000203	Prap.g_00881	Prbm.g_00126
OG0000204	Prap.g_00880	Prbm.g_00127
OG0000205	Prap.g_00877	Prbm.g_00130
OG0000206	Prap.g_00875	Prbm.g_00132
OG0000207	Prap.g_01100	Prbm.g_00134
OG0000208	Prap.g_01099	Prbm.g_00135
OG0000209	Prap.g_00025	Prbm.g_00136
OG0000210	Prap.g_01098	Prbm.g_00137
OG0000211	Prap.g_01097	Prbm.g_00138
OG0000212	Prap.g_01096	Prbm.g_00139
OG0000213	Prap.g_01095	Prbm.g_00140
OG0000214	Prap.g_01094	Prbm.g_00141
OG0000215	Prap.g_01093	Prbm.g_00142
OG0000216	Prap.g_01092	Prbm.g_00143
OG0000217	Prap.g_01090	Prbm.g_00145
OG0000218	Prap.g_01089	Prbm.g_00146
OG0000219	Prap.g_01088	Prbm.g_00147
OG0000220	Prap.g_01087	Prbm.g_00148
OG0000221	Prap.g_01084	Prbm.g_00151
OG0000222	Prap.g_01083	Prbm.g_00152
OG0000223	Prap.g_01082	Prbm.g_00153
OG0000224	Prap.g_01080	Prbm.g_00154
OG0000225	Prap.g_01079	Prbm.g_00155
OG0000226	Prap.g_01078	Prbm.g_00156
OG0000227	Prap.g_01076	Prbm.g_00158
OG0000228	Prap.g_01075	Prbm.g_00159
OG0000229	Prap.g_01074	Prbm.g_00160
OG0000230	Prap.g_01073	Prbm.g_00161
OG0000231	Prap.g_01072	Prbm.g_00162
OG0000232	Prap.g_01071	Prbm.g_00163
OG0000233	Prap.g_01069	Prbm.g_00164
OG0000234	Prap.g_01068	Prbm.g_00165
OG0000235	Prap.g_01067	Prbm.g_00166
OG0000236	Prap.g_01064	Prbm.g_00169
OG0000237	Prap.g_01063	Prbm.g_00170
OG0000238	Prap.g_01062	Prbm.g_00171
OG0000239	Prap.g_01060	Prbm.g_00173
OG0000240	Prap.g_01059	Prbm.g_00175
OG0000241	Prap.g_01058	Prbm.g_00176
OG0000242	Prap.g_01057	Prbm.g_00177
OG0000243	Prap.g_01054	Prbm.g_00179
OG0000244	Prap.g_01051	Prbm.g_00182
OG0000245	Prap.g_01050	Prbm.g_00183
OG0000246	Prap.g_01049	Prbm.g_00184
OG0000247	Prap.g_01047	Prbm.g_00187
OG0000248	Prap.g_01045	Prbm.g_00189
OG0000249	Prap.g_01043	Prbm.g_00191
OG0000250	Prap.g_01042	Prbm.g_00192
OG0000251	Prap.g_01041	Prbm.g_00193
OG0000252	Prap.g_01040	Prbm.g_00194
OG0000253	Prap.g_01039	Prbm.g_00195
OG0000254	Prap.g_00319	Prbm.g_01096
OG0000255	Prap.g_01037	Prbm.g_00196
OG0000256	Prap.g_01034	Prbm.g_00199
OG0000257	Prap.g_01032	Prbm.g_00202
OG0000258	Prap.g_01026	Prbm.g_00204
OG0000259	Prap.g_01025	Prbm.g_00205
OG0000260	Prap.g_01024	Prbm.g_00206
OG0000261	Prap.g_01023	Prbm.g_00207
OG0000262	Prap.g_01022	Prbm.g_00208
OG0000263	Prap.g_01020	Prbm.g_00210
OG0000264	Prap.g_01019	Prbm.g_00211
OG0000265	Prap.g_01018	Prbm.g_00212
OG0000266	Prap.g_01017	Prbm.g_00213
OG0000267	Prap.g_01016	Prbm.g_00214
OG0000268	Prap.g_01014	Prbm.g_00215
OG0000269	Prap.g_01012	Prbm.g_00217
OG0000270	Prap.g_01011	Prbm.g_00218
OG0000271	Prap.g_01010	Prbm.g_00219
OG0000272	Prap.g_01009	Prbm.g_00220
OG0000273	Prap.g_01008	Prbm.g_00221
OG0000274	Prap.g_01007	Prbm.g_00222
OG0000275	Prap.g_01006	Prbm.g_00223
OG0000276	Prap.g_01005	Prbm.g_00224
OG0000277	Prap.g_01003	Prbm.g_00226
OG0000278	Prap.g_01002	Prbm.g_00227
OG0000279	Prap.g_01001	Prbm.g_00228
OG0000280	Prap.g_00999	Prbm.g_00230
OG0000281	Prap.g_00997	Prbm.g_00232
OG0000282	Prap.g_00996	Prbm.g_00233
OG0000283	Prap.g_00995	Prbm.g_00234
OG0000284	Prap.g_00994	Prbm.g_00235
OG0000285	Prap.g_00993	Prbm.g_00236
OG0000286	Prap.g_00992	Prbm.g_00237
OG0000287	Prap.g_00991	Prbm.g_00238
OG0000288	Prap.g_00989	Prbm.g_00240
OG0000289	Prap.g_00988	Prbm.g_00241
OG0000290	Prap.g_00987	Prbm.g_00242
OG0000291	Prap.g_00985	Prbm.g_00244
OG0000292	Prap.g_00983	Prbm.g_00246
OG0000293	Prap.g_00982	Prbm.g_00247
OG0000294	Prap.g_00981	Prbm.g_00248
OG0000295	Prap.g_00980	Prbm.g_00249
OG0000296	Prap.g_00979	Prbm.g_00250
OG0000297	Prap.g_00978	Prbm.g_00251
OG0000298	Prap.g_00976	Prbm.g_00253
OG0000299	Prap.g_00975	Prbm.g_00254
OG0000300	Prap.g_00974	Prbm.g_00255
OG0000301	Prap.g_00973	Prbm.g_00256
OG0000302	Prap.g_00972	Prbm.g_00257
OG0000303	Prap.g_00971	Prbm.g_00258
OG0000304	Prap.g_00969	Prbm.g_00260
OG0000305	Prap.g_00968	Prbm.g_00261
OG0000306	Prap.g_00965	Prbm.g_00263
OG0000307	Prap.g_00964	Prbm.g_00264
OG0000308	Prap.g_00963	Prbm.g_00265
OG0000309	Prap.g_00962	Prbm.g_00266
OG0000310	Prap.g_00961	Prbm.g_00267
OG0000311	Prap.g_00959	Prbm.g_00268
OG0000312	Prap.g_00958	Prbm.g_00269
OG0000313	Prap.g_00957	Prbm.g_00270
OG0000314	Prap.g_00956	Prbm.g_00271
OG0000315	Prap.g_00955	Prbm.g_00272
OG0000316	Prap.g_00954	Prbm.g_00273
OG0000317	Prap.g_00953	Prbm.g_00274
OG0000318	Prap.g_00952	Prbm.g_00275
OG0000319	Prap.g_00951	Prbm.g_00276
OG0000320	Prap.g_00950	Prbm.g_00277
OG0000321	Prap.g_00949	Prbm.g_00278
OG0000322	Prap.g_00948	Prbm.g_00279
OG0000323	Prap.g_00947	Prbm.g_00280
OG0000324	Prap.g_00946	Prbm.g_00281
OG0000325	Prap.g_00945	Prbm.g_00282
OG0000326	Prap.g_00944	Prbm.g_00283
OG0000327	Prap.g_00943	Prbm.g_00284
OG0000328	Prap.g_01487	Prbm.g_00285
OG0000329	Prap.g_01486	Prbm.g_00286
OG0000330	Prap.g_01485	Prbm.g_00287
OG0000331	Prap.g_01483	Prbm.g_00288
OG0000332	Prap.g_01482	Prbm.g_00289
OG0000333	Prap.g_01481	Prbm.g_00290
OG0000334	Prap.g_01480	Prbm.g_00291
OG0000335	Prap.g_01479	Prbm.g_00293
OG0000336	Prap.g_01477	Prbm.g_00295
OG0000337	Prap.g_01476	Prbm.g_00296
OG0000338	Prap.g_01471	Prbm.g_00301
OG0000339	Prap.g_01469	Prbm.g_00303
OG0000340	Prap.g_01467	Prbm.g_00305
OG0000341	Prap.g_01466	Prbm.g_00306
OG0000342	Prap.g_01465	Prbm.g_00307
OG0000343	Prap.g_01464	Prbm.g_00308
OG0000344	Prap.g_01461	Prbm.g_00309
OG0000345	Prap.g_01457	Prbm.g_00312
OG0000346	Prap.g_01456	Prbm.g_00313
OG0000347	Prap.g_01453	Prbm.g_00317
OG0000348	Prap.g_01452	Prbm.g_00318
OG0000349	Prap.g_01451	Prbm.g_00319
OG0000350	Prap.g_01449	Prbm.g_00320
OG0000351	Prap.g_01448	Prbm.g_00321
OG0000352	Prap.g_01447	Prbm.g_00322
OG0000353	Prap.g_01446	Prbm.g_00323
OG0000354	Prap.g_01444	Prbm.g_00324
OG0000355	Prap.g_01443	Prbm.g_00325
OG0000356	Prap.g_01442	Prbm.g_00326
OG0000357	Prap.g_01441	Prbm.g_00327
OG0000358	Prap.g_01440	Prbm.g_00328
OG0000359	Prap.g_01438	Prbm.g_00330
OG0000360	Prap.g_01435	Prbm.g_00332
OG0000361	Prap.g_01434	Prbm.g_00333
OG0000362	Prap.g_01433	Prbm.g_00334
OG0000363	Prap.g_01432	Prbm.g_00335
OG0000364	Prap.g_01428	Prbm.g_00339
OG0000365	Prap.g_01427	Prbm.g_00340
OG0000366	Prap.g_01424	Prbm.g_00342
OG0000367	Prap.g_01423	Prbm.g_00343
OG0000368	Prap.g_01422	Prbm.g_00344
OG0000369	Prap.g_01421	Prbm.g_00345
OG0000370	Prap.g_01420	Prbm.g_00346
OG0000371	Prap.g_01418	Prbm.g_00347
OG0000372	Prap.g_01417	Prbm.g_00348
OG0000373	Prap.g_01416	Prbm.g_00349
OG0000374	Prap.g_01415	Prbm.g_00350
OG0000375	Prap.g_01414	Prbm.g_00351
OG0000376	Prap.g_01411	Prbm.g_00354
OG0000377	Prap.g_01410	Prbm.g_00355
OG0000378	Prap.g_01409	Prbm.g_00356
OG0000379	Prap.g_01408	Prbm.g_00357
OG0000380	Prap.g_01407	Prbm.g_00358
OG0000381	Prap.g_01406	Prbm.g_00359
OG0000382	Prap.g_01405	Prbm.g_00360
OG0000383	Prap.g_01404	Prbm.g_00361
OG0000384	Prap.g_01402	Prbm.g_00364
OG0000385	Prap.g_01401	Prbm.g_00365
OG0000386	Prap.g_01400	Prbm.g_00366
OG0000387	Prap.g_01399	Prbm.g_00367
OG0000388	Prap.g_01398	Prbm.g_00368
OG0000389	Prap.g_01397	Prbm.g_00369
OG0000390	Prap.g_01396	Prbm.g_00370
OG0000391	Prap.g_01395	Prbm.g_00371
OG0000392	Prap.g_01394	Prbm.g_00372
OG0000393	Prap.g_01393	Prbm.g_00373
OG0000394	Prap.g_01392	Prbm.g_00374
OG0000395	Prap.g_01391	Prbm.g_00375
OG0000396	Prap.g_01390	Prbm.g_00376
OG0000397	Prap.g_01388	Prbm.g_00378
OG0000398	Prap.g_01387	Prbm.g_00379
OG0000399	Prap.g_01385	Prbm.g_00382
OG0000400	Prap.g_01379	Prbm.g_00388
OG0000401	Prap.g_01378	Prbm.g_00768
OG0000402	Prap.g_01372	Prbm.g_00400
OG0000403	Prap.g_01370	Prbm.g_00402
OG0000404	Prap.g_01369	Prbm.g_00403
OG0000405	Prap.g_01368	Prbm.g_00404
OG0000406	Prap.g_01365	Prbm.g_00407
OG0000407	Prap.g_01364	Prbm.g_00408
OG0000408	Prap.g_01361	Prbm.g_00410
OG0000409	Prap.g_01360	Prbm.g_00411
OG0000410	Prap.g_01359	Prbm.g_00412
OG0000411	Prap.g_01358	Prbm.g_00413
OG0000412	Prap.g_01357	Prbm.g_00414
OG0000413	Prap.g_01356	Prbm.g_00415
OG0000414	Prap.g_01355	Prbm.g_00416
OG0000415	Prap.g_01354	Prbm.g_00417
OG0000416	Prap.g_01350	Prbm.g_00422
OG0000417	Prap.g_01349	Prbm.g_00423
OG0000418	Prap.g_01347	Prbm.g_00425
OG0000419	Prap.g_01346	Prbm.g_00426
OG0000420	Prap.g_00728	Prbm.g_00866
OG0000421	Prap.g_00500	Prbm.g_01088
OG0000422	Prap.g_01827	Prbm.g_01121
OG0000423	Prap.g_00495	Prbm.g_01353
OG0000424	Prap.g_01714	Prbm.g_01949
OG0000425	Prap.g_01335	Prbm.g_00440
OG0000426	Prap.g_01334	Prbm.g_00441
OG0000427	Prap.g_01333	Prbm.g_00442
OG0000428	Prap.g_01331	Prbm.g_00445
OG0000429	Prap.g_01330	Prbm.g_00446
OG0000430	Prap.g_01328	Prbm.g_00448
OG0000431	Prap.g_01327	Prbm.g_00449
OG0000432	Prap.g_01326	Prbm.g_00450
OG0000433	Prap.g_01325	Prbm.g_00451
OG0000434	Prap.g_01324	Prbm.g_00452
OG0000435	Prap.g_01323	Prbm.g_00453
OG0000436	Prap.g_01322	Prbm.g_00454
OG0000437	Prap.g_01321	Prbm.g_00455
OG0000438	Prap.g_01320	Prbm.g_00456
OG0000439	Prap.g_01319	Prbm.g_00457
OG0000440	Prap.g_01318	Prbm.g_00458
OG0000441	Prap.g_01317	Prbm.g_00459
OG0000442	Prap.g_01316	Prbm.g_00460
OG0000443	Prap.g_01315	Prbm.g_00461
OG0000444	Prap.g_01314	Prbm.g_00462
OG0000445	Prap.g_01310	Prbm.g_00480
OG0000446	Prap.g_01308	Prbm.g_00482
OG0000447	Prap.g_01307	Prbm.g_00483
OG0000448	Prap.g_01306	Prbm.g_00484
OG0000449	Prap.g_01302	Prbm.g_00490
OG0000450	Prap.g_01301	Prbm.g_00491
OG0000451	Prap.g_01300	Prbm.g_00492
OG0000452	Prap.g_01298	Prbm.g_00494
OG0000453	Prap.g_01297	Prbm.g_00495
OG0000454	Prap.g_01296	Prbm.g_00497
OG0000455	Prap.g_01294	Prbm.g_00498
OG0000456	Prap.g_01290	Prbm.g_00502
OG0000457	Prap.g_01289	Prbm.g_00504
OG0000458	Prap.g_01288	Prbm.g_00505
OG0000459	Prap.g_01286	Prbm.g_00507
OG0000460	Prap.g_01284	Prbm.g_00509
OG0000461	Prap.g_01283	Prbm.g_00510
OG0000462	Prap.g_01282	Prbm.g_00511
OG0000463	Prap.g_01280	Prbm.g_00512
OG0000464	Prap.g_01279	Prbm.g_00513
OG0000465	Prap.g_01278	Prbm.g_00514
OG0000466	Prap.g_01277	Prbm.g_00515
OG0000467	Prap.g_01276	Prbm.g_00516
OG0000468	Prap.g_01275	Prbm.g_00517
OG0000469	Prap.g_01274	Prbm.g_00518
OG0000470	Prap.g_01273	Prbm.g_00519
OG0000471	Prap.g_01272	Prbm.g_00520
OG0000472	Prap.g_01266	Prbm.g_00534
OG0000473	Prap.g_01265	Prbm.g_00535
OG0000474	Prap.g_01264	Prbm.g_00536
OG0000475	Prap.g_01263	Prbm.g_00537
OG0000476	Prap.g_01262	Prbm.g_00539
OG0000477	Prap.g_01261	Prbm.g_00540
OG0000478	Prap.g_01260	Prbm.g_00541
OG0000479	Prap.g_01259	Prbm.g_00542
OG0000480	Prap.g_01257	Prbm.g_00544
OG0000481	Prap.g_01255	Prbm.g_00546
OG0000482	Prap.g_01254	Prbm.g_00547
OG0000483	Prap.g_01252	Prbm.g_00549
OG0000484	Prap.g_01251	Prbm.g_00550
OG0000485	Prap.g_01250	Prbm.g_00551
OG0000486	Prap.g_01249	Prbm.g_00553
OG0000487	Prap.g_01245	Prbm.g_00557
OG0000488	Prap.g_01244	Prbm.g_00558
OG0000489	Prap.g_01243	Prbm.g_00559
OG0000490	Prap.g_01242	Prbm.g_00560
OG0000491	Prap.g_01241	Prbm.g_00561
OG0000492	Prap.g_01240	Prbm.g_00562
OG0000493	Prap.g_01239	Prbm.g_00563
OG0000494	Prap.g_01238	Prbm.g_00564
OG0000495	Prap.g_01235	Prbm.g_00567
OG0000496	Prap.g_01234	Prbm.g_00568
OG0000497	Prap.g_01233	Prbm.g_00569
OG0000498	Prap.g_01232	Prbm.g_00570
OG0000499	Prap.g_01231	Prbm.g_00571
OG0000500	Prap.g_01229	Prbm.g_00573
OG0000501	Prap.g_01228	Prbm.g_00574
OG0000502	Prap.g_01227	Prbm.g_00575
OG0000503	Prap.g_01225	Prbm.g_00577
OG0000504	Prap.g_01224	Prbm.g_00578
OG0000505	Prap.g_01223	Prbm.g_00579
OG0000506	Prap.g_01222	Prbm.g_00580
OG0000507	Prap.g_01221	Prbm.g_00581
OG0000508	Prap.g_01220	Prbm.g_00582
OG0000509	Prap.g_01219	Prbm.g_00583
OG0000510	Prap.g_01218	Prbm.g_00584
OG0000511	Prap.g_01216	Prbm.g_00586
OG0000512	Prap.g_01215	Prbm.g_00587
OG0000513	Prap.g_01214	Prbm.g_00588
OG0000514	Prap.g_01213	Prbm.g_00589
OG0000515	Prap.g_01212	Prbm.g_00590
OG0000516	Prap.g_01211	Prbm.g_00591
OG0000517	Prap.g_01210	Prbm.g_00593
OG0000518	Prap.g_01209	Prbm.g_00594
OG0000519	Prap.g_01207	Prbm.g_00595
OG0000520	Prap.g_01205	Prbm.g_00596
OG0000521	Prap.g_01204	Prbm.g_00597
OG0000522	Prap.g_01203	Prbm.g_00598
OG0000523	Prap.g_01202	Prbm.g_00599
OG0000524	Prap.g_01201	Prbm.g_00600
OG0000525	Prap.g_01200	Prbm.g_00601
OG0000526	Prap.g_01199	Prbm.g_00602
OG0000527	Prap.g_01198	Prbm.g_00603
OG0000528	Prap.g_01197	Prbm.g_00604
OG0000529	Prap.g_01196	Prbm.g_00605
OG0000530	Prap.g_01195	Prbm.g_00606
OG0000531	Prap.g_01194	Prbm.g_00607
OG0000532	Prap.g_01193	Prbm.g_00608
OG0000533	Prap.g_01191	Prbm.g_00609
OG0000534	Prap.g_01190	Prbm.g_00610
OG0000535	Prap.g_01189	Prbm.g_00611
OG0000536	Prap.g_01188	Prbm.g_00612
OG0000537	Prap.g_01187	Prbm.g_00613
OG0000538	Prap.g_01186	Prbm.g_00614
OG0000539	Prap.g_01182	Prbm.g_00616
OG0000540	Prap.g_01181	Prbm.g_00617
OG0000541	Prap.g_01180	Prbm.g_00618
