Orthogroup	Prap	Praq
OG0000170	Prap.g_00941	Praq.g_01217
OG0000171	Prap.g_00940	Praq.g_01218
OG0000172	Prap.g_00939	Praq.g_01219
OG0000173	Prap.g_00938	Praq.g_01220
OG0000174	Prap.g_00937	Praq.g_01221
OG0000175	Prap.g_00936	Praq.g_01222
OG0000176	Prap.g_00935	Praq.g_01223
OG0000177	Prap.g_00934	Praq.g_01224
OG0000178	Prap.g_00933	Praq.g_01225
OG0000179	Prap.g_00931	Praq.g_01227
OG0000180	Prap.g_00930	Praq.g_01228
OG0000181	Prap.g_00929	Praq.g_01229
OG0000182	Prap.g_00928	Praq.g_01230
OG0000183	Prap.g_00927	Praq.g_01231
OG0000184	Prap.g_00925	Praq.g_01232
OG0000185	Prap.g_00922	Praq.g_01235
OG0000186	Prap.g_00919	Praq.g_01239
OG0000187	Prap.g_00918	Praq.g_01240
OG0000188	Prap.g_00917	Praq.g_01241
OG0000189	Prap.g_00915	Praq.g_01255
OG0000190	Prap.g_00913	Praq.g_01257
OG0000191	Prap.g_00911	Praq.g_01258
OG0000192	Prap.g_00910	Praq.g_01259
OG0000193	Prap.g_00909	Praq.g_01261
OG0000194	Prap.g_00906	Praq.g_01262
OG0000195	Prap.g_00905	Praq.g_01263
OG0000196	Prap.g_00904	Praq.g_01264
OG0000197	Prap.g_00902	Praq.g_01266
OG0000198	Prap.g_00901	Praq.g_01267
OG0000199	Prap.g_00899	Praq.g_01268
OG0000200	Prap.g_00887	Praq.g_01939
OG0000201	Prap.g_00886	Praq.g_01938
OG0000202	Prap.g_00885	Praq.g_01937
OG0000203	Prap.g_00881	Praq.g_01934
OG0000204	Prap.g_00880	Praq.g_01933
OG0000205	Prap.g_00877	Praq.g_01930
OG0000206	Prap.g_00875	Praq.g_01928
OG0000207	Prap.g_01100	Praq.g_01926
OG0000208	Prap.g_01099	Praq.g_01925
OG0000209	Prap.g_00025	Praq.g_01924
OG0000210	Prap.g_01098	Praq.g_01923
OG0000211	Prap.g_01097	Praq.g_01922
OG0000212	Prap.g_01096	Praq.g_01921
OG0000213	Prap.g_01095	Praq.g_01920
OG0000214	Prap.g_01094	Praq.g_01919
OG0000215	Prap.g_01093	Praq.g_01918
OG0000216	Prap.g_01092	Praq.g_01917
OG0000217	Prap.g_01090	Praq.g_01915
OG0000218	Prap.g_01089	Praq.g_01914
OG0000219	Prap.g_01088	Praq.g_01913
OG0000220	Prap.g_01087	Praq.g_01912
OG0000221	Prap.g_01084	Praq.g_01909
OG0000222	Prap.g_01083	Praq.g_01908
OG0000223	Prap.g_01082	Praq.g_01907
OG0000224	Prap.g_01080	Praq.g_01906
OG0000225	Prap.g_01079	Praq.g_01905
OG0000226	Prap.g_01078	Praq.g_01904
OG0000227	Prap.g_01076	Praq.g_01903
OG0000228	Prap.g_01075	Praq.g_01902
OG0000229	Prap.g_01074	Praq.g_01901
OG0000230	Prap.g_01073	Praq.g_01900
OG0000231	Prap.g_01072	Praq.g_01899
OG0000232	Prap.g_01071	Praq.g_01897
OG0000233	Prap.g_01069	Praq.g_01896
OG0000234	Prap.g_01068	Praq.g_01895
OG0000235	Prap.g_01067	Praq.g_01894
OG0000236	Prap.g_01064	Praq.g_01893
OG0000237	Prap.g_01063	Praq.g_01892
OG0000238	Prap.g_01062	Praq.g_01891
OG0000239	Prap.g_01060	Praq.g_01889
OG0000240	Prap.g_01059	Praq.g_01888
OG0000241	Prap.g_01058	Praq.g_01887
OG0000242	Prap.g_01057	Praq.g_01886
OG0000243	Prap.g_01054	Praq.g_01883
OG0000244	Prap.g_01051	Praq.g_01881
OG0000245	Prap.g_01050	Praq.g_01880
OG0000246	Prap.g_01049	Praq.g_01879
OG0000247	Prap.g_01047	Praq.g_01876
OG0000248	Prap.g_01045	Praq.g_01874
OG0000249	Prap.g_01043	Praq.g_01873
OG0000250	Prap.g_01042	Praq.g_01872
OG0000251	Prap.g_01041	Praq.g_01871
OG0000252	Prap.g_01040	Praq.g_01870
OG0000253	Prap.g_01039	Praq.g_01869
OG0000254	Prap.g_00319	Praq.g_01867
OG0000255	Prap.g_01037	Praq.g_01866
OG0000256	Prap.g_01034	Praq.g_01863
OG0000257	Prap.g_01032	Praq.g_01861
OG0000258	Prap.g_01026	Praq.g_01857
OG0000259	Prap.g_01025	Praq.g_01856
OG0000260	Prap.g_01024	Praq.g_01855
OG0000261	Prap.g_01023	Praq.g_01854
OG0000262	Prap.g_01022	Praq.g_01853
OG0000263	Prap.g_01020	Praq.g_01851
OG0000264	Prap.g_01019	Praq.g_01850
OG0000265	Prap.g_01018	Praq.g_01849
OG0000266	Prap.g_01017	Praq.g_01848
OG0000267	Prap.g_01016	Praq.g_01847
OG0000268	Prap.g_01014	Praq.g_01846
OG0000269	Prap.g_01012	Praq.g_01844
OG0000270	Prap.g_01011	Praq.g_01843
OG0000271	Prap.g_01010	Praq.g_01842
OG0000272	Prap.g_01009	Praq.g_01841
OG0000273	Prap.g_01008	Praq.g_01840
OG0000274	Prap.g_01007	Praq.g_01839
OG0000275	Prap.g_01006	Praq.g_01838
OG0000276	Prap.g_01005	Praq.g_01837
OG0000277	Prap.g_01003	Praq.g_01835
OG0000278	Prap.g_01002	Praq.g_01834
OG0000279	Prap.g_01001	Praq.g_01833
OG0000280	Prap.g_00999	Praq.g_01831
OG0000281	Prap.g_00997	Praq.g_01829
OG0000282	Prap.g_00996	Praq.g_01828
OG0000283	Prap.g_00995	Praq.g_01827
OG0000284	Prap.g_00994	Praq.g_01826
OG0000285	Prap.g_00993	Praq.g_01825
OG0000286	Prap.g_00992	Praq.g_01824
OG0000287	Prap.g_00991	Praq.g_01823
OG0000288	Prap.g_00989	Praq.g_01821
OG0000289	Prap.g_00988	Praq.g_01820
OG0000290	Prap.g_00987	Praq.g_01819
OG0000291	Prap.g_00985	Praq.g_01817
OG0000292	Prap.g_00983	Praq.g_01816
OG0000293	Prap.g_00982	Praq.g_01815
OG0000294	Prap.g_00981	Praq.g_01814
OG0000295	Prap.g_00980	Praq.g_01813
OG0000296	Prap.g_00979	Praq.g_01812
OG0000297	Prap.g_00978	Praq.g_01811
OG0000298	Prap.g_00976	Praq.g_01809
OG0000299	Prap.g_00975	Praq.g_01808
OG0000300	Prap.g_00974	Praq.g_01807
OG0000301	Prap.g_00973	Praq.g_01806
OG0000302	Prap.g_00972	Praq.g_01805
OG0000303	Prap.g_00971	Praq.g_01804
OG0000304	Prap.g_00969	Praq.g_01802
OG0000305	Prap.g_00968	Praq.g_01801
OG0000306	Prap.g_00965	Praq.g_01798
OG0000307	Prap.g_00964	Praq.g_01797
OG0000308	Prap.g_00963	Praq.g_01796
OG0000309	Prap.g_00962	Praq.g_01795
OG0000310	Prap.g_00961	Praq.g_01794
OG0000311	Prap.g_00959	Praq.g_01793
OG0000312	Prap.g_00958	Praq.g_01792
OG0000313	Prap.g_00957	Praq.g_01791
OG0000314	Prap.g_00956	Praq.g_01790
OG0000315	Prap.g_00955	Praq.g_01789
OG0000316	Prap.g_00954	Praq.g_01788
OG0000317	Prap.g_00953	Praq.g_01787
OG0000318	Prap.g_00952	Praq.g_01786
OG0000319	Prap.g_00951	Praq.g_01785
OG0000320	Prap.g_00950	Praq.g_01784
OG0000321	Prap.g_00949	Praq.g_01783
OG0000322	Prap.g_00948	Praq.g_01782
OG0000323	Prap.g_00947	Praq.g_01781
OG0000324	Prap.g_00946	Praq.g_01780
OG0000325	Prap.g_00945	Praq.g_01779
OG0000326	Prap.g_00944	Praq.g_01778
OG0000327	Prap.g_00943	Praq.g_01777
OG0000328	Prap.g_01487	Praq.g_01776
OG0000329	Prap.g_01486	Praq.g_01775
OG0000330	Prap.g_01485	Praq.g_01774
OG0000331	Prap.g_01483	Praq.g_01773
OG0000332	Prap.g_01482	Praq.g_01772
OG0000333	Prap.g_01481	Praq.g_01771
OG0000334	Prap.g_01480	Praq.g_01770
OG0000335	Prap.g_01479	Praq.g_01769
OG0000336	Prap.g_01477	Praq.g_01767
OG0000337	Prap.g_01476	Praq.g_01766
OG0000338	Prap.g_01471	Praq.g_01762
OG0000339	Prap.g_01469	Praq.g_01760
OG0000340	Prap.g_01467	Praq.g_01758
OG0000341	Prap.g_01466	Praq.g_01757
OG0000342	Prap.g_01465	Praq.g_01756
OG0000343	Prap.g_01464	Praq.g_01755
OG0000344	Prap.g_01461	Praq.g_01752
OG0000345	Prap.g_01457	Praq.g_01750
OG0000346	Prap.g_01456	Praq.g_01749
OG0000347	Prap.g_01453	Praq.g_01746
OG0000348	Prap.g_01452	Praq.g_01744
OG0000349	Prap.g_01451	Praq.g_01743
OG0000350	Prap.g_01449	Praq.g_01741
OG0000351	Prap.g_01448	Praq.g_01740
OG0000352	Prap.g_01447	Praq.g_01739
OG0000353	Prap.g_01446	Praq.g_01738
OG0000354	Prap.g_01444	Praq.g_01737
OG0000355	Prap.g_01443	Praq.g_01736
OG0000356	Prap.g_01442	Praq.g_01735
OG0000357	Prap.g_01441	Praq.g_01734
OG0000358	Prap.g_01440	Praq.g_01733
OG0000359	Prap.g_01438	Praq.g_01732
OG0000360	Prap.g_01435	Praq.g_01728
OG0000361	Prap.g_01434	Praq.g_01727
OG0000362	Prap.g_01433	Praq.g_01726
OG0000363	Prap.g_01432	Praq.g_01725
OG0000364	Prap.g_01428	Praq.g_01721
OG0000365	Prap.g_01427	Praq.g_01719
OG0000366	Prap.g_01424	Praq.g_01717
OG0000367	Prap.g_01423	Praq.g_01716
OG0000368	Prap.g_01422	Praq.g_01715
OG0000369	Prap.g_01421	Praq.g_01714
OG0000370	Prap.g_01420	Praq.g_01713
OG0000371	Prap.g_01418	Praq.g_01712
OG0000372	Prap.g_01417	Praq.g_01711
OG0000373	Prap.g_01416	Praq.g_01710
OG0000374	Prap.g_01415	Praq.g_01708
OG0000375	Prap.g_01414	Praq.g_01707
OG0000376	Prap.g_01411	Praq.g_01704
OG0000377	Prap.g_01410	Praq.g_01703
OG0000378	Prap.g_01409	Praq.g_01702
OG0000379	Prap.g_01408	Praq.g_01701
OG0000380	Prap.g_01407	Praq.g_01700
OG0000381	Prap.g_01406	Praq.g_01699
OG0000382	Prap.g_01405	Praq.g_01698
OG0000383	Prap.g_01404	Praq.g_01697
OG0000384	Prap.g_01402	Praq.g_01694
OG0000385	Prap.g_01401	Praq.g_01693
OG0000386	Prap.g_01400	Praq.g_01692
OG0000387	Prap.g_01399	Praq.g_01691
OG0000388	Prap.g_01398	Praq.g_01690
OG0000389	Prap.g_01397	Praq.g_01689
OG0000390	Prap.g_01396	Praq.g_01688
OG0000391	Prap.g_01395	Praq.g_01687
OG0000392	Prap.g_01394	Praq.g_01686
OG0000393	Prap.g_01393	Praq.g_01685
OG0000394	Prap.g_01392	Praq.g_01684
OG0000395	Prap.g_01391	Praq.g_01683
OG0000396	Prap.g_01390	Praq.g_01681
OG0000397	Prap.g_01388	Praq.g_01679
OG0000398	Prap.g_01387	Praq.g_01678
OG0000399	Prap.g_01385	Praq.g_01675
OG0000400	Prap.g_01379	Praq.g_01674
OG0000401	Prap.g_01378	Praq.g_01673
OG0000402	Prap.g_01372	Praq.g_01211
OG0000403	Prap.g_01370	Praq.g_01210
OG0000404	Prap.g_01369	Praq.g_01209
OG0000405	Prap.g_01368	Praq.g_01207
OG0000406	Prap.g_01365	Praq.g_01204
OG0000407	Prap.g_01364	Praq.g_01203
OG0000408	Prap.g_01361	Praq.g_01200
OG0000409	Prap.g_01360	Praq.g_01199
OG0000410	Prap.g_01359	Praq.g_01198
OG0000411	Prap.g_01358	Praq.g_01197
OG0000412	Prap.g_01357	Praq.g_01196
OG0000413	Prap.g_01356	Praq.g_01195
OG0000414	Prap.g_01355	Praq.g_01194
OG0000415	Prap.g_01354	Praq.g_01193
OG0000416	Prap.g_01350	Praq.g_01189
OG0000417	Prap.g_01349	Praq.g_01188
OG0000418	Prap.g_01347	Praq.g_01187
OG0000419	Prap.g_01346	Praq.g_01186
OG0000420	Prap.g_00728	Praq.g_01185
OG0000421	Prap.g_00500	Praq.g_01172
OG0000422	Prap.g_01827	Praq.g_01164
OG0000423	Prap.g_00495	Praq.g_01163
OG0000424	Prap.g_01714	Praq.g_01158
OG0000425	Prap.g_01335	Praq.g_01126
OG0000426	Prap.g_01334	Praq.g_01125
OG0000427	Prap.g_01333	Praq.g_01124
OG0000428	Prap.g_01331	Praq.g_01122
OG0000429	Prap.g_01330	Praq.g_01121
OG0000430	Prap.g_01328	Praq.g_01119
OG0000431	Prap.g_01327	Praq.g_01118
OG0000432	Prap.g_01326	Praq.g_01117
OG0000433	Prap.g_01325	Praq.g_01116
OG0000434	Prap.g_01324	Praq.g_01115
OG0000435	Prap.g_01323	Praq.g_01114
OG0000436	Prap.g_01322	Praq.g_01113
OG0000437	Prap.g_01321	Praq.g_01112
OG0000438	Prap.g_01320	Praq.g_01111
OG0000439	Prap.g_01319	Praq.g_01110
OG0000440	Prap.g_01318	Praq.g_01109
OG0000441	Prap.g_01317	Praq.g_01108
OG0000442	Prap.g_01316	Praq.g_01107
OG0000443	Prap.g_01315	Praq.g_00500
OG0000444	Prap.g_01314	Praq.g_00501
OG0000445	Prap.g_01310	Praq.g_00502
OG0000446	Prap.g_01308	Praq.g_00504
OG0000447	Prap.g_01307	Praq.g_00505
OG0000448	Prap.g_01306	Praq.g_00507
OG0000449	Prap.g_01302	Praq.g_00511
OG0000450	Prap.g_01301	Praq.g_00512
OG0000451	Prap.g_01300	Praq.g_00513
OG0000452	Prap.g_01298	Praq.g_00514
OG0000453	Prap.g_01297	Praq.g_00515
OG0000454	Prap.g_01296	Praq.g_00522
OG0000455	Prap.g_01294	Praq.g_00524
OG0000456	Prap.g_01290	Praq.g_00528
OG0000457	Prap.g_01289	Praq.g_00529
OG0000458	Prap.g_01288	Praq.g_00530
OG0000459	Prap.g_01286	Praq.g_00532
OG0000460	Prap.g_01284	Praq.g_00534
OG0000461	Prap.g_01283	Praq.g_00535
OG0000462	Prap.g_01282	Praq.g_00536
OG0000463	Prap.g_01280	Praq.g_00538
OG0000464	Prap.g_01279	Praq.g_00539
OG0000465	Prap.g_01278	Praq.g_00540
OG0000466	Prap.g_01277	Praq.g_00541
OG0000467	Prap.g_01276	Praq.g_00542
OG0000468	Prap.g_01275	Praq.g_00543
OG0000469	Prap.g_01274	Praq.g_00544
OG0000470	Prap.g_01273	Praq.g_00545
OG0000471	Prap.g_01272	Praq.g_00546
OG0000472	Prap.g_01266	Praq.g_01102
OG0000473	Prap.g_01265	Praq.g_01101
OG0000474	Prap.g_01264	Praq.g_01100
OG0000475	Prap.g_01263	Praq.g_01099
OG0000476	Prap.g_01262	Praq.g_01097
OG0000477	Prap.g_01261	Praq.g_01096
OG0000478	Prap.g_01260	Praq.g_01095
OG0000479	Prap.g_01259	Praq.g_01094
OG0000480	Prap.g_01257	Praq.g_01092
OG0000481	Prap.g_01255	Praq.g_01090
OG0000482	Prap.g_01254	Praq.g_01089
OG0000483	Prap.g_01252	Praq.g_01087
OG0000484	Prap.g_01251	Praq.g_01086
OG0000485	Prap.g_01250	Praq.g_01085
OG0000486	Prap.g_01249	Praq.g_01084
OG0000487	Prap.g_01245	Praq.g_01079
OG0000488	Prap.g_01244	Praq.g_01077
OG0000489	Prap.g_01243	Praq.g_01076
OG0000490	Prap.g_01242	Praq.g_01075
OG0000491	Prap.g_01241	Praq.g_01074
OG0000492	Prap.g_01240	Praq.g_01073
OG0000493	Prap.g_01239	Praq.g_01072
OG0000494	Prap.g_01238	Praq.g_01071
OG0000495	Prap.g_01235	Praq.g_01068
OG0000496	Prap.g_01234	Praq.g_01067
OG0000497	Prap.g_01233	Praq.g_01066
OG0000498	Prap.g_01232	Praq.g_01065
OG0000499	Prap.g_01231	Praq.g_01064
OG0000500	Prap.g_01229	Praq.g_01062
OG0000501	Prap.g_01228	Praq.g_01061
OG0000502	Prap.g_01227	Praq.g_01060
OG0000503	Prap.g_01225	Praq.g_01058
OG0000504	Prap.g_01224	Praq.g_01057
OG0000505	Prap.g_01223	Praq.g_01056
OG0000506	Prap.g_01222	Praq.g_01055
OG0000507	Prap.g_01221	Praq.g_01054
OG0000508	Prap.g_01220	Praq.g_01053
OG0000509	Prap.g_01219	Praq.g_01052
OG0000510	Prap.g_01218	Praq.g_01051
OG0000511	Prap.g_01216	Praq.g_01049
OG0000512	Prap.g_01215	Praq.g_01048
OG0000513	Prap.g_01214	Praq.g_01047
OG0000514	Prap.g_01213	Praq.g_01046
OG0000515	Prap.g_01212	Praq.g_01045
OG0000516	Prap.g_01211	Praq.g_01044
OG0000517	Prap.g_01210	Praq.g_01042
OG0000518	Prap.g_01209	Praq.g_01041
OG0000519	Prap.g_01207	Praq.g_01040
OG0000520	Prap.g_01205	Praq.g_01039
OG0000521	Prap.g_01204	Praq.g_01038
OG0000522	Prap.g_01203	Praq.g_01037
OG0000523	Prap.g_01202	Praq.g_01036
OG0000524	Prap.g_01201	Praq.g_01035
OG0000525	Prap.g_01200	Praq.g_01034
OG0000526	Prap.g_01199	Praq.g_01033
OG0000527	Prap.g_01198	Praq.g_01032
OG0000528	Prap.g_01197	Praq.g_01031
OG0000529	Prap.g_01196	Praq.g_01030
OG0000530	Prap.g_01195	Praq.g_01029
OG0000531	Prap.g_01194	Praq.g_01028
OG0000532	Prap.g_01193	Praq.g_01027
OG0000533	Prap.g_01191	Praq.g_01025
OG0000534	Prap.g_01190	Praq.g_01024
OG0000535	Prap.g_01189	Praq.g_01023
OG0000536	Prap.g_01188	Praq.g_01022
OG0000537	Prap.g_01187	Praq.g_01021
OG0000538	Prap.g_01186	Praq.g_01020
OG0000539	Prap.g_01182	Praq.g_01017
OG0000540	Prap.g_01181	Praq.g_01016
OG0000541	Prap.g_01180	Praq.g_01015
OG0000542	Prap.g_01177	Praq.g_01012
OG0000543	Prap.g_01176	Praq.g_01010
OG0000544	Prap.g_01175	Praq.g_01009
OG0000545	Prap.g_01174	Praq.g_01008
OG0000546	Prap.g_01173	Praq.g_01007
OG0000547	Prap.g_01172	Praq.g_01006
OG0000548	Prap.g_01171	Praq.g_01005
OG0000549	Prap.g_01169	Praq.g_01003
OG0000550	Prap.g_01168	Praq.g_01002
OG0000551	Prap.g_01167	Praq.g_01001
OG0000552	Prap.g_01166	Praq.g_01000
OG0000553	Prap.g_01165	Praq.g_00999
OG0000554	Prap.g_01164	Praq.g_00998
OG0000555	Prap.g_01162	Praq.g_00997
OG0000556	Prap.g_01161	Praq.g_00996
OG0000557	Prap.g_01160	Praq.g_00995
OG0000558	Prap.g_01159	Praq.g_00994
OG0000559	Prap.g_01158	Praq.g_00993
OG0000560	Prap.g_01157	Praq.g_00992
OG0000561	Prap.g_01156	Praq.g_00991
OG0000562	Prap.g_01155	Praq.g_00990
OG0000563	Prap.g_01154	Praq.g_00989
OG0000564	Prap.g_01153	Praq.g_00988
OG0000565	Prap.g_01152	Praq.g_00987
OG0000566	Prap.g_01151	Praq.g_00986
OG0000567	Prap.g_01150	Praq.g_00985
OG0000568	Prap.g_01149	Praq.g_00984
OG0000569	Prap.g_01147	Praq.g_00981
OG0000570	Prap.g_01146	Praq.g_00980
OG0000571	Prap.g_01144	Praq.g_00978
OG0000572	Prap.g_01142	Praq.g_00977
OG0000573	Prap.g_01141	Praq.g_00976
OG0000574	Prap.g_01140	Praq.g_00975
OG0000575	Prap.g_01138	Praq.g_00974
OG0000576	Prap.g_01137	Praq.g_00973
OG0000577	Prap.g_00397	Praq.g_00972
OG0000578	Prap.g_00396	Praq.g_00971
OG0000579	Prap.g_00395	Praq.g_00970
OG0000580	Prap.g_00394	Praq.g_00969
OG0000581	Prap.g_00393	Praq.g_00968
OG0000582	Prap.g_00392	Praq.g_00967
OG0000583	Prap.g_00391	Praq.g_00966
OG0000584	Prap.g_00389	Praq.g_00964
OG0000585	Prap.g_00388	Praq.g_00963
OG0000586	Prap.g_00386	Praq.g_00962
OG0000587	Prap.g_00385	Praq.g_00961
OG0000588	Prap.g_00384	Praq.g_00960
OG0000589	Prap.g_00383	Praq.g_00959
OG0000590	Prap.g_00382	Praq.g_00958
OG0000591	Prap.g_00381	Praq.g_00957
