Orthogroup	Syak	Prae
OG0000166	Syak.g_01345	Prae.g_01722
OG0000167	Syak.g_01561	Prae.g_01789
OG0000168	Syak.g_01625	Prae.g_01799
OG0000169	Syak.g_01637	Prae.g_01809
OG0000170	Syak.g_01644	Prae.g_01811
OG0000171	Syak.g_01691	Prae.g_01830
OG0000172	Syak.g_01713	Prae.g_01838
OG0000173	Syak.g_01733	Prae.g_01853
OG0000174	Syak.g_01895	Prae.g_01881
OG0000175	Syak.g_01827	Prae.g_01891
OG0000176	Syak.g_01790	Prae.g_00004
OG0000177	Syak.g_01789	Prae.g_00005
OG0000178	Syak.g_01788	Prae.g_00006
OG0000179	Syak.g_01773	Prae.g_00016
OG0000180	Syak.g_01772	Prae.g_00017
OG0000181	Syak.g_01771	Prae.g_00018
OG0000182	Syak.g_01770	Prae.g_00019
OG0000183	Syak.g_01766	Prae.g_00023
OG0000184	Syak.g_01955	Prae.g_00048
OG0000185	Syak.g_01971	Prae.g_00051
OG0000186	Syak.g_02258	Prae.g_00064
OG0000187	Syak.g_02257	Prae.g_00065
OG0000188	Syak.g_02235	Prae.g_00082
OG0000189	Syak.g_02203	Prae.g_00096
OG0000190	Syak.g_01575	Prae.g_00097
OG0000191	Syak.g_02171	Prae.g_00117
OG0000192	Syak.g_02165	Prae.g_00121
OG0000193	Syak.g_02127	Prae.g_00149
OG0000194	Syak.g_02124	Prae.g_00152
OG0000195	Syak.g_02122	Prae.g_00154
OG0000196	Syak.g_02111	Prae.g_00164
OG0000197	Syak.g_02110	Prae.g_00165
OG0000198	Syak.g_02109	Prae.g_00166
OG0000199	Syak.g_02100	Prae.g_00173
OG0000200	Syak.g_02083	Prae.g_00187
OG0000201	Syak.g_02068	Prae.g_00195
OG0000202	Syak.g_02067	Prae.g_00196
OG0000203	Syak.g_02066	Prae.g_00197
OG0000204	Syak.g_02065	Prae.g_00198
OG0000205	Syak.g_02058	Prae.g_00205
OG0000206	Syak.g_02038	Prae.g_00210
OG0000207	Syak.g_02025	Prae.g_00212
OG0000208	Syak.g_02024	Prae.g_00213
OG0000209	Syak.g_01995	Prae.g_00222
OG0000210	Syak.g_01994	Prae.g_00223
OG0000211	Syak.g_02017, Syak.g_02300	Prae.g_00236
OG0000212	Syak.g_02311	Prae.g_00243
OG0000213	Syak.g_01425	Prae.g_00260
OG0000214	Syak.g_01442	Prae.g_00270
OG0000215	Syak.g_01474	Prae.g_00293
OG0000216	Syak.g_01478	Prae.g_00295
OG0000217	Syak.g_01482	Prae.g_00298
OG0000218	Syak.g_01484	Prae.g_00300
OG0000219	Syak.g_01485	Prae.g_00301
OG0000220	Syak.g_01486	Prae.g_00302
OG0000221	Syak.g_01498	Prae.g_00303
OG0000222	Syak.g_01512	Prae.g_00311
OG0000223	Syak.g_01531	Prae.g_00324
OG0000224	Syak.g_01532	Prae.g_00326
OG0000225	Syak.g_01230	Prae.g_00345
OG0000226	Syak.g_01226	Prae.g_00349
OG0000227	Syak.g_01224	Prae.g_00351
OG0000228	Syak.g_01216	Prae.g_00354
OG0000229	Syak.g_01191	Prae.g_00410
OG0000230	Syak.g_01189	Prae.g_00412
OG0000231	Syak.g_01176	Prae.g_00423
OG0000232	Syak.g_01156	Prae.g_00432
OG0000233	Syak.g_01145	Prae.g_00437
OG0000234	Syak.g_01116	Prae.g_00450
OG0000235	Syak.g_02573	Prae.g_00453
OG0000236	Syak.g_02589	Prae.g_00467
OG0000237	Syak.g_02607	Prae.g_00480
OG0000238	Syak.g_02612	Prae.g_00486
OG0000239	Syak.g_02628	Prae.g_00499
OG0000240	Syak.g_02629	Prae.g_00500
OG0000241	Syak.g_00027	Prae.g_00504
OG0000242	Syak.g_02638	Prae.g_00506
OG0000243	Syak.g_02658	Prae.g_00518
OG0000244	Syak.g_02665	Prae.g_00521
OG0000245	Syak.g_02667	Prae.g_00523
OG0000246	Syak.g_02671	Prae.g_00527
OG0000247	Syak.g_02681	Prae.g_00537
OG0000248	Syak.g_02684	Prae.g_00539
OG0000249	Syak.g_02686	Prae.g_00541
OG0000250	Syak.g_02694	Prae.g_00546
OG0000251	Syak.g_02722	Prae.g_00565
OG0000252	Syak.g_02725	Prae.g_00568
OG0000253	Syak.g_02727	Prae.g_00569
OG0000254	Syak.g_02752	Prae.g_00585
OG0000255	Syak.g_02772	Prae.g_00591
OG0000256	Syak.g_00020	Prae.g_00601
OG0000257	Syak.g_00026	Prae.g_00604
OG0000258	Syak.g_00044	Prae.g_00617
OG0000259	Syak.g_00334	Prae.g_00634
OG0000260	Syak.g_00338	Prae.g_00637
OG0000261	Syak.g_00348	Prae.g_00639
OG0000262	Syak.g_00353	Prae.g_00643
OG0000263	Syak.g_00828	Prae.g_00655
OG0000264	Syak.g_00698	Prae.g_00665
OG0000265	Syak.g_00211	Prae.g_00711
OG0000266	Syak.g_00778	Prae.g_00721
OG0000267	Syak.g_00555	Prae.g_00732
OG0000268	Syak.g_00554	Prae.g_00733
OG0000269	Syak.g_00429	Prae.g_00801
OG0000270	Syak.g_00432	Prae.g_00804
OG0000271	Syak.g_00440	Prae.g_00812
OG0000272	Syak.g_00441	Prae.g_00813
OG0000273	Syak.g_00616	Prae.g_00836
OG0000274	Syak.g_00615	Prae.g_00837
OG0000275	Syak.g_00611	Prae.g_00839
OG0000276	Syak.g_00604	Prae.g_00844
OG0000277	Syak.g_00603	Prae.g_00845
OG0000278	Syak.g_00600	Prae.g_00848
OG0000279	Syak.g_00592	Prae.g_00855
OG0000280	Syak.g_00582	Prae.g_00856
OG0000281	Syak.g_00339	Prae.g_00861
OG0000282	Syak.g_00375	Prae.g_00910
OG0000283	Syak.g_00541	Prae.g_00941
OG0000284	Syak.g_00536	Prae.g_00946
OG0000285	Syak.g_00523	Prae.g_00951
OG0000286	Syak.g_00504	Prae.g_00963
OG0000287	Syak.g_00477	Prae.g_00980
OG0000288	Syak.g_00644	Prae.g_01013
OG0000289	Syak.g_00659	Prae.g_01024
OG0000290	Syak.g_00738	Prae.g_01037
OG0000291	Syak.g_00734, Syak.g_00737	Prae.g_01039
OG0000292	Syak.g_01802	Prae.g_01090
OG0000293	Syak.g_00910	Prae.g_01154
OG0000294	Syak.g_00909	Prae.g_01155
OG0000295	Syak.g_00863	Prae.g_01175
OG0000296	Syak.g_00861	Prae.g_01177
OG0000297	Syak.g_00848	Prae.g_01185
OG0000298	Syak.g_00847	Prae.g_01186
OG0000299	Syak.g_00820	Prae.g_01203
OG0000300	Syak.g_00813	Prae.g_01206
OG0000301	Syak.g_00812	Prae.g_01207
OG0000302	Syak.g_00811	Prae.g_01209
OG0000303	Syak.g_00674	Prae.g_01216
OG0000304	Syak.g_00680	Prae.g_01220
OG0000305	Syak.g_00732	Prae.g_01360
OG0000306	Syak.g_00094	Prae.g_01363
OG0000307	Syak.g_02556	Prae.g_01377
OG0000308	Syak.g_02554	Prae.g_01378
OG0000309	Syak.g_02549	Prae.g_01382
OG0000310	Syak.g_00994	Prae.g_01444
OG0000311	Syak.g_00999	Prae.g_01446
OG0000312	Syak.g_01028	Prae.g_01449
OG0000313	Syak.g_01046	Prae.g_01463
OG0000314	Syak.g_01079	Prae.g_01486
OG0000315	Syak.g_01090	Prae.g_01496
OG0000316	Syak.g_02462	Prae.g_01516
OG0000317	Syak.g_02419	Prae.g_01621
OG0000318	Syak.g_02415	Prae.g_01624
OG0000319	Syak.g_02399	Prae.g_01637
OG0000320	Syak.g_02397	Prae.g_01639
OG0000321	Syak.g_02396	Prae.g_01640
OG0000322	Syak.g_02395	Prae.g_01641
OG0000323	Syak.g_02380	Prae.g_01650
OG0000324	Syak.g_02347	Prae.g_01676
OG0000325	Syak.g_01391	Prae.g_01687
OG0000326	Syak.g_01384	Prae.g_01693
OG0000327	Syak.g_01350	Prae.g_01717
OG0000328	Syak.g_01349	Prae.g_01718
OG0000329	Syak.g_01331	Prae.g_01735
OG0000330	Syak.g_01330	Prae.g_01736
OG0000331	Syak.g_01329	Prae.g_01737
OG0000332	Syak.g_01314	Prae.g_01751
OG0000333	Syak.g_01311	Prae.g_01753
OG0000334	Syak.g_01302	Prae.g_01761
OG0000335	Syak.g_01298	Prae.g_01767
OG0000336	Syak.g_01294	Prae.g_01771
OG0000337	Syak.g_01555	Prae.g_01787
OG0000338	Syak.g_01558	Prae.g_01788
OG0000339	Syak.g_01566	Prae.g_01792
OG0000340	Syak.g_01626	Prae.g_01800
OG0000341	Syak.g_01628	Prae.g_01802
OG0000342	Syak.g_01629	Prae.g_01803
OG0000343	Syak.g_01631	Prae.g_01804
OG0000344	Syak.g_01635	Prae.g_01807
OG0000345	Syak.g_01645	Prae.g_01812
OG0000346	Syak.g_01651	Prae.g_01816
OG0000347	Syak.g_01694	Prae.g_01832
OG0000348	Syak.g_01717	Prae.g_01841
OG0000349	Syak.g_01740	Prae.g_01858
OG0000350	Syak.g_01377	Prae.g_01877
OG0000351	Syak.g_01823	Prae.g_01894
OG0000352	Syak.g_01822	Prae.g_01895
OG0000353	Syak.g_01796	Prae.g_01910
OG0000354	Syak.g_01775	Prae.g_00689
OG0000355	Syak.g_01793	Prae.g_00001
OG0000356	Syak.g_01792	Prae.g_00002
OG0000357	Syak.g_01791	Prae.g_00003
OG0000358	Syak.g_01787	Prae.g_00007
OG0000359	Syak.g_01785	Prae.g_00008
OG0000360	Syak.g_01784	Prae.g_00009
OG0000361	Syak.g_01783	Prae.g_00010
OG0000362	Syak.g_01781	Prae.g_00012
OG0000363	Syak.g_01779	Prae.g_00014
OG0000364	Syak.g_01778	Prae.g_00015
OG0000365	Syak.g_01769	Prae.g_00020
OG0000366	Syak.g_01768	Prae.g_00021
OG0000367	Syak.g_01767	Prae.g_00022
OG0000368	Syak.g_01765	Prae.g_00024
OG0000369	Syak.g_01764	Prae.g_00025
OG0000370	Syak.g_01763	Prae.g_00026
OG0000371	Syak.g_01753	Prae.g_00032
OG0000372	Syak.g_01748	Prae.g_00035
OG0000373	Syak.g_01747	Prae.g_00036
OG0000374	Syak.g_01746	Prae.g_00037
OG0000375	Syak.g_01744	Prae.g_00042
OG0000376	Syak.g_01742	Prae.g_00044
OG0000377	Syak.g_01948	Prae.g_00047
OG0000378	Syak.g_01968	Prae.g_00049
OG0000379	Syak.g_01972	Prae.g_00052
OG0000380	Syak.g_02256	Prae.g_00066
OG0000381	Syak.g_02254	Prae.g_00070
OG0000382	Syak.g_02236	Prae.g_00081
OG0000383	Syak.g_02229	Prae.g_00083
OG0000384	Syak.g_02228	Prae.g_00084
OG0000385	Syak.g_02227	Prae.g_00085
OG0000386	Syak.g_02226	Prae.g_00086
OG0000387	Syak.g_02200	Prae.g_00099
OG0000388	Syak.g_02196	Prae.g_00102
OG0000389	Syak.g_02193, Syak.g_02345	Prae.g_00105
OG0000390	Syak.g_02177	Prae.g_00112
OG0000391	Syak.g_02172	Prae.g_00116
OG0000392	Syak.g_02166	Prae.g_00120
OG0000393	Syak.g_02163	Prae.g_00122
OG0000394	Syak.g_02162	Prae.g_00123
OG0000395	Syak.g_02161	Prae.g_00124
OG0000396	Syak.g_02158	Prae.g_00127
OG0000397	Syak.g_02156	Prae.g_00129
OG0000398	Syak.g_02151	Prae.g_00131
OG0000399	Syak.g_02150	Prae.g_00132
OG0000400	Syak.g_02149	Prae.g_00133
OG0000401	Syak.g_02148	Prae.g_00134
OG0000402	Syak.g_02146	Prae.g_00136
OG0000403	Syak.g_02145	Prae.g_00137
OG0000404	Syak.g_02143	Prae.g_00138
OG0000405	Syak.g_02131	Prae.g_00142
OG0000406	Syak.g_02126	Prae.g_00150
OG0000407	Syak.g_02125	Prae.g_00151
OG0000408	Syak.g_02123	Prae.g_00153
OG0000409	Syak.g_02121	Prae.g_00155
OG0000410	Syak.g_02120	Prae.g_00156
OG0000411	Syak.g_02119	Prae.g_00157
OG0000412	Syak.g_02118	Prae.g_00158
OG0000413	Syak.g_02116	Prae.g_00159
OG0000415	Syak.g_02114	Prae.g_00161
OG0000416	Syak.g_02113	Prae.g_00162
OG0000417	Syak.g_02112	Prae.g_00163
OG0000418	Syak.g_02107	Prae.g_00168
OG0000419	Syak.g_02105	Prae.g_00170
OG0000420	Syak.g_02103	Prae.g_00171
OG0000421	Syak.g_02097	Prae.g_00176
OG0000422	Syak.g_02096	Prae.g_00177
OG0000423	Syak.g_02095	Prae.g_00178
OG0000424	Syak.g_02094	Prae.g_00179
OG0000425	Syak.g_02093	Prae.g_00180
OG0000426	Syak.g_02092	Prae.g_00181
OG0000427	Syak.g_02091	Prae.g_00182
OG0000428	Syak.g_02088	Prae.g_00184
OG0000429	Syak.g_02086	Prae.g_00185
OG0000430	Syak.g_02084	Prae.g_00186
OG0000431	Syak.g_02081	Prae.g_00188
OG0000432	Syak.g_02075	Prae.g_00191
OG0000433	Syak.g_02073	Prae.g_00192
OG0000434	Syak.g_02072	Prae.g_00193
OG0000435	Syak.g_02071	Prae.g_00194
OG0000436	Syak.g_02064	Prae.g_00199
OG0000437	Syak.g_02063	Prae.g_00200
OG0000438	Syak.g_02062	Prae.g_00201
OG0000439	Syak.g_02060	Prae.g_00203
OG0000440	Syak.g_02059	Prae.g_00204
OG0000441	Syak.g_02053	Prae.g_00207
OG0000442	Syak.g_02043	Prae.g_00208
OG0000443	Syak.g_02041	Prae.g_00209
OG0000444	Syak.g_02022	Prae.g_00214
OG0000445	Syak.g_02015	Prae.g_00215
OG0000446	Syak.g_02013	Prae.g_00216
OG0000447	Syak.g_02006	Prae.g_00217
OG0000448	Syak.g_02005	Prae.g_00218
OG0000449	Syak.g_02004	Prae.g_00219
OG0000450	Syak.g_01998	Prae.g_00220
OG0000451	Syak.g_01997	Prae.g_00221
OG0000452	Syak.g_01993	Prae.g_00224
OG0000453	Syak.g_01992	Prae.g_00225
OG0000454	Syak.g_01991	Prae.g_00226
OG0000455	Syak.g_01990	Prae.g_00227
OG0000456	Syak.g_01989	Prae.g_00228
OG0000457	Syak.g_01987	Prae.g_00229
OG0000458	Syak.g_01986	Prae.g_00230
OG0000459	Syak.g_01985	Prae.g_00231
OG0000460	Syak.g_02303	Prae.g_00238
OG0000461	Syak.g_01402	Prae.g_00245
OG0000462	Syak.g_01405	Prae.g_00247
OG0000463	Syak.g_01406	Prae.g_00248
OG0000464	Syak.g_01407	Prae.g_00249
OG0000465	Syak.g_01409	Prae.g_00250
OG0000466	Syak.g_01414	Prae.g_00253
OG0000467	Syak.g_01416	Prae.g_00254
OG0000468	Syak.g_01421	Prae.g_00256
OG0000469	Syak.g_01436	Prae.g_00265
OG0000470	Syak.g_01438	Prae.g_00267
OG0000471	Syak.g_01439	Prae.g_00268
OG0000472	Syak.g_01441	Prae.g_00269
OG0000473	Syak.g_01443	Prae.g_00271
OG0000474	Syak.g_01444	Prae.g_00272
OG0000475	Syak.g_01445	Prae.g_00273
OG0000476	Syak.g_01447	Prae.g_00274
OG0000477	Syak.g_01453	Prae.g_00276
OG0000478	Syak.g_01454	Prae.g_00277
OG0000479	Syak.g_01455	Prae.g_00278
OG0000480	Syak.g_01462	Prae.g_00283
OG0000481	Syak.g_01464	Prae.g_00285
OG0000482	Syak.g_01465	Prae.g_00286
OG0000483	Syak.g_01469	Prae.g_00289
OG0000484	Syak.g_01470	Prae.g_00290
OG0000485	Syak.g_01472	Prae.g_00291
OG0000486	Syak.g_01473	Prae.g_00292
OG0000487	Syak.g_01479	Prae.g_00296
OG0000488	Syak.g_01483	Prae.g_00299
OG0000489	Syak.g_01499	Prae.g_00304
OG0000490	Syak.g_01507	Prae.g_00309
OG0000491	Syak.g_01511	Prae.g_00310
OG0000492	Syak.g_01513	Prae.g_00312
OG0000493	Syak.g_01514	Prae.g_00313
OG0000494	Syak.g_01515	Prae.g_00314
OG0000495	Syak.g_01516	Prae.g_00315
OG0000496	Syak.g_01517	Prae.g_00316
OG0000497	Syak.g_01518	Prae.g_00317
OG0000498	Syak.g_01519	Prae.g_00318
OG0000499	Syak.g_01520	Prae.g_00319
OG0000500	Syak.g_01521	Prae.g_00320
OG0000501	Syak.g_01524	Prae.g_00322
OG0000502	Syak.g_01538	Prae.g_00325
OG0000503	Syak.g_01246	Prae.g_00335
OG0000504	Syak.g_01244	Prae.g_00336
OG0000505	Syak.g_01243	Prae.g_00337
OG0000506	Syak.g_01241	Prae.g_00338
OG0000507	Syak.g_01235	Prae.g_00341
OG0000508	Syak.g_01231	Prae.g_00344
OG0000509	Syak.g_01229	Prae.g_00346
OG0000510	Syak.g_01228	Prae.g_00347
OG0000511	Syak.g_01227	Prae.g_00348
OG0000512	Syak.g_01225	Prae.g_00350
OG0000513	Syak.g_01211	Prae.g_00357
OG0000514	Syak.g_01204	Prae.g_00405
OG0000515	Syak.g_01203	Prae.g_00406
OG0000516	Syak.g_01199	Prae.g_00407
OG0000517	Syak.g_01192	Prae.g_00409
OG0000518	Syak.g_01180	Prae.g_00420
OG0000519	Syak.g_01179	Prae.g_00421
OG0000520	Syak.g_01178	Prae.g_00422
OG0000521	Syak.g_01167	Prae.g_00427
OG0000522	Syak.g_01163	Prae.g_00429
OG0000523	Syak.g_01162	Prae.g_00430
OG0000524	Syak.g_01149	Prae.g_00435
OG0000525	Syak.g_01130	Prae.g_00438
OG0000526	Syak.g_01127	Prae.g_00439
OG0000527	Syak.g_01120	Prae.g_00447
OG0000528	Syak.g_02570	Prae.g_00452
OG0000529	Syak.g_02575	Prae.g_00455
OG0000530	Syak.g_02578	Prae.g_00458
OG0000531	Syak.g_02579	Prae.g_00459
OG0000532	Syak.g_02582	Prae.g_00461
OG0000533	Syak.g_02584	Prae.g_00462
OG0000534	Syak.g_02585	Prae.g_00463
OG0000535	Syak.g_02586	Prae.g_00464
OG0000536	Syak.g_02587	Prae.g_00465
OG0000537	Syak.g_02588	Prae.g_00466
OG0000538	Syak.g_02600	Prae.g_00474
OG0000539	Syak.g_02601	Prae.g_00475
OG0000540	Syak.g_02602	Prae.g_00476
OG0000541	Syak.g_02603	Prae.g_00477
OG0000542	Syak.g_02606	Prae.g_00479
OG0000543	Syak.g_02608	Prae.g_00481
OG0000544	Syak.g_02609	Prae.g_00482
OG0000545	Syak.g_02611	Prae.g_00484
OG0000546	Syak.g_02613	Prae.g_00487
OG0000547	Syak.g_02615	Prae.g_00489
OG0000548	Syak.g_02616	Prae.g_00490
OG0000549	Syak.g_02622	Prae.g_00492
OG0000550	Syak.g_02626	Prae.g_00497
OG0000551	Syak.g_02631	Prae.g_00501
OG0000552	Syak.g_02632	Prae.g_00502
OG0000553	Syak.g_02636	Prae.g_00503
OG0000554	Syak.g_02641	Prae.g_00509
OG0000555	Syak.g_02657	Prae.g_00517
OG0000556	Syak.g_02661	Prae.g_00519
OG0000557	Syak.g_02663	Prae.g_00520
OG0000558	Syak.g_02666	Prae.g_00522
OG0000559	Syak.g_02670	Prae.g_00526
OG0000560	Syak.g_02672	Prae.g_00529
OG0000561	Syak.g_02673	Prae.g_00530
OG0000562	Syak.g_02674	Prae.g_00531
OG0000563	Syak.g_02675	Prae.g_00532
OG0000564	Syak.g_02676	Prae.g_00533
OG0000565	Syak.g_02679	Prae.g_00536
OG0000566	Syak.g_02683	Prae.g_00538
OG0000567	Syak.g_02687	Prae.g_00542
OG0000568	Syak.g_02690	Prae.g_00543
OG0000569	Syak.g_02691	Prae.g_00544
OG0000570	Syak.g_02692	Prae.g_00545
OG0000571	Syak.g_02696	Prae.g_00547
OG0000572	Syak.g_02713	Prae.g_00560
OG0000573	Syak.g_02723	Prae.g_00566
OG0000574	Syak.g_02724	Prae.g_00567
OG0000575	Syak.g_02729	Prae.g_00571
OG0000576	Syak.g_02731	Prae.g_00573
OG0000577	Syak.g_02732	Prae.g_00574
OG0000578	Syak.g_02733	Prae.g_00575
OG0000579	Syak.g_02734	Prae.g_00576
OG0000580	Syak.g_02735	Prae.g_00577
OG0000581	Syak.g_02742	Prae.g_00579
OG0000582	Syak.g_02748	Prae.g_00582
OG0000583	Syak.g_02749	Prae.g_00583
OG0000584	Syak.g_02750	Prae.g_00584
OG0000585	Syak.g_02753	Prae.g_00586
OG0000586	Syak.g_02754	Prae.g_00587
OG0000587	Syak.g_02756	Prae.g_00588
