Orthogroup	Syak	Syac
OG0000081	Syak.g_00115	Syac.g_01954, Syac.g_00461
OG0000082	Syak.g_02711	Syac.g_01766
OG0000084	Syak.g_01036	Syac.g_00822, Syac.g_01627
OG0000085	Syak.g_02427	Syac.g_00560
OG0000086	Syak.g_02219	Syac.g_00423
OG0000087	Syak.g_02141	Syac.g_00343
OG0000088	Syak.g_02106	Syac.g_00308
OG0000089	Syak.g_01215	Syac.g_01988, Syac.g_01543
OG0000090	Syak.g_02640	Syac.g_01836
OG0000091	Syak.g_00043	Syac.g_00987
OG0000093	Syak.g_00416	Syac.g_01357
OG0000094	Syak.g_00656	Syac.g_01251
OG0000095	Syak.g_00736	Syac.g_00884
OG0000097	Syak.g_00816	Syac.g_01507
OG0000099	Syak.g_01527	Syac.g_00234
OG0000100	Syak.g_00622	Syac.g_01309
OG0000101	Syak.g_01305	Syac.g_02094
OG0000102	Syak.g_01661	Syac.g_00151
OG0000103	Syak.g_01812	Syac.g_02476
OG0000104	Syak.g_01799	Syac.g_02490
OG0000105	Syak.g_01451	Syac.g_02245
OG0000106	Syak.g_00096	Syac.g_01098
OG0000107	Syak.g_01392	Syac.g_02191
OG0000108	Syak.g_02574	Syac.g_01904
OG0000109	Syak.g_02590	Syac.g_01889
OG0000110	Syak.g_02698	Syac.g_01778
OG0000111	Syak.g_00725	Syac.g_00893
OG0000112	Syak.g_00512	Syac.g_01173
OG0000113	Syak.g_00461	Syac.g_01314
OG0000114	Syak.g_00373, Syak.g_00065	Syac.g_01394
OG0000115	Syak.g_01066	Syac.g_01655
OG0000116	Syak.g_00911	Syac.g_00753
OG0000117	Syak.g_00846	Syac.g_01477
OG0000118	Syak.g_00954	Syac.g_01728
OG0000120	Syak.g_01526	Syac.g_00233
OG0000121	Syak.g_01044	Syac.g_01635
OG0000122	Syak.g_00081	Syac.g_01013
OG0000123	Syak.g_01299	Syac.g_02086
OG0000124	Syak.g_01692	Syac.g_00135
OG0000125	Syak.g_01934	Syac.g_02360
OG0000126	Syak.g_01801	Syac.g_02488
OG0000128	Syak.g_01782	Syac.g_00012
OG0000129	Syak.g_01947	Syac.g_02349
OG0000130	Syak.g_02255	Syac.g_00450
OG0000131	Syak.g_02128	Syac.g_00330
OG0000132	Syak.g_02108	Syac.g_00310
OG0000133	Syak.g_00507	Syac.g_01178
OG0000134	Syak.g_01212	Syac.g_01985
OG0000135	Syak.g_01897	Syac.g_02398
OG0000136	Syak.g_01186	Syac.g_00701
OG0000137	Syak.g_01118	Syac.g_01700
OG0000138	Syak.g_02591	Syac.g_01888
OG0000139	Syak.g_02646	Syac.g_01830
OG0000140	Syak.g_02650	Syac.g_01829
OG0000141	Syak.g_02746	Syac.g_00934
OG0000142	Syak.g_00035	Syac.g_00979
OG0000143	Syak.g_00039	Syac.g_00983
OG0000144	Syak.g_00260	Syac.g_01090
OG0000145	Syak.g_02598	Syac.g_01882
OG0000146	Syak.g_00514	Syac.g_01172
OG0000147	Syak.g_00515	Syac.g_01171
OG0000148	Syak.g_00455	Syac.g_01320
OG0000149	Syak.g_00596	Syac.g_00832
OG0000150	Syak.g_02747	Syac.g_00935
OG0000151	Syak.g_00387	Syac.g_01383
OG0000152	Syak.g_00503	Syac.g_01182
OG0000153	Syak.g_00470	Syac.g_01217
OG0000154	Syak.g_00645	Syac.g_01241
OG0000155	Syak.g_00855	Syac.g_00804
OG0000156	Syak.g_00919	Syac.g_00743
OG0000157	Syak.g_00920	Syac.g_00742
OG0000158	Syak.g_01624	Syac.g_00182
OG0000159	Syak.g_01580	Syac.g_00181
OG0000160	Syak.g_01043	Syac.g_01633
OG0000161	Syak.g_01050	Syac.g_01641
OG0000162	Syak.g_01058	Syac.g_01648
OG0000163	Syak.g_02478	Syac.g_00619
OG0000164	Syak.g_02384	Syac.g_00508
OG0000165	Syak.g_02374	Syac.g_00674
OG0000166	Syak.g_01345	Syac.g_02132
OG0000167	Syak.g_01561	Syac.g_00194
OG0000168	Syak.g_01625	Syac.g_00179
OG0000169	Syak.g_01637	Syac.g_00168
OG0000170	Syak.g_01644	Syac.g_00161
OG0000171	Syak.g_01691	Syac.g_00136
OG0000172	Syak.g_01713	Syac.g_00084
OG0000173	Syak.g_01733	Syac.g_00057
OG0000174	Syak.g_01895	Syac.g_02401
OG0000175	Syak.g_01827	Syac.g_02465
OG0000176	Syak.g_01790	Syac.g_00004
OG0000177	Syak.g_01789	Syac.g_00005
OG0000178	Syak.g_01788	Syac.g_00006
OG0000179	Syak.g_01773	Syac.g_00019
OG0000180	Syak.g_01772	Syac.g_00020
OG0000181	Syak.g_01771	Syac.g_00021
OG0000182	Syak.g_01770	Syac.g_00022
OG0000183	Syak.g_01766	Syac.g_00026
OG0000184	Syak.g_01955	Syac.g_02339
OG0000185	Syak.g_01971	Syac.g_02336
OG0000186	Syak.g_02258	Syac.g_00454
OG0000187	Syak.g_02257	Syac.g_00453
OG0000188	Syak.g_02235	Syac.g_00433
OG0000189	Syak.g_02203	Syac.g_00408
OG0000190	Syak.g_01575	Syac.g_00406
OG0000191	Syak.g_02171	Syac.g_00373
OG0000192	Syak.g_02165	Syac.g_00368
OG0000193	Syak.g_02127	Syac.g_00329
OG0000194	Syak.g_02124	Syac.g_00326
OG0000195	Syak.g_02122	Syac.g_00324
OG0000196	Syak.g_02111	Syac.g_00313
OG0000197	Syak.g_02110	Syac.g_00312
OG0000198	Syak.g_02109	Syac.g_00311
OG0000199	Syak.g_02100	Syac.g_00303
OG0000200	Syak.g_02083	Syac.g_02261
OG0000201	Syak.g_02068	Syac.g_02278
OG0000202	Syak.g_02067	Syac.g_02279
OG0000203	Syak.g_02066	Syac.g_02280
OG0000204	Syak.g_02065	Syac.g_02281
OG0000205	Syak.g_02058	Syac.g_02288
OG0000206	Syak.g_02038	Syac.g_02297
OG0000207	Syak.g_02025	Syac.g_02300
OG0000208	Syak.g_02024	Syac.g_02301
OG0000209	Syak.g_01995	Syac.g_02316
OG0000210	Syak.g_01994	Syac.g_02317
OG0000211	Syak.g_02300	Syac.g_01972
OG0000212	Syak.g_02311	Syac.g_01963
OG0000213	Syak.g_01425	Syac.g_02219
OG0000214	Syak.g_01442	Syac.g_02236
OG0000215	Syak.g_01474	Syac.g_00281
OG0000216	Syak.g_01478	Syac.g_00277
OG0000217	Syak.g_01482	Syac.g_00273
OG0000218	Syak.g_01484	Syac.g_00271
OG0000219	Syak.g_01485	Syac.g_00270
OG0000220	Syak.g_01486	Syac.g_00269
OG0000221	Syak.g_01498	Syac.g_00261
OG0000222	Syak.g_01512	Syac.g_00247
OG0000223	Syak.g_01531	Syac.g_00225
OG0000224	Syak.g_01532	Syac.g_00217
OG0000225	Syak.g_01230	Syac.g_02004
OG0000226	Syak.g_01226	Syac.g_02000
OG0000227	Syak.g_01224	Syac.g_01998
OG0000228	Syak.g_01216	Syac.g_01989
OG0000229	Syak.g_01191	Syac.g_00692
OG0000230	Syak.g_01189	Syac.g_00694
OG0000231	Syak.g_01176	Syac.g_00710
OG0000232	Syak.g_01156	Syac.g_01717
OG0000233	Syak.g_01145	Syac.g_01713
OG0000234	Syak.g_01116	Syac.g_01699
OG0000235	Syak.g_02573	Syac.g_01905
OG0000236	Syak.g_02589	Syac.g_01890
OG0000237	Syak.g_02607	Syac.g_01873
OG0000238	Syak.g_02612	Syac.g_01868
OG0000239	Syak.g_02628	Syac.g_01852
OG0000240	Syak.g_02629	Syac.g_01851
OG0000241	Syak.g_00027	Syac.g_00970
OG0000242	Syak.g_02638	Syac.g_01839
OG0000243	Syak.g_02658	Syac.g_01821
OG0000244	Syak.g_02665	Syac.g_01814
OG0000245	Syak.g_02667	Syac.g_01811
OG0000246	Syak.g_02671	Syac.g_01807
OG0000247	Syak.g_02681	Syac.g_01795
OG0000248	Syak.g_02684	Syac.g_01792
OG0000249	Syak.g_02686	Syac.g_01790
OG0000250	Syak.g_02694	Syac.g_01782
OG0000251	Syak.g_02722	Syac.g_01757
OG0000252	Syak.g_02725	Syac.g_01753
OG0000253	Syak.g_02727	Syac.g_01752
OG0000254	Syak.g_02752	Syac.g_00939
OG0000255	Syak.g_02772	Syac.g_00947
OG0000256	Syak.g_00020	Syac.g_00963
OG0000257	Syak.g_00026	Syac.g_00969
OG0000258	Syak.g_00044	Syac.g_00988
OG0000259	Syak.g_00334	Syac.g_01425
OG0000260	Syak.g_00338	Syac.g_01422
OG0000261	Syak.g_00348	Syac.g_01418
OG0000262	Syak.g_00353	Syac.g_01413
OG0000263	Syak.g_00828	Syac.g_01497
OG0000264	Syak.g_00698	Syac.g_00915
OG0000265	Syak.g_00211	Syac.g_00673
OG0000267	Syak.g_00555	Syac.g_01131
OG0000268	Syak.g_00554	Syac.g_01132
OG0000269	Syak.g_00429	Syac.g_01346
OG0000270	Syak.g_00432	Syac.g_01343
OG0000271	Syak.g_00440	Syac.g_01335
OG0000272	Syak.g_00441	Syac.g_01334
OG0000274	Syak.g_00615	Syac.g_00853
OG0000275	Syak.g_00611	Syac.g_00848
OG0000276	Syak.g_00604	Syac.g_00840
OG0000277	Syak.g_00603	Syac.g_00839
OG0000278	Syak.g_00600	Syac.g_00836
OG0000279	Syak.g_00592	Syac.g_00828
OG0000280	Syak.g_00582	Syac.g_00814
OG0000281	Syak.g_00339	Syac.g_02158
OG0000282	Syak.g_00375	Syac.g_01392
OG0000283	Syak.g_00541	Syac.g_01142
OG0000284	Syak.g_00536	Syac.g_01148
OG0000285	Syak.g_00523	Syac.g_01160
OG0000286	Syak.g_00504	Syac.g_01181
OG0000287	Syak.g_00477	Syac.g_01692, Syac.g_01209
OG0000288	Syak.g_00644	Syac.g_01240
OG0000289	Syak.g_00659	Syac.g_01254
OG0000290	Syak.g_00738	Syac.g_00881
OG0000291	Syak.g_00737	Syac.g_00883
OG0000292	Syak.g_01802	Syac.g_02487
OG0000293	Syak.g_00910	Syac.g_00754
OG0000294	Syak.g_00909	Syac.g_00755
OG0000295	Syak.g_00863	Syac.g_00796
OG0000296	Syak.g_00861	Syac.g_00798
OG0000297	Syak.g_00848	Syac.g_01475
OG0000298	Syak.g_00847	Syac.g_01476
OG0000299	Syak.g_00820	Syac.g_01503
OG0000300	Syak.g_00813	Syac.g_01510
OG0000301	Syak.g_00812	Syac.g_01511
OG0000302	Syak.g_00811	Syac.g_01512
OG0000303	Syak.g_00674	Syac.g_01520
OG0000304	Syak.g_00680	Syac.g_01526
OG0000305	Syak.g_00732	Syac.g_00886
OG0000306	Syak.g_00094	Syac.g_00810
OG0000307	Syak.g_02556	Syac.g_01924
OG0000308	Syak.g_02554	Syac.g_01926
OG0000309	Syak.g_02549	Syac.g_01931
OG0000310	Syak.g_00994	Syac.g_01607
OG0000311	Syak.g_00999	Syac.g_01611
OG0000312	Syak.g_01028	Syac.g_01619
OG0000313	Syak.g_01046	Syac.g_01638
OG0000314	Syak.g_01079	Syac.g_01665
OG0000315	Syak.g_01090	Syac.g_01675
OG0000316	Syak.g_02462	Syac.g_00601
OG0000317	Syak.g_02419	Syac.g_00552
OG0000318	Syak.g_02415	Syac.g_00543
OG0000319	Syak.g_02399	Syac.g_00525
OG0000320	Syak.g_02397	Syac.g_00523
OG0000321	Syak.g_02396	Syac.g_00522
OG0000322	Syak.g_02395	Syac.g_00521
OG0000323	Syak.g_02380	Syac.g_00506
OG0000324	Syak.g_02347	Syac.g_00648
OG0000325	Syak.g_01391	Syac.g_02190
OG0000326	Syak.g_01384	Syac.g_02183
OG0000327	Syak.g_01350	Syac.g_02137
OG0000328	Syak.g_01349	Syac.g_02136
OG0000329	Syak.g_01331	Syac.g_02119
OG0000330	Syak.g_01330	Syac.g_02118
OG0000331	Syak.g_01329	Syac.g_02117
OG0000332	Syak.g_01314	Syac.g_02103
OG0000333	Syak.g_01311	Syac.g_02100
OG0000334	Syak.g_01302	Syac.g_02090
OG0000335	Syak.g_01298	Syac.g_02085
OG0000336	Syak.g_01294	Syac.g_02081
OG0000337	Syak.g_01555	Syac.g_00199
OG0000338	Syak.g_01558	Syac.g_00196
OG0000339	Syak.g_01566	Syac.g_00190
OG0000340	Syak.g_01626	Syac.g_00178
OG0000341	Syak.g_01628	Syac.g_00176
OG0000342	Syak.g_01629	Syac.g_00175
OG0000343	Syak.g_01631	Syac.g_00174
OG0000344	Syak.g_01635	Syac.g_00170
OG0000345	Syak.g_01645	Syac.g_00160
OG0000346	Syak.g_01651	Syac.g_00155
OG0000347	Syak.g_01694	Syac.g_00129
OG0000348	Syak.g_01717	Syac.g_00070, Syac.g_00074
OG0000349	Syak.g_01740	Syac.g_00050
OG0000350	Syak.g_01377	Syac.g_02176
OG0000351	Syak.g_01823	Syac.g_02468
OG0000352	Syak.g_01822	Syac.g_02469
OG0000353	Syak.g_01796	Syac.g_02493
OG0000354	Syak.g_02618	Syac.g_01862
OG0000355	Syak.g_01793	Syac.g_00001
OG0000356	Syak.g_01792	Syac.g_00002
OG0000357	Syak.g_01791	Syac.g_00003
OG0000358	Syak.g_01787	Syac.g_00007
OG0000359	Syak.g_01785	Syac.g_00009
OG0000360	Syak.g_01784	Syac.g_00010
OG0000361	Syak.g_01783	Syac.g_00011
OG0000362	Syak.g_01781	Syac.g_00013
OG0000363	Syak.g_01779	Syac.g_00015
OG0000364	Syak.g_01778	Syac.g_00016
OG0000365	Syak.g_01769	Syac.g_00023
OG0000366	Syak.g_01768	Syac.g_00024
OG0000367	Syak.g_01767	Syac.g_00025
OG0000368	Syak.g_01765	Syac.g_00027
OG0000369	Syak.g_01764	Syac.g_00028
OG0000370	Syak.g_01763	Syac.g_00029
OG0000371	Syak.g_01753	Syac.g_00036
OG0000372	Syak.g_01748	Syac.g_00041
OG0000373	Syak.g_01747	Syac.g_00042
OG0000374	Syak.g_01746	Syac.g_00043
OG0000375	Syak.g_01744	Syac.g_00046
OG0000376	Syak.g_01742	Syac.g_00048
OG0000377	Syak.g_01948	Syac.g_02346
OG0000378	Syak.g_01968	Syac.g_02338
OG0000379	Syak.g_01972	Syac.g_02335
OG0000380	Syak.g_02256	Syac.g_00452
OG0000381	Syak.g_02254	Syac.g_00449
OG0000382	Syak.g_02236	Syac.g_00434
OG0000383	Syak.g_02229	Syac.g_00432
OG0000384	Syak.g_02228	Syac.g_00431
OG0000385	Syak.g_02227	Syac.g_00430
OG0000386	Syak.g_02226	Syac.g_00429
OG0000387	Syak.g_02200	Syac.g_00404
OG0000388	Syak.g_02196	Syac.g_00401
OG0000389	Syak.g_02193, Syak.g_02345	Syac.g_00397
OG0000390	Syak.g_02177	Syac.g_00379
OG0000391	Syak.g_02172	Syac.g_00374
OG0000392	Syak.g_02166	Syac.g_00369
OG0000393	Syak.g_02163	Syac.g_00366
OG0000394	Syak.g_02162	Syac.g_00365
OG0000395	Syak.g_02161	Syac.g_00364
OG0000396	Syak.g_02158	Syac.g_00361
OG0000397	Syak.g_02156	Syac.g_00359
OG0000398	Syak.g_02151	Syac.g_00354
OG0000399	Syak.g_02150	Syac.g_00353
OG0000400	Syak.g_02149	Syac.g_00352
OG0000401	Syak.g_02148	Syac.g_00351
OG0000402	Syak.g_02146	Syac.g_00348
OG0000403	Syak.g_02145	Syac.g_00347
OG0000404	Syak.g_02143	Syac.g_00345
OG0000405	Syak.g_02131	Syac.g_00332
OG0000406	Syak.g_02126	Syac.g_00328
OG0000407	Syak.g_02125	Syac.g_00327
OG0000408	Syak.g_02123	Syac.g_00325
OG0000409	Syak.g_02121	Syac.g_00323
OG0000410	Syak.g_02120	Syac.g_00322
OG0000411	Syak.g_02119	Syac.g_00321
OG0000412	Syak.g_02118	Syac.g_00320
OG0000413	Syak.g_02116	Syac.g_00318
OG0000415	Syak.g_02114	Syac.g_00316
OG0000416	Syak.g_02113	Syac.g_00315
OG0000417	Syak.g_02112	Syac.g_00314
OG0000418	Syak.g_02107	Syac.g_00309
OG0000419	Syak.g_02105	Syac.g_00307
OG0000420	Syak.g_02103	Syac.g_00305
OG0000421	Syak.g_02097	Syac.g_00300
OG0000422	Syak.g_02096	Syac.g_00299
OG0000423	Syak.g_02095	Syac.g_00298
OG0000424	Syak.g_02094	Syac.g_00297
OG0000425	Syak.g_02093	Syac.g_00296
OG0000426	Syak.g_02092	Syac.g_00295
OG0000427	Syak.g_02091	Syac.g_00294
OG0000428	Syak.g_02088	Syac.g_02257
OG0000429	Syak.g_02086	Syac.g_02259
OG0000430	Syak.g_02084	Syac.g_02260
OG0000431	Syak.g_02081	Syac.g_02264
OG0000432	Syak.g_02075	Syac.g_02270
OG0000433	Syak.g_02073	Syac.g_02272
OG0000434	Syak.g_02072	Syac.g_02273
OG0000435	Syak.g_02071	Syac.g_02277
OG0000436	Syak.g_02064	Syac.g_02282
OG0000437	Syak.g_02063	Syac.g_02283
OG0000438	Syak.g_02062	Syac.g_02284
OG0000439	Syak.g_02060	Syac.g_02286
OG0000440	Syak.g_02059	Syac.g_02287
OG0000441	Syak.g_02053	Syac.g_02294
OG0000442	Syak.g_02043	Syac.g_02295
OG0000443	Syak.g_02041	Syac.g_02296
OG0000444	Syak.g_02022	Syac.g_02303
OG0000445	Syak.g_02015	Syac.g_02304
OG0000446	Syak.g_02013	Syac.g_02305
OG0000447	Syak.g_02006	Syac.g_02308
OG0000448	Syak.g_02005	Syac.g_02309
OG0000449	Syak.g_02004	Syac.g_02310
OG0000450	Syak.g_01998	Syac.g_02313
OG0000451	Syak.g_01997	Syac.g_02314
OG0000452	Syak.g_01993	Syac.g_02318
OG0000453	Syak.g_01992	Syac.g_02319
OG0000454	Syak.g_01991	Syac.g_02320
OG0000455	Syak.g_01990	Syac.g_02321
OG0000456	Syak.g_01989	Syac.g_02322
OG0000457	Syak.g_01987	Syac.g_02324
OG0000458	Syak.g_01986	Syac.g_02325
OG0000459	Syak.g_01985	Syac.g_02326
OG0000460	Syak.g_02303	Syac.g_01970
OG0000461	Syak.g_01402	Syac.g_02198
OG0000462	Syak.g_01405	Syac.g_02201
OG0000463	Syak.g_01406	Syac.g_02202
OG0000464	Syak.g_01407	Syac.g_02203
OG0000465	Syak.g_01409	Syac.g_02204
OG0000466	Syak.g_01414	Syac.g_02208
OG0000467	Syak.g_01416	Syac.g_02210
OG0000468	Syak.g_01421	Syac.g_02216
OG0000469	Syak.g_01436	Syac.g_02230
OG0000470	Syak.g_01438	Syac.g_02232
OG0000471	Syak.g_01439	Syac.g_02233
OG0000472	Syak.g_01441	Syac.g_02235
OG0000473	Syak.g_01443	Syac.g_02237
OG0000474	Syak.g_01444	Syac.g_02238
OG0000475	Syak.g_01445	Syac.g_02239
OG0000476	Syak.g_01447	Syac.g_02241
OG0000477	Syak.g_01453	Syac.g_02247
OG0000478	Syak.g_01454	Syac.g_02248
OG0000479	Syak.g_01455	Syac.g_02249
OG0000480	Syak.g_01462	Syac.g_00293
OG0000481	Syak.g_01464	Syac.g_00291
OG0000482	Syak.g_01465	Syac.g_00290
OG0000483	Syak.g_01469	Syac.g_00286
OG0000484	Syak.g_01470	Syac.g_00285
OG0000485	Syak.g_01472	Syac.g_00284
OG0000486	Syak.g_01473	Syac.g_00283
OG0000487	Syak.g_01479	Syac.g_00276
OG0000488	Syak.g_01483	Syac.g_00272
OG0000489	Syak.g_01499	Syac.g_00260
OG0000490	Syak.g_01507	Syac.g_00249
OG0000491	Syak.g_01511	Syac.g_00248
OG0000492	Syak.g_01513	Syac.g_00246
OG0000493	Syak.g_01514	Syac.g_00245
OG0000494	Syak.g_01515	Syac.g_00244
OG0000495	Syak.g_01516	Syac.g_00243
OG0000496	Syak.g_01517	Syac.g_00242
OG0000497	Syak.g_01518	Syac.g_00241
OG0000498	Syak.g_01519	Syac.g_00240
OG0000499	Syak.g_01520	Syac.g_00239
OG0000500	Syak.g_01521	Syac.g_00238
OG0000501	Syak.g_01524	Syac.g_00235
OG0000502	Syak.g_01538	Syac.g_00223
OG0000503	Syak.g_01246	Syac.g_02020
OG0000504	Syak.g_01244	Syac.g_02018
OG0000505	Syak.g_01243	Syac.g_02017
OG0000506	Syak.g_01241	Syac.g_02015
OG0000507	Syak.g_01235	Syac.g_02009
OG0000508	Syak.g_01231	Syac.g_02005
OG0000509	Syak.g_01229	Syac.g_02003
OG0000510	Syak.g_01228	Syac.g_02002
OG0000511	Syak.g_01227	Syac.g_02001
OG0000512	Syak.g_01225	Syac.g_01999
OG0000513	Syak.g_01211	Syac.g_01984
OG0000514	Syak.g_01204	Syac.g_01977
OG0000515	Syak.g_01203	Syac.g_01976
OG0000516	Syak.g_01199	Syac.g_00697
OG0000517	Syak.g_01192	Syac.g_00691
OG0000518	Syak.g_01180	Syac.g_00707
OG0000519	Syak.g_01179	Syac.g_00708
OG0000520	Syak.g_01178	Syac.g_00709
OG0000521	Syak.g_01167	Syac.g_01721
OG0000522	Syak.g_01163	Syac.g_01719
OG0000523	Syak.g_01162	Syac.g_01718
OG0000524	Syak.g_01149	Syac.g_01716
OG0000525	Syak.g_01130	Syac.g_01709
OG0000526	Syak.g_01127	Syac.g_01706
OG0000527	Syak.g_01120	Syac.g_01702
OG0000528	Syak.g_02570	Syac.g_01911
OG0000529	Syak.g_02575	Syac.g_01903
OG0000530	Syak.g_02578	Syac.g_01900
OG0000531	Syak.g_02579	Syac.g_01899
OG0000532	Syak.g_02582	Syac.g_01896
OG0000533	Syak.g_02584	Syac.g_01895
OG0000534	Syak.g_02585	Syac.g_01894
OG0000535	Syak.g_02586	Syac.g_01893
OG0000536	Syak.g_02587	Syac.g_01892
OG0000537	Syak.g_02588	Syac.g_01891
OG0000538	Syak.g_02600	Syac.g_01880
OG0000539	Syak.g_02601	Syac.g_01879
OG0000540	Syak.g_02602	Syac.g_01878
OG0000541	Syak.g_02603	Syac.g_01877
OG0000542	Syak.g_02606	Syac.g_01874
OG0000543	Syak.g_02608	Syac.g_01872
OG0000544	Syak.g_02609	Syac.g_01871
OG0000545	Syak.g_02611	Syac.g_01869
OG0000546	Syak.g_02613	Syac.g_01867
OG0000547	Syak.g_02615	Syac.g_01865
OG0000548	Syak.g_02616	Syac.g_01864
OG0000549	Syak.g_02622	Syac.g_01858
OG0000550	Syak.g_02626	Syac.g_01854
OG0000551	Syak.g_02631	Syac.g_01849
OG0000552	Syak.g_02632	Syac.g_01848
OG0000553	Syak.g_02636	Syac.g_01846
OG0000554	Syak.g_02641	Syac.g_01835
OG0000555	Syak.g_02657	Syac.g_01822
OG0000556	Syak.g_02661	Syac.g_01817
OG0000557	Syak.g_02663	Syac.g_01815
OG0000558	Syak.g_02666	Syac.g_01813
OG0000559	Syak.g_02670	Syac.g_01808
OG0000560	Syak.g_02672	Syac.g_01805
OG0000561	Syak.g_02673	Syac.g_01804
OG0000562	Syak.g_02674	Syac.g_01803
OG0000563	Syak.g_02675	Syac.g_01802
OG0000564	Syak.g_02676	Syac.g_01801
OG0000565	Syak.g_02679	Syac.g_01797
OG0000566	Syak.g_02683	Syac.g_01793
OG0000567	Syak.g_02687	Syac.g_01789
OG0000568	Syak.g_02690	Syac.g_01786
OG0000569	Syak.g_02691	Syac.g_01785
OG0000570	Syak.g_02692	Syac.g_01784
OG0000571	Syak.g_02696	Syac.g_01780
OG0000572	Syak.g_02713	Syac.g_01765
OG0000573	Syak.g_02723	Syac.g_01755
OG0000574	Syak.g_02724	Syac.g_01754
OG0000575	Syak.g_02729	Syac.g_01750
OG0000576	Syak.g_02731	Syac.g_01748
OG0000577	Syak.g_02732	Syac.g_01747
OG0000578	Syak.g_02733	Syac.g_01746
