Orthogroup	Syak	Syam
OG0000060	Syak.g_00844	Syam.g_00902
OG0000061	Syak.g_00898	Syam.g_01795
OG0000062	Syak.g_02434	Syam.g_01972
OG0000063	Syak.g_01752	Syam.g_00039
OG0000064	Syak.g_00983	Syam.g_01964
OG0000064	Syak.g_00254	Syam.g_02363
OG0000064	Syak.g_00126	Syam.g_01415
OG0000064	Syak.g_00164	Syam.g_00978
OG0000067	Syak.g_00434	Syam.g_01290
OG0000068	Syak.g_02565	Syam.g_00575
OG0000070	Syak.g_01174	Syam.g_01847
OG0000071	Syak.g_00936	Syam.g_01830
OG0000072	Syak.g_02099	Syam.g_02219
OG0000073	Syak.g_02597	Syam.g_00604
OG0000075	Syak.g_01564	Syam.g_00148
OG0000076	Syak.g_01650	Syam.g_00115
OG0000077	Syak.g_02243	Syam.g_02074
OG0000078	Syak.g_02310	Syam.g_00514
OG0000079	Syak.g_01417	Syam.g_00270
OG0000081	Syak.g_00115	Syam.g_00520, Syam.g_01918
OG0000082	Syak.g_02711	Syam.g_01730
OG0000084	Syak.g_01036	Syam.g_00441
OG0000085	Syak.g_02427	Syam.g_01979
OG0000086	Syak.g_02219	Syam.g_02092
OG0000087	Syak.g_02141	Syam.g_02175
OG0000088	Syak.g_02106	Syam.g_02213
OG0000089	Syak.g_01215	Syam.g_00489
OG0000090	Syak.g_02640	Syam.g_00651
OG0000091	Syak.g_00043	Syam.g_01460
OG0000093	Syak.g_00416	Syam.g_01305
OG0000094	Syak.g_00656	Syam.g_01198
OG0000095	Syak.g_00736	Syam.g_00774
OG0000097	Syak.g_00816	Syam.g_00874
OG0000098	Syak.g_00345, Syak.g_02651	Syam.g_00944
OG0000099	Syak.g_01527	Syam.g_00173
OG0000100	Syak.g_00622	Syam.g_01259
OG0000101	Syak.g_01305	Syam.g_00371
OG0000102	Syak.g_01661	Syam.g_00110
OG0000103	Syak.g_01812	Syam.g_02428
OG0000104	Syak.g_01799	Syam.g_02442
OG0000105	Syak.g_01451	Syam.g_00238
OG0000106	Syak.g_00096	Syam.g_01039
OG0000107	Syak.g_01392	Syam.g_00288
OG0000108	Syak.g_02574	Syam.g_00583
OG0000109	Syak.g_02590	Syam.g_00598
OG0000110	Syak.g_02698	Syam.g_01743
OG0000111	Syak.g_00725	Syam.g_00783
OG0000112	Syak.g_00512	Syam.g_01115
OG0000113	Syak.g_00461	Syam.g_01264
OG0000114	Syak.g_00373, Syak.g_00065	Syam.g_01349
OG0000115	Syak.g_01066	Syam.g_01634
OG0000116	Syak.g_00911	Syam.g_01807
OG0000117	Syak.g_00846	Syam.g_00904
OG0000118	Syak.g_00954	Syam.g_01698
OG0000120	Syak.g_01526	Syam.g_00172
OG0000121	Syak.g_01044	Syam.g_01615
OG0000122	Syak.g_00081	Syam.g_01436
OG0000123	Syak.g_01299	Syam.g_00379
OG0000124	Syak.g_01692	Syam.g_00096
OG0000125	Syak.g_01934	Syam.g_02319
OG0000126	Syak.g_01801	Syam.g_02440
OG0000127	Syak.g_02269, Syak.g_02544	Syam.g_02032
OG0000128	Syak.g_01782	Syam.g_00012
OG0000129	Syak.g_01947	Syam.g_02307
OG0000130	Syak.g_02255	Syam.g_02062
OG0000131	Syak.g_02128	Syam.g_02191
OG0000132	Syak.g_02108	Syam.g_02211
OG0000133	Syak.g_00507	Syam.g_01120
OG0000134	Syak.g_01212	Syam.g_00492
OG0000135	Syak.g_01897	Syam.g_02347
OG0000136	Syak.g_01186	Syam.g_01857
OG0000137	Syak.g_01118	Syam.g_01668
OG0000138	Syak.g_02591	Syam.g_00599
OG0000139	Syak.g_02646	Syam.g_00657
OG0000140	Syak.g_02650	Syam.g_00659
OG0000141	Syak.g_02746	Syam.g_01514
OG0000142	Syak.g_00035	Syam.g_01468
OG0000143	Syak.g_00039	Syam.g_01464
OG0000144	Syak.g_00260	Syam.g_01032
OG0000145	Syak.g_02598	Syam.g_00605
OG0000146	Syak.g_00514	Syam.g_01114
OG0000147	Syak.g_00515	Syam.g_01113
OG0000148	Syak.g_00455	Syam.g_01270
OG0000149	Syak.g_00596	Syam.g_00725
OG0000150	Syak.g_02747	Syam.g_00660
OG0000151	Syak.g_00387	Syam.g_01338
OG0000152	Syak.g_00503	Syam.g_01124
OG0000153	Syak.g_00470	Syam.g_01160
OG0000154	Syak.g_00645	Syam.g_01187
OG0000155	Syak.g_00855	Syam.g_01763
OG0000156	Syak.g_00919	Syam.g_01814
OG0000157	Syak.g_00920	Syam.g_01815
OG0000158	Syak.g_01624	Syam.g_00139
OG0000160	Syak.g_01043	Syam.g_01614
OG0000161	Syak.g_01050	Syam.g_01620
OG0000162	Syak.g_01058	Syam.g_01627
OG0000163	Syak.g_02478	Syam.g_01927
OG0000164	Syak.g_02384	Syam.g_02023
OG0000165	Syak.g_02374	Syam.g_01879, Syam.g_01878
OG0000166	Syak.g_01345	Syam.g_00330
OG0000167	Syak.g_01561	Syam.g_00151
OG0000168	Syak.g_01625	Syam.g_00138
OG0000169	Syak.g_01637	Syam.g_00127
OG0000170	Syak.g_01644	Syam.g_00120
OG0000171	Syak.g_01691	Syam.g_00097
OG0000172	Syak.g_01713	Syam.g_00075
OG0000173	Syak.g_01733	Syam.g_00057
OG0000174	Syak.g_01895	Syam.g_02349
OG0000175	Syak.g_01827	Syam.g_02417
OG0000176	Syak.g_01790	Syam.g_00004
OG0000177	Syak.g_01789	Syam.g_00005
OG0000178	Syak.g_01788	Syam.g_00006
OG0000179	Syak.g_01773	Syam.g_00021
OG0000180	Syak.g_01772	Syam.g_00022
OG0000181	Syak.g_01771	Syam.g_00023
OG0000182	Syak.g_01770	Syam.g_00024
OG0000183	Syak.g_01766	Syam.g_00028
OG0000184	Syak.g_01955	Syam.g_02298
OG0000185	Syak.g_01971	Syam.g_02295
OG0000186	Syak.g_02258	Syam.g_02058
OG0000187	Syak.g_02257	Syam.g_02059
OG0000188	Syak.g_02235	Syam.g_02081
OG0000189	Syak.g_02203	Syam.g_02108
OG0000190	Syak.g_01575	Syam.g_02110
OG0000191	Syak.g_02171	Syam.g_02142
OG0000192	Syak.g_02165	Syam.g_02148
OG0000193	Syak.g_02127	Syam.g_02192
OG0000194	Syak.g_02124	Syam.g_02195
OG0000195	Syak.g_02122	Syam.g_02197
OG0000196	Syak.g_02111	Syam.g_02208
OG0000197	Syak.g_02110	Syam.g_02209
OG0000198	Syak.g_02109	Syam.g_02210
OG0000199	Syak.g_02100	Syam.g_02218
OG0000200	Syak.g_02083	Syam.g_02234
OG0000201	Syak.g_02068	Syam.g_02248
OG0000202	Syak.g_02067	Syam.g_02249
OG0000203	Syak.g_02066	Syam.g_02250
OG0000204	Syak.g_02065	Syam.g_02251
OG0000205	Syak.g_02058	Syam.g_02258
OG0000206	Syak.g_02038	Syam.g_02264
OG0000207	Syak.g_02025	Syam.g_02266
OG0000208	Syak.g_02024	Syam.g_02267
OG0000209	Syak.g_01995	Syam.g_02278
OG0000210	Syak.g_01994	Syam.g_02279
OG0000211	Syak.g_02300	Syam.g_00504
OG0000212	Syak.g_02311	Syam.g_00515
OG0000213	Syak.g_01425	Syam.g_00263
OG0000214	Syak.g_01442	Syam.g_00247
OG0000215	Syak.g_01474	Syam.g_00216
OG0000216	Syak.g_01478	Syam.g_00212
OG0000217	Syak.g_01482	Syam.g_00208
OG0000218	Syak.g_01484	Syam.g_00206
OG0000219	Syak.g_01485	Syam.g_00205
OG0000220	Syak.g_01486	Syam.g_00204
OG0000221	Syak.g_01498	Syam.g_00198
OG0000222	Syak.g_01512	Syam.g_00186
OG0000223	Syak.g_01531	Syam.g_00168
OG0000224	Syak.g_01532	Syam.g_00164
OG0000225	Syak.g_01230	Syam.g_00473
OG0000226	Syak.g_01226	Syam.g_00477
OG0000227	Syak.g_01224	Syam.g_00479
OG0000228	Syak.g_01216	Syam.g_00488
OG0000229	Syak.g_01191	Syam.g_01867
OG0000230	Syak.g_01189	Syam.g_01865
OG0000231	Syak.g_01176	Syam.g_01848
OG0000232	Syak.g_01156	Syam.g_01692
OG0000233	Syak.g_01145	Syam.g_01678
OG0000234	Syak.g_01116	Syam.g_01667
OG0000235	Syak.g_02573	Syam.g_00582
OG0000236	Syak.g_02589	Syam.g_00597
OG0000237	Syak.g_02607	Syam.g_00614
OG0000238	Syak.g_02612	Syam.g_00619
OG0000239	Syak.g_02628	Syam.g_00637
OG0000240	Syak.g_02629	Syam.g_00638
OG0000241	Syak.g_00027	Syam.g_01477
OG0000242	Syak.g_02638	Syam.g_00649
OG0000243	Syak.g_02658	Syam.g_00668
OG0000244	Syak.g_02665	Syam.g_00674
OG0000245	Syak.g_02667	Syam.g_00676
OG0000246	Syak.g_02671	Syam.g_00680
OG0000247	Syak.g_02681	Syam.g_00692
OG0000248	Syak.g_02684	Syam.g_00695
OG0000249	Syak.g_02686	Syam.g_00697
OG0000250	Syak.g_02694	Syam.g_01747
OG0000251	Syak.g_02722	Syam.g_01722
OG0000252	Syak.g_02725	Syam.g_01719
OG0000253	Syak.g_02727	Syam.g_01718
OG0000254	Syak.g_02752	Syam.g_01510
OG0000255	Syak.g_02772	Syam.g_01500
OG0000256	Syak.g_00020	Syam.g_01484
OG0000257	Syak.g_00026	Syam.g_01478
OG0000258	Syak.g_00044	Syam.g_01459
OG0000259	Syak.g_00334	Syam.g_01378
OG0000260	Syak.g_00338	Syam.g_01375
OG0000261	Syak.g_00348	Syam.g_01372
OG0000262	Syak.g_00353	Syam.g_01367
OG0000263	Syak.g_00828	Syam.g_00885
OG0000264	Syak.g_00698	Syam.g_00805
OG0000265	Syak.g_00211	Syam.g_01880
OG0000267	Syak.g_00555	Syam.g_01071
OG0000268	Syak.g_00554	Syam.g_01072
OG0000269	Syak.g_00429	Syam.g_01295
OG0000270	Syak.g_00432	Syam.g_01292
OG0000271	Syak.g_00440	Syam.g_01284
OG0000272	Syak.g_00441	Syam.g_01283
OG0000274	Syak.g_00615	Syam.g_00744
OG0000275	Syak.g_00611	Syam.g_00741
OG0000276	Syak.g_00604	Syam.g_00733
OG0000277	Syak.g_00603	Syam.g_00732
OG0000278	Syak.g_00600	Syam.g_00729
OG0000279	Syak.g_00592	Syam.g_00721
OG0000280	Syak.g_00582	Syam.g_00701
OG0000281	Syak.g_00339	Syam.g_00943
OG0000282	Syak.g_00375	Syam.g_01347
OG0000283	Syak.g_00541	Syam.g_01087
OG0000284	Syak.g_00536	Syam.g_01093
OG0000285	Syak.g_00523	Syam.g_01105
OG0000286	Syak.g_00504	Syam.g_01123
OG0000287	Syak.g_00477	Syam.g_01153
OG0000288	Syak.g_00644	Syam.g_01186
OG0000289	Syak.g_00659	Syam.g_01201
OG0000290	Syak.g_00738	Syam.g_00771
OG0000291	Syak.g_00734, Syak.g_00737	Syam.g_00773
OG0000292	Syak.g_01802	Syam.g_02439
OG0000293	Syak.g_00910	Syam.g_01806
OG0000294	Syak.g_00909	Syam.g_01805
OG0000295	Syak.g_00863	Syam.g_01771
OG0000296	Syak.g_00861	Syam.g_01769
OG0000297	Syak.g_00848	Syam.g_00906
OG0000298	Syak.g_00847	Syam.g_00905
OG0000299	Syak.g_00820	Syam.g_00878
OG0000300	Syak.g_00813	Syam.g_00871
OG0000301	Syak.g_00812	Syam.g_00870
OG0000302	Syak.g_00811	Syam.g_00868
OG0000303	Syak.g_00674	Syam.g_00859
OG0000304	Syak.g_00680	Syam.g_00853
OG0000305	Syak.g_00732	Syam.g_00776
OG0000306	Syak.g_00094	Syam.g_01757
OG0000307	Syak.g_02556	Syam.g_00566
OG0000308	Syak.g_02554	Syam.g_00564
OG0000309	Syak.g_02549	Syam.g_00559
OG0000310	Syak.g_00994	Syam.g_01591
OG0000311	Syak.g_00999	Syam.g_01595
OG0000312	Syak.g_01028	Syam.g_01601
OG0000313	Syak.g_01046	Syam.g_01617
OG0000314	Syak.g_01079	Syam.g_01647
OG0000315	Syak.g_01090	Syam.g_01658
OG0000316	Syak.g_02462	Syam.g_01945
OG0000317	Syak.g_02419	Syam.g_01987
OG0000318	Syak.g_02415	Syam.g_01991
OG0000319	Syak.g_02399	Syam.g_02006
OG0000320	Syak.g_02397	Syam.g_02008
OG0000321	Syak.g_02396	Syam.g_02009
OG0000322	Syak.g_02395	Syam.g_02010
OG0000323	Syak.g_02380	Syam.g_02025
OG0000324	Syak.g_02347	Syam.g_01906
OG0000325	Syak.g_01391	Syam.g_00289
OG0000326	Syak.g_01384	Syam.g_00296
OG0000327	Syak.g_01350	Syam.g_00325
OG0000328	Syak.g_01349	Syam.g_00326
OG0000329	Syak.g_01331	Syam.g_00344
OG0000330	Syak.g_01330	Syam.g_00345
OG0000331	Syak.g_01329	Syam.g_00346
OG0000332	Syak.g_01314	Syam.g_00361
OG0000333	Syak.g_01311	Syam.g_00364
OG0000334	Syak.g_01302	Syam.g_00375
OG0000335	Syak.g_01298	Syam.g_00380
OG0000336	Syak.g_01294	Syam.g_00384
OG0000337	Syak.g_01555	Syam.g_00155
OG0000338	Syak.g_01558	Syam.g_00153
OG0000339	Syak.g_01566	Syam.g_00147
OG0000340	Syak.g_01626	Syam.g_00137
OG0000341	Syak.g_01628	Syam.g_00135
OG0000342	Syak.g_01629	Syam.g_00134
OG0000343	Syak.g_01631	Syam.g_00133
OG0000344	Syak.g_01635	Syam.g_00129
OG0000345	Syak.g_01645	Syam.g_00119
OG0000346	Syak.g_01651	Syam.g_00114
OG0000347	Syak.g_01694	Syam.g_00083
OG0000348	Syak.g_01717	Syam.g_00068
OG0000349	Syak.g_01740	Syam.g_00050
OG0000350	Syak.g_01377	Syam.g_00303
OG0000351	Syak.g_01823	Syam.g_02420
OG0000352	Syak.g_01822	Syam.g_02421
OG0000353	Syak.g_01796	Syam.g_02445
OG0000354	Syak.g_02618	Syam.g_00626, Syam.g_00625
OG0000355	Syak.g_01793	Syam.g_00001
OG0000356	Syak.g_01792	Syam.g_00002
OG0000357	Syak.g_01791	Syam.g_00003
OG0000358	Syak.g_01787	Syam.g_00007
OG0000359	Syak.g_01785	Syam.g_00009
OG0000360	Syak.g_01784	Syam.g_00010
OG0000361	Syak.g_01783	Syam.g_00011
OG0000362	Syak.g_01781	Syam.g_00013
OG0000363	Syak.g_01779	Syam.g_00015
OG0000364	Syak.g_01778	Syam.g_00016
OG0000365	Syak.g_01769	Syam.g_00025
OG0000366	Syak.g_01768	Syam.g_00026
OG0000367	Syak.g_01767	Syam.g_00027
OG0000368	Syak.g_01765	Syam.g_00029
OG0000369	Syak.g_01764	Syam.g_00030
OG0000370	Syak.g_01763	Syam.g_00031
OG0000371	Syak.g_01753	Syam.g_00038
OG0000372	Syak.g_01748	Syam.g_00043
OG0000373	Syak.g_01747	Syam.g_00044
OG0000374	Syak.g_01746	Syam.g_00045
OG0000375	Syak.g_01744	Syam.g_00046
OG0000376	Syak.g_01742	Syam.g_00048
OG0000377	Syak.g_01948	Syam.g_02306
OG0000378	Syak.g_01968	Syam.g_02297
OG0000379	Syak.g_01972	Syam.g_02294
OG0000380	Syak.g_02256	Syam.g_02060
OG0000381	Syak.g_02254	Syam.g_02063
OG0000382	Syak.g_02236	Syam.g_02080
OG0000383	Syak.g_02229	Syam.g_02083
OG0000384	Syak.g_02228	Syam.g_02084
OG0000385	Syak.g_02227	Syam.g_02085
OG0000386	Syak.g_02226	Syam.g_02086
OG0000387	Syak.g_02200	Syam.g_02112
OG0000388	Syak.g_02196	Syam.g_02116
OG0000389	Syak.g_02193, Syak.g_02345	Syam.g_02120
OG0000390	Syak.g_02177	Syam.g_02136
OG0000391	Syak.g_02172	Syam.g_02141
OG0000392	Syak.g_02166	Syam.g_02147
OG0000393	Syak.g_02163	Syam.g_02149
OG0000394	Syak.g_02162	Syam.g_02150
OG0000395	Syak.g_02161	Syam.g_02151
OG0000396	Syak.g_02158	Syam.g_02153
OG0000397	Syak.g_02156	Syam.g_02160
OG0000398	Syak.g_02151	Syam.g_02165
OG0000399	Syak.g_02150	Syam.g_02166
OG0000400	Syak.g_02149	Syam.g_02167
OG0000401	Syak.g_02148	Syam.g_02168
OG0000402	Syak.g_02146	Syam.g_02171
OG0000403	Syak.g_02145	Syam.g_02172
OG0000404	Syak.g_02143	Syam.g_02173
OG0000405	Syak.g_02131	Syam.g_02189
OG0000406	Syak.g_02126	Syam.g_02193
OG0000407	Syak.g_02125	Syam.g_02194
OG0000408	Syak.g_02123	Syam.g_02196
OG0000409	Syak.g_02121	Syam.g_02198
OG0000410	Syak.g_02120	Syam.g_02199
OG0000411	Syak.g_02119	Syam.g_02200
OG0000412	Syak.g_02118	Syam.g_02201
OG0000413	Syak.g_02116	Syam.g_02203
OG0000415	Syak.g_02114	Syam.g_02205
OG0000416	Syak.g_02113	Syam.g_02206
OG0000417	Syak.g_02112	Syam.g_02207
OG0000418	Syak.g_02107	Syam.g_02212
OG0000419	Syak.g_02105	Syam.g_02214
OG0000420	Syak.g_02103	Syam.g_02216
OG0000421	Syak.g_02097	Syam.g_02221
OG0000422	Syak.g_02096	Syam.g_02222
OG0000423	Syak.g_02095	Syam.g_02223
OG0000424	Syak.g_02094	Syam.g_02224
OG0000425	Syak.g_02093	Syam.g_02225
OG0000426	Syak.g_02092	Syam.g_02226
OG0000427	Syak.g_02091	Syam.g_02227
OG0000428	Syak.g_02088	Syam.g_02230
OG0000429	Syak.g_02086	Syam.g_02232
OG0000430	Syak.g_02084	Syam.g_02233
OG0000431	Syak.g_02081	Syam.g_02237
OG0000432	Syak.g_02075	Syam.g_02243
OG0000433	Syak.g_02073	Syam.g_02244
OG0000434	Syak.g_02072	Syam.g_02245
OG0000435	Syak.g_02071	Syam.g_02246
OG0000436	Syak.g_02064	Syam.g_02252
OG0000437	Syak.g_02063	Syam.g_02253
OG0000438	Syak.g_02062	Syam.g_02254
OG0000439	Syak.g_02060	Syam.g_02256
OG0000440	Syak.g_02059	Syam.g_02257
OG0000441	Syak.g_02053	Syam.g_02261
OG0000442	Syak.g_02043	Syam.g_02262
OG0000443	Syak.g_02041	Syam.g_02263
OG0000444	Syak.g_02022	Syam.g_02268
OG0000445	Syak.g_02015	Syam.g_02269
OG0000446	Syak.g_02013	Syam.g_02270
OG0000447	Syak.g_02006	Syam.g_02272
OG0000448	Syak.g_02005	Syam.g_02273
OG0000449	Syak.g_02004	Syam.g_02274
OG0000450	Syak.g_01998	Syam.g_02275
OG0000451	Syak.g_01997	Syam.g_02276
OG0000452	Syak.g_01993	Syam.g_02280
OG0000453	Syak.g_01992	Syam.g_02281
OG0000454	Syak.g_01991	Syam.g_02282
OG0000455	Syak.g_01990	Syam.g_02283
OG0000456	Syak.g_01989	Syam.g_02284
OG0000457	Syak.g_01987	Syam.g_02286
OG0000458	Syak.g_01986	Syam.g_02287
OG0000459	Syak.g_01985	Syam.g_02288
OG0000460	Syak.g_02303	Syam.g_00506
OG0000461	Syak.g_01402	Syam.g_00284
OG0000462	Syak.g_01405	Syam.g_00281
OG0000463	Syak.g_01406	Syam.g_00280
OG0000464	Syak.g_01407	Syam.g_00279
OG0000465	Syak.g_01409	Syam.g_00277
OG0000466	Syak.g_01414	Syam.g_00273
OG0000467	Syak.g_01416	Syam.g_00271
OG0000468	Syak.g_01421	Syam.g_00266
OG0000469	Syak.g_01436	Syam.g_00253
OG0000470	Syak.g_01438	Syam.g_00251
OG0000471	Syak.g_01439	Syam.g_00250
OG0000472	Syak.g_01441	Syam.g_00248
OG0000473	Syak.g_01443	Syam.g_00246
OG0000474	Syak.g_01444	Syam.g_00245
OG0000475	Syak.g_01445	Syam.g_00244
OG0000476	Syak.g_01447	Syam.g_00242
OG0000477	Syak.g_01453	Syam.g_00236
OG0000478	Syak.g_01454	Syam.g_00235
OG0000479	Syak.g_01455	Syam.g_00234
OG0000480	Syak.g_01462	Syam.g_00227
OG0000481	Syak.g_01464	Syam.g_00225
OG0000482	Syak.g_01465	Syam.g_00224
OG0000483	Syak.g_01469	Syam.g_00220
OG0000484	Syak.g_01470	Syam.g_00219
OG0000485	Syak.g_01472	Syam.g_00218
OG0000486	Syak.g_01473	Syam.g_00217
OG0000487	Syak.g_01479	Syam.g_00211
OG0000488	Syak.g_01483	Syam.g_00207
OG0000489	Syak.g_01499	Syam.g_00197
OG0000490	Syak.g_01507	Syam.g_00189
OG0000491	Syak.g_01511	Syam.g_00187
OG0000492	Syak.g_01513	Syam.g_00185
OG0000493	Syak.g_01514	Syam.g_00184
OG0000494	Syak.g_01515	Syam.g_00183
OG0000495	Syak.g_01516	Syam.g_00182
OG0000496	Syak.g_01517	Syam.g_00181
OG0000497	Syak.g_01518	Syam.g_00180
OG0000498	Syak.g_01519	Syam.g_00179
OG0000499	Syak.g_01520	Syam.g_00178
OG0000500	Syak.g_01521	Syam.g_00177
OG0000501	Syak.g_01524	Syam.g_00174
OG0000502	Syak.g_01538	Syam.g_00165
OG0000503	Syak.g_01246	Syam.g_00457
OG0000504	Syak.g_01244	Syam.g_00459
OG0000505	Syak.g_01243	Syam.g_00460
OG0000506	Syak.g_01241	Syam.g_00462
OG0000507	Syak.g_01235	Syam.g_00468
OG0000508	Syak.g_01231	Syam.g_00472
OG0000509	Syak.g_01229	Syam.g_00474
OG0000510	Syak.g_01228	Syam.g_00475
OG0000511	Syak.g_01227	Syam.g_00476
OG0000512	Syak.g_01225	Syam.g_00478
OG0000513	Syak.g_01211	Syam.g_00493
OG0000514	Syak.g_01204	Syam.g_00499
OG0000515	Syak.g_01203	Syam.g_00500
OG0000516	Syak.g_01199	Syam.g_01862
OG0000517	Syak.g_01192	Syam.g_01868
OG0000518	Syak.g_01180	Syam.g_01851
OG0000519	Syak.g_01179	Syam.g_01850
OG0000520	Syak.g_01178	Syam.g_01849
OG0000521	Syak.g_01167	Syam.g_01696
OG0000522	Syak.g_01163	Syam.g_01694
OG0000523	Syak.g_01162	Syam.g_01693
OG0000524	Syak.g_01149	Syam.g_01681
OG0000525	Syak.g_01130	Syam.g_01677
OG0000526	Syak.g_01127	Syam.g_01674
OG0000527	Syak.g_01120	Syam.g_01670
OG0000528	Syak.g_02570	Syam.g_00580
OG0000529	Syak.g_02575	Syam.g_00584
OG0000530	Syak.g_02578	Syam.g_00587
OG0000531	Syak.g_02579	Syam.g_00588
OG0000532	Syak.g_02582	Syam.g_00591
OG0000533	Syak.g_02584	Syam.g_00592
OG0000534	Syak.g_02585	Syam.g_00593
OG0000535	Syak.g_02586	Syam.g_00594
OG0000536	Syak.g_02587	Syam.g_00595
OG0000537	Syak.g_02588	Syam.g_00596
OG0000538	Syak.g_02600	Syam.g_00607
OG0000539	Syak.g_02601	Syam.g_00608
OG0000540	Syak.g_02602	Syam.g_00609
OG0000541	Syak.g_02603	Syam.g_00610
OG0000542	Syak.g_02606	Syam.g_00613
OG0000543	Syak.g_02608	Syam.g_00615
OG0000544	Syak.g_02609	Syam.g_00616
OG0000545	Syak.g_02611	Syam.g_00618
OG0000546	Syak.g_02613	Syam.g_00620
OG0000547	Syak.g_02615	Syam.g_00622
OG0000548	Syak.g_02616	Syam.g_00623
OG0000549	Syak.g_02622	Syam.g_00630
OG0000550	Syak.g_02626	Syam.g_00635
OG0000551	Syak.g_02631	Syam.g_00640
OG0000552	Syak.g_02632	Syam.g_00641
OG0000553	Syak.g_02636	Syam.g_00643
OG0000554	Syak.g_02641	Syam.g_00652
OG0000555	Syak.g_02657	Syam.g_00667
OG0000556	Syak.g_02661	Syam.g_00670
OG0000557	Syak.g_02663	Syam.g_00672
OG0000558	Syak.g_02666	Syam.g_00675
OG0000559	Syak.g_02670	Syam.g_00679
OG0000560	Syak.g_02672	Syam.g_00682
OG0000561	Syak.g_02673	Syam.g_00683
OG0000562	Syak.g_02674	Syam.g_00684
OG0000563	Syak.g_02675	Syam.g_00685
OG0000564	Syak.g_02676	Syam.g_00686
OG0000565	Syak.g_02679	Syam.g_00690
OG0000566	Syak.g_02683	Syam.g_00694
OG0000567	Syak.g_02687	Syam.g_00698
OG0000568	Syak.g_02690	Syam.g_01751
OG0000569	Syak.g_02691	Syam.g_01750
OG0000570	Syak.g_02692	Syam.g_01749
OG0000571	Syak.g_02696	Syam.g_01745
OG0000572	Syak.g_02713	Syam.g_01729
OG0000573	Syak.g_02723	Syam.g_01721
OG0000574	Syak.g_02724	Syam.g_01720
OG0000575	Syak.g_02729	Syam.g_01716
OG0000576	Syak.g_02731	Syam.g_01714
OG0000577	Syak.g_02732	Syam.g_01713
OG0000578	Syak.g_02733	Syam.g_01712
OG0000579	Syak.g_02734	Syam.g_01711
