Orthogroup	Syak	Syag
OG0000060	Syak.g_01138	Syag.g_01338
OG0000060	Syak.g_02572	Syag.g_01530
OG0000060	Syak.g_00844	Syag.g_01095
OG0000061	Syak.g_00898	Syag.g_01141
OG0000062	Syak.g_02434	Syag.g_01669
OG0000063	Syak.g_01752	Syag.g_02313
OG0000064	Syak.g_00983	Syag.g_00076
OG0000064	Syak.g_00254	Syag.g_00487
OG0000064	Syak.g_00164	Syag.g_01589
OG0000065	Syak.g_02192	Syag.g_01885
OG0000065	Syak.g_00282	Syag.g_00182
OG0000066	Syak.g_02653	Syag.g_01443
OG0000067	Syak.g_00434	Syag.g_00667
OG0000068	Syak.g_02565	Syag.g_01537
OG0000070	Syak.g_01174	Syag.g_00049
OG0000071	Syak.g_00936	Syag.g_01192
OG0000072	Syak.g_02099	Syag.g_01980
OG0000073	Syak.g_02597	Syag.g_01505
OG0000075	Syak.g_01564	Syag.g_02434
OG0000076	Syak.g_01650	Syag.g_02393
OG0000077	Syak.g_02243	Syag.g_01831
OG0000078	Syak.g_02310	Syag.g_01778
OG0000079	Syak.g_01417	Syag.g_02659
OG0000080	Syak.g_01585, Syak.g_01583	Syag.g_02499
OG0000081	Syak.g_00115	Syag.g_00167
OG0000082	Syak.g_02711	Syag.g_00318
OG0000084	Syak.g_01036	Syag.g_00212, Syag.g_01425
OG0000085	Syak.g_02427	Syag.g_01676
OG0000086	Syak.g_02219	Syag.g_01853
OG0000087	Syak.g_02141	Syag.g_01939
OG0000088	Syak.g_02106	Syag.g_01974
OG0000089	Syak.g_01215	Syag.g_00005
OG0000090	Syak.g_02640	Syag.g_01454
OG0000091	Syak.g_00043	Syag.g_00418
OG0000092	Syak.g_01126	Syag.g_00242
OG0000093	Syak.g_00416	Syag.g_00649
OG0000094	Syak.g_00656	Syag.g_00881
OG0000095	Syak.g_00736	Syag.g_00974
OG0000097	Syak.g_00816	Syag.g_01065
OG0000098	Syak.g_00345	Syag.g_00578
OG0000098	Syak.g_02651	Syag.g_01445
OG0000099	Syak.g_01527	Syag.g_02536
OG0000100	Syak.g_00622	Syag.g_00704
OG0000101	Syak.g_01305	Syag.g_02773
OG0000102	Syak.g_01661	Syag.g_02387
OG0000103	Syak.g_01812	Syag.g_02253
OG0000104	Syak.g_01799	Syag.g_02268
OG0000105	Syak.g_01451	Syag.g_02606
OG0000106	Syak.g_00096	Syag.g_00462
OG0000107	Syak.g_01392	Syag.g_02689
OG0000108	Syak.g_02574	Syag.g_01528
OG0000109	Syak.g_02590	Syag.g_01512
OG0000110	Syak.g_02698	Syag.g_00303
OG0000111	Syak.g_00725	Syag.g_00984
OG0000112	Syak.g_00512	Syag.g_00801
OG0000113	Syak.g_00461	Syag.g_00699
OG0000114	Syak.g_00373, Syak.g_00065	Syag.g_00609
OG0000115	Syak.g_01066	Syag.g_01397
OG0000116	Syak.g_00911	Syag.g_01156
OG0000117	Syak.g_00846	Syag.g_01097
OG0000118	Syak.g_00954	Syag.g_01232
OG0000120	Syak.g_01526	Syag.g_02535
OG0000121	Syak.g_01044	Syag.g_01414
OG0000122	Syak.g_00081	Syag.g_00446
OG0000123	Syak.g_01299	Syag.g_02781
OG0000124	Syak.g_01692	Syag.g_02367
OG0000125	Syak.g_01934	Syag.g_02136, Syag.g_02134
OG0000126	Syak.g_01801	Syag.g_02266
OG0000128	Syak.g_01782	Syag.g_02284
OG0000129	Syak.g_01947	Syag.g_02121
OG0000130	Syak.g_02255	Syag.g_01819
OG0000131	Syak.g_02128	Syag.g_01951
OG0000132	Syak.g_02108	Syag.g_01972
OG0000133	Syak.g_00507	Syag.g_00806
OG0000134	Syak.g_01212	Syag.g_00008
OG0000135	Syak.g_01897	Syag.g_02171
OG0000136	Syak.g_01186	Syag.g_00038
OG0000137	Syak.g_01118	Syag.g_01356
OG0000138	Syak.g_02591	Syag.g_01511
OG0000139	Syak.g_02646	Syag.g_01448
OG0000140	Syak.g_02650	Syag.g_01446
OG0000141	Syak.g_02746	Syag.g_00351
OG0000142	Syak.g_00035	Syag.g_00410
OG0000143	Syak.g_00039	Syag.g_00414
OG0000144	Syak.g_00260	Syag.g_00493
OG0000145	Syak.g_02598	Syag.g_01504
OG0000146	Syak.g_00514	Syag.g_00800
OG0000147	Syak.g_00515	Syag.g_00799
OG0000148	Syak.g_00455	Syag.g_00693
OG0000149	Syak.g_00596	Syag.g_00731
OG0000150	Syak.g_02747	Syag.g_00352
OG0000151	Syak.g_00387	Syag.g_00623
OG0000152	Syak.g_00503	Syag.g_00810
OG0000153	Syak.g_00470	Syag.g_00845
OG0000154	Syak.g_00645	Syag.g_00870
OG0000155	Syak.g_00855	Syag.g_01107
OG0000156	Syak.g_00919	Syag.g_01166
OG0000157	Syak.g_00920	Syag.g_01167
OG0000158	Syak.g_01624	Syag.g_02422
OG0000159	Syak.g_01580	Syag.g_02425
OG0000160	Syak.g_01043	Syag.g_01415
OG0000161	Syak.g_01050	Syag.g_01409
OG0000162	Syak.g_01058	Syag.g_01402
OG0000163	Syak.g_02478	Syag.g_01618
OG0000164	Syak.g_02384	Syag.g_01725
OG0000165	Syak.g_02374	Syag.g_01733
OG0000166	Syak.g_01345	Syag.g_02733
OG0000167	Syak.g_01561	Syag.g_02437
OG0000168	Syak.g_01625	Syag.g_02417
OG0000169	Syak.g_01637	Syag.g_02405
OG0000170	Syak.g_01644	Syag.g_02398
OG0000171	Syak.g_01691	Syag.g_02368
OG0000172	Syak.g_01713	Syag.g_02360
OG0000173	Syak.g_01733	Syag.g_02337
OG0000174	Syak.g_01895	Syag.g_02175
OG0000175	Syak.g_01827	Syag.g_02240
OG0000176	Syak.g_01790	Syag.g_02276
OG0000177	Syak.g_01789	Syag.g_02277
OG0000178	Syak.g_01788	Syag.g_02278
OG0000179	Syak.g_01773	Syag.g_02293
OG0000180	Syak.g_01772	Syag.g_02294
OG0000181	Syak.g_01771	Syag.g_02295
OG0000182	Syak.g_01770	Syag.g_02296
OG0000183	Syak.g_01766	Syag.g_02300
OG0000184	Syak.g_01955	Syag.g_02110
OG0000185	Syak.g_01971	Syag.g_02092
OG0000186	Syak.g_02258	Syag.g_01815
OG0000187	Syak.g_02257	Syag.g_01816
OG0000188	Syak.g_02235	Syag.g_01839
OG0000189	Syak.g_02203	Syag.g_01872
OG0000190	Syak.g_01575	Syag.g_01874
OG0000191	Syak.g_02171	Syag.g_01909
OG0000192	Syak.g_02165	Syag.g_01915
OG0000193	Syak.g_02127	Syag.g_01952
OG0000194	Syak.g_02124	Syag.g_01955
OG0000195	Syak.g_02122	Syag.g_01957
OG0000196	Syak.g_02111	Syag.g_01968
OG0000197	Syak.g_02110	Syag.g_01969
OG0000198	Syak.g_02109	Syag.g_00108, Syag.g_01971
OG0000199	Syak.g_02100	Syag.g_01979
OG0000200	Syak.g_02083	Syag.g_01996
OG0000201	Syak.g_02068	Syag.g_02019, Syag.g_02023
OG0000202	Syak.g_02067	Syag.g_02024
OG0000203	Syak.g_02066	Syag.g_02025
OG0000204	Syak.g_02065	Syag.g_02020, Syag.g_02026
OG0000205	Syak.g_02058	Syag.g_02035
OG0000206	Syak.g_02038	Syag.g_02047
OG0000207	Syak.g_02025	Syag.g_02051
OG0000208	Syak.g_02024	Syag.g_02052
OG0000209	Syak.g_01995	Syag.g_02069
OG0000210	Syak.g_01994	Syag.g_02070
OG0000211	Syak.g_02300	Syag.g_01788
OG0000212	Syak.g_02311	Syag.g_01777
OG0000213	Syak.g_01425	Syag.g_02632
OG0000214	Syak.g_01442	Syag.g_02615
OG0000215	Syak.g_01474	Syag.g_02584
OG0000216	Syak.g_01478	Syag.g_02580
OG0000217	Syak.g_01482	Syag.g_02576
OG0000218	Syak.g_01484	Syag.g_02574
OG0000219	Syak.g_01485	Syag.g_02573
OG0000220	Syak.g_01486	Syag.g_02572
OG0000221	Syak.g_01498	Syag.g_02566
OG0000222	Syak.g_01512	Syag.g_02550
OG0000223	Syak.g_01531	Syag.g_02475
OG0000224	Syak.g_01532	Syag.g_02471
OG0000225	Syak.g_01230	Syag.g_02861
OG0000226	Syak.g_01226	Syag.g_02865
OG0000227	Syak.g_01224	Syag.g_02867
OG0000228	Syak.g_01216	Syag.g_00004
OG0000229	Syak.g_01191	Syag.g_00033
OG0000230	Syak.g_01189	Syag.g_00035
OG0000231	Syak.g_01176	Syag.g_00048
OG0000232	Syak.g_01156	Syag.g_00059
OG0000233	Syak.g_01145	Syag.g_01330
OG0000234	Syak.g_01116	Syag.g_01358
OG0000235	Syak.g_02573	Syag.g_01529
OG0000236	Syak.g_02589	Syag.g_01513
OG0000237	Syak.g_02607	Syag.g_01495
OG0000238	Syak.g_02612	Syag.g_01490
OG0000239	Syak.g_02628	Syag.g_01472
OG0000240	Syak.g_02629	Syag.g_01471
OG0000241	Syak.g_00027	Syag.g_00396
OG0000242	Syak.g_02638	Syag.g_01456
OG0000243	Syak.g_02658	Syag.g_00255
OG0000244	Syak.g_02665	Syag.g_00268
OG0000245	Syak.g_02667	Syag.g_00270
OG0000246	Syak.g_02671	Syag.g_00274
OG0000247	Syak.g_02681	Syag.g_00286
OG0000248	Syak.g_02684	Syag.g_00289
OG0000249	Syak.g_02686	Syag.g_00291
OG0000250	Syak.g_02694	Syag.g_00299
OG0000251	Syak.g_02722	Syag.g_00328
OG0000252	Syak.g_02725	Syag.g_00331
OG0000253	Syak.g_02727	Syag.g_00333
OG0000254	Syak.g_02752	Syag.g_00356
OG0000255	Syak.g_02772	Syag.g_00369
OG0000256	Syak.g_00020	Syag.g_00385
OG0000257	Syak.g_00026	Syag.g_00395
OG0000258	Syak.g_00044	Syag.g_00423
OG0000259	Syak.g_00334	Syag.g_00560
OG0000260	Syak.g_00338	Syag.g_00570
OG0000261	Syak.g_00348	Syag.g_00581
OG0000262	Syak.g_00353	Syag.g_00586
OG0000263	Syak.g_00828	Syag.g_01079
OG0000264	Syak.g_00698	Syag.g_01011
OG0000265	Syak.g_00211	Syag.g_01021
OG0000266	Syak.g_00778	Syag.g_00907
OG0000267	Syak.g_00555	Syag.g_00762
OG0000268	Syak.g_00554	Syag.g_00763
OG0000269	Syak.g_00429	Syag.g_00662
OG0000270	Syak.g_00432	Syag.g_00665
OG0000271	Syak.g_00440	Syag.g_00673
OG0000273	Syak.g_00616	Syag.g_00713
OG0000274	Syak.g_00615	Syag.g_00714
OG0000275	Syak.g_00611	Syag.g_00717
OG0000276	Syak.g_00604	Syag.g_00723
OG0000277	Syak.g_00603	Syag.g_00724
OG0000278	Syak.g_00600	Syag.g_00727
OG0000279	Syak.g_00592	Syag.g_00735
OG0000280	Syak.g_00582	Syag.g_00741
OG0000281	Syak.g_00339	Syag.g_00572
OG0000282	Syak.g_00375	Syag.g_00611
OG0000283	Syak.g_00541	Syag.g_00775
OG0000284	Syak.g_00536	Syag.g_00780
OG0000285	Syak.g_00523	Syag.g_00791
OG0000286	Syak.g_00504	Syag.g_00809
OG0000287	Syak.g_00477	Syag.g_00838
OG0000288	Syak.g_00644	Syag.g_00869
OG0000289	Syak.g_00659	Syag.g_00884
OG0000290	Syak.g_00738	Syag.g_00970
OG0000291	Syak.g_00734, Syak.g_00737	Syag.g_00972
OG0000292	Syak.g_01802	Syag.g_02265
OG0000293	Syak.g_00910	Syag.g_01155
OG0000294	Syak.g_00909	Syag.g_01154
OG0000295	Syak.g_00863	Syag.g_01115
OG0000296	Syak.g_00861	Syag.g_01113
OG0000297	Syak.g_00848	Syag.g_01099
OG0000298	Syak.g_00847	Syag.g_01098
OG0000299	Syak.g_00820	Syag.g_01067
OG0000300	Syak.g_00813	Syag.g_01062
OG0000301	Syak.g_00812	Syag.g_01061
OG0000302	Syak.g_00811	Syag.g_01060
OG0000303	Syak.g_00674	Syag.g_01048
OG0000304	Syak.g_00680	Syag.g_01041
OG0000305	Syak.g_00732	Syag.g_00977
OG0000306	Syak.g_00094	Syag.g_00460
OG0000307	Syak.g_02556	Syag.g_01546
OG0000308	Syak.g_02554	Syag.g_01548
OG0000309	Syak.g_02549	Syag.g_01553
OG0000310	Syak.g_00994	Syag.g_01291
OG0000311	Syak.g_00999	Syag.g_01300
OG0000312	Syak.g_01028	Syag.g_01434
OG0000313	Syak.g_01046	Syag.g_00966, Syag.g_01412
OG0000314	Syak.g_01079	Syag.g_01380
OG0000315	Syak.g_01090	Syag.g_01369
OG0000316	Syak.g_02462	Syag.g_01641
OG0000317	Syak.g_02419	Syag.g_01684
OG0000318	Syak.g_02415	Syag.g_01688
OG0000319	Syak.g_02399	Syag.g_01710
OG0000320	Syak.g_02397	Syag.g_01712
OG0000321	Syak.g_02396	Syag.g_01713
OG0000322	Syak.g_02395	Syag.g_01714
OG0000323	Syak.g_02380	Syag.g_01728
OG0000324	Syak.g_02347	Syag.g_01757
OG0000325	Syak.g_01391	Syag.g_02690
OG0000326	Syak.g_01384	Syag.g_02698
OG0000327	Syak.g_01350	Syag.g_02728
OG0000328	Syak.g_01349	Syag.g_02729
OG0000329	Syak.g_01331	Syag.g_02747
OG0000330	Syak.g_01330	Syag.g_02748
OG0000331	Syak.g_01329	Syag.g_02749
OG0000332	Syak.g_01314	Syag.g_02764
OG0000333	Syak.g_01311	Syag.g_02767
OG0000334	Syak.g_01302	Syag.g_02777
OG0000335	Syak.g_01298	Syag.g_02782
OG0000336	Syak.g_01294	Syag.g_02786
OG0000337	Syak.g_01555	Syag.g_02445
OG0000338	Syak.g_01558	Syag.g_02440
OG0000340	Syak.g_01626	Syag.g_02416
OG0000341	Syak.g_01628	Syag.g_02414
OG0000342	Syak.g_01629	Syag.g_02413
OG0000343	Syak.g_01631	Syag.g_02411
OG0000344	Syak.g_01635	Syag.g_02407
OG0000345	Syak.g_01645	Syag.g_02397
OG0000346	Syak.g_01651	Syag.g_02392
OG0000347	Syak.g_01694	Syag.g_02366
OG0000348	Syak.g_01717	Syag.g_02357
OG0000349	Syak.g_01740	Syag.g_02330
OG0000350	Syak.g_01377	Syag.g_02705
OG0000351	Syak.g_01823	Syag.g_02244
OG0000352	Syak.g_01822	Syag.g_02245
OG0000353	Syak.g_01796	Syag.g_02271
OG0000354	Syak.g_02618	Syag.g_01484
OG0000354	Syak.g_01775	Syag.g_02291
OG0000355	Syak.g_01793	Syag.g_02273
OG0000356	Syak.g_01792	Syag.g_02274
OG0000357	Syak.g_01791	Syag.g_02275
OG0000358	Syak.g_01787	Syag.g_02279
OG0000359	Syak.g_01785	Syag.g_02281
OG0000360	Syak.g_01784	Syag.g_02282
OG0000361	Syak.g_01783	Syag.g_02283
OG0000362	Syak.g_01781	Syag.g_02285
OG0000363	Syak.g_01779	Syag.g_02287
OG0000364	Syak.g_01778	Syag.g_02288
OG0000365	Syak.g_01769	Syag.g_02297
OG0000366	Syak.g_01768	Syag.g_02298
OG0000367	Syak.g_01767	Syag.g_02299
OG0000368	Syak.g_01765	Syag.g_02301
OG0000369	Syak.g_01764	Syag.g_02302
OG0000370	Syak.g_01763	Syag.g_02303
OG0000371	Syak.g_01753	Syag.g_02312
OG0000372	Syak.g_01748	Syag.g_02317
OG0000373	Syak.g_01747	Syag.g_02318
OG0000374	Syak.g_01746	Syag.g_02319
OG0000375	Syak.g_01744	Syag.g_02326
OG0000376	Syak.g_01742	Syag.g_02328
OG0000377	Syak.g_01948	Syag.g_02119
OG0000378	Syak.g_01968	Syag.g_02099
OG0000379	Syak.g_01972	Syag.g_02091
OG0000380	Syak.g_02256	Syag.g_01817
OG0000381	Syak.g_02254	Syag.g_01820
OG0000382	Syak.g_02236	Syag.g_01838
OG0000383	Syak.g_02229	Syag.g_01843
OG0000384	Syak.g_02228	Syag.g_01844
OG0000385	Syak.g_02227	Syag.g_01845
OG0000386	Syak.g_02226	Syag.g_01846
OG0000387	Syak.g_02200	Syag.g_01876
OG0000388	Syak.g_02196	Syag.g_01880
OG0000389	Syak.g_02193	Syag.g_01884
OG0000390	Syak.g_02177	Syag.g_01903
OG0000391	Syak.g_02172	Syag.g_01908
OG0000392	Syak.g_02166	Syag.g_01914
OG0000393	Syak.g_02163	Syag.g_01917
OG0000394	Syak.g_02162	Syag.g_01918
OG0000395	Syak.g_02161	Syag.g_01919
OG0000396	Syak.g_02158	Syag.g_01922
OG0000397	Syak.g_02156	Syag.g_01924
OG0000398	Syak.g_02151	Syag.g_01929
OG0000399	Syak.g_02150	Syag.g_01930
OG0000400	Syak.g_02149	Syag.g_01931
OG0000401	Syak.g_02148	Syag.g_01932
OG0000402	Syak.g_02146	Syag.g_01934
OG0000403	Syak.g_02145	Syag.g_01935
OG0000404	Syak.g_02143	Syag.g_01937
OG0000405	Syak.g_02131	Syag.g_01949
OG0000406	Syak.g_02126	Syag.g_01953
OG0000407	Syak.g_02125	Syag.g_01954
OG0000408	Syak.g_02123	Syag.g_01956
OG0000409	Syak.g_02121	Syag.g_01958
OG0000410	Syak.g_02120	Syag.g_01959
OG0000411	Syak.g_02119	Syag.g_01960
OG0000412	Syak.g_02118	Syag.g_01961
OG0000413	Syak.g_02116	Syag.g_01963
OG0000415	Syak.g_02114	Syag.g_01965
OG0000416	Syak.g_02113	Syag.g_01966
OG0000417	Syak.g_02112	Syag.g_01967
OG0000418	Syak.g_02107	Syag.g_01973
OG0000419	Syak.g_02105	Syag.g_01975
OG0000420	Syak.g_02103	Syag.g_01977
OG0000421	Syak.g_02097	Syag.g_01982
OG0000422	Syak.g_02096	Syag.g_01983
OG0000423	Syak.g_02095	Syag.g_01984
OG0000424	Syak.g_02094	Syag.g_01985
OG0000425	Syak.g_02093	Syag.g_01986
OG0000426	Syak.g_02092	Syag.g_01987
OG0000427	Syak.g_02091	Syag.g_01988
OG0000428	Syak.g_02088	Syag.g_01991
OG0000429	Syak.g_02086	Syag.g_01993
OG0000430	Syak.g_02084	Syag.g_01995
OG0000431	Syak.g_02081	Syag.g_01998
OG0000432	Syak.g_02075	Syag.g_02007
OG0000433	Syak.g_02073	Syag.g_02009
OG0000434	Syak.g_02072	Syag.g_02010
OG0000435	Syak.g_02071	Syag.g_02017
OG0000436	Syak.g_02064	Syag.g_02028
OG0000437	Syak.g_02063	Syag.g_02029
OG0000438	Syak.g_02062	Syag.g_02031
OG0000439	Syak.g_02060	Syag.g_02033
OG0000440	Syak.g_02059	Syag.g_02034
OG0000441	Syak.g_02053	Syag.g_02041
OG0000442	Syak.g_02043	Syag.g_02044
OG0000443	Syak.g_02041	Syag.g_02046
OG0000444	Syak.g_02022	Syag.g_02053
OG0000445	Syak.g_02015	Syag.g_02054
OG0000446	Syak.g_02013	Syag.g_02056
OG0000447	Syak.g_02006	Syag.g_02059
OG0000448	Syak.g_02005	Syag.g_02060
OG0000449	Syak.g_02004	Syag.g_02061
OG0000450	Syak.g_01998	Syag.g_02066
OG0000451	Syak.g_01997	Syag.g_02067
OG0000452	Syak.g_01993	Syag.g_02071
OG0000453	Syak.g_01992	Syag.g_02072
OG0000454	Syak.g_01991	Syag.g_02073
OG0000455	Syak.g_01990	Syag.g_02074
OG0000456	Syak.g_01989	Syag.g_02075
OG0000457	Syak.g_01987	Syag.g_02077
OG0000458	Syak.g_01986	Syag.g_02080
OG0000459	Syak.g_01985	Syag.g_02081
OG0000460	Syak.g_02303	Syag.g_01786
OG0000461	Syak.g_01402	Syag.g_02675
OG0000462	Syak.g_01405	Syag.g_02672
OG0000463	Syak.g_01406	Syag.g_02671
OG0000464	Syak.g_01407	Syag.g_02670
OG0000465	Syak.g_01409	Syag.g_02668
OG0000466	Syak.g_01414	Syag.g_02662
OG0000467	Syak.g_01416	Syag.g_02660
OG0000468	Syak.g_01421	Syag.g_02636
OG0000469	Syak.g_01436	Syag.g_02621
OG0000470	Syak.g_01438	Syag.g_02619
OG0000471	Syak.g_01439	Syag.g_02618
OG0000472	Syak.g_01441	Syag.g_02616
OG0000473	Syak.g_01443	Syag.g_02614
OG0000474	Syak.g_01444	Syag.g_02613
OG0000475	Syak.g_01445	Syag.g_02612
OG0000476	Syak.g_01447	Syag.g_02610
OG0000477	Syak.g_01453	Syag.g_02604
OG0000478	Syak.g_01454	Syag.g_02603
OG0000479	Syak.g_01455	Syag.g_02602
OG0000480	Syak.g_01462	Syag.g_02595
OG0000481	Syak.g_01464	Syag.g_02593
OG0000482	Syak.g_01465	Syag.g_02592
OG0000483	Syak.g_01469	Syag.g_02588
OG0000484	Syak.g_01470	Syag.g_02587
OG0000485	Syak.g_01472	Syag.g_02586
OG0000486	Syak.g_01473	Syag.g_02585
OG0000487	Syak.g_01479	Syag.g_02579
OG0000488	Syak.g_01483	Syag.g_02575
OG0000489	Syak.g_01499	Syag.g_02565
OG0000490	Syak.g_01507	Syag.g_02553
OG0000491	Syak.g_01511	Syag.g_02551
OG0000492	Syak.g_01513	Syag.g_02549
OG0000493	Syak.g_01514	Syag.g_02548
OG0000494	Syak.g_01515	Syag.g_02547
OG0000495	Syak.g_01516	Syag.g_02546
OG0000496	Syak.g_01517	Syag.g_02545
OG0000497	Syak.g_01518	Syag.g_02544
OG0000498	Syak.g_01519	Syag.g_02543
OG0000499	Syak.g_01520	Syag.g_02542
OG0000500	Syak.g_01521	Syag.g_02541
OG0000501	Syak.g_01524	Syag.g_02538
OG0000502	Syak.g_01538	Syag.g_02467
OG0000503	Syak.g_01246	Syag.g_02843
OG0000504	Syak.g_01244	Syag.g_02845
OG0000505	Syak.g_01243	Syag.g_02846
OG0000506	Syak.g_01241	Syag.g_02849
OG0000507	Syak.g_01235	Syag.g_02855
OG0000508	Syak.g_01231	Syag.g_02860
OG0000509	Syak.g_01229	Syag.g_02862
OG0000510	Syak.g_01228	Syag.g_02863
OG0000511	Syak.g_01227	Syag.g_02864
OG0000512	Syak.g_01225	Syag.g_02866
OG0000513	Syak.g_01211	Syag.g_00009
OG0000514	Syak.g_01204	Syag.g_00018
OG0000515	Syak.g_01203	Syag.g_00019
OG0000516	Syak.g_01199	Syag.g_00025
OG0000517	Syak.g_01192	Syag.g_00032
OG0000518	Syak.g_01180	Syag.g_00044
OG0000519	Syak.g_01179	Syag.g_00045
OG0000520	Syak.g_01178	Syag.g_00046
OG0000521	Syak.g_01167	Syag.g_00054
OG0000522	Syak.g_01163	Syag.g_00056
OG0000523	Syak.g_01162	Syag.g_00057
OG0000524	Syak.g_01149	Syag.g_01327
OG0000525	Syak.g_01130	Syag.g_01345
OG0000526	Syak.g_01127	Syag.g_01348
OG0000527	Syak.g_01120	Syag.g_01354
OG0000528	Syak.g_02570	Syag.g_01532
OG0000529	Syak.g_02575	Syag.g_01527
OG0000530	Syak.g_02578	Syag.g_01524
OG0000531	Syak.g_02579	Syag.g_01523
OG0000532	Syak.g_02582	Syag.g_01520
OG0000533	Syak.g_02584	Syag.g_01518
OG0000534	Syak.g_02585	Syag.g_01517
OG0000535	Syak.g_02586	Syag.g_01516
OG0000536	Syak.g_02587	Syag.g_01515
OG0000537	Syak.g_02588	Syag.g_01514
OG0000538	Syak.g_02600	Syag.g_01502
OG0000539	Syak.g_02601	Syag.g_01501
OG0000540	Syak.g_02602	Syag.g_01500
OG0000541	Syak.g_02603	Syag.g_01499
OG0000542	Syak.g_02606	Syag.g_01496
OG0000543	Syak.g_02608	Syag.g_01494
OG0000544	Syak.g_02609	Syag.g_01493
OG0000545	Syak.g_02611	Syag.g_01491
OG0000546	Syak.g_02613	Syag.g_01489
OG0000547	Syak.g_02615	Syag.g_01487
OG0000548	Syak.g_02616	Syag.g_01486
OG0000549	Syak.g_02622	Syag.g_01480
OG0000550	Syak.g_02626	Syag.g_01474
OG0000551	Syak.g_02631	Syag.g_01470
OG0000552	Syak.g_02632	Syag.g_01469
OG0000553	Syak.g_02636	Syag.g_01464
OG0000554	Syak.g_02641	Syag.g_01453
OG0000555	Syak.g_02657	Syag.g_00075
OG0000556	Syak.g_02661	Syag.g_00257
OG0000557	Syak.g_02663	Syag.g_00267
OG0000558	Syak.g_02666	Syag.g_00269
OG0000559	Syak.g_02670	Syag.g_00273
OG0000560	Syak.g_02672	Syag.g_00276
OG0000561	Syak.g_02673	Syag.g_00277
OG0000562	Syak.g_02674	Syag.g_00278
OG0000563	Syak.g_02675	Syag.g_00279
OG0000564	Syak.g_02676	Syag.g_00280
