Orthogroup	Syak	Praw
OG0000277	Syak.g_00603	Praw.g_01659
OG0000278	Syak.g_00600	Praw.g_01656
OG0000279	Syak.g_00592	Praw.g_01649
OG0000280	Syak.g_00582	Praw.g_01648
OG0000281	Syak.g_00339	Praw.g_01643
OG0000282	Syak.g_00375	Praw.g_01595
OG0000283	Syak.g_00541	Praw.g_01562
OG0000284	Syak.g_00536	Praw.g_01557
OG0000285	Syak.g_00523	Praw.g_01552
OG0000286	Syak.g_00504	Praw.g_01540
OG0000287	Syak.g_00477	Praw.g_01523
OG0000288	Syak.g_00644	Praw.g_01494
OG0000289	Syak.g_00659	Praw.g_01483
OG0000290	Syak.g_00738	Praw.g_01470
OG0000291	Syak.g_00734, Syak.g_00737	Praw.g_01468
OG0000292	Syak.g_01802	Praw.g_01418
OG0000293	Syak.g_00910	Praw.g_00225
OG0000294	Syak.g_00909	Praw.g_00226
OG0000295	Syak.g_00863	Praw.g_00246
OG0000296	Syak.g_00861	Praw.g_00248
OG0000297	Syak.g_00848	Praw.g_00256
OG0000298	Syak.g_00847	Praw.g_00257
OG0000299	Syak.g_00820	Praw.g_00274
OG0000300	Syak.g_00813	Praw.g_00277
OG0000301	Syak.g_00812	Praw.g_00278
OG0000302	Syak.g_00811	Praw.g_00280
OG0000303	Syak.g_00674	Praw.g_00287
OG0000304	Syak.g_00680	Praw.g_00291
OG0000305	Syak.g_00732	Praw.g_01008
OG0000306	Syak.g_00094	Praw.g_01011
OG0000307	Syak.g_02556	Praw.g_01025
OG0000308	Syak.g_02554	Praw.g_01026
OG0000309	Syak.g_02549	Praw.g_01030
OG0000310	Syak.g_00994	Praw.g_01098
OG0000311	Syak.g_00999	Praw.g_01096
OG0000312	Syak.g_01028	Praw.g_01093
OG0000313	Syak.g_01046	Praw.g_01076
OG0000314	Syak.g_01079	Praw.g_00363
OG0000315	Syak.g_01090	Praw.g_00374
OG0000316	Syak.g_02462	Praw.g_00394
OG0000317	Syak.g_02419	Praw.g_00513
OG0000318	Syak.g_02415	Praw.g_00516
OG0000319	Syak.g_02399	Praw.g_00529
OG0000320	Syak.g_02397	Praw.g_00531
OG0000321	Syak.g_02396	Praw.g_00532
OG0000322	Syak.g_02395	Praw.g_00533
OG0000323	Syak.g_02380	Praw.g_00542
OG0000324	Syak.g_02347	Praw.g_00569
OG0000325	Syak.g_01391	Praw.g_01916
OG0000326	Syak.g_01384	Praw.g_01910
OG0000327	Syak.g_01350	Praw.g_00137
OG0000328	Syak.g_01349	Praw.g_00136
OG0000329	Syak.g_01331	Praw.g_00119
OG0000330	Syak.g_01330	Praw.g_00118
OG0000331	Syak.g_01329	Praw.g_00117
OG0000332	Syak.g_01314	Praw.g_00103
OG0000333	Syak.g_01311	Praw.g_00101
OG0000334	Syak.g_01302	Praw.g_00093
OG0000335	Syak.g_01298	Praw.g_00088
OG0000336	Syak.g_01294	Praw.g_00084
OG0000337	Syak.g_01555	Praw.g_00068
OG0000338	Syak.g_01558	Praw.g_00067
OG0000339	Syak.g_01566	Praw.g_00063
OG0000340	Syak.g_01626	Praw.g_00055
OG0000341	Syak.g_01628	Praw.g_00053
OG0000342	Syak.g_01629	Praw.g_00052
OG0000343	Syak.g_01631	Praw.g_00051
OG0000344	Syak.g_01635	Praw.g_00048
OG0000345	Syak.g_01645	Praw.g_00043
OG0000346	Syak.g_01651	Praw.g_00038
OG0000347	Syak.g_01694	Praw.g_00022
OG0000348	Syak.g_01717	Praw.g_00013
OG0000349	Syak.g_01740	Praw.g_01189
OG0000350	Syak.g_01377	Praw.g_01170
OG0000351	Syak.g_01823	Praw.g_01153
OG0000352	Syak.g_01822	Praw.g_01152
OG0000353	Syak.g_01796	Praw.g_01137
OG0000354	Syak.g_01775	Praw.g_00910
OG0000355	Syak.g_01793	Praw.g_01135
OG0000356	Syak.g_01792	Praw.g_01134
OG0000357	Syak.g_01791	Praw.g_01133
OG0000358	Syak.g_01787	Praw.g_01129
OG0000359	Syak.g_01785	Praw.g_01128
OG0000360	Syak.g_01784	Praw.g_01127
OG0000361	Syak.g_01783	Praw.g_01126
OG0000362	Syak.g_01781	Praw.g_01124
OG0000363	Syak.g_01779	Praw.g_01414
OG0000364	Syak.g_01778	Praw.g_01413
OG0000365	Syak.g_01769	Praw.g_01408
OG0000366	Syak.g_01768	Praw.g_01407
OG0000367	Syak.g_01767	Praw.g_01406
OG0000368	Syak.g_01765	Praw.g_01404
OG0000369	Syak.g_01764	Praw.g_01403
OG0000370	Syak.g_01763	Praw.g_01402
OG0000371	Syak.g_01753	Praw.g_01396
OG0000372	Syak.g_01748	Praw.g_01393
OG0000373	Syak.g_01747	Praw.g_01392
OG0000374	Syak.g_01746	Praw.g_01391
OG0000375	Syak.g_01744	Praw.g_01388
OG0000376	Syak.g_01742	Praw.g_01386
OG0000377	Syak.g_01948	Praw.g_01383
OG0000378	Syak.g_01968	Praw.g_01381
OG0000379	Syak.g_01972	Praw.g_01378
OG0000380	Syak.g_02256	Praw.g_01368
OG0000381	Syak.g_02254	Praw.g_01364
OG0000382	Syak.g_02236	Praw.g_01353
OG0000383	Syak.g_02229	Praw.g_01351
OG0000384	Syak.g_02228	Praw.g_01350
OG0000385	Syak.g_02227	Praw.g_01349
OG0000386	Syak.g_02226	Praw.g_01348
OG0000387	Syak.g_02200	Praw.g_01336
OG0000388	Syak.g_02196	Praw.g_01333
OG0000389	Syak.g_02193, Syak.g_02345	Praw.g_01329
OG0000390	Syak.g_02177	Praw.g_01322
OG0000391	Syak.g_02172	Praw.g_01319
OG0000392	Syak.g_02166	Praw.g_01315
OG0000393	Syak.g_02163	Praw.g_01313
OG0000394	Syak.g_02162	Praw.g_01312
OG0000395	Syak.g_02161	Praw.g_01311
OG0000396	Syak.g_02158	Praw.g_01308
OG0000397	Syak.g_02156	Praw.g_01306
OG0000398	Syak.g_02151	Praw.g_01304
OG0000399	Syak.g_02150	Praw.g_01303
OG0000400	Syak.g_02149	Praw.g_01302
OG0000401	Syak.g_02148	Praw.g_01301
OG0000402	Syak.g_02146	Praw.g_01299
OG0000403	Syak.g_02145	Praw.g_01298
OG0000404	Syak.g_02143	Praw.g_01297
OG0000405	Syak.g_02131	Praw.g_01293
OG0000406	Syak.g_02126	Praw.g_01288
OG0000407	Syak.g_02125	Praw.g_01287
OG0000408	Syak.g_02123	Praw.g_01285
OG0000409	Syak.g_02121	Praw.g_01283
OG0000410	Syak.g_02120	Praw.g_01282
OG0000411	Syak.g_02119	Praw.g_01281
OG0000412	Syak.g_02118	Praw.g_01280
OG0000413	Syak.g_02116	Praw.g_01279
OG0000415	Syak.g_02114	Praw.g_01277
OG0000416	Syak.g_02113	Praw.g_01276
OG0000417	Syak.g_02112	Praw.g_01275
OG0000418	Syak.g_02107	Praw.g_01270
OG0000419	Syak.g_02105	Praw.g_01268
OG0000420	Syak.g_02103	Praw.g_01267
OG0000421	Syak.g_02097	Praw.g_01262
OG0000422	Syak.g_02096	Praw.g_01261
OG0000423	Syak.g_02095	Praw.g_01260
OG0000424	Syak.g_02094	Praw.g_01259
OG0000425	Syak.g_02093	Praw.g_01258
OG0000426	Syak.g_02092	Praw.g_01257
OG0000427	Syak.g_02091	Praw.g_01256
OG0000428	Syak.g_02088	Praw.g_01254
OG0000429	Syak.g_02086	Praw.g_01253
OG0000430	Syak.g_02084	Praw.g_01252
OG0000431	Syak.g_02081	Praw.g_01250
OG0000432	Syak.g_02075	Praw.g_01247
OG0000433	Syak.g_02073	Praw.g_01246
OG0000434	Syak.g_02072	Praw.g_01245
OG0000435	Syak.g_02071	Praw.g_01244
OG0000436	Syak.g_02064	Praw.g_01239
OG0000437	Syak.g_02063	Praw.g_01238
OG0000438	Syak.g_02062	Praw.g_01237
OG0000439	Syak.g_02060	Praw.g_01235
OG0000440	Syak.g_02059	Praw.g_01234
OG0000441	Syak.g_02053	Praw.g_01231
OG0000442	Syak.g_02043	Praw.g_01230
OG0000443	Syak.g_02041	Praw.g_01229
OG0000444	Syak.g_02022	Praw.g_01224
OG0000445	Syak.g_02015	Praw.g_01223
OG0000446	Syak.g_02013	Praw.g_01222
OG0000447	Syak.g_02006	Praw.g_01221
OG0000448	Syak.g_02005	Praw.g_01220
OG0000449	Syak.g_02004	Praw.g_01219
OG0000450	Syak.g_01998	Praw.g_01218
OG0000451	Syak.g_01997	Praw.g_01217
OG0000452	Syak.g_01993	Praw.g_01214
OG0000453	Syak.g_01992	Praw.g_01213
OG0000454	Syak.g_01991	Praw.g_01212
OG0000455	Syak.g_01990	Praw.g_01211
OG0000456	Syak.g_01989	Praw.g_01210
OG0000457	Syak.g_01987	Praw.g_01209
OG0000458	Syak.g_01986	Praw.g_01208
OG0000459	Syak.g_01985	Praw.g_01207
OG0000460	Syak.g_02303	Praw.g_01200
OG0000461	Syak.g_01402	Praw.g_00891
OG0000462	Syak.g_01405	Praw.g_00889
OG0000463	Syak.g_01406	Praw.g_00888
OG0000464	Syak.g_01407	Praw.g_00887
OG0000465	Syak.g_01409	Praw.g_00886
OG0000466	Syak.g_01414	Praw.g_00883
OG0000467	Syak.g_01416	Praw.g_00882
OG0000468	Syak.g_01421	Praw.g_00880
OG0000469	Syak.g_01436	Praw.g_00872
OG0000470	Syak.g_01438	Praw.g_00870
OG0000471	Syak.g_01439	Praw.g_00869
OG0000472	Syak.g_01441	Praw.g_00868
OG0000473	Syak.g_01443	Praw.g_00866
OG0000474	Syak.g_01444	Praw.g_00865
OG0000475	Syak.g_01445	Praw.g_00864
OG0000476	Syak.g_01447	Praw.g_00863
OG0000477	Syak.g_01453	Praw.g_00859
OG0000478	Syak.g_01454	Praw.g_00858
OG0000479	Syak.g_01455	Praw.g_00857
OG0000480	Syak.g_01462	Praw.g_00852
OG0000481	Syak.g_01464	Praw.g_00850
OG0000482	Syak.g_01465	Praw.g_00849
OG0000483	Syak.g_01469	Praw.g_00846
OG0000484	Syak.g_01470	Praw.g_00845
OG0000485	Syak.g_01472	Praw.g_00844
OG0000486	Syak.g_01473	Praw.g_00843
OG0000487	Syak.g_01479	Praw.g_00839
OG0000488	Syak.g_01483	Praw.g_00836
OG0000489	Syak.g_01499	Praw.g_00831
OG0000490	Syak.g_01507	Praw.g_00826
OG0000491	Syak.g_01511	Praw.g_00825
OG0000492	Syak.g_01513	Praw.g_00823
OG0000493	Syak.g_01514	Praw.g_00822
OG0000494	Syak.g_01515	Praw.g_00821
OG0000495	Syak.g_01516	Praw.g_00820
OG0000496	Syak.g_01517	Praw.g_00819
OG0000497	Syak.g_01518	Praw.g_00818
OG0000498	Syak.g_01519	Praw.g_00817
OG0000499	Syak.g_01520	Praw.g_00816
OG0000500	Syak.g_01521	Praw.g_00815
OG0000501	Syak.g_01524	Praw.g_00813
OG0000502	Syak.g_01538	Praw.g_00810
OG0000503	Syak.g_01246	Praw.g_00796
OG0000504	Syak.g_01244	Praw.g_00795
OG0000505	Syak.g_01243	Praw.g_00794
OG0000506	Syak.g_01241	Praw.g_00792
OG0000507	Syak.g_01235	Praw.g_00790
OG0000508	Syak.g_01231	Praw.g_00787
OG0000509	Syak.g_01229	Praw.g_00785
OG0000510	Syak.g_01228	Praw.g_00784
OG0000511	Syak.g_01227	Praw.g_00783
OG0000512	Syak.g_01225	Praw.g_00781
OG0000513	Syak.g_01211	Praw.g_00774
OG0000514	Syak.g_01204	Praw.g_00716
OG0000515	Syak.g_01203	Praw.g_00715
OG0000516	Syak.g_01199	Praw.g_00714
OG0000517	Syak.g_01192	Praw.g_00712
OG0000518	Syak.g_01180	Praw.g_00701
OG0000519	Syak.g_01179	Praw.g_00700
OG0000520	Syak.g_01178	Praw.g_00699
OG0000521	Syak.g_01167	Praw.g_00694
OG0000522	Syak.g_01163	Praw.g_00692
OG0000523	Syak.g_01162	Praw.g_00691
OG0000524	Syak.g_01149	Praw.g_00686
OG0000525	Syak.g_01130	Praw.g_00683
OG0000526	Syak.g_01127	Praw.g_00682
OG0000527	Syak.g_01120	Praw.g_00674
OG0000528	Syak.g_02570	Praw.g_00669
OG0000529	Syak.g_02575	Praw.g_00666
OG0000530	Syak.g_02578	Praw.g_00664
OG0000531	Syak.g_02579	Praw.g_00663
OG0000532	Syak.g_02582	Praw.g_00661
OG0000533	Syak.g_02584	Praw.g_00660
OG0000534	Syak.g_02585	Praw.g_00659
OG0000535	Syak.g_02586	Praw.g_00658
OG0000536	Syak.g_02587	Praw.g_00657
OG0000537	Syak.g_02588	Praw.g_00656
OG0000538	Syak.g_02600	Praw.g_00648
OG0000539	Syak.g_02601	Praw.g_00647
OG0000540	Syak.g_02602	Praw.g_00646
OG0000541	Syak.g_02603	Praw.g_00645
OG0000542	Syak.g_02606	Praw.g_00643
OG0000543	Syak.g_02608	Praw.g_00641
OG0000544	Syak.g_02609	Praw.g_00640
OG0000545	Syak.g_02611	Praw.g_00638
OG0000546	Syak.g_02613	Praw.g_00635
OG0000547	Syak.g_02615	Praw.g_00633
OG0000548	Syak.g_02616	Praw.g_00632
OG0000549	Syak.g_02622	Praw.g_00630
OG0000550	Syak.g_02626	Praw.g_00625
OG0000551	Syak.g_02631	Praw.g_00621
OG0000552	Syak.g_02632	Praw.g_00620
OG0000553	Syak.g_02636	Praw.g_00619
OG0000554	Syak.g_02641	Praw.g_00614
OG0000555	Syak.g_02657	Praw.g_00606
OG0000556	Syak.g_02661	Praw.g_00604
OG0000557	Syak.g_02663	Praw.g_00603
OG0000558	Syak.g_02666	Praw.g_00601
OG0000559	Syak.g_02670	Praw.g_00597
OG0000560	Syak.g_02672	Praw.g_00594
OG0000561	Syak.g_02673	Praw.g_00593
OG0000562	Syak.g_02674	Praw.g_00592
OG0000563	Syak.g_02675	Praw.g_00591
OG0000564	Syak.g_02676	Praw.g_00590
OG0000565	Syak.g_02679	Praw.g_00587
OG0000566	Syak.g_02683	Praw.g_00585
OG0000567	Syak.g_02687	Praw.g_00581
OG0000568	Syak.g_02690	Praw.g_00580
OG0000569	Syak.g_02691	Praw.g_00579
OG0000570	Syak.g_02692	Praw.g_00578
OG0000571	Syak.g_02696	Praw.g_00576
OG0000572	Syak.g_02713	Praw.g_01933
OG0000573	Syak.g_02723	Praw.g_01938
OG0000574	Syak.g_02724	Praw.g_01939
OG0000575	Syak.g_02729	Praw.g_01943
OG0000576	Syak.g_02731	Praw.g_01945
OG0000577	Syak.g_02732	Praw.g_01946
OG0000578	Syak.g_02733	Praw.g_01947
OG0000579	Syak.g_02734	Praw.g_01948
OG0000580	Syak.g_02735	Praw.g_01949
OG0000581	Syak.g_02742	Praw.g_00141
OG0000582	Syak.g_02748	Praw.g_00144
OG0000583	Syak.g_02749	Praw.g_00145
OG0000584	Syak.g_02750	Praw.g_00146
OG0000585	Syak.g_02753	Praw.g_00148
OG0000586	Syak.g_02754	Praw.g_00149
