Orthogroup	Syak	Syat
OG0000147	Syak.g_00515	Syat.g_00595
OG0000148	Syak.g_00455	Syat.g_00503
OG0000149	Syak.g_00596	Syat.g_00747
OG0000150	Syak.g_02747	Syat.g_03399
OG0000151	Syak.g_00387	Syat.g_00801, Syat.g_00440
OG0000152	Syak.g_00503	Syat.g_00578
OG0000153	Syak.g_00470	Syat.g_00542
OG0000154	Syak.g_00645	Syat.g_00708
OG0000155	Syak.g_00855	Syat.g_00287
OG0000156	Syak.g_00919	Syat.g_03228
OG0000157	Syak.g_00920	Syat.g_02012, Syat.g_03227
OG0000158	Syak.g_01624	Syat.g_02163
OG0000159	Syak.g_01580	Syat.g_01187
OG0000160	Syak.g_01043	Syat.g_01224
OG0000161	Syak.g_01050	Syat.g_01180
OG0000162	Syak.g_01058	Syat.g_01281
OG0000163	Syak.g_02478	Syat.g_02979
OG0000164	Syak.g_02384	Syat.g_03040
OG0000165	Syak.g_02374	Syat.g_03033
OG0000166	Syak.g_01345	Syat.g_01822
OG0000167	Syak.g_01561	Syat.g_02148
OG0000168	Syak.g_01625	Syat.g_02164
OG0000169	Syak.g_01637	Syat.g_02192
OG0000170	Syak.g_01644	Syat.g_02201
OG0000171	Syak.g_01691	Syat.g_02230
OG0000172	Syak.g_01713	Syat.g_02260
OG0000173	Syak.g_01733	Syat.g_02284
OG0000174	Syak.g_01895	Syat.g_02504
OG0000175	Syak.g_01827	Syat.g_02416
OG0000176	Syak.g_01790	Syat.g_02372
OG0000177	Syak.g_01789	Syat.g_02338
OG0000178	Syak.g_01788	Syat.g_02337
OG0000179	Syak.g_01773	Syat.g_02322
OG0000180	Syak.g_01772	Syat.g_02321
OG0000181	Syak.g_01771	Syat.g_02320
OG0000182	Syak.g_01770	Syat.g_02319
OG0000183	Syak.g_01766	Syat.g_02315
OG0000184	Syak.g_01955	Syat.g_02704
OG0000185	Syak.g_01971	Syat.g_02719
OG0000186	Syak.g_02258	Syat.g_01463
OG0000187	Syak.g_02257	Syat.g_01467
OG0000188	Syak.g_02235	Syat.g_01489
OG0000189	Syak.g_02203	Syat.g_00386, Syat.g_01557
OG0000190	Syak.g_01575	Syat.g_00330
OG0000191	Syak.g_02171	Syat.g_03344, Syat.g_02939
OG0000192	Syak.g_02165	Syat.g_02933
OG0000193	Syak.g_02127	Syat.g_02897
OG0000194	Syak.g_02124	Syat.g_02894
OG0000196	Syak.g_02111	Syat.g_02867
OG0000197	Syak.g_02110	Syat.g_02866
OG0000198	Syak.g_02109	Syat.g_02865
OG0000199	Syak.g_02100	Syat.g_02857
OG0000200	Syak.g_02083	Syat.g_02840
OG0000201	Syak.g_02068	Syat.g_02821
OG0000202	Syak.g_02067	Syat.g_02820
OG0000203	Syak.g_02066	Syat.g_02819
OG0000204	Syak.g_02065	Syat.g_02818
OG0000205	Syak.g_02058	Syat.g_02809
OG0000206	Syak.g_02038	Syat.g_02785
OG0000207	Syak.g_02025	Syat.g_02778
OG0000208	Syak.g_02024	Syat.g_02777
OG0000209	Syak.g_01995	Syat.g_02735
OG0000210	Syak.g_01994	Syat.g_02734
OG0000211	Syak.g_02300	Syat.g_01452
OG0000212	Syak.g_02311	Syat.g_01442
OG0000213	Syak.g_01425	Syat.g_01889
OG0000214	Syak.g_01442	Syat.g_02042
OG0000215	Syak.g_01474	Syat.g_02075
OG0000216	Syak.g_01478	Syat.g_02079
OG0000217	Syak.g_01482	Syat.g_02085
OG0000218	Syak.g_01484	Syat.g_02087
OG0000219	Syak.g_01485	Syat.g_02088
OG0000220	Syak.g_01486	Syat.g_02089
OG0000221	Syak.g_01498	Syat.g_02095
OG0000222	Syak.g_01512	Syat.g_02109
OG0000223	Syak.g_01531	Syat.g_02570
OG0000224	Syak.g_01532	Syat.g_02139
OG0000225	Syak.g_01230	Syat.g_01595
OG0000226	Syak.g_01226	Syat.g_01588
OG0000228	Syak.g_01216	Syat.g_02952
OG0000229	Syak.g_01191	Syat.g_02970
OG0000230	Syak.g_01189	Syat.g_02972
OG0000231	Syak.g_01176	Syat.g_01283
OG0000232	Syak.g_01156	Syat.g_01313
OG0000233	Syak.g_01145	Syat.g_01407
OG0000234	Syak.g_01116	Syat.g_01369
OG0000235	Syak.g_02573	Syat.g_03169
OG0000236	Syak.g_02589	Syat.g_03186
OG0000237	Syak.g_02607	Syat.g_03214
OG0000238	Syak.g_02612	Syat.g_03219
OG0000239	Syak.g_02628	Syat.g_01105
OG0000240	Syak.g_02629	Syat.g_01104
OG0000241	Syak.g_00027	Syat.g_00111
OG0000242	Syak.g_02638	Syat.g_01077
OG0000243	Syak.g_02658	Syat.g_00092
OG0000244	Syak.g_02665	Syat.g_00082
OG0000245	Syak.g_02667	Syat.g_00080
OG0000246	Syak.g_02671	Syat.g_00076
OG0000247	Syak.g_02681	Syat.g_00065
OG0000248	Syak.g_02684	Syat.g_00062
OG0000249	Syak.g_02686	Syat.g_00060
OG0000250	Syak.g_02694	Syat.g_00053
OG0000251	Syak.g_02722	Syat.g_00027
OG0000252	Syak.g_02725	Syat.g_00022
OG0000253	Syak.g_02727	Syat.g_00021
OG0000254	Syak.g_02752	Syat.g_03407
OG0000255	Syak.g_02772	Syat.g_02405
OG0000256	Syak.g_00020	Syat.g_03306
OG0000257	Syak.g_00026	Syat.g_00109
OG0000258	Syak.g_00044	Syat.g_00382
OG0000259	Syak.g_00334	Syat.g_00342
OG0000260	Syak.g_00338	Syat.g_00392
OG0000261	Syak.g_00348	Syat.g_00400
OG0000262	Syak.g_00353	Syat.g_00407
OG0000263	Syak.g_00828	Syat.g_00200
OG0000266	Syak.g_00778	Syat.g_00671
OG0000267	Syak.g_00555	Syat.g_00636
OG0000268	Syak.g_00554	Syat.g_00634
OG0000269	Syak.g_00429	Syat.g_00474, Syat.g_00126
OG0000270	Syak.g_00432	Syat.g_00477
OG0000271	Syak.g_00440	Syat.g_00485
OG0000272	Syak.g_00441	Syat.g_00486
OG0000273	Syak.g_00616	Syat.g_00520
OG0000274	Syak.g_00615	Syat.g_00521
OG0000275	Syak.g_00611	Syat.g_00718
OG0000276	Syak.g_00604	Syat.g_00725
OG0000277	Syak.g_00603	Syat.g_00738
OG0000278	Syak.g_00600	Syat.g_00741
OG0000279	Syak.g_00592	Syat.g_00755
OG0000280	Syak.g_00582	Syat.g_01669
OG0000281	Syak.g_00339	Syat.g_00960
OG0000282	Syak.g_00375	Syat.g_00431
OG0000283	Syak.g_00541	Syat.g_00620
OG0000284	Syak.g_00536	Syat.g_00614
OG0000285	Syak.g_00523	Syat.g_00607
OG0000286	Syak.g_00504	Syat.g_00579
OG0000287	Syak.g_00477	Syat.g_00550
OG0000288	Syak.g_00644	Syat.g_00709
OG0000289	Syak.g_00659	Syat.g_00695
OG0000290	Syak.g_00738	Syat.g_00805
OG0000291	Syak.g_00737	Syat.g_00807
OG0000292	Syak.g_01802	Syat.g_02388
OG0000293	Syak.g_00910	Syat.g_03241
OG0000294	Syak.g_00909	Syat.g_03248
OG0000295	Syak.g_00863	Syat.g_00297
OG0000296	Syak.g_00861	Syat.g_00295
OG0000297	Syak.g_00848	Syat.g_00226
OG0000298	Syak.g_00847	Syat.g_00225
OG0000299	Syak.g_00820	Syat.g_00910
OG0000300	Syak.g_00813	Syat.g_00904
OG0000301	Syak.g_00812	Syat.g_00903
OG0000302	Syak.g_00811	Syat.g_00901
OG0000303	Syak.g_00674	Syat.g_00892
OG0000304	Syak.g_00680	Syat.g_00885
OG0000305	Syak.g_00732	Syat.g_00809
OG0000306	Syak.g_00094	Syat.g_01704
OG0000307	Syak.g_02556	Syat.g_01304
OG0000308	Syak.g_02554	Syat.g_01306
OG0000309	Syak.g_02549	Syat.g_01417
OG0000310	Syak.g_00994	Syat.g_01246
OG0000311	Syak.g_00999	Syat.g_01242
OG0000312	Syak.g_01028	Syat.g_01237
OG0000313	Syak.g_01046	Syat.g_01183
OG0000314	Syak.g_01079	Syat.g_01341
OG0000315	Syak.g_01090	Syat.g_01351
OG0000316	Syak.g_02462	Syat.g_03082
OG0000317	Syak.g_02419	Syat.g_03120
OG0000318	Syak.g_02415	Syat.g_03125
OG0000319	Syak.g_02399	Syat.g_03055
OG0000320	Syak.g_02397	Syat.g_03053
OG0000321	Syak.g_02396	Syat.g_03052
OG0000322	Syak.g_02395	Syat.g_03051
OG0000323	Syak.g_02380	Syat.g_03038
OG0000324	Syak.g_02347	Syat.g_02998
OG0000325	Syak.g_01391	Syat.g_01861
OG0000326	Syak.g_01384	Syat.g_01854
OG0000327	Syak.g_01350	Syat.g_01827
OG0000328	Syak.g_01349	Syat.g_01826
OG0000329	Syak.g_01331	Syat.g_01808
OG0000330	Syak.g_01330	Syat.g_01807
OG0000331	Syak.g_01329	Syat.g_01806
OG0000332	Syak.g_01314	Syat.g_01790
OG0000333	Syak.g_01311	Syat.g_01787
OG0000334	Syak.g_01302	Syat.g_01657
OG0000335	Syak.g_01298	Syat.g_01652
OG0000336	Syak.g_01294	Syat.g_01648
OG0000337	Syak.g_01555	Syat.g_02144
OG0000338	Syak.g_01558	Syat.g_02146
OG0000339	Syak.g_01566	Syat.g_02155, Syat.g_01055
OG0000340	Syak.g_01626	Syat.g_02165
OG0000341	Syak.g_01628	Syat.g_02167
OG0000342	Syak.g_01629	Syat.g_02168
OG0000343	Syak.g_01631	Syat.g_02185
OG0000344	Syak.g_01635	Syat.g_02189
OG0000345	Syak.g_01645	Syat.g_02202
OG0000346	Syak.g_01651	Syat.g_02207
OG0000347	Syak.g_01694	Syat.g_02234
OG0000348	Syak.g_01717	Syat.g_02264
OG0000349	Syak.g_01740	Syat.g_02291
OG0000350	Syak.g_01377	Syat.g_01847
OG0000351	Syak.g_01823	Syat.g_02411
OG0000352	Syak.g_01822	Syat.g_02410
OG0000353	Syak.g_01796	Syat.g_00955, Syat.g_02377
OG0000354	Syak.g_02618	Syat.g_03225
OG0000354	Syak.g_01775	Syat.g_02325
OG0000355	Syak.g_01793	Syat.g_02375
OG0000356	Syak.g_01792	Syat.g_02374
OG0000357	Syak.g_01791	Syat.g_02373
OG0000358	Syak.g_01787	Syat.g_02336
OG0000359	Syak.g_01785	Syat.g_02334
OG0000360	Syak.g_01784	Syat.g_02333
OG0000361	Syak.g_01783	Syat.g_02332
OG0000362	Syak.g_01781	Syat.g_02330
OG0000363	Syak.g_01779	Syat.g_02328
OG0000364	Syak.g_01778	Syat.g_03122
OG0000365	Syak.g_01769	Syat.g_02318
OG0000366	Syak.g_01768	Syat.g_02317
OG0000367	Syak.g_01767	Syat.g_02316
OG0000368	Syak.g_01765	Syat.g_02314
OG0000369	Syak.g_01764	Syat.g_02313
OG0000370	Syak.g_01763	Syat.g_02312
OG0000371	Syak.g_01753	Syat.g_02304
OG0000372	Syak.g_01748	Syat.g_02298
OG0000373	Syak.g_01747	Syat.g_02297
OG0000374	Syak.g_01746	Syat.g_02296
OG0000375	Syak.g_01744	Syat.g_02295
OG0000376	Syak.g_01742	Syat.g_02293
OG0000377	Syak.g_01948	Syat.g_02695
OG0000378	Syak.g_01968	Syat.g_02715
OG0000379	Syak.g_01972	Syat.g_02720
OG0000380	Syak.g_02256	Syat.g_01468
OG0000381	Syak.g_02254	Syat.g_01470
OG0000382	Syak.g_02236	Syat.g_01488
OG0000383	Syak.g_02229	Syat.g_01521
OG0000384	Syak.g_02228	Syat.g_01522
OG0000385	Syak.g_02227	Syat.g_01523
OG0000386	Syak.g_02226	Syat.g_01524
OG0000387	Syak.g_02200	Syat.g_01561
OG0000388	Syak.g_02196	Syat.g_01565
OG0000389	Syak.g_02193, Syak.g_02345	Syat.g_01569
OG0000390	Syak.g_02177	Syat.g_02945
OG0000391	Syak.g_02172	Syat.g_02940
OG0000392	Syak.g_02166	Syat.g_02934
OG0000393	Syak.g_02163	Syat.g_02931
OG0000394	Syak.g_02162	Syat.g_02930
OG0000395	Syak.g_02161	Syat.g_02929
OG0000396	Syak.g_02158	Syat.g_02927
OG0000397	Syak.g_02156	Syat.g_02925
OG0000398	Syak.g_02151	Syat.g_02920
OG0000399	Syak.g_02150	Syat.g_02919
OG0000400	Syak.g_02149	Syat.g_02918
OG0000401	Syak.g_02148	Syat.g_02917
OG0000402	Syak.g_02146	Syat.g_02915
OG0000403	Syak.g_02145	Syat.g_02914
OG0000404	Syak.g_02143	Syat.g_02913
OG0000405	Syak.g_02131	Syat.g_02900
OG0000406	Syak.g_02126	Syat.g_02896
OG0000407	Syak.g_02125	Syat.g_02895
OG0000408	Syak.g_02123	Syat.g_02893
OG0000409	Syak.g_02121	Syat.g_02891
OG0000410	Syak.g_02120	Syat.g_02890
OG0000411	Syak.g_02119	Syat.g_02889
OG0000412	Syak.g_02118	Syat.g_02888
OG0000413	Syak.g_02116	Syat.g_02886
OG0000415	Syak.g_02114	Syat.g_02884
OG0000416	Syak.g_02113	Syat.g_02883
OG0000417	Syak.g_02112	Syat.g_02868
OG0000418	Syak.g_02107	Syat.g_02863
OG0000419	Syak.g_02105	Syat.g_02861
OG0000420	Syak.g_02103	Syat.g_02859
OG0000421	Syak.g_02097	Syat.g_02855
OG0000422	Syak.g_02096	Syat.g_02854
OG0000423	Syak.g_02095	Syat.g_02853
OG0000424	Syak.g_02094	Syat.g_02852
OG0000425	Syak.g_02093	Syat.g_02851
OG0000426	Syak.g_02092	Syat.g_02850
OG0000427	Syak.g_02091	Syat.g_02849
OG0000428	Syak.g_02088	Syat.g_02846
OG0000429	Syak.g_02086	Syat.g_02843
OG0000430	Syak.g_02084	Syat.g_02841
OG0000431	Syak.g_02081	Syat.g_02838
OG0000432	Syak.g_02075	Syat.g_02832
OG0000433	Syak.g_02073	Syat.g_02829
OG0000434	Syak.g_02072	Syat.g_02828
OG0000435	Syak.g_02071	Syat.g_02824
OG0000436	Syak.g_02064	Syat.g_02817
OG0000437	Syak.g_02063	Syat.g_02558
OG0000438	Syak.g_02062	Syat.g_02813
OG0000439	Syak.g_02060	Syat.g_02811
OG0000440	Syak.g_02059	Syat.g_02810
OG0000441	Syak.g_02053	Syat.g_02807
OG0000442	Syak.g_02043	Syat.g_02797
OG0000443	Syak.g_02041	Syat.g_02787
OG0000444	Syak.g_02022	Syat.g_02756
OG0000445	Syak.g_02015	Syat.g_02755
OG0000446	Syak.g_02013	Syat.g_02753
OG0000447	Syak.g_02006	Syat.g_02749
OG0000448	Syak.g_02005	Syat.g_02748
OG0000449	Syak.g_02004	Syat.g_02747
OG0000450	Syak.g_01998	Syat.g_02738
OG0000451	Syak.g_01997	Syat.g_02737
OG0000452	Syak.g_01993	Syat.g_02732
OG0000453	Syak.g_01992	Syat.g_02731
OG0000454	Syak.g_01991	Syat.g_02730
OG0000455	Syak.g_01990	Syat.g_02729
OG0000456	Syak.g_01989	Syat.g_02728
OG0000457	Syak.g_01987	Syat.g_02726
OG0000458	Syak.g_01986	Syat.g_02725
OG0000459	Syak.g_01985	Syat.g_02724
OG0000460	Syak.g_02303	Syat.g_01450
OG0000461	Syak.g_01402	Syat.g_01866
OG0000462	Syak.g_01405	Syat.g_01868
OG0000463	Syak.g_01406	Syat.g_01869
OG0000464	Syak.g_01407	Syat.g_01870
OG0000465	Syak.g_01409	Syat.g_01872
OG0000466	Syak.g_01414	Syat.g_01877
OG0000467	Syak.g_01416	Syat.g_01878
OG0000468	Syak.g_01421	Syat.g_01884
OG0000469	Syak.g_01436	Syat.g_02000
OG0000470	Syak.g_01438	Syat.g_02038
OG0000471	Syak.g_01439	Syat.g_02039
OG0000472	Syak.g_01441	Syat.g_02041
OG0000473	Syak.g_01443	Syat.g_02043
OG0000474	Syak.g_01444	Syat.g_02044
OG0000475	Syak.g_01445	Syat.g_02045
OG0000476	Syak.g_01447	Syat.g_02047
OG0000477	Syak.g_01453	Syat.g_02053
OG0000478	Syak.g_01454	Syat.g_02054
OG0000479	Syak.g_01455	Syat.g_02056
OG0000480	Syak.g_01462	Syat.g_02063
OG0000481	Syak.g_01464	Syat.g_02066
OG0000482	Syak.g_01465	Syat.g_02067
OG0000483	Syak.g_01469	Syat.g_02071
OG0000484	Syak.g_01470	Syat.g_02072
OG0000485	Syak.g_01472	Syat.g_02073
OG0000486	Syak.g_01473	Syat.g_02074
OG0000487	Syak.g_01479	Syat.g_02080
OG0000488	Syak.g_01483	Syat.g_02086
OG0000489	Syak.g_01499	Syat.g_02097
OG0000490	Syak.g_01507	Syat.g_02106
OG0000491	Syak.g_01511	Syat.g_02107
OG0000492	Syak.g_01513	Syat.g_02110
OG0000493	Syak.g_01514	Syat.g_02111
OG0000494	Syak.g_01515	Syat.g_02112
OG0000495	Syak.g_01516	Syat.g_02120
OG0000496	Syak.g_01517	Syat.g_02121
OG0000497	Syak.g_01518	Syat.g_02122
OG0000498	Syak.g_01519	Syat.g_02123
OG0000499	Syak.g_01520	Syat.g_02124
OG0000500	Syak.g_01521	Syat.g_02125
OG0000501	Syak.g_01524	Syat.g_02128
OG0000502	Syak.g_01538	Syat.g_02135
OG0000503	Syak.g_01246	Syat.g_01614
OG0000504	Syak.g_01244	Syat.g_01612
OG0000505	Syak.g_01243	Syat.g_01611
OG0000506	Syak.g_01241	Syat.g_01609
OG0000507	Syak.g_01235	Syat.g_01603
OG0000508	Syak.g_01231	Syat.g_01596
OG0000509	Syak.g_01229	Syat.g_01591
OG0000510	Syak.g_01228	Syat.g_01590
OG0000511	Syak.g_01227	Syat.g_01589
OG0000512	Syak.g_01225	Syat.g_01587
OG0000513	Syak.g_01211	Syat.g_02957
OG0000514	Syak.g_01204	Syat.g_02962
OG0000515	Syak.g_01203	Syat.g_02963
OG0000516	Syak.g_01199	Syat.g_02965
OG0000517	Syak.g_01192	Syat.g_02969
OG0000518	Syak.g_01180	Syat.g_01286
OG0000519	Syak.g_01179	Syat.g_01285
OG0000520	Syak.g_01178	Syat.g_01284
OG0000521	Syak.g_01167	Syat.g_01319
OG0000522	Syak.g_01163	Syat.g_01317
OG0000523	Syak.g_01162	Syat.g_01316
OG0000524	Syak.g_01149	Syat.g_01409
OG0000525	Syak.g_01130	Syat.g_01382
OG0000526	Syak.g_01127	Syat.g_01380
OG0000527	Syak.g_01120	Syat.g_01373
OG0000528	Syak.g_02570	Syat.g_03167
OG0000529	Syak.g_02575	Syat.g_03171
OG0000530	Syak.g_02578	Syat.g_03174
OG0000531	Syak.g_02579	Syat.g_03175
OG0000532	Syak.g_02582	Syat.g_03178
OG0000533	Syak.g_02584	Syat.g_03180
OG0000534	Syak.g_02585	Syat.g_03181
OG0000535	Syak.g_02586	Syat.g_03182
OG0000536	Syak.g_02587	Syat.g_03183
OG0000537	Syak.g_02588	Syat.g_03185
OG0000538	Syak.g_02600	Syat.g_03204
OG0000539	Syak.g_02601	Syat.g_03206
OG0000540	Syak.g_02602	Syat.g_03207
OG0000541	Syak.g_02603	Syat.g_03208
OG0000542	Syak.g_02606	Syat.g_03213
OG0000543	Syak.g_02608	Syat.g_03215
OG0000544	Syak.g_02609	Syat.g_03216
OG0000545	Syak.g_02611	Syat.g_03218
OG0000546	Syak.g_02613	Syat.g_03220
OG0000547	Syak.g_02615	Syat.g_03222
OG0000548	Syak.g_02616	Syat.g_03223
OG0000549	Syak.g_02622	Syat.g_01795
OG0000550	Syak.g_02626	Syat.g_01107
OG0000551	Syak.g_02631	Syat.g_01103
OG0000552	Syak.g_02632	Syat.g_01102
OG0000553	Syak.g_02636	Syat.g_01098
OG0000554	Syak.g_02641	Syat.g_03271
OG0000555	Syak.g_02657	Syat.g_00093
OG0000556	Syak.g_02661	Syat.g_00088
OG0000557	Syak.g_02663	Syat.g_00083
OG0000558	Syak.g_02666	Syat.g_00081
OG0000559	Syak.g_02670	Syat.g_00077
OG0000560	Syak.g_02672	Syat.g_00074
OG0000561	Syak.g_02673	Syat.g_00073
OG0000562	Syak.g_02674	Syat.g_00072
OG0000563	Syak.g_02675	Syat.g_00071
OG0000564	Syak.g_02676	Syat.g_00070
OG0000565	Syak.g_02679	Syat.g_00067
OG0000566	Syak.g_02683	Syat.g_00063
OG0000567	Syak.g_02687	Syat.g_00059
OG0000568	Syak.g_02690	Syat.g_00057
OG0000569	Syak.g_02691	Syat.g_00056
OG0000570	Syak.g_02692	Syat.g_00055
OG0000571	Syak.g_02696	Syat.g_00052
OG0000572	Syak.g_02713	Syat.g_00033
OG0000573	Syak.g_02723	Syat.g_00024
OG0000574	Syak.g_02724	Syat.g_00023
OG0000575	Syak.g_02729	Syat.g_00018
OG0000576	Syak.g_02731	Syat.g_00014
OG0000577	Syak.g_02732	Syat.g_00013
OG0000578	Syak.g_02733	Syat.g_00012
OG0000579	Syak.g_02734	Syat.g_00011
OG0000580	Syak.g_02735	Syat.g_00010
OG0000581	Syak.g_02742	Syat.g_00003
OG0000582	Syak.g_02748	Syat.g_03403
OG0000583	Syak.g_02749	Syat.g_03404
OG0000584	Syak.g_02750	Syat.g_03405
OG0000585	Syak.g_02753	Syat.g_03408
OG0000586	Syak.g_02754	Syat.g_03409
OG0000587	Syak.g_02756	Syat.g_00001
OG0000588	Syak.g_00004	Syat.g_00338
