Orthogroup	Syak	Syas
OG0000139	Syak.g_02646	Syas.g_00069
OG0000140	Syak.g_02650	Syas.g_00090
OG0000141	Syak.g_02746	Syas.g_00875
OG0000142	Syak.g_00035	Syas.g_00746
OG0000143	Syak.g_00039	Syas.g_00742
OG0000144	Syak.g_00260	Syas.g_00718
OG0000145	Syak.g_02598	Syas.g_00948
OG0000146	Syak.g_00514	Syas.g_00451
OG0000147	Syak.g_00515	Syas.g_00450
OG0000148	Syak.g_00455	Syas.g_00577
OG0000149	Syak.g_00596	Syas.g_00282
OG0000150	Syak.g_02747	Syas.g_00874
OG0000151	Syak.g_00387	Syas.g_00148, Syas.g_00659
OG0000152	Syak.g_00503	Syas.g_00461
OG0000153	Syak.g_00470	Syas.g_00543
OG0000154	Syak.g_00645	Syas.g_00219
OG0000155	Syak.g_00855	Syas.g_01131
OG0000156	Syak.g_00919	Syas.g_01206
OG0000157	Syak.g_00920	Syas.g_01207
OG0000158	Syak.g_01624	Syas.g_02185
OG0000159	Syak.g_01580	Syas.g_01155
OG0000160	Syak.g_01043	Syas.g_02820
OG0000161	Syak.g_01050	Syas.g_02826
OG0000162	Syak.g_01058	Syas.g_02751
OG0000163	Syak.g_02478	Syas.g_01488
OG0000164	Syak.g_02384	Syas.g_02648
OG0000165	Syak.g_02374	Syas.g_02609
OG0000166	Syak.g_01345	Syas.g_01629
OG0000167	Syak.g_01561	Syas.g_01449
OG0000168	Syak.g_01625	Syas.g_02184
OG0000169	Syak.g_01637	Syas.g_02170
OG0000170	Syak.g_01644	Syas.g_02161
OG0000171	Syak.g_01691	Syas.g_02139
OG0000172	Syak.g_01713	Syas.g_02110
OG0000173	Syak.g_01733	Syas.g_02092
OG0000174	Syak.g_01895	Syas.g_01940
OG0000175	Syak.g_01827	Syas.g_01994
OG0000176	Syak.g_01790	Syas.g_02038
OG0000177	Syak.g_01789	Syas.g_02039
OG0000178	Syak.g_01788	Syas.g_02040
OG0000179	Syak.g_01773	Syas.g_02054
OG0000180	Syak.g_01772	Syas.g_02055
OG0000181	Syak.g_01771	Syas.g_02056
OG0000182	Syak.g_01770	Syas.g_02057
OG0000183	Syak.g_01766	Syas.g_02061
OG0000184	Syak.g_01955	Syas.g_01872
OG0000185	Syak.g_01971	Syas.g_01861
OG0000186	Syak.g_02258	Syas.g_02525
OG0000187	Syak.g_02257	Syas.g_02524
OG0000188	Syak.g_02235	Syas.g_02502
OG0000189	Syak.g_02203	Syas.g_02432
OG0000190	Syak.g_01575	Syas.g_00133
OG0000191	Syak.g_02171	Syas.g_02400
OG0000192	Syak.g_02165	Syas.g_02395
OG0000193	Syak.g_02127	Syas.g_02366
OG0000194	Syak.g_02124	Syas.g_02363
OG0000196	Syak.g_02111	Syas.g_02337
OG0000197	Syak.g_02110	Syas.g_02336
OG0000198	Syak.g_02109	Syas.g_02335
OG0000199	Syak.g_02100	Syas.g_02327
OG0000200	Syak.g_02083	Syas.g_02298
OG0000201	Syak.g_02068	Syas.g_02279
OG0000202	Syak.g_02067	Syas.g_02278
OG0000203	Syak.g_02066	Syas.g_02277
OG0000204	Syak.g_02065	Syas.g_02276
OG0000205	Syak.g_02058	Syas.g_02267
OG0000206	Syak.g_02038	Syas.g_02240
OG0000207	Syak.g_02025	Syas.g_02237
OG0000208	Syak.g_02024	Syas.g_02236
OG0000209	Syak.g_01995	Syas.g_01837
OG0000210	Syak.g_01994	Syas.g_01838
OG0000211	Syak.g_02300	Syas.g_02552
OG0000212	Syak.g_02311	Syas.g_02562
OG0000213	Syak.g_01425	Syas.g_01707
OG0000214	Syak.g_01442	Syas.g_01730
OG0000215	Syak.g_01474	Syas.g_01766
OG0000216	Syak.g_01478	Syas.g_01770
OG0000217	Syak.g_01482	Syas.g_01778
OG0000218	Syak.g_01484	Syas.g_01780
OG0000219	Syak.g_01485	Syas.g_01783
OG0000220	Syak.g_01486	Syas.g_01784
OG0000221	Syak.g_01498	Syas.g_01785
OG0000222	Syak.g_01512	Syas.g_01804
OG0000223	Syak.g_01531	Syas.g_02221
OG0000224	Syak.g_01532	Syas.g_02215
OG0000225	Syak.g_01230	Syas.g_01522
OG0000226	Syak.g_01226	Syas.g_01518
OG0000227	Syak.g_01224	Syas.g_01516
OG0000228	Syak.g_01216	Syas.g_01513
OG0000229	Syak.g_01191	Syas.g_01497
OG0000230	Syak.g_01189	Syas.g_01495
OG0000231	Syak.g_01176	Syas.g_02749
OG0000232	Syak.g_01156	Syas.g_01276
OG0000233	Syak.g_01145	Syas.g_01352
OG0000234	Syak.g_01116	Syas.g_01331
OG0000235	Syak.g_02573	Syas.g_01254
OG0000236	Syak.g_02589	Syas.g_01237
OG0000237	Syak.g_02607	Syas.g_01220
OG0000238	Syak.g_02612	Syas.g_01215
OG0000239	Syak.g_02628	Syas.g_00012
OG0000240	Syak.g_02629	Syas.g_00013
OG0000241	Syak.g_00027	Syas.g_00754
OG0000242	Syak.g_02638	Syas.g_00059
OG0000243	Syak.g_02658	Syas.g_00777
OG0000244	Syak.g_02665	Syas.g_00784
OG0000245	Syak.g_02667	Syas.g_00786
OG0000246	Syak.g_02671	Syas.g_00790
OG0000247	Syak.g_02681	Syas.g_00802
OG0000248	Syak.g_02684	Syas.g_00805
OG0000249	Syak.g_02686	Syas.g_00807
OG0000250	Syak.g_02694	Syas.g_00814
OG0000251	Syak.g_02722	Syas.g_00845
OG0000252	Syak.g_02725	Syas.g_00950
OG0000253	Syak.g_02727	Syas.g_00846
OG0000254	Syak.g_02752	Syas.g_00869
OG0000255	Syak.g_02772	Syas.g_00132, Syas.g_01062
OG0000256	Syak.g_00020	Syas.g_00104
OG0000257	Syak.g_00026	Syas.g_00757
OG0000258	Syak.g_00044	Syas.g_00733
OG0000259	Syak.g_00334	Syas.g_00708
OG0000260	Syak.g_00338	Syas.g_00705
OG0000261	Syak.g_00348	Syas.g_00701
OG0000262	Syak.g_00353	Syas.g_00695
OG0000263	Syak.g_00828	Syas.g_01103
OG0000264	Syak.g_00698	Syas.g_02588
OG0000266	Syak.g_00778	Syas.g_00186
OG0000267	Syak.g_00555	Syas.g_00377
OG0000268	Syak.g_00554	Syas.g_00390
OG0000269	Syak.g_00429	Syas.g_00601
OG0000270	Syak.g_00432	Syas.g_00598
OG0000271	Syak.g_00440	Syas.g_00590
OG0000272	Syak.g_00441	Syas.g_00589
OG0000273	Syak.g_00616	Syas.g_00563
OG0000274	Syak.g_00615	Syas.g_00562
OG0000275	Syak.g_00611	Syas.g_00230
OG0000276	Syak.g_00604	Syas.g_00237
OG0000277	Syak.g_00603	Syas.g_00238
OG0000278	Syak.g_00600	Syas.g_00241
OG0000279	Syak.g_00592	Syas.g_00288
OG0000280	Syak.g_00582	Syas.g_00889, Syas.g_00481
OG0000281	Syak.g_00339	Syas.g_00970
OG0000282	Syak.g_00375	Syas.g_00672
OG0000283	Syak.g_00541	Syas.g_00409
OG0000284	Syak.g_00536	Syas.g_00416
OG0000285	Syak.g_00523	Syas.g_00436
OG0000286	Syak.g_00504	Syas.g_00460
OG0000287	Syak.g_00477	Syas.g_00534
OG0000288	Syak.g_00644	Syas.g_00220
OG0000289	Syak.g_00659	Syas.g_00205
OG0000290	Syak.g_00738	Syas.g_01016
OG0000291	Syak.g_00737	Syas.g_01018
OG0000292	Syak.g_01802	Syas.g_02020
OG0000293	Syak.g_00910	Syas.g_01197
OG0000294	Syak.g_00909	Syas.g_01196
OG0000295	Syak.g_00863	Syas.g_01139
OG0000296	Syak.g_00861	Syas.g_01137
OG0000297	Syak.g_00848	Syas.g_01124
OG0000298	Syak.g_00847	Syas.g_01123
OG0000299	Syak.g_00820	Syas.g_01087
OG0000300	Syak.g_00813	Syas.g_01082
OG0000301	Syak.g_00812	Syas.g_01081
OG0000302	Syak.g_00811	Syas.g_01080
OG0000303	Syak.g_00674	Syas.g_01071
OG0000304	Syak.g_00680	Syas.g_01066
OG0000305	Syak.g_00732	Syas.g_01023
OG0000306	Syak.g_00094	Syas.g_01929
OG0000307	Syak.g_02556	Syas.g_01270
OG0000308	Syak.g_02554	Syas.g_01272
OG0000309	Syak.g_02549	Syas.g_01364
OG0000310	Syak.g_00994	Syas.g_02796
OG0000311	Syak.g_00999	Syas.g_02799
OG0000312	Syak.g_01028	Syas.g_02804
OG0000313	Syak.g_01046	Syas.g_02823
OG0000314	Syak.g_01079	Syas.g_01296
OG0000315	Syak.g_01090	Syas.g_01306
OG0000316	Syak.g_02462	Syas.g_02728
OG0000317	Syak.g_02419	Syas.g_02687
OG0000318	Syak.g_02415	Syas.g_02680
OG0000319	Syak.g_02399	Syas.g_02663
OG0000320	Syak.g_02397	Syas.g_02661
OG0000321	Syak.g_02396	Syas.g_02660
OG0000322	Syak.g_02395	Syas.g_02659
OG0000323	Syak.g_02380	Syas.g_02646
OG0000324	Syak.g_02347	Syas.g_02578
OG0000325	Syak.g_01391	Syas.g_01668
OG0000326	Syak.g_01384	Syas.g_01661
OG0000327	Syak.g_01350	Syas.g_01634
OG0000328	Syak.g_01349	Syas.g_01633
OG0000329	Syak.g_01331	Syas.g_01615
OG0000330	Syak.g_01330	Syas.g_01614
OG0000331	Syak.g_01329	Syas.g_01613
OG0000332	Syak.g_01314	Syas.g_01598
OG0000333	Syak.g_01311	Syas.g_01595
OG0000334	Syak.g_01302	Syas.g_01586
OG0000335	Syak.g_01298	Syas.g_01581
OG0000336	Syak.g_01294	Syas.g_01577
OG0000337	Syak.g_01555	Syas.g_02211
OG0000338	Syak.g_01558	Syas.g_02199
OG0000339	Syak.g_01566	Syas.g_02192
OG0000340	Syak.g_01626	Syas.g_02183
OG0000341	Syak.g_01628	Syas.g_02181
OG0000342	Syak.g_01629	Syas.g_02180
OG0000343	Syak.g_01631	Syas.g_02176
OG0000344	Syak.g_01635	Syas.g_02172
OG0000345	Syak.g_01645	Syas.g_02160
OG0000346	Syak.g_01651	Syas.g_02155
OG0000347	Syak.g_01694	Syas.g_02136
OG0000348	Syak.g_01717	Syas.g_02107
OG0000349	Syak.g_01740	Syas.g_02085
OG0000350	Syak.g_01377	Syas.g_01654
OG0000351	Syak.g_01823	Syas.g_01998
OG0000352	Syak.g_01822	Syas.g_01999
OG0000353	Syak.g_01796	Syas.g_02033
OG0000354	Syak.g_02618	Syas.g_01209
OG0000354	Syak.g_01775	Syas.g_02052
OG0000355	Syak.g_01793	Syas.g_02035
OG0000356	Syak.g_01792	Syas.g_02036
OG0000357	Syak.g_01791	Syas.g_02037
OG0000358	Syak.g_01787	Syas.g_02041
OG0000359	Syak.g_01785	Syas.g_02043
OG0000360	Syak.g_01784	Syas.g_02044
OG0000361	Syak.g_01783	Syas.g_02045
OG0000362	Syak.g_01781	Syas.g_02047
OG0000363	Syak.g_01779	Syas.g_02049
OG0000364	Syak.g_01778	Syas.g_02685
OG0000365	Syak.g_01769	Syas.g_02058
OG0000366	Syak.g_01768	Syas.g_02059
OG0000368	Syak.g_01765	Syas.g_02062
OG0000369	Syak.g_01764	Syas.g_02063
OG0000370	Syak.g_01763	Syas.g_02064
OG0000371	Syak.g_01753	Syas.g_02073
OG0000372	Syak.g_01748	Syas.g_02078
OG0000373	Syak.g_01747	Syas.g_02079
OG0000374	Syak.g_01746	Syas.g_02080
OG0000375	Syak.g_01744	Syas.g_02081
OG0000376	Syak.g_01742	Syas.g_02083
OG0000377	Syak.g_01948	Syas.g_01879
OG0000378	Syak.g_01968	Syas.g_01867
OG0000379	Syak.g_01972	Syas.g_01859
OG0000380	Syak.g_02256	Syas.g_02523
OG0000381	Syak.g_02254	Syas.g_02521
OG0000382	Syak.g_02236	Syas.g_02503
OG0000383	Syak.g_02229	Syas.g_02480
OG0000384	Syak.g_02228	Syas.g_02479
OG0000385	Syak.g_02227	Syas.g_02478
OG0000386	Syak.g_02226	Syas.g_02477
OG0000387	Syak.g_02200	Syas.g_00134
OG0000388	Syak.g_02196	Syas.g_02426
OG0000389	Syak.g_02193, Syak.g_02345	Syas.g_02422
OG0000390	Syak.g_02177	Syas.g_02406
OG0000391	Syak.g_02172	Syas.g_02401
OG0000392	Syak.g_02166	Syas.g_02396
OG0000393	Syak.g_02163	Syas.g_02394
OG0000394	Syak.g_02162	Syas.g_02393
OG0000395	Syak.g_02161	Syas.g_02392
OG0000396	Syak.g_02158	Syas.g_02389
OG0000397	Syak.g_02156	Syas.g_02387
OG0000398	Syak.g_02151	Syas.g_02382
OG0000399	Syak.g_02150	Syas.g_02381
OG0000400	Syak.g_02149	Syas.g_02380
OG0000401	Syak.g_02148	Syas.g_02379
OG0000402	Syak.g_02146	Syas.g_02377
OG0000403	Syak.g_02145	Syas.g_02376
OG0000404	Syak.g_02143	Syas.g_02375
OG0000405	Syak.g_02131	Syas.g_02369
OG0000406	Syak.g_02126	Syas.g_02365
OG0000407	Syak.g_02125	Syas.g_02364
OG0000408	Syak.g_02123	Syas.g_02361
OG0000409	Syak.g_02121	Syas.g_02359
OG0000410	Syak.g_02120	Syas.g_02358
OG0000411	Syak.g_02119	Syas.g_02357
OG0000412	Syak.g_02118	Syas.g_02356
OG0000413	Syak.g_02116	Syas.g_02354
OG0000415	Syak.g_02114	Syas.g_02352
OG0000416	Syak.g_02113	Syas.g_02351
OG0000417	Syak.g_02112	Syas.g_02338
OG0000418	Syak.g_02107	Syas.g_02333
OG0000419	Syak.g_02105	Syas.g_02331
OG0000420	Syak.g_02103	Syas.g_02329
OG0000421	Syak.g_02097	Syas.g_02324
OG0000422	Syak.g_02096	Syas.g_02323
OG0000423	Syak.g_02095	Syas.g_02322
OG0000424	Syak.g_02094	Syas.g_02321
OG0000425	Syak.g_02093	Syas.g_02320
OG0000426	Syak.g_02092	Syas.g_02319
OG0000427	Syak.g_02091	Syas.g_02318
OG0000428	Syak.g_02088	Syas.g_02315
OG0000429	Syak.g_02086	Syas.g_02312
OG0000430	Syak.g_02084	Syas.g_02311
OG0000431	Syak.g_02081	Syas.g_02296
OG0000432	Syak.g_02075	Syas.g_02288
OG0000433	Syak.g_02073	Syas.g_02286
OG0000434	Syak.g_02072	Syas.g_02285
OG0000435	Syak.g_02071	Syas.g_02282
OG0000436	Syak.g_02064	Syas.g_02273
OG0000437	Syak.g_02063	Syas.g_02272
OG0000438	Syak.g_02062	Syas.g_02271
OG0000439	Syak.g_02060	Syas.g_02269
OG0000440	Syak.g_02059	Syas.g_02268
OG0000441	Syak.g_02053	Syas.g_02265
OG0000442	Syak.g_02043	Syas.g_02259
OG0000443	Syak.g_02041	Syas.g_02241
OG0000444	Syak.g_02022	Syas.g_02234
OG0000445	Syak.g_02015	Syas.g_02233
OG0000446	Syak.g_02013	Syas.g_02231
OG0000447	Syak.g_02006	Syas.g_02229
OG0000448	Syak.g_02005	Syas.g_02228
OG0000449	Syak.g_02004	Syas.g_02226
OG0000450	Syak.g_01998	Syas.g_01834
OG0000451	Syak.g_01997	Syas.g_01835
OG0000452	Syak.g_01993	Syas.g_01844
OG0000453	Syak.g_01992	Syas.g_01845
OG0000454	Syak.g_01991	Syas.g_01846
OG0000455	Syak.g_01990	Syas.g_01847
OG0000456	Syak.g_01989	Syas.g_01848
OG0000457	Syak.g_01987	Syas.g_01850
OG0000458	Syak.g_01986	Syas.g_01851
OG0000459	Syak.g_01985	Syas.g_01852
OG0000460	Syak.g_02303	Syas.g_02554
OG0000461	Syak.g_01402	Syas.g_01686
OG0000462	Syak.g_01405	Syas.g_01688
OG0000463	Syak.g_01406	Syas.g_01689
OG0000464	Syak.g_01407	Syas.g_01690
OG0000465	Syak.g_01409	Syas.g_01692
OG0000466	Syak.g_01414	Syas.g_01697
OG0000467	Syak.g_01416	Syas.g_01698
OG0000468	Syak.g_01421	Syas.g_01703
OG0000469	Syak.g_01436	Syas.g_01725
OG0000470	Syak.g_01438	Syas.g_01727
OG0000471	Syak.g_01439	Syas.g_01728
OG0000472	Syak.g_01441	Syas.g_01729
OG0000473	Syak.g_01443	Syas.g_01731
OG0000474	Syak.g_01444	Syas.g_01732
OG0000475	Syak.g_01445	Syas.g_01733
OG0000476	Syak.g_01447	Syas.g_01735
OG0000477	Syak.g_01453	Syas.g_01740
OG0000478	Syak.g_01454	Syas.g_01741
OG0000479	Syak.g_01455	Syas.g_01749
OG0000480	Syak.g_01462	Syas.g_01756
OG0000481	Syak.g_01464	Syas.g_00161, Syas.g_00162
OG0000482	Syak.g_01465	Syas.g_01758
OG0000483	Syak.g_01469	Syas.g_01762
OG0000484	Syak.g_01470	Syas.g_01763
OG0000485	Syak.g_01472	Syas.g_01764
OG0000486	Syak.g_01473	Syas.g_01765
OG0000487	Syak.g_01479	Syas.g_01771
OG0000488	Syak.g_01483	Syas.g_01779
OG0000489	Syak.g_01499	Syas.g_01823
OG0000490	Syak.g_01507	Syas.g_01808
OG0000491	Syak.g_01511	Syas.g_01806
OG0000492	Syak.g_01513	Syas.g_01803
OG0000493	Syak.g_01514	Syas.g_01802
OG0000494	Syak.g_01515	Syas.g_01801
OG0000495	Syak.g_01516	Syas.g_01799
OG0000496	Syak.g_01517	Syas.g_01798
OG0000497	Syak.g_01518	Syas.g_01797
OG0000498	Syak.g_01519	Syas.g_01796
OG0000499	Syak.g_01520	Syas.g_01795
OG0000500	Syak.g_01521	Syas.g_01794
OG0000501	Syak.g_01524	Syas.g_01791
OG0000502	Syak.g_01538	Syas.g_02216
OG0000503	Syak.g_01246	Syas.g_01541
OG0000504	Syak.g_01244	Syas.g_01539
OG0000505	Syak.g_01243	Syas.g_01538
OG0000506	Syak.g_01241	Syas.g_01536
OG0000507	Syak.g_01235	Syas.g_01530
OG0000508	Syak.g_01231	Syas.g_01523
OG0000509	Syak.g_01229	Syas.g_01521
OG0000510	Syak.g_01228	Syas.g_01520
OG0000511	Syak.g_01227	Syas.g_01519
OG0000512	Syak.g_01225	Syas.g_01517
OG0000513	Syak.g_01211	Syas.g_01508
OG0000514	Syak.g_01204	Syas.g_01504
OG0000515	Syak.g_01203	Syas.g_01503
OG0000516	Syak.g_01199	Syas.g_01501
OG0000517	Syak.g_01192	Syas.g_01498
OG0000518	Syak.g_01180	Syas.g_00360, Syas.g_02746
OG0000519	Syak.g_01179	Syas.g_02747
OG0000520	Syak.g_01178	Syas.g_02748
OG0000521	Syak.g_01167	Syas.g_01281
OG0000522	Syak.g_01163	Syas.g_01279
OG0000523	Syak.g_01162	Syas.g_01278
OG0000524	Syak.g_01149	Syas.g_01354
OG0000525	Syak.g_01130	Syas.g_01342
OG0000526	Syak.g_01127	Syas.g_01340
OG0000527	Syak.g_01120	Syas.g_01335
OG0000528	Syak.g_02570	Syas.g_01256
OG0000529	Syak.g_02575	Syas.g_01252
OG0000530	Syak.g_02578	Syas.g_01249
OG0000531	Syak.g_02579	Syas.g_01248
OG0000532	Syak.g_02582	Syas.g_01245
OG0000533	Syak.g_02584	Syas.g_01243
OG0000534	Syak.g_02585	Syas.g_01242
OG0000535	Syak.g_02586	Syas.g_01241
OG0000536	Syak.g_02587	Syas.g_01240
OG0000537	Syak.g_02588	Syas.g_01238
OG0000538	Syak.g_02600	Syas.g_01228
OG0000539	Syak.g_02601	Syas.g_01227
OG0000540	Syak.g_02602	Syas.g_01226
OG0000541	Syak.g_02603	Syas.g_01225
OG0000542	Syak.g_02606	Syas.g_01221
OG0000543	Syak.g_02608	Syas.g_01219
OG0000544	Syak.g_02609	Syas.g_01218
OG0000545	Syak.g_02611	Syas.g_01216
OG0000546	Syak.g_02613	Syas.g_01214
OG0000547	Syak.g_02615	Syas.g_01212
OG0000548	Syak.g_02616	Syas.g_01211
OG0000549	Syak.g_02622	Syas.g_00005
OG0000550	Syak.g_02626	Syas.g_00010
OG0000551	Syak.g_02631	Syas.g_00015
OG0000552	Syak.g_02632	Syas.g_00016
OG0000553	Syak.g_02636	Syas.g_00019
OG0000554	Syak.g_02641	Syas.g_00063
OG0000555	Syak.g_02657	Syas.g_00775
OG0000556	Syak.g_02661	Syas.g_00781
OG0000557	Syak.g_02663	Syas.g_00783
OG0000558	Syak.g_02666	Syas.g_00785
OG0000559	Syak.g_02670	Syas.g_00789
OG0000560	Syak.g_02672	Syas.g_00792
OG0000561	Syak.g_02673	Syas.g_00793
OG0000562	Syak.g_02674	Syas.g_00794
OG0000563	Syak.g_02675	Syas.g_00795
OG0000564	Syak.g_02676	Syas.g_00796
OG0000565	Syak.g_02679	Syas.g_00800
OG0000566	Syak.g_02683	Syas.g_00804
OG0000567	Syak.g_02687	Syas.g_00808
OG0000568	Syak.g_02690	Syas.g_00810
OG0000569	Syak.g_02691	Syas.g_00811
OG0000570	Syak.g_02692	Syas.g_00812
OG0000571	Syak.g_02696	Syas.g_00815
OG0000572	Syak.g_02713	Syas.g_00839
OG0000573	Syak.g_02723	Syas.g_00952
OG0000574	Syak.g_02724	Syas.g_00951
OG0000575	Syak.g_02729	Syas.g_00848
OG0000576	Syak.g_02731	Syas.g_00850
OG0000577	Syak.g_02732	Syas.g_00851
OG0000578	Syak.g_02733	Syas.g_00852
OG0000579	Syak.g_02734	Syas.g_00853
OG0000580	Syak.g_02735	Syas.g_00854
OG0000581	Syak.g_02742	Syas.g_00861
OG0000582	Syak.g_02748	Syas.g_00873
OG0000583	Syak.g_02749	Syas.g_00872
OG0000584	Syak.g_02750	Syas.g_00871
OG0000585	Syak.g_02753	Syas.g_00868
OG0000586	Syak.g_02754	Syas.g_00867
OG0000587	Syak.g_02756	Syas.g_00865
OG0000588	Syak.g_00004	Syas.g_00960
OG0000589	Syak.g_00008	Syas.g_00121
OG0000590	Syak.g_00009	Syas.g_00120
OG0000591	Syak.g_00017	Syas.g_00106
OG0000592	Syak.g_00018	Syas.g_00105
OG0000593	Syak.g_00031	Syas.g_00750
OG0000594	Syak.g_00032	Syas.g_00749
OG0000595	Syak.g_00033	Syas.g_00748
