Orthogroup	Syak	Prau
OG0000146	Syak.g_00514	Prau.g_00819
OG0000147	Syak.g_00515	Prau.g_00820
OG0000148	Syak.g_00455	Prau.g_00870
OG0000149	Syak.g_00596	Prau.g_00900
OG0000150	Syak.g_02747	Prau.g_00909
OG0000151	Syak.g_00387	Prau.g_00966
OG0000152	Syak.g_00503	Prau.g_01015
OG0000153	Syak.g_00470	Prau.g_01034
OG0000154	Syak.g_00645	Prau.g_01063
OG0000155	Syak.g_00855	Prau.g_01226
OG0000156	Syak.g_00919	Prau.g_01359
OG0000157	Syak.g_00920	Prau.g_01360
OG0000158	Syak.g_01624	Prau.g_01436
OG0000160	Syak.g_01043	Prau.g_01532
OG0000161	Syak.g_01050	Prau.g_01538
OG0000162	Syak.g_01058	Prau.g_01544
OG0000163	Syak.g_02478	Prau.g_01578
OG0000164	Syak.g_02384	Prau.g_01756
OG0000165	Syak.g_02374	Prau.g_01763
OG0000166	Syak.g_01345	Prau.g_01833
OG0000167	Syak.g_01561	Prau.g_01899
OG0000168	Syak.g_01625	Prau.g_01909
OG0000169	Syak.g_01637	Prau.g_01919
OG0000170	Syak.g_01644	Prau.g_01921
OG0000171	Syak.g_01691	Prau.g_01940
OG0000172	Syak.g_01713	Prau.g_01949
OG0000173	Syak.g_01733	Prau.g_01964
OG0000174	Syak.g_01895	Prau.g_01991
OG0000175	Syak.g_01827	Prau.g_02001
OG0000176	Syak.g_01790	Prau.g_00004
OG0000177	Syak.g_01789	Prau.g_00005
OG0000178	Syak.g_01788	Prau.g_00006
OG0000179	Syak.g_01773	Prau.g_00016
OG0000180	Syak.g_01772	Prau.g_00017
OG0000181	Syak.g_01771	Prau.g_00018
OG0000182	Syak.g_01770	Prau.g_00019
OG0000183	Syak.g_01766	Prau.g_00023
OG0000184	Syak.g_01955	Prau.g_00054
OG0000185	Syak.g_01971	Prau.g_00057
OG0000186	Syak.g_02258	Prau.g_00066
OG0000187	Syak.g_02257	Prau.g_00067
OG0000188	Syak.g_02235	Prau.g_00083
OG0000189	Syak.g_02203	Prau.g_00097
OG0000190	Syak.g_01575	Prau.g_00098
OG0000191	Syak.g_02171	Prau.g_00118
OG0000192	Syak.g_02165	Prau.g_00122
OG0000193	Syak.g_02127	Prau.g_00147
OG0000194	Syak.g_02124	Prau.g_00150
OG0000195	Syak.g_02122	Prau.g_00152
OG0000196	Syak.g_02111	Prau.g_00162
OG0000197	Syak.g_02110	Prau.g_00163
OG0000198	Syak.g_02109	Prau.g_00164
OG0000199	Syak.g_02100	Prau.g_00171
OG0000200	Syak.g_02083	Prau.g_00185
OG0000201	Syak.g_02068	Prau.g_00193
OG0000202	Syak.g_02067	Prau.g_00194
OG0000203	Syak.g_02066	Prau.g_00195
OG0000204	Syak.g_02065	Prau.g_00196
OG0000205	Syak.g_02058	Prau.g_00203
OG0000206	Syak.g_02038	Prau.g_00208
OG0000207	Syak.g_02025	Prau.g_00210
OG0000208	Syak.g_02024	Prau.g_00211
OG0000209	Syak.g_01995	Prau.g_00220
OG0000210	Syak.g_01994	Prau.g_00221
OG0000211	Syak.g_02017, Syak.g_02300	Prau.g_00234
OG0000212	Syak.g_02311	Prau.g_00241
OG0000213	Syak.g_01425	Prau.g_00259
OG0000214	Syak.g_01442	Prau.g_00269
OG0000215	Syak.g_01474	Prau.g_00294
OG0000216	Syak.g_01478	Prau.g_00296
OG0000217	Syak.g_01482	Prau.g_00299
OG0000218	Syak.g_01484	Prau.g_00301
OG0000219	Syak.g_01485	Prau.g_00302
OG0000220	Syak.g_01486	Prau.g_00303
OG0000221	Syak.g_01498	Prau.g_00304
OG0000222	Syak.g_01512	Prau.g_00312
OG0000223	Syak.g_01531	Prau.g_00325
OG0000224	Syak.g_01532	Prau.g_00327
OG0000225	Syak.g_01230	Prau.g_00348
OG0000226	Syak.g_01226	Prau.g_00352
OG0000227	Syak.g_01224	Prau.g_00354
OG0000228	Syak.g_01216	Prau.g_00357
OG0000229	Syak.g_01191	Prau.g_00477
OG0000230	Syak.g_01189	Prau.g_00479
OG0000231	Syak.g_01176	Prau.g_00490
OG0000232	Syak.g_01156	Prau.g_00499
OG0000233	Syak.g_01145	Prau.g_00505
OG0000234	Syak.g_01116	Prau.g_00517
OG0000235	Syak.g_02573	Prau.g_00520
OG0000236	Syak.g_02589	Prau.g_00534
OG0000237	Syak.g_02607	Prau.g_00547
OG0000238	Syak.g_02612	Prau.g_00553
OG0000239	Syak.g_02628	Prau.g_00565
OG0000240	Syak.g_02629	Prau.g_00566
OG0000241	Syak.g_00027	Prau.g_00570
OG0000242	Syak.g_02638	Prau.g_00572
OG0000243	Syak.g_02658	Prau.g_00583
OG0000244	Syak.g_02665	Prau.g_00586
OG0000245	Syak.g_02667	Prau.g_00588
OG0000246	Syak.g_02671	Prau.g_00592
OG0000247	Syak.g_02681	Prau.g_00602
OG0000248	Syak.g_02684	Prau.g_00604
OG0000249	Syak.g_02686	Prau.g_00606
OG0000250	Syak.g_02694	Prau.g_00611
OG0000251	Syak.g_02722	Prau.g_00629
OG0000252	Syak.g_02725	Prau.g_00632
OG0000253	Syak.g_02727	Prau.g_00633
OG0000254	Syak.g_02752	Prau.g_00649
OG0000255	Syak.g_02772	Prau.g_00655
OG0000256	Syak.g_00020	Prau.g_00667
OG0000257	Syak.g_00026	Prau.g_00670
OG0000258	Syak.g_00044	Prau.g_00683
OG0000259	Syak.g_00334	Prau.g_00700
OG0000260	Syak.g_00338	Prau.g_00703
OG0000261	Syak.g_00348	Prau.g_00705
OG0000262	Syak.g_00353	Prau.g_00709
OG0000263	Syak.g_00828	Prau.g_00721
OG0000264	Syak.g_00698	Prau.g_00731
OG0000265	Syak.g_00211	Prau.g_00755
OG0000266	Syak.g_00778	Prau.g_00765
OG0000267	Syak.g_00555	Prau.g_00776
OG0000268	Syak.g_00554	Prau.g_00777
OG0000269	Syak.g_00429	Prau.g_00849
OG0000270	Syak.g_00432	Prau.g_00852
OG0000271	Syak.g_00440	Prau.g_00860
OG0000272	Syak.g_00441	Prau.g_00861
OG0000273	Syak.g_00616	Prau.g_00884
OG0000274	Syak.g_00615	Prau.g_00885
OG0000275	Syak.g_00611	Prau.g_00887
OG0000276	Syak.g_00604	Prau.g_00892
OG0000277	Syak.g_00603	Prau.g_00893
OG0000278	Syak.g_00600	Prau.g_00896
OG0000279	Syak.g_00592	Prau.g_00904
OG0000280	Syak.g_00582	Prau.g_00905
OG0000281	Syak.g_00339	Prau.g_00910
OG0000282	Syak.g_00375	Prau.g_00958
OG0000283	Syak.g_00541	Prau.g_00992
OG0000284	Syak.g_00536	Prau.g_00997
OG0000285	Syak.g_00523	Prau.g_01002
OG0000286	Syak.g_00504	Prau.g_01014
OG0000287	Syak.g_00477	Prau.g_01031
OG0000288	Syak.g_00644	Prau.g_01062
OG0000289	Syak.g_00659	Prau.g_01073
OG0000290	Syak.g_00738	Prau.g_01086
OG0000291	Syak.g_00734, Syak.g_00737	Prau.g_01088
OG0000292	Syak.g_01802	Prau.g_01136
OG0000293	Syak.g_00910	Prau.g_01198
OG0000294	Syak.g_00909	Prau.g_01199
OG0000295	Syak.g_00863	Prau.g_01218
OG0000296	Syak.g_00861	Prau.g_01220
OG0000297	Syak.g_00848	Prau.g_01228
OG0000298	Syak.g_00847	Prau.g_01229
OG0000299	Syak.g_00820	Prau.g_01246
OG0000300	Syak.g_00813	Prau.g_01249
OG0000301	Syak.g_00812	Prau.g_01250
OG0000302	Syak.g_00811	Prau.g_01252
OG0000303	Syak.g_00674	Prau.g_01259
OG0000304	Syak.g_00680	Prau.g_01263
OG0000305	Syak.g_00732	Prau.g_01401
OG0000306	Syak.g_00094	Prau.g_01404
OG0000307	Syak.g_02556	Prau.g_01418
OG0000308	Syak.g_02554	Prau.g_01419
OG0000309	Syak.g_02549	Prau.g_01423
OG0000310	Syak.g_00994	Prau.g_01513
OG0000311	Syak.g_00999	Prau.g_01515
OG0000312	Syak.g_01028	Prau.g_01518
OG0000313	Syak.g_01046	Prau.g_01535
OG0000314	Syak.g_01079	Prau.g_01558
OG0000315	Syak.g_01090	Prau.g_01568
OG0000316	Syak.g_02462	Prau.g_01588
OG0000317	Syak.g_02419	Prau.g_01730
OG0000318	Syak.g_02415	Prau.g_01733
OG0000319	Syak.g_02399	Prau.g_01746
OG0000320	Syak.g_02397	Prau.g_01748
OG0000321	Syak.g_02396	Prau.g_01749
OG0000322	Syak.g_02395	Prau.g_01750
OG0000323	Syak.g_02380	Prau.g_01759
OG0000324	Syak.g_02347	Prau.g_01785
OG0000325	Syak.g_01391	Prau.g_01795
OG0000326	Syak.g_01384	Prau.g_01801
OG0000327	Syak.g_01350	Prau.g_01828
OG0000328	Syak.g_01349	Prau.g_01829
OG0000329	Syak.g_01331	Prau.g_01846
OG0000330	Syak.g_01330	Prau.g_01847
OG0000331	Syak.g_01329	Prau.g_01848
OG0000332	Syak.g_01314	Prau.g_01862
OG0000333	Syak.g_01311	Prau.g_01864
OG0000334	Syak.g_01302	Prau.g_01872
OG0000335	Syak.g_01298	Prau.g_01877
OG0000336	Syak.g_01294	Prau.g_01881
OG0000337	Syak.g_01555	Prau.g_01897
OG0000338	Syak.g_01558	Prau.g_01898
OG0000339	Syak.g_01566	Prau.g_01902
OG0000340	Syak.g_01626	Prau.g_01910
OG0000341	Syak.g_01628	Prau.g_01912
OG0000342	Syak.g_01629	Prau.g_01913
OG0000343	Syak.g_01631	Prau.g_01914
OG0000344	Syak.g_01635	Prau.g_01917
OG0000345	Syak.g_01645	Prau.g_01922
OG0000346	Syak.g_01651	Prau.g_01926
OG0000347	Syak.g_01694	Prau.g_01942
OG0000348	Syak.g_01717	Prau.g_01952
OG0000349	Syak.g_01740	Prau.g_01969
OG0000350	Syak.g_01377	Prau.g_01987, Prau.g_01297
OG0000351	Syak.g_01823	Prau.g_02004
OG0000352	Syak.g_01822	Prau.g_02005
OG0000353	Syak.g_01796	Prau.g_02021
OG0000355	Syak.g_01793	Prau.g_00001
OG0000356	Syak.g_01792	Prau.g_00002
OG0000357	Syak.g_01791	Prau.g_00003
OG0000358	Syak.g_01787	Prau.g_00007
OG0000359	Syak.g_01785	Prau.g_00008
OG0000360	Syak.g_01784	Prau.g_00009
OG0000361	Syak.g_01783	Prau.g_00010
OG0000362	Syak.g_01781	Prau.g_00012
OG0000363	Syak.g_01779	Prau.g_00014
OG0000364	Syak.g_01778	Prau.g_00015
OG0000365	Syak.g_01769	Prau.g_00020
OG0000366	Syak.g_01768	Prau.g_00021
OG0000367	Syak.g_01767	Prau.g_00022
OG0000368	Syak.g_01765	Prau.g_00024
OG0000369	Syak.g_01764	Prau.g_00025
OG0000370	Syak.g_01763	Prau.g_00026
OG0000371	Syak.g_01753	Prau.g_00031
OG0000372	Syak.g_01748	Prau.g_00034
OG0000373	Syak.g_01747	Prau.g_00035
OG0000374	Syak.g_01746	Prau.g_00036
OG0000375	Syak.g_01744	Prau.g_00047
OG0000376	Syak.g_01742	Prau.g_00049
OG0000377	Syak.g_01948	Prau.g_00053
OG0000378	Syak.g_01968	Prau.g_00055
OG0000379	Syak.g_01972	Prau.g_00058
OG0000380	Syak.g_02256	Prau.g_00068
OG0000381	Syak.g_02254	Prau.g_00072
OG0000382	Syak.g_02236	Prau.g_00082
OG0000383	Syak.g_02229	Prau.g_00084
OG0000384	Syak.g_02228	Prau.g_00085
OG0000385	Syak.g_02227	Prau.g_00086
OG0000386	Syak.g_02226	Prau.g_00087
OG0000387	Syak.g_02200	Prau.g_00100
OG0000388	Syak.g_02196	Prau.g_00103
OG0000389	Syak.g_02193, Syak.g_02345	Prau.g_00107
OG0000390	Syak.g_02177	Prau.g_00114
OG0000391	Syak.g_02172	Prau.g_00117
OG0000392	Syak.g_02166	Prau.g_00121
OG0000393	Syak.g_02163	Prau.g_00123
OG0000394	Syak.g_02162	Prau.g_00124
OG0000395	Syak.g_02161	Prau.g_00125
OG0000396	Syak.g_02158	Prau.g_00128
OG0000397	Syak.g_02156	Prau.g_00130
OG0000398	Syak.g_02151	Prau.g_00132
OG0000399	Syak.g_02150	Prau.g_00133
OG0000400	Syak.g_02149	Prau.g_00134
OG0000401	Syak.g_02148	Prau.g_00135
OG0000402	Syak.g_02146	Prau.g_00137
OG0000403	Syak.g_02145	Prau.g_00138
OG0000404	Syak.g_02143	Prau.g_00139
OG0000405	Syak.g_02131	Prau.g_00143
OG0000406	Syak.g_02126	Prau.g_00148
OG0000407	Syak.g_02125	Prau.g_00149
OG0000408	Syak.g_02123	Prau.g_00151
OG0000409	Syak.g_02121	Prau.g_00153
OG0000410	Syak.g_02120	Prau.g_00154
OG0000411	Syak.g_02119	Prau.g_00155
OG0000412	Syak.g_02118	Prau.g_00156
OG0000413	Syak.g_02116	Prau.g_00157
OG0000415	Syak.g_02114	Prau.g_00159
OG0000416	Syak.g_02113	Prau.g_00160
OG0000417	Syak.g_02112	Prau.g_00161
OG0000418	Syak.g_02107	Prau.g_00166
OG0000419	Syak.g_02105	Prau.g_00168
OG0000420	Syak.g_02103	Prau.g_00169
OG0000421	Syak.g_02097	Prau.g_00174
OG0000422	Syak.g_02096	Prau.g_00175
OG0000423	Syak.g_02095	Prau.g_00176
OG0000424	Syak.g_02094	Prau.g_00177
OG0000425	Syak.g_02093	Prau.g_00178
OG0000426	Syak.g_02092	Prau.g_00179
OG0000427	Syak.g_02091	Prau.g_00180
OG0000428	Syak.g_02088	Prau.g_00182
OG0000429	Syak.g_02086	Prau.g_00183
OG0000430	Syak.g_02084	Prau.g_00184
OG0000431	Syak.g_02081	Prau.g_00186
OG0000432	Syak.g_02075	Prau.g_00189
OG0000433	Syak.g_02073	Prau.g_00190
OG0000434	Syak.g_02072	Prau.g_00191
OG0000435	Syak.g_02071	Prau.g_00192
OG0000436	Syak.g_02064	Prau.g_00197
OG0000437	Syak.g_02063	Prau.g_00198
OG0000438	Syak.g_02062	Prau.g_00199
OG0000439	Syak.g_02060	Prau.g_00201
OG0000440	Syak.g_02059	Prau.g_00202
OG0000441	Syak.g_02053	Prau.g_00205
OG0000442	Syak.g_02043	Prau.g_00206
OG0000443	Syak.g_02041	Prau.g_00207
OG0000444	Syak.g_02022	Prau.g_00212
OG0000445	Syak.g_02015	Prau.g_00213
OG0000446	Syak.g_02013	Prau.g_00214
OG0000447	Syak.g_02006	Prau.g_00215
OG0000448	Syak.g_02005	Prau.g_00216
OG0000449	Syak.g_02004	Prau.g_00217
OG0000450	Syak.g_01998	Prau.g_00218
OG0000451	Syak.g_01997	Prau.g_00219
OG0000452	Syak.g_01993	Prau.g_00222
OG0000453	Syak.g_01992	Prau.g_00223
OG0000454	Syak.g_01991	Prau.g_00224
OG0000455	Syak.g_01990	Prau.g_00225
OG0000456	Syak.g_01989	Prau.g_00226
OG0000457	Syak.g_01987	Prau.g_00227
OG0000458	Syak.g_01986	Prau.g_00228
OG0000459	Syak.g_01985	Prau.g_00229
OG0000460	Syak.g_02303	Prau.g_00236
OG0000461	Syak.g_01402	Prau.g_00244
OG0000462	Syak.g_01405	Prau.g_00246
OG0000463	Syak.g_01406	Prau.g_00247
OG0000464	Syak.g_01407	Prau.g_00248
OG0000465	Syak.g_01409	Prau.g_00249
OG0000466	Syak.g_01414	Prau.g_00252
OG0000467	Syak.g_01416	Prau.g_00253
OG0000468	Syak.g_01421	Prau.g_00255
OG0000469	Syak.g_01436	Prau.g_00264
OG0000470	Syak.g_01438	Prau.g_00266
OG0000471	Syak.g_01439	Prau.g_00267
OG0000472	Syak.g_01441	Prau.g_00268
OG0000473	Syak.g_01443	Prau.g_00270
OG0000474	Syak.g_01444	Prau.g_00271
OG0000475	Syak.g_01445	Prau.g_00272
OG0000476	Syak.g_01447	Prau.g_00273
OG0000477	Syak.g_01453	Prau.g_00277
OG0000478	Syak.g_01454	Prau.g_00278
OG0000479	Syak.g_01455	Prau.g_00279
OG0000480	Syak.g_01462	Prau.g_00284
OG0000481	Syak.g_01464	Prau.g_00286
OG0000482	Syak.g_01465	Prau.g_00287
OG0000483	Syak.g_01469	Prau.g_00290
OG0000484	Syak.g_01470	Prau.g_00291
OG0000485	Syak.g_01472	Prau.g_00292
OG0000486	Syak.g_01473	Prau.g_00293
OG0000487	Syak.g_01479	Prau.g_00297
OG0000488	Syak.g_01483	Prau.g_00300
OG0000489	Syak.g_01499	Prau.g_00305
OG0000490	Syak.g_01507	Prau.g_00310
OG0000491	Syak.g_01511	Prau.g_00311
OG0000492	Syak.g_01513	Prau.g_00313
OG0000493	Syak.g_01514	Prau.g_00314
OG0000494	Syak.g_01515	Prau.g_00315
OG0000495	Syak.g_01516	Prau.g_00316
OG0000496	Syak.g_01517	Prau.g_00317
OG0000497	Syak.g_01518	Prau.g_00318
OG0000498	Syak.g_01519	Prau.g_00319
OG0000499	Syak.g_01520	Prau.g_00320
OG0000500	Syak.g_01521	Prau.g_00321
OG0000501	Syak.g_01524	Prau.g_00323
OG0000502	Syak.g_01538	Prau.g_00326
OG0000503	Syak.g_01246	Prau.g_00336
OG0000504	Syak.g_01244	Prau.g_00337
OG0000505	Syak.g_01243	Prau.g_00338
OG0000506	Syak.g_01241	Prau.g_00340
OG0000507	Syak.g_01235	Prau.g_00343
OG0000508	Syak.g_01231	Prau.g_00347
OG0000509	Syak.g_01229	Prau.g_00349
OG0000510	Syak.g_01228	Prau.g_00350
OG0000511	Syak.g_01227	Prau.g_00351
OG0000512	Syak.g_01225	Prau.g_00353
OG0000513	Syak.g_01211	Prau.g_00360
OG0000514	Syak.g_01204	Prau.g_00472
OG0000515	Syak.g_01203	Prau.g_00473
OG0000516	Syak.g_01199	Prau.g_00474
OG0000517	Syak.g_01192	Prau.g_00476
OG0000518	Syak.g_01180	Prau.g_00487
OG0000519	Syak.g_01179	Prau.g_00488
OG0000520	Syak.g_01178	Prau.g_00489
OG0000521	Syak.g_01167	Prau.g_00494
OG0000522	Syak.g_01163	Prau.g_00496
OG0000523	Syak.g_01162	Prau.g_00497
OG0000524	Syak.g_01149	Prau.g_00503
OG0000525	Syak.g_01130	Prau.g_00506
OG0000526	Syak.g_01127	Prau.g_00507
OG0000527	Syak.g_01120	Prau.g_00514
OG0000528	Syak.g_02570	Prau.g_00519
OG0000529	Syak.g_02575	Prau.g_00522
OG0000530	Syak.g_02578	Prau.g_00525
OG0000531	Syak.g_02579	Prau.g_00526
OG0000532	Syak.g_02582	Prau.g_00528
OG0000533	Syak.g_02584	Prau.g_00529
OG0000534	Syak.g_02585	Prau.g_00530
OG0000535	Syak.g_02586	Prau.g_00531
OG0000536	Syak.g_02587	Prau.g_00532
OG0000537	Syak.g_02588	Prau.g_00533
OG0000538	Syak.g_02600	Prau.g_00541
OG0000539	Syak.g_02601	Prau.g_00542
OG0000540	Syak.g_02602	Prau.g_00543
OG0000541	Syak.g_02603	Prau.g_00544
OG0000542	Syak.g_02606	Prau.g_00546
OG0000543	Syak.g_02608	Prau.g_00548
OG0000544	Syak.g_02609	Prau.g_00549
OG0000545	Syak.g_02611	Prau.g_00551
OG0000546	Syak.g_02613	Prau.g_00554
OG0000547	Syak.g_02615	Prau.g_00556
OG0000548	Syak.g_02616	Prau.g_00557
OG0000549	Syak.g_02622	Prau.g_00559
OG0000550	Syak.g_02626	Prau.g_00564
OG0000551	Syak.g_02631	Prau.g_00567
OG0000552	Syak.g_02632	Prau.g_00568
OG0000553	Syak.g_02636	Prau.g_00569
OG0000554	Syak.g_02641	Prau.g_00574
OG0000555	Syak.g_02657	Prau.g_00582
OG0000556	Syak.g_02661	Prau.g_00584
OG0000557	Syak.g_02663	Prau.g_00585
OG0000558	Syak.g_02666	Prau.g_00587
OG0000559	Syak.g_02670	Prau.g_00591
OG0000560	Syak.g_02672	Prau.g_00594
OG0000561	Syak.g_02673	Prau.g_00595
OG0000562	Syak.g_02674	Prau.g_00596
OG0000563	Syak.g_02675	Prau.g_00597
OG0000564	Syak.g_02676	Prau.g_00598
OG0000565	Syak.g_02679	Prau.g_00601
OG0000566	Syak.g_02683	Prau.g_00603
OG0000567	Syak.g_02687	Prau.g_00607
OG0000568	Syak.g_02690	Prau.g_00608
OG0000569	Syak.g_02691	Prau.g_00609
OG0000570	Syak.g_02692	Prau.g_00610
OG0000571	Syak.g_02696	Prau.g_00612
OG0000572	Syak.g_02713	Prau.g_00625
OG0000573	Syak.g_02723	Prau.g_00630
OG0000574	Syak.g_02724	Prau.g_00631
OG0000575	Syak.g_02729	Prau.g_00635
OG0000576	Syak.g_02731	Prau.g_00637
OG0000577	Syak.g_02732	Prau.g_00638
OG0000578	Syak.g_02733	Prau.g_00639
OG0000579	Syak.g_02734	Prau.g_00640
