Orthogroup	Syak	Syar
OG0000112	Syak.g_00512	Syar.g_02548
OG0000113	Syak.g_00461	Syar.g_02664
OG0000115	Syak.g_01066	Syar.g_02854, Syar.g_01415
OG0000116	Syak.g_00911	Syar.g_01525, Syar.g_02255
OG0000117	Syak.g_00846	Syar.g_01969
OG0000118	Syak.g_00954	Syar.g_02793
OG0000120	Syak.g_01526	Syar.g_00713
OG0000121	Syak.g_01044	Syar.g_02806
OG0000123	Syak.g_01299	Syar.g_01079
OG0000124	Syak.g_01692	Syar.g_00586
OG0000125	Syak.g_01934	Syar.g_00338
OG0000126	Syak.g_01801	Syar.g_00887, Syar.g_00888
OG0000128	Syak.g_01782	Syar.g_00482
OG0000129	Syak.g_01947	Syar.g_00324
OG0000130	Syak.g_02255	Syar.g_03040
OG0000131	Syak.g_02128	Syar.g_00078
OG0000132	Syak.g_02108	Syar.g_00099
OG0000133	Syak.g_00507	Syar.g_02543
OG0000134	Syak.g_01212	Syar.g_02009, Syar.g_01165
OG0000135	Syak.g_01897	Syar.g_00698
OG0000136	Syak.g_01186	Syar.g_02874
OG0000137	Syak.g_01118	Syar.g_01273
OG0000138	Syak.g_01062, Syak.g_02591	Syar.g_01486
OG0000139	Syak.g_02646	Syar.g_03245, Syar.g_02348
OG0000140	Syak.g_02650	Syar.g_02344, Syar.g_03246
OG0000141	Syak.g_02746	Syar.g_02129
OG0000142	Syak.g_00035	Syar.g_02418
OG0000143	Syak.g_00039	Syar.g_02422
OG0000144	Syak.g_00260	Syar.g_02441
OG0000145	Syak.g_02598	Syar.g_01494, Syar.g_03205
OG0000146	Syak.g_00514	Syar.g_02549
OG0000147	Syak.g_00515	Syar.g_02550
OG0000148	Syak.g_00455	Syar.g_02658
OG0000149	Syak.g_00596	Syar.g_01830, Syar.g_03289, Syar.g_03288
OG0000150	Syak.g_02747	Syar.g_02130
OG0000151	Syak.g_00387	Syar.g_02038
OG0000152	Syak.g_00503	Syar.g_02539
OG0000153	Syak.g_00470	Syar.g_03283, Syar.g_02503
OG0000154	Syak.g_00645	Syar.g_01800
OG0000155	Syak.g_00855	Syar.g_01959
OG0000156	Syak.g_00919	Syar.g_01517
OG0000157	Syak.g_00920	Syar.g_01516
OG0000158	Syak.g_01624	Syar.g_00650
OG0000159	Syak.g_01580	Syar.g_02359, Syar.g_02762
OG0000160	Syak.g_01043	Syar.g_02807
OG0000161	Syak.g_01050	Syar.g_02801
OG0000162	Syak.g_01058	Syar.g_02863
OG0000163	Syak.g_02478	Syar.g_01186
OG0000164	Syak.g_02384	Syar.g_03168, Syar.g_02969
OG0000165	Syak.g_02374	Syar.g_02976
OG0000166	Syak.g_01345	Syar.g_01034
OG0000167	Syak.g_01561	Syar.g_00662
OG0000168	Syak.g_01625	Syar.g_00246
OG0000169	Syak.g_01637	Syar.g_00262
OG0000170	Syak.g_01644	Syar.g_00613
OG0000171	Syak.g_01691	Syar.g_00587
OG0000172	Syak.g_01713	Syar.g_00547
OG0000173	Syak.g_01733	Syar.g_00528
OG0000174	Syak.g_01895	Syar.g_00701
OG0000175	Syak.g_01827	Syar.g_00438
OG0000176	Syak.g_01790	Syar.g_00474
OG0000177	Syak.g_01789	Syar.g_00475
OG0000178	Syak.g_01788	Syar.g_00476
OG0000179	Syak.g_01773	Syar.g_00489
OG0000180	Syak.g_01772	Syar.g_00490
OG0000181	Syak.g_01771	Syar.g_00491
OG0000182	Syak.g_01770	Syar.g_00492
OG0000183	Syak.g_01766	Syar.g_00496
OG0000184	Syak.g_01955	Syar.g_00897
OG0000185	Syak.g_01971	Syar.g_00909
OG0000186	Syak.g_02258	Syar.g_03036
OG0000187	Syak.g_02257	Syar.g_03038
OG0000188	Syak.g_02235	Syar.g_03058
OG0000189	Syak.g_02203	Syar.g_03104
OG0000190	Syak.g_01575	Syar.g_03107, Syar.g_02374
OG0000191	Syak.g_02171	Syar.g_00039
OG0000192	Syak.g_02165	Syar.g_00046
OG0000193	Syak.g_02127	Syar.g_00079
OG0000194	Syak.g_02124	Syar.g_00082
OG0000195	Syak.g_02122	Syar.g_00023
OG0000196	Syak.g_02111	Syar.g_00096
OG0000197	Syak.g_02110	Syar.g_00097
OG0000198	Syak.g_02109	Syar.g_00098
OG0000199	Syak.g_02100	Syar.g_00106
OG0000200	Syak.g_02083	Syar.g_00124
OG0000201	Syak.g_02068	Syar.g_01000
OG0000202	Syak.g_02067	Syar.g_00998, Syar.g_00021
OG0000203	Syak.g_02066	Syar.g_00020, Syar.g_00997
OG0000204	Syak.g_02065	Syar.g_00996
OG0000205	Syak.g_02058	Syar.g_00988
OG0000206	Syak.g_02038	Syar.g_00963
OG0000207	Syak.g_02025	Syar.g_00957
OG0000208	Syak.g_02024	Syar.g_00956
OG0000209	Syak.g_01995	Syar.g_03261
OG0000210	Syak.g_01994	Syar.g_00935, Syar.g_03260
OG0000211	Syak.g_02300	Syar.g_03026
OG0000212	Syak.g_02311	Syar.g_03017
OG0000213	Syak.g_01425	Syar.g_00187
OG0000214	Syak.g_01442	Syar.g_00209
OG0000215	Syak.g_01474	Syar.g_00239
OG0000216	Syak.g_01478	Syar.g_00244
OG0000217	Syak.g_01482	Syar.g_00854
OG0000218	Syak.g_01484	Syar.g_00852
OG0000219	Syak.g_01485	Syar.g_00851
OG0000220	Syak.g_01486	Syar.g_00850, Syar.g_02026
OG0000221	Syak.g_01498	Syar.g_00834
OG0000222	Syak.g_01512	Syar.g_02119, Syar.g_00728
OG0000223	Syak.g_01531	Syar.g_00649
OG0000224	Syak.g_01532	Syar.g_00273
OG0000225	Syak.g_01230	Syar.g_01142
OG0000226	Syak.g_01226	Syar.g_01146
OG0000227	Syak.g_01224	Syar.g_01148
OG0000228	Syak.g_01216	Syar.g_01161
OG0000229	Syak.g_01191	Syar.g_01177, Syar.g_03273
OG0000230	Syak.g_01189	Syar.g_01179
OG0000231	Syak.g_01176	Syar.g_02865, Syar.g_03151
OG0000232	Syak.g_01156	Syar.g_01424
OG0000233	Syak.g_01145	Syar.g_01247
OG0000234	Syak.g_01116	Syar.g_01275
OG0000235	Syak.g_02573	Syar.g_01468
OG0000236	Syak.g_02589	Syar.g_03311, Syar.g_01484
OG0000237	Syak.g_02607	Syar.g_01503
OG0000238	Syak.g_02612	Syar.g_01508
OG0000239	Syak.g_02628	Syar.g_03277, Syar.g_02687
OG0000240	Syak.g_02629	Syar.g_03278, Syar.g_02686
OG0000241	Syak.g_00027	Syar.g_02410
OG0000242	Syak.g_02638	Syar.g_01926
OG0000243	Syak.g_02658	Syar.g_02335
OG0000244	Syak.g_02665	Syar.g_02327
OG0000245	Syak.g_02667	Syar.g_02325, Syar.g_03238
OG0000246	Syak.g_02671	Syar.g_02321
OG0000247	Syak.g_02681	Syar.g_02310
OG0000248	Syak.g_02684	Syar.g_02307, Syar.g_03293
OG0000249	Syak.g_02686	Syar.g_02305
OG0000250	Syak.g_02694	Syar.g_02299, Syar.g_03194
OG0000251	Syak.g_02722	Syar.g_02194
OG0000252	Syak.g_02725	Syar.g_03263
OG0000253	Syak.g_02727	Syar.g_02028
OG0000254	Syak.g_02752	Syar.g_02169
OG0000255	Syak.g_02772	Syar.g_00011
OG0000256	Syak.g_00020	Syar.g_02244
OG0000257	Syak.g_00026	Syar.g_02407, Syar.g_01762
OG0000258	Syak.g_00044	Syar.g_02427, Syar.g_00010
OG0000259	Syak.g_00334	Syar.g_02472
OG0000260	Syak.g_00338	Syar.g_03220
OG0000261	Syak.g_00348	Syar.g_01916
OG0000262	Syak.g_00353	Syar.g_01690
OG0000263	Syak.g_00828	Syar.g_01991
OG0000264	Syak.g_00698	Syar.g_02135
OG0000266	Syak.g_00778	Syar.g_01570
OG0000267	Syak.g_00555	Syar.g_01873
OG0000268	Syak.g_00554	Syar.g_02589
OG0000269	Syak.g_00429	Syar.g_02634
OG0000270	Syak.g_00432	Syar.g_00744, Syar.g_02637
OG0000271	Syak.g_00440	Syar.g_02645
OG0000272	Syak.g_00441	Syar.g_02646
OG0000273	Syak.g_00616	Syar.g_02481
OG0000274	Syak.g_00615	Syar.g_02482
OG0000275	Syak.g_00611	Syar.g_01810
OG0000276	Syak.g_00604	Syar.g_01817
OG0000277	Syak.g_00603	Syar.g_01818, Syar.g_03242
OG0000278	Syak.g_00600	Syar.g_01821, Syar.g_03174
OG0000279	Syak.g_00592	Syar.g_01838
OG0000280	Syak.g_00582	Syar.g_02067, Syar.g_00734
OG0000281	Syak.g_00339	Syar.g_02218
OG0000282	Syak.g_00375	Syar.g_01614, Syar.g_03255
OG0000283	Syak.g_00541	Syar.g_02574
OG0000284	Syak.g_00536	Syar.g_03258, Syar.g_02568
OG0000285	Syak.g_00523	Syar.g_02560
OG0000286	Syak.g_00504	Syar.g_02540
OG0000287	Syak.g_00477	Syar.g_02512
OG0000288	Syak.g_00644	Syar.g_01801
OG0000289	Syak.g_00659	Syar.g_03305, Syar.g_01786
OG0000290	Syak.g_00738	Syar.g_01928
OG0000291	Syak.g_00734, Syak.g_00737	Syar.g_01930
OG0000292	Syak.g_01802	Syar.g_00463
OG0000293	Syak.g_00910	Syar.g_03297, Syar.g_01526
OG0000294	Syak.g_00909	Syar.g_01527, Syar.g_03296
OG0000295	Syak.g_00863	Syar.g_01951, Syar.g_03208
OG0000296	Syak.g_00861	Syar.g_01953
OG0000297	Syak.g_00848	Syar.g_01967, Syar.g_03216
OG0000298	Syak.g_00847	Syar.g_01968, Syar.g_03215
OG0000299	Syak.g_00820	Syar.g_01704
OG0000300	Syak.g_00813	Syar.g_01711
OG0000301	Syak.g_00812	Syar.g_01712
OG0000302	Syak.g_00811	Syar.g_01713
OG0000303	Syak.g_00674	Syar.g_01723
OG0000304	Syak.g_00680	Syar.g_01728
OG0000305	Syak.g_00732	Syar.g_01933, Syar.g_03163
OG0000306	Syak.g_00094	Syar.g_01884
OG0000307	Syak.g_02556	Syar.g_01452, Syar.g_03153
OG0000308	Syak.g_02554	Syar.g_01450
OG0000309	Syak.g_02549	Syar.g_01239
OG0000310	Syak.g_00994	Syar.g_02826
OG0000311	Syak.g_00999	Syar.g_02823
OG0000312	Syak.g_01028	Syar.g_00015, Syar.g_02818
OG0000313	Syak.g_01046	Syar.g_02804
OG0000314	Syak.g_01079	Syar.g_01403
OG0000315	Syak.g_01090	Syar.g_01393
OG0000316	Syak.g_02462	Syar.g_02885
OG0000317	Syak.g_02419	Syar.g_02926
OG0000318	Syak.g_02415	Syar.g_02930
OG0000319	Syak.g_02399	Syar.g_02954
OG0000320	Syak.g_02397	Syar.g_02956
OG0000321	Syak.g_02396	Syar.g_02957
OG0000322	Syak.g_02395	Syar.g_02958
OG0000323	Syak.g_02380	Syar.g_02973
OG0000324	Syak.g_02347	Syar.g_00350, Syar.g_03001
OG0000325	Syak.g_01391	Syar.g_03291, Syar.g_00148
OG0000326	Syak.g_01384	Syar.g_00139, Syar.g_03134
OG0000327	Syak.g_01350	Syar.g_01029
OG0000328	Syak.g_01349	Syar.g_01030
OG0000329	Syak.g_01331	Syar.g_03189, Syar.g_01048
OG0000330	Syak.g_01330	Syar.g_03190, Syar.g_01049
OG0000331	Syak.g_01329	Syar.g_01050, Syar.g_03191
OG0000332	Syak.g_01314	Syar.g_01064, Syar.g_03299
OG0000333	Syak.g_01311	Syar.g_01067
OG0000334	Syak.g_01302	Syar.g_01076
OG0000335	Syak.g_01298	Syar.g_01080
OG0000336	Syak.g_01294	Syar.g_01084
OG0000337	Syak.g_01555	Syar.g_00285
OG0000338	Syak.g_01558	Syar.g_03225, Syar.g_00287
OG0000339	Syak.g_01566	Syar.g_00658
OG0000340	Syak.g_01626	Syar.g_00247
OG0000341	Syak.g_01628	Syar.g_00249
OG0000342	Syak.g_01629	Syar.g_00250
OG0000343	Syak.g_01631	Syar.g_00256
OG0000344	Syak.g_01635	Syar.g_00260
OG0000345	Syak.g_01645	Syar.g_00612
OG0000346	Syak.g_01651	Syar.g_00607
OG0000347	Syak.g_01694	Syar.g_00558
OG0000348	Syak.g_01717	Syar.g_00544
OG0000349	Syak.g_01740	Syar.g_00521
OG0000350	Syak.g_01377	Syar.g_00132
OG0000351	Syak.g_01823	Syar.g_00442
OG0000352	Syak.g_01822	Syar.g_00443
OG0000353	Syak.g_01796	Syar.g_00469
OG0000354	Syak.g_02618	Syar.g_01514
OG0000354	Syak.g_01775	Syar.g_00487
OG0000355	Syak.g_01793	Syar.g_00471
OG0000356	Syak.g_01792	Syar.g_00472
OG0000357	Syak.g_01791	Syar.g_00473
OG0000358	Syak.g_01787	Syar.g_00477
OG0000359	Syak.g_01785	Syar.g_00479
OG0000360	Syak.g_01784	Syar.g_00480
OG0000361	Syak.g_01783	Syar.g_00481
OG0000362	Syak.g_01781	Syar.g_00483
OG0000363	Syak.g_01779	Syar.g_00484
OG0000364	Syak.g_01778	Syar.g_02928
OG0000365	Syak.g_01769	Syar.g_00493
OG0000366	Syak.g_01768	Syar.g_00494
OG0000367	Syak.g_01767	Syar.g_03262, Syar.g_00495
OG0000368	Syak.g_01765	Syar.g_00497
OG0000369	Syak.g_01764	Syar.g_00498
OG0000370	Syak.g_01763	Syar.g_00499
OG0000371	Syak.g_01753	Syar.g_00508
OG0000372	Syak.g_01748	Syar.g_00514
OG0000373	Syak.g_01747	Syar.g_00515
OG0000374	Syak.g_01746	Syar.g_00516
OG0000375	Syak.g_01744	Syar.g_00517
OG0000376	Syak.g_01742	Syar.g_00519
OG0000377	Syak.g_01948	Syar.g_00322
OG0000378	Syak.g_01968	Syar.g_00905
OG0000379	Syak.g_01972	Syar.g_00910
OG0000380	Syak.g_02256	Syar.g_03039
OG0000381	Syak.g_02254	Syar.g_03041
OG0000382	Syak.g_02236	Syar.g_03057
OG0000383	Syak.g_02229	Syar.g_03074
OG0000384	Syak.g_02228	Syar.g_03075
OG0000385	Syak.g_02227	Syar.g_03076
OG0000386	Syak.g_02226	Syar.g_03077
OG0000387	Syak.g_02200	Syar.g_03109
OG0000388	Syak.g_02196	Syar.g_03148, Syar.g_03113
OG0000389	Syak.g_02193, Syak.g_02345	Syar.g_03118
OG0000390	Syak.g_02177	Syar.g_00033
OG0000391	Syak.g_02172	Syar.g_00038
OG0000392	Syak.g_02166	Syar.g_00045
OG0000393	Syak.g_02163	Syar.g_00048
OG0000394	Syak.g_02162	Syar.g_00049
OG0000395	Syak.g_02161	Syar.g_00050
OG0000396	Syak.g_02158	Syar.g_00053
OG0000397	Syak.g_02156	Syar.g_00055
OG0000398	Syak.g_02151	Syar.g_00060
OG0000399	Syak.g_02150	Syar.g_00061
OG0000400	Syak.g_02149	Syar.g_00062
OG0000401	Syak.g_02148	Syar.g_00063
OG0000402	Syak.g_02146	Syar.g_00065
OG0000403	Syak.g_02145	Syar.g_00066
OG0000404	Syak.g_02143	Syar.g_00067
OG0000405	Syak.g_02131	Syar.g_00076
OG0000406	Syak.g_02126	Syar.g_00080
OG0000407	Syak.g_02125	Syar.g_00081
OG0000408	Syak.g_02123	Syar.g_00083
OG0000409	Syak.g_02121	Syar.g_00085
OG0000410	Syak.g_02120	Syar.g_00086
OG0000411	Syak.g_02119	Syar.g_00087
OG0000412	Syak.g_02118	Syar.g_00088
OG0000413	Syak.g_02116	Syar.g_00090
OG0000415	Syak.g_02114	Syar.g_00092
OG0000416	Syak.g_02113	Syar.g_00093
OG0000417	Syak.g_02112	Syar.g_00095
OG0000418	Syak.g_02107	Syar.g_00100
OG0000419	Syak.g_02105	Syar.g_00102
OG0000420	Syak.g_02103	Syar.g_00104
OG0000421	Syak.g_02097	Syar.g_00109
OG0000422	Syak.g_02096	Syar.g_00110
OG0000423	Syak.g_02095	Syar.g_00111
OG0000424	Syak.g_02094	Syar.g_00112
OG0000425	Syak.g_02093	Syar.g_00113
OG0000426	Syak.g_02092	Syar.g_00114
OG0000427	Syak.g_02091	Syar.g_00115
OG0000428	Syak.g_02088	Syar.g_00118
OG0000429	Syak.g_02086	Syar.g_00121
OG0000430	Syak.g_02084	Syar.g_00123
OG0000431	Syak.g_02081	Syar.g_00127
OG0000432	Syak.g_02075	Syar.g_01009
OG0000433	Syak.g_02073	Syar.g_01007
OG0000434	Syak.g_02072	Syar.g_01006
OG0000435	Syak.g_02071	Syar.g_01003
OG0000436	Syak.g_02064	Syar.g_00994
OG0000437	Syak.g_02063	Syar.g_00993
OG0000438	Syak.g_02062	Syar.g_00992
OG0000439	Syak.g_02060	Syar.g_00990
OG0000440	Syak.g_02059	Syar.g_00989
OG0000441	Syak.g_02053	Syar.g_00986
OG0000442	Syak.g_02043	Syar.g_00977
OG0000443	Syak.g_02041	Syar.g_00964
OG0000444	Syak.g_02022	Syar.g_00954
OG0000445	Syak.g_02015	Syar.g_00953
OG0000446	Syak.g_02013	Syar.g_00951
OG0000447	Syak.g_02006	Syar.g_00948
OG0000448	Syak.g_02005	Syar.g_00947
OG0000449	Syak.g_02004	Syar.g_00946
OG0000450	Syak.g_01998	Syar.g_00939
OG0000451	Syak.g_01997	Syar.g_00938
OG0000452	Syak.g_01993	Syar.g_00934
OG0000453	Syak.g_01992	Syar.g_00933
OG0000454	Syak.g_01991	Syar.g_00932
OG0000455	Syak.g_01990	Syar.g_00931
OG0000456	Syak.g_01989	Syar.g_00930
OG0000457	Syak.g_01987	Syar.g_00928
OG0000458	Syak.g_01986	Syar.g_00918
OG0000459	Syak.g_01985	Syar.g_00917
OG0000460	Syak.g_02303	Syar.g_03024
OG0000461	Syak.g_01402	Syar.g_00153
OG0000462	Syak.g_01405	Syar.g_00155
OG0000463	Syak.g_01406	Syar.g_00156
OG0000464	Syak.g_01407	Syar.g_00157
OG0000465	Syak.g_01409	Syar.g_00159
OG0000466	Syak.g_01414	Syar.g_00164
OG0000467	Syak.g_01416	Syar.g_00165
OG0000468	Syak.g_01421	Syar.g_00170
OG0000469	Syak.g_01436	Syar.g_00203
OG0000470	Syak.g_01438	Syar.g_00206
OG0000471	Syak.g_01439	Syar.g_00207
OG0000472	Syak.g_01441	Syar.g_00208
OG0000473	Syak.g_01443	Syar.g_00210
OG0000474	Syak.g_01444	Syar.g_00211
OG0000475	Syak.g_01445	Syar.g_00212
OG0000476	Syak.g_01447	Syar.g_00214
OG0000477	Syak.g_01453	Syar.g_00219
OG0000478	Syak.g_01454	Syar.g_00220
OG0000479	Syak.g_01455	Syar.g_00221
OG0000480	Syak.g_01462	Syar.g_00228
OG0000481	Syak.g_01464	Syar.g_00230
OG0000482	Syak.g_01465	Syar.g_00231
OG0000483	Syak.g_01469	Syar.g_00235
OG0000484	Syak.g_01470	Syar.g_00236
OG0000485	Syak.g_01472	Syar.g_00237
OG0000486	Syak.g_01473	Syar.g_00024, Syar.g_00238
OG0000487	Syak.g_01479	Syar.g_00245
OG0000488	Syak.g_01483	Syar.g_00853
OG0000489	Syak.g_01499	Syar.g_00833
OG0000490	Syak.g_01507	Syar.g_00823
OG0000491	Syak.g_01511	Syar.g_00822
OG0000492	Syak.g_01513	Syar.g_00727
OG0000493	Syak.g_01514	Syar.g_00726
OG0000494	Syak.g_01515	Syar.g_00725
OG0000495	Syak.g_01516	Syar.g_00724
OG0000496	Syak.g_01517	Syar.g_00723
OG0000497	Syak.g_01518	Syar.g_00722
OG0000498	Syak.g_01519	Syar.g_00721
OG0000499	Syak.g_01520	Syar.g_00720
OG0000500	Syak.g_01521	Syar.g_00719
OG0000501	Syak.g_01524	Syar.g_00716
OG0000502	Syak.g_01538	Syar.g_00275
OG0000503	Syak.g_01246	Syar.g_01118
OG0000504	Syak.g_01244	Syar.g_01120
OG0000505	Syak.g_01243	Syar.g_01121
OG0000506	Syak.g_01241	Syar.g_01123
OG0000507	Syak.g_01235	Syar.g_01129
OG0000508	Syak.g_01231	Syar.g_01141
OG0000509	Syak.g_01229	Syar.g_01143
OG0000510	Syak.g_01228	Syar.g_01144
OG0000511	Syak.g_01227	Syar.g_01145
OG0000512	Syak.g_01225	Syar.g_01147
OG0000513	Syak.g_01211	Syar.g_01166
OG0000514	Syak.g_01204	Syar.g_01169
OG0000515	Syak.g_01203	Syar.g_01170
OG0000516	Syak.g_01199	Syar.g_01172
OG0000517	Syak.g_01192	Syar.g_01176
OG0000518	Syak.g_01180	Syar.g_02868
OG0000519	Syak.g_01179	Syar.g_02867
OG0000520	Syak.g_01178	Syar.g_02866
OG0000521	Syak.g_01167	Syar.g_01419
OG0000522	Syak.g_01163	Syar.g_01421
OG0000523	Syak.g_01162	Syar.g_01422
OG0000524	Syak.g_01149	Syar.g_01244
OG0000525	Syak.g_01130	Syar.g_01263
OG0000526	Syak.g_01127	Syar.g_01266
OG0000527	Syak.g_01120	Syar.g_01271
OG0000528	Syak.g_02570	Syar.g_01466
OG0000529	Syak.g_02575	Syar.g_01470
OG0000530	Syak.g_02578	Syar.g_01473
OG0000531	Syak.g_02579	Syar.g_01474
OG0000532	Syak.g_02582	Syar.g_01477
OG0000533	Syak.g_02584	Syar.g_01479
OG0000534	Syak.g_02585	Syar.g_01480
OG0000535	Syak.g_02586	Syar.g_01481
OG0000536	Syak.g_02587	Syar.g_01482
OG0000537	Syak.g_02588	Syar.g_01483
OG0000538	Syak.g_02600	Syar.g_01496
OG0000539	Syak.g_02601	Syar.g_01497
OG0000540	Syak.g_02602	Syar.g_01498
OG0000541	Syak.g_02603	Syar.g_01499
OG0000542	Syak.g_02606	Syar.g_01502
OG0000543	Syak.g_02608	Syar.g_01504
OG0000544	Syak.g_02609	Syar.g_01505
OG0000545	Syak.g_02611	Syar.g_01507
OG0000546	Syak.g_02613	Syar.g_01509
OG0000547	Syak.g_02615	Syar.g_01511
OG0000548	Syak.g_02616	Syar.g_01512
OG0000549	Syak.g_02622	Syar.g_02693
OG0000550	Syak.g_02626	Syar.g_02689
OG0000551	Syak.g_02631	Syar.g_02684
OG0000552	Syak.g_02632	Syar.g_02683
OG0000553	Syak.g_02636	Syar.g_02679
OG0000554	Syak.g_02641	Syar.g_02352
OG0000555	Syak.g_02657	Syar.g_02336
OG0000556	Syak.g_02661	Syar.g_02332
OG0000557	Syak.g_02663	Syar.g_02328
OG0000558	Syak.g_02666	Syar.g_02326
OG0000559	Syak.g_02670	Syar.g_02322
OG0000560	Syak.g_02672	Syar.g_02320
OG0000561	Syak.g_02673	Syar.g_02319
OG0000562	Syak.g_02674	Syar.g_02318
