Orthogroup	Syak	Prba
OG0000295	Syak.g_00863	Prba.g_00051
OG0000296	Syak.g_00861	Prba.g_00049
OG0000297	Syak.g_00848	Prba.g_00041
OG0000298	Syak.g_00847	Prba.g_00040
OG0000299	Syak.g_00820	Prba.g_00023
OG0000300	Syak.g_00813	Prba.g_00020
OG0000301	Syak.g_00812	Prba.g_00019
OG0000302	Syak.g_00811	Prba.g_00017
OG0000303	Syak.g_00674	Prba.g_00010
OG0000304	Syak.g_00680	Prba.g_00006
OG0000305	Syak.g_00732	Prba.g_00204
OG0000306	Syak.g_00094	Prba.g_00201
OG0000307	Syak.g_02556	Prba.g_00187
OG0000308	Syak.g_02554	Prba.g_00186
OG0000309	Syak.g_02549	Prba.g_00182
OG0000310	Syak.g_00994	Prba.g_00112
OG0000311	Syak.g_00999	Prba.g_00110
OG0000312	Syak.g_01028	Prba.g_00107
OG0000313	Syak.g_01046	Prba.g_00709
OG0000314	Syak.g_01079	Prba.g_00686
OG0000315	Syak.g_01090	Prba.g_00351, Prba.g_00676
OG0000316	Syak.g_02462	Prba.g_00331
OG0000317	Syak.g_02419	Prba.g_00228
OG0000318	Syak.g_02415	Prba.g_00619
OG0000319	Syak.g_02399	Prba.g_00606
OG0000320	Syak.g_02397	Prba.g_00604
OG0000321	Syak.g_02396	Prba.g_00603
OG0000322	Syak.g_02395	Prba.g_00602
OG0000323	Syak.g_02380	Prba.g_00593
OG0000324	Syak.g_02347	Prba.g_00567
OG0000325	Syak.g_01391	Prba.g_00358
OG0000326	Syak.g_01384	Prba.g_00364
OG0000327	Syak.g_01350	Prba.g_00388
OG0000328	Syak.g_01349	Prba.g_00389
OG0000329	Syak.g_01331	Prba.g_00406
OG0000330	Syak.g_01330	Prba.g_00407
OG0000331	Syak.g_01329	Prba.g_00408
OG0000332	Syak.g_01314	Prba.g_00422
OG0000333	Syak.g_01311	Prba.g_00424
OG0000334	Syak.g_01302	Prba.g_00432
OG0000335	Syak.g_01298	Prba.g_00437
OG0000336	Syak.g_01294	Prba.g_01050
OG0000337	Syak.g_01555	Prba.g_01067
OG0000338	Syak.g_01558	Prba.g_01068
OG0000339	Syak.g_01566	Prba.g_01072
OG0000340	Syak.g_01626	Prba.g_00752
OG0000341	Syak.g_01628	Prba.g_00754
OG0000342	Syak.g_01629	Prba.g_00755
OG0000343	Syak.g_01631	Prba.g_00756
OG0000344	Syak.g_01635	Prba.g_00759
OG0000345	Syak.g_01645	Prba.g_00764
OG0000346	Syak.g_01651	Prba.g_00769
OG0000347	Syak.g_01694	Prba.g_00785
OG0000348	Syak.g_01717	Prba.g_00795
OG0000349	Syak.g_01740	Prba.g_00812
OG0000350	Syak.g_01377	Prba.g_00831
OG0000351	Syak.g_01823	Prba.g_00848, Prba.g_01776
OG0000352	Syak.g_01822	Prba.g_01777
OG0000353	Syak.g_01796	Prba.g_01792
OG0000355	Syak.g_01793	Prba.g_01794
OG0000356	Syak.g_01792	Prba.g_01795
OG0000357	Syak.g_01791	Prba.g_01796
OG0000358	Syak.g_01787	Prba.g_01800
OG0000359	Syak.g_01785	Prba.g_01801
OG0000360	Syak.g_01784	Prba.g_01802
OG0000361	Syak.g_01783	Prba.g_01803
OG0000362	Syak.g_01781	Prba.g_01805
OG0000363	Syak.g_01779	Prba.g_01807
OG0000364	Syak.g_01778	Prba.g_01808
OG0000365	Syak.g_01769	Prba.g_01813
OG0000366	Syak.g_01768	Prba.g_01814
OG0000367	Syak.g_01767	Prba.g_01815
OG0000368	Syak.g_01765	Prba.g_01817
OG0000369	Syak.g_01764	Prba.g_01818
OG0000370	Syak.g_01763	Prba.g_01819
OG0000371	Syak.g_01753	Prba.g_01825
OG0000372	Syak.g_01748	Prba.g_01828
OG0000373	Syak.g_01747	Prba.g_01829
OG0000374	Syak.g_01746	Prba.g_01830
OG0000375	Syak.g_01744	Prba.g_01834
OG0000376	Syak.g_01742	Prba.g_01836
OG0000377	Syak.g_01948	Prba.g_01839
OG0000378	Syak.g_01968	Prba.g_01841
OG0000379	Syak.g_01972	Prba.g_01844
OG0000380	Syak.g_02256	Prba.g_01854
OG0000381	Syak.g_02254	Prba.g_01858
OG0000382	Syak.g_02236	Prba.g_01869
OG0000383	Syak.g_02229	Prba.g_01871
OG0000384	Syak.g_02228	Prba.g_01872
OG0000385	Syak.g_02227	Prba.g_01873
OG0000386	Syak.g_02226	Prba.g_01874
OG0000387	Syak.g_02200	Prba.g_01887
OG0000388	Syak.g_02196	Prba.g_01890
OG0000389	Syak.g_02193, Syak.g_02345	Prba.g_01894
OG0000390	Syak.g_02177	Prba.g_01901
OG0000391	Syak.g_02172	Prba.g_01904
OG0000392	Syak.g_02166	Prba.g_01908
OG0000393	Syak.g_02163	Prba.g_01910
OG0000394	Syak.g_02162	Prba.g_01911
OG0000395	Syak.g_02161	Prba.g_01912
OG0000396	Syak.g_02158	Prba.g_01915
OG0000397	Syak.g_02156	Prba.g_01917
OG0000398	Syak.g_02151	Prba.g_01919
OG0000399	Syak.g_02150	Prba.g_01920
OG0000400	Syak.g_02149	Prba.g_01921
OG0000401	Syak.g_02148	Prba.g_01922
OG0000402	Syak.g_02146	Prba.g_01924
OG0000403	Syak.g_02145	Prba.g_01925
OG0000404	Syak.g_02143	Prba.g_01926
OG0000405	Syak.g_02131	Prba.g_01930
OG0000406	Syak.g_02126	Prba.g_01935
OG0000407	Syak.g_02125	Prba.g_01936
OG0000408	Syak.g_02123	Prba.g_01938
OG0000409	Syak.g_02121	Prba.g_01940
OG0000410	Syak.g_02120	Prba.g_01941
OG0000411	Syak.g_02119	Prba.g_01942
OG0000412	Syak.g_02118	Prba.g_01943
OG0000413	Syak.g_02116	Prba.g_01944
OG0000415	Syak.g_02114	Prba.g_01946
OG0000416	Syak.g_02113	Prba.g_01947
OG0000417	Syak.g_02112	Prba.g_01948
OG0000418	Syak.g_02107	Prba.g_01953
OG0000419	Syak.g_02105	Prba.g_00623
OG0000420	Syak.g_02103	Prba.g_00624
OG0000421	Syak.g_02097	Prba.g_00629
OG0000422	Syak.g_02096	Prba.g_00630
OG0000423	Syak.g_02095	Prba.g_00631
OG0000424	Syak.g_02094	Prba.g_00632
OG0000425	Syak.g_02093	Prba.g_00633
OG0000426	Syak.g_02092	Prba.g_00634
OG0000427	Syak.g_02091	Prba.g_00635
OG0000428	Syak.g_02088	Prba.g_00637
OG0000429	Syak.g_02086	Prba.g_00638
OG0000430	Syak.g_02084	Prba.g_00639
OG0000431	Syak.g_02081	Prba.g_00641
OG0000432	Syak.g_02075	Prba.g_00644
OG0000433	Syak.g_02073	Prba.g_00645
OG0000434	Syak.g_02072	Prba.g_00646
OG0000435	Syak.g_02071	Prba.g_00647
OG0000436	Syak.g_02064	Prba.g_00652
OG0000437	Syak.g_02063	Prba.g_00653
OG0000438	Syak.g_02062	Prba.g_00654
OG0000439	Syak.g_02060	Prba.g_00656
OG0000440	Syak.g_02059	Prba.g_00657
OG0000441	Syak.g_02053	Prba.g_00660
OG0000442	Syak.g_02043	Prba.g_00661
OG0000443	Syak.g_02041	Prba.g_00662
OG0000444	Syak.g_02022	Prba.g_00667
OG0000445	Syak.g_02015	Prba.g_00668
OG0000446	Syak.g_02013	Prba.g_00669
OG0000447	Syak.g_02006	Prba.g_00670
OG0000448	Syak.g_02005	Prba.g_00671
OG0000449	Syak.g_02004	Prba.g_00672
OG0000450	Syak.g_01998	Prba.g_00673
OG0000451	Syak.g_01997	Prba.g_00674
OG0000452	Syak.g_01993	Prba.g_00440
OG0000453	Syak.g_01992	Prba.g_00441
OG0000454	Syak.g_01991	Prba.g_00442
OG0000455	Syak.g_01990	Prba.g_00443
OG0000456	Syak.g_01989	Prba.g_00444
OG0000457	Syak.g_01987	Prba.g_00445
OG0000458	Syak.g_01986	Prba.g_00446
OG0000459	Syak.g_01985	Prba.g_00447
OG0000460	Syak.g_02303	Prba.g_00454
OG0000461	Syak.g_01402	Prba.g_00461
OG0000462	Syak.g_01405	Prba.g_00463
OG0000463	Syak.g_01406	Prba.g_00464
OG0000464	Syak.g_01407	Prba.g_00465
OG0000465	Syak.g_01409	Prba.g_00466
OG0000466	Syak.g_01414	Prba.g_00469
OG0000467	Syak.g_01416	Prba.g_00470
OG0000468	Syak.g_01421	Prba.g_00472
OG0000469	Syak.g_01436	Prba.g_00480
OG0000470	Syak.g_01438	Prba.g_00482
OG0000471	Syak.g_01439	Prba.g_00483
OG0000472	Syak.g_01441	Prba.g_00484
OG0000473	Syak.g_01443	Prba.g_00486
OG0000474	Syak.g_01444	Prba.g_00487
OG0000475	Syak.g_01445	Prba.g_00488
OG0000476	Syak.g_01447	Prba.g_00489
OG0000477	Syak.g_01453	Prba.g_00492
OG0000478	Syak.g_01454	Prba.g_00493
OG0000479	Syak.g_01455	Prba.g_00494
OG0000480	Syak.g_01462	Prba.g_00499
OG0000481	Syak.g_01464	Prba.g_00501
OG0000482	Syak.g_01465	Prba.g_00502
OG0000483	Syak.g_01469	Prba.g_00505
OG0000484	Syak.g_01470	Prba.g_00506
OG0000485	Syak.g_01472	Prba.g_00507
OG0000486	Syak.g_01473	Prba.g_00508
OG0000487	Syak.g_01479	Prba.g_00511
OG0000488	Syak.g_01483	Prba.g_00514
OG0000489	Syak.g_01499	Prba.g_00519
OG0000490	Syak.g_01507	Prba.g_00524
OG0000491	Syak.g_01511	Prba.g_00525
OG0000492	Syak.g_01513	Prba.g_00527
OG0000493	Syak.g_01514	Prba.g_00528
OG0000494	Syak.g_01515	Prba.g_00529
OG0000495	Syak.g_01516	Prba.g_00530
OG0000496	Syak.g_01517	Prba.g_00531
OG0000497	Syak.g_01518	Prba.g_00532
OG0000498	Syak.g_01519	Prba.g_00533
OG0000499	Syak.g_01520	Prba.g_00534
OG0000500	Syak.g_01521	Prba.g_00535
OG0000501	Syak.g_01524	Prba.g_00537
OG0000502	Syak.g_01538	Prba.g_00540
OG0000503	Syak.g_01246	Prba.g_00550
OG0000504	Syak.g_01244	Prba.g_00551
OG0000505	Syak.g_01243	Prba.g_00552
OG0000506	Syak.g_01241	Prba.g_00554
OG0000507	Syak.g_01235	Prba.g_00557
OG0000508	Syak.g_01231	Prba.g_00561
OG0000509	Syak.g_01229	Prba.g_00218
OG0000510	Syak.g_01228	Prba.g_00219
OG0000511	Syak.g_01227	Prba.g_00220
OG0000512	Syak.g_01225	Prba.g_00222
OG0000513	Syak.g_01211	Prba.g_00852
OG0000514	Syak.g_01204	Prba.g_01030
OG0000515	Syak.g_01203	Prba.g_01029
OG0000516	Syak.g_01199	Prba.g_01028
OG0000517	Syak.g_01192	Prba.g_01026
OG0000518	Syak.g_01180	Prba.g_01015
OG0000519	Syak.g_01179	Prba.g_01014
OG0000520	Syak.g_01178	Prba.g_01013
OG0000521	Syak.g_01167	Prba.g_01008
OG0000522	Syak.g_01163	Prba.g_01006
OG0000523	Syak.g_01162	Prba.g_01005
OG0000524	Syak.g_01149	Prba.g_01000
OG0000525	Syak.g_01130	Prba.g_00997
OG0000526	Syak.g_01127	Prba.g_00996
OG0000527	Syak.g_01120	Prba.g_00988
OG0000528	Syak.g_02570	Prba.g_00983
OG0000529	Syak.g_02575	Prba.g_00980
OG0000530	Syak.g_02578	Prba.g_00977
OG0000531	Syak.g_02579	Prba.g_00976
OG0000532	Syak.g_02582	Prba.g_00974
OG0000533	Syak.g_02584	Prba.g_00973
OG0000534	Syak.g_02585	Prba.g_00972
OG0000535	Syak.g_02586	Prba.g_00971
OG0000536	Syak.g_02587	Prba.g_00970
OG0000537	Syak.g_02588	Prba.g_00969
OG0000538	Syak.g_02600	Prba.g_00961
OG0000539	Syak.g_02601	Prba.g_00960
OG0000540	Syak.g_02602	Prba.g_00959
OG0000541	Syak.g_02603	Prba.g_00958
OG0000542	Syak.g_02606	Prba.g_00956
OG0000543	Syak.g_02608	Prba.g_00954
OG0000544	Syak.g_02609	Prba.g_00953
OG0000545	Syak.g_02611	Prba.g_00951
OG0000546	Syak.g_02613	Prba.g_00948
OG0000547	Syak.g_02615	Prba.g_00946
OG0000548	Syak.g_02616	Prba.g_00945
OG0000549	Syak.g_02622	Prba.g_00943
OG0000550	Syak.g_02626	Prba.g_00938
OG0000551	Syak.g_02631	Prba.g_00934
OG0000552	Syak.g_02632	Prba.g_00933
OG0000553	Syak.g_02636	Prba.g_00932
OG0000554	Syak.g_02641	Prba.g_00927
OG0000555	Syak.g_02657	Prba.g_01773
OG0000556	Syak.g_02661	Prba.g_01771
OG0000557	Syak.g_02663	Prba.g_01770
OG0000558	Syak.g_02666	Prba.g_01768
OG0000559	Syak.g_02670	Prba.g_01764
OG0000560	Syak.g_02672	Prba.g_01761
OG0000561	Syak.g_02673	Prba.g_01760
OG0000562	Syak.g_02674	Prba.g_01759
OG0000563	Syak.g_02675	Prba.g_01758
OG0000564	Syak.g_02676	Prba.g_01757
OG0000565	Syak.g_02679	Prba.g_01754
OG0000566	Syak.g_02683	Prba.g_01752
OG0000567	Syak.g_02687	Prba.g_01748
OG0000568	Syak.g_02690	Prba.g_01747
OG0000569	Syak.g_02691	Prba.g_01746
OG0000570	Syak.g_02692	Prba.g_01745
OG0000571	Syak.g_02696	Prba.g_01743
OG0000572	Syak.g_02713	Prba.g_01730
OG0000573	Syak.g_02723	Prba.g_01725
OG0000574	Syak.g_02724	Prba.g_01724
OG0000575	Syak.g_02729	Prba.g_01720
OG0000576	Syak.g_02731	Prba.g_01718
OG0000577	Syak.g_02732	Prba.g_01717
OG0000578	Syak.g_02733	Prba.g_01716
OG0000579	Syak.g_02734	Prba.g_01715
OG0000580	Syak.g_02735	Prba.g_01714
OG0000581	Syak.g_02742	Prba.g_01712
