Orthogroup	Syak	Prat
OG0000064	Syak.g_00983, Syak.g_00254, Syak.g_00126, Syak.g_00164	Prat.g_00064
OG0000065	Syak.g_02192, Syak.g_00282	Prat.g_00104
OG0000066	Syak.g_02653	Prat.g_01499
OG0000067	Syak.g_00434	Prat.g_01037
OG0000068	Syak.g_02565	Prat.g_01291
OG0000070	Syak.g_01174	Prat.g_00412
OG0000071	Syak.g_02322, Syak.g_00936	Prat.g_01249
OG0000072	Syak.g_02099	Prat.g_00172
OG0000073	Syak.g_02597	Prat.g_00462
OG0000075	Syak.g_01564	Prat.g_01761
OG0000076	Syak.g_01650	Prat.g_01788
OG0000077	Syak.g_02243	Prat.g_00075
OG0000078	Syak.g_02310	Prat.g_00245
OG0000079	Syak.g_01417	Prat.g_00258
OG0000080	Syak.g_01612	Prat.g_01323
OG0000081	Syak.g_00115	Prat.g_00493
OG0000082	Syak.g_02711	Prat.g_01507
OG0000084	Syak.g_01036	Prat.g_01348
OG0000085	Syak.g_02427	Prat.g_01584
OG0000086	Syak.g_02219	Prat.g_00086
OG0000087	Syak.g_02141	Prat.g_00138
OG0000088	Syak.g_02106	Prat.g_00166
OG0000089	Syak.g_01215	Prat.g_00370
OG0000090	Syak.g_02640	Prat.g_00495
OG0000091	Syak.g_00043	Prat.g_01082
OG0000092	Syak.g_01126	Prat.g_01275
OG0000093	Syak.g_00416	Prat.g_01053
OG0000094	Syak.g_00656	Prat.g_00943
OG0000095	Syak.g_00736	Prat.g_00965
OG0000097	Syak.g_00816	Prat.g_01111
OG0000098	Syak.g_00345, Syak.g_02651	Prat.g_01282
OG0000099	Syak.g_01527	Prat.g_01312
OG0000100	Syak.g_00622	Prat.g_01437
OG0000101	Syak.g_01305	Prat.g_01726
OG0000102	Syak.g_01661	Prat.g_01793
OG0000103	Syak.g_01812	Prat.g_01880
OG0000104	Syak.g_01799	Prat.g_01889
OG0000105	Syak.g_01451	Prat.g_00281
OG0000106	Syak.g_00096	Prat.g_00637
OG0000107	Syak.g_01392	Prat.g_01656
OG0000108	Syak.g_02574	Prat.g_00440
OG0000109	Syak.g_01061, Syak.g_02590	Prat.g_00455
OG0000110	Syak.g_02698	Prat.g_00539
OG0000111	Syak.g_00725	Prat.g_00776
OG0000112	Syak.g_00512	Prat.g_00888
OG0000113	Syak.g_00461	Prat.g_01014
OG0000114	Syak.g_00373, Syak.g_00065	Prat.g_00716
OG0000115	Syak.g_01066	Prat.g_01373
OG0000116	Syak.g_00911	Prat.g_01166
OG0000117	Syak.g_00846	Prat.g_01129
OG0000118	Syak.g_00954	Prat.g_01261
OG0000119	Syak.g_00917	Prat.g_00647, Prat.g_01452
OG0000120	Syak.g_01526	Prat.g_00344
OG0000121	Syak.g_01044	Prat.g_01355
OG0000122	Syak.g_00081	Prat.g_00781, Prat.g_01398
OG0000123	Syak.g_01299	Prat.g_01733
OG0000124	Syak.g_01692	Prat.g_01805
OG0000125	Syak.g_01934	Prat.g_01841
OG0000126	Syak.g_01801	Prat.g_01888
OG0000128	Syak.g_01782	Prat.g_00012, Prat.g_00011
OG0000129	Syak.g_01947	Prat.g_00047
OG0000130	Syak.g_02255	Prat.g_00066
OG0000131	Syak.g_02128	Prat.g_00144
OG0000132	Syak.g_02108	Prat.g_00164
OG0000133	Syak.g_00507	Prat.g_00329
OG0000134	Syak.g_01212	Prat.g_00372
OG0000135	Syak.g_01897	Prat.g_01477
OG0000136	Syak.g_01186	Prat.g_00401
OG0000137	Syak.g_01118	Prat.g_00434
OG0000138	Syak.g_02591	Prat.g_00456
OG0000139	Syak.g_02646	Prat.g_00499
OG0000140	Syak.g_02650	Prat.g_00500
OG0000141	Syak.g_02746	Prat.g_00570
OG0000142	Syak.g_00035	Prat.g_01090
OG0000143	Syak.g_00039	Prat.g_01086
OG0000144	Syak.g_00260	Prat.g_01072
OG0000145	Syak.g_02598	Prat.g_01472
OG0000146	Syak.g_00514	Prat.g_00887
OG0000147	Syak.g_00515	Prat.g_00886
OG0000148	Syak.g_00455	Prat.g_01020
OG0000149	Syak.g_00596	Prat.g_00991
OG0000150	Syak.g_02747	Prat.g_00981
OG0000151	Syak.g_00387	Prat.g_00726
OG0000152	Syak.g_00503	Prat.g_00896
OG0000153	Syak.g_00470	Prat.g_00915
OG0000154	Syak.g_00645	Prat.g_00934
OG0000155	Syak.g_00855	Prat.g_01135
OG0000156	Syak.g_00919	Prat.g_01238
OG0000157	Syak.g_00920	Prat.g_01239
OG0000158	Syak.g_01624	Prat.g_01769
OG0000160	Syak.g_01043	Prat.g_01354
OG0000161	Syak.g_01050	Prat.g_01360
OG0000162	Syak.g_01058	Prat.g_01366
OG0000163	Syak.g_02478	Prat.g_01409
OG0000164	Syak.g_02384	Prat.g_01615
OG0000165	Syak.g_02374	Prat.g_01623
OG0000166	Syak.g_01345	Prat.g_01690
OG0000167	Syak.g_01561	Prat.g_01759
OG0000168	Syak.g_01625	Prat.g_01770
OG0000169	Syak.g_01637	Prat.g_01781
OG0000170	Syak.g_01644	Prat.g_01784
OG0000171	Syak.g_01691	Prat.g_01804
OG0000172	Syak.g_01713	Prat.g_01811
OG0000173	Syak.g_01733	Prat.g_01826
OG0000174	Syak.g_01895	Prat.g_01858
OG0000175	Syak.g_01827	Prat.g_01870
OG0000176	Syak.g_01790	Prat.g_00004
OG0000177	Syak.g_01789	Prat.g_00005
OG0000178	Syak.g_01788	Prat.g_00006
OG0000179	Syak.g_01773	Prat.g_00017
OG0000180	Syak.g_01772	Prat.g_00018
OG0000181	Syak.g_01771	Prat.g_00019
OG0000182	Syak.g_01770	Prat.g_00020
OG0000183	Syak.g_01766	Prat.g_00024, Prat.g_01314
OG0000184	Syak.g_01955	Prat.g_00051
OG0000185	Syak.g_01971	Prat.g_00054
OG0000186	Syak.g_02258	Prat.g_00060
OG0000187	Syak.g_02257	Prat.g_00061
OG0000188	Syak.g_02235	Prat.g_00080
OG0000189	Syak.g_02203	Prat.g_00093
OG0000190	Syak.g_01575	Prat.g_00094
OG0000191	Syak.g_02171	Prat.g_00116
OG0000192	Syak.g_02165	Prat.g_00121
OG0000193	Syak.g_02127	Prat.g_00145
OG0000194	Syak.g_02124	Prat.g_00148
OG0000195	Syak.g_02122	Prat.g_00150
OG0000196	Syak.g_02111	Prat.g_00161
OG0000197	Syak.g_02110	Prat.g_00162
OG0000198	Syak.g_02109	Prat.g_00163
OG0000199	Syak.g_02100	Prat.g_00171
OG0000200	Syak.g_02083	Prat.g_00185
OG0000201	Syak.g_02068	Prat.g_00194
OG0000202	Syak.g_02067	Prat.g_00195
OG0000203	Syak.g_02066	Prat.g_00196
OG0000204	Syak.g_02065	Prat.g_00197
OG0000205	Syak.g_02058	Prat.g_00204
OG0000206	Syak.g_02038	Prat.g_00209
OG0000207	Syak.g_02025	Prat.g_00211
OG0000208	Syak.g_02024	Prat.g_00212
OG0000209	Syak.g_01995	Prat.g_00221
OG0000210	Syak.g_01994	Prat.g_00222
OG0000211	Syak.g_02017, Syak.g_02300	Prat.g_00238
OG0000212	Syak.g_02311	Prat.g_00246
OG0000213	Syak.g_01425	Prat.g_00264
OG0000214	Syak.g_01442	Prat.g_00274
OG0000215	Syak.g_01474	Prat.g_00300
OG0000216	Syak.g_01478	Prat.g_00302
OG0000217	Syak.g_01482	Prat.g_00305
OG0000218	Syak.g_01484	Prat.g_00307
OG0000219	Syak.g_01485	Prat.g_00308
OG0000220	Syak.g_01486	Prat.g_00309
OG0000221	Syak.g_01498	Prat.g_00310
OG0000222	Syak.g_01512	Prat.g_00317
OG0000223	Syak.g_01531	Prat.g_00330
OG0000224	Syak.g_01532	Prat.g_00332
OG0000225	Syak.g_01230	Prat.g_00360
OG0000226	Syak.g_01226	Prat.g_00364
OG0000227	Syak.g_01224	Prat.g_00366
OG0000228	Syak.g_01216	Prat.g_00369
OG0000229	Syak.g_01191	Prat.g_00396
OG0000230	Syak.g_01189	Prat.g_00398
OG0000231	Syak.g_01176	Prat.g_00411
OG0000232	Syak.g_01156	Prat.g_00419
OG0000233	Syak.g_01145	Prat.g_00426
OG0000234	Syak.g_01116	Prat.g_00435
OG0000235	Syak.g_02573	Prat.g_00439
OG0000236	Syak.g_02589	Prat.g_00454
OG0000237	Syak.g_02607	Prat.g_00469
OG0000238	Syak.g_02612	Prat.g_00475
OG0000239	Syak.g_02628	Prat.g_00487
OG0000240	Syak.g_02629	Prat.g_00488
OG0000241	Syak.g_00027	Prat.g_00492
OG0000242	Syak.g_02638	Prat.g_00494
OG0000243	Syak.g_02658	Prat.g_00504
OG0000244	Syak.g_02665	Prat.g_00507
OG0000245	Syak.g_02667	Prat.g_00509
OG0000246	Syak.g_02671	Prat.g_00514, Prat.g_00513
OG0000247	Syak.g_02681	Prat.g_00525
OG0000248	Syak.g_02684	Prat.g_00528
OG0000249	Syak.g_02686	Prat.g_00530
OG0000250	Syak.g_02694	Prat.g_00536
OG0000251	Syak.g_02722	Prat.g_00553
OG0000252	Syak.g_02725	Prat.g_00556
OG0000253	Syak.g_02727	Prat.g_00557
OG0000254	Syak.g_02752	Prat.g_00574
OG0000255	Syak.g_02772	Prat.g_00581
OG0000256	Syak.g_00020	Prat.g_00591
OG0000257	Syak.g_00026	Prat.g_01097
OG0000258	Syak.g_00044	Prat.g_01081
OG0000259	Syak.g_00334	Prat.g_01064
OG0000260	Syak.g_00338	Prat.g_01061
OG0000261	Syak.g_00348	Prat.g_01058
OG0000262	Syak.g_00353	Prat.g_01054
OG0000263	Syak.g_00828	Prat.g_00754
OG0000264	Syak.g_00698	Prat.g_00765
OG0000265	Syak.g_00211	Prat.g_00788
OG0000266	Syak.g_00778	Prat.g_00801
OG0000267	Syak.g_00555	Prat.g_00814
OG0000268	Syak.g_00554	Prat.g_00815
OG0000269	Syak.g_00429	Prat.g_01042
OG0000270	Syak.g_00432	Prat.g_01039
OG0000271	Syak.g_00440	Prat.g_01031
OG0000272	Syak.g_00441	Prat.g_01030
OG0000273	Syak.g_00616	Prat.g_01007
OG0000274	Syak.g_00615	Prat.g_01006
OG0000275	Syak.g_00611	Prat.g_01004
OG0000276	Syak.g_00604	Prat.g_00999
OG0000277	Syak.g_00603	Prat.g_00998
OG0000278	Syak.g_00600	Prat.g_00995
OG0000279	Syak.g_00592	Prat.g_00988
OG0000280	Syak.g_00582	Prat.g_00987
OG0000281	Syak.g_00339	Prat.g_00980
OG0000282	Syak.g_00375	Prat.g_00718
OG0000283	Syak.g_00541	Prat.g_00868
OG0000284	Syak.g_00536	Prat.g_00873
OG0000285	Syak.g_00523	Prat.g_00879
OG0000286	Syak.g_00504	Prat.g_00895
OG0000287	Syak.g_00477	Prat.g_00912
OG0000288	Syak.g_00644	Prat.g_00933
OG0000289	Syak.g_00659	Prat.g_00948
OG0000290	Syak.g_00738	Prat.g_00962
OG0000291	Syak.g_00734, Syak.g_00737	Prat.g_00964
OG0000292	Syak.g_01802	Prat.g_01208
OG0000293	Syak.g_00910	Prat.g_01165
OG0000294	Syak.g_00909	Prat.g_01164
OG0000295	Syak.g_00863	Prat.g_01142
OG0000296	Syak.g_00861	Prat.g_01140
OG0000297	Syak.g_00848	Prat.g_01131
OG0000298	Syak.g_00847	Prat.g_01130
OG0000299	Syak.g_00820	Prat.g_01112
OG0000300	Syak.g_00813	Prat.g_01108
OG0000301	Syak.g_00812	Prat.g_01107
OG0000302	Syak.g_00811	Prat.g_01105
OG0000303	Syak.g_00674	Prat.g_01099
OG0000304	Syak.g_00680	Prat.g_00595
OG0000305	Syak.g_00732	Prat.g_01200
OG0000306	Syak.g_00094	Prat.g_00976
OG0000307	Syak.g_02556	Prat.g_01300
OG0000308	Syak.g_02554	Prat.g_01301
OG0000309	Syak.g_02549	Prat.g_01305
OG0000310	Syak.g_00994	Prat.g_01336
OG0000311	Syak.g_00999	Prat.g_01338
OG0000312	Syak.g_01028	Prat.g_01341
OG0000313	Syak.g_01046	Prat.g_01357
OG0000314	Syak.g_01079	Prat.g_01382
OG0000315	Syak.g_01090	Prat.g_01392
OG0000316	Syak.g_02462	Prat.g_01420
OG0000317	Syak.g_02419	Prat.g_01589
OG0000318	Syak.g_02415	Prat.g_01593
OG0000319	Syak.g_02399	Prat.g_01605
OG0000320	Syak.g_02397	Prat.g_01607
OG0000321	Syak.g_02396	Prat.g_01608
OG0000322	Syak.g_02395	Prat.g_01609
OG0000323	Syak.g_02380	Prat.g_01618
OG0000324	Syak.g_02347	Prat.g_01647
OG0000325	Syak.g_01391	Prat.g_01657
OG0000326	Syak.g_01384	Prat.g_01664
OG0000327	Syak.g_01350	Prat.g_01685
OG0000328	Syak.g_01349	Prat.g_01686
OG0000329	Syak.g_01331	Prat.g_01703
OG0000330	Syak.g_01330	Prat.g_01704
OG0000331	Syak.g_01329	Prat.g_01705
OG0000332	Syak.g_01314	Prat.g_01718
OG0000333	Syak.g_01311	Prat.g_01720
OG0000334	Syak.g_01302	Prat.g_01729
OG0000335	Syak.g_01298	Prat.g_01734
OG0000336	Syak.g_01294	Prat.g_01738
OG0000337	Syak.g_01555	Prat.g_01756
OG0000338	Syak.g_01558	Prat.g_01757
OG0000339	Syak.g_01566	Prat.g_01762
OG0000340	Syak.g_01626	Prat.g_01771
OG0000341	Syak.g_01628	Prat.g_01773
OG0000342	Syak.g_01629	Prat.g_01775
OG0000343	Syak.g_01631	Prat.g_01776
OG0000344	Syak.g_01635	Prat.g_01779
OG0000345	Syak.g_01645	Prat.g_01785
OG0000346	Syak.g_01651	Prat.g_01789
OG0000347	Syak.g_01694	Prat.g_01806
OG0000348	Syak.g_01717	Prat.g_01814
OG0000349	Syak.g_01740	Prat.g_01832
OG0000350	Syak.g_01377	Prat.g_01853
OG0000351	Syak.g_01823	Prat.g_01873
OG0000352	Syak.g_01822	Prat.g_01874
OG0000353	Syak.g_01796	Prat.g_01892
OG0000354	Syak.g_02618, Syak.g_01775	Prat.g_00845
OG0000355	Syak.g_01793	Prat.g_00001
OG0000356	Syak.g_01792	Prat.g_00002
OG0000357	Syak.g_01791	Prat.g_00003
OG0000358	Syak.g_01787	Prat.g_00007
OG0000359	Syak.g_01785	Prat.g_00008
OG0000360	Syak.g_01784	Prat.g_00009
OG0000361	Syak.g_01783	Prat.g_00010
OG0000362	Syak.g_01781	Prat.g_00013
OG0000363	Syak.g_01779	Prat.g_00015
OG0000364	Syak.g_01778	Prat.g_00016
OG0000365	Syak.g_01769	Prat.g_00021
OG0000366	Syak.g_01768	Prat.g_00022
OG0000367	Syak.g_01767	Prat.g_00023
OG0000368	Syak.g_01765	Prat.g_00025
OG0000369	Syak.g_01764	Prat.g_00026
OG0000370	Syak.g_01763	Prat.g_00027
OG0000371	Syak.g_01753	Prat.g_00034
OG0000372	Syak.g_01748	Prat.g_00036
OG0000373	Syak.g_01747	Prat.g_00037
OG0000374	Syak.g_01746	Prat.g_00038
OG0000375	Syak.g_01744	Prat.g_00042
OG0000376	Syak.g_01742	Prat.g_00044
OG0000377	Syak.g_01948	Prat.g_00048
OG0000378	Syak.g_01968	Prat.g_00052
OG0000379	Syak.g_01972	Prat.g_00055
OG0000380	Syak.g_02256	Prat.g_00062
OG0000381	Syak.g_02254	Prat.g_00067
OG0000382	Syak.g_02236	Prat.g_00079
OG0000383	Syak.g_02229	Prat.g_00081
OG0000384	Syak.g_02228	Prat.g_00082
OG0000385	Syak.g_02227	Prat.g_00083
OG0000386	Syak.g_02226	Prat.g_00084
OG0000387	Syak.g_02200	Prat.g_00096
OG0000388	Syak.g_02196	Prat.g_00100
OG0000389	Syak.g_02193, Syak.g_02345	Prat.g_00103
OG0000390	Syak.g_02177	Prat.g_00112
OG0000391	Syak.g_02172	Prat.g_00115
OG0000392	Syak.g_02166	Prat.g_00118
OG0000393	Syak.g_02163	Prat.g_00122
OG0000394	Syak.g_02162	Prat.g_00123
OG0000395	Syak.g_02161	Prat.g_00124
OG0000396	Syak.g_02158	Prat.g_00126
OG0000397	Syak.g_02156	Prat.g_00128
OG0000398	Syak.g_02151	Prat.g_00131
OG0000399	Syak.g_02150	Prat.g_00132
OG0000400	Syak.g_02149	Prat.g_00133
OG0000401	Syak.g_02148	Prat.g_00134
OG0000402	Syak.g_02146	Prat.g_00601
OG0000403	Syak.g_02145	Prat.g_00136
OG0000404	Syak.g_02143	Prat.g_00137
OG0000405	Syak.g_02131	Prat.g_00141
OG0000406	Syak.g_02126	Prat.g_00146
OG0000407	Syak.g_02125	Prat.g_00147
OG0000408	Syak.g_02123	Prat.g_00149
OG0000409	Syak.g_02121	Prat.g_00151
OG0000410	Syak.g_02120	Prat.g_00152
OG0000411	Syak.g_02119	Prat.g_00153
OG0000412	Syak.g_02118	Prat.g_00154
OG0000413	Syak.g_02116	Prat.g_00156
OG0000415	Syak.g_02114	Prat.g_00158
OG0000416	Syak.g_02113	Prat.g_00159
OG0000417	Syak.g_02112	Prat.g_00160
OG0000418	Syak.g_02107	Prat.g_00165
OG0000419	Syak.g_02105	Prat.g_00167
OG0000420	Syak.g_02103	Prat.g_00169
OG0000421	Syak.g_02097	Prat.g_00174
OG0000422	Syak.g_02096	Prat.g_00175
OG0000423	Syak.g_02095	Prat.g_00176
OG0000424	Syak.g_02094	Prat.g_00177
OG0000425	Syak.g_02093	Prat.g_00178
OG0000426	Syak.g_02092	Prat.g_00179
OG0000427	Syak.g_02091	Prat.g_00180
OG0000428	Syak.g_02088	Prat.g_00182
OG0000429	Syak.g_02086	Prat.g_00183
OG0000430	Syak.g_02084	Prat.g_00184
OG0000431	Syak.g_02081	Prat.g_00186
OG0000432	Syak.g_02075	Prat.g_00190
OG0000433	Syak.g_02073	Prat.g_00191
OG0000434	Syak.g_02072	Prat.g_00192
OG0000435	Syak.g_02071	Prat.g_00193
OG0000436	Syak.g_02064	Prat.g_00198
OG0000437	Syak.g_02063	Prat.g_00199
OG0000438	Syak.g_02062	Prat.g_00200
OG0000439	Syak.g_02060	Prat.g_00202
OG0000440	Syak.g_02059	Prat.g_00203
OG0000441	Syak.g_02053	Prat.g_00206
OG0000442	Syak.g_02043	Prat.g_00207
OG0000443	Syak.g_02041	Prat.g_00208
OG0000444	Syak.g_02022	Prat.g_00213
OG0000445	Syak.g_02015	Prat.g_00214
OG0000446	Syak.g_02013	Prat.g_00215
OG0000447	Syak.g_02006	Prat.g_00216
OG0000448	Syak.g_02005	Prat.g_00217
OG0000449	Syak.g_02004	Prat.g_00218
OG0000450	Syak.g_01998	Prat.g_00219
OG0000451	Syak.g_01997	Prat.g_00220
OG0000452	Syak.g_01993	Prat.g_00223
OG0000453	Syak.g_01992	Prat.g_00224
OG0000454	Syak.g_01991	Prat.g_00225
OG0000455	Syak.g_01990	Prat.g_00226
OG0000456	Syak.g_01989	Prat.g_00227
OG0000457	Syak.g_01987	Prat.g_00229
OG0000458	Syak.g_01986	Prat.g_00230
OG0000459	Syak.g_01985	Prat.g_00231
OG0000460	Syak.g_02303	Prat.g_00240
OG0000461	Syak.g_01402	Prat.g_00249
OG0000462	Syak.g_01405	Prat.g_00250
OG0000463	Syak.g_01406	Prat.g_00251
OG0000464	Syak.g_01407	Prat.g_00252
OG0000465	Syak.g_01409	Prat.g_00253
OG0000466	Syak.g_01414	Prat.g_00256
OG0000467	Syak.g_01416	Prat.g_00257
OG0000468	Syak.g_01421	Prat.g_00260
OG0000469	Syak.g_01436	Prat.g_00269
OG0000470	Syak.g_01438	Prat.g_00271
OG0000471	Syak.g_01439	Prat.g_00272
OG0000472	Syak.g_01441	Prat.g_00273
OG0000473	Syak.g_01443	Prat.g_00275
OG0000474	Syak.g_01444	Prat.g_00276
OG0000475	Syak.g_01445	Prat.g_00277
OG0000476	Syak.g_01447	Prat.g_00279
OG0000477	Syak.g_01453	Prat.g_00282
OG0000478	Syak.g_01454	Prat.g_00283
OG0000479	Syak.g_01455	Prat.g_00284
OG0000480	Syak.g_01462	Prat.g_00290
OG0000481	Syak.g_01464	Prat.g_00292
OG0000482	Syak.g_01465	Prat.g_00293
OG0000483	Syak.g_01469	Prat.g_00296
OG0000484	Syak.g_01470	Prat.g_00297
OG0000485	Syak.g_01472	Prat.g_00298
OG0000486	Syak.g_01473	Prat.g_00299
OG0000487	Syak.g_01479	Prat.g_00303
OG0000488	Syak.g_01483	Prat.g_00306
OG0000489	Syak.g_01499	Prat.g_00311
OG0000490	Syak.g_01507	Prat.g_00315
OG0000491	Syak.g_01511	Prat.g_00316
OG0000492	Syak.g_01513	Prat.g_00318
OG0000493	Syak.g_01514	Prat.g_00319
OG0000494	Syak.g_01515	Prat.g_00320
OG0000495	Syak.g_01516	Prat.g_00321
OG0000496	Syak.g_01517	Prat.g_00322
OG0000497	Syak.g_01518	Prat.g_00323
OG0000498	Syak.g_01519	Prat.g_00324
OG0000499	Syak.g_01520	Prat.g_00325
OG0000500	Syak.g_01521	Prat.g_00326
OG0000501	Syak.g_01524	Prat.g_00328
OG0000502	Syak.g_01538	Prat.g_00331
OG0000503	Syak.g_01246	Prat.g_00348
OG0000504	Syak.g_01244	Prat.g_00350
OG0000505	Syak.g_01243	Prat.g_00351
OG0000506	Syak.g_01241	Prat.g_00352
OG0000507	Syak.g_01235	Prat.g_00355
OG0000508	Syak.g_01231	Prat.g_00359
OG0000509	Syak.g_01229	Prat.g_00361
OG0000510	Syak.g_01228	Prat.g_00362
OG0000511	Syak.g_01227	Prat.g_00363
OG0000512	Syak.g_01225	Prat.g_00365
OG0000513	Syak.g_01211	Prat.g_00373
OG0000514	Syak.g_01204	Prat.g_00390
OG0000515	Syak.g_01203	Prat.g_00391
OG0000516	Syak.g_01199	Prat.g_00392
OG0000517	Syak.g_01192	Prat.g_00395
OG0000518	Syak.g_01180	Prat.g_00407
OG0000519	Syak.g_01179	Prat.g_00408
OG0000520	Syak.g_01178	Prat.g_00410
OG0000521	Syak.g_01167	Prat.g_00415
OG0000522	Syak.g_01163	Prat.g_00417
OG0000523	Syak.g_01162	Prat.g_00418
OG0000524	Syak.g_01149	Prat.g_00424
OG0000525	Syak.g_01130	Prat.g_00428
OG0000526	Syak.g_01127	Prat.g_00429
OG0000527	Syak.g_01120	Prat.g_00432
OG0000528	Syak.g_02570	Prat.g_00438
OG0000529	Syak.g_02575	Prat.g_00441
OG0000530	Syak.g_02578	Prat.g_00444
OG0000531	Syak.g_02579	Prat.g_00445
OG0000532	Syak.g_02582	Prat.g_00447
OG0000533	Syak.g_02584	Prat.g_00448
OG0000534	Syak.g_02585	Prat.g_00449
OG0000535	Syak.g_02586	Prat.g_00450
OG0000536	Syak.g_02587	Prat.g_00451
OG0000537	Syak.g_02588	Prat.g_00453
OG0000538	Syak.g_02600	Prat.g_00463
OG0000539	Syak.g_02601	Prat.g_00464
OG0000540	Syak.g_02602	Prat.g_00465
OG0000541	Syak.g_02603	Prat.g_00466
OG0000542	Syak.g_02606	Prat.g_00468
OG0000543	Syak.g_02608	Prat.g_00470
OG0000544	Syak.g_02609	Prat.g_00471
OG0000545	Syak.g_02611	Prat.g_00473
OG0000546	Syak.g_02613	Prat.g_00476
OG0000547	Syak.g_02615	Prat.g_00478
OG0000548	Syak.g_02616	Prat.g_00479
OG0000549	Syak.g_02622	Prat.g_00482
OG0000550	Syak.g_02626	Prat.g_00486
OG0000551	Syak.g_02631	Prat.g_00489
OG0000552	Syak.g_02632	Prat.g_00490
OG0000553	Syak.g_02636	Prat.g_00491
OG0000554	Syak.g_02641	Prat.g_00496
OG0000555	Syak.g_02657	Prat.g_00503
OG0000556	Syak.g_02661	Prat.g_00505
OG0000557	Syak.g_02663	Prat.g_00506
OG0000558	Syak.g_02666	Prat.g_00508
OG0000559	Syak.g_02670	Prat.g_00512
OG0000560	Syak.g_02672	Prat.g_00516
OG0000561	Syak.g_02673	Prat.g_00517
OG0000562	Syak.g_02674	Prat.g_00518
OG0000563	Syak.g_02675	Prat.g_00519
OG0000564	Syak.g_02676	Prat.g_00520
OG0000565	Syak.g_02679	Prat.g_00523
OG0000566	Syak.g_02683	Prat.g_00527
OG0000567	Syak.g_02687	Prat.g_00531
OG0000568	Syak.g_02690	Prat.g_00532
OG0000569	Syak.g_02691	Prat.g_00533
OG0000570	Syak.g_02692	Prat.g_00534
OG0000571	Syak.g_02696	Prat.g_00537
OG0000572	Syak.g_02713	Prat.g_00549
OG0000573	Syak.g_02723	Prat.g_00554
OG0000574	Syak.g_02724	Prat.g_00555
OG0000575	Syak.g_02729	Prat.g_00559
OG0000576	Syak.g_02731	Prat.g_00561
