Orthogroup	Syak	Syan
OG0000185	Syak.g_01971	Syan.g_01540
OG0000186	Syak.g_02258	Syan.g_02902
OG0000187	Syak.g_02257	Syan.g_02904
OG0000188	Syak.g_02235	Syan.g_02926
OG0000189	Syak.g_02203	Syan.g_02966
OG0000190	Syak.g_01575	Syan.g_00971
OG0000191	Syak.g_02171	Syan.g_02300
OG0000192	Syak.g_02165	Syan.g_02294
OG0000193	Syak.g_02127	Syan.g_03009
OG0000194	Syak.g_02124	Syan.g_03012
OG0000196	Syak.g_02111	Syan.g_03026
OG0000197	Syak.g_02110	Syan.g_03027
OG0000198	Syak.g_02109	Syan.g_03028
OG0000199	Syak.g_02100	Syan.g_03037
OG0000200	Syak.g_02083	Syan.g_03055
OG0000201	Syak.g_02068	Syan.g_03074
OG0000202	Syak.g_02067	Syan.g_03075
OG0000203	Syak.g_02066	Syan.g_03076
OG0000204	Syak.g_02065	Syan.g_03077
OG0000205	Syak.g_02058	Syan.g_03087
OG0000206	Syak.g_02038	Syan.g_03095
OG0000207	Syak.g_02025	Syan.g_03100
OG0000208	Syak.g_02024	Syan.g_03101
OG0000209	Syak.g_01995	Syan.g_01521
OG0000210	Syak.g_01994	Syan.g_01522
OG0000211	Syak.g_02300	Syan.g_02416
OG0000212	Syak.g_02311	Syan.g_01508, Syan.g_02438
OG0000213	Syak.g_01425	Syan.g_02059
OG0000214	Syak.g_01442	Syan.g_02040
OG0000215	Syak.g_01474	Syan.g_02010
OG0000216	Syak.g_01478	Syan.g_02006
OG0000217	Syak.g_01482	Syan.g_02001
OG0000218	Syak.g_01484	Syan.g_01999
OG0000219	Syak.g_01485	Syan.g_01998
OG0000220	Syak.g_01486	Syan.g_01997
OG0000221	Syak.g_01498	Syan.g_01994
OG0000222	Syak.g_01512	Syan.g_01981
OG0000223	Syak.g_01531	Syan.g_00228
OG0000224	Syak.g_01532	Syan.g_01959
OG0000225	Syak.g_01230	Syan.g_02997
OG0000226	Syak.g_01226	Syan.g_02990
OG0000227	Syak.g_01224	Syan.g_02988
OG0000228	Syak.g_01216	Syan.g_02315
OG0000229	Syak.g_01191	Syan.g_02396
OG0000230	Syak.g_01189	Syan.g_02398
OG0000231	Syak.g_01176	Syan.g_01333
OG0000232	Syak.g_01156	Syan.g_02801
OG0000233	Syak.g_01145	Syan.g_02876
OG0000234	Syak.g_01116	Syan.g_02844
OG0000235	Syak.g_02573	Syan.g_02765
OG0000236	Syak.g_02589	Syan.g_02749
OG0000237	Syak.g_02607	Syan.g_02731
OG0000238	Syak.g_02612	Syan.g_02726
OG0000239	Syak.g_02628	Syan.g_01187
OG0000240	Syak.g_02629	Syan.g_01186
OG0000241	Syak.g_00027	Syan.g_00822
OG0000242	Syak.g_02638	Syan.g_01168
OG0000243	Syak.g_02658	Syan.g_00840
OG0000244	Syak.g_02665	Syan.g_00848
OG0000245	Syak.g_02667	Syan.g_00850
OG0000246	Syak.g_02671	Syan.g_00854
OG0000247	Syak.g_02681	Syan.g_00866
OG0000248	Syak.g_02684	Syan.g_00869
OG0000249	Syak.g_02686	Syan.g_00871
OG0000250	Syak.g_02694	Syan.g_00878
OG0000251	Syak.g_02722	Syan.g_00961
OG0000252	Syak.g_02725	Syan.g_00966
OG0000253	Syak.g_02727	Syan.g_01000
OG0000254	Syak.g_02752	Syan.g_01026
OG0000255	Syak.g_02772	Syan.g_00978
OG0000256	Syak.g_00020	Syan.g_00001, Syan.g_01135
OG0000257	Syak.g_00026	Syan.g_00827
OG0000258	Syak.g_00044	Syan.g_00803
OG0000259	Syak.g_00334	Syan.g_00772
OG0000260	Syak.g_00338	Syan.g_00769
OG0000261	Syak.g_00348	Syan.g_00765
OG0000262	Syak.g_00353	Syan.g_00760
OG0000263	Syak.g_00828	Syan.g_02618
OG0000264	Syak.g_00698	Syan.g_00540
OG0000266	Syak.g_00778	Syan.g_00330
OG0000267	Syak.g_00555	Syan.g_00470
OG0000268	Syak.g_00554	Syan.g_00471
OG0000269	Syak.g_00429	Syan.g_00695
OG0000270	Syak.g_00432	Syan.g_00692
OG0000271	Syak.g_00440	Syan.g_00684
OG0000272	Syak.g_00441	Syan.g_00683
OG0000273	Syak.g_00616	Syan.g_00654
OG0000274	Syak.g_00615	Syan.g_00653
OG0000275	Syak.g_00611	Syan.g_00373
OG0000276	Syak.g_00604	Syan.g_00380
OG0000277	Syak.g_00603	Syan.g_00381
OG0000278	Syak.g_00600	Syan.g_00384
OG0000279	Syak.g_00592	Syan.g_00398
OG0000280	Syak.g_00582	Syan.g_00518
OG0000282	Syak.g_00375	Syan.g_00739
OG0000283	Syak.g_00541	Syan.g_00491
OG0000284	Syak.g_00536	Syan.g_00497
OG0000285	Syak.g_00523	Syan.g_00533
OG0000286	Syak.g_00504	Syan.g_00564
OG0000287	Syak.g_00477	Syan.g_00593
OG0000288	Syak.g_00644	Syan.g_00364
OG0000289	Syak.g_00659	Syan.g_00350
OG0000290	Syak.g_00738	Syan.g_00293
OG0000291	Syak.g_00737	Syan.g_00291
OG0000292	Syak.g_01802	Syan.g_01703
OG0000293	Syak.g_00910	Syan.g_02709
OG0000294	Syak.g_00909	Syan.g_02708
OG0000295	Syak.g_00863	Syan.g_02662
OG0000296	Syak.g_00861	Syan.g_02660
OG0000297	Syak.g_00848	Syan.g_02646
OG0000298	Syak.g_00847	Syan.g_02645
OG0000299	Syak.g_00820	Syan.g_02601
OG0000300	Syak.g_00813	Syan.g_02593, Syan.g_02594
OG0000301	Syak.g_00812	Syan.g_02592
OG0000302	Syak.g_00811	Syan.g_02591
OG0000303	Syak.g_00674	Syan.g_02582
OG0000304	Syak.g_00680	Syan.g_02556
OG0000305	Syak.g_00732	Syan.g_00195
OG0000306	Syak.g_00094	Syan.g_00087
OG0000307	Syak.g_02556	Syan.g_02782
OG0000308	Syak.g_02554	Syan.g_02784
OG0000309	Syak.g_02549	Syan.g_02883
OG0000310	Syak.g_00994	Syan.g_01304
OG0000311	Syak.g_00999	Syan.g_01299
OG0000312	Syak.g_01028	Syan.g_01290
OG0000313	Syak.g_01046	Syan.g_01271
OG0000314	Syak.g_01079	Syan.g_02823
OG0000315	Syak.g_01090	Syan.g_02833
OG0000316	Syak.g_02462	Syan.g_01354
OG0000317	Syak.g_02419	Syan.g_01396
OG0000318	Syak.g_02415	Syan.g_01401
OG0000319	Syak.g_02399	Syan.g_01425
OG0000320	Syak.g_02397	Syan.g_01427
OG0000321	Syak.g_02396	Syan.g_01428
OG0000322	Syak.g_02395	Syan.g_01429
OG0000323	Syak.g_02380	Syan.g_01442
OG0000324	Syak.g_02347	Syan.g_01472
OG0000325	Syak.g_01391	Syan.g_02107
OG0000326	Syak.g_01384	Syan.g_02114
OG0000327	Syak.g_01350	Syan.g_02244
OG0000328	Syak.g_01349	Syan.g_02243
OG0000329	Syak.g_01331	Syan.g_02225
OG0000330	Syak.g_01330	Syan.g_02224
OG0000331	Syak.g_01329	Syan.g_02223
OG0000332	Syak.g_01314	Syan.g_02208
OG0000333	Syak.g_01311	Syan.g_02205
OG0000334	Syak.g_01302	Syan.g_00247, Syan.g_02194
OG0000335	Syak.g_01298	Syan.g_02189
OG0000336	Syak.g_01294	Syan.g_02185
OG0000337	Syak.g_01555	Syan.g_01949
OG0000338	Syak.g_01558	Syan.g_01943
OG0000339	Syak.g_01566	Syan.g_01935, Syan.g_00264
OG0000340	Syak.g_01626	Syan.g_01923
OG0000341	Syak.g_01628	Syan.g_01921
OG0000342	Syak.g_01629	Syan.g_01920
OG0000343	Syak.g_01631	Syan.g_01918
OG0000344	Syak.g_01635	Syan.g_01914
OG0000345	Syak.g_01645	Syan.g_01900
OG0000346	Syak.g_01651	Syan.g_01895
OG0000347	Syak.g_01694	Syan.g_01867
OG0000348	Syak.g_01717	Syan.g_01803
OG0000349	Syak.g_01740	Syan.g_01727
OG0000350	Syak.g_01377	Syan.g_02121
OG0000351	Syak.g_01823	Syan.g_01682
OG0000352	Syak.g_01822	Syan.g_01683
OG0000353	Syak.g_01796	Syan.g_01795
OG0000354	Syak.g_02618	Syan.g_02720
OG0000354	Syak.g_01775	Syan.g_01761
OG0000355	Syak.g_01793	Syan.g_01797
OG0000356	Syak.g_01792	Syan.g_01798
OG0000357	Syak.g_01791	Syan.g_01800
OG0000358	Syak.g_01787	Syan.g_01773
OG0000359	Syak.g_01785	Syan.g_01771
OG0000360	Syak.g_01784	Syan.g_01770
OG0000361	Syak.g_01783	Syan.g_01769
OG0000362	Syak.g_01781	Syan.g_01767
OG0000363	Syak.g_01779	Syan.g_01765
OG0000364	Syak.g_01778	Syan.g_01398
OG0000365	Syak.g_01769	Syan.g_01755
OG0000366	Syak.g_01768	Syan.g_01754
OG0000367	Syak.g_01767	Syan.g_01753
OG0000368	Syak.g_01765	Syan.g_01751
OG0000369	Syak.g_01764	Syan.g_01750
OG0000370	Syak.g_01763	Syan.g_01749
OG0000371	Syak.g_01753	Syan.g_01740
OG0000372	Syak.g_01748	Syan.g_01734
OG0000373	Syak.g_01747	Syan.g_01733
OG0000374	Syak.g_01746	Syan.g_01732
OG0000375	Syak.g_01744	Syan.g_01731
OG0000376	Syak.g_01742	Syan.g_01729
OG0000377	Syak.g_01948	Syan.g_01555
OG0000378	Syak.g_01968	Syan.g_01543
OG0000379	Syak.g_01972	Syan.g_01539
OG0000380	Syak.g_02256	Syan.g_02905
OG0000381	Syak.g_02254	Syan.g_02908
OG0000382	Syak.g_02236	Syan.g_02925
OG0000383	Syak.g_02229	Syan.g_02936
OG0000384	Syak.g_02228	Syan.g_02937
OG0000385	Syak.g_02227	Syan.g_02938
OG0000386	Syak.g_02226	Syan.g_02939
OG0000387	Syak.g_02200	Syan.g_00967
OG0000388	Syak.g_02196	Syan.g_02970
OG0000389	Syak.g_02193, Syak.g_02345	Syan.g_02973
OG0000390	Syak.g_02177	Syan.g_02306
OG0000391	Syak.g_02172	Syan.g_02301
OG0000392	Syak.g_02166	Syan.g_02295
OG0000393	Syak.g_02163	Syan.g_02292
OG0000394	Syak.g_02162	Syan.g_02291
OG0000395	Syak.g_02161	Syan.g_02290
OG0000396	Syak.g_02158	Syan.g_02287
OG0000397	Syak.g_02156	Syan.g_02285
OG0000398	Syak.g_02151	Syan.g_02279
OG0000399	Syak.g_02150	Syan.g_02278
OG0000400	Syak.g_02149	Syan.g_02277
OG0000401	Syak.g_02148	Syan.g_02274
OG0000402	Syak.g_02146	Syan.g_02272
OG0000403	Syak.g_02145	Syan.g_02271
OG0000404	Syak.g_02143	Syan.g_02269
OG0000405	Syak.g_02131	Syan.g_03005
OG0000406	Syak.g_02126	Syan.g_03010
OG0000407	Syak.g_02125	Syan.g_03011
OG0000408	Syak.g_02123	Syan.g_03013
OG0000409	Syak.g_02121	Syan.g_03015
OG0000410	Syak.g_02120	Syan.g_03016
OG0000411	Syak.g_02119	Syan.g_03017
OG0000412	Syak.g_02118	Syan.g_03018
OG0000413	Syak.g_02116	Syan.g_03020
OG0000415	Syak.g_02114	Syan.g_03022
OG0000416	Syak.g_02113	Syan.g_03023
OG0000417	Syak.g_02112	Syan.g_03025
OG0000418	Syak.g_02107	Syan.g_03030
OG0000419	Syak.g_02105	Syan.g_03033
OG0000420	Syak.g_02103	Syan.g_03035
OG0000421	Syak.g_02097	Syan.g_03040
OG0000422	Syak.g_02096	Syan.g_03041
OG0000423	Syak.g_02095	Syan.g_03042
OG0000424	Syak.g_02094	Syan.g_03043
OG0000425	Syak.g_02093	Syan.g_03044
OG0000426	Syak.g_02092	Syan.g_03045
OG0000427	Syak.g_02091	Syan.g_03046
OG0000428	Syak.g_02088	Syan.g_03049
OG0000429	Syak.g_02086	Syan.g_03051
OG0000430	Syak.g_02084	Syan.g_03053
OG0000431	Syak.g_02081	Syan.g_03058
OG0000432	Syak.g_02075	Syan.g_03065
OG0000433	Syak.g_02073	Syan.g_03068
OG0000434	Syak.g_02072	Syan.g_03069
OG0000435	Syak.g_02071	Syan.g_03071
OG0000436	Syak.g_02064	Syan.g_03079
OG0000437	Syak.g_02063	Syan.g_03080
OG0000438	Syak.g_02062	Syan.g_03083
OG0000439	Syak.g_02060	Syan.g_03085
OG0000440	Syak.g_02059	Syan.g_03086
OG0000441	Syak.g_02053	Syan.g_03089
OG0000442	Syak.g_02043	Syan.g_03090
OG0000443	Syak.g_02041	Syan.g_03094
OG0000444	Syak.g_02022	Syan.g_03102
OG0000445	Syak.g_02015	Syan.g_03103
OG0000446	Syak.g_02013	Syan.g_03105
OG0000447	Syak.g_02006	Syan.g_03111
OG0000448	Syak.g_02005	Syan.g_03112
OG0000449	Syak.g_02004	Syan.g_03113
OG0000450	Syak.g_01998	Syan.g_01518
OG0000451	Syak.g_01997	Syan.g_01519
OG0000452	Syak.g_01993	Syan.g_01523
OG0000453	Syak.g_01992	Syan.g_01524
OG0000454	Syak.g_01991	Syan.g_01525
OG0000455	Syak.g_01990	Syan.g_01526
OG0000456	Syak.g_01989	Syan.g_01527
OG0000457	Syak.g_01987	Syan.g_01529
OG0000458	Syak.g_01986	Syan.g_01530
OG0000459	Syak.g_01985	Syan.g_01531
OG0000460	Syak.g_02303	Syan.g_02423
OG0000461	Syak.g_01402	Syan.g_02099
OG0000462	Syak.g_01405	Syan.g_02096
OG0000463	Syak.g_01406	Syan.g_02095
OG0000464	Syak.g_01407	Syan.g_02094
OG0000465	Syak.g_01409	Syan.g_02092
OG0000466	Syak.g_01414	Syan.g_02087
OG0000467	Syak.g_01416	Syan.g_02086
OG0000468	Syak.g_01421	Syan.g_02063
OG0000469	Syak.g_01436	Syan.g_02046
OG0000470	Syak.g_01438	Syan.g_02044
OG0000471	Syak.g_01439	Syan.g_02043
OG0000472	Syak.g_01441	Syan.g_02041
OG0000473	Syak.g_01443	Syan.g_02039
OG0000474	Syak.g_01444	Syan.g_02038
OG0000475	Syak.g_01445	Syan.g_02037
OG0000476	Syak.g_01447	Syan.g_02035
OG0000477	Syak.g_01453	Syan.g_02029
OG0000478	Syak.g_01454	Syan.g_02028
OG0000479	Syak.g_01455	Syan.g_02027
OG0000480	Syak.g_01462	Syan.g_02020
OG0000481	Syak.g_01464	Syan.g_00975
OG0000482	Syak.g_01465	Syan.g_02018
OG0000483	Syak.g_01469	Syan.g_02014
OG0000484	Syak.g_01470	Syan.g_02013
OG0000485	Syak.g_01472	Syan.g_02012
OG0000486	Syak.g_01473	Syan.g_02011
OG0000487	Syak.g_01479	Syan.g_02005
OG0000488	Syak.g_01483	Syan.g_02000
OG0000489	Syak.g_01499	Syan.g_01993
OG0000490	Syak.g_01507	Syan.g_01985
OG0000491	Syak.g_01511	Syan.g_01983
OG0000492	Syak.g_01513	Syan.g_01980
OG0000493	Syak.g_01514	Syan.g_01979
OG0000494	Syak.g_01515	Syan.g_01978
OG0000495	Syak.g_01516	Syan.g_01977
OG0000496	Syak.g_01517	Syan.g_01976
OG0000497	Syak.g_01518	Syan.g_01975
OG0000498	Syak.g_01519	Syan.g_01974
OG0000499	Syak.g_01520	Syan.g_01973
OG0000500	Syak.g_01521	Syan.g_01972
OG0000501	Syak.g_01524	Syan.g_01969
OG0000502	Syak.g_01538	Syan.g_01961
OG0000503	Syak.g_01246	Syan.g_02144
OG0000504	Syak.g_01244	Syan.g_02142
OG0000505	Syak.g_01243	Syan.g_02141
OG0000506	Syak.g_01241	Syan.g_02139
OG0000507	Syak.g_01235	Syan.g_02133
OG0000508	Syak.g_01231	Syan.g_02998
OG0000509	Syak.g_01229	Syan.g_02993
OG0000510	Syak.g_01228	Syan.g_02992
OG0000511	Syak.g_01227	Syan.g_02991
OG0000512	Syak.g_01225	Syan.g_02989
OG0000513	Syak.g_01211	Syan.g_02320
OG0000514	Syak.g_01204	Syan.g_02326
OG0000515	Syak.g_01203	Syan.g_02327
OG0000516	Syak.g_01199	Syan.g_02389
OG0000517	Syak.g_01192	Syan.g_02395
OG0000518	Syak.g_01180	Syan.g_01336
OG0000519	Syak.g_01179	Syan.g_01335
OG0000520	Syak.g_01178	Syan.g_01334
OG0000521	Syak.g_01167	Syan.g_02805
OG0000522	Syak.g_01163	Syan.g_02803
OG0000523	Syak.g_01162	Syan.g_02802
OG0000524	Syak.g_01149	Syan.g_02878
OG0000525	Syak.g_01130	Syan.g_02853
OG0000526	Syak.g_01127	Syan.g_02852
OG0000527	Syak.g_01120	Syan.g_02848
OG0000528	Syak.g_02570	Syan.g_02767
OG0000529	Syak.g_02575	Syan.g_02763
OG0000530	Syak.g_02578	Syan.g_02760
OG0000531	Syak.g_02579	Syan.g_02759
OG0000532	Syak.g_02582	Syan.g_02756
OG0000533	Syak.g_02584	Syan.g_02754
OG0000534	Syak.g_02585	Syan.g_02753
OG0000535	Syak.g_02586	Syan.g_02752
OG0000536	Syak.g_02587	Syan.g_02751
OG0000537	Syak.g_02588	Syan.g_02750
OG0000538	Syak.g_02600	Syan.g_02738
OG0000539	Syak.g_02601	Syan.g_02737
OG0000540	Syak.g_02602	Syan.g_02736
OG0000541	Syak.g_02603	Syan.g_02735
OG0000542	Syak.g_02606	Syan.g_02732
OG0000543	Syak.g_02608	Syan.g_02730
OG0000544	Syak.g_02609	Syan.g_02729
OG0000545	Syak.g_02611	Syan.g_02727
OG0000546	Syak.g_02613	Syan.g_02725
OG0000547	Syak.g_02615	Syan.g_02723
OG0000548	Syak.g_02616	Syan.g_02722
OG0000549	Syak.g_02622	Syan.g_01194
OG0000550	Syak.g_02626	Syan.g_01189
OG0000551	Syak.g_02631	Syan.g_01184
OG0000552	Syak.g_02632	Syan.g_01183
OG0000553	Syak.g_02636	Syan.g_01179
OG0000554	Syak.g_02641	Syan.g_01165
OG0000555	Syak.g_02657	Syan.g_00839
OG0000556	Syak.g_02661	Syan.g_00842
OG0000557	Syak.g_02663	Syan.g_00847
OG0000558	Syak.g_02666	Syan.g_00849
OG0000559	Syak.g_02670	Syan.g_00853
OG0000560	Syak.g_02672	Syan.g_00856
OG0000561	Syak.g_02673	Syan.g_00857
OG0000562	Syak.g_02674	Syan.g_00858
OG0000563	Syak.g_02675	Syan.g_00859
OG0000564	Syak.g_02676	Syan.g_00860
OG0000565	Syak.g_02679	Syan.g_00864
OG0000566	Syak.g_02683	Syan.g_00868
OG0000567	Syak.g_02687	Syan.g_00872
OG0000568	Syak.g_02690	Syan.g_00874
OG0000569	Syak.g_02691	Syan.g_00875
OG0000570	Syak.g_02692	Syan.g_00876
OG0000571	Syak.g_02696	Syan.g_00879
OG0000572	Syak.g_02713	Syan.g_00954
OG0000573	Syak.g_02723	Syan.g_00963
OG0000574	Syak.g_02724	Syan.g_00965
OG0000575	Syak.g_02729	Syan.g_01003
OG0000576	Syak.g_02731	Syan.g_01007
OG0000577	Syak.g_02732	Syan.g_01008
