Orthogroup	Syas	Prbb
OG0000197	Syas.g_02336	Prbb.g_00219
OG0000198	Syas.g_02335	Prbb.g_00220
OG0000199	Syas.g_02327	Prbb.g_00227
OG0000200	Syas.g_02298	Prbb.g_00240
OG0000201	Syas.g_02279	Prbb.g_00249
OG0000202	Syas.g_02278	Prbb.g_00250
OG0000203	Syas.g_02277	Prbb.g_00251
OG0000204	Syas.g_02276	Prbb.g_00252
OG0000205	Syas.g_02267	Prbb.g_00259
OG0000206	Syas.g_02240	Prbb.g_00263
OG0000207	Syas.g_02237	Prbb.g_00265
OG0000208	Syas.g_02236	Prbb.g_00266
OG0000209	Syas.g_01837	Prbb.g_00275
OG0000210	Syas.g_01838	Prbb.g_00276
OG0000211	Syas.g_02552	Prbb.g_00290
OG0000212	Syas.g_02562	Prbb.g_00298
OG0000213	Syas.g_01707	Prbb.g_00313
OG0000214	Syas.g_01730	Prbb.g_00321
OG0000215	Syas.g_01766	Prbb.g_00344
OG0000216	Syas.g_01770	Prbb.g_00345
OG0000217	Syas.g_01778	Prbb.g_00348
OG0000218	Syas.g_01780	Prbb.g_00350
OG0000219	Syas.g_01783	Prbb.g_00351
OG0000220	Syas.g_01784	Prbb.g_00352
OG0000221	Syas.g_01785	Prbb.g_00353
OG0000222	Syas.g_01804	Prbb.g_00361
OG0000223	Syas.g_02221	Prbb.g_00374
OG0000224	Syas.g_02215	Prbb.g_00376
OG0000225	Syas.g_01522	Prbb.g_00405
OG0000226	Syas.g_01518	Prbb.g_00409
OG0000227	Syas.g_01516	Prbb.g_00411
OG0000228	Syas.g_01513	Prbb.g_00415
OG0000229	Syas.g_01497	Prbb.g_00441
OG0000230	Syas.g_01495	Prbb.g_00443
OG0000231	Syas.g_02749	Prbb.g_00454
OG0000232	Syas.g_01276	Prbb.g_00462
OG0000233	Syas.g_01352	Prbb.g_00470
OG0000234	Syas.g_01331	Prbb.g_00479
OG0000235	Syas.g_01254	Prbb.g_00483
OG0000236	Syas.g_01237	Prbb.g_00497
OG0000237	Syas.g_01220	Prbb.g_00510
OG0000238	Syas.g_01215	Prbb.g_00516
OG0000239	Syas.g_00012	Prbb.g_00528
OG0000240	Syas.g_00013	Prbb.g_00529
OG0000241	Syas.g_00754	Prbb.g_00533
OG0000242	Syas.g_00059	Prbb.g_00535
OG0000243	Syas.g_00777	Prbb.g_00546
OG0000244	Syas.g_00784	Prbb.g_00550
OG0000245	Syas.g_00786	Prbb.g_00552
OG0000246	Syas.g_00790	Prbb.g_00556
OG0000247	Syas.g_00802	Prbb.g_00566
OG0000248	Syas.g_00805	Prbb.g_00568
OG0000249	Syas.g_00807	Prbb.g_00570
OG0000250	Syas.g_00814	Prbb.g_00575
OG0000251	Syas.g_00845	Prbb.g_00591
OG0000252	Syas.g_00950	Prbb.g_00593
OG0000253	Syas.g_00846	Prbb.g_00595
OG0000254	Syas.g_00869	Prbb.g_00612
OG0000255	Syas.g_00132, Syas.g_01062	Prbb.g_00618
OG0000256	Syas.g_00104	Prbb.g_00628
OG0000257	Syas.g_00757	Prbb.g_00631
OG0000258	Syas.g_00733	Prbb.g_00644
OG0000259	Syas.g_00708	Prbb.g_00661
OG0000260	Syas.g_00705	Prbb.g_00665
OG0000261	Syas.g_00701	Prbb.g_00668
OG0000262	Syas.g_00695	Prbb.g_00673
OG0000263	Syas.g_01103	Prbb.g_00686
OG0000264	Syas.g_02588	Prbb.g_00697, Prbb.g_00698
OG0000266	Syas.g_00186	Prbb.g_00723
OG0000267	Syas.g_00377	Prbb.g_00736
OG0000268	Syas.g_00390	Prbb.g_00737
OG0000269	Syas.g_00601	Prbb.g_00778
OG0000270	Syas.g_00598	Prbb.g_00781
OG0000271	Syas.g_00590	Prbb.g_00789
OG0000272	Syas.g_00589	Prbb.g_00790
OG0000273	Syas.g_00563	Prbb.g_00814
OG0000274	Syas.g_00562	Prbb.g_00815
OG0000275	Syas.g_00230	Prbb.g_00817
OG0000276	Syas.g_00237	Prbb.g_00823
OG0000277	Syas.g_00238	Prbb.g_00824
OG0000278	Syas.g_00241	Prbb.g_00828
OG0000279	Syas.g_00288	Prbb.g_00835
OG0000280	Syas.g_00889, Syas.g_00481	Prbb.g_01370
OG0000281	Syas.g_00970	Prbb.g_00841
OG0000282	Syas.g_00672	Prbb.g_00934
OG0000283	Syas.g_00409	Prbb.g_00965
OG0000284	Syas.g_00416	Prbb.g_00970
OG0000285	Syas.g_00436	Prbb.g_00975
OG0000286	Syas.g_00460	Prbb.g_00990
OG0000287	Syas.g_00534	Prbb.g_00101
OG0000288	Syas.g_00220	Prbb.g_01039
OG0000289	Syas.g_00205	Prbb.g_01051
OG0000290	Syas.g_01016	Prbb.g_01067
OG0000292	Syas.g_02020	Prbb.g_01238
OG0000293	Syas.g_01197	Prbb.g_01527
OG0000294	Syas.g_01196	Prbb.g_01526
OG0000295	Syas.g_01139	Prbb.g_01502
OG0000296	Syas.g_01137	Prbb.g_01500
OG0000299	Syas.g_01087	Prbb.g_01471
OG0000300	Syas.g_01082	Prbb.g_01468
OG0000301	Syas.g_01081	Prbb.g_01467
OG0000302	Syas.g_01080	Prbb.g_01464
OG0000303	Syas.g_01071	Prbb.g_01459
OG0000304	Syas.g_01066	Prbb.g_01456
OG0000305	Syas.g_01023	Prbb.g_01789
OG0000306	Syas.g_01929	Prbb.g_00845
OG0000307	Syas.g_01270	Prbb.g_01648
OG0000308	Syas.g_01272	Prbb.g_01649
OG0000309	Syas.g_01364	Prbb.g_01653
OG0000310	Syas.g_02796	Prbb.g_01671
OG0000311	Syas.g_02799	Prbb.g_01673
OG0000312	Syas.g_02804	Prbb.g_01676
OG0000313	Syas.g_02823	Prbb.g_01690
OG0000315	Syas.g_01306	Prbb.g_01721
OG0000316	Syas.g_02728	Prbb.g_01746
OG0000317	Syas.g_02687	Prbb.g_01821
OG0000318	Syas.g_02680	Prbb.g_01824
OG0000319	Syas.g_02663	Prbb.g_01835
OG0000320	Syas.g_02661	Prbb.g_01837
OG0000321	Syas.g_02660	Prbb.g_01838
OG0000322	Syas.g_02659	Prbb.g_01839
OG0000323	Syas.g_02646	Prbb.g_01848
OG0000324	Syas.g_02578	Prbb.g_01875
OG0000325	Syas.g_01668	Prbb.g_01924
OG0000326	Syas.g_01661	Prbb.g_01930
OG0000327	Syas.g_01634	Prbb.g_01959
OG0000328	Syas.g_01633	Prbb.g_01960
OG0000329	Syas.g_01615	Prbb.g_01977
OG0000330	Syas.g_01614	Prbb.g_01978
OG0000331	Syas.g_01613	Prbb.g_01979
OG0000332	Syas.g_01598	Prbb.g_01993
OG0000333	Syas.g_01595	Prbb.g_01995
OG0000334	Syas.g_01586	Prbb.g_02004
OG0000335	Syas.g_01581	Prbb.g_02009
OG0000336	Syas.g_01577	Prbb.g_02013
OG0000337	Syas.g_02211	Prbb.g_02031
OG0000338	Syas.g_02199	Prbb.g_02032
OG0000339	Syas.g_02192	Prbb.g_02037
OG0000340	Syas.g_02183	Prbb.g_02046
OG0000341	Syas.g_02181	Prbb.g_02048
OG0000342	Syas.g_02180	Prbb.g_02049
OG0000343	Syas.g_02176	Prbb.g_02050
OG0000344	Syas.g_02172	Prbb.g_02053
OG0000345	Syas.g_02160	Prbb.g_02058
OG0000346	Syas.g_02155	Prbb.g_02062
OG0000347	Syas.g_02136	Prbb.g_02082
OG0000348	Syas.g_02107	Prbb.g_02104
OG0000349	Syas.g_02085	Prbb.g_02122
OG0000350	Syas.g_01654	Prbb.g_02143
OG0000351	Syas.g_01998	Prbb.g_02168
OG0000352	Syas.g_01999	Prbb.g_02169
OG0000353	Syas.g_02033	Prbb.g_02188
OG0000355	Syas.g_02035	Prbb.g_00001
OG0000356	Syas.g_02036	Prbb.g_00002
OG0000357	Syas.g_02037	Prbb.g_00003
OG0000358	Syas.g_02041	Prbb.g_00008
OG0000359	Syas.g_02043	Prbb.g_00009
OG0000360	Syas.g_02044	Prbb.g_00010
OG0000361	Syas.g_02045	Prbb.g_00011
OG0000362	Syas.g_02047	Prbb.g_00013
OG0000363	Syas.g_02049	Prbb.g_00015
OG0000364	Syas.g_02685	Prbb.g_00016
OG0000365	Syas.g_02058	Prbb.g_00021
OG0000366	Syas.g_02059	Prbb.g_00022
OG0000368	Syas.g_02062	Prbb.g_00025
OG0000369	Syas.g_02063	Prbb.g_00026
OG0000370	Syas.g_02064	Prbb.g_00027
OG0000371	Syas.g_02073	Prbb.g_00033
OG0000372	Syas.g_02078	Prbb.g_00035
OG0000373	Syas.g_02079	Prbb.g_00036
OG0000374	Syas.g_02080	Prbb.g_00037
OG0000375	Syas.g_02081	Prbb.g_00055
OG0000376	Syas.g_02083	Prbb.g_00057
OG0000377	Syas.g_01879	Prbb.g_00060
OG0000378	Syas.g_01867	Prbb.g_00062
OG0000379	Syas.g_01859	Prbb.g_00065
OG0000380	Syas.g_02523	Prbb.g_00121
OG0000381	Syas.g_02521	Prbb.g_00125
OG0000382	Syas.g_02503	Prbb.g_00136
OG0000383	Syas.g_02480	Prbb.g_00138
OG0000384	Syas.g_02479	Prbb.g_00139
OG0000385	Syas.g_02478	Prbb.g_00140
OG0000386	Syas.g_02477	Prbb.g_00141
OG0000387	Syas.g_00134	Prbb.g_00154
OG0000388	Syas.g_02426	Prbb.g_00158
OG0000389	Syas.g_02422	Prbb.g_00161
OG0000390	Syas.g_02406	Prbb.g_00170
OG0000391	Syas.g_02401	Prbb.g_00174
OG0000392	Syas.g_02396	Prbb.g_00177
OG0000393	Syas.g_02394	Prbb.g_00180
OG0000394	Syas.g_02393	Prbb.g_00181
OG0000395	Syas.g_02392	Prbb.g_00182
OG0000396	Syas.g_02389	Prbb.g_00185
OG0000397	Syas.g_02387	Prbb.g_00187
OG0000398	Syas.g_02382	Prbb.g_00190
OG0000399	Syas.g_02381	Prbb.g_00191
OG0000400	Syas.g_02380	Prbb.g_00192
OG0000401	Syas.g_02379	Prbb.g_00193
OG0000402	Syas.g_02377	Prbb.g_01101
OG0000403	Syas.g_02376	Prbb.g_00194
OG0000404	Syas.g_02375	Prbb.g_00195
OG0000405	Syas.g_02369	Prbb.g_00200
OG0000406	Syas.g_02365	Prbb.g_00204
OG0000407	Syas.g_02364	Prbb.g_00205
OG0000408	Syas.g_02361	Prbb.g_00207
OG0000409	Syas.g_02359	Prbb.g_00209
OG0000410	Syas.g_02358	Prbb.g_00210
OG0000411	Syas.g_02357	Prbb.g_00211
OG0000412	Syas.g_02356	Prbb.g_00212
OG0000413	Syas.g_02354	Prbb.g_00213
OG0000414	Syas.g_02353	Prbb.g_00214
OG0000415	Syas.g_02352	Prbb.g_00215
OG0000416	Syas.g_02351	Prbb.g_00216
OG0000417	Syas.g_02338	Prbb.g_00217
OG0000418	Syas.g_02333	Prbb.g_00222
OG0000419	Syas.g_02331	Prbb.g_00224
OG0000420	Syas.g_02329	Prbb.g_00225
OG0000421	Syas.g_02324	Prbb.g_00229
OG0000422	Syas.g_02323	Prbb.g_00230
OG0000423	Syas.g_02322	Prbb.g_00231
OG0000424	Syas.g_02321	Prbb.g_00232
OG0000425	Syas.g_02320	Prbb.g_00233
OG0000426	Syas.g_02319	Prbb.g_00234
OG0000427	Syas.g_02318	Prbb.g_00235
OG0000428	Syas.g_02315	Prbb.g_00237
OG0000429	Syas.g_02312	Prbb.g_00238
OG0000430	Syas.g_02311	Prbb.g_00239
OG0000431	Syas.g_02296	Prbb.g_00241
OG0000432	Syas.g_02288	Prbb.g_00245
OG0000433	Syas.g_02286	Prbb.g_00246
OG0000434	Syas.g_02285	Prbb.g_00247
OG0000435	Syas.g_02282	Prbb.g_00248
OG0000436	Syas.g_02273	Prbb.g_00253
OG0000437	Syas.g_02272	Prbb.g_00254
OG0000438	Syas.g_02271	Prbb.g_00255
OG0000439	Syas.g_02269	Prbb.g_00257
OG0000440	Syas.g_02268	Prbb.g_00258
OG0000441	Syas.g_02265	Prbb.g_00260
OG0000442	Syas.g_02259	Prbb.g_00261
OG0000443	Syas.g_02241	Prbb.g_00262
OG0000444	Syas.g_02234	Prbb.g_00267
OG0000445	Syas.g_02233	Prbb.g_00268
OG0000446	Syas.g_02231	Prbb.g_00269
OG0000447	Syas.g_02229	Prbb.g_00270
OG0000448	Syas.g_02228	Prbb.g_00271
OG0000449	Syas.g_02226	Prbb.g_00272
OG0000450	Syas.g_01834	Prbb.g_00273
OG0000451	Syas.g_01835	Prbb.g_00274
OG0000452	Syas.g_01844	Prbb.g_00277
OG0000453	Syas.g_01845	Prbb.g_00278
OG0000454	Syas.g_01846	Prbb.g_00279
OG0000455	Syas.g_01847	Prbb.g_00280
OG0000456	Syas.g_01848	Prbb.g_00281
OG0000457	Syas.g_01850	Prbb.g_00282
OG0000458	Syas.g_01851	Prbb.g_00283
OG0000459	Syas.g_01852	Prbb.g_00284
OG0000460	Syas.g_02554	Prbb.g_00292
OG0000461	Syas.g_01686	Prbb.g_00300
OG0000462	Syas.g_01688	Prbb.g_00302
OG0000463	Syas.g_01689	Prbb.g_00303
OG0000464	Syas.g_01690	Prbb.g_00304
OG0000465	Syas.g_01692	Prbb.g_00305
OG0000466	Syas.g_01697	Prbb.g_00306
OG0000467	Syas.g_01698	Prbb.g_00307
OG0000468	Syas.g_01703	Prbb.g_00309
OG0000469	Syas.g_01725	Prbb.g_00316
OG0000470	Syas.g_01727	Prbb.g_00318
OG0000471	Syas.g_01728	Prbb.g_00319
OG0000472	Syas.g_01729	Prbb.g_00320
OG0000473	Syas.g_01731	Prbb.g_00322
OG0000474	Syas.g_01732	Prbb.g_00323
OG0000475	Syas.g_01733	Prbb.g_00324
OG0000476	Syas.g_01735	Prbb.g_00326
OG0000477	Syas.g_01740	Prbb.g_00328
OG0000478	Syas.g_01741	Prbb.g_00329
OG0000479	Syas.g_01749	Prbb.g_00330
OG0000480	Syas.g_01756	Prbb.g_00334
OG0000481	Syas.g_00161, Syas.g_00162	Prbb.g_00336
OG0000482	Syas.g_01758	Prbb.g_00337
OG0000483	Syas.g_01762	Prbb.g_00340
OG0000484	Syas.g_01763	Prbb.g_00341
OG0000485	Syas.g_01764	Prbb.g_00342
OG0000486	Syas.g_01765	Prbb.g_00343
OG0000487	Syas.g_01771	Prbb.g_00346
OG0000488	Syas.g_01779	Prbb.g_00349
OG0000489	Syas.g_01823	Prbb.g_00354
OG0000490	Syas.g_01808	Prbb.g_00359
OG0000491	Syas.g_01806	Prbb.g_00360
OG0000492	Syas.g_01803	Prbb.g_00362
OG0000493	Syas.g_01802	Prbb.g_00363
OG0000494	Syas.g_01801	Prbb.g_00364
OG0000495	Syas.g_01799	Prbb.g_00365
OG0000496	Syas.g_01798	Prbb.g_00366
OG0000497	Syas.g_01797	Prbb.g_00367
OG0000498	Syas.g_01796	Prbb.g_00368
OG0000499	Syas.g_01795	Prbb.g_00369
OG0000500	Syas.g_01794	Prbb.g_00370
OG0000501	Syas.g_01791	Prbb.g_00372
OG0000502	Syas.g_02216	Prbb.g_00375
OG0000503	Syas.g_01541	Prbb.g_00394
OG0000504	Syas.g_01539	Prbb.g_00396
OG0000505	Syas.g_01538	Prbb.g_00397
OG0000506	Syas.g_01536	Prbb.g_00398
OG0000507	Syas.g_01530	Prbb.g_00401
OG0000508	Syas.g_01523	Prbb.g_00404
OG0000509	Syas.g_01521	Prbb.g_00406
OG0000510	Syas.g_01520	Prbb.g_00407
OG0000511	Syas.g_01519	Prbb.g_00408
OG0000512	Syas.g_01517	Prbb.g_00410
OG0000513	Syas.g_01508	Prbb.g_00419
OG0000514	Syas.g_01504	Prbb.g_00436
OG0000515	Syas.g_01503	Prbb.g_00437
OG0000516	Syas.g_01501	Prbb.g_00438
OG0000517	Syas.g_01498	Prbb.g_00440
OG0000518	Syas.g_00360, Syas.g_02746	Prbb.g_00451
OG0000519	Syas.g_02747	Prbb.g_00452
OG0000520	Syas.g_02748	Prbb.g_00453
OG0000521	Syas.g_01281	Prbb.g_00458
OG0000522	Syas.g_01279	Prbb.g_00460
OG0000523	Syas.g_01278	Prbb.g_00461
OG0000524	Syas.g_01354	Prbb.g_00468
OG0000525	Syas.g_01342	Prbb.g_00472
OG0000526	Syas.g_01340	Prbb.g_00473
OG0000527	Syas.g_01335	Prbb.g_00476
OG0000528	Syas.g_01256	Prbb.g_00482
OG0000529	Syas.g_01252	Prbb.g_00486
OG0000530	Syas.g_01249	Prbb.g_00489
OG0000531	Syas.g_01248	Prbb.g_00490
OG0000532	Syas.g_01245	Prbb.g_00491
OG0000533	Syas.g_01243	Prbb.g_00492
OG0000534	Syas.g_01242	Prbb.g_00493
OG0000535	Syas.g_01241	Prbb.g_00494
OG0000536	Syas.g_01240	Prbb.g_00495
OG0000537	Syas.g_01238	Prbb.g_00496
OG0000538	Syas.g_01228	Prbb.g_00504
OG0000539	Syas.g_01227	Prbb.g_00505
OG0000540	Syas.g_01226	Prbb.g_00506
OG0000541	Syas.g_01225	Prbb.g_00507
OG0000542	Syas.g_01221	Prbb.g_00509
OG0000543	Syas.g_01219	Prbb.g_00511
OG0000544	Syas.g_01218	Prbb.g_00512
OG0000545	Syas.g_01216	Prbb.g_00514
OG0000546	Syas.g_01214	Prbb.g_00517
OG0000547	Syas.g_01212	Prbb.g_00519
OG0000548	Syas.g_01211	Prbb.g_00520
OG0000549	Syas.g_00005	Prbb.g_00523
OG0000550	Syas.g_00010	Prbb.g_00527
OG0000551	Syas.g_00015	Prbb.g_00530
OG0000552	Syas.g_00016	Prbb.g_00531
OG0000553	Syas.g_00019	Prbb.g_00532
OG0000554	Syas.g_00063	Prbb.g_00537
OG0000555	Syas.g_00775	Prbb.g_00545
OG0000556	Syas.g_00781	Prbb.g_00547
OG0000557	Syas.g_00783	Prbb.g_00548
OG0000558	Syas.g_00785	Prbb.g_00551
OG0000559	Syas.g_00789	Prbb.g_00555
OG0000560	Syas.g_00792	Prbb.g_00558
OG0000561	Syas.g_00793	Prbb.g_00559
OG0000562	Syas.g_00794	Prbb.g_00560
OG0000563	Syas.g_00795	Prbb.g_00561
OG0000564	Syas.g_00796	Prbb.g_00562
OG0000565	Syas.g_00800	Prbb.g_00565
OG0000566	Syas.g_00804	Prbb.g_00567
OG0000567	Syas.g_00808	Prbb.g_00571
OG0000568	Syas.g_00810	Prbb.g_00572
OG0000569	Syas.g_00811	Prbb.g_00573
OG0000570	Syas.g_00812	Prbb.g_00574
OG0000571	Syas.g_00815	Prbb.g_00576
OG0000572	Syas.g_00839	Prbb.g_00587
OG0000573	Syas.g_00952	Prbb.g_00592
OG0000574	Syas.g_00951	Prbb.g_00594
OG0000575	Syas.g_00848	Prbb.g_00597
OG0000576	Syas.g_00850	Prbb.g_00599
OG0000577	Syas.g_00851	Prbb.g_00600
OG0000578	Syas.g_00852	Prbb.g_00601
OG0000579	Syas.g_00853	Prbb.g_00602
OG0000580	Syas.g_00854	Prbb.g_00603
