Orthogroup	Syas	Syab
OG0000134	Syas.g_01509	Syab.g_00554
OG0000135	Syas.g_01938	Syab.g_02815
OG0000136	Syas.g_02740	Syab.g_00588
OG0000137	Syas.g_01333	Syab.g_00697
OG0000138	Syas.g_01235	Syab.g_02113
OG0000140	Syas.g_00090	Syab.g_02033
OG0000141	Syas.g_00875	Syab.g_01931
OG0000142	Syas.g_00746	Syab.g_01524, Syab.g_01873
OG0000143	Syas.g_00742	Syab.g_01870
OG0000144	Syas.g_00718	Syab.g_01757
OG0000145	Syas.g_00948	Syab.g_02120
OG0000146	Syas.g_00451	Syab.g_01393
OG0000147	Syas.g_00450	Syab.g_01394
OG0000148	Syas.g_00577	Syab.g_01683, Syab.g_01682
OG0000149	Syas.g_00282	Syab.g_01720
OG0000150	Syas.g_00874	Syab.g_01930
OG0000151	Syas.g_00148, Syas.g_00659	Syab.g_01612
OG0000152	Syas.g_00461	Syab.g_01383
OG0000153	Syas.g_00543	Syab.g_01343
OG0000154	Syas.g_00219	Syab.g_01317
OG0000155	Syas.g_01131	Syab.g_01009
OG0000156	Syas.g_01206	Syab.g_00933
OG0000157	Syas.g_01207	Syab.g_00932
OG0000158	Syas.g_02185	Syab.g_00161
OG0000159	Syas.g_01155	Syab.g_00148
OG0000160	Syas.g_02820	Syab.g_00774
OG0000161	Syas.g_02826	Syab.g_00766
OG0000162	Syas.g_02751	Syab.g_00755
OG0000163	Syas.g_01488	Syab.g_02173
OG0000164	Syas.g_02648	Syab.g_02307
OG0000165	Syas.g_02609	Syab.g_02316
OG0000166	Syas.g_01629	Syab.g_00407
OG0000167	Syas.g_01449	Syab.g_00205
OG0000168	Syas.g_02184	Syab.g_00136
OG0000169	Syas.g_02170	Syab.g_00125
OG0000170	Syas.g_02161	Syab.g_00118
OG0000171	Syas.g_02139	Syab.g_00089
OG0000172	Syas.g_02110	Syab.g_00080
OG0000173	Syas.g_02092	Syab.g_00061
OG0000174	Syas.g_01940	Syab.g_02819
OG0000175	Syas.g_01994	Syab.g_02876
OG0000176	Syas.g_02038	Syab.g_00004
OG0000177	Syas.g_02039	Syab.g_00005
OG0000178	Syas.g_02040	Syab.g_00006
OG0000179	Syas.g_02054	Syab.g_00022
OG0000180	Syas.g_02055	Syab.g_00023
OG0000181	Syas.g_02056	Syab.g_00024
OG0000182	Syas.g_02057	Syab.g_00025
OG0000183	Syas.g_02061	Syab.g_00029
OG0000184	Syas.g_01872	Syab.g_02738
OG0000185	Syas.g_01861	Syab.g_02715
OG0000186	Syas.g_02525	Syab.g_02430
OG0000187	Syas.g_02524	Syab.g_02431
OG0000188	Syas.g_02502	Syab.g_02454
OG0000189	Syas.g_02432	Syab.g_02487
OG0000190	Syas.g_00133	Syab.g_00190, Syab.g_00139
OG0000191	Syas.g_02400	Syab.g_02522
OG0000192	Syas.g_02395	Syab.g_02528
OG0000193	Syas.g_02366	Syab.g_02565
OG0000194	Syas.g_02363	Syab.g_02568
OG0000196	Syas.g_02337	Syab.g_02581
OG0000197	Syas.g_02336	Syab.g_02582
OG0000198	Syas.g_02335	Syab.g_02583
OG0000199	Syas.g_02327	Syab.g_02591
OG0000200	Syas.g_02298	Syab.g_02611
OG0000201	Syas.g_02279	Syab.g_02628
OG0000202	Syas.g_02278	Syab.g_02629
OG0000203	Syas.g_02277	Syab.g_02630
OG0000204	Syas.g_02276	Syab.g_02631
OG0000205	Syas.g_02267	Syab.g_02638
OG0000206	Syas.g_02240	Syab.g_02674
OG0000207	Syas.g_02237	Syab.g_02677
OG0000208	Syas.g_02236	Syab.g_02678
OG0000209	Syas.g_01837	Syab.g_02698
OG0000210	Syas.g_01838	Syab.g_02699
OG0000211	Syas.g_02552	Syab.g_02374
OG0000212	Syas.g_02562	Syab.g_02365
OG0000213	Syas.g_01707	Syab.g_00332
OG0000214	Syas.g_01730	Syab.g_00312
OG0000215	Syas.g_01766	Syab.g_00281
OG0000216	Syas.g_01770	Syab.g_00277
OG0000217	Syas.g_01778	Syab.g_00273
OG0000218	Syas.g_01780	Syab.g_00271
OG0000219	Syas.g_01783	Syab.g_00270
OG0000220	Syas.g_01784	Syab.g_00269
OG0000221	Syas.g_01785	Syab.g_00257
OG0000222	Syas.g_01804	Syab.g_00244
OG0000223	Syas.g_02221	Syab.g_00226
OG0000224	Syas.g_02215	Syab.g_00223
OG0000225	Syas.g_01522	Syab.g_00538
OG0000226	Syas.g_01518	Syab.g_00542
OG0000227	Syas.g_01516	Syab.g_00544
OG0000228	Syas.g_01513	Syab.g_00550
OG0000229	Syas.g_01497	Syab.g_00583
OG0000230	Syas.g_01495	Syab.g_00585
OG0000231	Syas.g_02749	Syab.g_00613
OG0000232	Syas.g_01276	Syab.g_00631
OG0000233	Syas.g_01352	Syab.g_00645
OG0000234	Syas.g_01331	Syab.g_00699
OG0000235	Syas.g_01254	Syab.g_02095
OG0000236	Syas.g_01237	Syab.g_02111
OG0000237	Syas.g_01220	Syab.g_02129
OG0000238	Syas.g_01215	Syab.g_02134
OG0000239	Syas.g_00012	Syab.g_02151
OG0000240	Syas.g_00013	Syab.g_02152
OG0000241	Syas.g_00754	Syab.g_01884
OG0000242	Syas.g_00059	Syab.g_02043
OG0000243	Syas.g_00777	Syab.g_02025
OG0000244	Syas.g_00784	Syab.g_02017
OG0000245	Syas.g_00786	Syab.g_02015
OG0000246	Syas.g_00790	Syab.g_02011
OG0000247	Syas.g_00802	Syab.g_01999
OG0000248	Syas.g_00805	Syab.g_01996
OG0000249	Syas.g_00807	Syab.g_01994
OG0000250	Syas.g_00814	Syab.g_01988
OG0000251	Syas.g_00845	Syab.g_01961
OG0000252	Syas.g_00950	Syab.g_01958
OG0000253	Syas.g_00846	Syab.g_01956
OG0000254	Syas.g_00869	Syab.g_01925
OG0000255	Syas.g_00132, Syas.g_01062	Syab.g_01912
OG0000256	Syas.g_00104	Syab.g_01890
OG0000257	Syas.g_00757	Syab.g_01885
OG0000258	Syas.g_00733	Syab.g_01861
OG0000259	Syas.g_00708	Syab.g_01538
OG0000260	Syas.g_00705	Syab.g_01544
OG0000261	Syas.g_00701	Syab.g_01556
OG0000262	Syas.g_00695	Syab.g_01561
OG0000263	Syas.g_01103	Syab.g_01035
OG0000264	Syas.g_02588	Syab.g_01173
OG0000266	Syas.g_00186	Syab.g_01667
OG0000267	Syas.g_00377	Syab.g_01433
OG0000268	Syas.g_00390	Syab.g_01432
OG0000269	Syas.g_00601	Syab.g_01650
OG0000270	Syas.g_00598	Syab.g_01657
OG0000271	Syas.g_00590	Syab.g_01279
OG0000272	Syas.g_00589	Syab.g_01280
OG0000273	Syas.g_00563	Syab.g_01699
OG0000274	Syas.g_00562	Syab.g_01700
OG0000275	Syas.g_00230	Syab.g_01704
OG0000276	Syas.g_00237	Syab.g_01712
OG0000277	Syas.g_00238	Syab.g_01713
OG0000278	Syas.g_00241	Syab.g_01716
OG0000279	Syas.g_00288	Syab.g_01724
OG0000280	Syas.g_00889, Syas.g_00481	Syab.g_01736
OG0000281	Syas.g_00970	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546
OG0000282	Syas.g_00672	Syab.g_01631
OG0000283	Syas.g_00409	Syab.g_01418
OG0000284	Syas.g_00416	Syab.g_01413
OG0000285	Syas.g_00436	Syab.g_01402
OG0000286	Syas.g_00460	Syab.g_01384
OG0000287	Syas.g_00534	Syab.g_01350
OG0000288	Syas.g_00220	Syab.g_01318
OG0000289	Syas.g_00205	Syab.g_01303
OG0000290	Syas.g_01016	Syab.g_01213
OG0000292	Syas.g_02020	Syab.g_02907
OG0000293	Syas.g_01197	Syab.g_00946
OG0000294	Syas.g_01196	Syab.g_00947
OG0000295	Syas.g_01139	Syab.g_01001
OG0000296	Syas.g_01137	Syab.g_01003
OG0000298	Syas.g_01123	Syab.g_01017
OG0000299	Syas.g_01087	Syab.g_01047
OG0000300	Syas.g_01082	Syab.g_01054
OG0000301	Syas.g_01081	Syab.g_01055
OG0000302	Syas.g_01080	Syab.g_01056
OG0000303	Syas.g_01071	Syab.g_01149
OG0000304	Syas.g_01066	Syab.g_01143
OG0000305	Syas.g_01023	Syab.g_01208
OG0000306	Syas.g_01929	Syab.g_01819
OG0000307	Syas.g_01270	Syab.g_02078
OG0000308	Syas.g_01272	Syab.g_02076
OG0000309	Syas.g_01364	Syab.g_02071
OG0000310	Syas.g_02796	Syab.g_00817
OG0000311	Syas.g_02799	Syab.g_00811
OG0000312	Syas.g_02804	Syab.g_00793
OG0000313	Syas.g_02823	Syab.g_00769
OG0000315	Syas.g_01306	Syab.g_00726
OG0000316	Syas.g_02728	Syab.g_02189
OG0000317	Syas.g_02687	Syab.g_02251
OG0000318	Syas.g_02680	Syab.g_02257
OG0000319	Syas.g_02663	Syab.g_02291
OG0000320	Syas.g_02661	Syab.g_02293
OG0000321	Syas.g_02660	Syab.g_02294
OG0000322	Syas.g_02659	Syab.g_02295
OG0000323	Syas.g_02646, Syas.g_00159	Syab.g_02310
OG0000324	Syas.g_02578	Syab.g_02341
OG0000325	Syas.g_01668	Syab.g_00368
OG0000326	Syas.g_01661	Syab.g_00375
OG0000327	Syas.g_01634	Syab.g_00402
OG0000328	Syas.g_01633	Syab.g_00403
OG0000329	Syas.g_01615	Syab.g_00420
OG0000330	Syas.g_01614	Syab.g_00421
OG0000331	Syas.g_01613	Syab.g_00422
OG0000332	Syas.g_01598	Syab.g_00437
OG0000333	Syas.g_01595	Syab.g_00440
OG0000334	Syas.g_01586	Syab.g_00450
OG0000335	Syas.g_01581	Syab.g_00455
OG0000336	Syas.g_01577	Syab.g_00459
OG0000337	Syas.g_02211	Syab.g_00210
OG0000338	Syas.g_02199	Syab.g_00207
OG0000339	Syas.g_02192	Syab.g_00201
OG0000340	Syas.g_02183	Syab.g_00135
OG0000341	Syas.g_02181	Syab.g_00157, Syab.g_00133
OG0000342	Syas.g_02180	Syab.g_00132
OG0000343	Syas.g_02176	Syab.g_00131
OG0000344	Syas.g_02172	Syab.g_02424, Syab.g_00127
OG0000345	Syas.g_02160	Syab.g_00117
OG0000346	Syas.g_02155	Syab.g_00112
OG0000347	Syas.g_02136	Syab.g_00087
OG0000348	Syas.g_02107	Syab.g_00076
OG0000349	Syas.g_02085	Syab.g_00054
OG0000350	Syas.g_01654	Syab.g_00382
OG0000351	Syas.g_01998	Syab.g_02879
OG0000352	Syas.g_01999	Syab.g_02880
OG0000353	Syas.g_02033	Syab.g_02913
OG0000354	Syas.g_01209	Syab.g_02140
OG0000354	Syas.g_02052	Syab.g_00020
OG0000355	Syas.g_02035	Syab.g_00001
OG0000356	Syas.g_02036	Syab.g_00002
OG0000357	Syas.g_02037	Syab.g_00003
OG0000358	Syas.g_02041	Syab.g_00007
OG0000359	Syas.g_02043	Syab.g_00009
OG0000360	Syas.g_02044	Syab.g_00010
OG0000361	Syas.g_02045	Syab.g_00011
OG0000362	Syas.g_02047	Syab.g_00013
OG0000363	Syas.g_02049	Syab.g_00015
OG0000364	Syas.g_02685	Syab.g_00016
OG0000365	Syas.g_02058	Syab.g_00026
OG0000366	Syas.g_02059	Syab.g_00027
OG0000368	Syas.g_02062	Syab.g_00030
OG0000369	Syas.g_02063	Syab.g_00031
OG0000370	Syas.g_02064	Syab.g_00032
OG0000371	Syas.g_02073	Syab.g_00711, Syab.g_00039
OG0000372	Syas.g_02078	Syab.g_00045
OG0000373	Syas.g_02079	Syab.g_00046
OG0000374	Syas.g_02080	Syab.g_00047
OG0000375	Syas.g_02081	Syab.g_00050
OG0000376	Syas.g_02083	Syab.g_00052
OG0000377	Syas.g_01879	Syab.g_02748
OG0000378	Syas.g_01867	Syab.g_02717
OG0000379	Syas.g_01859	Syab.g_02714
OG0000380	Syas.g_02523	Syab.g_02432
OG0000381	Syas.g_02521	Syab.g_02435
OG0000382	Syas.g_02503	Syab.g_02453
OG0000383	Syas.g_02480	Syab.g_02459
OG0000384	Syas.g_02479	Syab.g_02460
OG0000385	Syas.g_02478	Syab.g_02461
OG0000386	Syas.g_02477	Syab.g_02462
OG0000387	Syas.g_00134	Syab.g_02491
OG0000388	Syas.g_02426	Syab.g_02495
OG0000389	Syas.g_02422	Syab.g_02499
OG0000390	Syas.g_02406	Syab.g_02516
OG0000391	Syas.g_02401	Syab.g_02521
OG0000392	Syas.g_02396	Syab.g_02527
OG0000393	Syas.g_02394	Syab.g_02530
OG0000394	Syas.g_02393	Syab.g_02531
OG0000395	Syas.g_02392	Syab.g_02532
OG0000396	Syas.g_02389	Syab.g_02535
OG0000397	Syas.g_02387	Syab.g_02537
OG0000398	Syas.g_02382	Syab.g_02542
OG0000399	Syas.g_02381	Syab.g_02543
OG0000400	Syas.g_02380	Syab.g_02544
OG0000401	Syas.g_02379	Syab.g_02545
OG0000402	Syas.g_02377	Syab.g_02547
OG0000403	Syas.g_02376	Syab.g_02548
OG0000404	Syas.g_02375	Syab.g_02550
OG0000405	Syas.g_02369	Syab.g_02562
OG0000406	Syas.g_02365	Syab.g_02566
OG0000407	Syas.g_02364	Syab.g_02567
OG0000408	Syas.g_02361	Syab.g_02569
OG0000409	Syas.g_02359	Syab.g_02571
OG0000410	Syas.g_02358	Syab.g_02572
OG0000411	Syas.g_02357	Syab.g_02573
OG0000412	Syas.g_02356	Syab.g_02574
OG0000413	Syas.g_02354	Syab.g_02576
OG0000414	Syas.g_02353	Syab.g_02577
OG0000415	Syas.g_02352	Syab.g_02578
OG0000416	Syas.g_02351	Syab.g_02579
OG0000417	Syas.g_02338	Syab.g_02580
OG0000418	Syas.g_02333	Syab.g_02585
OG0000419	Syas.g_02331	Syab.g_02587
OG0000420	Syas.g_02329	Syab.g_02589
OG0000421	Syas.g_02324	Syab.g_02595
OG0000422	Syas.g_02323	Syab.g_02596
OG0000423	Syas.g_02322	Syab.g_02597
OG0000424	Syas.g_02321	Syab.g_02598
OG0000425	Syas.g_02320	Syab.g_02599
OG0000426	Syas.g_02319	Syab.g_02600
OG0000427	Syas.g_02318	Syab.g_02601
OG0000428	Syas.g_02315	Syab.g_02604
OG0000429	Syas.g_02312	Syab.g_02608
OG0000430	Syas.g_02311	Syab.g_02610
OG0000431	Syas.g_02296	Syab.g_02613
OG0000432	Syas.g_02288	Syab.g_02619
OG0000433	Syas.g_02286	Syab.g_02622
OG0000434	Syas.g_02285	Syab.g_02623
OG0000435	Syas.g_02282	Syab.g_02625
OG0000436	Syas.g_02273	Syab.g_02632
OG0000437	Syas.g_02272	Syab.g_02633
OG0000438	Syas.g_02271	Syab.g_02634
OG0000439	Syas.g_02269	Syab.g_02636
OG0000440	Syas.g_02268	Syab.g_02637
OG0000441	Syas.g_02265	Syab.g_02641
OG0000442	Syas.g_02259	Syab.g_02642
OG0000443	Syas.g_02241	Syab.g_02668
OG0000444	Syas.g_02234	Syab.g_02681
OG0000445	Syas.g_02233	Syab.g_02682
OG0000446	Syas.g_02231	Syab.g_02684
OG0000447	Syas.g_02229	Syab.g_02687
OG0000448	Syas.g_02228	Syab.g_02688
OG0000449	Syas.g_02226	Syab.g_02689
OG0000450	Syas.g_01834	Syab.g_02695
OG0000451	Syas.g_01835	Syab.g_02696
OG0000452	Syas.g_01844	Syab.g_02701
OG0000453	Syas.g_01845	Syab.g_02702
OG0000454	Syas.g_01846	Syab.g_02703
OG0000455	Syas.g_01847	Syab.g_02704
OG0000456	Syas.g_01848	Syab.g_02705
OG0000457	Syas.g_01850	Syab.g_02707
OG0000458	Syas.g_01851	Syab.g_02708
OG0000459	Syas.g_01852	Syab.g_02709
OG0000460	Syas.g_02554	Syab.g_02372
OG0000461	Syas.g_01686	Syab.g_00356
OG0000462	Syas.g_01688	Syab.g_00352
OG0000463	Syas.g_01689	Syab.g_00351
OG0000464	Syas.g_01690	Syab.g_00350
OG0000465	Syas.g_01692	Syab.g_00349
OG0000466	Syas.g_01697	Syab.g_00343
OG0000467	Syas.g_01698	Syab.g_00341
OG0000468	Syas.g_01703	Syab.g_00336
OG0000469	Syas.g_01725	Syab.g_00318
OG0000470	Syas.g_01727	Syab.g_00316
OG0000471	Syas.g_01728	Syab.g_00315
OG0000472	Syas.g_01729	Syab.g_00313
OG0000473	Syas.g_01731	Syab.g_00311
OG0000474	Syas.g_01732	Syab.g_00310
OG0000475	Syas.g_01733	Syab.g_00309
OG0000476	Syas.g_01735	Syab.g_00307
OG0000477	Syas.g_01740	Syab.g_00301
OG0000478	Syas.g_01741	Syab.g_00300
OG0000479	Syas.g_01749	Syab.g_00299
OG0000480	Syas.g_01756	Syab.g_00292
OG0000481	Syas.g_00161, Syas.g_00162	Syab.g_00290
OG0000482	Syas.g_01758	Syab.g_00289
OG0000483	Syas.g_01762	Syab.g_00285
OG0000484	Syas.g_01763	Syab.g_00284
OG0000485	Syas.g_01764	Syab.g_00283
OG0000486	Syas.g_01765	Syab.g_00282
OG0000487	Syas.g_01771	Syab.g_00276
OG0000488	Syas.g_01779	Syab.g_00272
OG0000489	Syas.g_01823	Syab.g_00256
OG0000490	Syas.g_01808	Syab.g_00247
OG0000491	Syas.g_01806	Syab.g_00245
OG0000492	Syas.g_01803	Syab.g_00243
OG0000493	Syas.g_01802	Syab.g_00242
OG0000494	Syas.g_01801	Syab.g_00241
OG0000495	Syas.g_01799	Syab.g_00240
OG0000496	Syas.g_01798	Syab.g_00239
OG0000497	Syas.g_01797	Syab.g_00238
OG0000498	Syas.g_01796	Syab.g_00237
OG0000499	Syas.g_01795	Syab.g_00236
OG0000500	Syas.g_01794	Syab.g_00235
OG0000501	Syas.g_01791	Syab.g_00232
OG0000502	Syas.g_02216	Syab.g_00224
OG0000503	Syas.g_01541	Syab.g_00523
OG0000504	Syas.g_01539	Syab.g_00525
OG0000505	Syas.g_01538	Syab.g_00526
OG0000506	Syas.g_01536	Syab.g_00528
OG0000507	Syas.g_01530	Syab.g_00533
OG0000508	Syas.g_01523	Syab.g_00537
OG0000509	Syas.g_01521	Syab.g_00539
OG0000510	Syas.g_01520	Syab.g_00540
OG0000511	Syas.g_01519	Syab.g_00541
OG0000512	Syas.g_01517	Syab.g_00543
OG0000513	Syas.g_01508	Syab.g_00555
OG0000514	Syas.g_01504	Syab.g_00566
OG0000515	Syas.g_01503	Syab.g_00567
OG0000516	Syas.g_01501	Syab.g_00575
OG0000517	Syas.g_01498	Syab.g_00582
OG0000518	Syas.g_00360, Syas.g_02746	Syab.g_00594
OG0000519	Syas.g_02747	Syab.g_00610
OG0000520	Syas.g_02748	Syab.g_00611
OG0000521	Syas.g_01281	Syab.g_00624
OG0000522	Syas.g_01279	Syab.g_00626
OG0000523	Syas.g_01278	Syab.g_00627
OG0000524	Syas.g_01354	Syab.g_00640
OG0000525	Syas.g_01342	Syab.g_00671
OG0000526	Syas.g_01340	Syab.g_00689
OG0000527	Syas.g_01335	Syab.g_00695
OG0000528	Syas.g_01256	Syab.g_02092
OG0000529	Syas.g_01252	Syab.g_02097
OG0000530	Syas.g_01249	Syab.g_02100
OG0000531	Syas.g_01248	Syab.g_02101
OG0000532	Syas.g_01245	Syab.g_02104
OG0000533	Syas.g_01243	Syab.g_02106
OG0000534	Syas.g_01242	Syab.g_02107
OG0000535	Syas.g_01241	Syab.g_02108
OG0000536	Syas.g_01240	Syab.g_02109
OG0000537	Syas.g_01238	Syab.g_02110
OG0000538	Syas.g_01228	Syab.g_02122
OG0000539	Syas.g_01227	Syab.g_02123
OG0000540	Syas.g_01226	Syab.g_02124
OG0000541	Syas.g_01225	Syab.g_02125
OG0000542	Syas.g_01221	Syab.g_02128
OG0000543	Syas.g_01219	Syab.g_02130
OG0000544	Syas.g_01218	Syab.g_02131
OG0000545	Syas.g_01216	Syab.g_02133
OG0000546	Syas.g_01214	Syab.g_02135
OG0000547	Syas.g_01212	Syab.g_02137
OG0000548	Syas.g_01211	Syab.g_02138
OG0000549	Syas.g_00005	Syab.g_02144
OG0000550	Syas.g_00010	Syab.g_02149
OG0000551	Syas.g_00015	Syab.g_02153
OG0000552	Syas.g_00016	Syab.g_02154
OG0000553	Syas.g_00019	Syab.g_02046
OG0000554	Syas.g_00063	Syab.g_02040
OG0000555	Syas.g_00775	Syab.g_02026
OG0000556	Syas.g_00781	Syab.g_02022
OG0000557	Syas.g_00783	Syab.g_02019
OG0000558	Syas.g_00785	Syab.g_02016
OG0000559	Syas.g_00789	Syab.g_02012
OG0000560	Syas.g_00792	Syab.g_02009
OG0000561	Syas.g_00793	Syab.g_02008
OG0000562	Syas.g_00794	Syab.g_02007
OG0000563	Syas.g_00795	Syab.g_02006
OG0000564	Syas.g_00796	Syab.g_02005
OG0000565	Syas.g_00800	Syab.g_02001
OG0000566	Syas.g_00804	Syab.g_01997
OG0000567	Syas.g_00808	Syab.g_01993
OG0000568	Syas.g_00810	Syab.g_01991
OG0000569	Syas.g_00811	Syab.g_01990
OG0000570	Syas.g_00812	Syab.g_01989
OG0000571	Syas.g_00815	Syab.g_01986
OG0000572	Syas.g_00839	Syab.g_01969
OG0000573	Syas.g_00952	Syab.g_01960
OG0000574	Syas.g_00951	Syab.g_01959
OG0000575	Syas.g_00848	Syab.g_01954
OG0000576	Syas.g_00850	Syab.g_01952
OG0000577	Syas.g_00851	Syab.g_01951
OG0000578	Syas.g_00852	Syab.g_01950
OG0000579	Syas.g_00853	Syab.g_01949
OG0000580	Syas.g_00854	Syab.g_01948
OG0000581	Syas.g_00861	Syab.g_01934
OG0000582	Syas.g_00873	Syab.g_01929
OG0000583	Syas.g_00872	Syab.g_01928
OG0000584	Syas.g_00871	Syab.g_01927
OG0000585	Syas.g_00868	Syab.g_01924
OG0000586	Syas.g_00867	Syab.g_01923
OG0000587	Syas.g_00865	Syab.g_01921
OG0000588	Syas.g_00960	Syab.g_01910
OG0000589	Syas.g_00121	Syab.g_01899
OG0000590	Syas.g_00120	Syab.g_01898
OG0000591	Syas.g_00106	Syab.g_01892
OG0000592	Syas.g_00105	Syab.g_01891
OG0000593	Syas.g_00750	Syab.g_01877
OG0000594	Syas.g_00749	Syab.g_01876
