Orthogroup	Syas	Prbl
OG0000117	Syas.g_01122	Prbl.g_01384
OG0000118	Syas.g_02835	Prbl.g_01736
OG0000120	Syas.g_01828	Prbl.g_00892
OG0000121	Syas.g_02821	Prbl.g_00234, Prbl.g_00240
OG0000122	Syas.g_00393	Prbl.g_01808
OG0000123	Syas.g_01582	Prbl.g_01135
OG0000124	Syas.g_02137	Prbl.g_02054
OG0000125	Syas.g_01889	Prbl.g_02231
OG0000126	Syas.g_01992	Prbl.g_02127
OG0000128	Syas.g_02046	Prbl.g_02109
OG0000129	Syas.g_01880	Prbl.g_02243
OG0000130	Syas.g_02522	Prbl.g_00608
OG0000131	Syas.g_02367	Prbl.g_00303
OG0000132	Syas.g_02334	Prbl.g_00283
OG0000133	Syas.g_00457	Prbl.g_00897
OG0000134	Syas.g_01509	Prbl.g_02677
OG0000135	Syas.g_01938	Prbl.g_02190
OG0000136	Syas.g_02740	Prbl.g_00647
OG0000137	Syas.g_01333	Prbl.g_01340
OG0000138	Syas.g_01235	Prbl.g_00528
OG0000140	Syas.g_00090	Prbl.g_00754
OG0000141	Syas.g_00875	Prbl.g_01751
OG0000142	Syas.g_00746	Prbl.g_01639
OG0000143	Syas.g_00742	Prbl.g_01643
OG0000144	Syas.g_00718	Prbl.g_01042
OG0000145	Syas.g_00948	Prbl.g_00534
OG0000146	Syas.g_00451	Prbl.g_02469
OG0000147	Syas.g_00450	Prbl.g_02468
OG0000148	Syas.g_00577	Prbl.g_02316
OG0000149	Syas.g_00282	Prbl.g_01552
OG0000150	Syas.g_00874	Prbl.g_01576
OG0000151	Syas.g_00148, Syas.g_00659	Prbl.g_02386
OG0000152	Syas.g_00461	Prbl.g_02478
OG0000153	Syas.g_00543	Prbl.g_02505
OG0000154	Syas.g_00219	Prbl.g_02532
OG0000155	Syas.g_01131	Prbl.g_00185
OG0000156	Syas.g_01206	Prbl.g_00115
OG0000157	Syas.g_01207	Prbl.g_00114
OG0000158	Syas.g_02185	Prbl.g_00843
OG0000160	Syas.g_02820	Prbl.g_00241
OG0000161	Syas.g_02826	Prbl.g_00227
OG0000162	Syas.g_02751	Prbl.g_00221
OG0000163	Syas.g_01488	Prbl.g_00452
OG0000164	Syas.g_02648	Prbl.g_00365
OG0000165	Syas.g_02609	Prbl.g_00356
OG0000166	Syas.g_01629	Prbl.g_00962
OG0000167	Syas.g_01449	Prbl.g_00857
OG0000168	Syas.g_02184	Prbl.g_00842
OG0000169	Syas.g_02170	Prbl.g_01302
OG0000170	Syas.g_02161	Prbl.g_01290
OG0000171	Syas.g_02139	Prbl.g_02055
OG0000172	Syas.g_02110	Prbl.g_02021
OG0000173	Syas.g_02092	Prbl.g_02000
OG0000174	Syas.g_01940	Prbl.g_02188
OG0000175	Syas.g_01994	Prbl.g_02150
OG0000176	Syas.g_02038	Prbl.g_02117
OG0000177	Syas.g_02039	Prbl.g_02116
OG0000178	Syas.g_02040	Prbl.g_02115
OG0000179	Syas.g_02054	Prbl.g_01961
OG0000180	Syas.g_02055	Prbl.g_01962
OG0000181	Syas.g_02056	Prbl.g_01963
OG0000182	Syas.g_02057	Prbl.g_01964
OG0000183	Syas.g_02061	Prbl.g_01968
OG0000184	Syas.g_01872	Prbl.g_02251
OG0000185	Syas.g_01861	Prbl.g_02273
OG0000186	Syas.g_02525	Prbl.g_00614
OG0000187	Syas.g_02524	Prbl.g_00613
OG0000188	Syas.g_02502	Prbl.g_00591
OG0000189	Syas.g_02432	Prbl.g_00565
OG0000190	Syas.g_00133	Prbl.g_00563
OG0000191	Syas.g_02400	Prbl.g_01325
OG0000192	Syas.g_02395	Prbl.g_01316
OG0000193	Syas.g_02366	Prbl.g_00302
OG0000194	Syas.g_02363	Prbl.g_00299
OG0000196	Syas.g_02337	Prbl.g_00286
OG0000197	Syas.g_02336	Prbl.g_00285
OG0000198	Syas.g_02335	Prbl.g_00284
OG0000199	Syas.g_02327	Prbl.g_00277
OG0000200	Syas.g_02298	Prbl.g_00069
OG0000201	Syas.g_02279	Prbl.g_00088
OG0000202	Syas.g_02278	Prbl.g_00089
OG0000203	Syas.g_02277	Prbl.g_00090
OG0000204	Syas.g_02276	Prbl.g_00091
OG0000205	Syas.g_02267	Prbl.g_00098
OG0000206	Syas.g_02240	Prbl.g_01282
OG0000207	Syas.g_02237	Prbl.g_00130
OG0000208	Syas.g_02236	Prbl.g_00129
OG0000209	Syas.g_01837	Prbl.g_01256
OG0000210	Syas.g_01838	Prbl.g_01257
OG0000211	Syas.g_02552	Prbl.g_01922
OG0000212	Syas.g_02562	Prbl.g_00192
OG0000213	Syas.g_01707	Prbl.g_01496
OG0000214	Syas.g_01730	Prbl.g_01469
OG0000215	Syas.g_01766	Prbl.g_01439
OG0000216	Syas.g_01770	Prbl.g_01436
OG0000217	Syas.g_01778	Prbl.g_01432
OG0000218	Syas.g_01780	Prbl.g_01428
OG0000219	Syas.g_01783	Prbl.g_01427
OG0000220	Syas.g_01784	Prbl.g_01426
OG0000221	Syas.g_01785	Prbl.g_01421
OG0000222	Syas.g_01804	Prbl.g_00911
OG0000223	Syas.g_02221	Prbl.g_00888
OG0000224	Syas.g_02215	Prbl.g_00877
OG0000225	Syas.g_01522	Prbl.g_01218
OG0000226	Syas.g_01518	Prbl.g_01222
OG0000227	Syas.g_01516	Prbl.g_01224
OG0000228	Syas.g_01513	Prbl.g_02673
OG0000229	Syas.g_01497	Prbl.g_00652
OG0000230	Syas.g_01495	Prbl.g_00650
OG0000231	Syas.g_02749	Prbl.g_00635
OG0000232	Syas.g_01276	Prbl.g_00619
OG0000233	Syas.g_01352	Prbl.g_01360
OG0000234	Syas.g_01331	Prbl.g_01339
OG0000235	Syas.g_01254	Prbl.g_00510
OG0000236	Syas.g_01237	Prbl.g_00526
OG0000237	Syas.g_01220	Prbl.g_00800
OG0000238	Syas.g_01215	Prbl.g_00795
OG0000239	Syas.g_00012	Prbl.g_00779
OG0000240	Syas.g_00013	Prbl.g_00778
OG0000241	Syas.g_00754	Prbl.g_01526
OG0000242	Syas.g_00059	Prbl.g_00768
OG0000243	Syas.g_00777	Prbl.g_02647
OG0000244	Syas.g_00784	Prbl.g_01879
OG0000245	Syas.g_00786	Prbl.g_01882
OG0000246	Syas.g_00790	Prbl.g_01886
OG0000247	Syas.g_00802	Prbl.g_01897
OG0000248	Syas.g_00805	Prbl.g_01900
OG0000249	Syas.g_00807	Prbl.g_01902
OG0000250	Syas.g_00814	Prbl.g_01799
OG0000251	Syas.g_00845	Prbl.g_01775
OG0000252	Syas.g_00950	Prbl.g_01772
OG0000253	Syas.g_00846	Prbl.g_01766
OG0000254	Syas.g_00869	Prbl.g_01747
OG0000255	Syas.g_00132, Syas.g_01062	Prbl.g_01612
OG0000256	Syas.g_00104	Prbl.g_01626
OG0000257	Syas.g_00757	Prbl.g_01632
OG0000258	Syas.g_00733	Prbl.g_01655
OG0000259	Syas.g_00708, Syas.g_01006	Prbl.g_01406
OG0000260	Syas.g_00705	Prbl.g_01403
OG0000261	Syas.g_00701	Prbl.g_01400
OG0000262	Syas.g_00695	Prbl.g_01395
OG0000263	Syas.g_01103	Prbl.g_01242
OG0000264	Syas.g_02588	Prbl.g_01859
OG0000266	Syas.g_00186	Prbl.g_02556
OG0000267	Syas.g_00377	Prbl.g_02431
OG0000268	Syas.g_00390	Prbl.g_02432
OG0000269	Syas.g_00601	Prbl.g_02340
OG0000270	Syas.g_00598	Prbl.g_02337
OG0000271	Syas.g_00590	Prbl.g_02329
OG0000272	Syas.g_00589	Prbl.g_02328
OG0000273	Syas.g_00563	Prbl.g_01534
OG0000274	Syas.g_00562	Prbl.g_01535
OG0000275	Syas.g_00230	Prbl.g_01538
OG0000276	Syas.g_00237	Prbl.g_01544
OG0000277	Syas.g_00238	Prbl.g_01545
OG0000278	Syas.g_00241	Prbl.g_01548
OG0000279	Syas.g_00288	Prbl.g_01556
OG0000280	Syas.g_00889, Syas.g_00481	Prbl.g_01562
OG0000281	Syas.g_00970	Prbl.g_01577
OG0000282	Syas.g_00672	Prbl.g_02405
OG0000283	Syas.g_00409	Prbl.g_02443
OG0000284	Syas.g_00416	Prbl.g_02449
OG0000285	Syas.g_00436	Prbl.g_01688
OG0000286	Syas.g_00460	Prbl.g_02477
OG0000287	Syas.g_00534	Prbl.g_02608
OG0000288	Syas.g_00220	Prbl.g_02531
OG0000289	Syas.g_00205	Prbl.g_02544
OG0000290	Syas.g_01016	Prbl.g_00930
OG0000292	Syas.g_02020	Prbl.g_02128
OG0000293	Syas.g_01197	Prbl.g_02071
OG0000294	Syas.g_01196	Prbl.g_02072
OG0000295	Syas.g_01139	Prbl.g_00178
OG0000296	Syas.g_01137	Prbl.g_00180
OG0000298	Syas.g_01123	Prbl.g_01383
OG0000299	Syas.g_01087	Prbl.g_01372
OG0000300	Syas.g_01082	Prbl.g_02582
OG0000301	Syas.g_01081	Prbl.g_02583
OG0000302	Syas.g_01080	Prbl.g_02586
OG0000303	Syas.g_01071	Prbl.g_00187
OG0000304	Syas.g_01066	Prbl.g_01102
OG0000305	Syas.g_01023	Prbl.g_00926
OG0000306	Syas.g_01929	Prbl.g_01586
OG0000307	Syas.g_01270	Prbl.g_00494
OG0000308	Syas.g_01272	Prbl.g_00492
OG0000309	Syas.g_01364	Prbl.g_00488
OG0000310	Syas.g_02796	Prbl.g_00160
OG0000311	Syas.g_02799	Prbl.g_00258
OG0000312	Syas.g_02804	Prbl.g_00254
OG0000313	Syas.g_02823	Prbl.g_00230
OG0000315	Syas.g_01306	Prbl.g_00709
OG0000316	Syas.g_02728	Prbl.g_00441
OG0000317	Syas.g_02687	Prbl.g_00399
OG0000318	Syas.g_02680	Prbl.g_00393
OG0000319	Syas.g_02663	Prbl.g_00376
OG0000320	Syas.g_02661	Prbl.g_00374
OG0000321	Syas.g_02660	Prbl.g_00373
OG0000322	Syas.g_02659	Prbl.g_00372
OG0000323	Syas.g_02646, Syas.g_00159	Prbl.g_00361
OG0000324	Syas.g_02578	Prbl.g_00332
OG0000325	Syas.g_01668	Prbl.g_02683
OG0000326	Syas.g_01661	Prbl.g_01059
OG0000327	Syas.g_01634	Prbl.g_00957
OG0000328	Syas.g_01633	Prbl.g_00958
OG0000329	Syas.g_01615	Prbl.g_00975
OG0000330	Syas.g_01614	Prbl.g_00976
OG0000331	Syas.g_01613	Prbl.g_00977
OG0000332	Syas.g_01598	Prbl.g_00992
OG0000333	Syas.g_01595	Prbl.g_00994
OG0000334	Syas.g_01586	Prbl.g_01131
OG0000335	Syas.g_01581	Prbl.g_01136
OG0000336	Syas.g_01577	Prbl.g_01140
OG0000337	Syas.g_02211	Prbl.g_00863
OG0000338	Syas.g_02199	Prbl.g_00859
OG0000339	Syas.g_02192	Prbl.g_00853
OG0000340	Syas.g_02183	Prbl.g_00841
OG0000341	Syas.g_02181	Prbl.g_00839
OG0000342	Syas.g_02180	Prbl.g_00838
OG0000343	Syas.g_02176	Prbl.g_01307
OG0000344	Syas.g_02172	Prbl.g_01304
OG0000345	Syas.g_02160	Prbl.g_01289
OG0000346	Syas.g_02155	Prbl.g_01284
OG0000347	Syas.g_02136	Prbl.g_02053
OG0000348	Syas.g_02107	Prbl.g_02016
OG0000349	Syas.g_02085	Prbl.g_01992
OG0000350	Syas.g_01654	Prbl.g_02195
OG0000351	Syas.g_01998	Prbl.g_02147
OG0000352	Syas.g_01999	Prbl.g_02146
OG0000353	Syas.g_02033	Prbl.g_02122
OG0000354	Syas.g_01209	Prbl.g_00789
OG0000354	Syas.g_02052	Prbl.g_01959
OG0000355	Syas.g_02035	Prbl.g_02120
OG0000356	Syas.g_02036	Prbl.g_02119
OG0000357	Syas.g_02037	Prbl.g_02118
OG0000358	Syas.g_02041	Prbl.g_02114
OG0000359	Syas.g_02043	Prbl.g_02112
OG0000360	Syas.g_02044	Prbl.g_02111
OG0000361	Syas.g_02045	Prbl.g_02110
OG0000362	Syas.g_02047	Prbl.g_02108
OG0000363	Syas.g_02049	Prbl.g_01955
OG0000364	Syas.g_02685	Prbl.g_01956
OG0000365	Syas.g_02058	Prbl.g_01965
OG0000366	Syas.g_02059	Prbl.g_01966
OG0000368	Syas.g_02062	Prbl.g_01969
OG0000369	Syas.g_02063	Prbl.g_01970
OG0000370	Syas.g_02064	Prbl.g_01971
OG0000371	Syas.g_02073	Prbl.g_01980
OG0000372	Syas.g_02078	Prbl.g_01985
OG0000373	Syas.g_02079	Prbl.g_01986
OG0000374	Syas.g_02080	Prbl.g_01987
OG0000375	Syas.g_02081	Prbl.g_01988
OG0000376	Syas.g_02083	Prbl.g_01990
OG0000377	Syas.g_01879	Prbl.g_02244
OG0000378	Syas.g_01867	Prbl.g_02258
OG0000379	Syas.g_01859	Prbl.g_02274
OG0000380	Syas.g_02523	Prbl.g_00612
OG0000381	Syas.g_02521	Prbl.g_00607
OG0000382	Syas.g_02503	Prbl.g_00592
OG0000383	Syas.g_02480	Prbl.g_00590
OG0000384	Syas.g_02479	Prbl.g_00589
OG0000385	Syas.g_02478	Prbl.g_00588
OG0000386	Syas.g_02477	Prbl.g_00587
OG0000387	Syas.g_00134	Prbl.g_00561
OG0000388	Syas.g_02426	Prbl.g_00557
OG0000389	Syas.g_02422	Prbl.g_00553
OG0000390	Syas.g_02406	Prbl.g_01331
OG0000391	Syas.g_02401	Prbl.g_01326
OG0000392	Syas.g_02396	Prbl.g_01320
OG0000393	Syas.g_02394	Prbl.g_01315
OG0000394	Syas.g_02393	Prbl.g_01314
OG0000395	Syas.g_02392	Prbl.g_01313
OG0000396	Syas.g_02389	Prbl.g_00827
OG0000397	Syas.g_02387	Prbl.g_00825
OG0000398	Syas.g_02382	Prbl.g_00820
OG0000399	Syas.g_02381	Prbl.g_00819
OG0000400	Syas.g_02380	Prbl.g_00818
OG0000401	Syas.g_02379	Prbl.g_00817
OG0000402	Syas.g_02377	Prbl.g_00815
OG0000403	Syas.g_02376	Prbl.g_00814
OG0000404	Syas.g_02375	Prbl.g_00812
OG0000405	Syas.g_02369	Prbl.g_00305
OG0000406	Syas.g_02365	Prbl.g_00301
OG0000407	Syas.g_02364	Prbl.g_00300
OG0000408	Syas.g_02361	Prbl.g_00298
OG0000409	Syas.g_02359	Prbl.g_00296
OG0000410	Syas.g_02358	Prbl.g_00295
OG0000411	Syas.g_02357	Prbl.g_00294
OG0000412	Syas.g_02356	Prbl.g_00293
OG0000413	Syas.g_02354	Prbl.g_00291
OG0000414	Syas.g_02353	Prbl.g_00290
OG0000415	Syas.g_02352	Prbl.g_00289
OG0000416	Syas.g_02351	Prbl.g_00288
OG0000417	Syas.g_02338	Prbl.g_00287
OG0000418	Syas.g_02333	Prbl.g_00282
OG0000419	Syas.g_02331	Prbl.g_00280
OG0000420	Syas.g_02329	Prbl.g_00279
OG0000421	Syas.g_02324	Prbl.g_00275
OG0000422	Syas.g_02323	Prbl.g_00274
OG0000423	Syas.g_02322	Prbl.g_00273
OG0000424	Syas.g_02321	Prbl.g_00272
OG0000425	Syas.g_02320	Prbl.g_00271
OG0000426	Syas.g_02319	Prbl.g_00270
OG0000427	Syas.g_02318	Prbl.g_00269
OG0000428	Syas.g_02315	Prbl.g_02377
OG0000429	Syas.g_02312	Prbl.g_00066
OG0000430	Syas.g_02311	Prbl.g_00068
OG0000431	Syas.g_02296	Prbl.g_00072
OG0000432	Syas.g_02288	Prbl.g_00079
OG0000433	Syas.g_02286	Prbl.g_00082
OG0000434	Syas.g_02285	Prbl.g_00083
OG0000435	Syas.g_02282	Prbl.g_00086
OG0000436	Syas.g_02273	Prbl.g_00092
OG0000437	Syas.g_02272	Prbl.g_00093
OG0000438	Syas.g_02271	Prbl.g_00094
OG0000439	Syas.g_02269	Prbl.g_00096
OG0000440	Syas.g_02268	Prbl.g_00097
OG0000441	Syas.g_02265	Prbl.g_00104
OG0000442	Syas.g_02259	Prbl.g_00105
OG0000443	Syas.g_02241	Prbl.g_01283
OG0000444	Syas.g_02234	Prbl.g_00127
OG0000445	Syas.g_02233	Prbl.g_00126
OG0000446	Syas.g_02231	Prbl.g_00124
OG0000447	Syas.g_02229	Prbl.g_01244
OG0000448	Syas.g_02228	Prbl.g_01245
OG0000449	Syas.g_02226	Prbl.g_01246
OG0000450	Syas.g_01834	Prbl.g_01252
OG0000451	Syas.g_01835	Prbl.g_01253
OG0000452	Syas.g_01844	Prbl.g_01258
OG0000453	Syas.g_01845	Prbl.g_01259
OG0000454	Syas.g_01846	Prbl.g_01260
OG0000455	Syas.g_01847	Prbl.g_01261
OG0000456	Syas.g_01848	Prbl.g_01262
OG0000457	Syas.g_01850	Prbl.g_01264
OG0000458	Syas.g_01851	Prbl.g_01265
OG0000459	Syas.g_01852	Prbl.g_01266
OG0000460	Syas.g_02554	Prbl.g_01923
OG0000461	Syas.g_01686	Prbl.g_02679
OG0000462	Syas.g_01688	Prbl.g_02666
OG0000463	Syas.g_01689	Prbl.g_01516
OG0000464	Syas.g_01690	Prbl.g_01515
OG0000465	Syas.g_01692	Prbl.g_01513
OG0000466	Syas.g_01697	Prbl.g_01508
OG0000467	Syas.g_01698	Prbl.g_01506
OG0000468	Syas.g_01703	Prbl.g_01499
OG0000469	Syas.g_01725	Prbl.g_01486
OG0000470	Syas.g_01727	Prbl.g_01473
OG0000471	Syas.g_01728	Prbl.g_01472
OG0000472	Syas.g_01729	Prbl.g_01470
OG0000473	Syas.g_01731	Prbl.g_01468
OG0000474	Syas.g_01732	Prbl.g_01467
OG0000475	Syas.g_01733	Prbl.g_01466
OG0000476	Syas.g_01735	Prbl.g_01464
OG0000477	Syas.g_01740	Prbl.g_01459
OG0000478	Syas.g_01741	Prbl.g_01458
OG0000479	Syas.g_01749	Prbl.g_01457
OG0000480	Syas.g_01756	Prbl.g_01450
OG0000481	Syas.g_00161, Syas.g_00162	Prbl.g_01448
OG0000482	Syas.g_01758	Prbl.g_01447
OG0000483	Syas.g_01762	Prbl.g_01443
OG0000484	Syas.g_01763	Prbl.g_01442
OG0000485	Syas.g_01764	Prbl.g_01441
OG0000486	Syas.g_01765	Prbl.g_01440
OG0000487	Syas.g_01771	Prbl.g_01435
OG0000488	Syas.g_01779	Prbl.g_01431
OG0000489	Syas.g_01823	Prbl.g_01420
OG0000490	Syas.g_01808	Prbl.g_01414
OG0000491	Syas.g_01806	Prbl.g_01413
OG0000492	Syas.g_01803	Prbl.g_00909
OG0000493	Syas.g_01802	Prbl.g_00908
OG0000494	Syas.g_01801	Prbl.g_00907
OG0000495	Syas.g_01799	Prbl.g_00906
OG0000496	Syas.g_01798	Prbl.g_00905
OG0000497	Syas.g_01797	Prbl.g_00904
OG0000498	Syas.g_01796	Prbl.g_00903
OG0000499	Syas.g_01795	Prbl.g_00902
OG0000500	Syas.g_01794	Prbl.g_00901
OG0000501	Syas.g_01791	Prbl.g_00898
OG0000502	Syas.g_02216	Prbl.g_00886
OG0000503	Syas.g_01541	Prbl.g_01201
OG0000504	Syas.g_01539	Prbl.g_01203
OG0000505	Syas.g_01538	Prbl.g_01204
OG0000506	Syas.g_01536	Prbl.g_01206
OG0000507	Syas.g_01530	Prbl.g_01210
OG0000508	Syas.g_01523	Prbl.g_01217
OG0000509	Syas.g_01521	Prbl.g_01219
OG0000510	Syas.g_01520	Prbl.g_01220
OG0000511	Syas.g_01519	Prbl.g_01221
OG0000512	Syas.g_01517	Prbl.g_01223
OG0000513	Syas.g_01508	Prbl.g_02678
OG0000514	Syas.g_01504	Prbl.g_00676
OG0000515	Syas.g_01503	Prbl.g_00675
OG0000516	Syas.g_01501	Prbl.g_00663
OG0000517	Syas.g_01498	Prbl.g_00653
OG0000518	Syas.g_00360, Syas.g_02746	Prbl.g_00641
OG0000519	Syas.g_02747	Prbl.g_00640
OG0000520	Syas.g_02748	Prbl.g_00639
OG0000521	Syas.g_01281	Prbl.g_00625
OG0000522	Syas.g_01279	Prbl.g_00623
OG0000523	Syas.g_01278	Prbl.g_00622
OG0000524	Syas.g_01354	Prbl.g_01364
OG0000525	Syas.g_01342	Prbl.g_01348
OG0000526	Syas.g_01340	Prbl.g_01346
OG0000527	Syas.g_01335	Prbl.g_01342
OG0000528	Syas.g_01256	Prbl.g_00506
OG0000529	Syas.g_01252	Prbl.g_00512
OG0000530	Syas.g_01249	Prbl.g_00515
OG0000531	Syas.g_01248	Prbl.g_00516
OG0000532	Syas.g_01245	Prbl.g_00519
OG0000533	Syas.g_01243	Prbl.g_00521
OG0000534	Syas.g_01242	Prbl.g_00522
OG0000535	Syas.g_01241	Prbl.g_00523
OG0000536	Syas.g_01240	Prbl.g_00524
OG0000537	Syas.g_01238	Prbl.g_00525
OG0000538	Syas.g_01228	Prbl.g_00536
OG0000539	Syas.g_01227	Prbl.g_00806
OG0000540	Syas.g_01226	Prbl.g_00805
OG0000541	Syas.g_01225	Prbl.g_00804
OG0000542	Syas.g_01221	Prbl.g_00801
OG0000543	Syas.g_01219	Prbl.g_00799
OG0000544	Syas.g_01218	Prbl.g_00798
OG0000545	Syas.g_01216	Prbl.g_00797
OG0000546	Syas.g_01214	Prbl.g_00794
OG0000547	Syas.g_01212	Prbl.g_00792
OG0000548	Syas.g_01211	Prbl.g_00791
OG0000549	Syas.g_00005	Prbl.g_00785
OG0000550	Syas.g_00010	Prbl.g_00780
OG0000551	Syas.g_00015	Prbl.g_00776
OG0000552	Syas.g_00016	Prbl.g_00775
OG0000553	Syas.g_00019	Prbl.g_00770
OG0000554	Syas.g_00063	Prbl.g_00765
OG0000555	Syas.g_00775	Prbl.g_00747
OG0000556	Syas.g_00781	Prbl.g_02645
OG0000557	Syas.g_00783	Prbl.g_01878
OG0000558	Syas.g_00785	Prbl.g_01881
OG0000559	Syas.g_00789	Prbl.g_01885
OG0000560	Syas.g_00792	Prbl.g_01888
OG0000561	Syas.g_00793	Prbl.g_01889
OG0000562	Syas.g_00794	Prbl.g_01890
OG0000563	Syas.g_00795	Prbl.g_01891
OG0000564	Syas.g_00796	Prbl.g_01892
OG0000565	Syas.g_00800	Prbl.g_01895
OG0000566	Syas.g_00804	Prbl.g_01899
OG0000567	Syas.g_00808	Prbl.g_01903
OG0000568	Syas.g_00810	Prbl.g_01905
OG0000569	Syas.g_00811	Prbl.g_01801
OG0000570	Syas.g_00812	Prbl.g_01800
OG0000571	Syas.g_00815	Prbl.g_01797
OG0000572	Syas.g_00839	Prbl.g_01781
OG0000573	Syas.g_00952	Prbl.g_01774
OG0000574	Syas.g_00951	Prbl.g_01773
OG0000575	Syas.g_00848	Prbl.g_01764
OG0000576	Syas.g_00850	Prbl.g_01762
OG0000577	Syas.g_00851	Prbl.g_01761
OG0000578	Syas.g_00852	Prbl.g_01760
OG0000579	Syas.g_00853	Prbl.g_01759
OG0000580	Syas.g_00854	Prbl.g_01758
OG0000581	Syas.g_00861	Prbl.g_01754
