Orthogroup	Syas	Prai
OG0000235	Syas.g_01254	Prai.g_00509
OG0000236	Syas.g_01237	Prai.g_00523
OG0000237	Syas.g_01220	Prai.g_00536
OG0000238	Syas.g_01215	Prai.g_00542
OG0000239	Syas.g_00012	Prai.g_00553
OG0000240	Syas.g_00013	Prai.g_00554
OG0000241	Syas.g_00754	Prai.g_00558
OG0000242	Syas.g_00059	Prai.g_00560
OG0000243	Syas.g_00777	Prai.g_00571
OG0000244	Syas.g_00784	Prai.g_00574
OG0000245	Syas.g_00786	Prai.g_00576
OG0000246	Syas.g_00790	Prai.g_00580
OG0000247	Syas.g_00802	Prai.g_00590
OG0000248	Syas.g_00805	Prai.g_00593
OG0000249	Syas.g_00807	Prai.g_00595
OG0000250	Syas.g_00814	Prai.g_00600
OG0000251	Syas.g_00845	Prai.g_00619
OG0000252	Syas.g_00950	Prai.g_00622
OG0000253	Syas.g_00846	Prai.g_00623
OG0000254	Syas.g_00869	Prai.g_00639
OG0000255	Syas.g_00132, Syas.g_01062	Prai.g_00645
OG0000256	Syas.g_00104	Prai.g_00656
OG0000257	Syas.g_00757	Prai.g_00659
OG0000258	Syas.g_00733	Prai.g_00672
OG0000259	Syas.g_00708	Prai.g_00689
OG0000260	Syas.g_00705	Prai.g_00692
OG0000261	Syas.g_00701	Prai.g_00694
OG0000262	Syas.g_00695	Prai.g_00698
OG0000263	Syas.g_01103	Prai.g_00710
OG0000264	Syas.g_02588	Prai.g_00720
OG0000266	Syas.g_00186	Prai.g_00758
OG0000267	Syas.g_00377	Prai.g_00769
OG0000268	Syas.g_00390	Prai.g_00770
OG0000269	Syas.g_00601	Prai.g_00853
OG0000270	Syas.g_00598	Prai.g_00850
OG0000271	Syas.g_00590	Prai.g_00842
OG0000272	Syas.g_00589	Prai.g_00840, Prai.g_00841
OG0000273	Syas.g_00563	Prai.g_00817
OG0000274	Syas.g_00562	Prai.g_00816
OG0000275	Syas.g_00230	Prai.g_00741, Prai.g_00813
OG0000276	Syas.g_00237	Prai.g_00808
OG0000277	Syas.g_00238	Prai.g_00807
OG0000278	Syas.g_00241	Prai.g_00804
OG0000279	Syas.g_00288	Prai.g_00797
OG0000280	Syas.g_00889, Syas.g_00481	Prai.g_00796
OG0000281	Syas.g_00970	Prai.g_00791
OG0000282	Syas.g_00672	Prai.g_01044
OG0000283	Syas.g_00409	Prai.g_01012
OG0000284	Syas.g_00416	Prai.g_01007
OG0000285	Syas.g_00436	Prai.g_01002
OG0000286	Syas.g_00460	Prai.g_00990
OG0000287	Syas.g_00534	Prai.g_00973
OG0000288	Syas.g_00220	Prai.g_00944
OG0000289	Syas.g_00205	Prai.g_00934
OG0000290	Syas.g_01016	Prai.g_00921
OG0000292	Syas.g_02020	Prai.g_01107
OG0000293	Syas.g_01197	Prai.g_01163
OG0000294	Syas.g_01196	Prai.g_01164
OG0000295	Syas.g_01139	Prai.g_01183
OG0000296	Syas.g_01137	Prai.g_01185
OG0000299	Syas.g_01087	Prai.g_01213
OG0000300	Syas.g_01082	Prai.g_01216
OG0000301	Syas.g_01081	Prai.g_01217
OG0000302	Syas.g_01080	Prai.g_01219
OG0000303	Syas.g_01071	Prai.g_01226
OG0000304	Syas.g_01066	Prai.g_01230
OG0000305	Syas.g_01023	Prai.g_01362
OG0000306	Syas.g_01929	Prai.g_01365
OG0000307	Syas.g_01270	Prai.g_01379
OG0000308	Syas.g_01272	Prai.g_01380
OG0000309	Syas.g_01364	Prai.g_01384
OG0000310	Syas.g_02796	Prai.g_01448
OG0000311	Syas.g_02799	Prai.g_01450
OG0000312	Syas.g_02804	Prai.g_01453
OG0000313	Syas.g_02823	Prai.g_01467
OG0000315	Syas.g_01306	Prai.g_01499
OG0000316	Syas.g_02728	Prai.g_01519
OG0000317	Syas.g_02687	Prai.g_01636
OG0000318	Syas.g_02680	Prai.g_01639
OG0000319	Syas.g_02663	Prai.g_01652
OG0000320	Syas.g_02661	Prai.g_01654
OG0000321	Syas.g_02660	Prai.g_01655
OG0000322	Syas.g_02659	Prai.g_01656
OG0000323	Syas.g_02646	Prai.g_01665
OG0000324	Syas.g_02578	Prai.g_01691
OG0000325	Syas.g_01668	Prai.g_01702
OG0000326	Syas.g_01661	Prai.g_01708
OG0000327	Syas.g_01634	Prai.g_01735
OG0000328	Syas.g_01633	Prai.g_01736
OG0000329	Syas.g_01615	Prai.g_01754
OG0000330	Syas.g_01614	Prai.g_01755
OG0000331	Syas.g_01613	Prai.g_01756
OG0000332	Syas.g_01598	Prai.g_01770
OG0000333	Syas.g_01595	Prai.g_01777
OG0000334	Syas.g_01586	Prai.g_01785
OG0000335	Syas.g_01581	Prai.g_01790
OG0000336	Syas.g_01577	Prai.g_01794
OG0000337	Syas.g_02211	Prai.g_01810
OG0000338	Syas.g_02199	Prai.g_01811
OG0000339	Syas.g_02192	Prai.g_01815
OG0000340	Syas.g_02183	Prai.g_01823
OG0000341	Syas.g_02181	Prai.g_01825
OG0000342	Syas.g_02180	Prai.g_01826
OG0000343	Syas.g_02176	Prai.g_01827
OG0000344	Syas.g_02172	Prai.g_01830
OG0000345	Syas.g_02160	Prai.g_01835
OG0000346	Syas.g_02155	Prai.g_01839
OG0000347	Syas.g_02136	Prai.g_01855
OG0000348	Syas.g_02107	Prai.g_01866
OG0000349	Syas.g_02085	Prai.g_01883
OG0000350	Syas.g_01654	Prai.g_01901
OG0000351	Syas.g_01998	Prai.g_01918
OG0000352	Syas.g_01999	Prai.g_01919
OG0000353	Syas.g_02033	Prai.g_01935
OG0000355	Syas.g_02035	Prai.g_00001
OG0000356	Syas.g_02036	Prai.g_00002
OG0000357	Syas.g_02037	Prai.g_00003
OG0000358	Syas.g_02041	Prai.g_00007
OG0000359	Syas.g_02043	Prai.g_00008
OG0000360	Syas.g_02044	Prai.g_00009
OG0000361	Syas.g_02045	Prai.g_00010
OG0000362	Syas.g_02047	Prai.g_00012
OG0000363	Syas.g_02049	Prai.g_00014
OG0000364	Syas.g_02685	Prai.g_00015
OG0000365	Syas.g_02058	Prai.g_00020
OG0000366	Syas.g_02059	Prai.g_00021
OG0000368	Syas.g_02062	Prai.g_00024
OG0000369	Syas.g_02063	Prai.g_00025
OG0000370	Syas.g_02064	Prai.g_00026
OG0000371	Syas.g_02073	Prai.g_00032
OG0000372	Syas.g_02078	Prai.g_00035
OG0000373	Syas.g_02079	Prai.g_00036
OG0000374	Syas.g_02080	Prai.g_00037
OG0000375	Syas.g_02081	Prai.g_00047
OG0000376	Syas.g_02083	Prai.g_00049
OG0000377	Syas.g_01879	Prai.g_00052
OG0000378	Syas.g_01867	Prai.g_00054
OG0000379	Syas.g_01859	Prai.g_00057
OG0000380	Syas.g_02523	Prai.g_00066
OG0000381	Syas.g_02521	Prai.g_00070
OG0000382	Syas.g_02503	Prai.g_00081
OG0000383	Syas.g_02480	Prai.g_00083
OG0000384	Syas.g_02479	Prai.g_00084
OG0000385	Syas.g_02478	Prai.g_00085
OG0000386	Syas.g_02477	Prai.g_00086
OG0000387	Syas.g_00134	Prai.g_00099
OG0000388	Syas.g_02426	Prai.g_00102
OG0000389	Syas.g_02422	Prai.g_00106
OG0000390	Syas.g_02406	Prai.g_00113
OG0000391	Syas.g_02401	Prai.g_00116
OG0000392	Syas.g_02396	Prai.g_00120
OG0000393	Syas.g_02394	Prai.g_00122
OG0000394	Syas.g_02393	Prai.g_00123
OG0000395	Syas.g_02392	Prai.g_00124
OG0000396	Syas.g_02389	Prai.g_00127
OG0000397	Syas.g_02387	Prai.g_00129
OG0000398	Syas.g_02382	Prai.g_00131
OG0000399	Syas.g_02381	Prai.g_00132
OG0000400	Syas.g_02380	Prai.g_00133
OG0000401	Syas.g_02379	Prai.g_00134
OG0000402	Syas.g_02377	Prai.g_00136
OG0000403	Syas.g_02376	Prai.g_00137
OG0000404	Syas.g_02375	Prai.g_00138
OG0000405	Syas.g_02369	Prai.g_00142
OG0000406	Syas.g_02365	Prai.g_00158
OG0000407	Syas.g_02364	Prai.g_00159
OG0000408	Syas.g_02361	Prai.g_00161
OG0000409	Syas.g_02359	Prai.g_00163
OG0000410	Syas.g_02358	Prai.g_00164
OG0000411	Syas.g_02357	Prai.g_00165
OG0000412	Syas.g_02356	Prai.g_00166
OG0000413	Syas.g_02354	Prai.g_00167
OG0000414	Syas.g_02353	Prai.g_01288, Prai.g_00168
OG0000415	Syas.g_02352	Prai.g_00169
OG0000416	Syas.g_02351	Prai.g_00170
OG0000417	Syas.g_02338	Prai.g_00171
OG0000418	Syas.g_02333	Prai.g_00176
OG0000419	Syas.g_02331	Prai.g_00178
OG0000420	Syas.g_02329	Prai.g_00179
OG0000421	Syas.g_02324	Prai.g_00184
OG0000422	Syas.g_02323	Prai.g_00185
OG0000423	Syas.g_02322	Prai.g_00186
OG0000424	Syas.g_02321	Prai.g_00187
OG0000425	Syas.g_02320	Prai.g_00188
OG0000426	Syas.g_02319	Prai.g_00189
OG0000427	Syas.g_02318	Prai.g_00190
OG0000428	Syas.g_02315	Prai.g_00192
OG0000429	Syas.g_02312	Prai.g_00193
OG0000430	Syas.g_02311	Prai.g_00194
OG0000431	Syas.g_02296	Prai.g_00196
OG0000432	Syas.g_02288	Prai.g_00199
OG0000433	Syas.g_02286	Prai.g_00200
OG0000434	Syas.g_02285	Prai.g_00201
OG0000435	Syas.g_02282	Prai.g_00202
OG0000436	Syas.g_02273	Prai.g_00207
OG0000437	Syas.g_02272	Prai.g_00208
OG0000438	Syas.g_02271	Prai.g_00209
OG0000439	Syas.g_02269	Prai.g_00211
OG0000440	Syas.g_02268	Prai.g_00212
OG0000441	Syas.g_02265	Prai.g_00215
OG0000442	Syas.g_02259	Prai.g_00216
OG0000443	Syas.g_02241	Prai.g_00217
OG0000444	Syas.g_02234	Prai.g_00222
OG0000445	Syas.g_02233	Prai.g_00223
OG0000446	Syas.g_02231	Prai.g_00224
OG0000447	Syas.g_02229	Prai.g_00225
OG0000448	Syas.g_02228	Prai.g_00226
OG0000449	Syas.g_02226	Prai.g_00227
OG0000450	Syas.g_01834	Prai.g_00228
OG0000451	Syas.g_01835	Prai.g_00229
OG0000452	Syas.g_01844	Prai.g_00232
OG0000453	Syas.g_01845	Prai.g_00233
OG0000454	Syas.g_01846	Prai.g_00234
OG0000455	Syas.g_01847	Prai.g_00235
OG0000456	Syas.g_01848	Prai.g_00236
OG0000457	Syas.g_01850	Prai.g_00237
OG0000458	Syas.g_01851	Prai.g_00238
OG0000459	Syas.g_01852	Prai.g_00239
OG0000460	Syas.g_02554	Prai.g_00246
OG0000461	Syas.g_01686	Prai.g_00255
OG0000462	Syas.g_01688	Prai.g_00257
OG0000463	Syas.g_01689	Prai.g_00258
OG0000464	Syas.g_01690	Prai.g_00259
OG0000465	Syas.g_01692	Prai.g_00260
OG0000466	Syas.g_01697	Prai.g_00263
OG0000467	Syas.g_01698	Prai.g_00264
OG0000468	Syas.g_01703	Prai.g_00266
OG0000469	Syas.g_01725	Prai.g_00275
OG0000470	Syas.g_01727	Prai.g_00277
OG0000471	Syas.g_01728	Prai.g_00278
OG0000472	Syas.g_01729	Prai.g_00279
OG0000473	Syas.g_01731	Prai.g_00281
OG0000474	Syas.g_01732	Prai.g_00282
OG0000475	Syas.g_01733	Prai.g_00283
OG0000476	Syas.g_01735	Prai.g_00284
OG0000477	Syas.g_01740	Prai.g_00288
OG0000478	Syas.g_01741	Prai.g_00289
OG0000479	Syas.g_01749	Prai.g_00290
OG0000480	Syas.g_01756	Prai.g_00295
OG0000481	Syas.g_00161, Syas.g_00162	Prai.g_00297
OG0000482	Syas.g_01758	Prai.g_00298
OG0000483	Syas.g_01762	Prai.g_00301
OG0000484	Syas.g_01763	Prai.g_00302
OG0000485	Syas.g_01764	Prai.g_00303
OG0000486	Syas.g_01765	Prai.g_00304
OG0000487	Syas.g_01771	Prai.g_00308
OG0000488	Syas.g_01779	Prai.g_00311
OG0000489	Syas.g_01823	Prai.g_00316
OG0000490	Syas.g_01808	Prai.g_00321
OG0000491	Syas.g_01806	Prai.g_00322
OG0000492	Syas.g_01803	Prai.g_00324
OG0000493	Syas.g_01802	Prai.g_00325
OG0000494	Syas.g_01801	Prai.g_00326
OG0000495	Syas.g_01799	Prai.g_00327
OG0000496	Syas.g_01798	Prai.g_00328
OG0000497	Syas.g_01797	Prai.g_00329
OG0000498	Syas.g_01796	Prai.g_00330
OG0000499	Syas.g_01795	Prai.g_00331
OG0000500	Syas.g_01794	Prai.g_00332
OG0000501	Syas.g_01791	Prai.g_00334
OG0000502	Syas.g_02216	Prai.g_00337
OG0000503	Syas.g_01541	Prai.g_00347
OG0000504	Syas.g_01539	Prai.g_00348
OG0000505	Syas.g_01538	Prai.g_00349
OG0000506	Syas.g_01536	Prai.g_00351
OG0000507	Syas.g_01530	Prai.g_00354
OG0000508	Syas.g_01523	Prai.g_00357
OG0000509	Syas.g_01521	Prai.g_00359
OG0000510	Syas.g_01520	Prai.g_00360
OG0000511	Syas.g_01519	Prai.g_00361
OG0000512	Syas.g_01517	Prai.g_00363
OG0000513	Syas.g_01508	Prai.g_00370
OG0000514	Syas.g_01504	Prai.g_00462
OG0000515	Syas.g_01503	Prai.g_00463
OG0000516	Syas.g_01501	Prai.g_00464
OG0000517	Syas.g_01498	Prai.g_00466
OG0000518	Syas.g_00360, Syas.g_02746	Prai.g_00477
OG0000519	Syas.g_02747	Prai.g_00478
OG0000520	Syas.g_02748	Prai.g_00479
OG0000521	Syas.g_01281	Prai.g_00484
OG0000522	Syas.g_01279	Prai.g_00486
OG0000523	Syas.g_01278	Prai.g_00487
OG0000524	Syas.g_01354	Prai.g_00492
OG0000525	Syas.g_01342	Prai.g_00495
OG0000526	Syas.g_01340	Prai.g_00496
OG0000527	Syas.g_01335	Prai.g_00503
OG0000528	Syas.g_01256	Prai.g_00508
OG0000529	Syas.g_01252	Prai.g_00511
OG0000530	Syas.g_01249	Prai.g_00514
OG0000531	Syas.g_01248	Prai.g_00515
OG0000532	Syas.g_01245	Prai.g_00517
OG0000533	Syas.g_01243	Prai.g_00518
OG0000534	Syas.g_01242	Prai.g_00519
OG0000535	Syas.g_01241	Prai.g_00520
OG0000536	Syas.g_01240	Prai.g_00521
OG0000537	Syas.g_01238	Prai.g_00522
OG0000538	Syas.g_01228	Prai.g_00530
OG0000539	Syas.g_01227	Prai.g_00531
OG0000540	Syas.g_01226	Prai.g_00532
OG0000541	Syas.g_01225	Prai.g_00533
OG0000542	Syas.g_01221	Prai.g_00535
OG0000543	Syas.g_01219	Prai.g_00537
OG0000544	Syas.g_01218	Prai.g_00538
OG0000545	Syas.g_01216	Prai.g_00540
OG0000546	Syas.g_01214	Prai.g_00543
OG0000547	Syas.g_01212	Prai.g_00544
OG0000548	Syas.g_01211	Prai.g_00545
OG0000549	Syas.g_00005	Prai.g_00547
OG0000550	Syas.g_00010	Prai.g_00552
OG0000551	Syas.g_00015	Prai.g_00555
OG0000552	Syas.g_00016	Prai.g_00556
OG0000553	Syas.g_00019	Prai.g_00557
OG0000554	Syas.g_00063	Prai.g_00562
OG0000555	Syas.g_00775	Prai.g_00570
OG0000556	Syas.g_00781	Prai.g_00572
OG0000557	Syas.g_00783	Prai.g_00573
OG0000558	Syas.g_00785	Prai.g_00575
OG0000559	Syas.g_00789	Prai.g_00579
OG0000560	Syas.g_00792	Prai.g_00582
OG0000561	Syas.g_00793	Prai.g_00583
OG0000562	Syas.g_00794	Prai.g_00584
OG0000563	Syas.g_00795	Prai.g_00585
OG0000564	Syas.g_00796	Prai.g_00586
OG0000565	Syas.g_00800	Prai.g_00589
OG0000566	Syas.g_00804	Prai.g_00592
OG0000567	Syas.g_00808	Prai.g_00596
OG0000568	Syas.g_00810	Prai.g_00597
OG0000569	Syas.g_00811	Prai.g_00598
OG0000570	Syas.g_00812	Prai.g_00599
OG0000571	Syas.g_00815	Prai.g_00601
OG0000572	Syas.g_00839	Prai.g_00614
OG0000573	Syas.g_00952	Prai.g_00620
OG0000574	Syas.g_00951	Prai.g_00621
OG0000575	Syas.g_00848	Prai.g_00625
OG0000576	Syas.g_00850	Prai.g_00627
OG0000577	Syas.g_00851	Prai.g_00628
OG0000578	Syas.g_00852	Prai.g_00629
OG0000579	Syas.g_00853	Prai.g_00630
OG0000580	Syas.g_00854	Prai.g_00631
OG0000581	Syas.g_00861	Prai.g_00633
OG0000582	Syas.g_00873	Prai.g_00636
OG0000583	Syas.g_00872	Prai.g_00637
OG0000584	Syas.g_00871	Prai.g_00638
OG0000585	Syas.g_00868	Prai.g_00640
OG0000586	Syas.g_00867	Prai.g_00641
OG0000587	Syas.g_00865	Prai.g_00642
OG0000588	Syas.g_00960	Prai.g_00646
OG0000589	Syas.g_00121	Prai.g_00650
OG0000590	Syas.g_00120	Prai.g_00651
OG0000591	Syas.g_00106	Prai.g_00654
OG0000592	Syas.g_00105	Prai.g_00655
OG0000593	Syas.g_00750	Prai.g_00661
OG0000594	Syas.g_00749	Prai.g_00662
OG0000595	Syas.g_00748	Prai.g_00663
OG0000596	Syas.g_00743	Prai.g_00667
OG0000597	Syas.g_00740	Prai.g_00669
OG0000598	Syas.g_00739	Prai.g_00670
OG0000599	Syas.g_00732	Prai.g_00673
OG0000600	Syas.g_00731	Prai.g_00674
OG0000601	Syas.g_00730	Prai.g_00675
OG0000602	Syas.g_00725	Prai.g_00677
OG0000603	Syas.g_00724	Prai.g_00678
OG0000604	Syas.g_00721	Prai.g_00679
OG0000605	Syas.g_00719	Prai.g_00680
OG0000606	Syas.g_00716	Prai.g_00683
OG0000607	Syas.g_00713	Prai.g_00686
OG0000608	Syas.g_00712	Prai.g_00687
OG0000609	Syas.g_00710	Prai.g_00688
OG0000610	Syas.g_00702	Prai.g_00693
