Orthogroup	Syas	Syaa
OG0000279	Syas.g_00288	Syaa.g_00822
OG0000280	Syas.g_00889, Syas.g_00481	Syaa.g_00815
OG0000282	Syas.g_00672	Syaa.g_01096
OG0000283	Syas.g_00409	Syaa.g_01396
OG0000284	Syas.g_00416	Syaa.g_01390
OG0000285	Syas.g_00436	Syaa.g_01377
OG0000286	Syas.g_00460	Syaa.g_01358
OG0000287	Syas.g_00534	Syaa.g_01330
OG0000288	Syas.g_00220	Syaa.g_01299
OG0000289	Syas.g_00205	Syaa.g_01285
OG0000290	Syas.g_01016	Syaa.g_00875
OG0000292	Syas.g_02020	Syaa.g_02751
OG0000293	Syas.g_01197	Syaa.g_00758
OG0000295	Syas.g_01139	Syaa.g_00796
OG0000296	Syas.g_01137	Syaa.g_00798
OG0000299	Syas.g_01087	Syaa.g_00982
OG0000300	Syas.g_01082	Syaa.g_00976
OG0000301	Syas.g_01081	Syaa.g_00975
OG0000302	Syas.g_01080	Syaa.g_00972
OG0000303	Syas.g_01071	Syaa.g_00963
OG0000304	Syas.g_01066	Syaa.g_00957
OG0000305	Syas.g_01023	Syaa.g_00881
OG0000306	Syas.g_01929	Syaa.g_00807
OG0000307	Syas.g_01270	Syaa.g_02068
OG0000308	Syas.g_01272	Syaa.g_02070
OG0000309	Syas.g_01364	Syaa.g_02075
OG0000310	Syas.g_02796	Syaa.g_01752
OG0000311	Syas.g_02799	Syaa.g_01757
OG0000312	Syas.g_02804	Syaa.g_01762
OG0000313	Syas.g_02823	Syaa.g_01779
OG0000315	Syas.g_01306	Syaa.g_01816
OG0000316	Syas.g_02728	Syaa.g_00598
OG0000317	Syas.g_02687	Syaa.g_00556
OG0000318	Syas.g_02680	Syaa.g_00550
OG0000319	Syas.g_02663	Syaa.g_00532
OG0000320	Syas.g_02661	Syaa.g_00530
OG0000321	Syas.g_02660	Syaa.g_00529
OG0000322	Syas.g_02659	Syaa.g_00528
OG0000323	Syas.g_02646	Syaa.g_00496
OG0000324	Syas.g_02578	Syaa.g_00653
OG0000325	Syas.g_01668	Syaa.g_02350
OG0000327	Syas.g_01634	Syaa.g_02294
OG0000328	Syas.g_01633	Syaa.g_02293
OG0000329	Syas.g_01615	Syaa.g_02275
OG0000330	Syas.g_01614	Syaa.g_02274
OG0000331	Syas.g_01613	Syaa.g_02273
OG0000333	Syas.g_01595	Syaa.g_02255
OG0000334	Syas.g_01586	Syaa.g_02246
OG0000335	Syas.g_01581	Syaa.g_02241
OG0000336	Syas.g_01577	Syaa.g_02237
OG0000337	Syas.g_02211	Syaa.g_00167
OG0000338	Syas.g_02199	Syaa.g_00162
OG0000339	Syas.g_02192	Syaa.g_00156
OG0000340	Syas.g_02183	Syaa.g_00144
OG0000341	Syas.g_02181	Syaa.g_00142
OG0000342	Syas.g_02180	Syaa.g_00141
OG0000343	Syas.g_02176	Syaa.g_00140
OG0000344	Syas.g_02172	Syaa.g_00136
OG0000345	Syas.g_02160	Syaa.g_00127
OG0000346	Syas.g_02155	Syaa.g_00122
OG0000347	Syas.g_02136	Syaa.g_00088
OG0000348	Syas.g_02107	Syaa.g_00071
OG0000349	Syas.g_02085	Syaa.g_00053
OG0000350	Syas.g_01654	Syaa.g_02336
OG0000351	Syas.g_01998	Syaa.g_02730
OG0000352	Syas.g_01999	Syaa.g_02731
OG0000353	Syas.g_02033	Syaa.g_02757
OG0000354	Syas.g_01209	Syaa.g_02008, Syaa.g_02009
OG0000354	Syas.g_02052	Syaa.g_00019, Syaa.g_00020
OG0000355	Syas.g_02035	Syaa.g_00001
OG0000356	Syas.g_02036	Syaa.g_00002
OG0000357	Syas.g_02037	Syaa.g_00003
OG0000358	Syas.g_02041	Syaa.g_00007
OG0000359	Syas.g_02043	Syaa.g_00009
OG0000360	Syas.g_02044	Syaa.g_00010
OG0000361	Syas.g_02045	Syaa.g_00011
OG0000362	Syas.g_02047	Syaa.g_00013
OG0000363	Syas.g_02049	Syaa.g_00015
OG0000364	Syas.g_02685	Syaa.g_00016
OG0000365	Syas.g_02058	Syaa.g_00027
OG0000366	Syas.g_02059	Syaa.g_00028
OG0000368	Syas.g_02062	Syaa.g_00031
OG0000369	Syas.g_02063	Syaa.g_00032
OG0000370	Syas.g_02064	Syaa.g_00033
OG0000371	Syas.g_02073	Syaa.g_00041
OG0000372	Syas.g_02078	Syaa.g_00046
OG0000373	Syas.g_02079	Syaa.g_00047
OG0000374	Syas.g_02080	Syaa.g_00048
OG0000375	Syas.g_02081	Syaa.g_00049
OG0000376	Syas.g_02083	Syaa.g_00051
OG0000377	Syas.g_01879	Syaa.g_02585
OG0000378	Syas.g_01867	Syaa.g_02577
OG0000379	Syas.g_01859	Syaa.g_02574
OG0000380	Syas.g_02523	Syaa.g_00357
OG0000381	Syas.g_02521	Syaa.g_00353
OG0000382	Syas.g_02503	Syaa.g_00335
OG0000383	Syas.g_02480	Syaa.g_00333
OG0000384	Syas.g_02479	Syaa.g_00332
OG0000385	Syas.g_02478	Syaa.g_00331
OG0000386	Syas.g_02477	Syaa.g_00330
OG0000387	Syas.g_00134	Syaa.g_02371
OG0000388	Syas.g_02426	Syaa.g_02375
OG0000389	Syas.g_02422	Syaa.g_02379
OG0000390	Syas.g_02406	Syaa.g_02398
OG0000391	Syas.g_02401	Syaa.g_02403
OG0000392	Syas.g_02396	Syaa.g_02409
OG0000393	Syas.g_02394	Syaa.g_02412
OG0000394	Syas.g_02393	Syaa.g_02413
OG0000395	Syas.g_02392	Syaa.g_02414
OG0000396	Syas.g_02389	Syaa.g_02417
OG0000397	Syas.g_02387	Syaa.g_02419
OG0000398	Syas.g_02382	Syaa.g_02424
OG0000399	Syas.g_02381	Syaa.g_02425
OG0000400	Syas.g_02380	Syaa.g_02426
OG0000401	Syas.g_02379	Syaa.g_02427
OG0000402	Syas.g_02377	Syaa.g_02429
OG0000403	Syas.g_02376	Syaa.g_02430
OG0000404	Syas.g_02375	Syaa.g_02431
OG0000405	Syas.g_02369	Syaa.g_02446
OG0000406	Syas.g_02365	Syaa.g_02450
OG0000407	Syas.g_02364	Syaa.g_02451
OG0000408	Syas.g_02361	Syaa.g_02458
OG0000409	Syas.g_02359	Syaa.g_02460
OG0000410	Syas.g_02358	Syaa.g_02461
OG0000411	Syas.g_02357	Syaa.g_02462
OG0000412	Syas.g_02356	Syaa.g_02463
OG0000413	Syas.g_02354	Syaa.g_02465
OG0000415	Syas.g_02352	Syaa.g_02466
OG0000416	Syas.g_02351	Syaa.g_02467
OG0000417	Syas.g_02338	Syaa.g_02468
OG0000418	Syas.g_02333	Syaa.g_02473
OG0000419	Syas.g_02331	Syaa.g_02475
OG0000420	Syas.g_02329	Syaa.g_02477
OG0000421	Syas.g_02324	Syaa.g_02482
OG0000422	Syas.g_02323	Syaa.g_02483
OG0000423	Syas.g_02322	Syaa.g_02484
OG0000424	Syas.g_02321	Syaa.g_02485
OG0000425	Syas.g_02320	Syaa.g_02486
OG0000426	Syas.g_02319	Syaa.g_02487
OG0000427	Syas.g_02318	Syaa.g_02488
OG0000428	Syas.g_02315	Syaa.g_02491
OG0000429	Syas.g_02312	Syaa.g_02493
OG0000430	Syas.g_02311	Syaa.g_02495
OG0000431	Syas.g_02296	Syaa.g_02498
OG0000432	Syas.g_02288	Syaa.g_02504
OG0000433	Syas.g_02286	Syaa.g_02513
OG0000434	Syas.g_02285	Syaa.g_02514
OG0000435	Syas.g_02282	Syaa.g_02516
OG0000436	Syas.g_02273	Syaa.g_02525
OG0000437	Syas.g_02272	Syaa.g_02526
OG0000438	Syas.g_02271	Syaa.g_02527
OG0000439	Syas.g_02269	Syaa.g_02529
OG0000440	Syas.g_02268	Syaa.g_02530
OG0000441	Syas.g_02265	Syaa.g_02534
OG0000442	Syas.g_02259	Syaa.g_02535
OG0000443	Syas.g_02241	Syaa.g_02536
OG0000444	Syas.g_02234	Syaa.g_02542
OG0000445	Syas.g_02233	Syaa.g_02543
OG0000446	Syas.g_02231	Syaa.g_02545
OG0000447	Syas.g_02229	Syaa.g_02548
OG0000448	Syas.g_02228	Syaa.g_02549
OG0000449	Syas.g_02226	Syaa.g_02550
OG0000450	Syas.g_01834	Syaa.g_02553
OG0000451	Syas.g_01835	Syaa.g_02554
OG0000452	Syas.g_01844	Syaa.g_02558
OG0000453	Syas.g_01845	Syaa.g_02559
OG0000454	Syas.g_01846	Syaa.g_02560
OG0000455	Syas.g_01847	Syaa.g_02561
OG0000456	Syas.g_01848	Syaa.g_02562
OG0000457	Syas.g_01850	Syaa.g_02564
OG0000458	Syas.g_01851	Syaa.g_02565
OG0000459	Syas.g_01852	Syaa.g_02566
OG0000460	Syas.g_02554	Syaa.g_02111
OG0000461	Syas.g_01686	Syaa.g_00318
OG0000462	Syas.g_01688	Syaa.g_00315
OG0000463	Syas.g_01689	Syaa.g_00314
OG0000464	Syas.g_01690	Syaa.g_00313
OG0000465	Syas.g_01692	Syaa.g_00311
OG0000466	Syas.g_01697	Syaa.g_00306
OG0000467	Syas.g_01698	Syaa.g_00304
OG0000468	Syas.g_01703	Syaa.g_00299
OG0000469	Syas.g_01725	Syaa.g_00285
OG0000470	Syas.g_01727	Syaa.g_00283
OG0000471	Syas.g_01728	Syaa.g_00282
OG0000472	Syas.g_01729	Syaa.g_00280
OG0000473	Syas.g_01731	Syaa.g_00278
OG0000474	Syas.g_01732	Syaa.g_00277
OG0000475	Syas.g_01733	Syaa.g_00276
OG0000476	Syas.g_01735	Syaa.g_00274
OG0000477	Syas.g_01740	Syaa.g_00268
OG0000478	Syas.g_01741	Syaa.g_00267
OG0000479	Syas.g_01749	Syaa.g_00266
OG0000480	Syas.g_01756	Syaa.g_00259
OG0000481	Syas.g_00161, Syas.g_00162	Syaa.g_00257
OG0000482	Syas.g_01758	Syaa.g_00256
OG0000483	Syas.g_01762	Syaa.g_00252
OG0000484	Syas.g_01763	Syaa.g_00251
OG0000485	Syas.g_01764	Syaa.g_00250
OG0000486	Syas.g_01765	Syaa.g_00249
OG0000487	Syas.g_01771	Syaa.g_00243
OG0000488	Syas.g_01779	Syaa.g_00239
OG0000489	Syas.g_01823	Syaa.g_00228
OG0000490	Syas.g_01808	Syaa.g_00220
OG0000491	Syas.g_01806	Syaa.g_00218
OG0000492	Syas.g_01803	Syaa.g_00214
OG0000493	Syas.g_01802	Syaa.g_00213
OG0000494	Syas.g_01801	Syaa.g_00212
OG0000495	Syas.g_01799	Syaa.g_00211
OG0000496	Syas.g_01798	Syaa.g_00210
OG0000497	Syas.g_01797	Syaa.g_00209
OG0000498	Syas.g_01796	Syaa.g_00208
OG0000499	Syas.g_01795	Syaa.g_00207
OG0000500	Syas.g_01794	Syaa.g_00206
OG0000501	Syas.g_01791	Syaa.g_00203
OG0000502	Syas.g_02216	Syaa.g_00190
OG0000503	Syas.g_01541	Syaa.g_02182
OG0000504	Syas.g_01539	Syaa.g_02180
OG0000505	Syas.g_01538	Syaa.g_02179
OG0000506	Syas.g_01536	Syaa.g_02177
OG0000507	Syas.g_01530	Syaa.g_02171
OG0000508	Syas.g_01523	Syaa.g_02167
OG0000509	Syas.g_01521	Syaa.g_02165
OG0000510	Syas.g_01520	Syaa.g_02164
OG0000511	Syas.g_01519	Syaa.g_02163
OG0000512	Syas.g_01517	Syaa.g_02161
OG0000513	Syas.g_01508	Syaa.g_02145
OG0000514	Syas.g_01504	Syaa.g_02118
OG0000515	Syas.g_01503	Syaa.g_02117
OG0000516	Syas.g_01501	Syaa.g_00698
OG0000517	Syas.g_01498	Syaa.g_00702
OG0000518	Syas.g_00360, Syas.g_02746	Syaa.g_00714
OG0000519	Syas.g_02747	Syaa.g_00715
OG0000520	Syas.g_02748	Syaa.g_00716
OG0000521	Syas.g_01281	Syaa.g_01864
OG0000522	Syas.g_01279	Syaa.g_01862
OG0000523	Syas.g_01278	Syaa.g_01859
OG0000524	Syas.g_01354	Syaa.g_01856
OG0000525	Syas.g_01342	Syaa.g_01851
OG0000526	Syas.g_01340	Syaa.g_01848
OG0000527	Syas.g_01335	Syaa.g_01844
OG0000528	Syas.g_01256	Syaa.g_02054
OG0000529	Syas.g_01252	Syaa.g_02050
OG0000530	Syas.g_01249	Syaa.g_02047
OG0000531	Syas.g_01248	Syaa.g_02046
OG0000532	Syas.g_01245	Syaa.g_02043
OG0000533	Syas.g_01243	Syaa.g_02042
OG0000534	Syas.g_01242	Syaa.g_02041
OG0000535	Syas.g_01241	Syaa.g_02040
OG0000536	Syas.g_01240	Syaa.g_02039
OG0000537	Syas.g_01238	Syaa.g_02038
OG0000538	Syas.g_01228	Syaa.g_02027
OG0000539	Syas.g_01227	Syaa.g_02026
OG0000540	Syas.g_01226	Syaa.g_02025
OG0000541	Syas.g_01225	Syaa.g_02024
OG0000542	Syas.g_01221	Syaa.g_02021
OG0000543	Syas.g_01219	Syaa.g_02019
OG0000544	Syas.g_01218	Syaa.g_02018
OG0000545	Syas.g_01216	Syaa.g_02016
OG0000546	Syas.g_01214	Syaa.g_02014
OG0000547	Syas.g_01212	Syaa.g_02012
OG0000548	Syas.g_01211	Syaa.g_02011
OG0000549	Syas.g_00005	Syaa.g_02003
OG0000550	Syas.g_00010	Syaa.g_01998
OG0000551	Syas.g_00015	Syaa.g_01993
OG0000552	Syas.g_00016	Syaa.g_01992
OG0000553	Syas.g_00019	Syaa.g_01990
OG0000554	Syas.g_00063	Syaa.g_01979
OG0000555	Syas.g_00775	Syaa.g_01961
OG0000556	Syas.g_00781	Syaa.g_01957
OG0000557	Syas.g_00783	Syaa.g_01955
OG0000558	Syas.g_00785	Syaa.g_01953
OG0000559	Syas.g_00789	Syaa.g_01949
OG0000560	Syas.g_00792	Syaa.g_01946
OG0000561	Syas.g_00793	Syaa.g_01945
OG0000562	Syas.g_00794	Syaa.g_01944
OG0000563	Syas.g_00795	Syaa.g_01943
OG0000564	Syas.g_00796	Syaa.g_01942
OG0000565	Syas.g_00800	Syaa.g_01939
OG0000566	Syas.g_00804	Syaa.g_01935
OG0000567	Syas.g_00808	Syaa.g_01931
OG0000568	Syas.g_00810	Syaa.g_01928
OG0000569	Syas.g_00811	Syaa.g_01925
OG0000570	Syas.g_00812	Syaa.g_01924
OG0000571	Syas.g_00815	Syaa.g_01920
OG0000572	Syas.g_00839	Syaa.g_01904
OG0000573	Syas.g_00952	Syaa.g_01896
OG0000574	Syas.g_00951	Syaa.g_01895
OG0000575	Syas.g_00848	Syaa.g_01891
OG0000576	Syas.g_00850	Syaa.g_01889
OG0000577	Syas.g_00851	Syaa.g_01888
OG0000578	Syas.g_00852	Syaa.g_01887
OG0000579	Syas.g_00853	Syaa.g_01886
OG0000580	Syas.g_00854	Syaa.g_01885
OG0000581	Syas.g_00861	Syaa.g_01879
OG0000582	Syas.g_00873	Syaa.g_01687
OG0000583	Syas.g_00872	Syaa.g_01686
OG0000584	Syas.g_00871	Syaa.g_01685
OG0000585	Syas.g_00868	Syaa.g_01683
OG0000586	Syas.g_00867	Syaa.g_01682
OG0000587	Syas.g_00865	Syaa.g_01680
OG0000588	Syas.g_00960	Syaa.g_01666
