Orthogroup	Syas	Syar
OG0000239	Syas.g_00012	Syar.g_02687
OG0000240	Syas.g_00013	Syar.g_02686
OG0000241	Syas.g_00754	Syar.g_02410
OG0000242	Syas.g_00059	Syar.g_01926
OG0000243	Syas.g_00777	Syar.g_02335
OG0000244	Syas.g_00784	Syar.g_02327
OG0000245	Syas.g_00786	Syar.g_02325
OG0000246	Syas.g_00790	Syar.g_02321
OG0000247	Syas.g_00802	Syar.g_02310
OG0000248	Syas.g_00805	Syar.g_02307
OG0000249	Syas.g_00807	Syar.g_02305
OG0000250	Syas.g_00814	Syar.g_02299
OG0000251	Syas.g_00845	Syar.g_02194
OG0000252	Syas.g_00950	Syar.g_02189
OG0000253	Syas.g_00846	Syar.g_02028
OG0000254	Syas.g_00869	Syar.g_02169
OG0000255	Syas.g_00132, Syas.g_01062	Syar.g_02224
OG0000256	Syas.g_00104	Syar.g_02244
OG0000257	Syas.g_00757	Syar.g_02407, Syar.g_01762
OG0000258	Syas.g_00733	Syar.g_02427
OG0000259	Syas.g_00708	Syar.g_02472
OG0000260	Syas.g_00705	Syar.g_02475
OG0000261	Syas.g_00701	Syar.g_01916
OG0000262	Syas.g_00695	Syar.g_01690
OG0000263	Syas.g_01103	Syar.g_01991
OG0000264	Syas.g_02588	Syar.g_02135
OG0000266	Syas.g_00186	Syar.g_01570
OG0000268	Syas.g_00390	Syar.g_02589
OG0000269	Syas.g_00601	Syar.g_02634
OG0000270	Syas.g_00598	Syar.g_00744, Syar.g_02637
OG0000271	Syas.g_00590	Syar.g_02645
OG0000272	Syas.g_00589	Syar.g_02646
OG0000273	Syas.g_00563	Syar.g_02481, Syar.g_00008
OG0000274	Syas.g_00562	Syar.g_02482
OG0000275	Syas.g_00230	Syar.g_01810
OG0000276	Syas.g_00237	Syar.g_01817
OG0000277	Syas.g_00238	Syar.g_01818
OG0000278	Syas.g_00241	Syar.g_01821
OG0000279	Syas.g_00288	Syar.g_01838
OG0000280	Syas.g_00889	Syar.g_02067
OG0000280	Syas.g_00481	Syar.g_00734
OG0000281	Syas.g_00970	Syar.g_02218
OG0000282	Syas.g_00672	Syar.g_01614
OG0000283	Syas.g_00409	Syar.g_02574
OG0000284	Syas.g_00416	Syar.g_02568
OG0000285	Syas.g_00436	Syar.g_02560
OG0000286	Syas.g_00460	Syar.g_02540
OG0000287	Syas.g_00534	Syar.g_02512
OG0000288	Syas.g_00220	Syar.g_01801
OG0000289	Syas.g_00205	Syar.g_01786
OG0000290	Syas.g_01016	Syar.g_01928
OG0000291	Syas.g_01018	Syar.g_01930
OG0000292	Syas.g_02020	Syar.g_00463
OG0000293	Syas.g_01197	Syar.g_01526
OG0000294	Syas.g_01196	Syar.g_01527
OG0000295	Syas.g_01139	Syar.g_01951
OG0000296	Syas.g_01137	Syar.g_01953
OG0000297	Syas.g_01124	Syar.g_01967
OG0000298	Syas.g_01123	Syar.g_01968
OG0000299	Syas.g_01087	Syar.g_01704
OG0000300	Syas.g_01082	Syar.g_01646, Syar.g_01711
OG0000301	Syas.g_01081	Syar.g_01712
OG0000302	Syas.g_01080	Syar.g_01713
OG0000303	Syas.g_01071	Syar.g_01723
OG0000304	Syas.g_01066	Syar.g_01728
OG0000305	Syas.g_01023	Syar.g_01933, Syar.g_03163
OG0000306	Syas.g_01929	Syar.g_01884
OG0000307	Syas.g_01270	Syar.g_01452
OG0000308	Syas.g_01272	Syar.g_01450
OG0000309	Syas.g_01364	Syar.g_01239
OG0000310	Syas.g_02796	Syar.g_02826
OG0000311	Syas.g_02799	Syar.g_02823
OG0000312	Syas.g_02804	Syar.g_02818
OG0000313	Syas.g_02823	Syar.g_02804
OG0000314	Syas.g_01296	Syar.g_01403
OG0000315	Syas.g_01306	Syar.g_01393
OG0000316	Syas.g_02728	Syar.g_02885
OG0000317	Syas.g_02687	Syar.g_02926
OG0000318	Syas.g_02680	Syar.g_02930
OG0000319	Syas.g_02663	Syar.g_02954
OG0000320	Syas.g_02661	Syar.g_02956
OG0000321	Syas.g_02660	Syar.g_02957
OG0000322	Syas.g_02659	Syar.g_02958
OG0000323	Syas.g_02646	Syar.g_02973
OG0000324	Syas.g_02578	Syar.g_00350, Syar.g_03001
OG0000325	Syas.g_01668	Syar.g_00148
OG0000326	Syas.g_01661	Syar.g_00139
OG0000327	Syas.g_01634	Syar.g_01029
OG0000328	Syas.g_01633	Syar.g_01030
OG0000329	Syas.g_01615	Syar.g_03189, Syar.g_01048
OG0000330	Syas.g_01614	Syar.g_01049
OG0000331	Syas.g_01613	Syar.g_03191, Syar.g_01050
OG0000332	Syas.g_01598	Syar.g_01064
OG0000333	Syas.g_01595	Syar.g_01067
OG0000334	Syas.g_01586	Syar.g_01076
OG0000335	Syas.g_01581	Syar.g_01080
OG0000336	Syas.g_01577	Syar.g_01084
OG0000337	Syas.g_02211	Syar.g_00285
OG0000338	Syas.g_02199	Syar.g_00287
OG0000339	Syas.g_02192	Syar.g_00658
OG0000340	Syas.g_02183	Syar.g_00247
OG0000341	Syas.g_02181	Syar.g_00249
OG0000342	Syas.g_02180	Syar.g_00250
OG0000343	Syas.g_02176	Syar.g_00256
OG0000344	Syas.g_02172	Syar.g_00260
OG0000345	Syas.g_02160	Syar.g_00612
OG0000346	Syas.g_02155	Syar.g_00607
OG0000347	Syas.g_02136	Syar.g_00558
OG0000348	Syas.g_02107	Syar.g_00544
OG0000349	Syas.g_02085	Syar.g_00521
OG0000350	Syas.g_01654	Syar.g_00132
OG0000351	Syas.g_01998	Syar.g_00442
OG0000352	Syas.g_01999	Syar.g_00443
OG0000353	Syas.g_02033	Syar.g_00469
OG0000354	Syas.g_01209	Syar.g_01514
OG0000354	Syas.g_02052	Syar.g_00487
OG0000355	Syas.g_02035	Syar.g_00471
OG0000356	Syas.g_02036	Syar.g_00472
OG0000357	Syas.g_02037	Syar.g_00473
OG0000358	Syas.g_02041	Syar.g_00477
OG0000359	Syas.g_02043	Syar.g_00479
OG0000360	Syas.g_02044	Syar.g_00480
OG0000361	Syas.g_02045	Syar.g_00481
OG0000362	Syas.g_02047	Syar.g_00483
OG0000363	Syas.g_02049	Syar.g_00484
OG0000364	Syas.g_02685	Syar.g_02928
OG0000365	Syas.g_02058	Syar.g_00493
OG0000366	Syas.g_02059	Syar.g_00494
OG0000368	Syas.g_02062	Syar.g_00497
OG0000369	Syas.g_02063	Syar.g_00498
OG0000370	Syas.g_02064	Syar.g_00499
OG0000371	Syas.g_02073	Syar.g_00508
OG0000372	Syas.g_02078	Syar.g_00514
OG0000373	Syas.g_02079	Syar.g_00515
OG0000374	Syas.g_02080	Syar.g_00516
OG0000375	Syas.g_02081	Syar.g_00517
OG0000376	Syas.g_02083	Syar.g_00519
OG0000377	Syas.g_01879	Syar.g_00322
OG0000378	Syas.g_01867	Syar.g_00905
OG0000379	Syas.g_01859	Syar.g_00910
OG0000380	Syas.g_02523	Syar.g_03039
OG0000381	Syas.g_02521	Syar.g_03041
OG0000382	Syas.g_02503	Syar.g_03057
OG0000383	Syas.g_02480	Syar.g_03074
OG0000384	Syas.g_02479	Syar.g_03075
OG0000385	Syas.g_02478	Syar.g_03076
OG0000386	Syas.g_02477	Syar.g_03077
OG0000387	Syas.g_00134	Syar.g_03109
OG0000388	Syas.g_02426	Syar.g_03113
OG0000389	Syas.g_02422	Syar.g_03118
OG0000390	Syas.g_02406	Syar.g_00033
OG0000391	Syas.g_02401	Syar.g_00038
OG0000392	Syas.g_02396	Syar.g_00045
OG0000393	Syas.g_02394	Syar.g_00048
OG0000394	Syas.g_02393	Syar.g_00049
OG0000395	Syas.g_02392	Syar.g_00050
OG0000396	Syas.g_02389	Syar.g_00053
OG0000397	Syas.g_02387	Syar.g_00055
OG0000398	Syas.g_02382	Syar.g_00060
OG0000399	Syas.g_02381	Syar.g_00061
OG0000400	Syas.g_02380	Syar.g_00062
OG0000401	Syas.g_02379	Syar.g_00063
OG0000402	Syas.g_02377	Syar.g_00065
OG0000403	Syas.g_02376	Syar.g_00066
OG0000404	Syas.g_02375	Syar.g_00067
OG0000405	Syas.g_02369	Syar.g_00076
OG0000406	Syas.g_02365	Syar.g_00080
OG0000407	Syas.g_02364	Syar.g_00081
OG0000408	Syas.g_02361	Syar.g_00083
OG0000409	Syas.g_02359	Syar.g_00085
OG0000410	Syas.g_02358	Syar.g_00086
OG0000411	Syas.g_02357	Syar.g_00087
OG0000412	Syas.g_02356	Syar.g_00088
OG0000413	Syas.g_02354	Syar.g_00090
OG0000414	Syas.g_02353	Syar.g_00091
OG0000415	Syas.g_02352	Syar.g_00092
OG0000416	Syas.g_02351	Syar.g_00093
OG0000417	Syas.g_02338	Syar.g_00095
OG0000418	Syas.g_02333	Syar.g_00100
OG0000419	Syas.g_02331	Syar.g_00102
OG0000420	Syas.g_02329	Syar.g_00104
OG0000421	Syas.g_02324	Syar.g_00109
OG0000422	Syas.g_02323	Syar.g_00110
OG0000423	Syas.g_02322	Syar.g_00111
OG0000424	Syas.g_02321	Syar.g_00112
OG0000425	Syas.g_02320	Syar.g_00113
OG0000426	Syas.g_02319	Syar.g_00114
OG0000427	Syas.g_02318	Syar.g_00115
OG0000428	Syas.g_02315	Syar.g_00118
OG0000429	Syas.g_02312	Syar.g_00121
OG0000430	Syas.g_02311	Syar.g_00123
OG0000431	Syas.g_02296	Syar.g_00127
OG0000432	Syas.g_02288	Syar.g_01009
OG0000433	Syas.g_02286	Syar.g_01007
OG0000434	Syas.g_02285	Syar.g_01006
OG0000435	Syas.g_02282	Syar.g_01003
OG0000436	Syas.g_02273	Syar.g_00994
OG0000437	Syas.g_02272	Syar.g_00993
OG0000438	Syas.g_02271	Syar.g_00992
OG0000439	Syas.g_02269	Syar.g_00990
OG0000440	Syas.g_02268	Syar.g_00989
OG0000441	Syas.g_02265	Syar.g_00986
OG0000442	Syas.g_02259	Syar.g_00977
OG0000443	Syas.g_02241	Syar.g_00964
OG0000444	Syas.g_02234	Syar.g_00954
OG0000445	Syas.g_02233	Syar.g_00953
OG0000446	Syas.g_02231	Syar.g_00951
OG0000447	Syas.g_02229	Syar.g_00948
OG0000448	Syas.g_02228	Syar.g_00947
OG0000449	Syas.g_02226	Syar.g_00946
OG0000450	Syas.g_01834	Syar.g_00939
OG0000451	Syas.g_01835	Syar.g_00938
OG0000452	Syas.g_01844	Syar.g_00934
OG0000453	Syas.g_01845	Syar.g_00933
OG0000454	Syas.g_01846	Syar.g_00932
OG0000455	Syas.g_01847	Syar.g_00931
OG0000456	Syas.g_01848	Syar.g_00930
OG0000457	Syas.g_01850	Syar.g_00928
OG0000458	Syas.g_01851	Syar.g_00918
OG0000459	Syas.g_01852	Syar.g_00917
OG0000460	Syas.g_02554	Syar.g_03024
OG0000461	Syas.g_01686	Syar.g_00153
OG0000462	Syas.g_01688	Syar.g_00155
OG0000463	Syas.g_01689	Syar.g_00156
OG0000464	Syas.g_01690	Syar.g_00157
OG0000465	Syas.g_01692	Syar.g_00159
OG0000466	Syas.g_01697	Syar.g_00164
OG0000467	Syas.g_01698	Syar.g_00165
OG0000468	Syas.g_01703	Syar.g_00170
OG0000469	Syas.g_01725	Syar.g_00203
OG0000470	Syas.g_01727	Syar.g_00206
OG0000471	Syas.g_01728	Syar.g_00207
OG0000472	Syas.g_01729	Syar.g_00208
OG0000473	Syas.g_01731	Syar.g_00210
OG0000474	Syas.g_01732	Syar.g_00211
OG0000475	Syas.g_01733	Syar.g_00212
OG0000476	Syas.g_01735	Syar.g_00214
OG0000477	Syas.g_01740	Syar.g_00219
OG0000478	Syas.g_01741	Syar.g_00220
OG0000479	Syas.g_01749	Syar.g_00221
OG0000480	Syas.g_01756	Syar.g_00228
OG0000481	Syas.g_00161, Syas.g_00162	Syar.g_00230
OG0000482	Syas.g_01758	Syar.g_00231
OG0000483	Syas.g_01762	Syar.g_00235
OG0000484	Syas.g_01763	Syar.g_00236
OG0000485	Syas.g_01764	Syar.g_00237
OG0000486	Syas.g_01765	Syar.g_00238
OG0000487	Syas.g_01771	Syar.g_00245
OG0000488	Syas.g_01779	Syar.g_00853
OG0000489	Syas.g_01823	Syar.g_00833
OG0000490	Syas.g_01808	Syar.g_00823
OG0000491	Syas.g_01806	Syar.g_00822
OG0000492	Syas.g_01803	Syar.g_00727
OG0000493	Syas.g_01802	Syar.g_00726
OG0000494	Syas.g_01801	Syar.g_00725
OG0000495	Syas.g_01799	Syar.g_00724
OG0000496	Syas.g_01798	Syar.g_00723
OG0000497	Syas.g_01797	Syar.g_00722
OG0000498	Syas.g_01796	Syar.g_00721
OG0000499	Syas.g_01795	Syar.g_00720
OG0000500	Syas.g_01794	Syar.g_00719
OG0000501	Syas.g_01791	Syar.g_00716
OG0000502	Syas.g_02216	Syar.g_00275
OG0000503	Syas.g_01541	Syar.g_01118
OG0000504	Syas.g_01539	Syar.g_01120
OG0000505	Syas.g_01538	Syar.g_01121
OG0000506	Syas.g_01536	Syar.g_01123
OG0000507	Syas.g_01530	Syar.g_01129
OG0000508	Syas.g_01523	Syar.g_01141
OG0000509	Syas.g_01521	Syar.g_01143
OG0000510	Syas.g_01520	Syar.g_01144
OG0000511	Syas.g_01519	Syar.g_01145
OG0000512	Syas.g_01517	Syar.g_01147
OG0000513	Syas.g_01508	Syar.g_01166
OG0000514	Syas.g_01504	Syar.g_01169
OG0000515	Syas.g_01503	Syar.g_01170
OG0000516	Syas.g_01501	Syar.g_01172
OG0000517	Syas.g_01498	Syar.g_01176
OG0000518	Syas.g_00360, Syas.g_02746	Syar.g_02868
OG0000519	Syas.g_02747	Syar.g_02867
OG0000520	Syas.g_02748	Syar.g_02866
OG0000521	Syas.g_01281	Syar.g_01419
OG0000522	Syas.g_01279	Syar.g_01421
OG0000523	Syas.g_01278	Syar.g_01422
OG0000524	Syas.g_01354	Syar.g_01244
OG0000525	Syas.g_01342	Syar.g_01263
OG0000526	Syas.g_01340	Syar.g_01266
OG0000527	Syas.g_01335	Syar.g_01271
OG0000528	Syas.g_01256	Syar.g_01466
OG0000529	Syas.g_01252	Syar.g_01470
OG0000530	Syas.g_01249	Syar.g_01473
OG0000531	Syas.g_01248	Syar.g_01474
OG0000532	Syas.g_01245	Syar.g_01477
OG0000533	Syas.g_01243	Syar.g_01479
OG0000534	Syas.g_01242	Syar.g_01480
OG0000535	Syas.g_01241	Syar.g_01481
OG0000536	Syas.g_01240	Syar.g_01482
OG0000537	Syas.g_01238	Syar.g_01483
OG0000538	Syas.g_01228	Syar.g_01496
OG0000539	Syas.g_01227	Syar.g_01497
OG0000540	Syas.g_01226	Syar.g_01498
OG0000541	Syas.g_01225	Syar.g_01499
OG0000542	Syas.g_01221	Syar.g_01502
OG0000543	Syas.g_01219	Syar.g_01504
OG0000544	Syas.g_01218	Syar.g_01505
OG0000545	Syas.g_01216	Syar.g_01507
OG0000546	Syas.g_01214	Syar.g_01509
OG0000547	Syas.g_01212	Syar.g_01511
OG0000548	Syas.g_01211	Syar.g_01512
OG0000549	Syas.g_00005	Syar.g_02693
OG0000550	Syas.g_00010	Syar.g_02689
OG0000551	Syas.g_00015	Syar.g_02684
OG0000552	Syas.g_00016	Syar.g_02683
OG0000553	Syas.g_00019	Syar.g_02679
OG0000554	Syas.g_00063	Syar.g_02352
OG0000555	Syas.g_00775	Syar.g_02336
OG0000556	Syas.g_00781	Syar.g_02332
OG0000557	Syas.g_00783	Syar.g_02328
OG0000558	Syas.g_00785	Syar.g_02326
OG0000559	Syas.g_00789	Syar.g_02322
OG0000560	Syas.g_00792	Syar.g_02320
OG0000561	Syas.g_00793	Syar.g_02319
OG0000562	Syas.g_00794	Syar.g_02318
OG0000563	Syas.g_00795	Syar.g_02317
OG0000564	Syas.g_00796	Syar.g_02316
OG0000565	Syas.g_00800	Syar.g_02312
OG0000566	Syas.g_00804	Syar.g_02308
OG0000567	Syas.g_00808	Syar.g_02304
OG0000568	Syas.g_00810	Syar.g_02302
OG0000569	Syas.g_00811	Syar.g_02301
OG0000570	Syas.g_00812	Syar.g_02300
OG0000571	Syas.g_00815	Syar.g_02298
OG0000572	Syas.g_00839	Syar.g_02201
OG0000573	Syas.g_00952	Syar.g_02191
OG0000574	Syas.g_00951	Syar.g_02190
OG0000575	Syas.g_00848	Syar.g_03180
