Orthogroup	Syas	Praj
OG0000380	Syas.g_02523	Praj.g_00104
OG0000381	Syas.g_02521	Praj.g_00108
OG0000382	Syas.g_02503	Praj.g_00119
OG0000383	Syas.g_02480	Praj.g_00121
OG0000384	Syas.g_02479	Praj.g_00122
OG0000385	Syas.g_02478	Praj.g_00123
OG0000386	Syas.g_02477	Praj.g_00124
OG0000387	Syas.g_00134	Praj.g_00137
OG0000388	Syas.g_02426	Praj.g_00141
OG0000389	Syas.g_02422	Praj.g_00144
OG0000390	Syas.g_02406	Praj.g_00153
OG0000391	Syas.g_02401	Praj.g_00157
OG0000392	Syas.g_02396	Praj.g_00160
OG0000393	Syas.g_02394	Praj.g_00163
OG0000394	Syas.g_02393	Praj.g_00164
OG0000395	Syas.g_02392	Praj.g_00165
OG0000396	Syas.g_02389	Praj.g_00168
OG0000397	Syas.g_02387	Praj.g_00170
OG0000398	Syas.g_02382	Praj.g_00173
OG0000399	Syas.g_02381	Praj.g_00174
OG0000400	Syas.g_02380	Praj.g_00175
OG0000401	Syas.g_02379	Praj.g_00176
OG0000402	Syas.g_02377	Praj.g_01057
OG0000403	Syas.g_02376	Praj.g_00177
OG0000404	Syas.g_02375	Praj.g_00178
OG0000405	Syas.g_02369	Praj.g_00183
OG0000406	Syas.g_02365	Praj.g_00187
OG0000407	Syas.g_02364	Praj.g_00188
OG0000408	Syas.g_02361	Praj.g_00190
OG0000409	Syas.g_02359	Praj.g_00192
OG0000410	Syas.g_02358	Praj.g_00193
OG0000411	Syas.g_02357	Praj.g_00194
OG0000412	Syas.g_02356	Praj.g_00195
OG0000413	Syas.g_02354	Praj.g_00196
OG0000414	Syas.g_02353	Praj.g_00197
OG0000415	Syas.g_02352	Praj.g_00198
OG0000416	Syas.g_02351	Praj.g_00199
OG0000417	Syas.g_02338	Praj.g_00200
OG0000418	Syas.g_02333	Praj.g_00205
OG0000419	Syas.g_02331	Praj.g_00207
OG0000420	Syas.g_02329	Praj.g_00208
OG0000421	Syas.g_02324	Praj.g_00212
OG0000422	Syas.g_02323	Praj.g_00213
OG0000423	Syas.g_02322	Praj.g_00214
OG0000424	Syas.g_02321	Praj.g_00215
OG0000425	Syas.g_02320	Praj.g_00216
OG0000426	Syas.g_02319	Praj.g_00217
OG0000427	Syas.g_02318	Praj.g_00218
OG0000428	Syas.g_02315	Praj.g_00220
OG0000429	Syas.g_02312	Praj.g_00221
OG0000430	Syas.g_02311	Praj.g_00222
OG0000431	Syas.g_02296	Praj.g_00224
OG0000432	Syas.g_02288	Praj.g_00228
OG0000433	Syas.g_02286	Praj.g_00229
OG0000434	Syas.g_02285	Praj.g_00230
OG0000435	Syas.g_02282	Praj.g_00231
OG0000436	Syas.g_02273	Praj.g_00236
OG0000437	Syas.g_02272	Praj.g_00237
OG0000438	Syas.g_02271	Praj.g_00238
OG0000439	Syas.g_02269	Praj.g_00240
OG0000440	Syas.g_02268	Praj.g_00241
OG0000441	Syas.g_02265	Praj.g_00243
OG0000442	Syas.g_02259	Praj.g_00244
OG0000443	Syas.g_02241	Praj.g_00245
OG0000444	Syas.g_02234	Praj.g_00250
OG0000445	Syas.g_02233	Praj.g_00251
OG0000446	Syas.g_02231	Praj.g_00252
OG0000447	Syas.g_02229	Praj.g_00253
OG0000448	Syas.g_02228	Praj.g_00254
OG0000449	Syas.g_02226	Praj.g_00255
OG0000450	Syas.g_01834	Praj.g_00256
OG0000451	Syas.g_01835	Praj.g_00257
OG0000452	Syas.g_01844	Praj.g_00260
OG0000453	Syas.g_01845	Praj.g_00261
OG0000454	Syas.g_01846	Praj.g_00262
OG0000455	Syas.g_01847	Praj.g_00263
OG0000456	Syas.g_01848	Praj.g_00264
OG0000457	Syas.g_01850	Praj.g_00265
OG0000458	Syas.g_01851	Praj.g_00266
OG0000459	Syas.g_01852	Praj.g_00267
OG0000460	Syas.g_02554	Praj.g_00275
OG0000461	Syas.g_01686	Praj.g_00283
OG0000462	Syas.g_01688	Praj.g_00285
OG0000463	Syas.g_01689	Praj.g_00286
OG0000464	Syas.g_01690	Praj.g_00287
OG0000465	Syas.g_01692	Praj.g_00288
OG0000466	Syas.g_01697	Praj.g_00289
OG0000467	Syas.g_01698	Praj.g_00290
OG0000468	Syas.g_01703	Praj.g_00292
OG0000469	Syas.g_01725	Praj.g_00299
OG0000470	Syas.g_01727	Praj.g_00301
OG0000471	Syas.g_01728	Praj.g_00302
OG0000472	Syas.g_01729	Praj.g_00303
OG0000473	Syas.g_01731	Praj.g_00305
OG0000474	Syas.g_01732	Praj.g_00306
OG0000475	Syas.g_01733	Praj.g_00307
OG0000476	Syas.g_01735	Praj.g_00309
OG0000477	Syas.g_01740	Praj.g_00311
OG0000478	Syas.g_01741	Praj.g_00312
OG0000479	Syas.g_01749	Praj.g_00313
OG0000480	Syas.g_01756	Praj.g_00318
OG0000481	Syas.g_00161, Syas.g_00162	Praj.g_00320
OG0000482	Syas.g_01758	Praj.g_00321
OG0000483	Syas.g_01762	Praj.g_00324
OG0000484	Syas.g_01763	Praj.g_00325
OG0000485	Syas.g_01764	Praj.g_00326
OG0000486	Syas.g_01765	Praj.g_00327
OG0000487	Syas.g_01771	Praj.g_00330
OG0000488	Syas.g_01779	Praj.g_00333
OG0000489	Syas.g_01823	Praj.g_00338
OG0000490	Syas.g_01808	Praj.g_00343
OG0000491	Syas.g_01806	Praj.g_00344
OG0000492	Syas.g_01803	Praj.g_00346
OG0000493	Syas.g_01802	Praj.g_00347
OG0000494	Syas.g_01801	Praj.g_00348
OG0000495	Syas.g_01799	Praj.g_00349
OG0000496	Syas.g_01798	Praj.g_00350
OG0000497	Syas.g_01797	Praj.g_00351
OG0000498	Syas.g_01796	Praj.g_00352
OG0000499	Syas.g_01795	Praj.g_00353
OG0000500	Syas.g_01794	Praj.g_00354
OG0000501	Syas.g_01791	Praj.g_00356
OG0000502	Syas.g_02216	Praj.g_00359
OG0000503	Syas.g_01541	Praj.g_00380
OG0000504	Syas.g_01539	Praj.g_00382
OG0000505	Syas.g_01538	Praj.g_00383
OG0000506	Syas.g_01536	Praj.g_00384
OG0000507	Syas.g_01530	Praj.g_00387
OG0000508	Syas.g_01523	Praj.g_00390
OG0000509	Syas.g_01521	Praj.g_00392
OG0000510	Syas.g_01520	Praj.g_00393
OG0000511	Syas.g_01519	Praj.g_00394
OG0000512	Syas.g_01517	Praj.g_00396
OG0000513	Syas.g_01508	Praj.g_00406
OG0000514	Syas.g_01504	Praj.g_00425
OG0000515	Syas.g_01503	Praj.g_00426
OG0000516	Syas.g_01501	Praj.g_00427
OG0000517	Syas.g_01498	Praj.g_00429
OG0000518	Syas.g_00360, Syas.g_02746	Praj.g_00440
OG0000519	Syas.g_02747	Praj.g_00441
OG0000520	Syas.g_02748	Praj.g_00442
OG0000521	Syas.g_01281	Praj.g_00447
OG0000522	Syas.g_01279	Praj.g_00449
OG0000523	Syas.g_01278	Praj.g_00450
OG0000524	Syas.g_01354	Praj.g_00457
OG0000525	Syas.g_01342	Praj.g_00461
OG0000526	Syas.g_01340	Praj.g_00462
OG0000527	Syas.g_01335	Praj.g_00465
OG0000528	Syas.g_01256	Praj.g_00471
OG0000529	Syas.g_01252	Praj.g_00474
OG0000530	Syas.g_01249	Praj.g_00477
OG0000531	Syas.g_01248	Praj.g_00478
OG0000532	Syas.g_01245	Praj.g_00479
OG0000533	Syas.g_01243	Praj.g_00480
OG0000534	Syas.g_01242	Praj.g_00481
OG0000535	Syas.g_01241	Praj.g_00482
OG0000536	Syas.g_01240	Praj.g_00483
OG0000537	Syas.g_01238	Praj.g_00484
OG0000538	Syas.g_01228	Praj.g_00492
OG0000539	Syas.g_01227	Praj.g_00493
OG0000540	Syas.g_01226	Praj.g_00494
OG0000541	Syas.g_01225	Praj.g_00495
OG0000542	Syas.g_01221	Praj.g_00497
OG0000543	Syas.g_01219	Praj.g_00499
OG0000544	Syas.g_01218	Praj.g_00500
OG0000545	Syas.g_01216	Praj.g_00502
OG0000546	Syas.g_01214	Praj.g_00505
OG0000547	Syas.g_01212	Praj.g_00507
OG0000548	Syas.g_01211	Praj.g_00508
OG0000549	Syas.g_00005	Praj.g_00511
OG0000550	Syas.g_00010	Praj.g_00515
OG0000551	Syas.g_00015	Praj.g_00518
OG0000552	Syas.g_00016	Praj.g_00519
OG0000553	Syas.g_00019	Praj.g_00520
OG0000554	Syas.g_00063	Praj.g_00525
OG0000555	Syas.g_00775	Praj.g_00533
OG0000556	Syas.g_00781	Praj.g_00535
OG0000557	Syas.g_00783	Praj.g_00536
OG0000558	Syas.g_00785	Praj.g_00538
OG0000559	Syas.g_00789	Praj.g_00542
OG0000560	Syas.g_00792	Praj.g_00545
OG0000561	Syas.g_00793	Praj.g_00546
OG0000562	Syas.g_00794	Praj.g_00547
OG0000563	Syas.g_00795	Praj.g_00548
OG0000564	Syas.g_00796	Praj.g_00549
OG0000565	Syas.g_00800	Praj.g_00552
OG0000566	Syas.g_00804	Praj.g_00554
OG0000567	Syas.g_00808	Praj.g_00558
OG0000568	Syas.g_00810	Praj.g_00559
OG0000569	Syas.g_00811	Praj.g_00560
OG0000570	Syas.g_00812	Praj.g_00561
OG0000571	Syas.g_00815	Praj.g_00563
OG0000572	Syas.g_00839	Praj.g_00574
OG0000573	Syas.g_00952	Praj.g_00579
OG0000574	Syas.g_00951	Praj.g_00581
OG0000575	Syas.g_00848	Praj.g_00584
OG0000576	Syas.g_00850	Praj.g_00586
OG0000577	Syas.g_00851	Praj.g_00587
OG0000578	Syas.g_00852	Praj.g_00588
OG0000579	Syas.g_00853	Praj.g_00589
OG0000580	Syas.g_00854	Praj.g_00590
OG0000581	Syas.g_00861	Praj.g_00593
OG0000582	Syas.g_00873	Praj.g_00596
OG0000583	Syas.g_00872	Praj.g_00597
OG0000584	Syas.g_00871	Praj.g_00598
OG0000585	Syas.g_00868	Praj.g_00600
OG0000586	Syas.g_00867	Praj.g_00601
OG0000587	Syas.g_00865	Praj.g_00602
OG0000588	Syas.g_00960	Praj.g_00606
OG0000589	Syas.g_00121	Praj.g_00609
OG0000590	Syas.g_00120	Praj.g_00610
OG0000591	Syas.g_00106	Praj.g_00613
OG0000592	Syas.g_00105	Praj.g_00614
OG0000593	Syas.g_00750	Praj.g_00620
OG0000594	Syas.g_00749	Praj.g_00621
OG0000595	Syas.g_00748	Praj.g_00622
OG0000596	Syas.g_00743	Praj.g_00626
OG0000597	Syas.g_00740	Praj.g_00628
OG0000598	Syas.g_00739	Praj.g_00629
OG0000599	Syas.g_00732	Praj.g_00632
OG0000600	Syas.g_00731	Praj.g_00633
OG0000601	Syas.g_00730	Praj.g_00634
OG0000602	Syas.g_00725	Praj.g_00636
OG0000603	Syas.g_00724	Praj.g_00637
OG0000604	Syas.g_00721	Praj.g_00638
OG0000605	Syas.g_00719	Praj.g_00639
OG0000606	Syas.g_00716	Praj.g_00642
