Orthogroup	Syas	Prbg
OG0000051	Syas.g_01445	Prbg.g_00408
OG0000053	Syas.g_01287	Prbg.g_01595, Prbg.g_00612
OG0000054	Syas.g_00961	Prbg.g_00326
OG0000055	Syas.g_00203	Prbg.g_01624
OG0000058	Syas.g_01151	Prbg.g_00551
OG0000061	Syas.g_01184	Prbg.g_01486
OG0000062	Syas.g_02702, Syas.g_00070	Prbg.g_00676
OG0000063	Syas.g_02074	Prbg.g_00730
OG0000064	Syas.g_02423, Syas.g_00946	Prbg.g_00802
OG0000065	Syas.g_02420	Prbg.g_00879
OG0000066	Syas.g_00094	Prbg.g_00256
OG0000067	Syas.g_00596	Prbg.g_01159
OG0000068	Syas.g_00969, Syas.g_01261	Prbg.g_00529
OG0000070	Syas.g_00173	Prbg.g_00170
OG0000072	Syas.g_02326, Syas.g_01524	Prbg.g_00949
OG0000073	Syas.g_01230	Prbg.g_00219
OG0000075	Syas.g_01921, Syas.g_02194	Prbg.g_01821
OG0000076	Syas.g_02156	Prbg.g_01847
OG0000078	Syas.g_02308	Prbg.g_01022
OG0000079	Syas.g_01699	Prbg.g_01035
OG0000081	Syas.g_00391	Prbg.g_00248
OG0000082	Syas.g_00837	Prbg.g_00304, Prbg.g_01639
OG0000085	Syas.g_02695	Prbg.g_01642, Prbg.g_00716
OG0000086	Syas.g_02470	Prbg.g_00782
OG0000087	Syas.g_02374	Prbg.g_00913
OG0000089	Syas.g_01512	Prbg.g_00137
OG0000090	Syas.g_00062	Prbg.g_00250
OG0000091	Syas.g_00907, Syas.g_00146	Prbg.g_01414
OG0000092	Syas.g_00900, Syas.g_00877	Prbg.g_01089
OG0000094	Syas.g_01716	Prbg.g_01336
OG0000095	Syas.g_01021	Prbg.g_01234
OG0000097	Syas.g_00114, Syas.g_01443	Prbg.g_01440
OG0000098	Syas.g_00091	Prbg.g_00505
OG0000099	Syas.g_01826	Prbg.g_00552
OG0000100	Syas.g_00567	Prbg.g_00670
OG0000101	Syas.g_01589	Prbg.g_01785
OG0000102	Syas.g_02152, Syas.g_01395	Prbg.g_01852
OG0000103	Syas.g_02009	Prbg.g_01937
OG0000104	Syas.g_02027, Syas.g_02026	Prbg.g_00763
OG0000105	Syas.g_01739	Prbg.g_00053
OG0000106	Syas.g_01451	Prbg.g_00388
OG0000107	Syas.g_01669	Prbg.g_01714
OG0000108	Syas.g_01253	Prbg.g_00199
OG0000109	Syas.g_01236	Prbg.g_00213
OG0000110	Syas.g_00818	Prbg.g_00293
OG0000111	Syas.g_01037	Prbg.g_01144
OG0000112	Syas.g_00452	Prbg.g_00366
OG0000113	Syas.g_00571	Prbg.g_01182
OG0000114	Syas.g_00674	Prbg.g_01084
OG0000115	Syas.g_02548, Syas.g_01285	Prbg.g_01555
OG0000116	Syas.g_01198, Syas.g_00317	Prbg.g_01497
OG0000117	Syas.g_01122	Prbg.g_01459
OG0000118	Syas.g_02835	Prbg.g_00490
OG0000120	Syas.g_01828	Prbg.g_00549
OG0000121	Syas.g_02821	Prbg.g_00593
OG0000122	Syas.g_00393	Prbg.g_00448, Prbg.g_00634
OG0000123	Syas.g_01582	Prbg.g_01792
OG0000124	Syas.g_02137	Prbg.g_01864
OG0000125	Syas.g_01889	Prbg.g_01900
OG0000126	Syas.g_01992	Prbg.g_00762
OG0000128	Syas.g_02046	Prbg.g_00778
OG0000129	Syas.g_01880	Prbg.g_00829
OG0000130	Syas.g_02522	Prbg.g_00800
OG0000131	Syas.g_02367	Prbg.g_00922
OG0000132	Syas.g_02334	Prbg.g_00942
OG0000133	Syas.g_00457	Prbg.g_00100
OG0000134	Syas.g_01509	Prbg.g_00139
OG0000135	Syas.g_01938	Prbg.g_00459
OG0000136	Syas.g_02740	Prbg.g_00161
OG0000137	Syas.g_01333	Prbg.g_00194
OG0000138	Syas.g_01235	Prbg.g_00214
OG0000140	Syas.g_00090	Prbg.g_00255
OG0000141	Syas.g_00875	Prbg.g_00327
OG0000142	Syas.g_00746	Prbg.g_01422
OG0000143	Syas.g_00742	Prbg.g_01418
OG0000144	Syas.g_00718	Prbg.g_01404
OG0000145	Syas.g_00948	Prbg.g_00461
OG0000146	Syas.g_00451	Prbg.g_00365
OG0000147	Syas.g_00450	Prbg.g_00364
OG0000148	Syas.g_00577	Prbg.g_01176
OG0000149	Syas.g_00282	Prbg.g_01208
OG0000150	Syas.g_00874	Prbg.g_01218
OG0000151	Syas.g_00148, Syas.g_00659	Prbg.g_01094
OG0000152	Syas.g_00461	Prbg.g_01287
OG0000153	Syas.g_00543	Prbg.g_01306
OG0000154	Syas.g_00219	Prbg.g_01326
OG0000155	Syas.g_01131	Prbg.g_01465
OG0000156	Syas.g_01206	Prbg.g_00466
OG0000157	Syas.g_01207	Prbg.g_00467
OG0000158	Syas.g_02185	Prbg.g_01829
OG0000159	Syas.g_01155	Prbg.g_00809
OG0000160	Syas.g_02820	Prbg.g_00592
OG0000161	Syas.g_02826	Prbg.g_00598
OG0000162	Syas.g_02751	Prbg.g_00604
OG0000163	Syas.g_01488	Prbg.g_00643
OG0000164	Syas.g_02648	Prbg.g_01674
OG0000165	Syas.g_02609	Prbg.g_01681
OG0000166	Syas.g_01629	Prbg.g_01748
OG0000167	Syas.g_01449	Prbg.g_01819
OG0000168	Syas.g_02184	Prbg.g_01830
OG0000169	Syas.g_02170	Prbg.g_01840
OG0000170	Syas.g_02161	Prbg.g_01843
OG0000171	Syas.g_02139	Prbg.g_01863
OG0000172	Syas.g_02110	Prbg.g_01870
OG0000173	Syas.g_02092	Prbg.g_01885
OG0000174	Syas.g_01940	Prbg.g_01915
OG0000175	Syas.g_01994	Prbg.g_01928
OG0000176	Syas.g_02038	Prbg.g_00771
OG0000177	Syas.g_02039	Prbg.g_00772
OG0000178	Syas.g_02040	Prbg.g_00773
OG0000179	Syas.g_02054	Prbg.g_00858
OG0000180	Syas.g_02055	Prbg.g_00857
OG0000181	Syas.g_02056	Prbg.g_00856
OG0000182	Syas.g_02057	Prbg.g_00855
OG0000183	Syas.g_02061	Prbg.g_00851
OG0000184	Syas.g_01872	Prbg.g_00825
OG0000185	Syas.g_01861	Prbg.g_00822
OG0000186	Syas.g_02525	Prbg.g_00806
OG0000187	Syas.g_02524	Prbg.g_00805
OG0000188	Syas.g_02502	Prbg.g_00788
OG0000189	Syas.g_02432	Prbg.g_00866
OG0000190	Syas.g_00133	Prbg.g_00868
OG0000191	Syas.g_02400	Prbg.g_00891
OG0000192	Syas.g_02395	Prbg.g_00896
OG0000193	Syas.g_02366	Prbg.g_00923
OG0000194	Syas.g_02363	Prbg.g_00926
OG0000195	Syas.g_02360	Prbg.g_00928
OG0000196	Syas.g_02337	Prbg.g_00939
OG0000197	Syas.g_02336	Prbg.g_00940
OG0000198	Syas.g_02335	Prbg.g_00941
OG0000199	Syas.g_02327	Prbg.g_00948
OG0000200	Syas.g_02298	Prbg.g_00962
OG0000201	Syas.g_02279	Prbg.g_00971
OG0000202	Syas.g_02278	Prbg.g_00972
OG0000203	Syas.g_02277	Prbg.g_00973
OG0000204	Syas.g_02276	Prbg.g_00974
OG0000205	Syas.g_02267	Prbg.g_00981
OG0000206	Syas.g_02240	Prbg.g_00986
OG0000207	Syas.g_02237	Prbg.g_00989
OG0000208	Syas.g_02236	Prbg.g_00990
OG0000209	Syas.g_01837	Prbg.g_00999
OG0000210	Syas.g_01838	Prbg.g_01000
OG0000211	Syas.g_02552	Prbg.g_01015
OG0000212	Syas.g_02562	Prbg.g_01023
OG0000213	Syas.g_01707	Prbg.g_01041
OG0000214	Syas.g_01730	Prbg.g_00046
OG0000215	Syas.g_01766	Prbg.g_00073
OG0000216	Syas.g_01770	Prbg.g_00074
OG0000217	Syas.g_01778	Prbg.g_00077
OG0000218	Syas.g_01780	Prbg.g_00079
OG0000219	Syas.g_01783	Prbg.g_00080
OG0000220	Syas.g_01784	Prbg.g_00081
OG0000221	Syas.g_01785	Prbg.g_00082
OG0000222	Syas.g_01804	Prbg.g_00089
OG0000223	Syas.g_02221	Prbg.g_00101
OG0000224	Syas.g_02215	Prbg.g_00103
OG0000225	Syas.g_01522	Prbg.g_00129
OG0000226	Syas.g_01518	Prbg.g_01941
OG0000227	Syas.g_01516	Prbg.g_01943
OG0000228	Syas.g_01513	Prbg.g_00136
OG0000229	Syas.g_01497	Prbg.g_00156
OG0000230	Syas.g_01495	Prbg.g_00158
OG0000231	Syas.g_02749	Prbg.g_00169
OG0000232	Syas.g_01276	Prbg.g_00180
OG0000233	Syas.g_01352	Prbg.g_00186
OG0000234	Syas.g_01331	Prbg.g_00195
OG0000235	Syas.g_01254	Prbg.g_00198
OG0000236	Syas.g_01237	Prbg.g_00212
OG0000237	Syas.g_01220	Prbg.g_00225
OG0000238	Syas.g_01215	Prbg.g_00231
OG0000239	Syas.g_00012	Prbg.g_00242
OG0000240	Syas.g_00013	Prbg.g_00243
OG0000241	Syas.g_00754	Prbg.g_00247
OG0000242	Syas.g_00059	Prbg.g_00249
OG0000243	Syas.g_00777	Prbg.g_00260
OG0000244	Syas.g_00784	Prbg.g_00264
OG0000245	Syas.g_00786	Prbg.g_00266
OG0000246	Syas.g_00790	Prbg.g_00270
OG0000247	Syas.g_00802	Prbg.g_00280
OG0000248	Syas.g_00805	Prbg.g_00283
OG0000249	Syas.g_00807	Prbg.g_00285
OG0000250	Syas.g_00814	Prbg.g_00290
OG0000251	Syas.g_00845	Prbg.g_00310
OG0000252	Syas.g_00950	Prbg.g_00313
OG0000253	Syas.g_00846	Prbg.g_00314
OG0000254	Syas.g_00869	Prbg.g_00331
OG0000255	Syas.g_00132, Syas.g_01062	Prbg.g_00337
OG0000256	Syas.g_00104	Prbg.g_00347
OG0000257	Syas.g_00757	Prbg.g_01427
OG0000258	Syas.g_00733	Prbg.g_01413
OG0000259	Syas.g_00708	Prbg.g_01396
OG0000260	Syas.g_00705	Prbg.g_01393
OG0000261	Syas.g_00701	Prbg.g_01390
OG0000262	Syas.g_00695	Prbg.g_01386
OG0000263	Syas.g_01103	Prbg.g_01122
OG0000264	Syas.g_02588	Prbg.g_01133
OG0000266	Syas.g_00186	Prbg.g_01367
OG0000267	Syas.g_00377	Prbg.g_01355
OG0000268	Syas.g_00390	Prbg.g_01354
OG0000269	Syas.g_00601	Prbg.g_01154
OG0000270	Syas.g_00598	Prbg.g_01157
OG0000271	Syas.g_00590	Prbg.g_01165
OG0000272	Syas.g_00589	Prbg.g_01166
OG0000273	Syas.g_00563	Prbg.g_01190
OG0000274	Syas.g_00562	Prbg.g_01191
OG0000275	Syas.g_00230	Prbg.g_01194
OG0000276	Syas.g_00237	Prbg.g_01200
OG0000277	Syas.g_00238	Prbg.g_01201
OG0000278	Syas.g_00241	Prbg.g_01204
OG0000279	Syas.g_00288	Prbg.g_01211
OG0000280	Syas.g_00889, Syas.g_00481	Prbg.g_01212
OG0000281	Syas.g_00970	Prbg.g_01219
OG0000282	Syas.g_00672	Prbg.g_01086
OG0000283	Syas.g_00409	Prbg.g_01263
OG0000284	Syas.g_00416	Prbg.g_01268
OG0000285	Syas.g_00436	Prbg.g_01273
OG0000286	Syas.g_00460	Prbg.g_01286
OG0000287	Syas.g_00534	Prbg.g_01552
OG0000288	Syas.g_00220	Prbg.g_01325
OG0000289	Syas.g_00205	Prbg.g_01341
OG0000290	Syas.g_01016	Prbg.g_01237
OG0000292	Syas.g_02020	Prbg.g_01531
OG0000293	Syas.g_01197	Prbg.g_01496
OG0000294	Syas.g_01196	Prbg.g_01495
OG0000295	Syas.g_01139	Prbg.g_01472
OG0000296	Syas.g_01137	Prbg.g_01470
OG0000299	Syas.g_01087	Prbg.g_01441
OG0000300	Syas.g_01082	Prbg.g_01438
OG0000301	Syas.g_01081	Prbg.g_01437
OG0000302	Syas.g_01080	Prbg.g_01435
OG0000303	Syas.g_01071	Prbg.g_01429
OG0000304	Syas.g_01066	Prbg.g_00352
OG0000305	Syas.g_01023	Prbg.g_01529
OG0000306	Syas.g_01929	Prbg.g_01223
OG0000307	Syas.g_01270	Prbg.g_00538
OG0000308	Syas.g_01272	Prbg.g_00539
OG0000309	Syas.g_01364	Prbg.g_00543
OG0000310	Syas.g_02796	Prbg.g_00577
OG0000311	Syas.g_02799	Prbg.g_00579
OG0000312	Syas.g_02804	Prbg.g_00582
OG0000313	Syas.g_02823	Prbg.g_00595
OG0000315	Syas.g_01306	Prbg.g_00628
OG0000316	Syas.g_02728	Prbg.g_00653
OG0000317	Syas.g_02687	Prbg.g_01647
OG0000318	Syas.g_02680	Prbg.g_01651
OG0000319	Syas.g_02663	Prbg.g_01664
OG0000320	Syas.g_02661	Prbg.g_01666
OG0000321	Syas.g_02660	Prbg.g_01667
OG0000322	Syas.g_02659	Prbg.g_01668
OG0000323	Syas.g_02646	Prbg.g_01677
OG0000324	Syas.g_02578	Prbg.g_01704
OG0000325	Syas.g_01668	Prbg.g_01715
OG0000326	Syas.g_01661	Prbg.g_01722
OG0000327	Syas.g_01634	Prbg.g_01743
OG0000328	Syas.g_01633	Prbg.g_01744
OG0000329	Syas.g_01615	Prbg.g_01761
OG0000330	Syas.g_01614	Prbg.g_01762
OG0000331	Syas.g_01613	Prbg.g_01763
OG0000332	Syas.g_01598	Prbg.g_01777
OG0000333	Syas.g_01595	Prbg.g_01779
OG0000334	Syas.g_01586	Prbg.g_01788
OG0000335	Syas.g_01581	Prbg.g_01793
OG0000336	Syas.g_01577	Prbg.g_01797
OG0000337	Syas.g_02211	Prbg.g_01815
OG0000338	Syas.g_02199	Prbg.g_01816
OG0000339	Syas.g_02192	Prbg.g_01822
OG0000340	Syas.g_02183	Prbg.g_01831
OG0000341	Syas.g_02181	Prbg.g_01833
OG0000342	Syas.g_02180	Prbg.g_01834
OG0000343	Syas.g_02176	Prbg.g_01835
OG0000344	Syas.g_02172	Prbg.g_01838
OG0000345	Syas.g_02160	Prbg.g_01844
OG0000346	Syas.g_02155	Prbg.g_01848
OG0000347	Syas.g_02136	Prbg.g_01865
OG0000348	Syas.g_02107	Prbg.g_01873
OG0000349	Syas.g_02085	Prbg.g_01891
OG0000350	Syas.g_01654	Prbg.g_00419
OG0000351	Syas.g_01998	Prbg.g_01931
OG0000352	Syas.g_01999	Prbg.g_01932
OG0000353	Syas.g_02033	Prbg.g_00766
OG0000355	Syas.g_02035	Prbg.g_00768
OG0000356	Syas.g_02036	Prbg.g_00769
OG0000357	Syas.g_02037	Prbg.g_00770
OG0000358	Syas.g_02041	Prbg.g_00774
OG0000359	Syas.g_02043	Prbg.g_00775
OG0000360	Syas.g_02044	Prbg.g_00776
OG0000361	Syas.g_02045	Prbg.g_00777
OG0000362	Syas.g_02047	Prbg.g_00779
OG0000363	Syas.g_02049	Prbg.g_00860
OG0000364	Syas.g_02685	Prbg.g_00859
OG0000365	Syas.g_02058	Prbg.g_00854
OG0000366	Syas.g_02059	Prbg.g_00853
OG0000368	Syas.g_02062	Prbg.g_00850
OG0000369	Syas.g_02063	Prbg.g_00849
OG0000370	Syas.g_02064	Prbg.g_00848
OG0000371	Syas.g_02073	Prbg.g_00841
OG0000372	Syas.g_02078	Prbg.g_00838
OG0000373	Syas.g_02079	Prbg.g_00837
OG0000374	Syas.g_02080	Prbg.g_00836
OG0000375	Syas.g_02081	Prbg.g_00834
OG0000376	Syas.g_02083	Prbg.g_00832
OG0000377	Syas.g_01879	Prbg.g_00828
OG0000378	Syas.g_01867	Prbg.g_00824
OG0000379	Syas.g_01859	Prbg.g_00821
OG0000380	Syas.g_02523	Prbg.g_00804
OG0000381	Syas.g_02521	Prbg.g_00799
OG0000382	Syas.g_02503	Prbg.g_00789
OG0000383	Syas.g_02480	Prbg.g_00787
OG0000384	Syas.g_02479	Prbg.g_00786
OG0000385	Syas.g_02478	Prbg.g_00785
OG0000386	Syas.g_02477	Prbg.g_00784
OG0000387	Syas.g_00134	Prbg.g_00870
OG0000388	Syas.g_02426	Prbg.g_00874
OG0000389	Syas.g_02422	Prbg.g_00877
OG0000390	Syas.g_02406	Prbg.g_00887
OG0000391	Syas.g_02401	Prbg.g_00890
OG0000392	Syas.g_02396	Prbg.g_00894
OG0000393	Syas.g_02394	Prbg.g_00897
OG0000394	Syas.g_02393	Prbg.g_00898
OG0000395	Syas.g_02392	Prbg.g_00899
OG0000396	Syas.g_02389	Prbg.g_00901
OG0000397	Syas.g_02387	Prbg.g_00903
OG0000398	Syas.g_02382	Prbg.g_00906
OG0000399	Syas.g_02381	Prbg.g_00907
OG0000400	Syas.g_02380	Prbg.g_00908
OG0000401	Syas.g_02379	Prbg.g_00909
OG0000402	Syas.g_02377	Prbg.g_01349
OG0000403	Syas.g_02376	Prbg.g_00911
OG0000404	Syas.g_02375	Prbg.g_00912
OG0000405	Syas.g_02369	Prbg.g_00916
OG0000406	Syas.g_02365	Prbg.g_00924
OG0000407	Syas.g_02364	Prbg.g_00925
OG0000408	Syas.g_02361	Prbg.g_00927
OG0000409	Syas.g_02359	Prbg.g_00929
OG0000410	Syas.g_02358	Prbg.g_00930
OG0000411	Syas.g_02357	Prbg.g_00931
OG0000412	Syas.g_02356	Prbg.g_00932
OG0000413	Syas.g_02354	Prbg.g_00934
OG0000414	Syas.g_02353	Prbg.g_00935
OG0000415	Syas.g_02352	Prbg.g_00936
OG0000416	Syas.g_02351	Prbg.g_00937
OG0000417	Syas.g_02338	Prbg.g_00938
OG0000418	Syas.g_02333	Prbg.g_00943
OG0000419	Syas.g_02331	Prbg.g_00945
OG0000420	Syas.g_02329	Prbg.g_00946
OG0000421	Syas.g_02324	Prbg.g_00951
OG0000422	Syas.g_02323	Prbg.g_00952
OG0000423	Syas.g_02322	Prbg.g_00953
OG0000424	Syas.g_02321	Prbg.g_00954
OG0000425	Syas.g_02320	Prbg.g_00955
OG0000426	Syas.g_02319	Prbg.g_00956
OG0000427	Syas.g_02318	Prbg.g_00957
OG0000428	Syas.g_02315	Prbg.g_00959
OG0000429	Syas.g_02312	Prbg.g_00960
OG0000430	Syas.g_02311	Prbg.g_00961
OG0000431	Syas.g_02296	Prbg.g_00963
OG0000432	Syas.g_02288	Prbg.g_00967
OG0000433	Syas.g_02286	Prbg.g_00968
OG0000434	Syas.g_02285	Prbg.g_00969
OG0000435	Syas.g_02282	Prbg.g_00970
OG0000436	Syas.g_02273	Prbg.g_00975
OG0000437	Syas.g_02272	Prbg.g_00976
OG0000438	Syas.g_02271	Prbg.g_00977
OG0000439	Syas.g_02269	Prbg.g_00979
OG0000440	Syas.g_02268	Prbg.g_00980
OG0000441	Syas.g_02265	Prbg.g_00983
OG0000442	Syas.g_02259	Prbg.g_00984
OG0000443	Syas.g_02241	Prbg.g_00985
OG0000444	Syas.g_02234	Prbg.g_00991
OG0000445	Syas.g_02233	Prbg.g_00992
OG0000446	Syas.g_02231	Prbg.g_00993
OG0000447	Syas.g_02229	Prbg.g_00994
OG0000448	Syas.g_02228	Prbg.g_00995
OG0000449	Syas.g_02226	Prbg.g_00996
OG0000450	Syas.g_01834	Prbg.g_00997
OG0000451	Syas.g_01835	Prbg.g_00998
OG0000452	Syas.g_01844	Prbg.g_01001
OG0000453	Syas.g_01845	Prbg.g_01002
OG0000454	Syas.g_01846	Prbg.g_01003
OG0000455	Syas.g_01847	Prbg.g_01004
OG0000456	Syas.g_01848	Prbg.g_01005
OG0000457	Syas.g_01850	Prbg.g_01007
OG0000458	Syas.g_01851	Prbg.g_01008
OG0000459	Syas.g_01852	Prbg.g_01009
OG0000460	Syas.g_02554	Prbg.g_01017
OG0000461	Syas.g_01686	Prbg.g_01025
OG0000462	Syas.g_01688	Prbg.g_01027
OG0000463	Syas.g_01689	Prbg.g_01028
OG0000464	Syas.g_01690	Prbg.g_01029
OG0000465	Syas.g_01692	Prbg.g_01030
OG0000466	Syas.g_01697	Prbg.g_01033
OG0000467	Syas.g_01698	Prbg.g_01034
OG0000468	Syas.g_01703	Prbg.g_01037
OG0000469	Syas.g_01725	Prbg.g_01045
OG0000470	Syas.g_01727	Prbg.g_00042
OG0000471	Syas.g_01728	Prbg.g_00043
OG0000472	Syas.g_01729	Prbg.g_00045
OG0000473	Syas.g_01731	Prbg.g_00047
OG0000474	Syas.g_01732	Prbg.g_00048
OG0000475	Syas.g_01733	Prbg.g_00049
OG0000476	Syas.g_01735	Prbg.g_00051
OG0000477	Syas.g_01740	Prbg.g_00054
OG0000478	Syas.g_01741	Prbg.g_00055
OG0000479	Syas.g_01749	Prbg.g_00056
OG0000480	Syas.g_01756	Prbg.g_00061
OG0000481	Syas.g_00161, Syas.g_00162	Prbg.g_00064
OG0000482	Syas.g_01758	Prbg.g_00065
OG0000483	Syas.g_01762	Prbg.g_00068
OG0000484	Syas.g_01763	Prbg.g_00069
OG0000485	Syas.g_01764	Prbg.g_00071
OG0000486	Syas.g_01765	Prbg.g_00072
OG0000487	Syas.g_01771	Prbg.g_00075
OG0000488	Syas.g_01779	Prbg.g_00078
OG0000489	Syas.g_01823	Prbg.g_00083
OG0000490	Syas.g_01808	Prbg.g_00087
OG0000491	Syas.g_01806	Prbg.g_00088
OG0000492	Syas.g_01803	Prbg.g_00090
OG0000493	Syas.g_01802	Prbg.g_00091
OG0000494	Syas.g_01801	Prbg.g_00092
OG0000495	Syas.g_01799	Prbg.g_00093
OG0000496	Syas.g_01798	Prbg.g_00094
OG0000497	Syas.g_01797	Prbg.g_00095
OG0000498	Syas.g_01796	Prbg.g_00096
OG0000499	Syas.g_01795	Prbg.g_00097
OG0000500	Syas.g_01794	Prbg.g_00098
OG0000501	Syas.g_01791	Prbg.g_00099
OG0000502	Syas.g_02216	Prbg.g_00102
OG0000503	Syas.g_01541	Prbg.g_00117
OG0000504	Syas.g_01539	Prbg.g_00119
OG0000505	Syas.g_01538	Prbg.g_00120
OG0000506	Syas.g_01536	Prbg.g_00121
OG0000507	Syas.g_01530	Prbg.g_00124
OG0000508	Syas.g_01523	Prbg.g_00128
OG0000509	Syas.g_01521	Prbg.g_00130
OG0000510	Syas.g_01520	Prbg.g_00131
OG0000511	Syas.g_01519	Prbg.g_00132
OG0000512	Syas.g_01517	Prbg.g_01942
OG0000513	Syas.g_01508	Prbg.g_00140
OG0000514	Syas.g_01504	Prbg.g_00151
OG0000515	Syas.g_01503	Prbg.g_00152
OG0000516	Syas.g_01501	Prbg.g_00153
OG0000517	Syas.g_01498	Prbg.g_00155
OG0000518	Syas.g_00360, Syas.g_02746	Prbg.g_00166
OG0000519	Syas.g_02747	Prbg.g_00167
OG0000520	Syas.g_02748	Prbg.g_00168
OG0000521	Syas.g_01281	Prbg.g_00176
OG0000522	Syas.g_01279	Prbg.g_00178
OG0000523	Syas.g_01278	Prbg.g_00179
OG0000524	Syas.g_01354	Prbg.g_00184
OG0000525	Syas.g_01342	Prbg.g_00188
OG0000526	Syas.g_01340	Prbg.g_00189
OG0000527	Syas.g_01335	Prbg.g_00192
OG0000528	Syas.g_01256	Prbg.g_00197
OG0000529	Syas.g_01252	Prbg.g_00200
OG0000530	Syas.g_01249	Prbg.g_00203
OG0000531	Syas.g_01248	Prbg.g_00204
OG0000532	Syas.g_01245	Prbg.g_00206
OG0000533	Syas.g_01243	Prbg.g_00207
OG0000534	Syas.g_01242	Prbg.g_00208
OG0000535	Syas.g_01241	Prbg.g_00209
OG0000536	Syas.g_01240	Prbg.g_00210
OG0000537	Syas.g_01238	Prbg.g_00211
OG0000538	Syas.g_01228	Prbg.g_00220
OG0000539	Syas.g_01227	Prbg.g_00221
OG0000540	Syas.g_01226	Prbg.g_00222
OG0000541	Syas.g_01225	Prbg.g_00223
OG0000542	Syas.g_01221	Prbg.g_00224
OG0000543	Syas.g_01219	Prbg.g_00226
OG0000544	Syas.g_01218	Prbg.g_00227
OG0000545	Syas.g_01216	Prbg.g_00229
OG0000546	Syas.g_01214	Prbg.g_00232
OG0000547	Syas.g_01212	Prbg.g_00234
OG0000548	Syas.g_01211	Prbg.g_00235
OG0000549	Syas.g_00005	Prbg.g_00237
OG0000550	Syas.g_00010	Prbg.g_00241
OG0000551	Syas.g_00015	Prbg.g_00244
OG0000552	Syas.g_00016	Prbg.g_00245
OG0000553	Syas.g_00019	Prbg.g_00246
OG0000554	Syas.g_00063	Prbg.g_00251
OG0000555	Syas.g_00775	Prbg.g_00259
OG0000556	Syas.g_00781	Prbg.g_00261
OG0000557	Syas.g_00783	Prbg.g_00262
OG0000558	Syas.g_00785	Prbg.g_00265
OG0000559	Syas.g_00789	Prbg.g_00269
OG0000560	Syas.g_00792	Prbg.g_00272
OG0000561	Syas.g_00793	Prbg.g_00273
OG0000562	Syas.g_00794	Prbg.g_00274
OG0000563	Syas.g_00795	Prbg.g_00275
OG0000564	Syas.g_00796	Prbg.g_00276
OG0000565	Syas.g_00800	Prbg.g_00278
OG0000566	Syas.g_00804	Prbg.g_00282
OG0000567	Syas.g_00808	Prbg.g_00286
OG0000568	Syas.g_00810	Prbg.g_00287
OG0000569	Syas.g_00811	Prbg.g_00288
OG0000570	Syas.g_00812	Prbg.g_00289
OG0000571	Syas.g_00815	Prbg.g_00291
OG0000572	Syas.g_00839	Prbg.g_00305
OG0000573	Syas.g_00952	Prbg.g_00311
OG0000574	Syas.g_00951	Prbg.g_00312
OG0000575	Syas.g_00848	Prbg.g_00316
OG0000576	Syas.g_00850	Prbg.g_00318
OG0000577	Syas.g_00851	Prbg.g_00319
OG0000578	Syas.g_00852	Prbg.g_00320
OG0000579	Syas.g_00853	Prbg.g_00321
OG0000580	Syas.g_00854	Prbg.g_00322
OG0000581	Syas.g_00861	Prbg.g_00325
OG0000582	Syas.g_00873	Prbg.g_00328
OG0000583	Syas.g_00872	Prbg.g_00329
OG0000584	Syas.g_00871	Prbg.g_00330
OG0000585	Syas.g_00868	Prbg.g_00332
