Orthogroup	Syas	Syao
OG0000133	Syas.g_00457	Syao.g_00678
OG0000134	Syas.g_01509	Syao.g_01719
OG0000135	Syas.g_01938	Syao.g_00147
OG0000136	Syas.g_02740	Syao.g_01614, Syao.g_01613
OG0000137	Syas.g_01333	Syao.g_02682
OG0000138	Syas.g_01235	Syao.g_00108
OG0000139	Syas.g_00069	Syao.g_01418
OG0000140	Syas.g_00090	Syao.g_01373, Syao.g_01372
OG0000141	Syas.g_00875	Syao.g_01202
OG0000142	Syas.g_00746	Syao.g_00894
OG0000143	Syas.g_00742	Syao.g_00898
OG0000145	Syas.g_00948	Syao.g_00102
OG0000146	Syas.g_00451	Syao.g_00684, Syao.g_00304
OG0000147	Syas.g_00450	Syao.g_00305, Syao.g_00685
OG0000148	Syas.g_00577	Syao.g_00776
OG0000149	Syas.g_00282	Syao.g_00534
OG0000150	Syas.g_00874	Syao.g_01203
OG0000151	Syas.g_00148, Syas.g_00659	Syao.g_00975
OG0000152	Syas.g_00461	Syao.g_00674
OG0000153	Syas.g_00543	Syao.g_00818, Syao.g_01176
OG0000154	Syas.g_00219	Syao.g_00447
OG0000155	Syas.g_01131	Syao.g_00178
OG0000156	Syas.g_01206	Syao.g_00151
OG0000157	Syas.g_01207	Syao.g_00152
OG0000158	Syas.g_02185	Syao.g_02267
OG0000159	Syas.g_01155	Syao.g_02276
OG0000160	Syas.g_02820	Syao.g_01488
OG0000161	Syas.g_02826	Syao.g_01494
OG0000162	Syas.g_02751	Syao.g_01515
OG0000163	Syas.g_01488	Syao.g_01745
OG0000164	Syas.g_02648	Syao.g_01663
OG0000165	Syas.g_02609	Syao.g_01655
OG0000166	Syas.g_01629	Syao.g_01790
OG0000167	Syas.g_01449	Syao.g_01960
OG0000168	Syas.g_02184	Syao.g_02128
OG0000169	Syas.g_02170	Syao.g_02139
OG0000170	Syas.g_02161	Syao.g_02148
OG0000171	Syas.g_02139	Syao.g_02181
OG0000172	Syas.g_02110	Syao.g_02170
OG0000173	Syas.g_02092	Syao.g_02212
OG0000174	Syas.g_01940	Syao.g_02364, Syao.g_02355
OG0000175	Syas.g_01994	Syao.g_02327, Syao.g_00308
OG0000176	Syas.g_02038	Syao.g_02165
OG0000177	Syas.g_02039	Syao.g_02156
OG0000178	Syas.g_02040	Syao.g_02155
OG0000179	Syas.g_02054	Syao.g_02250
OG0000180	Syas.g_02055	Syao.g_02249
OG0000181	Syas.g_02056	Syao.g_02248
OG0000182	Syas.g_02057	Syao.g_02247
OG0000183	Syas.g_02061	Syao.g_02243
OG0000184	Syas.g_01872	Syao.g_02423
OG0000185	Syas.g_01861	Syao.g_02410
OG0000186	Syas.g_02525	Syao.g_02613
OG0000187	Syas.g_02524	Syao.g_02615
OG0000188	Syas.g_02502	Syao.g_02637
OG0000189	Syas.g_02432	Syao.g_02672
OG0000190	Syas.g_00133	Syao.g_01015
OG0000191	Syas.g_02400	Syao.g_02573
OG0000192	Syas.g_02395	Syao.g_02579
OG0000194	Syas.g_02363	Syao.g_02484
OG0000195	Syas.g_02360	Syao.g_02486
OG0000196	Syas.g_02337	Syao.g_02498
OG0000197	Syas.g_02336	Syao.g_02499
OG0000198	Syas.g_02335	Syao.g_02500
OG0000199	Syas.g_02327	Syao.g_02508
OG0000200	Syas.g_02298	Syao.g_02524
OG0000201	Syas.g_02279	Syao.g_02540
OG0000202	Syas.g_02278	Syao.g_02454
OG0000203	Syas.g_02277	Syao.g_02455
OG0000204	Syas.g_02276	Syao.g_02456
OG0000205	Syas.g_02267	Syao.g_02464
OG0000206	Syas.g_02240	Syao.g_02469
OG0000207	Syas.g_02237	Syao.g_02471
OG0000208	Syas.g_02236	Syao.g_02472
OG0000209	Syas.g_01837	Syao.g_02394
OG0000210	Syas.g_01838	Syao.g_02395
OG0000211	Syas.g_02552	Syao.g_01700
OG0000212	Syas.g_02562	Syao.g_01710
OG0000213	Syas.g_01707	Syao.g_02098
OG0000214	Syas.g_01730	Syao.g_02081
OG0000215	Syas.g_01766	Syao.g_02050
OG0000216	Syas.g_01770	Syao.g_02045
OG0000217	Syas.g_01778	Syao.g_02041
OG0000218	Syas.g_01780	Syao.g_02039
OG0000219	Syas.g_01783	Syao.g_02038
OG0000220	Syas.g_01784	Syao.g_02037
OG0000221	Syas.g_01785	Syao.g_02034
OG0000222	Syas.g_01804	Syao.g_02023
OG0000223	Syas.g_02221	Syao.g_00291
OG0000224	Syas.g_02215	Syao.g_01973
OG0000225	Syas.g_01522	Syao.g_01751
OG0000226	Syas.g_01518	Syao.g_01758
OG0000227	Syas.g_01516	Syao.g_01760
OG0000228	Syas.g_01513	Syao.g_01715
OG0000229	Syas.g_01497	Syao.g_01736
OG0000230	Syas.g_01495	Syao.g_01738
OG0000231	Syas.g_02749	Syao.g_01513
OG0000232	Syas.g_01276	Syao.g_00057
OG0000233	Syas.g_01352	Syao.g_02698
OG0000234	Syas.g_01331	Syao.g_02680
OG0000235	Syas.g_01254	Syao.g_00029
OG0000236	Syas.g_01237	Syao.g_00111
OG0000237	Syas.g_01220	Syao.g_00166
OG0000238	Syas.g_01215	Syao.g_00161
OG0000239	Syas.g_00012	Syao.g_01398
OG0000240	Syas.g_00013	Syao.g_01399
OG0000241	Syas.g_00754	Syao.g_00887
OG0000242	Syas.g_00059	Syao.g_01410
OG0000243	Syas.g_00777	Syao.g_00873
OG0000244	Syas.g_00784	Syao.g_00865
OG0000245	Syas.g_00786	Syao.g_00863
OG0000246	Syas.g_00790	Syao.g_00859
OG0000247	Syas.g_00802	Syao.g_00847
OG0000248	Syas.g_00805	Syao.g_00844
OG0000249	Syas.g_00807	Syao.g_00842
OG0000250	Syas.g_00814	Syao.g_00835
OG0000251	Syas.g_00845	Syao.g_01026
OG0000252	Syas.g_00950	Syao.g_01020
OG0000253	Syas.g_00846	Syao.g_01003
OG0000254	Syas.g_00869	Syao.g_01053
OG0000255	Syas.g_00132, Syas.g_01062	Syao.g_01009
OG0000256	Syas.g_00104	Syao.g_01328
OG0000257	Syas.g_00757	Syao.g_00884
OG0000258	Syas.g_00733	Syao.g_00907
OG0000259	Syas.g_00708	Syao.g_00933, Syao.g_00932
OG0000260	Syas.g_00705	Syao.g_00936
OG0000261	Syas.g_00701	Syao.g_00941
OG0000262	Syas.g_00695	Syao.g_00946
OG0000263	Syas.g_01103	Syao.g_00247
OG0000264	Syas.g_02588	Syao.g_00699
OG0000266	Syas.g_00186	Syao.g_00480
OG0000267	Syas.g_00377	Syao.g_00589
OG0000268	Syas.g_00390	Syao.g_00588
OG0000269	Syas.g_00601	Syao.g_00751
OG0000270	Syas.g_00598	Syao.g_00754
OG0000271	Syas.g_00590	Syao.g_00762
OG0000272	Syas.g_00589	Syao.g_00763
OG0000273	Syas.g_00563	Syao.g_00791
OG0000274	Syas.g_00562	Syao.g_00792
OG0000275	Syas.g_00230	Syao.g_00438
OG0000276	Syas.g_00237	Syao.g_00558
OG0000277	Syas.g_00238	Syao.g_00557
OG0000278	Syas.g_00241	Syao.g_00554
OG0000279	Syas.g_00288	Syao.g_00529
OG0000280	Syas.g_00889, Syas.g_00481	Syao.g_00608
OG0000281	Syas.g_00970	Syao.g_01377
OG0000282	Syas.g_00672	Syao.g_00967
OG0000283	Syas.g_00409	Syao.g_00640
OG0000284	Syas.g_00416	Syao.g_00634
OG0000285	Syas.g_00436	Syao.g_00706
OG0000286	Syas.g_00460	Syao.g_00675
OG0000287	Syas.g_00534	Syao.g_00825
OG0000288	Syas.g_00220	Syao.g_00446
OG0000289	Syas.g_00205	Syao.g_00461
OG0000290	Syas.g_01016	Syao.g_00428
OG0000291	Syas.g_01018	Syao.g_00333
OG0000292	Syas.g_02020	Syao.g_02196
OG0000293	Syas.g_01197	Syao.g_00136
OG0000294	Syas.g_01196	Syao.g_00135
OG0000295	Syas.g_01139	Syao.g_00186
OG0000296	Syas.g_01137	Syao.g_00184
OG0000297	Syas.g_01124	Syao.g_00171
OG0000298	Syas.g_01123	Syao.g_00170
OG0000299	Syas.g_01087	Syao.g_00231
OG0000300	Syas.g_01082	Syao.g_00274
OG0000301	Syas.g_01081	Syao.g_00272, Syao.g_00273
OG0000302	Syas.g_01080	Syao.g_00271
OG0000303	Syas.g_01071	Syao.g_00262
OG0000304	Syas.g_01066	Syao.g_00256
OG0000305	Syas.g_01023	Syao.g_00388
OG0000306	Syas.g_01929	Syao.g_01216
OG0000307	Syas.g_01270	Syao.g_00045
OG0000308	Syas.g_01272	Syao.g_00047
OG0000309	Syas.g_01364	Syao.g_02705
OG0000310	Syas.g_02796	Syao.g_01530
OG0000311	Syas.g_02799	Syao.g_01533
OG0000312	Syas.g_02804	Syao.g_01538
OG0000313	Syas.g_02823	Syao.g_01491
OG0000314	Syas.g_01296	Syao.g_00078
OG0000315	Syas.g_01306	Syao.g_00088
OG0000316	Syas.g_02728	Syao.g_01602
OG0000317	Syas.g_02687	Syao.g_01560
OG0000318	Syas.g_02680	Syao.g_01553
OG0000319	Syas.g_02663	Syao.g_01678
OG0000320	Syas.g_02661	Syao.g_01676
OG0000321	Syas.g_02660	Syao.g_01675
OG0000322	Syas.g_02659	Syao.g_01674
OG0000323	Syas.g_02646	Syao.g_01661
OG0000324	Syas.g_02578	Syao.g_01630
OG0000325	Syas.g_01668	Syao.g_01936
OG0000326	Syas.g_01661	Syao.g_01918
OG0000327	Syas.g_01634	Syao.g_01795
OG0000328	Syas.g_01633	Syao.g_01794
OG0000329	Syas.g_01615	Syao.g_01776
OG0000330	Syas.g_01614	Syao.g_01775
OG0000331	Syas.g_01613	Syao.g_01774
OG0000332	Syas.g_01598	Syao.g_01813
OG0000333	Syas.g_01595	Syao.g_01810
OG0000334	Syas.g_01586	Syao.g_01836
OG0000335	Syas.g_01581	Syao.g_01831
OG0000336	Syas.g_01577	Syao.g_01827
OG0000337	Syas.g_02211	Syao.g_01968
OG0000338	Syas.g_02199	Syao.g_01962
OG0000339	Syas.g_02192	Syao.g_02259
OG0000340	Syas.g_02183	Syao.g_02129
OG0000341	Syas.g_02181	Syao.g_02131
OG0000342	Syas.g_02180	Syao.g_02132
OG0000343	Syas.g_02176	Syao.g_02133
OG0000344	Syas.g_02172	Syao.g_02137
OG0000345	Syas.g_02160	Syao.g_01953
OG0000346	Syas.g_02155	Syao.g_01948
OG0000347	Syas.g_02136	Syao.g_02178
OG0000348	Syas.g_02107	Syao.g_02166
OG0000349	Syas.g_02085	Syao.g_02219
OG0000350	Syas.g_01654	Syao.g_01925
OG0000351	Syas.g_01998	Syao.g_02331
OG0000352	Syas.g_01999	Syao.g_02332
OG0000353	Syas.g_02033	Syao.g_02160
OG0000354	Syas.g_01209	Syao.g_00154, Syao.g_00155
OG0000354	Syas.g_02052	Syao.g_02252
OG0000355	Syas.g_02035	Syao.g_02162
OG0000356	Syas.g_02036	Syao.g_02163
OG0000357	Syas.g_02037	Syao.g_02164
OG0000358	Syas.g_02041	Syao.g_02154
OG0000359	Syas.g_02043	Syao.g_02152
OG0000360	Syas.g_02044	Syao.g_02151
OG0000361	Syas.g_02045	Syao.g_02150
OG0000362	Syas.g_02047	Syao.g_01954
OG0000363	Syas.g_02049	Syao.g_02255
OG0000364	Syas.g_02685	Syao.g_01558
OG0000365	Syas.g_02058	Syao.g_02246
OG0000366	Syas.g_02059	Syao.g_02245
OG0000368	Syas.g_02062	Syao.g_02242
OG0000369	Syas.g_02063	Syao.g_02241
OG0000370	Syas.g_02064	Syao.g_02240
OG0000371	Syas.g_02073	Syao.g_02231
OG0000372	Syas.g_02078	Syao.g_02226
OG0000373	Syas.g_02079	Syao.g_02225
OG0000374	Syas.g_02080	Syao.g_02224
OG0000375	Syas.g_02081	Syao.g_02223
OG0000376	Syas.g_02083	Syao.g_02221
OG0000377	Syas.g_01879	Syao.g_02429
OG0000378	Syas.g_01867	Syao.g_02414
OG0000379	Syas.g_01859	Syao.g_02409
OG0000380	Syas.g_02523	Syao.g_02616
OG0000381	Syas.g_02521	Syao.g_02618
OG0000382	Syas.g_02503	Syao.g_02636
OG0000383	Syas.g_02480	Syao.g_02643
OG0000384	Syas.g_02479	Syao.g_02644
OG0000385	Syas.g_02478	Syao.g_02645
OG0000386	Syas.g_02477	Syao.g_02646
OG0000387	Syas.g_00134	Syao.g_01019
OG0000388	Syas.g_02426	Syao.g_02596
OG0000389	Syas.g_02422	Syao.g_02599
OG0000390	Syas.g_02406	Syao.g_02567
OG0000391	Syas.g_02401	Syao.g_02572
OG0000392	Syas.g_02396	Syao.g_02578
OG0000393	Syas.g_02394	Syao.g_02581
OG0000394	Syas.g_02393	Syao.g_02582
OG0000395	Syas.g_02392	Syao.g_02583
OG0000396	Syas.g_02389	Syao.g_02586
OG0000397	Syas.g_02387	Syao.g_02542
OG0000398	Syas.g_02382	Syao.g_02547
OG0000399	Syas.g_02381	Syao.g_02548
OG0000400	Syas.g_02380	Syao.g_02549
OG0000401	Syas.g_02379	Syao.g_02550
OG0000402	Syas.g_02377	Syao.g_02552
OG0000403	Syas.g_02376	Syao.g_02553
OG0000404	Syas.g_02375	Syao.g_02554
OG0000405	Syas.g_02369	Syao.g_02478
OG0000406	Syas.g_02365	Syao.g_02482
OG0000407	Syas.g_02364	Syao.g_02483
OG0000408	Syas.g_02361	Syao.g_02485
OG0000409	Syas.g_02359	Syao.g_02487
OG0000410	Syas.g_02358	Syao.g_02488
OG0000411	Syas.g_02357	Syao.g_02489
OG0000412	Syas.g_02356	Syao.g_02490
OG0000413	Syas.g_02354	Syao.g_02492
OG0000414	Syas.g_02353	Syao.g_02493
OG0000415	Syas.g_02352	Syao.g_02494
OG0000416	Syas.g_02351	Syao.g_02495
OG0000417	Syas.g_02338	Syao.g_02497
OG0000418	Syas.g_02333	Syao.g_02502
OG0000419	Syas.g_02331	Syao.g_02504
OG0000420	Syas.g_02329	Syao.g_02506
OG0000421	Syas.g_02324	Syao.g_02510
OG0000422	Syas.g_02323	Syao.g_02511
OG0000423	Syas.g_02322	Syao.g_02512
OG0000424	Syas.g_02321	Syao.g_02513
OG0000425	Syas.g_02320	Syao.g_02514
OG0000426	Syas.g_02319	Syao.g_02515
OG0000427	Syas.g_02318	Syao.g_02516
OG0000428	Syas.g_02315	Syao.g_02519
OG0000429	Syas.g_02312	Syao.g_02522
OG0000430	Syas.g_02311	Syao.g_02523
OG0000431	Syas.g_02296	Syao.g_02526
OG0000432	Syas.g_02288	Syao.g_02532
OG0000433	Syas.g_02286	Syao.g_02534
OG0000434	Syas.g_02285	Syao.g_02535
OG0000435	Syas.g_02282	Syao.g_02538
OG0000436	Syas.g_02273	Syao.g_02458
OG0000437	Syas.g_02272	Syao.g_02459
OG0000438	Syas.g_02271	Syao.g_02460
OG0000439	Syas.g_02269	Syao.g_02462
OG0000440	Syas.g_02268	Syao.g_02463
OG0000441	Syas.g_02265	Syao.g_02466
OG0000442	Syas.g_02259	Syao.g_02467
OG0000443	Syas.g_02241	Syao.g_02468
OG0000444	Syas.g_02234	Syao.g_02473
OG0000445	Syas.g_02233	Syao.g_02474
OG0000446	Syas.g_02231	Syao.g_02476
OG0000447	Syas.g_02229	Syao.g_02383
OG0000448	Syas.g_02228	Syao.g_02384
OG0000449	Syas.g_02226	Syao.g_02385
OG0000450	Syas.g_01834	Syao.g_02391
OG0000451	Syas.g_01835	Syao.g_02392
OG0000452	Syas.g_01844	Syao.g_02396
OG0000453	Syas.g_01845	Syao.g_02397
OG0000454	Syas.g_01846	Syao.g_02398
OG0000455	Syas.g_01847	Syao.g_02399
OG0000456	Syas.g_01848	Syao.g_02400
OG0000457	Syas.g_01850	Syao.g_02402
OG0000458	Syas.g_01851	Syao.g_02403
OG0000459	Syas.g_01852	Syao.g_02404
OG0000460	Syas.g_02554	Syao.g_01702
OG0000461	Syas.g_01686	Syao.g_02119
OG0000462	Syas.g_01688	Syao.g_02116
OG0000463	Syas.g_01689	Syao.g_02115
OG0000464	Syas.g_01690	Syao.g_02114
OG0000465	Syas.g_01692	Syao.g_02112
OG0000466	Syas.g_01697	Syao.g_02107
OG0000467	Syas.g_01698	Syao.g_02106
OG0000468	Syas.g_01703	Syao.g_02102
OG0000469	Syas.g_01725	Syao.g_02087
OG0000470	Syas.g_01727	Syao.g_02085
OG0000471	Syas.g_01728	Syao.g_02084
OG0000472	Syas.g_01729	Syao.g_02082
OG0000473	Syas.g_01731	Syao.g_02080
OG0000474	Syas.g_01732	Syao.g_02079
OG0000475	Syas.g_01733	Syao.g_02078
OG0000476	Syas.g_01735	Syao.g_02076
OG0000477	Syas.g_01740	Syao.g_02069
OG0000478	Syas.g_01741	Syao.g_02068
OG0000479	Syas.g_01749	Syao.g_02067
OG0000480	Syas.g_01756	Syao.g_02060
OG0000481	Syas.g_00161, Syas.g_00162	Syao.g_01012
OG0000482	Syas.g_01758	Syao.g_02058
OG0000483	Syas.g_01762	Syao.g_02054
OG0000484	Syas.g_01763	Syao.g_02053
OG0000485	Syas.g_01764	Syao.g_02052
OG0000486	Syas.g_01765	Syao.g_02051
OG0000487	Syas.g_01771	Syao.g_02044
OG0000488	Syas.g_01779	Syao.g_02040
OG0000489	Syas.g_01823	Syao.g_02033
OG0000490	Syas.g_01808	Syao.g_02025
OG0000491	Syas.g_01806	Syao.g_02024
OG0000492	Syas.g_01803	Syao.g_02022
OG0000493	Syas.g_01802	Syao.g_02021
OG0000494	Syas.g_01801	Syao.g_02020
OG0000495	Syas.g_01799	Syao.g_02018
OG0000496	Syas.g_01798	Syao.g_02017
OG0000497	Syas.g_01797	Syao.g_02016
OG0000498	Syas.g_01796	Syao.g_02015
OG0000499	Syas.g_01795	Syao.g_02014
OG0000500	Syas.g_01794	Syao.g_02013
OG0000501	Syas.g_01791	Syao.g_02010
OG0000502	Syas.g_02216	Syao.g_01974
OG0000503	Syas.g_01541	Syao.g_01877
OG0000504	Syas.g_01539	Syao.g_01875
OG0000505	Syas.g_01538	Syao.g_01874
OG0000506	Syas.g_01536	Syao.g_01872
OG0000507	Syas.g_01530	Syao.g_01866
OG0000508	Syas.g_01523	Syao.g_01750
OG0000509	Syas.g_01521	Syao.g_01755
OG0000510	Syas.g_01520	Syao.g_01756
OG0000511	Syas.g_01519	Syao.g_01757
OG0000512	Syas.g_01517	Syao.g_01759
OG0000513	Syas.g_01508	Syao.g_01720
OG0000514	Syas.g_01504	Syao.g_01727
OG0000515	Syas.g_01503	Syao.g_01728
OG0000516	Syas.g_01501	Syao.g_01730
OG0000517	Syas.g_01498	Syao.g_01735
OG0000518	Syas.g_00360, Syas.g_02746	Syao.g_01621
OG0000519	Syas.g_02747	Syao.g_01622
OG0000520	Syas.g_02748	Syao.g_01512
OG0000521	Syas.g_01281	Syao.g_00061
OG0000522	Syas.g_01279	Syao.g_00059
OG0000523	Syas.g_01278	Syao.g_00058
OG0000524	Syas.g_01354	Syao.g_02699
OG0000525	Syas.g_01342	Syao.g_02691
OG0000526	Syas.g_01340	Syao.g_02688
OG0000527	Syas.g_01335	Syao.g_02684
OG0000528	Syas.g_01256	Syao.g_00031
OG0000529	Syas.g_01252	Syao.g_00027
OG0000530	Syas.g_01249	Syao.g_00122
OG0000531	Syas.g_01248	Syao.g_00121
OG0000532	Syas.g_01245	Syao.g_00118
OG0000533	Syas.g_01243	Syao.g_00116
OG0000534	Syas.g_01242	Syao.g_00115
OG0000535	Syas.g_01241	Syao.g_00114
OG0000536	Syas.g_01240	Syao.g_00113
OG0000537	Syas.g_01238	Syao.g_00112
OG0000538	Syas.g_01228	Syao.g_00100
OG0000539	Syas.g_01227	Syao.g_00099
OG0000540	Syas.g_01226	Syao.g_00098
OG0000541	Syas.g_01225	Syao.g_00097
OG0000542	Syas.g_01221	Syao.g_00167
OG0000543	Syas.g_01219	Syao.g_00165
OG0000544	Syas.g_01218	Syao.g_00164
OG0000545	Syas.g_01216	Syao.g_00162
OG0000546	Syas.g_01214	Syao.g_00160
OG0000547	Syas.g_01212	Syao.g_00158
OG0000548	Syas.g_01211	Syao.g_00157
OG0000549	Syas.g_00005	Syao.g_01391
OG0000550	Syas.g_00010	Syao.g_01396
OG0000551	Syas.g_00015	Syao.g_01401
OG0000552	Syas.g_00016	Syao.g_01402
OG0000553	Syas.g_00019	Syao.g_01404
OG0000554	Syas.g_00063	Syao.g_01413
OG0000555	Syas.g_00775	Syao.g_00875
OG0000556	Syas.g_00781	Syao.g_00871
OG0000557	Syas.g_00783	Syao.g_00866
OG0000558	Syas.g_00785	Syao.g_00864
OG0000559	Syas.g_00789	Syao.g_00860
OG0000560	Syas.g_00792	Syao.g_00857
OG0000561	Syas.g_00793	Syao.g_00856
OG0000562	Syas.g_00794	Syao.g_00855
OG0000563	Syas.g_00795	Syao.g_00854
OG0000564	Syas.g_00796	Syao.g_00853
OG0000565	Syas.g_00800	Syao.g_00849
OG0000566	Syas.g_00804	Syao.g_00845
OG0000567	Syas.g_00808	Syao.g_00841
OG0000568	Syas.g_00810	Syao.g_00839
OG0000569	Syas.g_00811	Syao.g_00838
OG0000570	Syas.g_00812	Syao.g_00837
OG0000571	Syas.g_00815	Syao.g_00834
OG0000572	Syas.g_00839	Syao.g_01033
OG0000573	Syas.g_00952	Syao.g_01022
OG0000574	Syas.g_00951	Syao.g_01021
OG0000575	Syas.g_00848	Syao.g_01000
OG0000576	Syas.g_00850	Syao.g_00996
OG0000577	Syas.g_00851	Syao.g_00995
OG0000578	Syas.g_00852	Syao.g_00994
OG0000579	Syas.g_00853	Syao.g_00993
OG0000580	Syas.g_00854	Syao.g_00992
OG0000581	Syas.g_00861	Syao.g_01059
OG0000582	Syas.g_00873	Syao.g_01204
OG0000583	Syas.g_00872	Syao.g_01205
OG0000584	Syas.g_00871	Syao.g_01206
OG0000585	Syas.g_00868	Syao.g_01054
OG0000586	Syas.g_00867	Syao.g_01055
OG0000587	Syas.g_00865	Syao.g_01057
OG0000588	Syas.g_00960	Syao.g_00406
OG0000589	Syas.g_00121	Syao.g_01342
OG0000590	Syas.g_00120	Syao.g_01341
OG0000591	Syas.g_00106	Syao.g_01330
