Orthogroup	Syas	Prbk
OG0000439	Syas.g_02269	Prbk.g_01253
OG0000440	Syas.g_02268	Prbk.g_01252
OG0000441	Syas.g_02265	Prbk.g_01245
OG0000442	Syas.g_02259	Prbk.g_01244
OG0000443	Syas.g_02241	Prbk.g_00631
OG0000444	Syas.g_02234	Prbk.g_00683
OG0000445	Syas.g_02233	Prbk.g_00682
OG0000446	Syas.g_02231	Prbk.g_00680
OG0000447	Syas.g_02229	Prbk.g_00670
OG0000448	Syas.g_02228	Prbk.g_00669
OG0000449	Syas.g_02226	Prbk.g_00668
OG0000450	Syas.g_01834	Prbk.g_00662
OG0000451	Syas.g_01835	Prbk.g_00661
OG0000452	Syas.g_01844	Prbk.g_00656
OG0000453	Syas.g_01845	Prbk.g_00655
OG0000454	Syas.g_01846	Prbk.g_00654
OG0000455	Syas.g_01847	Prbk.g_00653
OG0000456	Syas.g_01848	Prbk.g_00652
OG0000457	Syas.g_01850	Prbk.g_00650
OG0000458	Syas.g_01851	Prbk.g_00649
OG0000459	Syas.g_01852	Prbk.g_00648
OG0000460	Syas.g_02554	Prbk.g_01369
OG0000461	Syas.g_01686	Prbk.g_01900
OG0000462	Syas.g_01688	Prbk.g_01012
OG0000463	Syas.g_01689	Prbk.g_01011
OG0000464	Syas.g_01690	Prbk.g_01010
OG0000465	Syas.g_01692	Prbk.g_01008
OG0000466	Syas.g_01697	Prbk.g_01003
OG0000467	Syas.g_01698	Prbk.g_01001
OG0000468	Syas.g_01703	Prbk.g_00371
OG0000469	Syas.g_01725	Prbk.g_00384
OG0000470	Syas.g_01727	Prbk.g_00397
OG0000471	Syas.g_01728	Prbk.g_00398
OG0000472	Syas.g_01729	Prbk.g_00400
OG0000473	Syas.g_01731	Prbk.g_00402
OG0000474	Syas.g_01732	Prbk.g_00403
OG0000475	Syas.g_01733	Prbk.g_00404
OG0000476	Syas.g_01735	Prbk.g_00406
OG0000477	Syas.g_01740	Prbk.g_00411
OG0000478	Syas.g_01741	Prbk.g_00412
OG0000479	Syas.g_01749	Prbk.g_00413
OG0000480	Syas.g_01756	Prbk.g_00420
OG0000481	Syas.g_00161, Syas.g_00162	Prbk.g_00422
OG0000482	Syas.g_01758	Prbk.g_00423
OG0000483	Syas.g_01762	Prbk.g_00427
OG0000484	Syas.g_01763	Prbk.g_00428
OG0000485	Syas.g_01764	Prbk.g_00429
OG0000486	Syas.g_01765	Prbk.g_00430
OG0000487	Syas.g_01771	Prbk.g_00435
OG0000488	Syas.g_01779	Prbk.g_00439
OG0000489	Syas.g_01823	Prbk.g_00450
OG0000490	Syas.g_01808	Prbk.g_00456
OG0000491	Syas.g_01806	Prbk.g_00457
OG0000492	Syas.g_01803	Prbk.g_00460
OG0000493	Syas.g_01802	Prbk.g_00461
OG0000494	Syas.g_01801	Prbk.g_00462
OG0000495	Syas.g_01799	Prbk.g_00463
OG0000496	Syas.g_01798	Prbk.g_00464
OG0000497	Syas.g_01797	Prbk.g_00465
OG0000498	Syas.g_01796	Prbk.g_00466
OG0000499	Syas.g_01795	Prbk.g_00467
OG0000500	Syas.g_01794	Prbk.g_00468
OG0000501	Syas.g_01791	Prbk.g_00471
OG0000502	Syas.g_02216	Prbk.g_00483
OG0000503	Syas.g_01541	Prbk.g_00871
OG0000504	Syas.g_01539	Prbk.g_00873
OG0000505	Syas.g_01538	Prbk.g_00874
OG0000506	Syas.g_01536	Prbk.g_00876
OG0000507	Syas.g_01530	Prbk.g_00881
OG0000508	Syas.g_01523	Prbk.g_00888
OG0000509	Syas.g_01521	Prbk.g_00890
OG0000510	Syas.g_01520	Prbk.g_00891
OG0000511	Syas.g_01519	Prbk.g_00892
OG0000512	Syas.g_01517	Prbk.g_00894
OG0000513	Syas.g_01508	Prbk.g_00360
OG0000514	Syas.g_01504	Prbk.g_00352
OG0000515	Syas.g_01503	Prbk.g_00351
OG0000516	Syas.g_01501	Prbk.g_00339
OG0000517	Syas.g_01498	Prbk.g_00329
OG0000518	Syas.g_00360, Syas.g_02746	Prbk.g_00317
OG0000519	Syas.g_02747	Prbk.g_00316
OG0000520	Syas.g_02748	Prbk.g_00315
OG0000521	Syas.g_01281	Prbk.g_00301
OG0000522	Syas.g_01279	Prbk.g_00299
OG0000523	Syas.g_01278	Prbk.g_00298
OG0000524	Syas.g_01354	Prbk.g_02088
OG0000525	Syas.g_01342	Prbk.g_02105
OG0000526	Syas.g_01340	Prbk.g_02107
OG0000527	Syas.g_01335	Prbk.g_02111
OG0000528	Syas.g_01256	Prbk.g_02056
OG0000529	Syas.g_01252	Prbk.g_02062
OG0000530	Syas.g_01249	Prbk.g_02065
OG0000531	Syas.g_01248	Prbk.g_02066
OG0000532	Syas.g_01245	Prbk.g_02069
OG0000533	Syas.g_01243	Prbk.g_02071
OG0000534	Syas.g_01242	Prbk.g_02072
OG0000535	Syas.g_01241	Prbk.g_02073
OG0000536	Syas.g_01240	Prbk.g_02074
OG0000537	Syas.g_01238	Prbk.g_02075
OG0000538	Syas.g_01228	Prbk.g_01865
OG0000539	Syas.g_01227	Prbk.g_01041
OG0000540	Syas.g_01226	Prbk.g_01042
OG0000541	Syas.g_01225	Prbk.g_01043
OG0000542	Syas.g_01221	Prbk.g_01046
OG0000543	Syas.g_01219	Prbk.g_01048
OG0000544	Syas.g_01218	Prbk.g_01049
OG0000545	Syas.g_01216	Prbk.g_01050
OG0000546	Syas.g_01214	Prbk.g_01052
OG0000547	Syas.g_01212	Prbk.g_01054
OG0000548	Syas.g_01211	Prbk.g_01055
OG0000549	Syas.g_00005	Prbk.g_01061
OG0000550	Syas.g_00010	Prbk.g_01066
OG0000551	Syas.g_00015	Prbk.g_01070
OG0000552	Syas.g_00016	Prbk.g_01071
OG0000553	Syas.g_00019	Prbk.g_01076
OG0000554	Syas.g_00063	Prbk.g_01081
OG0000555	Syas.g_00775	Prbk.g_01099
OG0000556	Syas.g_00781	Prbk.g_02686
OG0000557	Syas.g_00783	Prbk.g_01898
OG0000558	Syas.g_00785	Prbk.g_01895
OG0000559	Syas.g_00789	Prbk.g_01891
OG0000560	Syas.g_00792	Prbk.g_01888
OG0000561	Syas.g_00793	Prbk.g_01887
OG0000562	Syas.g_00794	Prbk.g_01886
OG0000563	Syas.g_00795	Prbk.g_01885
OG0000564	Syas.g_00796	Prbk.g_01884
OG0000565	Syas.g_00800	Prbk.g_01881
OG0000566	Syas.g_00804	Prbk.g_01877
OG0000567	Syas.g_00808	Prbk.g_01873
OG0000568	Syas.g_00810	Prbk.g_01871
OG0000569	Syas.g_00811	Prbk.g_01104
OG0000570	Syas.g_00812	Prbk.g_01105
OG0000571	Syas.g_00815	Prbk.g_01108
OG0000572	Syas.g_00839	Prbk.g_01124
OG0000573	Syas.g_00952	Prbk.g_01131
OG0000574	Syas.g_00951	Prbk.g_01132
OG0000575	Syas.g_00848	Prbk.g_01141
OG0000576	Syas.g_00850	Prbk.g_01143
OG0000577	Syas.g_00851	Prbk.g_01144
OG0000578	Syas.g_00852	Prbk.g_01145
OG0000579	Syas.g_00853	Prbk.g_01146
OG0000580	Syas.g_00854	Prbk.g_01147
OG0000581	Syas.g_00861	Prbk.g_01151
OG0000582	Syas.g_00873	Prbk.g_01155
