Orthogroup	Syas	Prbi
OG0000092	Syas.g_00900, Syas.g_00877	Prbi.g_00956
OG0000094	Syas.g_00208, Syas.g_01716	Prbi.g_01067
OG0000095	Syas.g_01021	Prbi.g_01086
OG0000097	Syas.g_00114, Syas.g_01443	Prbi.g_01248
OG0000098	Syas.g_00091	Prbi.g_01421
OG0000099	Syas.g_01826	Prbi.g_01462
OG0000100	Syas.g_00567	Prbi.g_01664
OG0000101	Syas.g_01589	Prbi.g_01938
OG0000102	Syas.g_02152, Syas.g_01395	Prbi.g_01999
OG0000103	Syas.g_02009	Prbi.g_02091
OG0000104	Syas.g_02027, Syas.g_02026	Prbi.g_02099
OG0000105	Syas.g_01739	Prbi.g_00298
OG0000106	Syas.g_01451	Prbi.g_00394
OG0000107	Syas.g_01669	Prbi.g_00409
OG0000108	Syas.g_01253	Prbi.g_00483
OG0000109	Syas.g_01236	Prbi.g_00497
OG0000110	Syas.g_00818	Prbi.g_00577
OG0000111	Syas.g_01037	Prbi.g_00703
OG0000112	Syas.g_00452	Prbi.g_00811
OG0000113	Syas.g_00571	Prbi.g_00869
OG0000114	Syas.g_00674	Prbi.g_00951
OG0000115	Syas.g_02548, Syas.g_01285	Prbi.g_01148
OG0000116	Syas.g_01198, Syas.g_00317	Prbi.g_01197
OG0000117	Syas.g_01122	Prbi.g_01330
OG0000118	Syas.g_02835	Prbi.g_01403
OG0000120	Syas.g_01828	Prbi.g_01460
OG0000121	Syas.g_02821	Prbi.g_01593
OG0000122	Syas.g_00393	Prbi.g_01630
OG0000123	Syas.g_01582	Prbi.g_01945
OG0000124	Syas.g_02137	Prbi.g_02010
OG0000125	Syas.g_01889	Prbi.g_02059
OG0000126	Syas.g_01992	Prbi.g_02098
OG0000128	Syas.g_02046	Prbi.g_00011
OG0000129	Syas.g_01880	Prbi.g_00053
OG0000130	Syas.g_02522	Prbi.g_00076
OG0000131	Syas.g_02367	Prbi.g_00169
OG0000132	Syas.g_02334	Prbi.g_00188
OG0000133	Syas.g_00457	Prbi.g_00346
OG0000134	Syas.g_01509	Prbi.g_00381
OG0000135	Syas.g_01938	Prbi.g_00407
OG0000136	Syas.g_02740	Prbi.g_00442
OG0000137	Syas.g_01333	Prbi.g_00478
OG0000138	Syas.g_01235	Prbi.g_00498
OG0000140	Syas.g_00090	Prbi.g_00541
OG0000141	Syas.g_00875	Prbi.g_00609
OG0000142	Syas.g_00746	Prbi.g_00638
OG0000143	Syas.g_00742	Prbi.g_00642
OG0000144	Syas.g_00718	Prbi.g_00655
OG0000145	Syas.g_00948	Prbi.g_00807
OG0000146	Syas.g_00451	Prbi.g_00812
OG0000147	Syas.g_00450	Prbi.g_00813
OG0000148	Syas.g_00577	Prbi.g_00863
OG0000149	Syas.g_00282	Prbi.g_00894
OG0000150	Syas.g_00874	Prbi.g_00902
OG0000151	Syas.g_00148, Syas.g_00659	Prbi.g_00961
OG0000152	Syas.g_00461	Prbi.g_01009
OG0000153	Syas.g_00543	Prbi.g_01028
OG0000154	Syas.g_00219	Prbi.g_01060
OG0000155	Syas.g_01131	Prbi.g_01227
OG0000156	Syas.g_01206	Prbi.g_01380
OG0000157	Syas.g_01207	Prbi.g_01381
OG0000158	Syas.g_02185	Prbi.g_01489
OG0000159	Syas.g_01155	Prbi.g_01490
OG0000160	Syas.g_02820	Prbi.g_01592
OG0000161	Syas.g_02826	Prbi.g_01598
OG0000162	Syas.g_02751	Prbi.g_01604
OG0000163	Syas.g_01488	Prbi.g_01637
OG0000164	Syas.g_02648	Prbi.g_01811
OG0000165	Syas.g_02609	Prbi.g_01818
OG0000166	Syas.g_01629	Prbi.g_01902
OG0000167	Syas.g_01449	Prbi.g_01968
OG0000168	Syas.g_02184	Prbi.g_01978
OG0000169	Syas.g_02170	Prbi.g_01988
OG0000170	Syas.g_02161	Prbi.g_01990
OG0000171	Syas.g_02139	Prbi.g_02009
OG0000172	Syas.g_02110	Prbi.g_02030
OG0000173	Syas.g_02092	Prbi.g_02045
OG0000174	Syas.g_01940	Prbi.g_02073
OG0000175	Syas.g_01994	Prbi.g_02083
OG0000176	Syas.g_02038	Prbi.g_00004
OG0000177	Syas.g_02039	Prbi.g_00005
OG0000178	Syas.g_02040	Prbi.g_00006
OG0000179	Syas.g_02054	Prbi.g_00016
OG0000180	Syas.g_02055	Prbi.g_00017
OG0000181	Syas.g_02056	Prbi.g_00018
OG0000182	Syas.g_02057	Prbi.g_00019
OG0000183	Syas.g_02061	Prbi.g_00023
OG0000184	Syas.g_01872	Prbi.g_00057
OG0000185	Syas.g_01861	Prbi.g_00060
OG0000186	Syas.g_02525	Prbi.g_00071
OG0000187	Syas.g_02524	Prbi.g_00072
OG0000188	Syas.g_02502	Prbi.g_00089
OG0000189	Syas.g_02432	Prbi.g_00103
OG0000190	Syas.g_00133	Prbi.g_00104
OG0000191	Syas.g_02400	Prbi.g_00125
OG0000192	Syas.g_02395	Prbi.g_00129
OG0000193	Syas.g_02366	Prbi.g_00170
OG0000194	Syas.g_02363	Prbi.g_00173
OG0000195	Syas.g_02360	Prbi.g_00175
OG0000196	Syas.g_02337	Prbi.g_00185
OG0000197	Syas.g_02336	Prbi.g_00186
OG0000198	Syas.g_02335	Prbi.g_00187
OG0000199	Syas.g_02327	Prbi.g_00194
OG0000200	Syas.g_02298	Prbi.g_00208
OG0000201	Syas.g_02279	Prbi.g_00216
OG0000202	Syas.g_02278	Prbi.g_00217
OG0000203	Syas.g_02277	Prbi.g_00218
OG0000204	Syas.g_02276	Prbi.g_00219
OG0000205	Syas.g_02267	Prbi.g_00226
OG0000206	Syas.g_02240	Prbi.g_00231
OG0000207	Syas.g_02237	Prbi.g_00233
OG0000208	Syas.g_02236	Prbi.g_00234
OG0000209	Syas.g_01837	Prbi.g_00243
OG0000210	Syas.g_01838	Prbi.g_00244
OG0000211	Syas.g_02552	Prbi.g_00257
OG0000212	Syas.g_02562	Prbi.g_00264
OG0000213	Syas.g_01707	Prbi.g_00281
OG0000214	Syas.g_01730	Prbi.g_00291
OG0000215	Syas.g_01766	Prbi.g_00316
OG0000216	Syas.g_01770	Prbi.g_00318
OG0000217	Syas.g_01778	Prbi.g_00321
OG0000218	Syas.g_01780	Prbi.g_00323
OG0000219	Syas.g_01783	Prbi.g_00324
OG0000220	Syas.g_01784	Prbi.g_00325
OG0000221	Syas.g_01785	Prbi.g_00326
OG0000222	Syas.g_01804	Prbi.g_00334
OG0000223	Syas.g_02221	Prbi.g_00347
OG0000224	Syas.g_02215	Prbi.g_00349
OG0000225	Syas.g_01522	Prbi.g_00370
OG0000226	Syas.g_01518	Prbi.g_00374
OG0000227	Syas.g_01516	Prbi.g_00376
OG0000228	Syas.g_01513	Prbi.g_00379
OG0000229	Syas.g_01497	Prbi.g_00437
OG0000230	Syas.g_01495	Prbi.g_00439
OG0000231	Syas.g_02749	Prbi.g_00450
OG0000232	Syas.g_01276	Prbi.g_00459
OG0000233	Syas.g_01352	Prbi.g_00465
OG0000234	Syas.g_01331	Prbi.g_00479
OG0000235	Syas.g_01254	Prbi.g_00482
OG0000236	Syas.g_01237	Prbi.g_00496
OG0000237	Syas.g_01220	Prbi.g_00509
OG0000238	Syas.g_01215	Prbi.g_00515
OG0000239	Syas.g_00012	Prbi.g_00528
OG0000240	Syas.g_00013	Prbi.g_00529
OG0000241	Syas.g_00754	Prbi.g_00533
OG0000242	Syas.g_00059	Prbi.g_00535
OG0000243	Syas.g_00777	Prbi.g_00546
OG0000244	Syas.g_00784	Prbi.g_00549
OG0000245	Syas.g_00786	Prbi.g_00551
OG0000246	Syas.g_00790	Prbi.g_00555
OG0000247	Syas.g_00802	Prbi.g_00565
OG0000248	Syas.g_00805	Prbi.g_00567
OG0000249	Syas.g_00807	Prbi.g_00569
OG0000250	Syas.g_00814	Prbi.g_00574
OG0000251	Syas.g_00845	Prbi.g_00593
OG0000252	Syas.g_00950	Prbi.g_00596
OG0000253	Syas.g_00846	Prbi.g_00597
OG0000254	Syas.g_00869	Prbi.g_00613
OG0000255	Syas.g_00132, Syas.g_01062	Prbi.g_00619
OG0000256	Syas.g_00104	Prbi.g_00629
OG0000257	Syas.g_00757	Prbi.g_00632
OG0000258	Syas.g_00733	Prbi.g_00646
OG0000259	Syas.g_00708	Prbi.g_00663
OG0000260	Syas.g_00705	Prbi.g_00666
OG0000261	Syas.g_00701	Prbi.g_00668
OG0000262	Syas.g_00695	Prbi.g_00672
OG0000263	Syas.g_01103	Prbi.g_00684
OG0000264	Syas.g_02588	Prbi.g_00694
OG0000266	Syas.g_00186	Prbi.g_00755
OG0000267	Syas.g_00377	Prbi.g_00766
OG0000268	Syas.g_00390	Prbi.g_00767
OG0000269	Syas.g_00601	Prbi.g_00842
OG0000270	Syas.g_00598	Prbi.g_00845
OG0000271	Syas.g_00590	Prbi.g_00853
OG0000272	Syas.g_00589	Prbi.g_00854
OG0000273	Syas.g_00563	Prbi.g_00877
OG0000274	Syas.g_00562	Prbi.g_00878
OG0000275	Syas.g_00230	Prbi.g_00881
OG0000276	Syas.g_00237	Prbi.g_00886
OG0000277	Syas.g_00238	Prbi.g_00887
OG0000278	Syas.g_00241	Prbi.g_00890
OG0000279	Syas.g_00288	Prbi.g_00897
OG0000280	Syas.g_00889, Syas.g_00481	Prbi.g_00898
OG0000281	Syas.g_00970	Prbi.g_00903
OG0000282	Syas.g_00672	Prbi.g_00953
OG0000283	Syas.g_00409	Prbi.g_00986
OG0000284	Syas.g_00416	Prbi.g_00991
OG0000285	Syas.g_00436	Prbi.g_00996
OG0000286	Syas.g_00460	Prbi.g_01008
OG0000287	Syas.g_00534	Prbi.g_01025
OG0000288	Syas.g_00220	Prbi.g_01059
OG0000289	Syas.g_00205	Prbi.g_01070
OG0000290	Syas.g_01016	Prbi.g_01083
OG0000292	Syas.g_02020	Prbi.g_01136
OG0000293	Syas.g_01197	Prbi.g_01198
OG0000294	Syas.g_01196	Prbi.g_01199
OG0000295	Syas.g_01139	Prbi.g_01219
OG0000296	Syas.g_01137	Prbi.g_01221
OG0000299	Syas.g_01087	Prbi.g_01247
OG0000300	Syas.g_01082	Prbi.g_01250
OG0000301	Syas.g_01081	Prbi.g_01251
OG0000302	Syas.g_01080	Prbi.g_01253
OG0000303	Syas.g_01071	Prbi.g_01260
OG0000304	Syas.g_01066	Prbi.g_01264
OG0000305	Syas.g_01023	Prbi.g_01431
OG0000306	Syas.g_01929	Prbi.g_01434
OG0000307	Syas.g_01270	Prbi.g_01448
OG0000308	Syas.g_01272	Prbi.g_01449
OG0000309	Syas.g_01364	Prbi.g_01453
OG0000310	Syas.g_02796	Prbi.g_01574
OG0000311	Syas.g_02799	Prbi.g_01576
OG0000312	Syas.g_02804	Prbi.g_01579
OG0000313	Syas.g_02823	Prbi.g_01595
OG0000315	Syas.g_01306	Prbi.g_01627
OG0000316	Syas.g_02728	Prbi.g_01647
OG0000317	Syas.g_02687	Prbi.g_01785
OG0000318	Syas.g_02680	Prbi.g_01788
OG0000319	Syas.g_02663	Prbi.g_01801
OG0000320	Syas.g_02661	Prbi.g_01803
OG0000321	Syas.g_02660	Prbi.g_01804
OG0000322	Syas.g_02659	Prbi.g_01805
OG0000323	Syas.g_02646	Prbi.g_01814
OG0000324	Syas.g_02578	Prbi.g_01840
OG0000325	Syas.g_01668	Prbi.g_01849
OG0000326	Syas.g_01661	Prbi.g_01855
OG0000327	Syas.g_01634	Prbi.g_01897
OG0000328	Syas.g_01633	Prbi.g_01898
OG0000329	Syas.g_01615	Prbi.g_01915
OG0000330	Syas.g_01614	Prbi.g_01916
OG0000331	Syas.g_01613	Prbi.g_01917
OG0000332	Syas.g_01598	Prbi.g_01931
OG0000333	Syas.g_01595	Prbi.g_01933
OG0000334	Syas.g_01586	Prbi.g_01941
OG0000335	Syas.g_01581	Prbi.g_01946
OG0000336	Syas.g_01577	Prbi.g_01950
OG0000337	Syas.g_02211	Prbi.g_01966
OG0000338	Syas.g_02199	Prbi.g_01967
OG0000339	Syas.g_02192	Prbi.g_01971
OG0000340	Syas.g_02183	Prbi.g_01979
OG0000341	Syas.g_02181	Prbi.g_01981
OG0000342	Syas.g_02180	Prbi.g_01982
OG0000343	Syas.g_02176	Prbi.g_01983
OG0000344	Syas.g_02172	Prbi.g_01986
OG0000345	Syas.g_02160	Prbi.g_01991
OG0000346	Syas.g_02155	Prbi.g_01995
OG0000347	Syas.g_02136	Prbi.g_02011
OG0000348	Syas.g_02107	Prbi.g_02033
OG0000349	Syas.g_02085	Prbi.g_02050
OG0000350	Syas.g_01654	Prbi.g_02069
OG0000351	Syas.g_01998	Prbi.g_02086
OG0000352	Syas.g_01999	Prbi.g_02087
OG0000353	Syas.g_02033	Prbi.g_02102
OG0000355	Syas.g_02035	Prbi.g_00001
OG0000356	Syas.g_02036	Prbi.g_00002
OG0000357	Syas.g_02037	Prbi.g_00003
OG0000358	Syas.g_02041	Prbi.g_00007
OG0000359	Syas.g_02043	Prbi.g_00008
OG0000360	Syas.g_02044	Prbi.g_00009
OG0000361	Syas.g_02045	Prbi.g_00010
OG0000362	Syas.g_02047	Prbi.g_00012
OG0000363	Syas.g_02049	Prbi.g_00014
OG0000364	Syas.g_02685	Prbi.g_00015
OG0000365	Syas.g_02058	Prbi.g_00020
OG0000366	Syas.g_02059	Prbi.g_00021
OG0000368	Syas.g_02062	Prbi.g_00024
OG0000369	Syas.g_02063	Prbi.g_00025
OG0000370	Syas.g_02064	Prbi.g_00026
OG0000371	Syas.g_02073	Prbi.g_00032
OG0000372	Syas.g_02078	Prbi.g_00035
OG0000373	Syas.g_02079	Prbi.g_00036
OG0000374	Syas.g_02080	Prbi.g_00037
OG0000375	Syas.g_02081	Prbi.g_00049
OG0000376	Syas.g_02083	Prbi.g_00051
OG0000377	Syas.g_01879	Prbi.g_00056
OG0000378	Syas.g_01867	Prbi.g_00058
OG0000379	Syas.g_01859	Prbi.g_00061
OG0000380	Syas.g_02523	Prbi.g_00073
OG0000381	Syas.g_02521	Prbi.g_00077
OG0000382	Syas.g_02503	Prbi.g_00088
OG0000383	Syas.g_02480	Prbi.g_00090
OG0000384	Syas.g_02479	Prbi.g_00091
OG0000385	Syas.g_02478	Prbi.g_00092
OG0000386	Syas.g_02477	Prbi.g_00093
OG0000387	Syas.g_00134	Prbi.g_00106
OG0000388	Syas.g_02426	Prbi.g_00109
OG0000389	Syas.g_02422	Prbi.g_00113
OG0000390	Syas.g_02406	Prbi.g_00120
OG0000391	Syas.g_02401	Prbi.g_00124
OG0000392	Syas.g_02396	Prbi.g_00128
OG0000393	Syas.g_02394	Prbi.g_00130
OG0000394	Syas.g_02393	Prbi.g_00131
OG0000395	Syas.g_02392	Prbi.g_00132
OG0000396	Syas.g_02389	Prbi.g_00135
OG0000397	Syas.g_02387	Prbi.g_00137
OG0000398	Syas.g_02382	Prbi.g_00139
OG0000399	Syas.g_02381	Prbi.g_00140
OG0000400	Syas.g_02380	Prbi.g_00141
OG0000401	Syas.g_02379	Prbi.g_00142
OG0000402	Syas.g_02377	Prbi.g_00144
OG0000403	Syas.g_02376	Prbi.g_00145
OG0000404	Syas.g_02375	Prbi.g_00146
OG0000405	Syas.g_02369	Prbi.g_00150
OG0000406	Syas.g_02365	Prbi.g_00171
OG0000407	Syas.g_02364	Prbi.g_00172
OG0000408	Syas.g_02361	Prbi.g_00174
OG0000409	Syas.g_02359	Prbi.g_00176
OG0000410	Syas.g_02358	Prbi.g_00177
OG0000411	Syas.g_02357	Prbi.g_00178
OG0000412	Syas.g_02356	Prbi.g_00179
OG0000413	Syas.g_02354	Prbi.g_00180
OG0000414	Syas.g_02353	Prbi.g_00181
OG0000415	Syas.g_02352	Prbi.g_00182
OG0000416	Syas.g_02351	Prbi.g_00183
OG0000417	Syas.g_02338	Prbi.g_00184
OG0000418	Syas.g_02333	Prbi.g_00189
OG0000419	Syas.g_02331	Prbi.g_00191
OG0000420	Syas.g_02329	Prbi.g_00192
OG0000421	Syas.g_02324	Prbi.g_00197
OG0000422	Syas.g_02323	Prbi.g_00198
OG0000423	Syas.g_02322	Prbi.g_00199
OG0000424	Syas.g_02321	Prbi.g_00200
OG0000425	Syas.g_02320	Prbi.g_00201
OG0000426	Syas.g_02319	Prbi.g_00202
OG0000427	Syas.g_02318	Prbi.g_00203
OG0000428	Syas.g_02315	Prbi.g_00205
OG0000429	Syas.g_02312	Prbi.g_00206
OG0000430	Syas.g_02311	Prbi.g_00207
OG0000431	Syas.g_02296	Prbi.g_00209
OG0000432	Syas.g_02288	Prbi.g_00212
OG0000433	Syas.g_02286	Prbi.g_00213
OG0000434	Syas.g_02285	Prbi.g_00214
OG0000435	Syas.g_02282	Prbi.g_00215
OG0000436	Syas.g_02273	Prbi.g_00220
OG0000437	Syas.g_02272	Prbi.g_00221
OG0000438	Syas.g_02271	Prbi.g_00222
OG0000439	Syas.g_02269	Prbi.g_00224
OG0000440	Syas.g_02268	Prbi.g_00225
OG0000441	Syas.g_02265	Prbi.g_00228
OG0000442	Syas.g_02259	Prbi.g_00229
OG0000443	Syas.g_02241	Prbi.g_00230
OG0000444	Syas.g_02234	Prbi.g_00235
OG0000445	Syas.g_02233	Prbi.g_00236
OG0000446	Syas.g_02231	Prbi.g_00237
OG0000447	Syas.g_02229	Prbi.g_00238
OG0000448	Syas.g_02228	Prbi.g_00239
OG0000449	Syas.g_02226	Prbi.g_00240
OG0000450	Syas.g_01834	Prbi.g_00241
OG0000451	Syas.g_01835	Prbi.g_00242
OG0000452	Syas.g_01844	Prbi.g_00245
OG0000453	Syas.g_01845	Prbi.g_00246
OG0000454	Syas.g_01846	Prbi.g_00247
OG0000455	Syas.g_01847	Prbi.g_00248
OG0000456	Syas.g_01848	Prbi.g_00249
OG0000457	Syas.g_01850	Prbi.g_00250
OG0000458	Syas.g_01851	Prbi.g_00251
OG0000459	Syas.g_01852	Prbi.g_00252
OG0000460	Syas.g_02554	Prbi.g_00259
OG0000461	Syas.g_01686	Prbi.g_00266
OG0000462	Syas.g_01688	Prbi.g_00268
OG0000463	Syas.g_01689	Prbi.g_00269
OG0000464	Syas.g_01690	Prbi.g_00270
OG0000465	Syas.g_01692	Prbi.g_00271
OG0000466	Syas.g_01697	Prbi.g_00274
OG0000467	Syas.g_01698	Prbi.g_00275
OG0000468	Syas.g_01703	Prbi.g_00277
OG0000469	Syas.g_01725	Prbi.g_00286
OG0000470	Syas.g_01727	Prbi.g_00288
OG0000471	Syas.g_01728	Prbi.g_00289
OG0000472	Syas.g_01729	Prbi.g_00290
OG0000473	Syas.g_01731	Prbi.g_00292
OG0000474	Syas.g_01732	Prbi.g_00293
OG0000475	Syas.g_01733	Prbi.g_00294
OG0000476	Syas.g_01735	Prbi.g_00295
OG0000477	Syas.g_01740	Prbi.g_00299
OG0000478	Syas.g_01741	Prbi.g_00300
OG0000479	Syas.g_01749	Prbi.g_00301
OG0000480	Syas.g_01756	Prbi.g_00306
OG0000481	Syas.g_00161, Syas.g_00162	Prbi.g_00308
OG0000482	Syas.g_01758	Prbi.g_00309
OG0000483	Syas.g_01762	Prbi.g_00312
OG0000484	Syas.g_01763	Prbi.g_00313
OG0000485	Syas.g_01764	Prbi.g_00314
OG0000486	Syas.g_01765	Prbi.g_00315
OG0000487	Syas.g_01771	Prbi.g_00319
OG0000488	Syas.g_01779	Prbi.g_00322
OG0000489	Syas.g_01823	Prbi.g_00327
OG0000490	Syas.g_01808	Prbi.g_00332
OG0000491	Syas.g_01806	Prbi.g_00333
OG0000492	Syas.g_01803	Prbi.g_00335
OG0000493	Syas.g_01802	Prbi.g_00336
OG0000494	Syas.g_01801	Prbi.g_00337
OG0000495	Syas.g_01799	Prbi.g_00338
OG0000496	Syas.g_01798	Prbi.g_00339
OG0000497	Syas.g_01797	Prbi.g_00340
OG0000498	Syas.g_01796	Prbi.g_00341
OG0000499	Syas.g_01795	Prbi.g_00342
OG0000500	Syas.g_01794	Prbi.g_00343
OG0000501	Syas.g_01791	Prbi.g_00345
OG0000502	Syas.g_02216	Prbi.g_00348
OG0000503	Syas.g_01541	Prbi.g_00358
OG0000504	Syas.g_01539	Prbi.g_00359
OG0000505	Syas.g_01538	Prbi.g_00360
OG0000506	Syas.g_01536	Prbi.g_00362
OG0000507	Syas.g_01530	Prbi.g_00365
OG0000508	Syas.g_01523	Prbi.g_00369
OG0000509	Syas.g_01521	Prbi.g_00371
OG0000510	Syas.g_01520	Prbi.g_00372
OG0000511	Syas.g_01519	Prbi.g_00373
OG0000512	Syas.g_01517	Prbi.g_00375
OG0000513	Syas.g_01508	Prbi.g_00382
OG0000514	Syas.g_01504	Prbi.g_00432
OG0000515	Syas.g_01503	Prbi.g_00433
OG0000516	Syas.g_01501	Prbi.g_00434
OG0000517	Syas.g_01498	Prbi.g_00436
OG0000518	Syas.g_00360, Syas.g_02746	Prbi.g_00447
OG0000519	Syas.g_02747	Prbi.g_00448
OG0000520	Syas.g_02748	Prbi.g_00449
OG0000521	Syas.g_01281	Prbi.g_00454
OG0000522	Syas.g_01279	Prbi.g_00456
OG0000523	Syas.g_01278	Prbi.g_00457
OG0000524	Syas.g_01354	Prbi.g_00463
OG0000525	Syas.g_01342	Prbi.g_00466
OG0000526	Syas.g_01340	Prbi.g_00467
OG0000527	Syas.g_01335	Prbi.g_00476
OG0000528	Syas.g_01256	Prbi.g_00481
OG0000529	Syas.g_01252	Prbi.g_00484
OG0000530	Syas.g_01249	Prbi.g_00487
OG0000531	Syas.g_01248	Prbi.g_00488
OG0000532	Syas.g_01245	Prbi.g_00490
OG0000533	Syas.g_01243	Prbi.g_00491
OG0000534	Syas.g_01242	Prbi.g_00492
OG0000535	Syas.g_01241	Prbi.g_00493
OG0000536	Syas.g_01240	Prbi.g_00494
OG0000537	Syas.g_01238	Prbi.g_00495
OG0000538	Syas.g_01228	Prbi.g_00503
OG0000539	Syas.g_01227	Prbi.g_00504
OG0000540	Syas.g_01226	Prbi.g_00505
OG0000541	Syas.g_01225	Prbi.g_00506
OG0000542	Syas.g_01221	Prbi.g_00508
OG0000543	Syas.g_01219	Prbi.g_00510
OG0000544	Syas.g_01218	Prbi.g_00511
OG0000545	Syas.g_01216	Prbi.g_00513
OG0000546	Syas.g_01214	Prbi.g_00516
OG0000547	Syas.g_01212	Prbi.g_00518
OG0000548	Syas.g_01211	Prbi.g_00519
OG0000549	Syas.g_00005	Prbi.g_00521
OG0000550	Syas.g_00010	Prbi.g_00526
OG0000551	Syas.g_00015	Prbi.g_00530
OG0000552	Syas.g_00016	Prbi.g_00531
OG0000553	Syas.g_00019	Prbi.g_00532
OG0000554	Syas.g_00063	Prbi.g_00537
OG0000555	Syas.g_00775	Prbi.g_00545
OG0000556	Syas.g_00781	Prbi.g_00547
OG0000557	Syas.g_00783	Prbi.g_00548
OG0000558	Syas.g_00785	Prbi.g_00550
OG0000559	Syas.g_00789	Prbi.g_00554
OG0000560	Syas.g_00792	Prbi.g_00557
OG0000561	Syas.g_00793	Prbi.g_00558
OG0000562	Syas.g_00794	Prbi.g_00559
OG0000563	Syas.g_00795	Prbi.g_00560
OG0000564	Syas.g_00796	Prbi.g_00561
OG0000565	Syas.g_00800	Prbi.g_00564
OG0000566	Syas.g_00804	Prbi.g_00566
OG0000567	Syas.g_00808	Prbi.g_00570
OG0000568	Syas.g_00810	Prbi.g_00571
OG0000569	Syas.g_00811	Prbi.g_00572
OG0000570	Syas.g_00812	Prbi.g_00573
OG0000571	Syas.g_00815	Prbi.g_00575
OG0000572	Syas.g_00839	Prbi.g_00588
OG0000573	Syas.g_00952	Prbi.g_00594
OG0000574	Syas.g_00951	Prbi.g_00595
OG0000575	Syas.g_00848	Prbi.g_00599
OG0000576	Syas.g_00850	Prbi.g_00601
OG0000577	Syas.g_00851	Prbi.g_00602
OG0000578	Syas.g_00852	Prbi.g_00603
OG0000579	Syas.g_00853	Prbi.g_00604
OG0000580	Syas.g_00854	Prbi.g_00605
OG0000581	Syas.g_00861	Prbi.g_00607
OG0000582	Syas.g_00873	Prbi.g_00610
OG0000583	Syas.g_00872	Prbi.g_00611
OG0000584	Syas.g_00871	Prbi.g_00612
OG0000585	Syas.g_00868	Prbi.g_00614
