Orthogroup	Syas	Prax
OG0000138	Syas.g_01235	Prax.g_00706
OG0000140	Syas.g_00090	Prax.g_00663
OG0000141	Syas.g_00875	Prax.g_00066
OG0000142	Syas.g_00746	Prax.g_00094
OG0000143	Syas.g_00742	Prax.g_00098
OG0000144	Syas.g_00718	Prax.g_00111
OG0000145	Syas.g_00948	Prax.g_00413
OG0000146	Syas.g_00451	Prax.g_00408
OG0000147	Syas.g_00450	Prax.g_00407
OG0000148	Syas.g_00577	Prax.g_00357
OG0000149	Syas.g_00282	Prax.g_00326
OG0000150	Syas.g_00874	Prax.g_00318
OG0000151	Syas.g_00148, Syas.g_00659	Prax.g_00571
OG0000152	Syas.g_00461	Prax.g_01129
OG0000153	Syas.g_00543	Prax.g_01148
OG0000154	Syas.g_00219	Prax.g_01178
OG0000155	Syas.g_01131	Prax.g_00220
OG0000156	Syas.g_01206	Prax.g_01910
OG0000157	Syas.g_01207	Prax.g_01909
OG0000158	Syas.g_02185	Prax.g_01780
OG0000159	Syas.g_01155	Prax.g_01824
OG0000160	Syas.g_02820	Prax.g_01727
OG0000161	Syas.g_02826	Prax.g_01721
OG0000162	Syas.g_02751	Prax.g_01715
OG0000163	Syas.g_01488	Prax.g_01681
OG0000164	Syas.g_02648	Prax.g_01535
OG0000165	Syas.g_02609	Prax.g_01528
OG0000166	Syas.g_01629	Prax.g_01302
OG0000167	Syas.g_01449	Prax.g_01368
OG0000168	Syas.g_02184	Prax.g_01378
OG0000169	Syas.g_02170	Prax.g_01388
OG0000170	Syas.g_02161	Prax.g_01390
OG0000171	Syas.g_02139	Prax.g_01409
OG0000172	Syas.g_02110	Prax.g_01418
OG0000173	Syas.g_02092	Prax.g_01433
OG0000174	Syas.g_01940	Prax.g_01460
OG0000175	Syas.g_01994	Prax.g_01470
OG0000176	Syas.g_02038	Prax.g_01494
OG0000177	Syas.g_02039	Prax.g_01495
OG0000178	Syas.g_02040	Prax.g_01496
OG0000179	Syas.g_02054	Prax.g_00297
OG0000180	Syas.g_02055	Prax.g_00296
OG0000181	Syas.g_02056	Prax.g_00295
OG0000182	Syas.g_02057	Prax.g_00294
OG0000183	Syas.g_02061	Prax.g_00290
OG0000184	Syas.g_01872	Prax.g_00621
OG0000185	Syas.g_01861	Prax.g_00624
OG0000186	Syas.g_02525	Prax.g_00635
OG0000187	Syas.g_02524	Prax.g_00636
OG0000188	Syas.g_02502	Prax.g_00653
OG0000189	Syas.g_02432	Prax.g_01122
OG0000190	Syas.g_00133	Prax.g_01121
OG0000191	Syas.g_02400	Prax.g_01101
OG0000192	Syas.g_02395	Prax.g_01097
OG0000193	Syas.g_02366	Prax.g_01072
OG0000194	Syas.g_02363	Prax.g_01069
OG0000195	Syas.g_02360	Prax.g_01067
OG0000196	Syas.g_02337	Prax.g_01057
OG0000197	Syas.g_02336	Prax.g_01056
OG0000198	Syas.g_02335	Prax.g_01055
OG0000199	Syas.g_02327	Prax.g_01048
OG0000200	Syas.g_02298	Prax.g_01034
OG0000201	Syas.g_02279	Prax.g_01026
OG0000202	Syas.g_02278	Prax.g_01025
OG0000203	Syas.g_02277	Prax.g_01024
OG0000204	Syas.g_02276	Prax.g_01023
OG0000205	Syas.g_02267	Prax.g_01016
OG0000206	Syas.g_02240	Prax.g_01011
OG0000207	Syas.g_02237	Prax.g_01009
OG0000208	Syas.g_02236	Prax.g_01008
OG0000209	Syas.g_01837	Prax.g_00999
OG0000210	Syas.g_01838	Prax.g_00998
OG0000211	Syas.g_02552	Prax.g_00985
OG0000212	Syas.g_02562	Prax.g_00978
OG0000213	Syas.g_01707	Prax.g_00918
OG0000214	Syas.g_01730	Prax.g_00908
OG0000215	Syas.g_01766	Prax.g_00883
OG0000216	Syas.g_01770	Prax.g_00881
OG0000217	Syas.g_01778	Prax.g_00878
OG0000218	Syas.g_01780	Prax.g_00876
OG0000219	Syas.g_01783	Prax.g_00875
OG0000220	Syas.g_01784	Prax.g_00874
OG0000221	Syas.g_01785	Prax.g_00873
OG0000222	Syas.g_01804	Prax.g_00865
OG0000223	Syas.g_02221	Prax.g_00850
OG0000224	Syas.g_02215	Prax.g_00848
OG0000225	Syas.g_01522	Prax.g_00827
OG0000226	Syas.g_01518	Prax.g_00823
OG0000227	Syas.g_01516	Prax.g_00821
OG0000228	Syas.g_01513	Prax.g_00818
OG0000229	Syas.g_01497	Prax.g_00764
OG0000230	Syas.g_01495	Prax.g_00762
OG0000231	Syas.g_02749	Prax.g_00751
OG0000232	Syas.g_01276	Prax.g_00743
OG0000233	Syas.g_01352	Prax.g_00738
OG0000234	Syas.g_01331	Prax.g_00726
OG0000235	Syas.g_01254	Prax.g_00723
OG0000236	Syas.g_01237	Prax.g_00708
OG0000237	Syas.g_01220	Prax.g_00695
OG0000238	Syas.g_01215	Prax.g_00689
OG0000239	Syas.g_00012	Prax.g_00676
OG0000240	Syas.g_00013	Prax.g_00675
OG0000241	Syas.g_00754	Prax.g_00671
OG0000242	Syas.g_00059	Prax.g_00669
OG0000243	Syas.g_00777	Prax.g_00004
OG0000244	Syas.g_00784	Prax.g_00007
OG0000245	Syas.g_00786	Prax.g_00009
OG0000246	Syas.g_00790	Prax.g_00013
OG0000247	Syas.g_00802	Prax.g_00023
OG0000248	Syas.g_00805	Prax.g_00025
OG0000249	Syas.g_00807	Prax.g_00027
OG0000250	Syas.g_00814	Prax.g_00032
OG0000251	Syas.g_00845	Prax.g_00050
OG0000252	Syas.g_00950	Prax.g_00053
OG0000253	Syas.g_00846	Prax.g_00054
OG0000254	Syas.g_00869	Prax.g_00070
OG0000255	Syas.g_00132, Syas.g_01062	Prax.g_00076
OG0000256	Syas.g_00104	Prax.g_00086
OG0000257	Syas.g_00757	Prax.g_00089
OG0000258	Syas.g_00733	Prax.g_00102
OG0000259	Syas.g_00708	Prax.g_00119
OG0000260	Syas.g_00705	Prax.g_00122
OG0000261	Syas.g_00701	Prax.g_00977
OG0000262	Syas.g_00695	Prax.g_00973
OG0000263	Syas.g_01103	Prax.g_00961
OG0000264	Syas.g_02588	Prax.g_00951
OG0000266	Syas.g_00186	Prax.g_00475
OG0000267	Syas.g_00377	Prax.g_00464
OG0000268	Syas.g_00390	Prax.g_00463
OG0000269	Syas.g_00601	Prax.g_00378
OG0000270	Syas.g_00598	Prax.g_00375
OG0000271	Syas.g_00590	Prax.g_00367
OG0000272	Syas.g_00589	Prax.g_00366
OG0000273	Syas.g_00563	Prax.g_00343
OG0000274	Syas.g_00562	Prax.g_00342
OG0000275	Syas.g_00230	Prax.g_00339
OG0000276	Syas.g_00237	Prax.g_00334
OG0000277	Syas.g_00238	Prax.g_00333
OG0000278	Syas.g_00241	Prax.g_00330
OG0000279	Syas.g_00288	Prax.g_00323
OG0000280	Syas.g_00889, Syas.g_00481	Prax.g_00322
OG0000281	Syas.g_00970	Prax.g_00317
OG0000282	Syas.g_00672	Prax.g_00563
OG0000283	Syas.g_00409	Prax.g_00597
OG0000284	Syas.g_00416	Prax.g_00602
OG0000285	Syas.g_00436	Prax.g_00607
OG0000286	Syas.g_00460	Prax.g_00619
OG0000287	Syas.g_00534	Prax.g_01145
OG0000288	Syas.g_00220	Prax.g_01177
OG0000289	Syas.g_00205	Prax.g_01188
OG0000290	Syas.g_01016	Prax.g_01201
OG0000292	Syas.g_02020	Prax.g_01759, Prax.g_01254
OG0000293	Syas.g_01197	Prax.g_00191
OG0000294	Syas.g_01196	Prax.g_00192
OG0000295	Syas.g_01139	Prax.g_00212
OG0000296	Syas.g_01137	Prax.g_00214
OG0000299	Syas.g_01087	Prax.g_00240
OG0000300	Syas.g_01082	Prax.g_00243
OG0000301	Syas.g_01081	Prax.g_00244
OG0000302	Syas.g_01080	Prax.g_00246
OG0000303	Syas.g_01071	Prax.g_00253
OG0000304	Syas.g_01066	Prax.g_00257
OG0000305	Syas.g_01023	Prax.g_01871
OG0000306	Syas.g_01929	Prax.g_01868
OG0000307	Syas.g_01270	Prax.g_01854
OG0000308	Syas.g_01272	Prax.g_01853
OG0000309	Syas.g_01364	Prax.g_01849
OG0000310	Syas.g_02796	Prax.g_01748
OG0000311	Syas.g_02799	Prax.g_01746
OG0000312	Syas.g_02804	Prax.g_01743
OG0000313	Syas.g_02823	Prax.g_01724
OG0000315	Syas.g_01306	Prax.g_01691
OG0000316	Syas.g_02728	Prax.g_01671
OG0000317	Syas.g_02687	Prax.g_01561
OG0000318	Syas.g_02680	Prax.g_01558
OG0000319	Syas.g_02663	Prax.g_01545
OG0000320	Syas.g_02661	Prax.g_01543
OG0000321	Syas.g_02660	Prax.g_01542
OG0000322	Syas.g_02659	Prax.g_01541
OG0000323	Syas.g_02646	Prax.g_01532
OG0000324	Syas.g_02578	Prax.g_01505
OG0000325	Syas.g_01668	Prax.g_01263
OG0000326	Syas.g_01661	Prax.g_01269
OG0000327	Syas.g_01634	Prax.g_01297
OG0000328	Syas.g_01633	Prax.g_01298
OG0000329	Syas.g_01615	Prax.g_01315
OG0000330	Syas.g_01614	Prax.g_01316
OG0000331	Syas.g_01613	Prax.g_01317
OG0000332	Syas.g_01598	Prax.g_01331
OG0000333	Syas.g_01595	Prax.g_01333
OG0000334	Syas.g_01586	Prax.g_01341
OG0000335	Syas.g_01581	Prax.g_01346
OG0000336	Syas.g_01577	Prax.g_01350
OG0000337	Syas.g_02211	Prax.g_01366
OG0000338	Syas.g_02199	Prax.g_01367
OG0000339	Syas.g_02192	Prax.g_01371
OG0000340	Syas.g_02183	Prax.g_01379
OG0000341	Syas.g_02181	Prax.g_01381
OG0000342	Syas.g_02180	Prax.g_01382
OG0000343	Syas.g_02176	Prax.g_01383
OG0000344	Syas.g_02172	Prax.g_01386
OG0000345	Syas.g_02160	Prax.g_01391
OG0000346	Syas.g_02155	Prax.g_01395
OG0000347	Syas.g_02136	Prax.g_01411
OG0000348	Syas.g_02107	Prax.g_01421
OG0000349	Syas.g_02085	Prax.g_01438
OG0000350	Syas.g_01654	Prax.g_01456
OG0000351	Syas.g_01998	Prax.g_01473
OG0000352	Syas.g_01999	Prax.g_01474
OG0000353	Syas.g_02033	Prax.g_01489
OG0000355	Syas.g_02035	Prax.g_01491
OG0000356	Syas.g_02036	Prax.g_01492
OG0000357	Syas.g_02037	Prax.g_01493
OG0000358	Syas.g_02041	Prax.g_01497
OG0000359	Syas.g_02043	Prax.g_01498
OG0000360	Syas.g_02044	Prax.g_01499
OG0000361	Syas.g_02045	Prax.g_01975
OG0000362	Syas.g_02047	Prax.g_01973
OG0000363	Syas.g_02049	Prax.g_00299
OG0000364	Syas.g_02685	Prax.g_00298
OG0000365	Syas.g_02058	Prax.g_00293
OG0000366	Syas.g_02059	Prax.g_00292
OG0000368	Syas.g_02062	Prax.g_00289
OG0000369	Syas.g_02063	Prax.g_00288
OG0000370	Syas.g_02064	Prax.g_00287
OG0000371	Syas.g_02073	Prax.g_00281
OG0000372	Syas.g_02078	Prax.g_00278
OG0000373	Syas.g_02079	Prax.g_00277
OG0000374	Syas.g_02080	Prax.g_00276
OG0000375	Syas.g_02081	Prax.g_00273
OG0000376	Syas.g_02083	Prax.g_00271
OG0000377	Syas.g_01879	Prax.g_00261
OG0000378	Syas.g_01867	Prax.g_00622
OG0000379	Syas.g_01859	Prax.g_00625
OG0000380	Syas.g_02523	Prax.g_00637
OG0000381	Syas.g_02521	Prax.g_00641
OG0000382	Syas.g_02503	Prax.g_00652
OG0000383	Syas.g_02480	Prax.g_00654
OG0000384	Syas.g_02479	Prax.g_00655
OG0000385	Syas.g_02478	Prax.g_00656
OG0000386	Syas.g_02477	Prax.g_00657
OG0000387	Syas.g_00134	Prax.g_01119
OG0000388	Syas.g_02426	Prax.g_01116
OG0000389	Syas.g_02422	Prax.g_01113
OG0000390	Syas.g_02406	Prax.g_01106
OG0000391	Syas.g_02401	Prax.g_01102
OG0000392	Syas.g_02396	Prax.g_01098
OG0000393	Syas.g_02394	Prax.g_01096
OG0000394	Syas.g_02393	Prax.g_01095
OG0000395	Syas.g_02392	Prax.g_01094
OG0000396	Syas.g_02389	Prax.g_01091
OG0000397	Syas.g_02387	Prax.g_01089
OG0000398	Syas.g_02382	Prax.g_01087
OG0000399	Syas.g_02381	Prax.g_01086
OG0000400	Syas.g_02380	Prax.g_01085
OG0000401	Syas.g_02379	Prax.g_01084
OG0000402	Syas.g_02377	Prax.g_01082
OG0000403	Syas.g_02376	Prax.g_01081
OG0000404	Syas.g_02375	Prax.g_01080
OG0000405	Syas.g_02369	Prax.g_01076
OG0000406	Syas.g_02365	Prax.g_01071
OG0000407	Syas.g_02364	Prax.g_01070
OG0000408	Syas.g_02361	Prax.g_01068
OG0000409	Syas.g_02359	Prax.g_01066
OG0000410	Syas.g_02358	Prax.g_01065
OG0000411	Syas.g_02357	Prax.g_01064
OG0000412	Syas.g_02356	Prax.g_01063
OG0000413	Syas.g_02354	Prax.g_01062
OG0000414	Syas.g_02353	Prax.g_01061
OG0000415	Syas.g_02352	Prax.g_01060
OG0000416	Syas.g_02351	Prax.g_01059
OG0000417	Syas.g_02338	Prax.g_01058
OG0000418	Syas.g_02333	Prax.g_01053
OG0000419	Syas.g_02331	Prax.g_01051
OG0000420	Syas.g_02329	Prax.g_01050
OG0000421	Syas.g_02324	Prax.g_01045
OG0000422	Syas.g_02323	Prax.g_01044
OG0000423	Syas.g_02322	Prax.g_01043
OG0000424	Syas.g_02321	Prax.g_01042
OG0000425	Syas.g_02320	Prax.g_01041
OG0000426	Syas.g_02319	Prax.g_01040
OG0000427	Syas.g_02318	Prax.g_01039
OG0000428	Syas.g_02315	Prax.g_01037
OG0000429	Syas.g_02312	Prax.g_01036
OG0000430	Syas.g_02311	Prax.g_01035
OG0000431	Syas.g_02296	Prax.g_01033
OG0000432	Syas.g_02288	Prax.g_01030
OG0000433	Syas.g_02286	Prax.g_01029
OG0000434	Syas.g_02285	Prax.g_01028
OG0000435	Syas.g_02282	Prax.g_01027
OG0000436	Syas.g_02273	Prax.g_01022
OG0000437	Syas.g_02272	Prax.g_01021
OG0000438	Syas.g_02271	Prax.g_01020
OG0000439	Syas.g_02269	Prax.g_01018
OG0000440	Syas.g_02268	Prax.g_01017
OG0000441	Syas.g_02265	Prax.g_01014
OG0000442	Syas.g_02259	Prax.g_01013
OG0000443	Syas.g_02241	Prax.g_01012
OG0000444	Syas.g_02234	Prax.g_01007
OG0000445	Syas.g_02233	Prax.g_01006
OG0000446	Syas.g_02231	Prax.g_01005
OG0000447	Syas.g_02229	Prax.g_01004
OG0000448	Syas.g_02228	Prax.g_01003
OG0000449	Syas.g_02226	Prax.g_01002
OG0000450	Syas.g_01834	Prax.g_01001
OG0000451	Syas.g_01835	Prax.g_01000
OG0000452	Syas.g_01844	Prax.g_00997
OG0000453	Syas.g_01845	Prax.g_00996
OG0000454	Syas.g_01846	Prax.g_00995
OG0000455	Syas.g_01847	Prax.g_00994
OG0000456	Syas.g_01848	Prax.g_00993
OG0000457	Syas.g_01850	Prax.g_00992
OG0000458	Syas.g_01851	Prax.g_00991
OG0000459	Syas.g_01852	Prax.g_00990
OG0000460	Syas.g_02554	Prax.g_00983
OG0000461	Syas.g_01686	Prax.g_00933
OG0000462	Syas.g_01688	Prax.g_00931
OG0000463	Syas.g_01689	Prax.g_00930
OG0000464	Syas.g_01690	Prax.g_00929
OG0000465	Syas.g_01692	Prax.g_00928
OG0000466	Syas.g_01697	Prax.g_00925
OG0000467	Syas.g_01698	Prax.g_00924
OG0000468	Syas.g_01703	Prax.g_00922
OG0000469	Syas.g_01725	Prax.g_00913
OG0000470	Syas.g_01727	Prax.g_00911
OG0000471	Syas.g_01728	Prax.g_00910
OG0000472	Syas.g_01729	Prax.g_00909
OG0000473	Syas.g_01731	Prax.g_00907
OG0000474	Syas.g_01732	Prax.g_00906
OG0000475	Syas.g_01733	Prax.g_00905
OG0000476	Syas.g_01735	Prax.g_00904
OG0000477	Syas.g_01740	Prax.g_00900
OG0000478	Syas.g_01741	Prax.g_00899
OG0000479	Syas.g_01749	Prax.g_00898
OG0000480	Syas.g_01756	Prax.g_00893
OG0000481	Syas.g_00161, Syas.g_00162	Prax.g_00891
OG0000482	Syas.g_01758	Prax.g_00890
OG0000483	Syas.g_01762	Prax.g_00887
OG0000484	Syas.g_01763	Prax.g_00886
OG0000485	Syas.g_01764	Prax.g_00885
OG0000486	Syas.g_01765	Prax.g_00884
OG0000487	Syas.g_01771	Prax.g_00880
OG0000488	Syas.g_01779	Prax.g_00877
OG0000489	Syas.g_01823	Prax.g_00872
OG0000490	Syas.g_01808	Prax.g_00867
OG0000491	Syas.g_01806	Prax.g_00866
OG0000492	Syas.g_01803	Prax.g_00864
OG0000493	Syas.g_01802	Prax.g_00863
OG0000494	Syas.g_01801	Prax.g_00862
OG0000495	Syas.g_01799	Prax.g_00861
OG0000496	Syas.g_01798	Prax.g_00860
OG0000497	Syas.g_01797	Prax.g_00859
OG0000498	Syas.g_01796	Prax.g_00858
OG0000499	Syas.g_01795	Prax.g_00857
OG0000500	Syas.g_01794	Prax.g_00856
OG0000501	Syas.g_01791	Prax.g_00854
OG0000502	Syas.g_02216	Prax.g_00849
OG0000503	Syas.g_01541	Prax.g_00839
OG0000504	Syas.g_01539	Prax.g_00838
OG0000505	Syas.g_01538	Prax.g_00837
OG0000506	Syas.g_01536	Prax.g_00835
OG0000507	Syas.g_01530	Prax.g_00832
OG0000508	Syas.g_01523	Prax.g_00828
OG0000509	Syas.g_01521	Prax.g_00826
OG0000510	Syas.g_01520	Prax.g_00825
OG0000511	Syas.g_01519	Prax.g_00824
OG0000512	Syas.g_01517	Prax.g_00822
OG0000513	Syas.g_01508	Prax.g_00815
OG0000514	Syas.g_01504	Prax.g_00769
OG0000515	Syas.g_01503	Prax.g_00768
OG0000516	Syas.g_01501	Prax.g_00767
OG0000517	Syas.g_01498	Prax.g_00765
OG0000518	Syas.g_00360, Syas.g_02746	Prax.g_00754
OG0000519	Syas.g_02747	Prax.g_00753
OG0000520	Syas.g_02748	Prax.g_00752
OG0000521	Syas.g_01281	Prax.g_00747
OG0000522	Syas.g_01279	Prax.g_00746
OG0000523	Syas.g_01278	Prax.g_00745
OG0000524	Syas.g_01354	Prax.g_00740
OG0000525	Syas.g_01342	Prax.g_00737
OG0000526	Syas.g_01340	Prax.g_00736
OG0000527	Syas.g_01335	Prax.g_00729
OG0000528	Syas.g_01256	Prax.g_00724
OG0000529	Syas.g_01252	Prax.g_00721
OG0000530	Syas.g_01249	Prax.g_00718
OG0000531	Syas.g_01248	Prax.g_00717
OG0000532	Syas.g_01245	Prax.g_00715
OG0000533	Syas.g_01243	Prax.g_00714
OG0000534	Syas.g_01242	Prax.g_00713
OG0000535	Syas.g_01241	Prax.g_00712
OG0000536	Syas.g_01240	Prax.g_00711
OG0000537	Syas.g_01238	Prax.g_00709
OG0000538	Syas.g_01228	Prax.g_00701
OG0000539	Syas.g_01227	Prax.g_00700
OG0000540	Syas.g_01226	Prax.g_00699
OG0000541	Syas.g_01225	Prax.g_00698
OG0000542	Syas.g_01221	Prax.g_00696
OG0000543	Syas.g_01219	Prax.g_00694
OG0000544	Syas.g_01218	Prax.g_00693
OG0000545	Syas.g_01216	Prax.g_00691
OG0000546	Syas.g_01214	Prax.g_00688
OG0000547	Syas.g_01212	Prax.g_00686
OG0000548	Syas.g_01211	Prax.g_00685
OG0000549	Syas.g_00005	Prax.g_00683
OG0000550	Syas.g_00010	Prax.g_00678
OG0000551	Syas.g_00015	Prax.g_00674
OG0000552	Syas.g_00016	Prax.g_00673
OG0000553	Syas.g_00019	Prax.g_00672
OG0000554	Syas.g_00063	Prax.g_00667
OG0000555	Syas.g_00775	Prax.g_00003
OG0000556	Syas.g_00781	Prax.g_00005
OG0000557	Syas.g_00783	Prax.g_00006
OG0000558	Syas.g_00785	Prax.g_00008
OG0000559	Syas.g_00789	Prax.g_00012
OG0000560	Syas.g_00792	Prax.g_00015
OG0000561	Syas.g_00793	Prax.g_00016
OG0000562	Syas.g_00794	Prax.g_00017
OG0000563	Syas.g_00795	Prax.g_00018
OG0000564	Syas.g_00796	Prax.g_00019
OG0000565	Syas.g_00800	Prax.g_00022
OG0000566	Syas.g_00804	Prax.g_00024
OG0000567	Syas.g_00808	Prax.g_00028
OG0000568	Syas.g_00810	Prax.g_00029
OG0000569	Syas.g_00811	Prax.g_00030
OG0000570	Syas.g_00812	Prax.g_00031
OG0000571	Syas.g_00815	Prax.g_00033
OG0000572	Syas.g_00839	Prax.g_00046
OG0000573	Syas.g_00952	Prax.g_00051
OG0000574	Syas.g_00951	Prax.g_00052
OG0000575	Syas.g_00848	Prax.g_00056
OG0000576	Syas.g_00850	Prax.g_00058
OG0000577	Syas.g_00851	Prax.g_00059
OG0000578	Syas.g_00852	Prax.g_00060
OG0000579	Syas.g_00853	Prax.g_00061
OG0000580	Syas.g_00854	Prax.g_00062
OG0000581	Syas.g_00861	Prax.g_00064
OG0000582	Syas.g_00873	Prax.g_00067
OG0000583	Syas.g_00872	Prax.g_00068
OG0000584	Syas.g_00871	Prax.g_00069
OG0000585	Syas.g_00868	Prax.g_00071
OG0000586	Syas.g_00867	Prax.g_00072
OG0000587	Syas.g_00865	Prax.g_00073
OG0000588	Syas.g_00960	Prax.g_00077
OG0000589	Syas.g_00121	Prax.g_00080
OG0000590	Syas.g_00120	Prax.g_00081
OG0000591	Syas.g_00106	Prax.g_00084
OG0000592	Syas.g_00105	Prax.g_00085
OG0000593	Syas.g_00750	Prax.g_00091
OG0000594	Syas.g_00749	Prax.g_00092
OG0000595	Syas.g_00748	Prax.g_00093
OG0000596	Syas.g_00743	Prax.g_00097
OG0000597	Syas.g_00740	Prax.g_00099
OG0000598	Syas.g_00739	Prax.g_00100
OG0000599	Syas.g_00732	Prax.g_00103
OG0000600	Syas.g_00731	Prax.g_00104
OG0000601	Syas.g_00730	Prax.g_00105
OG0000602	Syas.g_00725	Prax.g_00107
OG0000603	Syas.g_00724	Prax.g_00108
OG0000604	Syas.g_00721	Prax.g_00109
OG0000605	Syas.g_00719	Prax.g_00110
OG0000606	Syas.g_00716	Prax.g_00113
OG0000607	Syas.g_00713	Prax.g_00116
OG0000608	Syas.g_00712	Prax.g_00117
OG0000609	Syas.g_00710	Prax.g_00118
OG0000610	Syas.g_00702	Prax.g_00123
OG0000611	Syas.g_00699	Prax.g_00975
OG0000612	Syas.g_00698	Prax.g_00974
OG0000613	Syas.g_01825	Prax.g_00969
