Orthogroup	Syas	Syah
OG0000102	Syas.g_02152, Syas.g_01395	Syah.g_00255
OG0000104	Syas.g_02027, Syas.g_02026	Syah.g_00377
OG0000105	Syas.g_01739	Syah.g_00632
OG0000106	Syas.g_01451	Syah.g_01544
OG0000107	Syas.g_01669	Syah.g_00688
OG0000108	Syas.g_01253	Syah.g_00997
OG0000110	Syas.g_00818	Syah.g_01124
OG0000112	Syas.g_00452	Syah.g_01613
OG0000113	Syas.g_00571	Syah.g_01752
OG0000114	Syas.g_00674, Syas.g_00252	Syah.g_01529
OG0000115	Syas.g_02548, Syas.g_01285	Syah.g_01269
OG0000116	Syas.g_01198, Syas.g_00317	Syah.g_02175
OG0000117	Syas.g_01122	Syah.g_01425
OG0000118	Syas.g_02835	Syah.g_01173
OG0000120	Syas.g_01828	Syah.g_00145
OG0000121	Syas.g_02821	Syah.g_01287
OG0000122	Syas.g_00393	Syah.g_01900
OG0000123	Syas.g_01582	Syah.g_00793
OG0000124	Syas.g_02137	Syah.g_00272
OG0000125	Syas.g_01889	Syah.g_00504
OG0000126	Syas.g_01992	Syah.g_00379
OG0000128	Syas.g_02046	Syah.g_00361
OG0000129	Syas.g_01880	Syah.g_00516
OG0000130	Syas.g_02522	Syah.g_02483
OG0000131	Syas.g_02367	Syah.g_00052
OG0000132	Syas.g_02334	Syah.g_00072
OG0000133	Syas.g_00457	Syah.g_01618
OG0000134	Syas.g_01509	Syah.g_00891
OG0000135	Syas.g_01938	Syah.g_00465
OG0000136	Syas.g_02740	Syah.g_02227
OG0000137	Syas.g_01333	Syah.g_01221
OG0000138	Syas.g_01235	Syah.g_01013
OG0000140	Syas.g_00090	Syah.g_01071
OG0000141	Syas.g_00875	Syah.g_01981
OG0000142	Syas.g_00746	Syah.g_01935
OG0000143	Syas.g_00742	Syah.g_01931
OG0000144	Syas.g_00718	Syah.g_01824
OG0000145	Syas.g_00948	Syah.g_01019
OG0000146	Syas.g_00451	Syah.g_01612
OG0000147	Syas.g_00450	Syah.g_01611
OG0000148	Syas.g_00577	Syah.g_01758
OG0000149	Syas.g_00282	Syah.g_02096
OG0000150	Syas.g_00874	Syah.g_01980
OG0000151	Syas.g_00148, Syas.g_00659	Syah.g_01820
OG0000152	Syas.g_00461	Syah.g_01622
OG0000153	Syas.g_00543	Syah.g_01656
OG0000154	Syas.g_00219	Syah.g_01682
OG0000155	Syas.g_01131	Syah.g_02123
OG0000156	Syas.g_01206	Syah.g_02185
OG0000157	Syas.g_01207	Syah.g_02186
OG0000158	Syas.g_02185	Syah.g_00204
OG0000160	Syas.g_02820	Syah.g_01289
OG0000161	Syas.g_02826	Syah.g_01282
OG0000162	Syas.g_02751	Syah.g_01276
OG0000163	Syas.g_01488	Syah.g_02315
OG0000165	Syas.g_02609	Syah.g_02251
OG0000166	Syas.g_01629	Syah.g_00747
OG0000167	Syas.g_01449	Syah.g_00183
OG0000168	Syas.g_02184	Syah.g_00205
OG0000169	Syas.g_02170	Syah.g_00237
OG0000170	Syas.g_02161	Syah.g_00245
OG0000171	Syas.g_02139	Syah.g_00271
OG0000172	Syas.g_02110	Syah.g_00293
OG0000173	Syas.g_02092	Syah.g_00313
OG0000174	Syas.g_01940	Syah.g_00461
OG0000175	Syas.g_01994	Syah.g_00402
OG0000176	Syas.g_02038	Syah.g_00369
OG0000177	Syas.g_02039	Syah.g_00368
OG0000178	Syas.g_02040	Syah.g_00367
OG0000179	Syas.g_02054	Syah.g_00355
OG0000180	Syas.g_02055	Syah.g_00354
OG0000181	Syas.g_02056	Syah.g_00353
OG0000182	Syas.g_02057	Syah.g_00352
OG0000183	Syas.g_02061	Syah.g_00348
OG0000184	Syas.g_01872	Syah.g_00525
OG0000185	Syas.g_01861	Syah.g_00528
OG0000186	Syas.g_02525	Syah.g_02479
OG0000187	Syas.g_02524	Syah.g_02480
OG0000188	Syas.g_02502	Syah.g_02501
OG0000189	Syas.g_02432	Syah.g_02526
OG0000190	Syas.g_00133	Syah.g_02528
OG0000191	Syas.g_02400	Syah.g_00008
OG0000192	Syas.g_02395	Syah.g_00013
OG0000193	Syas.g_02366	Syah.g_00053
OG0000194	Syas.g_02363	Syah.g_00056
OG0000196	Syas.g_02337	Syah.g_00069
OG0000197	Syas.g_02336	Syah.g_00070
OG0000198	Syas.g_02335	Syah.g_00071
OG0000199	Syas.g_02327	Syah.g_00079
OG0000200	Syas.g_02298	Syah.g_00616
OG0000201	Syas.g_02279	Syah.g_00601
OG0000202	Syas.g_02278	Syah.g_00600
OG0000203	Syas.g_02277	Syah.g_00599
OG0000204	Syas.g_02276	Syah.g_00598
OG0000205	Syas.g_02267	Syah.g_00591
OG0000206	Syas.g_02240	Syah.g_00578
OG0000207	Syas.g_02237	Syah.g_00575
OG0000208	Syas.g_02236	Syah.g_00574
OG0000209	Syas.g_01837	Syah.g_00544
OG0000210	Syas.g_01838	Syah.g_00543
OG0000211	Syas.g_02552	Syah.g_00904
OG0000212	Syas.g_02562	Syah.g_00913
OG0000213	Syas.g_01707	Syah.g_00657
OG0000214	Syas.g_01730	Syah.g_00641
OG0000215	Syas.g_01766	Syah.g_00101
OG0000216	Syas.g_01770	Syah.g_00105
OG0000217	Syas.g_01778	Syah.g_00109
OG0000218	Syas.g_01780	Syah.g_00111
OG0000219	Syas.g_01783	Syah.g_00112
OG0000220	Syas.g_01784	Syah.g_00113
OG0000221	Syas.g_01785	Syah.g_00120
OG0000222	Syas.g_01804	Syah.g_00131
OG0000223	Syas.g_02221	Syah.g_00153
OG0000224	Syas.g_02215	Syah.g_00162
OG0000225	Syas.g_01522	Syah.g_00874
OG0000226	Syas.g_01518	Syah.g_00878
OG0000227	Syas.g_01516	Syah.g_00880
OG0000228	Syas.g_01513	Syah.g_00887
OG0000229	Syas.g_01497	Syah.g_02236
OG0000230	Syas.g_01495	Syah.g_02234
OG0000232	Syas.g_01276	Syah.g_01206
OG0000233	Syas.g_01352	Syah.g_01210
OG0000234	Syas.g_01331	Syah.g_01222
OG0000235	Syas.g_01254	Syah.g_00996
OG0000236	Syas.g_01237	Syah.g_01011
OG0000237	Syas.g_01220	Syah.g_01028
OG0000238	Syas.g_01215	Syah.g_01032
OG0000239	Syas.g_00012	Syah.g_01048
OG0000240	Syas.g_00013	Syah.g_01049
OG0000241	Syas.g_00754	Syah.g_01944
OG0000242	Syas.g_00059	Syah.g_01062
OG0000243	Syas.g_00777	Syah.g_01079
OG0000244	Syas.g_00784	Syah.g_01087
OG0000245	Syas.g_00786	Syah.g_01090
OG0000246	Syas.g_00790	Syah.g_01094
OG0000247	Syas.g_00802	Syah.g_01106
OG0000249	Syas.g_00807	Syah.g_01111
OG0000250	Syas.g_00814	Syah.g_01120
OG0000251	Syas.g_00845	Syah.g_01145
OG0000252	Syas.g_00950	Syah.g_01148
OG0000253	Syas.g_00846	Syah.g_01149
OG0000254	Syas.g_00869	Syah.g_01976
OG0000255	Syas.g_00132, Syas.g_01062	Syah.g_01968
OG0000256	Syas.g_00104	Syah.g_01952
OG0000257	Syas.g_00757	Syah.g_01945
OG0000258	Syas.g_00733	Syah.g_01926
OG0000259	Syas.g_00708, Syas.g_01006	Syah.g_01494
OG0000260	Syas.g_00705	Syah.g_01497
OG0000261	Syas.g_00701	Syah.g_01500
OG0000262	Syas.g_00695	Syah.g_01505
OG0000263	Syas.g_01103	Syah.g_01410
OG0000264	Syas.g_02588	Syah.g_02000
OG0000266	Syas.g_00186	Syah.g_01714
OG0000267	Syas.g_00377	Syah.g_01574
OG0000268	Syas.g_00390	Syah.g_01575
OG0000269	Syas.g_00601	Syah.g_01784
OG0000270	Syas.g_00598	Syah.g_01781
OG0000271	Syas.g_00590	Syah.g_01773
OG0000272	Syas.g_00589	Syah.g_01772
OG0000273	Syas.g_00563	Syah.g_02075
OG0000274	Syas.g_00562	Syah.g_02076
OG0000275	Syas.g_00230	Syah.g_02081
OG0000276	Syas.g_00237	Syah.g_02088
OG0000278	Syas.g_00241	Syah.g_02092
OG0000279	Syas.g_00288	Syah.g_02100
OG0000280	Syas.g_00889, Syas.g_00481	Syah.g_02112
OG0000281	Syas.g_00970	Syah.g_00722
OG0000282	Syas.g_00672	Syah.g_01531
OG0000283	Syas.g_00409	Syah.g_01585
OG0000284	Syas.g_00416	Syah.g_01591
OG0000285	Syas.g_00436	Syah.g_01603
OG0000286	Syas.g_00460	Syah.g_01621
OG0000287	Syas.g_00534	Syah.g_01231, Syah.g_01649
OG0000288	Syas.g_00220	Syah.g_01681
OG0000289	Syas.g_00205	Syah.g_01695
OG0000290	Syas.g_01016	Syah.g_02033
OG0000292	Syas.g_02020	Syah.g_00380
OG0000293	Syas.g_01197	Syah.g_02173
OG0000295	Syas.g_01139	Syah.g_02131
OG0000296	Syas.g_01137	Syah.g_02129
OG0000299	Syas.g_01087	Syah.g_01404
OG0000300	Syas.g_01082	Syah.g_01397
OG0000301	Syas.g_01081	Syah.g_01396
OG0000302	Syas.g_01080	Syah.g_01395
OG0000303	Syas.g_01071	Syah.g_01387
OG0000304	Syas.g_01066	Syah.g_01382
OG0000305	Syas.g_01023	Syah.g_02028
OG0000306	Syas.g_01929	Syah.g_02116
OG0000307	Syas.g_01270	Syah.g_00978
OG0000308	Syas.g_01272	Syah.g_00976
OG0000309	Syas.g_01364	Syah.g_00971
OG0000310	Syas.g_02796	Syah.g_01321
OG0000311	Syas.g_02799	Syah.g_01317
OG0000312	Syas.g_02804	Syah.g_01304
OG0000313	Syas.g_02823	Syah.g_01285
OG0000315	Syas.g_01306	Syah.g_01248
OG0000316	Syas.g_02728	Syah.g_02333
OG0000317	Syas.g_02687	Syah.g_02380
OG0000318	Syas.g_02680	Syah.g_02385
OG0000319	Syas.g_02663	Syah.g_02405
OG0000320	Syas.g_02661	Syah.g_02407
OG0000321	Syas.g_02660	Syah.g_02408
OG0000322	Syas.g_02659	Syah.g_02409
OG0000323	Syas.g_02646	Syah.g_02425
OG0000324	Syas.g_02578	Syah.g_02278
OG0000325	Syas.g_01668	Syah.g_00689
OG0000327	Syas.g_01634	Syah.g_00742
OG0000328	Syas.g_01633	Syah.g_00743
OG0000329	Syas.g_01615	Syah.g_00760
OG0000330	Syas.g_01614	Syah.g_00761
OG0000331	Syas.g_01613	Syah.g_00762
OG0000333	Syas.g_01595	Syah.g_00779
OG0000334	Syas.g_01586	Syah.g_00789
OG0000335	Syas.g_01581	Syah.g_00794
OG0000336	Syas.g_01577	Syah.g_00798
OG0000337	Syas.g_02211	Syah.g_00178
OG0000338	Syas.g_02199	Syah.g_00181
OG0000339	Syas.g_02192	Syah.g_00188
OG0000340	Syas.g_02183	Syah.g_00206
OG0000341	Syas.g_02181	Syah.g_00208
OG0000342	Syas.g_02180	Syah.g_00209
OG0000343	Syas.g_02176	Syah.g_00231
OG0000344	Syas.g_02172	Syah.g_00235
OG0000345	Syas.g_02160	Syah.g_00246
OG0000346	Syas.g_02155	Syah.g_00251
OG0000347	Syas.g_02136	Syah.g_00275
OG0000348	Syas.g_02107	Syah.g_00301
OG0000349	Syas.g_02085	Syah.g_00320
OG0000350	Syas.g_01654	Syah.g_00703
OG0000351	Syas.g_01998	Syah.g_00399
OG0000352	Syas.g_01999	Syah.g_00398
OG0000353	Syas.g_02033	Syah.g_00374
OG0000354	Syas.g_01209	Syah.g_01038
OG0000354	Syas.g_02052	Syah.g_00561
OG0000355	Syas.g_02035	Syah.g_00372
OG0000356	Syas.g_02036	Syah.g_00371
OG0000357	Syas.g_02037	Syah.g_00370
OG0000358	Syas.g_02041	Syah.g_00366
OG0000359	Syas.g_02043	Syah.g_00364
OG0000360	Syas.g_02044	Syah.g_00363
OG0000361	Syas.g_02045	Syah.g_00362
OG0000362	Syas.g_02047	Syah.g_00360
OG0000363	Syas.g_02049	Syah.g_00358
OG0000364	Syas.g_02685	Syah.g_00357
OG0000365	Syas.g_02058	Syah.g_00351
OG0000366	Syas.g_02059	Syah.g_00350
OG0000368	Syas.g_02062	Syah.g_00347
OG0000369	Syas.g_02063	Syah.g_00346
OG0000370	Syas.g_02064	Syah.g_00345
OG0000371	Syas.g_02073	Syah.g_00338
OG0000372	Syas.g_02078	Syah.g_00333
OG0000373	Syas.g_02079	Syah.g_00332
OG0000374	Syas.g_02080	Syah.g_00331
OG0000375	Syas.g_02081	Syah.g_00329
OG0000376	Syas.g_02083	Syah.g_00327
OG0000377	Syas.g_01879	Syah.g_00517
OG0000378	Syas.g_01867	Syah.g_00526
OG0000379	Syas.g_01859	Syah.g_00529
OG0000380	Syas.g_02523	Syah.g_02481
OG0000381	Syas.g_02521	Syah.g_02484
OG0000382	Syas.g_02503	Syah.g_02500
OG0000383	Syas.g_02480	Syah.g_02502
OG0000384	Syas.g_02479	Syah.g_02503
OG0000385	Syas.g_02478	Syah.g_02504
OG0000386	Syas.g_02477	Syah.g_02505
OG0000387	Syas.g_00134	Syah.g_02530
OG0000388	Syas.g_02426	Syah.g_02533
OG0000389	Syas.g_02422	Syah.g_02536
OG0000390	Syas.g_02406	Syah.g_00002
OG0000391	Syas.g_02401	Syah.g_00007
OG0000392	Syas.g_02396	Syah.g_00012
OG0000393	Syas.g_02394	Syah.g_00014
OG0000394	Syas.g_02393	Syah.g_00015
OG0000395	Syas.g_02392	Syah.g_00016
OG0000396	Syas.g_02389	Syah.g_00019
OG0000397	Syas.g_02387	Syah.g_00021
OG0000398	Syas.g_02382	Syah.g_00027
OG0000399	Syas.g_02381	Syah.g_00028
OG0000400	Syas.g_02380	Syah.g_00029
OG0000401	Syas.g_02379	Syah.g_00030
OG0000402	Syas.g_02377	Syah.g_00033
OG0000403	Syas.g_02376	Syah.g_00034
OG0000404	Syas.g_02375	Syah.g_00036
OG0000405	Syas.g_02369	Syah.g_00050
OG0000406	Syas.g_02365	Syah.g_00054
OG0000407	Syas.g_02364	Syah.g_00055
OG0000408	Syas.g_02361	Syah.g_00057
OG0000409	Syas.g_02359	Syah.g_00059
OG0000410	Syas.g_02358	Syah.g_00060
OG0000411	Syas.g_02357	Syah.g_00061
OG0000412	Syas.g_02356	Syah.g_00062
OG0000413	Syas.g_02354	Syah.g_00064
OG0000415	Syas.g_02352	Syah.g_00066
OG0000416	Syas.g_02351	Syah.g_00067
OG0000417	Syas.g_02338	Syah.g_00068
OG0000418	Syas.g_02333	Syah.g_00073
OG0000419	Syas.g_02331	Syah.g_00075
OG0000420	Syas.g_02329	Syah.g_00077
OG0000421	Syas.g_02324	Syah.g_00082
OG0000422	Syas.g_02323	Syah.g_00083
OG0000423	Syas.g_02322	Syah.g_00084
OG0000424	Syas.g_02321	Syah.g_00085
OG0000425	Syas.g_02320	Syah.g_00086
OG0000426	Syas.g_02319	Syah.g_00087
OG0000427	Syas.g_02318	Syah.g_00088
OG0000428	Syas.g_02315	Syah.g_00620
OG0000429	Syas.g_02312	Syah.g_00618
OG0000430	Syas.g_02311	Syah.g_00617
OG0000431	Syas.g_02296	Syah.g_00613
OG0000432	Syas.g_02288	Syah.g_00607
OG0000433	Syas.g_02286	Syah.g_00605
OG0000434	Syas.g_02285	Syah.g_00604
OG0000435	Syas.g_02282	Syah.g_00602
OG0000436	Syas.g_02273	Syah.g_00597
OG0000437	Syas.g_02272	Syah.g_00596
OG0000438	Syas.g_02271	Syah.g_00595
OG0000439	Syas.g_02269	Syah.g_00593
OG0000440	Syas.g_02268	Syah.g_00592
OG0000441	Syas.g_02265	Syah.g_00585
OG0000442	Syas.g_02259	Syah.g_00580
OG0000443	Syas.g_02241	Syah.g_00579
OG0000444	Syas.g_02234	Syah.g_00573
OG0000445	Syas.g_02233	Syah.g_00572
OG0000446	Syas.g_02231	Syah.g_00570
OG0000447	Syas.g_02229	Syah.g_00567
OG0000448	Syas.g_02228	Syah.g_00566
OG0000449	Syas.g_02226	Syah.g_00565
OG0000450	Syas.g_01834	Syah.g_00547
OG0000451	Syas.g_01835	Syah.g_00546
OG0000452	Syas.g_01844	Syah.g_00542
OG0000453	Syas.g_01845	Syah.g_00541
OG0000454	Syas.g_01846	Syah.g_00540
OG0000455	Syas.g_01847	Syah.g_00539
OG0000456	Syas.g_01848	Syah.g_00538
OG0000457	Syas.g_01850	Syah.g_00536
OG0000458	Syas.g_01851	Syah.g_00535
OG0000459	Syas.g_01852	Syah.g_00534
OG0000460	Syas.g_02554	Syah.g_00906
OG0000461	Syas.g_01686	Syah.g_00678
OG0000462	Syas.g_01688	Syah.g_00675
OG0000463	Syas.g_01689	Syah.g_00674
OG0000464	Syas.g_01690	Syah.g_00673
OG0000465	Syas.g_01692	Syah.g_00672
OG0000466	Syas.g_01697	Syah.g_00668
OG0000467	Syas.g_01698	Syah.g_00666
OG0000468	Syas.g_01703	Syah.g_00661
OG0000469	Syas.g_01725	Syah.g_00647
OG0000470	Syas.g_01727	Syah.g_00645
OG0000471	Syas.g_01728	Syah.g_00644
OG0000472	Syas.g_01729	Syah.g_00642
OG0000473	Syas.g_01731	Syah.g_00640
OG0000474	Syas.g_01732	Syah.g_00639
OG0000475	Syas.g_01733	Syah.g_00638
OG0000476	Syas.g_01735	Syah.g_00636
OG0000477	Syas.g_01740	Syah.g_00630
OG0000478	Syas.g_01741	Syah.g_00629
OG0000479	Syas.g_01749	Syah.g_00628
OG0000480	Syas.g_01756	Syah.g_00089
OG0000481	Syas.g_00161, Syas.g_00162	Syah.g_00091
OG0000482	Syas.g_01758	Syah.g_00092
OG0000483	Syas.g_01762	Syah.g_00096
OG0000484	Syas.g_01763	Syah.g_00097
OG0000485	Syas.g_01764	Syah.g_00098
OG0000486	Syas.g_01765	Syah.g_00099
OG0000487	Syas.g_01771	Syah.g_00106
OG0000488	Syas.g_01779	Syah.g_00110
OG0000489	Syas.g_01823	Syah.g_00121
OG0000490	Syas.g_01808	Syah.g_00129
OG0000491	Syas.g_01806	Syah.g_00130
OG0000492	Syas.g_01803	Syah.g_00132
OG0000493	Syas.g_01802	Syah.g_00133
OG0000494	Syas.g_01801	Syah.g_00134
OG0000495	Syas.g_01799	Syah.g_00135
OG0000496	Syas.g_01798	Syah.g_00136
OG0000497	Syas.g_01797	Syah.g_00137
OG0000498	Syas.g_01796	Syah.g_00138
OG0000499	Syas.g_01795	Syah.g_00139
OG0000500	Syas.g_01794	Syah.g_00140
OG0000501	Syas.g_01791	Syah.g_00143
OG0000502	Syas.g_02216	Syah.g_00155
OG0000503	Syas.g_01541	Syah.g_00858
OG0000504	Syas.g_01539	Syah.g_00860
OG0000505	Syas.g_01538	Syah.g_00861
OG0000506	Syas.g_01536	Syah.g_00863
OG0000507	Syas.g_01530	Syah.g_00869
OG0000508	Syas.g_01523	Syah.g_00873
OG0000509	Syas.g_01521	Syah.g_00875
OG0000510	Syas.g_01520	Syah.g_00876
OG0000511	Syas.g_01519	Syah.g_00877
OG0000512	Syas.g_01517	Syah.g_00879
OG0000513	Syas.g_01508	Syah.g_00892
OG0000514	Syas.g_01504	Syah.g_00899
OG0000515	Syas.g_01503	Syah.g_00900
OG0000516	Syas.g_01501	Syah.g_02231
OG0000517	Syas.g_01498	Syah.g_02237
OG0000518	Syas.g_00360, Syas.g_02746	Syah.g_02221
OG0000519	Syas.g_02747	Syah.g_02220
OG0000520	Syas.g_02748	Syah.g_02219
OG0000521	Syas.g_01281	Syah.g_01202
OG0000522	Syas.g_01279	Syah.g_01204
OG0000523	Syas.g_01278	Syah.g_01205
OG0000524	Syas.g_01354	Syah.g_01207
OG0000525	Syas.g_01342	Syah.g_01212
OG0000526	Syas.g_01340	Syah.g_01215
OG0000527	Syas.g_01335	Syah.g_01219
OG0000528	Syas.g_01256	Syah.g_00991
OG0000529	Syas.g_01252	Syah.g_00998
OG0000530	Syas.g_01249	Syah.g_01001
OG0000531	Syas.g_01248	Syah.g_01002
OG0000532	Syas.g_01245	Syah.g_01005
OG0000533	Syas.g_01243	Syah.g_01006
OG0000534	Syas.g_01242	Syah.g_01007
OG0000535	Syas.g_01241	Syah.g_01008
OG0000536	Syas.g_01240	Syah.g_01009
OG0000537	Syas.g_01238	Syah.g_01010
OG0000538	Syas.g_01228	Syah.g_01021
OG0000539	Syas.g_01227	Syah.g_01022
OG0000540	Syas.g_01226	Syah.g_01023
OG0000541	Syas.g_01225	Syah.g_01024
OG0000542	Syas.g_01221	Syah.g_01027
OG0000543	Syas.g_01219	Syah.g_01029
OG0000545	Syas.g_01216	Syah.g_01031
OG0000546	Syas.g_01214	Syah.g_01033
OG0000547	Syas.g_01212	Syah.g_01035
OG0000548	Syas.g_01211	Syah.g_01036
OG0000549	Syas.g_00005	Syah.g_01042
OG0000550	Syas.g_00010	Syah.g_01046
OG0000551	Syas.g_00015	Syah.g_01051
OG0000552	Syas.g_00016	Syah.g_01052
OG0000553	Syas.g_00019	Syah.g_01054
OG0000554	Syas.g_00063	Syah.g_01065
OG0000555	Syas.g_00775	Syah.g_01078
OG0000556	Syas.g_00781	Syah.g_01084
OG0000557	Syas.g_00783	Syah.g_01086
OG0000558	Syas.g_00785	Syah.g_01088
OG0000559	Syas.g_00789	Syah.g_01093
OG0000560	Syas.g_00792	Syah.g_01096
OG0000561	Syas.g_00793	Syah.g_01097
OG0000562	Syas.g_00794	Syah.g_01098
OG0000563	Syas.g_00795	Syah.g_01099
OG0000564	Syas.g_00796	Syah.g_01100
OG0000565	Syas.g_00800	Syah.g_01104
OG0000566	Syas.g_00804	Syah.g_01108
OG0000567	Syas.g_00808	Syah.g_01112
OG0000568	Syas.g_00810	Syah.g_01116
OG0000569	Syas.g_00811	Syah.g_01117
OG0000570	Syas.g_00812	Syah.g_01118
OG0000571	Syas.g_00815	Syah.g_01122
OG0000572	Syas.g_00839	Syah.g_01137
OG0000573	Syas.g_00952	Syah.g_01146
OG0000574	Syas.g_00951	Syah.g_01147
OG0000575	Syas.g_00848	Syah.g_01151
OG0000576	Syas.g_00850	Syah.g_01153
OG0000577	Syas.g_00851	Syah.g_01154
OG0000578	Syas.g_00852	Syah.g_01155
OG0000579	Syas.g_00853	Syah.g_01156
OG0000580	Syas.g_00854	Syah.g_01157
OG0000581	Syas.g_00861	Syah.g_01163
OG0000582	Syas.g_00873	Syah.g_01979
OG0000583	Syas.g_00872	Syah.g_01978
OG0000584	Syas.g_00871	Syah.g_01977
OG0000585	Syas.g_00868	Syah.g_01975
OG0000586	Syas.g_00867	Syah.g_01974
OG0000587	Syas.g_00865	Syah.g_01972
OG0000588	Syas.g_00960	Syah.g_01966
OG0000589	Syas.g_00121	Syah.g_01962
OG0000590	Syas.g_00120	Syah.g_01961
OG0000591	Syas.g_00106	Syah.g_01954
OG0000592	Syas.g_00105	Syah.g_01953
OG0000593	Syas.g_00750	Syah.g_01939
OG0000594	Syas.g_00749	Syah.g_01938
OG0000595	Syas.g_00748	Syah.g_01937
OG0000596	Syas.g_00743	Syah.g_01932
OG0000597	Syas.g_00740	Syah.g_01929
OG0000598	Syas.g_00739	Syah.g_01928
OG0000599	Syas.g_00732	Syah.g_01925
OG0000600	Syas.g_00731	Syah.g_01924
OG0000601	Syas.g_00730	Syah.g_01923
OG0000602	Syas.g_00725	Syah.g_01917
OG0000603	Syas.g_00724	Syah.g_01916
OG0000604	Syas.g_00721	Syah.g_01913
OG0000605	Syas.g_00719	Syah.g_01825
OG0000606	Syas.g_00716	Syah.g_01485
OG0000607	Syas.g_00713	Syah.g_01489
OG0000608	Syas.g_00712	Syah.g_01490
OG0000609	Syas.g_00710	Syah.g_01492
OG0000610	Syas.g_00702	Syah.g_01499
OG0000611	Syas.g_00699	Syah.g_01502
OG0000612	Syas.g_00698	Syah.g_01503
OG0000613	Syas.g_01825	Syah.g_00147
OG0000614	Syas.g_01044	Syah.g_02004
OG0000615	Syas.g_00650	Syah.g_01814
