Orthogroup	Syas	Prac
OG0000207	Syas.g_02237	Prac.g_01721
OG0000208	Syas.g_02236	Prac.g_01720
OG0000209	Syas.g_01837	Prac.g_01711
OG0000210	Syas.g_01838	Prac.g_01710
OG0000211	Syas.g_02552	Prac.g_01697
OG0000212	Syas.g_02562	Prac.g_01690
OG0000213	Syas.g_01707	Prac.g_01674
OG0000214	Syas.g_01730	Prac.g_01664
OG0000215	Syas.g_01766	Prac.g_01639
OG0000216	Syas.g_01770	Prac.g_01637
OG0000217	Syas.g_01778	Prac.g_01634
OG0000218	Syas.g_01780	Prac.g_01632
OG0000219	Syas.g_01783	Prac.g_01631
OG0000220	Syas.g_01784	Prac.g_01630
OG0000221	Syas.g_01785	Prac.g_01629
OG0000222	Syas.g_01804	Prac.g_01621
OG0000223	Syas.g_02221	Prac.g_01608
OG0000224	Syas.g_02215	Prac.g_01606
OG0000225	Syas.g_01522	Prac.g_01188
OG0000226	Syas.g_01518	Prac.g_01184
OG0000227	Syas.g_01516	Prac.g_01182
OG0000228	Syas.g_01513	Prac.g_01179
OG0000229	Syas.g_01497	Prac.g_01111
OG0000230	Syas.g_01495	Prac.g_01109
OG0000231	Syas.g_02749	Prac.g_01098
OG0000232	Syas.g_01276	Prac.g_01089
OG0000233	Syas.g_01352	Prac.g_01082
OG0000234	Syas.g_01331	Prac.g_01068
OG0000235	Syas.g_01254	Prac.g_01065
OG0000236	Syas.g_01237	Prac.g_01051
OG0000237	Syas.g_01220	Prac.g_00865
OG0000238	Syas.g_01215	Prac.g_00859
OG0000239	Syas.g_00012	Prac.g_00847
OG0000240	Syas.g_00013	Prac.g_00846
OG0000241	Syas.g_00754	Prac.g_00842
OG0000242	Syas.g_00059	Prac.g_00840
OG0000243	Syas.g_00777	Prac.g_00829
OG0000244	Syas.g_00784	Prac.g_00826
OG0000245	Syas.g_00786	Prac.g_00824
OG0000246	Syas.g_00790	Prac.g_00820
OG0000247	Syas.g_00802	Prac.g_00810
OG0000248	Syas.g_00805	Prac.g_00808
OG0000249	Syas.g_00807	Prac.g_00806
OG0000250	Syas.g_00814	Prac.g_00801
OG0000251	Syas.g_00845	Prac.g_00782
OG0000252	Syas.g_00950	Prac.g_00778
OG0000253	Syas.g_00846	Prac.g_00777
OG0000254	Syas.g_00869	Prac.g_00760
OG0000255	Syas.g_00132, Syas.g_01062	Prac.g_00754
OG0000256	Syas.g_00104	Prac.g_00744
OG0000257	Syas.g_00757	Prac.g_00741
OG0000258	Syas.g_00733	Prac.g_00728
OG0000259	Syas.g_00708	Prac.g_00711
OG0000260	Syas.g_00705	Prac.g_00708
OG0000261	Syas.g_00701	Prac.g_00706
OG0000262	Syas.g_00695	Prac.g_00702
OG0000263	Syas.g_01103	Prac.g_00690
OG0000264	Syas.g_02588	Prac.g_00680
OG0000266	Syas.g_00186	Prac.g_01550
OG0000267	Syas.g_00377	Prac.g_01539
OG0000268	Syas.g_00390	Prac.g_01538
OG0000269	Syas.g_00601	Prac.g_01480
OG0000270	Syas.g_00598	Prac.g_01477
OG0000271	Syas.g_00590	Prac.g_01469
OG0000272	Syas.g_00589	Prac.g_01468
OG0000273	Syas.g_00563	Prac.g_01445
OG0000274	Syas.g_00562	Prac.g_01444
OG0000275	Syas.g_00230	Prac.g_01442
OG0000276	Syas.g_00237	Prac.g_01437
OG0000277	Syas.g_00238	Prac.g_01436
OG0000278	Syas.g_00241	Prac.g_01433
OG0000279	Syas.g_00288	Prac.g_01426
OG0000280	Syas.g_00889, Syas.g_00481	Prac.g_01425
OG0000281	Syas.g_00970	Prac.g_01420
OG0000282	Syas.g_00672	Prac.g_01382
OG0000283	Syas.g_00409	Prac.g_01350
OG0000284	Syas.g_00416	Prac.g_01345
OG0000285	Syas.g_00436	Prac.g_01340
OG0000286	Syas.g_00460	Prac.g_01328
OG0000287	Syas.g_00534	Prac.g_01311
OG0000288	Syas.g_00220	Prac.g_01283
OG0000289	Syas.g_00205	Prac.g_01272
OG0000290	Syas.g_01016	Prac.g_01259
OG0000292	Syas.g_02020	Prac.g_01207
OG0000293	Syas.g_01197	Prac.g_00994
OG0000294	Syas.g_01196	Prac.g_00993
OG0000295	Syas.g_01139	Prac.g_00973
OG0000296	Syas.g_01137	Prac.g_00971
OG0000299	Syas.g_01087	Prac.g_00945
OG0000300	Syas.g_01082	Prac.g_00942
OG0000301	Syas.g_01081	Prac.g_00941
OG0000302	Syas.g_01080	Prac.g_00939
OG0000303	Syas.g_01071	Prac.g_00932
OG0000304	Syas.g_01066	Prac.g_00928
OG0000305	Syas.g_01023	Prac.g_00209
OG0000306	Syas.g_01929	Prac.g_00212
OG0000307	Syas.g_01270	Prac.g_00226
OG0000308	Syas.g_01272	Prac.g_00227
OG0000309	Syas.g_01364	Prac.g_00231
OG0000310	Syas.g_02796	Prac.g_00426
OG0000311	Syas.g_02799	Prac.g_00424
OG0000312	Syas.g_02804	Prac.g_00421
OG0000313	Syas.g_02823	Prac.g_00407
OG0000315	Syas.g_01306	Prac.g_00374
OG0000316	Syas.g_02728	Prac.g_00354
OG0000317	Syas.g_02687	Prac.g_00627
OG0000318	Syas.g_02680	Prac.g_00624
OG0000319	Syas.g_02663	Prac.g_00611
OG0000320	Syas.g_02661	Prac.g_00609
OG0000321	Syas.g_02660	Prac.g_00608
OG0000322	Syas.g_02659	Prac.g_00607
OG0000323	Syas.g_02646	Prac.g_00598
OG0000324	Syas.g_02578	Prac.g_00572
OG0000325	Syas.g_01668	Prac.g_00477
OG0000326	Syas.g_01661	Prac.g_00483
OG0000327	Syas.g_01634	Prac.g_00507
OG0000328	Syas.g_01633	Prac.g_00508
OG0000329	Syas.g_01615	Prac.g_00525
OG0000330	Syas.g_01614	Prac.g_00526
OG0000331	Syas.g_01613	Prac.g_00527
OG0000332	Syas.g_01598	Prac.g_00541
OG0000333	Syas.g_01595	Prac.g_00543
OG0000334	Syas.g_01586	Prac.g_00551
OG0000335	Syas.g_01581	Prac.g_00555
OG0000336	Syas.g_01577	Prac.g_00559
OG0000337	Syas.g_02211	Prac.g_00013
OG0000338	Syas.g_02199	Prac.g_00014
OG0000339	Syas.g_02192	Prac.g_00018
OG0000340	Syas.g_02183	Prac.g_00026
OG0000341	Syas.g_02181	Prac.g_00028
OG0000342	Syas.g_02180	Prac.g_00029
OG0000343	Syas.g_02176	Prac.g_00030
OG0000344	Syas.g_02172	Prac.g_00033
OG0000345	Syas.g_02160	Prac.g_00038
OG0000346	Syas.g_02155	Prac.g_00042
OG0000347	Syas.g_02136	Prac.g_00057
OG0000348	Syas.g_02107	Prac.g_00066
OG0000349	Syas.g_02085	Prac.g_00083
OG0000350	Syas.g_01654	Prac.g_00101
OG0000351	Syas.g_01998	Prac.g_00118
OG0000352	Syas.g_01999	Prac.g_00119
OG0000353	Syas.g_02033	Prac.g_01948
OG0000355	Syas.g_02035	Prac.g_01946
OG0000356	Syas.g_02036	Prac.g_01945
OG0000357	Syas.g_02037	Prac.g_01944
OG0000358	Syas.g_02041	Prac.g_01940
OG0000359	Syas.g_02043	Prac.g_01939
OG0000360	Syas.g_02044	Prac.g_01938
OG0000361	Syas.g_02045	Prac.g_01937
OG0000362	Syas.g_02047	Prac.g_01935
OG0000363	Syas.g_02049	Prac.g_01933
OG0000364	Syas.g_02685	Prac.g_01932
OG0000365	Syas.g_02058	Prac.g_01927
OG0000366	Syas.g_02059	Prac.g_01926
OG0000368	Syas.g_02062	Prac.g_01923
OG0000369	Syas.g_02063	Prac.g_01922
OG0000370	Syas.g_02064	Prac.g_01921
OG0000371	Syas.g_02073	Prac.g_01915
OG0000372	Syas.g_02078	Prac.g_01911
OG0000373	Syas.g_02079	Prac.g_01910
OG0000374	Syas.g_02080	Prac.g_01909
OG0000375	Syas.g_02081	Prac.g_01892
OG0000376	Syas.g_02083	Prac.g_01890
OG0000377	Syas.g_01879	Prac.g_01886
OG0000378	Syas.g_01867	Prac.g_01884
OG0000379	Syas.g_01859	Prac.g_01881
OG0000380	Syas.g_02523	Prac.g_01865
OG0000381	Syas.g_02521	Prac.g_01861
OG0000382	Syas.g_02503	Prac.g_01850
OG0000383	Syas.g_02480	Prac.g_01848
OG0000384	Syas.g_02479	Prac.g_01847
OG0000385	Syas.g_02478	Prac.g_01846
OG0000386	Syas.g_02477	Prac.g_01845
OG0000387	Syas.g_00134	Prac.g_01832
OG0000388	Syas.g_02426	Prac.g_01829
OG0000389	Syas.g_02422	Prac.g_01825
OG0000390	Syas.g_02406	Prac.g_01818
OG0000391	Syas.g_02401	Prac.g_01815
OG0000392	Syas.g_02396	Prac.g_01811
OG0000393	Syas.g_02394	Prac.g_01809
OG0000394	Syas.g_02393	Prac.g_01808
OG0000395	Syas.g_02392	Prac.g_01807
OG0000396	Syas.g_02389	Prac.g_01804
OG0000397	Syas.g_02387	Prac.g_01802
OG0000398	Syas.g_02382	Prac.g_01800
OG0000399	Syas.g_02381	Prac.g_01799
OG0000400	Syas.g_02380	Prac.g_01798
OG0000401	Syas.g_02379	Prac.g_01797
OG0000402	Syas.g_02377	Prac.g_01795
OG0000403	Syas.g_02376	Prac.g_01794
OG0000404	Syas.g_02375	Prac.g_01793
OG0000405	Syas.g_02369	Prac.g_01789
OG0000406	Syas.g_02365	Prac.g_01783
OG0000407	Syas.g_02364	Prac.g_01782
OG0000408	Syas.g_02361	Prac.g_01780
OG0000409	Syas.g_02359	Prac.g_01778
OG0000410	Syas.g_02358	Prac.g_01777
OG0000411	Syas.g_02357	Prac.g_01776
OG0000412	Syas.g_02356	Prac.g_01775
OG0000413	Syas.g_02354	Prac.g_01774
OG0000414	Syas.g_02353	Prac.g_01590, Prac.g_01773
OG0000415	Syas.g_02352	Prac.g_01772
OG0000416	Syas.g_02351	Prac.g_01771
OG0000417	Syas.g_02338	Prac.g_01770
OG0000418	Syas.g_02333	Prac.g_01765
OG0000419	Syas.g_02331	Prac.g_01763
OG0000420	Syas.g_02329	Prac.g_01762
OG0000421	Syas.g_02324	Prac.g_01757
OG0000422	Syas.g_02323	Prac.g_01756
OG0000423	Syas.g_02322	Prac.g_01755
OG0000424	Syas.g_02321	Prac.g_01754
OG0000425	Syas.g_02320	Prac.g_01753
OG0000426	Syas.g_02319	Prac.g_01752
OG0000427	Syas.g_02318	Prac.g_01751
OG0000428	Syas.g_02315	Prac.g_01749
OG0000429	Syas.g_02312	Prac.g_01748
OG0000430	Syas.g_02311	Prac.g_01747
OG0000431	Syas.g_02296	Prac.g_01745
OG0000432	Syas.g_02288	Prac.g_01742
OG0000433	Syas.g_02286	Prac.g_01741
OG0000434	Syas.g_02285	Prac.g_01740
OG0000435	Syas.g_02282	Prac.g_01739
OG0000436	Syas.g_02273	Prac.g_01734
OG0000437	Syas.g_02272	Prac.g_01733
OG0000438	Syas.g_02271	Prac.g_01732
OG0000439	Syas.g_02269	Prac.g_01730
OG0000440	Syas.g_02268	Prac.g_01729
OG0000441	Syas.g_02265	Prac.g_01726
OG0000442	Syas.g_02259	Prac.g_01725
OG0000443	Syas.g_02241	Prac.g_01724
OG0000444	Syas.g_02234	Prac.g_01719
OG0000445	Syas.g_02233	Prac.g_01718
OG0000446	Syas.g_02231	Prac.g_01717
OG0000447	Syas.g_02229	Prac.g_01716
OG0000448	Syas.g_02228	Prac.g_01715
OG0000449	Syas.g_02226	Prac.g_01714
OG0000450	Syas.g_01834	Prac.g_01713
OG0000451	Syas.g_01835	Prac.g_01712
OG0000452	Syas.g_01844	Prac.g_01709
OG0000453	Syas.g_01845	Prac.g_01708
OG0000454	Syas.g_01846	Prac.g_01707
OG0000455	Syas.g_01847	Prac.g_01706
OG0000456	Syas.g_01848	Prac.g_01705
OG0000457	Syas.g_01850	Prac.g_01704
OG0000458	Syas.g_01851	Prac.g_01703
OG0000459	Syas.g_01852	Prac.g_01702
OG0000460	Syas.g_02554	Prac.g_01695
OG0000461	Syas.g_01686	Prac.g_01688
OG0000462	Syas.g_01688	Prac.g_01686
OG0000463	Syas.g_01689	Prac.g_01685
OG0000464	Syas.g_01690	Prac.g_01684
OG0000465	Syas.g_01692	Prac.g_01683
OG0000466	Syas.g_01697	Prac.g_01680
OG0000467	Syas.g_01698	Prac.g_01679
OG0000468	Syas.g_01703	Prac.g_01678
OG0000469	Syas.g_01725	Prac.g_01669
OG0000470	Syas.g_01727	Prac.g_01667
OG0000471	Syas.g_01728	Prac.g_01666
OG0000472	Syas.g_01729	Prac.g_01665
OG0000473	Syas.g_01731	Prac.g_01663
OG0000474	Syas.g_01732	Prac.g_01662
OG0000475	Syas.g_01733	Prac.g_01661
OG0000476	Syas.g_01735	Prac.g_01660
OG0000477	Syas.g_01740	Prac.g_01656
OG0000478	Syas.g_01741	Prac.g_01655
OG0000479	Syas.g_01749	Prac.g_01654
OG0000480	Syas.g_01756	Prac.g_01649
OG0000481	Syas.g_00161, Syas.g_00162	Prac.g_01647
OG0000482	Syas.g_01758	Prac.g_01646
OG0000483	Syas.g_01762	Prac.g_01643
OG0000484	Syas.g_01763	Prac.g_01642
OG0000485	Syas.g_01764	Prac.g_01641
OG0000486	Syas.g_01765	Prac.g_01640
OG0000487	Syas.g_01771	Prac.g_01636
OG0000488	Syas.g_01779	Prac.g_01633
OG0000489	Syas.g_01823	Prac.g_01628
OG0000490	Syas.g_01808	Prac.g_01623
OG0000491	Syas.g_01806	Prac.g_01622
OG0000492	Syas.g_01803	Prac.g_01620
OG0000493	Syas.g_01802	Prac.g_01619
OG0000494	Syas.g_01801	Prac.g_01618
OG0000495	Syas.g_01799	Prac.g_01617
OG0000496	Syas.g_01798	Prac.g_01616
OG0000497	Syas.g_01797	Prac.g_01615
OG0000498	Syas.g_01796	Prac.g_01614
OG0000499	Syas.g_01795	Prac.g_01613
OG0000500	Syas.g_01794	Prac.g_01612
OG0000501	Syas.g_01791	Prac.g_01610
OG0000502	Syas.g_02216	Prac.g_01607
OG0000503	Syas.g_01541	Prac.g_01200
OG0000504	Syas.g_01539	Prac.g_01199
OG0000505	Syas.g_01538	Prac.g_01198
OG0000506	Syas.g_01536	Prac.g_01196
OG0000507	Syas.g_01530	Prac.g_01193
OG0000508	Syas.g_01523	Prac.g_01189
OG0000509	Syas.g_01521	Prac.g_01187
OG0000510	Syas.g_01520	Prac.g_01186
OG0000511	Syas.g_01519	Prac.g_01185
OG0000512	Syas.g_01517	Prac.g_01183
OG0000513	Syas.g_01508	Prac.g_01176
OG0000514	Syas.g_01504	Prac.g_01116
OG0000515	Syas.g_01503	Prac.g_01115
OG0000516	Syas.g_01501	Prac.g_01114
OG0000517	Syas.g_01498	Prac.g_01112
OG0000518	Syas.g_00360, Syas.g_02746	Prac.g_01101
OG0000519	Syas.g_02747	Prac.g_01100
OG0000520	Syas.g_02748	Prac.g_01099
OG0000521	Syas.g_01281	Prac.g_01094
OG0000522	Syas.g_01279	Prac.g_01092
OG0000523	Syas.g_01278	Prac.g_01091
OG0000524	Syas.g_01354	Prac.g_01084
OG0000525	Syas.g_01342	Prac.g_01081
OG0000526	Syas.g_01340	Prac.g_01080
OG0000527	Syas.g_01335	Prac.g_01071
OG0000528	Syas.g_01256	Prac.g_01066
OG0000529	Syas.g_01252	Prac.g_01063
OG0000530	Syas.g_01249	Prac.g_01060
OG0000531	Syas.g_01248	Prac.g_01059
OG0000532	Syas.g_01245	Prac.g_01057
OG0000533	Syas.g_01243	Prac.g_01056
OG0000534	Syas.g_01242	Prac.g_01055
OG0000535	Syas.g_01241	Prac.g_01054
OG0000536	Syas.g_01240	Prac.g_01053
OG0000537	Syas.g_01238	Prac.g_01052
OG0000538	Syas.g_01228	Prac.g_00871
OG0000539	Syas.g_01227	Prac.g_00870
OG0000540	Syas.g_01226	Prac.g_00869
OG0000541	Syas.g_01225	Prac.g_00868
OG0000542	Syas.g_01221	Prac.g_00866
OG0000543	Syas.g_01219	Prac.g_00864
OG0000544	Syas.g_01218	Prac.g_00863
OG0000545	Syas.g_01216	Prac.g_00861
OG0000546	Syas.g_01214	Prac.g_00858
OG0000547	Syas.g_01212	Prac.g_00857
OG0000548	Syas.g_01211	Prac.g_00856
OG0000549	Syas.g_00005	Prac.g_00854
OG0000550	Syas.g_00010	Prac.g_00849
OG0000551	Syas.g_00015	Prac.g_00845
OG0000552	Syas.g_00016	Prac.g_00844
OG0000553	Syas.g_00019	Prac.g_00843
OG0000554	Syas.g_00063	Prac.g_00838
OG0000555	Syas.g_00775	Prac.g_00830
OG0000556	Syas.g_00781	Prac.g_00828
OG0000557	Syas.g_00783	Prac.g_00827
OG0000558	Syas.g_00785	Prac.g_00825
OG0000559	Syas.g_00789	Prac.g_00821
OG0000560	Syas.g_00792	Prac.g_00818
OG0000561	Syas.g_00793	Prac.g_00817
OG0000562	Syas.g_00794	Prac.g_00816
OG0000563	Syas.g_00795	Prac.g_00815
OG0000564	Syas.g_00796	Prac.g_00814
OG0000565	Syas.g_00800	Prac.g_00811
OG0000566	Syas.g_00804	Prac.g_00809
OG0000567	Syas.g_00808	Prac.g_00805
OG0000568	Syas.g_00810	Prac.g_00804
OG0000569	Syas.g_00811	Prac.g_00803
OG0000570	Syas.g_00812	Prac.g_00802
OG0000571	Syas.g_00815	Prac.g_00800
OG0000572	Syas.g_00839	Prac.g_00787
OG0000573	Syas.g_00952	Prac.g_00780
OG0000574	Syas.g_00951	Prac.g_00779
OG0000575	Syas.g_00848	Prac.g_00775
OG0000576	Syas.g_00850	Prac.g_00772
OG0000577	Syas.g_00851	Prac.g_00771
OG0000578	Syas.g_00852	Prac.g_00770
OG0000579	Syas.g_00853	Prac.g_00769
OG0000580	Syas.g_00854	Prac.g_00768
OG0000581	Syas.g_00861	Prac.g_00766
OG0000582	Syas.g_00873	Prac.g_00763
OG0000583	Syas.g_00872	Prac.g_00762
OG0000584	Syas.g_00871	Prac.g_00761
OG0000585	Syas.g_00868	Prac.g_00759
OG0000586	Syas.g_00867	Prac.g_00758
OG0000587	Syas.g_00865	Prac.g_00757
OG0000588	Syas.g_00960	Prac.g_00753
OG0000589	Syas.g_00121	Prac.g_00750
OG0000590	Syas.g_00120	Prac.g_00749
OG0000591	Syas.g_00106	Prac.g_00746
OG0000592	Syas.g_00105	Prac.g_00745
OG0000593	Syas.g_00750	Prac.g_00739
OG0000594	Syas.g_00749	Prac.g_00738
OG0000595	Syas.g_00748	Prac.g_00737
OG0000596	Syas.g_00743	Prac.g_00733
OG0000597	Syas.g_00740	Prac.g_00731
OG0000598	Syas.g_00739	Prac.g_00730
OG0000599	Syas.g_00732	Prac.g_00727
OG0000600	Syas.g_00731	Prac.g_00726
OG0000601	Syas.g_00730	Prac.g_00725
OG0000602	Syas.g_00725	Prac.g_00723
OG0000603	Syas.g_00724	Prac.g_00722
OG0000604	Syas.g_00721	Prac.g_00721
OG0000605	Syas.g_00719	Prac.g_00720
OG0000606	Syas.g_00716	Prac.g_00717
OG0000607	Syas.g_00713	Prac.g_00714
OG0000608	Syas.g_00712	Prac.g_00713
OG0000609	Syas.g_00710	Prac.g_00712
OG0000610	Syas.g_00702	Prac.g_00707
