Orthogroup	Syas	Syae
OG0000112	Syas.g_00452	Syae.g_00351
OG0000113	Syas.g_00571	Syae.g_00494
OG0000114	Syas.g_00674, Syas.g_00252	Syae.g_00575
OG0000115	Syas.g_02548, Syas.g_01285	Syae.g_02631
OG0000116	Syas.g_01198, Syas.g_00317	Syae.g_00939
OG0000117	Syas.g_01122	Syae.g_00647
OG0000118	Syas.g_02835	Syae.g_02479
OG0000120	Syas.g_01828	Syae.g_01912
OG0000121	Syas.g_02821	Syae.g_02649
OG0000122	Syas.g_00393	Syae.g_00112
OG0000123	Syas.g_01582	Syae.g_02131
OG0000124	Syas.g_02137	Syae.g_01809
OG0000125	Syas.g_01889	Syae.g_01573
OG0000126	Syas.g_01992	Syae.g_01706
OG0000128	Syas.g_02046	Syae.g_01724
OG0000129	Syas.g_01880	Syae.g_01562
OG0000130	Syas.g_02522	Syae.g_01284
OG0000131	Syas.g_02367	Syae.g_01428
OG0000132	Syas.g_02334	Syae.g_01447
OG0000133	Syas.g_00457	Syae.g_00356
OG0000134	Syas.g_01509	Syae.g_02222
OG0000135	Syas.g_01938	Syae.g_01608
OG0000136	Syas.g_02740	Syae.g_00989
OG0000137	Syas.g_01333	Syae.g_02530
OG0000138	Syas.g_01235	Syae.g_02325
OG0000139	Syas.g_00069	Syae.g_02380
OG0000140	Syas.g_00090	Syae.g_02383
OG0000141	Syas.g_00875	Syae.g_00016
OG0000142	Syas.g_00746	Syae.g_00074
OG0000143	Syas.g_00742	Syae.g_00078
OG0000144	Syas.g_00718	Syae.g_00261
OG0000145	Syas.g_00948	Syae.g_02331
OG0000146	Syas.g_00451	Syae.g_00350
OG0000147	Syas.g_00450	Syae.g_00349
OG0000148	Syas.g_00577	Syae.g_00500
OG0000149	Syas.g_00282	Syae.g_00847
OG0000150	Syas.g_00874	Syae.g_00017
OG0000151	Syas.g_00148, Syas.g_00659	Syae.g_00563
OG0000152	Syas.g_00461	Syae.g_00360
OG0000153	Syas.g_00543	Syae.g_00394
OG0000154	Syas.g_00219	Syae.g_00420
OG0000155	Syas.g_01131	Syae.g_00885
OG0000156	Syas.g_01206	Syae.g_00945
OG0000157	Syas.g_01207	Syae.g_00946
OG0000158	Syas.g_02185	Syae.g_01858
OG0000160	Syas.g_02820	Syae.g_02650
OG0000161	Syas.g_02826	Syae.g_02644
OG0000162	Syas.g_02751	Syae.g_02638
OG0000163	Syas.g_01488	Syae.g_01092
OG0000165	Syas.g_02609	Syae.g_01021
OG0000166	Syas.g_01629	Syae.g_02085
OG0000167	Syas.g_01449	Syae.g_01874
OG0000168	Syas.g_02184	Syae.g_01856
OG0000169	Syas.g_02170	Syae.g_01841
OG0000170	Syas.g_02161	Syae.g_01834
OG0000171	Syas.g_02139	Syae.g_01810
OG0000172	Syas.g_02110	Syae.g_01788
OG0000173	Syas.g_02092	Syae.g_01770
OG0000174	Syas.g_01940	Syae.g_01610
OG0000175	Syas.g_01994	Syae.g_01679
OG0000176	Syas.g_02038	Syae.g_01716
OG0000177	Syas.g_02039	Syae.g_01717
OG0000178	Syas.g_02040	Syae.g_01718
OG0000179	Syas.g_02054	Syae.g_01733
OG0000180	Syas.g_02055	Syae.g_01734
OG0000181	Syas.g_02056	Syae.g_01735
OG0000182	Syas.g_02057	Syae.g_01736
OG0000183	Syas.g_02061	Syae.g_01740
OG0000184	Syas.g_01872	Syae.g_01554
OG0000185	Syas.g_01861	Syae.g_01551
OG0000186	Syas.g_02525	Syae.g_01279
OG0000187	Syas.g_02524	Syae.g_01280
OG0000188	Syas.g_02502	Syae.g_01323
OG0000189	Syas.g_02432	Syae.g_01350
OG0000190	Syas.g_00133	Syae.g_01352
OG0000191	Syas.g_02400	Syae.g_01384
OG0000192	Syas.g_02395	Syae.g_01390
OG0000193	Syas.g_02366	Syae.g_01429
OG0000194	Syas.g_02363	Syae.g_01432
OG0000196	Syas.g_02337	Syae.g_01444
OG0000197	Syas.g_02336	Syae.g_01445
OG0000198	Syas.g_02335	Syae.g_01446
OG0000199	Syas.g_02327	Syae.g_01454
OG0000200	Syas.g_02298	Syae.g_01471
OG0000201	Syas.g_02279	Syae.g_01487
OG0000202	Syas.g_02278	Syae.g_01488
OG0000203	Syas.g_02277	Syae.g_01489
OG0000204	Syas.g_02276	Syae.g_01490
OG0000205	Syas.g_02267	Syae.g_01497
OG0000206	Syas.g_02240	Syae.g_01504
OG0000207	Syas.g_02237	Syae.g_01506
OG0000208	Syas.g_02236	Syae.g_01507
OG0000209	Syas.g_01837	Syae.g_01528
OG0000210	Syas.g_01838	Syae.g_01529
OG0000211	Syas.g_02552	Syae.g_02234
OG0000212	Syas.g_02562	Syae.g_02244
OG0000213	Syas.g_01707	Syae.g_02003
OG0000214	Syas.g_01730	Syae.g_01986
OG0000215	Syas.g_01766	Syae.g_01955
OG0000216	Syas.g_01770	Syae.g_01951
OG0000217	Syas.g_01778	Syae.g_01947
OG0000218	Syas.g_01780	Syae.g_01945
OG0000219	Syas.g_01783	Syae.g_01944
OG0000220	Syas.g_01784	Syae.g_01943
OG0000221	Syas.g_01785	Syae.g_01937
OG0000222	Syas.g_01804	Syae.g_01926
OG0000223	Syas.g_02221	Syae.g_01904
OG0000224	Syas.g_02215	Syae.g_01897
OG0000225	Syas.g_01522	Syae.g_02208
OG0000226	Syas.g_01518	Syae.g_02212
OG0000227	Syas.g_01516	Syae.g_02214
OG0000228	Syas.g_01513	Syae.g_02218
OG0000229	Syas.g_01497	Syae.g_00994
OG0000230	Syas.g_01495	Syae.g_00992
OG0000232	Syas.g_01276	Syae.g_02496
OG0000233	Syas.g_01352	Syae.g_02504
OG0000234	Syas.g_01331	Syae.g_02532
OG0000235	Syas.g_01254	Syae.g_02308
OG0000236	Syas.g_01237	Syae.g_02323
OG0000237	Syas.g_01220	Syae.g_02340
OG0000238	Syas.g_01215	Syae.g_02345
OG0000239	Syas.g_00012	Syae.g_02360
OG0000240	Syas.g_00013	Syae.g_02361
OG0000241	Syas.g_00754	Syae.g_00065
OG0000242	Syas.g_00059	Syae.g_02372
OG0000243	Syas.g_00777	Syae.g_02391
OG0000244	Syas.g_00784	Syae.g_02399
OG0000245	Syas.g_00786	Syae.g_02401
OG0000246	Syas.g_00790	Syae.g_02405
OG0000247	Syas.g_00802	Syae.g_02416
OG0000249	Syas.g_00807	Syae.g_02421
OG0000250	Syas.g_00814	Syae.g_02431
OG0000251	Syas.g_00845	Syae.g_02455
OG0000252	Syas.g_00950	Syae.g_02458
OG0000253	Syas.g_00846	Syae.g_02459
OG0000254	Syas.g_00869	Syae.g_00021
OG0000255	Syas.g_00132, Syas.g_01062	Syae.g_00041
OG0000256	Syas.g_00104	Syae.g_00058
OG0000257	Syas.g_00757	Syae.g_00064
OG0000258	Syas.g_00733	Syae.g_00083
OG0000259	Syas.g_00708, Syas.g_01006	Syae.g_00608
OG0000260	Syas.g_00705	Syae.g_00603
OG0000261	Syas.g_00701	Syae.g_00600
OG0000262	Syas.g_00695	Syae.g_00595
OG0000263	Syas.g_01103	Syae.g_00671
OG0000264	Syas.g_02588	Syae.g_00761
OG0000266	Syas.g_00186	Syae.g_00457
OG0000267	Syas.g_00377	Syae.g_00304
OG0000268	Syas.g_00390	Syae.g_00308
OG0000269	Syas.g_00601	Syae.g_00526
OG0000270	Syas.g_00598	Syae.g_00523
OG0000271	Syas.g_00590	Syae.g_00515
OG0000272	Syas.g_00589	Syae.g_00514
OG0000273	Syas.g_00563	Syae.g_00825
OG0000274	Syas.g_00562	Syae.g_00826
OG0000275	Syas.g_00230	Syae.g_00832
OG0000276	Syas.g_00237	Syae.g_00839
OG0000278	Syas.g_00241	Syae.g_00843
OG0000279	Syas.g_00288	Syae.g_00851
OG0000280	Syas.g_00889, Syas.g_00481	Syae.g_00877
OG0000281	Syas.g_00970	Syae.g_02057
OG0000282	Syas.g_00672	Syae.g_00573
OG0000283	Syas.g_00409	Syae.g_00321
OG0000284	Syas.g_00416	Syae.g_00327
OG0000285	Syas.g_00436	Syae.g_00340
OG0000286	Syas.g_00460	Syae.g_00359
OG0000287	Syas.g_00534	Syae.g_00387
OG0000288	Syas.g_00220	Syae.g_00419
OG0000289	Syas.g_00205	Syae.g_00433
OG0000290	Syas.g_01016	Syae.g_00796
OG0000292	Syas.g_02020	Syae.g_01705
OG0000293	Syas.g_01197	Syae.g_00938
OG0000295	Syas.g_01139	Syae.g_00893
OG0000296	Syas.g_01137	Syae.g_00891
OG0000299	Syas.g_01087	Syae.g_00680
OG0000300	Syas.g_01082	Syae.g_00686
OG0000301	Syas.g_01081	Syae.g_00687
OG0000302	Syas.g_01080	Syae.g_00691
OG0000303	Syas.g_01071	Syae.g_00700
OG0000304	Syas.g_01066	Syae.g_00706
OG0000305	Syas.g_01023	Syae.g_00791
OG0000306	Syas.g_01929	Syae.g_00277
OG0000307	Syas.g_01270	Syae.g_02290
OG0000308	Syas.g_01272	Syae.g_02288
OG0000309	Syas.g_01364	Syae.g_02283
OG0000310	Syas.g_02796	Syae.g_02687
OG0000311	Syas.g_02799	Syae.g_02682
OG0000312	Syas.g_02804	Syae.g_02664
OG0000313	Syas.g_02823	Syae.g_02647
OG0000315	Syas.g_01306	Syae.g_02609
OG0000316	Syas.g_02728	Syae.g_01118
OG0000317	Syas.g_02687	Syae.g_01160
OG0000318	Syas.g_02680	Syae.g_01164
OG0000319	Syas.g_02663	Syae.g_01181
OG0000320	Syas.g_02661	Syae.g_01183
OG0000321	Syas.g_02660	Syae.g_01184
OG0000322	Syas.g_02659	Syae.g_01185
OG0000323	Syas.g_02646	Syae.g_01200
OG0000324	Syas.g_02578	Syae.g_01049
OG0000325	Syas.g_01668	Syae.g_02033
OG0000327	Syas.g_01634	Syae.g_02080
OG0000328	Syas.g_01633	Syae.g_02081
OG0000329	Syas.g_01615	Syae.g_02099
OG0000330	Syas.g_01614	Syae.g_02100
OG0000331	Syas.g_01613	Syae.g_02101
OG0000333	Syas.g_01595	Syae.g_02119
OG0000334	Syas.g_01586	Syae.g_02128
OG0000335	Syas.g_01581	Syae.g_02132
OG0000336	Syas.g_01577	Syae.g_02136
OG0000337	Syas.g_02211	Syae.g_01879
OG0000338	Syas.g_02199	Syae.g_01876
OG0000339	Syas.g_02192	Syae.g_01869
OG0000340	Syas.g_02183	Syae.g_01855
OG0000341	Syas.g_02181	Syae.g_01853
OG0000342	Syas.g_02180	Syae.g_01852
OG0000343	Syas.g_02176	Syae.g_01848
OG0000344	Syas.g_02172	Syae.g_01843
OG0000345	Syas.g_02160	Syae.g_01833
OG0000346	Syas.g_02155	Syae.g_01828
OG0000347	Syas.g_02136	Syae.g_01805
OG0000348	Syas.g_02107	Syae.g_01781
OG0000349	Syas.g_02085	Syae.g_01763
OG0000350	Syas.g_01654	Syae.g_02047
OG0000351	Syas.g_01998	Syae.g_01684
OG0000352	Syas.g_01999	Syae.g_01685
OG0000353	Syas.g_02033	Syae.g_01711
OG0000354	Syas.g_01209	Syae.g_02351
OG0000354	Syas.g_02052	Syae.g_01731
OG0000355	Syas.g_02035	Syae.g_01713
OG0000356	Syas.g_02036	Syae.g_01714
OG0000357	Syas.g_02037	Syae.g_01715
OG0000358	Syas.g_02041	Syae.g_01719
OG0000359	Syas.g_02043	Syae.g_01721
OG0000360	Syas.g_02044	Syae.g_01722
OG0000361	Syas.g_02045	Syae.g_01723
OG0000362	Syas.g_02047	Syae.g_01725
OG0000363	Syas.g_02049	Syae.g_01727
OG0000364	Syas.g_02685	Syae.g_01728
OG0000365	Syas.g_02058	Syae.g_01737
OG0000366	Syas.g_02059	Syae.g_01738
OG0000368	Syas.g_02062	Syae.g_01741
OG0000369	Syas.g_02063	Syae.g_01742
OG0000370	Syas.g_02064	Syae.g_01743
OG0000371	Syas.g_02073	Syae.g_01751
OG0000372	Syas.g_02078	Syae.g_01756
OG0000373	Syas.g_02079	Syae.g_01757
OG0000374	Syas.g_02080	Syae.g_01758
OG0000375	Syas.g_02081	Syae.g_01759
OG0000376	Syas.g_02083	Syae.g_01761
OG0000377	Syas.g_01879	Syae.g_01561
OG0000378	Syas.g_01867	Syae.g_01553
OG0000379	Syas.g_01859	Syae.g_01550
OG0000380	Syas.g_02523	Syae.g_01281
OG0000381	Syas.g_02521	Syae.g_01285
OG0000382	Syas.g_02503	Syae.g_01322
OG0000383	Syas.g_02480	Syae.g_01324
OG0000384	Syas.g_02479	Syae.g_01325
OG0000385	Syas.g_02478	Syae.g_01326
OG0000386	Syas.g_02477	Syae.g_01327
OG0000387	Syas.g_00134	Syae.g_01354
OG0000388	Syas.g_02426	Syae.g_01358
OG0000389	Syas.g_02422	Syae.g_01362
OG0000390	Syas.g_02406	Syae.g_01378
OG0000391	Syas.g_02401	Syae.g_01383
OG0000392	Syas.g_02396	Syae.g_01389
OG0000393	Syas.g_02394	Syae.g_01392
OG0000394	Syas.g_02393	Syae.g_01393
OG0000395	Syas.g_02392	Syae.g_01394
OG0000396	Syas.g_02389	Syae.g_01397
OG0000397	Syas.g_02387	Syae.g_01400
OG0000398	Syas.g_02382	Syae.g_01405
OG0000399	Syas.g_02381	Syae.g_01406
OG0000400	Syas.g_02380	Syae.g_01407
OG0000401	Syas.g_02379	Syae.g_01408
OG0000402	Syas.g_02377	Syae.g_01410
OG0000403	Syas.g_02376	Syae.g_01411
OG0000404	Syas.g_02375	Syae.g_01412
OG0000405	Syas.g_02369	Syae.g_01426
OG0000406	Syas.g_02365	Syae.g_01430
OG0000407	Syas.g_02364	Syae.g_01431
OG0000408	Syas.g_02361	Syae.g_01433
OG0000409	Syas.g_02359	Syae.g_01435
OG0000410	Syas.g_02358	Syae.g_01436
OG0000411	Syas.g_02357	Syae.g_01437
OG0000412	Syas.g_02356	Syae.g_01438
OG0000413	Syas.g_02354	Syae.g_01440
OG0000415	Syas.g_02352	Syae.g_01441
OG0000416	Syas.g_02351	Syae.g_01442
OG0000417	Syas.g_02338	Syae.g_01443
OG0000418	Syas.g_02333	Syae.g_01448
OG0000419	Syas.g_02331	Syae.g_01450
OG0000420	Syas.g_02329	Syae.g_01452
OG0000421	Syas.g_02324	Syae.g_01457
OG0000422	Syas.g_02323	Syae.g_01458
OG0000423	Syas.g_02322	Syae.g_01459
OG0000424	Syas.g_02321	Syae.g_01460
OG0000425	Syas.g_02320	Syae.g_01461
OG0000426	Syas.g_02319	Syae.g_01462
OG0000427	Syas.g_02318	Syae.g_01463
OG0000428	Syas.g_02315	Syae.g_01466
OG0000429	Syas.g_02312	Syae.g_01468
OG0000430	Syas.g_02311	Syae.g_01470
OG0000431	Syas.g_02296	Syae.g_01473
OG0000432	Syas.g_02288	Syae.g_01481
OG0000433	Syas.g_02286	Syae.g_01484
OG0000434	Syas.g_02285	Syae.g_01485
OG0000435	Syas.g_02282	Syae.g_01486
OG0000436	Syas.g_02273	Syae.g_01491
OG0000437	Syas.g_02272	Syae.g_01492
OG0000438	Syas.g_02271	Syae.g_01493
OG0000439	Syas.g_02269	Syae.g_01495
OG0000440	Syas.g_02268	Syae.g_01496
OG0000441	Syas.g_02265	Syae.g_01501
OG0000442	Syas.g_02259	Syae.g_01502
OG0000443	Syas.g_02241	Syae.g_01503
OG0000444	Syas.g_02234	Syae.g_01509
OG0000445	Syas.g_02233	Syae.g_01510
OG0000446	Syas.g_02231	Syae.g_01512
OG0000447	Syas.g_02229	Syae.g_01517
OG0000448	Syas.g_02228	Syae.g_01518
OG0000449	Syas.g_02226	Syae.g_01519
OG0000450	Syas.g_01834	Syae.g_01525
OG0000451	Syas.g_01835	Syae.g_01526
OG0000452	Syas.g_01844	Syae.g_01530
OG0000453	Syas.g_01845	Syae.g_01531
OG0000454	Syas.g_01846	Syae.g_01532
OG0000455	Syas.g_01847	Syae.g_01533
OG0000456	Syas.g_01848	Syae.g_01534
OG0000457	Syas.g_01850	Syae.g_01536
OG0000458	Syas.g_01851	Syae.g_01538
OG0000459	Syas.g_01852	Syae.g_01539
OG0000460	Syas.g_02554	Syae.g_02236
OG0000461	Syas.g_01686	Syae.g_02024
OG0000462	Syas.g_01688	Syae.g_02021
OG0000463	Syas.g_01689	Syae.g_02020
OG0000464	Syas.g_01690	Syae.g_02019
OG0000465	Syas.g_01692	Syae.g_02018
OG0000466	Syas.g_01697	Syae.g_02014
OG0000467	Syas.g_01698	Syae.g_02012
OG0000468	Syas.g_01703	Syae.g_02007
OG0000469	Syas.g_01725	Syae.g_01992
OG0000470	Syas.g_01727	Syae.g_01990
OG0000471	Syas.g_01728	Syae.g_01989
OG0000472	Syas.g_01729	Syae.g_01987
OG0000473	Syas.g_01731	Syae.g_01985
OG0000474	Syas.g_01732	Syae.g_01984
OG0000475	Syas.g_01733	Syae.g_01983
OG0000476	Syas.g_01735	Syae.g_01981
OG0000477	Syas.g_01740	Syae.g_01975
OG0000478	Syas.g_01741	Syae.g_01974
OG0000479	Syas.g_01749	Syae.g_01973
OG0000480	Syas.g_01756	Syae.g_01966
OG0000481	Syas.g_00161, Syas.g_00162	Syae.g_01964
OG0000482	Syas.g_01758	Syae.g_01963
OG0000483	Syas.g_01762	Syae.g_01959
OG0000484	Syas.g_01763	Syae.g_01958
OG0000485	Syas.g_01764	Syae.g_01957
OG0000486	Syas.g_01765	Syae.g_01956
OG0000487	Syas.g_01771	Syae.g_01950
OG0000488	Syas.g_01779	Syae.g_01946
OG0000489	Syas.g_01823	Syae.g_01936
OG0000490	Syas.g_01808	Syae.g_01928
OG0000491	Syas.g_01806	Syae.g_01927
OG0000492	Syas.g_01803	Syae.g_01925
OG0000493	Syas.g_01802	Syae.g_01924
OG0000494	Syas.g_01801	Syae.g_01923
OG0000495	Syas.g_01799	Syae.g_01922
OG0000496	Syas.g_01798	Syae.g_01921
OG0000497	Syas.g_01797	Syae.g_01920
OG0000498	Syas.g_01796	Syae.g_01919
OG0000499	Syas.g_01795	Syae.g_01918
OG0000500	Syas.g_01794	Syae.g_01917
OG0000501	Syas.g_01791	Syae.g_01914
OG0000502	Syas.g_02216	Syae.g_01902
OG0000503	Syas.g_01541	Syae.g_02192
OG0000504	Syas.g_01539	Syae.g_02194
OG0000505	Syas.g_01538	Syae.g_02195
OG0000506	Syas.g_01536	Syae.g_02197
OG0000507	Syas.g_01530	Syae.g_02203
OG0000508	Syas.g_01523	Syae.g_02207
OG0000509	Syas.g_01521	Syae.g_02209
OG0000510	Syas.g_01520	Syae.g_02210
OG0000511	Syas.g_01519	Syae.g_02211
OG0000512	Syas.g_01517	Syae.g_02213
OG0000513	Syas.g_01508	Syae.g_02223
OG0000514	Syas.g_01504	Syae.g_02229
OG0000515	Syas.g_01503	Syae.g_02230
OG0000516	Syas.g_01501	Syae.g_01000
OG0000517	Syas.g_01498	Syae.g_00995
OG0000518	Syas.g_00360, Syas.g_02746	Syae.g_00983
OG0000519	Syas.g_02747	Syae.g_00982
OG0000520	Syas.g_02748	Syae.g_00981
OG0000521	Syas.g_01281	Syae.g_02491
OG0000522	Syas.g_01279	Syae.g_02493
OG0000523	Syas.g_01278	Syae.g_02494
OG0000524	Syas.g_01354	Syae.g_02501
OG0000525	Syas.g_01342	Syae.g_02520
OG0000526	Syas.g_01340	Syae.g_02523
OG0000527	Syas.g_01335	Syae.g_02528
OG0000528	Syas.g_01256	Syae.g_02304
OG0000529	Syas.g_01252	Syae.g_02310
OG0000530	Syas.g_01249	Syae.g_02313
OG0000531	Syas.g_01248	Syae.g_02314
OG0000532	Syas.g_01245	Syae.g_02317
OG0000533	Syas.g_01243	Syae.g_02318
OG0000534	Syas.g_01242	Syae.g_02319
OG0000535	Syas.g_01241	Syae.g_02320
OG0000536	Syas.g_01240	Syae.g_02321
OG0000537	Syas.g_01238	Syae.g_02322
OG0000538	Syas.g_01228	Syae.g_02333
OG0000539	Syas.g_01227	Syae.g_02334
OG0000540	Syas.g_01226	Syae.g_02335
OG0000541	Syas.g_01225	Syae.g_02336
OG0000542	Syas.g_01221	Syae.g_02339
OG0000543	Syas.g_01219	Syae.g_02341
OG0000544	Syas.g_01218	Syae.g_02342
OG0000545	Syas.g_01216	Syae.g_02344
OG0000546	Syas.g_01214	Syae.g_02346
OG0000547	Syas.g_01212	Syae.g_02348
OG0000548	Syas.g_01211	Syae.g_02349
OG0000549	Syas.g_00005	Syae.g_02354
OG0000550	Syas.g_00010	Syae.g_02358
OG0000551	Syas.g_00015	Syae.g_02363
OG0000552	Syas.g_00016	Syae.g_02364
OG0000553	Syas.g_00019	Syae.g_02366
OG0000554	Syas.g_00063	Syae.g_02375
OG0000555	Syas.g_00775	Syae.g_02390
OG0000556	Syas.g_00781	Syae.g_02394
OG0000557	Syas.g_00783	Syae.g_02398
OG0000558	Syas.g_00785	Syae.g_02400
OG0000559	Syas.g_00789	Syae.g_02404
OG0000560	Syas.g_00792	Syae.g_02407
OG0000561	Syas.g_00793	Syae.g_02408
OG0000562	Syas.g_00794	Syae.g_02409
OG0000563	Syas.g_00795	Syae.g_02410
OG0000564	Syas.g_00796	Syae.g_02411
OG0000565	Syas.g_00800	Syae.g_02414
OG0000566	Syas.g_00804	Syae.g_02418
OG0000567	Syas.g_00808	Syae.g_02422
OG0000568	Syas.g_00810	Syae.g_02427
OG0000569	Syas.g_00811	Syae.g_02428
OG0000570	Syas.g_00812	Syae.g_02429
OG0000571	Syas.g_00815	Syae.g_02433
OG0000572	Syas.g_00839	Syae.g_02448
OG0000573	Syas.g_00952	Syae.g_02456
OG0000574	Syas.g_00951	Syae.g_02457
OG0000575	Syas.g_00848	Syae.g_02461
OG0000576	Syas.g_00850	Syae.g_02463
OG0000577	Syas.g_00851	Syae.g_02464
OG0000578	Syas.g_00852	Syae.g_02465
OG0000579	Syas.g_00853	Syae.g_02466
OG0000580	Syas.g_00854	Syae.g_02467
OG0000581	Syas.g_00861	Syae.g_02473
OG0000582	Syas.g_00873	Syae.g_00018
OG0000583	Syas.g_00872	Syae.g_00019
OG0000584	Syas.g_00871	Syae.g_00020
OG0000585	Syas.g_00868	Syae.g_00022
OG0000586	Syas.g_00867	Syae.g_00023
OG0000587	Syas.g_00865	Syae.g_00025
OG0000588	Syas.g_00960	Syae.g_00043
OG0000589	Syas.g_00121	Syae.g_00047
OG0000590	Syas.g_00120	Syae.g_00048
OG0000591	Syas.g_00106	Syae.g_00056
OG0000592	Syas.g_00105	Syae.g_00057
OG0000593	Syas.g_00750	Syae.g_00070
OG0000594	Syas.g_00749	Syae.g_00071
OG0000595	Syas.g_00748	Syae.g_00072
OG0000596	Syas.g_00743	Syae.g_00077
OG0000597	Syas.g_00740	Syae.g_00080
OG0000598	Syas.g_00739	Syae.g_00081
OG0000599	Syas.g_00732	Syae.g_00084
OG0000600	Syas.g_00731	Syae.g_00085
OG0000601	Syas.g_00730	Syae.g_00086
OG0000602	Syas.g_00725	Syae.g_00091
OG0000603	Syas.g_00724	Syae.g_00092
OG0000604	Syas.g_00721	Syae.g_00095
OG0000605	Syas.g_00719	Syae.g_00260
OG0000606	Syas.g_00716	Syae.g_00616
OG0000607	Syas.g_00713	Syae.g_00613
OG0000608	Syas.g_00712	Syae.g_00612
OG0000609	Syas.g_00710	Syae.g_00610
OG0000610	Syas.g_00702	Syae.g_00601
OG0000611	Syas.g_00699	Syae.g_00598
OG0000612	Syas.g_00698	Syae.g_00597
OG0000613	Syas.g_01825	Syae.g_01910
OG0000614	Syas.g_01044	Syae.g_00765
