Orthogroup	Syas	Prbc
OG0000102	Syas.g_02152, Syas.g_01395	Prbc.g_00206
OG0000103	Syas.g_02009	Prbc.g_01053
OG0000104	Syas.g_02027, Syas.g_02026	Prbc.g_01065
OG0000105	Syas.g_01739	Prbc.g_01167
OG0000106	Syas.g_01451	Prbc.g_00134, Prbc.g_00641
OG0000107	Syas.g_01669	Prbc.g_00934
OG0000108	Syas.g_01253	Prbc.g_01540
OG0000109	Syas.g_01236	Prbc.g_01553
OG0000110	Syas.g_00818	Prbc.g_01654
OG0000111	Syas.g_01037	Prbc.g_01781
OG0000112	Syas.g_00452	Prbc.g_02028
OG0000113	Syas.g_00571	Prbc.g_01882, Prbc.g_00153
OG0000114	Syas.g_00674	Prbc.g_01977
OG0000115	Syas.g_02548, Syas.g_01285	Prbc.g_00801
OG0000116	Syas.g_01198, Syas.g_00317	Prbc.g_01457
OG0000117	Syas.g_01122	Prbc.g_00102
OG0000118	Syas.g_02835	Prbc.g_00577
OG0000120	Syas.g_01828	Prbc.g_01753
OG0000121	Syas.g_02821	Prbc.g_00711
OG0000122	Syas.g_00393	Prbc.g_00750
OG0000123	Syas.g_01582	Prbc.g_00277
OG0000124	Syas.g_02137	Prbc.g_00193
OG0000125	Syas.g_01889	Prbc.g_00997
OG0000126	Syas.g_01992	Prbc.g_01063
OG0000127	Syas.g_02540	Prbc.g_01367
OG0000128	Syas.g_02046	Prbc.g_01081
OG0000129	Syas.g_01880	Prbc.g_01122
OG0000130	Syas.g_02522	Prbc.g_00504
OG0000131	Syas.g_02367	Prbc.g_00426
OG0000132	Syas.g_02334	Prbc.g_00407
OG0000133	Syas.g_00457	Prbc.g_01214
OG0000134	Syas.g_01509	Prbc.g_01270
OG0000135	Syas.g_01938	Prbc.g_02198, Prbc.g_02183
OG0000136	Syas.g_02740	Prbc.g_01502
OG0000137	Syas.g_01333	Prbc.g_01534
OG0000138	Syas.g_01235	Prbc.g_01554
OG0000140	Syas.g_00090	Prbc.g_01617
OG0000141	Syas.g_00875	Prbc.g_01684
OG0000142	Syas.g_00746	Prbc.g_01712
OG0000143	Syas.g_00742	Prbc.g_01716
OG0000144	Syas.g_00718	Prbc.g_01729
OG0000145	Syas.g_00948	Prbc.g_02142
OG0000146	Syas.g_00451	Prbc.g_02027
OG0000147	Syas.g_00450	Prbc.g_02026
OG0000148	Syas.g_00577	Prbc.g_01876
OG0000149	Syas.g_00282	Prbc.g_01908
OG0000150	Syas.g_00874	Prbc.g_01916
OG0000151	Syas.g_00148, Syas.g_00659	Prbc.g_01988
OG0000152	Syas.g_00461	Prbc.g_02036
OG0000153	Syas.g_00543	Prbc.g_02054
OG0000154	Syas.g_00219	Prbc.g_02083
OG0000155	Syas.g_01131	Prbc.g_01424
OG0000156	Syas.g_01206	Prbc.g_00555
OG0000157	Syas.g_01207	Prbc.g_00556
OG0000158	Syas.g_02185	Prbc.g_00228
OG0000160	Syas.g_02820	Prbc.g_00710
OG0000161	Syas.g_02826	Prbc.g_00716
OG0000162	Syas.g_02751	Prbc.g_00722
OG0000163	Syas.g_01488	Prbc.g_00758
OG0000164	Syas.g_02648	Prbc.g_00854
OG0000165	Syas.g_02609	Prbc.g_00862
OG0000166	Syas.g_01629	Prbc.g_00321
OG0000167	Syas.g_01449	Prbc.g_00238
OG0000168	Syas.g_02184	Prbc.g_00227
OG0000169	Syas.g_02170	Prbc.g_00217
OG0000170	Syas.g_02161	Prbc.g_00215
OG0000171	Syas.g_02139	Prbc.g_00194
OG0000172	Syas.g_02110	Prbc.g_00967
OG0000173	Syas.g_02092	Prbc.g_00982
OG0000174	Syas.g_01940	Prbc.g_01013
OG0000175	Syas.g_01994	Prbc.g_01044
OG0000176	Syas.g_02038	Prbc.g_01074
OG0000177	Syas.g_02039	Prbc.g_01075
OG0000178	Syas.g_02040	Prbc.g_01076
OG0000179	Syas.g_02054	Prbc.g_01086
OG0000180	Syas.g_02055	Prbc.g_01087
OG0000181	Syas.g_02056	Prbc.g_01088
OG0000182	Syas.g_02057	Prbc.g_01089
OG0000183	Syas.g_02061	Prbc.g_01093
OG0000184	Syas.g_01872	Prbc.g_01124
OG0000185	Syas.g_01861	Prbc.g_01127
OG0000186	Syas.g_02525	Prbc.g_00509
OG0000187	Syas.g_02524	Prbc.g_00508
OG0000188	Syas.g_02502	Prbc.g_00491
OG0000189	Syas.g_02432	Prbc.g_00477
OG0000190	Syas.g_00133	Prbc.g_00476
OG0000191	Syas.g_02400	Prbc.g_00453
OG0000192	Syas.g_02395	Prbc.g_00449
OG0000193	Syas.g_02366	Prbc.g_00425
OG0000194	Syas.g_02363	Prbc.g_00422
OG0000195	Syas.g_02360	Prbc.g_00420
OG0000196	Syas.g_02337	Prbc.g_00410
OG0000197	Syas.g_02336	Prbc.g_00409
OG0000198	Syas.g_02335	Prbc.g_00408
OG0000199	Syas.g_02327	Prbc.g_00401
OG0000200	Syas.g_02298	Prbc.g_00388
OG0000201	Syas.g_02279	Prbc.g_00379
OG0000202	Syas.g_02278	Prbc.g_00378
OG0000203	Syas.g_02277	Prbc.g_00377
OG0000204	Syas.g_02276	Prbc.g_00376
OG0000205	Syas.g_02267	Prbc.g_00369
OG0000206	Syas.g_02240	Prbc.g_00365
OG0000207	Syas.g_02237	Prbc.g_00363
OG0000208	Syas.g_02236	Prbc.g_00362
OG0000209	Syas.g_01837	Prbc.g_00352
OG0000210	Syas.g_01838	Prbc.g_00351
OG0000211	Syas.g_02552	Prbc.g_00337
OG0000212	Syas.g_02562	Prbc.g_00329
OG0000213	Syas.g_01707	Prbc.g_01153
OG0000214	Syas.g_01730	Prbc.g_01161
OG0000215	Syas.g_01766	Prbc.g_01185
OG0000216	Syas.g_01770	Prbc.g_01186
OG0000217	Syas.g_01778	Prbc.g_01189
OG0000218	Syas.g_01780	Prbc.g_01191
OG0000219	Syas.g_01783	Prbc.g_01192
OG0000220	Syas.g_01784	Prbc.g_01193
OG0000221	Syas.g_01785	Prbc.g_01194
OG0000222	Syas.g_01804	Prbc.g_01202
OG0000223	Syas.g_02221	Prbc.g_01215
OG0000224	Syas.g_02215	Prbc.g_01217
OG0000225	Syas.g_01522	Prbc.g_01257
OG0000226	Syas.g_01518	Prbc.g_01261
OG0000227	Syas.g_01516	Prbc.g_01263
OG0000228	Syas.g_01513	Prbc.g_01267
OG0000229	Syas.g_01497	Prbc.g_01497
OG0000230	Syas.g_01495	Prbc.g_01499
OG0000231	Syas.g_02749	Prbc.g_01510
OG0000232	Syas.g_01276	Prbc.g_01518
OG0000233	Syas.g_01352	Prbc.g_01526
OG0000234	Syas.g_01331	Prbc.g_01535
OG0000235	Syas.g_01254	Prbc.g_01539
OG0000236	Syas.g_01237	Prbc.g_01552
OG0000237	Syas.g_01220	Prbc.g_01586
OG0000238	Syas.g_01215	Prbc.g_01592
OG0000239	Syas.g_00012	Prbc.g_01604
OG0000240	Syas.g_00013	Prbc.g_01605
OG0000241	Syas.g_00754	Prbc.g_01609
OG0000242	Syas.g_00059	Prbc.g_01611
OG0000243	Syas.g_00777	Prbc.g_01622
OG0000244	Syas.g_00784	Prbc.g_01626
OG0000245	Syas.g_00786	Prbc.g_01628
OG0000246	Syas.g_00790	Prbc.g_01632
OG0000247	Syas.g_00802	Prbc.g_01642
OG0000248	Syas.g_00805	Prbc.g_01644
OG0000249	Syas.g_00807	Prbc.g_01646
OG0000250	Syas.g_00814	Prbc.g_01651
OG0000251	Syas.g_00845	Prbc.g_01667
OG0000252	Syas.g_00950	Prbc.g_01669
OG0000253	Syas.g_00846	Prbc.g_01671
OG0000254	Syas.g_00869	Prbc.g_01688
OG0000255	Syas.g_00132, Syas.g_01062	Prbc.g_01694
OG0000256	Syas.g_00104	Prbc.g_01704
OG0000257	Syas.g_00757	Prbc.g_01707
OG0000258	Syas.g_00733	Prbc.g_01720
OG0000259	Syas.g_00708	Prbc.g_01737
OG0000260	Syas.g_00705	Prbc.g_01740
OG0000261	Syas.g_00701	Prbc.g_01743
OG0000262	Syas.g_00695	Prbc.g_01748
OG0000263	Syas.g_01103	Prbc.g_01762
OG0000264	Syas.g_02588	Prbc.g_01773
OG0000266	Syas.g_00186	Prbc.g_01797
OG0000267	Syas.g_00377	Prbc.g_01810
OG0000268	Syas.g_00390	Prbc.g_01811
OG0000269	Syas.g_00601	Prbc.g_01853
OG0000270	Syas.g_00598	Prbc.g_01856
OG0000271	Syas.g_00590	Prbc.g_01864
OG0000272	Syas.g_00589	Prbc.g_01865
OG0000273	Syas.g_00563	Prbc.g_01890
OG0000274	Syas.g_00562	Prbc.g_01891
OG0000275	Syas.g_00230	Prbc.g_01893
OG0000276	Syas.g_00237	Prbc.g_01899
OG0000277	Syas.g_00238	Prbc.g_01900
OG0000278	Syas.g_00241	Prbc.g_01904
OG0000279	Syas.g_00288	Prbc.g_01911
OG0000280	Syas.g_00889, Syas.g_00481	Prbc.g_00068
OG0000281	Syas.g_00970	Prbc.g_01917
OG0000282	Syas.g_00672	Prbc.g_01979
OG0000283	Syas.g_00409	Prbc.g_02010
OG0000284	Syas.g_00416	Prbc.g_02015
OG0000285	Syas.g_00436	Prbc.g_02020
OG0000286	Syas.g_00460	Prbc.g_02035
OG0000287	Syas.g_00534	Prbc.g_02190
OG0000288	Syas.g_00220	Prbc.g_02082
OG0000289	Syas.g_00205	Prbc.g_02094
OG0000290	Syas.g_01016	Prbc.g_02110
OG0000292	Syas.g_02020	Prbc.g_00173
OG0000293	Syas.g_01197	Prbc.g_01456
OG0000294	Syas.g_01196	Prbc.g_01455
OG0000295	Syas.g_01139	Prbc.g_01431
OG0000296	Syas.g_01137	Prbc.g_01429
OG0000299	Syas.g_01087	Prbc.g_01401
OG0000300	Syas.g_01082	Prbc.g_01398
OG0000301	Syas.g_01081	Prbc.g_01397
OG0000302	Syas.g_01080	Prbc.g_01395
OG0000303	Syas.g_01071	Prbc.g_01390
OG0000304	Syas.g_01066	Prbc.g_01387
OG0000305	Syas.g_01023	Prbc.g_00810
OG0000306	Syas.g_01929	Prbc.g_01921
OG0000307	Syas.g_01270	Prbc.g_00666
OG0000308	Syas.g_01272	Prbc.g_00667
OG0000309	Syas.g_01364	Prbc.g_00671
OG0000310	Syas.g_02796	Prbc.g_00693
OG0000311	Syas.g_02799	Prbc.g_00695
OG0000312	Syas.g_02804	Prbc.g_00698
OG0000313	Syas.g_02823	Prbc.g_00713
OG0000315	Syas.g_01306	Prbc.g_00744
OG0000316	Syas.g_02728	Prbc.g_00768
OG0000317	Syas.g_02687	Prbc.g_00830
OG0000318	Syas.g_02680	Prbc.g_00833
OG0000319	Syas.g_02663	Prbc.g_00844
OG0000320	Syas.g_02661	Prbc.g_00846
OG0000321	Syas.g_02660	Prbc.g_00847
OG0000322	Syas.g_02659	Prbc.g_00848
OG0000323	Syas.g_02646	Prbc.g_00857
OG0000324	Syas.g_02578	Prbc.g_00884
OG0000325	Syas.g_01668	Prbc.g_00935
OG0000326	Syas.g_01661	Prbc.g_00941
OG0000327	Syas.g_01634	Prbc.g_00326
OG0000328	Syas.g_01633	Prbc.g_00325
OG0000329	Syas.g_01615	Prbc.g_00308
OG0000330	Syas.g_01614	Prbc.g_00307
OG0000331	Syas.g_01613	Prbc.g_00306
OG0000332	Syas.g_01598	Prbc.g_00292
OG0000333	Syas.g_01595	Prbc.g_00290
OG0000334	Syas.g_01586	Prbc.g_00281
OG0000335	Syas.g_01581	Prbc.g_00276
OG0000336	Syas.g_01577	Prbc.g_00272
OG0000337	Syas.g_02211	Prbc.g_00241
OG0000338	Syas.g_02199	Prbc.g_00240
OG0000339	Syas.g_02192	Prbc.g_00235
OG0000340	Syas.g_02183	Prbc.g_00226
OG0000341	Syas.g_02181	Prbc.g_00224
OG0000342	Syas.g_02180	Prbc.g_00223
OG0000343	Syas.g_02176	Prbc.g_00222
OG0000344	Syas.g_02172	Prbc.g_00219
OG0000345	Syas.g_02160	Prbc.g_00214
OG0000346	Syas.g_02155	Prbc.g_00210
OG0000347	Syas.g_02136	Prbc.g_00190
OG0000348	Syas.g_02107	Prbc.g_00970
OG0000349	Syas.g_02085	Prbc.g_00988
OG0000350	Syas.g_01654	Prbc.g_01009
OG0000351	Syas.g_01998	Prbc.g_01047
OG0000352	Syas.g_01999	Prbc.g_01048
OG0000353	Syas.g_02033	Prbc.g_01068
OG0000355	Syas.g_02035	Prbc.g_01071
OG0000356	Syas.g_02036	Prbc.g_01072
OG0000357	Syas.g_02037	Prbc.g_01073
OG0000358	Syas.g_02041	Prbc.g_01077
OG0000359	Syas.g_02043	Prbc.g_01078
OG0000360	Syas.g_02044	Prbc.g_01079
OG0000361	Syas.g_02045	Prbc.g_01080
OG0000362	Syas.g_02047	Prbc.g_01082
OG0000363	Syas.g_02049	Prbc.g_01084
OG0000364	Syas.g_02685	Prbc.g_01085
OG0000365	Syas.g_02058	Prbc.g_01090
OG0000366	Syas.g_02059	Prbc.g_01091
OG0000368	Syas.g_02062	Prbc.g_01094
OG0000369	Syas.g_02063	Prbc.g_01095
OG0000370	Syas.g_02064	Prbc.g_01096
OG0000371	Syas.g_02073	Prbc.g_01102
OG0000372	Syas.g_02078	Prbc.g_01104
OG0000373	Syas.g_02079	Prbc.g_01105
OG0000374	Syas.g_02080	Prbc.g_01106
OG0000375	Syas.g_02081	Prbc.g_01118
OG0000376	Syas.g_02083	Prbc.g_01120
OG0000377	Syas.g_01879	Prbc.g_01123
OG0000378	Syas.g_01867	Prbc.g_01125
OG0000379	Syas.g_01859	Prbc.g_01128
OG0000380	Syas.g_02523	Prbc.g_00507
OG0000381	Syas.g_02521	Prbc.g_00503
OG0000382	Syas.g_02503	Prbc.g_00492
OG0000383	Syas.g_02480	Prbc.g_00490
OG0000384	Syas.g_02479	Prbc.g_00489
OG0000385	Syas.g_02478	Prbc.g_00488
OG0000386	Syas.g_02477	Prbc.g_00487
OG0000387	Syas.g_00134	Prbc.g_00474
OG0000388	Syas.g_02426	Prbc.g_00470
OG0000389	Syas.g_02422	Prbc.g_00467
OG0000390	Syas.g_02406	Prbc.g_00458
OG0000391	Syas.g_02401	Prbc.g_00454
OG0000392	Syas.g_02396	Prbc.g_00451
OG0000393	Syas.g_02394	Prbc.g_00448
OG0000394	Syas.g_02393	Prbc.g_00447
OG0000395	Syas.g_02392	Prbc.g_00446
OG0000396	Syas.g_02389	Prbc.g_00443
OG0000397	Syas.g_02387	Prbc.g_00441
OG0000398	Syas.g_02382	Prbc.g_00438
OG0000399	Syas.g_02381	Prbc.g_00437
OG0000400	Syas.g_02380	Prbc.g_00436
OG0000401	Syas.g_02379	Prbc.g_00435
OG0000402	Syas.g_02377	Prbc.g_02145
OG0000403	Syas.g_02376	Prbc.g_00434
OG0000404	Syas.g_02375	Prbc.g_00433
OG0000405	Syas.g_02369	Prbc.g_00428
OG0000406	Syas.g_02365	Prbc.g_00424
OG0000407	Syas.g_02364	Prbc.g_00423
OG0000408	Syas.g_02361	Prbc.g_00421
OG0000409	Syas.g_02359	Prbc.g_00419
OG0000410	Syas.g_02358	Prbc.g_00418
OG0000411	Syas.g_02357	Prbc.g_00417
OG0000412	Syas.g_02356	Prbc.g_00416
OG0000413	Syas.g_02354	Prbc.g_00415
OG0000414	Syas.g_02353	Prbc.g_00414
OG0000415	Syas.g_02352	Prbc.g_00413
OG0000416	Syas.g_02351	Prbc.g_00412
OG0000417	Syas.g_02338	Prbc.g_00411
OG0000418	Syas.g_02333	Prbc.g_00406
OG0000419	Syas.g_02331	Prbc.g_00404
OG0000420	Syas.g_02329	Prbc.g_00403
OG0000421	Syas.g_02324	Prbc.g_00399
OG0000422	Syas.g_02323	Prbc.g_00398
OG0000423	Syas.g_02322	Prbc.g_00397
OG0000424	Syas.g_02321	Prbc.g_00396
OG0000425	Syas.g_02320	Prbc.g_00395
OG0000426	Syas.g_02319	Prbc.g_00394
OG0000427	Syas.g_02318	Prbc.g_00393
OG0000428	Syas.g_02315	Prbc.g_00391
OG0000429	Syas.g_02312	Prbc.g_00390
OG0000430	Syas.g_02311	Prbc.g_00389
OG0000431	Syas.g_02296	Prbc.g_00387
OG0000432	Syas.g_02288	Prbc.g_00383
OG0000433	Syas.g_02286	Prbc.g_00382
OG0000434	Syas.g_02285	Prbc.g_00381
OG0000435	Syas.g_02282	Prbc.g_00380
OG0000436	Syas.g_02273	Prbc.g_00375
OG0000437	Syas.g_02272	Prbc.g_00374
OG0000438	Syas.g_02271	Prbc.g_00373
OG0000439	Syas.g_02269	Prbc.g_00371
OG0000440	Syas.g_02268	Prbc.g_00370
OG0000441	Syas.g_02265	Prbc.g_00368
OG0000442	Syas.g_02259	Prbc.g_00367
OG0000443	Syas.g_02241	Prbc.g_00366
OG0000444	Syas.g_02234	Prbc.g_00361
OG0000445	Syas.g_02233	Prbc.g_00360
OG0000446	Syas.g_02231	Prbc.g_00358
OG0000447	Syas.g_02229	Prbc.g_00357
OG0000448	Syas.g_02228	Prbc.g_00356
OG0000449	Syas.g_02226	Prbc.g_00355
OG0000450	Syas.g_01834	Prbc.g_00354
OG0000451	Syas.g_01835	Prbc.g_00353
OG0000452	Syas.g_01844	Prbc.g_00350
OG0000453	Syas.g_01845	Prbc.g_00349
OG0000454	Syas.g_01846	Prbc.g_00348
OG0000455	Syas.g_01847	Prbc.g_00347
OG0000456	Syas.g_01848	Prbc.g_00346
OG0000457	Syas.g_01850	Prbc.g_00345
OG0000458	Syas.g_01851	Prbc.g_00344
OG0000459	Syas.g_01852	Prbc.g_00343
OG0000460	Syas.g_02554	Prbc.g_00335
OG0000461	Syas.g_01686	Prbc.g_01140
OG0000462	Syas.g_01688	Prbc.g_01142
OG0000463	Syas.g_01689	Prbc.g_01143
OG0000464	Syas.g_01690	Prbc.g_01144
OG0000465	Syas.g_01692	Prbc.g_01145
OG0000466	Syas.g_01697	Prbc.g_01146
OG0000467	Syas.g_01698	Prbc.g_01147
OG0000468	Syas.g_01703	Prbc.g_01149
OG0000469	Syas.g_01725	Prbc.g_01156
OG0000470	Syas.g_01727	Prbc.g_01158
OG0000471	Syas.g_01728	Prbc.g_01159
OG0000472	Syas.g_01729	Prbc.g_01160
OG0000473	Syas.g_01731	Prbc.g_01162
OG0000474	Syas.g_01732	Prbc.g_01163
OG0000475	Syas.g_01733	Prbc.g_01164
OG0000476	Syas.g_01735	Prbc.g_01166
OG0000477	Syas.g_01740	Prbc.g_01168
OG0000478	Syas.g_01741	Prbc.g_01169
OG0000479	Syas.g_01749	Prbc.g_01170
OG0000480	Syas.g_01756	Prbc.g_01175
OG0000481	Syas.g_00161, Syas.g_00162	Prbc.g_01177
OG0000482	Syas.g_01758	Prbc.g_01178
OG0000483	Syas.g_01762	Prbc.g_01181
OG0000484	Syas.g_01763	Prbc.g_01182
OG0000485	Syas.g_01764	Prbc.g_01183
OG0000486	Syas.g_01765	Prbc.g_01184
OG0000487	Syas.g_01771	Prbc.g_01187
OG0000488	Syas.g_01779	Prbc.g_01190
OG0000489	Syas.g_01823	Prbc.g_01195
OG0000490	Syas.g_01808	Prbc.g_01200
OG0000491	Syas.g_01806	Prbc.g_01201
OG0000492	Syas.g_01803	Prbc.g_01203
OG0000493	Syas.g_01802	Prbc.g_01204
OG0000494	Syas.g_01801	Prbc.g_01205
OG0000495	Syas.g_01799	Prbc.g_01206
OG0000496	Syas.g_01798	Prbc.g_01207
OG0000497	Syas.g_01797	Prbc.g_01208
OG0000498	Syas.g_01796	Prbc.g_01209
OG0000499	Syas.g_01795	Prbc.g_01210
OG0000500	Syas.g_01794	Prbc.g_01211
OG0000501	Syas.g_01791	Prbc.g_01213
OG0000502	Syas.g_02216	Prbc.g_01216
OG0000503	Syas.g_01541	Prbc.g_01246
OG0000504	Syas.g_01539	Prbc.g_01248
OG0000505	Syas.g_01538	Prbc.g_01249
OG0000506	Syas.g_01536	Prbc.g_01250
OG0000507	Syas.g_01530	Prbc.g_01253
OG0000508	Syas.g_01523	Prbc.g_01256
OG0000509	Syas.g_01521	Prbc.g_01258
OG0000510	Syas.g_01520	Prbc.g_01259
OG0000511	Syas.g_01519	Prbc.g_01260
OG0000512	Syas.g_01517	Prbc.g_01262
OG0000513	Syas.g_01508	Prbc.g_01271
OG0000514	Syas.g_01504	Prbc.g_01492
OG0000515	Syas.g_01503	Prbc.g_01493
OG0000516	Syas.g_01501	Prbc.g_01494
OG0000517	Syas.g_01498	Prbc.g_01496
OG0000518	Syas.g_00360, Syas.g_02746	Prbc.g_01507
OG0000519	Syas.g_02747	Prbc.g_01508
OG0000520	Syas.g_02748	Prbc.g_01509
OG0000521	Syas.g_01281	Prbc.g_01514
OG0000522	Syas.g_01279	Prbc.g_01516
OG0000523	Syas.g_01278	Prbc.g_01517
OG0000524	Syas.g_01354	Prbc.g_01524
OG0000525	Syas.g_01342	Prbc.g_01528
OG0000526	Syas.g_01340	Prbc.g_01529
OG0000527	Syas.g_01335	Prbc.g_01532
OG0000528	Syas.g_01256	Prbc.g_01538
OG0000529	Syas.g_01252	Prbc.g_01541
OG0000530	Syas.g_01249	Prbc.g_01544
OG0000531	Syas.g_01248	Prbc.g_01545
OG0000532	Syas.g_01245	Prbc.g_01546
OG0000533	Syas.g_01243	Prbc.g_01547
OG0000534	Syas.g_01242	Prbc.g_01548
OG0000535	Syas.g_01241	Prbc.g_01549
OG0000536	Syas.g_01240	Prbc.g_01550
OG0000537	Syas.g_01238	Prbc.g_01551
OG0000538	Syas.g_01228	Prbc.g_01580
OG0000539	Syas.g_01227	Prbc.g_01581
OG0000540	Syas.g_01226	Prbc.g_01582
OG0000541	Syas.g_01225	Prbc.g_01583
OG0000542	Syas.g_01221	Prbc.g_01585
OG0000543	Syas.g_01219	Prbc.g_01587
OG0000544	Syas.g_01218	Prbc.g_01588
OG0000545	Syas.g_01216	Prbc.g_01590
OG0000546	Syas.g_01214	Prbc.g_01593
OG0000547	Syas.g_01212	Prbc.g_01595
OG0000548	Syas.g_01211	Prbc.g_01596
OG0000549	Syas.g_00005	Prbc.g_01599
OG0000550	Syas.g_00010	Prbc.g_01603
OG0000551	Syas.g_00015	Prbc.g_01606
OG0000552	Syas.g_00016	Prbc.g_01607
OG0000553	Syas.g_00019	Prbc.g_01608
OG0000554	Syas.g_00063	Prbc.g_01613
OG0000555	Syas.g_00775	Prbc.g_01621
OG0000556	Syas.g_00781	Prbc.g_01623
OG0000557	Syas.g_00783	Prbc.g_01624
OG0000558	Syas.g_00785	Prbc.g_01627
OG0000559	Syas.g_00789	Prbc.g_01631
OG0000560	Syas.g_00792	Prbc.g_01634
OG0000561	Syas.g_00793	Prbc.g_01635
OG0000562	Syas.g_00794	Prbc.g_01636
OG0000563	Syas.g_00795	Prbc.g_01637
OG0000564	Syas.g_00796	Prbc.g_01638
OG0000565	Syas.g_00800	Prbc.g_01641
OG0000566	Syas.g_00804	Prbc.g_01643
OG0000567	Syas.g_00808	Prbc.g_01647
OG0000568	Syas.g_00810	Prbc.g_01648
OG0000569	Syas.g_00811	Prbc.g_01649
OG0000570	Syas.g_00812	Prbc.g_01650
OG0000571	Syas.g_00815	Prbc.g_01652
OG0000572	Syas.g_00839	Prbc.g_01663
OG0000573	Syas.g_00952	Prbc.g_01668
OG0000574	Syas.g_00951	Prbc.g_01670
OG0000575	Syas.g_00848	Prbc.g_01673
OG0000576	Syas.g_00850	Prbc.g_01675
OG0000577	Syas.g_00851	Prbc.g_01676
OG0000578	Syas.g_00852	Prbc.g_01677
OG0000579	Syas.g_00853	Prbc.g_01678
OG0000580	Syas.g_00854	Prbc.g_01679
OG0000581	Syas.g_00861	Prbc.g_01682
OG0000582	Syas.g_00873	Prbc.g_01685
