Orthogroup	Syas	Pram
OG0000091	Syas.g_00907, Syas.g_00146	Pram.g_01068
OG0000092	Syas.g_00900, Syas.g_00877	Pram.g_00739
OG0000094	Syas.g_01716	Pram.g_00987
OG0000095	Syas.g_01021	Pram.g_00888
OG0000097	Syas.g_00114, Syas.g_01443	Pram.g_01093
OG0000098	Syas.g_00091	Pram.g_01478
OG0000099	Syas.g_01826	Pram.g_01445
OG0000100	Syas.g_00567	Pram.g_01298
OG0000101	Syas.g_01589	Pram.g_01770
OG0000102	Syas.g_02152, Syas.g_01395	Pram.g_01838
OG0000103	Syas.g_02009	Pram.g_01925
OG0000104	Syas.g_02027, Syas.g_02026	Pram.g_01934
OG0000105	Syas.g_01739	Pram.g_00262
OG0000106	Syas.g_01451	Pram.g_00677
OG0000107	Syas.g_01669	Pram.g_01696
OG0000108	Syas.g_01253	Pram.g_00416
OG0000109	Syas.g_01236	Pram.g_00430
OG0000110	Syas.g_00818	Pram.g_00513
OG0000111	Syas.g_01037	Pram.g_00793
OG0000112	Syas.g_00452	Pram.g_00935
OG0000113	Syas.g_00571	Pram.g_00832
OG0000114	Syas.g_00674	Pram.g_00734
OG0000115	Syas.g_02548, Syas.g_01285	Pram.g_01201
OG0000116	Syas.g_01198, Syas.g_00317	Pram.g_01151
OG0000117	Syas.g_01122	Pram.g_01112
OG0000118	Syas.g_02835	Pram.g_01242
OG0000120	Syas.g_01828	Pram.g_01446
OG0000121	Syas.g_02821	Pram.g_01376
OG0000122	Syas.g_00393	Pram.g_01204, Pram.g_01334
OG0000123	Syas.g_01582	Pram.g_01777
OG0000124	Syas.g_02137	Pram.g_01850
OG0000125	Syas.g_01889	Pram.g_01886
OG0000126	Syas.g_01992	Pram.g_01933
OG0000127	Syas.g_02540	Pram.g_00611
OG0000128	Syas.g_02046	Pram.g_01949
OG0000129	Syas.g_01880	Pram.g_00029
OG0000130	Syas.g_02522	Pram.g_00054
OG0000131	Syas.g_02367	Pram.g_00130
OG0000132	Syas.g_02334	Pram.g_00149
OG0000133	Syas.g_00457	Pram.g_00310
OG0000134	Syas.g_01509	Pram.g_00354
OG0000135	Syas.g_01938	Pram.g_01589
OG0000136	Syas.g_02740	Pram.g_00376
OG0000137	Syas.g_01333	Pram.g_00411
OG0000138	Syas.g_01235	Pram.g_00431
OG0000140	Syas.g_00090	Pram.g_00476
OG0000141	Syas.g_00875	Pram.g_00545
OG0000142	Syas.g_00746	Pram.g_01075
OG0000143	Syas.g_00742	Pram.g_01072
OG0000144	Syas.g_00718	Pram.g_01058
OG0000145	Syas.g_00948	Pram.g_01534
OG0000146	Syas.g_00451	Pram.g_00934
OG0000147	Syas.g_00450	Pram.g_00933
OG0000148	Syas.g_00577	Pram.g_00826
OG0000149	Syas.g_00282	Pram.g_00858
OG0000150	Syas.g_00874	Pram.g_00868
OG0000151	Syas.g_00148, Syas.g_00659	Pram.g_00744
OG0000152	Syas.g_00461	Pram.g_00943
OG0000153	Syas.g_00543	Pram.g_00961
OG0000154	Syas.g_00219	Pram.g_00978
OG0000155	Syas.g_01131	Pram.g_01118
OG0000156	Syas.g_01206	Pram.g_01219
OG0000157	Syas.g_01207	Pram.g_01220
OG0000158	Syas.g_02185	Pram.g_01815
OG0000159	Syas.g_01155	Pram.g_01438, Pram.g_00045
OG0000160	Syas.g_02820	Pram.g_01377
OG0000161	Syas.g_02826	Pram.g_01145, Pram.g_01371
OG0000162	Syas.g_02751	Pram.g_01365
OG0000163	Syas.g_01488	Pram.g_01326
OG0000164	Syas.g_02648	Pram.g_01656
OG0000165	Syas.g_02609	Pram.g_01664
OG0000166	Syas.g_01629	Pram.g_01733
OG0000167	Syas.g_01449	Pram.g_01805
OG0000168	Syas.g_02184	Pram.g_01816
OG0000169	Syas.g_02170	Pram.g_01826
OG0000170	Syas.g_02161	Pram.g_01829
OG0000171	Syas.g_02139	Pram.g_01849
OG0000172	Syas.g_02110	Pram.g_01856
OG0000173	Syas.g_02092	Pram.g_01871
OG0000174	Syas.g_01940	Pram.g_01902
OG0000175	Syas.g_01994	Pram.g_01914
OG0000176	Syas.g_02038	Pram.g_01942
OG0000177	Syas.g_02039	Pram.g_01943
OG0000178	Syas.g_02040	Pram.g_01944
OG0000179	Syas.g_02054	Pram.g_00003
OG0000180	Syas.g_02055	Pram.g_00004
OG0000181	Syas.g_02056	Pram.g_00005
OG0000182	Syas.g_02057	Pram.g_00006
OG0000183	Syas.g_02061	Pram.g_00010
OG0000184	Syas.g_01872	Pram.g_00033
OG0000185	Syas.g_01861	Pram.g_00036
OG0000186	Syas.g_02525	Pram.g_00048
OG0000187	Syas.g_02524	Pram.g_00049
OG0000188	Syas.g_02502	Pram.g_00066
OG0000189	Syas.g_02432	Pram.g_00080
OG0000190	Syas.g_00133	Pram.g_00081
OG0000191	Syas.g_02400	Pram.g_00103
OG0000192	Syas.g_02395	Pram.g_00108
OG0000193	Syas.g_02366	Pram.g_00131
OG0000194	Syas.g_02363	Pram.g_00134
OG0000195	Syas.g_02360	Pram.g_00136
OG0000196	Syas.g_02337	Pram.g_00146
OG0000197	Syas.g_02336	Pram.g_00147
OG0000198	Syas.g_02335	Pram.g_00148
OG0000199	Syas.g_02327	Pram.g_00155
OG0000200	Syas.g_02298	Pram.g_00168
OG0000201	Syas.g_02279	Pram.g_00177
OG0000202	Syas.g_02278	Pram.g_00178
OG0000203	Syas.g_02277	Pram.g_00179
OG0000204	Syas.g_02276	Pram.g_00180
OG0000205	Syas.g_02267	Pram.g_00187
OG0000206	Syas.g_02240	Pram.g_00192
OG0000207	Syas.g_02237	Pram.g_00194
OG0000208	Syas.g_02236	Pram.g_00195
OG0000209	Syas.g_01837	Pram.g_00204
OG0000210	Syas.g_01838	Pram.g_00205
OG0000211	Syas.g_02552	Pram.g_00220
OG0000212	Syas.g_02562	Pram.g_00228
OG0000213	Syas.g_01707	Pram.g_00246
OG0000214	Syas.g_01730	Pram.g_00255
OG0000215	Syas.g_01766	Pram.g_00282
OG0000216	Syas.g_01770	Pram.g_00283
OG0000217	Syas.g_01778	Pram.g_00286
OG0000218	Syas.g_01780	Pram.g_00288
OG0000219	Syas.g_01783	Pram.g_00289
OG0000220	Syas.g_01784	Pram.g_00290
OG0000221	Syas.g_01785	Pram.g_00291
OG0000222	Syas.g_01804	Pram.g_00298
OG0000223	Syas.g_02221	Pram.g_00311
OG0000224	Syas.g_02215	Pram.g_00313
OG0000225	Syas.g_01522	Pram.g_00341
OG0000226	Syas.g_01518	Pram.g_00345
OG0000227	Syas.g_01516	Pram.g_00347
OG0000228	Syas.g_01513	Pram.g_00351
OG0000229	Syas.g_01497	Pram.g_00371
OG0000230	Syas.g_01495	Pram.g_00373
OG0000231	Syas.g_02749	Pram.g_00384
OG0000232	Syas.g_01276	Pram.g_00397
OG0000233	Syas.g_01352	Pram.g_00402
OG0000234	Syas.g_01331	Pram.g_00412
OG0000235	Syas.g_01254	Pram.g_00415
OG0000236	Syas.g_01237	Pram.g_00429
OG0000237	Syas.g_01220	Pram.g_00443
OG0000238	Syas.g_01215	Pram.g_00449
OG0000239	Syas.g_00012	Pram.g_00462
OG0000240	Syas.g_00013	Pram.g_00463
OG0000241	Syas.g_00754	Pram.g_00468
OG0000242	Syas.g_00059	Pram.g_00470
OG0000243	Syas.g_00777	Pram.g_00480
OG0000244	Syas.g_00784	Pram.g_00483
OG0000245	Syas.g_00786	Pram.g_00485
OG0000246	Syas.g_00790	Pram.g_00489
OG0000247	Syas.g_00802	Pram.g_00500
OG0000248	Syas.g_00805	Pram.g_00503
OG0000249	Syas.g_00807	Pram.g_00505
OG0000250	Syas.g_00814	Pram.g_00510
OG0000251	Syas.g_00845	Pram.g_00528
OG0000252	Syas.g_00950	Pram.g_00531
OG0000253	Syas.g_00846	Pram.g_00532
OG0000254	Syas.g_00869	Pram.g_00549
OG0000255	Syas.g_00132, Syas.g_01062	Pram.g_00555
OG0000256	Syas.g_00104	Pram.g_00566
OG0000257	Syas.g_00757	Pram.g_01080
OG0000258	Syas.g_00733	Pram.g_01067
OG0000259	Syas.g_00708	Pram.g_01050
OG0000260	Syas.g_00705	Pram.g_01047
OG0000261	Syas.g_00701	Pram.g_01044
OG0000262	Syas.g_00695	Pram.g_01039
OG0000263	Syas.g_01103	Pram.g_00771
OG0000264	Syas.g_02588	Pram.g_00782
OG0000266	Syas.g_00186	Pram.g_01020
OG0000267	Syas.g_00377	Pram.g_01007
OG0000268	Syas.g_00390	Pram.g_01006
OG0000269	Syas.g_00601	Pram.g_00804
OG0000270	Syas.g_00598	Pram.g_00807
OG0000271	Syas.g_00590	Pram.g_00815
OG0000272	Syas.g_00589	Pram.g_00816
OG0000273	Syas.g_00563	Pram.g_00839
OG0000274	Syas.g_00562	Pram.g_00840
OG0000275	Syas.g_00230	Pram.g_00843
OG0000276	Syas.g_00237	Pram.g_00849
OG0000277	Syas.g_00238	Pram.g_00850
OG0000278	Syas.g_00241	Pram.g_00853
OG0000279	Syas.g_00288	Pram.g_00861
OG0000280	Syas.g_00889, Syas.g_00481	Pram.g_00862
OG0000281	Syas.g_00970	Pram.g_00870
OG0000282	Syas.g_00672	Pram.g_00736
OG0000283	Syas.g_00409	Pram.g_00916
OG0000284	Syas.g_00416	Pram.g_00921
OG0000285	Syas.g_00436	Pram.g_00926
OG0000286	Syas.g_00460	Pram.g_00942
OG0000287	Syas.g_00534	Pram.g_01199
OG0000288	Syas.g_00220	Pram.g_00977
OG0000289	Syas.g_00205	Pram.g_00992
OG0000290	Syas.g_01016	Pram.g_00891
OG0000292	Syas.g_02020	Pram.g_01185
OG0000293	Syas.g_01197	Pram.g_01150
OG0000294	Syas.g_01196	Pram.g_01149
OG0000295	Syas.g_01139	Pram.g_01125
OG0000296	Syas.g_01137	Pram.g_01123
OG0000299	Syas.g_01087	Pram.g_01094
OG0000300	Syas.g_01082	Pram.g_01091
OG0000301	Syas.g_01081	Pram.g_01090
OG0000302	Syas.g_01080	Pram.g_01088
OG0000303	Syas.g_01071	Pram.g_01082
OG0000304	Syas.g_01066	Pram.g_00571
OG0000305	Syas.g_01023	Pram.g_01183
OG0000306	Syas.g_01929	Pram.g_00874
OG0000307	Syas.g_01270	Pram.g_01458
OG0000308	Syas.g_01272	Pram.g_01457
OG0000309	Syas.g_01364	Pram.g_01453
OG0000310	Syas.g_02796	Pram.g_01395
OG0000311	Syas.g_02799	Pram.g_01393
OG0000312	Syas.g_02804	Pram.g_01390
OG0000313	Syas.g_02823	Pram.g_01374
OG0000315	Syas.g_01306	Pram.g_01341
OG0000316	Syas.g_02728	Pram.g_01315
OG0000317	Syas.g_02687	Pram.g_01629
OG0000318	Syas.g_02680	Pram.g_01633
OG0000319	Syas.g_02663	Pram.g_01646
OG0000320	Syas.g_02661	Pram.g_01648
OG0000321	Syas.g_02660	Pram.g_01649
OG0000322	Syas.g_02659	Pram.g_01650
OG0000323	Syas.g_02646	Pram.g_01659
OG0000324	Syas.g_02578	Pram.g_01687
OG0000325	Syas.g_01668	Pram.g_01697
OG0000326	Syas.g_01661	Pram.g_01704
OG0000327	Syas.g_01634	Pram.g_01728
OG0000328	Syas.g_01633	Pram.g_01729
OG0000329	Syas.g_01615	Pram.g_01746
OG0000330	Syas.g_01614	Pram.g_01747
OG0000331	Syas.g_01613	Pram.g_01748
OG0000332	Syas.g_01598	Pram.g_01762
OG0000333	Syas.g_01595	Pram.g_01764
OG0000334	Syas.g_01586	Pram.g_01773
OG0000335	Syas.g_01581	Pram.g_01778
OG0000336	Syas.g_01577	Pram.g_01782
OG0000337	Syas.g_02211	Pram.g_01801
OG0000338	Syas.g_02199	Pram.g_01802
OG0000339	Syas.g_02192	Pram.g_01808
OG0000340	Syas.g_02183	Pram.g_01817
OG0000341	Syas.g_02181	Pram.g_01819
OG0000342	Syas.g_02180	Pram.g_01820
OG0000343	Syas.g_02176	Pram.g_01821
OG0000344	Syas.g_02172	Pram.g_01824
OG0000345	Syas.g_02160	Pram.g_01830
OG0000346	Syas.g_02155	Pram.g_01834
OG0000347	Syas.g_02136	Pram.g_01851
OG0000348	Syas.g_02107	Pram.g_01859
OG0000349	Syas.g_02085	Pram.g_01877
OG0000350	Syas.g_01654	Pram.g_01898
OG0000351	Syas.g_01998	Pram.g_01917
OG0000352	Syas.g_01999	Pram.g_01918
OG0000353	Syas.g_02033	Pram.g_01937
OG0000355	Syas.g_02035	Pram.g_01939
OG0000356	Syas.g_02036	Pram.g_01940
OG0000357	Syas.g_02037	Pram.g_01941
OG0000358	Syas.g_02041	Pram.g_01945
OG0000359	Syas.g_02043	Pram.g_01946
OG0000360	Syas.g_02044	Pram.g_01947
OG0000361	Syas.g_02045	Pram.g_01948
OG0000362	Syas.g_02047	Pram.g_01950
OG0000363	Syas.g_02049	Pram.g_00001
OG0000364	Syas.g_02685	Pram.g_00002
OG0000365	Syas.g_02058	Pram.g_00007
OG0000366	Syas.g_02059	Pram.g_00008
OG0000368	Syas.g_02062	Pram.g_00011
OG0000369	Syas.g_02063	Pram.g_00012
OG0000370	Syas.g_02064	Pram.g_00013
OG0000371	Syas.g_02073	Pram.g_00019
OG0000372	Syas.g_02078	Pram.g_00021
OG0000373	Syas.g_02079	Pram.g_00022
OG0000374	Syas.g_02080	Pram.g_00023
OG0000375	Syas.g_02081	Pram.g_00024
OG0000376	Syas.g_02083	Pram.g_00026
OG0000377	Syas.g_01879	Pram.g_00030
OG0000378	Syas.g_01867	Pram.g_00034
OG0000379	Syas.g_01859	Pram.g_00037
OG0000380	Syas.g_02523	Pram.g_00050
OG0000381	Syas.g_02521	Pram.g_00055
OG0000382	Syas.g_02503	Pram.g_00065
OG0000383	Syas.g_02480	Pram.g_00067
OG0000384	Syas.g_02479	Pram.g_00068
OG0000385	Syas.g_02478	Pram.g_00069
OG0000386	Syas.g_02477	Pram.g_00070
OG0000387	Syas.g_00134	Pram.g_00083
OG0000388	Syas.g_02426	Pram.g_00087
OG0000389	Syas.g_02422	Pram.g_00090
OG0000390	Syas.g_02406	Pram.g_00099
OG0000391	Syas.g_02401	Pram.g_00102
OG0000392	Syas.g_02396	Pram.g_00106
OG0000393	Syas.g_02394	Pram.g_00109
OG0000394	Syas.g_02393	Pram.g_00110
OG0000395	Syas.g_02392	Pram.g_00111
OG0000396	Syas.g_02389	Pram.g_00113
OG0000397	Syas.g_02387	Pram.g_00115
OG0000398	Syas.g_02382	Pram.g_00118
OG0000399	Syas.g_02381	Pram.g_00119
OG0000400	Syas.g_02380	Pram.g_00120
OG0000401	Syas.g_02379	Pram.g_00121
OG0000402	Syas.g_02377	Pram.g_01001
OG0000403	Syas.g_02376	Pram.g_00123
OG0000404	Syas.g_02375	Pram.g_00124
OG0000405	Syas.g_02369	Pram.g_00128
OG0000406	Syas.g_02365	Pram.g_00132
OG0000407	Syas.g_02364	Pram.g_00133
OG0000408	Syas.g_02361	Pram.g_00135
OG0000409	Syas.g_02359	Pram.g_00137
OG0000410	Syas.g_02358	Pram.g_00138
OG0000411	Syas.g_02357	Pram.g_00139
OG0000412	Syas.g_02356	Pram.g_00140
OG0000413	Syas.g_02354	Pram.g_00141
OG0000414	Syas.g_02353	Pram.g_00142
OG0000415	Syas.g_02352	Pram.g_00143
OG0000416	Syas.g_02351	Pram.g_00144
OG0000417	Syas.g_02338	Pram.g_00145
OG0000418	Syas.g_02333	Pram.g_00150
OG0000419	Syas.g_02331	Pram.g_00152
OG0000420	Syas.g_02329	Pram.g_00153
OG0000421	Syas.g_02324	Pram.g_00157
OG0000422	Syas.g_02323	Pram.g_00158
OG0000423	Syas.g_02322	Pram.g_00159
OG0000424	Syas.g_02321	Pram.g_00160
OG0000425	Syas.g_02320	Pram.g_00161
OG0000426	Syas.g_02319	Pram.g_00162
OG0000427	Syas.g_02318	Pram.g_00163
OG0000428	Syas.g_02315	Pram.g_00165
OG0000429	Syas.g_02312	Pram.g_00166
OG0000430	Syas.g_02311	Pram.g_00167
OG0000431	Syas.g_02296	Pram.g_00169
OG0000432	Syas.g_02288	Pram.g_00173
OG0000433	Syas.g_02286	Pram.g_00174
OG0000434	Syas.g_02285	Pram.g_00175
OG0000435	Syas.g_02282	Pram.g_00176
OG0000436	Syas.g_02273	Pram.g_00181
OG0000437	Syas.g_02272	Pram.g_00182
OG0000438	Syas.g_02271	Pram.g_00183
OG0000439	Syas.g_02269	Pram.g_00185
OG0000440	Syas.g_02268	Pram.g_00186
OG0000441	Syas.g_02265	Pram.g_00189
OG0000442	Syas.g_02259	Pram.g_00190
OG0000443	Syas.g_02241	Pram.g_00191
OG0000444	Syas.g_02234	Pram.g_00196
OG0000445	Syas.g_02233	Pram.g_00197
OG0000446	Syas.g_02231	Pram.g_00198
OG0000447	Syas.g_02229	Pram.g_00199
OG0000448	Syas.g_02228	Pram.g_00200
OG0000449	Syas.g_02226	Pram.g_00201
OG0000450	Syas.g_01834	Pram.g_00202
OG0000451	Syas.g_01835	Pram.g_00203
OG0000452	Syas.g_01844	Pram.g_00206
OG0000453	Syas.g_01845	Pram.g_00207
OG0000454	Syas.g_01846	Pram.g_00208
OG0000455	Syas.g_01847	Pram.g_00209
OG0000456	Syas.g_01848	Pram.g_00210
OG0000457	Syas.g_01850	Pram.g_00212
OG0000458	Syas.g_01851	Pram.g_00213
OG0000459	Syas.g_01852	Pram.g_00214
OG0000460	Syas.g_02554	Pram.g_00222
OG0000461	Syas.g_01686	Pram.g_00230
OG0000462	Syas.g_01688	Pram.g_00232
OG0000463	Syas.g_01689	Pram.g_00233
OG0000464	Syas.g_01690	Pram.g_00234
OG0000465	Syas.g_01692	Pram.g_00235
OG0000466	Syas.g_01697	Pram.g_00238
OG0000467	Syas.g_01698	Pram.g_00239
OG0000468	Syas.g_01703	Pram.g_00242
OG0000469	Syas.g_01725	Pram.g_00250
OG0000470	Syas.g_01727	Pram.g_00252
OG0000471	Syas.g_01728	Pram.g_00253
OG0000472	Syas.g_01729	Pram.g_00254
OG0000473	Syas.g_01731	Pram.g_00256
OG0000474	Syas.g_01732	Pram.g_00257
OG0000475	Syas.g_01733	Pram.g_00258
OG0000476	Syas.g_01735	Pram.g_00260
OG0000477	Syas.g_01740	Pram.g_00263
OG0000478	Syas.g_01741	Pram.g_00264
OG0000479	Syas.g_01749	Pram.g_00265
OG0000480	Syas.g_01756	Pram.g_00270
OG0000481	Syas.g_00161, Syas.g_00162	Pram.g_00273
OG0000482	Syas.g_01758	Pram.g_00274
OG0000483	Syas.g_01762	Pram.g_00277
OG0000484	Syas.g_01763	Pram.g_00278
OG0000485	Syas.g_01764	Pram.g_00280
OG0000486	Syas.g_01765	Pram.g_00281
OG0000487	Syas.g_01771	Pram.g_00284
OG0000488	Syas.g_01779	Pram.g_00287
OG0000489	Syas.g_01823	Pram.g_00292
OG0000490	Syas.g_01808	Pram.g_00296
OG0000491	Syas.g_01806	Pram.g_00297
OG0000492	Syas.g_01803	Pram.g_00299
OG0000493	Syas.g_01802	Pram.g_00300
OG0000494	Syas.g_01801	Pram.g_00301
OG0000495	Syas.g_01799	Pram.g_00302
OG0000496	Syas.g_01798	Pram.g_00303
OG0000497	Syas.g_01797	Pram.g_00304
OG0000498	Syas.g_01796	Pram.g_00305
OG0000499	Syas.g_01795	Pram.g_00306
OG0000500	Syas.g_01794	Pram.g_00307
OG0000501	Syas.g_01791	Pram.g_00309
OG0000502	Syas.g_02216	Pram.g_00312
OG0000503	Syas.g_01541	Pram.g_00328
OG0000504	Syas.g_01539	Pram.g_00330
OG0000505	Syas.g_01538	Pram.g_00331
OG0000506	Syas.g_01536	Pram.g_00332
OG0000507	Syas.g_01530	Pram.g_00336
OG0000508	Syas.g_01523	Pram.g_00340
OG0000509	Syas.g_01521	Pram.g_00342
OG0000510	Syas.g_01520	Pram.g_00343
OG0000511	Syas.g_01519	Pram.g_00344
OG0000512	Syas.g_01517	Pram.g_00346
OG0000513	Syas.g_01508	Pram.g_00355
OG0000514	Syas.g_01504	Pram.g_00366
OG0000515	Syas.g_01503	Pram.g_00367
OG0000516	Syas.g_01501	Pram.g_00368
OG0000517	Syas.g_01498	Pram.g_00370
OG0000518	Syas.g_00360, Syas.g_02746	Pram.g_00381
OG0000519	Syas.g_02747	Pram.g_00382
OG0000520	Syas.g_02748	Pram.g_00383
OG0000521	Syas.g_01281	Pram.g_00393
OG0000522	Syas.g_01279	Pram.g_00395
OG0000523	Syas.g_01278	Pram.g_00396
OG0000524	Syas.g_01354	Pram.g_00400
OG0000525	Syas.g_01342	Pram.g_00404
OG0000526	Syas.g_01340	Pram.g_00406
OG0000527	Syas.g_01335	Pram.g_00409
OG0000528	Syas.g_01256	Pram.g_00414
OG0000529	Syas.g_01252	Pram.g_00417
OG0000530	Syas.g_01249	Pram.g_00420
OG0000531	Syas.g_01248	Pram.g_00421
OG0000532	Syas.g_01245	Pram.g_00423
OG0000533	Syas.g_01243	Pram.g_00424
OG0000534	Syas.g_01242	Pram.g_00425
OG0000535	Syas.g_01241	Pram.g_00426
OG0000536	Syas.g_01240	Pram.g_00427
OG0000537	Syas.g_01238	Pram.g_00428
OG0000538	Syas.g_01228	Pram.g_00438
OG0000539	Syas.g_01227	Pram.g_00439
OG0000540	Syas.g_01226	Pram.g_00440
OG0000541	Syas.g_01225	Pram.g_00441
OG0000542	Syas.g_01221	Pram.g_00442
OG0000543	Syas.g_01219	Pram.g_00444
OG0000544	Syas.g_01218	Pram.g_00445
OG0000545	Syas.g_01216	Pram.g_00447
OG0000546	Syas.g_01214	Pram.g_00450
OG0000547	Syas.g_01212	Pram.g_00452
OG0000548	Syas.g_01211	Pram.g_00453
OG0000549	Syas.g_00005	Pram.g_00456
OG0000550	Syas.g_00010	Pram.g_00461
OG0000551	Syas.g_00015	Pram.g_00464
OG0000552	Syas.g_00016	Pram.g_00465
OG0000553	Syas.g_00019	Pram.g_00466
OG0000554	Syas.g_00063	Pram.g_00472
OG0000555	Syas.g_00775	Pram.g_00479
OG0000556	Syas.g_00781	Pram.g_00481
OG0000557	Syas.g_00783	Pram.g_00482
OG0000558	Syas.g_00785	Pram.g_00484
OG0000559	Syas.g_00789	Pram.g_00488
OG0000560	Syas.g_00792	Pram.g_00491
OG0000561	Syas.g_00793	Pram.g_00492
OG0000562	Syas.g_00794	Pram.g_00493
OG0000563	Syas.g_00795	Pram.g_00494
OG0000564	Syas.g_00796	Pram.g_00495
OG0000565	Syas.g_00800	Pram.g_00498
OG0000566	Syas.g_00804	Pram.g_00502
OG0000567	Syas.g_00808	Pram.g_00506
OG0000568	Syas.g_00810	Pram.g_00507
OG0000569	Syas.g_00811	Pram.g_00508
OG0000570	Syas.g_00812	Pram.g_00509
OG0000571	Syas.g_00815	Pram.g_00511
OG0000572	Syas.g_00839	Pram.g_00523
OG0000573	Syas.g_00952	Pram.g_00529
OG0000574	Syas.g_00951	Pram.g_00530
OG0000575	Syas.g_00848	Pram.g_00534
OG0000576	Syas.g_00850	Pram.g_00536
OG0000577	Syas.g_00851	Pram.g_00537
OG0000578	Syas.g_00852	Pram.g_00538
OG0000579	Syas.g_00853	Pram.g_00539
OG0000580	Syas.g_00854	Pram.g_00540
OG0000581	Syas.g_00861	Pram.g_00543
OG0000582	Syas.g_00873	Pram.g_00546
OG0000583	Syas.g_00872	Pram.g_00547
OG0000584	Syas.g_00871	Pram.g_00548
OG0000585	Syas.g_00868	Pram.g_00550
OG0000586	Syas.g_00867	Pram.g_00551
OG0000587	Syas.g_00865	Pram.g_00552
OG0000588	Syas.g_00960	Pram.g_00556
OG0000589	Syas.g_00121	Pram.g_00559
OG0000590	Syas.g_00120	Pram.g_00560
OG0000591	Syas.g_00106	Pram.g_00564
OG0000592	Syas.g_00105	Pram.g_00565
OG0000593	Syas.g_00750	Pram.g_01078
OG0000594	Syas.g_00749	Pram.g_01077
OG0000595	Syas.g_00748	Pram.g_01076
OG0000596	Syas.g_00743	Pram.g_01073
OG0000597	Syas.g_00740	Pram.g_01070
OG0000598	Syas.g_00739	Pram.g_01069
OG0000599	Syas.g_00732	Pram.g_01066
OG0000600	Syas.g_00731	Pram.g_01065
OG0000601	Syas.g_00730	Pram.g_01064
OG0000602	Syas.g_00725	Pram.g_01062
OG0000603	Syas.g_00724	Pram.g_01061
OG0000604	Syas.g_00721	Pram.g_01060
OG0000605	Syas.g_00719	Pram.g_01059
OG0000606	Syas.g_00716	Pram.g_01056
