Orthogroup	Pras	Syag
OG0000322	Pras.g_00568	Syag.g_01714
OG0000323	Pras.g_00577	Syag.g_01728
OG0000324	Pras.g_00604	Syag.g_01757
OG0000325	Pras.g_00614	Syag.g_02690
OG0000326	Pras.g_00620	Syag.g_02698
OG0000327	Pras.g_00646	Syag.g_02728
OG0000328	Pras.g_00647	Syag.g_02729
OG0000329	Pras.g_00664	Syag.g_02747
OG0000330	Pras.g_00665	Syag.g_02748
OG0000331	Pras.g_00666	Syag.g_02749
OG0000332	Pras.g_00680	Syag.g_02764
OG0000333	Pras.g_00682	Syag.g_02767
OG0000334	Pras.g_00690	Syag.g_02777
OG0000335	Pras.g_00695	Syag.g_02782
OG0000336	Pras.g_00699	Syag.g_02786
OG0000337	Pras.g_00715	Syag.g_02445
OG0000338	Pras.g_00716	Syag.g_02440
OG0000340	Pras.g_00728	Syag.g_02416
OG0000341	Pras.g_00730	Syag.g_02414
OG0000342	Pras.g_00731	Syag.g_02413
OG0000343	Pras.g_00732	Syag.g_02411
OG0000344	Pras.g_00735	Syag.g_02407
OG0000345	Pras.g_00740	Syag.g_02397
OG0000346	Pras.g_00744	Syag.g_02392
OG0000347	Pras.g_00761	Syag.g_02366
OG0000348	Pras.g_00771	Syag.g_02357
OG0000349	Pras.g_00788	Syag.g_02330
OG0000350	Pras.g_00806, Pras.g_00131	Syag.g_02705
OG0000351	Pras.g_00824	Syag.g_02244
OG0000352	Pras.g_00825	Syag.g_02245
OG0000353	Pras.g_00841	Syag.g_02271
OG0000355	Pras.g_00843	Syag.g_02273
OG0000356	Pras.g_00844	Syag.g_02274
OG0000357	Pras.g_00845	Syag.g_02275
OG0000358	Pras.g_00849	Syag.g_02279
OG0000359	Pras.g_00850	Syag.g_02281
OG0000360	Pras.g_00851	Syag.g_02282
OG0000361	Pras.g_00852	Syag.g_02283
OG0000362	Pras.g_00854	Syag.g_02285
OG0000363	Pras.g_00856	Syag.g_02287
OG0000364	Pras.g_00857	Syag.g_02288
OG0000365	Pras.g_00862	Syag.g_02297
OG0000366	Pras.g_00863	Syag.g_02298
OG0000367	Pras.g_00864	Syag.g_02299
OG0000368	Pras.g_00866	Syag.g_02301
OG0000369	Pras.g_00867	Syag.g_02302
OG0000370	Pras.g_00868	Syag.g_02303
OG0000371	Pras.g_00874	Syag.g_02312
OG0000372	Pras.g_00877	Syag.g_02317
OG0000373	Pras.g_00878	Syag.g_02318
OG0000374	Pras.g_00879	Syag.g_02319
OG0000375	Pras.g_00893	Syag.g_02326
OG0000376	Pras.g_00895	Syag.g_02328
OG0000377	Pras.g_00898	Syag.g_02119
OG0000378	Pras.g_00900	Syag.g_02099
OG0000379	Pras.g_00903	Syag.g_02091
OG0000380	Pras.g_00918	Syag.g_01817
OG0000381	Pras.g_00922	Syag.g_01820
OG0000382	Pras.g_00932	Syag.g_01838
OG0000383	Pras.g_00934	Syag.g_01843
OG0000384	Pras.g_00935	Syag.g_01844
OG0000385	Pras.g_00936	Syag.g_01845
OG0000386	Pras.g_00937	Syag.g_01846
OG0000387	Pras.g_00950	Syag.g_01876
OG0000388	Pras.g_00953	Syag.g_01880
OG0000389	Pras.g_00957	Syag.g_01884
OG0000390	Pras.g_00964	Syag.g_01903
OG0000391	Pras.g_00967	Syag.g_01908
OG0000392	Pras.g_00971	Syag.g_01914
OG0000393	Pras.g_00973	Syag.g_01917
OG0000394	Pras.g_00974	Syag.g_01918
OG0000395	Pras.g_00975	Syag.g_01919
OG0000396	Pras.g_00978	Syag.g_01922
OG0000397	Pras.g_00980	Syag.g_01924
OG0000398	Pras.g_00982	Syag.g_01929
OG0000399	Pras.g_00983	Syag.g_01930
OG0000400	Pras.g_00984	Syag.g_01931
OG0000401	Pras.g_00985	Syag.g_01932
OG0000402	Pras.g_00987	Syag.g_01934
OG0000403	Pras.g_00988	Syag.g_01935
OG0000404	Pras.g_00989	Syag.g_01937
OG0000405	Pras.g_00993	Syag.g_01949
OG0000406	Pras.g_00998	Syag.g_01953
OG0000407	Pras.g_00999	Syag.g_01954
OG0000408	Pras.g_01001	Syag.g_01956
OG0000409	Pras.g_01003	Syag.g_01958
OG0000410	Pras.g_01004	Syag.g_01959
OG0000411	Pras.g_01005	Syag.g_01960
OG0000412	Pras.g_01006	Syag.g_01961
OG0000413	Pras.g_01007	Syag.g_01963
OG0000414	Pras.g_01008	Syag.g_01964
OG0000415	Pras.g_01009	Syag.g_01965
OG0000416	Pras.g_01010	Syag.g_01966
OG0000417	Pras.g_01011	Syag.g_01967
OG0000418	Pras.g_01016	Syag.g_01973
OG0000419	Pras.g_01018	Syag.g_01975
OG0000420	Pras.g_01019	Syag.g_01977
OG0000421	Pras.g_01024	Syag.g_01982
OG0000422	Pras.g_01025	Syag.g_01983
OG0000423	Pras.g_01026	Syag.g_01984
OG0000424	Pras.g_01027	Syag.g_01985
OG0000425	Pras.g_01028	Syag.g_01986
OG0000426	Pras.g_01029	Syag.g_01987
OG0000427	Pras.g_01030	Syag.g_01988
OG0000428	Pras.g_01032	Syag.g_01991
OG0000429	Pras.g_01033	Syag.g_01993
OG0000430	Pras.g_01034	Syag.g_01995
OG0000431	Pras.g_01036	Syag.g_01998
OG0000432	Pras.g_01039	Syag.g_02007
OG0000433	Pras.g_01040	Syag.g_02009
OG0000434	Pras.g_01041	Syag.g_02010
OG0000435	Pras.g_01042	Syag.g_02017
OG0000436	Pras.g_01047	Syag.g_02028
OG0000437	Pras.g_01048	Syag.g_02029
OG0000438	Pras.g_01049	Syag.g_02031
OG0000439	Pras.g_01051	Syag.g_02033
OG0000440	Pras.g_01052	Syag.g_02034
OG0000441	Pras.g_01055	Syag.g_02041
OG0000442	Pras.g_01056	Syag.g_02044
OG0000443	Pras.g_01057	Syag.g_02046
OG0000444	Pras.g_01063	Syag.g_02053
OG0000445	Pras.g_01064	Syag.g_02054
OG0000446	Pras.g_01065	Syag.g_02056
OG0000447	Pras.g_01066	Syag.g_02059
OG0000448	Pras.g_01067	Syag.g_02060
OG0000449	Pras.g_01068	Syag.g_02061
OG0000450	Pras.g_01069	Syag.g_02066
OG0000451	Pras.g_01070	Syag.g_02067
OG0000452	Pras.g_01073	Syag.g_02071
OG0000453	Pras.g_01074	Syag.g_02072
OG0000454	Pras.g_01075	Syag.g_02073
OG0000455	Pras.g_01076	Syag.g_02074
OG0000456	Pras.g_01077	Syag.g_02075
OG0000457	Pras.g_01078	Syag.g_02077
OG0000458	Pras.g_01079	Syag.g_02080
OG0000459	Pras.g_01080	Syag.g_02081
OG0000460	Pras.g_01087	Syag.g_01786
OG0000461	Pras.g_01094	Syag.g_02675
OG0000462	Pras.g_01096	Syag.g_02672
OG0000463	Pras.g_01097	Syag.g_02671
OG0000464	Pras.g_01098	Syag.g_02670
OG0000465	Pras.g_01099	Syag.g_02668
OG0000466	Pras.g_01102	Syag.g_02662
OG0000467	Pras.g_01103	Syag.g_02660
OG0000468	Pras.g_01105	Syag.g_02636
OG0000469	Pras.g_01114	Syag.g_02621
OG0000470	Pras.g_01116	Syag.g_02619
OG0000471	Pras.g_01117	Syag.g_02618
OG0000472	Pras.g_01118	Syag.g_02616
OG0000473	Pras.g_01120	Syag.g_02614
OG0000474	Pras.g_01121	Syag.g_02613
OG0000475	Pras.g_01122	Syag.g_02612
OG0000476	Pras.g_01123	Syag.g_02610
OG0000477	Pras.g_01127	Syag.g_02604
OG0000478	Pras.g_01128	Syag.g_02603
OG0000479	Pras.g_01129	Syag.g_02602
OG0000480	Pras.g_01134	Syag.g_02595
OG0000481	Pras.g_01136	Syag.g_02593
OG0000482	Pras.g_01137	Syag.g_02592
OG0000483	Pras.g_01140	Syag.g_02588
OG0000484	Pras.g_01141	Syag.g_02587
OG0000485	Pras.g_01142	Syag.g_02586
OG0000486	Pras.g_01143	Syag.g_02585
OG0000487	Pras.g_01146	Syag.g_02579
OG0000488	Pras.g_01149	Syag.g_02575
OG0000489	Pras.g_01155	Syag.g_02565
OG0000490	Pras.g_01160	Syag.g_02553
OG0000491	Pras.g_01161	Syag.g_02551
OG0000492	Pras.g_01163	Syag.g_02549
OG0000493	Pras.g_01164	Syag.g_02548
OG0000494	Pras.g_01165	Syag.g_02547
OG0000495	Pras.g_01166	Syag.g_02546
OG0000496	Pras.g_01167	Syag.g_02545
OG0000497	Pras.g_01168	Syag.g_02544
OG0000498	Pras.g_01169	Syag.g_02543
OG0000499	Pras.g_01170	Syag.g_02542
OG0000500	Pras.g_01171	Syag.g_02541
OG0000501	Pras.g_01173	Syag.g_02538
OG0000502	Pras.g_01176	Syag.g_02467
OG0000503	Pras.g_01187	Syag.g_02843
OG0000504	Pras.g_01188	Syag.g_02845
OG0000505	Pras.g_01189	Syag.g_02846
OG0000506	Pras.g_01191	Syag.g_02849
OG0000507	Pras.g_01194	Syag.g_02855
OG0000508	Pras.g_01198	Syag.g_02860
OG0000509	Pras.g_01200	Syag.g_02862
OG0000510	Pras.g_01201	Syag.g_02863
OG0000511	Pras.g_01202	Syag.g_02864
OG0000512	Pras.g_01204	Syag.g_02866
OG0000513	Pras.g_01211	Syag.g_00009
OG0000514	Pras.g_01309	Syag.g_00018
OG0000515	Pras.g_01310	Syag.g_00019
OG0000516	Pras.g_01311	Syag.g_00025
OG0000517	Pras.g_01313	Syag.g_00032
OG0000518	Pras.g_01324	Syag.g_00044
OG0000519	Pras.g_01325	Syag.g_00045
OG0000520	Pras.g_01326	Syag.g_00046
OG0000521	Pras.g_01331	Syag.g_00054
OG0000522	Pras.g_01332	Syag.g_00056
OG0000523	Pras.g_01333	Syag.g_00057
OG0000524	Pras.g_01339	Syag.g_01327
OG0000525	Pras.g_01342	Syag.g_01345
OG0000526	Pras.g_01343	Syag.g_01348
OG0000527	Pras.g_01351	Syag.g_01354
OG0000528	Pras.g_01356	Syag.g_01532
OG0000529	Pras.g_01359	Syag.g_01527
OG0000530	Pras.g_01362	Syag.g_01524
OG0000531	Pras.g_01363	Syag.g_01523
OG0000532	Pras.g_01365	Syag.g_01520
OG0000533	Pras.g_01366	Syag.g_01518
OG0000534	Pras.g_01367	Syag.g_01517
OG0000535	Pras.g_01368	Syag.g_01516
OG0000536	Pras.g_01369	Syag.g_01515
OG0000537	Pras.g_01370	Syag.g_01514
OG0000538	Pras.g_01378	Syag.g_01502
OG0000539	Pras.g_01379	Syag.g_01501
OG0000540	Pras.g_01380	Syag.g_01500
OG0000541	Pras.g_01381	Syag.g_01499
OG0000542	Pras.g_01383	Syag.g_01496
OG0000543	Pras.g_01385	Syag.g_01494
OG0000544	Pras.g_01386	Syag.g_01493
OG0000545	Pras.g_01388	Syag.g_01491
OG0000546	Pras.g_01391	Syag.g_01489
OG0000547	Pras.g_01393	Syag.g_01487
OG0000548	Pras.g_01394	Syag.g_01486
OG0000549	Pras.g_01396	Syag.g_01480
OG0000550	Pras.g_01401	Syag.g_01474
OG0000551	Pras.g_01404	Syag.g_01470
OG0000552	Pras.g_01405	Syag.g_01469
OG0000553	Pras.g_01406	Syag.g_01464
OG0000554	Pras.g_01411	Syag.g_01453
OG0000555	Pras.g_01419	Syag.g_00075
OG0000556	Pras.g_01421	Syag.g_00257
OG0000557	Pras.g_01422	Syag.g_00267
OG0000558	Pras.g_01424	Syag.g_00269
OG0000559	Pras.g_01428	Syag.g_00273
OG0000560	Pras.g_01431	Syag.g_00276
OG0000561	Pras.g_01432	Syag.g_00277
OG0000562	Pras.g_01433	Syag.g_00278
OG0000563	Pras.g_01434	Syag.g_00279
OG0000564	Pras.g_01435	Syag.g_00280
OG0000565	Pras.g_01438	Syag.g_00284
OG0000566	Pras.g_01440	Syag.g_00288
OG0000567	Pras.g_01444	Syag.g_00292
OG0000568	Pras.g_01445	Syag.g_00295
OG0000569	Pras.g_01446	Syag.g_00296
OG0000570	Pras.g_01447	Syag.g_00297
OG0000571	Pras.g_01449	Syag.g_00301
OG0000572	Pras.g_01463	Syag.g_00320, Syag.g_00251
OG0000573	Pras.g_01468	Syag.g_00329
OG0000574	Pras.g_01469	Syag.g_00330
OG0000575	Pras.g_01473	Syag.g_00335
OG0000576	Pras.g_01475	Syag.g_00337
OG0000577	Pras.g_01476	Syag.g_00338
OG0000578	Pras.g_01477	Syag.g_00339
