Orthogroup	Pras	Praj
OG0000078	Pras.g_01091	Praj.g_00280
OG0000079	Pras.g_01104	Praj.g_00291
OG0000081	Pras.g_01408	Praj.g_00522
OG0000082	Pras.g_01462	Praj.g_01827
OG0000083	Pras.g_01638, Pras.g_01631	Praj.g_01121, Praj.g_00411
OG0000084	Pras.g_00346	Praj.g_01628
OG0000085	Pras.g_00543	Praj.g_01762
OG0000086	Pras.g_00939	Praj.g_00126
OG0000087	Pras.g_00990	Praj.g_00179
OG0000088	Pras.g_01017	Praj.g_00206
OG0000089	Pras.g_01209	Praj.g_00403
OG0000090	Pras.g_01410	Praj.g_00524
OG0000091	Pras.g_01518	Praj.g_00630
OG0000093	Pras.g_01827	Praj.g_00754
OG0000094	Pras.g_01915	Praj.g_00846
OG0000095	Pras.g_01934	Praj.g_01024
OG0000096	Pras.g_00004, Pras.g_00163	Praj.g_01249
OG0000097	Pras.g_00098	Praj.g_01416
OG0000098	Pras.g_00232	Praj.g_01546
OG0000099	Pras.g_00294	Praj.g_00372
OG0000100	Pras.g_00427	Praj.g_01709
OG0000101	Pras.g_00687	Praj.g_01952
OG0000102	Pras.g_00748	Praj.g_02017
OG0000103	Pras.g_00829	Praj.g_02135
OG0000104	Pras.g_00838	Praj.g_02145
OG0000105	Pras.g_01126	Praj.g_00310
OG0000106	Pras.g_01223	Praj.g_01156, Praj.g_01282
OG0000107	Pras.g_01239	Praj.g_01869
OG0000108	Pras.g_01358	Praj.g_00473
OG0000109	Pras.g_01372	Praj.g_00486
OG0000110	Pras.g_01451	Praj.g_00565
OG0000111	Pras.g_01575	Praj.g_00692
OG0000112	Pras.g_01665	Praj.g_00938
OG0000113	Pras.g_01723	Praj.g_00793, Praj.g_01176
OG0000114	Pras.g_01801	Praj.g_00887
OG0000115	Pras.g_01994	Praj.g_01725
OG0000116	Pras.g_00046	Praj.g_01471
OG0000117	Pras.g_00150	Praj.g_01355
OG0000118	Pras.g_00221, Pras.g_00222	Praj.g_01540
OG0000119	Pras.g_00246	Praj.g_01568
OG0000120	Pras.g_00273, Pras.g_00272, Pras.g_00271, Pras.g_00330	Praj.g_00664
OG0000121	Pras.g_00352	Praj.g_01634
OG0000122	Pras.g_00391	Praj.g_01673
OG0000123	Pras.g_00694	Praj.g_01959
OG0000124	Pras.g_00759	Praj.g_02031
OG0000125	Pras.g_00797	Praj.g_02091
OG0000126	Pras.g_00837	Praj.g_02144
OG0000128	Pras.g_00853	Praj.g_00011
OG0000129	Pras.g_00897	Praj.g_00048
OG0000130	Pras.g_00921	Praj.g_00107
OG0000131	Pras.g_00996	Praj.g_00185
OG0000132	Pras.g_01015	Praj.g_00204
OG0000133	Pras.g_01174	Praj.g_00357
OG0000134	Pras.g_01210	Praj.g_00405
OG0000135	Pras.g_01236	Praj.g_01279
OG0000136	Pras.g_01319	Praj.g_00435
OG0000137	Pras.g_01353	Praj.g_00467
OG0000138	Pras.g_01373	Praj.g_00487
OG0000139	Pras.g_01414	Praj.g_00528
OG0000140	Pras.g_01415	Praj.g_00529
OG0000141	Pras.g_01483	Praj.g_00595
OG0000142	Pras.g_01511	Praj.g_00623
OG0000143	Pras.g_01515	Praj.g_00627
OG0000144	Pras.g_01528	Praj.g_00640
OG0000145	Pras.g_01664	Praj.g_01054
OG0000146	Pras.g_01666	Praj.g_00937
OG0000147	Pras.g_01667	Praj.g_00936
OG0000148	Pras.g_01717	Praj.g_00787
OG0000149	Pras.g_01747	Praj.g_00819
OG0000150	Pras.g_01755	Praj.g_00828
OG0000151	Pras.g_01811	Praj.g_00898
OG0000152	Pras.g_01859	Praj.g_01601, Praj.g_00946
OG0000153	Pras.g_01878	Praj.g_00965
OG0000154	Pras.g_01908	Praj.g_00995
OG0000155	Pras.g_00076	Praj.g_01440
OG0000156	Pras.g_00197	Praj.g_01517
OG0000157	Pras.g_00198	Praj.g_01518
OG0000158	Pras.g_00289	Praj.g_01995
OG0000160	Pras.g_00351	Praj.g_01633
OG0000161	Pras.g_00357	Praj.g_01639
OG0000162	Pras.g_00363	Praj.g_01645
OG0000163	Pras.g_00399	Praj.g_01681
OG0000164	Pras.g_00574	Praj.g_01790
OG0000165	Pras.g_00581	Praj.g_01798
OG0000166	Pras.g_00651	Praj.g_01915
OG0000167	Pras.g_00717	Praj.g_01985
OG0000168	Pras.g_00727	Praj.g_01996
OG0000169	Pras.g_00737	Praj.g_02006
OG0000170	Pras.g_00739	Praj.g_02008
OG0000171	Pras.g_00758	Praj.g_02030
OG0000172	Pras.g_00768	Praj.g_02061
OG0000173	Pras.g_00783	Praj.g_02076
OG0000174	Pras.g_00811, Pras.g_00810	Praj.g_02107
OG0000175	Pras.g_00821	Praj.g_02125
OG0000176	Pras.g_00846	Praj.g_00004
OG0000177	Pras.g_00847	Praj.g_00005
OG0000178	Pras.g_00848	Praj.g_00006
OG0000179	Pras.g_00858	Praj.g_00016
OG0000180	Pras.g_00859	Praj.g_00017
OG0000181	Pras.g_00860	Praj.g_00018
OG0000182	Pras.g_00861	Praj.g_00019
OG0000183	Pras.g_00865	Praj.g_00023
OG0000184	Pras.g_00899	Praj.g_00050
OG0000185	Pras.g_00902	Praj.g_00053
OG0000186	Pras.g_00916	Praj.g_00102
OG0000187	Pras.g_00917	Praj.g_00103
OG0000188	Pras.g_00933	Praj.g_00120
OG0000189	Pras.g_00947	Praj.g_00134
OG0000190	Pras.g_00948	Praj.g_00135
OG0000191	Pras.g_00968	Praj.g_00158
OG0000192	Pras.g_00972	Praj.g_00162
OG0000193	Pras.g_00997	Praj.g_00186
OG0000194	Pras.g_01000	Praj.g_00189
OG0000195	Pras.g_01002	Praj.g_00191
OG0000196	Pras.g_01012	Praj.g_00201
OG0000197	Pras.g_01013	Praj.g_00202
OG0000198	Pras.g_01014	Praj.g_00203
OG0000199	Pras.g_01021	Praj.g_00210
OG0000200	Pras.g_01035	Praj.g_00223
OG0000201	Pras.g_01043	Praj.g_00232
OG0000202	Pras.g_01044	Praj.g_00233
OG0000203	Pras.g_01045	Praj.g_00234
OG0000204	Pras.g_01046	Praj.g_00235
OG0000205	Pras.g_01053	Praj.g_00242
OG0000206	Pras.g_01058, Pras.g_01059	Praj.g_00246
OG0000207	Pras.g_01061	Praj.g_00248
OG0000208	Pras.g_01062	Praj.g_00249
OG0000209	Pras.g_01071	Praj.g_00258
OG0000210	Pras.g_01072	Praj.g_00259
OG0000211	Pras.g_01085	Praj.g_00273
OG0000212	Pras.g_01092	Praj.g_00281
OG0000213	Pras.g_01109	Praj.g_00296
OG0000214	Pras.g_01119	Praj.g_00304
OG0000215	Pras.g_01144	Praj.g_00328
OG0000216	Pras.g_01145	Praj.g_00329
OG0000217	Pras.g_01148	Praj.g_00332
OG0000218	Pras.g_01150	Praj.g_00334
OG0000219	Pras.g_01151	Praj.g_00335
OG0000220	Pras.g_01152	Praj.g_00336
OG0000221	Pras.g_01153	Praj.g_00337
OG0000222	Pras.g_01162	Praj.g_00345
OG0000223	Pras.g_01175	Praj.g_00358
OG0000224	Pras.g_01177	Praj.g_00360
OG0000225	Pras.g_01199	Praj.g_00391
OG0000226	Pras.g_01203	Praj.g_00395
OG0000227	Pras.g_01205	Praj.g_00397
OG0000228	Pras.g_01208	Praj.g_00402
OG0000229	Pras.g_01314	Praj.g_00430
OG0000230	Pras.g_01316	Praj.g_00432
OG0000231	Pras.g_01327	Praj.g_00443
OG0000232	Pras.g_01335	Praj.g_00451
OG0000233	Pras.g_01341	Praj.g_00459
OG0000234	Pras.g_01354	Praj.g_00468
OG0000235	Pras.g_01357	Praj.g_00472
OG0000236	Pras.g_01371	Praj.g_00485
OG0000237	Pras.g_01384	Praj.g_00498
OG0000238	Pras.g_01390	Praj.g_00504
OG0000239	Pras.g_01402	Praj.g_00516
OG0000240	Pras.g_01403	Praj.g_00517
OG0000241	Pras.g_01407	Praj.g_00521
OG0000242	Pras.g_01409	Praj.g_00523
OG0000243	Pras.g_01420	Praj.g_00534
OG0000244	Pras.g_01423	Praj.g_00537
OG0000245	Pras.g_01425	Praj.g_00539
OG0000246	Pras.g_01429	Praj.g_00543
OG0000247	Pras.g_01439	Praj.g_00553
OG0000248	Pras.g_01441	Praj.g_00555
OG0000249	Pras.g_01443	Praj.g_00557
OG0000250	Pras.g_01448	Praj.g_00562
OG0000251	Pras.g_01467	Praj.g_00578
OG0000252	Pras.g_01470	Praj.g_00580
OG0000253	Pras.g_01471	Praj.g_00582
OG0000254	Pras.g_01487	Praj.g_00599
OG0000255	Pras.g_01493	Praj.g_00605
OG0000256	Pras.g_01503	Praj.g_00615
OG0000257	Pras.g_01506	Praj.g_00618
OG0000258	Pras.g_01519	Praj.g_00631
OG0000259	Pras.g_01536	Praj.g_00648
OG0000260	Pras.g_01539	Praj.g_00651
OG0000261	Pras.g_01541	Praj.g_00654
OG0000262	Pras.g_00327, Pras.g_01545	Praj.g_00659
OG0000263	Pras.g_01557	Praj.g_00673
OG0000264	Pras.g_01567	Praj.g_00684
OG0000265	Pras.g_01606	Praj.g_00698
OG0000266	Pras.g_01616	Praj.g_00708
OG0000267	Pras.g_01627	Praj.g_00721
OG0000268	Pras.g_01628	Praj.g_00722
OG0000269	Pras.g_01696	Praj.g_00764
OG0000270	Pras.g_01699	Praj.g_00767
OG0000271	Pras.g_01707	Praj.g_00775
OG0000272	Pras.g_01708	Praj.g_00776
OG0000273	Pras.g_01731	Praj.g_00801
OG0000274	Pras.g_01732	Praj.g_00802
OG0000275	Pras.g_01734	Praj.g_00804
OG0000276	Pras.g_01739	Praj.g_00810
OG0000277	Pras.g_01740	Praj.g_00811
OG0000278	Pras.g_01743	Praj.g_00815
OG0000279	Pras.g_01750	Praj.g_00822
OG0000280	Pras.g_01751	Praj.g_01326
OG0000281	Pras.g_01756	Praj.g_00829
OG0000282	Pras.g_01803	Praj.g_00889
OG0000283	Pras.g_01836	Praj.g_00920
OG0000284	Pras.g_01841	Praj.g_00925
OG0000285	Pras.g_01846	Praj.g_00930
OG0000286	Pras.g_01858	Praj.g_00945
OG0000287	Pras.g_01875	Praj.g_00085
OG0000288	Pras.g_01907	Praj.g_00994
OG0000289	Pras.g_01918	Praj.g_01005
OG0000290	Pras.g_01931	Praj.g_01021
OG0000291	Pras.g_01933	Praj.g_01023
OG0000292	Pras.g_01982	Praj.g_01196
OG0000293	Pras.g_00047	Praj.g_01470
OG0000294	Pras.g_00048	Praj.g_01469
OG0000295	Pras.g_00068	Praj.g_01447
OG0000296	Pras.g_00070	Praj.g_01445
OG0000297	Pras.g_00078	Praj.g_01437
OG0000298	Pras.g_00079	Praj.g_01436
OG0000299	Pras.g_00096, Pras.g_00097	Praj.g_01417
OG0000300	Pras.g_00100	Praj.g_01414
OG0000301	Pras.g_00101	Praj.g_01413
OG0000302	Pras.g_00103	Praj.g_01410
OG0000303	Pras.g_00110	Praj.g_01405
OG0000304	Pras.g_00114	Praj.g_01402
OG0000305	Pras.g_00242	Praj.g_01734
OG0000306	Pras.g_00245	Praj.g_00833
OG0000307	Pras.g_00259	Praj.g_01584
OG0000308	Pras.g_00260	Praj.g_01585
OG0000309	Pras.g_00264	Praj.g_01589
OG0000310	Pras.g_00335	Praj.g_01616
OG0000311	Pras.g_00337	Praj.g_01618
OG0000312	Pras.g_00340	Praj.g_01621
OG0000313	Pras.g_00354	Praj.g_01636
OG0000314	Pras.g_00377	Praj.g_01657
OG0000315	Pras.g_00388	Praj.g_01667
OG0000316	Pras.g_00410	Praj.g_01692
OG0000317	Pras.g_00548	Praj.g_01766
OG0000318	Pras.g_00551	Praj.g_01769
OG0000319	Pras.g_00564	Praj.g_01780
OG0000320	Pras.g_00566	Praj.g_01782
OG0000321	Pras.g_00567	Praj.g_01783
OG0000322	Pras.g_00568	Praj.g_01784
OG0000323	Pras.g_00577	Praj.g_01793
OG0000324	Pras.g_00604	Praj.g_01820
OG0000325	Pras.g_00614	Praj.g_01870
OG0000326	Pras.g_00620	Praj.g_01876
OG0000327	Pras.g_00646	Praj.g_01910
OG0000328	Pras.g_00647	Praj.g_01911
OG0000329	Pras.g_00664	Praj.g_01928
OG0000330	Pras.g_00665	Praj.g_01929
OG0000331	Pras.g_00666	Praj.g_01930
OG0000332	Pras.g_00680	Praj.g_01944
OG0000333	Pras.g_00682	Praj.g_01946
OG0000334	Pras.g_00690	Praj.g_01955
OG0000335	Pras.g_00695	Praj.g_01960
OG0000336	Pras.g_00699	Praj.g_01964
OG0000337	Pras.g_00715	Praj.g_01982
OG0000338	Pras.g_00716	Praj.g_01983
OG0000339	Pras.g_00720	Praj.g_01988
OG0000340	Pras.g_00728	Praj.g_01997
OG0000341	Pras.g_00730	Praj.g_01999
OG0000342	Pras.g_00731	Praj.g_02000
OG0000343	Pras.g_00732	Praj.g_02001
OG0000344	Pras.g_00735	Praj.g_02004
OG0000345	Pras.g_00740	Praj.g_02009
OG0000346	Pras.g_00744	Praj.g_02013
OG0000347	Pras.g_00761	Praj.g_02034
OG0000348	Pras.g_00771	Praj.g_02064
OG0000349	Pras.g_00788	Praj.g_02082
OG0000350	Pras.g_00806, Pras.g_00131	Praj.g_02103
OG0000351	Pras.g_00824	Praj.g_02128
OG0000352	Pras.g_00825	Praj.g_02129
OG0000353	Pras.g_00841	Praj.g_02148
OG0000355	Pras.g_00843	Praj.g_00001
OG0000356	Pras.g_00844	Praj.g_00002
OG0000357	Pras.g_00845	Praj.g_00003
OG0000358	Pras.g_00849	Praj.g_00007
OG0000359	Pras.g_00850	Praj.g_00008
OG0000360	Pras.g_00851	Praj.g_00009
OG0000361	Pras.g_00852	Praj.g_00010
OG0000362	Pras.g_00854	Praj.g_00012
OG0000363	Pras.g_00856	Praj.g_00014
OG0000364	Pras.g_00857	Praj.g_00015
OG0000365	Pras.g_00862	Praj.g_00020
OG0000366	Pras.g_00863	Praj.g_00021
OG0000367	Pras.g_00864	Praj.g_00022
OG0000368	Pras.g_00866	Praj.g_00024
OG0000369	Pras.g_00867	Praj.g_00025
OG0000370	Pras.g_00868	Praj.g_00026
OG0000371	Pras.g_00874	Praj.g_00032
OG0000372	Pras.g_00877	Praj.g_00034
OG0000373	Pras.g_00878	Praj.g_00035
OG0000374	Pras.g_00879	Praj.g_00036
OG0000375	Pras.g_00893	Praj.g_00044
OG0000376	Pras.g_00895	Praj.g_00046
OG0000377	Pras.g_00898	Praj.g_00049
OG0000378	Pras.g_00900	Praj.g_00051
OG0000379	Pras.g_00903	Praj.g_00054
OG0000380	Pras.g_00918	Praj.g_00104
OG0000381	Pras.g_00922	Praj.g_00108
OG0000382	Pras.g_00932	Praj.g_00119
OG0000383	Pras.g_00934	Praj.g_00121
OG0000384	Pras.g_00935	Praj.g_00122
OG0000385	Pras.g_00936	Praj.g_00123
OG0000386	Pras.g_00937	Praj.g_00124
OG0000387	Pras.g_00950	Praj.g_00137
OG0000388	Pras.g_00953	Praj.g_00141
OG0000389	Pras.g_00957	Praj.g_00144
OG0000390	Pras.g_00964	Praj.g_00153
OG0000391	Pras.g_00967	Praj.g_00157
OG0000392	Pras.g_00971	Praj.g_00160
OG0000393	Pras.g_00973	Praj.g_00163
OG0000394	Pras.g_00974	Praj.g_00164
OG0000395	Pras.g_00975	Praj.g_00165
OG0000396	Pras.g_00978	Praj.g_00168
OG0000397	Pras.g_00980	Praj.g_00170
OG0000398	Pras.g_00982	Praj.g_00173
OG0000399	Pras.g_00983	Praj.g_00174
OG0000400	Pras.g_00984	Praj.g_00175
OG0000401	Pras.g_00985	Praj.g_00176
OG0000402	Pras.g_00987	Praj.g_01057
OG0000403	Pras.g_00988	Praj.g_00177
OG0000404	Pras.g_00989	Praj.g_00178
OG0000405	Pras.g_00993	Praj.g_00183
OG0000406	Pras.g_00998	Praj.g_00187
OG0000407	Pras.g_00999	Praj.g_00188
OG0000408	Pras.g_01001	Praj.g_00190
OG0000409	Pras.g_01003	Praj.g_00192
OG0000410	Pras.g_01004	Praj.g_00193
OG0000411	Pras.g_01005	Praj.g_00194
OG0000412	Pras.g_01006	Praj.g_00195
OG0000413	Pras.g_01007	Praj.g_00196
OG0000414	Pras.g_01008	Praj.g_00197
OG0000415	Pras.g_01009	Praj.g_00198
OG0000416	Pras.g_01010	Praj.g_00199
OG0000417	Pras.g_01011	Praj.g_00200
OG0000418	Pras.g_01016	Praj.g_00205
OG0000419	Pras.g_01018	Praj.g_00207
OG0000420	Pras.g_01019	Praj.g_00208
OG0000421	Pras.g_01024	Praj.g_00212
OG0000422	Pras.g_01025	Praj.g_00213
OG0000423	Pras.g_01026	Praj.g_00214
OG0000424	Pras.g_01027	Praj.g_00215
OG0000425	Pras.g_01028	Praj.g_00216
OG0000426	Pras.g_01029	Praj.g_00217
OG0000427	Pras.g_01030	Praj.g_00218
OG0000428	Pras.g_01032	Praj.g_00220
OG0000429	Pras.g_01033	Praj.g_00221
OG0000430	Pras.g_01034	Praj.g_00222
OG0000431	Pras.g_01036	Praj.g_00224
OG0000432	Pras.g_01039	Praj.g_00228
OG0000433	Pras.g_01040	Praj.g_00229
OG0000434	Pras.g_01041	Praj.g_00230
OG0000435	Pras.g_01042	Praj.g_00231
OG0000436	Pras.g_01047	Praj.g_00236
OG0000437	Pras.g_01048	Praj.g_00237
OG0000438	Pras.g_01049	Praj.g_00238
OG0000439	Pras.g_01051	Praj.g_00240
OG0000440	Pras.g_01052	Praj.g_00241
OG0000441	Pras.g_01055	Praj.g_00243
OG0000442	Pras.g_01056	Praj.g_00244
OG0000443	Pras.g_01057	Praj.g_00245
OG0000444	Pras.g_01063	Praj.g_00250
OG0000445	Pras.g_01064	Praj.g_00251
OG0000446	Pras.g_01065	Praj.g_00252
OG0000447	Pras.g_01066	Praj.g_00253
OG0000448	Pras.g_01067	Praj.g_00254
OG0000449	Pras.g_01068	Praj.g_00255
OG0000450	Pras.g_01069	Praj.g_00256
OG0000451	Pras.g_01070	Praj.g_00257
OG0000452	Pras.g_01073	Praj.g_00260
OG0000453	Pras.g_01074	Praj.g_00261
OG0000454	Pras.g_01075	Praj.g_00262
OG0000455	Pras.g_01076	Praj.g_00263
OG0000456	Pras.g_01077	Praj.g_00264
OG0000457	Pras.g_01078	Praj.g_00265
OG0000458	Pras.g_01079	Praj.g_00266
OG0000459	Pras.g_01080	Praj.g_00267
OG0000460	Pras.g_01087	Praj.g_00275
OG0000461	Pras.g_01094	Praj.g_00283
OG0000462	Pras.g_01096	Praj.g_00285
OG0000463	Pras.g_01097	Praj.g_00286
OG0000464	Pras.g_01098	Praj.g_00287
OG0000465	Pras.g_01099	Praj.g_00288
OG0000466	Pras.g_01102	Praj.g_00289
OG0000467	Pras.g_01103	Praj.g_00290
OG0000468	Pras.g_01105	Praj.g_00292
OG0000469	Pras.g_01114	Praj.g_00299
OG0000470	Pras.g_01116	Praj.g_00301
OG0000471	Pras.g_01117	Praj.g_00302
OG0000472	Pras.g_01118	Praj.g_00303
OG0000473	Pras.g_01120	Praj.g_00305
OG0000474	Pras.g_01121	Praj.g_00306
OG0000475	Pras.g_01122	Praj.g_00307
OG0000476	Pras.g_01123	Praj.g_00309
OG0000477	Pras.g_01127	Praj.g_00311
OG0000478	Pras.g_01128	Praj.g_00312
OG0000479	Pras.g_01129	Praj.g_00313
OG0000480	Pras.g_01134	Praj.g_00318
OG0000481	Pras.g_01136	Praj.g_00320
OG0000482	Pras.g_01137	Praj.g_00321
OG0000483	Pras.g_01140	Praj.g_00324
OG0000484	Pras.g_01141	Praj.g_00325
OG0000485	Pras.g_01142	Praj.g_00326
OG0000486	Pras.g_01143	Praj.g_00327
OG0000487	Pras.g_01146	Praj.g_00330
OG0000488	Pras.g_01149	Praj.g_00333
OG0000489	Pras.g_01155	Praj.g_00338
OG0000490	Pras.g_01160	Praj.g_00343
OG0000491	Pras.g_01161	Praj.g_00344
OG0000492	Pras.g_01163	Praj.g_00346
OG0000493	Pras.g_01164	Praj.g_00347
OG0000494	Pras.g_01165	Praj.g_00348
OG0000495	Pras.g_01166	Praj.g_00349
OG0000496	Pras.g_01167	Praj.g_00350
OG0000497	Pras.g_01168	Praj.g_00351
OG0000498	Pras.g_01169	Praj.g_00352
OG0000499	Pras.g_01170	Praj.g_00353
OG0000500	Pras.g_01171	Praj.g_00354
OG0000501	Pras.g_01173	Praj.g_00356
OG0000502	Pras.g_01176	Praj.g_00359
OG0000503	Pras.g_01187	Praj.g_00380
OG0000504	Pras.g_01188	Praj.g_00382
OG0000505	Pras.g_01189	Praj.g_00383
OG0000506	Pras.g_01191	Praj.g_00384
OG0000507	Pras.g_01194	Praj.g_00387
OG0000508	Pras.g_01198	Praj.g_00390
OG0000509	Pras.g_01200	Praj.g_00392
OG0000510	Pras.g_01201	Praj.g_00393
OG0000511	Pras.g_01202	Praj.g_00394
OG0000512	Pras.g_01204	Praj.g_00396
OG0000513	Pras.g_01211	Praj.g_00406
OG0000514	Pras.g_01309	Praj.g_00425
OG0000515	Pras.g_01310	Praj.g_00426
OG0000516	Pras.g_01311	Praj.g_00427
OG0000517	Pras.g_01313	Praj.g_00429
OG0000518	Pras.g_01324	Praj.g_00440
OG0000519	Pras.g_01325	Praj.g_00441
OG0000520	Pras.g_01326	Praj.g_00442
OG0000521	Pras.g_01331	Praj.g_00447
OG0000522	Pras.g_01332	Praj.g_00449
OG0000523	Pras.g_01333	Praj.g_00450
OG0000524	Pras.g_01339	Praj.g_00457
OG0000525	Pras.g_01342	Praj.g_00461
OG0000526	Pras.g_01343	Praj.g_00462
OG0000527	Pras.g_01351	Praj.g_00465
OG0000528	Pras.g_01356	Praj.g_00471
OG0000529	Pras.g_01359	Praj.g_00474
OG0000530	Pras.g_01362	Praj.g_00477
OG0000531	Pras.g_01363	Praj.g_00478
OG0000532	Pras.g_01365	Praj.g_00479
OG0000533	Pras.g_01366	Praj.g_00480
OG0000534	Pras.g_01367	Praj.g_00481
OG0000535	Pras.g_01368	Praj.g_00482
OG0000536	Pras.g_01369	Praj.g_00483
OG0000537	Pras.g_01370	Praj.g_00484
OG0000538	Pras.g_01378	Praj.g_00492
OG0000539	Pras.g_01379	Praj.g_00493
OG0000540	Pras.g_01380	Praj.g_00494
OG0000541	Pras.g_01381	Praj.g_00495
OG0000542	Pras.g_01383	Praj.g_00497
OG0000543	Pras.g_01385	Praj.g_00499
OG0000544	Pras.g_01386	Praj.g_00500
OG0000545	Pras.g_01388	Praj.g_00502
OG0000546	Pras.g_01391	Praj.g_00505
OG0000547	Pras.g_01393	Praj.g_00507
OG0000548	Pras.g_01394	Praj.g_00508
OG0000549	Pras.g_01396	Praj.g_00511
OG0000550	Pras.g_01401	Praj.g_00515
OG0000551	Pras.g_01404	Praj.g_00518
OG0000552	Pras.g_01405	Praj.g_00519
OG0000553	Pras.g_01406	Praj.g_00520
OG0000554	Pras.g_01411	Praj.g_00525
OG0000555	Pras.g_01419	Praj.g_00533
OG0000556	Pras.g_01421	Praj.g_00535
OG0000557	Pras.g_01422	Praj.g_00536
OG0000558	Pras.g_01424	Praj.g_00538
OG0000559	Pras.g_01428	Praj.g_00542
OG0000560	Pras.g_01431	Praj.g_00545
OG0000561	Pras.g_01432	Praj.g_00546
OG0000562	Pras.g_01433	Praj.g_00547
OG0000563	Pras.g_01434	Praj.g_00548
OG0000564	Pras.g_01435	Praj.g_00549
