Orthogroup	Pras	Prag
OG0000022	Pras.g_01662	Prag.g_00757
OG0000023	Pras.g_01213	Prag.g_00354
OG0000024	Pras.g_01645	Prag.g_00740
OG0000024	Pras.g_01551	Prag.g_00653
OG0000025	Pras.g_01183	Prag.g_00322
OG0000025	Pras.g_01735	Prag.g_00839
OG0000026	Pras.g_00873	Prag.g_00031
OG0000026	Pras.g_01949	Prag.g_01050
OG0000027	Pras.g_01348	Prag.g_00449
OG0000027	Pras.g_00185	Prag.g_01336
OG0000028	Pras.g_00169	Prag.g_01270
OG0000028	Pras.g_01172	Prag.g_00311
OG0000029	Pras.g_01653	Prag.g_00748
OG0000030	Pras.g_00753	Prag.g_01871
OG0000031	Pras.g_00331	Prag.g_01446
OG0000032	Pras.g_00326	Prag.g_01416
OG0000033	Pras.g_01020	Prag.g_00162
OG0000034	Pras.g_00219	Prag.g_01365
OG0000035	Pras.g_00350	Prag.g_01490, Prag.g_01488
OG0000037	Pras.g_00960	Prag.g_00102
OG0000038	Pras.g_00795	Prag.g_01911
OG0000039	Pras.g_01562	Prag.g_00664
OG0000040	Pras.g_00489	Prag.g_01630
OG0000040	Pras.g_00036	Prag.g_01133
OG0000041	Pras.g_00597	Prag.g_01716
OG0000042	Pras.g_00750	Prag.g_01868
OG0000043	Pras.g_01772	Prag.g_00876
OG0000045	Pras.g_01224	Prag.g_00365
OG0000047	Pras.g_01182	Prag.g_00321
OG0000048	Pras.g_01227	Prag.g_00368
OG0000049	Pras.g_01237	Prag.g_00376
OG0000049	Pras.g_00151	Prag.g_01300
OG0000050	Pras.g_01969	Prag.g_01071
OG0000051	Pras.g_00508	Prag.g_01645
OG0000051	Pras.g_00179	Prag.g_01329
OG0000052	Pras.g_00285	Prag.g_01444
OG0000053	Pras.g_00370	Prag.g_01510
OG0000054	Pras.g_01482	Prag.g_00584
OG0000055	Pras.g_01682	Prag.g_00787
OG0000057	Pras.g_01574	Prag.g_00676
OG0000058	Pras.g_00291	Prag.g_01428
OG0000059	Pras.g_00637	Prag.g_01755
OG0000061	Pras.g_00056	Prag.g_01153
OG0000062	Pras.g_00431	Prag.g_01568
OG0000063	Pras.g_00875	Prag.g_00033
OG0000065	Pras.g_00958	Prag.g_00100
OG0000066	Pras.g_01416	Prag.g_00518
OG0000067	Pras.g_01701, Pras.g_00311	Prag.g_00806
OG0000068	Pras.g_00250	Prag.g_01389
OG0000069	Pras.g_00464	Prag.g_01601
OG0000070	Pras.g_01328	Prag.g_00429
OG0000071	Pras.g_00209	Prag.g_01355
OG0000072	Pras.g_01022	Prag.g_00164
OG0000073	Pras.g_01377	Prag.g_00478
OG0000074	Pras.g_01558	Prag.g_00660
OG0000075	Pras.g_00719	Prag.g_01836
OG0000076	Pras.g_00743	Prag.g_01861
OG0000077	Pras.g_00929	Prag.g_00072
OG0000078	Pras.g_01091	Prag.g_00232
OG0000081	Pras.g_01408	Prag.g_00510
OG0000082	Pras.g_01462	Prag.g_00563
OG0000083	Pras.g_01638	Prag.g_00734
OG0000083	Pras.g_01631	Prag.g_00726
OG0000084	Pras.g_00346	Prag.g_01484
OG0000085	Pras.g_00543	Prag.g_01662
OG0000086	Pras.g_00939	Prag.g_00082
OG0000087	Pras.g_00990	Prag.g_00132
OG0000088	Pras.g_01017	Prag.g_00159
OG0000089	Pras.g_01209	Prag.g_00350
OG0000090	Pras.g_01410	Prag.g_00512
OG0000091	Pras.g_01518	Prag.g_00620
OG0000092	Pras.g_01806	Prag.g_00911
OG0000093	Pras.g_01827	Prag.g_00932
OG0000094	Pras.g_01915	Prag.g_01017
OG0000095	Pras.g_01934	Prag.g_01036
OG0000096	Pras.g_00004	Prag.g_01103
OG0000096	Pras.g_00163	Prag.g_01319
OG0000097	Pras.g_00098	Prag.g_01194
OG0000098	Pras.g_00232	Prag.g_01371
OG0000099	Pras.g_00294	Prag.g_01424
OG0000100	Pras.g_00427	Prag.g_01564
OG0000101	Pras.g_00687	Prag.g_01804
OG0000102	Pras.g_00748	Prag.g_01866
OG0000103	Pras.g_00829	Prag.g_01945
OG0000104	Pras.g_00838	Prag.g_01953
OG0000105	Pras.g_01126	Prag.g_00265
OG0000106	Pras.g_01223	Prag.g_00364
OG0000107	Pras.g_01239	Prag.g_00378
OG0000108	Pras.g_01358	Prag.g_00459
OG0000109	Pras.g_01372	Prag.g_00473
OG0000110	Pras.g_01451	Prag.g_00553
OG0000111	Pras.g_01575	Prag.g_00677
OG0000112	Pras.g_01665	Prag.g_00771
OG0000113	Pras.g_01723	Prag.g_00828
OG0000114	Pras.g_01801	Prag.g_00906
OG0000115	Pras.g_01994	Prag.g_01097
OG0000116	Pras.g_00046	Prag.g_01143
OG0000117	Pras.g_00150	Prag.g_01298
OG0000118	Pras.g_00221, Pras.g_00222	Prag.g_01367
OG0000119	Pras.g_00246	Prag.g_01385
OG0000120	Pras.g_00273, Pras.g_00272, Pras.g_00271, Pras.g_00330	Prag.g_01423
OG0000121	Pras.g_00352	Prag.g_01492
OG0000122	Pras.g_00391	Prag.g_01530
OG0000123	Pras.g_00694	Prag.g_01811
OG0000124	Pras.g_00759	Prag.g_01877
OG0000125	Pras.g_00797	Prag.g_01913
OG0000126	Pras.g_00837	Prag.g_01952
OG0000128	Pras.g_00853	Prag.g_00011
OG0000129	Pras.g_00897	Prag.g_00044
OG0000130	Pras.g_00921	Prag.g_00063
OG0000131	Pras.g_00996	Prag.g_00138
OG0000132	Pras.g_01015	Prag.g_00157
OG0000133	Pras.g_01174	Prag.g_00313
OG0000134	Pras.g_01210	Prag.g_00351
OG0000135	Pras.g_01236	Prag.g_00375
OG0000136	Pras.g_01319	Prag.g_00420
OG0000137	Pras.g_01353	Prag.g_00454
OG0000138	Pras.g_01373	Prag.g_00474
OG0000139	Pras.g_01414	Prag.g_00516
OG0000140	Pras.g_01415	Prag.g_00517
OG0000141	Pras.g_01483	Prag.g_00585
OG0000142	Pras.g_01511	Prag.g_00613
OG0000143	Pras.g_01515	Prag.g_00617
OG0000144	Pras.g_01528	Prag.g_00630
OG0000145	Pras.g_01664	Prag.g_00758
OG0000146	Pras.g_01666	Prag.g_00772
OG0000147	Pras.g_01667	Prag.g_00773
OG0000148	Pras.g_01717	Prag.g_00822
OG0000149	Pras.g_01747	Prag.g_00851
OG0000150	Pras.g_01755	Prag.g_00859
OG0000151	Pras.g_01811	Prag.g_00916
OG0000152	Pras.g_01859	Prag.g_00964
OG0000153	Pras.g_01878	Prag.g_00983
OG0000154	Pras.g_01908	Prag.g_01010
OG0000155	Pras.g_00076	Prag.g_01173
OG0000156	Pras.g_00197	Prag.g_01342
OG0000157	Pras.g_00198	Prag.g_01343
OG0000158	Pras.g_00289	Prag.g_01425
OG0000160	Pras.g_00351	Prag.g_01491
OG0000161	Pras.g_00357	Prag.g_01497
OG0000162	Pras.g_00363	Prag.g_01503
OG0000163	Pras.g_00399	Prag.g_01537
OG0000164	Pras.g_00574	Prag.g_01693
OG0000165	Pras.g_00581	Prag.g_01700
OG0000166	Pras.g_00651	Prag.g_01768
OG0000167	Pras.g_00717	Prag.g_01834
OG0000168	Pras.g_00727	Prag.g_01844
OG0000169	Pras.g_00737	Prag.g_01854
OG0000170	Pras.g_00739	Prag.g_01856
OG0000171	Pras.g_00758	Prag.g_01876
OG0000172	Pras.g_00768	Prag.g_01884
OG0000173	Pras.g_00783	Prag.g_01899
OG0000174	Pras.g_00811, Pras.g_00810	Prag.g_01927
OG0000175	Pras.g_00821	Prag.g_01937
OG0000176	Pras.g_00846	Prag.g_00004
OG0000177	Pras.g_00847	Prag.g_00005
OG0000178	Pras.g_00848	Prag.g_00006
OG0000179	Pras.g_00858	Prag.g_00016
OG0000180	Pras.g_00859	Prag.g_00017
OG0000181	Pras.g_00860	Prag.g_00018
OG0000182	Pras.g_00861	Prag.g_00019
OG0000183	Pras.g_00865	Prag.g_00023
OG0000184	Pras.g_00899	Prag.g_00046
OG0000185	Pras.g_00902	Prag.g_00049
OG0000186	Pras.g_00916	Prag.g_00058
OG0000187	Pras.g_00917	Prag.g_00059
OG0000188	Pras.g_00933	Prag.g_00076
OG0000189	Pras.g_00947	Prag.g_00089
OG0000190	Pras.g_00948	Prag.g_00090
OG0000191	Pras.g_00968	Prag.g_00110
OG0000192	Pras.g_00972	Prag.g_00114
OG0000193	Pras.g_00997	Prag.g_00139
OG0000194	Pras.g_01000	Prag.g_00142
OG0000195	Pras.g_01002	Prag.g_00144
OG0000196	Pras.g_01012	Prag.g_00154
OG0000197	Pras.g_01013	Prag.g_00155
OG0000198	Pras.g_01014	Prag.g_00156
OG0000199	Pras.g_01021	Prag.g_00163
OG0000200	Pras.g_01035	Prag.g_00177
OG0000201	Pras.g_01043	Prag.g_00185
OG0000202	Pras.g_01044	Prag.g_00186
OG0000203	Pras.g_01045	Prag.g_00187
OG0000204	Pras.g_01046	Prag.g_00188
OG0000205	Pras.g_01053	Prag.g_00195
OG0000206	Pras.g_01059	Prag.g_00200
OG0000207	Pras.g_01061	Prag.g_00202
OG0000208	Pras.g_01062	Prag.g_00203
OG0000209	Pras.g_01071	Prag.g_00212
OG0000210	Pras.g_01072	Prag.g_00213
OG0000211	Pras.g_01085	Prag.g_00226
OG0000212	Pras.g_01092	Prag.g_00233
OG0000213	Pras.g_01109	Prag.g_00249
OG0000214	Pras.g_01119	Prag.g_00258
OG0000215	Pras.g_01144	Prag.g_00283
OG0000216	Pras.g_01145	Prag.g_00285
OG0000217	Pras.g_01148	Prag.g_00288
OG0000218	Pras.g_01150	Prag.g_00290
OG0000219	Pras.g_01151	Prag.g_00291
OG0000220	Pras.g_01152	Prag.g_00292
OG0000221	Pras.g_01153	Prag.g_00293
OG0000222	Pras.g_01162	Prag.g_00301
OG0000223	Pras.g_01175	Prag.g_00314
OG0000224	Pras.g_01177	Prag.g_00316
OG0000225	Pras.g_01199	Prag.g_00340
OG0000226	Pras.g_01203	Prag.g_00344
OG0000227	Pras.g_01205	Prag.g_00346
OG0000228	Pras.g_01208	Prag.g_00349
OG0000229	Pras.g_01314	Prag.g_00415
OG0000230	Pras.g_01316	Prag.g_00417
OG0000231	Pras.g_01327	Prag.g_00428
OG0000232	Pras.g_01335	Prag.g_00437
OG0000233	Pras.g_01341	Prag.g_00442
OG0000234	Pras.g_01354	Prag.g_00455
OG0000235	Pras.g_01357	Prag.g_00458
OG0000236	Pras.g_01371	Prag.g_00472
OG0000237	Pras.g_01384	Prag.g_00485
OG0000238	Pras.g_01390	Prag.g_00491
OG0000239	Pras.g_01402	Prag.g_00504
OG0000240	Pras.g_01403	Prag.g_00505
OG0000241	Pras.g_01407	Prag.g_00509
OG0000242	Pras.g_01409	Prag.g_00511
OG0000243	Pras.g_01420	Prag.g_00522
OG0000244	Pras.g_01423	Prag.g_00525
OG0000245	Pras.g_01425	Prag.g_00527
OG0000246	Pras.g_01429	Prag.g_00531
OG0000247	Pras.g_01439	Prag.g_00541
OG0000248	Pras.g_01441	Prag.g_00543
OG0000249	Pras.g_01443	Prag.g_00545
OG0000250	Pras.g_01448	Prag.g_00550
OG0000251	Pras.g_01467	Prag.g_00569
OG0000252	Pras.g_01470	Prag.g_00572
OG0000253	Pras.g_01471	Prag.g_00573
OG0000254	Pras.g_01487	Prag.g_00589
OG0000255	Pras.g_01493	Prag.g_00595
OG0000256	Pras.g_01503	Prag.g_00605
OG0000257	Pras.g_01506	Prag.g_00608
OG0000258	Pras.g_01519	Prag.g_00621
OG0000259	Pras.g_01536	Prag.g_00638
OG0000260	Pras.g_01539	Prag.g_00641
OG0000261	Pras.g_01541	Prag.g_00643
OG0000262	Pras.g_01545	Prag.g_00647
OG0000263	Pras.g_01557	Prag.g_00659
OG0000264	Pras.g_01567	Prag.g_00669
OG0000265	Pras.g_01606	Prag.g_00692
OG0000266	Pras.g_01616	Prag.g_00702
OG0000267	Pras.g_01627	Prag.g_00713
OG0000268	Pras.g_01628	Prag.g_00714
OG0000269	Pras.g_01696	Prag.g_00801
OG0000270	Pras.g_01699	Prag.g_00804
OG0000271	Pras.g_01707	Prag.g_00812
OG0000272	Pras.g_01708	Prag.g_00813
OG0000273	Pras.g_01731	Prag.g_00835
OG0000274	Pras.g_01732	Prag.g_00836
OG0000275	Pras.g_01734	Prag.g_00838
OG0000276	Pras.g_01739	Prag.g_00843
OG0000277	Pras.g_01740	Prag.g_00844
OG0000278	Pras.g_01743	Prag.g_00847
OG0000279	Pras.g_01750	Prag.g_00854
OG0000280	Pras.g_01751	Prag.g_00855
OG0000281	Pras.g_01756	Prag.g_00860
OG0000282	Pras.g_01803	Prag.g_00908
OG0000283	Pras.g_01836	Prag.g_00941
OG0000284	Pras.g_01841	Prag.g_00946
OG0000285	Pras.g_01846	Prag.g_00951
OG0000286	Pras.g_01858	Prag.g_00963
OG0000287	Pras.g_01875	Prag.g_00980
OG0000288	Pras.g_01907	Prag.g_01009
OG0000289	Pras.g_01918	Prag.g_01020
OG0000290	Pras.g_01931	Prag.g_01033
OG0000291	Pras.g_01933	Prag.g_01035
OG0000292	Pras.g_01982	Prag.g_01085
OG0000293	Pras.g_00047	Prag.g_01144
OG0000294	Pras.g_00048	Prag.g_01145
OG0000295	Pras.g_00068	Prag.g_01165
OG0000296	Pras.g_00070	Prag.g_01167
OG0000297	Pras.g_00078	Prag.g_01175
OG0000298	Pras.g_00079	Prag.g_01176
OG0000299	Pras.g_00096, Pras.g_00097	Prag.g_01193
OG0000300	Pras.g_00100	Prag.g_01196
OG0000301	Pras.g_00101	Prag.g_01197
OG0000302	Pras.g_00103	Prag.g_01199
OG0000303	Pras.g_00110	Prag.g_01206
OG0000304	Pras.g_00114	Prag.g_01210
OG0000305	Pras.g_00242	Prag.g_01381
OG0000306	Pras.g_00245	Prag.g_01384
OG0000307	Pras.g_00259	Prag.g_01398
OG0000308	Pras.g_00260	Prag.g_01399
OG0000309	Pras.g_00264	Prag.g_01403
OG0000310	Pras.g_00335	Prag.g_01473
OG0000311	Pras.g_00337	Prag.g_01475
OG0000312	Pras.g_00340	Prag.g_01478
OG0000313	Pras.g_00354	Prag.g_01494
OG0000314	Pras.g_00377	Prag.g_01516
OG0000315	Pras.g_00388	Prag.g_01527
OG0000316	Pras.g_00410	Prag.g_01547
OG0000317	Pras.g_00548	Prag.g_01667
OG0000318	Pras.g_00551	Prag.g_01670
OG0000319	Pras.g_00564	Prag.g_01683
OG0000320	Pras.g_00566	Prag.g_01685
OG0000321	Pras.g_00567	Prag.g_01686
OG0000322	Pras.g_00568	Prag.g_01687
OG0000323	Pras.g_00577	Prag.g_01696
OG0000324	Pras.g_00604	Prag.g_01723
OG0000325	Pras.g_00614	Prag.g_01733
OG0000326	Pras.g_00620	Prag.g_01739
OG0000327	Pras.g_00646	Prag.g_01763
OG0000328	Pras.g_00647	Prag.g_01764
OG0000329	Pras.g_00664	Prag.g_01781
OG0000330	Pras.g_00665	Prag.g_01782
OG0000331	Pras.g_00666	Prag.g_01783
OG0000332	Pras.g_00680	Prag.g_01797
OG0000333	Pras.g_00682	Prag.g_01799
OG0000334	Pras.g_00690	Prag.g_01807
OG0000335	Pras.g_00695	Prag.g_01812
OG0000336	Pras.g_00699	Prag.g_01816
OG0000337	Pras.g_00715	Prag.g_01832
OG0000338	Pras.g_00716	Prag.g_01833
OG0000339	Pras.g_00720	Prag.g_01837
OG0000340	Pras.g_00728	Prag.g_01845
OG0000341	Pras.g_00730	Prag.g_01847
OG0000342	Pras.g_00731	Prag.g_01848
OG0000343	Pras.g_00732	Prag.g_01849
OG0000344	Pras.g_00735	Prag.g_01852
OG0000345	Pras.g_00740	Prag.g_01857
OG0000346	Pras.g_00744	Prag.g_01862
OG0000347	Pras.g_00761	Prag.g_01878
OG0000348	Pras.g_00771	Prag.g_01887
OG0000349	Pras.g_00788	Prag.g_01904
OG0000350	Pras.g_00806	Prag.g_01923
OG0000351	Pras.g_00824	Prag.g_01940
OG0000352	Pras.g_00825	Prag.g_01941
OG0000353	Pras.g_00841	Prag.g_01956
OG0000355	Pras.g_00843	Prag.g_00001
OG0000356	Pras.g_00844	Prag.g_00002
OG0000357	Pras.g_00845	Prag.g_00003
OG0000358	Pras.g_00849	Prag.g_00007
OG0000359	Pras.g_00850	Prag.g_00008
OG0000360	Pras.g_00851	Prag.g_00009
OG0000361	Pras.g_00852	Prag.g_00010
OG0000362	Pras.g_00854	Prag.g_00012
OG0000363	Pras.g_00856	Prag.g_00014
OG0000364	Pras.g_00857	Prag.g_00015
OG0000365	Pras.g_00862	Prag.g_00020
OG0000366	Pras.g_00863	Prag.g_00021
OG0000367	Pras.g_00864	Prag.g_00022
OG0000368	Pras.g_00866	Prag.g_00024
OG0000369	Pras.g_00867	Prag.g_00025
OG0000370	Pras.g_00868	Prag.g_00026
OG0000371	Pras.g_00874	Prag.g_00032
OG0000372	Pras.g_00877	Prag.g_00035
OG0000373	Pras.g_00878	Prag.g_00036
OG0000374	Pras.g_00879	Prag.g_00037
OG0000375	Pras.g_00893	Prag.g_00040
OG0000376	Pras.g_00895	Prag.g_00042
OG0000377	Pras.g_00898	Prag.g_00045
OG0000378	Pras.g_00900	Prag.g_00047
OG0000379	Pras.g_00903	Prag.g_00050
OG0000380	Pras.g_00918	Prag.g_00060
OG0000381	Pras.g_00922	Prag.g_00064
OG0000382	Pras.g_00932	Prag.g_00075
OG0000383	Pras.g_00934	Prag.g_00077
OG0000384	Pras.g_00935	Prag.g_00078
OG0000385	Pras.g_00936	Prag.g_00079
OG0000386	Pras.g_00937	Prag.g_00080
OG0000387	Pras.g_00950	Prag.g_00092
OG0000388	Pras.g_00953	Prag.g_00095
OG0000389	Pras.g_00957	Prag.g_00099
OG0000390	Pras.g_00964	Prag.g_00106
OG0000391	Pras.g_00967	Prag.g_00109
OG0000392	Pras.g_00971	Prag.g_00113
OG0000393	Pras.g_00973	Prag.g_00115
OG0000394	Pras.g_00974	Prag.g_00116
OG0000395	Pras.g_00975	Prag.g_00117
OG0000396	Pras.g_00978	Prag.g_00120
OG0000397	Pras.g_00980	Prag.g_00122
OG0000398	Pras.g_00982	Prag.g_00124
OG0000399	Pras.g_00983	Prag.g_00125
OG0000400	Pras.g_00984	Prag.g_00126
OG0000401	Pras.g_00985	Prag.g_00127
OG0000402	Pras.g_00987	Prag.g_00129
OG0000403	Pras.g_00988	Prag.g_00130
OG0000404	Pras.g_00989	Prag.g_00131
OG0000405	Pras.g_00993	Prag.g_00135
OG0000406	Pras.g_00998	Prag.g_00140
OG0000407	Pras.g_00999	Prag.g_00141
OG0000408	Pras.g_01001	Prag.g_00143
OG0000409	Pras.g_01003	Prag.g_00145
OG0000410	Pras.g_01004	Prag.g_00146
OG0000411	Pras.g_01005	Prag.g_00147
OG0000412	Pras.g_01006	Prag.g_00148
OG0000413	Pras.g_01007	Prag.g_00149
OG0000414	Pras.g_01008	Prag.g_00150
OG0000415	Pras.g_01009	Prag.g_00151
OG0000416	Pras.g_01010	Prag.g_00152
OG0000417	Pras.g_01011	Prag.g_00153
OG0000418	Pras.g_01016	Prag.g_00158
OG0000419	Pras.g_01018	Prag.g_00160
OG0000420	Pras.g_01019	Prag.g_00161
OG0000421	Pras.g_01024	Prag.g_00166
OG0000422	Pras.g_01025	Prag.g_00167
OG0000423	Pras.g_01026	Prag.g_00168
OG0000424	Pras.g_01027	Prag.g_00169
OG0000425	Pras.g_01028	Prag.g_00170
OG0000426	Pras.g_01029	Prag.g_00171
OG0000427	Pras.g_01030	Prag.g_00172
OG0000428	Pras.g_01032	Prag.g_00174
OG0000429	Pras.g_01033	Prag.g_00175
OG0000430	Pras.g_01034	Prag.g_00176
OG0000431	Pras.g_01036	Prag.g_00178
OG0000432	Pras.g_01039	Prag.g_00181
OG0000433	Pras.g_01040	Prag.g_00182
OG0000434	Pras.g_01041	Prag.g_00183
OG0000435	Pras.g_01042	Prag.g_00184
OG0000436	Pras.g_01047	Prag.g_00189
OG0000437	Pras.g_01048	Prag.g_00190
OG0000438	Pras.g_01049	Prag.g_00191
OG0000439	Pras.g_01051	Prag.g_00193
OG0000440	Pras.g_01052	Prag.g_00194
OG0000441	Pras.g_01055	Prag.g_00197
OG0000442	Pras.g_01056	Prag.g_00198
OG0000443	Pras.g_01057	Prag.g_00199
OG0000444	Pras.g_01063	Prag.g_00204
OG0000445	Pras.g_01064	Prag.g_00205
OG0000446	Pras.g_01065	Prag.g_00206
OG0000447	Pras.g_01066	Prag.g_00207
OG0000448	Pras.g_01067	Prag.g_00208
OG0000449	Pras.g_01068	Prag.g_00209
OG0000450	Pras.g_01069	Prag.g_00210
OG0000451	Pras.g_01070	Prag.g_00211
OG0000452	Pras.g_01073	Prag.g_00214
OG0000453	Pras.g_01074	Prag.g_00215
OG0000454	Pras.g_01075	Prag.g_00216
OG0000455	Pras.g_01076	Prag.g_00217
OG0000456	Pras.g_01077	Prag.g_00218
OG0000457	Pras.g_01078	Prag.g_00219
OG0000458	Pras.g_01079	Prag.g_00220
OG0000459	Pras.g_01080	Prag.g_00221
OG0000460	Pras.g_01087	Prag.g_00228
OG0000461	Pras.g_01094	Prag.g_00235
OG0000462	Pras.g_01096	Prag.g_00237
OG0000463	Pras.g_01097	Prag.g_00238
OG0000464	Pras.g_01098	Prag.g_00239
OG0000465	Pras.g_01099	Prag.g_00240
OG0000466	Pras.g_01102	Prag.g_00243
OG0000467	Pras.g_01103	Prag.g_00244
OG0000468	Pras.g_01105	Prag.g_00245
OG0000469	Pras.g_01114	Prag.g_00253
OG0000470	Pras.g_01116	Prag.g_00255
OG0000471	Pras.g_01117	Prag.g_00256
OG0000472	Pras.g_01118	Prag.g_00257
OG0000473	Pras.g_01120	Prag.g_00259
OG0000474	Pras.g_01121	Prag.g_00260
OG0000475	Pras.g_01122	Prag.g_00261
OG0000476	Pras.g_01123	Prag.g_00262
OG0000477	Pras.g_01127	Prag.g_00266
OG0000478	Pras.g_01128	Prag.g_00267
OG0000479	Pras.g_01129	Prag.g_00268
OG0000480	Pras.g_01134	Prag.g_00273
OG0000481	Pras.g_01136	Prag.g_00275
OG0000482	Pras.g_01137	Prag.g_00276
OG0000483	Pras.g_01140	Prag.g_00279
OG0000484	Pras.g_01141	Prag.g_00280
OG0000485	Pras.g_01142	Prag.g_00281
OG0000486	Pras.g_01143	Prag.g_00282
OG0000487	Pras.g_01146	Prag.g_00286
OG0000488	Pras.g_01149	Prag.g_00289
OG0000489	Pras.g_01155	Prag.g_00294
OG0000490	Pras.g_01160	Prag.g_00299
OG0000491	Pras.g_01161	Prag.g_00300
OG0000492	Pras.g_01163	Prag.g_00302
OG0000493	Pras.g_01164	Prag.g_00303
OG0000494	Pras.g_01165	Prag.g_00304
OG0000495	Pras.g_01166	Prag.g_00305
OG0000496	Pras.g_01167	Prag.g_00306
OG0000497	Pras.g_01168	Prag.g_00307
OG0000498	Pras.g_01169	Prag.g_00308
OG0000499	Pras.g_01170	Prag.g_00309
OG0000500	Pras.g_01171	Prag.g_00310
OG0000501	Pras.g_01173	Prag.g_00312
OG0000502	Pras.g_01176	Prag.g_00315
OG0000503	Pras.g_01187	Prag.g_00329
OG0000504	Pras.g_01188	Prag.g_00330
OG0000505	Pras.g_01189	Prag.g_00331
OG0000506	Pras.g_01191	Prag.g_00333
OG0000507	Pras.g_01194	Prag.g_00336
OG0000508	Pras.g_01198	Prag.g_00339
OG0000509	Pras.g_01200	Prag.g_00341
OG0000510	Pras.g_01201	Prag.g_00342
OG0000511	Pras.g_01202	Prag.g_00343
OG0000512	Pras.g_01204	Prag.g_00345
OG0000513	Pras.g_01211	Prag.g_00352
OG0000514	Pras.g_01309	Prag.g_00410
OG0000515	Pras.g_01310	Prag.g_00411
OG0000516	Pras.g_01311	Prag.g_00412
OG0000517	Pras.g_01313	Prag.g_00414
OG0000518	Pras.g_01324	Prag.g_00425
OG0000519	Pras.g_01325	Prag.g_00426
OG0000520	Pras.g_01326	Prag.g_00427
OG0000521	Pras.g_01331	Prag.g_00432
OG0000522	Pras.g_01332	Prag.g_00434
OG0000523	Pras.g_01333	Prag.g_00435
OG0000524	Pras.g_01339	Prag.g_00440
OG0000525	Pras.g_01342	Prag.g_00443
OG0000526	Pras.g_01343	Prag.g_00444
OG0000527	Pras.g_01351	Prag.g_00452
OG0000528	Pras.g_01356	Prag.g_00457
OG0000529	Pras.g_01359	Prag.g_00460
OG0000530	Pras.g_01362	Prag.g_00463
OG0000531	Pras.g_01363	Prag.g_00464
OG0000532	Pras.g_01365	Prag.g_00466
OG0000533	Pras.g_01366	Prag.g_00467
OG0000534	Pras.g_01367	Prag.g_00468
OG0000535	Pras.g_01368	Prag.g_00469
OG0000536	Pras.g_01369	Prag.g_00470
OG0000537	Pras.g_01370	Prag.g_00471
OG0000538	Pras.g_01378	Prag.g_00479
OG0000539	Pras.g_01379	Prag.g_00480
OG0000540	Pras.g_01380	Prag.g_00481
OG0000541	Pras.g_01381	Prag.g_00482
OG0000542	Pras.g_01383	Prag.g_00484
OG0000543	Pras.g_01385	Prag.g_00486
OG0000544	Pras.g_01386	Prag.g_00487
OG0000545	Pras.g_01388	Prag.g_00489
OG0000546	Pras.g_01391	Prag.g_00492
OG0000547	Pras.g_01393	Prag.g_00494
OG0000548	Pras.g_01394	Prag.g_00495
OG0000549	Pras.g_01396	Prag.g_00497
OG0000550	Pras.g_01401	Prag.g_00502
OG0000551	Pras.g_01404	Prag.g_00506
OG0000552	Pras.g_01405	Prag.g_00507
OG0000553	Pras.g_01406	Prag.g_00508
OG0000554	Pras.g_01411	Prag.g_00513
OG0000555	Pras.g_01419	Prag.g_00521
