Orthogroup	Pras	Syar
OG0000154	Pras.g_01908	Syar.g_01800
OG0000155	Pras.g_00076	Syar.g_01959
OG0000156	Pras.g_00197	Syar.g_01517
OG0000157	Pras.g_00198	Syar.g_01516
OG0000158	Pras.g_00289	Syar.g_00650
OG0000160	Pras.g_00351	Syar.g_02807
OG0000161	Pras.g_00357	Syar.g_02801
OG0000162	Pras.g_00363	Syar.g_02863
OG0000163	Pras.g_00399	Syar.g_00639, Syar.g_01186
OG0000164	Pras.g_00574	Syar.g_03168, Syar.g_02969
OG0000165	Pras.g_00581	Syar.g_02976
OG0000166	Pras.g_00651	Syar.g_01034
OG0000167	Pras.g_00717	Syar.g_00662
OG0000168	Pras.g_00727	Syar.g_00246
OG0000169	Pras.g_00737	Syar.g_00262
OG0000170	Pras.g_00739	Syar.g_00613
OG0000171	Pras.g_00758	Syar.g_00587
OG0000172	Pras.g_00768	Syar.g_00547
OG0000173	Pras.g_00783	Syar.g_00528
OG0000174	Pras.g_00811, Pras.g_00810	Syar.g_00701
OG0000175	Pras.g_00821	Syar.g_00438
OG0000176	Pras.g_00846	Syar.g_00474
OG0000177	Pras.g_00847	Syar.g_00475
OG0000178	Pras.g_00848	Syar.g_00476
OG0000179	Pras.g_00858	Syar.g_00489
OG0000180	Pras.g_00859	Syar.g_00490
OG0000181	Pras.g_00860	Syar.g_00491
OG0000182	Pras.g_00861	Syar.g_00492
OG0000183	Pras.g_00865	Syar.g_00496
OG0000184	Pras.g_00899	Syar.g_00897
OG0000185	Pras.g_00902	Syar.g_00909
OG0000186	Pras.g_00916	Syar.g_03036
OG0000187	Pras.g_00917	Syar.g_03038
OG0000188	Pras.g_00933	Syar.g_03058
OG0000189	Pras.g_00947	Syar.g_03104
OG0000190	Pras.g_00948	Syar.g_03107, Syar.g_02374
OG0000191	Pras.g_00968	Syar.g_00039
OG0000192	Pras.g_00972	Syar.g_00046
OG0000193	Pras.g_00997	Syar.g_00079
OG0000194	Pras.g_01000	Syar.g_03236, Syar.g_00082
OG0000195	Pras.g_01002	Syar.g_00023, Syar.g_00084
OG0000196	Pras.g_01012	Syar.g_00096
OG0000197	Pras.g_01013	Syar.g_00097
OG0000198	Pras.g_01014	Syar.g_00098
OG0000199	Pras.g_01021	Syar.g_00106
OG0000200	Pras.g_01035	Syar.g_00124
OG0000201	Pras.g_01043	Syar.g_01000
OG0000202	Pras.g_01044	Syar.g_00998, Syar.g_00021
OG0000203	Pras.g_01045	Syar.g_00020, Syar.g_00997
OG0000204	Pras.g_01046	Syar.g_00996
OG0000205	Pras.g_01053	Syar.g_00988
OG0000206	Pras.g_01058, Pras.g_01059	Syar.g_00963
OG0000207	Pras.g_01061	Syar.g_00957
OG0000208	Pras.g_01062	Syar.g_00956
OG0000209	Pras.g_01071	Syar.g_00936, Syar.g_03261
OG0000210	Pras.g_01072	Syar.g_00935, Syar.g_03260
OG0000211	Pras.g_01085	Syar.g_03026
OG0000212	Pras.g_01092	Syar.g_03017
OG0000213	Pras.g_01109	Syar.g_00187
OG0000214	Pras.g_01119	Syar.g_00209
OG0000215	Pras.g_01144	Syar.g_00239
OG0000216	Pras.g_01145	Syar.g_00244
OG0000217	Pras.g_01148	Syar.g_00854
OG0000218	Pras.g_01150	Syar.g_00852
OG0000219	Pras.g_01151	Syar.g_00851
OG0000220	Pras.g_01152	Syar.g_00850, Syar.g_02026
OG0000221	Pras.g_01153	Syar.g_00834
OG0000222	Pras.g_01162	Syar.g_02119, Syar.g_00728
OG0000223	Pras.g_01175	Syar.g_00649
OG0000224	Pras.g_01177	Syar.g_00762, Syar.g_00273
OG0000225	Pras.g_01199	Syar.g_01142
OG0000226	Pras.g_01203	Syar.g_01146
OG0000227	Pras.g_01205	Syar.g_01148
OG0000228	Pras.g_01208	Syar.g_01161
OG0000229	Pras.g_01314	Syar.g_01177, Syar.g_03273
OG0000230	Pras.g_01316	Syar.g_01179, Syar.g_03275
OG0000231	Pras.g_01327	Syar.g_02865, Syar.g_03151
OG0000232	Pras.g_01335	Syar.g_01424
OG0000233	Pras.g_01341	Syar.g_03183, Syar.g_01247
OG0000234	Pras.g_01354	Syar.g_01275
OG0000235	Pras.g_01357	Syar.g_01468
OG0000236	Pras.g_01371	Syar.g_03311, Syar.g_01484
OG0000237	Pras.g_01384	Syar.g_01503
OG0000238	Pras.g_01390	Syar.g_01508
OG0000239	Pras.g_01402	Syar.g_03277, Syar.g_02687
OG0000240	Pras.g_01403	Syar.g_03278, Syar.g_02686
OG0000241	Pras.g_01407	Syar.g_02410
OG0000242	Pras.g_01409	Syar.g_01926
OG0000243	Pras.g_01420	Syar.g_02335
OG0000244	Pras.g_01423	Syar.g_02327
OG0000245	Pras.g_01425	Syar.g_02325, Syar.g_03238
OG0000246	Pras.g_01429	Syar.g_02321
OG0000247	Pras.g_01439	Syar.g_02310
OG0000248	Pras.g_01441	Syar.g_02307, Syar.g_03293
OG0000249	Pras.g_01443	Syar.g_02305
OG0000250	Pras.g_01448	Syar.g_02299, Syar.g_03194
OG0000251	Pras.g_01467	Syar.g_03207, Syar.g_02194
OG0000252	Pras.g_01470	Syar.g_02189, Syar.g_03263
OG0000253	Pras.g_01471	Syar.g_02028, Syar.g_03229
OG0000254	Pras.g_01487	Syar.g_02169
OG0000255	Pras.g_01493	Syar.g_00011, Syar.g_02224
OG0000256	Pras.g_01503	Syar.g_02244
OG0000257	Pras.g_01506	Syar.g_02407, Syar.g_01762
OG0000258	Pras.g_01519	Syar.g_02427, Syar.g_00010
OG0000259	Pras.g_01536	Syar.g_02472
OG0000260	Pras.g_01539	Syar.g_03220, Syar.g_02475
OG0000261	Pras.g_01541	Syar.g_01916
OG0000262	Pras.g_00327, Pras.g_01545	Syar.g_01690
OG0000263	Pras.g_01557	Syar.g_01991
OG0000264	Pras.g_01567	Syar.g_02135, Syar.g_03267
OG0000266	Pras.g_01616	Syar.g_01570
OG0000267	Pras.g_01627	Syar.g_01873
OG0000268	Pras.g_01628	Syar.g_02589
OG0000269	Pras.g_01696	Syar.g_02634
OG0000270	Pras.g_01699	Syar.g_00744, Syar.g_02637
OG0000271	Pras.g_01707	Syar.g_02645
OG0000272	Pras.g_01708	Syar.g_02646
OG0000273	Pras.g_01731	Syar.g_02481, Syar.g_00008
OG0000274	Pras.g_01732	Syar.g_00009, Syar.g_02482
OG0000275	Pras.g_01734	Syar.g_01810
OG0000276	Pras.g_01739	Syar.g_01817
OG0000277	Pras.g_01740	Syar.g_01818, Syar.g_03242
OG0000278	Pras.g_01743	Syar.g_01821, Syar.g_03174
OG0000279	Pras.g_01750	Syar.g_01838
OG0000280	Pras.g_01751	Syar.g_02067, Syar.g_00734
OG0000281	Pras.g_01756	Syar.g_02218
OG0000282	Pras.g_01803	Syar.g_01614, Syar.g_03255
OG0000283	Pras.g_01836	Syar.g_02574
OG0000284	Pras.g_01841	Syar.g_03258, Syar.g_02568
OG0000285	Pras.g_01846	Syar.g_02560
OG0000286	Pras.g_01858	Syar.g_02540
OG0000287	Pras.g_01875	Syar.g_02512
OG0000288	Pras.g_01907	Syar.g_01801
OG0000289	Pras.g_01918	Syar.g_03305, Syar.g_01786
OG0000290	Pras.g_01931	Syar.g_01928
OG0000291	Pras.g_01933	Syar.g_01930
OG0000292	Pras.g_01982	Syar.g_00463
OG0000293	Pras.g_00047	Syar.g_03297, Syar.g_01526
OG0000294	Pras.g_00048	Syar.g_01527, Syar.g_03296
OG0000295	Pras.g_00068	Syar.g_01951, Syar.g_03208
OG0000296	Pras.g_00070	Syar.g_01953
OG0000297	Pras.g_00078	Syar.g_01967, Syar.g_03216
OG0000298	Pras.g_00079	Syar.g_01968, Syar.g_03215
OG0000299	Pras.g_00096, Pras.g_00097	Syar.g_01704
OG0000300	Pras.g_00100	Syar.g_01646, Syar.g_01711
OG0000301	Pras.g_00101	Syar.g_01712
OG0000302	Pras.g_00103	Syar.g_01713
OG0000303	Pras.g_00110	Syar.g_03136, Syar.g_01723
OG0000304	Pras.g_00114	Syar.g_01728
OG0000305	Pras.g_00242	Syar.g_01933, Syar.g_03163
OG0000306	Pras.g_00245	Syar.g_01884, Syar.g_03140
OG0000307	Pras.g_00259	Syar.g_01452, Syar.g_03153
OG0000308	Pras.g_00260	Syar.g_01450
OG0000309	Pras.g_00264	Syar.g_01239
OG0000310	Pras.g_00335	Syar.g_02826
OG0000311	Pras.g_00337	Syar.g_02823
OG0000312	Pras.g_00340	Syar.g_00015, Syar.g_02818
OG0000313	Pras.g_00354	Syar.g_02804
OG0000314	Pras.g_00377	Syar.g_01403
OG0000315	Pras.g_00388	Syar.g_01393
OG0000316	Pras.g_00410	Syar.g_02885
OG0000317	Pras.g_00548	Syar.g_02926
OG0000318	Pras.g_00551	Syar.g_02930
OG0000319	Pras.g_00564	Syar.g_02954
OG0000320	Pras.g_00566	Syar.g_02956
OG0000321	Pras.g_00567	Syar.g_02957
OG0000322	Pras.g_00568	Syar.g_02958
OG0000323	Pras.g_00577	Syar.g_02973
OG0000324	Pras.g_00604	Syar.g_00350, Syar.g_03001
OG0000325	Pras.g_00614	Syar.g_03291, Syar.g_00148
OG0000326	Pras.g_00620	Syar.g_00139, Syar.g_03134
OG0000327	Pras.g_00646	Syar.g_01029
OG0000328	Pras.g_00647	Syar.g_01030
OG0000329	Pras.g_00664	Syar.g_03189, Syar.g_01048
OG0000330	Pras.g_00665	Syar.g_03190, Syar.g_01049
OG0000331	Pras.g_00666	Syar.g_01050, Syar.g_03191
OG0000332	Pras.g_00680	Syar.g_01064, Syar.g_03299
OG0000333	Pras.g_00682	Syar.g_01067
OG0000334	Pras.g_00690	Syar.g_01076
OG0000335	Pras.g_00695	Syar.g_01080
OG0000336	Pras.g_00699	Syar.g_01084
OG0000337	Pras.g_00715	Syar.g_00285
OG0000338	Pras.g_00716	Syar.g_03225, Syar.g_00287
OG0000339	Pras.g_00720	Syar.g_00658
OG0000340	Pras.g_00728	Syar.g_00247
OG0000341	Pras.g_00730	Syar.g_00249
OG0000342	Pras.g_00731	Syar.g_00250
OG0000343	Pras.g_00732	Syar.g_00256
OG0000344	Pras.g_00735	Syar.g_00260
OG0000345	Pras.g_00740	Syar.g_00612
OG0000346	Pras.g_00744	Syar.g_00607
OG0000347	Pras.g_00761	Syar.g_00558
OG0000348	Pras.g_00771	Syar.g_00544
OG0000349	Pras.g_00788	Syar.g_00521
OG0000350	Pras.g_00806, Pras.g_00131	Syar.g_00132
OG0000351	Pras.g_00824	Syar.g_00442
OG0000352	Pras.g_00825	Syar.g_00443
OG0000353	Pras.g_00841	Syar.g_00469
OG0000355	Pras.g_00843	Syar.g_00471
OG0000356	Pras.g_00844	Syar.g_00472
OG0000357	Pras.g_00845	Syar.g_00473
OG0000358	Pras.g_00849	Syar.g_00477
OG0000359	Pras.g_00850	Syar.g_00479
OG0000360	Pras.g_00851	Syar.g_00480
OG0000361	Pras.g_00852	Syar.g_00481
OG0000362	Pras.g_00854	Syar.g_00483
OG0000363	Pras.g_00856	Syar.g_00484
OG0000364	Pras.g_00857	Syar.g_02928
OG0000365	Pras.g_00862	Syar.g_00493
OG0000366	Pras.g_00863	Syar.g_00494
OG0000367	Pras.g_00864	Syar.g_03262, Syar.g_00495
OG0000368	Pras.g_00866	Syar.g_00497
OG0000369	Pras.g_00867	Syar.g_00498
OG0000370	Pras.g_00868	Syar.g_00499
OG0000371	Pras.g_00874	Syar.g_00508
OG0000372	Pras.g_00877	Syar.g_00514
OG0000373	Pras.g_00878	Syar.g_00515
OG0000374	Pras.g_00879	Syar.g_00516
OG0000375	Pras.g_00893	Syar.g_00517
OG0000376	Pras.g_00895	Syar.g_00519
OG0000377	Pras.g_00898	Syar.g_00322
OG0000378	Pras.g_00900	Syar.g_00905
OG0000379	Pras.g_00903	Syar.g_00910
OG0000380	Pras.g_00918	Syar.g_03039
OG0000381	Pras.g_00922	Syar.g_03041
OG0000382	Pras.g_00932	Syar.g_03057
OG0000383	Pras.g_00934	Syar.g_03074
OG0000384	Pras.g_00935	Syar.g_03075
OG0000385	Pras.g_00936	Syar.g_03076
OG0000386	Pras.g_00937	Syar.g_03077
OG0000387	Pras.g_00950	Syar.g_03109
OG0000388	Pras.g_00953	Syar.g_03148, Syar.g_03113
OG0000389	Pras.g_00957	Syar.g_03118
OG0000390	Pras.g_00964	Syar.g_00033
OG0000391	Pras.g_00967	Syar.g_00038
OG0000392	Pras.g_00971	Syar.g_00045
OG0000393	Pras.g_00973	Syar.g_00048
OG0000394	Pras.g_00974	Syar.g_00049
OG0000395	Pras.g_00975	Syar.g_00050
OG0000396	Pras.g_00978	Syar.g_00053
OG0000397	Pras.g_00980	Syar.g_00055
OG0000398	Pras.g_00982	Syar.g_00060
OG0000399	Pras.g_00983	Syar.g_00061
OG0000400	Pras.g_00984	Syar.g_00062
OG0000401	Pras.g_00985	Syar.g_00063
OG0000402	Pras.g_00987	Syar.g_00065
OG0000403	Pras.g_00988	Syar.g_00066
OG0000404	Pras.g_00989	Syar.g_00067
OG0000405	Pras.g_00993	Syar.g_00076
OG0000406	Pras.g_00998	Syar.g_00080
OG0000407	Pras.g_00999	Syar.g_00081
OG0000408	Pras.g_01001	Syar.g_00083
OG0000409	Pras.g_01003	Syar.g_00085
OG0000410	Pras.g_01004	Syar.g_00086
OG0000411	Pras.g_01005	Syar.g_00087
OG0000412	Pras.g_01006	Syar.g_00088
OG0000413	Pras.g_01007	Syar.g_00090
OG0000414	Pras.g_01008	Syar.g_00091, Syar.g_03179
OG0000415	Pras.g_01009	Syar.g_00092
OG0000416	Pras.g_01010	Syar.g_00093
OG0000417	Pras.g_01011	Syar.g_00095
OG0000418	Pras.g_01016	Syar.g_00100
OG0000419	Pras.g_01018	Syar.g_00102
OG0000420	Pras.g_01019	Syar.g_00104
OG0000421	Pras.g_01024	Syar.g_00109
OG0000422	Pras.g_01025	Syar.g_00110
OG0000423	Pras.g_01026	Syar.g_00111
OG0000424	Pras.g_01027	Syar.g_00112
OG0000425	Pras.g_01028	Syar.g_00113
OG0000426	Pras.g_01029	Syar.g_00114
OG0000427	Pras.g_01030	Syar.g_00115
OG0000428	Pras.g_01032	Syar.g_00118
OG0000429	Pras.g_01033	Syar.g_00121
OG0000430	Pras.g_01034	Syar.g_00123
OG0000431	Pras.g_01036	Syar.g_00127
OG0000432	Pras.g_01039	Syar.g_01009
OG0000433	Pras.g_01040	Syar.g_01007
OG0000434	Pras.g_01041	Syar.g_01006
OG0000435	Pras.g_01042	Syar.g_01003
OG0000436	Pras.g_01047	Syar.g_00994
OG0000437	Pras.g_01048	Syar.g_00993
OG0000438	Pras.g_01049	Syar.g_00992
OG0000439	Pras.g_01051	Syar.g_00990
OG0000440	Pras.g_01052	Syar.g_00989
OG0000441	Pras.g_01055	Syar.g_00986
OG0000442	Pras.g_01056	Syar.g_00977
OG0000443	Pras.g_01057	Syar.g_00964
OG0000444	Pras.g_01063	Syar.g_00954
OG0000445	Pras.g_01064	Syar.g_00953
OG0000446	Pras.g_01065	Syar.g_00951
OG0000447	Pras.g_01066	Syar.g_00948
OG0000448	Pras.g_01067	Syar.g_00947
OG0000449	Pras.g_01068	Syar.g_00946
OG0000450	Pras.g_01069	Syar.g_00939
OG0000451	Pras.g_01070	Syar.g_00938
OG0000452	Pras.g_01073	Syar.g_00934
OG0000453	Pras.g_01074	Syar.g_00933
OG0000454	Pras.g_01075	Syar.g_00932
OG0000455	Pras.g_01076	Syar.g_00931
OG0000456	Pras.g_01077	Syar.g_00930
OG0000457	Pras.g_01078	Syar.g_00928
OG0000458	Pras.g_01079	Syar.g_00918
OG0000459	Pras.g_01080	Syar.g_00917
OG0000460	Pras.g_01087	Syar.g_03024
OG0000461	Pras.g_01094	Syar.g_00153
OG0000462	Pras.g_01096	Syar.g_00155
OG0000463	Pras.g_01097	Syar.g_00156
OG0000464	Pras.g_01098	Syar.g_00157
OG0000465	Pras.g_01099	Syar.g_00159
OG0000466	Pras.g_01102	Syar.g_00164
OG0000467	Pras.g_01103	Syar.g_00165
OG0000468	Pras.g_01105	Syar.g_00170
OG0000469	Pras.g_01114	Syar.g_00203
OG0000470	Pras.g_01116	Syar.g_00206
OG0000471	Pras.g_01117	Syar.g_00207
OG0000472	Pras.g_01118	Syar.g_00208
OG0000473	Pras.g_01120	Syar.g_00210
OG0000474	Pras.g_01121	Syar.g_00211
OG0000475	Pras.g_01122	Syar.g_00212
OG0000476	Pras.g_01123	Syar.g_00214
OG0000477	Pras.g_01127	Syar.g_00219
OG0000478	Pras.g_01128	Syar.g_00220
OG0000479	Pras.g_01129	Syar.g_00221
OG0000480	Pras.g_01134	Syar.g_00228
OG0000481	Pras.g_01136	Syar.g_00230
OG0000482	Pras.g_01137	Syar.g_00231
OG0000483	Pras.g_01140	Syar.g_00235
OG0000484	Pras.g_01141	Syar.g_00236
OG0000485	Pras.g_01142	Syar.g_00237
OG0000486	Pras.g_01143	Syar.g_00024, Syar.g_00238
OG0000487	Pras.g_01146	Syar.g_00245
OG0000488	Pras.g_01149	Syar.g_00853
OG0000489	Pras.g_01155	Syar.g_00833
OG0000490	Pras.g_01160	Syar.g_00823
OG0000491	Pras.g_01161	Syar.g_00822
OG0000492	Pras.g_01163	Syar.g_00727
OG0000493	Pras.g_01164	Syar.g_00726
OG0000494	Pras.g_01165	Syar.g_00725
OG0000495	Pras.g_01166	Syar.g_00724
OG0000496	Pras.g_01167	Syar.g_00723
OG0000497	Pras.g_01168	Syar.g_00722
OG0000498	Pras.g_01169	Syar.g_00721
OG0000499	Pras.g_01170	Syar.g_00720
OG0000500	Pras.g_01171	Syar.g_00719
OG0000501	Pras.g_01173	Syar.g_00716
OG0000502	Pras.g_01176	Syar.g_00275
OG0000503	Pras.g_01187	Syar.g_01118
OG0000504	Pras.g_01188	Syar.g_01120
OG0000505	Pras.g_01189	Syar.g_01121
OG0000506	Pras.g_01191	Syar.g_01123
OG0000507	Pras.g_01194	Syar.g_01129
OG0000508	Pras.g_01198	Syar.g_01141
OG0000509	Pras.g_01200	Syar.g_01143
OG0000510	Pras.g_01201	Syar.g_01144
OG0000511	Pras.g_01202	Syar.g_01145
OG0000512	Pras.g_01204	Syar.g_01147
OG0000513	Pras.g_01211	Syar.g_01166
OG0000514	Pras.g_01309	Syar.g_01169
OG0000515	Pras.g_01310	Syar.g_01170
OG0000516	Pras.g_01311	Syar.g_01172
OG0000517	Pras.g_01313	Syar.g_01176
OG0000518	Pras.g_01324	Syar.g_02868
OG0000519	Pras.g_01325	Syar.g_02867
OG0000520	Pras.g_01326	Syar.g_02866
OG0000521	Pras.g_01331	Syar.g_01419
OG0000522	Pras.g_01332	Syar.g_01421
OG0000523	Pras.g_01333	Syar.g_01422
OG0000524	Pras.g_01339	Syar.g_01244
OG0000525	Pras.g_01342	Syar.g_01263
OG0000526	Pras.g_01343	Syar.g_01266
OG0000527	Pras.g_01351	Syar.g_01271
OG0000528	Pras.g_01356	Syar.g_01466
OG0000529	Pras.g_01359	Syar.g_01470
OG0000530	Pras.g_01362	Syar.g_01473
OG0000531	Pras.g_01363	Syar.g_01474
OG0000532	Pras.g_01365	Syar.g_01477
OG0000533	Pras.g_01366	Syar.g_01479
OG0000534	Pras.g_01367	Syar.g_01480
OG0000535	Pras.g_01368	Syar.g_01481
OG0000536	Pras.g_01369	Syar.g_01482
OG0000537	Pras.g_01370	Syar.g_01483
OG0000538	Pras.g_01378	Syar.g_01496
OG0000539	Pras.g_01379	Syar.g_01497
OG0000540	Pras.g_01380	Syar.g_01498
OG0000541	Pras.g_01381	Syar.g_01499
OG0000542	Pras.g_01383	Syar.g_01502
OG0000543	Pras.g_01385	Syar.g_01504
OG0000544	Pras.g_01386	Syar.g_01505
OG0000545	Pras.g_01388	Syar.g_01507
OG0000546	Pras.g_01391	Syar.g_01509
OG0000547	Pras.g_01393	Syar.g_01511
OG0000548	Pras.g_01394	Syar.g_01512
OG0000549	Pras.g_01396	Syar.g_02693
OG0000550	Pras.g_01401	Syar.g_02689
OG0000551	Pras.g_01404	Syar.g_02684
OG0000552	Pras.g_01405	Syar.g_02683
OG0000553	Pras.g_01406	Syar.g_02679
OG0000554	Pras.g_01411	Syar.g_02352
OG0000555	Pras.g_01419	Syar.g_02336
OG0000556	Pras.g_01421	Syar.g_02332
