Orthogroup	Pram	Syab
OG0000145	Pram.g_01534	Syab.g_02120
OG0000146	Pram.g_00934	Syab.g_01393
OG0000147	Pram.g_00933	Syab.g_01394
OG0000148	Pram.g_00826	Syab.g_01682
OG0000149	Pram.g_00858	Syab.g_01720
OG0000150	Pram.g_00868	Syab.g_01930
OG0000151	Pram.g_00744	Syab.g_01612
OG0000152	Pram.g_00943	Syab.g_01383
OG0000153	Pram.g_00961	Syab.g_01343
OG0000154	Pram.g_00978	Syab.g_01317
OG0000155	Pram.g_01118	Syab.g_01009
OG0000156	Pram.g_01219	Syab.g_00933
OG0000157	Pram.g_01220	Syab.g_00932
OG0000158	Pram.g_01815	Syab.g_00161
OG0000160	Pram.g_01377	Syab.g_00774
OG0000161	Pram.g_01145, Pram.g_01371	Syab.g_00766
OG0000162	Pram.g_01365	Syab.g_00755
OG0000163	Pram.g_01326	Syab.g_02173
OG0000164	Pram.g_01656	Syab.g_02307
OG0000165	Pram.g_01664	Syab.g_02316
OG0000166	Pram.g_01733	Syab.g_00407
OG0000167	Pram.g_01805	Syab.g_00205
OG0000168	Pram.g_01816	Syab.g_00136
OG0000169	Pram.g_01826	Syab.g_00125
OG0000170	Pram.g_01829	Syab.g_00118
OG0000171	Pram.g_01849	Syab.g_00089
OG0000172	Pram.g_01856	Syab.g_00080
OG0000173	Pram.g_01871	Syab.g_00061
OG0000174	Pram.g_01902	Syab.g_02819
OG0000175	Pram.g_01914	Syab.g_02876
OG0000176	Pram.g_01942	Syab.g_00004
OG0000177	Pram.g_01943	Syab.g_00005
OG0000178	Pram.g_01944	Syab.g_00006
OG0000179	Pram.g_00003	Syab.g_00022
OG0000180	Pram.g_00004	Syab.g_00023
OG0000181	Pram.g_00005	Syab.g_00024
OG0000182	Pram.g_00006	Syab.g_00025
OG0000183	Pram.g_00010	Syab.g_00029
OG0000184	Pram.g_00033	Syab.g_02738
OG0000185	Pram.g_00036	Syab.g_02715
OG0000186	Pram.g_00048	Syab.g_02430
OG0000187	Pram.g_00049	Syab.g_02431
OG0000188	Pram.g_00066	Syab.g_02454
OG0000189	Pram.g_00080	Syab.g_02487
OG0000190	Pram.g_00081	Syab.g_00190, Syab.g_00139
OG0000191	Pram.g_00103	Syab.g_02522
OG0000192	Pram.g_00108	Syab.g_02528
OG0000193	Pram.g_00131	Syab.g_02565
OG0000194	Pram.g_00134	Syab.g_02568
OG0000195	Pram.g_00136	Syab.g_02570
OG0000196	Pram.g_00146	Syab.g_02581
OG0000197	Pram.g_00147	Syab.g_02582
OG0000198	Pram.g_00148	Syab.g_02583
OG0000199	Pram.g_00155	Syab.g_02591
OG0000200	Pram.g_00168	Syab.g_02611
OG0000201	Pram.g_00177	Syab.g_02628
OG0000202	Pram.g_00178	Syab.g_02629
OG0000203	Pram.g_00179	Syab.g_02630
OG0000204	Pram.g_00180	Syab.g_02631
OG0000205	Pram.g_00187	Syab.g_02638
OG0000206	Pram.g_00192	Syab.g_02674
OG0000207	Pram.g_00194	Syab.g_02677
OG0000208	Pram.g_00195	Syab.g_02678
OG0000209	Pram.g_00204	Syab.g_02698
OG0000210	Pram.g_00205	Syab.g_02699
OG0000211	Pram.g_00220	Syab.g_02374
OG0000212	Pram.g_00228	Syab.g_02365
OG0000213	Pram.g_00246	Syab.g_00332
OG0000214	Pram.g_00255	Syab.g_00312
OG0000215	Pram.g_00282	Syab.g_00281
OG0000216	Pram.g_00283	Syab.g_00277
OG0000217	Pram.g_00286	Syab.g_00273
OG0000218	Pram.g_00288	Syab.g_00271
OG0000219	Pram.g_00289	Syab.g_00270
OG0000220	Pram.g_00290	Syab.g_00269
OG0000221	Pram.g_00291	Syab.g_00257
OG0000222	Pram.g_00298	Syab.g_00244
OG0000223	Pram.g_00311	Syab.g_00226
OG0000224	Pram.g_00313	Syab.g_00223
OG0000225	Pram.g_00341	Syab.g_00538
OG0000226	Pram.g_00345	Syab.g_00542
OG0000227	Pram.g_00347	Syab.g_00544
OG0000228	Pram.g_00351	Syab.g_00550
OG0000229	Pram.g_00371	Syab.g_00583
OG0000230	Pram.g_00373	Syab.g_00585
OG0000231	Pram.g_00384	Syab.g_00613
OG0000232	Pram.g_00397	Syab.g_00631
OG0000233	Pram.g_00402	Syab.g_00645
OG0000234	Pram.g_00412	Syab.g_00699
OG0000235	Pram.g_00415	Syab.g_02095
OG0000236	Pram.g_00429	Syab.g_02111
OG0000237	Pram.g_00443	Syab.g_02129
OG0000238	Pram.g_00449	Syab.g_02134
OG0000239	Pram.g_00462	Syab.g_02151
OG0000240	Pram.g_00463	Syab.g_02152
OG0000241	Pram.g_00468	Syab.g_01884
OG0000242	Pram.g_00470	Syab.g_02043
OG0000243	Pram.g_00480	Syab.g_02025
OG0000244	Pram.g_00483	Syab.g_02017
OG0000245	Pram.g_00485	Syab.g_02015
OG0000246	Pram.g_00489	Syab.g_02011
OG0000247	Pram.g_00500	Syab.g_01999
OG0000248	Pram.g_00503	Syab.g_01996
OG0000249	Pram.g_00505	Syab.g_01994
OG0000250	Pram.g_00510	Syab.g_01988
OG0000251	Pram.g_00528	Syab.g_01961
OG0000252	Pram.g_00531	Syab.g_01958
OG0000253	Pram.g_00532	Syab.g_01956
OG0000254	Pram.g_00549	Syab.g_01925
OG0000255	Pram.g_00555	Syab.g_01912
OG0000256	Pram.g_00566	Syab.g_01890
OG0000257	Pram.g_01080	Syab.g_01885
OG0000258	Pram.g_01067	Syab.g_01861
OG0000259	Pram.g_01050	Syab.g_01538
OG0000260	Pram.g_01047	Syab.g_01544
OG0000261	Pram.g_01044	Syab.g_01556
OG0000262	Pram.g_01039	Syab.g_01561
OG0000263	Pram.g_00771	Syab.g_01035
OG0000264	Pram.g_00782	Syab.g_01173
OG0000265	Pram.g_00801	Syab.g_01773
OG0000266	Pram.g_01020	Syab.g_01667
OG0000267	Pram.g_01007	Syab.g_01433
OG0000268	Pram.g_01006	Syab.g_01432
OG0000269	Pram.g_00804	Syab.g_01650
OG0000270	Pram.g_00807	Syab.g_01657
OG0000271	Pram.g_00815	Syab.g_01279
OG0000272	Pram.g_00816	Syab.g_01280
OG0000274	Pram.g_00840	Syab.g_01700
OG0000275	Pram.g_00843	Syab.g_01704
OG0000276	Pram.g_00849	Syab.g_01712
OG0000277	Pram.g_00850	Syab.g_01713
OG0000278	Pram.g_00853	Syab.g_01716
OG0000279	Pram.g_00861	Syab.g_01724
OG0000280	Pram.g_00862	Syab.g_01736
OG0000281	Pram.g_00870	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546
OG0000282	Pram.g_00736	Syab.g_01631
OG0000283	Pram.g_00916	Syab.g_01418
OG0000284	Pram.g_00921	Syab.g_01413
OG0000285	Pram.g_00926	Syab.g_01402
OG0000286	Pram.g_00942	Syab.g_01384
OG0000287	Pram.g_01199	Syab.g_01350
OG0000288	Pram.g_00977	Syab.g_01318
OG0000289	Pram.g_00992	Syab.g_01303
OG0000290	Pram.g_00891	Syab.g_01213
OG0000291	Pram.g_00889	Syab.g_01211
OG0000292	Pram.g_01185	Syab.g_02907
OG0000293	Pram.g_01150	Syab.g_00946
OG0000294	Pram.g_01149	Syab.g_00947
OG0000295	Pram.g_01125	Syab.g_01001
OG0000296	Pram.g_01123	Syab.g_01003
OG0000297	Pram.g_01114	Syab.g_01016
OG0000298	Pram.g_01113	Syab.g_01017
OG0000299	Pram.g_01094	Syab.g_01047
OG0000300	Pram.g_01091	Syab.g_01054
OG0000301	Pram.g_01090	Syab.g_01055
OG0000302	Pram.g_01088	Syab.g_01056
OG0000303	Pram.g_01082	Syab.g_01149
OG0000304	Pram.g_00571	Syab.g_01143
OG0000305	Pram.g_01183	Syab.g_01208
OG0000306	Pram.g_00874	Syab.g_01819
OG0000307	Pram.g_01458	Syab.g_02078
OG0000308	Pram.g_01457	Syab.g_02076
OG0000309	Pram.g_01453	Syab.g_02071
OG0000310	Pram.g_01395	Syab.g_00817
OG0000311	Pram.g_01393	Syab.g_00811
OG0000312	Pram.g_01390	Syab.g_00793
OG0000313	Pram.g_01374	Syab.g_00769
OG0000314	Pram.g_01351	Syab.g_00736
OG0000315	Pram.g_01341	Syab.g_00726
OG0000316	Pram.g_01315	Syab.g_02189
OG0000317	Pram.g_01629	Syab.g_02251
OG0000318	Pram.g_01633	Syab.g_02257
OG0000319	Pram.g_01646	Syab.g_02291
OG0000320	Pram.g_01648	Syab.g_02293
OG0000321	Pram.g_01649	Syab.g_02294
OG0000322	Pram.g_01650	Syab.g_02295
OG0000323	Pram.g_01659	Syab.g_02310
OG0000324	Pram.g_01687	Syab.g_02341
OG0000325	Pram.g_01697	Syab.g_00368
OG0000326	Pram.g_01704	Syab.g_00375
OG0000327	Pram.g_01728	Syab.g_00402
OG0000328	Pram.g_01729	Syab.g_00403
OG0000329	Pram.g_01746	Syab.g_00420
OG0000330	Pram.g_01747	Syab.g_00421
OG0000331	Pram.g_01748	Syab.g_00422
OG0000332	Pram.g_01762	Syab.g_00437
OG0000333	Pram.g_01764	Syab.g_00440
OG0000334	Pram.g_01773	Syab.g_00450
OG0000335	Pram.g_01778	Syab.g_00455
OG0000336	Pram.g_01782	Syab.g_00459
OG0000337	Pram.g_01801	Syab.g_00210
OG0000338	Pram.g_01802	Syab.g_00207
OG0000339	Pram.g_01808	Syab.g_00201
OG0000340	Pram.g_01817	Syab.g_00135
OG0000341	Pram.g_01819	Syab.g_00157, Syab.g_00133
OG0000342	Pram.g_01820	Syab.g_00132
OG0000343	Pram.g_01821	Syab.g_00131
OG0000344	Pram.g_01824	Syab.g_00127
OG0000345	Pram.g_01830	Syab.g_00117
OG0000346	Pram.g_01834	Syab.g_00112
OG0000347	Pram.g_01851	Syab.g_00087
OG0000348	Pram.g_01859	Syab.g_00076
OG0000349	Pram.g_01877	Syab.g_00054
OG0000350	Pram.g_01898	Syab.g_00382
OG0000351	Pram.g_01917	Syab.g_02879
OG0000352	Pram.g_01918	Syab.g_02880
OG0000353	Pram.g_01937	Syab.g_02913
OG0000355	Pram.g_01939	Syab.g_00001
OG0000356	Pram.g_01940	Syab.g_00002
OG0000357	Pram.g_01941	Syab.g_00003
OG0000358	Pram.g_01945	Syab.g_00007
OG0000359	Pram.g_01946	Syab.g_00009
OG0000360	Pram.g_01947	Syab.g_00010
OG0000361	Pram.g_01948	Syab.g_00011
OG0000362	Pram.g_01950	Syab.g_00013
OG0000363	Pram.g_00001	Syab.g_00015
OG0000364	Pram.g_00002	Syab.g_00016
OG0000365	Pram.g_00007	Syab.g_00026
OG0000366	Pram.g_00008	Syab.g_00027
OG0000367	Pram.g_00009	Syab.g_00028
OG0000368	Pram.g_00011	Syab.g_00030
OG0000369	Pram.g_00012	Syab.g_00031
OG0000370	Pram.g_00013	Syab.g_00032
OG0000371	Pram.g_00019	Syab.g_00711, Syab.g_00039
OG0000372	Pram.g_00021	Syab.g_00045
OG0000373	Pram.g_00022	Syab.g_00046
OG0000374	Pram.g_00023	Syab.g_00047
OG0000375	Pram.g_00024	Syab.g_00050
OG0000376	Pram.g_00026	Syab.g_00052
OG0000377	Pram.g_00030	Syab.g_02748
OG0000378	Pram.g_00034	Syab.g_02717
OG0000379	Pram.g_00037	Syab.g_02714
OG0000380	Pram.g_00050	Syab.g_02432
OG0000381	Pram.g_00055	Syab.g_02435
OG0000382	Pram.g_00065	Syab.g_02453
OG0000383	Pram.g_00067	Syab.g_02459
OG0000384	Pram.g_00068	Syab.g_02460
OG0000385	Pram.g_00069	Syab.g_02461
OG0000386	Pram.g_00070	Syab.g_02462
OG0000387	Pram.g_00083	Syab.g_02491
OG0000388	Pram.g_00087	Syab.g_02495
OG0000389	Pram.g_00090	Syab.g_02499
OG0000390	Pram.g_00099	Syab.g_02516
OG0000391	Pram.g_00102	Syab.g_02521
OG0000392	Pram.g_00106	Syab.g_02527
OG0000393	Pram.g_00109	Syab.g_02530
OG0000394	Pram.g_00110	Syab.g_02531
OG0000395	Pram.g_00111	Syab.g_02532
OG0000396	Pram.g_00113	Syab.g_02535
OG0000397	Pram.g_00115	Syab.g_02537
OG0000398	Pram.g_00118	Syab.g_02542
OG0000399	Pram.g_00119	Syab.g_02543
OG0000400	Pram.g_00120	Syab.g_02544
OG0000401	Pram.g_00121	Syab.g_02545
OG0000402	Pram.g_01001	Syab.g_02547
OG0000403	Pram.g_00123	Syab.g_02548
OG0000404	Pram.g_00124	Syab.g_02550
OG0000405	Pram.g_00128	Syab.g_02562
OG0000406	Pram.g_00132	Syab.g_02566
OG0000407	Pram.g_00133	Syab.g_02567
OG0000408	Pram.g_00135	Syab.g_02569
OG0000409	Pram.g_00137	Syab.g_02571
OG0000410	Pram.g_00138	Syab.g_02572
OG0000411	Pram.g_00139	Syab.g_02573
OG0000412	Pram.g_00140	Syab.g_02574
OG0000413	Pram.g_00141	Syab.g_02576
OG0000414	Pram.g_00142	Syab.g_02577
OG0000415	Pram.g_00143	Syab.g_02578
OG0000416	Pram.g_00144	Syab.g_02579
OG0000417	Pram.g_00145	Syab.g_02580
OG0000418	Pram.g_00150	Syab.g_02585
OG0000419	Pram.g_00152	Syab.g_02587
OG0000420	Pram.g_00153	Syab.g_02589
OG0000421	Pram.g_00157	Syab.g_02595
OG0000422	Pram.g_00158	Syab.g_02596
OG0000423	Pram.g_00159	Syab.g_02597
OG0000424	Pram.g_00160	Syab.g_02598
OG0000425	Pram.g_00161	Syab.g_02599
OG0000426	Pram.g_00162	Syab.g_02600
OG0000427	Pram.g_00163	Syab.g_02601
OG0000428	Pram.g_00165	Syab.g_02604
OG0000429	Pram.g_00166	Syab.g_02608
OG0000430	Pram.g_00167	Syab.g_02610
OG0000431	Pram.g_00169	Syab.g_02613
OG0000432	Pram.g_00173	Syab.g_02619
OG0000433	Pram.g_00174	Syab.g_02622
OG0000434	Pram.g_00175	Syab.g_02623
OG0000435	Pram.g_00176	Syab.g_02625
OG0000436	Pram.g_00181	Syab.g_02632
OG0000437	Pram.g_00182	Syab.g_02633
OG0000438	Pram.g_00183	Syab.g_02634
OG0000439	Pram.g_00185	Syab.g_02636
OG0000440	Pram.g_00186	Syab.g_02637
OG0000441	Pram.g_00189	Syab.g_02641
OG0000442	Pram.g_00190	Syab.g_02642
OG0000443	Pram.g_00191	Syab.g_02668
OG0000444	Pram.g_00196	Syab.g_02681
OG0000445	Pram.g_00197	Syab.g_02682
OG0000446	Pram.g_00198	Syab.g_02684
OG0000447	Pram.g_00199	Syab.g_02687
OG0000448	Pram.g_00200	Syab.g_02688
OG0000449	Pram.g_00201	Syab.g_02689
OG0000450	Pram.g_00202	Syab.g_02695
OG0000451	Pram.g_00203	Syab.g_02696
OG0000452	Pram.g_00206	Syab.g_02701
OG0000453	Pram.g_00207	Syab.g_02702
OG0000454	Pram.g_00208	Syab.g_02703
OG0000455	Pram.g_00209	Syab.g_02704
OG0000456	Pram.g_00210	Syab.g_02705
OG0000457	Pram.g_00212	Syab.g_02707
OG0000458	Pram.g_00213	Syab.g_02708
OG0000459	Pram.g_00214	Syab.g_02709
OG0000460	Pram.g_00222	Syab.g_02372
OG0000461	Pram.g_00230	Syab.g_00356
OG0000462	Pram.g_00232	Syab.g_00352
OG0000463	Pram.g_00233	Syab.g_00351
OG0000464	Pram.g_00234	Syab.g_00350
OG0000465	Pram.g_00235	Syab.g_00349
OG0000466	Pram.g_00238	Syab.g_00343
OG0000467	Pram.g_00239	Syab.g_00341
OG0000468	Pram.g_00242	Syab.g_00336
OG0000469	Pram.g_00250	Syab.g_00318
OG0000470	Pram.g_00252	Syab.g_00316
OG0000471	Pram.g_00253	Syab.g_00315
OG0000472	Pram.g_00254	Syab.g_00313
OG0000473	Pram.g_00256	Syab.g_00311
OG0000474	Pram.g_00257	Syab.g_00310
OG0000475	Pram.g_00258	Syab.g_00309
OG0000476	Pram.g_00260	Syab.g_00307
OG0000477	Pram.g_00263	Syab.g_00301
OG0000478	Pram.g_00264	Syab.g_00300
OG0000479	Pram.g_00265	Syab.g_00299
OG0000480	Pram.g_00270	Syab.g_00292
OG0000481	Pram.g_00273	Syab.g_00290
OG0000482	Pram.g_00274	Syab.g_00289
OG0000483	Pram.g_00277	Syab.g_00285
OG0000484	Pram.g_00278	Syab.g_00284
OG0000485	Pram.g_00280	Syab.g_00283
OG0000486	Pram.g_00281	Syab.g_00282
OG0000487	Pram.g_00284	Syab.g_00276
OG0000488	Pram.g_00287	Syab.g_00272
OG0000489	Pram.g_00292	Syab.g_00256
OG0000490	Pram.g_00296	Syab.g_00247
OG0000491	Pram.g_00297	Syab.g_00245
OG0000492	Pram.g_00299	Syab.g_00243
OG0000493	Pram.g_00300	Syab.g_00242
OG0000494	Pram.g_00301	Syab.g_00241
OG0000495	Pram.g_00302	Syab.g_00240
OG0000496	Pram.g_00303	Syab.g_00239
OG0000497	Pram.g_00304	Syab.g_00238
OG0000498	Pram.g_00305	Syab.g_00237
OG0000499	Pram.g_00306	Syab.g_00236
OG0000500	Pram.g_00307	Syab.g_00235
OG0000501	Pram.g_00309	Syab.g_00232
OG0000502	Pram.g_00312	Syab.g_00224
OG0000503	Pram.g_00328	Syab.g_00523
OG0000504	Pram.g_00330	Syab.g_00525
OG0000505	Pram.g_00331	Syab.g_00526
OG0000506	Pram.g_00332	Syab.g_00528
OG0000507	Pram.g_00336	Syab.g_00533
OG0000508	Pram.g_00340	Syab.g_00537
OG0000509	Pram.g_00342	Syab.g_00539
OG0000510	Pram.g_00343	Syab.g_00540
OG0000511	Pram.g_00344	Syab.g_00541
OG0000512	Pram.g_00346	Syab.g_00543
OG0000513	Pram.g_00355	Syab.g_00555
OG0000514	Pram.g_00366	Syab.g_00566
OG0000515	Pram.g_00367	Syab.g_00567
OG0000516	Pram.g_00368	Syab.g_00575
OG0000517	Pram.g_00370	Syab.g_00582
OG0000518	Pram.g_00381	Syab.g_00594
OG0000519	Pram.g_00382	Syab.g_00610
OG0000520	Pram.g_00383	Syab.g_00611
OG0000521	Pram.g_00393	Syab.g_00624
OG0000522	Pram.g_00395	Syab.g_00626
OG0000523	Pram.g_00396	Syab.g_00627
OG0000524	Pram.g_00400	Syab.g_00640
OG0000525	Pram.g_00404	Syab.g_00671
OG0000526	Pram.g_00406	Syab.g_00689
OG0000527	Pram.g_00409	Syab.g_00695
OG0000528	Pram.g_00414	Syab.g_02092
OG0000529	Pram.g_00417	Syab.g_02097
OG0000530	Pram.g_00420	Syab.g_02100
OG0000531	Pram.g_00421	Syab.g_02101
OG0000532	Pram.g_00423	Syab.g_02104
OG0000533	Pram.g_00424	Syab.g_02106
OG0000534	Pram.g_00425	Syab.g_02107
OG0000535	Pram.g_00426	Syab.g_02108
OG0000536	Pram.g_00427	Syab.g_02109
OG0000537	Pram.g_00428	Syab.g_02110
OG0000538	Pram.g_00438	Syab.g_02122
OG0000539	Pram.g_00439	Syab.g_02123
OG0000540	Pram.g_00440	Syab.g_02124
OG0000541	Pram.g_00441	Syab.g_02125
OG0000542	Pram.g_00442	Syab.g_02128
OG0000543	Pram.g_00444	Syab.g_02130
OG0000544	Pram.g_00445	Syab.g_02131
OG0000545	Pram.g_00447	Syab.g_02133
OG0000546	Pram.g_00450	Syab.g_02135
OG0000547	Pram.g_00452	Syab.g_02137
OG0000548	Pram.g_00453	Syab.g_02138
OG0000549	Pram.g_00456	Syab.g_02144
OG0000550	Pram.g_00461	Syab.g_02149
OG0000551	Pram.g_00464	Syab.g_02153
OG0000552	Pram.g_00465	Syab.g_02154
OG0000553	Pram.g_00466	Syab.g_02046
OG0000554	Pram.g_00472	Syab.g_02040
OG0000555	Pram.g_00479	Syab.g_02026
OG0000556	Pram.g_00481	Syab.g_02022
OG0000557	Pram.g_00482	Syab.g_02019
OG0000558	Pram.g_00484	Syab.g_02016
OG0000559	Pram.g_00488	Syab.g_02012
OG0000560	Pram.g_00491	Syab.g_02009
OG0000561	Pram.g_00492	Syab.g_02008
OG0000562	Pram.g_00493	Syab.g_02007
OG0000563	Pram.g_00494	Syab.g_02006
OG0000564	Pram.g_00495	Syab.g_02005
OG0000565	Pram.g_00498	Syab.g_02001
OG0000566	Pram.g_00502	Syab.g_01997
OG0000567	Pram.g_00506	Syab.g_01993
OG0000568	Pram.g_00507	Syab.g_01991
OG0000569	Pram.g_00508	Syab.g_01990
OG0000570	Pram.g_00509	Syab.g_01989
OG0000571	Pram.g_00511	Syab.g_01986
OG0000572	Pram.g_00523	Syab.g_01969
OG0000573	Pram.g_00529	Syab.g_01960
OG0000574	Pram.g_00530	Syab.g_01959
OG0000575	Pram.g_00534	Syab.g_01954
OG0000576	Pram.g_00536	Syab.g_01952
OG0000577	Pram.g_00537	Syab.g_01951
OG0000578	Pram.g_00538	Syab.g_01950
OG0000579	Pram.g_00539	Syab.g_01949
OG0000580	Pram.g_00540	Syab.g_01948
OG0000581	Pram.g_00543	Syab.g_01934
