Orthogroup	Pram	Syah
OG0000097	Pram.g_01093	Syah.g_01400
OG0000098	Pram.g_01478	Syah.g_00723
OG0000099	Pram.g_01445	Syah.g_00144
OG0000100	Pram.g_01298	Syah.g_01747
OG0000101	Pram.g_01770	Syah.g_00785
OG0000102	Pram.g_01838	Syah.g_00255
OG0000103	Pram.g_01925	Syah.g_00391
OG0000104	Pram.g_01934	Syah.g_00377
OG0000105	Pram.g_00262	Syah.g_00632
OG0000106	Pram.g_00677	Syah.g_01544
OG0000107	Pram.g_01696	Syah.g_00688
OG0000108	Pram.g_00416	Syah.g_00997
OG0000109	Pram.g_00430	Syah.g_01012
OG0000110	Pram.g_00513	Syah.g_01124
OG0000112	Pram.g_00935	Syah.g_01613
OG0000113	Pram.g_00832	Syah.g_01752
OG0000114	Pram.g_00734	Syah.g_01529
OG0000115	Pram.g_01201	Syah.g_01269
OG0000116	Pram.g_01151	Syah.g_02175
OG0000117	Pram.g_01112	Syah.g_01425
OG0000118	Pram.g_01242	Syah.g_01173
OG0000120	Pram.g_01446	Syah.g_00145
OG0000121	Pram.g_01376	Syah.g_01287
OG0000122	Pram.g_01204, Pram.g_01334	Syah.g_01900
OG0000123	Pram.g_01777	Syah.g_00793
OG0000124	Pram.g_01850	Syah.g_00272
OG0000125	Pram.g_01886	Syah.g_00504
OG0000126	Pram.g_01933	Syah.g_00379
OG0000128	Pram.g_01949	Syah.g_00361
OG0000129	Pram.g_00029	Syah.g_00516
OG0000130	Pram.g_00054	Syah.g_02483
OG0000131	Pram.g_00130	Syah.g_00052
OG0000132	Pram.g_00149	Syah.g_00072
OG0000133	Pram.g_00310	Syah.g_01618
OG0000134	Pram.g_00354	Syah.g_00891
OG0000135	Pram.g_01589	Syah.g_00465
OG0000136	Pram.g_00376	Syah.g_02227
OG0000137	Pram.g_00411	Syah.g_01221
OG0000138	Pram.g_00431	Syah.g_01013
OG0000139	Pram.g_00475	Syah.g_01070
OG0000140	Pram.g_00476	Syah.g_01071
OG0000141	Pram.g_00545	Syah.g_01981
OG0000142	Pram.g_01075	Syah.g_01935
OG0000143	Pram.g_01072	Syah.g_01931
OG0000144	Pram.g_01058	Syah.g_01824
OG0000145	Pram.g_01534	Syah.g_01019
OG0000146	Pram.g_00934	Syah.g_01612
OG0000147	Pram.g_00933	Syah.g_01611
OG0000148	Pram.g_00826	Syah.g_01758
OG0000149	Pram.g_00858	Syah.g_02096
OG0000150	Pram.g_00868	Syah.g_01980
OG0000151	Pram.g_00744	Syah.g_01820
OG0000152	Pram.g_00943	Syah.g_01622
OG0000153	Pram.g_00961	Syah.g_01656
OG0000154	Pram.g_00978	Syah.g_01682
OG0000155	Pram.g_01118	Syah.g_02123
OG0000156	Pram.g_01219	Syah.g_02185
OG0000157	Pram.g_01220	Syah.g_02186
OG0000158	Pram.g_01815	Syah.g_00204
OG0000160	Pram.g_01377	Syah.g_01289
OG0000161	Pram.g_01145, Pram.g_01371	Syah.g_01282
OG0000162	Pram.g_01365	Syah.g_01276
OG0000163	Pram.g_01326	Syah.g_02315
OG0000164	Pram.g_01656	Syah.g_02423
OG0000165	Pram.g_01664	Syah.g_02251
OG0000166	Pram.g_01733	Syah.g_00747
OG0000167	Pram.g_01805	Syah.g_00183
OG0000168	Pram.g_01816	Syah.g_00205
OG0000169	Pram.g_01826	Syah.g_00237
OG0000170	Pram.g_01829	Syah.g_00245
OG0000171	Pram.g_01849	Syah.g_00271
OG0000172	Pram.g_01856	Syah.g_00293
OG0000173	Pram.g_01871	Syah.g_00313
OG0000174	Pram.g_01902	Syah.g_00461
OG0000175	Pram.g_01914	Syah.g_00402
OG0000176	Pram.g_01942	Syah.g_00369
OG0000177	Pram.g_01943	Syah.g_00368
OG0000178	Pram.g_01944	Syah.g_00367
OG0000179	Pram.g_00003	Syah.g_00355
OG0000180	Pram.g_00004	Syah.g_00354
OG0000181	Pram.g_00005	Syah.g_00353
OG0000182	Pram.g_00006	Syah.g_00352
OG0000183	Pram.g_00010	Syah.g_00348
OG0000184	Pram.g_00033	Syah.g_00525
OG0000185	Pram.g_00036	Syah.g_00528
OG0000186	Pram.g_00048	Syah.g_02479
OG0000187	Pram.g_00049	Syah.g_02480
OG0000188	Pram.g_00066	Syah.g_02501
OG0000189	Pram.g_00080	Syah.g_02526
OG0000190	Pram.g_00081	Syah.g_02528
OG0000191	Pram.g_00103	Syah.g_00008
OG0000192	Pram.g_00108	Syah.g_00013
OG0000193	Pram.g_00131	Syah.g_00053
OG0000194	Pram.g_00134	Syah.g_00056
OG0000195	Pram.g_00136	Syah.g_00058
OG0000196	Pram.g_00146	Syah.g_00069
OG0000197	Pram.g_00147	Syah.g_00070
OG0000198	Pram.g_00148	Syah.g_00071
OG0000199	Pram.g_00155	Syah.g_00079
OG0000200	Pram.g_00168	Syah.g_00616
OG0000202	Pram.g_00178	Syah.g_00600
OG0000203	Pram.g_00179	Syah.g_00599
OG0000204	Pram.g_00180	Syah.g_00598
OG0000205	Pram.g_00187	Syah.g_00591
OG0000206	Pram.g_00192	Syah.g_00578
OG0000207	Pram.g_00194	Syah.g_00575
OG0000208	Pram.g_00195	Syah.g_00574
OG0000209	Pram.g_00204	Syah.g_00544
OG0000210	Pram.g_00205	Syah.g_00543
OG0000211	Pram.g_00220	Syah.g_00904
OG0000212	Pram.g_00228	Syah.g_00913
OG0000213	Pram.g_00246	Syah.g_00657
OG0000214	Pram.g_00255	Syah.g_00641
OG0000215	Pram.g_00282	Syah.g_00101
OG0000216	Pram.g_00283	Syah.g_00105
OG0000217	Pram.g_00286	Syah.g_00109
OG0000218	Pram.g_00288	Syah.g_00111
OG0000219	Pram.g_00289	Syah.g_00112
OG0000220	Pram.g_00290	Syah.g_00113
OG0000221	Pram.g_00291	Syah.g_00120
OG0000222	Pram.g_00298	Syah.g_00131
OG0000223	Pram.g_00311	Syah.g_00153
OG0000224	Pram.g_00313	Syah.g_00162
OG0000225	Pram.g_00341	Syah.g_00874
OG0000226	Pram.g_00345	Syah.g_00878
OG0000227	Pram.g_00347	Syah.g_00880
OG0000228	Pram.g_00351	Syah.g_00887
OG0000229	Pram.g_00371	Syah.g_02236
OG0000230	Pram.g_00373	Syah.g_02234
OG0000231	Pram.g_00384	Syah.g_02218
OG0000232	Pram.g_00397	Syah.g_01206
OG0000233	Pram.g_00402	Syah.g_01210
OG0000234	Pram.g_00412	Syah.g_01222
OG0000235	Pram.g_00415	Syah.g_00996
OG0000236	Pram.g_00429	Syah.g_01011
OG0000237	Pram.g_00443	Syah.g_01028
OG0000238	Pram.g_00449	Syah.g_01032
OG0000239	Pram.g_00462	Syah.g_01048
OG0000240	Pram.g_00463	Syah.g_01049
OG0000241	Pram.g_00468	Syah.g_01944
OG0000242	Pram.g_00470	Syah.g_01062
OG0000243	Pram.g_00480	Syah.g_01079
OG0000244	Pram.g_00483	Syah.g_01087
OG0000245	Pram.g_00485	Syah.g_01090
OG0000246	Pram.g_00489	Syah.g_01094
OG0000247	Pram.g_00500	Syah.g_01106
OG0000248	Pram.g_00503	Syah.g_01109
OG0000249	Pram.g_00505	Syah.g_01111
OG0000250	Pram.g_00510	Syah.g_01120
OG0000251	Pram.g_00528	Syah.g_01145
OG0000252	Pram.g_00531	Syah.g_01148
OG0000253	Pram.g_00532	Syah.g_01149
OG0000254	Pram.g_00549	Syah.g_01976
OG0000255	Pram.g_00555	Syah.g_01968
OG0000256	Pram.g_00566	Syah.g_01952
OG0000257	Pram.g_01080	Syah.g_01945
OG0000258	Pram.g_01067	Syah.g_01926
OG0000259	Pram.g_01050	Syah.g_01494
OG0000260	Pram.g_01047	Syah.g_01497
OG0000261	Pram.g_01044	Syah.g_01500
OG0000262	Pram.g_01039	Syah.g_01505
OG0000263	Pram.g_00771	Syah.g_01410
OG0000264	Pram.g_00782	Syah.g_02000
OG0000265	Pram.g_00801	Syah.g_02252
OG0000266	Pram.g_01020	Syah.g_01714
OG0000267	Pram.g_01007	Syah.g_01574
OG0000268	Pram.g_01006	Syah.g_01575
OG0000269	Pram.g_00804	Syah.g_01784
OG0000270	Pram.g_00807	Syah.g_01781
OG0000271	Pram.g_00815	Syah.g_01773
OG0000272	Pram.g_00816	Syah.g_01772
OG0000273	Pram.g_00839	Syah.g_02075
OG0000274	Pram.g_00840	Syah.g_02076
OG0000275	Pram.g_00843	Syah.g_02081
OG0000276	Pram.g_00849	Syah.g_02088
OG0000277	Pram.g_00850	Syah.g_02089
OG0000278	Pram.g_00853	Syah.g_02092
OG0000279	Pram.g_00861	Syah.g_02100
OG0000280	Pram.g_00862	Syah.g_02112
OG0000281	Pram.g_00870	Syah.g_00722
OG0000282	Pram.g_00736	Syah.g_01531
OG0000283	Pram.g_00916	Syah.g_01585
OG0000284	Pram.g_00921	Syah.g_01591
OG0000285	Pram.g_00926	Syah.g_01603
OG0000286	Pram.g_00942	Syah.g_01621
OG0000287	Pram.g_01199	Syah.g_01231, Syah.g_01649
OG0000288	Pram.g_00977	Syah.g_01681
OG0000289	Pram.g_00992	Syah.g_01695
OG0000290	Pram.g_00891	Syah.g_02033
OG0000291	Pram.g_00889	Syah.g_02031
OG0000292	Pram.g_01185	Syah.g_00380
OG0000293	Pram.g_01150	Syah.g_02173
OG0000294	Pram.g_01149	Syah.g_02172
OG0000295	Pram.g_01125	Syah.g_02131
OG0000296	Pram.g_01123	Syah.g_02129
OG0000297	Pram.g_01114	Syah.g_01427
OG0000298	Pram.g_01113	Syah.g_01426
OG0000299	Pram.g_01094	Syah.g_01404
OG0000300	Pram.g_01091	Syah.g_01397
OG0000301	Pram.g_01090	Syah.g_01396
OG0000302	Pram.g_01088	Syah.g_01395
OG0000303	Pram.g_01082	Syah.g_01387
OG0000304	Pram.g_00571	Syah.g_01382
OG0000305	Pram.g_01183	Syah.g_02028
OG0000306	Pram.g_00874	Syah.g_02116
OG0000307	Pram.g_01458	Syah.g_00978
OG0000308	Pram.g_01457	Syah.g_00976
OG0000309	Pram.g_01453	Syah.g_00971
OG0000310	Pram.g_01395	Syah.g_01321
OG0000311	Pram.g_01393	Syah.g_01317
OG0000312	Pram.g_01390	Syah.g_01304
OG0000313	Pram.g_01374	Syah.g_01285
OG0000314	Pram.g_01351	Syah.g_01259
OG0000315	Pram.g_01341	Syah.g_01248
OG0000316	Pram.g_01315	Syah.g_02333
OG0000317	Pram.g_01629	Syah.g_02380
OG0000318	Pram.g_01633	Syah.g_02385
OG0000319	Pram.g_01646	Syah.g_02405
OG0000320	Pram.g_01648	Syah.g_02407
OG0000321	Pram.g_01649	Syah.g_02408
OG0000322	Pram.g_01650	Syah.g_02409
OG0000323	Pram.g_01659	Syah.g_02425
OG0000324	Pram.g_01687	Syah.g_02278
OG0000325	Pram.g_01697	Syah.g_00689
OG0000326	Pram.g_01704	Syah.g_00696
OG0000327	Pram.g_01728	Syah.g_00742
OG0000328	Pram.g_01729	Syah.g_00743
OG0000329	Pram.g_01746	Syah.g_00760
OG0000330	Pram.g_01747	Syah.g_00761
OG0000331	Pram.g_01748	Syah.g_00762
OG0000332	Pram.g_01762	Syah.g_00776
OG0000333	Pram.g_01764	Syah.g_00779
OG0000334	Pram.g_01773	Syah.g_00789
OG0000335	Pram.g_01778	Syah.g_00794
OG0000336	Pram.g_01782	Syah.g_00798
OG0000337	Pram.g_01801	Syah.g_00178
OG0000338	Pram.g_01802	Syah.g_00181
OG0000339	Pram.g_01808	Syah.g_00188
OG0000340	Pram.g_01817	Syah.g_00206
OG0000341	Pram.g_01819	Syah.g_00208
OG0000342	Pram.g_01820	Syah.g_00209
OG0000343	Pram.g_01821	Syah.g_00231
OG0000344	Pram.g_01824	Syah.g_00235
OG0000345	Pram.g_01830	Syah.g_00246
OG0000346	Pram.g_01834	Syah.g_00251
OG0000347	Pram.g_01851	Syah.g_00275
OG0000348	Pram.g_01859	Syah.g_00301
OG0000349	Pram.g_01877	Syah.g_00320
OG0000350	Pram.g_01898	Syah.g_00703
OG0000351	Pram.g_01917	Syah.g_00399
OG0000352	Pram.g_01918	Syah.g_00398
OG0000353	Pram.g_01937	Syah.g_00374
OG0000355	Pram.g_01939	Syah.g_00372
OG0000356	Pram.g_01940	Syah.g_00371
OG0000357	Pram.g_01941	Syah.g_00370
OG0000358	Pram.g_01945	Syah.g_00366
OG0000359	Pram.g_01946	Syah.g_00364
OG0000360	Pram.g_01947	Syah.g_00363
OG0000361	Pram.g_01948	Syah.g_00362
OG0000362	Pram.g_01950	Syah.g_00360
OG0000363	Pram.g_00001	Syah.g_00358
OG0000364	Pram.g_00002	Syah.g_00357
OG0000365	Pram.g_00007	Syah.g_00351
OG0000366	Pram.g_00008	Syah.g_00350
OG0000367	Pram.g_00009	Syah.g_00349
OG0000368	Pram.g_00011	Syah.g_00347
OG0000369	Pram.g_00012	Syah.g_00346
OG0000370	Pram.g_00013	Syah.g_00345
OG0000371	Pram.g_00019	Syah.g_00338
OG0000372	Pram.g_00021	Syah.g_00333
OG0000373	Pram.g_00022	Syah.g_00332
OG0000374	Pram.g_00023	Syah.g_00331
OG0000375	Pram.g_00024	Syah.g_00329
OG0000376	Pram.g_00026	Syah.g_00327
OG0000377	Pram.g_00030	Syah.g_00517
OG0000378	Pram.g_00034	Syah.g_00526
OG0000379	Pram.g_00037	Syah.g_00529
OG0000380	Pram.g_00050	Syah.g_02481
OG0000381	Pram.g_00055	Syah.g_02484
OG0000382	Pram.g_00065	Syah.g_02500
OG0000383	Pram.g_00067	Syah.g_02502
OG0000384	Pram.g_00068	Syah.g_02503
OG0000385	Pram.g_00069	Syah.g_02504
OG0000386	Pram.g_00070	Syah.g_02505
OG0000387	Pram.g_00083	Syah.g_02530
OG0000388	Pram.g_00087	Syah.g_02533
OG0000389	Pram.g_00090	Syah.g_02536
OG0000390	Pram.g_00099	Syah.g_00002
OG0000391	Pram.g_00102	Syah.g_00007
OG0000392	Pram.g_00106	Syah.g_00012
OG0000393	Pram.g_00109	Syah.g_00014
OG0000394	Pram.g_00110	Syah.g_00015
OG0000395	Pram.g_00111	Syah.g_00016
OG0000396	Pram.g_00113	Syah.g_00019
OG0000397	Pram.g_00115	Syah.g_00021
OG0000398	Pram.g_00118	Syah.g_00027
OG0000399	Pram.g_00119	Syah.g_00028
OG0000400	Pram.g_00120	Syah.g_00029
OG0000401	Pram.g_00121	Syah.g_00030
OG0000402	Pram.g_01001	Syah.g_00033
OG0000403	Pram.g_00123	Syah.g_00034
OG0000404	Pram.g_00124	Syah.g_00036
OG0000405	Pram.g_00128	Syah.g_00050
OG0000406	Pram.g_00132	Syah.g_00054
OG0000407	Pram.g_00133	Syah.g_00055
OG0000408	Pram.g_00135	Syah.g_00057
OG0000409	Pram.g_00137	Syah.g_00059
OG0000410	Pram.g_00138	Syah.g_00060
OG0000411	Pram.g_00139	Syah.g_00061
OG0000412	Pram.g_00140	Syah.g_00062
OG0000413	Pram.g_00141	Syah.g_00064
OG0000414	Pram.g_00142	Syah.g_00065
OG0000415	Pram.g_00143	Syah.g_00066
OG0000416	Pram.g_00144	Syah.g_00067
OG0000417	Pram.g_00145	Syah.g_00068
OG0000418	Pram.g_00150	Syah.g_00073
OG0000419	Pram.g_00152	Syah.g_00075
OG0000420	Pram.g_00153	Syah.g_00077
OG0000421	Pram.g_00157	Syah.g_00082
OG0000422	Pram.g_00158	Syah.g_00083
OG0000423	Pram.g_00159	Syah.g_00084
OG0000424	Pram.g_00160	Syah.g_00085
OG0000425	Pram.g_00161	Syah.g_00086
OG0000426	Pram.g_00162	Syah.g_00087
OG0000427	Pram.g_00163	Syah.g_00088
OG0000428	Pram.g_00165	Syah.g_00620
OG0000429	Pram.g_00166	Syah.g_00618
OG0000430	Pram.g_00167	Syah.g_00617
OG0000431	Pram.g_00169	Syah.g_00613
OG0000432	Pram.g_00173	Syah.g_00607
OG0000433	Pram.g_00174	Syah.g_00605
OG0000434	Pram.g_00175	Syah.g_00604
OG0000435	Pram.g_00176	Syah.g_00602
OG0000436	Pram.g_00181	Syah.g_00597
OG0000437	Pram.g_00182	Syah.g_00596
OG0000438	Pram.g_00183	Syah.g_00595
OG0000439	Pram.g_00185	Syah.g_00593
OG0000440	Pram.g_00186	Syah.g_00592
OG0000441	Pram.g_00189	Syah.g_00585
OG0000442	Pram.g_00190	Syah.g_00580
OG0000443	Pram.g_00191	Syah.g_00579
OG0000444	Pram.g_00196	Syah.g_00573
OG0000445	Pram.g_00197	Syah.g_00572
OG0000446	Pram.g_00198	Syah.g_00570
OG0000447	Pram.g_00199	Syah.g_00567
OG0000448	Pram.g_00200	Syah.g_00566
OG0000449	Pram.g_00201	Syah.g_00565
OG0000450	Pram.g_00202	Syah.g_00547
OG0000451	Pram.g_00203	Syah.g_00546
OG0000452	Pram.g_00206	Syah.g_00542
OG0000453	Pram.g_00207	Syah.g_00541
OG0000454	Pram.g_00208	Syah.g_00540
OG0000455	Pram.g_00209	Syah.g_00539
OG0000456	Pram.g_00210	Syah.g_00538
OG0000457	Pram.g_00212	Syah.g_00536
OG0000458	Pram.g_00213	Syah.g_00535
OG0000459	Pram.g_00214	Syah.g_00534
OG0000460	Pram.g_00222	Syah.g_00906
OG0000461	Pram.g_00230	Syah.g_00678
OG0000462	Pram.g_00232	Syah.g_00675
OG0000463	Pram.g_00233	Syah.g_00674
OG0000464	Pram.g_00234	Syah.g_00673
OG0000465	Pram.g_00235	Syah.g_00672
OG0000466	Pram.g_00238	Syah.g_00668
OG0000467	Pram.g_00239	Syah.g_00666
OG0000468	Pram.g_00242	Syah.g_00661
OG0000469	Pram.g_00250	Syah.g_00647
OG0000470	Pram.g_00252	Syah.g_00645
OG0000471	Pram.g_00253	Syah.g_00644
OG0000472	Pram.g_00254	Syah.g_00642
OG0000473	Pram.g_00256	Syah.g_00640
OG0000474	Pram.g_00257	Syah.g_00639
OG0000475	Pram.g_00258	Syah.g_00638
OG0000476	Pram.g_00260	Syah.g_00636
OG0000477	Pram.g_00263	Syah.g_00630
OG0000478	Pram.g_00264	Syah.g_00629
OG0000479	Pram.g_00265	Syah.g_00628
OG0000480	Pram.g_00270	Syah.g_00089
OG0000481	Pram.g_00273	Syah.g_00091
OG0000482	Pram.g_00274	Syah.g_00092
OG0000483	Pram.g_00277	Syah.g_00096
OG0000484	Pram.g_00278	Syah.g_00097
OG0000485	Pram.g_00280	Syah.g_00098
OG0000486	Pram.g_00281	Syah.g_00099
OG0000487	Pram.g_00284	Syah.g_00106
OG0000488	Pram.g_00287	Syah.g_00110
OG0000489	Pram.g_00292	Syah.g_00121
OG0000490	Pram.g_00296	Syah.g_00129
OG0000491	Pram.g_00297	Syah.g_00130
OG0000492	Pram.g_00299	Syah.g_00132
OG0000493	Pram.g_00300	Syah.g_00133
OG0000494	Pram.g_00301	Syah.g_00134
OG0000495	Pram.g_00302	Syah.g_00135
OG0000496	Pram.g_00303	Syah.g_00136
OG0000497	Pram.g_00304	Syah.g_00137
OG0000498	Pram.g_00305	Syah.g_00138
OG0000499	Pram.g_00306	Syah.g_00139
OG0000500	Pram.g_00307	Syah.g_00140
OG0000501	Pram.g_00309	Syah.g_00143
OG0000502	Pram.g_00312	Syah.g_00155
OG0000503	Pram.g_00328	Syah.g_00858
OG0000504	Pram.g_00330	Syah.g_00860
OG0000505	Pram.g_00331	Syah.g_00861
OG0000506	Pram.g_00332	Syah.g_00863
OG0000507	Pram.g_00336	Syah.g_00869
OG0000508	Pram.g_00340	Syah.g_00873
OG0000509	Pram.g_00342	Syah.g_00875
OG0000510	Pram.g_00343	Syah.g_00876
OG0000511	Pram.g_00344	Syah.g_00877
OG0000512	Pram.g_00346	Syah.g_00879
OG0000513	Pram.g_00355	Syah.g_00892
OG0000514	Pram.g_00366	Syah.g_00899
OG0000515	Pram.g_00367	Syah.g_00900
OG0000516	Pram.g_00368	Syah.g_02231
OG0000517	Pram.g_00370	Syah.g_02237
OG0000518	Pram.g_00381	Syah.g_02221
OG0000519	Pram.g_00382	Syah.g_02220
OG0000520	Pram.g_00383	Syah.g_02219
OG0000521	Pram.g_00393	Syah.g_01202
OG0000522	Pram.g_00395	Syah.g_01204
OG0000523	Pram.g_00396	Syah.g_01205
OG0000524	Pram.g_00400	Syah.g_01207
OG0000525	Pram.g_00404	Syah.g_01212
OG0000526	Pram.g_00406	Syah.g_01215
OG0000527	Pram.g_00409	Syah.g_01219
OG0000528	Pram.g_00414	Syah.g_00991
OG0000529	Pram.g_00417	Syah.g_00998
OG0000530	Pram.g_00420	Syah.g_01001
OG0000531	Pram.g_00421	Syah.g_01002
OG0000532	Pram.g_00423	Syah.g_01005
OG0000533	Pram.g_00424	Syah.g_01006
OG0000534	Pram.g_00425	Syah.g_01007
OG0000535	Pram.g_00426	Syah.g_01008
OG0000536	Pram.g_00427	Syah.g_01009
OG0000537	Pram.g_00428	Syah.g_01010
OG0000538	Pram.g_00438	Syah.g_01021
OG0000539	Pram.g_00439	Syah.g_01022
OG0000540	Pram.g_00440	Syah.g_01023
OG0000541	Pram.g_00441	Syah.g_01024
OG0000542	Pram.g_00442	Syah.g_01027
OG0000543	Pram.g_00444	Syah.g_01029
OG0000545	Pram.g_00447	Syah.g_01031
OG0000546	Pram.g_00450	Syah.g_01033
OG0000547	Pram.g_00452	Syah.g_01035
OG0000548	Pram.g_00453	Syah.g_01036
OG0000549	Pram.g_00456	Syah.g_01042
OG0000550	Pram.g_00461	Syah.g_01046
OG0000551	Pram.g_00464	Syah.g_01051
OG0000552	Pram.g_00465	Syah.g_01052
OG0000553	Pram.g_00466	Syah.g_01054
OG0000554	Pram.g_00472	Syah.g_01065
OG0000555	Pram.g_00479	Syah.g_01078
OG0000556	Pram.g_00481	Syah.g_01084
OG0000557	Pram.g_00482	Syah.g_01086
OG0000558	Pram.g_00484	Syah.g_01088
OG0000559	Pram.g_00488	Syah.g_01093
OG0000560	Pram.g_00491	Syah.g_01096
OG0000561	Pram.g_00492	Syah.g_01097
OG0000562	Pram.g_00493	Syah.g_01098
OG0000563	Pram.g_00494	Syah.g_01099
OG0000564	Pram.g_00495	Syah.g_01100
OG0000565	Pram.g_00498	Syah.g_01104
OG0000566	Pram.g_00502	Syah.g_01108
OG0000567	Pram.g_00506	Syah.g_01112
OG0000568	Pram.g_00507	Syah.g_01116
OG0000569	Pram.g_00508	Syah.g_01117
OG0000570	Pram.g_00509	Syah.g_01118
OG0000571	Pram.g_00511	Syah.g_01122
OG0000572	Pram.g_00523	Syah.g_01137
OG0000573	Pram.g_00529	Syah.g_01146
OG0000574	Pram.g_00530	Syah.g_01147
OG0000575	Pram.g_00534	Syah.g_01151
OG0000576	Pram.g_00536	Syah.g_01153
OG0000577	Pram.g_00537	Syah.g_01154
OG0000578	Pram.g_00538	Syah.g_01155
OG0000579	Pram.g_00539	Syah.g_01156
OG0000580	Pram.g_00540	Syah.g_01157
OG0000581	Pram.g_00543	Syah.g_01163
OG0000582	Pram.g_00546	Syah.g_01979
OG0000583	Pram.g_00547	Syah.g_01978
OG0000584	Pram.g_00548	Syah.g_01977
OG0000585	Pram.g_00550	Syah.g_01975
