Orthogroup	Pram	Syaa
OG0000115	Pram.g_01201	Syaa.g_01795
OG0000116	Pram.g_01151	Syaa.g_00757
OG0000117	Pram.g_01112	Syaa.g_01009
OG0000118	Pram.g_01242	Syaa.g_01874
OG0000119	Pram.g_01283	Syaa.g_00785
OG0000120	Pram.g_01446	Syaa.g_00201
OG0000121	Pram.g_01376	Syaa.g_01777
OG0000122	Pram.g_01204, Pram.g_01334	Syaa.g_01598
OG0000123	Pram.g_01777	Syaa.g_02242
OG0000124	Pram.g_01850	Syaa.g_00092
OG0000125	Pram.g_01886	Syaa.g_02598
OG0000126	Pram.g_01933	Syaa.g_02752
OG0000127	Pram.g_00611	Syaa.g_00377, Syaa.g_00390
OG0000128	Pram.g_01949	Syaa.g_00012
OG0000129	Pram.g_00029	Syaa.g_02586
OG0000130	Pram.g_00054	Syaa.g_00354
OG0000131	Pram.g_00130	Syaa.g_02448
OG0000132	Pram.g_00149	Syaa.g_02472
OG0000133	Pram.g_00310	Syaa.g_01361
OG0000134	Pram.g_00354	Syaa.g_02146
OG0000135	Pram.g_01589	Syaa.g_02649
OG0000136	Pram.g_00376	Syaa.g_00708
OG0000137	Pram.g_00411	Syaa.g_01842
OG0000138	Pram.g_00431	Syaa.g_02035
OG0000139	Pram.g_00475	Syaa.g_01974
OG0000140	Pram.g_00476	Syaa.g_01971
OG0000141	Pram.g_00545	Syaa.g_01689
OG0000142	Pram.g_01075	Syaa.g_01633
OG0000143	Pram.g_01072	Syaa.g_01629
OG0000144	Pram.g_01058	Syaa.g_01446
OG0000145	Pram.g_01534	Syaa.g_02029
OG0000146	Pram.g_00934	Syaa.g_01367
OG0000147	Pram.g_00933	Syaa.g_01368
OG0000148	Pram.g_00826	Syaa.g_01190
OG0000149	Pram.g_00858	Syaa.g_00826
OG0000150	Pram.g_00868	Syaa.g_01688
OG0000151	Pram.g_00744	Syaa.g_01107
OG0000152	Pram.g_00943	Syaa.g_01357
OG0000153	Pram.g_00961	Syaa.g_01324
OG0000154	Pram.g_00978	Syaa.g_01298
OG0000155	Pram.g_01118	Syaa.g_00804
OG0000156	Pram.g_01219	Syaa.g_00751
OG0000157	Pram.g_01220	Syaa.g_00750
OG0000158	Pram.g_01815	Syaa.g_00148
OG0000160	Pram.g_01377	Syaa.g_01776
OG0000161	Pram.g_01145, Pram.g_01371	Syaa.g_01782
OG0000162	Pram.g_01365	Syaa.g_01788
OG0000163	Pram.g_01326	Syaa.g_00624
OG0000164	Pram.g_01656	Syaa.g_00507
OG0000165	Pram.g_01664	Syaa.g_00681
OG0000166	Pram.g_01733	Syaa.g_02289
OG0000167	Pram.g_01805	Syaa.g_00160
OG0000168	Pram.g_01816	Syaa.g_00145
OG0000169	Pram.g_01826	Syaa.g_00134
OG0000170	Pram.g_01829	Syaa.g_00128
OG0000171	Pram.g_01849	Syaa.g_00093
OG0000172	Pram.g_01856	Syaa.g_00079
OG0000173	Pram.g_01871	Syaa.g_00060
OG0000174	Pram.g_01902	Syaa.g_02651
OG0000175	Pram.g_01914	Syaa.g_02726
OG0000176	Pram.g_01942	Syaa.g_00004
OG0000177	Pram.g_01943	Syaa.g_00005
OG0000178	Pram.g_01944	Syaa.g_00006
OG0000179	Pram.g_00003	Syaa.g_00023
OG0000180	Pram.g_00004	Syaa.g_00024
OG0000181	Pram.g_00005	Syaa.g_00025
OG0000182	Pram.g_00006	Syaa.g_00026
OG0000183	Pram.g_00010	Syaa.g_00030
OG0000184	Pram.g_00033	Syaa.g_02578
OG0000185	Pram.g_00036	Syaa.g_02575
OG0000186	Pram.g_00048	Syaa.g_00359
OG0000187	Pram.g_00049	Syaa.g_00358
OG0000188	Pram.g_00066	Syaa.g_00334
OG0000189	Pram.g_00080	Syaa.g_02367
OG0000190	Pram.g_00081	Syaa.g_02369
OG0000191	Pram.g_00103	Syaa.g_02404
OG0000192	Pram.g_00108	Syaa.g_02410
OG0000193	Pram.g_00131	Syaa.g_02449
OG0000194	Pram.g_00134	Syaa.g_02452
OG0000195	Pram.g_00136	Syaa.g_02459
OG0000196	Pram.g_00146	Syaa.g_02469
OG0000197	Pram.g_00147	Syaa.g_02470
OG0000198	Pram.g_00148	Syaa.g_02471
OG0000199	Pram.g_00155	Syaa.g_02479
OG0000200	Pram.g_00168	Syaa.g_02496
OG0000201	Pram.g_00177	Syaa.g_02521
OG0000202	Pram.g_00178	Syaa.g_02522
OG0000203	Pram.g_00179	Syaa.g_02523
OG0000204	Pram.g_00180	Syaa.g_02524
OG0000205	Pram.g_00187	Syaa.g_02531
OG0000206	Pram.g_00192	Syaa.g_02538
OG0000207	Pram.g_00194	Syaa.g_02540
OG0000208	Pram.g_00195	Syaa.g_02541
OG0000209	Pram.g_00204	Syaa.g_02556
OG0000210	Pram.g_00205	Syaa.g_02557
OG0000211	Pram.g_00220	Syaa.g_02113
OG0000212	Pram.g_00228	Syaa.g_02102
OG0000213	Pram.g_00246	Syaa.g_00295
OG0000214	Pram.g_00255	Syaa.g_00279
OG0000215	Pram.g_00282	Syaa.g_00248
OG0000216	Pram.g_00283	Syaa.g_00244
OG0000217	Pram.g_00286	Syaa.g_00240
OG0000218	Pram.g_00288	Syaa.g_00238
OG0000219	Pram.g_00289	Syaa.g_00237
OG0000220	Pram.g_00290	Syaa.g_00236
OG0000221	Pram.g_00291	Syaa.g_00229
OG0000222	Pram.g_00298	Syaa.g_00215
OG0000223	Pram.g_00311	Syaa.g_00192
OG0000224	Pram.g_00313	Syaa.g_00183
OG0000225	Pram.g_00341	Syaa.g_02166
OG0000226	Pram.g_00345	Syaa.g_02162
OG0000227	Pram.g_00347	Syaa.g_02160
OG0000228	Pram.g_00351	Syaa.g_02150
OG0000229	Pram.g_00371	Syaa.g_00703
OG0000230	Pram.g_00373	Syaa.g_00705
OG0000231	Pram.g_00384	Syaa.g_00717
OG0000232	Pram.g_00397	Syaa.g_01858
OG0000233	Pram.g_00402	Syaa.g_01853
OG0000234	Pram.g_00412	Syaa.g_01841
OG0000235	Pram.g_00415	Syaa.g_02052
OG0000236	Pram.g_00429	Syaa.g_02037
OG0000237	Pram.g_00443	Syaa.g_02020
OG0000238	Pram.g_00449	Syaa.g_02015
OG0000239	Pram.g_00462	Syaa.g_01996
OG0000240	Pram.g_00463	Syaa.g_01995
OG0000241	Pram.g_00468	Syaa.g_01644
OG0000242	Pram.g_00470	Syaa.g_01982
OG0000243	Pram.g_00480	Syaa.g_01960
OG0000244	Pram.g_00483	Syaa.g_01954
OG0000245	Pram.g_00485	Syaa.g_01952
OG0000246	Pram.g_00489	Syaa.g_01948
OG0000247	Pram.g_00500	Syaa.g_01937
OG0000248	Pram.g_00503	Syaa.g_01934
OG0000249	Pram.g_00505	Syaa.g_01932
OG0000250	Pram.g_00510	Syaa.g_01922
OG0000251	Pram.g_00528	Syaa.g_01897
OG0000252	Pram.g_00531	Syaa.g_01894
OG0000253	Pram.g_00532	Syaa.g_01893
OG0000254	Pram.g_00549	Syaa.g_01684
OG0000255	Pram.g_00555	Syaa.g_01668
OG0000256	Pram.g_00566	Syaa.g_01651
OG0000257	Pram.g_01080	Syaa.g_01645
OG0000258	Pram.g_01067	Syaa.g_01624
OG0000259	Pram.g_01050	Syaa.g_01063
OG0000260	Pram.g_01047	Syaa.g_01066
OG0000261	Pram.g_01044	Syaa.g_01069
OG0000262	Pram.g_01039	Syaa.g_01074
OG0000263	Pram.g_00771	Syaa.g_00989
OG0000264	Pram.g_00782	Syaa.g_00910
OG0000265	Pram.g_00801	Syaa.g_00931, Syaa.g_01498
OG0000266	Pram.g_01020	Syaa.g_01257, Syaa.g_01258
OG0000267	Pram.g_01007	Syaa.g_01409
OG0000268	Pram.g_01006	Syaa.g_01408
OG0000269	Pram.g_00804	Syaa.g_01149
OG0000270	Pram.g_00807	Syaa.g_01152
OG0000271	Pram.g_00815	Syaa.g_01160
OG0000272	Pram.g_00816	Syaa.g_01161
OG0000273	Pram.g_00839	Syaa.g_00844
OG0000274	Pram.g_00840	Syaa.g_00843
OG0000275	Pram.g_00843	Syaa.g_00840
OG0000276	Pram.g_00849	Syaa.g_00834
OG0000277	Pram.g_00850	Syaa.g_00833
OG0000278	Pram.g_00853	Syaa.g_00830
OG0000279	Pram.g_00861	Syaa.g_00822
OG0000280	Pram.g_00862	Syaa.g_00815
OG0000282	Pram.g_00736	Syaa.g_01096
OG0000283	Pram.g_00916	Syaa.g_01396
OG0000284	Pram.g_00921	Syaa.g_01390
OG0000285	Pram.g_00926	Syaa.g_01377
OG0000286	Pram.g_00942	Syaa.g_01358
OG0000287	Pram.g_01199	Syaa.g_01330
OG0000288	Pram.g_00977	Syaa.g_01299
OG0000289	Pram.g_00992	Syaa.g_01285
OG0000290	Pram.g_00891	Syaa.g_00875
OG0000291	Pram.g_00889	Syaa.g_00877
OG0000292	Pram.g_01185	Syaa.g_02751
OG0000293	Pram.g_01150	Syaa.g_00758
OG0000294	Pram.g_01149	Syaa.g_00759
OG0000295	Pram.g_01125	Syaa.g_00796
OG0000296	Pram.g_01123	Syaa.g_00798
OG0000297	Pram.g_01114	Syaa.g_01021
OG0000298	Pram.g_01113	Syaa.g_01010
OG0000299	Pram.g_01094	Syaa.g_00982
OG0000300	Pram.g_01091	Syaa.g_00976
OG0000301	Pram.g_01090	Syaa.g_00975
OG0000302	Pram.g_01088	Syaa.g_00972
OG0000303	Pram.g_01082	Syaa.g_00963
OG0000304	Pram.g_00571	Syaa.g_00957
OG0000305	Pram.g_01183	Syaa.g_00881
OG0000306	Pram.g_00874	Syaa.g_00807
OG0000307	Pram.g_01458	Syaa.g_02068
OG0000308	Pram.g_01457	Syaa.g_02070
OG0000309	Pram.g_01453	Syaa.g_02075
OG0000310	Pram.g_01395	Syaa.g_01752
OG0000311	Pram.g_01393	Syaa.g_01757
OG0000312	Pram.g_01390	Syaa.g_01762
OG0000313	Pram.g_01374	Syaa.g_01779
OG0000314	Pram.g_01351	Syaa.g_01806
OG0000315	Pram.g_01341	Syaa.g_01816
OG0000316	Pram.g_01315	Syaa.g_00598
OG0000317	Pram.g_01629	Syaa.g_00556
OG0000318	Pram.g_01633	Syaa.g_00550
OG0000319	Pram.g_01646	Syaa.g_00532
OG0000320	Pram.g_01648	Syaa.g_00530
OG0000321	Pram.g_01649	Syaa.g_00529
OG0000322	Pram.g_01650	Syaa.g_00528
OG0000323	Pram.g_01659	Syaa.g_00496
OG0000324	Pram.g_01687	Syaa.g_00653
OG0000325	Pram.g_01697	Syaa.g_02350
OG0000326	Pram.g_01704	Syaa.g_02343
OG0000327	Pram.g_01728	Syaa.g_02294
OG0000328	Pram.g_01729	Syaa.g_02293
OG0000329	Pram.g_01746	Syaa.g_02275
OG0000330	Pram.g_01747	Syaa.g_02274
OG0000331	Pram.g_01748	Syaa.g_02273
OG0000332	Pram.g_01762	Syaa.g_02258
OG0000333	Pram.g_01764	Syaa.g_02255
OG0000334	Pram.g_01773	Syaa.g_02246
OG0000335	Pram.g_01778	Syaa.g_02241
OG0000336	Pram.g_01782	Syaa.g_02237
OG0000337	Pram.g_01801	Syaa.g_00167
OG0000338	Pram.g_01802	Syaa.g_00162
OG0000339	Pram.g_01808	Syaa.g_00156
OG0000340	Pram.g_01817	Syaa.g_00144
OG0000341	Pram.g_01819	Syaa.g_00142
OG0000342	Pram.g_01820	Syaa.g_00141
OG0000343	Pram.g_01821	Syaa.g_00140
OG0000344	Pram.g_01824	Syaa.g_00136
OG0000345	Pram.g_01830	Syaa.g_00127
OG0000346	Pram.g_01834	Syaa.g_00122
OG0000347	Pram.g_01851	Syaa.g_00088
OG0000348	Pram.g_01859	Syaa.g_00071
OG0000349	Pram.g_01877	Syaa.g_00053
OG0000350	Pram.g_01898	Syaa.g_02336
OG0000351	Pram.g_01917	Syaa.g_02730
OG0000352	Pram.g_01918	Syaa.g_02731
OG0000353	Pram.g_01937	Syaa.g_02757
OG0000355	Pram.g_01939	Syaa.g_00001
OG0000356	Pram.g_01940	Syaa.g_00002
OG0000357	Pram.g_01941	Syaa.g_00003
OG0000358	Pram.g_01945	Syaa.g_00007
OG0000359	Pram.g_01946	Syaa.g_00009
OG0000360	Pram.g_01947	Syaa.g_00010
OG0000361	Pram.g_01948	Syaa.g_00011
OG0000362	Pram.g_01950	Syaa.g_00013
OG0000363	Pram.g_00001	Syaa.g_00015
OG0000364	Pram.g_00002	Syaa.g_00016
OG0000365	Pram.g_00007	Syaa.g_00027
OG0000366	Pram.g_00008	Syaa.g_00028
OG0000367	Pram.g_00009	Syaa.g_00029
OG0000368	Pram.g_00011	Syaa.g_00031
OG0000369	Pram.g_00012	Syaa.g_00032
OG0000370	Pram.g_00013	Syaa.g_00033
OG0000371	Pram.g_00019	Syaa.g_00041
OG0000372	Pram.g_00021	Syaa.g_00046
OG0000373	Pram.g_00022	Syaa.g_00047
OG0000374	Pram.g_00023	Syaa.g_00048
OG0000375	Pram.g_00024	Syaa.g_00049
OG0000376	Pram.g_00026	Syaa.g_00051
OG0000377	Pram.g_00030	Syaa.g_02585
OG0000378	Pram.g_00034	Syaa.g_02577
OG0000379	Pram.g_00037	Syaa.g_02574
OG0000380	Pram.g_00050	Syaa.g_00357
OG0000381	Pram.g_00055	Syaa.g_00353
OG0000382	Pram.g_00065	Syaa.g_00335
OG0000383	Pram.g_00067	Syaa.g_00333
OG0000384	Pram.g_00068	Syaa.g_00332
OG0000385	Pram.g_00069	Syaa.g_00331
OG0000386	Pram.g_00070	Syaa.g_00330
OG0000387	Pram.g_00083	Syaa.g_02371
OG0000388	Pram.g_00087	Syaa.g_02375
OG0000389	Pram.g_00090	Syaa.g_02379
OG0000390	Pram.g_00099	Syaa.g_02398
OG0000391	Pram.g_00102	Syaa.g_02403
OG0000392	Pram.g_00106	Syaa.g_02409
OG0000393	Pram.g_00109	Syaa.g_02412
OG0000394	Pram.g_00110	Syaa.g_02413
OG0000395	Pram.g_00111	Syaa.g_02414
OG0000396	Pram.g_00113	Syaa.g_02417
OG0000397	Pram.g_00115	Syaa.g_02419
OG0000398	Pram.g_00118	Syaa.g_02424
OG0000399	Pram.g_00119	Syaa.g_02425
OG0000400	Pram.g_00120	Syaa.g_02426
OG0000401	Pram.g_00121	Syaa.g_02427
OG0000402	Pram.g_01001	Syaa.g_02429
OG0000403	Pram.g_00123	Syaa.g_02430
OG0000404	Pram.g_00124	Syaa.g_02431
OG0000405	Pram.g_00128	Syaa.g_02446
OG0000406	Pram.g_00132	Syaa.g_02450
OG0000407	Pram.g_00133	Syaa.g_02451
OG0000408	Pram.g_00135	Syaa.g_02458
OG0000409	Pram.g_00137	Syaa.g_02460
OG0000410	Pram.g_00138	Syaa.g_02461
OG0000411	Pram.g_00139	Syaa.g_02462
OG0000412	Pram.g_00140	Syaa.g_02463
OG0000413	Pram.g_00141	Syaa.g_02465
OG0000415	Pram.g_00143	Syaa.g_02466
OG0000416	Pram.g_00144	Syaa.g_02467
OG0000417	Pram.g_00145	Syaa.g_02468
OG0000418	Pram.g_00150	Syaa.g_02473
OG0000419	Pram.g_00152	Syaa.g_02475
OG0000420	Pram.g_00153	Syaa.g_02477
OG0000421	Pram.g_00157	Syaa.g_02482
OG0000422	Pram.g_00158	Syaa.g_02483
OG0000423	Pram.g_00159	Syaa.g_02484
OG0000424	Pram.g_00160	Syaa.g_02485
OG0000425	Pram.g_00161	Syaa.g_02486
OG0000426	Pram.g_00162	Syaa.g_02487
OG0000427	Pram.g_00163	Syaa.g_02488
OG0000428	Pram.g_00165	Syaa.g_02491
OG0000429	Pram.g_00166	Syaa.g_02493
OG0000430	Pram.g_00167	Syaa.g_02495
OG0000431	Pram.g_00169	Syaa.g_02498
OG0000432	Pram.g_00173	Syaa.g_02504
OG0000433	Pram.g_00174	Syaa.g_02513
OG0000434	Pram.g_00175	Syaa.g_02514
OG0000435	Pram.g_00176	Syaa.g_02516
OG0000436	Pram.g_00181	Syaa.g_02525
OG0000437	Pram.g_00182	Syaa.g_02526
OG0000438	Pram.g_00183	Syaa.g_02527
OG0000439	Pram.g_00185	Syaa.g_02529
OG0000440	Pram.g_00186	Syaa.g_02530
OG0000441	Pram.g_00189	Syaa.g_02534
OG0000442	Pram.g_00190	Syaa.g_02535
OG0000443	Pram.g_00191	Syaa.g_02536
OG0000444	Pram.g_00196	Syaa.g_02542
OG0000445	Pram.g_00197	Syaa.g_02543
OG0000446	Pram.g_00198	Syaa.g_02545
OG0000447	Pram.g_00199	Syaa.g_02548
OG0000448	Pram.g_00200	Syaa.g_02549
OG0000449	Pram.g_00201	Syaa.g_02550
OG0000450	Pram.g_00202	Syaa.g_02553
OG0000451	Pram.g_00203	Syaa.g_02554
OG0000452	Pram.g_00206	Syaa.g_02558
OG0000453	Pram.g_00207	Syaa.g_02559
OG0000454	Pram.g_00208	Syaa.g_02560
OG0000455	Pram.g_00209	Syaa.g_02561
OG0000456	Pram.g_00210	Syaa.g_02562
OG0000457	Pram.g_00212	Syaa.g_02564
OG0000458	Pram.g_00213	Syaa.g_02565
OG0000459	Pram.g_00214	Syaa.g_02566
OG0000460	Pram.g_00222	Syaa.g_02111
OG0000461	Pram.g_00230	Syaa.g_00318
OG0000462	Pram.g_00232	Syaa.g_00315
OG0000463	Pram.g_00233	Syaa.g_00314
OG0000464	Pram.g_00234	Syaa.g_00313
OG0000465	Pram.g_00235	Syaa.g_00311
OG0000466	Pram.g_00238	Syaa.g_00306
OG0000467	Pram.g_00239	Syaa.g_00304
OG0000468	Pram.g_00242	Syaa.g_00299
OG0000469	Pram.g_00250	Syaa.g_00285
OG0000470	Pram.g_00252	Syaa.g_00283
OG0000471	Pram.g_00253	Syaa.g_00282
OG0000472	Pram.g_00254	Syaa.g_00280
OG0000473	Pram.g_00256	Syaa.g_00278
OG0000474	Pram.g_00257	Syaa.g_00277
OG0000475	Pram.g_00258	Syaa.g_00276
OG0000476	Pram.g_00260	Syaa.g_00274
OG0000477	Pram.g_00263	Syaa.g_00268
OG0000478	Pram.g_00264	Syaa.g_00267
OG0000479	Pram.g_00265	Syaa.g_00266
OG0000480	Pram.g_00270	Syaa.g_00259
OG0000481	Pram.g_00273	Syaa.g_00257
OG0000482	Pram.g_00274	Syaa.g_00256
OG0000483	Pram.g_00277	Syaa.g_00252
OG0000484	Pram.g_00278	Syaa.g_00251
OG0000485	Pram.g_00280	Syaa.g_00250
OG0000486	Pram.g_00281	Syaa.g_00249
OG0000487	Pram.g_00284	Syaa.g_00243
OG0000488	Pram.g_00287	Syaa.g_00239
OG0000489	Pram.g_00292	Syaa.g_00228
OG0000490	Pram.g_00296	Syaa.g_00220
OG0000491	Pram.g_00297	Syaa.g_00218
OG0000492	Pram.g_00299	Syaa.g_00214
OG0000493	Pram.g_00300	Syaa.g_00213
OG0000494	Pram.g_00301	Syaa.g_00212
OG0000495	Pram.g_00302	Syaa.g_00211
OG0000496	Pram.g_00303	Syaa.g_00210
OG0000497	Pram.g_00304	Syaa.g_00209
OG0000498	Pram.g_00305	Syaa.g_00208
OG0000499	Pram.g_00306	Syaa.g_00207
OG0000500	Pram.g_00307	Syaa.g_00206
OG0000501	Pram.g_00309	Syaa.g_00203
OG0000502	Pram.g_00312	Syaa.g_00190
OG0000503	Pram.g_00328	Syaa.g_02182
OG0000504	Pram.g_00330	Syaa.g_02180
OG0000505	Pram.g_00331	Syaa.g_02179
OG0000506	Pram.g_00332	Syaa.g_02177
OG0000507	Pram.g_00336	Syaa.g_02171
OG0000508	Pram.g_00340	Syaa.g_02167
OG0000509	Pram.g_00342	Syaa.g_02165
OG0000510	Pram.g_00343	Syaa.g_02164
OG0000511	Pram.g_00344	Syaa.g_02163
OG0000512	Pram.g_00346	Syaa.g_02161
OG0000513	Pram.g_00355	Syaa.g_02145
OG0000514	Pram.g_00366	Syaa.g_02118
OG0000515	Pram.g_00367	Syaa.g_02117
OG0000516	Pram.g_00368	Syaa.g_00698
OG0000517	Pram.g_00370	Syaa.g_00702
OG0000518	Pram.g_00381	Syaa.g_00714
OG0000519	Pram.g_00382	Syaa.g_00715
OG0000520	Pram.g_00383	Syaa.g_00716
OG0000521	Pram.g_00393	Syaa.g_01864
OG0000522	Pram.g_00395	Syaa.g_01862
OG0000523	Pram.g_00396	Syaa.g_01859
OG0000524	Pram.g_00400	Syaa.g_01856
OG0000525	Pram.g_00404	Syaa.g_01851
OG0000526	Pram.g_00406	Syaa.g_01848
OG0000527	Pram.g_00409	Syaa.g_01844
OG0000528	Pram.g_00414	Syaa.g_02054
OG0000529	Pram.g_00417	Syaa.g_02050
OG0000530	Pram.g_00420	Syaa.g_02047
OG0000531	Pram.g_00421	Syaa.g_02046
OG0000532	Pram.g_00423	Syaa.g_02043
OG0000533	Pram.g_00424	Syaa.g_02042
OG0000534	Pram.g_00425	Syaa.g_02041
OG0000535	Pram.g_00426	Syaa.g_02040
OG0000536	Pram.g_00427	Syaa.g_02039
OG0000537	Pram.g_00428	Syaa.g_02038
OG0000538	Pram.g_00438	Syaa.g_02027
OG0000539	Pram.g_00439	Syaa.g_02026
OG0000540	Pram.g_00440	Syaa.g_02025
OG0000541	Pram.g_00441	Syaa.g_02024
OG0000542	Pram.g_00442	Syaa.g_02021
OG0000543	Pram.g_00444	Syaa.g_02019
OG0000544	Pram.g_00445	Syaa.g_02018
OG0000545	Pram.g_00447	Syaa.g_02016
OG0000546	Pram.g_00450	Syaa.g_02014
OG0000547	Pram.g_00452	Syaa.g_02012
OG0000548	Pram.g_00453	Syaa.g_02011
OG0000549	Pram.g_00456	Syaa.g_02003
OG0000550	Pram.g_00461	Syaa.g_01998
OG0000551	Pram.g_00464	Syaa.g_01993
OG0000552	Pram.g_00465	Syaa.g_01992
OG0000553	Pram.g_00466	Syaa.g_01990
OG0000554	Pram.g_00472	Syaa.g_01979
OG0000555	Pram.g_00479	Syaa.g_01961
OG0000556	Pram.g_00481	Syaa.g_01957
OG0000557	Pram.g_00482	Syaa.g_01955
OG0000558	Pram.g_00484	Syaa.g_01953
OG0000559	Pram.g_00488	Syaa.g_01949
OG0000560	Pram.g_00491	Syaa.g_01946
OG0000561	Pram.g_00492	Syaa.g_01945
OG0000562	Pram.g_00493	Syaa.g_01944
OG0000563	Pram.g_00494	Syaa.g_01943
OG0000564	Pram.g_00495	Syaa.g_01942
OG0000565	Pram.g_00498	Syaa.g_01939
OG0000566	Pram.g_00502	Syaa.g_01935
