Orthogroup	Pram	Prbm
OG0000135	Pram.g_01589	Prbm.g_01389
OG0000136	Pram.g_00376	Prbm.g_00451
OG0000137	Pram.g_00411	Prbm.g_00500
OG0000138	Pram.g_00431	Prbm.g_00520
OG0000139	Pram.g_00475	Prbm.g_00570
OG0000140	Pram.g_00476	Prbm.g_00571
OG0000141	Pram.g_00545	Prbm.g_00638
OG0000142	Pram.g_01075	Prbm.g_00666
OG0000143	Pram.g_01072	Prbm.g_00670
OG0000144	Pram.g_01058	Prbm.g_00683
OG0000145	Pram.g_01534	Prbm.g_01094
OG0000146	Pram.g_00934	Prbm.g_00979
OG0000147	Pram.g_00933	Prbm.g_00978
OG0000148	Pram.g_00826	Prbm.g_00832
OG0000149	Pram.g_00858	Prbm.g_00862
OG0000150	Pram.g_00868	Prbm.g_00870
OG0000151	Pram.g_00744	Prbm.g_00940
OG0000152	Pram.g_00943	Prbm.g_00988
OG0000153	Pram.g_00961	Prbm.g_01006
OG0000154	Pram.g_00978	Prbm.g_01035
OG0000155	Pram.g_01118	Prbm.g_01527
OG0000156	Pram.g_01219	Prbm.g_01600
OG0000157	Pram.g_01220	Prbm.g_01601
OG0000158	Pram.g_01815	Prbm.g_02077
OG0000159	Pram.g_01438	Prbm.g_02133
OG0000160	Pram.g_01377	Prbm.g_01711
OG0000161	Pram.g_01145, Pram.g_01371	Prbm.g_01717
OG0000162	Pram.g_01365	Prbm.g_01723
OG0000163	Pram.g_01326	Prbm.g_01759
OG0000164	Pram.g_01656	Prbm.g_01863
OG0000165	Pram.g_01664	Prbm.g_01871
OG0000166	Pram.g_01733	Prbm.g_01996
OG0000167	Pram.g_01805	Prbm.g_02067
OG0000168	Pram.g_01816	Prbm.g_02078
OG0000169	Pram.g_01826	Prbm.g_02088
OG0000170	Pram.g_01829	Prbm.g_02090
OG0000171	Pram.g_01849	Prbm.g_02110
OG0000172	Pram.g_01856	Prbm.g_02146
OG0000173	Pram.g_01871	Prbm.g_02161
OG0000174	Pram.g_01902	Prbm.g_02192
OG0000175	Pram.g_01914	Prbm.g_02209
OG0000176	Pram.g_01942	Prbm.g_00004
OG0000177	Pram.g_01943	Prbm.g_00005
OG0000178	Pram.g_01944	Prbm.g_00006
OG0000179	Pram.g_00003	Prbm.g_00016
OG0000180	Pram.g_00004	Prbm.g_00017
OG0000181	Pram.g_00005	Prbm.g_00018
OG0000182	Pram.g_00006	Prbm.g_00019
OG0000183	Pram.g_00010	Prbm.g_00023
OG0000184	Pram.g_00033	Prbm.g_00055
OG0000185	Pram.g_00036	Prbm.g_00058
OG0000186	Pram.g_00048	Prbm.g_00121
OG0000187	Pram.g_00049	Prbm.g_00122
OG0000188	Pram.g_00066	Prbm.g_00139
OG0000189	Pram.g_00080	Prbm.g_00153
OG0000190	Pram.g_00081	Prbm.g_00154
OG0000191	Pram.g_00103	Prbm.g_00177
OG0000192	Pram.g_00108	Prbm.g_00181
OG0000193	Pram.g_00131	Prbm.g_00205
OG0000194	Pram.g_00134	Prbm.g_00208
OG0000195	Pram.g_00136	Prbm.g_00210
OG0000196	Pram.g_00146	Prbm.g_00220
OG0000197	Pram.g_00147	Prbm.g_00221
OG0000198	Pram.g_00148	Prbm.g_00222
OG0000199	Pram.g_00155	Prbm.g_00229
OG0000200	Pram.g_00168	Prbm.g_00243
OG0000201	Pram.g_00177	Prbm.g_00252
OG0000202	Pram.g_00178	Prbm.g_00253
OG0000203	Pram.g_00179	Prbm.g_00254
OG0000204	Pram.g_00180	Prbm.g_00255
OG0000205	Pram.g_00187	Prbm.g_00262
OG0000206	Pram.g_00192	Prbm.g_00266
OG0000207	Pram.g_00194	Prbm.g_00268
OG0000208	Pram.g_00195	Prbm.g_00269
OG0000209	Pram.g_00204	Prbm.g_00278
OG0000210	Pram.g_00205	Prbm.g_00279
OG0000211	Pram.g_00220	Prbm.g_00293
OG0000212	Pram.g_00228	Prbm.g_00301
OG0000213	Pram.g_00246	Prbm.g_00317
OG0000214	Pram.g_00255	Prbm.g_00325
OG0000215	Pram.g_00282	Prbm.g_00349
OG0000216	Pram.g_00283	Prbm.g_00350
OG0000217	Pram.g_00286	Prbm.g_00353
OG0000218	Pram.g_00288	Prbm.g_00355
OG0000219	Pram.g_00289	Prbm.g_00356
OG0000220	Pram.g_00290	Prbm.g_00357
OG0000221	Pram.g_00291	Prbm.g_00358
OG0000222	Pram.g_00298	Prbm.g_00366
OG0000223	Pram.g_00311	Prbm.g_00378
OG0000224	Pram.g_00313	Prbm.g_00380
OG0000225	Pram.g_00341	Prbm.g_00411
OG0000226	Pram.g_00345	Prbm.g_00415
OG0000227	Pram.g_00347	Prbm.g_00417
OG0000228	Pram.g_00351	Prbm.g_00422
OG0000229	Pram.g_00371	Prbm.g_00446
OG0000230	Pram.g_00373	Prbm.g_00448
OG0000231	Pram.g_00384	Prbm.g_00459
OG0000232	Pram.g_00397	Prbm.g_00484
OG0000233	Pram.g_00402	Prbm.g_00492
OG0000234	Pram.g_00412	Prbm.g_00501
OG0000235	Pram.g_00415	Prbm.g_00505
OG0000236	Pram.g_00429	Prbm.g_00518
OG0000237	Pram.g_00443	Prbm.g_00540
OG0000238	Pram.g_00449	Prbm.g_00546
OG0000239	Pram.g_00462	Prbm.g_00558
OG0000240	Pram.g_00463	Prbm.g_00559
OG0000241	Pram.g_00468	Prbm.g_00563
OG0000242	Pram.g_00470	Prbm.g_00565
OG0000243	Pram.g_00480	Prbm.g_00576
OG0000244	Pram.g_00483	Prbm.g_00579
OG0000245	Pram.g_00485	Prbm.g_00581
OG0000246	Pram.g_00489	Prbm.g_00585
OG0000247	Pram.g_00500	Prbm.g_00595
OG0000248	Pram.g_00503	Prbm.g_00597
OG0000249	Pram.g_00505	Prbm.g_00599
OG0000250	Pram.g_00510	Prbm.g_00604
OG0000251	Pram.g_00528	Prbm.g_00620
OG0000252	Pram.g_00531	Prbm.g_00623
OG0000253	Pram.g_00532	Prbm.g_00625
OG0000254	Pram.g_00549	Prbm.g_00642
OG0000255	Pram.g_00555	Prbm.g_00648
OG0000256	Pram.g_00566	Prbm.g_00658
OG0000257	Pram.g_01080	Prbm.g_00661
OG0000258	Pram.g_01067	Prbm.g_00674
OG0000259	Pram.g_01050	Prbm.g_00691
OG0000260	Pram.g_01047	Prbm.g_00694
OG0000261	Pram.g_01044	Prbm.g_00697
OG0000262	Pram.g_01039	Prbm.g_00702
OG0000263	Pram.g_00771	Prbm.g_00716
OG0000264	Pram.g_00782	Prbm.g_00728
OG0000265	Pram.g_00801	Prbm.g_00742
OG0000266	Pram.g_01020	Prbm.g_00752
OG0000267	Pram.g_01007	Prbm.g_00765
OG0000268	Pram.g_01006	Prbm.g_00766
OG0000269	Pram.g_00804	Prbm.g_00809
OG0000270	Pram.g_00807	Prbm.g_00812
OG0000271	Pram.g_00815	Prbm.g_00820
OG0000272	Pram.g_00816	Prbm.g_00821
OG0000273	Pram.g_00839	Prbm.g_00845
OG0000274	Pram.g_00840	Prbm.g_00846
OG0000275	Pram.g_00843	Prbm.g_00848
OG0000276	Pram.g_00849	Prbm.g_00854
OG0000277	Pram.g_00850	Prbm.g_00855
OG0000278	Pram.g_00853	Prbm.g_00858
OG0000279	Pram.g_00861	Prbm.g_00865
OG0000281	Pram.g_00870	Prbm.g_00871
OG0000282	Pram.g_00736	Prbm.g_00931
OG0000283	Pram.g_00916	Prbm.g_00962
OG0000284	Pram.g_00921	Prbm.g_00967
OG0000285	Pram.g_00926	Prbm.g_00972
OG0000286	Pram.g_00942	Prbm.g_00987
OG0000287	Pram.g_01199	Prbm.g_00102
OG0000288	Pram.g_00977	Prbm.g_01034
OG0000289	Pram.g_00992	Prbm.g_01045
OG0000290	Pram.g_00891	Prbm.g_01061
OG0000291	Pram.g_00889	Prbm.g_01063
OG0000292	Pram.g_01185	Prbm.g_01210
OG0000293	Pram.g_01150	Prbm.g_01559
OG0000294	Pram.g_01149	Prbm.g_01558
OG0000295	Pram.g_01125	Prbm.g_01534
OG0000296	Pram.g_01123	Prbm.g_01532
OG0000297	Pram.g_01114	Prbm.g_01524
OG0000298	Pram.g_01113	Prbm.g_01523
OG0000299	Pram.g_01094	Prbm.g_01503
OG0000300	Pram.g_01091	Prbm.g_01500
OG0000301	Pram.g_01090	Prbm.g_01499
OG0000302	Pram.g_01088	Prbm.g_01497
OG0000303	Pram.g_01082	Prbm.g_01492
OG0000304	Pram.g_00571	Prbm.g_01489
OG0000305	Pram.g_01183	Prbm.g_01812
OG0000306	Pram.g_00874	Prbm.g_00875
OG0000307	Pram.g_01458	Prbm.g_01669
OG0000308	Pram.g_01457	Prbm.g_01670
OG0000309	Pram.g_01453	Prbm.g_01674
OG0000310	Pram.g_01395	Prbm.g_01694
OG0000311	Pram.g_01393	Prbm.g_01696
OG0000312	Pram.g_01390	Prbm.g_01699
OG0000313	Pram.g_01374	Prbm.g_01714
OG0000314	Pram.g_01351	Prbm.g_01735
OG0000315	Pram.g_01341	Prbm.g_01745
OG0000316	Pram.g_01315	Prbm.g_01770
OG0000317	Pram.g_01629	Prbm.g_01839
OG0000318	Pram.g_01633	Prbm.g_01842
OG0000319	Pram.g_01646	Prbm.g_01853
OG0000320	Pram.g_01648	Prbm.g_01855
OG0000321	Pram.g_01649	Prbm.g_01856
OG0000322	Pram.g_01650	Prbm.g_01857
OG0000323	Pram.g_01659	Prbm.g_01866
OG0000324	Pram.g_01687	Prbm.g_01893
OG0000325	Pram.g_01697	Prbm.g_01950
OG0000326	Pram.g_01704	Prbm.g_01956
OG0000327	Pram.g_01728	Prbm.g_01991
OG0000328	Pram.g_01729	Prbm.g_01992
OG0000329	Pram.g_01746	Prbm.g_02009
OG0000330	Pram.g_01747	Prbm.g_02010
OG0000331	Pram.g_01748	Prbm.g_02011
OG0000332	Pram.g_01762	Prbm.g_02025
OG0000333	Pram.g_01764	Prbm.g_02027
OG0000334	Pram.g_01773	Prbm.g_02036
OG0000335	Pram.g_01778	Prbm.g_02041
OG0000336	Pram.g_01782	Prbm.g_02045
OG0000337	Pram.g_01801	Prbm.g_02064
OG0000338	Pram.g_01802	Prbm.g_02065
OG0000339	Pram.g_01808	Prbm.g_02070
OG0000340	Pram.g_01817	Prbm.g_02079
OG0000341	Pram.g_01819	Prbm.g_02081
OG0000342	Pram.g_01820	Prbm.g_02082
OG0000343	Pram.g_01821	Prbm.g_02083
OG0000344	Pram.g_01824	Prbm.g_02086
OG0000345	Pram.g_01830	Prbm.g_02091
OG0000346	Pram.g_01834	Prbm.g_02095
OG0000347	Pram.g_01851	Prbm.g_02114
OG0000348	Pram.g_01859	Prbm.g_02149
OG0000349	Pram.g_01877	Prbm.g_02167
OG0000350	Pram.g_01898	Prbm.g_02188
OG0000351	Pram.g_01917	Prbm.g_02212
OG0000352	Pram.g_01918	Prbm.g_02213
OG0000353	Pram.g_01937	Prbm.g_02232
OG0000355	Pram.g_01939	Prbm.g_00001
OG0000356	Pram.g_01940	Prbm.g_00002
OG0000357	Pram.g_01941	Prbm.g_00003
OG0000358	Pram.g_01945	Prbm.g_00007
OG0000359	Pram.g_01946	Prbm.g_00008
OG0000360	Pram.g_01947	Prbm.g_00009
OG0000361	Pram.g_01948	Prbm.g_00010
OG0000362	Pram.g_01950	Prbm.g_00012
OG0000363	Pram.g_00001	Prbm.g_00014
OG0000364	Pram.g_00002	Prbm.g_00015
OG0000365	Pram.g_00007	Prbm.g_00020
OG0000366	Pram.g_00008	Prbm.g_00021
OG0000367	Pram.g_00009	Prbm.g_00022
OG0000368	Pram.g_00011	Prbm.g_00024
OG0000369	Pram.g_00012	Prbm.g_00025
OG0000370	Pram.g_00013	Prbm.g_00026
OG0000371	Pram.g_00019	Prbm.g_00032
OG0000372	Pram.g_00021	Prbm.g_00033
OG0000373	Pram.g_00022	Prbm.g_00034
OG0000374	Pram.g_00023	Prbm.g_00035
OG0000375	Pram.g_00024	Prbm.g_00049
OG0000376	Pram.g_00026	Prbm.g_00051
OG0000377	Pram.g_00030	Prbm.g_00054
OG0000378	Pram.g_00034	Prbm.g_00056
OG0000379	Pram.g_00037	Prbm.g_00059
OG0000380	Pram.g_00050	Prbm.g_00123
OG0000381	Pram.g_00055	Prbm.g_00127
OG0000382	Pram.g_00065	Prbm.g_00138
OG0000383	Pram.g_00067	Prbm.g_00140
OG0000384	Pram.g_00068	Prbm.g_00141
OG0000385	Pram.g_00069	Prbm.g_00142
OG0000386	Pram.g_00070	Prbm.g_00143
OG0000387	Pram.g_00083	Prbm.g_00156
OG0000388	Pram.g_00087	Prbm.g_00160
OG0000389	Pram.g_00090	Prbm.g_00163
OG0000390	Pram.g_00099	Prbm.g_00172
OG0000391	Pram.g_00102	Prbm.g_00176
OG0000392	Pram.g_00106	Prbm.g_00179
OG0000393	Pram.g_00109	Prbm.g_00182
OG0000394	Pram.g_00110	Prbm.g_00183
OG0000395	Pram.g_00111	Prbm.g_00184
OG0000396	Pram.g_00113	Prbm.g_00187
OG0000397	Pram.g_00115	Prbm.g_00189
OG0000398	Pram.g_00118	Prbm.g_00192
OG0000399	Pram.g_00119	Prbm.g_00193
OG0000400	Pram.g_00120	Prbm.g_00194
OG0000401	Pram.g_00121	Prbm.g_00195
OG0000402	Pram.g_01001	Prbm.g_01096
OG0000403	Pram.g_00123	Prbm.g_00196
OG0000404	Pram.g_00124	Prbm.g_00197
OG0000405	Pram.g_00128	Prbm.g_00202
OG0000406	Pram.g_00132	Prbm.g_00206
OG0000407	Pram.g_00133	Prbm.g_00207
OG0000408	Pram.g_00135	Prbm.g_00209
OG0000409	Pram.g_00137	Prbm.g_00211
OG0000410	Pram.g_00138	Prbm.g_00212
OG0000411	Pram.g_00139	Prbm.g_00213
OG0000412	Pram.g_00140	Prbm.g_00214
OG0000413	Pram.g_00141	Prbm.g_00215
OG0000414	Pram.g_00142	Prbm.g_00216
OG0000415	Pram.g_00143	Prbm.g_00217
OG0000416	Pram.g_00144	Prbm.g_00218
OG0000417	Pram.g_00145	Prbm.g_00219
OG0000418	Pram.g_00150	Prbm.g_00224
OG0000419	Pram.g_00152	Prbm.g_00226
OG0000420	Pram.g_00153	Prbm.g_00227
OG0000421	Pram.g_00157	Prbm.g_00232
OG0000422	Pram.g_00158	Prbm.g_00233
OG0000423	Pram.g_00159	Prbm.g_00234
OG0000424	Pram.g_00160	Prbm.g_00235
OG0000425	Pram.g_00161	Prbm.g_00236
OG0000426	Pram.g_00162	Prbm.g_00237
OG0000427	Pram.g_00163	Prbm.g_00238
OG0000428	Pram.g_00165	Prbm.g_00240
OG0000429	Pram.g_00166	Prbm.g_00241
OG0000430	Pram.g_00167	Prbm.g_00242
OG0000431	Pram.g_00169	Prbm.g_00244
OG0000432	Pram.g_00173	Prbm.g_00248
OG0000433	Pram.g_00174	Prbm.g_00249
OG0000434	Pram.g_00175	Prbm.g_00250
OG0000435	Pram.g_00176	Prbm.g_00251
OG0000436	Pram.g_00181	Prbm.g_00256
OG0000437	Pram.g_00182	Prbm.g_00257
OG0000438	Pram.g_00183	Prbm.g_00258
OG0000439	Pram.g_00185	Prbm.g_00260
OG0000440	Pram.g_00186	Prbm.g_00261
OG0000441	Pram.g_00189	Prbm.g_00263
OG0000442	Pram.g_00190	Prbm.g_00264
OG0000443	Pram.g_00191	Prbm.g_00265
OG0000444	Pram.g_00196	Prbm.g_00270
OG0000445	Pram.g_00197	Prbm.g_00271
OG0000446	Pram.g_00198	Prbm.g_00272
OG0000447	Pram.g_00199	Prbm.g_00273
OG0000448	Pram.g_00200	Prbm.g_00274
OG0000449	Pram.g_00201	Prbm.g_00275
OG0000450	Pram.g_00202	Prbm.g_00276
OG0000451	Pram.g_00203	Prbm.g_00277
OG0000452	Pram.g_00206	Prbm.g_00280
OG0000453	Pram.g_00207	Prbm.g_00281
OG0000454	Pram.g_00208	Prbm.g_00282
OG0000455	Pram.g_00209	Prbm.g_00283
OG0000456	Pram.g_00210	Prbm.g_00284
OG0000457	Pram.g_00212	Prbm.g_00285
OG0000458	Pram.g_00213	Prbm.g_00286
OG0000459	Pram.g_00214	Prbm.g_00287
OG0000460	Pram.g_00222	Prbm.g_00295
OG0000461	Pram.g_00230	Prbm.g_00303
OG0000462	Pram.g_00232	Prbm.g_00305
OG0000463	Pram.g_00233	Prbm.g_00306
OG0000464	Pram.g_00234	Prbm.g_00307
OG0000465	Pram.g_00235	Prbm.g_00308
OG0000466	Pram.g_00238	Prbm.g_00309
OG0000467	Pram.g_00239	Prbm.g_00310
OG0000468	Pram.g_00242	Prbm.g_00312
OG0000469	Pram.g_00250	Prbm.g_00320
OG0000470	Pram.g_00252	Prbm.g_00322
OG0000471	Pram.g_00253	Prbm.g_00323
OG0000472	Pram.g_00254	Prbm.g_00324
OG0000473	Pram.g_00256	Prbm.g_00326
OG0000474	Pram.g_00257	Prbm.g_00327
OG0000475	Pram.g_00258	Prbm.g_00328
OG0000476	Pram.g_00260	Prbm.g_00330
OG0000477	Pram.g_00263	Prbm.g_00332
OG0000478	Pram.g_00264	Prbm.g_00333
OG0000479	Pram.g_00265	Prbm.g_00334
OG0000480	Pram.g_00270	Prbm.g_00339
OG0000481	Pram.g_00273	Prbm.g_00341
OG0000482	Pram.g_00274	Prbm.g_00342
OG0000483	Pram.g_00277	Prbm.g_00345
OG0000484	Pram.g_00278	Prbm.g_00346
OG0000485	Pram.g_00280	Prbm.g_00347
OG0000486	Pram.g_00281	Prbm.g_00348
OG0000487	Pram.g_00284	Prbm.g_00351
OG0000488	Pram.g_00287	Prbm.g_00354
OG0000489	Pram.g_00292	Prbm.g_00359
OG0000490	Pram.g_00296	Prbm.g_00364
OG0000491	Pram.g_00297	Prbm.g_00365
OG0000492	Pram.g_00299	Prbm.g_00367
OG0000493	Pram.g_00300	Prbm.g_00368
OG0000494	Pram.g_00301	Prbm.g_00369
OG0000495	Pram.g_00302	Prbm.g_00370
OG0000496	Pram.g_00303	Prbm.g_00371
OG0000497	Pram.g_00304	Prbm.g_00372
OG0000498	Pram.g_00305	Prbm.g_00373
OG0000499	Pram.g_00306	Prbm.g_00374
OG0000500	Pram.g_00307	Prbm.g_00375
OG0000501	Pram.g_00309	Prbm.g_00376
OG0000502	Pram.g_00312	Prbm.g_00379
OG0000503	Pram.g_00328	Prbm.g_00400
OG0000504	Pram.g_00330	Prbm.g_00402
OG0000505	Pram.g_00331	Prbm.g_00403
OG0000506	Pram.g_00332	Prbm.g_00404
OG0000507	Pram.g_00336	Prbm.g_00407
OG0000508	Pram.g_00340	Prbm.g_00410
OG0000509	Pram.g_00342	Prbm.g_00412
OG0000510	Pram.g_00343	Prbm.g_00413
OG0000511	Pram.g_00344	Prbm.g_00414
OG0000512	Pram.g_00346	Prbm.g_00416
OG0000513	Pram.g_00355	Prbm.g_00426
OG0000514	Pram.g_00366	Prbm.g_00440
OG0000515	Pram.g_00367	Prbm.g_00441
OG0000516	Pram.g_00368	Prbm.g_00442
OG0000517	Pram.g_00370	Prbm.g_00445
OG0000518	Pram.g_00381	Prbm.g_00456
OG0000519	Pram.g_00382	Prbm.g_00457
OG0000520	Pram.g_00383	Prbm.g_00458
OG0000521	Pram.g_00393	Prbm.g_00480
OG0000522	Pram.g_00395	Prbm.g_00482
OG0000523	Pram.g_00396	Prbm.g_00483
OG0000524	Pram.g_00400	Prbm.g_00490
OG0000525	Pram.g_00404	Prbm.g_00494
OG0000526	Pram.g_00406	Prbm.g_00495
OG0000527	Pram.g_00409	Prbm.g_00498
OG0000528	Pram.g_00414	Prbm.g_00504
OG0000529	Pram.g_00417	Prbm.g_00507
OG0000530	Pram.g_00420	Prbm.g_00510
OG0000531	Pram.g_00421	Prbm.g_00511
