Orthogroup	Pram	Prab
OG0000072	Pram.g_00156	Prab.g_00162
OG0000073	Pram.g_00437, Pram.g_01426	Prab.g_00503
OG0000074	Pram.g_00772	Prab.g_00687
OG0000075	Pram.g_01807	Prab.g_01834
OG0000076	Pram.g_01833	Prab.g_01857
OG0000077	Pram.g_00063	Prab.g_00070
OG0000078	Pram.g_00227	Prab.g_00229
OG0000079	Pram.g_00240	Prab.g_00242
OG0000080	Pram.g_01408	Prab.g_00377
OG0000081	Pram.g_00469	Prab.g_00535
OG0000082	Pram.g_01559	Prab.g_00589
OG0000084	Pram.g_01384	Prab.g_01462
OG0000085	Pram.g_01265	Prab.g_01662
OG0000086	Pram.g_00072	Prab.g_00080
OG0000087	Pram.g_00125	Prab.g_00129
OG0000088	Pram.g_00151	Prab.g_00157
OG0000089	Pram.g_00352	Prab.g_00343
OG0000090	Pram.g_00471	Prab.g_00537
OG0000091	Pram.g_01068	Prab.g_00647
OG0000092	Pram.g_00739	Prab.g_01063
OG0000093	Pram.g_01038	Prab.g_01042
OG0000094	Pram.g_00987	Prab.g_00948
OG0000095	Pram.g_00888	Prab.g_01299, Prab.g_00929
OG0000096	Pram.g_01505, Pram.g_00621	Prab.g_01596, Prab.g_01165
OG0000097	Pram.g_01093	Prab.g_01260
OG0000098	Pram.g_01478	Prab.g_01346
OG0000099	Pram.g_01445	Prab.g_01394
OG0000100	Pram.g_01298	Prab.g_01540
OG0000101	Pram.g_01770	Prab.g_01802
OG0000102	Pram.g_01838	Prab.g_01862
OG0000103	Pram.g_01925	Prab.g_01942
OG0000104	Pram.g_01934	Prab.g_01951
OG0000105	Pram.g_00262	Prab.g_00262
OG0000106	Pram.g_00677	Prab.g_00359
OG0000107	Pram.g_01696	Prab.g_00375
OG0000108	Pram.g_00416	Prab.g_00484
OG0000109	Pram.g_00430	Prab.g_00498
OG0000110	Pram.g_00513	Prab.g_00579
OG0000111	Pram.g_00793	Prab.g_00704
OG0000112	Pram.g_00935	Prab.g_00804
OG0000113	Pram.g_00832	Prab.g_00862
OG0000114	Pram.g_00734	Prab.g_01068
OG0000115	Pram.g_01201	Prab.g_01156
OG0000116	Pram.g_01151	Prab.g_01209
OG0000117	Pram.g_01112	Prab.g_00717
OG0000118	Pram.g_01242	Prab.g_01338
OG0000119	Pram.g_01283	Prab.g_01356
OG0000120	Pram.g_01446	Prab.g_01447
OG0000121	Pram.g_01376	Prab.g_01468
OG0000122	Pram.g_01204, Pram.g_01334	Prab.g_01506
OG0000123	Pram.g_01777	Prab.g_01809
OG0000124	Pram.g_01850	Prab.g_01873
OG0000125	Pram.g_01886	Prab.g_01910
OG0000126	Pram.g_01933	Prab.g_01950
OG0000128	Pram.g_01949	Prab.g_00011
OG0000129	Pram.g_00029	Prab.g_00043
OG0000130	Pram.g_00054	Prab.g_00061
OG0000131	Pram.g_00130	Prab.g_00136
OG0000132	Pram.g_00149	Prab.g_00155
OG0000133	Pram.g_00310	Prab.g_00310
OG0000134	Pram.g_00354	Prab.g_00344
OG0000135	Pram.g_01589	Prab.g_00371
OG0000136	Pram.g_00376	Prab.g_00444
OG0000137	Pram.g_00411	Prab.g_00479
OG0000138	Pram.g_00431	Prab.g_00499
OG0000139	Pram.g_00475	Prab.g_00541
OG0000140	Pram.g_00476	Prab.g_00542
OG0000141	Pram.g_00545	Prab.g_00611
OG0000142	Pram.g_01075	Prab.g_00640
OG0000143	Pram.g_01072	Prab.g_00644
OG0000144	Pram.g_01058	Prab.g_00657
OG0000145	Pram.g_01534	Prab.g_00783
OG0000146	Pram.g_00934	Prab.g_00805
OG0000147	Pram.g_00933	Prab.g_00806
OG0000148	Pram.g_00826	Prab.g_00856
OG0000149	Pram.g_00858	Prab.g_00886
OG0000150	Pram.g_00868	Prab.g_00894
OG0000151	Pram.g_00744	Prab.g_01058
OG0000152	Pram.g_00943	Prab.g_01010
OG0000153	Pram.g_00961	Prab.g_00991
OG0000154	Pram.g_00978	Prab.g_00955
OG0000155	Pram.g_01118	Prab.g_01239
OG0000156	Pram.g_01219	Prab.g_01315
OG0000157	Pram.g_01220	Prab.g_01316
OG0000158	Pram.g_01815	Prab.g_01379
OG0000159	Pram.g_01438	Prab.g_01392
OG0000160	Pram.g_01377	Prab.g_01467
OG0000161	Pram.g_01145, Pram.g_01371	Prab.g_01473
OG0000162	Pram.g_01365	Prab.g_01479
OG0000163	Pram.g_01326	Prab.g_01513
OG0000164	Pram.g_01656	Prab.g_01693
OG0000165	Pram.g_01664	Prab.g_01700
OG0000166	Pram.g_01733	Prab.g_01766
OG0000167	Pram.g_01805	Prab.g_01832
OG0000168	Pram.g_01816	Prab.g_01841
OG0000169	Pram.g_01826	Prab.g_01851
OG0000170	Pram.g_01829	Prab.g_01853
OG0000171	Pram.g_01849	Prab.g_01872
OG0000172	Pram.g_01856	Prab.g_01881
OG0000173	Pram.g_01871	Prab.g_01896
OG0000174	Pram.g_01902	Prab.g_01924
OG0000175	Pram.g_01914	Prab.g_01934
OG0000176	Pram.g_01942	Prab.g_00004
OG0000177	Pram.g_01943	Prab.g_00005
OG0000178	Pram.g_01944	Prab.g_00006
OG0000179	Pram.g_00003	Prab.g_00016
OG0000180	Pram.g_00004	Prab.g_00017
OG0000181	Pram.g_00005	Prab.g_00018
OG0000182	Pram.g_00006	Prab.g_00019
OG0000183	Pram.g_00010	Prab.g_00023
OG0000184	Pram.g_00033	Prab.g_00045
OG0000185	Pram.g_00036	Prab.g_00048
OG0000186	Pram.g_00048	Prab.g_00056
OG0000187	Pram.g_00049	Prab.g_00057
OG0000188	Pram.g_00066	Prab.g_00074
OG0000189	Pram.g_00080	Prab.g_00087
OG0000190	Pram.g_00081	Prab.g_00088
OG0000191	Pram.g_00103	Prab.g_00108
OG0000192	Pram.g_00108	Prab.g_00112
OG0000193	Pram.g_00131	Prab.g_00137
OG0000194	Pram.g_00134	Prab.g_00140
OG0000195	Pram.g_00136	Prab.g_00142
OG0000196	Pram.g_00146	Prab.g_00152
OG0000197	Pram.g_00147	Prab.g_00153
OG0000198	Pram.g_00148	Prab.g_00154
OG0000199	Pram.g_00155	Prab.g_00161
OG0000200	Pram.g_00168	Prab.g_00175
OG0000201	Pram.g_00177	Prab.g_00183
OG0000202	Pram.g_00178	Prab.g_00184
OG0000203	Pram.g_00179	Prab.g_00185
OG0000204	Pram.g_00180	Prab.g_00186
OG0000205	Pram.g_00187	Prab.g_00193
OG0000206	Pram.g_00192	Prab.g_00198
OG0000207	Pram.g_00194	Prab.g_00200
OG0000208	Pram.g_00195	Prab.g_00201
OG0000209	Pram.g_00204	Prab.g_00210
OG0000210	Pram.g_00205	Prab.g_00211
OG0000211	Pram.g_00220	Prab.g_00224
OG0000212	Pram.g_00228	Prab.g_00230
OG0000213	Pram.g_00246	Prab.g_00247
OG0000214	Pram.g_00255	Prab.g_00256
OG0000215	Pram.g_00282	Prab.g_00280
OG0000216	Pram.g_00283	Prab.g_00282
OG0000217	Pram.g_00286	Prab.g_00285
OG0000218	Pram.g_00288	Prab.g_00287
OG0000219	Pram.g_00289	Prab.g_00288
OG0000220	Pram.g_00290	Prab.g_00289
OG0000221	Pram.g_00291	Prab.g_00290
OG0000222	Pram.g_00298	Prab.g_00298
OG0000223	Pram.g_00311	Prab.g_00311
OG0000224	Pram.g_00313	Prab.g_00313
OG0000225	Pram.g_00341	Prab.g_00333
OG0000226	Pram.g_00345	Prab.g_00337
OG0000227	Pram.g_00347	Prab.g_00339
OG0000228	Pram.g_00351	Prab.g_00342
OG0000229	Pram.g_00371	Prab.g_00439
OG0000230	Pram.g_00373	Prab.g_00441
OG0000231	Pram.g_00384	Prab.g_00455
OG0000232	Pram.g_00397	Prab.g_00463
OG0000233	Pram.g_00402	Prab.g_00468
OG0000234	Pram.g_00412	Prab.g_00480
OG0000235	Pram.g_00415	Prab.g_00483
OG0000236	Pram.g_00429	Prab.g_00497
OG0000237	Pram.g_00443	Prab.g_00510
OG0000238	Pram.g_00449	Prab.g_00516
OG0000239	Pram.g_00462	Prab.g_00529
OG0000240	Pram.g_00463	Prab.g_00530
OG0000241	Pram.g_00468	Prab.g_00534
OG0000242	Pram.g_00470	Prab.g_00536
OG0000243	Pram.g_00480	Prab.g_00547
OG0000244	Pram.g_00483	Prab.g_00550
OG0000245	Pram.g_00485	Prab.g_00552
OG0000246	Pram.g_00489	Prab.g_00556
OG0000247	Pram.g_00500	Prab.g_00566
OG0000248	Pram.g_00503	Prab.g_00569
OG0000249	Pram.g_00505	Prab.g_00571
OG0000250	Pram.g_00510	Prab.g_00576
OG0000251	Pram.g_00528	Prab.g_00595
OG0000252	Pram.g_00531	Prab.g_00598
OG0000253	Pram.g_00532	Prab.g_00599
OG0000254	Pram.g_00549	Prab.g_00615
OG0000255	Pram.g_00555	Prab.g_00621
OG0000256	Pram.g_00566	Prab.g_00632
OG0000257	Pram.g_01080	Prab.g_00635
OG0000258	Pram.g_01067	Prab.g_00648
OG0000259	Pram.g_01050	Prab.g_00665
OG0000260	Pram.g_01047	Prab.g_00668
OG0000261	Pram.g_01044	Prab.g_00670
OG0000262	Pram.g_01039	Prab.g_00674
OG0000263	Pram.g_00771	Prab.g_00686
OG0000264	Pram.g_00782	Prab.g_00696
OG0000265	Pram.g_00801	Prab.g_00723
OG0000266	Pram.g_01020	Prab.g_00733
OG0000267	Pram.g_01007	Prab.g_00744
OG0000268	Pram.g_01006	Prab.g_00745
OG0000269	Pram.g_00804	Prab.g_00835
OG0000270	Pram.g_00807	Prab.g_00838
OG0000271	Pram.g_00815	Prab.g_00846
OG0000272	Pram.g_00816	Prab.g_00847
OG0000273	Pram.g_00839	Prab.g_00870
OG0000274	Pram.g_00840	Prab.g_00871
OG0000275	Pram.g_00843	Prab.g_00873
OG0000276	Pram.g_00849	Prab.g_00878
OG0000277	Pram.g_00850	Prab.g_00879
OG0000278	Pram.g_00853	Prab.g_00882
OG0000279	Pram.g_00861	Prab.g_00889
OG0000280	Pram.g_00862	Prab.g_00890
OG0000281	Pram.g_00870	Prab.g_00896
OG0000282	Pram.g_00736	Prab.g_01066
OG0000283	Pram.g_00916	Prab.g_01033
OG0000284	Pram.g_00921	Prab.g_01028
OG0000285	Pram.g_00926	Prab.g_01023
OG0000286	Pram.g_00942	Prab.g_01011
OG0000287	Pram.g_01199	Prab.g_00994
OG0000288	Pram.g_00977	Prab.g_00956
OG0000289	Pram.g_00992	Prab.g_00945
OG0000290	Pram.g_00891	Prab.g_00932
OG0000291	Pram.g_00889	Prab.g_00930
OG0000292	Pram.g_01185	Prab.g_01144
OG0000293	Pram.g_01150	Prab.g_01210
OG0000294	Pram.g_01149	Prab.g_01211
OG0000295	Pram.g_01125	Prab.g_01231
OG0000296	Pram.g_01123	Prab.g_01233
OG0000297	Pram.g_01114	Prab.g_01241
OG0000298	Pram.g_01113	Prab.g_01242
OG0000299	Pram.g_01094	Prab.g_01259
OG0000300	Pram.g_01091	Prab.g_01262
OG0000301	Pram.g_01090	Prab.g_01263
OG0000302	Pram.g_01088	Prab.g_01265
OG0000303	Pram.g_01082	Prab.g_01272
OG0000304	Pram.g_00571	Prab.g_01276
OG0000305	Pram.g_01183	Prab.g_01353
OG0000306	Pram.g_00874	Prab.g_01355
OG0000307	Pram.g_01458	Prab.g_01369
OG0000308	Pram.g_01457	Prab.g_01370
OG0000309	Pram.g_01453	Prab.g_01374
OG0000310	Pram.g_01395	Prab.g_01451
OG0000311	Pram.g_01393	Prab.g_01453
OG0000312	Pram.g_01390	Prab.g_01456
OG0000313	Pram.g_01374	Prab.g_01470
OG0000314	Pram.g_01351	Prab.g_01493
OG0000315	Pram.g_01341	Prab.g_01503
OG0000316	Pram.g_01315	Prab.g_01523
OG0000317	Pram.g_01629	Prab.g_01667
OG0000318	Pram.g_01633	Prab.g_01670
OG0000319	Pram.g_01646	Prab.g_01683
OG0000320	Pram.g_01648	Prab.g_01685
OG0000321	Pram.g_01649	Prab.g_01686
OG0000322	Pram.g_01650	Prab.g_01687
OG0000323	Pram.g_01659	Prab.g_01696
OG0000324	Pram.g_01687	Prab.g_01722
OG0000325	Pram.g_01697	Prab.g_01732
OG0000326	Pram.g_01704	Prab.g_01738
OG0000327	Pram.g_01728	Prab.g_01761
OG0000328	Pram.g_01729	Prab.g_01762
OG0000329	Pram.g_01746	Prab.g_01779
OG0000330	Pram.g_01747	Prab.g_01780
OG0000331	Pram.g_01748	Prab.g_01781
OG0000332	Pram.g_01762	Prab.g_01795
OG0000333	Pram.g_01764	Prab.g_01797
OG0000334	Pram.g_01773	Prab.g_01805
OG0000335	Pram.g_01778	Prab.g_01810
OG0000336	Pram.g_01782	Prab.g_01814
OG0000337	Pram.g_01801	Prab.g_01830
OG0000338	Pram.g_01802	Prab.g_01831
OG0000339	Pram.g_01808	Prab.g_01835
OG0000340	Pram.g_01817	Prab.g_01842
OG0000341	Pram.g_01819	Prab.g_01844
OG0000342	Pram.g_01820	Prab.g_01845
OG0000343	Pram.g_01821	Prab.g_01846
OG0000344	Pram.g_01824	Prab.g_01849
OG0000345	Pram.g_01830	Prab.g_01854
OG0000346	Pram.g_01834	Prab.g_01858
OG0000347	Pram.g_01851	Prab.g_01874
OG0000348	Pram.g_01859	Prab.g_01884
OG0000349	Pram.g_01877	Prab.g_01901
OG0000350	Pram.g_01898	Prab.g_01920
OG0000351	Pram.g_01917	Prab.g_01937
OG0000352	Pram.g_01918	Prab.g_01938
OG0000353	Pram.g_01937	Prab.g_01954
OG0000355	Pram.g_01939	Prab.g_00001
OG0000356	Pram.g_01940	Prab.g_00002
OG0000357	Pram.g_01941	Prab.g_00003
OG0000358	Pram.g_01945	Prab.g_00007
OG0000359	Pram.g_01946	Prab.g_00008
OG0000360	Pram.g_01947	Prab.g_00009
OG0000361	Pram.g_01948	Prab.g_00010
OG0000362	Pram.g_01950	Prab.g_00012
OG0000363	Pram.g_00001	Prab.g_00014
OG0000364	Pram.g_00002	Prab.g_00015
OG0000365	Pram.g_00007	Prab.g_00020
OG0000366	Pram.g_00008	Prab.g_00021
OG0000367	Pram.g_00009	Prab.g_00022
OG0000368	Pram.g_00011	Prab.g_00024
OG0000369	Pram.g_00012	Prab.g_00025
OG0000370	Pram.g_00013	Prab.g_00026
OG0000371	Pram.g_00019	Prab.g_00032
OG0000372	Pram.g_00021	Prab.g_00035
OG0000373	Pram.g_00022	Prab.g_00036
OG0000374	Pram.g_00023	Prab.g_00037
OG0000375	Pram.g_00024	Prab.g_00039
OG0000376	Pram.g_00026	Prab.g_00041
OG0000377	Pram.g_00030	Prab.g_00044
OG0000378	Pram.g_00034	Prab.g_00046
OG0000379	Pram.g_00037	Prab.g_00049
OG0000380	Pram.g_00050	Prab.g_00058
OG0000381	Pram.g_00055	Prab.g_00062
OG0000382	Pram.g_00065	Prab.g_00073
OG0000383	Pram.g_00067	Prab.g_00075
OG0000384	Pram.g_00068	Prab.g_00076
OG0000385	Pram.g_00069	Prab.g_00077
OG0000386	Pram.g_00070	Prab.g_00078
OG0000387	Pram.g_00083	Prab.g_00090
OG0000388	Pram.g_00087	Prab.g_00093
OG0000389	Pram.g_00090	Prab.g_00097
OG0000390	Pram.g_00099	Prab.g_00104
OG0000391	Pram.g_00102	Prab.g_00107
OG0000392	Pram.g_00106	Prab.g_00111
OG0000393	Pram.g_00109	Prab.g_00113
OG0000394	Pram.g_00110	Prab.g_00114
OG0000395	Pram.g_00111	Prab.g_00115
OG0000396	Pram.g_00113	Prab.g_00117
OG0000397	Pram.g_00115	Prab.g_00119
OG0000398	Pram.g_00118	Prab.g_00121
OG0000399	Pram.g_00119	Prab.g_00122
OG0000400	Pram.g_00120	Prab.g_00123
OG0000401	Pram.g_00121	Prab.g_00124
OG0000402	Pram.g_01001	Prab.g_00126
OG0000403	Pram.g_00123	Prab.g_00127
OG0000404	Pram.g_00124	Prab.g_00128
OG0000405	Pram.g_00128	Prab.g_00132
OG0000406	Pram.g_00132	Prab.g_00138
OG0000407	Pram.g_00133	Prab.g_00139
OG0000408	Pram.g_00135	Prab.g_00141
OG0000409	Pram.g_00137	Prab.g_00143
OG0000410	Pram.g_00138	Prab.g_00144
OG0000411	Pram.g_00139	Prab.g_00145
OG0000412	Pram.g_00140	Prab.g_00146
OG0000413	Pram.g_00141	Prab.g_00147
OG0000414	Pram.g_00142	Prab.g_00148
OG0000415	Pram.g_00143	Prab.g_00149
OG0000416	Pram.g_00144	Prab.g_00150
OG0000417	Pram.g_00145	Prab.g_00151
OG0000418	Pram.g_00150	Prab.g_00156
OG0000419	Pram.g_00152	Prab.g_00158
OG0000420	Pram.g_00153	Prab.g_00159
OG0000421	Pram.g_00157	Prab.g_00164
OG0000422	Pram.g_00158	Prab.g_00165
OG0000423	Pram.g_00159	Prab.g_00166
OG0000424	Pram.g_00160	Prab.g_00167
OG0000425	Pram.g_00161	Prab.g_00168
OG0000426	Pram.g_00162	Prab.g_00169
OG0000427	Pram.g_00163	Prab.g_00170
OG0000428	Pram.g_00165	Prab.g_00172
OG0000429	Pram.g_00166	Prab.g_00173
OG0000430	Pram.g_00167	Prab.g_00174
OG0000431	Pram.g_00169	Prab.g_00176
OG0000432	Pram.g_00173	Prab.g_00179
OG0000433	Pram.g_00174	Prab.g_00180
OG0000434	Pram.g_00175	Prab.g_00181
OG0000435	Pram.g_00176	Prab.g_00182
OG0000436	Pram.g_00181	Prab.g_00187
OG0000437	Pram.g_00182	Prab.g_00188
OG0000438	Pram.g_00183	Prab.g_00189
OG0000439	Pram.g_00185	Prab.g_00191
OG0000440	Pram.g_00186	Prab.g_00192
OG0000441	Pram.g_00189	Prab.g_00195
OG0000442	Pram.g_00190	Prab.g_00196
OG0000443	Pram.g_00191	Prab.g_00197
OG0000444	Pram.g_00196	Prab.g_00202
OG0000445	Pram.g_00197	Prab.g_00203
OG0000446	Pram.g_00198	Prab.g_00204
OG0000447	Pram.g_00199	Prab.g_00205
OG0000448	Pram.g_00200	Prab.g_00206
OG0000449	Pram.g_00201	Prab.g_00207
OG0000450	Pram.g_00202	Prab.g_00208
OG0000451	Pram.g_00203	Prab.g_00209
OG0000452	Pram.g_00206	Prab.g_00212
OG0000453	Pram.g_00207	Prab.g_00213
OG0000454	Pram.g_00208	Prab.g_00214
OG0000455	Pram.g_00209	Prab.g_00215
OG0000456	Pram.g_00210	Prab.g_00216
OG0000457	Pram.g_00212	Prab.g_00217
OG0000458	Pram.g_00213	Prab.g_00218
OG0000459	Pram.g_00214	Prab.g_00219
OG0000460	Pram.g_00222	Prab.g_00226
OG0000461	Pram.g_00230	Prab.g_00232
OG0000462	Pram.g_00232	Prab.g_00234
OG0000463	Pram.g_00233	Prab.g_00235
OG0000464	Pram.g_00234	Prab.g_00236
OG0000465	Pram.g_00235	Prab.g_00237
OG0000466	Pram.g_00238	Prab.g_00240
OG0000467	Pram.g_00239	Prab.g_00241
OG0000468	Pram.g_00242	Prab.g_00243
OG0000469	Pram.g_00250	Prab.g_00251
OG0000470	Pram.g_00252	Prab.g_00253
OG0000471	Pram.g_00253	Prab.g_00254
OG0000472	Pram.g_00254	Prab.g_00255
OG0000473	Pram.g_00256	Prab.g_00257
OG0000474	Pram.g_00257	Prab.g_00258
OG0000475	Pram.g_00258	Prab.g_00259
OG0000476	Pram.g_00260	Prab.g_00260
OG0000477	Pram.g_00263	Prab.g_00263
OG0000478	Pram.g_00264	Prab.g_00264
OG0000479	Pram.g_00265	Prab.g_00265
OG0000480	Pram.g_00270	Prab.g_00270
OG0000481	Pram.g_00273	Prab.g_00272
OG0000482	Pram.g_00274	Prab.g_00273
OG0000483	Pram.g_00277	Prab.g_00276
OG0000484	Pram.g_00278	Prab.g_00277
OG0000485	Pram.g_00280	Prab.g_00278
OG0000486	Pram.g_00281	Prab.g_00279
OG0000487	Pram.g_00284	Prab.g_00283
OG0000488	Pram.g_00287	Prab.g_00286
OG0000489	Pram.g_00292	Prab.g_00291
OG0000490	Pram.g_00296	Prab.g_00296
OG0000491	Pram.g_00297	Prab.g_00297
OG0000492	Pram.g_00299	Prab.g_00299
OG0000493	Pram.g_00300	Prab.g_00300
OG0000494	Pram.g_00301	Prab.g_00301
OG0000495	Pram.g_00302	Prab.g_00302
OG0000496	Pram.g_00303	Prab.g_00303
OG0000497	Pram.g_00304	Prab.g_00304
OG0000498	Pram.g_00305	Prab.g_00305
OG0000499	Pram.g_00306	Prab.g_00306
OG0000500	Pram.g_00307	Prab.g_00307
OG0000501	Pram.g_00309	Prab.g_00309
OG0000502	Pram.g_00312	Prab.g_00312
OG0000503	Pram.g_00328	Prab.g_00322
OG0000504	Pram.g_00330	Prab.g_00323
OG0000505	Pram.g_00331	Prab.g_00324
OG0000506	Pram.g_00332	Prab.g_00325
OG0000507	Pram.g_00336	Prab.g_00328
OG0000508	Pram.g_00340	Prab.g_00332
OG0000509	Pram.g_00342	Prab.g_00334
OG0000510	Pram.g_00343	Prab.g_00335
OG0000511	Pram.g_00344	Prab.g_00336
OG0000512	Pram.g_00346	Prab.g_00338
OG0000513	Pram.g_00355	Prab.g_00345
OG0000514	Pram.g_00366	Prab.g_00434
OG0000515	Pram.g_00367	Prab.g_00435
OG0000516	Pram.g_00368	Prab.g_00436
OG0000517	Pram.g_00370	Prab.g_00438
OG0000518	Pram.g_00381	Prab.g_00449
OG0000519	Pram.g_00382	Prab.g_00450
OG0000520	Pram.g_00383	Prab.g_00454
OG0000521	Pram.g_00393	Prab.g_00459
OG0000522	Pram.g_00395	Prab.g_00460
OG0000523	Pram.g_00396	Prab.g_00461
OG0000524	Pram.g_00400	Prab.g_00466
OG0000525	Pram.g_00404	Prab.g_00469
OG0000526	Pram.g_00406	Prab.g_00470
OG0000527	Pram.g_00409	Prab.g_00477
OG0000528	Pram.g_00414	Prab.g_00482
OG0000529	Pram.g_00417	Prab.g_00485
OG0000530	Pram.g_00420	Prab.g_00488
OG0000531	Pram.g_00421	Prab.g_00489
OG0000532	Pram.g_00423	Prab.g_00491
OG0000533	Pram.g_00424	Prab.g_00492
OG0000534	Pram.g_00425	Prab.g_00493
OG0000535	Pram.g_00426	Prab.g_00494
OG0000536	Pram.g_00427	Prab.g_00495
OG0000537	Pram.g_00428	Prab.g_00496
OG0000538	Pram.g_00438	Prab.g_00504
OG0000539	Pram.g_00439	Prab.g_00505
OG0000540	Pram.g_00440	Prab.g_00506
OG0000541	Pram.g_00441	Prab.g_00507
OG0000542	Pram.g_00442	Prab.g_00509
OG0000543	Pram.g_00444	Prab.g_00511
OG0000544	Pram.g_00445	Prab.g_00512
OG0000545	Pram.g_00447	Prab.g_00514
OG0000546	Pram.g_00450	Prab.g_00517
OG0000547	Pram.g_00452	Prab.g_00519
OG0000548	Pram.g_00453	Prab.g_00520
OG0000549	Pram.g_00456	Prab.g_00522
OG0000550	Pram.g_00461	Prab.g_00527
OG0000551	Pram.g_00464	Prab.g_00531
OG0000552	Pram.g_00465	Prab.g_00532
OG0000553	Pram.g_00466	Prab.g_00533
OG0000554	Pram.g_00472	Prab.g_00538
OG0000555	Pram.g_00479	Prab.g_00546
OG0000556	Pram.g_00481	Prab.g_00548
OG0000557	Pram.g_00482	Prab.g_00549
OG0000558	Pram.g_00484	Prab.g_00551
OG0000559	Pram.g_00488	Prab.g_00555
OG0000560	Pram.g_00491	Prab.g_00558
OG0000561	Pram.g_00492	Prab.g_00559
OG0000562	Pram.g_00493	Prab.g_00560
OG0000563	Pram.g_00494	Prab.g_00561
OG0000564	Pram.g_00495	Prab.g_00562
OG0000565	Pram.g_00498	Prab.g_00565
OG0000566	Pram.g_00502	Prab.g_00568
OG0000567	Pram.g_00506	Prab.g_00572
OG0000568	Pram.g_00507	Prab.g_00573
OG0000569	Pram.g_00508	Prab.g_00574
OG0000570	Pram.g_00509	Prab.g_00575
OG0000571	Pram.g_00511	Prab.g_00577
OG0000572	Pram.g_00523	Prab.g_00590
OG0000573	Pram.g_00529	Prab.g_00596
OG0000574	Pram.g_00530	Prab.g_00597
OG0000575	Pram.g_00534	Prab.g_00601
OG0000576	Pram.g_00536	Prab.g_00603
OG0000577	Pram.g_00537	Prab.g_00604
OG0000578	Pram.g_00538	Prab.g_00605
OG0000579	Pram.g_00539	Prab.g_00606
OG0000580	Pram.g_00540	Prab.g_00607
OG0000581	Pram.g_00543	Prab.g_00609
