Orthogroup	Pram	Syao
OG0000086	Pram.g_00072	Syao.g_02653, Syao.g_01240
OG0000087	Pram.g_00125	Syao.g_02555
OG0000088	Pram.g_00151	Syao.g_02503
OG0000089	Pram.g_00352	Syao.g_01716
OG0000090	Pram.g_00471	Syao.g_01412
OG0000091	Pram.g_01068	Syao.g_00902
OG0000092	Pram.g_00739	Syao.g_00656
OG0000097	Pram.g_01093	Syao.g_00973
OG0000098	Pram.g_01478	Syao.g_01374
OG0000099	Pram.g_01445	Syao.g_02019
OG0000100	Pram.g_01298	Syao.g_00787
OG0000101	Pram.g_01770	Syao.g_01840
OG0000102	Pram.g_01838	Syao.g_01945
OG0000103	Pram.g_01925	Syao.g_02340
OG0000104	Pram.g_01934	Syao.g_02157
OG0000105	Pram.g_00262	Syao.g_02071, Syao.g_02072
OG0000106	Pram.g_00677	Syao.g_01385
OG0000107	Pram.g_01696	Syao.g_01935
OG0000108	Pram.g_00416	Syao.g_00028
OG0000109	Pram.g_00430	Syao.g_00110
OG0000110	Pram.g_00513	Syao.g_01051
OG0000111	Pram.g_00793	Syao.g_00378
OG0000112	Pram.g_00935	Syao.g_00683, Syao.g_00303
OG0000113	Pram.g_00832	Syao.g_00782
OG0000114	Pram.g_00734	Syao.g_00965
OG0000115	Pram.g_01201	Syao.g_00065, Syao.g_01464
OG0000116	Pram.g_01151	Syao.g_00137
OG0000117	Pram.g_01112	Syao.g_00169
OG0000118	Pram.g_01242	Syao.g_01475
OG0000120	Pram.g_01446	Syao.g_02009
OG0000121	Pram.g_01376	Syao.g_01489
OG0000122	Pram.g_01204, Pram.g_01334	Syao.g_01247
OG0000123	Pram.g_01777	Syao.g_01832
OG0000124	Pram.g_01850	Syao.g_02179
OG0000125	Pram.g_01886	Syao.g_02444
OG0000126	Pram.g_01933	Syao.g_02198
OG0000127	Pram.g_00611	Syao.g_02375, Syao.g_01143
OG0000128	Pram.g_01949	Syao.g_02149
OG0000129	Pram.g_00029	Syao.g_02434
OG0000130	Pram.g_00054	Syao.g_02617
OG0000131	Pram.g_00130	Syao.g_02480
OG0000132	Pram.g_00149	Syao.g_02501
OG0000133	Pram.g_00310	Syao.g_00678
OG0000134	Pram.g_00354	Syao.g_01719
OG0000135	Pram.g_01589	Syao.g_00147
OG0000136	Pram.g_00376	Syao.g_01614, Syao.g_01613
OG0000137	Pram.g_00411	Syao.g_02682
OG0000138	Pram.g_00431	Syao.g_00108
OG0000139	Pram.g_00475	Syao.g_02005
OG0000140	Pram.g_00476	Syao.g_01373, Syao.g_01372
OG0000141	Pram.g_00545	Syao.g_01202
OG0000142	Pram.g_01075	Syao.g_00894
OG0000143	Pram.g_01072	Syao.g_00898
OG0000145	Pram.g_01534	Syao.g_00102
OG0000146	Pram.g_00934	Syao.g_00684, Syao.g_00304
OG0000147	Pram.g_00933	Syao.g_00305, Syao.g_00685
OG0000148	Pram.g_00826	Syao.g_00776
OG0000149	Pram.g_00858	Syao.g_00534
OG0000150	Pram.g_00868	Syao.g_01203
OG0000151	Pram.g_00744	Syao.g_00975
OG0000152	Pram.g_00943	Syao.g_00674
OG0000153	Pram.g_00961	Syao.g_00818, Syao.g_01176
OG0000154	Pram.g_00978	Syao.g_00447
OG0000155	Pram.g_01118	Syao.g_00178
OG0000156	Pram.g_01219	Syao.g_00151
OG0000157	Pram.g_01220	Syao.g_00152
OG0000158	Pram.g_01815	Syao.g_02267
OG0000159	Pram.g_01438	Syao.g_02276
OG0000160	Pram.g_01377	Syao.g_01488
OG0000161	Pram.g_01145, Pram.g_01371	Syao.g_01494
OG0000162	Pram.g_01365	Syao.g_01515
OG0000163	Pram.g_01326	Syao.g_01745
OG0000164	Pram.g_01656	Syao.g_01663
OG0000165	Pram.g_01664	Syao.g_01655
OG0000166	Pram.g_01733	Syao.g_01790
OG0000167	Pram.g_01805	Syao.g_01960
OG0000168	Pram.g_01816	Syao.g_02128
OG0000169	Pram.g_01826	Syao.g_02139
OG0000170	Pram.g_01829	Syao.g_02148
OG0000171	Pram.g_01849	Syao.g_02181
OG0000172	Pram.g_01856	Syao.g_02170
OG0000173	Pram.g_01871	Syao.g_02212
OG0000174	Pram.g_01902	Syao.g_02364, Syao.g_02355
OG0000175	Pram.g_01914	Syao.g_02327, Syao.g_00308
OG0000176	Pram.g_01942	Syao.g_02165
OG0000177	Pram.g_01943	Syao.g_02156
OG0000178	Pram.g_01944	Syao.g_02155
OG0000179	Pram.g_00003	Syao.g_02250
OG0000180	Pram.g_00004	Syao.g_02249
OG0000181	Pram.g_00005	Syao.g_02248
OG0000182	Pram.g_00006	Syao.g_02247
OG0000183	Pram.g_00010	Syao.g_02243
OG0000184	Pram.g_00033	Syao.g_02423
OG0000185	Pram.g_00036	Syao.g_02410
OG0000186	Pram.g_00048	Syao.g_02613
OG0000187	Pram.g_00049	Syao.g_02615
OG0000188	Pram.g_00066	Syao.g_02637
OG0000189	Pram.g_00080	Syao.g_02672
OG0000190	Pram.g_00081	Syao.g_01015
OG0000191	Pram.g_00103	Syao.g_02573
OG0000192	Pram.g_00108	Syao.g_02579
OG0000193	Pram.g_00131	Syao.g_02481
OG0000194	Pram.g_00134	Syao.g_02484
OG0000195	Pram.g_00136	Syao.g_02486
OG0000196	Pram.g_00146	Syao.g_02498
OG0000197	Pram.g_00147	Syao.g_02499
OG0000198	Pram.g_00148	Syao.g_02500
OG0000199	Pram.g_00155	Syao.g_02508
OG0000200	Pram.g_00168	Syao.g_02524
OG0000201	Pram.g_00177	Syao.g_02540
OG0000202	Pram.g_00178	Syao.g_02454
OG0000203	Pram.g_00179	Syao.g_02455
OG0000204	Pram.g_00180	Syao.g_02456
OG0000205	Pram.g_00187	Syao.g_02464
OG0000206	Pram.g_00192	Syao.g_02469
OG0000207	Pram.g_00194	Syao.g_02471
OG0000208	Pram.g_00195	Syao.g_02472
OG0000209	Pram.g_00204	Syao.g_02394
OG0000210	Pram.g_00205	Syao.g_02395
OG0000211	Pram.g_00220	Syao.g_01700
OG0000212	Pram.g_00228	Syao.g_01710
OG0000213	Pram.g_00246	Syao.g_02098
OG0000214	Pram.g_00255	Syao.g_02081
OG0000215	Pram.g_00282	Syao.g_02050
OG0000216	Pram.g_00283	Syao.g_02045
OG0000217	Pram.g_00286	Syao.g_02041
OG0000218	Pram.g_00288	Syao.g_02039
OG0000219	Pram.g_00289	Syao.g_02038
OG0000220	Pram.g_00290	Syao.g_02037
OG0000221	Pram.g_00291	Syao.g_02034
OG0000222	Pram.g_00298	Syao.g_02023
OG0000223	Pram.g_00311	Syao.g_00291
OG0000224	Pram.g_00313	Syao.g_01973
OG0000225	Pram.g_00341	Syao.g_01751
OG0000226	Pram.g_00345	Syao.g_01758
OG0000227	Pram.g_00347	Syao.g_01760
OG0000228	Pram.g_00351	Syao.g_01715
OG0000229	Pram.g_00371	Syao.g_01736
OG0000230	Pram.g_00373	Syao.g_01738
OG0000231	Pram.g_00384	Syao.g_01513
OG0000232	Pram.g_00397	Syao.g_00057
OG0000233	Pram.g_00402	Syao.g_02698
OG0000234	Pram.g_00412	Syao.g_02680
OG0000235	Pram.g_00415	Syao.g_00029
OG0000236	Pram.g_00429	Syao.g_00111
OG0000237	Pram.g_00443	Syao.g_00166
OG0000238	Pram.g_00449	Syao.g_00161
OG0000239	Pram.g_00462	Syao.g_01398
OG0000240	Pram.g_00463	Syao.g_01399
OG0000241	Pram.g_00468	Syao.g_00887
OG0000242	Pram.g_00470	Syao.g_01410
OG0000243	Pram.g_00480	Syao.g_00873
OG0000244	Pram.g_00483	Syao.g_00865
OG0000245	Pram.g_00485	Syao.g_00863
OG0000246	Pram.g_00489	Syao.g_00859
OG0000247	Pram.g_00500	Syao.g_00847
OG0000248	Pram.g_00503	Syao.g_00844
OG0000249	Pram.g_00505	Syao.g_00842
OG0000250	Pram.g_00510	Syao.g_00835
OG0000251	Pram.g_00528	Syao.g_01026
OG0000252	Pram.g_00531	Syao.g_01020
OG0000253	Pram.g_00532	Syao.g_01003
OG0000254	Pram.g_00549	Syao.g_01053
OG0000255	Pram.g_00555	Syao.g_01009
OG0000256	Pram.g_00566	Syao.g_01328
OG0000257	Pram.g_01080	Syao.g_00884
OG0000258	Pram.g_01067	Syao.g_00907
OG0000259	Pram.g_01050	Syao.g_00933, Syao.g_00932
OG0000260	Pram.g_01047	Syao.g_00936
OG0000261	Pram.g_01044	Syao.g_00941
OG0000262	Pram.g_01039	Syao.g_00946
OG0000263	Pram.g_00771	Syao.g_00247
OG0000264	Pram.g_00782	Syao.g_00699
OG0000265	Pram.g_00801	Syao.g_00049
OG0000266	Pram.g_01020	Syao.g_00480
OG0000267	Pram.g_01007	Syao.g_00589
OG0000268	Pram.g_01006	Syao.g_00588
OG0000269	Pram.g_00804	Syao.g_00751
OG0000270	Pram.g_00807	Syao.g_00754
OG0000271	Pram.g_00815	Syao.g_00762
OG0000272	Pram.g_00816	Syao.g_00763
OG0000273	Pram.g_00839	Syao.g_00791
OG0000274	Pram.g_00840	Syao.g_00792
OG0000275	Pram.g_00843	Syao.g_00438
OG0000276	Pram.g_00849	Syao.g_00558
OG0000277	Pram.g_00850	Syao.g_00557
OG0000278	Pram.g_00853	Syao.g_00554
OG0000279	Pram.g_00861	Syao.g_00529
OG0000280	Pram.g_00862	Syao.g_00608
OG0000281	Pram.g_00870	Syao.g_01377
OG0000282	Pram.g_00736	Syao.g_00967
OG0000283	Pram.g_00916	Syao.g_00640
OG0000284	Pram.g_00921	Syao.g_00634
OG0000285	Pram.g_00926	Syao.g_00706
OG0000286	Pram.g_00942	Syao.g_00675
OG0000287	Pram.g_01199	Syao.g_00825
OG0000288	Pram.g_00977	Syao.g_00446
OG0000289	Pram.g_00992	Syao.g_00461
OG0000290	Pram.g_00891	Syao.g_00428
OG0000291	Pram.g_00889	Syao.g_00333
OG0000292	Pram.g_01185	Syao.g_02196
OG0000293	Pram.g_01150	Syao.g_00136
OG0000294	Pram.g_01149	Syao.g_00135
OG0000295	Pram.g_01125	Syao.g_00186
OG0000296	Pram.g_01123	Syao.g_00184
OG0000299	Pram.g_01094	Syao.g_00231
OG0000301	Pram.g_01090	Syao.g_00272, Syao.g_00273
OG0000302	Pram.g_01088	Syao.g_00271
OG0000303	Pram.g_01082	Syao.g_00262
OG0000304	Pram.g_00571	Syao.g_00256
OG0000305	Pram.g_01183	Syao.g_00388
OG0000306	Pram.g_00874	Syao.g_01216
OG0000307	Pram.g_01458	Syao.g_00045
OG0000308	Pram.g_01457	Syao.g_00047
OG0000309	Pram.g_01453	Syao.g_02705
OG0000310	Pram.g_01395	Syao.g_01530
OG0000311	Pram.g_01393	Syao.g_01533
OG0000312	Pram.g_01390	Syao.g_01538
OG0000313	Pram.g_01374	Syao.g_01491
OG0000314	Pram.g_01351	Syao.g_00078
OG0000315	Pram.g_01341	Syao.g_00088
OG0000316	Pram.g_01315	Syao.g_01602
OG0000317	Pram.g_01629	Syao.g_01560
OG0000318	Pram.g_01633	Syao.g_01553
OG0000319	Pram.g_01646	Syao.g_01678
OG0000320	Pram.g_01648	Syao.g_01676
OG0000321	Pram.g_01649	Syao.g_01675
OG0000322	Pram.g_01650	Syao.g_01674
OG0000323	Pram.g_01659	Syao.g_01661
OG0000324	Pram.g_01687	Syao.g_01630
OG0000325	Pram.g_01697	Syao.g_01936
OG0000326	Pram.g_01704	Syao.g_01918
OG0000327	Pram.g_01728	Syao.g_01795
OG0000328	Pram.g_01729	Syao.g_01794
OG0000329	Pram.g_01746	Syao.g_01776
OG0000330	Pram.g_01747	Syao.g_01775
OG0000331	Pram.g_01748	Syao.g_01774
OG0000332	Pram.g_01762	Syao.g_01813
OG0000333	Pram.g_01764	Syao.g_01810
OG0000334	Pram.g_01773	Syao.g_01836
OG0000335	Pram.g_01778	Syao.g_01831
OG0000336	Pram.g_01782	Syao.g_01827
OG0000337	Pram.g_01801	Syao.g_01968
OG0000338	Pram.g_01802	Syao.g_01962
OG0000339	Pram.g_01808	Syao.g_02259
OG0000340	Pram.g_01817	Syao.g_02129
OG0000341	Pram.g_01819	Syao.g_02131
OG0000342	Pram.g_01820	Syao.g_02132
OG0000343	Pram.g_01821	Syao.g_02133
OG0000344	Pram.g_01824	Syao.g_02137
OG0000345	Pram.g_01830	Syao.g_01953
OG0000346	Pram.g_01834	Syao.g_01948
OG0000347	Pram.g_01851	Syao.g_02178
OG0000348	Pram.g_01859	Syao.g_02166
OG0000349	Pram.g_01877	Syao.g_02219
OG0000350	Pram.g_01898	Syao.g_01925
OG0000351	Pram.g_01917	Syao.g_02331
OG0000352	Pram.g_01918	Syao.g_02332
OG0000353	Pram.g_01937	Syao.g_02160
OG0000355	Pram.g_01939	Syao.g_02162
OG0000356	Pram.g_01940	Syao.g_02163
OG0000357	Pram.g_01941	Syao.g_02164
OG0000358	Pram.g_01945	Syao.g_02154
OG0000359	Pram.g_01946	Syao.g_02152
OG0000360	Pram.g_01947	Syao.g_02151
OG0000361	Pram.g_01948	Syao.g_02150
OG0000362	Pram.g_01950	Syao.g_01954
OG0000363	Pram.g_00001	Syao.g_02255
OG0000364	Pram.g_00002	Syao.g_01558
OG0000365	Pram.g_00007	Syao.g_02246
OG0000366	Pram.g_00008	Syao.g_02245
OG0000367	Pram.g_00009	Syao.g_02244
OG0000368	Pram.g_00011	Syao.g_02242
OG0000369	Pram.g_00012	Syao.g_02241
OG0000370	Pram.g_00013	Syao.g_02240
OG0000371	Pram.g_00019	Syao.g_02231
OG0000372	Pram.g_00021	Syao.g_02226
OG0000373	Pram.g_00022	Syao.g_02225
OG0000374	Pram.g_00023	Syao.g_02224
OG0000375	Pram.g_00024	Syao.g_02223
OG0000376	Pram.g_00026	Syao.g_02221
OG0000377	Pram.g_00030	Syao.g_02429
OG0000378	Pram.g_00034	Syao.g_02414
OG0000379	Pram.g_00037	Syao.g_02409
OG0000380	Pram.g_00050	Syao.g_02616
OG0000381	Pram.g_00055	Syao.g_02618
OG0000382	Pram.g_00065	Syao.g_02636
OG0000383	Pram.g_00067	Syao.g_02643
OG0000384	Pram.g_00068	Syao.g_02644
OG0000385	Pram.g_00069	Syao.g_02645
OG0000386	Pram.g_00070	Syao.g_02646
OG0000387	Pram.g_00083	Syao.g_01019
OG0000388	Pram.g_00087	Syao.g_02596
OG0000389	Pram.g_00090	Syao.g_02599
OG0000390	Pram.g_00099	Syao.g_02567
OG0000391	Pram.g_00102	Syao.g_02572
OG0000392	Pram.g_00106	Syao.g_02578
OG0000393	Pram.g_00109	Syao.g_02581
OG0000394	Pram.g_00110	Syao.g_02582
OG0000395	Pram.g_00111	Syao.g_02583
OG0000396	Pram.g_00113	Syao.g_02586
OG0000397	Pram.g_00115	Syao.g_02542
OG0000398	Pram.g_00118	Syao.g_02547
OG0000399	Pram.g_00119	Syao.g_02548
OG0000400	Pram.g_00120	Syao.g_02549
OG0000401	Pram.g_00121	Syao.g_02550
OG0000402	Pram.g_01001	Syao.g_02552
OG0000403	Pram.g_00123	Syao.g_02553
OG0000404	Pram.g_00124	Syao.g_02554
OG0000405	Pram.g_00128	Syao.g_02478
OG0000406	Pram.g_00132	Syao.g_02482
OG0000407	Pram.g_00133	Syao.g_02483
OG0000408	Pram.g_00135	Syao.g_02485
OG0000409	Pram.g_00137	Syao.g_02487
OG0000410	Pram.g_00138	Syao.g_02488
OG0000411	Pram.g_00139	Syao.g_02489
OG0000412	Pram.g_00140	Syao.g_02490
OG0000413	Pram.g_00141	Syao.g_02492
OG0000414	Pram.g_00142	Syao.g_02493
OG0000415	Pram.g_00143	Syao.g_02494
OG0000416	Pram.g_00144	Syao.g_02495
OG0000417	Pram.g_00145	Syao.g_02497
OG0000418	Pram.g_00150	Syao.g_02502
OG0000419	Pram.g_00152	Syao.g_02504
OG0000420	Pram.g_00153	Syao.g_02506
OG0000421	Pram.g_00157	Syao.g_02510
OG0000422	Pram.g_00158	Syao.g_02511
OG0000423	Pram.g_00159	Syao.g_02512
OG0000424	Pram.g_00160	Syao.g_02513
OG0000425	Pram.g_00161	Syao.g_02514
OG0000426	Pram.g_00162	Syao.g_02515
OG0000427	Pram.g_00163	Syao.g_02516
OG0000428	Pram.g_00165	Syao.g_02519
OG0000429	Pram.g_00166	Syao.g_02522
OG0000430	Pram.g_00167	Syao.g_02523
OG0000431	Pram.g_00169	Syao.g_02526
OG0000432	Pram.g_00173	Syao.g_02532
OG0000433	Pram.g_00174	Syao.g_02534
OG0000434	Pram.g_00175	Syao.g_02535
OG0000435	Pram.g_00176	Syao.g_02538
OG0000436	Pram.g_00181	Syao.g_02458
OG0000437	Pram.g_00182	Syao.g_02459
OG0000438	Pram.g_00183	Syao.g_02460
OG0000439	Pram.g_00185	Syao.g_02462
OG0000440	Pram.g_00186	Syao.g_02463
OG0000441	Pram.g_00189	Syao.g_02466
OG0000442	Pram.g_00190	Syao.g_02467
OG0000443	Pram.g_00191	Syao.g_02468
OG0000444	Pram.g_00196	Syao.g_02473
OG0000445	Pram.g_00197	Syao.g_02474
OG0000446	Pram.g_00198	Syao.g_02476
OG0000447	Pram.g_00199	Syao.g_02383
OG0000448	Pram.g_00200	Syao.g_02384
OG0000449	Pram.g_00201	Syao.g_02385
OG0000450	Pram.g_00202	Syao.g_02391
OG0000451	Pram.g_00203	Syao.g_02392
OG0000452	Pram.g_00206	Syao.g_02396
OG0000453	Pram.g_00207	Syao.g_02397
OG0000454	Pram.g_00208	Syao.g_02398
OG0000455	Pram.g_00209	Syao.g_02399
OG0000456	Pram.g_00210	Syao.g_02400
OG0000457	Pram.g_00212	Syao.g_02402
OG0000458	Pram.g_00213	Syao.g_02403
OG0000459	Pram.g_00214	Syao.g_02404
OG0000460	Pram.g_00222	Syao.g_01702
OG0000461	Pram.g_00230	Syao.g_02119
OG0000462	Pram.g_00232	Syao.g_02116
OG0000463	Pram.g_00233	Syao.g_02115
OG0000464	Pram.g_00234	Syao.g_02114
OG0000465	Pram.g_00235	Syao.g_02112
OG0000466	Pram.g_00238	Syao.g_02107
OG0000467	Pram.g_00239	Syao.g_02106
OG0000468	Pram.g_00242	Syao.g_02102
OG0000469	Pram.g_00250	Syao.g_02087
OG0000470	Pram.g_00252	Syao.g_02085
OG0000471	Pram.g_00253	Syao.g_02084
OG0000472	Pram.g_00254	Syao.g_02082
OG0000473	Pram.g_00256	Syao.g_02080
OG0000474	Pram.g_00257	Syao.g_02079
OG0000475	Pram.g_00258	Syao.g_02078
OG0000476	Pram.g_00260	Syao.g_02076
OG0000477	Pram.g_00263	Syao.g_02069
OG0000478	Pram.g_00264	Syao.g_02068
OG0000479	Pram.g_00265	Syao.g_02067
OG0000480	Pram.g_00270	Syao.g_02060
OG0000481	Pram.g_00273	Syao.g_01012
OG0000482	Pram.g_00274	Syao.g_02058
OG0000483	Pram.g_00277	Syao.g_02054
OG0000484	Pram.g_00278	Syao.g_02053
OG0000485	Pram.g_00280	Syao.g_02052
OG0000486	Pram.g_00281	Syao.g_02051
OG0000487	Pram.g_00284	Syao.g_02044
OG0000488	Pram.g_00287	Syao.g_02040
OG0000489	Pram.g_00292	Syao.g_02033
OG0000490	Pram.g_00296	Syao.g_02025
OG0000491	Pram.g_00297	Syao.g_02024
OG0000492	Pram.g_00299	Syao.g_02022
OG0000493	Pram.g_00300	Syao.g_02021
OG0000494	Pram.g_00301	Syao.g_02020
OG0000495	Pram.g_00302	Syao.g_02018
OG0000496	Pram.g_00303	Syao.g_02017
OG0000497	Pram.g_00304	Syao.g_02016
OG0000498	Pram.g_00305	Syao.g_02015
OG0000499	Pram.g_00306	Syao.g_02014
OG0000500	Pram.g_00307	Syao.g_02013
OG0000501	Pram.g_00309	Syao.g_02010
OG0000502	Pram.g_00312	Syao.g_01974
OG0000503	Pram.g_00328	Syao.g_01877
OG0000504	Pram.g_00330	Syao.g_01875
OG0000505	Pram.g_00331	Syao.g_01874
OG0000506	Pram.g_00332	Syao.g_01872
OG0000507	Pram.g_00336	Syao.g_01866
OG0000508	Pram.g_00340	Syao.g_01750
OG0000509	Pram.g_00342	Syao.g_01755
OG0000510	Pram.g_00343	Syao.g_01756
OG0000511	Pram.g_00344	Syao.g_01757
OG0000512	Pram.g_00346	Syao.g_01759
OG0000513	Pram.g_00355	Syao.g_01720
OG0000514	Pram.g_00366	Syao.g_01727
OG0000515	Pram.g_00367	Syao.g_01728
OG0000516	Pram.g_00368	Syao.g_01730
OG0000517	Pram.g_00370	Syao.g_01735
OG0000518	Pram.g_00381	Syao.g_01621
OG0000519	Pram.g_00382	Syao.g_01622
OG0000520	Pram.g_00383	Syao.g_01512
OG0000521	Pram.g_00393	Syao.g_00061
OG0000522	Pram.g_00395	Syao.g_00059
OG0000523	Pram.g_00396	Syao.g_00058
OG0000524	Pram.g_00400	Syao.g_02699
OG0000525	Pram.g_00404	Syao.g_02691
OG0000526	Pram.g_00406	Syao.g_02688
OG0000527	Pram.g_00409	Syao.g_02684
OG0000528	Pram.g_00414	Syao.g_00031
OG0000529	Pram.g_00417	Syao.g_00027
OG0000530	Pram.g_00420	Syao.g_00122
OG0000531	Pram.g_00421	Syao.g_00121
OG0000532	Pram.g_00423	Syao.g_00118
OG0000533	Pram.g_00424	Syao.g_00116
OG0000534	Pram.g_00425	Syao.g_00115
OG0000535	Pram.g_00426	Syao.g_00114
OG0000536	Pram.g_00427	Syao.g_00113
OG0000537	Pram.g_00428	Syao.g_00112
OG0000538	Pram.g_00438	Syao.g_00100
OG0000539	Pram.g_00439	Syao.g_00099
OG0000540	Pram.g_00440	Syao.g_00098
OG0000541	Pram.g_00441	Syao.g_00097
OG0000542	Pram.g_00442	Syao.g_00167
OG0000543	Pram.g_00444	Syao.g_00165
OG0000544	Pram.g_00445	Syao.g_00164
OG0000545	Pram.g_00447	Syao.g_00162
OG0000546	Pram.g_00450	Syao.g_00160
OG0000547	Pram.g_00452	Syao.g_00158
OG0000548	Pram.g_00453	Syao.g_00157
OG0000549	Pram.g_00456	Syao.g_01391
OG0000550	Pram.g_00461	Syao.g_01396
OG0000551	Pram.g_00464	Syao.g_01401
OG0000552	Pram.g_00465	Syao.g_01402
OG0000553	Pram.g_00466	Syao.g_01404
OG0000554	Pram.g_00472	Syao.g_01413
OG0000555	Pram.g_00479	Syao.g_00875
OG0000556	Pram.g_00481	Syao.g_00871
OG0000557	Pram.g_00482	Syao.g_00866
OG0000558	Pram.g_00484	Syao.g_00864
OG0000559	Pram.g_00488	Syao.g_00860
OG0000560	Pram.g_00491	Syao.g_00857
OG0000561	Pram.g_00492	Syao.g_00856
OG0000562	Pram.g_00493	Syao.g_00855
OG0000563	Pram.g_00494	Syao.g_00854
OG0000564	Pram.g_00495	Syao.g_00853
OG0000565	Pram.g_00498	Syao.g_00849
OG0000566	Pram.g_00502	Syao.g_00845
OG0000567	Pram.g_00506	Syao.g_00841
OG0000568	Pram.g_00507	Syao.g_00839
OG0000569	Pram.g_00508	Syao.g_00838
OG0000570	Pram.g_00509	Syao.g_00837
OG0000571	Pram.g_00511	Syao.g_00834
OG0000572	Pram.g_00523	Syao.g_01033
OG0000573	Pram.g_00529	Syao.g_01022
OG0000574	Pram.g_00530	Syao.g_01021
OG0000575	Pram.g_00534	Syao.g_01000
OG0000576	Pram.g_00536	Syao.g_00996
OG0000577	Pram.g_00537	Syao.g_00995
OG0000578	Pram.g_00538	Syao.g_00994
OG0000579	Pram.g_00539	Syao.g_00993
OG0000580	Pram.g_00540	Syao.g_00992
OG0000581	Pram.g_00543	Syao.g_01059
OG0000582	Pram.g_00546	Syao.g_01204
OG0000583	Pram.g_00547	Syao.g_01205
OG0000584	Pram.g_00548	Syao.g_01206
OG0000585	Pram.g_00550	Syao.g_01054
OG0000586	Pram.g_00551	Syao.g_01055
OG0000587	Pram.g_00552	Syao.g_01057
OG0000588	Pram.g_00556	Syao.g_00406
OG0000589	Pram.g_00559	Syao.g_01342
OG0000590	Pram.g_00560	Syao.g_01341
OG0000591	Pram.g_00564	Syao.g_01330
OG0000592	Pram.g_00565	Syao.g_01329
OG0000593	Pram.g_01078	Syao.g_00890
OG0000594	Pram.g_01077	Syao.g_00891
OG0000595	Pram.g_01076	Syao.g_00892
OG0000596	Pram.g_01073	Syao.g_00897
OG0000597	Pram.g_01070	Syao.g_00900
OG0000598	Pram.g_01069	Syao.g_00901
