Orthogroup	Prba	Prat
OG0000042	Prba.g_01089	Prat.g_01572
OG0000043	Prba.g_01226, Prba.g_01409	Prat.g_00657
OG0000045	Prba.g_01731	Prat.g_01507
OG0000046	Prba.g_01543	Prat.g_01448, Prat.g_01192
OG0000047	Prba.g_00064	Prat.g_01156
OG0000049	Prba.g_00153	Prat.g_01311
OG0000050	Prba.g_00622	Prat.g_00166
OG0000051	Prba.g_00854	Prat.g_00834
OG0000053	Prba.g_01594	Prat.g_00788
OG0000054	Prba.g_00233	Prat.g_01584
OG0000055	Prba.g_00768	Prat.g_01788
OG0000056	Prba.g_01824	Prat.g_00033
OG0000057	Prba.g_01945	Prat.g_00157
OG0000058	Prba.g_00864	Prat.g_00637
OG0000059	Prba.g_00922	Prat.g_01499
OG0000062	Prba.g_01477	Prat.g_01014
OG0000065	Prba.g_00456	Prat.g_00242
OG0000066	Prba.g_00986	Prat.g_00434
OG0000067	Prba.g_01619	Prat.g_00775
OG0000070	Prba.g_01264	Prat.g_00965
OG0000071	Prba.g_01135	Prat.g_01129
OG0000072	Prba.g_01192	Prat.g_01249
OG0000074	Prba.g_00175	Prat.g_00344
OG0000075	Prba.g_00429	Prat.g_01726
OG0000076	Prba.g_00149	Prat.g_01394
OG0000077	Prba.g_01804	Prat.g_00012, Prat.g_00011
OG0000078	Prba.g_00538	Prat.g_00329
OG0000079	Prba.g_00877	Prat.g_01477
OG0000080	Prba.g_01648	Prat.g_01054
OG0000081	Prba.g_01626	Prat.g_00765
OG0000082	Prba.g_01492	Prat.g_01030
OG0000083	Prba.g_01427	Prat.g_01176
OG0000084	Prba.g_01337	Prat.g_00896, Prat.g_01277
OG0000085	Prba.g_01216	Prat.g_01208
OG0000086	Prba.g_00097	Prat.g_01561, Prat.g_01495
OG0000090	Prba.g_00155	Prat.g_01312
OG0000091	Prba.g_00705	Prat.g_01361
OG0000092	Prba.g_00261	Prat.g_01539
OG0000093	Prba.g_00381	Prat.g_01679
OG0000094	Prba.g_00426	Prat.g_01722
OG0000095	Prba.g_01069	Prat.g_01759
OG0000096	Prba.g_00813	Prat.g_01833
OG0000098	Prba.g_01796	Prat.g_00003
OG0000099	Prba.g_01816	Prat.g_01314, Prat.g_00024
OG0000100	Prba.g_01044	Prat.g_00614
OG0000101	Prba.g_01843	Prat.g_00054
OG0000102	Prba.g_01901	Prat.g_00112
OG0000103	Prba.g_01909	Prat.g_00121
OG0000104	Prba.g_01927	Prat.g_00138
OG0000105	Prba.g_00626	Prat.g_00171
OG0000106	Prba.g_00640	Prat.g_00185
OG0000107	Prba.g_00648	Prat.g_00194
OG0000108	Prba.g_00658	Prat.g_00204
OG0000109	Prba.g_00458	Prat.g_00245
OG0000110	Prba.g_00470	Prat.g_00257
OG0000111	Prba.g_00491	Prat.g_00281
OG0000113	Prba.g_00513	Prat.g_00305
OG0000114	Prba.g_00541	Prat.g_00332
OG0000115	Prba.g_00987	Prat.g_00433
OG0000116	Prba.g_00985	Prat.g_00435
OG0000117	Prba.g_00981	Prat.g_00440
OG0000118	Prba.g_00962	Prat.g_00462
OG0000119	Prba.g_00929	Prat.g_00494
OG0000120	Prba.g_00928	Prat.g_00495
OG0000121	Prba.g_01772	Prat.g_00504
OG0000122	Prba.g_01763	Prat.g_00514, Prat.g_00513
OG0000123	Prba.g_01732	Prat.g_00548
OG0000124	Prba.g_01666	Prat.g_01073
OG0000125	Prba.g_01665	Prat.g_01072
OG0000126	Prba.g_01664	Prat.g_01071
OG0000127	Prba.g_01631	Prat.g_00760
OG0000128	Prba.g_01592	Prat.g_00790
OG0000129	Prba.g_01572	Prat.g_00815
OG0000130	Prba.g_01514	Prat.g_00856
OG0000131	Prba.g_01501	Prat.g_01039
OG0000132	Prba.g_01465	Prat.g_01004
OG0000133	Prba.g_01379	Prat.g_00734
OG0000134	Prba.g_01369	Prat.g_01053
OG0000135	Prba.g_01333	Prat.g_00900
OG0000136	Prba.g_01267	Prat.g_00962
OG0000137	Prba.g_00094	Prat.g_01557
OG0000139	Prba.g_00057	Prat.g_01150
OG0000140	Prba.g_00006	Prat.g_00595
OG0000141	Prba.g_01084	Prat.g_01509
OG0000142	Prba.g_01204	Prat.g_01261
OG0000143	Prba.g_00196	Prat.g_01291
OG0000144	Prba.g_00110	Prat.g_01338
OG0000145	Prba.g_00712	Prat.g_01354
OG0000146	Prba.g_00676, Prba.g_00351	Prat.g_01392
OG0000147	Prba.g_00311	Prat.g_01441
OG0000148	Prba.g_00310	Prat.g_01442
OG0000149	Prba.g_00228	Prat.g_01589
OG0000150	Prba.g_00584	Prat.g_01377, Prat.g_01628
OG0000151	Prba.g_00581	Prat.g_01631
OG0000152	Prba.g_00352	Prat.g_01652
OG0000153	Prba.g_00388	Prat.g_01685
OG0000154	Prba.g_00424	Prat.g_01720
OG0000155	Prba.g_01051	Prat.g_01739
OG0000156	Prba.g_00752	Prat.g_01771
OG0000157	Prba.g_00785	Prat.g_01806
OG0000158	Prba.g_01776, Prba.g_00848	Prat.g_01873
OG0000160	Prba.g_01794	Prat.g_00001
OG0000161	Prba.g_01795	Prat.g_00002
OG0000162	Prba.g_01797	Prat.g_00004
OG0000163	Prba.g_01798	Prat.g_00005
OG0000164	Prba.g_01799	Prat.g_00006
OG0000165	Prba.g_01800	Prat.g_00007
OG0000166	Prba.g_01801	Prat.g_00008
OG0000167	Prba.g_01802	Prat.g_00009
OG0000168	Prba.g_01803	Prat.g_00010
OG0000169	Prba.g_01805	Prat.g_00013
OG0000170	Prba.g_01807	Prat.g_00015
OG0000171	Prba.g_01808	Prat.g_00016
OG0000172	Prba.g_01809	Prat.g_00017
OG0000173	Prba.g_01810	Prat.g_00018
OG0000174	Prba.g_01811	Prat.g_00019
OG0000175	Prba.g_01812	Prat.g_00020
OG0000176	Prba.g_01813	Prat.g_00021
OG0000177	Prba.g_01814	Prat.g_00022
OG0000178	Prba.g_01815	Prat.g_00023
OG0000179	Prba.g_01817	Prat.g_00025
OG0000180	Prba.g_01818	Prat.g_00026
OG0000181	Prba.g_01819	Prat.g_00027
OG0000182	Prba.g_01820	Prat.g_00028
OG0000183	Prba.g_01821	Prat.g_00029
OG0000184	Prba.g_01822	Prat.g_00031
OG0000185	Prba.g_01825	Prat.g_00034
OG0000186	Prba.g_01828	Prat.g_00036
OG0000187	Prba.g_01829	Prat.g_00037
OG0000188	Prba.g_01830	Prat.g_00038
OG0000189	Prba.g_01834	Prat.g_00042
OG0000190	Prba.g_01836	Prat.g_00044
OG0000191	Prba.g_01837	Prat.g_00046
OG0000192	Prba.g_01838	Prat.g_00047
OG0000193	Prba.g_01839	Prat.g_00048
OG0000194	Prba.g_01840	Prat.g_00051
OG0000195	Prba.g_01841	Prat.g_00052
OG0000196	Prba.g_01842	Prat.g_00053
OG0000197	Prba.g_01844	Prat.g_00055
OG0000198	Prba.g_01845	Prat.g_00056
OG0000199	Prba.g_01846	Prat.g_00057
OG0000200	Prba.g_01852	Prat.g_00060
OG0000201	Prba.g_01853	Prat.g_00061
OG0000202	Prba.g_01854	Prat.g_00062
OG0000203	Prba.g_01857	Prat.g_00066
OG0000204	Prba.g_01858	Prat.g_00067
OG0000205	Prba.g_01861	Prat.g_00070
OG0000206	Prba.g_01863	Prat.g_00072
OG0000207	Prba.g_01865	Prat.g_00074
OG0000208	Prba.g_01866	Prat.g_00075
OG0000209	Prba.g_01867	Prat.g_01504
OG0000210	Prba.g_01868	Prat.g_00076
OG0000211	Prba.g_01869	Prat.g_00079
OG0000212	Prba.g_01870	Prat.g_00080
OG0000213	Prba.g_01871	Prat.g_00081
OG0000214	Prba.g_01872	Prat.g_00082
OG0000215	Prba.g_01873	Prat.g_00083
OG0000216	Prba.g_01874	Prat.g_00084
OG0000217	Prba.g_01876	Prat.g_00086
OG0000218	Prba.g_01877	Prat.g_00087
OG0000219	Prba.g_01878	Prat.g_00088
OG0000220	Prba.g_01879	Prat.g_00089
OG0000221	Prba.g_01882	Prat.g_00091
OG0000222	Prba.g_01883	Prat.g_00092
OG0000223	Prba.g_01884	Prat.g_00093
OG0000224	Prba.g_01885	Prat.g_00094
OG0000225	Prba.g_01886	Prat.g_00095
OG0000226	Prba.g_01887	Prat.g_00096
OG0000227	Prba.g_01888	Prat.g_00098
OG0000228	Prba.g_01889	Prat.g_00099
OG0000229	Prba.g_01890	Prat.g_00100
OG0000230	Prba.g_01891	Prat.g_00101
OG0000231	Prba.g_01892	Prat.g_00102
OG0000232	Prba.g_01894	Prat.g_00103
OG0000233	Prba.g_01895	Prat.g_00104
OG0000234	Prba.g_01896	Prat.g_00105
OG0000235	Prba.g_01897	Prat.g_00106
OG0000236	Prba.g_01898	Prat.g_00109
OG0000237	Prba.g_01899	Prat.g_00110
OG0000238	Prba.g_01900	Prat.g_00111
OG0000239	Prba.g_01902	Prat.g_00113
OG0000240	Prba.g_01903	Prat.g_00114
OG0000241	Prba.g_01904	Prat.g_00115
OG0000242	Prba.g_01905	Prat.g_00116
OG0000243	Prba.g_01908	Prat.g_00118
OG0000244	Prba.g_01910	Prat.g_00122
OG0000245	Prba.g_01911	Prat.g_00123
OG0000246	Prba.g_01912	Prat.g_00124
OG0000247	Prba.g_01915	Prat.g_00126
OG0000248	Prba.g_01917	Prat.g_00128
OG0000249	Prba.g_01918	Prat.g_00130
OG0000250	Prba.g_01919	Prat.g_00131
OG0000251	Prba.g_01920	Prat.g_00132
OG0000252	Prba.g_01921	Prat.g_00133
OG0000253	Prba.g_01922	Prat.g_00134
OG0000254	Prba.g_01924	Prat.g_00601
OG0000255	Prba.g_01925	Prat.g_00136
OG0000256	Prba.g_01928	Prat.g_00139
OG0000257	Prba.g_01930	Prat.g_00141
OG0000258	Prba.g_01933	Prat.g_00144
OG0000259	Prba.g_01934	Prat.g_00145
OG0000260	Prba.g_01935	Prat.g_00146
OG0000261	Prba.g_01936	Prat.g_00147
OG0000262	Prba.g_01937	Prat.g_00148
OG0000263	Prba.g_01939	Prat.g_00150
OG0000264	Prba.g_01940	Prat.g_00151
OG0000265	Prba.g_01941	Prat.g_00152
OG0000266	Prba.g_01942	Prat.g_00153
OG0000267	Prba.g_01943	Prat.g_00154
OG0000268	Prba.g_01944	Prat.g_00156
OG0000269	Prba.g_01946	Prat.g_00158
OG0000270	Prba.g_01947	Prat.g_00159
OG0000271	Prba.g_01948	Prat.g_00160
OG0000272	Prba.g_01949	Prat.g_00161
OG0000273	Prba.g_01950	Prat.g_00162
OG0000274	Prba.g_01951	Prat.g_00163
OG0000275	Prba.g_01952	Prat.g_00164
OG0000276	Prba.g_01953	Prat.g_00165
OG0000277	Prba.g_00623	Prat.g_00167
OG0000278	Prba.g_00624	Prat.g_00169
OG0000279	Prba.g_00625	Prat.g_00170
OG0000280	Prba.g_00627	Prat.g_00172
OG0000281	Prba.g_00629	Prat.g_00174
OG0000282	Prba.g_00630	Prat.g_00175
OG0000283	Prba.g_00631	Prat.g_00176
OG0000284	Prba.g_00632	Prat.g_00177
OG0000285	Prba.g_00633	Prat.g_00178
OG0000286	Prba.g_00634	Prat.g_00179
OG0000287	Prba.g_00635	Prat.g_00180
OG0000288	Prba.g_00637	Prat.g_00182
OG0000289	Prba.g_00638	Prat.g_00183
OG0000290	Prba.g_00639	Prat.g_00184
OG0000291	Prba.g_00641	Prat.g_00186
OG0000292	Prba.g_00642	Prat.g_00188
OG0000293	Prba.g_00643	Prat.g_00189
OG0000294	Prba.g_00644	Prat.g_00190
OG0000295	Prba.g_00645	Prat.g_00191
OG0000296	Prba.g_00646	Prat.g_00192
OG0000297	Prba.g_00647	Prat.g_00193
OG0000298	Prba.g_00649	Prat.g_00195
OG0000299	Prba.g_00650	Prat.g_00196
OG0000300	Prba.g_00651	Prat.g_00197
OG0000301	Prba.g_00652	Prat.g_00198
OG0000302	Prba.g_00653	Prat.g_00199
OG0000303	Prba.g_00654	Prat.g_00200
OG0000304	Prba.g_00656	Prat.g_00202
OG0000305	Prba.g_00657	Prat.g_00203
OG0000306	Prba.g_00660	Prat.g_00206
OG0000307	Prba.g_00661	Prat.g_00207
OG0000308	Prba.g_00662	Prat.g_00208
OG0000309	Prba.g_00663	Prat.g_00209
OG0000310	Prba.g_00664	Prat.g_00210
OG0000311	Prba.g_00665	Prat.g_00211
OG0000312	Prba.g_00666	Prat.g_00212
OG0000313	Prba.g_00667	Prat.g_00213
OG0000314	Prba.g_00668	Prat.g_00214
OG0000315	Prba.g_00669	Prat.g_00215
OG0000316	Prba.g_00670	Prat.g_00216
OG0000317	Prba.g_00671	Prat.g_00217
OG0000318	Prba.g_00672	Prat.g_00218
OG0000319	Prba.g_00673	Prat.g_00219
OG0000320	Prba.g_00674	Prat.g_00220
OG0000321	Prba.g_00675	Prat.g_00221
OG0000322	Prba.g_00439	Prat.g_00222
OG0000323	Prba.g_00440	Prat.g_00223
OG0000324	Prba.g_00441	Prat.g_00224
OG0000325	Prba.g_00442	Prat.g_00225
OG0000326	Prba.g_00443	Prat.g_00226
OG0000327	Prba.g_00444	Prat.g_00227
OG0000328	Prba.g_00445	Prat.g_00229
OG0000329	Prba.g_00446	Prat.g_00230
OG0000330	Prba.g_00447	Prat.g_00231
OG0000331	Prba.g_00448	Prat.g_00233
OG0000332	Prba.g_00449	Prat.g_00234
OG0000333	Prba.g_00450	Prat.g_00235
OG0000334	Prba.g_00451	Prat.g_00236
OG0000335	Prba.g_00452	Prat.g_00238
OG0000336	Prba.g_00454	Prat.g_00240
OG0000337	Prba.g_00455	Prat.g_00241
OG0000338	Prba.g_00459	Prat.g_00246
OG0000339	Prba.g_00461	Prat.g_00249
OG0000340	Prba.g_00463	Prat.g_00250
OG0000341	Prba.g_00464	Prat.g_00251
OG0000342	Prba.g_00465	Prat.g_00252
OG0000343	Prba.g_00466	Prat.g_00253
OG0000344	Prba.g_00469	Prat.g_00256
OG0000345	Prba.g_00472	Prat.g_00260
OG0000346	Prba.g_00473	Prat.g_00261
OG0000347	Prba.g_00476	Prat.g_00264
OG0000348	Prba.g_00477	Prat.g_00266
OG0000349	Prba.g_00478	Prat.g_00267
OG0000350	Prba.g_00480	Prat.g_00269
OG0000351	Prba.g_00481	Prat.g_00270
OG0000352	Prba.g_00482	Prat.g_00271
OG0000353	Prba.g_00483	Prat.g_00272
OG0000354	Prba.g_00484	Prat.g_00273
OG0000355	Prba.g_00485	Prat.g_00274
OG0000356	Prba.g_00486	Prat.g_00275
OG0000357	Prba.g_00487	Prat.g_00276
OG0000358	Prba.g_00488	Prat.g_00277
OG0000359	Prba.g_00489	Prat.g_00279
OG0000360	Prba.g_00492	Prat.g_00282
OG0000361	Prba.g_00493	Prat.g_00283
OG0000362	Prba.g_00494	Prat.g_00284
OG0000363	Prba.g_00495	Prat.g_00285
OG0000364	Prba.g_00499	Prat.g_00290
OG0000365	Prba.g_00500	Prat.g_00291
OG0000366	Prba.g_00502	Prat.g_00293
OG0000367	Prba.g_00503	Prat.g_00294
OG0000368	Prba.g_00504	Prat.g_00295
OG0000369	Prba.g_00505	Prat.g_00296
OG0000370	Prba.g_00506	Prat.g_00297
OG0000371	Prba.g_00507	Prat.g_00298
OG0000372	Prba.g_00508	Prat.g_00299
OG0000373	Prba.g_00509	Prat.g_00300
OG0000374	Prba.g_00510	Prat.g_00302
OG0000375	Prba.g_00511	Prat.g_00303
OG0000376	Prba.g_00514	Prat.g_00306
OG0000377	Prba.g_00515	Prat.g_00307
OG0000378	Prba.g_00516	Prat.g_00308
OG0000379	Prba.g_00517	Prat.g_00309
OG0000380	Prba.g_00518	Prat.g_00310
OG0000381	Prba.g_00519	Prat.g_00311
OG0000382	Prba.g_00520	Prat.g_00312
OG0000383	Prba.g_00521	Prat.g_00313
OG0000384	Prba.g_00524	Prat.g_00315
OG0000385	Prba.g_00525	Prat.g_00316
OG0000386	Prba.g_00526	Prat.g_00317
OG0000387	Prba.g_00527	Prat.g_00318
OG0000388	Prba.g_00528	Prat.g_00319
OG0000389	Prba.g_00529	Prat.g_00320
OG0000390	Prba.g_00530	Prat.g_00321
OG0000391	Prba.g_00531	Prat.g_00322
OG0000392	Prba.g_00532	Prat.g_00323
OG0000393	Prba.g_00533	Prat.g_00324
OG0000394	Prba.g_00534	Prat.g_00325
OG0000395	Prba.g_00535	Prat.g_00326
OG0000396	Prba.g_00537	Prat.g_00328
OG0000397	Prba.g_00539	Prat.g_00330
OG0000398	Prba.g_00540	Prat.g_00331
OG0000399	Prba.g_00543	Prat.g_00334
OG0000400	Prba.g_00544	Prat.g_00340
OG0000401	Prba.g_00545	Prat.g_00341
OG0000402	Prba.g_00550	Prat.g_00348
OG0000403	Prba.g_00551	Prat.g_00350
OG0000404	Prba.g_00552	Prat.g_00351
OG0000405	Prba.g_00554	Prat.g_00352
OG0000406	Prba.g_00557	Prat.g_00355
OG0000407	Prba.g_00558	Prat.g_00356
OG0000408	Prba.g_00561	Prat.g_00359
OG0000409	Prba.g_00562	Prat.g_00360
OG0000410	Prba.g_00218	Prat.g_00361
OG0000411	Prba.g_00219	Prat.g_00362
OG0000412	Prba.g_00220	Prat.g_00363
OG0000413	Prba.g_00221	Prat.g_00364
OG0000414	Prba.g_00222	Prat.g_00365
OG0000415	Prba.g_00223	Prat.g_00366
OG0000416	Prba.g_00849	Prat.g_00369
OG0000417	Prba.g_00850	Prat.g_00370
OG0000418	Prba.g_00851	Prat.g_00372
OG0000419	Prba.g_00852	Prat.g_00373
OG0000420	Prba.g_00853	Prat.g_00985
OG0000421	Prba.g_00865	Prat.g_01203
OG0000422	Prba.g_00873	Prat.g_01469
OG0000423	Prba.g_00874	Prat.g_00671
OG0000424	Prba.g_00880	Prat.g_01656
OG0000425	Prba.g_01030	Prat.g_00390
OG0000426	Prba.g_01029	Prat.g_00391
OG0000427	Prba.g_01028	Prat.g_00392
OG0000428	Prba.g_01026	Prat.g_00395
OG0000429	Prba.g_01025	Prat.g_00396
OG0000430	Prba.g_01023	Prat.g_00398
OG0000431	Prba.g_01022	Prat.g_00399
OG0000432	Prba.g_01021	Prat.g_00400
OG0000433	Prba.g_01020	Prat.g_00401
OG0000434	Prba.g_01019	Prat.g_00403
OG0000435	Prba.g_01018	Prat.g_00404
OG0000436	Prba.g_01017	Prat.g_00405
OG0000437	Prba.g_01016	Prat.g_00406
OG0000438	Prba.g_01015	Prat.g_00407
OG0000439	Prba.g_01014	Prat.g_00408
OG0000440	Prba.g_01013	Prat.g_00410
OG0000441	Prba.g_01012	Prat.g_00411
OG0000442	Prba.g_01011	Prat.g_00412
OG0000443	Prba.g_01010	Prat.g_00413
OG0000444	Prba.g_01009	Prat.g_00414
OG0000445	Prba.g_01008	Prat.g_00415
OG0000446	Prba.g_01006	Prat.g_00417
OG0000447	Prba.g_01005	Prat.g_00418
OG0000448	Prba.g_01003	Prat.g_00419
OG0000449	Prba.g_01000	Prat.g_00424
OG0000450	Prba.g_00999	Prat.g_00425
OG0000451	Prba.g_00998	Prat.g_00426
OG0000452	Prba.g_00997	Prat.g_00428
OG0000453	Prba.g_00996	Prat.g_00429
OG0000454	Prba.g_00990	Prat.g_00430
OG0000455	Prba.g_00988	Prat.g_00432
OG0000456	Prba.g_00984	Prat.g_00436
OG0000457	Prba.g_00983	Prat.g_00438
OG0000458	Prba.g_00982	Prat.g_00439
OG0000459	Prba.g_00980	Prat.g_00441
OG0000460	Prba.g_00978	Prat.g_00443
OG0000461	Prba.g_00977	Prat.g_00444
OG0000462	Prba.g_00976	Prat.g_00445
OG0000463	Prba.g_00974	Prat.g_00447
OG0000464	Prba.g_00973	Prat.g_00448
OG0000465	Prba.g_00972	Prat.g_00449
OG0000466	Prba.g_00971	Prat.g_00450
OG0000467	Prba.g_00970	Prat.g_00451
OG0000468	Prba.g_00969	Prat.g_00453
OG0000469	Prba.g_00968	Prat.g_00454
OG0000470	Prba.g_00967	Prat.g_00455
OG0000471	Prba.g_00966	Prat.g_00456
OG0000472	Prba.g_00961	Prat.g_00463
OG0000473	Prba.g_00960	Prat.g_00464
OG0000474	Prba.g_00959	Prat.g_00465
OG0000475	Prba.g_00958	Prat.g_00466
OG0000476	Prba.g_00956	Prat.g_00468
OG0000477	Prba.g_00955	Prat.g_00469
OG0000478	Prba.g_00954	Prat.g_00470
OG0000479	Prba.g_00953	Prat.g_00471
OG0000480	Prba.g_00951	Prat.g_00473
OG0000481	Prba.g_00949	Prat.g_00475
OG0000482	Prba.g_00948	Prat.g_00476
OG0000483	Prba.g_00946	Prat.g_00478
OG0000484	Prba.g_00945	Prat.g_00479
OG0000485	Prba.g_00944	Prat.g_00480
OG0000486	Prba.g_00943	Prat.g_00482
OG0000487	Prba.g_00938	Prat.g_00486
OG0000488	Prba.g_00936	Prat.g_00487
OG0000489	Prba.g_00935	Prat.g_00488
OG0000490	Prba.g_00934	Prat.g_00489
OG0000491	Prba.g_00933	Prat.g_00490
OG0000492	Prba.g_00932	Prat.g_00491
OG0000493	Prba.g_00931	Prat.g_00492
OG0000494	Prba.g_00930	Prat.g_00493
OG0000495	Prba.g_00927	Prat.g_00496
OG0000496	Prba.g_00926	Prat.g_00497
OG0000497	Prba.g_00925	Prat.g_00498
OG0000498	Prba.g_00924	Prat.g_00499
OG0000499	Prba.g_00923	Prat.g_00500
OG0000500	Prba.g_01775	Prat.g_00501
OG0000501	Prba.g_01774	Prat.g_00502
OG0000502	Prba.g_01773	Prat.g_00503
OG0000503	Prba.g_01771	Prat.g_00505
OG0000504	Prba.g_01770	Prat.g_00506
OG0000505	Prba.g_01769	Prat.g_00507
OG0000506	Prba.g_01768	Prat.g_00508
OG0000507	Prba.g_01767	Prat.g_00509
OG0000508	Prba.g_01766	Prat.g_00510
OG0000509	Prba.g_01765	Prat.g_00511
OG0000510	Prba.g_01764	Prat.g_00512
OG0000511	Prba.g_01762	Prat.g_00515
OG0000512	Prba.g_01761	Prat.g_00516
OG0000513	Prba.g_01760	Prat.g_00517
OG0000514	Prba.g_01759	Prat.g_00518
OG0000515	Prba.g_01758	Prat.g_00519
OG0000516	Prba.g_01757	Prat.g_00520
OG0000517	Prba.g_01755	Prat.g_00522
OG0000518	Prba.g_01754	Prat.g_00523
OG0000519	Prba.g_01753	Prat.g_00525
OG0000520	Prba.g_01752	Prat.g_00527
OG0000521	Prba.g_01751	Prat.g_00528
OG0000522	Prba.g_01750	Prat.g_00529
OG0000523	Prba.g_01749	Prat.g_00530
OG0000524	Prba.g_01748	Prat.g_00531
OG0000525	Prba.g_01747	Prat.g_00532
OG0000526	Prba.g_01746	Prat.g_00533
OG0000527	Prba.g_01745	Prat.g_00534
OG0000528	Prba.g_01744	Prat.g_00536
OG0000529	Prba.g_01743	Prat.g_00537
OG0000530	Prba.g_01742	Prat.g_00538
OG0000531	Prba.g_01741	Prat.g_00539
OG0000532	Prba.g_01740	Prat.g_00540
OG0000533	Prba.g_01738	Prat.g_00542
OG0000534	Prba.g_01737	Prat.g_00543
OG0000535	Prba.g_01736	Prat.g_00544
OG0000536	Prba.g_01735	Prat.g_00545
OG0000537	Prba.g_01734	Prat.g_00546
OG0000538	Prba.g_01733	Prat.g_00547
OG0000539	Prba.g_01730	Prat.g_00549
OG0000540	Prba.g_01729	Prat.g_00550
OG0000541	Prba.g_01728	Prat.g_00551
OG0000542	Prba.g_01726	Prat.g_00553
OG0000543	Prba.g_01725	Prat.g_00554
OG0000544	Prba.g_01724	Prat.g_00555
OG0000545	Prba.g_01723	Prat.g_00556
OG0000546	Prba.g_01722	Prat.g_00557
OG0000547	Prba.g_01721	Prat.g_00558
OG0000548	Prba.g_01720	Prat.g_00559
OG0000549	Prba.g_01718	Prat.g_00561
OG0000550	Prba.g_01717	Prat.g_00562
OG0000551	Prba.g_01716	Prat.g_00563
OG0000552	Prba.g_01715	Prat.g_00564
OG0000553	Prba.g_01714	Prat.g_00565
OG0000554	Prba.g_01713	Prat.g_00566
OG0000555	Prba.g_01712	Prat.g_00568
OG0000556	Prba.g_01711	Prat.g_00569
OG0000557	Prba.g_01710	Prat.g_00570
OG0000558	Prba.g_01709	Prat.g_00571
OG0000559	Prba.g_01708	Prat.g_00572
OG0000560	Prba.g_01707	Prat.g_00573
OG0000561	Prba.g_01706	Prat.g_00574
OG0000562	Prba.g_01705	Prat.g_00575
OG0000563	Prba.g_01704	Prat.g_00576
OG0000564	Prba.g_01703	Prat.g_00577
OG0000565	Prba.g_01702	Prat.g_00579
OG0000566	Prba.g_01701	Prat.g_00580
OG0000567	Prba.g_01700	Prat.g_00581
OG0000568	Prba.g_01699	Prat.g_00582
OG0000569	Prba.g_01696	Prat.g_00584
OG0000570	Prba.g_01695	Prat.g_00585
OG0000571	Prba.g_01693	Prat.g_00587
OG0000572	Prba.g_01692	Prat.g_00589
OG0000573	Prba.g_01691	Prat.g_00590
OG0000574	Prba.g_01690	Prat.g_00591
OG0000575	Prba.g_01689	Prat.g_00592
OG0000576	Prba.g_01688	Prat.g_00593
OG0000577	Prba.g_01687	Prat.g_01097
OG0000578	Prba.g_01686	Prat.g_01095
OG0000579	Prba.g_01685	Prat.g_01094
OG0000580	Prba.g_01684	Prat.g_01093
OG0000581	Prba.g_01683	Prat.g_01091
OG0000582	Prba.g_01682	Prat.g_01090
OG0000583	Prba.g_01681	Prat.g_01089
OG0000584	Prba.g_01679	Prat.g_01087
OG0000585	Prba.g_01678	Prat.g_01086
OG0000586	Prba.g_01677	Prat.g_01084
OG0000587	Prba.g_01676	Prat.g_01083
OG0000588	Prba.g_01675	Prat.g_01082
OG0000589	Prba.g_01674	Prat.g_01081
OG0000590	Prba.g_01673	Prat.g_01080
