Orthogroup	Prba	Prad
OG0000035	Prba.g_00275	Prad.g_00400
OG0000036	Prba.g_00737	Prad.g_00647
OG0000037	Prba.g_01168	Prad.g_00342
OG0000040	Prba.g_01165	Prad.g_00339
OG0000040	Prba.g_00900	Prad.g_01218
OG0000041	Prba.g_01694	Prad.g_01412
OG0000042	Prba.g_00821	Prad.g_01580
OG0000043	Prba.g_01409	Prad.g_00258
OG0000045	Prba.g_01731	Prad.g_01374
OG0000046	Prba.g_01543	Prad.g_01105
OG0000047	Prba.g_00064	Prad.g_01496
OG0000049	Prba.g_00153	Prad.g_00565
OG0000050	Prba.g_00622	Prad.g_01825
OG0000051	Prba.g_00854	Prad.g_00751
OG0000052	Prba.g_01041	Prad.g_00697
OG0000053	Prba.g_01594	Prad.g_01049
OG0000054	Prba.g_00233	Prad.g_00948
OG0000055	Prba.g_00768	Prad.g_01631
OG0000056	Prba.g_01824	Prad.g_01955
OG0000057	Prba.g_01945	Prad.g_01834
OG0000058	Prba.g_00864	Prad.g_00739
OG0000059	Prba.g_00922	Prad.g_00090
OG0000060	Prba.g_01581	Prad.g_01062
OG0000061	Prba.g_01548	Prad.g_01099
OG0000062	Prba.g_01477	Prad.g_01168
OG0000063	Prba.g_00727	Prad.g_00657
OG0000065	Prba.g_00456	Prad.g_01754
OG0000066	Prba.g_00986	Prad.g_00032
OG0000067	Prba.g_01619	Prad.g_01272
OG0000068	Prba.g_01565	Prad.g_01080
OG0000069	Prba.g_00099	Prad.g_01991
OG0000069	Prba.g_01317	Prad.g_00166
OG0000070	Prba.g_01264	Prad.g_01018
OG0000071	Prba.g_01135	Prad.g_01214
OG0000072	Prba.g_01192	Prad.g_00628
OG0000074	Prba.g_00175	Prad.g_00564
OG0000075	Prba.g_00429	Prad.g_00807
OG0000076	Prba.g_00149	Prad.g_00572, Prad.g_00561
OG0000077	Prba.g_01804	Prad.g_01975
OG0000078	Prba.g_00538	Prad.g_01669
OG0000079	Prba.g_00877	Prad.g_00727
OG0000080	Prba.g_01648	Prad.g_01243
OG0000081	Prba.g_01626	Prad.g_01265
OG0000082	Prba.g_01492	Prad.g_01153
OG0000083	Prba.g_01427	Prad.g_00276
OG0000084	Prba.g_01337	Prad.g_00186
OG0000085	Prba.g_01216	Prad.g_00972
OG0000086	Prba.g_00097	Prad.g_01989
OG0000087	Prba.g_00242	Prad.g_01983
OG0000088	Prba.g_01140	Prad.g_00316
OG0000089	Prba.g_01145	Prad.g_00320
OG0000090	Prba.g_00155	Prad.g_00566
OG0000091	Prba.g_00705	Prad.g_00507
OG0000092	Prba.g_00261	Prad.g_00383
OG0000093	Prba.g_00381	Prad.g_00855
OG0000094	Prba.g_00426	Prad.g_00810
OG0000095	Prba.g_01069	Prad.g_00777
OG0000096	Prba.g_00813	Prad.g_01588
OG0000097	Prba.g_00831	Prad.g_01570
OG0000098	Prba.g_01796	Prad.g_01533
OG0000099	Prba.g_01816	Prad.g_01963
OG0000100	Prba.g_01833	Prad.g_01948
OG0000100	Prba.g_01044	Prad.g_00675
OG0000101	Prba.g_01843	Prad.g_01937
OG0000102	Prba.g_01901	Prad.g_01880
OG0000103	Prba.g_01909	Prad.g_01872
OG0000104	Prba.g_01927	Prad.g_01854
OG0000105	Prba.g_00626	Prad.g_01821
OG0000106	Prba.g_00640	Prad.g_01807
OG0000107	Prba.g_00648	Prad.g_01799
OG0000108	Prba.g_00658	Prad.g_01789
OG0000109	Prba.g_00458	Prad.g_01752
OG0000110	Prba.g_00470	Prad.g_01740
OG0000111	Prba.g_00491	Prad.g_01717
OG0000112	Prba.g_00501	Prad.g_01707
OG0000113	Prba.g_00513	Prad.g_01694
OG0000114	Prba.g_00541	Prad.g_01666
OG0000115	Prba.g_00987	Prad.g_00033
OG0000116	Prba.g_00985	Prad.g_00031
OG0000117	Prba.g_00981	Prad.g_00027
OG0000118	Prba.g_00962	Prad.g_00130
OG0000119	Prba.g_00929	Prad.g_00097
OG0000120	Prba.g_00928	Prad.g_00096
OG0000121	Prba.g_01772	Prad.g_01333
OG0000122	Prba.g_01763	Prad.g_01342
OG0000123	Prba.g_01732	Prad.g_01373
OG0000124	Prba.g_01666	Prad.g_01225
OG0000125	Prba.g_01665	Prad.g_01226
OG0000126	Prba.g_01664	Prad.g_01227
OG0000127	Prba.g_01631	Prad.g_01260
OG0000128	Prba.g_01592	Prad.g_01051
OG0000129	Prba.g_01572	Prad.g_01071
OG0000130	Prba.g_01514	Prad.g_01130
OG0000131	Prba.g_01501	Prad.g_01144
OG0000132	Prba.g_01465	Prad.g_01180
OG0000133	Prba.g_01379	Prad.g_00228
OG0000134	Prba.g_01369	Prad.g_00218
OG0000135	Prba.g_01333	Prad.g_00182
OG0000136	Prba.g_01267	Prad.g_01021
OG0000137	Prba.g_00094	Prad.g_01526
OG0000138	Prba.g_00069	Prad.g_01501
OG0000139	Prba.g_00057	Prad.g_01490
OG0000140	Prba.g_00006	Prad.g_01438
OG0000141	Prba.g_01084	Prad.g_00076
OG0000142	Prba.g_01204	Prad.g_00616
OG0000143	Prba.g_00196	Prad.g_00594
OG0000144	Prba.g_00110	Prad.g_00528
OG0000145	Prba.g_00712	Prad.g_00514
OG0000146	Prba.g_00676, Prba.g_00351	Prad.g_00477
OG0000147	Prba.g_00311	Prad.g_00437
OG0000148	Prba.g_00310	Prad.g_00436
OG0000149	Prba.g_00228	Prad.g_00943
OG0000150	Prba.g_00584	Prad.g_00905
OG0000151	Prba.g_00581	Prad.g_00902
OG0000152	Prba.g_00352	Prad.g_00882
OG0000153	Prba.g_00388	Prad.g_00848
OG0000154	Prba.g_00424	Prad.g_00812
OG0000155	Prba.g_01051	Prad.g_00794
OG0000156	Prba.g_00752	Prad.g_01294, Prad.g_00766
OG0000157	Prba.g_00785	Prad.g_01615
OG0000158	Prba.g_01776, Prba.g_00848	Prad.g_01553
OG0000160	Prba.g_01794	Prad.g_01535
OG0000161	Prba.g_01795	Prad.g_01534
OG0000162	Prba.g_01797	Prad.g_01532
OG0000163	Prba.g_01798	Prad.g_01531
OG0000164	Prba.g_01799	Prad.g_01530
OG0000165	Prba.g_01800	Prad.g_01529
OG0000166	Prba.g_01801	Prad.g_01528
OG0000167	Prba.g_01802	Prad.g_01527
OG0000168	Prba.g_01803	Prad.g_01976
OG0000169	Prba.g_01805	Prad.g_01974
OG0000170	Prba.g_01807	Prad.g_01972
OG0000171	Prba.g_01808	Prad.g_01971
OG0000172	Prba.g_01809	Prad.g_01970
OG0000173	Prba.g_01810	Prad.g_01969
OG0000174	Prba.g_01811	Prad.g_01968
OG0000175	Prba.g_01812	Prad.g_01967
OG0000176	Prba.g_01813	Prad.g_01966
OG0000177	Prba.g_01814	Prad.g_01965
OG0000178	Prba.g_01815	Prad.g_01964
OG0000179	Prba.g_01817	Prad.g_01962
OG0000180	Prba.g_01818	Prad.g_01961
OG0000181	Prba.g_01819	Prad.g_01960
OG0000182	Prba.g_01820	Prad.g_01959
OG0000183	Prba.g_01821	Prad.g_01958
OG0000184	Prba.g_01822	Prad.g_01957
OG0000185	Prba.g_01825	Prad.g_01954
OG0000186	Prba.g_01828	Prad.g_01951
OG0000187	Prba.g_01829	Prad.g_01950
OG0000188	Prba.g_01830	Prad.g_01949
OG0000189	Prba.g_01834	Prad.g_01947
OG0000190	Prba.g_01836	Prad.g_01945
OG0000191	Prba.g_01837	Prad.g_01944
OG0000192	Prba.g_01838	Prad.g_01943
OG0000193	Prba.g_01839	Prad.g_01941
OG0000194	Prba.g_01840	Prad.g_01940
OG0000195	Prba.g_01841	Prad.g_01939
OG0000196	Prba.g_01842	Prad.g_01938
OG0000197	Prba.g_01844	Prad.g_01936
OG0000198	Prba.g_01845	Prad.g_01935
OG0000199	Prba.g_01846	Prad.g_01934
OG0000200	Prba.g_01852	Prad.g_01929
OG0000201	Prba.g_01853	Prad.g_01928
OG0000202	Prba.g_01854	Prad.g_01927
OG0000203	Prba.g_01857	Prad.g_01924
OG0000204	Prba.g_01858	Prad.g_01923
OG0000205	Prba.g_01861	Prad.g_01920
OG0000206	Prba.g_01863	Prad.g_01918
OG0000207	Prba.g_01865	Prad.g_01916
OG0000208	Prba.g_01866	Prad.g_01915
OG0000209	Prba.g_01867	Prad.g_01914
OG0000210	Prba.g_01868	Prad.g_01913
OG0000211	Prba.g_01869	Prad.g_01912
OG0000212	Prba.g_01870	Prad.g_01911
OG0000213	Prba.g_01871	Prad.g_01910
OG0000214	Prba.g_01872	Prad.g_01909
OG0000215	Prba.g_01873	Prad.g_01908
OG0000216	Prba.g_01874	Prad.g_01907
OG0000217	Prba.g_01876	Prad.g_01905
OG0000218	Prba.g_01877	Prad.g_01904
OG0000219	Prba.g_01878	Prad.g_01903
OG0000220	Prba.g_01879	Prad.g_01902
OG0000221	Prba.g_01882	Prad.g_01899
OG0000222	Prba.g_01883	Prad.g_01898
OG0000223	Prba.g_01884	Prad.g_01897
OG0000224	Prba.g_01885	Prad.g_01896
OG0000225	Prba.g_01886	Prad.g_01895
OG0000226	Prba.g_01887	Prad.g_01894
OG0000227	Prba.g_01888	Prad.g_01893
OG0000228	Prba.g_01889	Prad.g_01892
OG0000229	Prba.g_01890	Prad.g_01891
OG0000230	Prba.g_01891	Prad.g_01890
OG0000231	Prba.g_01892	Prad.g_01889
OG0000232	Prba.g_01894	Prad.g_01887
OG0000233	Prba.g_01895	Prad.g_01886
OG0000234	Prba.g_01896	Prad.g_01885
OG0000235	Prba.g_01897	Prad.g_01884
OG0000236	Prba.g_01898	Prad.g_01883
OG0000237	Prba.g_01899	Prad.g_01882
OG0000238	Prba.g_01900	Prad.g_01881
OG0000239	Prba.g_01902	Prad.g_01879
OG0000240	Prba.g_01903	Prad.g_01878
OG0000241	Prba.g_01904	Prad.g_01877
OG0000242	Prba.g_01905	Prad.g_01876
OG0000243	Prba.g_01908	Prad.g_01873
OG0000244	Prba.g_01910	Prad.g_01871
OG0000245	Prba.g_01911	Prad.g_01870
OG0000246	Prba.g_01912	Prad.g_01869
OG0000247	Prba.g_01915	Prad.g_01866
OG0000248	Prba.g_01917	Prad.g_01864
OG0000249	Prba.g_01918	Prad.g_01863
OG0000250	Prba.g_01919	Prad.g_01862
OG0000251	Prba.g_01920	Prad.g_01861
OG0000252	Prba.g_01921	Prad.g_01860
OG0000253	Prba.g_01922	Prad.g_01859
OG0000254	Prba.g_01924	Prad.g_01857
OG0000255	Prba.g_01925	Prad.g_01856
OG0000256	Prba.g_01928	Prad.g_01853
OG0000257	Prba.g_01930	Prad.g_01851
OG0000258	Prba.g_01933	Prad.g_01846
OG0000259	Prba.g_01934	Prad.g_01845
OG0000260	Prba.g_01935	Prad.g_01844
OG0000261	Prba.g_01936	Prad.g_01843
OG0000262	Prba.g_01937	Prad.g_01842
OG0000263	Prba.g_01939	Prad.g_01840
OG0000264	Prba.g_01940	Prad.g_01839
OG0000265	Prba.g_01941	Prad.g_01838
OG0000266	Prba.g_01942	Prad.g_01837
OG0000267	Prba.g_01943	Prad.g_01836
OG0000268	Prba.g_01944	Prad.g_01835
OG0000269	Prba.g_01946	Prad.g_01833
OG0000270	Prba.g_01947	Prad.g_01832
OG0000271	Prba.g_01948	Prad.g_01831
OG0000272	Prba.g_01949	Prad.g_01830
OG0000273	Prba.g_01950	Prad.g_01829
OG0000274	Prba.g_01951	Prad.g_01828
OG0000275	Prba.g_01952	Prad.g_01827
OG0000276	Prba.g_01953	Prad.g_01826
OG0000277	Prba.g_00623	Prad.g_01824
OG0000278	Prba.g_00624	Prad.g_01823
OG0000279	Prba.g_00625	Prad.g_01822
OG0000280	Prba.g_00627	Prad.g_01820
OG0000281	Prba.g_00629	Prad.g_01818
OG0000282	Prba.g_00630	Prad.g_01817
OG0000283	Prba.g_00631	Prad.g_01816
OG0000284	Prba.g_00632	Prad.g_01815
OG0000285	Prba.g_00633	Prad.g_01814
OG0000286	Prba.g_00634	Prad.g_01813
OG0000287	Prba.g_00635	Prad.g_01812
OG0000288	Prba.g_00637	Prad.g_01810
OG0000289	Prba.g_00638	Prad.g_01809
OG0000290	Prba.g_00639	Prad.g_01808
OG0000291	Prba.g_00641	Prad.g_01806
OG0000292	Prba.g_00642	Prad.g_01805
OG0000293	Prba.g_00643	Prad.g_01804
OG0000294	Prba.g_00644	Prad.g_01803
OG0000295	Prba.g_00645	Prad.g_01802
OG0000296	Prba.g_00646	Prad.g_01801
OG0000297	Prba.g_00647	Prad.g_01800
OG0000298	Prba.g_00649	Prad.g_01798
OG0000299	Prba.g_00650	Prad.g_01797
OG0000300	Prba.g_00651	Prad.g_01796
OG0000301	Prba.g_00652	Prad.g_01795
OG0000302	Prba.g_00653	Prad.g_01794
OG0000303	Prba.g_00654	Prad.g_01793
OG0000304	Prba.g_00656	Prad.g_01791
OG0000305	Prba.g_00657	Prad.g_01790
OG0000306	Prba.g_00660	Prad.g_01787
OG0000307	Prba.g_00661	Prad.g_01786
OG0000308	Prba.g_00662	Prad.g_01785
OG0000309	Prba.g_00663	Prad.g_01784
OG0000310	Prba.g_00664	Prad.g_01783
OG0000311	Prba.g_00665	Prad.g_01782
OG0000312	Prba.g_00666	Prad.g_01781
OG0000313	Prba.g_00667	Prad.g_01780
OG0000314	Prba.g_00668	Prad.g_01779
OG0000315	Prba.g_00669	Prad.g_01778
OG0000316	Prba.g_00670	Prad.g_01777
OG0000317	Prba.g_00671	Prad.g_01776
OG0000318	Prba.g_00672	Prad.g_01775
OG0000319	Prba.g_00673	Prad.g_01774
OG0000320	Prba.g_00674	Prad.g_01773
OG0000321	Prba.g_00675	Prad.g_01772
OG0000322	Prba.g_00439	Prad.g_01771
OG0000323	Prba.g_00440	Prad.g_01770
OG0000324	Prba.g_00441	Prad.g_01769
OG0000325	Prba.g_00442	Prad.g_01768
OG0000326	Prba.g_00443	Prad.g_01767
OG0000327	Prba.g_00444	Prad.g_01766
OG0000328	Prba.g_00445	Prad.g_01765
OG0000329	Prba.g_00446	Prad.g_01764
OG0000330	Prba.g_00447	Prad.g_01763
OG0000331	Prba.g_00448	Prad.g_01762
OG0000332	Prba.g_00449	Prad.g_01761
OG0000333	Prba.g_00450	Prad.g_01760
OG0000334	Prba.g_00451	Prad.g_01759
OG0000335	Prba.g_00452	Prad.g_01758
OG0000336	Prba.g_00454	Prad.g_01756
OG0000337	Prba.g_00455	Prad.g_01755
OG0000338	Prba.g_00459	Prad.g_01751
OG0000339	Prba.g_00461	Prad.g_01749
OG0000340	Prba.g_00463	Prad.g_01747
OG0000341	Prba.g_00464	Prad.g_01746
OG0000342	Prba.g_00465	Prad.g_01745
OG0000343	Prba.g_00466	Prad.g_01744
OG0000344	Prba.g_00469	Prad.g_01741
OG0000345	Prba.g_00472	Prad.g_01738
OG0000346	Prba.g_00473	Prad.g_01737
OG0000347	Prba.g_00476	Prad.g_01734
OG0000348	Prba.g_00477	Prad.g_01732
OG0000349	Prba.g_00478	Prad.g_01731
OG0000350	Prba.g_00480	Prad.g_01729
OG0000351	Prba.g_00481	Prad.g_01728
OG0000352	Prba.g_00482	Prad.g_01727
OG0000353	Prba.g_00483	Prad.g_01726
OG0000354	Prba.g_00484	Prad.g_01725
OG0000355	Prba.g_00485	Prad.g_01724
OG0000356	Prba.g_00486	Prad.g_01723
OG0000357	Prba.g_00487	Prad.g_01722
OG0000358	Prba.g_00488	Prad.g_01721
OG0000359	Prba.g_00489	Prad.g_01720
OG0000360	Prba.g_00492	Prad.g_01716
OG0000361	Prba.g_00493	Prad.g_01715
OG0000362	Prba.g_00494	Prad.g_01714
OG0000363	Prba.g_00495	Prad.g_01713
OG0000364	Prba.g_00499	Prad.g_01709
OG0000365	Prba.g_00500	Prad.g_01708
OG0000366	Prba.g_00502	Prad.g_01706
OG0000367	Prba.g_00503	Prad.g_01705
OG0000368	Prba.g_00504	Prad.g_01704
OG0000369	Prba.g_00505	Prad.g_01703
OG0000370	Prba.g_00506	Prad.g_01702
OG0000371	Prba.g_00507	Prad.g_01701
OG0000372	Prba.g_00508	Prad.g_01700
OG0000373	Prba.g_00509	Prad.g_01699
OG0000374	Prba.g_00510	Prad.g_01697
OG0000375	Prba.g_00511	Prad.g_01696
OG0000376	Prba.g_00514	Prad.g_01693
OG0000377	Prba.g_00515	Prad.g_01692
OG0000378	Prba.g_00516	Prad.g_01691
OG0000379	Prba.g_00517	Prad.g_01690
OG0000380	Prba.g_00518	Prad.g_01689
OG0000381	Prba.g_00519	Prad.g_01688
OG0000382	Prba.g_00520	Prad.g_01687
OG0000383	Prba.g_00521	Prad.g_01686
OG0000384	Prba.g_00524	Prad.g_01683
OG0000385	Prba.g_00525	Prad.g_01682
OG0000386	Prba.g_00526	Prad.g_01681
OG0000387	Prba.g_00527	Prad.g_01680
OG0000388	Prba.g_00528	Prad.g_01679
OG0000389	Prba.g_00529	Prad.g_01678
OG0000390	Prba.g_00530	Prad.g_01677
OG0000391	Prba.g_00531	Prad.g_01676
OG0000392	Prba.g_00532	Prad.g_01675
OG0000393	Prba.g_00533	Prad.g_01674
OG0000394	Prba.g_00534	Prad.g_01673
OG0000395	Prba.g_00535	Prad.g_01672
OG0000396	Prba.g_00537	Prad.g_01670
OG0000397	Prba.g_00539	Prad.g_01668
OG0000398	Prba.g_00540	Prad.g_01667
OG0000399	Prba.g_00543	Prad.g_01664
OG0000400	Prba.g_00544	Prad.g_01663
OG0000401	Prba.g_00545	Prad.g_01662
OG0000402	Prba.g_00550	Prad.g_01657
OG0000403	Prba.g_00551	Prad.g_01656
OG0000404	Prba.g_00552	Prad.g_01655
OG0000405	Prba.g_00554	Prad.g_01653
OG0000406	Prba.g_00557	Prad.g_01650
OG0000407	Prba.g_00558	Prad.g_01649
OG0000408	Prba.g_00561	Prad.g_01646
OG0000409	Prba.g_00562	Prad.g_01645
OG0000410	Prba.g_00218	Prad.g_01644
OG0000411	Prba.g_00219	Prad.g_01643
OG0000412	Prba.g_00220	Prad.g_01642
OG0000413	Prba.g_00221	Prad.g_00761
OG0000414	Prba.g_00222	Prad.g_00760
OG0000415	Prba.g_00223	Prad.g_00759
OG0000416	Prba.g_00849	Prad.g_00756
OG0000417	Prba.g_00850	Prad.g_00755
OG0000418	Prba.g_00851	Prad.g_00754
OG0000419	Prba.g_00852	Prad.g_00753
OG0000420	Prba.g_00853	Prad.g_00752
OG0000421	Prba.g_00865	Prad.g_00738
OG0000422	Prba.g_00873	Prad.g_00730
OG0000423	Prba.g_00874	Prad.g_00729
OG0000424	Prba.g_00880	Prad.g_00724
OG0000425	Prba.g_01030	Prad.g_00671
OG0000426	Prba.g_01029	Prad.g_00670
OG0000427	Prba.g_01028	Prad.g_00669
OG0000428	Prba.g_01026	Prad.g_00667
OG0000429	Prba.g_01025	Prad.g_00666
OG0000430	Prba.g_01023	Prad.g_00069
OG0000431	Prba.g_01022	Prad.g_00068
OG0000432	Prba.g_01021	Prad.g_00067
OG0000433	Prba.g_01020	Prad.g_00066
OG0000434	Prba.g_01019	Prad.g_00065
OG0000435	Prba.g_01018	Prad.g_00064
OG0000436	Prba.g_01017	Prad.g_00063
OG0000437	Prba.g_01016	Prad.g_00062
OG0000438	Prba.g_01015	Prad.g_00061
OG0000439	Prba.g_01014	Prad.g_00060
OG0000440	Prba.g_01013	Prad.g_00059
OG0000441	Prba.g_01012	Prad.g_00058
OG0000442	Prba.g_01011	Prad.g_00057
OG0000443	Prba.g_01010	Prad.g_00056
OG0000444	Prba.g_01009	Prad.g_00055
OG0000445	Prba.g_01008	Prad.g_00054
OG0000446	Prba.g_01006	Prad.g_00052
OG0000447	Prba.g_01005	Prad.g_00051
OG0000448	Prba.g_01003	Prad.g_00049
OG0000449	Prba.g_01000	Prad.g_00045
OG0000450	Prba.g_00999	Prad.g_00044
OG0000451	Prba.g_00998	Prad.g_00043
OG0000452	Prba.g_00997	Prad.g_00042
OG0000453	Prba.g_00996	Prad.g_00041
OG0000454	Prba.g_00990	Prad.g_00036
OG0000455	Prba.g_00988	Prad.g_00034
OG0000456	Prba.g_00984	Prad.g_00030
OG0000457	Prba.g_00983	Prad.g_00029
OG0000458	Prba.g_00982	Prad.g_00028
OG0000459	Prba.g_00980	Prad.g_00026
OG0000460	Prba.g_00978	Prad.g_00024
OG0000461	Prba.g_00977	Prad.g_00023
OG0000462	Prba.g_00976	Prad.g_00022
OG0000463	Prba.g_00974	Prad.g_00020
OG0000464	Prba.g_00973	Prad.g_00019
OG0000465	Prba.g_00972	Prad.g_00018
OG0000466	Prba.g_00971	Prad.g_00017
OG0000467	Prba.g_00970	Prad.g_00016
OG0000468	Prba.g_00969	Prad.g_00015
OG0000469	Prba.g_00968	Prad.g_00014
OG0000470	Prba.g_00967	Prad.g_00013
OG0000471	Prba.g_00966	Prad.g_00012
OG0000472	Prba.g_00961	Prad.g_00129
OG0000473	Prba.g_00960	Prad.g_00128
OG0000474	Prba.g_00959	Prad.g_00127
OG0000475	Prba.g_00958	Prad.g_00126
OG0000476	Prba.g_00956	Prad.g_00124
OG0000477	Prba.g_00955	Prad.g_00123
OG0000478	Prba.g_00954	Prad.g_00122
OG0000479	Prba.g_00953	Prad.g_00121
OG0000480	Prba.g_00951	Prad.g_00119
OG0000481	Prba.g_00949	Prad.g_00117
OG0000482	Prba.g_00948	Prad.g_00116
OG0000483	Prba.g_00946	Prad.g_00114
OG0000484	Prba.g_00945	Prad.g_00113
OG0000485	Prba.g_00944	Prad.g_00112
OG0000486	Prba.g_00943	Prad.g_00111
OG0000487	Prba.g_00938	Prad.g_00106
OG0000488	Prba.g_00936	Prad.g_00104
OG0000489	Prba.g_00935	Prad.g_00103
OG0000490	Prba.g_00934	Prad.g_00102
OG0000491	Prba.g_00933	Prad.g_00101
OG0000492	Prba.g_00932	Prad.g_00100
OG0000493	Prba.g_00931	Prad.g_00099
OG0000494	Prba.g_00930	Prad.g_00098
OG0000495	Prba.g_00927	Prad.g_00095
OG0000496	Prba.g_00926	Prad.g_00094
OG0000497	Prba.g_00925	Prad.g_00093
OG0000498	Prba.g_00924	Prad.g_00092
OG0000499	Prba.g_00923	Prad.g_00091
OG0000500	Prba.g_01775	Prad.g_01330
OG0000501	Prba.g_01774	Prad.g_01331
OG0000502	Prba.g_01773	Prad.g_01332
OG0000503	Prba.g_01771	Prad.g_01334
OG0000504	Prba.g_01770	Prad.g_01335
OG0000505	Prba.g_01769	Prad.g_01336
OG0000506	Prba.g_01768	Prad.g_01337
OG0000507	Prba.g_01767	Prad.g_01338
OG0000508	Prba.g_01766	Prad.g_01339
OG0000509	Prba.g_01765	Prad.g_01340
OG0000510	Prba.g_01764	Prad.g_01341
OG0000511	Prba.g_01762	Prad.g_01343
OG0000512	Prba.g_01761	Prad.g_01344
OG0000513	Prba.g_01760	Prad.g_01345
OG0000514	Prba.g_01759	Prad.g_01346
OG0000515	Prba.g_01758	Prad.g_01347
OG0000516	Prba.g_01757	Prad.g_01348
OG0000517	Prba.g_01755	Prad.g_01350
OG0000518	Prba.g_01754	Prad.g_01351
OG0000519	Prba.g_01753	Prad.g_01352
OG0000520	Prba.g_01752	Prad.g_01353
OG0000521	Prba.g_01751	Prad.g_01354
OG0000522	Prba.g_01750	Prad.g_01355
OG0000523	Prba.g_01749	Prad.g_01356
OG0000524	Prba.g_01748	Prad.g_01357
OG0000525	Prba.g_01747	Prad.g_01358
OG0000526	Prba.g_01746	Prad.g_01359
OG0000527	Prba.g_01745	Prad.g_01360
OG0000528	Prba.g_01744	Prad.g_01361
OG0000529	Prba.g_01743	Prad.g_01362
OG0000530	Prba.g_01742	Prad.g_01363
OG0000531	Prba.g_01741	Prad.g_01364
OG0000532	Prba.g_01740	Prad.g_01365
OG0000533	Prba.g_01738	Prad.g_01367
OG0000534	Prba.g_01737	Prad.g_01368
OG0000535	Prba.g_01736	Prad.g_01369
OG0000536	Prba.g_01735	Prad.g_01370
OG0000537	Prba.g_01734	Prad.g_01371
OG0000538	Prba.g_01733	Prad.g_01372
OG0000539	Prba.g_01730	Prad.g_01375
OG0000540	Prba.g_01729	Prad.g_01376
OG0000541	Prba.g_01728	Prad.g_01377
OG0000542	Prba.g_01726	Prad.g_01380
OG0000543	Prba.g_01725	Prad.g_01381
OG0000544	Prba.g_01724	Prad.g_01382
OG0000545	Prba.g_01723	Prad.g_01383
OG0000546	Prba.g_01722	Prad.g_01384
OG0000547	Prba.g_01721	Prad.g_01385
OG0000548	Prba.g_01720	Prad.g_01386
OG0000549	Prba.g_01718	Prad.g_01388
OG0000550	Prba.g_01717	Prad.g_01389
OG0000551	Prba.g_01716	Prad.g_01390
OG0000552	Prba.g_01715	Prad.g_01391
OG0000553	Prba.g_01714	Prad.g_01392
OG0000554	Prba.g_01713	Prad.g_01393
OG0000555	Prba.g_01712	Prad.g_01394
OG0000556	Prba.g_01711	Prad.g_01395
OG0000557	Prba.g_01710	Prad.g_01396
OG0000558	Prba.g_01709	Prad.g_01397
OG0000559	Prba.g_01708	Prad.g_01398
OG0000560	Prba.g_01707	Prad.g_01399
OG0000561	Prba.g_01706	Prad.g_01400
OG0000562	Prba.g_01705	Prad.g_01401
OG0000563	Prba.g_01704	Prad.g_01402
OG0000564	Prba.g_01703	Prad.g_01403
OG0000565	Prba.g_01702	Prad.g_01404
