Orthogroup	Prba	Praz
OG0000104	Prba.g_01927	Praz.g_00499
OG0000105	Prba.g_00626	Praz.g_00530
OG0000106	Prba.g_00640	Praz.g_00544
OG0000107	Prba.g_00648	Praz.g_00552
OG0000108	Prba.g_00658	Praz.g_00562
OG0000109	Prba.g_00458	Praz.g_00599
OG0000110	Prba.g_00470	Praz.g_00611
OG0000111	Prba.g_00491	Praz.g_00632
OG0000112	Prba.g_00501	Praz.g_00642
OG0000113	Prba.g_00513	Praz.g_00654
OG0000114	Prba.g_00541	Praz.g_00682
OG0000115	Prba.g_00987	Praz.g_01854
OG0000116	Prba.g_00985	Praz.g_01852
OG0000117	Prba.g_00981	Praz.g_01848
OG0000118	Prba.g_00962	Praz.g_01829
OG0000119	Prba.g_00929	Praz.g_01796
OG0000120	Prba.g_00928	Praz.g_01795
OG0000121	Prba.g_01772	Praz.g_01785
OG0000122	Prba.g_01763	Praz.g_01776
OG0000123	Prba.g_01732	Praz.g_01745
OG0000124	Prba.g_01666	Praz.g_01679
OG0000125	Prba.g_01665	Praz.g_01678
OG0000126	Prba.g_01664	Praz.g_01677
OG0000127	Prba.g_01631	Praz.g_01644
OG0000128	Prba.g_01592	Praz.g_01605
OG0000129	Prba.g_01572	Praz.g_01585
OG0000130	Prba.g_01514	Praz.g_01527
OG0000131	Prba.g_01501	Praz.g_01514
OG0000132	Prba.g_01465	Praz.g_01478
OG0000133	Prba.g_01379	Praz.g_01392
OG0000134	Prba.g_01369	Praz.g_01382
OG0000135	Prba.g_01333	Praz.g_01346
OG0000136	Prba.g_01267	Praz.g_00063
OG0000137	Prba.g_00094	Praz.g_00022
OG0000138	Prba.g_00069	Praz.g_00760
OG0000139	Prba.g_00057	Praz.g_00748
OG0000140	Prba.g_00006	Praz.g_00697
OG0000141	Prba.g_01084	Praz.g_01936
OG0000142	Prba.g_01204	Praz.g_01168
OG0000143	Prba.g_00196	Praz.g_01139
OG0000144	Prba.g_00110	Praz.g_01054
OG0000145	Prba.g_00712	Praz.g_01040
OG0000146	Prba.g_00676, Prba.g_00351	Praz.g_01004
OG0000147	Prba.g_00311	Praz.g_00964
OG0000148	Prba.g_00310	Praz.g_00963
OG0000149	Prba.g_00228	Praz.g_00879
OG0000150	Prba.g_00584	Praz.g_00841
OG0000151	Prba.g_00581	Praz.g_00838
OG0000152	Prba.g_00352	Praz.g_00340
OG0000153	Prba.g_00388	Praz.g_00304
OG0000154	Prba.g_00424	Praz.g_00268
OG0000155	Prba.g_01051	Praz.g_00250
OG0000156	Prba.g_00752	Praz.g_00221
OG0000157	Prba.g_00785	Praz.g_00188
OG0000158	Prba.g_01776, Prba.g_00848	Praz.g_00125
OG0000160	Prba.g_01794	Praz.g_00366
OG0000161	Prba.g_01795	Praz.g_00367
OG0000162	Prba.g_01797	Praz.g_00369
OG0000163	Prba.g_01798	Praz.g_00370
OG0000164	Prba.g_01799	Praz.g_00371
OG0000165	Prba.g_01800	Praz.g_00372
OG0000166	Prba.g_01801	Praz.g_00373
OG0000167	Prba.g_01802	Praz.g_00374
OG0000168	Prba.g_01803	Praz.g_00375
OG0000169	Prba.g_01805	Praz.g_00377
OG0000170	Prba.g_01807	Praz.g_00379
OG0000171	Prba.g_01808	Praz.g_00380
OG0000172	Prba.g_01809	Praz.g_00381
OG0000173	Prba.g_01810	Praz.g_00382
OG0000174	Prba.g_01811	Praz.g_00383
OG0000175	Prba.g_01812	Praz.g_00384
OG0000176	Prba.g_01813	Praz.g_00385
OG0000177	Prba.g_01814	Praz.g_00386
OG0000178	Prba.g_01815	Praz.g_00387
OG0000179	Prba.g_01817	Praz.g_00389
OG0000180	Prba.g_01818	Praz.g_00390
OG0000181	Prba.g_01819	Praz.g_00391
OG0000182	Prba.g_01820	Praz.g_00392
OG0000183	Prba.g_01821	Praz.g_00393
OG0000184	Prba.g_01822	Praz.g_00394
OG0000185	Prba.g_01825	Praz.g_00397
OG0000186	Prba.g_01828	Praz.g_00400
OG0000187	Prba.g_01829	Praz.g_00401
OG0000188	Prba.g_01830	Praz.g_00402
OG0000189	Prba.g_01834	Praz.g_00406
OG0000190	Prba.g_01836	Praz.g_00408
OG0000191	Prba.g_01837	Praz.g_00409
OG0000192	Prba.g_01838	Praz.g_00410
OG0000193	Prba.g_01839	Praz.g_00411
OG0000194	Prba.g_01840	Praz.g_00412
OG0000195	Prba.g_01841	Praz.g_00413
OG0000196	Prba.g_01842	Praz.g_00414
OG0000197	Prba.g_01844	Praz.g_00416
OG0000198	Prba.g_01845	Praz.g_00417
OG0000199	Prba.g_01846	Praz.g_00418
OG0000200	Prba.g_01852	Praz.g_00424
OG0000201	Prba.g_01853	Praz.g_00425
OG0000202	Prba.g_01854	Praz.g_00426
OG0000203	Prba.g_01857	Praz.g_00429
OG0000204	Prba.g_01858	Praz.g_00430
OG0000205	Prba.g_01861	Praz.g_00433
OG0000206	Prba.g_01863	Praz.g_00435
OG0000207	Prba.g_01865	Praz.g_00437
OG0000208	Prba.g_01866	Praz.g_00438
OG0000209	Prba.g_01867	Praz.g_00439
OG0000210	Prba.g_01868	Praz.g_00440
OG0000211	Prba.g_01869	Praz.g_00441
OG0000212	Prba.g_01870	Praz.g_00442
OG0000213	Prba.g_01871	Praz.g_00443
OG0000214	Prba.g_01872	Praz.g_00444
OG0000215	Prba.g_01873	Praz.g_00445
OG0000216	Prba.g_01874	Praz.g_00446
OG0000217	Prba.g_01876	Praz.g_00448
OG0000218	Prba.g_01877	Praz.g_00449
OG0000219	Prba.g_01878	Praz.g_00450
OG0000220	Prba.g_01879	Praz.g_00451
OG0000221	Prba.g_01882	Praz.g_00454
OG0000222	Prba.g_01883	Praz.g_00455
OG0000223	Prba.g_01884	Praz.g_00456
OG0000224	Prba.g_01885	Praz.g_00457
OG0000225	Prba.g_01886	Praz.g_00458
OG0000226	Prba.g_01887	Praz.g_00459
OG0000227	Prba.g_01888	Praz.g_00460
OG0000228	Prba.g_01889	Praz.g_00461
OG0000229	Prba.g_01890	Praz.g_00462
OG0000230	Prba.g_01891	Praz.g_00463
OG0000231	Prba.g_01892	Praz.g_00464
OG0000232	Prba.g_01894	Praz.g_00466
OG0000233	Prba.g_01895	Praz.g_00467
OG0000234	Prba.g_01896	Praz.g_00468
OG0000235	Prba.g_01897	Praz.g_00469
OG0000236	Prba.g_01898	Praz.g_00470
OG0000237	Prba.g_01899	Praz.g_00471
OG0000238	Prba.g_01900	Praz.g_00472
OG0000239	Prba.g_01902	Praz.g_00474
OG0000240	Prba.g_01903	Praz.g_00475
OG0000241	Prba.g_01904	Praz.g_00476
OG0000242	Prba.g_01905	Praz.g_00477
OG0000243	Prba.g_01908	Praz.g_00480
OG0000244	Prba.g_01910	Praz.g_00482
OG0000245	Prba.g_01911	Praz.g_00483
OG0000246	Prba.g_01912	Praz.g_00484
OG0000247	Prba.g_01915	Praz.g_00487
OG0000248	Prba.g_01917	Praz.g_00489
OG0000249	Prba.g_01918	Praz.g_00490
OG0000250	Prba.g_01919	Praz.g_00491
OG0000251	Prba.g_01920	Praz.g_00492
OG0000252	Prba.g_01921	Praz.g_00493
OG0000253	Prba.g_01922	Praz.g_00494
OG0000254	Prba.g_01924	Praz.g_00496
OG0000255	Prba.g_01925	Praz.g_00497
OG0000256	Prba.g_01928	Praz.g_00500
OG0000257	Prba.g_01930	Praz.g_00502
OG0000258	Prba.g_01933	Praz.g_00505
OG0000259	Prba.g_01934	Praz.g_00506
OG0000260	Prba.g_01935	Praz.g_00507
OG0000261	Prba.g_01936	Praz.g_00508
OG0000262	Prba.g_01937	Praz.g_00509
OG0000263	Prba.g_01939	Praz.g_00511
OG0000264	Prba.g_01940	Praz.g_00512
OG0000265	Prba.g_01941	Praz.g_00513
OG0000266	Prba.g_01942	Praz.g_00514
OG0000267	Prba.g_01943	Praz.g_00515
OG0000268	Prba.g_01944	Praz.g_00516
OG0000269	Prba.g_01946	Praz.g_00518
OG0000270	Prba.g_01947	Praz.g_00519
OG0000271	Prba.g_01948	Praz.g_00520
OG0000272	Prba.g_01949	Praz.g_00521
OG0000273	Prba.g_01950	Praz.g_00522
OG0000274	Prba.g_01951	Praz.g_00523
OG0000275	Prba.g_01952	Praz.g_00524
OG0000276	Prba.g_01953	Praz.g_00525
OG0000277	Prba.g_00623	Praz.g_00527
OG0000278	Prba.g_00624	Praz.g_00528
OG0000279	Prba.g_00625	Praz.g_00529
OG0000280	Prba.g_00627	Praz.g_00531
OG0000281	Prba.g_00629	Praz.g_00533
OG0000282	Prba.g_00630	Praz.g_00534
OG0000283	Prba.g_00631	Praz.g_00535
OG0000284	Prba.g_00632	Praz.g_00536
OG0000285	Prba.g_00633	Praz.g_00537
OG0000286	Prba.g_00634	Praz.g_00538
OG0000287	Prba.g_00635	Praz.g_00539
OG0000288	Prba.g_00637	Praz.g_00541
OG0000289	Prba.g_00638	Praz.g_00542
OG0000290	Prba.g_00639	Praz.g_00543
OG0000291	Prba.g_00641	Praz.g_00545
OG0000292	Prba.g_00642	Praz.g_00546
OG0000293	Prba.g_00643	Praz.g_00547
OG0000294	Prba.g_00644	Praz.g_00548
OG0000295	Prba.g_00645	Praz.g_00549
OG0000296	Prba.g_00646	Praz.g_00550
OG0000297	Prba.g_00647	Praz.g_00551
OG0000298	Prba.g_00649	Praz.g_00553
OG0000299	Prba.g_00650	Praz.g_00554
OG0000300	Prba.g_00651	Praz.g_00555
OG0000301	Prba.g_00652	Praz.g_00556
OG0000302	Prba.g_00653	Praz.g_00557
OG0000303	Prba.g_00654	Praz.g_00558
OG0000304	Prba.g_00656	Praz.g_00560
OG0000305	Prba.g_00657	Praz.g_00561
OG0000306	Prba.g_00660	Praz.g_00564
OG0000307	Prba.g_00661	Praz.g_00565
OG0000308	Prba.g_00662	Praz.g_00566
OG0000309	Prba.g_00663	Praz.g_00567
OG0000310	Prba.g_00664	Praz.g_00568
OG0000311	Prba.g_00665	Praz.g_00569
OG0000312	Prba.g_00666	Praz.g_00570
OG0000313	Prba.g_00667	Praz.g_00571
OG0000314	Prba.g_00668	Praz.g_00572
OG0000315	Prba.g_00669	Praz.g_00573
OG0000316	Prba.g_00670	Praz.g_00574
OG0000317	Prba.g_00671	Praz.g_00575
OG0000318	Prba.g_00672	Praz.g_00576
OG0000319	Prba.g_00673	Praz.g_00577
OG0000320	Prba.g_00674	Praz.g_00578
OG0000321	Prba.g_00675	Praz.g_00579
OG0000322	Prba.g_00439	Praz.g_00580
OG0000323	Prba.g_00440	Praz.g_00581
OG0000324	Prba.g_00441	Praz.g_00582
OG0000325	Prba.g_00442	Praz.g_00583
OG0000326	Prba.g_00443	Praz.g_00584
OG0000327	Prba.g_00444	Praz.g_00585
OG0000328	Prba.g_00445	Praz.g_00586
OG0000329	Prba.g_00446	Praz.g_00587
OG0000330	Prba.g_00447	Praz.g_00588
OG0000331	Prba.g_00448	Praz.g_00589
OG0000332	Prba.g_00449	Praz.g_00590
OG0000333	Prba.g_00450	Praz.g_00591
OG0000334	Prba.g_00451	Praz.g_00592
OG0000335	Prba.g_00452	Praz.g_00593
OG0000336	Prba.g_00454	Praz.g_00595
OG0000337	Prba.g_00455	Praz.g_00596
OG0000338	Prba.g_00459	Praz.g_00600
OG0000339	Prba.g_00461	Praz.g_00602
OG0000340	Prba.g_00463	Praz.g_00604
OG0000341	Prba.g_00464	Praz.g_00605
OG0000342	Prba.g_00465	Praz.g_00606
OG0000343	Prba.g_00466	Praz.g_00607
OG0000344	Prba.g_00469	Praz.g_00610
OG0000345	Prba.g_00472	Praz.g_00613
OG0000346	Prba.g_00473	Praz.g_00614
OG0000347	Prba.g_00476	Praz.g_00617
OG0000348	Prba.g_00477	Praz.g_00618
OG0000349	Prba.g_00478	Praz.g_00619
OG0000350	Prba.g_00480	Praz.g_00621
OG0000351	Prba.g_00481	Praz.g_00622
OG0000352	Prba.g_00482	Praz.g_00623
OG0000353	Prba.g_00483	Praz.g_00624
OG0000354	Prba.g_00484	Praz.g_00625
OG0000355	Prba.g_00485	Praz.g_00626
OG0000356	Prba.g_00486	Praz.g_00627
OG0000357	Prba.g_00487	Praz.g_00628
OG0000358	Prba.g_00488	Praz.g_00629
OG0000359	Prba.g_00489	Praz.g_00630
OG0000360	Prba.g_00492	Praz.g_00633
OG0000361	Prba.g_00493	Praz.g_00634
OG0000362	Prba.g_00494	Praz.g_00635
OG0000363	Prba.g_00495	Praz.g_00636
OG0000364	Prba.g_00499	Praz.g_00640
OG0000365	Prba.g_00500	Praz.g_00641
OG0000366	Prba.g_00502	Praz.g_00643
OG0000367	Prba.g_00503	Praz.g_00644
OG0000368	Prba.g_00504	Praz.g_00645
OG0000369	Prba.g_00505	Praz.g_00646
OG0000370	Prba.g_00506	Praz.g_00647
OG0000371	Prba.g_00507	Praz.g_00648
OG0000372	Prba.g_00508	Praz.g_00649
OG0000373	Prba.g_00509	Praz.g_00650
OG0000374	Prba.g_00510	Praz.g_00651
OG0000375	Prba.g_00511	Praz.g_00652
OG0000376	Prba.g_00514	Praz.g_00655
OG0000377	Prba.g_00515	Praz.g_00656
OG0000378	Prba.g_00516	Praz.g_00657
OG0000379	Prba.g_00517	Praz.g_00658
OG0000380	Prba.g_00518	Praz.g_00659
OG0000381	Prba.g_00519	Praz.g_00660
OG0000382	Prba.g_00520	Praz.g_00661
OG0000383	Prba.g_00521	Praz.g_00662
OG0000384	Prba.g_00524	Praz.g_00665
OG0000385	Prba.g_00525	Praz.g_00666
OG0000386	Prba.g_00526	Praz.g_00667
OG0000387	Prba.g_00527	Praz.g_00668
OG0000388	Prba.g_00528	Praz.g_00669
OG0000389	Prba.g_00529	Praz.g_00670
OG0000390	Prba.g_00530	Praz.g_00671
OG0000391	Prba.g_00531	Praz.g_00672
OG0000392	Prba.g_00532	Praz.g_00673
OG0000393	Prba.g_00533	Praz.g_00674
OG0000394	Prba.g_00534	Praz.g_00675
OG0000395	Prba.g_00535	Praz.g_00676
OG0000396	Prba.g_00537	Praz.g_00678
OG0000397	Prba.g_00539	Praz.g_00680
OG0000398	Prba.g_00540	Praz.g_00681
OG0000399	Prba.g_00543	Praz.g_00684
OG0000400	Prba.g_00544	Praz.g_00685
OG0000401	Prba.g_00545	Praz.g_00686
OG0000402	Prba.g_00550	Praz.g_01931
OG0000403	Prba.g_00551	Praz.g_01932
OG0000404	Prba.g_00552	Praz.g_01933
OG0000405	Prba.g_00554	Praz.g_01935
OG0000406	Prba.g_00557	Praz.g_00343
OG0000407	Prba.g_00558	Praz.g_00344
OG0000408	Prba.g_00561	Praz.g_00347
OG0000409	Prba.g_00562	Praz.g_00348
OG0000410	Prba.g_00218	Praz.g_00349
OG0000411	Prba.g_00219	Praz.g_00350
OG0000412	Prba.g_00220	Praz.g_00351
OG0000413	Prba.g_00221	Praz.g_00352
OG0000414	Prba.g_00222	Praz.g_00353
OG0000415	Prba.g_00223	Praz.g_00354
OG0000416	Prba.g_00849	Praz.g_00819
OG0000417	Prba.g_00850	Praz.g_00818
OG0000418	Prba.g_00851	Praz.g_00817
OG0000419	Prba.g_00852	Praz.g_00816
OG0000420	Prba.g_00853	Praz.g_00815
OG0000421	Prba.g_00865	Praz.g_00803
OG0000422	Prba.g_00873	Praz.g_00795
OG0000423	Prba.g_00874	Praz.g_00794
OG0000424	Prba.g_00880	Praz.g_00788
OG0000425	Prba.g_01030	Praz.g_01897
OG0000426	Prba.g_01029	Praz.g_01896
OG0000427	Prba.g_01028	Praz.g_01895
OG0000428	Prba.g_01026	Praz.g_01893
OG0000429	Prba.g_01025	Praz.g_01892
OG0000430	Prba.g_01023	Praz.g_01890
OG0000431	Prba.g_01022	Praz.g_01889
OG0000432	Prba.g_01021	Praz.g_01888
OG0000433	Prba.g_01020	Praz.g_01887
OG0000434	Prba.g_01019	Praz.g_01886
OG0000435	Prba.g_01018	Praz.g_01885
OG0000436	Prba.g_01017	Praz.g_01884
OG0000437	Prba.g_01016	Praz.g_01883
OG0000438	Prba.g_01015	Praz.g_01882
OG0000439	Prba.g_01014	Praz.g_01881
OG0000440	Prba.g_01013	Praz.g_01880
OG0000441	Prba.g_01012	Praz.g_01879
OG0000442	Prba.g_01011	Praz.g_01878
OG0000443	Prba.g_01010	Praz.g_01877
OG0000444	Prba.g_01009	Praz.g_01876
OG0000445	Prba.g_01008	Praz.g_01875
OG0000446	Prba.g_01006	Praz.g_01873
OG0000447	Prba.g_01005	Praz.g_01872
OG0000448	Prba.g_01003	Praz.g_01870
OG0000449	Prba.g_01000	Praz.g_01867
OG0000450	Prba.g_00999	Praz.g_01866
OG0000451	Prba.g_00998	Praz.g_01865
OG0000452	Prba.g_00997	Praz.g_01864
OG0000453	Prba.g_00996	Praz.g_01863
OG0000454	Prba.g_00990	Praz.g_01857
OG0000455	Prba.g_00988	Praz.g_01855
OG0000456	Prba.g_00984	Praz.g_01851
OG0000457	Prba.g_00983	Praz.g_01850
OG0000458	Prba.g_00982	Praz.g_01849
OG0000459	Prba.g_00980	Praz.g_01847
OG0000460	Prba.g_00978	Praz.g_01845
OG0000461	Prba.g_00977	Praz.g_01844
OG0000462	Prba.g_00976	Praz.g_01843
OG0000463	Prba.g_00974	Praz.g_01841
OG0000464	Prba.g_00973	Praz.g_01840
OG0000465	Prba.g_00972	Praz.g_01839
OG0000466	Prba.g_00971	Praz.g_01838
OG0000467	Prba.g_00970	Praz.g_01837
OG0000468	Prba.g_00969	Praz.g_01836
OG0000469	Prba.g_00968	Praz.g_01835
OG0000470	Prba.g_00967	Praz.g_01834
OG0000471	Prba.g_00966	Praz.g_01833
OG0000472	Prba.g_00961	Praz.g_01828
OG0000473	Prba.g_00960	Praz.g_01827
OG0000474	Prba.g_00959	Praz.g_01826
OG0000475	Prba.g_00958	Praz.g_01825
OG0000476	Prba.g_00956	Praz.g_01823
OG0000477	Prba.g_00955	Praz.g_01822
OG0000478	Prba.g_00954	Praz.g_01821
OG0000479	Prba.g_00953	Praz.g_01820
OG0000480	Prba.g_00951	Praz.g_01818
OG0000481	Prba.g_00949	Praz.g_01816
OG0000482	Prba.g_00948	Praz.g_01815
OG0000483	Prba.g_00946	Praz.g_01813
OG0000484	Prba.g_00945	Praz.g_01812
OG0000485	Prba.g_00944	Praz.g_01811
OG0000486	Prba.g_00943	Praz.g_01810
OG0000487	Prba.g_00938	Praz.g_01805
OG0000488	Prba.g_00936	Praz.g_01803
OG0000489	Prba.g_00935	Praz.g_01802
OG0000490	Prba.g_00934	Praz.g_01801
OG0000491	Prba.g_00933	Praz.g_01800
OG0000492	Prba.g_00932	Praz.g_01799
OG0000493	Prba.g_00931	Praz.g_01798
OG0000494	Prba.g_00930	Praz.g_01797
OG0000495	Prba.g_00927	Praz.g_01794
OG0000496	Prba.g_00926	Praz.g_01793
OG0000497	Prba.g_00925	Praz.g_01792
OG0000498	Prba.g_00924	Praz.g_01791
OG0000499	Prba.g_00923	Praz.g_01790
OG0000500	Prba.g_01775	Praz.g_01788
OG0000501	Prba.g_01774	Praz.g_01787
OG0000502	Prba.g_01773	Praz.g_01786
OG0000503	Prba.g_01771	Praz.g_01784
OG0000504	Prba.g_01770	Praz.g_01783
OG0000505	Prba.g_01769	Praz.g_01782
OG0000506	Prba.g_01768	Praz.g_01781
OG0000507	Prba.g_01767	Praz.g_01780
OG0000508	Prba.g_01766	Praz.g_01779
OG0000509	Prba.g_01765	Praz.g_01778
OG0000510	Prba.g_01764	Praz.g_01777
OG0000511	Prba.g_01762	Praz.g_01775
OG0000512	Prba.g_01761	Praz.g_01774
OG0000513	Prba.g_01760	Praz.g_01773
OG0000514	Prba.g_01759	Praz.g_01772
OG0000515	Prba.g_01758	Praz.g_01771
OG0000516	Prba.g_01757	Praz.g_01770
OG0000517	Prba.g_01755	Praz.g_01768
OG0000518	Prba.g_01754	Praz.g_01767
OG0000519	Prba.g_01753	Praz.g_01766
OG0000520	Prba.g_01752	Praz.g_01765
OG0000521	Prba.g_01751	Praz.g_01764
OG0000522	Prba.g_01750	Praz.g_01763
OG0000523	Prba.g_01749	Praz.g_01762
OG0000524	Prba.g_01748	Praz.g_01761
OG0000525	Prba.g_01747	Praz.g_01760
OG0000526	Prba.g_01746	Praz.g_01759
OG0000527	Prba.g_01745	Praz.g_01758
OG0000528	Prba.g_01744	Praz.g_01757
OG0000529	Prba.g_01743	Praz.g_01756
OG0000530	Prba.g_01742	Praz.g_01755
OG0000531	Prba.g_01741	Praz.g_01754
OG0000532	Prba.g_01740	Praz.g_01753
OG0000533	Prba.g_01738	Praz.g_01751
OG0000534	Prba.g_01737	Praz.g_01750
OG0000535	Prba.g_01736	Praz.g_01749
OG0000536	Prba.g_01735	Praz.g_01748
OG0000537	Prba.g_01734	Praz.g_01747
OG0000538	Prba.g_01733	Praz.g_01746
OG0000539	Prba.g_01730	Praz.g_01743
OG0000540	Prba.g_01729	Praz.g_01742
OG0000541	Prba.g_01728	Praz.g_01741
OG0000542	Prba.g_01726	Praz.g_01739
OG0000543	Prba.g_01725	Praz.g_01738
OG0000544	Prba.g_01724	Praz.g_01737
OG0000545	Prba.g_01723	Praz.g_01736
OG0000546	Prba.g_01722	Praz.g_01735
OG0000547	Prba.g_01721	Praz.g_01734
OG0000548	Prba.g_01720	Praz.g_01733
OG0000549	Prba.g_01718	Praz.g_01731
OG0000550	Prba.g_01717	Praz.g_01730
OG0000551	Prba.g_01716	Praz.g_01729
OG0000552	Prba.g_01715	Praz.g_01728
OG0000553	Prba.g_01714	Praz.g_01727
OG0000554	Prba.g_01713	Praz.g_01726
OG0000555	Prba.g_01712	Praz.g_01725
