Orthogroup	Prba	Prax
OG0000103	Prba.g_01909	Prax.g_01097
OG0000104	Prba.g_01927	Prax.g_01079
OG0000105	Prba.g_00626	Prax.g_01048
OG0000106	Prba.g_00640	Prax.g_01034
OG0000107	Prba.g_00648	Prax.g_01026
OG0000108	Prba.g_00658	Prax.g_01016
OG0000109	Prba.g_00458	Prax.g_00979
OG0000110	Prba.g_00470	Prax.g_00924
OG0000111	Prba.g_00491	Prax.g_00901
OG0000112	Prba.g_00501	Prax.g_00891
OG0000113	Prba.g_00513	Prax.g_00878
OG0000114	Prba.g_00541	Prax.g_00848
OG0000115	Prba.g_00987	Prax.g_00728
OG0000116	Prba.g_00985	Prax.g_00726
OG0000117	Prba.g_00981	Prax.g_00722
OG0000118	Prba.g_00962	Prax.g_00702
OG0000119	Prba.g_00929	Prax.g_00669
OG0000120	Prba.g_00928	Prax.g_00668
OG0000121	Prba.g_01772	Prax.g_00004
OG0000122	Prba.g_01763	Prax.g_00013
OG0000123	Prba.g_01732	Prax.g_00044
OG0000124	Prba.g_01666	Prax.g_00110
OG0000125	Prba.g_01665	Prax.g_00111
OG0000126	Prba.g_01664	Prax.g_00112
OG0000127	Prba.g_01631	Prax.g_00956
OG0000128	Prba.g_01592	Prax.g_00483
OG0000129	Prba.g_01572	Prax.g_00463
OG0000130	Prba.g_01514	Prax.g_00388
OG0000131	Prba.g_01501	Prax.g_00375
OG0000132	Prba.g_01465	Prax.g_00339
OG0000133	Prba.g_01379	Prax.g_00578
OG0000134	Prba.g_01369	Prax.g_00588
OG0000135	Prba.g_01333	Prax.g_01133
OG0000136	Prba.g_01267	Prax.g_01201
OG0000137	Prba.g_00094	Prax.g_00164
OG0000138	Prba.g_00069	Prax.g_00195
OG0000139	Prba.g_00057	Prax.g_00206
OG0000140	Prba.g_00006	Prax.g_00257
OG0000141	Prba.g_01084	Prax.g_01789
OG0000142	Prba.g_01204	Prax.g_01887
OG0000143	Prba.g_00196	Prax.g_01863
OG0000144	Prba.g_00110	Prax.g_01746
OG0000145	Prba.g_00712	Prax.g_01727
OG0000146	Prba.g_00676, Prba.g_00351	Prax.g_01691
OG0000147	Prba.g_00311	Prax.g_01651
OG0000148	Prba.g_00310	Prax.g_01650
OG0000149	Prba.g_00228	Prax.g_01561
OG0000150	Prba.g_00584	Prax.g_01523
OG0000151	Prba.g_00581	Prax.g_01520
OG0000152	Prba.g_00352	Prax.g_01257
OG0000153	Prba.g_00388	Prax.g_01297
OG0000154	Prba.g_00424	Prax.g_01333
OG0000155	Prba.g_01051	Prax.g_01351
OG0000156	Prba.g_00752	Prax.g_01379
OG0000157	Prba.g_00785	Prax.g_01411
OG0000158	Prba.g_01776, Prba.g_00848	Prax.g_01473
OG0000160	Prba.g_01794	Prax.g_01491
OG0000161	Prba.g_01795	Prax.g_01492
OG0000162	Prba.g_01797	Prax.g_01494
OG0000163	Prba.g_01798	Prax.g_01495
OG0000164	Prba.g_01799	Prax.g_01496
OG0000165	Prba.g_01800	Prax.g_01497
OG0000166	Prba.g_01801	Prax.g_01498
OG0000167	Prba.g_01802	Prax.g_01499
OG0000168	Prba.g_01803	Prax.g_01975
OG0000169	Prba.g_01805	Prax.g_01973
OG0000170	Prba.g_01807	Prax.g_00299
OG0000171	Prba.g_01808	Prax.g_00298
OG0000172	Prba.g_01809	Prax.g_00297
OG0000173	Prba.g_01810	Prax.g_00296
OG0000174	Prba.g_01811	Prax.g_00295
OG0000175	Prba.g_01812	Prax.g_00294
OG0000176	Prba.g_01813	Prax.g_00293
OG0000177	Prba.g_01814	Prax.g_00292
OG0000178	Prba.g_01815	Prax.g_00291
OG0000179	Prba.g_01817	Prax.g_00289
OG0000180	Prba.g_01818	Prax.g_00288
OG0000181	Prba.g_01819	Prax.g_00287
OG0000182	Prba.g_01820	Prax.g_00286
OG0000183	Prba.g_01821	Prax.g_00285
OG0000184	Prba.g_01822	Prax.g_00284
OG0000185	Prba.g_01825	Prax.g_00281
OG0000186	Prba.g_01828	Prax.g_00278
OG0000187	Prba.g_01829	Prax.g_00277
OG0000188	Prba.g_01830	Prax.g_00276
OG0000189	Prba.g_01834	Prax.g_00273
OG0000190	Prba.g_01836	Prax.g_00271
OG0000191	Prba.g_01837	Prax.g_00270
OG0000192	Prba.g_01838	Prax.g_00269
OG0000193	Prba.g_01839	Prax.g_00261
OG0000194	Prba.g_01840	Prax.g_00621
OG0000195	Prba.g_01841	Prax.g_00622
OG0000196	Prba.g_01842	Prax.g_00623
OG0000197	Prba.g_01844	Prax.g_00625
OG0000198	Prba.g_01845	Prax.g_00626
OG0000199	Prba.g_01846	Prax.g_00627
OG0000200	Prba.g_01852	Prax.g_00635
OG0000201	Prba.g_01853	Prax.g_00636
OG0000202	Prba.g_01854	Prax.g_00637
OG0000203	Prba.g_01857	Prax.g_00640
OG0000204	Prba.g_01858	Prax.g_00641
OG0000205	Prba.g_01861	Prax.g_00644
OG0000206	Prba.g_01863	Prax.g_00646
OG0000207	Prba.g_01865	Prax.g_00648
OG0000208	Prba.g_01866	Prax.g_00649
OG0000209	Prba.g_01867	Prax.g_00650
OG0000210	Prba.g_01868	Prax.g_00651
OG0000211	Prba.g_01869	Prax.g_00652
OG0000212	Prba.g_01870	Prax.g_00653
OG0000213	Prba.g_01871	Prax.g_00654
OG0000214	Prba.g_01872	Prax.g_00655
OG0000215	Prba.g_01873	Prax.g_00656
OG0000216	Prba.g_01874	Prax.g_00657
OG0000217	Prba.g_01876	Prax.g_00659
OG0000218	Prba.g_01877	Prax.g_00660
OG0000219	Prba.g_01878	Prax.g_01128
OG0000220	Prba.g_01879	Prax.g_01127
OG0000221	Prba.g_01882	Prax.g_01124
OG0000222	Prba.g_01883	Prax.g_01123
OG0000223	Prba.g_01884	Prax.g_01122
OG0000224	Prba.g_01885	Prax.g_01121
OG0000225	Prba.g_01886	Prax.g_01120
OG0000226	Prba.g_01887	Prax.g_01119
OG0000227	Prba.g_01888	Prax.g_01118
OG0000228	Prba.g_01889	Prax.g_01117
OG0000229	Prba.g_01890	Prax.g_01116
OG0000230	Prba.g_01891	Prax.g_01115
OG0000231	Prba.g_01892	Prax.g_01114
OG0000232	Prba.g_01894	Prax.g_01113
OG0000233	Prba.g_01895	Prax.g_01112
OG0000234	Prba.g_01896	Prax.g_01111
OG0000235	Prba.g_01897	Prax.g_01110
OG0000236	Prba.g_01898	Prax.g_01109
OG0000237	Prba.g_01899	Prax.g_01108
OG0000238	Prba.g_01900	Prax.g_01107
OG0000239	Prba.g_01902	Prax.g_01105
OG0000240	Prba.g_01903	Prax.g_01103
OG0000241	Prba.g_01904	Prax.g_01102
OG0000242	Prba.g_01905	Prax.g_01101
OG0000243	Prba.g_01908	Prax.g_01098
OG0000244	Prba.g_01910	Prax.g_01096
OG0000245	Prba.g_01911	Prax.g_01095
OG0000246	Prba.g_01912	Prax.g_01094
OG0000247	Prba.g_01915	Prax.g_01091
OG0000248	Prba.g_01917	Prax.g_01089
OG0000249	Prba.g_01918	Prax.g_01088
OG0000250	Prba.g_01919	Prax.g_01087
OG0000251	Prba.g_01920	Prax.g_01086
OG0000252	Prba.g_01921	Prax.g_01085
OG0000253	Prba.g_01922	Prax.g_01084
OG0000254	Prba.g_01924	Prax.g_01082
OG0000255	Prba.g_01925	Prax.g_01081
OG0000256	Prba.g_01928	Prax.g_01078
OG0000257	Prba.g_01930	Prax.g_01076
OG0000258	Prba.g_01933	Prax.g_01073
OG0000259	Prba.g_01934	Prax.g_01072
OG0000260	Prba.g_01935	Prax.g_01071
OG0000261	Prba.g_01936	Prax.g_01070
OG0000262	Prba.g_01937	Prax.g_01069
OG0000263	Prba.g_01939	Prax.g_01067
OG0000264	Prba.g_01940	Prax.g_01066
OG0000265	Prba.g_01941	Prax.g_01065
OG0000266	Prba.g_01942	Prax.g_01064
OG0000267	Prba.g_01943	Prax.g_01063
OG0000268	Prba.g_01944	Prax.g_01062
OG0000269	Prba.g_01946	Prax.g_01060
OG0000270	Prba.g_01947	Prax.g_01059
OG0000271	Prba.g_01948	Prax.g_01058
OG0000272	Prba.g_01949	Prax.g_01057
OG0000273	Prba.g_01950	Prax.g_01056
OG0000274	Prba.g_01951	Prax.g_01055
OG0000275	Prba.g_01952	Prax.g_01054
OG0000276	Prba.g_01953	Prax.g_01053
OG0000277	Prba.g_00623	Prax.g_01051
OG0000278	Prba.g_00624	Prax.g_01050
OG0000279	Prba.g_00625	Prax.g_01049
OG0000280	Prba.g_00627	Prax.g_01047
OG0000281	Prba.g_00629	Prax.g_01045
OG0000282	Prba.g_00630	Prax.g_01044
OG0000283	Prba.g_00631	Prax.g_01043
OG0000284	Prba.g_00632	Prax.g_01042
OG0000285	Prba.g_00633	Prax.g_01041
OG0000286	Prba.g_00634	Prax.g_01040
OG0000287	Prba.g_00635	Prax.g_01039
OG0000288	Prba.g_00637	Prax.g_01037
OG0000289	Prba.g_00638	Prax.g_01036
OG0000290	Prba.g_00639	Prax.g_01035
OG0000291	Prba.g_00641	Prax.g_01033
OG0000292	Prba.g_00642	Prax.g_01032
OG0000293	Prba.g_00643	Prax.g_01031
OG0000294	Prba.g_00644	Prax.g_01030
OG0000295	Prba.g_00645	Prax.g_01029
OG0000296	Prba.g_00646	Prax.g_01028
OG0000297	Prba.g_00647	Prax.g_01027
OG0000298	Prba.g_00649	Prax.g_01025
OG0000299	Prba.g_00650	Prax.g_01024
OG0000300	Prba.g_00651	Prax.g_01023
OG0000301	Prba.g_00652	Prax.g_01022
OG0000302	Prba.g_00653	Prax.g_01021
OG0000303	Prba.g_00654	Prax.g_01020
OG0000304	Prba.g_00656	Prax.g_01018
OG0000305	Prba.g_00657	Prax.g_01017
OG0000306	Prba.g_00660	Prax.g_01014
OG0000307	Prba.g_00661	Prax.g_01013
OG0000308	Prba.g_00662	Prax.g_01012
OG0000309	Prba.g_00663	Prax.g_01011
OG0000310	Prba.g_00664	Prax.g_01010
OG0000311	Prba.g_00665	Prax.g_01009
OG0000312	Prba.g_00666	Prax.g_01008
OG0000313	Prba.g_00667	Prax.g_01007
OG0000314	Prba.g_00668	Prax.g_01006
OG0000315	Prba.g_00669	Prax.g_01005
OG0000316	Prba.g_00670	Prax.g_01004
OG0000317	Prba.g_00671	Prax.g_01003
OG0000318	Prba.g_00672	Prax.g_01002
OG0000319	Prba.g_00673	Prax.g_01001
OG0000320	Prba.g_00674	Prax.g_01000
OG0000321	Prba.g_00675	Prax.g_00999
OG0000322	Prba.g_00439	Prax.g_00998
OG0000323	Prba.g_00440	Prax.g_00997
OG0000324	Prba.g_00441	Prax.g_00996
OG0000325	Prba.g_00442	Prax.g_00995
OG0000326	Prba.g_00443	Prax.g_00994
OG0000327	Prba.g_00444	Prax.g_00993
OG0000328	Prba.g_00445	Prax.g_00992
OG0000329	Prba.g_00446	Prax.g_00991
OG0000330	Prba.g_00447	Prax.g_00990
OG0000331	Prba.g_00448	Prax.g_00989
OG0000332	Prba.g_00449	Prax.g_00988
OG0000333	Prba.g_00450	Prax.g_00987
OG0000334	Prba.g_00451	Prax.g_00986
OG0000335	Prba.g_00452	Prax.g_00985
OG0000336	Prba.g_00454	Prax.g_00983
OG0000337	Prba.g_00455	Prax.g_00982
OG0000338	Prba.g_00459	Prax.g_00978
OG0000339	Prba.g_00461	Prax.g_00933
OG0000340	Prba.g_00463	Prax.g_00931
OG0000341	Prba.g_00464	Prax.g_00930
OG0000342	Prba.g_00465	Prax.g_00929
OG0000343	Prba.g_00466	Prax.g_00928
OG0000344	Prba.g_00469	Prax.g_00925
OG0000345	Prba.g_00472	Prax.g_00922
OG0000346	Prba.g_00473	Prax.g_00921
OG0000347	Prba.g_00476	Prax.g_00918
OG0000348	Prba.g_00477	Prax.g_00916
OG0000349	Prba.g_00478	Prax.g_00915
OG0000350	Prba.g_00480	Prax.g_00913
OG0000351	Prba.g_00481	Prax.g_00912
OG0000352	Prba.g_00482	Prax.g_00911
OG0000353	Prba.g_00483	Prax.g_00910
OG0000354	Prba.g_00484	Prax.g_00909
OG0000355	Prba.g_00485	Prax.g_00908
OG0000356	Prba.g_00486	Prax.g_00907
OG0000357	Prba.g_00487	Prax.g_00906
OG0000358	Prba.g_00488	Prax.g_00905
OG0000359	Prba.g_00489	Prax.g_00904
OG0000360	Prba.g_00492	Prax.g_00900
OG0000361	Prba.g_00493	Prax.g_00899
OG0000362	Prba.g_00494	Prax.g_00898
OG0000363	Prba.g_00495	Prax.g_00897
OG0000364	Prba.g_00499	Prax.g_00893
OG0000365	Prba.g_00500	Prax.g_00892
OG0000366	Prba.g_00502	Prax.g_00890
OG0000367	Prba.g_00503	Prax.g_00889
OG0000368	Prba.g_00504	Prax.g_00888
OG0000369	Prba.g_00505	Prax.g_00887
OG0000370	Prba.g_00506	Prax.g_00886
OG0000371	Prba.g_00507	Prax.g_00885
OG0000372	Prba.g_00508	Prax.g_00884
OG0000373	Prba.g_00509	Prax.g_00883
OG0000374	Prba.g_00510	Prax.g_00881
OG0000375	Prba.g_00511	Prax.g_00880
OG0000376	Prba.g_00514	Prax.g_00877
OG0000377	Prba.g_00515	Prax.g_00876
OG0000378	Prba.g_00516	Prax.g_00875
OG0000379	Prba.g_00517	Prax.g_00874
OG0000380	Prba.g_00518	Prax.g_00873
OG0000381	Prba.g_00519	Prax.g_00872
OG0000382	Prba.g_00520	Prax.g_00871
OG0000383	Prba.g_00521	Prax.g_00870
OG0000384	Prba.g_00524	Prax.g_00867
OG0000385	Prba.g_00525	Prax.g_00866
OG0000386	Prba.g_00526	Prax.g_00865
OG0000387	Prba.g_00527	Prax.g_00864
OG0000388	Prba.g_00528	Prax.g_00863
OG0000389	Prba.g_00529	Prax.g_00862
OG0000390	Prba.g_00530	Prax.g_00861
OG0000391	Prba.g_00531	Prax.g_00860
OG0000392	Prba.g_00532	Prax.g_00859
OG0000393	Prba.g_00533	Prax.g_00858
OG0000394	Prba.g_00534	Prax.g_00857
OG0000395	Prba.g_00535	Prax.g_00856
OG0000396	Prba.g_00537	Prax.g_00854
OG0000397	Prba.g_00539	Prax.g_00850
OG0000398	Prba.g_00540	Prax.g_00849
OG0000399	Prba.g_00543	Prax.g_00846
OG0000400	Prba.g_00544	Prax.g_00845
OG0000401	Prba.g_00545	Prax.g_00844
OG0000402	Prba.g_00550	Prax.g_00839
OG0000403	Prba.g_00551	Prax.g_00838
OG0000404	Prba.g_00552	Prax.g_00837
OG0000405	Prba.g_00554	Prax.g_00835
OG0000406	Prba.g_00557	Prax.g_00832
OG0000407	Prba.g_00558	Prax.g_00831
OG0000408	Prba.g_00561	Prax.g_00828
OG0000409	Prba.g_00562	Prax.g_00827
OG0000410	Prba.g_00218	Prax.g_00826
OG0000411	Prba.g_00219	Prax.g_00825
OG0000412	Prba.g_00220	Prax.g_00824
OG0000413	Prba.g_00221	Prax.g_00823
OG0000414	Prba.g_00222	Prax.g_00822
OG0000415	Prba.g_00223	Prax.g_00821
OG0000416	Prba.g_00849	Prax.g_00818
OG0000417	Prba.g_00850	Prax.g_00817
OG0000418	Prba.g_00851	Prax.g_00816
OG0000419	Prba.g_00852	Prax.g_00815
OG0000420	Prba.g_00853	Prax.g_00814
OG0000421	Prba.g_00865	Prax.g_00802
OG0000422	Prba.g_00873	Prax.g_00795
OG0000423	Prba.g_00874	Prax.g_00794
OG0000424	Prba.g_00880	Prax.g_00790
OG0000425	Prba.g_01030	Prax.g_00769
OG0000426	Prba.g_01029	Prax.g_00768
OG0000427	Prba.g_01028	Prax.g_00767
OG0000428	Prba.g_01026	Prax.g_00765
OG0000429	Prba.g_01025	Prax.g_00764
OG0000430	Prba.g_01023	Prax.g_00762
OG0000431	Prba.g_01022	Prax.g_00761
OG0000432	Prba.g_01021	Prax.g_00760
OG0000433	Prba.g_01020	Prax.g_00759
OG0000434	Prba.g_01019	Prax.g_00758
OG0000435	Prba.g_01018	Prax.g_00757
OG0000436	Prba.g_01017	Prax.g_00756
OG0000437	Prba.g_01016	Prax.g_00755
OG0000438	Prba.g_01015	Prax.g_00754
OG0000439	Prba.g_01014	Prax.g_00753
OG0000440	Prba.g_01013	Prax.g_00752
OG0000441	Prba.g_01012	Prax.g_00751
OG0000442	Prba.g_01011	Prax.g_00750
OG0000443	Prba.g_01010	Prax.g_00749
OG0000444	Prba.g_01009	Prax.g_00748
OG0000445	Prba.g_01008	Prax.g_00747
OG0000446	Prba.g_01006	Prax.g_00746
OG0000447	Prba.g_01005	Prax.g_00745
OG0000448	Prba.g_01003	Prax.g_00743
OG0000449	Prba.g_01000	Prax.g_00740
OG0000450	Prba.g_00999	Prax.g_00739
OG0000451	Prba.g_00998	Prax.g_00738
OG0000452	Prba.g_00997	Prax.g_00737
OG0000453	Prba.g_00996	Prax.g_00736
OG0000454	Prba.g_00990	Prax.g_00731
OG0000455	Prba.g_00988	Prax.g_00729
OG0000456	Prba.g_00984	Prax.g_00725
OG0000457	Prba.g_00983	Prax.g_00724
OG0000458	Prba.g_00982	Prax.g_00723
OG0000459	Prba.g_00980	Prax.g_00721
OG0000460	Prba.g_00978	Prax.g_00719
OG0000461	Prba.g_00977	Prax.g_00718
OG0000462	Prba.g_00976	Prax.g_00717
OG0000463	Prba.g_00974	Prax.g_00715
OG0000464	Prba.g_00973	Prax.g_00714
OG0000465	Prba.g_00972	Prax.g_00713
OG0000466	Prba.g_00971	Prax.g_00712
OG0000467	Prba.g_00970	Prax.g_00711
OG0000468	Prba.g_00969	Prax.g_00709
OG0000469	Prba.g_00968	Prax.g_00708
OG0000470	Prba.g_00967	Prax.g_00707
OG0000471	Prba.g_00966	Prax.g_00706
OG0000472	Prba.g_00961	Prax.g_00701
OG0000473	Prba.g_00960	Prax.g_00700
OG0000474	Prba.g_00959	Prax.g_00699
OG0000475	Prba.g_00958	Prax.g_00698
OG0000476	Prba.g_00956	Prax.g_00696
OG0000477	Prba.g_00955	Prax.g_00695
OG0000478	Prba.g_00954	Prax.g_00694
OG0000479	Prba.g_00953	Prax.g_00693
OG0000480	Prba.g_00951	Prax.g_00691
OG0000481	Prba.g_00949	Prax.g_00689
OG0000482	Prba.g_00948	Prax.g_00688
OG0000483	Prba.g_00946	Prax.g_00686
OG0000484	Prba.g_00945	Prax.g_00685
OG0000485	Prba.g_00944	Prax.g_00684
OG0000486	Prba.g_00943	Prax.g_00683
OG0000487	Prba.g_00938	Prax.g_00678
OG0000488	Prba.g_00936	Prax.g_00676
OG0000489	Prba.g_00935	Prax.g_00675
OG0000490	Prba.g_00934	Prax.g_00674
OG0000491	Prba.g_00933	Prax.g_00673
OG0000492	Prba.g_00932	Prax.g_00672
OG0000493	Prba.g_00931	Prax.g_00671
OG0000494	Prba.g_00930	Prax.g_00670
OG0000495	Prba.g_00927	Prax.g_00667
OG0000496	Prba.g_00926	Prax.g_00666
OG0000497	Prba.g_00925	Prax.g_00665
OG0000498	Prba.g_00924	Prax.g_00664
OG0000499	Prba.g_00923	Prax.g_00663
OG0000500	Prba.g_01775	Prax.g_00001
OG0000501	Prba.g_01774	Prax.g_00002
OG0000502	Prba.g_01773	Prax.g_00003
OG0000503	Prba.g_01771	Prax.g_00005
OG0000504	Prba.g_01770	Prax.g_00006
OG0000505	Prba.g_01769	Prax.g_00007
OG0000506	Prba.g_01768	Prax.g_00008
OG0000507	Prba.g_01767	Prax.g_00009
OG0000508	Prba.g_01766	Prax.g_00010
OG0000509	Prba.g_01765	Prax.g_00011
OG0000510	Prba.g_01764	Prax.g_00012
OG0000511	Prba.g_01762	Prax.g_00014
OG0000512	Prba.g_01761	Prax.g_00015
OG0000513	Prba.g_01760	Prax.g_00016
OG0000514	Prba.g_01759	Prax.g_00017
OG0000515	Prba.g_01758	Prax.g_00018
OG0000516	Prba.g_01757	Prax.g_00019
OG0000517	Prba.g_01755	Prax.g_00021
OG0000518	Prba.g_01754	Prax.g_00022
OG0000519	Prba.g_01753	Prax.g_00023
OG0000520	Prba.g_01752	Prax.g_00024
OG0000521	Prba.g_01751	Prax.g_00025
OG0000522	Prba.g_01750	Prax.g_00026
OG0000523	Prba.g_01749	Prax.g_00027
OG0000524	Prba.g_01748	Prax.g_00028
OG0000525	Prba.g_01747	Prax.g_00029
OG0000526	Prba.g_01746	Prax.g_00030
OG0000527	Prba.g_01745	Prax.g_00031
OG0000528	Prba.g_01744	Prax.g_00032
OG0000529	Prba.g_01743	Prax.g_00033
OG0000530	Prba.g_01742	Prax.g_00034
OG0000531	Prba.g_01741	Prax.g_00035
OG0000532	Prba.g_01740	Prax.g_00036
OG0000533	Prba.g_01738	Prax.g_00038
OG0000534	Prba.g_01737	Prax.g_00039
OG0000535	Prba.g_01736	Prax.g_00040
OG0000536	Prba.g_01735	Prax.g_00041
OG0000537	Prba.g_01734	Prax.g_00042
OG0000538	Prba.g_01733	Prax.g_00043
OG0000539	Prba.g_01730	Prax.g_00046
OG0000540	Prba.g_01729	Prax.g_00047
OG0000541	Prba.g_01728	Prax.g_00048
OG0000542	Prba.g_01726	Prax.g_00050
OG0000543	Prba.g_01725	Prax.g_00051
OG0000544	Prba.g_01724	Prax.g_00052
OG0000545	Prba.g_01723	Prax.g_00053
OG0000546	Prba.g_01722	Prax.g_00054
OG0000547	Prba.g_01721	Prax.g_00055
OG0000548	Prba.g_01720	Prax.g_00056
OG0000549	Prba.g_01718	Prax.g_00058
OG0000550	Prba.g_01717	Prax.g_00059
OG0000551	Prba.g_01716	Prax.g_00060
OG0000552	Prba.g_01715	Prax.g_00061
OG0000553	Prba.g_01714	Prax.g_00062
OG0000554	Prba.g_01713	Prax.g_00063
OG0000555	Prba.g_01712	Prax.g_00064
OG0000556	Prba.g_01711	Prax.g_00065
OG0000557	Prba.g_01710	Prax.g_00066
OG0000558	Prba.g_01709	Prax.g_00067
OG0000559	Prba.g_01708	Prax.g_00068
OG0000560	Prba.g_01707	Prax.g_00069
OG0000561	Prba.g_01706	Prax.g_00070
OG0000562	Prba.g_01705	Prax.g_00071
OG0000563	Prba.g_01704	Prax.g_00072
OG0000564	Prba.g_01703	Prax.g_00073
OG0000565	Prba.g_01702	Prax.g_00074
OG0000566	Prba.g_01701	Prax.g_00075
OG0000567	Prba.g_01700	Prax.g_00076
