Orthogroup	Prav	Prbj
OG0000097	Prav.g_01920	Prbj.g_01397
OG0000099	Prav.g_01940	Prbj.g_01422
OG0000100	Prav.g_01943	Prbj.g_01426
OG0000101	Prav.g_00976	Prbj.g_00067
OG0000102	Prav.g_00999	Prbj.g_02004
OG0000103	Prav.g_01074	Prbj.g_00127
OG0000104	Prav.g_01078	Prbj.g_01630
OG0000105	Prav.g_01097	Prbj.g_01608
OG0000106	Prav.g_01130	Prbj.g_02125
OG0000107	Prav.g_01131	Prbj.g_02127
OG0000108	Prav.g_01141, Prav.g_00954	Prbj.g_02668
OG0000109	Prav.g_01150	Prbj.g_01866
OG0000110	Prav.g_01166	Prbj.g_01885
OG0000111	Prav.g_01249	Prbj.g_00792
OG0000112	Prav.g_01250	Prbj.g_00793
OG0000113	Prav.g_00328	Prbj.g_02314
OG0000114	Prav.g_00395	Prbj.g_02410
OG0000115	Prav.g_00556	Prbj.g_02268
OG0000116	Prav.g_00560	Prbj.g_02260
OG0000117	Prav.g_00930	Prbj.g_01841
OG0000118	Prav.g_00261	Prbj.g_02066
OG0000119	Prav.g_00036	Prbj.g_01992
OG0000120	Prav.g_00071	Prbj.g_00843
OG0000121	Prav.g_01856	Prbj.g_00003
OG0000122	Prav.g_01837, Prav.g_00955	Prbj.g_02156
OG0000123	Prav.g_01824	Prbj.g_00020
OG0000124	Prav.g_02003	Prbj.g_01848
OG0000125	Prav.g_01450	Prbj.g_01742
OG0000126	Prav.g_01473	Prbj.g_01639
OG0000127	Prav.g_01565	Prbj.g_01040
OG0000128	Prav.g_01579	Prbj.g_01057
OG0000129	Prav.g_01615	Prbj.g_00656
OG0000130	Prav.g_01759	Prbj.g_00863
OG0000131	Prav.g_01797	Prbj.g_00461
OG0000132	Prav.g_01800	Prbj.g_00458
OG0000133	Prav.g_00591	Prbj.g_01024
OG0000134	Prav.g_00627	Prbj.g_00987
OG0000135	Prav.g_00629	Prbj.g_00985
OG0000136	Prav.g_00674	Prbj.g_01516
OG0000137	Prav.g_00706	Prbj.g_01280
OG0000138	Prav.g_00741	Prbj.g_01963
OG0000139	Prav.g_00768	Prbj.g_02047
OG0000140	Prav.g_00787	Prbj.g_02074
OG0000141	Prav.g_00788	Prbj.g_02075
OG0000142	Prav.g_00790	Prbj.g_02077
OG0000143	Prav.g_00791	Prbj.g_02078
OG0000144	Prav.g_00793	Prbj.g_02080
OG0000145	Prav.g_00794	Prbj.g_02082
OG0000146	Prav.g_00795	Prbj.g_02083
OG0000147	Prav.g_00078	Prbj.g_02084
OG0000148	Prav.g_00080	Prbj.g_02086
OG0000149	Prav.g_00082	Prbj.g_01182
OG0000150	Prav.g_00083	Prbj.g_01183
OG0000151	Prav.g_00084	Prbj.g_01188
OG0000152	Prav.g_00085	Prbj.g_01189
OG0000153	Prav.g_00086	Prbj.g_01190
OG0000154	Prav.g_00087	Prbj.g_01191
OG0000155	Prav.g_00088	Prbj.g_01192
OG0000156	Prav.g_00089	Prbj.g_01193
OG0000157	Prav.g_00090	Prbj.g_01194
OG0000158	Prav.g_00092	Prbj.g_01196
OG0000159	Prav.g_00093	Prbj.g_01197
OG0000160	Prav.g_00094	Prbj.g_01198
OG0000161	Prav.g_00095	Prbj.g_01199
OG0000162	Prav.g_00096	Prbj.g_01200
OG0000163	Prav.g_00097	Prbj.g_01202
OG0000164	Prav.g_00100	Prbj.g_01207
OG0000165	Prav.g_00103	Prbj.g_01212
OG0000166	Prav.g_00104	Prbj.g_01213
OG0000167	Prav.g_00105	Prbj.g_01214
OG0000168	Prav.g_00111	Prbj.g_01215
OG0000169	Prav.g_00113	Prbj.g_01217
OG0000170	Prav.g_00114	Prbj.g_01953
OG0000171	Prav.g_00115	Prbj.g_01951
OG0000172	Prav.g_00116	Prbj.g_01950
OG0000173	Prav.g_00117	Prbj.g_01943
OG0000174	Prav.g_00118	Prbj.g_01936
OG0000175	Prav.g_00119	Prbj.g_01928
OG0000176	Prav.g_00121	Prbj.g_01920
OG0000177	Prav.g_00122	Prbj.g_01919
OG0000178	Prav.g_00123	Prbj.g_01918
OG0000179	Prav.g_00129	Prbj.g_00558
OG0000180	Prav.g_00130	Prbj.g_00560
OG0000181	Prav.g_00131	Prbj.g_00561
OG0000182	Prav.g_00134	Prbj.g_00564
OG0000183	Prav.g_00135	Prbj.g_00565
OG0000184	Prav.g_00138	Prbj.g_00569
OG0000185	Prav.g_00142	Prbj.g_00575
OG0000186	Prav.g_00143	Prbj.g_00576
OG0000187	Prav.g_00144	Prbj.g_00047
OG0000188	Prav.g_00145	Prbj.g_00577
OG0000189	Prav.g_00146	Prbj.g_00580
OG0000190	Prav.g_00147	Prbj.g_00581
OG0000191	Prav.g_00148	Prbj.g_00582
OG0000192	Prav.g_00149	Prbj.g_00583
OG0000193	Prav.g_00150	Prbj.g_00584
OG0000194	Prav.g_00151	Prbj.g_00585
OG0000195	Prav.g_00153	Prbj.g_00589
OG0000196	Prav.g_00154	Prbj.g_00590
OG0000197	Prav.g_00155	Prbj.g_00596
OG0000198	Prav.g_00156	Prbj.g_00600
OG0000199	Prav.g_00159	Prbj.g_00605
OG0000200	Prav.g_00160	Prbj.g_00606
OG0000201	Prav.g_00161	Prbj.g_00607
OG0000202	Prav.g_00162	Prbj.g_00609
OG0000203	Prav.g_00163	Prbj.g_00610
OG0000204	Prav.g_00164	Prbj.g_00611
OG0000205	Prav.g_00165	Prbj.g_00613
OG0000206	Prav.g_00166	Prbj.g_00614
OG0000207	Prav.g_00167	Prbj.g_00615
OG0000208	Prav.g_00168	Prbj.g_00616
OG0000209	Prav.g_00169	Prbj.g_00617
OG0000210	Prav.g_00171	Prbj.g_00619
OG0000211	Prav.g_00172	Prbj.g_00620
OG0000212	Prav.g_00173	Prbj.g_00621
OG0000213	Prav.g_00174	Prbj.g_00624
OG0000214	Prav.g_00176	Prbj.g_00630
OG0000215	Prav.g_00177	Prbj.g_01550
OG0000216	Prav.g_00179	Prbj.g_01552
OG0000217	Prav.g_00180	Prbj.g_01554
OG0000218	Prav.g_00181	Prbj.g_01556
OG0000219	Prav.g_00182	Prbj.g_01557
OG0000220	Prav.g_00185	Prbj.g_01562
OG0000221	Prav.g_00187	Prbj.g_01567
OG0000222	Prav.g_00188	Prbj.g_01568
OG0000223	Prav.g_00189	Prbj.g_01569
OG0000224	Prav.g_00192	Prbj.g_01530
OG0000225	Prav.g_00194	Prbj.g_01532
OG0000226	Prav.g_00195	Prbj.g_01535
OG0000227	Prav.g_00196	Prbj.g_01537
OG0000228	Prav.g_00197	Prbj.g_01538
OG0000229	Prav.g_00198	Prbj.g_01539
OG0000230	Prav.g_00199	Prbj.g_01540
OG0000231	Prav.g_00201	Prbj.g_01542
OG0000232	Prav.g_00202	Prbj.g_01543
OG0000233	Prav.g_00205	Prbj.g_01548
OG0000234	Prav.g_00207	Prbj.g_00545
OG0000235	Prav.g_00212	Prbj.g_00543
OG0000236	Prav.g_00213	Prbj.g_00542
OG0000237	Prav.g_00214	Prbj.g_00541
OG0000238	Prav.g_00215	Prbj.g_00540
OG0000239	Prav.g_00216	Prbj.g_00539
OG0000240	Prav.g_00887	Prbj.g_00537
OG0000241	Prav.g_00886	Prbj.g_00536
OG0000242	Prav.g_00885	Prbj.g_00535
OG0000243	Prav.g_00884	Prbj.g_00534
OG0000244	Prav.g_00883	Prbj.g_00533
OG0000245	Prav.g_00882	Prbj.g_00531
OG0000246	Prav.g_00880	Prbj.g_00529
OG0000247	Prav.g_00879	Prbj.g_00528
OG0000248	Prav.g_00878	Prbj.g_00527
OG0000249	Prav.g_00877	Prbj.g_00526
OG0000250	Prav.g_00876	Prbj.g_00525
OG0000251	Prav.g_00875	Prbj.g_00524
OG0000252	Prav.g_00874	Prbj.g_00523
OG0000253	Prav.g_00873	Prbj.g_00522
OG0000254	Prav.g_00871	Prbj.g_00520
OG0000255	Prav.g_00870	Prbj.g_00519
OG0000256	Prav.g_00867	Prbj.g_00516
OG0000257	Prav.g_00865	Prbj.g_00515
OG0000258	Prav.g_00864	Prbj.g_00514
OG0000259	Prav.g_00863	Prbj.g_00513
OG0000260	Prav.g_00862	Prbj.g_00512
OG0000261	Prav.g_00861	Prbj.g_00511
OG0000262	Prav.g_00860	Prbj.g_00510
OG0000263	Prav.g_00859	Prbj.g_00509
OG0000264	Prav.g_00857	Prbj.g_02369
OG0000265	Prav.g_00856	Prbj.g_01135
OG0000266	Prav.g_00855	Prbj.g_01137
OG0000267	Prav.g_00853	Prbj.g_01141
OG0000268	Prav.g_00852	Prbj.g_01143
OG0000269	Prav.g_00851	Prbj.g_01146
OG0000270	Prav.g_00850	Prbj.g_01148
OG0000271	Prav.g_00849	Prbj.g_01151
OG0000272	Prav.g_00848	Prbj.g_01152
OG0000273	Prav.g_00847	Prbj.g_01155
OG0000274	Prav.g_00846	Prbj.g_01157
OG0000275	Prav.g_00845	Prbj.g_01158
OG0000276	Prav.g_00844	Prbj.g_01159
OG0000277	Prav.g_00843	Prbj.g_01160
OG0000278	Prav.g_00842	Prbj.g_01161
OG0000279	Prav.g_00841	Prbj.g_01162
OG0000280	Prav.g_00840	Prbj.g_01163
OG0000281	Prav.g_00838	Prbj.g_01165
OG0000282	Prav.g_00837	Prbj.g_01166
OG0000283	Prav.g_00834	Prbj.g_01173
OG0000284	Prav.g_00833	Prbj.g_01174
OG0000285	Prav.g_00832	Prbj.g_00289
OG0000286	Prav.g_00830	Prbj.g_00287
OG0000287	Prav.g_00829	Prbj.g_00234
OG0000288	Prav.g_00828	Prbj.g_00235
OG0000289	Prav.g_00827	Prbj.g_00237
OG0000290	Prav.g_00826	Prbj.g_00238
OG0000291	Prav.g_00825	Prbj.g_00240
OG0000292	Prav.g_00824	Prbj.g_00250
OG0000293	Prav.g_00823	Prbj.g_00251
OG0000294	Prav.g_00822	Prbj.g_00252
OG0000295	Prav.g_00821	Prbj.g_00258
OG0000296	Prav.g_00820	Prbj.g_00259
OG0000297	Prav.g_00819	Prbj.g_00262
OG0000298	Prav.g_00818	Prbj.g_00263
OG0000299	Prav.g_00817	Prbj.g_00264
OG0000300	Prav.g_00816	Prbj.g_00265
OG0000301	Prav.g_00815	Prbj.g_00266
OG0000302	Prav.g_00814	Prbj.g_00267
OG0000303	Prav.g_00813	Prbj.g_00268
OG0000304	Prav.g_00812	Prbj.g_00270
OG0000305	Prav.g_00811	Prbj.g_00271
OG0000306	Prav.g_00810	Prbj.g_00272
OG0000307	Prav.g_00809	Prbj.g_00181
OG0000308	Prav.g_00808	Prbj.g_01775
OG0000309	Prav.g_00807	Prbj.g_01776
OG0000310	Prav.g_00806	Prbj.g_01777
OG0000311	Prav.g_00805	Prbj.g_00177
OG0000312	Prav.g_00803	Prbj.g_00176
OG0000313	Prav.g_00802	Prbj.g_02608
OG0000314	Prav.g_00799	Prbj.g_02614
OG0000315	Prav.g_00798	Prbj.g_02615
OG0000316	Prav.g_01889	Prbj.g_02661
OG0000317	Prav.g_01891	Prbj.g_01341
OG0000318	Prav.g_01892	Prbj.g_01342
OG0000319	Prav.g_01893	Prbj.g_01343
OG0000320	Prav.g_01894	Prbj.g_01345
OG0000321	Prav.g_01897	Prbj.g_01350
OG0000322	Prav.g_01900	Prbj.g_01359
OG0000323	Prav.g_01901	Prbj.g_01360
OG0000324	Prav.g_01904	Prbj.g_01362
OG0000325	Prav.g_01906	Prbj.g_01364
OG0000326	Prav.g_01907	Prbj.g_01366
OG0000327	Prav.g_01909	Prbj.g_01372
OG0000328	Prav.g_01910	Prbj.g_00180
OG0000329	Prav.g_01911	Prbj.g_01385
OG0000330	Prav.g_01912	Prbj.g_01386
OG0000331	Prav.g_01913	Prbj.g_01388
OG0000332	Prav.g_01914	Prbj.g_01389
OG0000333	Prav.g_01915	Prbj.g_01390
OG0000334	Prav.g_01916	Prbj.g_01391
OG0000335	Prav.g_01917	Prbj.g_01392
OG0000336	Prav.g_01918	Prbj.g_01394
OG0000337	Prav.g_01921	Prbj.g_01399
OG0000338	Prav.g_01922	Prbj.g_01400
OG0000339	Prav.g_01923	Prbj.g_01401
OG0000340	Prav.g_01924	Prbj.g_01403
OG0000341	Prav.g_01928	Prbj.g_01408
OG0000342	Prav.g_01929	Prbj.g_01409
OG0000343	Prav.g_01931	Prbj.g_01411
OG0000344	Prav.g_01932	Prbj.g_01413
OG0000345	Prav.g_01933	Prbj.g_01414
OG0000346	Prav.g_01934	Prbj.g_01415
OG0000347	Prav.g_01935	Prbj.g_01416
OG0000348	Prav.g_01936	Prbj.g_01417
OG0000349	Prav.g_01937	Prbj.g_01418
OG0000350	Prav.g_01938	Prbj.g_01419
OG0000351	Prav.g_01941	Prbj.g_01423
OG0000352	Prav.g_01944	Prbj.g_01427
OG0000353	Prav.g_01945	Prbj.g_01430
OG0000354	Prav.g_01946	Prbj.g_01431
OG0000355	Prav.g_01947	Prbj.g_01432
OG0000356	Prav.g_01948	Prbj.g_01437
OG0000357	Prav.g_01949	Prbj.g_01438
OG0000358	Prav.g_01950	Prbj.g_01439
OG0000359	Prav.g_01951	Prbj.g_01441
OG0000360	Prav.g_01954	Prbj.g_01444
OG0000361	Prav.g_01955	Prbj.g_01445
OG0000362	Prav.g_01956	Prbj.g_01446
OG0000363	Prav.g_01957	Prbj.g_01448
OG0000364	Prav.g_01958	Prbj.g_01449
OG0000365	Prav.g_01959	Prbj.g_01450
OG0000366	Prav.g_01960	Prbj.g_01451
OG0000367	Prav.g_01961	Prbj.g_01452
OG0000368	Prav.g_01962	Prbj.g_01453
OG0000369	Prav.g_01963	Prbj.g_01454
OG0000370	Prav.g_01964	Prbj.g_01455
OG0000371	Prav.g_01965	Prbj.g_01456
OG0000372	Prav.g_01967	Prbj.g_01459
OG0000373	Prav.g_01969	Prbj.g_01469
OG0000374	Prav.g_01970	Prbj.g_01471
OG0000375	Prav.g_01971	Prbj.g_01480
OG0000376	Prav.g_01973	Prbj.g_00359
OG0000377	Prav.g_01974	Prbj.g_00352
OG0000378	Prav.g_01975	Prbj.g_00351
OG0000379	Prav.g_01980	Prbj.g_00341
OG0000380	Prav.g_01981	Prbj.g_00339
OG0000381	Prav.g_01982	Prbj.g_00338
OG0000382	Prav.g_01984	Prbj.g_00336
OG0000383	Prav.g_01987	Prbj.g_00331
OG0000384	Prav.g_01988	Prbj.g_00330
OG0000385	Prav.g_01991	Prbj.g_00324
OG0000386	Prav.g_01992	Prbj.g_00323
OG0000387	Prav.g_01993	Prbj.g_00322
OG0000388	Prav.g_01994	Prbj.g_00321
OG0000389	Prav.g_01995	Prbj.g_00320
OG0000390	Prav.g_01996	Prbj.g_00319
OG0000391	Prav.g_01997	Prbj.g_00318
OG0000392	Prav.g_01998	Prbj.g_00317
OG0000393	Prav.g_00974	Prbj.g_00063
OG0000394	Prav.g_00975	Prbj.g_00064
OG0000395	Prav.g_00977	Prbj.g_00068
OG0000396	Prav.g_00978	Prbj.g_02500
OG0000397	Prav.g_00990	Prbj.g_00563
OG0000398	Prav.g_00996	Prbj.g_00874
OG0000399	Prav.g_00997	Prbj.g_00689
OG0000400	Prav.g_01001	Prbj.g_02659
OG0000401	Prav.g_01030	Prbj.g_00076
OG0000402	Prav.g_01031	Prbj.g_00077
OG0000403	Prav.g_01032	Prbj.g_00089
OG0000404	Prav.g_01034	Prbj.g_00099
OG0000405	Prav.g_01035	Prbj.g_00100
OG0000406	Prav.g_01037	Prbj.g_00102
OG0000407	Prav.g_01038	Prbj.g_00103
OG0000408	Prav.g_01039	Prbj.g_00104
OG0000409	Prav.g_01040	Prbj.g_00105
OG0000410	Prav.g_01041	Prbj.g_00107
OG0000411	Prav.g_01042	Prbj.g_00108
OG0000412	Prav.g_01043	Prbj.g_00109
OG0000413	Prav.g_01044	Prbj.g_00110
OG0000414	Prav.g_01045	Prbj.g_00111
OG0000415	Prav.g_01046	Prbj.g_00112
OG0000416	Prav.g_01047	Prbj.g_00113
OG0000417	Prav.g_01048	Prbj.g_00117
OG0000418	Prav.g_01049	Prbj.g_00118
OG0000419	Prav.g_01050	Prbj.g_00119
OG0000420	Prav.g_01051	Prbj.g_00120
OG0000421	Prav.g_01052	Prbj.g_01894
OG0000422	Prav.g_01053	Prbj.g_01892
OG0000423	Prav.g_01054	Prbj.g_01891
OG0000424	Prav.g_01056	Prbj.g_01888
OG0000425	Prav.g_01059	Prbj.g_00152
OG0000426	Prav.g_01060	Prbj.g_00151
OG0000427	Prav.g_01061	Prbj.g_00148
OG0000428	Prav.g_01062	Prbj.g_00136
OG0000429	Prav.g_01063	Prbj.g_00134
OG0000430	Prav.g_01069	Prbj.g_00132
OG0000431	Prav.g_01071	Prbj.g_00130
OG0000432	Prav.g_01072	Prbj.g_00129
OG0000433	Prav.g_01075	Prbj.g_01638
OG0000434	Prav.g_01076	Prbj.g_01635
OG0000435	Prav.g_01077	Prbj.g_01631
OG0000436	Prav.g_01079	Prbj.g_01629
OG0000437	Prav.g_01081	Prbj.g_01627
OG0000438	Prav.g_01082	Prbj.g_01626
OG0000439	Prav.g_01083	Prbj.g_01625
OG0000440	Prav.g_01085	Prbj.g_01622
OG0000441	Prav.g_01086	Prbj.g_01620
OG0000442	Prav.g_01087	Prbj.g_01619
OG0000443	Prav.g_01088	Prbj.g_01618
OG0000444	Prav.g_01089	Prbj.g_01617
OG0000445	Prav.g_01090	Prbj.g_01616
OG0000446	Prav.g_01091	Prbj.g_01615
OG0000447	Prav.g_01092	Prbj.g_01614
OG0000448	Prav.g_01093	Prbj.g_01613
OG0000449	Prav.g_01098	Prbj.g_01605
OG0000450	Prav.g_01099	Prbj.g_02088
OG0000451	Prav.g_01100	Prbj.g_02089
OG0000452	Prav.g_01101	Prbj.g_02090
OG0000453	Prav.g_01103	Prbj.g_02093
OG0000454	Prav.g_01104	Prbj.g_02094
OG0000455	Prav.g_01105	Prbj.g_02095
OG0000456	Prav.g_01106	Prbj.g_02096
OG0000457	Prav.g_01108	Prbj.g_02097
OG0000458	Prav.g_01110	Prbj.g_02098
OG0000459	Prav.g_01111	Prbj.g_02099
OG0000460	Prav.g_01113	Prbj.g_02101
OG0000461	Prav.g_01114	Prbj.g_02102
OG0000462	Prav.g_01115	Prbj.g_02103
OG0000463	Prav.g_01116	Prbj.g_02108
OG0000464	Prav.g_01121	Prbj.g_02113
OG0000465	Prav.g_01123	Prbj.g_02114
OG0000466	Prav.g_01124	Prbj.g_02115
OG0000467	Prav.g_01125	Prbj.g_02117
OG0000468	Prav.g_01126	Prbj.g_02118
OG0000469	Prav.g_01127	Prbj.g_02123
OG0000470	Prav.g_01128	Prbj.g_01116
OG0000471	Prav.g_01129	Prbj.g_00765
OG0000472	Prav.g_01132	Prbj.g_02128
OG0000473	Prav.g_01133	Prbj.g_02130
OG0000474	Prav.g_01134	Prbj.g_02132
OG0000475	Prav.g_01135	Prbj.g_02133
OG0000476	Prav.g_01136	Prbj.g_02139
OG0000477	Prav.g_01138	Prbj.g_02142
OG0000478	Prav.g_01139	Prbj.g_02144
OG0000479	Prav.g_01140	Prbj.g_02146
OG0000480	Prav.g_01142	Prbj.g_02666
OG0000481	Prav.g_01143	Prbj.g_01858
OG0000482	Prav.g_01144	Prbj.g_01859
OG0000483	Prav.g_01145	Prbj.g_01861
OG0000484	Prav.g_01146	Prbj.g_01862
OG0000485	Prav.g_01147	Prbj.g_01863
OG0000486	Prav.g_01148	Prbj.g_01864
OG0000487	Prav.g_01149	Prbj.g_01865
OG0000488	Prav.g_01151	Prbj.g_01867
OG0000489	Prav.g_01152	Prbj.g_01868
OG0000490	Prav.g_01153	Prbj.g_01869
OG0000491	Prav.g_01154	Prbj.g_01870
OG0000492	Prav.g_01155	Prbj.g_01871
OG0000493	Prav.g_01156	Prbj.g_01872
OG0000494	Prav.g_01158	Prbj.g_01874
OG0000495	Prav.g_01159	Prbj.g_01875
OG0000496	Prav.g_01160	Prbj.g_01877
OG0000497	Prav.g_01161	Prbj.g_01879
OG0000498	Prav.g_01162	Prbj.g_01880
OG0000499	Prav.g_01164	Prbj.g_01882
OG0000500	Prav.g_01165	Prbj.g_01883
OG0000501	Prav.g_01167	Prbj.g_01807
OG0000502	Prav.g_01168	Prbj.g_01806
OG0000503	Prav.g_01169	Prbj.g_01805
OG0000504	Prav.g_01170	Prbj.g_01803
OG0000505	Prav.g_01171	Prbj.g_01802
OG0000506	Prav.g_01172	Prbj.g_01801
OG0000507	Prav.g_01173	Prbj.g_01800
OG0000508	Prav.g_01175	Prbj.g_01796
OG0000509	Prav.g_01176	Prbj.g_01795
OG0000510	Prav.g_01177	Prbj.g_01794
OG0000511	Prav.g_01178	Prbj.g_01793
OG0000512	Prav.g_01179	Prbj.g_01792
OG0000513	Prav.g_01180	Prbj.g_01791
OG0000514	Prav.g_01181	Prbj.g_01790
OG0000515	Prav.g_01183	Prbj.g_01787
OG0000516	Prav.g_01184	Prbj.g_01786
OG0000517	Prav.g_01185	Prbj.g_01785
OG0000518	Prav.g_01187	Prbj.g_01781
OG0000519	Prav.g_01188	Prbj.g_01780
OG0000520	Prav.g_01189	Prbj.g_01779
OG0000521	Prav.g_01190	Prbj.g_01778
OG0000522	Prav.g_01191	Prbj.g_01772
OG0000523	Prav.g_01192	Prbj.g_01771
OG0000524	Prav.g_01193	Prbj.g_01770
OG0000525	Prav.g_01195	Prbj.g_01768
OG0000526	Prav.g_01196	Prbj.g_01767
OG0000527	Prav.g_01197	Prbj.g_01766
OG0000528	Prav.g_01198	Prbj.g_01765
OG0000529	Prav.g_01199	Prbj.g_01764
OG0000530	Prav.g_01200	Prbj.g_01763
OG0000531	Prav.g_01201	Prbj.g_01760
OG0000532	Prav.g_01202	Prbj.g_01758
OG0000533	Prav.g_01203	Prbj.g_01757
OG0000534	Prav.g_01204	Prbj.g_01756
OG0000535	Prav.g_01205	Prbj.g_01755
OG0000536	Prav.g_01206	Prbj.g_01754
OG0000537	Prav.g_01207	Prbj.g_01753
OG0000538	Prav.g_01208	Prbj.g_01752
OG0000539	Prav.g_01209	Prbj.g_01750
OG0000540	Prav.g_01210	Prbj.g_01748
OG0000541	Prav.g_01211	Prbj.g_02544
OG0000542	Prav.g_01212	Prbj.g_02545
OG0000543	Prav.g_01213	Prbj.g_02546
OG0000544	Prav.g_01214	Prbj.g_02547
OG0000545	Prav.g_01219	Prbj.g_02550
OG0000546	Prav.g_01220	Prbj.g_02551
OG0000547	Prav.g_01222	Prbj.g_02553
OG0000548	Prav.g_01223	Prbj.g_02558
OG0000549	Prav.g_01224	Prbj.g_02559
OG0000550	Prav.g_01225	Prbj.g_02560
OG0000551	Prav.g_01226	Prbj.g_02563
OG0000552	Prav.g_01227	Prbj.g_02565
OG0000553	Prav.g_01228	Prbj.g_02566
OG0000554	Prav.g_01229	Prbj.g_02568
OG0000555	Prav.g_01230	Prbj.g_02569
OG0000556	Prav.g_01231	Prbj.g_02570
OG0000557	Prav.g_01232	Prbj.g_02571
OG0000558	Prav.g_01233	Prbj.g_02573
OG0000559	Prav.g_01234	Prbj.g_02574
OG0000560	Prav.g_01236	Prbj.g_02576
OG0000561	Prav.g_01237	Prbj.g_02577
OG0000562	Prav.g_01238	Prbj.g_02579
OG0000563	Prav.g_01239	Prbj.g_02580
OG0000564	Prav.g_01240	Prbj.g_02581
OG0000565	Prav.g_01241	Prbj.g_02589
OG0000566	Prav.g_01242	Prbj.g_02590
OG0000567	Prav.g_01243	Prbj.g_02591
OG0000568	Prav.g_01244	Prbj.g_02592
OG0000569	Prav.g_01245	Prbj.g_02593
OG0000570	Prav.g_01246	Prbj.g_02596
OG0000571	Prav.g_01247	Prbj.g_02597
OG0000572	Prav.g_01248	Prbj.g_02598
