Orthogroup	Prav	Prah
OG0000072	Prav.g_01968	Prah.g_02187
OG0000073	Prav.g_01267	Prah.g_00445
OG0000074	Prav.g_01289	Prah.g_00974
OG0000075	Prav.g_00404	Prah.g_00660
OG0000076	Prav.g_00933	Prah.g_00915
OG0000078	Prav.g_01514	Prah.g_02191
OG0000079	Prav.g_01551, Prav.g_01656	Prah.g_01654
OG0000080	Prav.g_01705	Prah.g_01609
OG0000081	Prav.g_00663	Prah.g_02230
OG0000083	Prav.g_00789	Prah.g_00004
OG0000084	Prav.g_00792	Prah.g_00007
OG0000085	Prav.g_00091	Prah.g_00029
OG0000087	Prav.g_00120	Prah.g_02458
OG0000088	Prav.g_00178	Prah.g_00194
OG0000089	Prav.g_00186	Prah.g_00176, Prah.g_00180
OG0000090	Prav.g_00204	Prah.g_02268
OG0000091	Prav.g_00869	Prah.g_02307
OG0000092	Prav.g_00868	Prah.g_02308
OG0000093	Prav.g_00854	Prah.g_02324
OG0000094	Prav.g_00836	Prah.g_02362
OG0000095	Prav.g_00831	Prah.g_02371
OG0000096	Prav.g_01898	Prah.g_02089
OG0000097	Prav.g_01920	Prah.g_02126
OG0000099	Prav.g_01940	Prah.g_02151
OG0000100	Prav.g_01943	Prah.g_02155
OG0000101	Prav.g_00976	Prah.g_00208
OG0000102	Prav.g_00999	Prah.g_02538
OG0000103	Prav.g_01074	Prah.g_00313, Prah.g_00314
OG0000104	Prav.g_01078	Prah.g_01566
OG0000105	Prav.g_01097	Prah.g_01544
OG0000106	Prav.g_01130	Prah.g_00108, Prah.g_01503
OG0000107	Prav.g_01131	Prah.g_01501
OG0000108	Prav.g_01141, Prav.g_00954	Prah.g_01476
OG0000109	Prav.g_01150	Prah.g_01465
OG0000110	Prav.g_01166	Prah.g_01446
OG0000111	Prav.g_01249	Prah.g_00474
OG0000112	Prav.g_01250	Prah.g_00473
OG0000113	Prav.g_00328	Prah.g_00752
OG0000114	Prav.g_00395	Prah.g_01823, Prah.g_00669
OG0000115	Prav.g_00556	Prah.g_00796
OG0000116	Prav.g_00560	Prah.g_00805
OG0000117	Prav.g_00930	Prah.g_00912
OG0000118	Prav.g_00261	Prah.g_02597
OG0000119	Prav.g_00036	Prah.g_02526
OG0000120	Prav.g_00071	Prah.g_01315
OG0000121	Prav.g_01856	Prah.g_01254
OG0000122	Prav.g_01837, Prav.g_00955	Prah.g_01276
OG0000123	Prav.g_01824	Prah.g_01237, Prah.g_01238
OG0000124	Prav.g_02003	Prah.g_00905
OG0000125	Prav.g_01450	Prah.g_01378
OG0000126	Prav.g_01473	Prah.g_01576
OG0000127	Prav.g_01565	Prah.g_00424
OG0000128	Prav.g_01579	Prah.g_00407
OG0000129	Prav.g_01615	Prah.g_00361
OG0000130	Prav.g_01759	Prah.g_01672
OG0000131	Prav.g_01797	Prah.g_01725
OG0000132	Prav.g_01800	Prah.g_01728
OG0000133	Prav.g_00591	Prah.g_02038
OG0000134	Prav.g_00627	Prah.g_02001
OG0000135	Prav.g_00629	Prah.g_01999
OG0000136	Prav.g_00674	Prah.g_02244
OG0000137	Prav.g_00706	Prah.g_00089, Prah.g_00116
OG0000138	Prav.g_00741	Prah.g_02498
OG0000139	Prav.g_00768	Prah.g_02578
OG0000140	Prav.g_00787	Prah.g_00002
OG0000141	Prav.g_00788	Prah.g_00003
OG0000142	Prav.g_00790	Prah.g_00005
OG0000143	Prav.g_00791	Prah.g_00006
OG0000144	Prav.g_00793	Prah.g_00008
OG0000145	Prav.g_00794	Prah.g_00010
OG0000146	Prav.g_00795	Prah.g_00011
OG0000147	Prav.g_00078	Prah.g_00012
OG0000148	Prav.g_00080	Prah.g_00014
OG0000149	Prav.g_00082	Prah.g_00016
OG0000150	Prav.g_00083	Prah.g_00017
OG0000151	Prav.g_00084	Prah.g_00022
OG0000152	Prav.g_00085	Prah.g_00023
OG0000153	Prav.g_00086	Prah.g_00024
OG0000154	Prav.g_00087	Prah.g_00025
OG0000155	Prav.g_00088	Prah.g_00026
OG0000156	Prav.g_00089	Prah.g_00027
OG0000157	Prav.g_00090	Prah.g_00028
OG0000158	Prav.g_00092	Prah.g_00030
OG0000159	Prav.g_00093	Prah.g_00031
OG0000160	Prav.g_00094	Prah.g_00032
OG0000161	Prav.g_00095	Prah.g_00033
OG0000162	Prav.g_00096	Prah.g_00034
OG0000163	Prav.g_00097	Prah.g_00036
OG0000164	Prav.g_00100	Prah.g_00041
OG0000165	Prav.g_00103	Prah.g_00046
OG0000166	Prav.g_00104	Prah.g_00047
OG0000167	Prav.g_00105	Prah.g_00048
OG0000168	Prav.g_00111	Prah.g_00049
OG0000169	Prav.g_00113	Prah.g_00051
OG0000170	Prav.g_00114	Prah.g_02488
OG0000171	Prav.g_00115	Prah.g_02486
OG0000172	Prav.g_00116	Prah.g_02485
OG0000173	Prav.g_00117	Prah.g_02478
OG0000174	Prav.g_00118	Prah.g_02471
OG0000175	Prav.g_00119	Prah.g_02466
OG0000176	Prav.g_00121	Prah.g_02457
OG0000177	Prav.g_00122	Prah.g_02454
OG0000178	Prav.g_00123	Prah.g_02453
OG0000179	Prav.g_00129	Prah.g_01830
OG0000180	Prav.g_00130	Prah.g_01833
OG0000181	Prav.g_00131	Prah.g_01834
OG0000182	Prav.g_00134	Prah.g_01838
OG0000183	Prav.g_00135	Prah.g_01839
OG0000184	Prav.g_00138	Prah.g_01843
OG0000185	Prav.g_00142	Prah.g_01849
OG0000186	Prav.g_00143	Prah.g_01850
OG0000187	Prav.g_00144	Prah.g_01211
OG0000188	Prav.g_00145	Prah.g_01851
OG0000189	Prav.g_00146	Prah.g_01859
OG0000190	Prav.g_00147	Prah.g_01860
OG0000191	Prav.g_00148	Prah.g_01861
OG0000192	Prav.g_00149	Prah.g_01862
OG0000193	Prav.g_00150	Prah.g_01863
OG0000194	Prav.g_00151	Prah.g_01864
OG0000195	Prav.g_00153	Prah.g_01866
OG0000196	Prav.g_00154	Prah.g_01867
OG0000197	Prav.g_00155	Prah.g_01873
OG0000198	Prav.g_00156	Prah.g_01877
OG0000199	Prav.g_00159	Prah.g_01882
OG0000200	Prav.g_00160	Prah.g_01883
OG0000201	Prav.g_00161	Prah.g_01884
OG0000202	Prav.g_00162	Prah.g_01886
OG0000203	Prav.g_00163	Prah.g_01887
OG0000204	Prav.g_00164	Prah.g_01888
OG0000205	Prav.g_00165	Prah.g_01890
OG0000206	Prav.g_00166	Prah.g_01891
OG0000207	Prav.g_00167	Prah.g_01892
OG0000208	Prav.g_00168	Prah.g_01893
OG0000209	Prav.g_00169	Prah.g_01894
OG0000210	Prav.g_00171	Prah.g_01896
OG0000211	Prav.g_00172	Prah.g_01897
OG0000212	Prav.g_00173	Prah.g_01898
OG0000213	Prav.g_00174	Prah.g_01901
OG0000214	Prav.g_00176	Prah.g_01908
OG0000215	Prav.g_00177	Prah.g_00195
OG0000216	Prav.g_00179	Prah.g_00193
OG0000217	Prav.g_00180	Prah.g_00191
OG0000218	Prav.g_00181	Prah.g_00189
OG0000219	Prav.g_00182	Prah.g_00188
OG0000220	Prav.g_00185	Prah.g_00183
OG0000221	Prav.g_00187	Prah.g_00175
OG0000222	Prav.g_00188	Prah.g_00174
OG0000223	Prav.g_00189	Prah.g_00173
OG0000224	Prav.g_00192	Prah.g_02252
OG0000225	Prav.g_00194	Prah.g_02254
OG0000226	Prav.g_00195	Prah.g_02257
OG0000227	Prav.g_00196	Prah.g_02259
OG0000228	Prav.g_00197	Prah.g_02260
OG0000229	Prav.g_00198	Prah.g_02261
OG0000230	Prav.g_00199	Prah.g_02262
OG0000231	Prav.g_00201	Prah.g_02264
OG0000232	Prav.g_00202	Prah.g_02265
OG0000233	Prav.g_00205	Prah.g_02269
OG0000234	Prav.g_00207	Prah.g_02280
OG0000235	Prav.g_00212	Prah.g_02282
OG0000236	Prav.g_00213	Prah.g_02283
OG0000237	Prav.g_00214	Prah.g_02284
OG0000238	Prav.g_00215	Prah.g_02285
OG0000239	Prav.g_00216	Prah.g_02286
OG0000240	Prav.g_00887	Prah.g_02288
OG0000241	Prav.g_00886	Prah.g_02289
OG0000242	Prav.g_00885	Prah.g_02290
OG0000243	Prav.g_00884	Prah.g_02291
OG0000244	Prav.g_00883	Prah.g_02292
OG0000245	Prav.g_00882	Prah.g_02294
OG0000246	Prav.g_00880	Prah.g_02296
OG0000247	Prav.g_00879	Prah.g_02297
OG0000248	Prav.g_00878	Prah.g_02298
OG0000249	Prav.g_00877	Prah.g_02299
OG0000250	Prav.g_00876	Prah.g_02300
OG0000251	Prav.g_00875	Prah.g_02301
OG0000252	Prav.g_00874	Prah.g_02302
OG0000253	Prav.g_00873	Prah.g_02303
OG0000254	Prav.g_00871	Prah.g_02305
OG0000255	Prav.g_00870	Prah.g_02306
OG0000256	Prav.g_00867	Prah.g_02309
OG0000257	Prav.g_00865	Prah.g_02310
OG0000258	Prav.g_00864	Prah.g_02311
OG0000259	Prav.g_00863	Prah.g_02312
OG0000260	Prav.g_00862	Prah.g_02313
OG0000261	Prav.g_00861	Prah.g_02314
OG0000262	Prav.g_00860	Prah.g_02315
OG0000263	Prav.g_00859	Prah.g_02316
OG0000264	Prav.g_00857	Prah.g_00709
OG0000265	Prav.g_00856	Prah.g_02321
OG0000266	Prav.g_00855	Prah.g_02323
OG0000267	Prav.g_00853	Prah.g_02334
OG0000268	Prav.g_00852	Prah.g_02336
OG0000269	Prav.g_00851	Prah.g_02339
OG0000270	Prav.g_00850	Prah.g_02341
OG0000271	Prav.g_00849	Prah.g_02344
OG0000272	Prav.g_00848	Prah.g_02345
OG0000273	Prav.g_00847	Prah.g_02350
OG0000274	Prav.g_00846	Prah.g_02352
OG0000275	Prav.g_00845	Prah.g_02353
OG0000276	Prav.g_00844	Prah.g_02354
OG0000277	Prav.g_00843	Prah.g_02355
OG0000278	Prav.g_00842	Prah.g_02356
OG0000279	Prav.g_00841	Prah.g_02357
OG0000280	Prav.g_00840	Prah.g_02358
OG0000281	Prav.g_00838	Prah.g_02360
OG0000282	Prav.g_00837	Prah.g_02361
OG0000283	Prav.g_00834	Prah.g_02364
OG0000284	Prav.g_00833	Prah.g_02365
OG0000285	Prav.g_00832	Prah.g_02370
OG0000286	Prav.g_00830	Prah.g_02372
OG0000287	Prav.g_00829	Prah.g_02420
OG0000288	Prav.g_00828	Prah.g_02419
OG0000289	Prav.g_00827	Prah.g_02418
OG0000290	Prav.g_00826	Prah.g_02417
OG0000291	Prav.g_00825	Prah.g_02415
OG0000292	Prav.g_00824	Prah.g_02411
OG0000293	Prav.g_00823	Prah.g_02410
OG0000294	Prav.g_00822	Prah.g_02409
OG0000295	Prav.g_00821	Prah.g_02403
OG0000296	Prav.g_00820	Prah.g_02402
OG0000297	Prav.g_00819	Prah.g_02400
OG0000298	Prav.g_00818	Prah.g_02399
OG0000299	Prav.g_00817	Prah.g_02398
OG0000300	Prav.g_00816	Prah.g_02397
OG0000301	Prav.g_00815	Prah.g_02396
OG0000302	Prav.g_00814	Prah.g_02395
OG0000303	Prav.g_00813	Prah.g_02394
OG0000304	Prav.g_00812	Prah.g_02392
OG0000305	Prav.g_00811	Prah.g_02391
OG0000306	Prav.g_00810	Prah.g_02390
OG0000307	Prav.g_00809	Prah.g_01786
OG0000308	Prav.g_00808	Prah.g_01411
OG0000309	Prav.g_00807	Prah.g_01412
OG0000310	Prav.g_00806	Prah.g_01413
OG0000311	Prav.g_00805	Prah.g_01782
OG0000312	Prav.g_00803	Prah.g_01781
OG0000313	Prav.g_00802	Prah.g_01779
OG0000314	Prav.g_00799	Prah.g_01773
OG0000315	Prav.g_00798	Prah.g_01772
OG0000316	Prav.g_01889	Prah.g_02074
OG0000317	Prav.g_01891	Prah.g_02078
OG0000318	Prav.g_01892	Prah.g_02079
OG0000319	Prav.g_01893	Prah.g_02080
OG0000320	Prav.g_01894	Prah.g_02082
OG0000321	Prav.g_01897	Prah.g_02087
OG0000322	Prav.g_01900	Prah.g_02098
OG0000323	Prav.g_01901	Prah.g_02099
OG0000324	Prav.g_01904	Prah.g_02101
OG0000325	Prav.g_01906	Prah.g_02103
OG0000326	Prav.g_01907	Prah.g_02105
OG0000327	Prav.g_01909	Prah.g_02111
OG0000328	Prav.g_01910	Prah.g_01785
OG0000329	Prav.g_01911	Prah.g_02114
OG0000330	Prav.g_01912	Prah.g_02115
OG0000331	Prav.g_01913	Prah.g_02117
OG0000332	Prav.g_01914	Prah.g_02118
OG0000333	Prav.g_01915	Prah.g_02119
OG0000334	Prav.g_01916	Prah.g_02120
OG0000335	Prav.g_01917	Prah.g_02121
OG0000336	Prav.g_01918	Prah.g_02123
OG0000337	Prav.g_01921	Prah.g_02128
OG0000338	Prav.g_01922	Prah.g_02129
OG0000339	Prav.g_01923	Prah.g_02130
OG0000340	Prav.g_01924	Prah.g_02132
OG0000341	Prav.g_01928	Prah.g_02137
OG0000342	Prav.g_01929	Prah.g_02138
OG0000343	Prav.g_01931	Prah.g_02140
OG0000344	Prav.g_01932	Prah.g_02142
OG0000345	Prav.g_01933	Prah.g_02143
OG0000346	Prav.g_01934	Prah.g_02144
OG0000347	Prav.g_01935	Prah.g_02145
OG0000348	Prav.g_01936	Prah.g_02146
OG0000349	Prav.g_01937	Prah.g_02147
OG0000350	Prav.g_01938	Prah.g_02148
OG0000351	Prav.g_01941	Prah.g_02152
OG0000352	Prav.g_01944	Prah.g_02156
OG0000353	Prav.g_01945	Prah.g_02157
OG0000354	Prav.g_01946	Prah.g_02158
OG0000355	Prav.g_01947	Prah.g_02159
OG0000356	Prav.g_01948	Prah.g_02166
OG0000357	Prav.g_01949	Prah.g_02167
OG0000358	Prav.g_01950	Prah.g_02168
OG0000359	Prav.g_01951	Prah.g_02170
OG0000360	Prav.g_01954	Prah.g_02172
OG0000361	Prav.g_01955	Prah.g_02173
OG0000362	Prav.g_01956	Prah.g_02174
OG0000363	Prav.g_01957	Prah.g_02175
OG0000364	Prav.g_01958	Prah.g_02176
OG0000365	Prav.g_01959	Prah.g_02177
OG0000366	Prav.g_01960	Prah.g_02178
OG0000367	Prav.g_01961	Prah.g_02179
OG0000368	Prav.g_01962	Prah.g_02180
OG0000369	Prav.g_01963	Prah.g_02181
OG0000370	Prav.g_01964	Prah.g_02182
OG0000371	Prav.g_01965	Prah.g_02183
OG0000372	Prav.g_01967	Prah.g_02186
OG0000373	Prav.g_01969	Prah.g_02197
OG0000374	Prav.g_01970	Prah.g_02199
OG0000375	Prav.g_01971	Prah.g_02207
OG0000376	Prav.g_01973	Prah.g_01956
OG0000377	Prav.g_01974	Prah.g_01949
OG0000378	Prav.g_01975	Prah.g_01948
OG0000379	Prav.g_01980	Prah.g_01940
OG0000380	Prav.g_01981	Prah.g_01938
OG0000381	Prav.g_01982	Prah.g_01937
OG0000382	Prav.g_01984	Prah.g_01935
OG0000383	Prav.g_01987	Prah.g_01930
OG0000384	Prav.g_01988	Prah.g_01929
OG0000385	Prav.g_01991	Prah.g_01922
OG0000386	Prav.g_01992	Prah.g_01921
OG0000387	Prav.g_01993	Prah.g_01920
OG0000388	Prav.g_01994	Prah.g_01919
OG0000389	Prav.g_01995	Prah.g_01918
OG0000390	Prav.g_01996	Prah.g_01917
OG0000391	Prav.g_01997	Prah.g_01916
OG0000392	Prav.g_01998	Prah.g_01915
OG0000393	Prav.g_00974	Prah.g_00204
OG0000394	Prav.g_00975	Prah.g_00205
OG0000395	Prav.g_00977	Prah.g_00209
OG0000396	Prav.g_00978	Prah.g_00579
OG0000397	Prav.g_00990	Prah.g_01837
OG0000398	Prav.g_00996	Prah.g_01661
OG0000399	Prav.g_00997	Prah.g_01181
OG0000400	Prav.g_01001	Prah.g_02072
OG0000401	Prav.g_01030	Prah.g_00218
OG0000402	Prav.g_01031	Prah.g_00219
OG0000403	Prav.g_01032	Prah.g_00221
OG0000404	Prav.g_01034	Prah.g_00229
OG0000405	Prav.g_01035	Prah.g_00230
OG0000406	Prav.g_01037	Prah.g_00232
OG0000407	Prav.g_01038	Prah.g_00233
OG0000408	Prav.g_01039	Prah.g_00234
OG0000409	Prav.g_01040	Prah.g_00235
OG0000410	Prav.g_01041	Prah.g_00237
OG0000411	Prav.g_01042	Prah.g_00238
OG0000412	Prav.g_01043	Prah.g_00239
OG0000413	Prav.g_01044	Prah.g_00240
OG0000414	Prav.g_01045	Prah.g_00241
OG0000415	Prav.g_01046	Prah.g_00242
OG0000416	Prav.g_01047	Prah.g_00247
OG0000417	Prav.g_01048	Prah.g_00251
OG0000418	Prav.g_01049	Prah.g_00252
OG0000419	Prav.g_01050	Prah.g_00253
OG0000420	Prav.g_01051	Prah.g_00254
OG0000421	Prav.g_01052	Prah.g_00255
OG0000422	Prav.g_01053	Prah.g_00257
OG0000423	Prav.g_01054	Prah.g_00258
OG0000424	Prav.g_01056	Prah.g_00261
OG0000425	Prav.g_01059	Prah.g_00290
OG0000426	Prav.g_01060	Prah.g_00291
OG0000427	Prav.g_01061	Prah.g_00294
OG0000428	Prav.g_01062	Prah.g_00304
OG0000429	Prav.g_01063	Prah.g_00306
OG0000430	Prav.g_01069	Prah.g_00308
OG0000431	Prav.g_01071	Prah.g_00310
OG0000432	Prav.g_01072	Prah.g_00311
OG0000433	Prav.g_01075	Prah.g_01575
OG0000434	Prav.g_01076	Prah.g_01572
OG0000435	Prav.g_01077	Prah.g_01567
OG0000436	Prav.g_01079	Prah.g_01565
OG0000437	Prav.g_01081	Prah.g_01563
OG0000438	Prav.g_01082	Prah.g_01562
OG0000439	Prav.g_01083	Prah.g_01561
OG0000440	Prav.g_01085	Prah.g_01558
OG0000441	Prav.g_01086	Prah.g_01556
OG0000442	Prav.g_01087	Prah.g_01555
OG0000443	Prav.g_01088	Prah.g_01554
OG0000444	Prav.g_01089	Prah.g_01553
OG0000445	Prav.g_01090	Prah.g_01552
OG0000446	Prav.g_01091	Prah.g_01551
OG0000447	Prav.g_01092	Prah.g_01550
OG0000448	Prav.g_01093	Prah.g_01549
OG0000449	Prav.g_01098	Prah.g_01541
OG0000450	Prav.g_01099	Prah.g_01540
OG0000451	Prav.g_01100	Prah.g_01539
OG0000452	Prav.g_01101	Prah.g_01538
OG0000453	Prav.g_01103	Prah.g_01535
OG0000454	Prav.g_01104	Prah.g_01534
OG0000455	Prav.g_01105	Prah.g_01533
OG0000456	Prav.g_01106	Prah.g_01532
OG0000457	Prav.g_01108	Prah.g_01530
OG0000458	Prav.g_01110	Prah.g_01529
OG0000459	Prav.g_01111	Prah.g_01528
OG0000460	Prav.g_01113	Prah.g_01526
OG0000461	Prav.g_01114	Prah.g_01525
OG0000462	Prav.g_01115	Prah.g_01524
OG0000463	Prav.g_01116	Prah.g_01519
OG0000464	Prav.g_01121	Prah.g_01514
OG0000465	Prav.g_01123	Prah.g_01513
OG0000466	Prav.g_01124	Prah.g_01512
OG0000467	Prav.g_01125	Prah.g_01510
OG0000468	Prav.g_01126	Prah.g_01509
OG0000469	Prav.g_01127	Prah.g_01505
OG0000470	Prav.g_01128	Prah.g_01094
OG0000471	Prav.g_01129	Prah.g_01035
OG0000472	Prav.g_01132	Prah.g_01500
OG0000473	Prav.g_01133	Prah.g_01498
OG0000474	Prav.g_01134	Prah.g_01496
OG0000475	Prav.g_01135	Prah.g_01495
OG0000476	Prav.g_01136	Prah.g_01489
OG0000477	Prav.g_01138	Prah.g_01484
OG0000478	Prav.g_01139	Prah.g_01482
OG0000479	Prav.g_01140	Prah.g_01480
OG0000480	Prav.g_01142	Prah.g_01474
OG0000481	Prav.g_01143	Prah.g_01473
OG0000482	Prav.g_01144	Prah.g_01472
OG0000483	Prav.g_01145	Prah.g_01470
OG0000484	Prav.g_01146	Prah.g_01469
OG0000485	Prav.g_01147	Prah.g_01468
OG0000486	Prav.g_01148	Prah.g_01467
OG0000487	Prav.g_01149	Prah.g_01466
OG0000488	Prav.g_01151	Prah.g_01464
OG0000489	Prav.g_01152	Prah.g_01463
OG0000490	Prav.g_01153	Prah.g_01462
OG0000491	Prav.g_01154	Prah.g_01461
OG0000492	Prav.g_01155	Prah.g_01460
OG0000493	Prav.g_01156	Prah.g_01459
OG0000494	Prav.g_01158	Prah.g_01458
OG0000495	Prav.g_01159	Prah.g_01457
OG0000496	Prav.g_01160	Prah.g_01454
OG0000497	Prav.g_01161	Prah.g_01452
OG0000498	Prav.g_01162	Prah.g_01451
OG0000499	Prav.g_01164	Prah.g_01449
OG0000500	Prav.g_01165	Prah.g_01448
OG0000501	Prav.g_01167	Prah.g_01445
OG0000502	Prav.g_01168	Prah.g_01444
OG0000503	Prav.g_01169	Prah.g_01443
OG0000504	Prav.g_01170	Prah.g_01441
OG0000505	Prav.g_01171	Prah.g_01440
OG0000506	Prav.g_01172	Prah.g_01439
OG0000507	Prav.g_01173	Prah.g_01438
OG0000508	Prav.g_01175	Prah.g_01434
OG0000509	Prav.g_01176	Prah.g_01433
OG0000510	Prav.g_01177	Prah.g_01432
OG0000511	Prav.g_01178	Prah.g_01431
OG0000512	Prav.g_01179	Prah.g_01430
OG0000513	Prav.g_01180	Prah.g_01429
OG0000514	Prav.g_01181	Prah.g_01428
OG0000515	Prav.g_01183	Prah.g_01425
OG0000516	Prav.g_01184	Prah.g_01424
OG0000517	Prav.g_01185	Prah.g_01423
OG0000518	Prav.g_01187	Prah.g_01417
OG0000519	Prav.g_01188	Prah.g_01416
OG0000520	Prav.g_01189	Prah.g_01415
OG0000521	Prav.g_01190	Prah.g_01414
OG0000522	Prav.g_01191	Prah.g_01408
OG0000523	Prav.g_01192	Prah.g_01407
OG0000524	Prav.g_01193	Prah.g_01406
OG0000525	Prav.g_01195	Prah.g_01404
OG0000526	Prav.g_01196	Prah.g_01403
OG0000527	Prav.g_01197	Prah.g_01402
OG0000528	Prav.g_01198	Prah.g_01401
OG0000529	Prav.g_01199	Prah.g_01400
OG0000530	Prav.g_01200	Prah.g_01399
OG0000531	Prav.g_01201	Prah.g_01396
OG0000532	Prav.g_01202	Prah.g_01394
OG0000533	Prav.g_01203	Prah.g_01393
OG0000534	Prav.g_01204	Prah.g_01392
OG0000535	Prav.g_01205	Prah.g_01391
OG0000536	Prav.g_01206	Prah.g_01390
OG0000537	Prav.g_01207	Prah.g_01389
OG0000538	Prav.g_01208	Prah.g_01388
OG0000539	Prav.g_01209	Prah.g_01387
OG0000540	Prav.g_01210	Prah.g_01385
OG0000541	Prav.g_01211	Prah.g_00532
OG0000542	Prav.g_01212	Prah.g_00531
OG0000543	Prav.g_01213	Prah.g_00530
OG0000544	Prav.g_01214	Prah.g_00529
OG0000545	Prav.g_01219	Prah.g_00526
OG0000546	Prav.g_01220	Prah.g_00525
OG0000547	Prav.g_01222	Prah.g_00523
OG0000548	Prav.g_01223	Prah.g_00518
OG0000549	Prav.g_01224	Prah.g_00517
OG0000550	Prav.g_01225	Prah.g_00516
OG0000551	Prav.g_01226	Prah.g_00513
OG0000552	Prav.g_01227	Prah.g_00510
OG0000553	Prav.g_01228	Prah.g_00509
OG0000554	Prav.g_01229	Prah.g_00506
OG0000555	Prav.g_01230	Prah.g_00505
OG0000556	Prav.g_01231	Prah.g_00504
OG0000557	Prav.g_01232	Prah.g_00503
OG0000558	Prav.g_01233	Prah.g_00501
OG0000559	Prav.g_01234	Prah.g_00500
OG0000560	Prav.g_01236	Prah.g_00498
OG0000561	Prav.g_01237	Prah.g_00497
OG0000562	Prav.g_01238	Prah.g_00495
OG0000563	Prav.g_01239	Prah.g_00494
OG0000564	Prav.g_01240	Prah.g_00493
OG0000565	Prav.g_01241	Prah.g_00486
OG0000566	Prav.g_01242	Prah.g_00485
OG0000567	Prav.g_01243	Prah.g_00484
OG0000568	Prav.g_01244	Prah.g_00483
OG0000569	Prav.g_01245	Prah.g_00482
OG0000570	Prav.g_01246	Prah.g_00478
OG0000571	Prav.g_01247	Prah.g_00477
OG0000572	Prav.g_01248	Prah.g_00476
OG0000573	Prav.g_01251	Prah.g_00472
OG0000574	Prav.g_01252	Prah.g_00466
OG0000575	Prav.g_01253	Prah.g_00465
OG0000576	Prav.g_01254	Prah.g_00464
OG0000577	Prav.g_01255	Prah.g_00463
OG0000578	Prav.g_01256	Prah.g_00462
OG0000579	Prav.g_01257	Prah.g_00460
OG0000580	Prav.g_01258	Prah.g_00457
OG0000581	Prav.g_01259	Prah.g_00456
OG0000582	Prav.g_01260	Prah.g_00455
OG0000583	Prav.g_01261	Prah.g_00454
OG0000584	Prav.g_01262	Prah.g_00452
OG0000585	Prav.g_01263	Prah.g_00451
OG0000586	Prav.g_01265	Prah.g_00449
OG0000587	Prav.g_01266	Prah.g_00448
