Orthogroup	Prav	Prbi
OG0000092	Prav.g_00868	Prbi.g_00194
OG0000093	Prav.g_00854	Prbi.g_00208
OG0000094	Prav.g_00836	Prbi.g_00226
OG0000095	Prav.g_00831	Prbi.g_00231
OG0000096	Prav.g_01898	Prbi.g_00275
OG0000097	Prav.g_01920	Prbi.g_00298
OG0000098	Prav.g_01930	Prbi.g_00308
OG0000099	Prav.g_01940	Prbi.g_00318
OG0000100	Prav.g_01943	Prbi.g_00321
OG0000101	Prav.g_00976	Prbi.g_00381
OG0000102	Prav.g_00999	Prbi.g_00407
OG0000103	Prav.g_01074	Prbi.g_00479
OG0000104	Prav.g_01078	Prbi.g_00483
OG0000105	Prav.g_01097	Prbi.g_00502
OG0000106	Prav.g_01130	Prbi.g_00535
OG0000107	Prav.g_01131	Prbi.g_00536
OG0000108	Prav.g_01141	Prbi.g_00546
OG0000109	Prav.g_01150	Prbi.g_00555
OG0000110	Prav.g_01166	Prbi.g_00571
OG0000111	Prav.g_01249	Prbi.g_00654
OG0000112	Prav.g_01250	Prbi.g_00655
OG0000113	Prav.g_00328	Prbi.g_00767
OG0000114	Prav.g_00395	Prbi.g_00845
OG0000115	Prav.g_00556	Prbi.g_01009
OG0000116	Prav.g_00560	Prbi.g_01013
OG0000117	Prav.g_00930	Prbi.g_01083
OG0000118	Prav.g_00261	Prbi.g_01136
OG0000119	Prav.g_00036	Prbi.g_01177
OG0000120	Prav.g_00071	Prbi.g_01213
OG0000121	Prav.g_01856	Prbi.g_01232
OG0000122	Prav.g_01837	Prbi.g_01251
OG0000123	Prav.g_01824	Prbi.g_01264
OG0000124	Prav.g_02003	Prbi.g_01277
OG0000125	Prav.g_01450	Prbi.g_01403
OG0000126	Prav.g_01473	Prbi.g_01439
OG0000127	Prav.g_01565	Prbi.g_01576
OG0000128	Prav.g_01579	Prbi.g_01592
OG0000129	Prav.g_01615	Prbi.g_01627
OG0000130	Prav.g_01759	Prbi.g_01785
OG0000131	Prav.g_01797	Prbi.g_01823
OG0000132	Prav.g_01800	Prbi.g_01826
OG0000133	Prav.g_00591	Prbi.g_01897
OG0000134	Prav.g_00627	Prbi.g_01933
OG0000135	Prav.g_00629	Prbi.g_01935
OG0000136	Prav.g_00674	Prbi.g_01979
OG0000137	Prav.g_00706	Prbi.g_02011
OG0000138	Prav.g_00741	Prbi.g_02059
OG0000139	Prav.g_00768	Prbi.g_02086
OG0000140	Prav.g_00787	Prbi.g_00001
OG0000141	Prav.g_00788	Prbi.g_00002
OG0000142	Prav.g_00790	Prbi.g_00004
OG0000143	Prav.g_00791	Prbi.g_00005
OG0000144	Prav.g_00793	Prbi.g_00007
OG0000145	Prav.g_00794	Prbi.g_00008
OG0000146	Prav.g_00795	Prbi.g_00009
OG0000147	Prav.g_00078	Prbi.g_00010
OG0000148	Prav.g_00080	Prbi.g_00012
OG0000149	Prav.g_00082	Prbi.g_00014
OG0000150	Prav.g_00083	Prbi.g_00015
OG0000151	Prav.g_00084	Prbi.g_00016
OG0000152	Prav.g_00085	Prbi.g_00017
OG0000153	Prav.g_00086	Prbi.g_00018
OG0000154	Prav.g_00087	Prbi.g_00019
OG0000155	Prav.g_00088	Prbi.g_00020
OG0000156	Prav.g_00089	Prbi.g_00021
OG0000157	Prav.g_00090	Prbi.g_00022
OG0000158	Prav.g_00092	Prbi.g_00024
OG0000159	Prav.g_00093	Prbi.g_00025
OG0000160	Prav.g_00094	Prbi.g_00026
OG0000161	Prav.g_00095	Prbi.g_00027
OG0000162	Prav.g_00096	Prbi.g_00028
OG0000163	Prav.g_00097	Prbi.g_00029
OG0000164	Prav.g_00100	Prbi.g_00032
OG0000165	Prav.g_00103	Prbi.g_00035
OG0000166	Prav.g_00104	Prbi.g_00036
OG0000167	Prav.g_00105	Prbi.g_00037
OG0000168	Prav.g_00111	Prbi.g_00049
OG0000169	Prav.g_00113	Prbi.g_00051
OG0000170	Prav.g_00114	Prbi.g_00052
OG0000171	Prav.g_00115	Prbi.g_00053
OG0000172	Prav.g_00116	Prbi.g_00056
OG0000173	Prav.g_00117	Prbi.g_00057
OG0000174	Prav.g_00118	Prbi.g_00058
OG0000175	Prav.g_00119	Prbi.g_00059
OG0000176	Prav.g_00121	Prbi.g_00061
OG0000177	Prav.g_00122	Prbi.g_00062
OG0000178	Prav.g_00123	Prbi.g_00063
OG0000179	Prav.g_00129	Prbi.g_00071
OG0000180	Prav.g_00130	Prbi.g_00072
OG0000181	Prav.g_00131	Prbi.g_00073
OG0000182	Prav.g_00134	Prbi.g_00076
OG0000183	Prav.g_00135	Prbi.g_00077
OG0000184	Prav.g_00138	Prbi.g_00080
OG0000185	Prav.g_00142	Prbi.g_00084
OG0000186	Prav.g_00143	Prbi.g_00085
OG0000187	Prav.g_00144	Prbi.g_00086
OG0000188	Prav.g_00145	Prbi.g_00087
OG0000189	Prav.g_00146	Prbi.g_00088
OG0000190	Prav.g_00147	Prbi.g_00089
OG0000191	Prav.g_00148	Prbi.g_00090
OG0000192	Prav.g_00149	Prbi.g_00091
OG0000193	Prav.g_00150	Prbi.g_00092
OG0000194	Prav.g_00151	Prbi.g_00093
OG0000195	Prav.g_00153	Prbi.g_00095
OG0000196	Prav.g_00154	Prbi.g_00096
OG0000197	Prav.g_00155	Prbi.g_00097
OG0000198	Prav.g_00156	Prbi.g_00098
OG0000199	Prav.g_00159	Prbi.g_00101
OG0000200	Prav.g_00160	Prbi.g_00102
OG0000201	Prav.g_00161	Prbi.g_00103
OG0000202	Prav.g_00162	Prbi.g_00104
OG0000203	Prav.g_00163	Prbi.g_00105
OG0000204	Prav.g_00164	Prbi.g_00106
OG0000205	Prav.g_00165	Prbi.g_00107
OG0000206	Prav.g_00166	Prbi.g_00108
OG0000207	Prav.g_00167	Prbi.g_00109
OG0000208	Prav.g_00168	Prbi.g_00110
OG0000209	Prav.g_00169	Prbi.g_00111
OG0000210	Prav.g_00171	Prbi.g_00113
OG0000211	Prav.g_00172	Prbi.g_00114
OG0000212	Prav.g_00173	Prbi.g_00115
OG0000213	Prav.g_00174	Prbi.g_00116
OG0000214	Prav.g_00176	Prbi.g_00118
OG0000215	Prav.g_00177	Prbi.g_00119
OG0000216	Prav.g_00179	Prbi.g_00121
OG0000217	Prav.g_00180	Prbi.g_00123
OG0000218	Prav.g_00181	Prbi.g_00124
OG0000219	Prav.g_00182	Prbi.g_00125
OG0000220	Prav.g_00185	Prbi.g_00128
OG0000221	Prav.g_00187	Prbi.g_00130
OG0000222	Prav.g_00188	Prbi.g_00131
OG0000223	Prav.g_00189	Prbi.g_00132
OG0000224	Prav.g_00192	Prbi.g_00135
OG0000225	Prav.g_00194	Prbi.g_00137
OG0000226	Prav.g_00195	Prbi.g_00138
OG0000227	Prav.g_00196	Prbi.g_00139
OG0000228	Prav.g_00197	Prbi.g_00140
OG0000229	Prav.g_00198	Prbi.g_00141
OG0000230	Prav.g_00199	Prbi.g_00142
OG0000231	Prav.g_00201	Prbi.g_00144
OG0000232	Prav.g_00202	Prbi.g_00145
OG0000233	Prav.g_00205	Prbi.g_00148
OG0000234	Prav.g_00207	Prbi.g_00150
OG0000235	Prav.g_00212	Prbi.g_00169
OG0000236	Prav.g_00213	Prbi.g_00170
OG0000237	Prav.g_00214	Prbi.g_00171
OG0000238	Prav.g_00215	Prbi.g_00172
OG0000239	Prav.g_00216	Prbi.g_00173
OG0000240	Prav.g_00887	Prbi.g_00175
OG0000241	Prav.g_00886	Prbi.g_00176
OG0000242	Prav.g_00885	Prbi.g_00177
OG0000243	Prav.g_00884	Prbi.g_00178
OG0000244	Prav.g_00883	Prbi.g_00179
OG0000245	Prav.g_00882	Prbi.g_00180
OG0000246	Prav.g_00880	Prbi.g_00182
OG0000247	Prav.g_00879	Prbi.g_00183
OG0000248	Prav.g_00878	Prbi.g_00184
OG0000249	Prav.g_00877	Prbi.g_00185
OG0000250	Prav.g_00876	Prbi.g_00186
OG0000251	Prav.g_00875	Prbi.g_00187
OG0000252	Prav.g_00874	Prbi.g_00188
OG0000253	Prav.g_00873	Prbi.g_00189
OG0000254	Prav.g_00871	Prbi.g_00191
OG0000255	Prav.g_00870	Prbi.g_00192
OG0000256	Prav.g_00867	Prbi.g_00195
OG0000257	Prav.g_00865	Prbi.g_00197
OG0000258	Prav.g_00864	Prbi.g_00198
OG0000259	Prav.g_00863	Prbi.g_00199
OG0000260	Prav.g_00862	Prbi.g_00200
OG0000261	Prav.g_00861	Prbi.g_00201
OG0000262	Prav.g_00860	Prbi.g_00202
OG0000263	Prav.g_00859	Prbi.g_00203
OG0000264	Prav.g_00857	Prbi.g_00205
OG0000265	Prav.g_00856	Prbi.g_00206
OG0000266	Prav.g_00855	Prbi.g_00207
OG0000267	Prav.g_00853	Prbi.g_00209
OG0000268	Prav.g_00852	Prbi.g_00210
OG0000269	Prav.g_00851	Prbi.g_00211
OG0000270	Prav.g_00850	Prbi.g_00212
OG0000271	Prav.g_00849	Prbi.g_00213
OG0000272	Prav.g_00848	Prbi.g_00214
OG0000273	Prav.g_00847	Prbi.g_00215
OG0000274	Prav.g_00846	Prbi.g_00216
OG0000275	Prav.g_00845	Prbi.g_00217
OG0000276	Prav.g_00844	Prbi.g_00218
OG0000277	Prav.g_00843	Prbi.g_00219
OG0000278	Prav.g_00842	Prbi.g_00220
OG0000279	Prav.g_00841	Prbi.g_00221
OG0000280	Prav.g_00840	Prbi.g_00222
OG0000281	Prav.g_00838	Prbi.g_00224
OG0000282	Prav.g_00837	Prbi.g_00225
OG0000283	Prav.g_00834	Prbi.g_00228
OG0000284	Prav.g_00833	Prbi.g_00229
OG0000285	Prav.g_00832	Prbi.g_00230
OG0000286	Prav.g_00830	Prbi.g_00232
OG0000287	Prav.g_00829	Prbi.g_00233
OG0000288	Prav.g_00828	Prbi.g_00234
OG0000289	Prav.g_00827	Prbi.g_00235
OG0000290	Prav.g_00826	Prbi.g_00236
OG0000291	Prav.g_00825	Prbi.g_00237
OG0000292	Prav.g_00824	Prbi.g_00238
OG0000293	Prav.g_00823	Prbi.g_00239
OG0000294	Prav.g_00822	Prbi.g_00240
OG0000295	Prav.g_00821	Prbi.g_00241
OG0000296	Prav.g_00820	Prbi.g_00242
OG0000297	Prav.g_00819	Prbi.g_00243
OG0000298	Prav.g_00818	Prbi.g_00244
OG0000299	Prav.g_00817	Prbi.g_00245
OG0000300	Prav.g_00816	Prbi.g_00246
OG0000301	Prav.g_00815	Prbi.g_00247
OG0000302	Prav.g_00814	Prbi.g_00248
OG0000303	Prav.g_00813	Prbi.g_00249
OG0000304	Prav.g_00812	Prbi.g_00250
OG0000305	Prav.g_00811	Prbi.g_00251
OG0000306	Prav.g_00810	Prbi.g_00252
OG0000307	Prav.g_00809	Prbi.g_00253
OG0000308	Prav.g_00808	Prbi.g_00254
OG0000309	Prav.g_00807	Prbi.g_00255
OG0000310	Prav.g_00806	Prbi.g_00256
OG0000311	Prav.g_00805	Prbi.g_00257
OG0000312	Prav.g_00803	Prbi.g_00259
OG0000313	Prav.g_00802	Prbi.g_00260
OG0000314	Prav.g_00799	Prbi.g_00263
OG0000315	Prav.g_00798	Prbi.g_00264
OG0000316	Prav.g_01889	Prbi.g_00266
OG0000317	Prav.g_01891	Prbi.g_00268
OG0000318	Prav.g_01892	Prbi.g_00269
OG0000319	Prav.g_01893	Prbi.g_00270
OG0000320	Prav.g_01894	Prbi.g_00271
OG0000321	Prav.g_01897	Prbi.g_00274
OG0000322	Prav.g_01900	Prbi.g_00277
OG0000323	Prav.g_01901	Prbi.g_00278
OG0000324	Prav.g_01904	Prbi.g_00281
OG0000325	Prav.g_01906	Prbi.g_00283
OG0000326	Prav.g_01907	Prbi.g_00284
OG0000327	Prav.g_01909	Prbi.g_00286
OG0000328	Prav.g_01910	Prbi.g_00287
OG0000329	Prav.g_01911	Prbi.g_00288
OG0000330	Prav.g_01912	Prbi.g_00289
OG0000331	Prav.g_01913	Prbi.g_00290
OG0000332	Prav.g_01914	Prbi.g_00291
OG0000333	Prav.g_01915	Prbi.g_00292
OG0000334	Prav.g_01916	Prbi.g_00293
OG0000335	Prav.g_01917	Prbi.g_00294
OG0000336	Prav.g_01918	Prbi.g_00295
OG0000337	Prav.g_01921	Prbi.g_00299
OG0000338	Prav.g_01922	Prbi.g_00300
OG0000339	Prav.g_01923	Prbi.g_00301
OG0000340	Prav.g_01924	Prbi.g_00302
OG0000341	Prav.g_01928	Prbi.g_00306
OG0000342	Prav.g_01929	Prbi.g_00307
OG0000343	Prav.g_01931	Prbi.g_00309
OG0000344	Prav.g_01932	Prbi.g_00310
OG0000345	Prav.g_01933	Prbi.g_00311
OG0000346	Prav.g_01934	Prbi.g_00312
OG0000347	Prav.g_01935	Prbi.g_00313
OG0000348	Prav.g_01936	Prbi.g_00314
OG0000349	Prav.g_01937	Prbi.g_00315
OG0000350	Prav.g_01938	Prbi.g_00316
OG0000351	Prav.g_01941	Prbi.g_00319
OG0000352	Prav.g_01944	Prbi.g_00322
OG0000353	Prav.g_01945	Prbi.g_00323
OG0000354	Prav.g_01946	Prbi.g_00324
OG0000355	Prav.g_01947	Prbi.g_00325
OG0000356	Prav.g_01948	Prbi.g_00326
OG0000357	Prav.g_01949	Prbi.g_00327
OG0000358	Prav.g_01950	Prbi.g_00328
OG0000359	Prav.g_01951	Prbi.g_00329
OG0000360	Prav.g_01954	Prbi.g_00332
OG0000361	Prav.g_01955	Prbi.g_00333
OG0000362	Prav.g_01956	Prbi.g_00334
OG0000363	Prav.g_01957	Prbi.g_00335
OG0000364	Prav.g_01958	Prbi.g_00336
OG0000365	Prav.g_01959	Prbi.g_00337
OG0000366	Prav.g_01960	Prbi.g_00338
OG0000367	Prav.g_01961	Prbi.g_00339
OG0000368	Prav.g_01962	Prbi.g_00340
OG0000369	Prav.g_01963	Prbi.g_00341
OG0000370	Prav.g_01964	Prbi.g_00342
OG0000371	Prav.g_01965	Prbi.g_00343
OG0000372	Prav.g_01967	Prbi.g_00345
OG0000373	Prav.g_01969	Prbi.g_00347
OG0000374	Prav.g_01970	Prbi.g_00348
OG0000375	Prav.g_01971	Prbi.g_00349
OG0000376	Prav.g_01973	Prbi.g_00351
OG0000377	Prav.g_01974	Prbi.g_00352
OG0000378	Prav.g_01975	Prbi.g_00353
OG0000379	Prav.g_01980	Prbi.g_00358
OG0000380	Prav.g_01981	Prbi.g_00359
OG0000381	Prav.g_01982	Prbi.g_00360
OG0000382	Prav.g_01984	Prbi.g_00362
OG0000383	Prav.g_01987	Prbi.g_00365
OG0000384	Prav.g_01988	Prbi.g_00366
OG0000385	Prav.g_01991	Prbi.g_00369
OG0000386	Prav.g_01992	Prbi.g_00370
OG0000387	Prav.g_01993	Prbi.g_00371
OG0000388	Prav.g_01994	Prbi.g_00372
OG0000389	Prav.g_01995	Prbi.g_00373
OG0000390	Prav.g_01996	Prbi.g_00374
OG0000391	Prav.g_01997	Prbi.g_00375
OG0000392	Prav.g_01998	Prbi.g_00376
OG0000393	Prav.g_00974	Prbi.g_00379
OG0000394	Prav.g_00975	Prbi.g_00380
OG0000395	Prav.g_00977	Prbi.g_00382
OG0000396	Prav.g_00978	Prbi.g_00383
OG0000397	Prav.g_00990	Prbi.g_00395
OG0000398	Prav.g_00996	Prbi.g_00403
OG0000399	Prav.g_00997	Prbi.g_00404
OG0000400	Prav.g_01001	Prbi.g_00409
OG0000401	Prav.g_01030	Prbi.g_00432
OG0000402	Prav.g_01031	Prbi.g_00433
OG0000403	Prav.g_01032	Prbi.g_00434
OG0000404	Prav.g_01034	Prbi.g_00436
OG0000405	Prav.g_01035	Prbi.g_00437
OG0000406	Prav.g_01037	Prbi.g_00439
OG0000407	Prav.g_01038	Prbi.g_00440
OG0000408	Prav.g_01039	Prbi.g_00441
OG0000409	Prav.g_01040	Prbi.g_00442
OG0000410	Prav.g_01041	Prbi.g_00443
OG0000411	Prav.g_01042	Prbi.g_00444
OG0000412	Prav.g_01043	Prbi.g_00445
OG0000413	Prav.g_01044	Prbi.g_00446
OG0000414	Prav.g_01045	Prbi.g_00447
OG0000415	Prav.g_01046	Prbi.g_00448
OG0000416	Prav.g_01047	Prbi.g_00449
OG0000417	Prav.g_01048	Prbi.g_00450
OG0000418	Prav.g_01049	Prbi.g_00451
OG0000419	Prav.g_01050	Prbi.g_00452
OG0000420	Prav.g_01051	Prbi.g_00453
OG0000421	Prav.g_01052	Prbi.g_00454
OG0000422	Prav.g_01053	Prbi.g_00456
OG0000423	Prav.g_01054	Prbi.g_00457
OG0000424	Prav.g_01056	Prbi.g_00459
OG0000425	Prav.g_01059	Prbi.g_00463
OG0000426	Prav.g_01060	Prbi.g_00464
OG0000427	Prav.g_01061	Prbi.g_00465
OG0000428	Prav.g_01062	Prbi.g_00466
OG0000429	Prav.g_01063	Prbi.g_00467
OG0000430	Prav.g_01069	Prbi.g_00474
OG0000431	Prav.g_01071	Prbi.g_00476
OG0000432	Prav.g_01072	Prbi.g_00477
OG0000433	Prav.g_01075	Prbi.g_00480
OG0000434	Prav.g_01076	Prbi.g_00481
OG0000435	Prav.g_01077	Prbi.g_00482
OG0000436	Prav.g_01079	Prbi.g_00484
OG0000437	Prav.g_01081	Prbi.g_00486
OG0000438	Prav.g_01082	Prbi.g_00487
OG0000439	Prav.g_01083	Prbi.g_00488
OG0000440	Prav.g_01085	Prbi.g_00490
OG0000441	Prav.g_01086	Prbi.g_00491
OG0000442	Prav.g_01087	Prbi.g_00492
OG0000443	Prav.g_01088	Prbi.g_00493
OG0000444	Prav.g_01089	Prbi.g_00494
OG0000445	Prav.g_01090	Prbi.g_00495
OG0000446	Prav.g_01091	Prbi.g_00496
OG0000447	Prav.g_01092	Prbi.g_00497
OG0000448	Prav.g_01093	Prbi.g_00498
OG0000449	Prav.g_01098	Prbi.g_00503
OG0000450	Prav.g_01099	Prbi.g_00504
OG0000451	Prav.g_01100	Prbi.g_00505
OG0000452	Prav.g_01101	Prbi.g_00506
OG0000453	Prav.g_01103	Prbi.g_00508
OG0000454	Prav.g_01104	Prbi.g_00509
OG0000455	Prav.g_01105	Prbi.g_00510
OG0000456	Prav.g_01106	Prbi.g_00511
OG0000457	Prav.g_01108	Prbi.g_00513
OG0000458	Prav.g_01110	Prbi.g_00515
OG0000459	Prav.g_01111	Prbi.g_00516
OG0000460	Prav.g_01113	Prbi.g_00518
OG0000461	Prav.g_01114	Prbi.g_00519
OG0000462	Prav.g_01115	Prbi.g_00520
OG0000463	Prav.g_01116	Prbi.g_00521
OG0000464	Prav.g_01121	Prbi.g_00526
OG0000465	Prav.g_01123	Prbi.g_00528
OG0000466	Prav.g_01124	Prbi.g_00529
OG0000467	Prav.g_01125	Prbi.g_00530
OG0000468	Prav.g_01126	Prbi.g_00531
OG0000469	Prav.g_01127	Prbi.g_00532
OG0000470	Prav.g_01128	Prbi.g_00533
OG0000471	Prav.g_01129	Prbi.g_00534
OG0000472	Prav.g_01132	Prbi.g_00537
OG0000473	Prav.g_01133	Prbi.g_00538
OG0000474	Prav.g_01134	Prbi.g_00539
OG0000475	Prav.g_01135	Prbi.g_00540
OG0000476	Prav.g_01136	Prbi.g_00541
OG0000477	Prav.g_01138	Prbi.g_00543
OG0000478	Prav.g_01139	Prbi.g_00544
OG0000479	Prav.g_01140	Prbi.g_00545
OG0000480	Prav.g_01142	Prbi.g_00547
OG0000481	Prav.g_01143	Prbi.g_00548
OG0000482	Prav.g_01144	Prbi.g_00549
OG0000483	Prav.g_01145	Prbi.g_00550
OG0000484	Prav.g_01146	Prbi.g_00551
OG0000485	Prav.g_01147	Prbi.g_00552
OG0000486	Prav.g_01148	Prbi.g_00553
OG0000487	Prav.g_01149	Prbi.g_00554
OG0000488	Prav.g_01151	Prbi.g_00556
OG0000489	Prav.g_01152	Prbi.g_00557
OG0000490	Prav.g_01153	Prbi.g_00558
OG0000491	Prav.g_01154	Prbi.g_00559
OG0000492	Prav.g_01155	Prbi.g_00560
OG0000493	Prav.g_01156	Prbi.g_00561
OG0000494	Prav.g_01158	Prbi.g_00563
OG0000495	Prav.g_01159	Prbi.g_00564
OG0000496	Prav.g_01160	Prbi.g_00565
OG0000497	Prav.g_01161	Prbi.g_00566
OG0000498	Prav.g_01162	Prbi.g_00567
OG0000499	Prav.g_01164	Prbi.g_00569
OG0000500	Prav.g_01165	Prbi.g_00570
OG0000501	Prav.g_01167	Prbi.g_00572
OG0000502	Prav.g_01168	Prbi.g_00573
OG0000503	Prav.g_01169	Prbi.g_00574
OG0000504	Prav.g_01170	Prbi.g_00575
OG0000505	Prav.g_01171	Prbi.g_00576
OG0000506	Prav.g_01172	Prbi.g_00577
OG0000507	Prav.g_01173	Prbi.g_00578
OG0000508	Prav.g_01175	Prbi.g_00580
OG0000509	Prav.g_01176	Prbi.g_00581
OG0000510	Prav.g_01177	Prbi.g_00582
OG0000511	Prav.g_01178	Prbi.g_00583
OG0000512	Prav.g_01179	Prbi.g_00584
OG0000513	Prav.g_01180	Prbi.g_00585
OG0000514	Prav.g_01181	Prbi.g_00586
OG0000515	Prav.g_01183	Prbi.g_00588
OG0000516	Prav.g_01184	Prbi.g_00589
OG0000517	Prav.g_01185	Prbi.g_00590
OG0000518	Prav.g_01187	Prbi.g_00593
OG0000519	Prav.g_01188	Prbi.g_00594
OG0000520	Prav.g_01189	Prbi.g_00595
OG0000521	Prav.g_01190	Prbi.g_00596
OG0000522	Prav.g_01191	Prbi.g_00597
OG0000523	Prav.g_01192	Prbi.g_00598
OG0000524	Prav.g_01193	Prbi.g_00599
OG0000525	Prav.g_01195	Prbi.g_00601
OG0000526	Prav.g_01196	Prbi.g_00602
OG0000527	Prav.g_01197	Prbi.g_00603
OG0000528	Prav.g_01198	Prbi.g_00604
OG0000529	Prav.g_01199	Prbi.g_00605
OG0000530	Prav.g_01200	Prbi.g_00606
OG0000531	Prav.g_01201	Prbi.g_00607
OG0000532	Prav.g_01202	Prbi.g_00608
OG0000533	Prav.g_01203	Prbi.g_00609
OG0000534	Prav.g_01204	Prbi.g_00610
OG0000535	Prav.g_01205	Prbi.g_00611
OG0000536	Prav.g_01206	Prbi.g_00612
OG0000537	Prav.g_01207	Prbi.g_00613
OG0000538	Prav.g_01208	Prbi.g_00614
OG0000539	Prav.g_01209	Prbi.g_00615
OG0000540	Prav.g_01210	Prbi.g_00616
OG0000541	Prav.g_01211	Prbi.g_00617
OG0000542	Prav.g_01212	Prbi.g_00618
OG0000543	Prav.g_01213	Prbi.g_00619
OG0000544	Prav.g_01214	Prbi.g_00620
OG0000545	Prav.g_01219	Prbi.g_00623
OG0000546	Prav.g_01220	Prbi.g_00624
OG0000547	Prav.g_01222	Prbi.g_00626
