Orthogroup	Prbe	Prbb
OG0000131	Prbe.g_01692	Prbb.g_00202
OG0000132	Prbe.g_01712	Prbb.g_00221
OG0000133	Prbe.g_01875	Prbb.g_00373
OG0000134	Prbe.g_01917	Prbb.g_00418
OG0000135	Prbe.g_00911	Prbb.g_01326
OG0000136	Prbe.g_01939	Prbb.g_00446
OG0000137	Prbe.g_00658	Prbb.g_00478
OG0000138	Prbe.g_00638	Prbb.g_00499
OG0000139	Prbe.g_00598	Prbb.g_00540
OG0000140	Prbe.g_00597	Prbb.g_00541
OG0000141	Prbe.g_00526	Prbb.g_00608
OG0000142	Prbe.g_01485	Prbb.g_00636
OG0000143	Prbe.g_01481	Prbb.g_00640
OG0000144	Prbe.g_01467	Prbb.g_00653
OG0000145	Prbe.g_00909	Prbb.g_01099
OG0000146	Prbe.g_00488	Prbb.g_00982
OG0000147	Prbe.g_00489	Prbb.g_00981
OG0000148	Prbe.g_01239	Prbb.g_00801
OG0000149	Prbe.g_01271	Prbb.g_00832
OG0000150	Prbe.g_01281	Prbb.g_00840
OG0000151	Prbe.g_00427	Prbb.g_00943
OG0000152	Prbe.g_01350	Prbb.g_00991
OG0000153	Prbe.g_01369	Prbb.g_01009
OG0000154	Prbe.g_01389	Prbb.g_01040
OG0000155	Prbe.g_01528	Prbb.g_01495
OG0000156	Prbe.g_00904	Prbb.g_01575
OG0000157	Prbe.g_00903	Prbb.g_01576
OG0000158	Prbe.g_00792	Prbb.g_02044
OG0000160	Prbe.g_00310	Prbb.g_01687
OG0000161	Prbe.g_00304	Prbb.g_01693
OG0000162	Prbe.g_00298	Prbb.g_01699
OG0000163	Prbe.g_00259	Prbb.g_01735
OG0000164	Prbe.g_00961	Prbb.g_01845
OG0000165	Prbe.g_00954	Prbb.g_01853
OG0000166	Prbe.g_01083	Prbb.g_01964
OG0000167	Prbe.g_00802	Prbb.g_02034
OG0000168	Prbe.g_00791	Prbb.g_02045
OG0000169	Prbe.g_00781	Prbb.g_02055
OG0000170	Prbe.g_00778	Prbb.g_02057
OG0000171	Prbe.g_00758	Prbb.g_02078
OG0000172	Prbe.g_00751	Prbb.g_02101
OG0000173	Prbe.g_01143	Prbb.g_02116
OG0000174	Prbe.g_01173	Prbb.g_02147
OG0000175	Prbe.g_01186	Prbb.g_02165
OG0000176	Prbe.g_01069	Prbb.g_00004
OG0000177	Prbe.g_01070	Prbb.g_00005
OG0000178	Prbe.g_01071	Prbb.g_00007, Prbb.g_00006
OG0000179	Prbe.g_00116	Prbb.g_00017
OG0000180	Prbe.g_00117	Prbb.g_00018
OG0000181	Prbe.g_00118	Prbb.g_00019
OG0000182	Prbe.g_00119	Prbb.g_00020
OG0000183	Prbe.g_00123	Prbb.g_00024
OG0000184	Prbe.g_00149	Prbb.g_00061
OG0000185	Prbe.g_00152	Prbb.g_00064
OG0000186	Prbe.g_00168	Prbb.g_00119
OG0000187	Prbe.g_00169	Prbb.g_00120
OG0000188	Prbe.g_00186	Prbb.g_00137
OG0000189	Prbe.g_01636	Prbb.g_00151
OG0000190	Prbe.g_01638	Prbb.g_00152
OG0000191	Prbe.g_01661	Prbb.g_00175
OG0000192	Prbe.g_01666	Prbb.g_00179
OG0000193	Prbe.g_01693	Prbb.g_00203
OG0000194	Prbe.g_01696	Prbb.g_00206
OG0000195	Prbe.g_01698	Prbb.g_00208
OG0000196	Prbe.g_01709	Prbb.g_00218
OG0000197	Prbe.g_01710	Prbb.g_00219
OG0000198	Prbe.g_01711	Prbb.g_00220
OG0000199	Prbe.g_01718	Prbb.g_00227
OG0000200	Prbe.g_01732	Prbb.g_00240
OG0000201	Prbe.g_01741	Prbb.g_00249
OG0000202	Prbe.g_01742	Prbb.g_00250
OG0000203	Prbe.g_01743	Prbb.g_00251
OG0000204	Prbe.g_01744	Prbb.g_00252
OG0000205	Prbe.g_01751	Prbb.g_00259
OG0000206	Prbe.g_01756	Prbb.g_00263
OG0000207	Prbe.g_01759	Prbb.g_00265
OG0000208	Prbe.g_01760	Prbb.g_00266
OG0000209	Prbe.g_01769	Prbb.g_00275
OG0000210	Prbe.g_01770	Prbb.g_00276
OG0000211	Prbe.g_01785	Prbb.g_00290
OG0000212	Prbe.g_01793	Prbb.g_00298
OG0000213	Prbe.g_01811	Prbb.g_00313
OG0000214	Prbe.g_01821	Prbb.g_00321
OG0000215	Prbe.g_01848	Prbb.g_00344
OG0000216	Prbe.g_01849	Prbb.g_00345
OG0000217	Prbe.g_01852	Prbb.g_00348
OG0000218	Prbe.g_01854	Prbb.g_00350
OG0000219	Prbe.g_01855	Prbb.g_00351
OG0000220	Prbe.g_01856	Prbb.g_00352
OG0000221	Prbe.g_01857	Prbb.g_00353
OG0000222	Prbe.g_01864	Prbb.g_00361
OG0000223	Prbe.g_01876	Prbb.g_00374
OG0000224	Prbe.g_01878	Prbb.g_00376
OG0000225	Prbe.g_01904	Prbb.g_00405
OG0000226	Prbe.g_01908	Prbb.g_00409
OG0000227	Prbe.g_01910	Prbb.g_00411
OG0000228	Prbe.g_01914	Prbb.g_00415
OG0000229	Prbe.g_01934	Prbb.g_00441
OG0000230	Prbe.g_01936	Prbb.g_00443
OG0000231	Prbe.g_01947	Prbb.g_00454
OG0000232	Prbe.g_00672	Prbb.g_00462
OG0000233	Prbe.g_00666	Prbb.g_00470
OG0000234	Prbe.g_00657	Prbb.g_00479
OG0000235	Prbe.g_00654	Prbb.g_00483
OG0000236	Prbe.g_00640	Prbb.g_00497
OG0000237	Prbe.g_00627	Prbb.g_00510
OG0000238	Prbe.g_00621	Prbb.g_00516
OG0000239	Prbe.g_00610	Prbb.g_00528
OG0000240	Prbe.g_00609	Prbb.g_00529
OG0000241	Prbe.g_00605	Prbb.g_00533
OG0000242	Prbe.g_00603	Prbb.g_00535
OG0000243	Prbe.g_00592	Prbb.g_00546
OG0000244	Prbe.g_00589	Prbb.g_00550
OG0000245	Prbe.g_00587	Prbb.g_00552
OG0000246	Prbe.g_00583	Prbb.g_00556
OG0000247	Prbe.g_00573	Prbb.g_00566
OG0000248	Prbe.g_00570	Prbb.g_00568
OG0000249	Prbe.g_00568	Prbb.g_00570
OG0000250	Prbe.g_00563	Prbb.g_00575
OG0000251	Prbe.g_00543	Prbb.g_00591
OG0000252	Prbe.g_00540	Prbb.g_00593
OG0000253	Prbe.g_00539	Prbb.g_00595
OG0000254	Prbe.g_00522	Prbb.g_00612
OG0000255	Prbe.g_00516	Prbb.g_00618
OG0000256	Prbe.g_00506	Prbb.g_00628
OG0000257	Prbe.g_01490	Prbb.g_00631
OG0000258	Prbe.g_01476	Prbb.g_00644
OG0000259	Prbe.g_01459	Prbb.g_00661
OG0000260	Prbe.g_01456	Prbb.g_00665
OG0000261	Prbe.g_01453	Prbb.g_00668
OG0000262	Prbe.g_01449	Prbb.g_00673
OG0000263	Prbe.g_00455	Prbb.g_00686
OG0000264	Prbe.g_00466	Prbb.g_00697, Prbb.g_00698
OG0000265	Prbe.g_01214	Prbb.g_00713
OG0000266	Prbe.g_01430	Prbb.g_00723
OG0000267	Prbe.g_01418	Prbb.g_00736
OG0000268	Prbe.g_01417	Prbb.g_00737
OG0000269	Prbe.g_01217	Prbb.g_00778
OG0000270	Prbe.g_01220	Prbb.g_00781
OG0000271	Prbe.g_01228	Prbb.g_00789
OG0000272	Prbe.g_01229	Prbb.g_00790
OG0000273	Prbe.g_01253	Prbb.g_00814
OG0000274	Prbe.g_01254	Prbb.g_00815
OG0000275	Prbe.g_01257	Prbb.g_00817
OG0000276	Prbe.g_01263	Prbb.g_00823
OG0000277	Prbe.g_01264	Prbb.g_00824
OG0000278	Prbe.g_01267	Prbb.g_00828
OG0000279	Prbe.g_01274	Prbb.g_00835
OG0000280	Prbe.g_01275	Prbb.g_01370
OG0000281	Prbe.g_01282	Prbb.g_00841
OG0000282	Prbe.g_00419	Prbb.g_00934
OG0000283	Prbe.g_01326	Prbb.g_00965
OG0000284	Prbe.g_01331	Prbb.g_00970
OG0000285	Prbe.g_01336	Prbb.g_00975
OG0000286	Prbe.g_01349	Prbb.g_00990
OG0000287	Prbe.g_01615	Prbb.g_00101
OG0000288	Prbe.g_01388	Prbb.g_01039
OG0000289	Prbe.g_01404	Prbb.g_01051
OG0000290	Prbe.g_01300	Prbb.g_01067
OG0000291	Prbe.g_01298	Prbb.g_01069
OG0000292	Prbe.g_01594	Prbb.g_01238
OG0000293	Prbe.g_01559	Prbb.g_01527
OG0000294	Prbe.g_01558	Prbb.g_01526
OG0000295	Prbe.g_01535	Prbb.g_01502
OG0000296	Prbe.g_01533	Prbb.g_01500
OG0000297	Prbe.g_01524	Prbb.g_01491
OG0000298	Prbe.g_01523	Prbb.g_01490
OG0000299	Prbe.g_01504	Prbb.g_01471
OG0000300	Prbe.g_01501	Prbb.g_01468
OG0000301	Prbe.g_01500	Prbb.g_01467
OG0000302	Prbe.g_01498	Prbb.g_01464
OG0000303	Prbe.g_01492	Prbb.g_01459
OG0000304	Prbe.g_00501	Prbb.g_01456
OG0000305	Prbe.g_01592	Prbb.g_01789
OG0000306	Prbe.g_01286	Prbb.g_00845
OG0000307	Prbe.g_00364	Prbb.g_01648
OG0000308	Prbe.g_00363	Prbb.g_01649
OG0000309	Prbe.g_00359	Prbb.g_01653
OG0000310	Prbe.g_00325	Prbb.g_01671
OG0000311	Prbe.g_00323	Prbb.g_01673
OG0000312	Prbe.g_00320	Prbb.g_01676
OG0000313	Prbe.g_00307	Prbb.g_01690
OG0000314	Prbe.g_00284	Prbb.g_01711
OG0000315	Prbe.g_00274	Prbb.g_01721
OG0000316	Prbe.g_00249	Prbb.g_01746
OG0000317	Prbe.g_00988	Prbb.g_01821
OG0000318	Prbe.g_00984	Prbb.g_01824
OG0000319	Prbe.g_00971	Prbb.g_01835
OG0000320	Prbe.g_00969	Prbb.g_01837
OG0000321	Prbe.g_00968	Prbb.g_01838
OG0000322	Prbe.g_00967	Prbb.g_01839
OG0000323	Prbe.g_00958	Prbb.g_01848
OG0000324	Prbe.g_00931	Prbb.g_01875
OG0000325	Prbe.g_00920	Prbb.g_01924
OG0000326	Prbe.g_01109	Prbb.g_01930
OG0000327	Prbe.g_01088	Prbb.g_01959
OG0000328	Prbe.g_01087	Prbb.g_01960
OG0000329	Prbe.g_00860	Prbb.g_01977
OG0000330	Prbe.g_00859	Prbb.g_01978
OG0000331	Prbe.g_00858	Prbb.g_01979
OG0000332	Prbe.g_00844	Prbb.g_01993
OG0000333	Prbe.g_00842	Prbb.g_01995
OG0000334	Prbe.g_00833	Prbb.g_02004
OG0000335	Prbe.g_00828	Prbb.g_02009
OG0000336	Prbe.g_00824	Prbb.g_02013
OG0000337	Prbe.g_00806	Prbb.g_02031
OG0000338	Prbe.g_00805	Prbb.g_02032
OG0000339	Prbe.g_00799	Prbb.g_02037
OG0000340	Prbe.g_00790	Prbb.g_02046
OG0000341	Prbe.g_00788	Prbb.g_02048
OG0000342	Prbe.g_00787	Prbb.g_02049
OG0000343	Prbe.g_00786	Prbb.g_02050
OG0000344	Prbe.g_00783	Prbb.g_02053
OG0000345	Prbe.g_00777	Prbb.g_02058
OG0000346	Prbe.g_00773	Prbb.g_02062
OG0000347	Prbe.g_00746	Prbb.g_02082
OG0000348	Prbe.g_00754	Prbb.g_02104
OG0000349	Prbe.g_01149	Prbb.g_02122
OG0000350	Prbe.g_00709	Prbb.g_02143
OG0000351	Prbe.g_01189	Prbb.g_02168
OG0000352	Prbe.g_01190	Prbb.g_02169
OG0000353	Prbe.g_01064	Prbb.g_02188
OG0000355	Prbe.g_01066	Prbb.g_00001
OG0000356	Prbe.g_01067	Prbb.g_00002
OG0000357	Prbe.g_01068	Prbb.g_00003
OG0000358	Prbe.g_01072	Prbb.g_00008
OG0000359	Prbe.g_01073	Prbb.g_00009
OG0000360	Prbe.g_01074	Prbb.g_00010
OG0000361	Prbe.g_01075	Prbb.g_00011
OG0000362	Prbe.g_01077	Prbb.g_00013
OG0000363	Prbe.g_00114	Prbb.g_00015
OG0000364	Prbe.g_00115	Prbb.g_00016
OG0000365	Prbe.g_00120	Prbb.g_00021
OG0000366	Prbe.g_00121	Prbb.g_00022
OG0000367	Prbe.g_00122	Prbb.g_00023
OG0000368	Prbe.g_00124	Prbb.g_00025
OG0000369	Prbe.g_00125	Prbb.g_00026
OG0000370	Prbe.g_00126	Prbb.g_00027
OG0000371	Prbe.g_00133	Prbb.g_00033
OG0000372	Prbe.g_00136	Prbb.g_00035
OG0000373	Prbe.g_00137	Prbb.g_00036
OG0000374	Prbe.g_00138	Prbb.g_00037
OG0000375	Prbe.g_00140	Prbb.g_00055
OG0000376	Prbe.g_00142	Prbb.g_00057
OG0000377	Prbe.g_00146	Prbb.g_00060
OG0000378	Prbe.g_00150	Prbb.g_00062
OG0000379	Prbe.g_00153	Prbb.g_00065
OG0000380	Prbe.g_00170	Prbb.g_00121
OG0000381	Prbe.g_00175	Prbb.g_00125
OG0000382	Prbe.g_00185	Prbb.g_00136
OG0000383	Prbe.g_00187	Prbb.g_00138
OG0000384	Prbe.g_00188	Prbb.g_00139
OG0000385	Prbe.g_00189	Prbb.g_00140
OG0000386	Prbe.g_00190	Prbb.g_00141
OG0000387	Prbe.g_01640	Prbb.g_00154
OG0000388	Prbe.g_01644	Prbb.g_00158
OG0000389	Prbe.g_01647	Prbb.g_00161
OG0000390	Prbe.g_01657	Prbb.g_00170
OG0000391	Prbe.g_01660	Prbb.g_00174
OG0000392	Prbe.g_01664	Prbb.g_00177
OG0000393	Prbe.g_01667	Prbb.g_00180
OG0000394	Prbe.g_01668	Prbb.g_00181
OG0000395	Prbe.g_01669	Prbb.g_00182
OG0000396	Prbe.g_01671	Prbb.g_00185
OG0000397	Prbe.g_01673	Prbb.g_00187
OG0000398	Prbe.g_01676	Prbb.g_00190
OG0000399	Prbe.g_01677	Prbb.g_00191
OG0000400	Prbe.g_01678	Prbb.g_00192
OG0000401	Prbe.g_01679	Prbb.g_00193
OG0000402	Prbe.g_01412	Prbb.g_01101
OG0000403	Prbe.g_01681	Prbb.g_00194
OG0000404	Prbe.g_01682	Prbb.g_00195
OG0000405	Prbe.g_01686	Prbb.g_00200
OG0000406	Prbe.g_01694	Prbb.g_00204
OG0000407	Prbe.g_01695	Prbb.g_00205
OG0000408	Prbe.g_01697	Prbb.g_00207
OG0000409	Prbe.g_01699	Prbb.g_00209
OG0000410	Prbe.g_01700	Prbb.g_00210
OG0000411	Prbe.g_01701	Prbb.g_00211
OG0000412	Prbe.g_01702	Prbb.g_00212
OG0000413	Prbe.g_01704	Prbb.g_00213
OG0000414	Prbe.g_01705	Prbb.g_00214
OG0000415	Prbe.g_01706	Prbb.g_00215
OG0000416	Prbe.g_01707	Prbb.g_00216
OG0000417	Prbe.g_01708	Prbb.g_00217
OG0000418	Prbe.g_01713	Prbb.g_00222
OG0000419	Prbe.g_01715	Prbb.g_00224
OG0000420	Prbe.g_01716	Prbb.g_00225
OG0000421	Prbe.g_01721	Prbb.g_00229
OG0000422	Prbe.g_01722	Prbb.g_00230
OG0000423	Prbe.g_01723	Prbb.g_00231
OG0000424	Prbe.g_01724	Prbb.g_00232
OG0000425	Prbe.g_01725	Prbb.g_00233
OG0000426	Prbe.g_01726	Prbb.g_00234
OG0000427	Prbe.g_01727	Prbb.g_00235
OG0000428	Prbe.g_01729	Prbb.g_00237
OG0000429	Prbe.g_01730	Prbb.g_00238
OG0000430	Prbe.g_01731	Prbb.g_00239
OG0000431	Prbe.g_01733	Prbb.g_00241
OG0000432	Prbe.g_01737	Prbb.g_00245
OG0000433	Prbe.g_01738	Prbb.g_00246
OG0000434	Prbe.g_01739	Prbb.g_00247
OG0000435	Prbe.g_01740	Prbb.g_00248
OG0000436	Prbe.g_01745	Prbb.g_00253
OG0000437	Prbe.g_01746	Prbb.g_00254
OG0000438	Prbe.g_01747	Prbb.g_00255
OG0000439	Prbe.g_01749	Prbb.g_00257
OG0000440	Prbe.g_01750	Prbb.g_00258
OG0000441	Prbe.g_01753	Prbb.g_00260
OG0000442	Prbe.g_01754	Prbb.g_00261
OG0000443	Prbe.g_01755	Prbb.g_00262
OG0000444	Prbe.g_01761	Prbb.g_00267
OG0000445	Prbe.g_01762	Prbb.g_00268
OG0000446	Prbe.g_01763	Prbb.g_00269
OG0000447	Prbe.g_01764	Prbb.g_00270
OG0000448	Prbe.g_01765	Prbb.g_00271
OG0000449	Prbe.g_01766	Prbb.g_00272
OG0000450	Prbe.g_01767	Prbb.g_00273
OG0000451	Prbe.g_01768	Prbb.g_00274
OG0000452	Prbe.g_01771	Prbb.g_00277
OG0000453	Prbe.g_01772	Prbb.g_00278
OG0000454	Prbe.g_01773	Prbb.g_00279
OG0000455	Prbe.g_01774	Prbb.g_00280
OG0000456	Prbe.g_01775	Prbb.g_00281
OG0000457	Prbe.g_01777	Prbb.g_00282
OG0000458	Prbe.g_01778	Prbb.g_00283
OG0000459	Prbe.g_01779	Prbb.g_00284
OG0000460	Prbe.g_01787	Prbb.g_00292
OG0000461	Prbe.g_01795	Prbb.g_00300
OG0000462	Prbe.g_01797	Prbb.g_00302
OG0000463	Prbe.g_01798	Prbb.g_00303
OG0000464	Prbe.g_01799	Prbb.g_00304
OG0000465	Prbe.g_01800	Prbb.g_00305
OG0000466	Prbe.g_01803	Prbb.g_00306
OG0000467	Prbe.g_01804	Prbb.g_00307
OG0000468	Prbe.g_01807	Prbb.g_00309
OG0000469	Prbe.g_01815	Prbb.g_00316
OG0000470	Prbe.g_01817	Prbb.g_00318
OG0000471	Prbe.g_01818	Prbb.g_00319
OG0000472	Prbe.g_01820	Prbb.g_00320
OG0000473	Prbe.g_01822	Prbb.g_00322
OG0000474	Prbe.g_01823	Prbb.g_00323
OG0000475	Prbe.g_01824	Prbb.g_00324
OG0000476	Prbe.g_01826	Prbb.g_00326
OG0000477	Prbe.g_01829	Prbb.g_00328
OG0000478	Prbe.g_01830	Prbb.g_00329
OG0000479	Prbe.g_01831	Prbb.g_00330
OG0000480	Prbe.g_01836	Prbb.g_00334
OG0000481	Prbe.g_01839	Prbb.g_00336
OG0000482	Prbe.g_01840	Prbb.g_00337
OG0000483	Prbe.g_01843	Prbb.g_00340
OG0000484	Prbe.g_01844	Prbb.g_00341
OG0000485	Prbe.g_01846	Prbb.g_00342
OG0000486	Prbe.g_01847	Prbb.g_00343
OG0000487	Prbe.g_01850	Prbb.g_00346
OG0000488	Prbe.g_01853	Prbb.g_00349
OG0000489	Prbe.g_01858	Prbb.g_00354
OG0000490	Prbe.g_01862	Prbb.g_00359
OG0000491	Prbe.g_01863	Prbb.g_00360
OG0000492	Prbe.g_01865	Prbb.g_00362
OG0000493	Prbe.g_01866	Prbb.g_00363
OG0000494	Prbe.g_01867	Prbb.g_00364
OG0000495	Prbe.g_01868	Prbb.g_00365
OG0000496	Prbe.g_01869	Prbb.g_00366
OG0000497	Prbe.g_01870	Prbb.g_00367
OG0000498	Prbe.g_01871	Prbb.g_00368
OG0000499	Prbe.g_01872	Prbb.g_00369
OG0000500	Prbe.g_01873	Prbb.g_00370
OG0000501	Prbe.g_01874	Prbb.g_00372
OG0000502	Prbe.g_01877	Prbb.g_00375
OG0000503	Prbe.g_01892	Prbb.g_00394
OG0000504	Prbe.g_01894	Prbb.g_00396
OG0000505	Prbe.g_01895	Prbb.g_00397
OG0000506	Prbe.g_01896	Prbb.g_00398
OG0000507	Prbe.g_01899	Prbb.g_00401
OG0000508	Prbe.g_01903	Prbb.g_00404
OG0000509	Prbe.g_01905	Prbb.g_00406
OG0000510	Prbe.g_01906	Prbb.g_00407
OG0000511	Prbe.g_01907	Prbb.g_00408
OG0000512	Prbe.g_01909	Prbb.g_00410
OG0000513	Prbe.g_01918	Prbb.g_00419
OG0000514	Prbe.g_01929	Prbb.g_00436
OG0000515	Prbe.g_01930	Prbb.g_00437
OG0000516	Prbe.g_01931	Prbb.g_00438
OG0000517	Prbe.g_01933	Prbb.g_00440
OG0000518	Prbe.g_01944	Prbb.g_00451
OG0000519	Prbe.g_01945	Prbb.g_00452
OG0000520	Prbe.g_01946	Prbb.g_00453
