Orthogroup	Prbe	Syar
OG0000118	Prbe.g_00880	Syar.g_02793
OG0000120	Prbe.g_00353	Syar.g_00713
OG0000121	Prbe.g_00309	Syar.g_02806
OG0000123	Prbe.g_00829	Syar.g_01079
OG0000124	Prbe.g_00745	Syar.g_00586
OG0000125	Prbe.g_01158	Syar.g_00338
OG0000126	Prbe.g_01060	Syar.g_00887, Syar.g_00888
OG0000128	Prbe.g_01076	Syar.g_00482
OG0000129	Prbe.g_00145	Syar.g_00324
OG0000130	Prbe.g_00174	Syar.g_03040
OG0000131	Prbe.g_01692	Syar.g_02216, Syar.g_00078
OG0000132	Prbe.g_01712	Syar.g_00099
OG0000133	Prbe.g_01875	Syar.g_02543
OG0000134	Prbe.g_01917	Syar.g_02009, Syar.g_01165
OG0000135	Prbe.g_00911	Syar.g_00698
OG0000136	Prbe.g_01939	Syar.g_02874
OG0000137	Prbe.g_00658	Syar.g_01273
OG0000138	Prbe.g_00638	Syar.g_01486
OG0000139	Prbe.g_00598	Syar.g_03245, Syar.g_02348
OG0000140	Prbe.g_00597	Syar.g_02344, Syar.g_03246
OG0000141	Prbe.g_00526	Syar.g_02129
OG0000142	Prbe.g_01485	Syar.g_02418
OG0000143	Prbe.g_01481	Syar.g_02422
OG0000144	Prbe.g_01467	Syar.g_02441
OG0000145	Prbe.g_00909	Syar.g_01494, Syar.g_03205
OG0000146	Prbe.g_00488	Syar.g_02549
OG0000147	Prbe.g_00489	Syar.g_02550
OG0000148	Prbe.g_01239	Syar.g_02658
OG0000149	Prbe.g_01271	Syar.g_01830, Syar.g_03289, Syar.g_03288
OG0000150	Prbe.g_01281	Syar.g_02130
OG0000151	Prbe.g_00427	Syar.g_02038
OG0000152	Prbe.g_01350	Syar.g_02539
OG0000153	Prbe.g_01369	Syar.g_03283, Syar.g_02503
OG0000154	Prbe.g_01389	Syar.g_01800
OG0000155	Prbe.g_01528	Syar.g_01959
OG0000156	Prbe.g_00904	Syar.g_01517
OG0000157	Prbe.g_00903	Syar.g_01516
OG0000158	Prbe.g_00792	Syar.g_00650
OG0000159	Prbe.g_00165	Syar.g_02359, Syar.g_02762
OG0000160	Prbe.g_00310	Syar.g_02807
OG0000161	Prbe.g_00304	Syar.g_02801
OG0000162	Prbe.g_00298	Syar.g_02863
OG0000163	Prbe.g_00259	Syar.g_00639, Syar.g_01186
OG0000164	Prbe.g_00961	Syar.g_03168, Syar.g_02969
OG0000165	Prbe.g_00954	Syar.g_02976
OG0000166	Prbe.g_01083	Syar.g_01034
OG0000167	Prbe.g_00802	Syar.g_00662
OG0000168	Prbe.g_00791	Syar.g_00246
OG0000169	Prbe.g_00781	Syar.g_00262
OG0000170	Prbe.g_00778	Syar.g_00613
OG0000171	Prbe.g_00758	Syar.g_00587
OG0000172	Prbe.g_00751	Syar.g_00547
OG0000173	Prbe.g_01143	Syar.g_00528
OG0000174	Prbe.g_01173	Syar.g_00701
OG0000175	Prbe.g_01186	Syar.g_00438
OG0000176	Prbe.g_01069	Syar.g_00474
OG0000177	Prbe.g_01070	Syar.g_00475
OG0000178	Prbe.g_01071	Syar.g_00476
OG0000179	Prbe.g_00116	Syar.g_00489
OG0000180	Prbe.g_00117	Syar.g_00490
OG0000181	Prbe.g_00118	Syar.g_00491
OG0000182	Prbe.g_00119	Syar.g_00492
OG0000183	Prbe.g_00123	Syar.g_00496
OG0000184	Prbe.g_00149	Syar.g_00897
OG0000185	Prbe.g_00152	Syar.g_00909
OG0000186	Prbe.g_00168	Syar.g_03036
OG0000187	Prbe.g_00169	Syar.g_03038
OG0000188	Prbe.g_00186	Syar.g_03058
OG0000189	Prbe.g_01636	Syar.g_03104
OG0000190	Prbe.g_01638	Syar.g_03107, Syar.g_02374
OG0000191	Prbe.g_01661	Syar.g_00039
OG0000192	Prbe.g_01666	Syar.g_00046
OG0000193	Prbe.g_01693	Syar.g_00079
OG0000194	Prbe.g_01696	Syar.g_03236, Syar.g_00082
OG0000195	Prbe.g_01698	Syar.g_00023, Syar.g_00084
OG0000196	Prbe.g_01709	Syar.g_00096
OG0000197	Prbe.g_01710	Syar.g_00097
OG0000198	Prbe.g_01711	Syar.g_00098
OG0000199	Prbe.g_01718	Syar.g_00106
OG0000200	Prbe.g_01732	Syar.g_00124
OG0000201	Prbe.g_01741	Syar.g_01000
OG0000202	Prbe.g_01742	Syar.g_00998, Syar.g_00021
OG0000203	Prbe.g_01743	Syar.g_00020, Syar.g_00997
OG0000204	Prbe.g_01744	Syar.g_00996
OG0000205	Prbe.g_01751	Syar.g_00988
OG0000206	Prbe.g_01756	Syar.g_00963
OG0000207	Prbe.g_01759	Syar.g_00957
OG0000208	Prbe.g_01760	Syar.g_00956
OG0000209	Prbe.g_01769	Syar.g_00936, Syar.g_03261
OG0000210	Prbe.g_01770	Syar.g_00935, Syar.g_03260
OG0000211	Prbe.g_01785	Syar.g_03026
OG0000212	Prbe.g_01793	Syar.g_03017
OG0000213	Prbe.g_01811	Syar.g_00187
OG0000214	Prbe.g_01821	Syar.g_00209
OG0000215	Prbe.g_01848	Syar.g_00239
OG0000216	Prbe.g_01849	Syar.g_00244
OG0000217	Prbe.g_01852	Syar.g_00854
OG0000218	Prbe.g_01854	Syar.g_00852
OG0000219	Prbe.g_01855	Syar.g_00851
OG0000220	Prbe.g_01856	Syar.g_00850, Syar.g_02026
OG0000221	Prbe.g_01857	Syar.g_00834
OG0000222	Prbe.g_01864	Syar.g_02119, Syar.g_00728
OG0000223	Prbe.g_01876	Syar.g_00649
OG0000224	Prbe.g_01878	Syar.g_00762, Syar.g_00273
OG0000225	Prbe.g_01904	Syar.g_01142
OG0000226	Prbe.g_01908	Syar.g_01146
OG0000227	Prbe.g_01910	Syar.g_01148
OG0000228	Prbe.g_01914	Syar.g_01161
OG0000229	Prbe.g_01934	Syar.g_01177, Syar.g_03273
OG0000230	Prbe.g_01936	Syar.g_01179, Syar.g_03275
OG0000231	Prbe.g_01947	Syar.g_02865, Syar.g_03151
OG0000232	Prbe.g_00672	Syar.g_01424
OG0000233	Prbe.g_00666	Syar.g_03183, Syar.g_01247
OG0000234	Prbe.g_00657	Syar.g_01275
OG0000235	Prbe.g_00654	Syar.g_01468
OG0000236	Prbe.g_00640	Syar.g_03311, Syar.g_01484
OG0000237	Prbe.g_00627	Syar.g_01503
OG0000238	Prbe.g_00621	Syar.g_01508
OG0000239	Prbe.g_00610	Syar.g_03277, Syar.g_02687
OG0000240	Prbe.g_00609	Syar.g_03278, Syar.g_02686
OG0000241	Prbe.g_00605	Syar.g_02410
OG0000242	Prbe.g_00603	Syar.g_01926
OG0000243	Prbe.g_00592	Syar.g_02335
OG0000244	Prbe.g_00589	Syar.g_02327
OG0000245	Prbe.g_00587	Syar.g_02325, Syar.g_03238
OG0000246	Prbe.g_00583	Syar.g_02321
OG0000247	Prbe.g_00573	Syar.g_02310
OG0000248	Prbe.g_00570	Syar.g_02307, Syar.g_03293
OG0000249	Prbe.g_00568	Syar.g_02305
OG0000250	Prbe.g_00563	Syar.g_02299, Syar.g_03194
OG0000251	Prbe.g_00543	Syar.g_03207, Syar.g_02194
OG0000252	Prbe.g_00540	Syar.g_02189, Syar.g_03263
OG0000253	Prbe.g_00539	Syar.g_02028, Syar.g_03229
OG0000254	Prbe.g_00522	Syar.g_02169
OG0000255	Prbe.g_00516	Syar.g_00011, Syar.g_02224
OG0000256	Prbe.g_00506	Syar.g_02244
OG0000257	Prbe.g_01490	Syar.g_02407, Syar.g_01762
OG0000258	Prbe.g_01476	Syar.g_02427, Syar.g_00010
OG0000259	Prbe.g_01459	Syar.g_02472
OG0000260	Prbe.g_01456	Syar.g_03220, Syar.g_02475
OG0000261	Prbe.g_01453	Syar.g_01916
OG0000262	Prbe.g_01449	Syar.g_01690
OG0000263	Prbe.g_00455	Syar.g_01991
OG0000264	Prbe.g_00466	Syar.g_02135, Syar.g_03267
OG0000266	Prbe.g_01430	Syar.g_01570
OG0000267	Prbe.g_01418	Syar.g_01873
OG0000268	Prbe.g_01417	Syar.g_02589
OG0000269	Prbe.g_01217	Syar.g_02634
OG0000270	Prbe.g_01220	Syar.g_00744, Syar.g_02637
OG0000271	Prbe.g_01228	Syar.g_02645
OG0000272	Prbe.g_01229	Syar.g_02646
OG0000273	Prbe.g_01253	Syar.g_02481, Syar.g_00008
OG0000274	Prbe.g_01254	Syar.g_00009, Syar.g_02482
OG0000275	Prbe.g_01257	Syar.g_01810
OG0000276	Prbe.g_01263	Syar.g_01817
OG0000277	Prbe.g_01264	Syar.g_01818, Syar.g_03242
OG0000278	Prbe.g_01267	Syar.g_01821, Syar.g_03174
OG0000279	Prbe.g_01274	Syar.g_01838
OG0000280	Prbe.g_01275	Syar.g_02067, Syar.g_00734
OG0000281	Prbe.g_01282	Syar.g_02218
OG0000282	Prbe.g_00419	Syar.g_01614, Syar.g_03255
OG0000283	Prbe.g_01326	Syar.g_02574
OG0000284	Prbe.g_01331	Syar.g_03258, Syar.g_02568
OG0000285	Prbe.g_01336	Syar.g_02560
OG0000286	Prbe.g_01349	Syar.g_02540
OG0000287	Prbe.g_01615	Syar.g_02512
OG0000288	Prbe.g_01388	Syar.g_01801
OG0000289	Prbe.g_01404	Syar.g_03305, Syar.g_01786
OG0000290	Prbe.g_01300	Syar.g_01928
OG0000291	Prbe.g_01298	Syar.g_01930
OG0000292	Prbe.g_01594	Syar.g_00463
OG0000293	Prbe.g_01559	Syar.g_03297, Syar.g_01526
OG0000294	Prbe.g_01558	Syar.g_01527, Syar.g_03296
OG0000295	Prbe.g_01535	Syar.g_01951, Syar.g_03208
OG0000296	Prbe.g_01533	Syar.g_01953
OG0000297	Prbe.g_01524	Syar.g_01967, Syar.g_03216
OG0000298	Prbe.g_01523	Syar.g_01968, Syar.g_03215
OG0000299	Prbe.g_01504	Syar.g_01704
OG0000300	Prbe.g_01501	Syar.g_01646, Syar.g_01711
OG0000301	Prbe.g_01500	Syar.g_01712
OG0000302	Prbe.g_01498	Syar.g_01713
OG0000303	Prbe.g_01492	Syar.g_03136, Syar.g_01723
OG0000304	Prbe.g_00501	Syar.g_01728
OG0000305	Prbe.g_01592	Syar.g_01933, Syar.g_03163
OG0000306	Prbe.g_01286	Syar.g_01884, Syar.g_03140
OG0000307	Prbe.g_00364	Syar.g_01452, Syar.g_03153
OG0000308	Prbe.g_00363	Syar.g_01450
OG0000309	Prbe.g_00359	Syar.g_01239
OG0000310	Prbe.g_00325	Syar.g_02826
OG0000311	Prbe.g_00323	Syar.g_02823
OG0000312	Prbe.g_00320	Syar.g_00015, Syar.g_02818
OG0000313	Prbe.g_00307	Syar.g_02804
OG0000314	Prbe.g_00284	Syar.g_01403
OG0000315	Prbe.g_00274	Syar.g_01393
OG0000316	Prbe.g_00249	Syar.g_02885
OG0000317	Prbe.g_00988	Syar.g_02926
OG0000318	Prbe.g_00984	Syar.g_02930
OG0000319	Prbe.g_00971	Syar.g_02954
OG0000320	Prbe.g_00969	Syar.g_02956
OG0000321	Prbe.g_00968	Syar.g_02957
OG0000322	Prbe.g_00967	Syar.g_02958
OG0000323	Prbe.g_00958	Syar.g_02973
OG0000324	Prbe.g_00931	Syar.g_00350, Syar.g_03001
OG0000325	Prbe.g_00920	Syar.g_03291, Syar.g_00148
OG0000326	Prbe.g_01109	Syar.g_00139, Syar.g_03134
OG0000327	Prbe.g_01088	Syar.g_01029
OG0000328	Prbe.g_01087	Syar.g_01030
OG0000329	Prbe.g_00860	Syar.g_03189, Syar.g_01048
OG0000330	Prbe.g_00859	Syar.g_03190, Syar.g_01049
OG0000331	Prbe.g_00858	Syar.g_01050, Syar.g_03191
OG0000332	Prbe.g_00844	Syar.g_01064, Syar.g_03299
OG0000333	Prbe.g_00842	Syar.g_01067
OG0000334	Prbe.g_00833	Syar.g_01076
OG0000335	Prbe.g_00828	Syar.g_01080
OG0000336	Prbe.g_00824	Syar.g_01084
OG0000337	Prbe.g_00806	Syar.g_00285
OG0000338	Prbe.g_00805	Syar.g_03225, Syar.g_00287
OG0000339	Prbe.g_00799	Syar.g_00658
OG0000340	Prbe.g_00790	Syar.g_00247
OG0000341	Prbe.g_00788	Syar.g_00249
OG0000342	Prbe.g_00787	Syar.g_00250
OG0000343	Prbe.g_00786	Syar.g_00256
OG0000344	Prbe.g_00783	Syar.g_00260
OG0000345	Prbe.g_00777	Syar.g_00612
OG0000346	Prbe.g_00773	Syar.g_00607
OG0000347	Prbe.g_00746	Syar.g_00558
OG0000348	Prbe.g_00754	Syar.g_00544
OG0000349	Prbe.g_01149	Syar.g_00521
OG0000350	Prbe.g_00709	Syar.g_00132
OG0000351	Prbe.g_01189	Syar.g_00442
OG0000352	Prbe.g_01190	Syar.g_00443
OG0000353	Prbe.g_01064	Syar.g_00469
OG0000355	Prbe.g_01066	Syar.g_00471
OG0000356	Prbe.g_01067	Syar.g_00472
OG0000357	Prbe.g_01068	Syar.g_00473
OG0000358	Prbe.g_01072	Syar.g_00477
OG0000359	Prbe.g_01073	Syar.g_00479
OG0000360	Prbe.g_01074	Syar.g_00480
OG0000361	Prbe.g_01075	Syar.g_00481
OG0000362	Prbe.g_01077	Syar.g_00483
OG0000363	Prbe.g_00114	Syar.g_00484
OG0000364	Prbe.g_00115	Syar.g_02928
OG0000365	Prbe.g_00120	Syar.g_00493
OG0000366	Prbe.g_00121	Syar.g_00494
OG0000367	Prbe.g_00122	Syar.g_03262, Syar.g_00495
OG0000368	Prbe.g_00124	Syar.g_00497
OG0000369	Prbe.g_00125	Syar.g_00498
OG0000370	Prbe.g_00126	Syar.g_00499
OG0000371	Prbe.g_00133	Syar.g_00508
OG0000372	Prbe.g_00136	Syar.g_00514
OG0000373	Prbe.g_00137	Syar.g_00515
OG0000374	Prbe.g_00138	Syar.g_00516
OG0000375	Prbe.g_00140	Syar.g_00517
OG0000376	Prbe.g_00142	Syar.g_00519
OG0000377	Prbe.g_00146	Syar.g_00322
OG0000378	Prbe.g_00150	Syar.g_00905
OG0000379	Prbe.g_00153	Syar.g_00910
OG0000380	Prbe.g_00170	Syar.g_03039
OG0000381	Prbe.g_00175	Syar.g_03041
OG0000382	Prbe.g_00185	Syar.g_03057
OG0000383	Prbe.g_00187	Syar.g_03074
OG0000384	Prbe.g_00188	Syar.g_03075
OG0000385	Prbe.g_00189	Syar.g_03076
OG0000386	Prbe.g_00190	Syar.g_03077
OG0000387	Prbe.g_01640	Syar.g_03109
OG0000388	Prbe.g_01644	Syar.g_03148, Syar.g_03113
OG0000389	Prbe.g_01647	Syar.g_03118
OG0000390	Prbe.g_01657	Syar.g_00033
OG0000391	Prbe.g_01660	Syar.g_00038
OG0000392	Prbe.g_01664	Syar.g_00045
OG0000393	Prbe.g_01667	Syar.g_00048
OG0000394	Prbe.g_01668	Syar.g_00049
OG0000395	Prbe.g_01669	Syar.g_00050
OG0000396	Prbe.g_01671	Syar.g_00053
OG0000397	Prbe.g_01673	Syar.g_00055
OG0000398	Prbe.g_01676	Syar.g_00060
OG0000399	Prbe.g_01677	Syar.g_00061
OG0000400	Prbe.g_01678	Syar.g_00062
OG0000401	Prbe.g_01679	Syar.g_00063
OG0000402	Prbe.g_01412	Syar.g_00065
OG0000403	Prbe.g_01681	Syar.g_00066
OG0000404	Prbe.g_01682	Syar.g_00067
OG0000405	Prbe.g_01686	Syar.g_00076
OG0000406	Prbe.g_01694	Syar.g_00080
OG0000407	Prbe.g_01695	Syar.g_00081
OG0000408	Prbe.g_01697	Syar.g_00083
OG0000409	Prbe.g_01699	Syar.g_00085
OG0000410	Prbe.g_01700	Syar.g_00086
OG0000411	Prbe.g_01701	Syar.g_00087
OG0000412	Prbe.g_01702	Syar.g_00088
OG0000413	Prbe.g_01704	Syar.g_00090
OG0000414	Prbe.g_01705	Syar.g_00091, Syar.g_03179
OG0000415	Prbe.g_01706	Syar.g_00092
OG0000416	Prbe.g_01707	Syar.g_00093
OG0000417	Prbe.g_01708	Syar.g_00095
OG0000418	Prbe.g_01713	Syar.g_00100
OG0000419	Prbe.g_01715	Syar.g_00102
OG0000420	Prbe.g_01716	Syar.g_00104
OG0000421	Prbe.g_01721	Syar.g_00109
OG0000422	Prbe.g_01722	Syar.g_00110
OG0000423	Prbe.g_01723	Syar.g_00111
OG0000424	Prbe.g_01724	Syar.g_00112
OG0000425	Prbe.g_01725	Syar.g_00113
OG0000426	Prbe.g_01726	Syar.g_00114
OG0000427	Prbe.g_01727	Syar.g_00115
OG0000428	Prbe.g_01729	Syar.g_00118
OG0000429	Prbe.g_01730	Syar.g_00121
OG0000430	Prbe.g_01731	Syar.g_00123
OG0000431	Prbe.g_01733	Syar.g_00127
OG0000432	Prbe.g_01737	Syar.g_01009
OG0000433	Prbe.g_01738	Syar.g_01007
OG0000434	Prbe.g_01739	Syar.g_01006
OG0000435	Prbe.g_01740	Syar.g_01003
OG0000436	Prbe.g_01745	Syar.g_00994
OG0000437	Prbe.g_01746	Syar.g_00993
OG0000438	Prbe.g_01747	Syar.g_00992
OG0000439	Prbe.g_01749	Syar.g_00990
OG0000440	Prbe.g_01750	Syar.g_00989
OG0000441	Prbe.g_01753	Syar.g_00986
OG0000442	Prbe.g_01754	Syar.g_00977
OG0000443	Prbe.g_01755	Syar.g_00964
OG0000444	Prbe.g_01761	Syar.g_00954
OG0000445	Prbe.g_01762	Syar.g_00953
OG0000446	Prbe.g_01763	Syar.g_00951
OG0000447	Prbe.g_01764	Syar.g_00948
OG0000448	Prbe.g_01765	Syar.g_00947
OG0000449	Prbe.g_01766	Syar.g_00946
OG0000450	Prbe.g_01767	Syar.g_00939
OG0000451	Prbe.g_01768	Syar.g_00938
OG0000452	Prbe.g_01771	Syar.g_00934
OG0000453	Prbe.g_01772	Syar.g_00933
OG0000454	Prbe.g_01773	Syar.g_00932
OG0000455	Prbe.g_01774	Syar.g_00931
OG0000456	Prbe.g_01775	Syar.g_00930
OG0000457	Prbe.g_01777	Syar.g_00928
OG0000458	Prbe.g_01778	Syar.g_00918
OG0000459	Prbe.g_01779	Syar.g_00917
OG0000460	Prbe.g_01787	Syar.g_03024
OG0000461	Prbe.g_01795	Syar.g_00153
OG0000462	Prbe.g_01797	Syar.g_00155
OG0000463	Prbe.g_01798	Syar.g_00156
OG0000464	Prbe.g_01799	Syar.g_00157
OG0000465	Prbe.g_01800	Syar.g_00159
OG0000466	Prbe.g_01803	Syar.g_00164
OG0000467	Prbe.g_01804	Syar.g_00165
OG0000468	Prbe.g_01807	Syar.g_00170
OG0000469	Prbe.g_01815	Syar.g_00203
OG0000470	Prbe.g_01817	Syar.g_00206
OG0000471	Prbe.g_01818	Syar.g_00207
OG0000472	Prbe.g_01820	Syar.g_00208
OG0000473	Prbe.g_01822	Syar.g_00210
OG0000474	Prbe.g_01823	Syar.g_00211
OG0000475	Prbe.g_01824	Syar.g_00212
OG0000476	Prbe.g_01826	Syar.g_00214
OG0000477	Prbe.g_01829	Syar.g_00219
OG0000478	Prbe.g_01830	Syar.g_00220
OG0000479	Prbe.g_01831	Syar.g_00221
OG0000480	Prbe.g_01836	Syar.g_00228
OG0000481	Prbe.g_01839	Syar.g_00230
OG0000482	Prbe.g_01840	Syar.g_00231
OG0000483	Prbe.g_01843	Syar.g_00235
OG0000484	Prbe.g_01844	Syar.g_00236
OG0000485	Prbe.g_01846	Syar.g_00237
OG0000486	Prbe.g_01847	Syar.g_00024, Syar.g_00238
OG0000487	Prbe.g_01850	Syar.g_00245
OG0000488	Prbe.g_01853	Syar.g_00853
OG0000489	Prbe.g_01858	Syar.g_00833
OG0000490	Prbe.g_01862	Syar.g_00823
OG0000491	Prbe.g_01863	Syar.g_00822
OG0000492	Prbe.g_01865	Syar.g_00727
OG0000493	Prbe.g_01866	Syar.g_00726
OG0000494	Prbe.g_01867	Syar.g_00725
OG0000495	Prbe.g_01868	Syar.g_00724
OG0000496	Prbe.g_01869	Syar.g_00723
OG0000497	Prbe.g_01870	Syar.g_00722
OG0000498	Prbe.g_01871	Syar.g_00721
OG0000499	Prbe.g_01872	Syar.g_00720
OG0000500	Prbe.g_01873	Syar.g_00719
OG0000501	Prbe.g_01874	Syar.g_00716
OG0000502	Prbe.g_01877	Syar.g_00275
OG0000503	Prbe.g_01892	Syar.g_01118
OG0000504	Prbe.g_01894	Syar.g_01120
OG0000505	Prbe.g_01895	Syar.g_01121
OG0000506	Prbe.g_01896	Syar.g_01123
OG0000507	Prbe.g_01899	Syar.g_01129
OG0000508	Prbe.g_01903	Syar.g_01141
OG0000509	Prbe.g_01905	Syar.g_01143
OG0000510	Prbe.g_01906	Syar.g_01144
OG0000511	Prbe.g_01907	Syar.g_01145
OG0000512	Prbe.g_01909	Syar.g_01147
OG0000513	Prbe.g_01918	Syar.g_01166
OG0000514	Prbe.g_01929	Syar.g_01169
OG0000515	Prbe.g_01930	Syar.g_01170
OG0000516	Prbe.g_01931	Syar.g_01172
OG0000517	Prbe.g_01933	Syar.g_01176
OG0000518	Prbe.g_01944	Syar.g_02868
OG0000519	Prbe.g_01945	Syar.g_02867
OG0000520	Prbe.g_01946	Syar.g_02866
OG0000521	Prbe.g_00676	Syar.g_01419
OG0000522	Prbe.g_00674	Syar.g_01421
OG0000523	Prbe.g_00673	Syar.g_01422
OG0000524	Prbe.g_00668	Syar.g_01244
OG0000525	Prbe.g_00664	Syar.g_01263
OG0000526	Prbe.g_00663	Syar.g_01266
OG0000527	Prbe.g_00660	Syar.g_01271
OG0000528	Prbe.g_00655	Syar.g_01466
OG0000529	Prbe.g_00652	Syar.g_01470
OG0000530	Prbe.g_00649	Syar.g_01473
OG0000531	Prbe.g_00648	Syar.g_01474
OG0000532	Prbe.g_00646	Syar.g_01477
OG0000533	Prbe.g_00645	Syar.g_01479
OG0000534	Prbe.g_00644	Syar.g_01480
OG0000535	Prbe.g_00643	Syar.g_01481
OG0000536	Prbe.g_00642	Syar.g_01482
OG0000537	Prbe.g_00641	Syar.g_01483
