Orthogroup	Prbe	Prar
OG0000048	Prbe.g_00906, Prbe.g_01825	Prar.g_00435
OG0000053	Prbe.g_00290, Prbe.g_01040	Prar.g_00589, Prar.g_00827
OG0000054	Prbe.g_00527	Prar.g_01436
OG0000055	Prbe.g_01598, Prbe.g_01011	Prar.g_01664
OG0000057	Prbe.g_01206	Prar.g_01528
OG0000058	Prbe.g_00351	Prar.g_00870, Prar.g_00362
OG0000059	Prbe.g_01094	Prar.g_01090
OG0000061	Prbe.g_01549	Prar.g_01263
OG0000062	Prbe.g_00226	Prar.g_00769
OG0000063	Prbe.g_00021	Prar.g_01189
OG0000065	Prbe.g_01649	Prar.g_00221
OG0000066	Prbe.g_00596, Prbe.g_01114	Prar.g_01369
OG0000067	Prbe.g_01222	Prar.g_01684
OG0000068	Prbe.g_00373	Prar.g_00911
OG0000069	Prbe.g_00678	Prar.g_01170, Prar.g_00736
OG0000070	Prbe.g_01948	Prar.g_00498
OG0000071	Prbe.g_00893	Prar.g_00955
OG0000072	Prbe.g_01719	Prar.g_00156
OG0000073	Prbe.g_00633	Prar.g_01330
OG0000074	Prbe.g_00456, Prbe.g_00107, Prbe.g_00070	Prar.g_01512
OG0000075	Prbe.g_00800	Prar.g_00629
OG0000076	Prbe.g_00774	Prar.g_00592, Prar.g_00653
OG0000077	Prbe.g_00183	Prar.g_00250
OG0000078	Prbe.g_01792	Prar.g_00088
OG0000081	Prbe.g_00604	Prar.g_01361
OG0000082	Prbe.g_00549, Prbe.g_00996	Prar.g_01414
OG0000084	Prbe.g_00314	Prar.g_00343
OG0000085	Prbe.g_00007, Prbe.g_00993	Prar.g_01150
OG0000086	Prbe.g_00192	Prar.g_00240
OG0000087	Prbe.g_01683	Prar.g_00189
OG0000088	Prbe.g_01714	Prar.g_00161
OG0000089	Prbe.g_01915	Prar.g_00416
OG0000090	Prbe.g_00602	Prar.g_01363
OG0000091	Prbe.g_01477	Prar.g_01472
OG0000092	Prbe.g_00422	Prar.g_01781
OG0000093	Prbe.g_01448	Prar.g_01801
OG0000094	Prbe.g_01399	Prar.g_01885
OG0000095	Prbe.g_01297	Prar.g_01904
OG0000096	Prbe.g_00081	Prar.g_01006, Prar.g_01313, Prar.g_00991
OG0000097	Prbe.g_01503	Prar.g_01222
OG0000098	Prbe.g_00397	Prar.g_00929
OG0000099	Prbe.g_00350	Prar.g_00872
OG0000100	Prbe.g_00232	Prar.g_00773
OG0000101	Prbe.g_00836	Prar.g_01027
OG0000102	Prbe.g_00769	Prar.g_00658
OG0000103	Prbe.g_01195	Prar.g_00050
OG0000104	Prbe.g_01061	Prar.g_00042
OG0000105	Prbe.g_01828	Prar.g_00313
OG0000106	Prbe.g_00740	Prar.g_00431
OG0000107	Prbe.g_00921	Prar.g_00446
OG0000108	Prbe.g_00653	Prar.g_00530
OG0000109	Prbe.g_00639	Prar.g_00544
OG0000110	Prbe.g_00560	Prar.g_01404
OG0000111	Prbe.g_01207	Prar.g_01529
OG0000112	Prbe.g_00487	Prar.g_01652
OG0000113	Prbe.g_01245	Prar.g_01706
OG0000114	Prbe.g_00417	Prar.g_01776
OG0000115	Prbe.g_01618	Prar.g_01318
OG0000116	Prbe.g_01560	Prar.g_01273
OG0000117	Prbe.g_01522	Prar.g_01003
OG0000118	Prbe.g_00880	Prar.g_00943
OG0000119	Prbe.g_01603, Prbe.g_00214	Prar.g_00915
OG0000120	Prbe.g_00353	Prar.g_00880
OG0000121	Prbe.g_00309	Prar.g_00337
OG0000122	Prbe.g_01625, Prbe.g_00268	Prar.g_00807
OG0000123	Prbe.g_00829	Prar.g_01021
OG0000124	Prbe.g_00745	Prar.g_00668
OG0000125	Prbe.g_01158	Prar.g_00704
OG0000126	Prbe.g_01060	Prar.g_00043
OG0000128	Prbe.g_01076	Prar.g_00027
OG0000129	Prbe.g_00145	Prar.g_00576
OG0000130	Prbe.g_00174	Prar.g_00549
OG0000131	Prbe.g_01692	Prar.g_00182
OG0000132	Prbe.g_01712	Prar.g_00163
OG0000133	Prbe.g_01875	Prar.g_00265
OG0000134	Prbe.g_01917	Prar.g_00417
OG0000135	Prbe.g_00911	Prar.g_00444
OG0000136	Prbe.g_01939	Prar.g_00489
OG0000137	Prbe.g_00658	Prar.g_00525
OG0000138	Prbe.g_00638	Prar.g_00545
OG0000139	Prbe.g_00598	Prar.g_01367
OG0000140	Prbe.g_00597	Prar.g_01368
OG0000141	Prbe.g_00526	Prar.g_01437
OG0000142	Prbe.g_01485	Prar.g_01465
OG0000143	Prbe.g_01481	Prar.g_01469
OG0000144	Prbe.g_01467	Prar.g_01482
OG0000145	Prbe.g_00909	Prar.g_01651
OG0000146	Prbe.g_00488	Prar.g_01653
OG0000147	Prbe.g_00489	Prar.g_01654
OG0000148	Prbe.g_01239	Prar.g_01700
OG0000149	Prbe.g_01271	Prar.g_01730
OG0000150	Prbe.g_01281	Prar.g_01738
OG0000151	Prbe.g_00427	Prar.g_01786
OG0000152	Prbe.g_01350	Prar.g_01833
OG0000153	Prbe.g_01369	Prar.g_01852
OG0000154	Prbe.g_01389	Prar.g_01878
OG0000155	Prbe.g_01528	Prar.g_01243
OG0000156	Prbe.g_00904	Prar.g_00966
OG0000157	Prbe.g_00903	Prar.g_00965
OG0000158	Prbe.g_00792	Prar.g_00375
OG0000160	Prbe.g_00310	Prar.g_00338
OG0000161	Prbe.g_00304	Prar.g_00840
OG0000162	Prbe.g_00298	Prar.g_00834
OG0000163	Prbe.g_00259	Prar.g_00800
OG0000164	Prbe.g_00961	Prar.g_01964
OG0000165	Prbe.g_00954	Prar.g_01971
OG0000166	Prbe.g_01083	Prar.g_01063
OG0000167	Prbe.g_00802	Prar.g_00627
OG0000168	Prbe.g_00791	Prar.g_00637
OG0000169	Prbe.g_00781	Prar.g_00647
OG0000170	Prbe.g_00778	Prar.g_00649
OG0000171	Prbe.g_00758	Prar.g_00667
OG0000172	Prbe.g_00751	Prar.g_00675
OG0000173	Prbe.g_01143	Prar.g_00690
OG0000174	Prbe.g_01173	Prar.g_00068
OG0000175	Prbe.g_01186	Prar.g_00058
OG0000176	Prbe.g_01069	Prar.g_00034
OG0000177	Prbe.g_01070	Prar.g_00033
OG0000178	Prbe.g_01071	Prar.g_00032
OG0000179	Prbe.g_00116	Prar.g_00022
OG0000180	Prbe.g_00117	Prar.g_00021
OG0000181	Prbe.g_00118	Prar.g_00020
OG0000182	Prbe.g_00119	Prar.g_00019
OG0000183	Prbe.g_00123	Prar.g_00015
OG0000184	Prbe.g_00149	Prar.g_00573
OG0000185	Prbe.g_00152	Prar.g_00570
OG0000186	Prbe.g_00168	Prar.g_00554
OG0000187	Prbe.g_00169	Prar.g_00553
OG0000188	Prbe.g_00186	Prar.g_00246
OG0000189	Prbe.g_01636	Prar.g_00232
OG0000190	Prbe.g_01638	Prar.g_00231
OG0000191	Prbe.g_01661	Prar.g_00211
OG0000192	Prbe.g_01666	Prar.g_00207
OG0000193	Prbe.g_01693	Prar.g_00181
OG0000194	Prbe.g_01696	Prar.g_00178
OG0000195	Prbe.g_01698	Prar.g_00176
OG0000196	Prbe.g_01709	Prar.g_00166
OG0000197	Prbe.g_01710	Prar.g_00165
OG0000198	Prbe.g_01711	Prar.g_00164
OG0000199	Prbe.g_01718	Prar.g_00157
OG0000200	Prbe.g_01732	Prar.g_00143
OG0000201	Prbe.g_01741	Prar.g_00135
OG0000202	Prbe.g_01742	Prar.g_00134
OG0000203	Prbe.g_01743	Prar.g_00133
OG0000204	Prbe.g_01744	Prar.g_00132
OG0000205	Prbe.g_01751	Prar.g_00125
OG0000206	Prbe.g_01756	Prar.g_00120
OG0000207	Prbe.g_01759	Prar.g_00118
OG0000208	Prbe.g_01760	Prar.g_00117
OG0000209	Prbe.g_01769	Prar.g_00108
OG0000210	Prbe.g_01770	Prar.g_00107
OG0000211	Prbe.g_01785	Prar.g_00094
OG0000212	Prbe.g_01793	Prar.g_00087
OG0000213	Prbe.g_01811	Prar.g_00330
OG0000214	Prbe.g_01821	Prar.g_00320
OG0000215	Prbe.g_01848	Prar.g_00295
OG0000216	Prbe.g_01849	Prar.g_00293
OG0000217	Prbe.g_01852	Prar.g_00290
OG0000218	Prbe.g_01854	Prar.g_00288
OG0000219	Prbe.g_01855	Prar.g_00287
OG0000220	Prbe.g_01856	Prar.g_00286
OG0000221	Prbe.g_01857	Prar.g_00285
OG0000222	Prbe.g_01864	Prar.g_00277
OG0000223	Prbe.g_01876	Prar.g_00264
OG0000224	Prbe.g_01878	Prar.g_00262
OG0000225	Prbe.g_01904	Prar.g_00406
OG0000226	Prbe.g_01908	Prar.g_00410
OG0000227	Prbe.g_01910	Prar.g_00412
OG0000228	Prbe.g_01914	Prar.g_00415
OG0000229	Prbe.g_01934	Prar.g_00484
OG0000230	Prbe.g_01936	Prar.g_00486
OG0000231	Prbe.g_01947	Prar.g_00497
OG0000232	Prbe.g_00672	Prar.g_00506
OG0000233	Prbe.g_00666	Prar.g_00512
OG0000234	Prbe.g_00657	Prar.g_00526
OG0000235	Prbe.g_00654	Prar.g_00529
OG0000236	Prbe.g_00640	Prar.g_00543
OG0000237	Prbe.g_00627	Prar.g_01337
OG0000238	Prbe.g_00621	Prar.g_01343
OG0000239	Prbe.g_00610	Prar.g_01355
OG0000240	Prbe.g_00609	Prar.g_01356
OG0000241	Prbe.g_00605	Prar.g_01360
OG0000242	Prbe.g_00603	Prar.g_01362
OG0000243	Prbe.g_00592	Prar.g_01373
OG0000244	Prbe.g_00589	Prar.g_01376
OG0000245	Prbe.g_00587	Prar.g_01378
OG0000246	Prbe.g_00583	Prar.g_01382
OG0000247	Prbe.g_00573	Prar.g_01392
OG0000248	Prbe.g_00570	Prar.g_01394
OG0000249	Prbe.g_00568	Prar.g_01396
OG0000250	Prbe.g_00563	Prar.g_01401
OG0000251	Prbe.g_00543	Prar.g_01420
OG0000252	Prbe.g_00540	Prar.g_01424
OG0000253	Prbe.g_00539	Prar.g_01425
OG0000254	Prbe.g_00522	Prar.g_01441
OG0000255	Prbe.g_00516	Prar.g_01447
OG0000256	Prbe.g_00506	Prar.g_01457
OG0000257	Prbe.g_01490	Prar.g_01460
OG0000258	Prbe.g_01476	Prar.g_01473
OG0000259	Prbe.g_01459	Prar.g_01490
OG0000260	Prbe.g_01456	Prar.g_01493
OG0000261	Prbe.g_01453	Prar.g_01495
OG0000262	Prbe.g_01449	Prar.g_01499
OG0000263	Prbe.g_00455	Prar.g_01511
OG0000264	Prbe.g_00466	Prar.g_01521
OG0000265	Prbe.g_01214	Prar.g_01599
OG0000266	Prbe.g_01430	Prar.g_01609
OG0000267	Prbe.g_01418	Prar.g_01620
OG0000268	Prbe.g_01417	Prar.g_01621
OG0000269	Prbe.g_01217	Prar.g_01679
OG0000270	Prbe.g_01220	Prar.g_01682
OG0000271	Prbe.g_01228	Prar.g_01690
OG0000272	Prbe.g_01229	Prar.g_01691
OG0000273	Prbe.g_01253	Prar.g_01714
OG0000274	Prbe.g_01254	Prar.g_01715
OG0000275	Prbe.g_01257	Prar.g_01717
OG0000276	Prbe.g_01263	Prar.g_01722
OG0000277	Prbe.g_01264	Prar.g_01723
OG0000278	Prbe.g_01267	Prar.g_01726
OG0000279	Prbe.g_01274	Prar.g_01733
OG0000280	Prbe.g_01275	Prar.g_01734
OG0000281	Prbe.g_01282	Prar.g_01740
OG0000282	Prbe.g_00419	Prar.g_01778
OG0000283	Prbe.g_01326	Prar.g_01810
OG0000284	Prbe.g_01331	Prar.g_01815
OG0000285	Prbe.g_01336	Prar.g_01820
OG0000286	Prbe.g_01349	Prar.g_01832
OG0000287	Prbe.g_01615	Prar.g_01849
OG0000288	Prbe.g_01388	Prar.g_01877
OG0000289	Prbe.g_01404	Prar.g_01888
OG0000290	Prbe.g_01300	Prar.g_01901
OG0000291	Prbe.g_01298	Prar.g_01903
OG0000292	Prbe.g_01594	Prar.g_01953
OG0000293	Prbe.g_01559	Prar.g_01272
OG0000294	Prbe.g_01558	Prar.g_01271
OG0000295	Prbe.g_01535	Prar.g_01251
OG0000296	Prbe.g_01533	Prar.g_01249
OG0000297	Prbe.g_01524	Prar.g_01241
OG0000298	Prbe.g_01523	Prar.g_01240
OG0000299	Prbe.g_01504	Prar.g_01223
OG0000300	Prbe.g_01501	Prar.g_01220
OG0000301	Prbe.g_01500	Prar.g_01219
OG0000302	Prbe.g_01498	Prar.g_01217
OG0000303	Prbe.g_01492	Prar.g_01210
OG0000304	Prbe.g_00501	Prar.g_01206
OG0000305	Prbe.g_01592	Prar.g_00919
OG0000306	Prbe.g_01286	Prar.g_00916
OG0000307	Prbe.g_00364	Prar.g_00902
OG0000308	Prbe.g_00363	Prar.g_00901
OG0000309	Prbe.g_00359	Prar.g_00897
OG0000310	Prbe.g_00325	Prar.g_00354
OG0000311	Prbe.g_00323	Prar.g_00352
OG0000312	Prbe.g_00320	Prar.g_00349
OG0000313	Prbe.g_00307	Prar.g_00335
OG0000314	Prbe.g_00284	Prar.g_00820
OG0000315	Prbe.g_00274	Prar.g_00810
OG0000316	Prbe.g_00249	Prar.g_00790
OG0000317	Prbe.g_00988	Prar.g_01145
OG0000318	Prbe.g_00984	Prar.g_01142
OG0000319	Prbe.g_00971	Prar.g_01129
OG0000320	Prbe.g_00969	Prar.g_01127
OG0000321	Prbe.g_00968	Prar.g_01126
OG0000322	Prbe.g_00967	Prar.g_01125
OG0000323	Prbe.g_00958	Prar.g_01967
OG0000324	Prbe.g_00931	Prar.g_00609
OG0000325	Prbe.g_00920	Prar.g_01113
OG0000326	Prbe.g_01109	Prar.g_01107
OG0000327	Prbe.g_01088	Prar.g_01068
OG0000328	Prbe.g_01087	Prar.g_01067
OG0000329	Prbe.g_00860	Prar.g_01050
OG0000330	Prbe.g_00859	Prar.g_01049
OG0000331	Prbe.g_00858	Prar.g_01048
OG0000332	Prbe.g_00844	Prar.g_01034
OG0000333	Prbe.g_00842	Prar.g_01032
OG0000334	Prbe.g_00833	Prar.g_01024
OG0000335	Prbe.g_00828	Prar.g_01020
OG0000336	Prbe.g_00824	Prar.g_01016
OG0000337	Prbe.g_00806	Prar.g_00625
OG0000338	Prbe.g_00805	Prar.g_00626
OG0000339	Prbe.g_00799	Prar.g_00630
OG0000340	Prbe.g_00790	Prar.g_00638
OG0000341	Prbe.g_00788	Prar.g_00640
OG0000342	Prbe.g_00787	Prar.g_00641
OG0000343	Prbe.g_00786	Prar.g_00642
OG0000344	Prbe.g_00783	Prar.g_00645
OG0000345	Prbe.g_00777	Prar.g_00650
OG0000346	Prbe.g_00773	Prar.g_00654
OG0000347	Prbe.g_00746	Prar.g_00669
OG0000348	Prbe.g_00754	Prar.g_00678
OG0000349	Prbe.g_01149	Prar.g_00695
OG0000350	Prbe.g_00709	Prar.g_00072
OG0000351	Prbe.g_01189	Prar.g_00055
OG0000352	Prbe.g_01190	Prar.g_00054
OG0000353	Prbe.g_01064	Prar.g_00039
OG0000355	Prbe.g_01066	Prar.g_00037
OG0000356	Prbe.g_01067	Prar.g_00036
OG0000357	Prbe.g_01068	Prar.g_00035
OG0000358	Prbe.g_01072	Prar.g_00031
OG0000359	Prbe.g_01073	Prar.g_00030
OG0000360	Prbe.g_01074	Prar.g_00029
OG0000361	Prbe.g_01075	Prar.g_00028
OG0000362	Prbe.g_01077	Prar.g_00026
OG0000363	Prbe.g_00114	Prar.g_00024
OG0000364	Prbe.g_00115	Prar.g_00023
OG0000365	Prbe.g_00120	Prar.g_00018
OG0000366	Prbe.g_00121	Prar.g_00017
OG0000367	Prbe.g_00122	Prar.g_00016
OG0000368	Prbe.g_00124	Prar.g_00014
OG0000369	Prbe.g_00125	Prar.g_00013
OG0000370	Prbe.g_00126	Prar.g_00012
OG0000371	Prbe.g_00133	Prar.g_00006
OG0000372	Prbe.g_00136	Prar.g_00002
OG0000373	Prbe.g_00137	Prar.g_00001
OG0000374	Prbe.g_00138	Prar.g_00594
OG0000375	Prbe.g_00140	Prar.g_00580
OG0000376	Prbe.g_00142	Prar.g_00578
OG0000377	Prbe.g_00146	Prar.g_00574
OG0000378	Prbe.g_00150	Prar.g_00572
OG0000379	Prbe.g_00153	Prar.g_00569
OG0000380	Prbe.g_00170	Prar.g_00552
OG0000381	Prbe.g_00175	Prar.g_00548
OG0000382	Prbe.g_00185	Prar.g_00247
OG0000383	Prbe.g_00187	Prar.g_00245
OG0000384	Prbe.g_00188	Prar.g_00244
OG0000385	Prbe.g_00189	Prar.g_00243
OG0000386	Prbe.g_00190	Prar.g_00242
OG0000387	Prbe.g_01640	Prar.g_00229
OG0000388	Prbe.g_01644	Prar.g_00226
OG0000389	Prbe.g_01647	Prar.g_00222
OG0000390	Prbe.g_01657	Prar.g_00215
OG0000391	Prbe.g_01660	Prar.g_00212
OG0000392	Prbe.g_01664	Prar.g_00208
OG0000393	Prbe.g_01667	Prar.g_00206
OG0000394	Prbe.g_01668	Prar.g_00205
OG0000395	Prbe.g_01669	Prar.g_00204
OG0000396	Prbe.g_01671	Prar.g_00201
OG0000397	Prbe.g_01673	Prar.g_00199
OG0000398	Prbe.g_01676	Prar.g_00197
OG0000399	Prbe.g_01677	Prar.g_00196
OG0000400	Prbe.g_01678	Prar.g_00195
OG0000401	Prbe.g_01679	Prar.g_00194
OG0000402	Prbe.g_01412	Prar.g_00192
OG0000403	Prbe.g_01681	Prar.g_00191
OG0000404	Prbe.g_01682	Prar.g_00190
OG0000405	Prbe.g_01686	Prar.g_00186
OG0000406	Prbe.g_01694	Prar.g_00180
OG0000407	Prbe.g_01695	Prar.g_00179
OG0000408	Prbe.g_01697	Prar.g_00177
OG0000409	Prbe.g_01699	Prar.g_00175
OG0000410	Prbe.g_01700	Prar.g_00174
OG0000411	Prbe.g_01701	Prar.g_00173
OG0000412	Prbe.g_01702	Prar.g_00172
OG0000413	Prbe.g_01704	Prar.g_00171
OG0000414	Prbe.g_01705	Prar.g_01569, Prar.g_00170
OG0000415	Prbe.g_01706	Prar.g_00169
OG0000416	Prbe.g_01707	Prar.g_00168
OG0000417	Prbe.g_01708	Prar.g_00167
OG0000418	Prbe.g_01713	Prar.g_00162
OG0000419	Prbe.g_01715	Prar.g_00160
OG0000420	Prbe.g_01716	Prar.g_00159
OG0000421	Prbe.g_01721	Prar.g_00154
OG0000422	Prbe.g_01722	Prar.g_00153
OG0000423	Prbe.g_01723	Prar.g_00152
OG0000424	Prbe.g_01724	Prar.g_00151
OG0000425	Prbe.g_01725	Prar.g_00150
OG0000426	Prbe.g_01726	Prar.g_00149
OG0000427	Prbe.g_01727	Prar.g_00148
OG0000428	Prbe.g_01729	Prar.g_00146
OG0000429	Prbe.g_01730	Prar.g_00145
OG0000430	Prbe.g_01731	Prar.g_00144
OG0000431	Prbe.g_01733	Prar.g_00142
OG0000432	Prbe.g_01737	Prar.g_00139
OG0000433	Prbe.g_01738	Prar.g_00138
OG0000434	Prbe.g_01739	Prar.g_00137
OG0000435	Prbe.g_01740	Prar.g_00136
OG0000436	Prbe.g_01745	Prar.g_00131
OG0000437	Prbe.g_01746	Prar.g_00130
OG0000438	Prbe.g_01747	Prar.g_00129
OG0000439	Prbe.g_01749	Prar.g_00127
OG0000440	Prbe.g_01750	Prar.g_00126
OG0000441	Prbe.g_01753	Prar.g_00123
OG0000442	Prbe.g_01754	Prar.g_00122
OG0000443	Prbe.g_01755	Prar.g_00121
OG0000444	Prbe.g_01761	Prar.g_00116
OG0000445	Prbe.g_01762	Prar.g_00115
OG0000446	Prbe.g_01763	Prar.g_00114
OG0000447	Prbe.g_01764	Prar.g_00113
OG0000448	Prbe.g_01765	Prar.g_00112
OG0000449	Prbe.g_01766	Prar.g_00111
OG0000450	Prbe.g_01767	Prar.g_00110
OG0000451	Prbe.g_01768	Prar.g_00109
OG0000452	Prbe.g_01771	Prar.g_00106
OG0000453	Prbe.g_01772	Prar.g_00105
OG0000454	Prbe.g_01773	Prar.g_00104
OG0000455	Prbe.g_01774	Prar.g_00103
OG0000456	Prbe.g_01775	Prar.g_00102
OG0000457	Prbe.g_01777	Prar.g_00101
OG0000458	Prbe.g_01778	Prar.g_00100
OG0000459	Prbe.g_01779	Prar.g_00099
OG0000460	Prbe.g_01787	Prar.g_00092
OG0000461	Prbe.g_01795	Prar.g_00085
OG0000462	Prbe.g_01797	Prar.g_00083
OG0000463	Prbe.g_01798	Prar.g_00082
OG0000464	Prbe.g_01799	Prar.g_00081
OG0000465	Prbe.g_01800	Prar.g_00080
OG0000466	Prbe.g_01803	Prar.g_00077
OG0000467	Prbe.g_01804	Prar.g_00076
OG0000468	Prbe.g_01807	Prar.g_00334
OG0000469	Prbe.g_01815	Prar.g_00325
OG0000470	Prbe.g_01817	Prar.g_00323
OG0000471	Prbe.g_01818	Prar.g_00322
OG0000472	Prbe.g_01820	Prar.g_00321
OG0000473	Prbe.g_01822	Prar.g_00319
OG0000474	Prbe.g_01823	Prar.g_00318
OG0000475	Prbe.g_01824	Prar.g_00317
OG0000476	Prbe.g_01826	Prar.g_00316
OG0000477	Prbe.g_01829	Prar.g_00312
OG0000478	Prbe.g_01830	Prar.g_00311
OG0000479	Prbe.g_01831	Prar.g_00310
OG0000480	Prbe.g_01836	Prar.g_00305
OG0000481	Prbe.g_01839	Prar.g_00303
OG0000482	Prbe.g_01840	Prar.g_00302
OG0000483	Prbe.g_01843	Prar.g_00299
OG0000484	Prbe.g_01844	Prar.g_00298
OG0000485	Prbe.g_01846	Prar.g_00297
OG0000486	Prbe.g_01847	Prar.g_00296
OG0000487	Prbe.g_01850	Prar.g_00292
OG0000488	Prbe.g_01853	Prar.g_00289
OG0000489	Prbe.g_01858	Prar.g_00284
OG0000490	Prbe.g_01862	Prar.g_00279
OG0000491	Prbe.g_01863	Prar.g_00278
OG0000492	Prbe.g_01865	Prar.g_00276
OG0000493	Prbe.g_01866	Prar.g_00275
OG0000494	Prbe.g_01867	Prar.g_00274
OG0000495	Prbe.g_01868	Prar.g_00273
OG0000496	Prbe.g_01869	Prar.g_00272
OG0000497	Prbe.g_01870	Prar.g_00271
OG0000498	Prbe.g_01871	Prar.g_00270
OG0000499	Prbe.g_01872	Prar.g_00269
OG0000500	Prbe.g_01873	Prar.g_00268
OG0000501	Prbe.g_01874	Prar.g_00266
OG0000502	Prbe.g_01877	Prar.g_00263
OG0000503	Prbe.g_01892	Prar.g_00394
OG0000504	Prbe.g_01894	Prar.g_00395
OG0000505	Prbe.g_01895	Prar.g_00396
OG0000506	Prbe.g_01896	Prar.g_00398
OG0000507	Prbe.g_01899	Prar.g_00401
OG0000508	Prbe.g_01903	Prar.g_00405
OG0000509	Prbe.g_01905	Prar.g_00407
OG0000510	Prbe.g_01906	Prar.g_00408
OG0000511	Prbe.g_01907	Prar.g_00409
OG0000512	Prbe.g_01909	Prar.g_00411
OG0000513	Prbe.g_01918	Prar.g_00418
OG0000514	Prbe.g_01929	Prar.g_00479
OG0000515	Prbe.g_01930	Prar.g_00480
OG0000516	Prbe.g_01931	Prar.g_00481
OG0000517	Prbe.g_01933	Prar.g_00483
OG0000518	Prbe.g_01944	Prar.g_00494
OG0000519	Prbe.g_01945	Prar.g_00495
OG0000520	Prbe.g_01946	Prar.g_00496
OG0000521	Prbe.g_00676	Prar.g_00501
OG0000522	Prbe.g_00674	Prar.g_00503
OG0000523	Prbe.g_00673	Prar.g_00504
OG0000524	Prbe.g_00668	Prar.g_00510
OG0000525	Prbe.g_00664	Prar.g_00513
OG0000526	Prbe.g_00663	Prar.g_00514
OG0000527	Prbe.g_00660	Prar.g_00523
OG0000528	Prbe.g_00655	Prar.g_00528
OG0000529	Prbe.g_00652	Prar.g_00531
OG0000530	Prbe.g_00649	Prar.g_00534
OG0000531	Prbe.g_00648	Prar.g_00535
OG0000532	Prbe.g_00646	Prar.g_00537
OG0000533	Prbe.g_00645	Prar.g_00538
OG0000534	Prbe.g_00644	Prar.g_00539
OG0000535	Prbe.g_00643	Prar.g_00540
OG0000536	Prbe.g_00642	Prar.g_00541
OG0000537	Prbe.g_00641	Prar.g_00542
OG0000538	Prbe.g_00632	Prar.g_01331
OG0000539	Prbe.g_00631	Prar.g_01332
OG0000540	Prbe.g_00630	Prar.g_01333
OG0000541	Prbe.g_00629	Prar.g_01334
OG0000542	Prbe.g_00628	Prar.g_01336
OG0000543	Prbe.g_00626	Prar.g_01338
OG0000544	Prbe.g_00625	Prar.g_01339
OG0000545	Prbe.g_00623	Prar.g_01341
OG0000546	Prbe.g_00620	Prar.g_01344
OG0000547	Prbe.g_00618	Prar.g_01345
OG0000548	Prbe.g_00617	Prar.g_01346
OG0000549	Prbe.g_00615	Prar.g_01348
OG0000550	Prbe.g_00611	Prar.g_01353
OG0000551	Prbe.g_00608	Prar.g_01357
OG0000552	Prbe.g_00607	Prar.g_01358
OG0000553	Prbe.g_00606	Prar.g_01359
OG0000554	Prbe.g_00601	Prar.g_01364
OG0000555	Prbe.g_00593	Prar.g_01372
OG0000556	Prbe.g_00591	Prar.g_01374
OG0000557	Prbe.g_00590	Prar.g_01375
OG0000558	Prbe.g_00588	Prar.g_01377
OG0000559	Prbe.g_00584	Prar.g_01381
OG0000560	Prbe.g_00581	Prar.g_01384
OG0000561	Prbe.g_00580	Prar.g_01385
