Orthogroup	Pras	Prbg
OG0000041	Pras.g_01296	Prbg.g_01614, Prbg.g_01608
OG0000042	Pras.g_01606	Prbg.g_01151
OG0000043	Pras.g_01686	Prbg.g_01251
OG0000044	Pras.g_00056	Prbg.g_01486
OG0000045	Pras.g_00291	Prbg.g_00551
OG0000046	Pras.g_00543	Prbg.g_00716, Prbg.g_01642
OG0000047	Pras.g_00883, Pras.g_00743	Prbg.g_01847
OG0000048	Pras.g_00750	Prbg.g_01855
OG0000050	Pras.g_00873	Prbg.g_00842
OG0000051	Pras.g_01008	Prbg.g_00935
OG0000052	Pras.g_01223	Prbg.g_00388
OG0000053	Pras.g_01416	Prbg.g_00256
OG0000055	Pras.g_01723	Prbg.g_01182
OG0000057	Pras.g_01089	Prbg.g_01019
OG0000058	Pras.g_01353	Prbg.g_00194
OG0000059	Pras.g_01574	Prbg.g_01143
OG0000062	Pras.g_00023	Prbg.g_00749
OG0000063	Pras.g_00150	Prbg.g_01459
OG0000065	Pras.g_00209	Prbg.g_00477
OG0000066	Pras.g_00273, Pras.g_00271, Pras.g_00272	Prbg.g_00549
OG0000068	Pras.g_00687	Prbg.g_01785
OG0000069	Pras.g_00326	Prbg.g_00630
OG0000071	Pras.g_00853	Prbg.g_00778
OG0000072	Pras.g_01174	Prbg.g_00100
OG0000073	Pras.g_00327, Pras.g_01545	Prbg.g_01386
OG0000074	Pras.g_01567	Prbg.g_01133
OG0000075	Pras.g_01708	Prbg.g_01166
OG0000076	Pras.g_01934	Prbg.g_01234
OG0000077	Pras.g_00494	Prbg.g_01566
OG0000078	Pras.g_00294	Prbg.g_00552
OG0000079	Pras.g_00431	Prbg.g_00676
OG0000080	Pras.g_00477	Prbg.g_00414
OG0000081	Pras.g_00717	Prbg.g_01819
OG0000082	Pras.g_00131	Prbg.g_00419
OG0000083	Pras.g_00845	Prbg.g_00770
OG0000084	Pras.g_00848	Prbg.g_00773
OG0000085	Pras.g_00865	Prbg.g_00851
OG0000087	Pras.g_00902	Prbg.g_00822
OG0000088	Pras.g_00964	Prbg.g_00887
OG0000089	Pras.g_00972	Prbg.g_00896
OG0000090	Pras.g_00990	Prbg.g_00913
OG0000091	Pras.g_01020	Prbg.g_00947
OG0000092	Pras.g_01021	Prbg.g_00948
OG0000093	Pras.g_01035	Prbg.g_00962
OG0000094	Pras.g_01053	Prbg.g_00981
OG0000095	Pras.g_01059, Pras.g_01058	Prbg.g_00986
OG0000096	Pras.g_01103	Prbg.g_01034
OG0000097	Pras.g_01126	Prbg.g_00053
OG0000099	Pras.g_01145	Prbg.g_00074
OG0000100	Pras.g_01148	Prbg.g_00077
OG0000101	Pras.g_01210	Prbg.g_00139
OG0000102	Pras.g_01236	Prbg.g_00459
OG0000103	Pras.g_01354	Prbg.g_00195
OG0000104	Pras.g_01358	Prbg.g_00199
OG0000105	Pras.g_01377	Prbg.g_00219
OG0000106	Pras.g_01409	Prbg.g_00249
OG0000107	Pras.g_01410	Prbg.g_00250
OG0000108	Pras.g_01420	Prbg.g_00260
OG0000109	Pras.g_01429	Prbg.g_00270
OG0000110	Pras.g_01445	Prbg.g_00287
OG0000111	Pras.g_01527	Prbg.g_01405
OG0000112	Pras.g_01528	Prbg.g_01404
OG0000113	Pras.g_01628	Prbg.g_01354
OG0000114	Pras.g_01699	Prbg.g_01157
OG0000115	Pras.g_01859	Prbg.g_01287
OG0000116	Pras.g_01863	Prbg.g_01291
OG0000117	Pras.g_01931	Prbg.g_01237
OG0000118	Pras.g_01982	Prbg.g_01531
OG0000119	Pras.g_00026	Prbg.g_00752
OG0000120	Pras.g_00062	Prbg.g_01480
OG0000121	Pras.g_00081	Prbg.g_01457
OG0000122	Pras.g_00101	Prbg.g_01437
OG0000123	Pras.g_00114	Prbg.g_00352
OG0000124	Pras.g_00122	Prbg.g_00687
OG0000125	Pras.g_00221, Pras.g_00222	Prbg.g_00490
OG0000126	Pras.g_00250	Prbg.g_00529
OG0000127	Pras.g_00337	Prbg.g_00579
OG0000128	Pras.g_00351	Prbg.g_00592
OG0000129	Pras.g_00388	Prbg.g_00628
OG0000130	Pras.g_00548	Prbg.g_01647
OG0000131	Pras.g_00586	Prbg.g_01686
OG0000132	Pras.g_00589	Prbg.g_01689
OG0000133	Pras.g_00646	Prbg.g_01743
OG0000134	Pras.g_00682	Prbg.g_01779
OG0000135	Pras.g_00684	Prbg.g_01781
OG0000136	Pras.g_00728	Prbg.g_01831
OG0000137	Pras.g_00761	Prbg.g_01865
OG0000138	Pras.g_00797	Prbg.g_01900
OG0000139	Pras.g_00824	Prbg.g_01931
OG0000140	Pras.g_00843	Prbg.g_00768
OG0000141	Pras.g_00844	Prbg.g_00769
OG0000142	Pras.g_00846	Prbg.g_00771
OG0000143	Pras.g_00847	Prbg.g_00772
OG0000144	Pras.g_00849	Prbg.g_00774
OG0000145	Pras.g_00850	Prbg.g_00775
OG0000146	Pras.g_00851	Prbg.g_00776
OG0000147	Pras.g_00852	Prbg.g_00777
OG0000148	Pras.g_00854	Prbg.g_00779
OG0000149	Pras.g_00856	Prbg.g_00860
OG0000150	Pras.g_00857	Prbg.g_00859
OG0000151	Pras.g_00858	Prbg.g_00858
OG0000152	Pras.g_00859	Prbg.g_00857
OG0000153	Pras.g_00860	Prbg.g_00856
OG0000154	Pras.g_00861	Prbg.g_00855
OG0000155	Pras.g_00862	Prbg.g_00854
OG0000156	Pras.g_00863	Prbg.g_00853
OG0000157	Pras.g_00864	Prbg.g_00852
OG0000158	Pras.g_00866	Prbg.g_00850
OG0000159	Pras.g_00867	Prbg.g_00849
OG0000160	Pras.g_00868	Prbg.g_00848
OG0000161	Pras.g_00869	Prbg.g_00847
OG0000162	Pras.g_00870	Prbg.g_00846
OG0000163	Pras.g_00871	Prbg.g_00844
OG0000164	Pras.g_00874	Prbg.g_00841
OG0000165	Pras.g_00877	Prbg.g_00838
OG0000166	Pras.g_00878	Prbg.g_00837
OG0000167	Pras.g_00879	Prbg.g_00836
OG0000168	Pras.g_00893	Prbg.g_00834
OG0000169	Pras.g_00895	Prbg.g_00832
OG0000170	Pras.g_00896	Prbg.g_00830
OG0000171	Pras.g_00897	Prbg.g_00829
OG0000172	Pras.g_00898	Prbg.g_00828
OG0000173	Pras.g_00899	Prbg.g_00825
OG0000174	Pras.g_00900	Prbg.g_00824
OG0000175	Pras.g_00901	Prbg.g_00823
OG0000176	Pras.g_00903	Prbg.g_00821
OG0000177	Pras.g_00904	Prbg.g_00820
OG0000178	Pras.g_00905	Prbg.g_00818
OG0000179	Pras.g_00916	Prbg.g_00806
OG0000180	Pras.g_00917	Prbg.g_00805
OG0000181	Pras.g_00918	Prbg.g_00804
OG0000182	Pras.g_00921	Prbg.g_00800
OG0000183	Pras.g_00922	Prbg.g_00799
OG0000184	Pras.g_00924	Prbg.g_00796
OG0000185	Pras.g_00928	Prbg.g_00792
OG0000186	Pras.g_00929	Prbg.g_00791
OG0000187	Pras.g_00930	Prbg.g_00017
OG0000188	Pras.g_00931	Prbg.g_00790
OG0000189	Pras.g_00932	Prbg.g_00789
OG0000190	Pras.g_00933	Prbg.g_00788
OG0000191	Pras.g_00934	Prbg.g_00787
OG0000192	Pras.g_00935	Prbg.g_00786
OG0000193	Pras.g_00936	Prbg.g_00785
OG0000194	Pras.g_00937	Prbg.g_00784
OG0000195	Pras.g_00939	Prbg.g_00782
OG0000196	Pras.g_00940	Prbg.g_00781
OG0000197	Pras.g_00941	Prbg.g_00780
OG0000198	Pras.g_00942	Prbg.g_00861
OG0000199	Pras.g_00945	Prbg.g_00864
OG0000200	Pras.g_00946	Prbg.g_00865
OG0000201	Pras.g_00947	Prbg.g_00866
OG0000202	Pras.g_00948	Prbg.g_00868
OG0000203	Pras.g_00949	Prbg.g_00869
OG0000204	Pras.g_00950	Prbg.g_00870
OG0000205	Pras.g_00951	Prbg.g_00872
OG0000206	Pras.g_00952	Prbg.g_00873
OG0000207	Pras.g_00953	Prbg.g_00874
OG0000208	Pras.g_00954	Prbg.g_00875
OG0000209	Pras.g_00955	Prbg.g_00876
OG0000210	Pras.g_00957	Prbg.g_00877
OG0000211	Pras.g_00958	Prbg.g_00879
OG0000212	Pras.g_00959	Prbg.g_00880
OG0000213	Pras.g_00960	Prbg.g_00881
OG0000214	Pras.g_00962	Prbg.g_00885
OG0000215	Pras.g_00963	Prbg.g_00886
OG0000216	Pras.g_00965	Prbg.g_00888
OG0000217	Pras.g_00966	Prbg.g_00889
OG0000218	Pras.g_00967	Prbg.g_00890
OG0000219	Pras.g_00968	Prbg.g_00891
OG0000220	Pras.g_00971	Prbg.g_00894
OG0000221	Pras.g_00973	Prbg.g_00897
OG0000222	Pras.g_00974	Prbg.g_00898
OG0000223	Pras.g_00975	Prbg.g_00899
OG0000224	Pras.g_00978	Prbg.g_00901
OG0000225	Pras.g_00980	Prbg.g_00903
OG0000226	Pras.g_00981	Prbg.g_00905
OG0000227	Pras.g_00982	Prbg.g_00906
OG0000228	Pras.g_00983	Prbg.g_00907
OG0000229	Pras.g_00984	Prbg.g_00908
OG0000230	Pras.g_00985	Prbg.g_00909
OG0000231	Pras.g_00987	Prbg.g_01349
OG0000232	Pras.g_00988	Prbg.g_00911
OG0000233	Pras.g_00991	Prbg.g_00914
OG0000234	Pras.g_00993	Prbg.g_00916
OG0000235	Pras.g_00996	Prbg.g_00922
OG0000236	Pras.g_00997	Prbg.g_00923
OG0000237	Pras.g_00998	Prbg.g_00924
OG0000238	Pras.g_00999	Prbg.g_00925
OG0000239	Pras.g_01000	Prbg.g_00926
OG0000240	Pras.g_01002	Prbg.g_00928
OG0000241	Pras.g_01003	Prbg.g_00929
OG0000242	Pras.g_01004	Prbg.g_00930
OG0000243	Pras.g_01005	Prbg.g_00931
OG0000244	Pras.g_01006	Prbg.g_00932
OG0000245	Pras.g_01007	Prbg.g_00934
OG0000246	Pras.g_01009	Prbg.g_00936
OG0000247	Pras.g_01010	Prbg.g_00937
OG0000248	Pras.g_01011	Prbg.g_00938
OG0000249	Pras.g_01012	Prbg.g_00939
OG0000250	Pras.g_01013	Prbg.g_00940
OG0000251	Pras.g_01014	Prbg.g_00941
OG0000252	Pras.g_01015	Prbg.g_00942
OG0000253	Pras.g_01016	Prbg.g_00943
OG0000254	Pras.g_01018	Prbg.g_00945
OG0000255	Pras.g_01019	Prbg.g_00946
OG0000256	Pras.g_01022	Prbg.g_00949
OG0000257	Pras.g_01024	Prbg.g_00951
OG0000258	Pras.g_01025	Prbg.g_00952
OG0000259	Pras.g_01026	Prbg.g_00953
OG0000260	Pras.g_01027	Prbg.g_00954
OG0000261	Pras.g_01028	Prbg.g_00955
OG0000262	Pras.g_01029	Prbg.g_00956
OG0000263	Pras.g_01030	Prbg.g_00957
OG0000264	Pras.g_01032	Prbg.g_00959
OG0000265	Pras.g_01033	Prbg.g_00960
OG0000266	Pras.g_01034	Prbg.g_00961
OG0000267	Pras.g_01036	Prbg.g_00963
OG0000268	Pras.g_01037	Prbg.g_00965
OG0000269	Pras.g_01038	Prbg.g_00966
OG0000270	Pras.g_01039	Prbg.g_00967
OG0000271	Pras.g_01040	Prbg.g_00968
OG0000272	Pras.g_01041	Prbg.g_00969
OG0000273	Pras.g_01042	Prbg.g_00970
OG0000274	Pras.g_01043	Prbg.g_00971
OG0000275	Pras.g_01044	Prbg.g_00972
OG0000276	Pras.g_01045	Prbg.g_00973
OG0000277	Pras.g_01046	Prbg.g_00974
OG0000278	Pras.g_01047	Prbg.g_00975
OG0000279	Pras.g_01048	Prbg.g_00976
OG0000280	Pras.g_01049	Prbg.g_00977
OG0000281	Pras.g_01051	Prbg.g_00979
OG0000282	Pras.g_01052	Prbg.g_00980
OG0000283	Pras.g_01055	Prbg.g_00983
OG0000284	Pras.g_01056	Prbg.g_00984
OG0000285	Pras.g_01057	Prbg.g_00985
OG0000286	Pras.g_01060	Prbg.g_00987
OG0000287	Pras.g_01061	Prbg.g_00989
OG0000288	Pras.g_01062	Prbg.g_00990
OG0000289	Pras.g_01063	Prbg.g_00991
OG0000290	Pras.g_01064	Prbg.g_00992
OG0000291	Pras.g_01065	Prbg.g_00993
OG0000292	Pras.g_01066	Prbg.g_00994
OG0000293	Pras.g_01067	Prbg.g_00995
OG0000294	Pras.g_01068	Prbg.g_00996
OG0000295	Pras.g_01069	Prbg.g_00997
OG0000296	Pras.g_01070	Prbg.g_00998
OG0000297	Pras.g_01071	Prbg.g_00999
OG0000298	Pras.g_01072	Prbg.g_01000
OG0000299	Pras.g_01073	Prbg.g_01001
OG0000300	Pras.g_01074	Prbg.g_01002
OG0000301	Pras.g_01075	Prbg.g_01003
OG0000302	Pras.g_01076	Prbg.g_01004
OG0000303	Pras.g_01077	Prbg.g_01005
OG0000304	Pras.g_01078	Prbg.g_01007
OG0000305	Pras.g_01079	Prbg.g_01008
OG0000306	Pras.g_01080	Prbg.g_01009
OG0000307	Pras.g_01081	Prbg.g_01011
OG0000308	Pras.g_01082	Prbg.g_01012
OG0000309	Pras.g_01083	Prbg.g_01013
OG0000310	Pras.g_01084	Prbg.g_01014
OG0000311	Pras.g_01085	Prbg.g_01015
OG0000312	Pras.g_01087	Prbg.g_01017
OG0000313	Pras.g_01088	Prbg.g_01018
OG0000314	Pras.g_01091	Prbg.g_01022
OG0000315	Pras.g_01092	Prbg.g_01023
OG0000316	Pras.g_01094	Prbg.g_01025
OG0000317	Pras.g_01096	Prbg.g_01027
OG0000318	Pras.g_01097	Prbg.g_01028
OG0000319	Pras.g_01098	Prbg.g_01029
OG0000320	Pras.g_01099	Prbg.g_01030
OG0000321	Pras.g_01102	Prbg.g_01033
OG0000322	Pras.g_01105	Prbg.g_01037
OG0000323	Pras.g_01106	Prbg.g_01038
OG0000324	Pras.g_01109	Prbg.g_01041
OG0000325	Pras.g_01111	Prbg.g_01042
OG0000326	Pras.g_01112	Prbg.g_01043
OG0000327	Pras.g_01114	Prbg.g_01045
OG0000328	Pras.g_01115	Prbg.g_01046
OG0000329	Pras.g_01116	Prbg.g_00042
OG0000330	Pras.g_01117	Prbg.g_00043
OG0000331	Pras.g_01118	Prbg.g_00045
OG0000332	Pras.g_01119	Prbg.g_00046
OG0000333	Pras.g_01120	Prbg.g_00047
OG0000334	Pras.g_01121	Prbg.g_00048
OG0000335	Pras.g_01122	Prbg.g_00049
OG0000336	Pras.g_01123	Prbg.g_00051
OG0000337	Pras.g_01127	Prbg.g_00054
OG0000338	Pras.g_01128	Prbg.g_00055
OG0000339	Pras.g_01129	Prbg.g_00056
OG0000340	Pras.g_01130	Prbg.g_00057
OG0000341	Pras.g_01134	Prbg.g_00061
OG0000342	Pras.g_01135	Prbg.g_00062
OG0000343	Pras.g_01137	Prbg.g_00065
OG0000344	Pras.g_01138	Prbg.g_00066
OG0000345	Pras.g_01139	Prbg.g_00067
OG0000346	Pras.g_01140	Prbg.g_00068
OG0000347	Pras.g_01141	Prbg.g_00069
OG0000348	Pras.g_01142	Prbg.g_00071
OG0000349	Pras.g_01143	Prbg.g_00072
OG0000350	Pras.g_01144	Prbg.g_00073
OG0000351	Pras.g_01146	Prbg.g_00075
OG0000352	Pras.g_01149	Prbg.g_00078
OG0000353	Pras.g_01150	Prbg.g_00079
OG0000354	Pras.g_01151	Prbg.g_00080
OG0000355	Pras.g_01152	Prbg.g_00081
OG0000356	Pras.g_01153	Prbg.g_00082
OG0000357	Pras.g_01155	Prbg.g_00083
OG0000358	Pras.g_01156	Prbg.g_00084
OG0000359	Pras.g_01157	Prbg.g_00085
OG0000360	Pras.g_01160	Prbg.g_00087
OG0000361	Pras.g_01161	Prbg.g_00088
OG0000362	Pras.g_01162	Prbg.g_00089
OG0000363	Pras.g_01163	Prbg.g_00090
OG0000364	Pras.g_01164	Prbg.g_00091
OG0000365	Pras.g_01165	Prbg.g_00092
OG0000366	Pras.g_01166	Prbg.g_00093
OG0000367	Pras.g_01167	Prbg.g_00094
OG0000368	Pras.g_01168	Prbg.g_00095
OG0000369	Pras.g_01169	Prbg.g_00096
OG0000370	Pras.g_01170	Prbg.g_00097
OG0000371	Pras.g_01171	Prbg.g_00098
OG0000372	Pras.g_01173	Prbg.g_00099
OG0000373	Pras.g_01175	Prbg.g_00101
OG0000374	Pras.g_01176	Prbg.g_00102
OG0000375	Pras.g_01177	Prbg.g_00103
OG0000376	Pras.g_01179	Prbg.g_00104
OG0000377	Pras.g_01180	Prbg.g_00110
OG0000378	Pras.g_01181	Prbg.g_00111
OG0000379	Pras.g_01187	Prbg.g_00117
OG0000380	Pras.g_01188	Prbg.g_00119
OG0000381	Pras.g_01189	Prbg.g_00120
OG0000382	Pras.g_01191	Prbg.g_00121
OG0000383	Pras.g_01194	Prbg.g_00124
OG0000384	Pras.g_01195	Prbg.g_00125
OG0000385	Pras.g_01198	Prbg.g_00128
OG0000386	Pras.g_01199	Prbg.g_00129
OG0000387	Pras.g_01200	Prbg.g_00130
OG0000388	Pras.g_01201	Prbg.g_00131
OG0000389	Pras.g_01202	Prbg.g_00132
OG0000390	Pras.g_01203	Prbg.g_01941
OG0000391	Pras.g_01204	Prbg.g_01942
OG0000392	Pras.g_01205	Prbg.g_01943
OG0000393	Pras.g_01208	Prbg.g_00136
OG0000394	Pras.g_01209	Prbg.g_00137
OG0000395	Pras.g_01211	Prbg.g_00140
OG0000396	Pras.g_01212	Prbg.g_01214
OG0000397	Pras.g_01224	Prbg.g_01530
OG0000398	Pras.g_01232	Prbg.g_01602
OG0000399	Pras.g_01233	Prbg.g_01525
OG0000400	Pras.g_01239	Prbg.g_01714
OG0000401	Pras.g_01309	Prbg.g_00151
OG0000402	Pras.g_01310	Prbg.g_00152
OG0000403	Pras.g_01311	Prbg.g_00153
OG0000404	Pras.g_01313	Prbg.g_00155
OG0000405	Pras.g_01314	Prbg.g_00156
OG0000406	Pras.g_01316	Prbg.g_00158
OG0000407	Pras.g_01317	Prbg.g_00159
OG0000408	Pras.g_01318	Prbg.g_00160
OG0000409	Pras.g_01319	Prbg.g_00161
OG0000410	Pras.g_01320	Prbg.g_00162
OG0000411	Pras.g_01321	Prbg.g_00163
OG0000412	Pras.g_01322	Prbg.g_00164
OG0000413	Pras.g_01323	Prbg.g_00165
OG0000414	Pras.g_01324	Prbg.g_00166
OG0000415	Pras.g_01325	Prbg.g_00167
OG0000416	Pras.g_01326	Prbg.g_00168
OG0000417	Pras.g_01327	Prbg.g_00169
OG0000418	Pras.g_01328	Prbg.g_00170
OG0000419	Pras.g_01329	Prbg.g_00171
OG0000420	Pras.g_01330	Prbg.g_00172
OG0000421	Pras.g_01331	Prbg.g_00176
OG0000422	Pras.g_01332	Prbg.g_00178
OG0000423	Pras.g_01333	Prbg.g_00179
OG0000424	Pras.g_01335	Prbg.g_00180
OG0000425	Pras.g_01339	Prbg.g_00184
OG0000426	Pras.g_01340	Prbg.g_00185
OG0000427	Pras.g_01341	Prbg.g_00186
OG0000428	Pras.g_01342	Prbg.g_00188
OG0000429	Pras.g_01343	Prbg.g_00189
OG0000430	Pras.g_01349	Prbg.g_00190
OG0000431	Pras.g_01351	Prbg.g_00192
OG0000432	Pras.g_01352	Prbg.g_00193
OG0000433	Pras.g_01355	Prbg.g_00196
OG0000434	Pras.g_01356	Prbg.g_00197
OG0000435	Pras.g_01357	Prbg.g_00198
OG0000436	Pras.g_01359	Prbg.g_00200
OG0000437	Pras.g_01361	Prbg.g_00202
OG0000438	Pras.g_01362	Prbg.g_00203
OG0000439	Pras.g_01363	Prbg.g_00204
OG0000440	Pras.g_01365	Prbg.g_00206
OG0000441	Pras.g_01366	Prbg.g_00207
OG0000442	Pras.g_01367	Prbg.g_00208
OG0000443	Pras.g_01368	Prbg.g_00209
OG0000444	Pras.g_01369	Prbg.g_00210
OG0000445	Pras.g_01370	Prbg.g_00211
OG0000446	Pras.g_01371	Prbg.g_00212
OG0000447	Pras.g_01372	Prbg.g_00213
OG0000448	Pras.g_01373	Prbg.g_00214
OG0000449	Pras.g_01378	Prbg.g_00220
OG0000450	Pras.g_01379	Prbg.g_00221
OG0000451	Pras.g_01380	Prbg.g_00222
OG0000452	Pras.g_01381	Prbg.g_00223
OG0000453	Pras.g_01383	Prbg.g_00224
OG0000454	Pras.g_01384	Prbg.g_00225
OG0000455	Pras.g_01385	Prbg.g_00226
OG0000456	Pras.g_01386	Prbg.g_00227
OG0000457	Pras.g_01388	Prbg.g_00229
OG0000458	Pras.g_01390	Prbg.g_00231
OG0000459	Pras.g_01391	Prbg.g_00232
OG0000460	Pras.g_01393	Prbg.g_00234
OG0000461	Pras.g_01394	Prbg.g_00235
OG0000462	Pras.g_01395	Prbg.g_00236
OG0000463	Pras.g_01396	Prbg.g_00237
OG0000464	Pras.g_01401	Prbg.g_00241
OG0000465	Pras.g_01402	Prbg.g_00242
OG0000466	Pras.g_01403	Prbg.g_00243
OG0000467	Pras.g_01404	Prbg.g_00244
OG0000468	Pras.g_01405	Prbg.g_00245
OG0000469	Pras.g_01406	Prbg.g_00246
OG0000470	Pras.g_01407	Prbg.g_00247
OG0000471	Pras.g_01408	Prbg.g_00248
OG0000472	Pras.g_01411	Prbg.g_00251
OG0000473	Pras.g_01412	Prbg.g_00252
OG0000474	Pras.g_01413	Prbg.g_00253
OG0000475	Pras.g_01414	Prbg.g_00254
OG0000476	Pras.g_01415	Prbg.g_00255
OG0000477	Pras.g_01417	Prbg.g_00257
OG0000478	Pras.g_01418	Prbg.g_00258
OG0000479	Pras.g_01419	Prbg.g_00259
OG0000480	Pras.g_01421	Prbg.g_00261
OG0000481	Pras.g_01422	Prbg.g_00262
OG0000482	Pras.g_01423	Prbg.g_00264
OG0000483	Pras.g_01424	Prbg.g_00265
OG0000484	Pras.g_01425	Prbg.g_00266
OG0000485	Pras.g_01426	Prbg.g_00267
OG0000486	Pras.g_01427	Prbg.g_00268
OG0000487	Pras.g_01428	Prbg.g_00269
OG0000488	Pras.g_01430	Prbg.g_00271
OG0000489	Pras.g_01431	Prbg.g_00272
OG0000490	Pras.g_01432	Prbg.g_00273
OG0000491	Pras.g_01433	Prbg.g_00274
OG0000492	Pras.g_01434	Prbg.g_00275
OG0000493	Pras.g_01435	Prbg.g_00276
OG0000494	Pras.g_01437	Prbg.g_00277
OG0000495	Pras.g_01438	Prbg.g_00278
OG0000496	Pras.g_01439	Prbg.g_00280
OG0000497	Pras.g_01440	Prbg.g_00282
OG0000498	Pras.g_01441	Prbg.g_00283
OG0000499	Pras.g_01443	Prbg.g_00285
OG0000500	Pras.g_01444	Prbg.g_00286
OG0000501	Pras.g_01446	Prbg.g_00288
OG0000502	Pras.g_01447	Prbg.g_00289
OG0000503	Pras.g_01448	Prbg.g_00290
OG0000504	Pras.g_01449	Prbg.g_00291
OG0000505	Pras.g_01450	Prbg.g_00292
OG0000506	Pras.g_01451	Prbg.g_00293
OG0000507	Pras.g_01452	Prbg.g_00294
OG0000508	Pras.g_01454	Prbg.g_00296
OG0000509	Pras.g_01455	Prbg.g_00297
OG0000510	Pras.g_01456	Prbg.g_00298
OG0000511	Pras.g_01457	Prbg.g_00299
OG0000512	Pras.g_01459	Prbg.g_00300
OG0000513	Pras.g_01460	Prbg.g_00301
OG0000514	Pras.g_01461	Prbg.g_00302
OG0000515	Pras.g_01463	Prbg.g_00305
OG0000516	Pras.g_01464	Prbg.g_00306
OG0000517	Pras.g_01465	Prbg.g_00307
OG0000518	Pras.g_01467	Prbg.g_00310
OG0000519	Pras.g_01468	Prbg.g_00311
OG0000520	Pras.g_01469	Prbg.g_00312
OG0000521	Pras.g_01470	Prbg.g_00313
OG0000522	Pras.g_01471	Prbg.g_00314
OG0000523	Pras.g_01472	Prbg.g_00315
OG0000524	Pras.g_01473	Prbg.g_00316
OG0000525	Pras.g_01475	Prbg.g_00318
OG0000526	Pras.g_01476	Prbg.g_00319
OG0000527	Pras.g_01477	Prbg.g_00320
OG0000528	Pras.g_01478	Prbg.g_00321
OG0000529	Pras.g_01479	Prbg.g_00322
OG0000530	Pras.g_01480	Prbg.g_00323
OG0000531	Pras.g_01481	Prbg.g_00325
OG0000532	Pras.g_01482	Prbg.g_00326
OG0000533	Pras.g_01483	Prbg.g_00327
OG0000534	Pras.g_01484	Prbg.g_00328
OG0000535	Pras.g_01485	Prbg.g_00329
OG0000536	Pras.g_01486	Prbg.g_00330
OG0000537	Pras.g_01487	Prbg.g_00331
OG0000538	Pras.g_01488	Prbg.g_00332
OG0000539	Pras.g_01489	Prbg.g_00333
OG0000540	Pras.g_01490	Prbg.g_00334
OG0000541	Pras.g_01491	Prbg.g_00335
OG0000542	Pras.g_01492	Prbg.g_00336
OG0000543	Pras.g_01493	Prbg.g_00337
OG0000544	Pras.g_01494	Prbg.g_00338
OG0000545	Pras.g_01497	Prbg.g_00340
OG0000546	Pras.g_01498	Prbg.g_00341
OG0000547	Pras.g_01500	Prbg.g_00343
OG0000548	Pras.g_01501	Prbg.g_00345
OG0000549	Pras.g_01502	Prbg.g_00346
OG0000550	Pras.g_01503	Prbg.g_00347
OG0000551	Pras.g_01504	Prbg.g_00349
OG0000552	Pras.g_01505	Prbg.g_00350
OG0000553	Pras.g_01506	Prbg.g_01427
OG0000554	Pras.g_01507	Prbg.g_01426
OG0000555	Pras.g_01508	Prbg.g_01425
OG0000556	Pras.g_01509	Prbg.g_01424
OG0000557	Pras.g_01510	Prbg.g_01423
OG0000558	Pras.g_01511	Prbg.g_01422
OG0000559	Pras.g_01512	Prbg.g_01421
OG0000560	Pras.g_01514	Prbg.g_01419
OG0000561	Pras.g_01515	Prbg.g_01418
