Orthogroup	Pras	Prav
OG0000211	Pras.g_00958	Prav.g_00172
OG0000212	Pras.g_00959	Prav.g_00173
OG0000213	Pras.g_00960	Prav.g_00174
OG0000214	Pras.g_00962	Prav.g_00176
OG0000215	Pras.g_00963	Prav.g_00177
OG0000216	Pras.g_00965	Prav.g_00179
OG0000217	Pras.g_00966	Prav.g_00180
OG0000218	Pras.g_00967	Prav.g_00181
OG0000219	Pras.g_00968	Prav.g_00182
OG0000220	Pras.g_00971	Prav.g_00185
OG0000221	Pras.g_00973	Prav.g_00187
OG0000222	Pras.g_00974	Prav.g_00188
OG0000223	Pras.g_00975	Prav.g_00189
OG0000224	Pras.g_00978	Prav.g_00192
OG0000225	Pras.g_00980	Prav.g_00194
OG0000226	Pras.g_00981	Prav.g_00195
OG0000227	Pras.g_00982	Prav.g_00196
OG0000228	Pras.g_00983	Prav.g_00197
OG0000229	Pras.g_00984	Prav.g_00198
OG0000230	Pras.g_00985	Prav.g_00199
OG0000231	Pras.g_00987	Prav.g_00201
OG0000232	Pras.g_00988	Prav.g_00202
OG0000233	Pras.g_00991	Prav.g_00205
OG0000234	Pras.g_00993	Prav.g_00207
OG0000235	Pras.g_00996	Prav.g_00212
OG0000236	Pras.g_00997	Prav.g_00213
OG0000237	Pras.g_00998	Prav.g_00214
OG0000238	Pras.g_00999	Prav.g_00215
OG0000239	Pras.g_01000	Prav.g_00216
OG0000240	Pras.g_01002	Prav.g_00887
OG0000241	Pras.g_01003	Prav.g_00886
OG0000242	Pras.g_01004	Prav.g_00885
OG0000243	Pras.g_01005	Prav.g_00884
OG0000244	Pras.g_01006	Prav.g_00883
OG0000245	Pras.g_01007	Prav.g_00882
OG0000246	Pras.g_01009	Prav.g_00880
OG0000247	Pras.g_01010	Prav.g_00879
OG0000248	Pras.g_01011	Prav.g_00878
OG0000249	Pras.g_01012	Prav.g_00877
OG0000250	Pras.g_01013	Prav.g_00876
OG0000251	Pras.g_01014	Prav.g_00875
OG0000252	Pras.g_01015	Prav.g_00874
OG0000253	Pras.g_01016	Prav.g_00873
OG0000254	Pras.g_01018	Prav.g_00871
OG0000255	Pras.g_01019	Prav.g_00870
OG0000256	Pras.g_01022	Prav.g_00867
OG0000257	Pras.g_01024	Prav.g_00865
OG0000258	Pras.g_01025	Prav.g_00864
OG0000259	Pras.g_01026	Prav.g_00863
OG0000260	Pras.g_01027	Prav.g_00862
OG0000261	Pras.g_01028	Prav.g_00861
OG0000262	Pras.g_01029	Prav.g_00860
OG0000263	Pras.g_01030	Prav.g_00859
OG0000264	Pras.g_01032	Prav.g_00857
OG0000265	Pras.g_01033	Prav.g_00856
OG0000266	Pras.g_01034	Prav.g_00855
OG0000267	Pras.g_01036	Prav.g_00853
OG0000268	Pras.g_01037	Prav.g_00852
OG0000269	Pras.g_01038	Prav.g_00851
OG0000270	Pras.g_01039	Prav.g_00850
OG0000271	Pras.g_01040	Prav.g_00849
OG0000272	Pras.g_01041	Prav.g_00848
OG0000273	Pras.g_01042	Prav.g_00847
OG0000274	Pras.g_01043	Prav.g_00846
OG0000275	Pras.g_01044	Prav.g_00845
OG0000276	Pras.g_01045	Prav.g_00844
OG0000277	Pras.g_01046	Prav.g_00843
OG0000278	Pras.g_01047	Prav.g_00842
OG0000279	Pras.g_01048	Prav.g_00841
OG0000280	Pras.g_01049	Prav.g_00840
OG0000281	Pras.g_01051	Prav.g_00838
OG0000282	Pras.g_01052	Prav.g_00837
OG0000283	Pras.g_01055	Prav.g_00834
OG0000284	Pras.g_01056	Prav.g_00833
OG0000285	Pras.g_01057	Prav.g_00832
OG0000286	Pras.g_01060	Prav.g_00830
OG0000287	Pras.g_01061	Prav.g_00829
OG0000288	Pras.g_01062	Prav.g_00828
OG0000289	Pras.g_01063	Prav.g_00827
OG0000290	Pras.g_01064	Prav.g_00826
OG0000291	Pras.g_01065	Prav.g_00825
OG0000292	Pras.g_01066	Prav.g_00824
OG0000293	Pras.g_01067	Prav.g_00823
OG0000294	Pras.g_01068	Prav.g_00822
OG0000295	Pras.g_01069	Prav.g_00821
OG0000296	Pras.g_01070	Prav.g_00820
OG0000297	Pras.g_01071	Prav.g_00819
OG0000298	Pras.g_01072	Prav.g_00818
OG0000299	Pras.g_01073	Prav.g_00817
OG0000300	Pras.g_01074	Prav.g_00816
OG0000301	Pras.g_01075	Prav.g_00815
OG0000302	Pras.g_01076	Prav.g_00814
OG0000303	Pras.g_01077	Prav.g_00813
OG0000304	Pras.g_01078	Prav.g_00812
OG0000305	Pras.g_01079	Prav.g_00811
OG0000306	Pras.g_01080	Prav.g_00810
OG0000307	Pras.g_01081	Prav.g_00809
OG0000308	Pras.g_01082	Prav.g_00808
OG0000309	Pras.g_01083	Prav.g_00807
OG0000310	Pras.g_01084	Prav.g_00806
OG0000311	Pras.g_01085	Prav.g_00805
OG0000312	Pras.g_01087	Prav.g_00803
OG0000313	Pras.g_01088	Prav.g_00802
OG0000314	Pras.g_01091	Prav.g_00799
OG0000315	Pras.g_01092	Prav.g_00798
OG0000316	Pras.g_01094	Prav.g_01889
OG0000317	Pras.g_01096	Prav.g_01891
OG0000318	Pras.g_01097	Prav.g_01892
OG0000319	Pras.g_01098	Prav.g_01893
OG0000320	Pras.g_01099	Prav.g_01894
OG0000321	Pras.g_01102	Prav.g_01897
OG0000322	Pras.g_01105	Prav.g_01900
OG0000323	Pras.g_01106	Prav.g_01901
OG0000324	Pras.g_01109	Prav.g_01904
OG0000325	Pras.g_01111	Prav.g_01906
OG0000326	Pras.g_01112	Prav.g_01907
OG0000327	Pras.g_01114	Prav.g_01909
OG0000328	Pras.g_01115	Prav.g_01910
OG0000329	Pras.g_01116	Prav.g_01911
OG0000330	Pras.g_01117	Prav.g_01912
OG0000331	Pras.g_01118	Prav.g_01913
OG0000332	Pras.g_01119	Prav.g_01914
OG0000333	Pras.g_01120	Prav.g_01915
OG0000334	Pras.g_01121	Prav.g_01916
OG0000335	Pras.g_01122	Prav.g_01917
OG0000336	Pras.g_01123	Prav.g_01918
OG0000337	Pras.g_01127	Prav.g_01921
OG0000338	Pras.g_01128	Prav.g_01922
OG0000339	Pras.g_01129	Prav.g_01923
OG0000340	Pras.g_01130	Prav.g_01924
OG0000341	Pras.g_01134	Prav.g_01928
OG0000342	Pras.g_01135	Prav.g_01929
OG0000343	Pras.g_01137	Prav.g_01931
OG0000344	Pras.g_01138	Prav.g_01932
OG0000345	Pras.g_01139	Prav.g_01933
OG0000346	Pras.g_01140	Prav.g_01934
OG0000347	Pras.g_01141	Prav.g_01935
OG0000348	Pras.g_01142	Prav.g_01936
OG0000349	Pras.g_01143	Prav.g_01937
OG0000350	Pras.g_01144	Prav.g_01938
OG0000351	Pras.g_01146	Prav.g_01941
OG0000352	Pras.g_01149	Prav.g_01944
OG0000353	Pras.g_01150	Prav.g_01945
OG0000354	Pras.g_01151	Prav.g_01946
OG0000355	Pras.g_01152	Prav.g_01947
OG0000356	Pras.g_01153	Prav.g_01948
OG0000357	Pras.g_01155	Prav.g_01949
OG0000358	Pras.g_01156	Prav.g_01950
OG0000359	Pras.g_01157	Prav.g_01951
OG0000360	Pras.g_01160	Prav.g_01954
OG0000361	Pras.g_01161	Prav.g_01955
OG0000362	Pras.g_01162	Prav.g_01956
OG0000363	Pras.g_01163	Prav.g_01957
OG0000364	Pras.g_01164	Prav.g_01958
OG0000365	Pras.g_01165	Prav.g_01959
OG0000366	Pras.g_01166	Prav.g_01960
OG0000367	Pras.g_01167	Prav.g_01961
OG0000368	Pras.g_01168	Prav.g_01962
OG0000369	Pras.g_01169	Prav.g_01963
OG0000370	Pras.g_01170	Prav.g_01964
OG0000371	Pras.g_01171	Prav.g_01965
OG0000372	Pras.g_01173	Prav.g_01967
OG0000373	Pras.g_01175	Prav.g_01969
OG0000374	Pras.g_01176	Prav.g_01970
OG0000375	Pras.g_01177	Prav.g_01971
OG0000376	Pras.g_01179	Prav.g_01973
OG0000377	Pras.g_01180	Prav.g_01974
OG0000378	Pras.g_01181	Prav.g_01975
OG0000379	Pras.g_01187	Prav.g_01980
OG0000380	Pras.g_01188	Prav.g_01981
OG0000381	Pras.g_01189	Prav.g_01982
OG0000382	Pras.g_01191	Prav.g_01984
OG0000383	Pras.g_01194	Prav.g_01987
OG0000384	Pras.g_01195	Prav.g_01988
OG0000385	Pras.g_01198	Prav.g_01991
OG0000386	Pras.g_01199	Prav.g_01992
OG0000387	Pras.g_01200	Prav.g_01993
OG0000388	Pras.g_01201	Prav.g_01994
OG0000389	Pras.g_01202	Prav.g_01995
OG0000390	Pras.g_01203	Prav.g_01996
OG0000391	Pras.g_01204	Prav.g_01997
OG0000392	Pras.g_01205	Prav.g_01998
OG0000393	Pras.g_01208	Prav.g_00974
OG0000394	Pras.g_01209	Prav.g_00975
OG0000395	Pras.g_01211	Prav.g_00977
OG0000396	Pras.g_01212	Prav.g_00978
OG0000397	Pras.g_01224	Prav.g_00990
OG0000398	Pras.g_01232	Prav.g_00996
OG0000399	Pras.g_01233	Prav.g_00997
OG0000400	Pras.g_01239	Prav.g_01001
OG0000401	Pras.g_01309	Prav.g_01030
OG0000402	Pras.g_01310	Prav.g_01031
OG0000403	Pras.g_01311	Prav.g_01032
OG0000404	Pras.g_01313	Prav.g_01034
OG0000405	Pras.g_01314	Prav.g_01035
OG0000406	Pras.g_01316	Prav.g_01037
OG0000407	Pras.g_01317	Prav.g_01038
OG0000408	Pras.g_01318	Prav.g_01039
OG0000409	Pras.g_01319	Prav.g_01040
OG0000410	Pras.g_01320	Prav.g_01041
OG0000411	Pras.g_01321	Prav.g_01042
OG0000412	Pras.g_01322	Prav.g_01043
OG0000413	Pras.g_01323	Prav.g_01044
OG0000414	Pras.g_01324	Prav.g_01045
OG0000415	Pras.g_01325	Prav.g_01046
OG0000416	Pras.g_01326	Prav.g_01047
OG0000417	Pras.g_01327	Prav.g_01048
OG0000418	Pras.g_01328	Prav.g_01049
OG0000419	Pras.g_01329	Prav.g_01050
OG0000420	Pras.g_01330	Prav.g_01051
OG0000421	Pras.g_01331	Prav.g_01052
OG0000422	Pras.g_01332	Prav.g_01053
OG0000423	Pras.g_01333	Prav.g_01054
OG0000424	Pras.g_01335	Prav.g_01056
OG0000425	Pras.g_01339	Prav.g_01059
OG0000426	Pras.g_01340	Prav.g_01060
OG0000427	Pras.g_01341	Prav.g_01061
OG0000428	Pras.g_01342	Prav.g_01062
OG0000429	Pras.g_01343	Prav.g_01063
OG0000430	Pras.g_01349	Prav.g_01069
OG0000431	Pras.g_01351	Prav.g_01071
OG0000432	Pras.g_01352	Prav.g_01072
OG0000433	Pras.g_01355	Prav.g_01075
OG0000434	Pras.g_01356	Prav.g_01076
OG0000435	Pras.g_01357	Prav.g_01077
OG0000436	Pras.g_01359	Prav.g_01079
OG0000437	Pras.g_01361	Prav.g_01081
OG0000438	Pras.g_01362	Prav.g_01082
OG0000439	Pras.g_01363	Prav.g_01083
OG0000440	Pras.g_01365	Prav.g_01085
OG0000441	Pras.g_01366	Prav.g_01086
OG0000442	Pras.g_01367	Prav.g_01087
OG0000443	Pras.g_01368	Prav.g_01088
OG0000444	Pras.g_01369	Prav.g_01089
OG0000445	Pras.g_01370	Prav.g_01090
OG0000446	Pras.g_01371	Prav.g_01091
OG0000447	Pras.g_01372	Prav.g_01092
OG0000448	Pras.g_01373	Prav.g_01093
OG0000449	Pras.g_01378	Prav.g_01098
OG0000450	Pras.g_01379	Prav.g_01099
OG0000451	Pras.g_01380	Prav.g_01100
OG0000452	Pras.g_01381	Prav.g_01101
OG0000453	Pras.g_01383	Prav.g_01103
OG0000454	Pras.g_01384	Prav.g_01104
OG0000455	Pras.g_01385	Prav.g_01105
OG0000456	Pras.g_01386	Prav.g_01106
OG0000457	Pras.g_01388	Prav.g_01108
OG0000458	Pras.g_01390	Prav.g_01110
OG0000459	Pras.g_01391	Prav.g_01111
OG0000460	Pras.g_01393	Prav.g_01113
OG0000461	Pras.g_01394	Prav.g_01114
OG0000462	Pras.g_01395	Prav.g_01115
OG0000463	Pras.g_01396	Prav.g_01116
OG0000464	Pras.g_01401	Prav.g_01121
OG0000465	Pras.g_01402	Prav.g_01123
OG0000466	Pras.g_01403	Prav.g_01124
OG0000467	Pras.g_01404	Prav.g_01125
OG0000468	Pras.g_01405	Prav.g_01126
OG0000469	Pras.g_01406	Prav.g_01127
OG0000470	Pras.g_01407	Prav.g_01128
OG0000471	Pras.g_01408	Prav.g_01129
OG0000472	Pras.g_01411	Prav.g_01132
OG0000473	Pras.g_01412	Prav.g_01133
OG0000474	Pras.g_01413	Prav.g_01134
OG0000475	Pras.g_01414	Prav.g_01135
OG0000476	Pras.g_01415	Prav.g_01136
OG0000477	Pras.g_01417	Prav.g_01138
OG0000478	Pras.g_01418	Prav.g_01139
OG0000479	Pras.g_01419	Prav.g_01140
OG0000480	Pras.g_01421	Prav.g_01142
OG0000481	Pras.g_01422	Prav.g_01143
OG0000482	Pras.g_01423	Prav.g_01144
OG0000483	Pras.g_01424	Prav.g_01145
OG0000484	Pras.g_01425	Prav.g_01146
OG0000485	Pras.g_01426	Prav.g_01147
OG0000486	Pras.g_01427	Prav.g_01148
OG0000487	Pras.g_01428	Prav.g_01149
OG0000488	Pras.g_01430	Prav.g_01151
OG0000489	Pras.g_01431	Prav.g_01152
OG0000490	Pras.g_01432	Prav.g_01153
OG0000491	Pras.g_01433	Prav.g_01154
OG0000492	Pras.g_01434	Prav.g_01155
OG0000493	Pras.g_01435	Prav.g_01156
OG0000494	Pras.g_01437	Prav.g_01158
OG0000495	Pras.g_01438	Prav.g_01159
OG0000496	Pras.g_01439	Prav.g_01160
OG0000497	Pras.g_01440	Prav.g_01161
OG0000498	Pras.g_01441	Prav.g_01162
OG0000499	Pras.g_01443	Prav.g_01164
OG0000500	Pras.g_01444	Prav.g_01165
OG0000501	Pras.g_01446	Prav.g_01167
OG0000502	Pras.g_01447	Prav.g_01168
OG0000503	Pras.g_01448	Prav.g_01169
OG0000504	Pras.g_01449	Prav.g_01170
OG0000505	Pras.g_01450	Prav.g_01171
OG0000506	Pras.g_01451	Prav.g_01172
OG0000507	Pras.g_01452	Prav.g_01173
OG0000508	Pras.g_01454	Prav.g_01175
OG0000509	Pras.g_01455	Prav.g_01176
OG0000510	Pras.g_01456	Prav.g_01177
OG0000511	Pras.g_01457	Prav.g_01178
OG0000512	Pras.g_01459	Prav.g_01179
OG0000513	Pras.g_01460	Prav.g_01180
OG0000514	Pras.g_01461	Prav.g_01181
OG0000515	Pras.g_01463	Prav.g_01183
OG0000516	Pras.g_01464	Prav.g_01184
OG0000517	Pras.g_01465	Prav.g_01185
OG0000518	Pras.g_01467	Prav.g_01187
OG0000519	Pras.g_01468	Prav.g_01188
OG0000520	Pras.g_01469	Prav.g_01189
OG0000521	Pras.g_01470	Prav.g_01190
OG0000522	Pras.g_01471	Prav.g_01191
OG0000523	Pras.g_01472	Prav.g_01192
OG0000524	Pras.g_01473	Prav.g_01193
OG0000525	Pras.g_01475	Prav.g_01195
OG0000526	Pras.g_01476	Prav.g_01196
OG0000527	Pras.g_01477	Prav.g_01197
OG0000528	Pras.g_01478	Prav.g_01198
OG0000529	Pras.g_01479	Prav.g_01199
OG0000530	Pras.g_01480	Prav.g_01200
OG0000531	Pras.g_01481	Prav.g_01201
OG0000532	Pras.g_01482	Prav.g_01202
OG0000533	Pras.g_01483	Prav.g_01203
OG0000534	Pras.g_01484	Prav.g_01204
OG0000535	Pras.g_01485	Prav.g_01205
OG0000536	Pras.g_01486	Prav.g_01206
OG0000537	Pras.g_01487	Prav.g_01207
OG0000538	Pras.g_01488	Prav.g_01208
OG0000539	Pras.g_01489	Prav.g_01209
OG0000540	Pras.g_01490	Prav.g_01210
OG0000541	Pras.g_01491	Prav.g_01211
OG0000542	Pras.g_01492	Prav.g_01212
OG0000543	Pras.g_01493	Prav.g_01213
OG0000544	Pras.g_01494	Prav.g_01214
OG0000545	Pras.g_01497	Prav.g_01219
OG0000546	Pras.g_01498	Prav.g_01220
OG0000547	Pras.g_01500	Prav.g_01222
OG0000548	Pras.g_01501	Prav.g_01223
OG0000549	Pras.g_01502	Prav.g_01224
OG0000550	Pras.g_01503	Prav.g_01225
OG0000551	Pras.g_01504	Prav.g_01226
OG0000552	Pras.g_01505	Prav.g_01227
OG0000553	Pras.g_01506	Prav.g_01228
OG0000554	Pras.g_01507	Prav.g_01229
OG0000555	Pras.g_01508	Prav.g_01230
OG0000556	Pras.g_01509	Prav.g_01231
OG0000557	Pras.g_01510	Prav.g_01232
OG0000558	Pras.g_01511	Prav.g_01233
OG0000559	Pras.g_01512	Prav.g_01234
OG0000560	Pras.g_01514	Prav.g_01236
OG0000561	Pras.g_01515	Prav.g_01237
OG0000562	Pras.g_01516	Prav.g_01238
OG0000563	Pras.g_01517	Prav.g_01239
OG0000564	Pras.g_01518	Prav.g_01240
OG0000565	Pras.g_01519	Prav.g_01241
OG0000566	Pras.g_01520	Prav.g_01242
OG0000567	Pras.g_01521	Prav.g_01243
OG0000568	Pras.g_01522	Prav.g_01244
OG0000569	Pras.g_01523	Prav.g_01245
OG0000570	Pras.g_01524	Prav.g_01246
