Orthogroup	Pras	Prbj
OG0000120	Pras.g_00062	Prbj.g_00843
OG0000121	Pras.g_00081	Prbj.g_00003
OG0000122	Pras.g_00101	Prbj.g_02156
OG0000123	Pras.g_00114	Prbj.g_00020
OG0000124	Pras.g_00122	Prbj.g_01848
OG0000125	Pras.g_00221, Pras.g_00222	Prbj.g_01742
OG0000126	Pras.g_00250	Prbj.g_01639
OG0000127	Pras.g_00337	Prbj.g_01040
OG0000128	Pras.g_00351	Prbj.g_01057
OG0000129	Pras.g_00388	Prbj.g_00656
OG0000130	Pras.g_00548	Prbj.g_00863
OG0000131	Pras.g_00586	Prbj.g_00461
OG0000132	Pras.g_00589	Prbj.g_00458
OG0000133	Pras.g_00646	Prbj.g_01024
OG0000134	Pras.g_00682	Prbj.g_00987
OG0000135	Pras.g_00684	Prbj.g_00985
OG0000136	Pras.g_00728	Prbj.g_01516
OG0000137	Pras.g_00761	Prbj.g_01280
OG0000138	Pras.g_00797	Prbj.g_01963
OG0000139	Pras.g_00824	Prbj.g_02047
OG0000140	Pras.g_00843	Prbj.g_02074
OG0000141	Pras.g_00844	Prbj.g_02075
OG0000142	Pras.g_00846	Prbj.g_02077
OG0000143	Pras.g_00847	Prbj.g_02078
OG0000144	Pras.g_00849	Prbj.g_02080
OG0000145	Pras.g_00850	Prbj.g_02082
OG0000146	Pras.g_00851	Prbj.g_02083
OG0000147	Pras.g_00852	Prbj.g_02084
OG0000148	Pras.g_00854	Prbj.g_02086
OG0000149	Pras.g_00856	Prbj.g_01182
OG0000150	Pras.g_00857	Prbj.g_01183
OG0000151	Pras.g_00858	Prbj.g_01188
OG0000152	Pras.g_00859	Prbj.g_01189
OG0000153	Pras.g_00860	Prbj.g_01190
OG0000154	Pras.g_00861	Prbj.g_01191
OG0000155	Pras.g_00862	Prbj.g_01192
OG0000156	Pras.g_00863	Prbj.g_01193
OG0000157	Pras.g_00864	Prbj.g_01194
OG0000158	Pras.g_00866	Prbj.g_01196
OG0000159	Pras.g_00867	Prbj.g_01197
OG0000160	Pras.g_00868	Prbj.g_01198
OG0000161	Pras.g_00869	Prbj.g_01199
OG0000162	Pras.g_00870	Prbj.g_01200
OG0000163	Pras.g_00871	Prbj.g_01202
OG0000164	Pras.g_00874	Prbj.g_01207
OG0000165	Pras.g_00877	Prbj.g_01212
OG0000166	Pras.g_00878	Prbj.g_01213
OG0000167	Pras.g_00879	Prbj.g_01214
OG0000168	Pras.g_00893	Prbj.g_01215
OG0000169	Pras.g_00895	Prbj.g_01217
OG0000170	Pras.g_00896	Prbj.g_01953
OG0000171	Pras.g_00897	Prbj.g_01951
OG0000172	Pras.g_00898	Prbj.g_01950
OG0000173	Pras.g_00899	Prbj.g_01943
OG0000174	Pras.g_00900	Prbj.g_01936
OG0000175	Pras.g_00901	Prbj.g_01928
OG0000176	Pras.g_00903	Prbj.g_01920
OG0000177	Pras.g_00904	Prbj.g_01919
OG0000178	Pras.g_00905	Prbj.g_01918
OG0000179	Pras.g_00916	Prbj.g_00558
OG0000180	Pras.g_00917	Prbj.g_00560
OG0000181	Pras.g_00918	Prbj.g_00561
OG0000182	Pras.g_00921	Prbj.g_00564
OG0000183	Pras.g_00922	Prbj.g_00565
OG0000184	Pras.g_00924	Prbj.g_00569
OG0000185	Pras.g_00928	Prbj.g_00575
OG0000186	Pras.g_00929	Prbj.g_00576
OG0000187	Pras.g_00930	Prbj.g_00047
OG0000188	Pras.g_00931	Prbj.g_00577
OG0000189	Pras.g_00932	Prbj.g_00580
OG0000190	Pras.g_00933	Prbj.g_00581
OG0000191	Pras.g_00934	Prbj.g_00582
OG0000192	Pras.g_00935	Prbj.g_00583
OG0000193	Pras.g_00936	Prbj.g_00584
OG0000194	Pras.g_00937	Prbj.g_00585
OG0000195	Pras.g_00939	Prbj.g_00589
OG0000196	Pras.g_00940	Prbj.g_00590
OG0000197	Pras.g_00941	Prbj.g_00596
OG0000198	Pras.g_00942	Prbj.g_00600
OG0000199	Pras.g_00945	Prbj.g_00605
OG0000200	Pras.g_00946	Prbj.g_00606
OG0000201	Pras.g_00947	Prbj.g_00607
OG0000202	Pras.g_00948	Prbj.g_00609
OG0000203	Pras.g_00949	Prbj.g_00610
OG0000204	Pras.g_00950	Prbj.g_00611
OG0000205	Pras.g_00951	Prbj.g_00613
OG0000206	Pras.g_00952	Prbj.g_00614
OG0000207	Pras.g_00953	Prbj.g_00615
OG0000208	Pras.g_00954	Prbj.g_00616
OG0000209	Pras.g_00955	Prbj.g_00617
OG0000210	Pras.g_00957	Prbj.g_00619
OG0000211	Pras.g_00958	Prbj.g_00620
OG0000212	Pras.g_00959	Prbj.g_00621
OG0000213	Pras.g_00960	Prbj.g_00624
OG0000214	Pras.g_00962	Prbj.g_00630
OG0000215	Pras.g_00963	Prbj.g_01550
OG0000216	Pras.g_00965	Prbj.g_01552
OG0000217	Pras.g_00966	Prbj.g_01554
OG0000218	Pras.g_00967	Prbj.g_01556
OG0000219	Pras.g_00968	Prbj.g_01557
OG0000220	Pras.g_00971	Prbj.g_01562
OG0000221	Pras.g_00973	Prbj.g_01567
OG0000222	Pras.g_00974	Prbj.g_01568
OG0000223	Pras.g_00975	Prbj.g_01569
OG0000224	Pras.g_00978	Prbj.g_01530
OG0000225	Pras.g_00980	Prbj.g_01532
OG0000226	Pras.g_00981	Prbj.g_01535
OG0000227	Pras.g_00982	Prbj.g_01537
OG0000228	Pras.g_00983	Prbj.g_01538
OG0000229	Pras.g_00984	Prbj.g_01539
OG0000230	Pras.g_00985	Prbj.g_01540
OG0000231	Pras.g_00987	Prbj.g_01542
OG0000232	Pras.g_00988	Prbj.g_01543
OG0000233	Pras.g_00991	Prbj.g_01548
OG0000234	Pras.g_00993	Prbj.g_00545
OG0000235	Pras.g_00996	Prbj.g_00543
OG0000236	Pras.g_00997	Prbj.g_00542
OG0000237	Pras.g_00998	Prbj.g_00541
OG0000238	Pras.g_00999	Prbj.g_00540
OG0000239	Pras.g_01000	Prbj.g_00539
OG0000240	Pras.g_01002	Prbj.g_00537
OG0000241	Pras.g_01003	Prbj.g_00536
OG0000242	Pras.g_01004	Prbj.g_00535
OG0000243	Pras.g_01005	Prbj.g_00534
OG0000244	Pras.g_01006	Prbj.g_00533
OG0000245	Pras.g_01007	Prbj.g_00531
OG0000246	Pras.g_01009	Prbj.g_00529
OG0000247	Pras.g_01010	Prbj.g_00528
OG0000248	Pras.g_01011	Prbj.g_00527
OG0000249	Pras.g_01012	Prbj.g_00526
OG0000250	Pras.g_01013	Prbj.g_00525
OG0000251	Pras.g_01014	Prbj.g_00524
OG0000252	Pras.g_01015	Prbj.g_00523
OG0000253	Pras.g_01016	Prbj.g_00522
OG0000254	Pras.g_01018	Prbj.g_00520
OG0000255	Pras.g_01019	Prbj.g_00519
OG0000256	Pras.g_01022	Prbj.g_00516
OG0000257	Pras.g_01024	Prbj.g_00515
OG0000258	Pras.g_01025	Prbj.g_00514
OG0000259	Pras.g_01026	Prbj.g_00513
OG0000260	Pras.g_01027	Prbj.g_00512
OG0000261	Pras.g_01028	Prbj.g_00511
OG0000262	Pras.g_01029	Prbj.g_00510
OG0000263	Pras.g_01030	Prbj.g_00509
OG0000264	Pras.g_01032	Prbj.g_02369
OG0000265	Pras.g_01033	Prbj.g_01135
OG0000266	Pras.g_01034	Prbj.g_01137
OG0000267	Pras.g_01036	Prbj.g_01141
OG0000268	Pras.g_01037	Prbj.g_01143
OG0000269	Pras.g_01038	Prbj.g_01146
OG0000270	Pras.g_01039	Prbj.g_01148
OG0000271	Pras.g_01040	Prbj.g_01151
OG0000272	Pras.g_01041	Prbj.g_01152
OG0000273	Pras.g_01042	Prbj.g_01155
OG0000274	Pras.g_01043	Prbj.g_01157
OG0000275	Pras.g_01044	Prbj.g_01158
OG0000276	Pras.g_01045	Prbj.g_01159
OG0000277	Pras.g_01046	Prbj.g_01160
OG0000278	Pras.g_01047	Prbj.g_01161
OG0000279	Pras.g_01048	Prbj.g_01162
OG0000280	Pras.g_01049	Prbj.g_01163
OG0000281	Pras.g_01051	Prbj.g_01165
OG0000282	Pras.g_01052	Prbj.g_01166
OG0000283	Pras.g_01055	Prbj.g_01173
OG0000284	Pras.g_01056	Prbj.g_01174
OG0000285	Pras.g_01057	Prbj.g_00289
OG0000286	Pras.g_01060	Prbj.g_00287
OG0000287	Pras.g_01061	Prbj.g_00234
OG0000288	Pras.g_01062	Prbj.g_00235
OG0000289	Pras.g_01063	Prbj.g_00237
OG0000290	Pras.g_01064	Prbj.g_00238
OG0000291	Pras.g_01065	Prbj.g_00240
OG0000292	Pras.g_01066	Prbj.g_00250
OG0000293	Pras.g_01067	Prbj.g_00251
OG0000294	Pras.g_01068	Prbj.g_00252
OG0000295	Pras.g_01069	Prbj.g_00258
OG0000296	Pras.g_01070	Prbj.g_00259
OG0000297	Pras.g_01071	Prbj.g_00262
OG0000298	Pras.g_01072	Prbj.g_00263
OG0000299	Pras.g_01073	Prbj.g_00264
OG0000300	Pras.g_01074	Prbj.g_00265
OG0000301	Pras.g_01075	Prbj.g_00266
OG0000302	Pras.g_01076	Prbj.g_00267
OG0000303	Pras.g_01077	Prbj.g_00268
OG0000304	Pras.g_01078	Prbj.g_00270
OG0000305	Pras.g_01079	Prbj.g_00271
OG0000306	Pras.g_01080	Prbj.g_00272
OG0000307	Pras.g_01081	Prbj.g_00181
OG0000308	Pras.g_01082	Prbj.g_01775
OG0000309	Pras.g_01083	Prbj.g_01776
OG0000310	Pras.g_01084	Prbj.g_01777
OG0000311	Pras.g_01085	Prbj.g_00177
OG0000312	Pras.g_01087	Prbj.g_00176
OG0000313	Pras.g_01088	Prbj.g_02608
OG0000314	Pras.g_01091	Prbj.g_02614
OG0000315	Pras.g_01092	Prbj.g_02615
OG0000316	Pras.g_01094	Prbj.g_02661
OG0000317	Pras.g_01096	Prbj.g_01341
OG0000318	Pras.g_01097	Prbj.g_01342
OG0000319	Pras.g_01098	Prbj.g_01343
OG0000320	Pras.g_01099	Prbj.g_01345
OG0000321	Pras.g_01102	Prbj.g_01350
OG0000322	Pras.g_01105	Prbj.g_01359
OG0000323	Pras.g_01106	Prbj.g_01360
OG0000324	Pras.g_01109	Prbj.g_01362
OG0000325	Pras.g_01111	Prbj.g_01364
OG0000326	Pras.g_01112	Prbj.g_01366
OG0000327	Pras.g_01114	Prbj.g_01372
OG0000328	Pras.g_01115	Prbj.g_00180
OG0000329	Pras.g_01116	Prbj.g_01385
OG0000330	Pras.g_01117	Prbj.g_01386
OG0000331	Pras.g_01118	Prbj.g_01388
OG0000332	Pras.g_01119	Prbj.g_01389
OG0000333	Pras.g_01120	Prbj.g_01390
OG0000334	Pras.g_01121	Prbj.g_01391
OG0000335	Pras.g_01122	Prbj.g_01392
OG0000336	Pras.g_01123	Prbj.g_01394
OG0000337	Pras.g_01127	Prbj.g_01399
OG0000338	Pras.g_01128	Prbj.g_01400
OG0000339	Pras.g_01129	Prbj.g_01401
OG0000340	Pras.g_01130	Prbj.g_01403
OG0000341	Pras.g_01134	Prbj.g_01408
OG0000342	Pras.g_01135	Prbj.g_01409
OG0000343	Pras.g_01137	Prbj.g_01411
OG0000344	Pras.g_01138	Prbj.g_01413
OG0000345	Pras.g_01139	Prbj.g_01414
OG0000346	Pras.g_01140	Prbj.g_01415
OG0000347	Pras.g_01141	Prbj.g_01416
OG0000348	Pras.g_01142	Prbj.g_01417
OG0000349	Pras.g_01143	Prbj.g_01418
OG0000350	Pras.g_01144	Prbj.g_01419
OG0000351	Pras.g_01146	Prbj.g_01423
OG0000352	Pras.g_01149	Prbj.g_01427
OG0000353	Pras.g_01150	Prbj.g_01430
OG0000354	Pras.g_01151	Prbj.g_01431
OG0000355	Pras.g_01152	Prbj.g_01432
OG0000356	Pras.g_01153	Prbj.g_01437
OG0000357	Pras.g_01155	Prbj.g_01438
OG0000358	Pras.g_01156	Prbj.g_01439
OG0000359	Pras.g_01157	Prbj.g_01441
OG0000360	Pras.g_01160	Prbj.g_01444
OG0000361	Pras.g_01161	Prbj.g_01445
OG0000362	Pras.g_01162	Prbj.g_01446
OG0000363	Pras.g_01163	Prbj.g_01448
OG0000364	Pras.g_01164	Prbj.g_01449
OG0000365	Pras.g_01165	Prbj.g_01450
OG0000366	Pras.g_01166	Prbj.g_01451
OG0000367	Pras.g_01167	Prbj.g_01452
OG0000368	Pras.g_01168	Prbj.g_01453
OG0000369	Pras.g_01169	Prbj.g_01454
OG0000370	Pras.g_01170	Prbj.g_01455
OG0000371	Pras.g_01171	Prbj.g_01456
OG0000372	Pras.g_01173	Prbj.g_01459
OG0000373	Pras.g_01175	Prbj.g_01469
OG0000374	Pras.g_01176	Prbj.g_01471
OG0000375	Pras.g_01177	Prbj.g_01480
OG0000376	Pras.g_01179	Prbj.g_00359
OG0000377	Pras.g_01180	Prbj.g_00352
OG0000378	Pras.g_01181	Prbj.g_00351
OG0000379	Pras.g_01187	Prbj.g_00341
OG0000380	Pras.g_01188	Prbj.g_00339
OG0000381	Pras.g_01189	Prbj.g_00338
OG0000382	Pras.g_01191	Prbj.g_00336
OG0000383	Pras.g_01194	Prbj.g_00331
OG0000384	Pras.g_01195	Prbj.g_00330
OG0000385	Pras.g_01198	Prbj.g_00324
OG0000386	Pras.g_01199	Prbj.g_00323
OG0000387	Pras.g_01200	Prbj.g_00322
OG0000388	Pras.g_01201	Prbj.g_00321
OG0000389	Pras.g_01202	Prbj.g_00320
OG0000390	Pras.g_01203	Prbj.g_00319
OG0000391	Pras.g_01204	Prbj.g_00318
OG0000392	Pras.g_01205	Prbj.g_00317
OG0000393	Pras.g_01208	Prbj.g_00063
OG0000394	Pras.g_01209	Prbj.g_00064
OG0000395	Pras.g_01211	Prbj.g_00068
OG0000396	Pras.g_01212	Prbj.g_02500
OG0000397	Pras.g_01224	Prbj.g_00563
OG0000398	Pras.g_01232	Prbj.g_00874
OG0000399	Pras.g_01233	Prbj.g_00689
OG0000400	Pras.g_01239	Prbj.g_02659
OG0000401	Pras.g_01309	Prbj.g_00076
OG0000402	Pras.g_01310	Prbj.g_00077
OG0000403	Pras.g_01311	Prbj.g_00089
OG0000404	Pras.g_01313	Prbj.g_00099
OG0000405	Pras.g_01314	Prbj.g_00100
OG0000406	Pras.g_01316	Prbj.g_00102
OG0000407	Pras.g_01317	Prbj.g_00103
OG0000408	Pras.g_01318	Prbj.g_00104
OG0000409	Pras.g_01319	Prbj.g_00105
OG0000410	Pras.g_01320	Prbj.g_00107
OG0000411	Pras.g_01321	Prbj.g_00108
OG0000412	Pras.g_01322	Prbj.g_00109
OG0000413	Pras.g_01323	Prbj.g_00110
OG0000414	Pras.g_01324	Prbj.g_00111
OG0000415	Pras.g_01325	Prbj.g_00112
OG0000416	Pras.g_01326	Prbj.g_00113
OG0000417	Pras.g_01327	Prbj.g_00117
OG0000418	Pras.g_01328	Prbj.g_00118
OG0000419	Pras.g_01329	Prbj.g_00119
OG0000420	Pras.g_01330	Prbj.g_00120
OG0000421	Pras.g_01331	Prbj.g_01894
OG0000422	Pras.g_01332	Prbj.g_01892
OG0000423	Pras.g_01333	Prbj.g_01891
OG0000424	Pras.g_01335	Prbj.g_01888
OG0000425	Pras.g_01339	Prbj.g_00152
OG0000426	Pras.g_01340	Prbj.g_00151
OG0000427	Pras.g_01341	Prbj.g_00148
OG0000428	Pras.g_01342	Prbj.g_00136
OG0000429	Pras.g_01343	Prbj.g_00134
OG0000430	Pras.g_01349	Prbj.g_00132
OG0000431	Pras.g_01351	Prbj.g_00130
OG0000432	Pras.g_01352	Prbj.g_00129
OG0000433	Pras.g_01355	Prbj.g_01638
OG0000434	Pras.g_01356	Prbj.g_01635
OG0000435	Pras.g_01357	Prbj.g_01631
OG0000436	Pras.g_01359	Prbj.g_01629
OG0000437	Pras.g_01361	Prbj.g_01627
OG0000438	Pras.g_01362	Prbj.g_01626
OG0000439	Pras.g_01363	Prbj.g_01625
OG0000440	Pras.g_01365	Prbj.g_01622
OG0000441	Pras.g_01366	Prbj.g_01620
OG0000442	Pras.g_01367	Prbj.g_01619
OG0000443	Pras.g_01368	Prbj.g_01618
OG0000444	Pras.g_01369	Prbj.g_01617
OG0000445	Pras.g_01370	Prbj.g_01616
OG0000446	Pras.g_01371	Prbj.g_01615
OG0000447	Pras.g_01372	Prbj.g_01614
OG0000448	Pras.g_01373	Prbj.g_01613
OG0000449	Pras.g_01378	Prbj.g_01605
OG0000450	Pras.g_01379	Prbj.g_02088
OG0000451	Pras.g_01380	Prbj.g_02089
OG0000452	Pras.g_01381	Prbj.g_02090
OG0000453	Pras.g_01383	Prbj.g_02093
OG0000454	Pras.g_01384	Prbj.g_02094
OG0000455	Pras.g_01385	Prbj.g_02095
OG0000456	Pras.g_01386	Prbj.g_02096
OG0000457	Pras.g_01388	Prbj.g_02097
OG0000458	Pras.g_01390	Prbj.g_02098
OG0000459	Pras.g_01391	Prbj.g_02099
OG0000460	Pras.g_01393	Prbj.g_02101
OG0000461	Pras.g_01394	Prbj.g_02102
OG0000462	Pras.g_01395	Prbj.g_02103
OG0000463	Pras.g_01396	Prbj.g_02108
OG0000464	Pras.g_01401	Prbj.g_02113
OG0000465	Pras.g_01402	Prbj.g_02114
OG0000466	Pras.g_01403	Prbj.g_02115
OG0000467	Pras.g_01404	Prbj.g_02117
OG0000468	Pras.g_01405	Prbj.g_02118
OG0000469	Pras.g_01406	Prbj.g_02123
OG0000470	Pras.g_01407	Prbj.g_01116
OG0000471	Pras.g_01408	Prbj.g_00765
OG0000472	Pras.g_01411	Prbj.g_02128
OG0000473	Pras.g_01412	Prbj.g_02130
OG0000474	Pras.g_01413	Prbj.g_02132
OG0000475	Pras.g_01414	Prbj.g_02133
OG0000476	Pras.g_01415	Prbj.g_02139
OG0000477	Pras.g_01417	Prbj.g_02142
OG0000478	Pras.g_01418	Prbj.g_02144
OG0000479	Pras.g_01419	Prbj.g_02146
OG0000480	Pras.g_01421	Prbj.g_02666
OG0000481	Pras.g_01422	Prbj.g_01858
OG0000482	Pras.g_01423	Prbj.g_01859
OG0000483	Pras.g_01424	Prbj.g_01861
OG0000484	Pras.g_01425	Prbj.g_01862
OG0000485	Pras.g_01426	Prbj.g_01863
OG0000486	Pras.g_01427	Prbj.g_01864
OG0000487	Pras.g_01428	Prbj.g_01865
OG0000488	Pras.g_01430	Prbj.g_01867
OG0000489	Pras.g_01431	Prbj.g_01868
OG0000490	Pras.g_01432	Prbj.g_01869
OG0000491	Pras.g_01433	Prbj.g_01870
OG0000492	Pras.g_01434	Prbj.g_01871
OG0000493	Pras.g_01435	Prbj.g_01872
OG0000494	Pras.g_01437	Prbj.g_01874
OG0000495	Pras.g_01438	Prbj.g_01875
OG0000496	Pras.g_01439	Prbj.g_01877
OG0000497	Pras.g_01440	Prbj.g_01879
OG0000498	Pras.g_01441	Prbj.g_01880
OG0000499	Pras.g_01443	Prbj.g_01882
OG0000500	Pras.g_01444	Prbj.g_01883
OG0000501	Pras.g_01446	Prbj.g_01807
OG0000502	Pras.g_01447	Prbj.g_01806
OG0000503	Pras.g_01448	Prbj.g_01805
OG0000504	Pras.g_01449	Prbj.g_01803
OG0000505	Pras.g_01450	Prbj.g_01802
OG0000506	Pras.g_01451	Prbj.g_01801
OG0000507	Pras.g_01452	Prbj.g_01800
OG0000508	Pras.g_01454	Prbj.g_01796
OG0000509	Pras.g_01455	Prbj.g_01795
OG0000510	Pras.g_01456	Prbj.g_01794
OG0000511	Pras.g_01457	Prbj.g_01793
OG0000512	Pras.g_01459	Prbj.g_01792
OG0000513	Pras.g_01460	Prbj.g_01791
OG0000514	Pras.g_01461	Prbj.g_01790
OG0000515	Pras.g_01463	Prbj.g_01787
OG0000516	Pras.g_01464	Prbj.g_01786
OG0000517	Pras.g_01465	Prbj.g_01785
OG0000518	Pras.g_01467	Prbj.g_01781
OG0000519	Pras.g_01468	Prbj.g_01780
OG0000520	Pras.g_01469	Prbj.g_01779
OG0000521	Pras.g_01470	Prbj.g_01778
OG0000522	Pras.g_01471	Prbj.g_01772
OG0000523	Pras.g_01472	Prbj.g_01771
OG0000524	Pras.g_01473	Prbj.g_01770
OG0000525	Pras.g_01475	Prbj.g_01768
OG0000526	Pras.g_01476	Prbj.g_01767
OG0000527	Pras.g_01477	Prbj.g_01766
OG0000528	Pras.g_01478	Prbj.g_01765
OG0000529	Pras.g_01479	Prbj.g_01764
OG0000530	Pras.g_01480	Prbj.g_01763
OG0000531	Pras.g_01481	Prbj.g_01760
OG0000532	Pras.g_01482	Prbj.g_01758
OG0000533	Pras.g_01483	Prbj.g_01757
OG0000534	Pras.g_01484	Prbj.g_01756
OG0000535	Pras.g_01485	Prbj.g_01755
OG0000536	Pras.g_01486	Prbj.g_01754
OG0000537	Pras.g_01487	Prbj.g_01753
OG0000538	Pras.g_01488	Prbj.g_01752
OG0000539	Pras.g_01489	Prbj.g_01750
OG0000540	Pras.g_01490	Prbj.g_01748
OG0000541	Pras.g_01491	Prbj.g_02544
OG0000542	Pras.g_01492	Prbj.g_02545
OG0000543	Pras.g_01493	Prbj.g_02546
OG0000544	Pras.g_01494	Prbj.g_02547
OG0000545	Pras.g_01497	Prbj.g_02550
OG0000546	Pras.g_01498	Prbj.g_02551
OG0000547	Pras.g_01500	Prbj.g_02553
OG0000548	Pras.g_01501	Prbj.g_02558
OG0000549	Pras.g_01502	Prbj.g_02559
OG0000550	Pras.g_01503	Prbj.g_02560
OG0000551	Pras.g_01504	Prbj.g_02563
OG0000552	Pras.g_01505	Prbj.g_02565
OG0000553	Pras.g_01506	Prbj.g_02566
OG0000554	Pras.g_01507	Prbj.g_02568
OG0000555	Pras.g_01508	Prbj.g_02569
OG0000556	Pras.g_01509	Prbj.g_02570
OG0000557	Pras.g_01510	Prbj.g_02571
OG0000558	Pras.g_01511	Prbj.g_02573
OG0000559	Pras.g_01512	Prbj.g_02574
OG0000560	Pras.g_01514	Prbj.g_02576
OG0000561	Pras.g_01515	Prbj.g_02577
OG0000562	Pras.g_01516	Prbj.g_02579
OG0000563	Pras.g_01517	Prbj.g_02580
OG0000564	Pras.g_01518	Prbj.g_02581
OG0000565	Pras.g_01519	Prbj.g_02589
OG0000566	Pras.g_01520	Prbj.g_02590
OG0000567	Pras.g_01521	Prbj.g_02591
OG0000568	Pras.g_01522	Prbj.g_02592
OG0000569	Pras.g_01523	Prbj.g_02593
OG0000570	Pras.g_01524	Prbj.g_02596
