Orthogroup	Pras	Prai
OG0000153	Pras.g_00860	Prai.g_00018
OG0000154	Pras.g_00861	Prai.g_00019
OG0000155	Pras.g_00862	Prai.g_00020
OG0000156	Pras.g_00863	Prai.g_00021
OG0000157	Pras.g_00864	Prai.g_00022
OG0000158	Pras.g_00866	Prai.g_00024
OG0000159	Pras.g_00867	Prai.g_00025
OG0000160	Pras.g_00868	Prai.g_00026
OG0000161	Pras.g_00869	Prai.g_00027
OG0000162	Pras.g_00870	Prai.g_00028
OG0000163	Pras.g_00871	Prai.g_00029
OG0000164	Pras.g_00874	Prai.g_00032
OG0000165	Pras.g_00877	Prai.g_00035
OG0000166	Pras.g_00878	Prai.g_00036
OG0000167	Pras.g_00879	Prai.g_00037
OG0000168	Pras.g_00893	Prai.g_00047
OG0000169	Pras.g_00895	Prai.g_00049
OG0000170	Pras.g_00896	Prai.g_00050
OG0000171	Pras.g_00897	Prai.g_00051
OG0000172	Pras.g_00898	Prai.g_00052
OG0000173	Pras.g_00899	Prai.g_00053
OG0000174	Pras.g_00900	Prai.g_00054
OG0000175	Pras.g_00901	Prai.g_00055
OG0000176	Pras.g_00903	Prai.g_00057
OG0000177	Pras.g_00904	Prai.g_00058
OG0000178	Pras.g_00905	Prai.g_00059
OG0000179	Pras.g_00916	Prai.g_00064
OG0000180	Pras.g_00917	Prai.g_00065
OG0000181	Pras.g_00918	Prai.g_00066
OG0000182	Pras.g_00921	Prai.g_00069
OG0000183	Pras.g_00922	Prai.g_00070
OG0000184	Pras.g_00924	Prai.g_00073
OG0000185	Pras.g_00928	Prai.g_00077
OG0000186	Pras.g_00929	Prai.g_00078
OG0000187	Pras.g_00930	Prai.g_00079
OG0000188	Pras.g_00931	Prai.g_00080
OG0000189	Pras.g_00932	Prai.g_00081
OG0000190	Pras.g_00933	Prai.g_00082
OG0000191	Pras.g_00934	Prai.g_00083
OG0000192	Pras.g_00935	Prai.g_00084
OG0000193	Pras.g_00936	Prai.g_00085
OG0000194	Pras.g_00937	Prai.g_00086
OG0000195	Pras.g_00939	Prai.g_00088
OG0000196	Pras.g_00940	Prai.g_00089
OG0000197	Pras.g_00941	Prai.g_00090
OG0000198	Pras.g_00942	Prai.g_00091
OG0000199	Pras.g_00945	Prai.g_00094
OG0000200	Pras.g_00946	Prai.g_00095
OG0000201	Pras.g_00947	Prai.g_00096
OG0000202	Pras.g_00948	Prai.g_00097
OG0000203	Pras.g_00949	Prai.g_00098
OG0000204	Pras.g_00950	Prai.g_00099
OG0000205	Pras.g_00951	Prai.g_00100
OG0000206	Pras.g_00952	Prai.g_00101
OG0000207	Pras.g_00953	Prai.g_00102
OG0000208	Pras.g_00954	Prai.g_00103
OG0000209	Pras.g_00955	Prai.g_00104
OG0000210	Pras.g_00957	Prai.g_00106
OG0000211	Pras.g_00958	Prai.g_00107
OG0000212	Pras.g_00959	Prai.g_00108
OG0000213	Pras.g_00960	Prai.g_00109
OG0000214	Pras.g_00962	Prai.g_00111
OG0000215	Pras.g_00963	Prai.g_00112
OG0000216	Pras.g_00965	Prai.g_00114
OG0000217	Pras.g_00966	Prai.g_00115
OG0000218	Pras.g_00967	Prai.g_00116
OG0000219	Pras.g_00968	Prai.g_00117
OG0000220	Pras.g_00971	Prai.g_00120
OG0000221	Pras.g_00973	Prai.g_00122
OG0000222	Pras.g_00974	Prai.g_00123
OG0000223	Pras.g_00975	Prai.g_00124
OG0000224	Pras.g_00978	Prai.g_00127
OG0000225	Pras.g_00980	Prai.g_00129
OG0000226	Pras.g_00981	Prai.g_00130
OG0000227	Pras.g_00982	Prai.g_00131
OG0000228	Pras.g_00983	Prai.g_00132
OG0000229	Pras.g_00984	Prai.g_00133
OG0000230	Pras.g_00985	Prai.g_00134
OG0000231	Pras.g_00987	Prai.g_00136
OG0000232	Pras.g_00988	Prai.g_00137
OG0000233	Pras.g_00991	Prai.g_00140
OG0000234	Pras.g_00993	Prai.g_00142
OG0000235	Pras.g_00996	Prai.g_00156
OG0000236	Pras.g_00997	Prai.g_00157
OG0000237	Pras.g_00998	Prai.g_00158
OG0000238	Pras.g_00999	Prai.g_00159
OG0000239	Pras.g_01000	Prai.g_00160
OG0000240	Pras.g_01002	Prai.g_00162
OG0000241	Pras.g_01003	Prai.g_00163
OG0000242	Pras.g_01004	Prai.g_00164
OG0000243	Pras.g_01005	Prai.g_00165
OG0000244	Pras.g_01006	Prai.g_00166
OG0000245	Pras.g_01007	Prai.g_00167
OG0000246	Pras.g_01009	Prai.g_00169
OG0000247	Pras.g_01010	Prai.g_00170
OG0000248	Pras.g_01011	Prai.g_00171
OG0000249	Pras.g_01012	Prai.g_00172
OG0000250	Pras.g_01013	Prai.g_00173
OG0000251	Pras.g_01014	Prai.g_00174
OG0000252	Pras.g_01015	Prai.g_00175
OG0000253	Pras.g_01016	Prai.g_00176
OG0000254	Pras.g_01018	Prai.g_00178
OG0000255	Pras.g_01019	Prai.g_00179
OG0000256	Pras.g_01022	Prai.g_00182
OG0000257	Pras.g_01024	Prai.g_00184
OG0000258	Pras.g_01025	Prai.g_00185
OG0000259	Pras.g_01026	Prai.g_00186
OG0000260	Pras.g_01027	Prai.g_00187
OG0000261	Pras.g_01028	Prai.g_00188
OG0000262	Pras.g_01029	Prai.g_00189
OG0000263	Pras.g_01030	Prai.g_00190
OG0000264	Pras.g_01032	Prai.g_00192
OG0000265	Pras.g_01033	Prai.g_00193
OG0000266	Pras.g_01034	Prai.g_00194
OG0000267	Pras.g_01036	Prai.g_00196
OG0000268	Pras.g_01037	Prai.g_00197
OG0000269	Pras.g_01038	Prai.g_00198
OG0000270	Pras.g_01039	Prai.g_00199
OG0000271	Pras.g_01040	Prai.g_00200
OG0000272	Pras.g_01041	Prai.g_00201
OG0000273	Pras.g_01042	Prai.g_00202
OG0000274	Pras.g_01043	Prai.g_00203
OG0000275	Pras.g_01044	Prai.g_00204
OG0000276	Pras.g_01045	Prai.g_00205
OG0000277	Pras.g_01046	Prai.g_00206
OG0000278	Pras.g_01047	Prai.g_00207
OG0000279	Pras.g_01048	Prai.g_00208
OG0000280	Pras.g_01049	Prai.g_00209
OG0000281	Pras.g_01051	Prai.g_00211
OG0000282	Pras.g_01052	Prai.g_00212
OG0000283	Pras.g_01055	Prai.g_00215
OG0000284	Pras.g_01056	Prai.g_00216
OG0000285	Pras.g_01057	Prai.g_00217
OG0000286	Pras.g_01060	Prai.g_00219
OG0000287	Pras.g_01061	Prai.g_00220
OG0000288	Pras.g_01062	Prai.g_00221
OG0000289	Pras.g_01063	Prai.g_00222
OG0000290	Pras.g_01064	Prai.g_00223
OG0000291	Pras.g_01065	Prai.g_00224
OG0000292	Pras.g_01066	Prai.g_00225
OG0000293	Pras.g_01067	Prai.g_00226
OG0000294	Pras.g_01068	Prai.g_00227
OG0000295	Pras.g_01069	Prai.g_00228
OG0000296	Pras.g_01070	Prai.g_00229
OG0000297	Pras.g_01071	Prai.g_00230
OG0000298	Pras.g_01072	Prai.g_00231
OG0000299	Pras.g_01073	Prai.g_00232
OG0000300	Pras.g_01074	Prai.g_00233
OG0000301	Pras.g_01075	Prai.g_00234
OG0000302	Pras.g_01076	Prai.g_00235
OG0000303	Pras.g_01077	Prai.g_00236
OG0000304	Pras.g_01078	Prai.g_00237
OG0000305	Pras.g_01079	Prai.g_00238
OG0000306	Pras.g_01080	Prai.g_00239
OG0000307	Pras.g_01081	Prai.g_00240
OG0000308	Pras.g_01082	Prai.g_00241
OG0000309	Pras.g_01083	Prai.g_00242
OG0000310	Pras.g_01084	Prai.g_00243
OG0000311	Pras.g_01085	Prai.g_00244
OG0000312	Pras.g_01087	Prai.g_00246
OG0000313	Pras.g_01088	Prai.g_00247
OG0000314	Pras.g_01091	Prai.g_00250
OG0000315	Pras.g_01092	Prai.g_00251
OG0000316	Pras.g_01094	Prai.g_00255
OG0000317	Pras.g_01096	Prai.g_00257
OG0000318	Pras.g_01097	Prai.g_00258
OG0000319	Pras.g_01098	Prai.g_00259
OG0000320	Pras.g_01099	Prai.g_00260
OG0000321	Pras.g_01102	Prai.g_00263
OG0000322	Pras.g_01105	Prai.g_00266
OG0000323	Pras.g_01106	Prai.g_00267
OG0000324	Pras.g_01109	Prai.g_00270
OG0000325	Pras.g_01111	Prai.g_00272
OG0000326	Pras.g_01112	Prai.g_00273
OG0000327	Pras.g_01114	Prai.g_00275
OG0000328	Pras.g_01115	Prai.g_00276
OG0000329	Pras.g_01116	Prai.g_00277
OG0000330	Pras.g_01117	Prai.g_00278
OG0000331	Pras.g_01118	Prai.g_00279
OG0000332	Pras.g_01119	Prai.g_00280
OG0000333	Pras.g_01120	Prai.g_00281
OG0000334	Pras.g_01121	Prai.g_00282
OG0000335	Pras.g_01122	Prai.g_00283
OG0000336	Pras.g_01123	Prai.g_00284
OG0000337	Pras.g_01127	Prai.g_00288
OG0000338	Pras.g_01128	Prai.g_00289
OG0000339	Pras.g_01129	Prai.g_00290
OG0000340	Pras.g_01130	Prai.g_00291
OG0000341	Pras.g_01134	Prai.g_00295
OG0000342	Pras.g_01135	Prai.g_00296
OG0000343	Pras.g_01137	Prai.g_00298
OG0000344	Pras.g_01138	Prai.g_00299
OG0000345	Pras.g_01139	Prai.g_00300
OG0000346	Pras.g_01140	Prai.g_00301
OG0000347	Pras.g_01141	Prai.g_00302
OG0000348	Pras.g_01142	Prai.g_00303
OG0000349	Pras.g_01143	Prai.g_00304
OG0000350	Pras.g_01144	Prai.g_00305
OG0000351	Pras.g_01146	Prai.g_00308
OG0000352	Pras.g_01149	Prai.g_00311
OG0000353	Pras.g_01150	Prai.g_00312
OG0000354	Pras.g_01151	Prai.g_00313
OG0000355	Pras.g_01152	Prai.g_00314
OG0000356	Pras.g_01153	Prai.g_00315
OG0000357	Pras.g_01155	Prai.g_00316
OG0000358	Pras.g_01156	Prai.g_00317
OG0000359	Pras.g_01157	Prai.g_00318
OG0000360	Pras.g_01160	Prai.g_00321
OG0000361	Pras.g_01161	Prai.g_00322
OG0000362	Pras.g_01162	Prai.g_00323
OG0000363	Pras.g_01163	Prai.g_00324
OG0000364	Pras.g_01164	Prai.g_00325
OG0000365	Pras.g_01165	Prai.g_00326
OG0000366	Pras.g_01166	Prai.g_00327
OG0000367	Pras.g_01167	Prai.g_00328
OG0000368	Pras.g_01168	Prai.g_00329
OG0000369	Pras.g_01169	Prai.g_00330
OG0000370	Pras.g_01170	Prai.g_00331
OG0000371	Pras.g_01171	Prai.g_00332
OG0000372	Pras.g_01173	Prai.g_00334
OG0000373	Pras.g_01175	Prai.g_00336
OG0000374	Pras.g_01176	Prai.g_00337
OG0000375	Pras.g_01177	Prai.g_00338
OG0000376	Pras.g_01179	Prai.g_00340
OG0000377	Pras.g_01180	Prai.g_00341
OG0000378	Pras.g_01181	Prai.g_00342
OG0000379	Pras.g_01187	Prai.g_00347
OG0000380	Pras.g_01188	Prai.g_00348
OG0000381	Pras.g_01189	Prai.g_00349
OG0000382	Pras.g_01191	Prai.g_00351
OG0000383	Pras.g_01194	Prai.g_00354
OG0000384	Pras.g_01195	Prai.g_00355
OG0000385	Pras.g_01198	Prai.g_00357
OG0000386	Pras.g_01199	Prai.g_00358
OG0000387	Pras.g_01200	Prai.g_00359
OG0000388	Pras.g_01201	Prai.g_00360
OG0000389	Pras.g_01202	Prai.g_00361
OG0000390	Pras.g_01203	Prai.g_00362
OG0000391	Pras.g_01204	Prai.g_00363
OG0000392	Pras.g_01205	Prai.g_00364
OG0000393	Pras.g_01208	Prai.g_00367
OG0000394	Pras.g_01209	Prai.g_00368
OG0000395	Pras.g_01211	Prai.g_00370
OG0000396	Pras.g_01212	Prai.g_00372
OG0000397	Pras.g_01224	Prai.g_00384
OG0000398	Pras.g_01232	Prai.g_00390
OG0000399	Pras.g_01233	Prai.g_00392
OG0000400	Pras.g_01239	Prai.g_00397
OG0000401	Pras.g_01309	Prai.g_00462
OG0000402	Pras.g_01310	Prai.g_00463
OG0000403	Pras.g_01311	Prai.g_00464
OG0000404	Pras.g_01313	Prai.g_00466
OG0000405	Pras.g_01314	Prai.g_00467
OG0000406	Pras.g_01316	Prai.g_00469
OG0000407	Pras.g_01317	Prai.g_00470
OG0000408	Pras.g_01318	Prai.g_00471
OG0000409	Pras.g_01319	Prai.g_00472
OG0000410	Pras.g_01320	Prai.g_00473
OG0000411	Pras.g_01321	Prai.g_00474
OG0000412	Pras.g_01322	Prai.g_00475
OG0000413	Pras.g_01323	Prai.g_00476
OG0000414	Pras.g_01324	Prai.g_00477
OG0000415	Pras.g_01325	Prai.g_00478
OG0000416	Pras.g_01326	Prai.g_00479
OG0000417	Pras.g_01327	Prai.g_00480
OG0000418	Pras.g_01328	Prai.g_00481
OG0000419	Pras.g_01329	Prai.g_00482
OG0000420	Pras.g_01330	Prai.g_00483
OG0000421	Pras.g_01331	Prai.g_00484
OG0000422	Pras.g_01332	Prai.g_00486
OG0000423	Pras.g_01333	Prai.g_00487
OG0000424	Pras.g_01335	Prai.g_00489
OG0000425	Pras.g_01339	Prai.g_00492
OG0000426	Pras.g_01340	Prai.g_00493
OG0000427	Pras.g_01341	Prai.g_00494
OG0000428	Pras.g_01342	Prai.g_00495
OG0000429	Pras.g_01343	Prai.g_00496
OG0000430	Pras.g_01349	Prai.g_00501
OG0000431	Pras.g_01351	Prai.g_00503
OG0000432	Pras.g_01352	Prai.g_00504
OG0000433	Pras.g_01355	Prai.g_00507
OG0000434	Pras.g_01356	Prai.g_00508
OG0000435	Pras.g_01357	Prai.g_00509
OG0000436	Pras.g_01359	Prai.g_00511
OG0000437	Pras.g_01361	Prai.g_00513
OG0000438	Pras.g_01362	Prai.g_00514
OG0000439	Pras.g_01363	Prai.g_00515
OG0000440	Pras.g_01365	Prai.g_00517
OG0000441	Pras.g_01366	Prai.g_00518
OG0000442	Pras.g_01367	Prai.g_00519
OG0000443	Pras.g_01368	Prai.g_00520
OG0000444	Pras.g_01369	Prai.g_00521
OG0000445	Pras.g_01370	Prai.g_00522
OG0000446	Pras.g_01371	Prai.g_00523
OG0000447	Pras.g_01372	Prai.g_00524
OG0000448	Pras.g_01373	Prai.g_00525
OG0000449	Pras.g_01378	Prai.g_00530
OG0000450	Pras.g_01379	Prai.g_00531
OG0000451	Pras.g_01380	Prai.g_00532
OG0000452	Pras.g_01381	Prai.g_00533
OG0000453	Pras.g_01383	Prai.g_00535
OG0000454	Pras.g_01384	Prai.g_00536
OG0000455	Pras.g_01385	Prai.g_00537
OG0000456	Pras.g_01386	Prai.g_00538
OG0000457	Pras.g_01388	Prai.g_00540
OG0000458	Pras.g_01390	Prai.g_00542
OG0000459	Pras.g_01391	Prai.g_00543
OG0000460	Pras.g_01393	Prai.g_00544
OG0000461	Pras.g_01394	Prai.g_00545
OG0000462	Pras.g_01395	Prai.g_00546
OG0000463	Pras.g_01396	Prai.g_00547
OG0000464	Pras.g_01401	Prai.g_00552
OG0000465	Pras.g_01402	Prai.g_00553
OG0000466	Pras.g_01403	Prai.g_00554
OG0000467	Pras.g_01404	Prai.g_00555
OG0000468	Pras.g_01405	Prai.g_00556
OG0000469	Pras.g_01406	Prai.g_00557
OG0000470	Pras.g_01407	Prai.g_00558
OG0000471	Pras.g_01408	Prai.g_00559
OG0000472	Pras.g_01411	Prai.g_00562
OG0000473	Pras.g_01412	Prai.g_00563
OG0000474	Pras.g_01413	Prai.g_00564
OG0000475	Pras.g_01414	Prai.g_00565
OG0000476	Pras.g_01415	Prai.g_00566
OG0000477	Pras.g_01417	Prai.g_00568
OG0000478	Pras.g_01418	Prai.g_00569
OG0000479	Pras.g_01419	Prai.g_00570
OG0000480	Pras.g_01421	Prai.g_00572
OG0000481	Pras.g_01422	Prai.g_00573
OG0000482	Pras.g_01423	Prai.g_00574
OG0000483	Pras.g_01424	Prai.g_00575
OG0000484	Pras.g_01425	Prai.g_00576
OG0000485	Pras.g_01426	Prai.g_00577
OG0000486	Pras.g_01427	Prai.g_00578
OG0000487	Pras.g_01428	Prai.g_00579
OG0000488	Pras.g_01430	Prai.g_00581
OG0000489	Pras.g_01431	Prai.g_00582
OG0000490	Pras.g_01432	Prai.g_00583
OG0000491	Pras.g_01433	Prai.g_00584
OG0000492	Pras.g_01434	Prai.g_00585
OG0000493	Pras.g_01435	Prai.g_00586
OG0000494	Pras.g_01437	Prai.g_00588
OG0000495	Pras.g_01438	Prai.g_00589
OG0000496	Pras.g_01439	Prai.g_00590
OG0000497	Pras.g_01440	Prai.g_00592
OG0000498	Pras.g_01441	Prai.g_00593
OG0000499	Pras.g_01443	Prai.g_00595
OG0000500	Pras.g_01444	Prai.g_00596
OG0000501	Pras.g_01446	Prai.g_00598
OG0000502	Pras.g_01447	Prai.g_00599
OG0000503	Pras.g_01448	Prai.g_00600
OG0000504	Pras.g_01449	Prai.g_00601
OG0000505	Pras.g_01450	Prai.g_00602
OG0000506	Pras.g_01451	Prai.g_00603
OG0000507	Pras.g_01452	Prai.g_00604
OG0000508	Pras.g_01454	Prai.g_00606
OG0000509	Pras.g_01455	Prai.g_00607
OG0000510	Pras.g_01456	Prai.g_00608
OG0000511	Pras.g_01457	Prai.g_00609
OG0000512	Pras.g_01459	Prai.g_00610
OG0000513	Pras.g_01460	Prai.g_00611
OG0000514	Pras.g_01461	Prai.g_00612
OG0000515	Pras.g_01463	Prai.g_00614
OG0000516	Pras.g_01464	Prai.g_00615
OG0000517	Pras.g_01465	Prai.g_00616
OG0000518	Pras.g_01467	Prai.g_00619
OG0000519	Pras.g_01468	Prai.g_00620
OG0000520	Pras.g_01469	Prai.g_00621
OG0000521	Pras.g_01470	Prai.g_00622
OG0000522	Pras.g_01471	Prai.g_00623
OG0000523	Pras.g_01472	Prai.g_00624
OG0000524	Pras.g_01473	Prai.g_00625
OG0000525	Pras.g_01475	Prai.g_00627
OG0000526	Pras.g_01476	Prai.g_00628
OG0000527	Pras.g_01477	Prai.g_00629
OG0000528	Pras.g_01478	Prai.g_00630
OG0000529	Pras.g_01479	Prai.g_00631
OG0000530	Pras.g_01480	Prai.g_00632
OG0000531	Pras.g_01481	Prai.g_00633
OG0000532	Pras.g_01482	Prai.g_00634
OG0000533	Pras.g_01483	Prai.g_00635
OG0000534	Pras.g_01484	Prai.g_00636
OG0000535	Pras.g_01485	Prai.g_00637
OG0000536	Pras.g_01486	Prai.g_00638
OG0000537	Pras.g_01487	Prai.g_00639
OG0000538	Pras.g_01488	Prai.g_00640
OG0000539	Pras.g_01489	Prai.g_00641
OG0000540	Pras.g_01490	Prai.g_00642
OG0000541	Pras.g_01491	Prai.g_00643
OG0000542	Pras.g_01492	Prai.g_00644
OG0000543	Pras.g_01493	Prai.g_00645
OG0000544	Pras.g_01494	Prai.g_00646
OG0000545	Pras.g_01497	Prai.g_00650
OG0000546	Pras.g_01498	Prai.g_00651
OG0000547	Pras.g_01500	Prai.g_00653
OG0000548	Pras.g_01501	Prai.g_00654
OG0000549	Pras.g_01502	Prai.g_00655
OG0000550	Pras.g_01503	Prai.g_00656
OG0000551	Pras.g_01504	Prai.g_00657
OG0000552	Pras.g_01505	Prai.g_00658
OG0000553	Pras.g_01506	Prai.g_00659
OG0000554	Pras.g_01507	Prai.g_00660
OG0000555	Pras.g_01508	Prai.g_00661
OG0000556	Pras.g_01509	Prai.g_00662
OG0000557	Pras.g_01510	Prai.g_00663
OG0000558	Pras.g_01511	Prai.g_00664
OG0000559	Pras.g_01512	Prai.g_00665
OG0000560	Pras.g_01514	Prai.g_00667
OG0000561	Pras.g_01515	Prai.g_00668
OG0000562	Pras.g_01516	Prai.g_00669
OG0000563	Pras.g_01517	Prai.g_00670
OG0000564	Pras.g_01518	Prai.g_00671
OG0000565	Pras.g_01519	Prai.g_00672
OG0000566	Pras.g_01520	Prai.g_00673
OG0000567	Pras.g_01521	Prai.g_00674
OG0000568	Pras.g_01522	Prai.g_00675
OG0000569	Pras.g_01523	Prai.g_00676
OG0000570	Pras.g_01524	Prai.g_00677
