Orthogroup	Pras	Praf
OG0000118	Pras.g_01982	Praf.g_02776
OG0000119	Pras.g_00026	Praf.g_02692
OG0000120	Pras.g_00062	Praf.g_00861
OG0000121	Pras.g_00081	Praf.g_00922
OG0000122	Pras.g_00101	Praf.g_00901
OG0000123	Pras.g_00114	Praf.g_00938
OG0000124	Pras.g_00122	Praf.g_01285
OG0000125	Pras.g_00221, Pras.g_00222	Praf.g_00779
OG0000126	Pras.g_00250	Praf.g_00585, Praf.g_00583
OG0000127	Pras.g_00337	Praf.g_01778, Praf.g_01776
OG0000128	Pras.g_00351	Praf.g_01795
OG0000129	Pras.g_00388	Praf.g_01848
OG0000130	Pras.g_00548	Praf.g_00485
OG0000131	Pras.g_00586	Praf.g_00437
OG0000132	Pras.g_00589	Praf.g_00434
OG0000133	Pras.g_00646	Praf.g_02162
OG0000134	Pras.g_00682	Praf.g_02125
OG0000135	Pras.g_00684	Praf.g_02123
OG0000136	Pras.g_00728	Praf.g_02396
OG0000137	Pras.g_00761	Praf.g_00152
OG0000138	Pras.g_00797	Praf.g_02664
OG0000139	Pras.g_00824	Praf.g_02757
OG0000140	Pras.g_00843	Praf.g_00001
OG0000141	Pras.g_00844	Praf.g_00002
OG0000142	Pras.g_00846	Praf.g_00004
OG0000143	Pras.g_00847	Praf.g_00005
OG0000144	Pras.g_00849	Praf.g_00007
OG0000145	Pras.g_00850	Praf.g_00009
OG0000146	Pras.g_00851	Praf.g_00010
OG0000147	Pras.g_00852	Praf.g_00011
OG0000148	Pras.g_00854	Praf.g_00013
OG0000149	Pras.g_00856	Praf.g_00015
OG0000150	Pras.g_00857	Praf.g_00016
OG0000151	Pras.g_00858	Praf.g_00021
OG0000152	Pras.g_00859	Praf.g_00022
OG0000153	Pras.g_00860	Praf.g_00023
OG0000154	Pras.g_00861	Praf.g_00024
OG0000155	Pras.g_00862	Praf.g_00025
OG0000156	Pras.g_00863	Praf.g_00026
OG0000157	Pras.g_00864	Praf.g_00027
OG0000158	Pras.g_00866	Praf.g_00029
OG0000159	Pras.g_00867	Praf.g_00030
OG0000160	Pras.g_00868	Praf.g_00031
OG0000161	Pras.g_00869	Praf.g_00032
OG0000162	Pras.g_00870	Praf.g_00033
OG0000163	Pras.g_00871	Praf.g_00035
OG0000164	Pras.g_00874	Praf.g_00040
OG0000165	Pras.g_00877	Praf.g_00045
OG0000166	Pras.g_00878	Praf.g_00046
OG0000167	Pras.g_00879	Praf.g_00047
OG0000168	Pras.g_00893	Praf.g_00050
OG0000169	Pras.g_00895	Praf.g_00052
OG0000170	Pras.g_00896	Praf.g_02654
OG0000171	Pras.g_00897	Praf.g_02652
OG0000172	Pras.g_00898	Praf.g_02618
OG0000173	Pras.g_00899	Praf.g_02611
OG0000174	Pras.g_00900	Praf.g_02605
OG0000175	Pras.g_00901	Praf.g_02603
OG0000176	Pras.g_00903	Praf.g_02601
OG0000177	Pras.g_00904	Praf.g_02597
OG0000178	Pras.g_00905	Praf.g_02596
OG0000179	Pras.g_00916	Praf.g_00328
OG0000180	Pras.g_00917	Praf.g_00326
OG0000181	Pras.g_00918	Praf.g_00325
OG0000182	Pras.g_00921	Praf.g_00321
OG0000183	Pras.g_00922	Praf.g_00320
OG0000184	Pras.g_00924	Praf.g_00316
OG0000185	Pras.g_00928	Praf.g_00310
OG0000186	Pras.g_00929	Praf.g_00309
OG0000187	Pras.g_00930	Praf.g_00962
OG0000188	Pras.g_00931	Praf.g_00308
OG0000189	Pras.g_00932	Praf.g_00304
OG0000190	Pras.g_00933	Praf.g_00303
OG0000191	Pras.g_00934	Praf.g_00302
OG0000192	Pras.g_00935	Praf.g_00301
OG0000193	Pras.g_00936	Praf.g_00300
OG0000194	Pras.g_00937	Praf.g_00299
OG0000195	Pras.g_00939	Praf.g_00297
OG0000196	Pras.g_00940	Praf.g_00296
OG0000197	Pras.g_00941	Praf.g_00268
OG0000198	Pras.g_00942	Praf.g_00264
OG0000199	Pras.g_00945	Praf.g_00259
OG0000200	Pras.g_00946	Praf.g_00258
OG0000201	Pras.g_00947	Praf.g_00257
OG0000202	Pras.g_00948	Praf.g_00255
OG0000203	Pras.g_00949	Praf.g_00254
OG0000204	Pras.g_00950	Praf.g_00253
OG0000205	Pras.g_00951	Praf.g_00251
OG0000206	Pras.g_00952	Praf.g_00250
OG0000207	Pras.g_00953	Praf.g_00249
OG0000208	Pras.g_00954	Praf.g_00248
OG0000209	Pras.g_00955	Praf.g_00247
OG0000210	Pras.g_00957	Praf.g_00245
OG0000211	Pras.g_00958	Praf.g_00244
OG0000212	Pras.g_00959	Praf.g_00243
OG0000213	Pras.g_00960	Praf.g_00240
OG0000214	Pras.g_00962	Praf.g_00230
OG0000215	Pras.g_00963	Praf.g_00225
OG0000216	Pras.g_00965	Praf.g_00223
OG0000217	Pras.g_00966	Praf.g_00221
OG0000218	Pras.g_00967	Praf.g_00219
OG0000219	Pras.g_00968	Praf.g_00218
OG0000220	Pras.g_00971	Praf.g_00214
OG0000221	Pras.g_00973	Praf.g_00209
OG0000222	Pras.g_00974	Praf.g_00208
OG0000223	Pras.g_00975	Praf.g_00207
OG0000224	Pras.g_00978	Praf.g_02403
OG0000225	Pras.g_00980	Praf.g_02405
OG0000226	Pras.g_00981	Praf.g_02408
OG0000227	Pras.g_00982	Praf.g_02410
OG0000228	Pras.g_00983	Praf.g_02411
OG0000229	Pras.g_00984	Praf.g_02412
OG0000230	Pras.g_00985	Praf.g_02413
OG0000231	Pras.g_00987	Praf.g_02415
OG0000232	Pras.g_00988	Praf.g_02416
OG0000233	Pras.g_00991	Praf.g_02421
OG0000234	Pras.g_00993	Praf.g_02430
OG0000235	Pras.g_00996	Praf.g_02432
OG0000236	Pras.g_00997	Praf.g_02433
OG0000237	Pras.g_00998	Praf.g_02434
OG0000238	Pras.g_00999	Praf.g_02435
OG0000239	Pras.g_01000	Praf.g_02436
OG0000240	Pras.g_01002	Praf.g_02438
OG0000241	Pras.g_01003	Praf.g_02439
OG0000242	Pras.g_01004	Praf.g_02440
OG0000243	Pras.g_01005	Praf.g_02441
OG0000244	Pras.g_01006	Praf.g_02442
OG0000245	Pras.g_01007	Praf.g_02444
OG0000246	Pras.g_01009	Praf.g_02446
OG0000247	Pras.g_01010	Praf.g_02447
OG0000248	Pras.g_01011	Praf.g_02448
OG0000249	Pras.g_01012	Praf.g_02449
OG0000250	Pras.g_01013	Praf.g_02450
OG0000251	Pras.g_01014	Praf.g_02451
OG0000252	Pras.g_01015	Praf.g_02452
OG0000253	Pras.g_01016	Praf.g_02453
OG0000254	Pras.g_01018	Praf.g_02455
OG0000255	Pras.g_01019	Praf.g_02456
OG0000256	Pras.g_01022	Praf.g_02469
OG0000257	Pras.g_01024	Praf.g_02470
OG0000258	Pras.g_01025	Praf.g_02471
OG0000259	Pras.g_01026	Praf.g_02472
OG0000260	Pras.g_01027	Praf.g_02473
OG0000261	Pras.g_01028	Praf.g_02474
OG0000262	Pras.g_01029	Praf.g_02475
OG0000263	Pras.g_01030	Praf.g_02476
OG0000264	Pras.g_01032	Praf.g_01486
OG0000265	Pras.g_01033	Praf.g_02489
OG0000266	Pras.g_01034	Praf.g_02491
OG0000267	Pras.g_01036	Praf.g_02495
OG0000268	Pras.g_01037	Praf.g_02497
OG0000269	Pras.g_01038	Praf.g_02500
OG0000270	Pras.g_01039	Praf.g_02502
OG0000271	Pras.g_01040	Praf.g_02505
OG0000272	Pras.g_01041	Praf.g_02506
OG0000273	Pras.g_01042	Praf.g_02509
OG0000274	Pras.g_01043	Praf.g_02511
OG0000275	Pras.g_01044	Praf.g_02512
OG0000276	Pras.g_01045	Praf.g_02513
OG0000277	Pras.g_01046	Praf.g_02514
OG0000278	Pras.g_01047	Praf.g_02515
OG0000279	Pras.g_01048	Praf.g_02516
OG0000280	Pras.g_01049	Praf.g_02517
OG0000281	Pras.g_01051	Praf.g_02519
OG0000282	Pras.g_01052	Praf.g_02520
OG0000283	Pras.g_01055	Praf.g_02524
OG0000284	Pras.g_01056	Praf.g_02525
OG0000285	Pras.g_01057	Praf.g_02531
OG0000286	Pras.g_01060	Praf.g_02533
OG0000287	Pras.g_01061	Praf.g_02582
OG0000288	Pras.g_01062	Praf.g_02581
OG0000289	Pras.g_01063	Praf.g_02575
OG0000290	Pras.g_01064	Praf.g_02574
OG0000291	Pras.g_01065	Praf.g_02572
OG0000292	Pras.g_01066	Praf.g_02568
OG0000293	Pras.g_01067	Praf.g_02567
OG0000294	Pras.g_01068	Praf.g_02566
OG0000295	Pras.g_01069	Praf.g_02560
OG0000296	Pras.g_01070	Praf.g_02559
OG0000297	Pras.g_01071	Praf.g_02557
OG0000298	Pras.g_01072	Praf.g_02556
OG0000299	Pras.g_01073	Praf.g_02555
OG0000300	Pras.g_01074	Praf.g_02554
OG0000301	Pras.g_01075	Praf.g_02553
OG0000302	Pras.g_01076	Praf.g_02552
OG0000303	Pras.g_01077	Praf.g_02551
OG0000304	Pras.g_01078	Praf.g_02549
OG0000305	Pras.g_01079	Praf.g_02548
OG0000306	Pras.g_01080	Praf.g_02547
OG0000307	Pras.g_01081	Praf.g_00374
OG0000308	Pras.g_01082	Praf.g_00745
OG0000309	Pras.g_01083	Praf.g_00744
OG0000310	Pras.g_01084	Praf.g_00743
OG0000311	Pras.g_01085	Praf.g_00378
OG0000312	Pras.g_01087	Praf.g_00379
OG0000313	Pras.g_01088	Praf.g_00385
OG0000314	Pras.g_01091	Praf.g_00391
OG0000315	Pras.g_01092	Praf.g_00392
OG0000316	Pras.g_01094	Praf.g_02203
OG0000317	Pras.g_01096	Praf.g_02207
OG0000318	Pras.g_01097	Praf.g_02208
OG0000319	Pras.g_01098	Praf.g_02209
OG0000320	Pras.g_01099	Praf.g_02210
OG0000321	Pras.g_01102	Praf.g_02215
OG0000322	Pras.g_01105	Praf.g_02242
OG0000323	Pras.g_01106	Praf.g_02243
OG0000324	Pras.g_01109	Praf.g_02245
OG0000325	Pras.g_01111	Praf.g_02247
OG0000326	Pras.g_01112	Praf.g_02249
OG0000327	Pras.g_01114	Praf.g_02255
OG0000328	Pras.g_01115	Praf.g_00375
OG0000329	Pras.g_01116	Praf.g_02259
OG0000330	Pras.g_01117	Praf.g_02260
OG0000331	Pras.g_01118	Praf.g_02262
OG0000332	Pras.g_01119	Praf.g_02263
OG0000333	Pras.g_01120	Praf.g_02264
OG0000334	Pras.g_01121	Praf.g_02265
OG0000335	Pras.g_01122	Praf.g_02266
OG0000336	Pras.g_01123	Praf.g_02268
OG0000337	Pras.g_01127	Praf.g_02273
OG0000338	Pras.g_01128	Praf.g_02274
OG0000339	Pras.g_01129	Praf.g_02275
OG0000340	Pras.g_01130	Praf.g_02277
OG0000341	Pras.g_01134	Praf.g_02282
OG0000342	Pras.g_01135	Praf.g_02283
OG0000343	Pras.g_01137	Praf.g_02285
OG0000344	Pras.g_01138	Praf.g_02287
OG0000345	Pras.g_01139	Praf.g_02288
OG0000346	Pras.g_01140	Praf.g_02289
OG0000347	Pras.g_01141	Praf.g_02290
OG0000348	Pras.g_01142	Praf.g_02291
OG0000349	Pras.g_01143	Praf.g_02292
OG0000350	Pras.g_01144	Praf.g_02293
OG0000351	Pras.g_01146	Praf.g_02297
OG0000352	Pras.g_01149	Praf.g_02301
OG0000353	Pras.g_01150	Praf.g_02302
OG0000354	Pras.g_01151	Praf.g_02303
OG0000355	Pras.g_01152	Praf.g_02304
OG0000356	Pras.g_01153	Praf.g_02314
OG0000357	Pras.g_01155	Praf.g_02315
OG0000358	Pras.g_01156	Praf.g_02316
OG0000359	Pras.g_01157	Praf.g_02318
OG0000360	Pras.g_01160	Praf.g_02321
OG0000361	Pras.g_01161	Praf.g_02322
OG0000362	Pras.g_01162	Praf.g_02323
OG0000363	Pras.g_01163	Praf.g_02324
OG0000364	Pras.g_01164	Praf.g_02325
OG0000365	Pras.g_01165	Praf.g_02326
OG0000366	Pras.g_01166	Praf.g_02327
OG0000367	Pras.g_01167	Praf.g_02328
OG0000368	Pras.g_01168	Praf.g_02329
OG0000369	Pras.g_01169	Praf.g_02330
OG0000370	Pras.g_01170	Praf.g_02331
OG0000371	Pras.g_01171	Praf.g_02332
OG0000372	Pras.g_01173	Praf.g_02335
OG0000373	Pras.g_01175	Praf.g_02347
OG0000374	Pras.g_01176	Praf.g_02349
OG0000375	Pras.g_01177	Praf.g_02358
OG0000376	Pras.g_01179	Praf.g_02073
OG0000377	Pras.g_01180	Praf.g_02066
OG0000378	Pras.g_01181	Praf.g_02065
OG0000379	Pras.g_01187	Praf.g_02054
OG0000380	Pras.g_01188	Praf.g_02052
OG0000381	Pras.g_01189	Praf.g_02051
OG0000382	Pras.g_01191	Praf.g_02049
OG0000383	Pras.g_01194	Praf.g_02045
OG0000384	Pras.g_01195	Praf.g_02044
OG0000385	Pras.g_01198	Praf.g_02031
OG0000386	Pras.g_01199	Praf.g_02030
OG0000387	Pras.g_01200	Praf.g_02029
OG0000388	Pras.g_01201	Praf.g_02028
OG0000389	Pras.g_01202	Praf.g_02027
OG0000390	Pras.g_01203	Praf.g_02026
OG0000391	Pras.g_01204	Praf.g_02025
OG0000392	Pras.g_01205	Praf.g_02024
OG0000393	Pras.g_01208	Praf.g_02016
OG0000394	Pras.g_01209	Praf.g_02015
OG0000395	Pras.g_01211	Praf.g_02011
OG0000396	Pras.g_01212	Praf.g_01616
OG0000397	Pras.g_01224	Praf.g_00322
OG0000398	Pras.g_01232	Praf.g_00495
OG0000399	Pras.g_01233	Praf.g_01003
OG0000400	Pras.g_01239	Praf.g_02201
OG0000401	Pras.g_01309	Praf.g_02002
OG0000402	Pras.g_01310	Praf.g_02001
OG0000403	Pras.g_01311	Praf.g_01999
OG0000404	Pras.g_01313	Praf.g_01990
OG0000405	Pras.g_01314	Praf.g_01989
OG0000406	Pras.g_01316	Praf.g_01987
OG0000407	Pras.g_01317	Praf.g_01986
OG0000408	Pras.g_01318	Praf.g_01985
OG0000409	Pras.g_01319	Praf.g_01984
OG0000410	Pras.g_01320	Praf.g_01982
OG0000411	Pras.g_01321	Praf.g_01981
OG0000412	Pras.g_01322	Praf.g_01980
OG0000413	Pras.g_01323	Praf.g_01979
OG0000414	Pras.g_01324	Praf.g_01978
OG0000415	Pras.g_01325	Praf.g_01977
OG0000416	Pras.g_01326	Praf.g_01972
OG0000417	Pras.g_01327	Praf.g_01963
OG0000418	Pras.g_01328	Praf.g_01962
OG0000419	Pras.g_01329	Praf.g_01961
OG0000420	Pras.g_01330	Praf.g_01960
OG0000421	Pras.g_01331	Praf.g_01959
OG0000422	Pras.g_01332	Praf.g_01957
OG0000423	Pras.g_01333	Praf.g_01956
OG0000424	Pras.g_01335	Praf.g_01952
OG0000425	Pras.g_01339	Praf.g_01942
OG0000426	Pras.g_01340	Praf.g_01941
OG0000427	Pras.g_01341	Praf.g_01938
OG0000428	Pras.g_01342	Praf.g_01915
OG0000429	Pras.g_01343	Praf.g_01913
OG0000430	Pras.g_01349	Praf.g_01911
OG0000431	Pras.g_01351	Praf.g_01909
OG0000432	Pras.g_01352	Praf.g_01908
OG0000433	Pras.g_01355	Praf.g_00586
OG0000434	Pras.g_01356	Praf.g_00589
OG0000435	Pras.g_01357	Praf.g_00594
OG0000436	Pras.g_01359	Praf.g_00596
OG0000437	Pras.g_01361	Praf.g_00598
OG0000438	Pras.g_01362	Praf.g_00599
OG0000439	Pras.g_01363	Praf.g_00600
OG0000440	Pras.g_01365	Praf.g_00603
OG0000441	Pras.g_01366	Praf.g_00605
OG0000442	Pras.g_01367	Praf.g_00606
OG0000443	Pras.g_01368	Praf.g_00607
OG0000444	Pras.g_01369	Praf.g_00608
OG0000445	Pras.g_01370	Praf.g_00609
OG0000446	Pras.g_01371	Praf.g_00610
OG0000447	Pras.g_01372	Praf.g_00611
OG0000448	Pras.g_01373	Praf.g_00612
OG0000449	Pras.g_01378	Praf.g_00619
OG0000450	Pras.g_01379	Praf.g_00621
OG0000451	Pras.g_01380	Praf.g_00622
OG0000452	Pras.g_01381	Praf.g_00623
OG0000453	Pras.g_01383	Praf.g_00626
OG0000454	Pras.g_01384	Praf.g_00627
OG0000455	Pras.g_01385	Praf.g_00628
OG0000456	Pras.g_01386	Praf.g_00629
OG0000457	Pras.g_01388	Praf.g_00630
OG0000458	Pras.g_01390	Praf.g_00631
OG0000459	Pras.g_01391	Praf.g_00632
OG0000460	Pras.g_01393	Praf.g_00634
OG0000461	Pras.g_01394	Praf.g_00635
OG0000462	Pras.g_01395	Praf.g_00636
OG0000463	Pras.g_01396	Praf.g_00641
OG0000464	Pras.g_01401	Praf.g_00646
OG0000465	Pras.g_01402	Praf.g_00647
OG0000466	Pras.g_01403	Praf.g_00648
OG0000467	Pras.g_01404	Praf.g_00650
OG0000468	Pras.g_01405	Praf.g_00651
OG0000469	Pras.g_01406	Praf.g_00656
OG0000470	Pras.g_01407	Praf.g_01177
OG0000471	Pras.g_01408	Praf.g_01131
OG0000472	Pras.g_01411	Praf.g_00661
OG0000473	Pras.g_01412	Praf.g_00663
OG0000474	Pras.g_01413	Praf.g_00665
OG0000475	Pras.g_01414	Praf.g_00666
OG0000476	Pras.g_01415	Praf.g_00670
OG0000477	Pras.g_01417	Praf.g_00673
OG0000478	Pras.g_01418	Praf.g_00675
OG0000479	Pras.g_01419	Praf.g_00677
OG0000480	Pras.g_01421	Praf.g_00683
OG0000481	Pras.g_01422	Praf.g_00684
OG0000482	Pras.g_01423	Praf.g_00685
OG0000483	Pras.g_01424	Praf.g_00687
OG0000484	Pras.g_01425	Praf.g_00688
OG0000485	Pras.g_01426	Praf.g_00689
OG0000486	Pras.g_01427	Praf.g_00690
OG0000487	Pras.g_01428	Praf.g_00691
OG0000488	Pras.g_01430	Praf.g_00693
OG0000489	Pras.g_01431	Praf.g_00694
OG0000490	Pras.g_01432	Praf.g_00695
OG0000491	Pras.g_01433	Praf.g_00696
OG0000492	Pras.g_01434	Praf.g_00697
OG0000493	Pras.g_01435	Praf.g_00698
OG0000494	Pras.g_01437	Praf.g_00700
OG0000495	Pras.g_01438	Praf.g_00701
OG0000496	Pras.g_01439	Praf.g_00703
OG0000497	Pras.g_01440	Praf.g_00705
OG0000498	Pras.g_01441	Praf.g_00706
OG0000499	Pras.g_01443	Praf.g_00708
OG0000500	Pras.g_01444	Praf.g_00709
OG0000501	Pras.g_01446	Praf.g_00712
OG0000502	Pras.g_01447	Praf.g_00713
OG0000503	Pras.g_01448	Praf.g_00714
OG0000504	Pras.g_01449	Praf.g_00716
OG0000505	Pras.g_01450	Praf.g_00717
OG0000506	Pras.g_01451	Praf.g_00718
OG0000507	Pras.g_01452	Praf.g_00719
OG0000508	Pras.g_01454	Praf.g_00723
OG0000509	Pras.g_01455	Praf.g_00724
OG0000510	Pras.g_01456	Praf.g_00725
OG0000511	Pras.g_01457	Praf.g_00726
OG0000512	Pras.g_01459	Praf.g_00728
OG0000513	Pras.g_01460	Praf.g_00729
OG0000514	Pras.g_01461	Praf.g_00730
OG0000515	Pras.g_01463	Praf.g_00733
OG0000516	Pras.g_01464	Praf.g_00734
OG0000517	Pras.g_01465	Praf.g_00735
OG0000518	Pras.g_01467	Praf.g_00739
OG0000519	Pras.g_01468	Praf.g_00740
OG0000520	Pras.g_01469	Praf.g_00741
OG0000521	Pras.g_01470	Praf.g_00742
OG0000522	Pras.g_01471	Praf.g_00749
OG0000523	Pras.g_01472	Praf.g_00750
OG0000524	Pras.g_01473	Praf.g_00751
OG0000525	Pras.g_01475	Praf.g_00753
OG0000526	Pras.g_01476	Praf.g_00754
OG0000527	Pras.g_01477	Praf.g_00755
OG0000528	Pras.g_01478	Praf.g_00756
OG0000529	Pras.g_01479	Praf.g_00757
OG0000530	Pras.g_01480	Praf.g_00758
OG0000531	Pras.g_01481	Praf.g_00761
OG0000532	Pras.g_01482	Praf.g_00763
OG0000533	Pras.g_01483	Praf.g_00764
OG0000534	Pras.g_01484	Praf.g_00765
OG0000535	Pras.g_01485	Praf.g_00766
OG0000536	Pras.g_01486	Praf.g_00767
OG0000537	Pras.g_01487	Praf.g_00768
OG0000538	Pras.g_01488	Praf.g_00769
OG0000539	Pras.g_01489	Praf.g_00771
OG0000540	Pras.g_01490	Praf.g_00773
OG0000541	Pras.g_01491	Praf.g_01659
OG0000542	Pras.g_01492	Praf.g_01661
OG0000543	Pras.g_01493	Praf.g_01662
OG0000544	Pras.g_01494	Praf.g_01663
OG0000545	Pras.g_01497	Praf.g_01666
OG0000546	Pras.g_01498	Praf.g_01667
OG0000547	Pras.g_01500	Praf.g_01669
OG0000548	Pras.g_01501	Praf.g_01674
OG0000549	Pras.g_01502	Praf.g_01675
OG0000550	Pras.g_01503	Praf.g_01676
OG0000551	Pras.g_01504	Praf.g_01680
OG0000552	Pras.g_01505	Praf.g_01684
OG0000553	Pras.g_01506	Praf.g_01685
OG0000554	Pras.g_01507	Praf.g_01687
OG0000555	Pras.g_01508	Praf.g_01688
OG0000556	Pras.g_01509	Praf.g_01689
OG0000557	Pras.g_01510	Praf.g_01690
OG0000558	Pras.g_01511	Praf.g_01692
OG0000559	Pras.g_01512	Praf.g_01693
OG0000560	Pras.g_01514	Praf.g_01695
OG0000561	Pras.g_01515	Praf.g_01696
OG0000562	Pras.g_01516	Praf.g_01698
OG0000563	Pras.g_01517	Praf.g_01699
OG0000564	Pras.g_01518	Praf.g_01700
OG0000565	Pras.g_01519	Praf.g_01708
OG0000566	Pras.g_01520	Praf.g_01709
OG0000567	Pras.g_01521	Praf.g_01710
OG0000568	Pras.g_01522	Praf.g_01711
OG0000569	Pras.g_01523	Praf.g_01713
OG0000570	Pras.g_01524	Praf.g_01716
OG0000571	Pras.g_01525	Praf.g_01717
OG0000572	Pras.g_01526	Praf.g_01718
OG0000573	Pras.g_01529	Praf.g_01722
OG0000574	Pras.g_01530	Praf.g_01727
OG0000575	Pras.g_01531	Praf.g_01728
OG0000576	Pras.g_01532	Praf.g_01729
OG0000577	Pras.g_01533	Praf.g_01730
OG0000578	Pras.g_01534	Praf.g_01731
OG0000579	Pras.g_01535	Praf.g_01733
OG0000580	Pras.g_01536	Praf.g_01736
OG0000581	Pras.g_01537	Praf.g_01737
